GEOID,HcvTmDr,HcvTmDr2,HcvCntDr,HcvMinDis
30428,36.20241096,72.40482192,0.176255708,17.52765528
30429,,,,
30434,43.65527267,87.31054533,0,23.82271458
30436,17.90478603,35.80957207,1.090569173,8.528377865
30438,,,,
30439,29.89283499,59.78566999,0.436311,16.48760199
30441,38.92977721,77.85955442,0.027420736,21.65371427
30442,19.31246875,38.62493749,1.200446429,17.77493897
30445,21.42464363,42.84928725,0.896328294,9.825967889
30446,26.47481752,52.94963504,0.802919708,14.06683281
30448,,,,
30449,,,,
30450,13.85100001,27.70200001,1.986666666,10.44423876
30451,,,,
30452,15.49535299,30.99070599,1.94520548,10.66227157
30453,31.10808126,62.21616252,0.36042137,19.67740194
30454,44.45,88.9,0,9.512691647
30455,20.25866834,40.51733668,2.708542712,8.91166003
30456,21.54363637,43.08727273,1,16.10933481
30457,32.02896375,64.05792749,0.013474495,16.47118698
30458,7.884082954,15.76816591,1.989580737,4.428923686
30459,6.17,12.34,2,1.619579643
30460,,,,
30461,12.45160241,24.90320483,2,6.113026869
30464,,,,
30467,13.702003,27.404006,1.19895288,7.299751201
30470,24.56537001,49.13074003,0.675521822,11.62891183
30471,31.54868388,63.09736775,0.389335591,20.22383435
30473,28.09329345,56.1865869,1.084382872,14.06479663
30474,13.6201319,27.24026379,1.002728823,3.848312669
30475,14.13,28.26,1,3.156847023
30477,53.86606874,107.7321375,0,27.93248699
30499,,,,
30501,6.109819395,12.21963879,6.816680023,2.273568599
30502,5.25,10.5,15,2.974094028
30503,6.17,12.34,7,1.619088581
30504,7.033312716,14.06662543,8.25600844,2.868400423
30506,13.18962361,26.37924722,6.049694157,5.772593393
30507,10.56461418,21.12922836,6.800767285,3.984853003
30510,10.65841747,21.31683494,8.211875492,8.103487778
30511,10.38560497,20.77120994,8.976455202,7.616217106
30512,15.65528931,31.31057862,2.147882694,6.22667359
30513,33.82674896,67.65349793,0,20.619122
30514,0,0,3,2.364258525
30515,13.99,27.98,25,9.981981448
30516,16.66869025,33.3373805,1.375717017,6.046364245
30517,13.61365136,27.22730272,16.31275078,7.222998367
30518,15.01572315,30.03144631,21.43074876,8.573627293
30519,13.56755822,27.13511645,23.89955072,7.081267931
30520,22.55398862,45.10797723,1.508123478,9.936791419
30521,21.78983274,43.57966549,2.453024909,12.10290757
30522,34.65492689,69.30985378,0,17.42397073
30523,16.88841612,33.77683224,4.651998381,7.044914168
30525,38.09697911,76.19395822,0.180503481,15.86796754
30527,16.67045045,33.3409009,8.159279279,9.395514165
30528,7.174395693,14.34879139,5.66277431,3.580519182
30529,5.235391162,10.47078232,8.043919849,3.01693559
30530,12.69017335,25.38034671,5.783010694,6.519635341
30531,6.907358408,13.81471682,8.5920511,4.183639635
30533,11.67029535,23.3405907,3.68347625,5.300763273
30534,11.76124752,23.52249504,3.796666824,5.563380456
30535,4.63857544,9.27715088,7.058889511,2.54887826
30536,30.24550459,60.49100919,0.518618457,17.67243659
30537,32.27109696,64.54219391,0.367313019,13.73422426
30538,14.17545795,28.3509159,2.94953271,5.829314498
30539,18.41,36.82,1,15.2037283
30540,25.19568845,50.3913769,0.758046937,14.74919004
30541,43.79132797,87.58265594,0,21.91261586
30542,8.867212699,17.7344254,14.86579136,5.263914287
30543,15.29293601,30.58587201,5.923302393,6.063037078
30545,11.96859813,23.93719626,3.714953271,3.651267687
30546,26.79596952,53.59193903,1.445162123,13.36605165
30547,16.55769658,33.11539316,3.282608693,9.704046845
30548,12.41972172,24.83944344,16.00653637,6.538687658
30549,10.59459221,21.18918443,11.86667557,4.571631847
30552,35.78935031,71.57870062,0.437629938,15.00875041
30553,24.63672001,49.27344003,1.826314017,11.02240715
30554,12.9784316,25.95686321,7.886130339,9.035957725
30555,47.2881985,94.57639701,0,20.60542081
30557,20.12614583,40.25229166,2.699739583,8.798791118
30558,15.38222222,30.76444444,5.665631471,7.58643379
30559,35.12781273,70.25562546,0,18.51349094
30560,31.07975058,62.15950115,0.33672833,13.9787139
30562,29.47,58.94,1,12.19915092
30563,8.407636078,16.81527216,7.51960411,3.695195933
30564,11.24798447,22.49596894,7.051535474,7.078884209
30565,10.17304428,20.34608856,8.906365315,6.920830386
30566,1.943711953,3.887423906,15.74963763,1.04573112
30567,15.53386039,31.06772078,10.4182972,7.661129501
30568,30.78432106,61.56864211,0.68872267,13.03408377
30571,11.10187583,22.20375166,3.465874063,4.397155648
30572,38.73866584,77.47733169,0,10.90913456
30573,36.03,72.06,0,14.4634795
30575,15.41889774,30.83779548,9.539176625,7.361187083
30576,37.95958939,75.91917879,0.251559252,15.80507648
30577,8.514317839,17.02863568,2.989602708,3.638668232
30580,,,,
30581,,,,
30582,12.99772952,25.99545903,2.990144187,6.641686171
30597,,,,
30598,,,,
30599,,,,
30601,2.537940254,5.075880507,10.50607939,1.081101754
30602,,,,
30603,1.92,3.84,11,1.128056698
30604,0,0,13,0.637640727
30605,7.744526466,15.48905293,8.637753054,3.778441455
30606,3.528676313,7.057352626,11.66594197,1.576633425
30607,4.226626083,8.453252165,10.95773913,3.299338787
30608,6.04,12.08,9,1.991123499
30609,3.02,6.04,11,1.879147643
30619,17.27133594,34.54267187,5.483787287,11.16847476
30620,10.41710903,20.83421806,16.28072202,4.712611732
30621,15.0292834,30.0585668,9.244939272,8.743473598
30622,8.923538759,17.84707752,13.03634844,4.671143719
30623,,,,
30624,17.28193591,34.56387181,1.939175932,9.578960681
30625,35.29066919,70.58133839,0,23.53291354
30627,20.0957121,40.1914242,3.359877488,12.16922348
30628,8.282581233,16.56516247,6.939914164,5.68599274
30629,18.43100122,36.86200245,6.77207977,11.99196982
30630,20.68517935,41.37035869,4.517060369,12.91642521
30631,52.76263328,105.5252666,0,36.61381021
30633,14.6252677,29.2505354,6.433659215,10.40189768
30634,14.33450076,28.66900151,1.853252648,6.721169593
30635,9.958509305,19.91701861,1.444672626,5.488343494
30638,,,,
30639,,,,
30641,10.54,21.07999999,8.466666668,6.923709132
30642,42.32259499,84.64518999,0.042449053,27.01513519
30643,10.94229397,21.88458794,1.808510638,4.000657328
30645,,,,
30646,4.687738355,9.37547671,7.832317073,4.674480282
30647,,,,
30648,26.89471942,53.78943885,1.364028776,16.48005443
30650,26.65765493,53.31530986,2.059767411,16.39581845
30655,8.571178478,17.14235696,8.741472923,3.743925437
30656,12.96604134,25.93208268,11.91523661,6.412275682
30660,39.5871853,79.1743706,0,22.44912877
30662,23.77645253,47.55290506,2.228005226,12.08399404
30663,17.73501402,35.47002805,3.813464237,10.10817453
30664,,,,
30665,,,,
30666,11.41551563,22.83103125,12.9625,7.189595009
30667,32.03707547,64.07415093,0.141509436,19.25058413
30668,36.06173653,72.12347306,0.536427145,22.04284497
30669,46.1440455,92.288091,0.259156493,27.58932413
30673,39.53529725,79.0705945,0.039324543,28.8756511
30677,12.870639,25.74127801,10.38400969,6.888955546
30678,50.6667497,101.3334994,0,26.60945565
30680,5.867194125,11.73438825,15.45279127,2.917481744
30683,11.54116172,23.08232345,6.602554833,5.487221115
30701,28.04703243,56.09406486,0.800308801,18.26647408
30703,29.82,59.64,2,19.81154396
30705,11.43637261,22.87274522,1.203489512,4.753907584
30707,22.40095111,44.80190222,5.020298735,12.48431272
30708,17.18,34.36,3,11.50809832
30710,18.93059824,37.86119648,6.161290323,8.681513341
30711,18.87995481,37.75990962,2.628248587,10.90561738
30719,11.45,22.9,3,8.150942243
30720,16.29538179,32.59076359,4.257161094,10.41709606
30721,13.99166674,27.98333349,2.711702554,8.369135746
30722,15.49,30.98,3,10.83955859
30724,,,,
30725,16.7111095,33.42221899,7.12504518,9.313738761
30726,6.43,12.86,11,3.490126717
30728,29.24353621,58.48707243,0.627192077,17.10032996
30730,33.26377778,66.52755555,0.07962963,15.0335547
30731,37.81217003,75.62434007,0,22.54271553
30732,17.04,34.08,2,10.17354454
30733,22.35091286,44.70182572,3,15.17971569
30734,13.91331859,27.82663719,1.799225664,8.639507962
30735,21.54868954,43.09737908,1.627787307,13.89971208
30736,7.285820264,14.57164053,8.897406671,3.832909941
30738,33.45466935,66.9093387,0.410187666,20.61003681
30739,19.90434109,39.80868218,3.591362124,9.980535198
30740,20.34828548,40.69657096,3.430844954,10.57688052
30741,9.940155555,19.88031111,9.358445678,5.114238195
30742,9.668785088,19.33757018,9.19215876,5.095774128
30746,30.74016234,61.48032468,0.402597402,18.77590487
30747,28.93584408,57.87168816,1.243804854,17.970786
30750,28.71419877,57.42839755,1.123953097,17.13983526
30751,,,,
30752,29.8078144,59.6156288,1.091326445,18.1788448
30753,32.93408256,65.86816513,0.002446484,20.75873839
30755,13.73955099,27.47910198,6.981907893,5.929684734
30756,,,,
30757,19.88698394,39.77396789,5.573394496,12.40724222
30802,22.09223384,44.18446768,2.43014213,14.62823967
30803,39.5909322,79.18186441,0,28.14000693
30805,20.80605101,41.61210202,1.00137836,10.18716472
30806,,,,
30807,47.65,95.3,0,34.11188345
30808,31.86560606,63.73121212,0,15.60566931
30809,9.930473906,19.86094781,3,5.087427588
30810,48.8337643,97.66752859,0,31.0679418
30812,,,,
30813,15.26685949,30.53371897,3,6.321633472
30814,25.85026545,51.70053091,1.540425531,10.7893194
30815,12.82103388,25.64206776,1.172167404,5.932028938
30816,26.19037194,52.38074388,0.920540997,11.80531763
30817,36.96518597,73.93037193,0,24.68777578
30818,34.38,68.76,0,19.79225746
30819,,,,
30820,49.75425032,99.50850065,0,30.56588192
30821,47.43106194,94.86212388,0,33.92994855
30822,,,,
30823,40.18064517,80.36129034,0,26.55323855
30824,32.74836421,65.49672843,0.000568376,21.8983955
30828,46.61060782,93.22121565,0,29.13056358
30830,12.04248429,24.08496858,1.285749476,7.238493283
30833,34.39813703,68.79627407,0,19.80583951
30901,7.706633205,15.41326641,6,3.165319445
30903,6.34,12.68,6,3.024148242
30904,3.696815415,7.39363083,5.57578513,1.470028206
30905,8.876560596,17.75312119,1.412816043,4.832486676
30906,6.198518898,12.3970378,1.415200698,2.802989487
30907,5.043034767,10.08606953,3.966094419,2.245950001
30909,6.508708912,13.01741782,4.577111075,2.320036091
30912,,,,
30914,0,0,5,0.205370252
30916,2.78,5.56,1,1.073749845
30917,3.18,6.36,3,0.798509943
30919,6.09,12.18,5,2.591235786
31001,31.8196606,63.6393212,0.770303031,18.51488449
31002,44.37662969,88.75325938,0,20.29488819
31003,,,,
31004,27.22,54.44,2,17.47943801
31005,10.49295669,20.98591338,4,4.114039987
31006,49.95591288,99.91182575,0,31.9162567
31007,54.74970099,109.499402,0,21.88511377
31008,13.75742203,27.51484405,4.727359768,7.719381794
31009,23.62673367,47.25346734,1.042713568,16.82417319
31010,40.76,81.52,0,33.22815294
31011,11.88306122,23.76612243,1,8.89976849
31012,27.39110951,54.78221903,1.95389049,13.97374652
31013,,,,
31014,29.0453751,58.09075019,1.029698376,16.6199551
31015,36.74499296,73.48998593,0.026639152,31.18196793
31016,38.11384616,76.22769231,1.278706801,21.83161438
31017,29.85120415,59.7024083,1.011961722,14.48179259
31018,64.00140845,128.0028169,0,29.06836085
31019,16.9503163,33.9006326,2.90754258,10.64022102
31020,24.23158206,48.46316412,1.464467006,11.32757001
31021,7.42943737,14.85887474,2.946446572,3.989229082
31022,16.24161954,32.48323907,2.971722365,10.48101842
31023,8.272238664,16.54447733,1.002597065,4.930796567
31024,28.28259157,56.56518314,0.860187734,17.2161358
31025,39.7,79.4,0,7.565999016
31026,,,,
31027,45.63232502,91.26465004,0,5.92064415
31028,8.93940736,17.87881472,5,4.490208077
31029,23.6645532,47.3291064,2.948345154,16.52284887
31030,54.65034831,109.3006966,0.363700983,11.9927576
31031,22.67927272,45.35854544,2.048973607,13.50543491
31032,19.6217159,39.2434318,3.945003144,11.21606919
31033,22.92416205,45.8483241,2.67955801,13.35527408
31034,,,,
31035,63.88925,127.7785,0,29.16188832
31036,23.37997151,46.75994301,0.875166255,15.2312555
31037,23.10143878,46.20287757,0.798887123,16.58175616
31038,33.11566524,66.23133048,0.480686695,20.69116616
31039,,,,
31040,7.58302599,15.16605198,3,2.544608685
31041,68.3585294,136.7170588,0,24.81555034
31042,22.8312285,45.662457,1.194103195,16.46200706
31044,27.55893318,55.11786636,1.345838218,14.0963771
31045,44.29,88.57999999,0,31.04316037
31046,20.4735208,40.94704159,1.582893966,14.07554559
31047,10.02433322,20.04866644,3.989303569,4.25188397
31049,49.57746822,99.15493644,0,23.06685878
31050,22.35754717,44.71509435,2.943396225,13.5428252
31051,,,,
31052,15.86225614,31.72451228,3.565668203,9.474164706
31054,22.05854545,44.1170909,1.158441558,16.34699782
31055,32.33455181,64.66910362,0.23088863,22.46544232
31057,56.61550898,113.231018,0,14.03300476
31058,40.88373586,81.76747171,0,28.27744993
31059,0,0,2,0.410046306
31060,25.05537943,50.11075887,0.434197887,15.0532499
31061,7.200347716,14.40069543,1.993662864,3.743962377
31062,,,,
31063,55.62883166,111.2576633,0,17.84801529
31064,32.54619685,65.09239371,0.465152398,20.69708609
31065,17.28270358,34.56540715,2.786644952,11.28267727
31066,30.96676207,61.93352415,0.438282648,21.67942712
31067,,,,
31068,65.33003334,130.6600667,0,26.75312703
31069,15.55898917,31.11797835,3.212076166,2.96321673
31070,45.94637324,91.89274649,0,19.42883797
31071,38.10958409,76.21916817,0,19.82740527
31072,41.0722973,82.1445946,0,27.76321601
31075,17.19619121,34.39238243,2.828835774,10.97067542
31076,55.43167066,110.8633413,0,25.49010231
31077,24.31613372,48.63226744,0.694767442,13.1719669
31078,39.32859132,78.65718264,0.293913042,21.1492764
31079,39.43739375,78.8747875,0.003207698,23.12999308
31081,49.99136986,99.98273973,0,34.67952312
31082,61.96753603,123.9350721,0.02298012,25.51865605
31083,,,,
31085,30.7084375,61.416875,0.238839286,19.78738111
31086,,,,
31087,27.96059596,55.92119192,0.533877261,16.63842999
31088,6.121699736,12.24339947,4.840705021,2.608575878
31089,77.30813596,154.6162719,0,23.03839604
31090,29.10599251,58.21198502,1.906367041,16.70464324
31091,45.11100734,90.22201468,0,16.0927961
31092,42.34030724,84.68061447,0,25.72019477
31093,9.163093536,18.32618707,4.998061345,3.486270217
31094,69.6851676,139.3703352,0,20.94472262
31095,3.94,7.88,5,0.556595212
31096,61.19785137,122.3957027,0,17.38930673
31097,34.32312216,68.64624432,0.253393665,21.91658381
31098,10.58770795,21.17541589,4.632162662,2.547858503
31106,1.88,3.76,52,1.367797132
31107,3.2,6.4,50,1.368916189
31119,2.98,5.96,49,0.410317645
31126,8.12,16.24,51,2.85991278
31131,0,0,41,1.304297164
31136,,,,
31139,4.09,8.18,49,1.87708978
31141,3.35,6.7,47,1.760362462
31145,3.6,7.2,48,1.189025492
31146,3.84,7.68,48,1.232265255
31150,3.1,6.2,47,0.87991098
31156,5.89,11.78,49,1.937806976
31201,4.844144953,9.688289906,4.173012693,2.364707011
31202,4.24,8.48,4,2.691486123
31203,5.15,10.3,4,2.368692708
31204,4.083631049,8.167262097,4.190263112,1.919801981
31205,5.78,11.56,5,2.793619679
31206,4.637826399,9.275652797,4.86972634,2.145931989
31207,,,,
31208,8.08211308,16.16422616,4.730439749,4.413522676
31209,0,0,4,0.499080858
31210,6.82804913,13.65609826,3.099286529,4.318751361
31211,11.06987523,22.13975045,3.072061567,4.450824079
31213,,,,
31216,7.328765867,14.65753173,4.937795471,3.137605427
31217,13.62117052,27.24234103,2.927722055,7.335029427
31220,14.57172497,29.14344994,3.253930038,8.6744404
31221,9.45,18.9,3,5.934221311
31295,,,,
31301,16.78018607,33.56037213,1,7.679006462
31302,20.40757354,40.81514708,7.82805136,13.6870965
31303,36.50262862,73.00525723,0,23.91651037
31304,,,,
31305,21.21010174,42.42020348,2.663517442,14.63761353
31307,23.02,46.04,9,17.90777117
31308,27.12849601,54.25699202,2.907121515,21.17021391
31309,13.92215054,27.84430108,1,7.426089355
31310,4.72,9.44,1,2.391691309
31312,31.22389132,62.44778265,1.724296129,18.78486658
31313,6.810257076,13.62051415,1,3.301265535
31314,19.8475,39.695,1,9.240385886
31315,10.25691567,20.51383135,1,4.374168315
31316,25.87130202,51.74260404,1,13.50564437
31318,,,,
31319,,,,
31320,23.1918833,46.3837666,0.587597373,14.5484864
31321,25.37227826,50.74455651,1.039454169,18.81200157
31322,14.97134808,29.94269617,9,9.704292119
31323,23.71856651,47.43713303,1.163990826,15.31008481
31324,29.51880615,59.0376123,4.68175166,13.38536664
31326,25.72780376,51.45560753,3.54185022,16.6703561
31327,29.63,59.26,2,20.04404199
31328,22.71901737,45.43803474,9,12.26483199
31329,35.28043151,70.56086302,0,22.88499073
31331,34.11140265,68.2228053,1.296017699,22.01227604
31333,9.51,19.02,1,4.434290421
31401,1.880279294,3.760558588,9,1.012300149
31402,1.52,3.04,9,0.621979544
31403,2.75,5.5,9,1.487421309
31404,4.153620159,8.307240318,9,1.819097304
31405,5.896410684,11.79282137,9,3.085447943
31406,3.283161368,6.566322736,9,1.426616441
31407,16.36346269,32.72692538,8.997957515,10.65851744
31408,7.702299119,15.40459824,9,4.050478232
31409,8.35,16.7,9,2.377776101
31410,13.31215018,26.62430036,9,5.796342307
31411,11.68080808,23.36161616,9,6.094391785
31412,1.52,3.04,9,0.621979544
31414,2.65,5.3,9,0.841489985
31415,3.135834609,6.271669218,9,1.306857918
31416,1.84,3.68,9,0.637860576
31418,6.61,13.22,9,4.010486946
31419,11.48267633,22.96535265,8.637028203,6.253878604
31420,5.53,11.06,9,1.940232648
31421,5.97,11.94,9,2.917090958
31501,2.771766303,5.543532606,2.920289855,1.876806769
31502,5.26,10.52,3,1.834621281
31503,10.38722257,20.77444514,2.050148021,7.697973005
31510,27.23897015,54.47794029,0.999433107,15.7838145
31512,17.87382043,35.74764085,1,9.287881527
31513,10.01862555,20.03725111,1,4.876046622
31516,14.73254291,29.46508581,1.884780414,6.838819676
31518,24.19300797,48.38601595,0.868525896,15.17341165
31519,23.16641791,46.33283581,0.973519499,13.23608123
31520,6.240640464,12.48128093,2.999920242,3.446405211
31521,8.63,17.26,3,5.184330651
31522,19.34342414,38.68684829,2.877727814,7.739808084
31523,10.01744051,20.03488102,3,5.922445273
31524,,,,
31525,6.469368582,12.93873716,3,2.948999388
31527,12.21,24.42,3,6.87577281
31532,35.52593148,71.05186295,0.006423983,19.08982312
31533,12.14748969,24.29497937,1,5.025563202
31534,16.2,32.4,1,6.5275117
31535,12.61948854,25.23897707,1,5.953847838
31537,29.34650609,58.69301218,0.457676721,21.93726152
31539,26.42727939,52.85455879,0.688045436,15.40885906
31542,22.54,45.08,2,8.917167353
31543,31.96811605,63.9362321,0.051194538,18.40373892
31544,47.12608201,94.25216402,0,25.90143219
31545,32.69082859,65.38165717,0.288351949,23.10882707
31546,34.56854949,69.13709898,0,24.25352563
31547,0,0,0,5.393234904
31548,12.02501086,24.05002172,0.860070575,5.489744683
31549,46.30557576,92.61115152,0,24.86303739
31550,34.24984346,68.49968692,0.203522504,19.92105699
31551,24.72630682,49.45261364,1,14.8378283
31552,7.071231526,14.14246305,1.962233169,9.15993235
31553,34.26796968,68.53593937,0.036612425,18.20841561
31554,25.58220119,51.16440238,1.06938911,12.19321492
31555,31.565743,63.131486,0.090742996,18.93638394
31556,,,,
31557,25.38599061,50.77198122,0.947831185,16.49206796
31558,8.307567826,16.61513565,0.862479822,3.39685304
31560,35.56164408,71.12328817,0.001847291,26.38150879
31561,23.62,47.24,3,9.084885245
31562,54.09,108.18,0,30.52065105
31563,18.84346335,37.68692671,1,9.893710075
31564,,,,
31565,26.395154,52.790308,2.989733061,17.53713935
31566,32.36452638,64.72905275,0.112135176,17.30810231
31567,19.52181053,39.04362105,1,10.49546702
31568,26.37,52.74,3,17.53618608
31569,24.80491652,49.60983303,2.214517624,13.18879432
31598,36.5,73,0,25.93519976
31599,,,,
31601,8.603455841,17.20691168,5.5353183,4.273595032
31602,2.375566174,4.751132348,5.680352089,1.525210135
31603,2.22,4.44,6,1.104919266
31604,0,0,5,1.087782016
31605,8.552267318,17.10453464,4.784360846,4.146161551
31606,13.19669422,26.39338843,4,8.595534768
31620,8.772935538,17.54587108,6.032228364,4.182057034
31622,21.33213334,42.66426667,1.976410256,16.23924097
31623,38.37,76.74,0,25.64463138
31624,20.44863575,40.89727149,1.859481583,15.69504332
31625,14.86,29.72,6,11.12045385
31626,19.82316516,39.64633032,3.188384756,11.37690404
31627,,,,
31629,13.32204861,26.64409722,1.784722222,6.553929876
31630,45.4558159,90.91163179,0,28.27154371
31631,53.62347369,107.2469474,0.028070175,31.21691337
31632,7.698693931,15.39738786,5.328631876,6.182555398
31634,42.70944331,85.41888662,0,27.21733888
31635,28.95802258,57.91604516,1.38632896,17.50913602
31636,20.37028047,40.74056094,3.631914892,13.63918013
31637,17.03277065,34.06554129,2.987891736,9.48138284
31638,14.40114014,28.80228028,5.90736342,10.88615084
31639,29.55509159,59.11018319,1.135221908,14.83441897
31641,18.42602284,36.85204568,4,10.97593937
31642,23.88371159,47.76742318,0.99900892,14.83357335
31643,5.95595445,11.9119089,3.529782476,4.271307219
31645,20.43479683,40.86959366,4.640840218,11.35638832
31647,13.60797195,27.2159439,5.811805959,5.689084459
31648,44.16,88.32,0,28.03014634
31649,29.15884977,58.31769954,1.953051642,20.18075396
31650,25.17204498,50.34408996,0.370344343,12.64305012
31698,,,,
31699,13.81,27.62,4,7.222852612
31701,9.380801256,18.76160251,1,3.296182291
31702,7.58,15.16,1,1.62138924
31703,9.78,19.56,1,5.107640754
31704,,,,
31705,12.137456,24.27491199,1.088309833,6.302587109
31706,11.93,23.86,1,3.155861227
31707,10.16653032,20.33306064,1,2.727044248
31708,10.31,20.62,1,2.536040959
31709,42.22933709,84.45867418,0,31.51294687
31711,58.65629423,117.3125885,0,30.62731754
31712,30.17458702,60.34917403,0.848082596,27.78316384
31714,26.18537521,52.37075042,1.363535297,20.15579405
31716,21.1028195,42.205639,1.949934124,14.74092047
31719,42.73775497,85.47550995,0,34.18214247
31720,20.60333333,41.20666667,5,12.92069718
31721,15.40886013,30.81772027,0.99429561,6.352114149
31722,,,,
31727,8.67,17.34,2,4.03268909
31730,24.06291567,48.12583133,0.672848825,9.849870509
31733,13.90963704,27.81927408,1.998748436,8.726000818
31735,38.1,76.2,0,26.1828627
31738,13.67571907,27.35143814,4.926421405,10.91819181
31743,33.44224137,66.88448275,0.25862069,23.53131677
31744,21.99011177,43.98022355,3.568047338,12.20161469
31747,20.21,40.42,5,10.62244774
31749,15.85737449,31.71474899,2,8.478623217
31750,34.46668454,68.93336908,0.127692465,21.48827428
31753,,,,
31756,13.33187845,26.6637569,4.832412523,8.493334828
31757,9.278802178,18.55760436,3.151130175,6.020436198
31758,2.94,5.88,2,1.011681593
31763,13.66717956,27.33435913,1,7.842271527
31764,40.4894694,80.9789388,0.05170068,26.7753642
31765,10.74756626,21.49513252,3.562248994,7.659680076
31768,6.506698495,13.01339699,3.808469276,3.314444196
31769,,,,
31771,17.64228926,35.28457851,4.814222932,8.63942166
31772,25.59,51.18,1,17.51840284
31773,15.37958334,30.75916667,2.476325756,9.638493274
31774,24.48396261,48.96792523,1.615997549,15.14692312
31775,17.47996215,34.9599243,5.008327026,9.961103797
31776,3.99,7.98,4,0.773940516
31778,19.0245898,38.04917959,4.946045823,12.57998327
31779,20.54378746,41.08757492,1.27318117,5.96096536
31780,46.95589325,93.9117865,0,32.21174567
31781,25.50177778,51.00355556,1.79,14.2305609
31782,,,,
31783,27.4733062,54.94661239,1.27198697,16.37901469
31784,0.599413197,1.198826394,2.058679706,6.642031708
31787,30.32483799,60.64967597,0.789944134,20.86780841
31788,7.582313083,15.16462617,3.463167589,4.575457933
31789,24.97968714,49.95937428,1.99188876,13.66024235
31790,25.20616119,50.41232239,1.047720042,16.07670005
31791,27.50538956,55.01077912,0.800856531,16.73632651
31792,3.979221443,7.958442886,2.191081414,3.359918398
31793,5.291093063,10.58218613,2.93042836,3.249785691
31794,5.09973411,10.19946822,2.653283842,2.300741906
31795,16.44001758,32.88003516,2,9.256425074
31796,25.6664151,51.3328302,0.989386792,17.62313854
31798,26.08732143,52.17464286,0.842032967,16.0569205
31799,2.94,5.88,2,1.011681593
31801,32.20009721,64.40019442,0.581250002,23.69467275
31803,43.87870253,87.75740506,0,27.8443933
31804,13.35768364,26.71536727,5,9.468368593
31805,23.77774399,47.55548799,4.76308345,17.98056114
31806,56.68105069,113.3621014,0,37.53090676
31807,21.66718938,43.33437875,5,14.73096115
31808,14.17946091,28.35892182,5,7.82386817
31810,,,,
31811,23.87535177,47.75070354,4.17520492,15.57702892
31812,34.34625377,68.69250755,0.655589124,26.96522713
31815,43.10094575,86.2018915,0.001390821,20.34591834
31816,42.13920439,84.27840877,0,29.8267524
31820,12.41821354,24.83642709,4.981591865,9.496009465
31821,43.63,87.26,0,19.56640673
31822,30.66316118,61.32632236,2.86135182,23.80384357
31823,36.21,72.42,0,21.68251448
31824,50.11824912,100.2364982,0,34.55553608
31825,40.21238539,80.42477077,0,30.3238879
31826,38.44376383,76.88752766,0.092250925,24.84583551
31827,41.81507608,83.63015216,0.030434783,29.89455803
31829,14.37682148,28.75364296,5,12.07881228
31830,41.57311867,83.14623735,0.38178473,28.8118551
31831,25.14291187,50.28582374,4.185550085,17.29442697
31832,48.26,96.52,0,34.40339622
31833,26.51133572,53.02267145,2.181969028,23.94768246
31836,42.01,84.02,0,29.31993382
31901,1.711591765,3.423183529,5,0.666989316
31902,2.43,4.86,5,0.821431719
31903,6.36513088,12.73026176,5,3.337004609
31904,6.260551007,12.52110201,5,2.23691787
31905,20.79445941,41.58891883,3.621161124,8.032123663
31906,2.481490863,4.962981725,5,1.060847943
31907,6.581147054,13.16229411,4.99587815,3.035005963
31908,6.57,13.14,5,2.69013954
31909,5.088934348,10.1778687,5,3.09889958
31914,3.4,6.8,5,1.104980539
31917,3.71,7.42,5,1.482003139
31995,12.72,25.44,5,7.14800665
31999,,,,
32003,15.79685552,31.59371103,5.702624649,5.049743481
32004,21.51,43.02,10,12.45743534
32006,15.44,30.88,6,5.888012022
32007,,,,
32008,52.48701117,104.9740223,0,35.84979486
32009,26.52,53.04,3,17.78987536
32011,26.25126849,52.50253697,2.980378609,16.19840064
32013,,,,
32024,41.63995659,83.27991318,0,33.14013345
32025,38.0012149,76.00242981,0,32.80339122
32033,17.27044128,34.54088257,3.988780853,8.018336945
32034,31.98792176,63.97584352,0.245193054,12.50369159
32035,33.25680828,66.51361656,0,11.78833528
32038,32.7622807,65.52456141,0,22.15756962
32040,44.50133599,89.00267197,0,29.99287185
32041,19.2,38.4,6,8.040855326
32042,37.37,74.74,0,16.60492083
32043,23.36772497,46.73544994,0.910521744,11.00425993
32044,36.23565833,72.47131666,0.237214362,16.33645264
32046,39.69353146,79.38706292,0.03736531,19.93609965
32050,20.69,41.38,1,10.57157445
32052,37.1936655,74.38733101,0.04621606,30.16527406
32053,28.55027002,57.10054004,1.658286778,22.06647403
32054,36.45557069,72.91114138,0,22.46560559
32055,53.5151082,107.0302164,0,42.87890967
32056,39.82,79.64,0,35.80664151
32058,40.33703009,80.67406018,0,22.26356463
32059,43.48071256,86.96142511,0.007850242,31.03308822
32060,55.59268983,111.1853797,0,42.10134034
32061,41.37363129,82.74726259,0,31.84029058
32062,63.18492064,126.3698413,0,45.33623325
32063,30.27557885,60.55115769,0,23.5879248
32064,51.08990713,102.1798143,0,40.42210378
32065,11.31966041,22.63932082,6.127359058,4.088678204
32066,62.36363806,124.7272761,0,46.17752491
32067,7.57,15.14,11,1.686009812
32068,17.16323334,34.32646668,2.155005657,8.405556675
32071,52.33269776,104.6653955,0,38.99289963
32073,9.607926585,19.21585317,9.76039657,2.0699928
32080,9.248971974,18.49794395,3.99988397,3.677586147
32081,22.47138865,44.94277729,8.447667844,12.57120957
