GEOID,HcvTmDr,HcvTmDr2,HcvCntDr,HcvMinDis
983,0,0,0,7.131832008
984,0,0,0,6.931937956
985,0,0,0,8.286057198
986,0,0,0,8.352815143
987,0,0,0,7.025093036
988,0,0,0,7.080372457
1001,4.668308045,9.336616091,19.28058767,2.097904277
1002,15.72092586,31.44185172,13.31827587,7.277938974
1003,15.59377483,31.18754967,15.50331126,6.94811614
1004,14.88,29.76,17,6.744188086
1005,15.11458788,30.22917576,7.994041708,7.750586616
1007,6.976079262,13.95215852,15.06821963,2.720756561
1008,32.60325939,65.20651878,0.329351535,15.78119515
1009,14.48,28.96,18,6.527927537
1010,22.4421788,44.8843576,8.769271952,14.11786463
1011,30.01613875,60.03227751,0.330316743,15.54463906
1012,17.48,34.96,4,6.900939844
1013,4.288880828,8.577761655,21,1.365398369
1014,4.2,8.4,21,1.790373233
1020,5.471771294,10.94354259,21,2.374678889
1021,5.84,11.68,21,2.539550541
1022,7.177982595,14.35596519,21,3.018758919
1026,0.642114391,1.284228782,3.192374351,5.341531622
1027,6.564306562,13.12861312,21.05807166,3.897814744
1028,7.303805215,14.60761043,18.52897474,4.33435482
1029,26.59,53.18,1,9.992397407
1030,5.7780434,11.5560868,18.57908895,3.262464567
1031,16.76871838,33.53743677,1.003372682,12.04681554
1032,17.48,34.96,4,6.900939844
1033,8.15656623,16.31313246,21,4.180379939
1034,29.9104626,59.8209252,6.21062992,14.32350526
1035,11.56,23.12,22,4.111068979
1036,14.92,29.84,18,7.324019798
1037,16.76,33.52,1,12.05097415
1038,8.24,16.48,22,4.213625773
1039,16.89096961,33.78193922,5.312590446,7.105212039
1040,3.016184621,6.032369241,21.28048283,1.389289408
1041,1.520813239,3.041626478,21,0.669696789
1050,19.51010375,39.0202075,7.383080605,10.45800895
1053,0,0,23,1.18604848
1054,20.55187952,41.10375903,3.095180722,10.70540071
1056,3.023965395,6.04793079,19.55898219,1.638437632
1057,20.17649987,40.35299973,11.53065713,9.336102376
1059,,,,
1060,2.18798016,4.375960321,23.13725976,1.032335661
1061,3.08,6.16,24,0.887682089
1062,1.015718483,2.031436965,22.61956322,1.151848043
1063,,,,
1066,8.24,16.48,22,4.213625773
1068,22.56873056,45.13746112,13.02590673,11.58023481
1069,14.07764944,28.15529887,17.90577509,8.044500229
1070,0.205598708,0.411197417,3.035598706,5.252464596
1071,27.58,55.16,10,12.79756135
1072,20.79,41.58,3,10.9146108
1073,12.56958243,25.13916486,20,6.967757199
1074,,,,
1075,7.340399952,14.6807999,21,2.836803808
1077,15.43056164,30.86112328,16.61637316,8.31833762
1079,,,,
1080,11.95695692,23.91391384,18,5.718497563
1081,34.33,68.66,0,15.69445202
1082,21.52112608,43.04225215,2.317720524,8.159965686
1083,25.29,50.58,2,12.19656568
1084,17.48,34.96,4,6.900939844
1085,13.46245614,26.92491228,19.28348379,6.532380373
1086,13.88,27.76,18,5.728793084
1088,8.205060977,16.41012195,22.00914634,4.187937676
1089,4.0483673,8.096734599,20.80642929,1.422535256
1090,3.02,6.04,21,1.073297089
1092,,,,
1093,,,,
1094,,,,
1095,7.098815753,14.19763151,18.00060114,3.097357182
1096,17.67471483,35.34942967,4.216730036,6.827672103
1097,,,,
1098,0.290365454,0.580730908,3.016611296,5.229058356
1101,0,0,21,0.292071847
1103,0.125326797,0.250653594,21,0.311995918
1104,3.333046522,6.666093044,21,1.771990785
1105,0.812736056,1.625472113,20.99847432,0.429891237
1106,6.587947351,13.1758947,18.48885659,2.986337089
1107,1.761253981,3.522507962,21,0.633287058
1108,2.325287685,4.65057537,20.16838235,1.29575071
1109,3.969053693,7.938107386,20.50921496,1.915989948
1111,,,,
1115,,,,
1116,8.23,16.46,18,3.187942021
1118,4.858425498,9.716850996,19.75562914,2.72412829
1119,5.270108634,10.54021727,19.66248361,2.48057101
1128,7.803678057,15.60735611,19,3.842614631
1129,6.518712489,13.03742498,19.12584705,2.565740476
1138,0.79,1.58,21,0.730474514
1139,4.08,8.16,21,2.168013908
1144,,,,
1151,2.831520328,5.663040656,20.07763841,1.2023717
1152,,,,
1199,,,,
1201,3.163116974,6.326233949,8.350281243,1.174043389
1202,0,0,9,0.051508987
1220,4.945000001,9.890000001,11,2.911681295
1222,14.81,29.62,2,6.598130751
1223,23.29532417,46.59064834,7.986247542,10.66670154
1224,12.37,24.74,11,5.038005989
1225,13.27601454,26.55202908,11.98479841,7.481132076
1226,9.050828523,18.10165705,8,3.281282082
1227,9.05,18.1,8,3.280801679
1229,,,,
1230,4.629714335,9.25942867,4.964121748,3.730786311
1235,13.19512195,26.39024389,6.837398372,6.055879128
1236,5.413969848,10.8279397,7.389447236,2.512185105
1237,12.84533807,25.69067613,10.75345536,5.012079426
1238,16.95742933,33.91485866,7.749916859,7.395813017
1240,11.8732422,23.7464844,8,5.485363004
1242,,,,
1243,,,,
1244,,,,
1245,20.01725714,40.03451428,1.702857143,6.25710437
1247,3.068616511,6.137233023,6.846244384,1.317349542
1253,26.59,53.18,1,9.992397407
1254,21.7785267,43.55705341,6.047882136,4.530949289
1255,26.57344523,53.14689047,1.001766784,9.982898602
1256,18.65,37.3,6,5.210216227
1257,14.81866699,29.63733398,2,6.59790061
1258,13.07,26.14,3,7.571337114
1259,17.79,35.58,2,6.519000463
1260,,,,
1262,,,,
1263,,,,
1264,,,,
1266,12.46609435,24.93218871,7.54369683,5.297850178
1267,12.6581884,25.31637679,8.721929163,5.705730012
1270,11.11803571,22.23607142,7.205357142,6.94881286
1301,1.403722569,2.807445138,7.981466745,1.132325307
1302,0,0,8,0.100564473
1330,24.00081046,48.00162092,3.975163399,6.75123193
1331,6.224386327,12.44877265,7.728083216,1.975866318
1337,9.184013905,18.36802781,7.001737619,6.305640127
1338,15.03,30.06,3,6.471689403
1339,26.874,53.748,2.1,12.08187876
1340,27.94936,55.89872001,2.018285714,12.59124833
1341,24.36196666,48.72393332,4.010000002,6.754988353
1342,7.57,15.14,10,4.178070015
1343,21.11193548,42.22387097,4.967741936,7.144414136
1344,21.2,42.4,5,7.227406805
1346,28.19,56.38,2,12.70523313
1347,,,,
1349,13.07933492,26.15866984,5.966745843,3.908584999
1350,28.19,56.38,2,12.70523313
1351,12.80738447,25.61476894,5.997227358,3.801004628
1354,9.2,18.4,7,6.312466021
1355,20.7975576,41.59511521,3.03686636,10.84664391
1360,16.91297092,33.82594183,5,9.58796908
1364,13.20348818,26.40697636,4.955961333,3.075668286
1366,0.02494118,0.04988236,3.01344538,4.347038685
1367,27.54581993,55.09163987,2.270096464,12.19913874
1368,7.853009708,15.70601942,5.019417476,6.799407189
1370,17.13567178,34.27134357,2.962571975,7.196333327
1373,8.915165988,17.83033198,10,4.90685047
1375,14.9023866,29.8047732,9.985567012,8.138982704
1376,7.52718258,15.05436516,6.818760469,2.0126913
1378,21.2,42.4,5,7.227406805
1379,21.2,42.4,5,7.227406805
1380,21.2,42.4,5,7.227406805
1420,2.621623805,5.243247609,16.462252,1.166078408
1430,14.15902825,28.3180565,13.00134499,3.879229922
1431,0,0,12.00162338,1.460719315
1432,15.95776986,31.91553972,17.03216753,8.99992294
1434,14.37291022,28.74582043,15.65634675,7.862359353
1436,9.9,19.8,13,1.806131788
1438,8.22,16.44,15,3.955757088
1440,3.381829855,6.763659709,14.9845135,1.409886648
1450,21.1492803,42.29856059,17.51367261,9.313361059
1451,15.30828934,30.61657868,26.27965253,8.451060763
1452,13.33334761,26.66669522,14.18103911,6.172085645
1453,2.70857093,5.41714186,29.6617279,1.36421549
1460,15.52208564,31.04417129,25.8739963,9.343187687
1462,7.643787717,15.28757543,11.38985823,3.32470975
1463,17.81602492,35.63204984,17.57625451,8.718591499
1464,13.39897512,26.79795024,13.00037133,5.817573867
1467,,,,
1468,8.683115602,17.3662312,14.46851504,3.394219248
1469,11.10940282,22.21880565,14.97792255,6.531611283
1472,,,,
1473,0.004314231,0.008628462,14.9945984,1.308953564
1474,10.98686347,21.97372693,14.79704797,6.37527209
1475,2.49378153,4.987563061,11.89054617,4.286092916
1501,5.726426529,11.45285306,26.17551798,2.852925184
1503,13.99548473,27.99096946,32.00044267,7.140424435
1504,5.921517348,11.8430347,22.0031072,2.774611954
1505,10.07345946,20.14691892,28.99523053,4.38339888
1506,28.91977164,57.83954327,2.064903842,14.3671648
1507,16.31659895,32.6331979,19.96336586,9.890780919
1508,18.06,36.12,20,11.30789915
1509,18.06,36.12,20,11.30789915
1510,15.48456868,30.96913736,32.16264981,7.941329675
1515,24.34,48.68,16,11.35131961
1516,12.79861971,25.59723943,24.91495857,6.540728765
1518,23.41243307,46.82486614,19.93658995,14.39027257
1519,7.429326262,14.85865252,23.35059264,3.822169287
1520,9.250365693,18.50073139,28.7773535,5.079716234
1521,34.33,68.66,0,15.69445202
1522,9.028947015,18.05789403,29.75653924,6.035430245
1523,8.684658652,17.3693173,30.03112841,4.619666964
1524,8.506801273,17.01360255,21.00708466,4.670733132
1525,13.05,26.1,25,6.951812214
1526,,,,
1527,1.193434888,2.386869775,27.5629871,0.90361309
1529,9.906572891,19.81314578,34.92242115,4.132235468
1531,16.82194103,33.64388205,1.056511058,12.05206732
1532,7.902811292,15.80562258,27.2414386,3.321900171
1534,12.27039326,24.54078652,25.03222945,6.762223118
1535,24.85939821,49.71879641,9.941527947,12.49078165
1536,6.476516429,12.95303286,23.22739168,2.986148167
1537,9.04,18.08,21,6.112114515
1538,15,30,35,8.446336239
1540,7.98507441,15.97014882,21.00293955,6.111957268
1541,0,0,30,0.816618101
1542,6.321376,12.642752,21,3.566272736
1543,15.59176125,31.18352251,22.19455497,7.903908415
1545,3.832462906,7.664925812,27.01953296,1.478630672
1546,,,,
1550,21.8803799,43.76075981,14.33415758,10.03631946
1560,7.193373553,14.38674711,24.99662162,4.145199328
1561,,,,
1562,15.2033294,30.4066588,19.97284533,8.199634564
1564,10.41824576,20.83649152,30.98757062,5.775458277
1566,22.95167274,45.90334548,19.80671175,12.9963783
1568,12.20876222,24.41752444,23.9704269,5.690787032
1569,13.33537928,26.67075856,36.84987719,7.772263124
1570,2.920683324,5.841366648,20.00236855,1.962121213
1571,8.961869121,17.92373824,18.48421493,3.902752411
1581,3.765252999,7.530505997,26.8030888,2.155578205
1583,8.398713153,16.79742631,30,4.353223192
1585,29.22086666,58.44173333,0.401025646,13.14020121
1586,0,0,29,0.358335054
1588,11.55843631,23.11687263,26.1608298,6.943126193
1590,7.838496174,15.67699235,24.564153,3.625212386
1602,2.312888572,4.625777143,26.28017366,0.947837894
1603,1.915412564,3.830825129,26.67617431,0.692237483
1604,1.789987573,3.579975147,28.78147929,0.945179574
1605,1.576467028,3.152934057,28.81460904,0.720207414
1606,3.964088496,7.928176992,29.96876627,1.789362391
1607,3.659592887,7.319185774,29.00535676,1.559732538
1608,1.412213713,2.824427427,29.85886214,0.680023795
1609,1.904587647,3.809175295,28.62917297,0.872281526
1610,1.162185682,2.324371364,29.51208054,0.436494032
1611,5.406514163,10.81302833,21.17864923,2.983466617
1612,10.91562898,21.83125797,25.0173913,6.054850478
1613,1.42,2.84,30,0.782325247
1653,,,,
1655,,,,
1701,6.595905977,13.19181195,46.26072212,3.130300649
1702,3.525106443,7.050212885,52.06009534,1.229736656
1703,5.16,10.32,58,1.80821675
1704,0,0,57,0.81304204
1718,17.74,35.48,19,7.842632486
1719,19.51,39.02,32,12.0519021
1720,19.65926688,39.31853376,19.91540213,10.70164992
1721,7.046757914,14.09351583,26.21192213,2.970094785
1730,14.72678482,29.45356964,51.59488707,7.251793148
1731,9.861299053,19.72259811,49.02435724,5.166949891
1740,14.93333333,29.86666667,36.9785575,9.479260256
1741,13.62754302,27.25508604,25.00360144,6.473337334
1742,16.20396178,32.40792356,40.72564192,9.117080978
1745,8.48,16.96,50,3.521870417
1746,9.692395928,19.38479186,12.0077484,3.983261726
1747,5.851975508,11.70395102,15.97632653,2.616402611
1748,10.55438204,21.10876408,25.8564483,4.125425512
1749,14.94766448,29.89532895,30.7303758,7.819442156
1752,11.91988706,23.83977412,29.22206605,5.118127619
1754,19.37239169,38.74478339,18.96266719,10.56058463
1756,11.64112014,23.28224028,13.10141344,4.866805755
1757,4.721787594,9.443575188,16.87731155,1.640610402
1760,8.568125864,17.13625173,44.43932375,3.253496955
1770,11.95,23.9,23,3.818369665
1772,7.439287596,14.87857519,42.9034186,2.682579104
1773,9.844952892,19.68990578,49.0218708,5.14719551
1775,21.57790561,43.15581123,28.81820721,10.66715432
1776,12.75720577,25.51441153,20.51898253,6.981251164
1778,8.600763914,17.20152783,45.53387487,4.793793152
1784,,,,
1801,8.868675368,17.73735074,60.24799718,4.704367178
1803,10.01034916,20.02069832,58.20460894,4.718307266
1805,,,,
1810,5.826752493,11.65350499,40.01701323,3.166965329
1812,,,,
1821,8.931177671,17.86235534,39.36568866,4.570553127
1822,8.1,16.2,32,4.065937936
1824,6.558926458,13.11785292,30.12950673,2.355077527
1826,6.001484717,12.00296943,24.62555098,3.009026613
1827,13.12159504,26.24319008,19.00247934,5.988085231
1830,1.539514498,3.079028996,19.99557861,0.939938888
1831,0.96,1.92,21,0.472957169
1832,3.567915645,7.135831289,20.72674089,1.6624121
1833,2.748163095,5.496326191,19.20734762,2.000535691
1834,5.71,11.42,20,1.802207293
1835,4.245968362,8.491936723,21.06035939,1.646274988
1840,1.335471411,2.670942822,33.1390089,0.576089793
1841,1.819153033,3.638306066,32.68526184,0.737621801
1842,1.33,2.66,33,0.542073276
1843,1.959515296,3.919030592,31.83600328,0.941616462
1844,5.151665685,10.30333137,31.67629434,2.373281666
1845,5.432887762,10.86577552,26.64904184,2.353253203
1850,2.490103601,4.980207201,27.9950666,1.082007852
1851,2.02075946,4.041518921,31.35158328,0.877317655
1852,1.825029154,3.650058308,32.64775221,0.83175497
1853,0.99,1.98,30,0.370950009
1854,3.178220865,6.356441729,26.99736842,1.261098399
1860,9.786941378,19.57388276,19.91551724,4.982681416
1862,6.202290835,12.40458167,32.56219567,3.616112504
1863,7.013661889,14.02732378,25.80167264,2.153225596
1864,7.745771139,15.49154228,52.51359063,2.603487329
1865,10.33,20.66,30,5.98494608
1866,,,,
1867,7.570923119,15.14184624,60.47153477,2.573448681
1876,2.422007158,4.844014315,47.60243955,1.206885587
1879,11.0162631,22.03252621,22.0012333,4.992158189
1880,7.960719171,15.92143834,58.04182864,2.941650385
1885,,,,
1886,10.67037231,21.34074462,27.09461413,5.381960547
1887,2.332178899,4.664357799,60.48918742,1.33817455
1888,7.31,14.62,63,3.468056352
1889,,,,
1890,7.415420967,14.83084193,59.1712113,3.885323391
1899,,,,
1901,0.487706108,0.975412216,46.81375481,0.270570013
1902,1.563511937,3.127023874,47.01418795,0.676024107
1903,0,0,46,0.091927118
1904,4.22911384,8.458227679,47.5873742,1.439523529
1905,2.310666853,4.621333707,48.64601935,1.011504523
1906,3.87636707,7.752734141,52.07026289,1.620152223
1907,4.159340865,8.31868173,42.32797335,2.033719194
1908,6.48,12.96,40,2.389423277
1910,,,,
1913,13.08678519,26.17357037,15.98005698,8.422965156
1915,6.729179361,13.45835872,17.57279347,3.604938931
1921,6.844438552,13.6888771,24.92014972,1.715329881
1922,13.6749949,27.3499898,10.02040816,8.24995674
1923,2.295449784,4.590899569,40.5761989,0.971657123
1929,17.26755896,34.53511791,8,9.414494617
1930,19.55410999,39.10821997,4.029324946,14.15972376
1931,19.37,38.74,2,14.52387102
1936,12.21,24.42,8,6.237962026
1937,0,0,46,0.683965492
1938,16.84640431,33.69280863,8.449061123,8.505902457
1940,7.997458516,15.99491703,51.72716157,3.048397121
1944,13.18033824,26.36067649,7,8.913328378
1945,8.555603783,17.11120757,29.90930812,4.673158642
1949,5.583964428,11.16792886,36.84624386,2.481337848
1950,16.38329181,32.76658361,12.78891768,9.03006696
1951,13.7071808,27.4143616,10.00102145,8.27556956
1952,18.1534149,36.3068298,12.45325055,11.36368552
1960,7.215593419,14.43118684,44.9636535,3.031008191
1961,7.58,15.16,44,3.084982762
1965,11.45,22.9,10,6.098551
1966,26.27634965,52.5526993,1.000185391,17.2323283
1969,13.61005355,27.2201071,9.000669344,6.331736019
1970,7.871438353,15.74287671,35.62917316,3.803273092
1971,8.87,17.74,31,4.089059182
1982,10.91632015,21.83264031,10.21045919,5.818967828
1983,8.08220539,16.16441078,24.97979798,3.91599609
1984,6.28,12.56,14,3.598802871
1985,12.08,24.16,12,4.418759685
2018,5.31,10.62,53,2.829725018
2019,6.096904481,12.19380896,20.7745283,2.891351847
2020,18.81,37.62,11,8.704261735
2021,8.862245199,17.7244904,50.32900275,5.004500513
2025,1.551431196,3.102862393,29.89600841,1.002598931
2026,8.782875717,17.56575143,50.67700861,3.807966102
2027,7.66,15.32,50,2.508387658
2030,7.7290756,15.4581512,45.01085329,3.513139138
2032,16.18342038,32.36684076,58,8.061529626
2035,14.41259972,28.82519944,34.56065228,7.441889601
2038,11.11528788,22.23057576,15.5164188,5.633941541
2041,17.19,34.38,11,7.881206331
2043,7.805223055,15.61044611,47.49660363,2.665682167
2044,,,,
2045,9.738976492,19.47795298,23.8698988,3.500479304
2047,14.38,28.76,12,7.171248021
2048,10.84162638,21.68325277,30.95419248,4.31784943
2050,16.30092103,32.60184205,15.22420432,8.570490798
2051,13.67,27.34,12,7.535667533
2052,15.88295528,31.76591056,22.89134158,6.947650679
2053,9.889693912,19.77938782,11.40583363,3.76077755
2054,14.86179609,29.72359218,13.5007515,7.093829012
2056,16.315525,32.63105001,13.39359168,8.659048551
2059,,,,
2060,6.71,13.42,7,3.091219198
2061,12.99004208,25.98008416,36.74033258,5.743560791
2062,12.70271574,25.40543148,52.22610988,6.233029484
2065,18.81,37.62,11,8.704261735
2066,9.228173872,18.45634774,13.2081489,4.860856193
2067,11.69880293,23.39760585,49.08777606,5.130137546
2070,,,,
2071,18.61,37.22,54,9.287195301
2072,4.689745513,9.379491026,48.60183486,2.369806507
2081,17.36693923,34.73387847,47.82769853,8.350119928
2090,9.146954158,18.29390832,51.95508936,4.32813456
2093,13.44535826,26.89071652,23.75808696,7.273123088
2108,2.295110204,4.590220408,63.72326531,0.585458898
2109,0.969485692,1.938971383,65.59938128,0.206413368
2110,1.69123391,3.38246782,65.9662672,0.623306427
2111,2.767235742,5.534471483,63.47395437,0.829233619
2112,2.35,4.7,66,0.802258661
2113,0.521364241,1.042728482,65.24149725,0.140081058
2114,1.43321653,2.866433059,65.44036769,0.367592488
2115,1.349866245,2.699732489,61.83260376,0.459667625
2116,2.151062708,4.302125415,62.74049993,0.834694994
2117,1.52,3.04,63,0.564621937
2118,0.973432784,1.946865569,62.98730285,0.32693338
2119,1.341783583,2.683567167,61.07063019,0.345041542
2120,1.771339237,3.542678474,60.33215259,0.554393692
2121,1.052394672,2.104789345,58.57858905,0.480337579
2122,2.701676397,5.403352795,58.0849387,1.260784754
2123,1.28,2.56,63,0.425758793
2124,2.189102376,4.378204752,58,1.09274185
2125,1.317105663,2.634211326,60.67545085,0.421561039
2126,2.650534159,5.301068317,58.00430129,0.706063704
2127,3.388723351,6.777446702,62.87203838,1.127375656
2128,4.297242573,8.594485146,54.57334847,1.337297697
2129,1.281302508,2.562605016,61.13820892,0.430421783
2130,1.224890969,2.449781937,58.70855847,0.403994121
2131,4.003245134,8.006490268,57.83864635,1.302629965
2132,5.578054627,11.15610925,52.93899307,2.206182004
2133,,,,
2134,2.087602775,4.175205549,54.02165454,0.581724167
2135,1.780408759,3.560817517,51.67833785,0.60562281
2136,6.013068497,12.02613699,55.6022602,2.547495692
2137,8.03,16.06,54,3.556197504
2138,3.497985607,6.995971214,58.54016285,1.532123753
2139,3.946262841,7.892525683,57.20883468,1.311659863
2140,1.620878591,3.241757182,60.59209434,0.717225544
2141,3.091235649,6.182471297,61.77417446,1.219483605
2142,3.144508387,6.289016774,59.89419355,1.243697375
2143,4.083919805,8.167839609,59.30509066,1.6914805
2144,1.741301888,3.482603776,62.2827001,0.668808624
2145,4.51248238,9.02496476,62.28084289,1.668515009
2148,3.940702165,7.88140433,59.27076912,2.0830216
2149,1.483881279,2.967762557,58.24349916,0.723502018
2150,2.880884865,5.76176973,55.4996539,1.08716068
2151,4.607204668,9.214409335,51.7839695,2.318854789
2152,8.606709388,17.21341878,48.78223245,3.761937495
2155,3.986886358,7.973772716,62.350961,1.80526739
2163,3.77,7.54,55,0.886446529
2169,7.089959916,14.17991983,55.420297,3.351035734
2170,6.589596379,13.17919276,58,3.121970034
2171,5.941622656,11.88324531,58,2.514046125
2176,6.767857738,13.53571548,57.99378835,3.19926273
2180,9.103913853,18.20782771,59.20304884,4.403380319
2184,5.964354731,11.92870946,52.37201388,2.321685037
2185,8.35,16.7,58,3.355623474
2186,3.93303916,7.866078321,56.74400935,1.734023409
2188,2.052549885,4.105099771,53.15668944,0.832844531
2189,3.618663078,7.237326157,50.61011188,1.42903902
2190,2.778742342,5.557484685,52.41277008,1.154582658
2191,6.585676948,13.1713539,48.22242551,2.875721054
2196,2.35,4.7,66,0.802258661
2199,1.72,3.44,63,0.683635731
2201,,,,
2203,1.28,2.56,67,0.265692984
2205,2.35,4.7,66,0.802258661
2210,3.123224228,6.246448455,63.56976548,1.161236527
2215,2.144309108,4.288618215,61.03738019,0.702903947
2217,,,,
2222,,,,
2238,3.37,6.74,59,1.704588118
2269,7.54,15.08,58,4.025491195
2301,2.762790211,5.525580421,47.53843986,1.130138248
2302,2.481919718,4.963839435,41.57575516,1.165695971
2303,1.6,3.2,46,0.479968841
2304,2.58,5.16,41,1.405226511
2305,3.04,6.08,46,1.003544145
2322,5.973600856,11.94720171,50.99678973,2.450981874
2324,13.51021632,27.02043264,26.81671583,6.806082362
2325,,,,
2327,17.62,35.24,17,8.816927534
2330,12.44548159,24.89096318,12.16517579,6.348226083
2331,10.47,20.94,11,3.743903068
2332,11.55641925,23.1128385,13.10599151,5.215401645
2333,10.96361765,21.92723529,20.60928793,4.804523214
2334,5.39,10.78,42,2.038278459
2337,,,,
2338,17.38532555,34.7706511,18.97174447,8.440525202
2339,13.0759815,26.15196301,39.90662291,6.370008398
2341,14.77622935,29.55245869,17.03186468,7.148546281
2343,6.536887725,13.07377545,49.43922596,3.073382241
2344,,,,
2345,16.73,33.46,9,8.94524686
2346,15.15640207,30.31280414,25.09845653,8.808267564
2347,14.75972978,29.51945957,29.98427102,8.273370357
2348,,,,
2349,,,,
2350,15.86,31.72,17,7.903050333
2351,4.914845,9.82969,46.14546218,2.745116169
2355,,,,
2356,9.116824286,18.23364857,27.19349347,3.501552727
2357,,,,
2358,,,,
2359,16.1411897,32.2823794,17.24133166,8.565494473
2360,10.11933029,20.23866058,10.61275343,4.477365553
2361,3.45,6.9,14,0.810026238
2362,15.81,31.62,9,6.590196015
2364,7.960563584,15.92112717,11.45038168,3.160571085
2366,,,,
2367,11.60790381,23.21580762,17.97368421,5.411913429
2368,10.10735872,20.21471744,52.45557683,4.662700335
2370,8.000297758,16.00059552,43.23281461,3.950473389
2375,10.59312852,21.18625704,30.59134704,4.910780401
2379,7.859496654,15.71899331,36.80726346,4.33343294
2381,,,,
