HEROP_ID,MhMinDis
140US01017954002,12.13477883
140US01015002504,10.67970339
140US01071951102,8.812991854
140US01071950102,13.07352206
140US01095030803,10.99618821
140US01015002001,11.18618844
140US01095030204,11.09665289
140US01091973001,20.80296113
140US01123962302,5.965796265
140US01081040501,3.373466949
140US01081041101,0.665898054
140US01081041701,2.023364928
140US01081040502,8.523303022
140US01081042104,8.085639133
140US01081041903,12.159042
140US01081041103,1.89626073
140US01081040403,4.890882255
140US01081040903,4.125130395
140US01043964902,2.591892518
140US01043964201,9.341826694
140US01043964202,8.790696499
140US01021060702,10.0645733
140US01089010302,16.06280213
140US01089002922,4.652723911
140US01021060403,3.900648157
140US01119011301,6.231426479
140US01007010010,23.37451969
140US01115040504,13.53253557
140US01003010709,4.71755474
140US01003011104,8.923167568
140US01003010707,6.998294288
140US01003011412,25.67442519
140US01003010908,11.66256067
140US01003010907,10.11850729
140US01003011410,20.52657559
140US01003011418,27.18370271
140US01003011419,26.83125916
140US01003010708,5.089818059
140US01003011414,20.64692562
140US01105687001,14.49199374
140US01083020404,12.45907278
140US01083021202,6.039432788
140US01083020104,9.459952574
140US01115040110,9.430364151
140US01115040207,3.353752512
140US01007010011,19.65489893
140US01007010008,15.68071375
140US01115040301,9.346124007
140US01115040507,11.34630553
140US01115040109,5.462840629
140US01121010201,10.77865652
140US01043965600,14.45543629
140US01043965402,14.36045008
140US01043965200,9.645045854
140US01059972900,19.07558932
140US01123962600,17.13953992
140US01047957100,11.85844531
140US01049960900,4.591328462
140US01003011202,9.049933787
140US01121010202,10.49558638
140US01053970600,9.787471623
140US01055001100,3.29806885
140US01055011200,2.06138975
140US01055011002,7.607182814
140US01055011100,10.06324155
140US01077011801,19.96347444
140US01035960200,7.412294242
140US01039962400,4.577681919
140US01127021200,8.919689414
140US01129044200,18.35558709
140US01095030402,6.063971752
140US01095030702,3.570832955
140US01073012001,7.215020154
140US01073003600,0.942281076
140US01073001600,2.804968069
140US01073013801,3.90983791
140US01073004000,0.303682685
140US01073004702,1.702049188
140US01073010804,3.178531673
140US01073011500,17.81535292
140US01103000600,1.141037085
140US01125010406,2.342845403
140US01125012503,4.807953581
140US01091973200,28.63926813
140US01075030000,13.15635173
140US01107050200,7.468215346
140US01127021900,14.26441702
140US01127020600,5.7502054
140US01015001400,4.299615632
140US01015002101,13.07451272
140US01013952700,4.696022225
140US01079979600,7.948060067
140US01051030600,16.40985165
140US01015981903,5.443077014
140US01043965502,11.81576599
140US01055010401,3.46353042
140US01087232000,1.760912967
140US01117030211,5.090666654
140US01117030502,4.40001678
140US01117030103,12.96314734
140US01117030405,6.797565428
140US01069040100,9.48642117
140US01003011504,22.96939879
140US01005950400,15.64947342
140US01003011201,6.692797519
140US01003011103,7.789606519
140US01097006600,16.29292325
140US01097006104,15.81252933
140US01073014405,5.412563305
140US01073014410,5.47338055
140US01083020806,1.512553874
140US01097001002,0.973199639
140US01097002400,2.402057596
140US01097005500,9.04172688
140US01097006403,6.391230287
140US01097003704,3.103242288
140US01117030336,4.28684051
140US01101005609,3.222755022
140US01101005504,12.41801381
140US01097007201,11.61444688
140US01115040108,8.802723283
140US01115040107,10.87825421
140US01107050401,22.50832734
140US01131034801,34.69766295
140US01133965601,14.39262195
140US01125012306,0.673802252
140US01071950602,4.460446106
140US01095030102,11.41387232
140US01109189001,15.54400924
140US01095030206,7.590706431
140US01095030301,7.611167732
140US01095030501,2.555570267
140US01081042103,10.29318427
140US01081040401,6.042326202
140US01081040606,6.574889063
140US01007010006,14.18259704
140US01103005601,13.631656
140US01103005302,9.5546574
140US01065040401,5.078683997
140US01075030102,6.353852606
140US01045020000,6.88722615
140US01097005702,18.14214845
140US01097006504,11.43837618
140US01097003712,0.194314859
140US01097006903,4.119865353
140US01111000600,27.71450533
140US01051030402,15.7233135
140US01127020301,1.885548089
140US01121010301,12.43393725
140US01089011012,3.596346146
140US01015002503,9.658940827
140US01015001802,7.6122518
140US01059973703,8.422337536
140US01093964002,8.80446357
140US01093964402,5.755573836
140US01031011300,4.950455047
140US01013953400,4.457228587
140US01041963800,11.43599001
140US01005950800,2.052679193
140US01045021102,10.4166412
140US01045020100,7.084486901
140US01115040105,8.38987791
140US01015001000,2.731695495
140US01015000700,4.141174038
140US01015002200,11.87642134
140US01069040802,3.140538448
140US01055010900,6.833606115
140US01109189102,21.12956063
140US01015981901,8.327447
140US01069041200,0.56679878
140US01029959500,17.9803262
140US01017954300,5.098290741
140US01067030100,3.675297808
140US01069042000,3.32110186
140US01073011600,13.46296281
140US01073012704,3.648787033
140US01073010701,1.415377831
140US01073014406,6.626501973
