GEOID,HEROP_ID,HcvCntDr,HcvTmDr,HcvTmDr2
8001009606,140US08001009606,47,2.53,5.06
8001009325,140US08001009325,45,4.28,8.56
8035014131,140US08035014131,41,6.4,12.8
8043979100,140US08043979100,3,4.79,9.58
8123001600,140US08123001600,0,35.1,70.2
8123001700,140US08123001700,1,28.49,56.98
8059009837,140US08059009837,33,12.3,24.6
8059011710,140US08059011710,45,4.26,8.52
8059011708,140US08059011708,47,3.47,6.94
8087000300,140US08087000300,0,51.2,102.4
8059010701,140US08059010701,46,3.41,6.82
8035014009,140US08035014009,31,4.36,8.72
8095967600,140US08095967600,0,,
8013013402,140US08013013402,6,6.43,12.86
8013013003,140US08013013003,28,5.79,11.58
8069001110,140US08069001110,2,9.18,18.36
8077001706,140US08077001706,1,6.71,13.42
8039961205,140US08039961205,0,45.78,91.56
8039961207,140US08039961207,1,24.51,49.02
8101002914,140US08101002914,8,10.1,20.2
8101000200,140US08101000200,7,4.56,9.12
8101000100,140US08101000100,7,3.44,6.88
8101002600,140US08101002600,7,1.72,3.44
8005084800,140US08005084800,37,9.68,19.36
8005006815,140US08005006815,43,5.92,11.84
8005080200,140US08005080200,45,2.32,4.64
8005085700,140US08005085700,41,7.85,15.7
8005005625,140US08005005625,43,0,0
8005005629,140US08005005629,40,5.4,10.8
8005007500,140US08005007500,46,1.08,2.16
8005080400,140US08005080400,44,2.54,5.08
8005083300,140US08005083300,44,4.6,9.2
8005086100,140US08005086100,34,10.96,21.92
8005005635,140US08005005635,42,5.4,10.8
8079973600,140US08079973600,0,,
8123000701,140US08123000701,1,28.28,56.56
8123001410,140US08123001410,1,25.08,50.16
8123000900,140US08123000900,1,27.04,54.08
8035014506,140US08035014506,7,25.58,51.16
8035014602,140US08035014602,5,21.99,43.98
8041003705,140US08041003705,10,6.5,13
8041007700,140US08041007700,10,3.55,7.1
8041001600,140US08041001600,10,4.97,9.94
8041004502,140US08041004502,10,9.7,19.4
8069001707,140US08069001707,3,13.02,26.04
8001009322,140US08001009322,45,4.47,8.94
8069002300,140US08069002300,2,17.64,35.28
8069001603,140US08069001603,2,1.79,3.58
8069001111,140US08069001111,2,7.29,14.58
8001008000,140US08001008000,46,1.78,3.56
8001009407,140US08001009407,45,3.58,7.16
8001008547,140US08001008547,40,8.89,17.78
8001009104,140US08001009104,44,7.43,14.86
8001008200,140US08001008200,47,4.27,8.54
8001008801,140US08001008801,44,5.98,11.96
8083969400,140US08083969400,2,5.64,11.28
8014030000,140US08014030000,43,6.43,12.86
8059060300,140US08059060300,45,8.1,16.2
8013012103,140US08013012103,15,5.19,10.38
8031004603,140US08031004603,47,2.75,5.5
8031015600,140US08031015600,46,1.66,3.32
8031001500,140US08031001500,48,0,0
8107000200,140US08107000200,0,,
8037000302,140US08037000302,0,52.49,104.98
8013012101,140US08013012101,15,5.44,10.88
8013012903,140US08013012903,27,6.46,12.92
8013012705,140US08013012705,9,9.5,19
8031004202,140US08031004202,47,3.47,6.94
8031003402,140US08031003402,46,4.25,8.5
8031007088,140US08031007088,46,5.66,11.32
8031006813,140US08031006813,44,4.04,8.08
8031008312,140US08031008312,47,6.68,13.36
8041005601,140US08041005601,10,7.49,14.98
8041001400,140US08041001400,11,5.47,10.94
8041006501,140US08041006501,10,6.01,12.02
8041004200,140US08041004200,10,9.24,18.48
8041005502,140US08041005502,10,5.72,11.44
8043978800,140US08043978800,3,6.75,13.5
8095967700,140US08095967700,0,,
8059009836,140US08059009836,43,7.25,14.5
8059009848,140US08059009848,30,0,0
8059012027,140US08059012027,20,17.25,34.5
8059011729,140US08059011729,46,2,4
8059012057,140US08059012057,42,10.09,20.18
8097000402,140US08097000402,0,,
8125963100,140US08125963100,0,,
8059015900,140US08059015900,45,2.78,5.56
8059011728,140US08059011728,46,0,0
8059012022,140US08059012022,42,9.87,19.74
8059015800,140US08059015800,47,3.28,6.56
8059010502,140US08059010502,46,3.4,6.8
8113968101,140US08113968101,0,85.04,170.08
8035014604,140US08035014604,2,16.23,32.46
8041004706,140US08041004706,10,5.14,10.28
8107000600,140US08107000600,0,,
8059009901,140US08059009901,46,7.47,14.94
8001008534,140US08001008534,43,7.61,15.22
8041006701,140US08041006701,11,9.77,19.54
8041004519,140US08041004519,12,10.66,21.32
8013013308,140US08013013308,6,2.16,4.32
8013012104,140US08013012104,9,0,0
8019014800,140US08019014800,8,0,0
8031001101,140US08031001101,47,3.64,7.28
8031004005,140US08031004005,46,3.96,7.92
8031007037,140US08031007037,46,5.32,10.64
8005005631,140US08005005631,41,2.65,5.3
8031003101,140US08031003101,47,1.98,3.96
8041005110,140US08041005110,10,9.18,18.36
8041000700,140US08041000700,10,3.31,6.62
8041002502,140US08041002502,10,4.8,9.6
8041006600,140US08041006600,11,8.92,17.84
8035013909,140US08035013909,10,12.77,25.54
8035013905,140US08035013905,33,0,0
8037000702,140US08037000702,1,22.1,44.2
8059009842,140US08059009842,44,7.16,14.32
8059009833,140US08059009833,45,5.01,10.02
8059010402,140US08059010402,47,0,0
8059011702,140US08059011702,46,3.86,7.72
8059012060,140US08059012060,43,8.5,17
8005007111,140US08005007111,17,18.34,36.68
8071000200,140US08071000200,0,70.08,140.16
8073961800,140US08073961800,0,79.5,159
8005007301,140US08005007301,46,1.81,3.62
8055960902,140US08055960902,0,73.28,146.56
8035014144,140US08035014144,33,10.33,20.66
8031004109,140US08031004109,47,3.53,7.06
8031004406,140US08031004406,46,4.94,9.88
8077001200,140US08077001200,1,8.92,17.84
8077001402,140US08077001402,1,16.87,33.74
8029965001,140US08029965001,0,56.24,112.48
8031000404,140US08031000404,47,3.14,6.28
8031002603,140US08031002603,47,0.85,1.7
8059011102,140US08059011102,48,1.16,2.32
8059009857,140US08059009857,37,12.41,24.82
8005006712,140US08005006712,43,4.31,8.62
8101001200,140US08101001200,7,2,4
8123002106,140US08123002106,14,11.07,22.14
8041007301,140US08041007301,10,14.62,29.24
8041007104,140US08041007104,10,8.47,16.94
8005083100,140US08005083100,45,4.93,9.86
8037000402,140US08037000402,0,,
8123002107,140US08123002107,3,16.98,33.96
8013013705,140US08013013705,0,37.64,75.28
8101002920,140US08101002920,7,4.3,8.6
8005083201,140US08005083201,37,9.35,18.7
8005006862,140US08005006862,41,5.24,10.48
8005980000,140US08005980000,44,5.28,10.56
8001008540,140US08001008540,37,10.48,20.96
8001008535,140US08001008535,44,8.17,16.34
8011966701,140US08011966701,2,0,0
8005086500,140US08005086500,36,11.19,22.38
8101002808,140US08101002808,7,4.32,8.64
8123001909,140US08123001909,26,7,14
8025969601,140US08025969601,0,77.82,155.64
8085966301,140US08085966301,1,3.79,7.58
8013012610,140US08013012610,25,5.58,11.16
8069002508,140US08069002508,2,12.77,25.54
8069001712,140US08069001712,3,10.74,21.48
8069001301,140US08069001301,2,7.64,15.28
8069002007,140US08069002007,3,16.61,33.22
8077001102,140US08077001102,1,2.07,4.14
8001008556,140US08001008556,43,7.68,15.36
8001008564,140US08001008564,31,5.43,10.86
8031006903,140US08031006903,44,5.11,10.22
8031002707,140US08031002707,47,2.19,4.38
8031000504,140US08031000504,47,2.44,4.88
8041004518,140US08041004518,10,12.56,25.12
8041003913,140US08041003913,1,28.03,56.06
8041004512,140US08041004512,15,12.74,25.48
8041000104,140US08041000104,10,6.37,12.74
8119010109,140US08119010109,1,27.81,55.62
8085966602,140US08085966602,1,18.12,36.24
8035013913,140US08035013913,16,10.25,20.5
8035014141,140US08035014141,33,10.86,21.72
8014031300,140US08014031300,37,9.27,18.54
8123002015,140US08123002015,20,14.72,29.44
8123001800,140US08123001800,2,25.71,51.42
8059009827,140US08059009827,46,6.56,13.12
8059012026,140US08059012026,12,12.87,25.74
8101000600,140US08101000600,7,2.34,4.68
8069001902,140US08069001902,3,17.24,34.48
8005007600,140US08005007600,46,0,0
8005006200,140US08005006200,46,3.75,7.5
8005084200,140US08005084200,41,6.52,13.04
8059010303,140US08059010303,45,3.85,7.7
8067971100,140US08067971100,0,37.07,74.14
8001008524,140US08001008524,39,10.38,20.76
8001009323,140US08001009323,46,0,0
8001008505,140US08001008505,45,4.11,8.22
8059012047,140US08059012047,44,6.19,12.38
8059011721,140US08059011721,47,3.34,6.68
8001008507,140US08001008507,45,5.92,11.84
8001008709,140US08001008709,47,0,0
8013013211,140US08013013211,10,11.59,23.18
8031004113,140US08031004113,47,3.7,7.4
8031000705,140US08031000705,47,1.87,3.74
8013012605,140US08013012605,22,6.37,12.74
8013012710,140US08013012710,28,3.2,6.4
8105976800,140US08105976800,0,36.88,73.76
8099000300,140US08099000300,0,40.86,81.72
8041003802,140US08041003802,10,13.06,26.12
8059009830,140US08059009830,45,5.32,10.64
8005081002,140US08005081002,46,2.46,4.92
8101002922,140US08101002922,7,15.54,31.08
8005006707,140US08005006707,43,6.82,13.64
8001060002,140US08001060002,40,10.01,20.02
8031003401,140US08031003401,46,4.22,8.44
8031005300,140US08031005300,46,4.51,9.02
8041001302,140US08041001302,11,7.84,15.68
8123001414,140US08123001414,1,23.2,46.4
8005082400,140US08005082400,45,1.76,3.52
8035014139,140US08035014139,36,6.95,13.9
8035014123,140US08035014123,27,12.8,25.6
8041005300,140US08041005300,10,2.82,5.64
8041005000,140US08041005000,10,7.27,14.54
8041004901,140US08041004901,10,3.82,7.64
8043978100,140US08043978100,1,24.75,49.5
8035014010,140US08035014010,37,5.33,10.66
8013012802,140US08013012802,24,10.09,20.18
8071000800,140US08071000800,0,,
8117000403,140US08117000403,0,37.72,75.44
8069002801,140US08069002801,0,40.1,80.2
8069002503,140US08069002503,0,32.27,64.54
8069001812,140US08069001812,1,28.92,57.84
8101002500,140US08101002500,7,3.33,6.66
8101002300,140US08101002300,7,3.67,7.34
8101002000,140US08101002000,7,2.06,4.12
8005005551,140US08005005551,47,0,0
8005084900,140US08005084900,41,7.42,14.84
8005082600,140US08005082600,45,4.06,8.12
8035014203,140US08035014203,8,23.01,46.02
8123002300,140US08123002300,2,22.06,44.12
8041005122,140US08041005122,10,12.91,25.82
8107000500,140US08107000500,0,,
8041001901,140US08041001901,10,1.9,3.8
8069001715,140US08069001715,3,11.75,23.5
8001008557,140US08001008557,43,7.49,14.98
8077001104,140US08077001104,1,0,0
8101002901,140US08101002901,7,6.58,13.16
8123002203,140US08123002203,2,14.11,28.22
8069001706,140US08069001706,3,14.04,28.08
8059011807,140US08059011807,48,1.63,3.26
8123001914,140US08123001914,6,18.04,36.08
8075966000,140US08075966000,0,,
8059011803,140US08059011803,47,1.42,2.84
8045952004,140US08045952004,2,27.03,54.06
8031015800,140US08031015800,44,8.72,17.44
8085966502,140US08085966502,1,6.96,13.92
8093000102,140US08093000102,0,32.06,64.12
8069001807,140US08069001807,3,14.28,28.56
8035014125,140US08035014125,32,11.08,22.16
8123002501,140US08123002501,0,66.96,133.92
8005005612,140US08005005612,43,5.12,10.24
8031002902,140US08031002902,46,3.99,7.98
8031005001,140US08031005001,45,6.76,13.52
8041002501,140US08041002501,10,9.89,19.78
8005005552,140US08005005552,46,2.65,5.3
8035014110,140US08035014110,38,5.9,11.8
8059010504,140US08059010504,47,4.15,8.3
8059012051,140US08059012051,45,8.2,16.4
8005006502,140US08005006502,43,4.29,8.58
8035014007,140US08035014007,42,1.61,3.22
8031000800,140US08031000800,47,0,0
8031002801,140US08031002801,47,2.3,4.6
8041005400,140US08041005400,10,4.14,8.28
8041004402,140US08041004402,12,8.98,17.96
8059011727,140US08059011727,45,2.65,5.3
8069000100,140US08069000100,2,3,6
8013060900,140US08013060900,34,5.61,11.22
8005080100,140US08005080100,45,3.11,6.22
8075966300,140US08075966300,0,,
8059009839,140US08059009839,45,6.24,12.48
8101002921,140US08101002921,7,9,18
8005005622,140US08005005622,43,8.83,17.66
8059009846,140US08059009846,15,13.28,26.56
8059009828,140US08059009828,46,5.8,11.6
8031001703,140US08031001703,47,2.66,5.32
8031002805,140US08031002805,47,2.98,5.96
8031007090,140US08031007090,46,6.08,12.16
8101003500,140US08101003500,7,0,0
8069000300,140US08069000300,2,7.59,15.18
8069002805,140US08069002805,0,42.34,84.68
8035014142,140US08035014142,27,12.8,25.6
8069002010,140US08069002010,3,20.34,40.68
8123002105,140US08123002105,9,9.61,19.22
8035014208,140US08035014208,29,13.84,27.68
8001008559,140US08001008559,43,11.57,23.14
8105976700,140US08105976700,1,22.32,44.64
8037000502,140US08037000502,0,41.89,83.78
8041003002,140US08041003002,10,2.01,4.02
8013012609,140US08013012609,25,5.36,10.72
8005005624,140US08005005624,43,2.04,4.08
8041007603,140US08041007603,9,19.41,38.82
8041004404,140US08041004404,10,8.36,16.72
8101002911,140US08101002911,8,16.44,32.88
8013012708,140US08013012708,9,11.89,23.78
8014031103,140US08014031103,38,8.94,17.88
8005082800,140US08005082800,45,4.49,8.98
8005006704,140US08005006704,43,0,0
8035013912,140US08035013912,32,5.5,11
8035014410,140US08035014410,23,14.07,28.14
8007974201,140US08007974201,2,17.48,34.96
8107000703,140US08107000703,0,,
8049000206,140US08049000206,0,88.96,177.92
8017960600,140US08017960600,0,89.47,178.94
8013013601,140US08013013601,4,10.51,21.02
8014980200,140US08014980200,35,9.45,18.9
8031000600,140US08031000600,47,2.28,4.56
8123000402,140US08123000402,1,26.94,53.88
8031005502,140US08031005502,45,3.44,6.88
8031007013,140US08031007013,44,6.39,12.78
8031007006,140US08031007006,44,4.31,8.62
8041002200,140US08041002200,10,2.96,5.92
8041004506,140US08041004506,12,11.43,22.86
8031015500,140US08031015500,46,6.32,12.64
8121924100,140US08121924100,0,85.32,170.64
8059012054,140US08059012054,45,4.5,9
8059010208,140US08059010208,46,0,0
8059011904,140US08059011904,46,0,0
8065961702,140US08065961702,0,32.72,65.44
8091967601,140US08091967601,0,35.44,70.88
8001008308,140US08001008308,46,3.89,7.78
8001008603,140US08001008603,35,2.53,5.06
8001008706,140US08001008706,46,3.4,6.8
8031004307,140US08031004307,46,2.02,4.04
8031004407,140US08031004407,46,4.04,8.08
8031000403,140US08031000403,47,4.1,8.2
8014031101,140US08014031101,45,6.22,12.44
8041001301,140US08041001301,11,6.28,12.56
8059012038,140US08059012038,45,6.82,13.64
8077000200,140US08077000200,1,5.47,10.94
8059009834,140US08059009834,45,5.75,11.5
8005087200,140US08005087200,44,5.2,10.4
8059009840,140US08059009840,44,5.63,11.26
8123001416,140US08123001416,1,24.34,48.68
8041003307,140US08041003307,10,4.13,8.26
8001008526,140US08001008526,45,7.22,14.44
8005005636,140US08005005636,42,7.12,14.24
8005086400,140US08005086400,36,8.01,16.02
8041002901,140US08041002901,10,0,0
8031002804,140US08031002804,47,2.54,5.08
8013012603,140US08013012603,22,5.12,10.24
8123000705,140US08123000705,0,30.8,61.6
8041005602,140US08041005602,10,8.67,17.34
8059011804,140US08059011804,47,2.35,4.7
8059010801,140US08059010801,47,3.72,7.44
8005087000,140US08005087000,45,3.74,7.48
8035014300,140US08035014300,0,35.14,70.28
8041006502,140US08041006502,10,6.79,13.58
8023972600,140US08023972600,0,34.25,68.5
8123002017,140US08123002017,23,16.24,32.48
8069000503,140US08069000503,2,6.59,13.18
8031002404,140US08031002404,47,1.27,2.54
8005005634,140US08005005634,43,4.03,8.06
8005006859,140US08005006859,43,4.06,8.12
8041003914,140US08041003914,7,23.72,47.44
8019014701,140US08019014701,2,24.04,48.08
8041002401,140US08041002401,11,6.83,13.66
8123001005,140US08123001005,1,27.64,55.28
8005006864,140US08005006864,42,4.17,8.34
8001008554,140US08001008554,41,8.64,17.28
8041003801,140US08041003801,10,11.97,23.94
8039961209,140US08039961209,0,35.54,71.08
8123002016,140US08123002016,8,18.51,37.02
8035014206,140US08035014206,2,27.5,55
8005005951,140US08005005951,46,1.92,3.84
8077001304,140US08077001304,1,8.14,16.28
8015000200,140US08015000200,0,76.02,152.04
8001009103,140US08001009103,44,7.88,15.76
8001008550,140US08001008550,43,9.13,18.26
8107000701,140US08107000701,0,,
9003524700,140US09003524700,0,,
9003420700,140US09003420700,0,,
9003430602,140US09003430602,0,,
9003514700,140US09003514700,0,,
9003416500,140US09003416500,0,,
9003471200,140US09003471200,0,,
9003510300,140US09003510300,0,,
9003480900,140US09003480900,0,,
9003500200,140US09003500200,0,,
9003501800,140US09003501800,0,,
9003492500,140US09003492500,0,,
9007541401,140US09007541401,0,,
9009347200,140US09009347200,0,,
9009175200,140US09009175200,0,,
9009141200,140US09009141200,0,,
9009141900,140US09009141900,0,,
9009125400,140US09009125400,0,,
9009190302,140US09009190302,0,,
9009170300,140US09009170300,0,,
9009171100,140US09009171100,0,,
9009351602,140US09009351602,0,,
9015820000,140US09015820000,0,,
9005296100,140US09005296100,0,,
9005268100,140US09005268100,0,,
9001043100,140US09001043100,0,,
9001044500,140US09001044500,0,,
9001110301,140US09001110301,0,,
9001060800,140US09001060800,0,,
9001010600,140US09001010600,0,,
9001043000,140US09001043000,0,,
9001070900,140US09001070900,0,,
9001071600,140US09001071600,0,,
9013530200,140US09013530200,0,,
9003405401,140US09003405401,0,,
9011702600,140US09011702600,0,,
9009140200,140US09009140200,0,,
9003420602,140US09003420602,0,,
9009166003,140US09009166003,0,,
9009171202,140US09009171202,0,,
9001210202,140US09001210202,0,,
9001021702,140US09001021702,0,,
9003980002,140US09003980002,0,,
9003503500,140US09003503500,0,,
9003487100,140US09003487100,0,,
9003496100,140US09003496100,0,,
9003496800,140US09003496800,0,,
9003416200,140US09003416200,0,,
9003417400,140US09003417400,0,,
9003494202,140US09003494202,0,,
9003487202,140US09003487202,0,,
9003405200,140US09003405200,0,,
9003406001,140US09003406001,0,,
9003510700,140US09003510700,0,,
9003511400,140US09003511400,0,,
9003520501,140US09003520501,0,,
9003501200,140US09003501200,0,,
9003501300,140US09003501300,0,,
9009343400,140US09009343400,0,,
9009190303,140US09009190303,0,,
9009165801,140US09009165801,0,,
9009170600,140US09009170600,0,,
9009352100,140US09009352100,0,,
9009154200,140US09009154200,0,,
9015908100,140US09015908100,0,,
9015800700,140US09015800700,0,,
9005290100,140US09005290100,0,,
9005293100,140US09005293100,0,,
9005310602,140US09005310602,0,,
9005310200,140US09005310200,0,,
9011712100,140US09011712100,0,,
9011702500,140US09011702500,0,,
9011870502,140US09011870502,0,,
9011696800,140US09011696800,0,,
9011708100,140US09011708100,0,,
9003497200,140US09003497200,0,,
9003492400,140US09003492400,0,,
9003473602,140US09003473602,0,,
9007610300,140US09007610300,0,,
9007541402,140US09007541402,0,,
9009150800,140US09009150800,0,,
9009345202,140US09009345202,0,,
9009170200,140US09009170200,0,,
9009175900,140US09009175900,0,,
9009350900,140US09009350900,0,,
9009351700,140US09009351700,0,,
9009141000,140US09009141000,0,,
9009142000,140US09009142000,0,,
9009157400,140US09009157400,0,,
9013526102,140US09013526102,0,,
9001042500,140US09001042500,0,,
9001042600,140US09001042600,0,,
9001042900,140US09001042900,0,,
9001071400,140US09001071400,0,,
9001072200,140US09001072200,0,,
9001072500,140US09001072500,0,,
9001073300,140US09001073300,0,,
9001073600,140US09001073600,0,,
9001080700,140US09001080700,0,,
9001050200,140US09001050200,0,,
9001205200,140US09001205200,0,,
9001043200,140US09001043200,0,,
9001044100,140US09001044100,0,,
9001020900,140US09001020900,0,,
9001022000,140US09001022000,0,,
9001080200,140US09001080200,0,,
9001110400,140US09001110400,0,,
9001060100,140US09001060100,0,,
9001061200,140US09001061200,0,,
9001010500,140US09001010500,0,,
9003405402,140US09003405402,0,,
9003515200,140US09003515200,0,,
9009130102,140US09009130102,0,,
9009352400,140US09009352400,0,,
9009142604,140US09009142604,0,,
9009155000,140US09009155000,0,,
9003420601,140US09003420601,0,,
9003405802,140US09003405802,0,,
9003503101,140US09003503101,0,,
9011696401,140US09011696401,0,,
9001021701,140US09001021701,0,,
9007630101,140US09007630101,0,,
9015903102,140US09015903102,0,,
9009184101,140US09009184101,0,,
9009142605,140US09009142605,0,,
9009166004,140US09009166004,0,,
9009140101,140US09009140101,0,,
9003430502,140US09003430502,0,,
9011980000,140US09011980000,0,,
9003487500,140US09003487500,0,,
9003524502,140US09003524502,0,,
9003504900,140US09003504900,0,,
9003514400,140US09003514400,0,,
9003416800,140US09003416800,0,,
9003510100,140US09003510100,0,,
9003500500,140US09003500500,0,,
9003497600,140US09003497600,0,,
9007585100,140US09007585100,0,,
9009175600,140US09009175600,0,,
9009343200,140US09009343200,0,,
9009171400,140US09009171400,0,,
9013530100,140US09013530100,0,,
9005360300,140US09005360300,0,,
9011702700,140US09011702700,0,,
9001080400,140US09001080400,0,,
9001011100,140US09001011100,0,,
9001070200,140US09001070200,0,,
9001071300,140US09001071300,0,,
9007541700,140US09007541700,0,,
9001060900,140US09001060900,0,,
9001011000,140US09001011000,0,,
9009142100,140US09009142100,0,,
9001045400,140US09001045400,0,,
9003504100,140US09003504100,0,,
9003496300,140US09003496300,0,,
9003415300,140US09003415300,0,,
9003510800,140US09003510800,0,,
9003500900,140US09003500900,0,,
9003980001,140US09003980001,0,,
9003514103,140US09003514103,0,,
9009194102,140US09009194102,0,,
9005320101,140US09005320101,0,,
9001021401,140US09001021401,0,,
9001021501,140US09001021501,0,,
9009175100,140US09009175100,0,,
9001020800,140US09001020800,0,,
9001073700,140US09001073700,0,,
9007541302,140US09007541302,0,,
9003417500,140US09003417500,0,,
9003497400,140US09003497400,0,,
9009140600,140US09009140600,0,,
9009142500,140US09009142500,0,,
9009155100,140US09009155100,0,,
9011702400,140US09011702400,0,,
9003980100,140US09003980100,0,,
9003514101,140US09003514101,0,,
9003514104,140US09003514104,0,,
9009171201,140US09009171201,0,,
9001020600,140US09001020600,0,,
9003476100,140US09003476100,0,,
9009140300,140US09009140300,0,,
9009157200,140US09009157200,0,,
9001071000,140US09001071000,0,,
9001073800,140US09001073800,0,,
9003496400,140US09003496400,0,,
9003416700,140US09003416700,0,,
9003511200,140US09003511200,0,,
9003502400,140US09003502400,0,,
9009170100,140US09009170100,0,,
9011690400,140US09011690400,0,,
9001021502,140US09001021502,0,,
9001022201,140US09001022201,0,,
9001200200,140US09001200200,0,,
9001071900,140US09001071900,0,,
9003515101,140US09003515101,0,,
9003416300,140US09003416300,0,,
9009350500,140US09009350500,0,,
9009170700,140US09009170700,0,,
9003405700,140US09003405700,0,,
9001072700,140US09001072700,0,,
9009140900,140US09009140900,0,,
9003466102,140US09003466102,0,,
9001044200,140US09001044200,0,,
9003510200,140US09003510200,0,,
9009175800,140US09009175800,0,,
9013890203,140US09013890203,0,,
9001257100,140US09001257100,0,,
9009350300,140US09009350300,0,,
9009125300,140US09009125300,0,,
9003514600,140US09003514600,0,,
9003494201,140US09003494201,0,,
9009165500,140US09009165500,0,,
9001210102,140US09001210102,0,,
9003502600,140US09003502600,0,,
9001210702,140US09001210702,0,,
9009150300,140US09009150300,0,,
9009175300,140US09009175300,0,,
9001043300,140US09001043300,0,,
9001110100,140US09001110100,0,,
9003500100,140US09003500100,0,,
9013530500,140US09013530500,0,,
9001020102,140US09001020102,0,,
9003430501,140US09003430501,0,,
9003524400,140US09003524400,0,,
9003496900,140US09003496900,0,,
9003497100,140US09003497100,0,,
9003492200,140US09003492200,0,,
9003473800,140US09003473800,0,,
9003476200,140US09003476200,0,,
9007610400,140US09007610400,0,,
9007550201,140US09007550201,0,,
9007542000,140US09007542000,0,,
9007560200,140US09007560200,0,,
9015906100,140US09015906100,0,,
9015825000,140US09015825000,0,,
9005360400,140US09005360400,0,,
9005362101,140US09005362101,0,,
9005300100,140US09005300100,0,,
9005306100,140US09005306100,0,,
9005310300,140US09005310300,0,,
9005310400,140US09005310400,0,,
9005310803,140US09005310803,0,,
9005267100,140US09005267100,0,,
9005360100,140US09005360100,0,,
9005360200,140US09005360200,0,,
9009150400,140US09009150400,0,,
9009151100,140US09009151100,0,,
9009345300,140US09009345300,0,,
9009348122,140US09009348122,0,,
9009175400,140US09009175400,0,,
9009351000,140US09009351000,0,,
9009346102,140US09009346102,0,,
9009351800,140US09009351800,0,,
9009141600,140US09009141600,0,,
9009167202,140US09009167202,0,,
9009157300,140US09009157300,0,,
9009150100,140US09009150100,0,,
9009125100,140US09009125100,0,,
9009184700,140US09009184700,0,,
9009180200,140US09009180200,0,,
9009180500,140US09009180500,0,,
9009165100,140US09009165100,0,,
9009165802,140US09009165802,0,,
9009171000,140US09009171000,0,,
9009171700,140US09009171700,0,,
9009352000,140US09009352000,0,,
9009352800,140US09009352800,0,,
9009154600,140US09009154600,0,,
9009154700,140US09009154700,0,,
9009154900,140US09009154900,0,,
9009361200,140US09009361200,0,,
9009361300,140US09009361300,0,,
9009343102,140US09009343102,0,,
9011870200,140US09011870200,0,,
9011709100,140US09011709100,0,,
9011702800,140US09011702800,0,,
9003503000,140US09003503000,0,,
9003503900,140US09003503900,0,,
9003504200,140US09003504200,0,,
9003504500,140US09003504500,0,,
9011650100,140US09011650100,0,,
9011695202,140US09011695202,0,,
9011696300,140US09011696300,0,,
9011711100,140US09011711100,0,,
9011705102,140US09011705102,0,,
9011693300,140US09011693300,0,,
9003504800,140US09003504800,0,,
9003514200,140US09003514200,0,,
9003515102,140US09003515102,0,,
9003490100,140US09003490100,0,,
9003524200,140US09003524200,0,,
9003430202,140US09003430202,0,,
9003496200,140US09003496200,0,,
9003496500,140US09003496500,0,,
9003524100,140US09003524100,0,,
9003415500,140US09003415500,0,,
9003416000,140US09003416000,0,,
9003494100,140US09003494100,0,,
9003494300,140US09003494300,0,,
9003420500,140US09003420500,0,,
9003462102,140US09003462102,0,,
9003406002,140US09003406002,0,,
9003464101,140US09003464101,0,,
9003510600,140US09003510600,0,,
9003510900,140US09003510900,0,,
9003484200,140US09003484200,0,,
9003481200,140US09003481200,0,,
9003460202,140US09003460202,0,,
9003520201,140US09003520201,0,,
9001110201,140US09001110201,0,,
9001210701,140US09001210701,0,,
9001211300,140US09001211300,0,,
9001030300,140US09001030300,0,,
9001044400,140US09001044400,0,,
9001240100,140US09001240100,0,,
9001021000,140US09001021000,0,,
9001021300,140US09001021300,0,,
9001021900,140US09001021900,0,,
9001245300,140US09001245300,0,,
9001245600,140US09001245600,0,,
9001110500,140US09001110500,0,,
9001020500,140US09001020500,0,,
9001030500,140US09001030500,0,,
9001060500,140US09001060500,0,,
9001061300,140US09001061300,0,,
9001061600,140US09001061600,0,,
9001010700,140US09001010700,0,,
9001100200,140US09001100200,0,,
9001230300,140US09001230300,0,,
9001230501,140US09001230501,0,,
9001200302,140US09001200302,0,,
9001070500,140US09001070500,0,,
9001070400,140US09001070400,0,,
9001071100,140US09001071100,0,,
9001071200,140US09001071200,0,,
9001072000,140US09001072000,0,,
9001072400,140US09001072400,0,,
9001072900,140US09001072900,0,,
9001073000,140US09001073000,0,,
9001050600,140US09001050600,0,,
9001045300,140US09001045300,0,,
9001081100,140US09001081100,0,,
9001090100,140US09001090100,0,,
9013529100,140US09013529100,0,,
9013850100,140US09013850100,0,,
9013538100,140US09013538100,0,,
9013890100,140US09013890100,0,,
9013890202,140US09013890202,0,,
9013533102,140US09013533102,0,,
9013530301,140US09013530301,0,,
9013840100,140US09013840100,0,,
9003410102,140US09003410102,0,,
9003471500,140US09003471500,0,,
9003503800,140US09003503800,0,,
9003462202,140US09003462202,0,,
9005310601,140US09005310601,0,,
9005310804,140US09005310804,0,,
9011714104,140US09011714104,0,,
9007550202,140US09007550202,0,,
9007541600,140US09007541600,0,,
9007595102,140US09007595102,0,,
9009130101,140US09009130101,0,,
9013535102,140US09013535102,0,,
9001035102,140US09001035102,0,,
9001021601,140US09001021601,0,,
9001020101,140US09001020101,0,,
9001211201,140US09001211201,0,,
9001210402,140US09001210402,0,,
9015901102,140US09015901102,0,,
9009140102,140US09009140102,0,,
9009175501,140US09009175501,0,,
9009130201,140US09009130201,0,,
9011696701,140US09011696701,0,,
9003477104,140US09003477104,0,,
9003502700,140US09003502700,0,,
