GEOID,HEROP_ID,HcvCntDr,HcvTmDr,HcvTmDr2
25017388100,140US25017388100,32,19.51,39.02
25017312100,140US25017312100,33,2.09,4.18
25021456301,140US25021456301,49,3.44,6.88
25027710700,140US25027710700,19,0,0
25027736400,140US25027736400,29,4.93,9.86
25025000102,140US25025000102,53,2.94,5.88
25025070501,140US25025070501,63,1.7,3.4
25021400202,140US25021400202,55,0,0
25017322200,140US25017322200,32,13.83,27.66
25025981201,140US25025981201,63,4.19,8.38
25009204101,140US25009204101,38,7.14,14.28
25017351101,140US25017351101,59,3.78,7.56
25025061203,140US25025061203,63,2.33,4.66
25021442204,140US25021442204,18,10.5,21
25001012101,140US25001012101,4,7.27,14.54
25017342401,140US25017342401,58,0.94,1.88
25011041302,140US25011041302,8,0,0
25015820600,140US25015820600,11,16.17,32.34
25013800700,140US25013800700,21,1.78,3.56
25025060604,140US25025060604,64,2.77,5.54
25017337201,140US25017337201,60,9.36,18.72
25021419800,140US25021419800,58,8.35,16.7
25009210401,140US25009210401,45,5.36,10.72
25021441204,140US25021441204,20,14.49,28.98
25027731400,140US25027731400,30,0,0
25005613300,140US25005613300,29,5.73,11.46
25023511000,140US25023511000,46,1.6,3.2
25013800500,140US25013800500,21,2.29,4.58
25001010400,140US25001010400,4,21.17,42.34
25025120103,140US25025120103,59,1.85,3.7
25025092200,140US25025092200,58,3.23,6.46
25027716102,140US25027716102,29,16.26,32.52
25017350105,140US25017350105,64,4.86,9.72
25009217401,140US25009217401,17,6.9,13.8
25011040400,140US25011040400,5,21.2,42.4
25011040501,140US25011040501,6,13.72,27.44
25013812702,140US25013812702,20,12.09,24.18
25013812902,140US25013812902,18,17.7,35.4
25013813602,140US25013813602,18,10.15,20.3
25013813801,140US25013813801,0,34.33,68.66
25013810800,140US25013810800,21,5.84,11.68
25013811102,140US25013811102,21,5.41,10.82
25013813404,140US25013813404,18,8.21,16.42
25013811900,140US25013811900,22,7.85,15.7
25013813304,140US25013813304,18,8.23,16.46
25013813701,140US25013813701,6,22.38,44.76
25013800400,140US25013800400,21,2.68,5.36
25013801300,140US25013801300,21,2.39,4.78
25013801603,140US25013801603,19,6.55,13.1
25013801700,140US25013801700,20,3.34,6.68
25023561100,140US25023561100,18,11.48,22.96
25023508101,140US25023508101,19,16.52,33.04
25023560100,140US25023560100,15,11.76,23.52
25009263100,140US25009263100,12,12.08,24.16
25009252502,140US25009252502,32,4.54,9.08
25009268100,140US25009268100,14,14.21,28.42
25009253204,140US25009253204,30,8.75,17.5
25023530400,140US25023530400,8,5.31,10.62
25023545200,140US25023545200,19,0,0
25023521102,140US25023521102,33,5.34,10.68
25023525101,140US25023525101,31,11.4,22.8
25023510800,140US25023510800,47,1.16,2.32
25023544200,140US25023544200,13,13.96,27.92
25023523100,140US25023523100,26,11.4,22.8
25023522101,140US25023522101,17,15.86,31.72
25003911100,140US25003911100,11,12.37,24.74
25001012200,140US25001012200,5,8.19,16.38
25001014800,140US25001014800,8,4.42,8.84
25001012601,140US25001012601,6,0,0
25001012800,140US25001012800,9,5.05,10.1
25001013700,140US25001013700,9,9.66,19.32
25001013900,140US25001013900,15,0,0
25001011100,140US25001011100,4,23.31,46.62
25001015100,140US25001015100,9,0,0
25001013500,140US25001013500,11,12.46,24.92
25001014100,140US25001014100,9,12.05,24.1
25025010403,140US25025010403,63,1.28,2.56
25025010801,140US25025010801,62,2.88,5.76
25025040100,140US25025040100,66,1.08,2.16
25025101102,140US25025101102,58,2.71,5.42
25025110403,140US25025110403,59,4.04,8.08
25025120104,140US25025120104,59,1.22,2.44
25025130404,140US25025130404,54,6.97,13.94
25025160200,140US25025160200,56,2.74,5.48
25025160602,140US25025160602,57,2.36,4.72
25025050600,140US25025050600,55,3.31,6.62
25025050901,140US25025050901,55,4.4,8.8
25025060200,140US25025060200,63,4.16,8.32
25025060400,140US25025060400,62,3.58,7.16
25003923100,140US25003923100,12,13.29,26.58
25003924100,140US25003924100,8,9.64,19.28
25003921400,140US25003921400,11,0,0
25003900600,140US25003900600,8,1.4,2.8
25003934200,140US25003934200,8,12.72,25.44
25025060800,140US25025060800,63,3.08,6.16
25025070700,140US25025070700,63,1.52,3.04
25025071101,140US25025071101,63,0,0
25025080401,140US25025080401,63,0.96,1.92
25025081700,140US25025081700,60,2.18,4.36
25025090400,140US25025090400,60,1.82,3.64
25025091400,140US25025091400,60,0,0
25025091600,140US25025091600,58,1.69,3.38
25025100300,140US25025100300,58,2.08,4.16
25025000202,140US25025000202,51,1.81,3.62
25025000401,140US25025000401,51,1.08,2.16
25025170601,140US25025170601,54,4.46,8.92
25025140107,140US25025140107,56,6.21,12.42
25009260500,140US25009260500,20,2.22,4.44
25009260800,140US25009260800,21,2.32,4.64
25009260900,140US25009260900,21,3.53,7.06
25009261101,140US25009261101,20,5.12,10.24
25009223300,140US25009223300,13,15.32,30.64
25009223200,140US25009223200,6,16.98,33.96
25009250600,140US25009250600,33,2.94,5.88
25009251400,140US25009251400,33,0,0
25009251700,140US25009251700,34,1.71,3.42
25009252501,140US25009252501,29,3.1,6.2
25009205700,140US25009205700,49,3.65,7.3
25009266200,140US25009266200,16,13.98,27.96
25009207200,140US25009207200,47,0,0
25009209200,140US25009209200,52,11.06,22.12
25009211100,140US25009211100,38,3.99,7.98
25009254402,140US25009254402,30,8.95,17.9
25009221700,140US25009221700,6,18.49,36.98
25009221500,140US25009221500,2,19.37,38.74
25009204300,140US25009204300,31,8.86,17.72
25009208200,140US25009208200,53,4.08,8.16
25009214100,140US25009214100,25,8.07,16.14
25017341200,140US25017341200,62,3.73,7.46
25017339200,140US25017339200,63,3.61,7.22
25017339700,140US25017339700,63,3.44,6.88
25017336100,140US25017336100,58,8.05,16.1
25017373300,140US25017373300,52,6.43,12.86
25017374200,140US25017374200,55,3.6,7.2
25017374700,140US25017374700,54,4.87,9.74
25017338200,140US25017338200,59,8.44,16.88
25017333501,140US25017333501,60,8.21,16.42
25017387100,140US25017387100,12,11.47,22.94
25017383600,140US25017383600,58,5.16,10.32
25017382200,140US25017382200,45,9.57,19.14
25017382100,140US25017382100,45,6.55,13.1
25017367200,140US25017367200,47,0,0
25017366202,140US25017366202,46,8.49,16.98
25017365201,140US25017365201,22,12,24
25017364101,140US25017364101,20,20.6,41.2
25017363103,140US25017363103,17,19.51,39.02
25017369100,140US25017369100,54,2.13,4.26
25017370202,140US25017370202,56,3.34,6.68
25017322400,140US25017322400,32,15.05,30.1
25017318100,140US25017318100,25,9.03,18.06
25017317201,140US25017317201,28,7.91,15.82
25017316400,140US25017316400,34,7.49,14.98
25017315402,140US25017315402,60,4.07,8.14
25017361200,140US25017361200,28,18.3,36.6
25017326102,140US25017326102,20,20.54,41.08
25017388300,140US25017388300,28,1.65,3.3
25017314101,140US25017314101,22,7.2,14.4
25017312502,140US25017312502,34,2.62,5.24
25017311800,140US25017311800,32,1.94,3.88
25017311600,140US25017311600,34,0,0
25021413402,140US25021413402,49,13.37,26.74
25021417100,140US25021417100,58,5.82,11.64
25021417702,140US25021417702,55,8.24,16.48
25021420302,140US25021420302,52,8.35,16.7
25021456402,140US25021456402,45,6.24,12.48
25021404100,140US25021404100,54,5.6,11.2
25021412100,140US25021412100,51,10.29,20.58
25021441202,140US25021441202,23,9.4,18.8
25021409101,140US25021409101,19,18.5,37
25021419100,140US25021419100,52,7.53,15.06
25021419200,140US25021419200,58,4.9,9.8
25021408102,140US25021408102,9,11.76,23.52
25021419700,140US25021419700,54,6.28,12.56
25021400100,140US25021400100,60,1.37,2.74
25021400600,140US25021400600,52,2.44,4.88
25021400800,140US25021400800,53,1.18,2.36
25021402200,140US25021402200,51,10.19,20.38
25021410300,140US25021410300,35,13.65,27.3
25021409102,140US25021409102,10,15.03,30.06
25017351203,140US25017351203,59,4.76,9.52
25017337300,140US25017337300,60,8.81,17.62
25017368600,140US25017368600,54,6.43,12.86
25017356701,140US25017356701,60,1.7,3.4
25017357100,140US25017357100,57,3.02,6.04
25017353200,140US25017353200,56,2.93,5.86
25017353700,140US25017353700,58,3.74,7.48
25017354300,140US25017354300,59,3.51,7.02
25017342101,140US25017342101,58,1.96,3.92
25021406102,140US25021406102,24,17.59,35.18
25021457200,140US25021457200,50,3.78,7.56
25021403400,140US25021403400,51,3.73,7.46
25005630102,140US25005630102,25,7.09,14.18
25005646103,140US25005646103,22,8.96,17.92
25005613600,140US25005613600,35,2.92,5.84
25005640400,140US25005640400,34,1.54,3.08
25005613700,140US25005613700,42,2.13,4.26
25005652400,140US25005652400,17,1.12,2.24
25005640300,140US25005640300,33,2.95,5.9
25005650102,140US25005650102,18,7.32,14.64
25005641600,140US25005641600,34,4.12,8.24
25005613100,140US25005613100,31,8.37,16.74
25005650600,140US25005650600,20,4.78,9.56
25005651900,140US25005651900,17,3.07,6.14
25005652000,140US25005652000,17,1.76,3.52
25005610203,140US25005610203,24,9.59,19.18
25005651800,140US25005651800,20,2.08,4.16
25015820700,140US25015820700,9,15,30
25015822300,140US25015822300,23,6.87,13.74
25015821904,140US25015821904,24,3.08,6.16
25015822500,140US25015822500,20,12.59,25.18
25027733101,140US25027733101,26,2.28,4.56
25027710100,140US25027710100,27,3.46,6.92
25027710800,140US25027710800,15,1.52,3.04
25027728100,140US25027728100,29,9.28,18.56
25027730801,140US25027730801,27,3.17,6.34
25027700100,140US25027700100,13,14.17,28.34
25027703300,140US25027703300,7,7.42,14.84
25027706100,140US25027706100,14,13.43,26.86
25027730300,140US25027730300,29,3.39,6.78
25027709100,140US25027709100,25,3.55,7.1
25027744202,140US25027744202,16,0,0
25027742300,140US25027742300,23,4.44,8.88
25007200300,140US25007200300,0,,
25027711100,140US25027711100,13,0,0
25027710300,140US25027710300,13,6.14,12.28
25027740101,140US25027740101,28,8.11,16.22
25027746100,140US25027746100,13,11.64,23.28
25027722100,140US25027722100,8,15.17,30.34
25027707100,140US25027707100,15,4.32,8.64
25027758101,140US25027758101,19,24.63,49.26
25027716300,140US25027716300,35,15.29,30.58
25027736300,140US25027736300,28,4.7,9.4
25027729200,140US25027729200,30,7,14
25027754400,140US25027754400,20,6.74,13.48
25027707200,140US25027707200,15,2.5,5
25027744102,140US25027744102,15,7.3,14.6
25027709502,140US25027709502,29,3.2,6.4
25027756101,140US25027756101,20,18.06,36.12
25013810602,140US25013810602,21,6.49,12.98
25021442103,140US25021442103,9,12.12,24.24
25021416101,140US25021416101,58,4.67,9.34
25005985600,140US25005985600,42,5.39,10.78
25009221902,140US25009221902,7,16.69,33.38
25027751101,140US25027751101,25,7.96,15.92
25017341901,140US25017341901,57,3.4,6.8
25023500103,140US25023500103,40,5.87,11.74
25023509101,140US25023509101,9,7.6,15.2
25025981502,140US25025981502,50,6.66,13.32
25025170701,140US25025170701,52,5.7,11.4
25025080801,140US25025080801,60,1.92,3.84
25025010701,140US25025010701,62,2.21,4.42
25025170502,140US25025170502,48,2.04,4.08
25025980101,140US25025980101,47,11.56,23.12
25001011801,140US25001011801,4,10.8,21.6
25013813001,140US25013813001,0,33.73,67.46
25013813002,140US25013813002,10,27.58,55.16
25005631102,140US25005631102,31,8.58,17.16
25005630301,140US25005630301,24,10.49,20.98
25005640201,140US25005640201,34,1.6,3.2
25009267103,140US25009267103,11,20.23,40.46
25009202104,140US25009202104,44,3.68,7.36
25003925102,140US25003925102,6,0,0
25021442104,140US25021442104,16,9.94,19.88
25021443105,140US25021443105,23,8.28,16.56
25021400401,140US25021400401,53,2.22,4.44
25021413201,140US25021413201,51,12.02,24.04
25021400402,140US25021400402,52,1.46,2.92
25021417202,140US25021417202,58,5.56,11.12
25021422201,140US25021422201,51,2.92,5.84
25021980000,140US25021980000,56,7.66,15.32
25021420101,140US25021420101,55,10.1,20.2
25021403501,140US25021403501,54,4.93,9.86
25021411102,140US25021411102,55,17.9,35.8
25027761401,140US25027761401,35,16.17,32.34
25027701102,140US25027701102,13,3.59,7.18
25027752101,140US25027752101,26,14.26,28.52
25027744103,140US25027744103,27,5.78,11.56
25027709203,140US25027709203,31,5.25,10.5
25027705101,140US25027705101,15,8.22,16.44
25025000806,140US25025000806,55,3.77,7.54
25025010206,140US25025010206,62,2.19,4.38
25025170301,140US25025170301,54,4.81,9.62
25025081102,140US25025081102,58,2.06,4.12
25025000805,140US25025000805,55,2,4
25017385203,140US25017385203,25,5.66,11.32
25017332202,140US25017332202,59,9.53,19.06
25017350701,140US25017350701,63,1.24,2.48
25017325102,140US25017325102,19,15.05,30.1
25017370403,140US25017370403,51,5.63,11.26
25017351002,140US25017351002,60,2.52,5.04
25017323101,140US25017323101,31,20.94,41.88
25017354901,140US25017354901,60,2.02,4.04
25017383401,140US25017383401,56,3.18,6.36
25017321301,140US25017321301,33,10.64,21.28
25017320107,140US25017320107,28,10.18,20.36
25025030302,140US25025030302,67,1.28,2.56
25023505201,140US25023505201,12,14.38,28.76
25023505104,140US25023505104,9,10.81,21.62
25017359302,140US25017359302,49,11.62,23.24
25009212101,140US25009212101,29,5.59,11.18
25025060602,140US25025060602,63,3.71,7.42
25011040200,140US25011040200,7,9.2,18.4
25011040701,140US25011040701,7,6.36,12.72
25011040300,140US25011040300,5,16.91,33.82
25011041100,140US25011041100,8,0,0
25011040800,140US25011040800,10,14.91,29.82
25025120105,140US25025120105,59,0,0
25025010500,140US25025010500,63,1.76,3.52
25025010600,140US25025010600,63,1.72,3.44
25025030400,140US25025030400,65,0,0
25025040200,140US25025040200,63,0.57,1.14
25025100900,140US25025100900,58,0,0
25025101002,140US25025101002,58,2.4,4.8
25025110501,140US25025110501,56,5.32,10.64
25021456102,140US25021456102,49,4.5,9
25021456401,140US25021456401,48,5.53,11.06
25021411200,140US25021411200,58,16.19,32.38
25021411301,140US25021411301,47,14.18,28.36
25021412200,140US25021412200,52,6.04,12.08
25021412300,140US25021412300,53,10.59,21.18
25021422502,140US25021422502,50,3.19,6.38
25021422600,140US25021422600,47,4.41,8.82
25021456302,140US25021456302,49,5.43,10.86
25021417602,140US25021417602,58,7.55,15.1
25021415101,140US25021415101,48,10.29,20.58
25021414100,140US25021414100,58,13.62,27.24
25021417502,140US25021417502,58,5.36,10.72
25021417802,140US25021417802,55,10.29,20.58
25021418002,140US25021418002,51,5.71,11.42
25021415300,140US25021415300,55,10.96,21.92
25021420301,140US25021420301,52,10.12,20.24
25021402400,140US25021402400,51,8.74,17.48
25021405100,140US25021405100,45,7.67,15.34
25021410400,140US25021410400,35,15.95,31.9
25021421200,140US25021421200,49,6.04,12.08
25021416200,140US25021416200,55,4.01,8.02
25021416400,140US25021416400,58,3.6,7.2
25021403100,140US25021403100,49,5.16,10.32
25021413100,140US25021413100,56,12.63,25.26
25017333100,140US25017333100,59,10.19,20.38
25003932200,140US25003932200,8,23.31,46.62
25003933200,140US25003933200,2,17.22,34.44
25003921300,140US25003921300,5,5.15,10.3
25003900200,140US25003900200,9,0,0
25003900400,140US25003900400,7,5.57,11.14
25017331101,140US25017331101,62,0,0
25017331200,140US25017331200,58,4.5,9
25017321500,140US25017321500,29,10.87,21.74
25017321200,140US25017321200,32,12.73,25.46
25017321100,140US25017321100,23,15.58,31.16
25017318200,140US25017318200,25,13.85,27.7
25003900900,140US25003900900,9,1.88,3.76
25003926100,140US25003926100,2,14.81,29.62
25003920101,140US25003920101,7,11.18,22.36
25003931400,140US25003931400,7,11.78,23.56
25013813601,140US25013813601,18,5.36,10.72
25013813204,140US25013813204,18,6.82,13.64
25017361300,140US25017361300,46,15.77,31.54
25017361100,140US25017361100,49,14.38,28.76
25017359100,140US25017359100,56,14.65,29.3
25017326101,140US25017326101,15,21.78,43.56
25017311200,140US25017311200,31,1.62,3.24
25017310602,140US25017310602,27,3.55,7.1
25017301101,140US25017301101,16,11.6,23.2
25013813403,140US25013813403,19,7.16,14.32
25013813207,140US25013813207,20,2.6,5.2
25013810414,140US25013810414,19,6.55,13.1
25013813802,140US25013813802,9,22.3,44.6
25013813102,140US25013813102,16,18.17,36.34
25013811101,140US25013811101,21,2.55,5.1
25013811200,140US25013811200,21,3.01,6.02
25013813500,140US25013813500,18,14.92,29.84
25013811400,140US25013811400,21,1.68,3.36
25013813205,140US25013813205,18,7.37,14.74
25013812600,140US25013812600,18,13.88,27.76
25013812800,140US25013812800,20,13.36,26.72
25013812201,140US25013812201,21,3.02,6.04
25013812404,140US25013812404,21,5.41,10.82
25013811800,140US25013811800,22,2.65,5.3
25013812001,140US25013812001,22,2.5,5
25013812002,140US25013812002,21,4.29,8.58
25013813303,140US25013813303,18,6.16,12.32
25013810412,140US25013810412,20,2.14,4.28
25013810300,140US25013810300,18,11.95,23.9
25013800102,140US25013800102,20,2.44,4.88
25013800600,140US25013800600,21,1.52,3.04
25013801102,140US25013801102,21,0,0
25013801401,140US25013801401,21,4.08,8.16
25017317202,140US25017317202,30,6.93,13.86
25017316500,140US25017316500,31,5.48,10.96
25017316300,140US25017316300,30,10.33,20.66
25017316102,140US25017316102,32,8.1,16.2
25017315500,140US25017315500,53,2.92,5.84
25017315401,140US25017315401,52,0,0
25017315200,140US25017315200,43,3.7,7.4
25013801602,140US25013801602,19,5.97,11.94
25013801605,140US25013801605,19,7.15,14.3
25013802000,140US25013802000,21,0.87,1.74
25017314102,140US25017314102,25,5.99,11.98
25017313102,140US25017313102,22,10.16,20.32
25017313101,140US25017313101,22,11.83,23.66
25017311700,140US25017311700,32,2.25,4.5
25017311400,140US25017311400,29,3.13,6.26
25017352500,140US25017352500,59,4.73,9.46
25017352700,140US25017352700,60,4.36,8.72
25017353600,140US25017353600,59,3.06,6.12
25017353800,140US25017353800,56,4.61,9.22
25017354200,140US25017354200,59,3.64,7.28
25017354500,140US25017354500,60,2.67,5.34
25017342202,140US25017342202,58,2.19,4.38
25017358300,140US25017358300,55,4.51,9.02
25017358400,140US25017358400,59,7.37,14.74
25017358600,140US25017358600,58,10.34,20.68
25017358700,140US25017358700,58,10.67,21.34
25017341700,140US25017341700,55,4.66,9.32
25017351300,140US25017351300,60,4.4,8.8
25017351404,140US25017351404,60,4.38,8.76
25017337102,140US25017337102,59,8.36,16.72
25017335400,140US25017335400,58,8.29,16.58
25017368200,140US25017368200,52,7,14
25017368500,140US25017368500,55,5.42,10.84
25017356500,140US25017356500,58,5.7,11.4
25017356602,140US25017356602,58,4.83,9.66
25017357500,140US25017357500,55,3.4,6.8
25017357600,140US25017357600,55,2.38,4.76
25017332300,140US25017332300,56,10.72,21.44
25017339300,140US25017339300,63,2.72,5.44
25017339500,140US25017339500,63,3.32,6.64
25017339600,140US25017339600,63,2.46,4.92
25017336300,140US25017336300,58,7.16,14.32
25017336402,140US25017336402,58,6.66,13.32
25017373200,140US25017373200,51,6.07,12.14
25017373500,140US25017373500,51,4.25,8.5
25017373800,140US25017373800,57,2.11,4.22
25017374400,140US25017374400,55,5.76,11.52
25017334200,140US25017334200,61,5.85,11.7
25017334300,140US25017334300,60,7.96,15.92
25017333300,140US25017333300,59,9.04,18.08
25027740102,140US25027740102,27,7.91,15.82
25017386100,140US25017386100,23,11.95,23.9
25017383800,140US25017383800,47,7.56,15.12
25017383501,140US25017383501,58,3.76,7.52
25017383102,140US25017383102,47,4.61,9.22
25017368901,140US25017368901,54,2.86,5.72
25017368902,140US25017368902,55,3.75,7.5
25009260200,140US25009260200,20,0,0
25009260302,140US25009260302,19,5.91,11.82
25009260402,140US25009260402,21,6.06,12.12
25009251100,140US25009251100,35,1.74,3.48
25009251600,140US25009251600,29,0,0
25009252601,140US25009252601,24,4.68,9.36
25009205300,140US25009205300,48,4.32,8.64
25009205400,140US25009205400,46,7.43,14.86
25009204400,140US25009204400,17,11.51,23.02
25009211300,140US25009211300,32,0,0
25009265102,140US25009265102,14,5.63,11.26
25009221100,140US25009221100,2,22.45,44.9
25009221300,140US25009221300,2,21.37,42.74
25009210800,140US25009210800,37,7.31,14.62
25009210900,140US25009210900,37,6.24,12.48
25009204200,140US25009204200,39,8.19,16.38
25009205500,140US25009205500,48,2.58,5.16
25009206200,140US25009206200,48,1.49,2.98
25009206400,140US25009206400,46,2.35,4.7
25009206600,140US25009206600,46,1.73,3.46
25009206800,140US25009206800,46,0,0
25009207000,140US25009207000,49,1.09,2.18
25009209100,140US25009209100,52,6.08,12.16
25009218100,140US25009218100,7,13.17,26.34
25009265101,140US25009265101,24,0,0
25009221600,140US25009221600,6,18.11,36.22
25001014600,140US25001014600,9,8.25,16.5
25009267102,140US25009267102,13,16.97,33.94
25009208101,140US25009208101,50,5.54,11.08
25009202200,140US25009202200,40,4.9,9.8
25009216100,140US25009216100,14,6.28,12.56
25009203200,140US25009203200,30,8.45,16.9
25023540101,140US25023540101,32,14.56,29.12
25023507104,140US25023507104,12,12.41,24.82
25023504101,140US25023504101,45,12.04,24.08
25023504102,140US25023504102,31,13.66,27.32
25023508200,140US25023508200,16,14.99,29.98
25023511400,140US25023511400,45,1.42,2.84
25023520202,140US25023520202,45,6.44,12.88
25023530802,140US25023530802,9,16.73,33.46
25023545300,140US25023545300,16,7.03,14.06
25023545400,140US25023545400,10,0,0
25023524102,140US25023524102,29,7.22,14.44
25023510100,140US25023510100,46,4.32,8.64
25023510200,140US25023510200,44,2.31,4.62
25023510900,140US25023510900,49,0,0
25023507103,140US25023507103,11,10.47,20.94
25023503101,140US25023503101,45,11.78,23.56
25023503102,140US25023503102,36,14.07,28.14
25023522102,140US25023522102,17,13.7,27.4
25023501101,140US25023501101,43,5.57,11.14
25001010700,140US25001010700,0,34.5,69
25001011600,140US25001011600,3,16.61,33.22
25001011400,140US25001011400,3,17.11,34.22
25001014300,140US25001014300,9,0,0
25001011200,140US25001011200,3,22.93,45.86
25001011002,140US25001011002,3,19.77,39.54
25001015200,140US25001015200,9,7.66,15.32
25001010500,140US25001010500,1,21.02,42.04
25001013600,140US25001013600,17,11.58,23.16
25001010206,140US25001010206,1,0,0
25001012001,140US25001012001,4,11.93,23.86
25001012002,140US25001012002,4,9.89,19.78
25001010900,140US25001010900,4,24.52,49.04
25001013002,140US25001013002,9,8.98,17.96
25001014900,140US25001014900,6,0,0
25001015300,140US25001015300,4,0,0
25001013200,140US25001013200,9,6.57,13.14
25025120301,140US25025120301,59,1.77,3.54
25025120400,140US25025120400,59,0,0
25025120700,140US25025120700,58,2.15,4.3
25025130402,140US25025130402,50,6.08,12.16
25025140400,140US25025140400,57,4.57,9.14
25025140201,140US25025140201,54,8.03,16.06
25025160502,140US25025160502,54,4.01,8.02
25025160601,140US25025160601,55,2.57,5.14
25025050200,140US25025050200,55,3.28,6.56
25025040600,140US25025040600,60,2.45,4.9
25025050700,140US25025050700,55,3.3,6.6
25025051000,140US25025051000,52,6.91,13.82
25025081500,140US25025081500,60,1.18,2.36
25025081800,140US25025081800,62,1.8,3.6
25025090300,140US25025090300,58,1.79,3.58
25025090700,140US25025090700,63,1.49,2.98
25025090901,140US25025090901,61,2.86,5.72
25025091300,140US25025091300,62,1.36,2.72
25001013100,140US25001013100,9,10.2,20.4
25001014002,140US25001014002,9,6.74,13.48
25025091800,140US25025091800,58,1.4,2.8
25025092101,140US25025092101,58,3.09,6.18
25025100100,140US25025100100,58,2.26,4.52
25025000601,140US25025000601,51,1.29,2.58
25025000701,140US25025000701,53,1.02,2.04
25025170400,140US25025170400,50,4.71,9.42
25025170800,140US25025170800,48,6.86,13.72
25025981300,140US25025981300,55,4.79,9.58
25009252201,140US25009252201,34,7.59,15.18
25009252603,140US25009252603,32,6.11,12.22
25009201100,140US25009201100,40,6.48,12.96
25009269100,140US25009269100,10,13.69,27.38
25009253100,140US25009253100,28,2.67,5.34
25009253202,140US25009253202,27,4.13,8.26
25009253203,140US25009253203,21,6.9,13.8
25009210200,140US25009210200,54,7.16,14.32
25009210600,140US25009210600,42,7.9,15.8
25005641700,140US25005641700,35,2.05,4.1
25015821400,140US25015821400,22,11.56,23.12
25005655400,140US25005655400,14,9.49,18.98
25005652300,140US25005652300,17,0,0
25005640500,140US25005640500,34,0,0
25015820300,140US25015820300,11,18.38,36.76
25015820801,140US25015820801,16,15.27,30.54
25015820802,140US25015820802,21,15.8,31.6
25015822700,140US25015822700,3,0,0
25015821500,140US25015821500,22,8.24,16.48
25015821700,140US25015821700,23,0,0
25015821901,140US25015821901,23,2.3,4.6
25015821903,140US25015821903,23,0,0
25015822200,140US25015822200,22,2.26,4.52
25005640100,140US25005640100,33,3.02,6.04
25005641000,140US25005641000,35,1.84,3.68
25005655300,140US25005655300,18,4.2,8.4
25005640600,140US25005640600,34,1.45,2.9
25005641101,140US25005641101,34,2.51,5.02
25005642500,140US25005642500,27,8.85,17.7
25005642100,140US25005642100,37,5.19,10.38
25005645103,140US25005645103,35,9.62,19.24
25005610202,140US25005610202,31,9.76,19.52
25005651300,140US25005651300,20,2.18,4.36
25005654100,140US25005654100,17,11.33,22.66
25005652100,140US25005652100,17,1.69,3.38
25005654200,140US25005654200,17,8.38,16.76
25005650500,140US25005650500,20,5.07,10.14
25005653304,140US25005653304,12,15.12,30.24
25005632100,140US25005632100,30,8.5,17
25005610100,140US25005610100,39,10.29,20.58
25005653203,140US25005653203,17,1.88,3.76
25005650900,140US25005650900,22,4.43,8.86
25005653301,140US25005653301,14,4.9,9.8
25005611202,140US25005611202,28,6.36,12.72
25005631600,140US25005631600,25,1.6,3.2
25005631800,140US25005631800,24,3.93,7.86
25005631300,140US25005631300,29,3.51,7.02
25005612100,140US25005612100,36,7.5,15
25005613400,140US25005613400,35,4.91,9.82
25005645101,140US25005645101,31,8.81,17.62
25005616100,140US25005616100,29,9.86,19.72
25005645102,140US25005645102,33,9.99,19.98
25027703100,140US25027703100,7,7.53,15.06
25027753100,140US25027753100,21,9.04,18.08
25027751102,140US25027751102,24,7.66,15.32
25027709501,140US25027709501,30,3.4,6.8
25027754300,140US25027754300,20,4.15,8.3
25027720100,140US25027720100,30,0,0
25027726200,140US25027726200,20,15.04,30.08
25027707300,140US25027707300,15,0,0
25027757500,140US25027757500,11,22.93,45.86
25027732600,140US25027732600,30,1.64,3.28
25027719100,140US25027719100,31,10.56,21.12
25027736200,140US25027736200,25,5.1,10.2
25027761200,140US25027761200,32,0,0
25027749100,140US25027749100,38,12.34,24.68
25027731900,140US25027731900,29,0,0
25027712102,140US25027712102,10,10.99,21.98
25027745100,140US25027745100,16,5.82,11.64
25027730700,140US25027730700,26,3.86,7.72
25027733102,140US25027733102,26,2.39,4.78
25027730600,140US25027730600,27,4.96,9.92
25027730901,140US25027730901,26,1.66,3.32
25027732700,140US25027732700,29,1.83,3.66
25027733000,140US25027733000,29,1.78,3.56
25027718100,140US25027718100,29,10.09,20.18
25027728200,140US25027728200,29,6.39,12.78
25027761100,140US25027761100,2,25.29,50.58
25027724100,140US25027724100,0,30.17,60.34
25027737200,140US25027737200,29,0,0
25027715100,140US25027715100,37,14.93,29.86
25027750100,140US25027750100,27,10.59,21.18
25027728400,140US25027728400,30,8.87,17.74
25027731102,140US25027731102,27,0,0
25027729100,140US25027729100,30,9.37,18.74
25027713100,140US25027713100,30,8.64,17.28
25027732202,140US25027732202,28,2.86,5.72
25007200400,140US25007200400,0,,
25027754100,140US25027754100,20,0,0
25027741102,140US25027741102,35,6.34,12.68
25027723100,140US25027723100,1,16.76,33.52
25021417300,140US25021417300,58,5.74,11.48
25009221901,140US25009221901,7,17.5,35
25009211401,140US25009211401,46,0,0
25009220102,140US25009220102,1,25.97,51.94
25009252602,140US25009252602,26,8.42,16.84
25027732801,140US25027732801,29,0,0
25027731001,140US25027731001,25,3.94,7.88
25017388200,140US25017388200,13,13.4,26.8
25017352300,140US25017352300,59,3.25,6.5
25017324101,140US25017324101,21,16.24,32.48
25017352101,140US25017352101,64,2.32,4.64
25017353102,140US25017353102,60,3.19,6.38
25017385201,140US25017385201,26,7.96,15.92
25023540103,140US25023540103,29,12.21,24.42
