GEOID,HEROP_ID,HivCntDr,HivTmDr,HivTmDr2
29095005500,140US29095005500,19,1.08,2.16
29095005601,140US29095005601,21,1.12,2.24
29095015300,140US29095015300,21,1.95,3.9
29095011200,140US29095011200,18,15.93,31.86
29510107600,140US29510107600,30,2.23,4.46
29077004601,140US29077004601,4,14.38,28.76
29131962501,140US29131962501,0,40.78,81.56
29183312001,140US29183312001,1,14.61,29.22
29099700114,140US29099700114,20,13.02,26.04
29115490400,140US29115490400,0,59.98,119.96
29145020700,140US29145020700,2,26.57,53.14
29095015401,140US29095015401,21,2.3,4.6
29029950102,140US29029950102,2,22.9,45.8
29051020300,140US29051020300,1,21.4,42.8
29175490300,140US29175490300,0,37.89,75.78
29077004602,140US29077004602,2,21.11,42.22
29027070302,140US29027070302,2,29.13,58.26
29037061100,140US29037061100,0,32.45,64.9
29095017700,140US29095017700,18,8.78,17.56
29097010800,140US29097010800,2,8.56,17.12
29183980000,140US29183980000,6,20.03,40.06
29183312096,140US29183312096,1,9.47,18.94
29201781201,140US29201781201,0,48,96
29019001202,140US29019001202,4,6.86,13.72
29510123200,140US29510123200,29,2.46,4.92
29139970300,140US29139970300,2,24.31,48.62
29195090100,140US29195090100,1,26.86,53.72
29067950100,140US29067950100,0,54.17,108.34
29189220443,140US29189220443,29,7.13,14.26
29189221335,140US29189221335,25,6.14,12.28
29189210924,140US29189210924,23,9.96,19.92
29145020601,140US29145020601,2,10.92,21.84
29189217852,140US29189217852,19,13.65,27.3
29189211900,140US29189211900,26,3.99,7.98
29189215003,140US29189215003,25,3.32,6.64
29047020201,140US29047020201,19,9.14,18.28
29510108100,140US29510108100,30,3.02,6.04
29119070102,140US29119070102,0,39.16,78.32
30105940600,140US30105940600,0,,
30015010200,140US30015010200,0,57.66,115.32
30009000200,140US30009000200,0,49.66,99.32
30031000400,140US30031000400,0,73.14,146.28
30031000701,140US30031000701,0,68.98,137.96
30059000100,140US30059000100,0,,
30001000100,140US30001000100,0,89.45,178.9
30013010700,140US30013010700,0,31.09,62.18
30053000100,140US30053000100,0,82.8,165.6
30049000900,140US30049000900,0,55.3,110.6
30081000201,140US30081000201,0,40.19,80.38
30087000200,140US30087000200,0,,
30111000500,140US30111000500,3,2.14,4.28
30111001702,140US30111001702,3,3.23,6.46
30047000100,140US30047000100,0,47.17,94.34
30063001200,140US30063001200,2,5.39,10.78
30005940100,140US30005940100,0,80.28,160.56
30083070100,140US30083070100,0,,
30031001001,140US30031001001,0,74.31,148.62
30089000201,140US30089000201,0,86.38,172.76
30081000601,140US30081000601,0,80.12,160.24
30039961701,140US30039961701,0,84.2,168.4
30013002202,140US30013002202,5,2.06,4.12
30049000504,140US30049000504,0,57.05,114.1
30063001801,140US30063001801,0,,
30063001401,140US30063001401,2,29.22,58.44
30029001703,140US30029001703,0,40.25,80.5
30029000901,140US30029000901,1,2.67,5.34
30021000100,140US30021000100,0,,
30085080100,140US30085080100,0,,
30105100100,140US30105100100,0,,
30093000700,140US30093000700,3,6.8,13.6
30013010100,140US30013010100,5,19.3,38.6
30013000200,140US30013000200,5,4.22,8.44
30013000400,140US30013000400,5,1.57,3.14
30023000500,140US30023000500,0,38.16,76.32
30093000800,140US30093000800,3,0,0
30017961800,140US30017961800,0,,
30057000300,140US30057000300,0,89.56,179.12
30009000400,140US30009000400,0,83.67,167.34
30053000500,140US30053000500,1,0,0
30095966600,140US30095966600,0,61.65,123.3
30099000300,140US30099000300,0,78.4,156.8
30031000900,140US30031000900,0,70.13,140.26
30031000800,140US30031000800,0,69.76,139.52
30015010300,140US30015010300,0,,
30041040200,140US30041040200,2,20.2,40.4
30041040100,140US30041040100,0,58.39,116.78
30049000100,140US30049000100,0,,
30049000300,140US30049000300,0,53.23,106.46
30081000300,140US30081000300,0,73.45,146.9
30007000200,140US30007000200,0,72.61,145.22
30077000200,140US30077000200,0,31.79,63.58
30001000200,140US30001000200,0,48.08,96.16
30047940600,140US30047940600,0,49.59,99.18
30063001100,140US30063001100,2,3.33,6.66
30111000706,140US30111000706,3,5.59,11.18
30111000401,140US30111000401,3,1.99,3.98
30111001000,140US30111001000,3,2.39,4.78
30087940400,140US30087940400,0,,
30005000100,140US30005000100,0,,
30035940400,140US30035940400,0,,
30067000200,140US30067000200,0,,
30077000100,140US30077000100,0,78.81,157.62
30101980000,140US30101980000,0,68.77,137.54
30111001402,140US30111001402,1,29.92,59.84
30093000400,140US30093000400,3,3.04,6.08
30071060200,140US30071060200,0,,
30003940500,140US30003940500,0,,
30005940200,140US30005940200,0,,
30005000200,140US30005000200,0,65.1,130.2
30031001200,140US30031001200,0,77.36,154.72
30031001600,140US30031001600,0,,
30049000702,140US30049000702,0,59.28,118.56
30081000501,140US30081000501,0,,
30013001202,140US30013001202,5,8.87,17.74
30031001700,140US30031001700,0,,
30047940307,140US30047940307,0,60.82,121.64
30061964600,140US30061964600,0,61.27,122.54
30013010800,140US30013010800,5,0,0
30085940002,140US30085940002,0,,
30063001802,140US30063001802,0,61.9,123.8
30063001601,140US30063001601,2,19.45,38.9
30063001001,140US30063001001,2,5.77,11.54
30063000203,140US30063000203,2,0,0
30029000101,140US30029000101,0,62.03,124.06
30029000302,140US30029000302,0,35.44,70.88
30029000902,140US30029000902,1,3.8,7.6
30035980000,140US30035980000,0,,
30047940306,140US30047940306,0,60.42,120.84
30063000902,140US30063000902,0,43.89,87.78
30033000100,140US30033000100,0,,
30049000600,140US30049000600,0,66.35,132.7
30081000700,140US30081000700,0,84.35,168.7
30111000600,140US30111000600,3,3.02,6.04
30111001502,140US30111001502,0,58.3,116.6
30003940700,140US30003940700,0,84.56,169.12
30073977000,140US30073977000,0,58.38,116.76
30089940300,140US30089940300,0,80.94,161.88
30087000100,140US30087000100,0,,
30063000100,140US30063000100,2,7.01,14.02
30067000500,140US30067000500,0,,
30111001805,140US30111001805,3,6.38,12.76
30063001402,140US30063001402,0,42.8,85.6
30057000102,140US30057000102,0,,
30055954000,140US30055954000,0,,
30093000200,140US30093000200,3,2.07,4.14
30013010600,140US30013010600,0,49.14,98.28
30013000900,140US30013000900,5,1.59,3.18
30043962300,140US30043962300,1,29.72,59.44
30045000100,140US30045000100,0,73.71,147.42
30111001501,140US30111001501,3,19.4,38.8
30089000100,140US30089000100,0,,
30049000200,140US30049000200,0,72.24,144.48
30065000100,140US30065000100,0,79.8,159.6
30063001602,140US30063001602,0,47.52,95.04
30069000100,140US30069000100,0,,
30053000401,140US30053000401,0,,
30031000104,140US30031000104,0,62.35,124.7
30093000102,140US30093000102,3,0,0
30081000204,140US30081000204,0,55.09,110.18
30049000503,140US30049000503,0,58.95,117.9
30111001804,140US30111001804,3,4.57,9.14
30031000600,140US30031000600,0,68.55,137.1
30013001000,140US30013001000,5,3.97,7.94
30009000100,140US30009000100,0,42.12,84.24
30009000500,140US30009000500,0,63.25,126.5
30039961702,140US30039961702,0,66.71,133.42
30031000300,140US30031000300,0,47.16,94.32
30027030100,140US30027030100,0,,
30093000300,140US30093000300,3,2.48,4.96
30013010400,140US30013010400,0,40.08,80.16
30089000202,140US30089000202,0,,
30057000101,140US30057000101,0,70.97,141.94
30047940500,140US30047940500,0,63.08,126.16
30073977200,140US30073977200,0,,
30111001803,140US30111001803,3,3.94,7.88
30081000800,140US30081000800,0,,
30091090400,140US30091090400,0,,
30013002100,140US30013002100,5,8.69,17.38
30057000200,140US30057000200,0,59.15,118.3
30029000102,140US30029000102,0,86.8,173.6
30053000300,140US30053000300,0,76.15,152.3
30021000300,140US30021000300,0,,
30021000200,140US30021000200,0,,
30041040400,140US30041040400,2,11.84,23.68
30061964500,140US30061964500,0,39.74,79.48
30013001900,140US30013001900,5,5.01,10.02
30013000300,140US30013000300,5,2.67,5.34
30013000700,140US30013000700,5,1.59,3.18
30017961600,140US30017961600,0,,
30067000300,140US30067000300,0,,
30035976000,140US30035976000,0,,
30007000100,140US30007000100,0,72.21,144.42
30029000601,140US30029000601,1,8.57,17.14
30111000800,140US30111000800,3,8.1,16.2
30111001704,140US30111001704,3,6.83,13.66
30111001100,140US30111001100,3,0,0
30063001302,140US30063001302,0,33.82,67.64
30003940600,140US30003940600,0,59.71,119.42
30003940400,140US30003940400,0,,
30031000502,140US30031000502,0,73.38,146.76
30079000100,140US30079000100,0,,
30047940304,140US30047940304,0,47.48,94.96
30083070301,140US30083070301,0,,
30081000502,140US30081000502,0,60.55,121.1
30031000105,140US30031000105,0,61.44,122.88
30031000506,140US30031000506,0,69.11,138.22
30031000703,140US30031000703,0,71.56,143.12
30111001806,140US30111001806,3,4.76,9.52
30027030202,140US30027030202,0,,
30013001201,140US30013001201,5,7.93,15.86
30029001202,140US30029001202,1,8.01,16.02
30029001305,140US30029001305,1,25.65,51.3
30029000801,140US30029000801,1,4.23,8.46
30029001402,140US30029001402,1,21,42
30085940001,140US30085940001,0,,
30105100500,140US30105100500,0,,
30009000300,140US30009000300,0,66.52,133.04
30107000100,140US30107000100,0,,
30023000400,140US30023000400,3,26.63,53.26
30013001800,140US30013001800,5,4.14,8.28
30013001100,140US30013001100,5,6.2,12.4
30013001700,140US30013001700,5,5.1,10.2
30013000800,140US30013000800,5,0,0
30017962000,140US30017962000,0,,
30017961300,140US30017961300,0,,
30043962201,140US30043962201,0,55.59,111.18
30101000100,140US30101000100,0,,
30049001000,140US30049001000,0,59.84,119.68
30049000501,140US30049000501,0,62.88,125.76
30081000100,140US30081000100,2,28.88,57.76
30029000700,140US30029000700,1,6.86,13.72
30103963500,140US30103963500,0,70.27,140.54
30047940400,140US30047940400,0,68.24,136.48
30063001303,140US30063001303,2,6.19,12.38
30111000200,140US30111000200,3,2.41,4.82
30111000701,140US30111000701,3,9.22,18.44
30111000704,140US30111000704,3,8.7,17.4
30111000902,140US30111000902,3,4.34,8.68
30111001300,140US30111001300,3,4.1,8.2
30111000705,140US30111000705,3,7.85,15.7
30111001200,140US30111001200,3,1.87,3.74
30111001703,140US30111001703,3,6.54,13.08
30111001901,140US30111001901,3,18.46,36.92
30067980600,140US30067980600,0,,
30035940200,140US30035940200,0,,
30087000300,140US30087000300,0,,
30075000100,140US30075000100,0,,
30029000202,140US30029000202,1,21.52,43.04
30029000201,140US30029000201,1,26.13,52.26
30029001000,140US30029001000,1,0,0
30003000100,140US30003000100,0,75.84,151.68
30041940300,140US30041940300,0,45.74,91.48
30063001304,140US30063001304,2,10.91,21.82
30049000701,140US30049000701,0,65.83,131.66
30031000504,140US30031000504,0,73.57,147.14
30031001002,140US30031001002,0,70.7,141.4
30013002302,140US30013002302,5,13.89,27.78
30081000602,140US30081000602,0,61.72,123.44
30093000101,140US30093000101,3,0,0
30111940002,140US30111940002,3,21.06,42.12
30111000707,140US30111000707,3,8.78,17.56
30111001404,140US30111001404,3,12.06,24.12
30111001403,140US30111001403,3,20.3,40.6
30047940305,140US30047940305,0,61.75,123.5
30095966400,140US30095966400,0,49.07,98.14
30041040500,140US30041040500,2,6.5,13
30001000300,140US30001000300,0,44,88
30099000100,140US30099000100,0,40.21,80.42
30053000200,140US30053000200,0,40.1,80.2
30013001600,140US30013001600,5,2.78,5.56
30093000500,140US30093000500,3,4.7,9.4
30063000205,140US30063000205,2,5.12,10.24
30063000502,140US30063000502,2,2.89,5.78
30029001101,140US30029001101,1,1.56,3.12
30029000903,140US30029000903,1,2.01,4.02
30029001401,140US30029001401,1,12.32,24.64
30029001306,140US30029001306,1,19.47,38.94
30029001702,140US30029001702,1,26.11,52.22
30029001201,140US30029001201,1,3.9,7.8
30029001303,140US30029001303,1,25.33,50.66
30029000404,140US30029000404,1,20.9,41.8
30029000403,140US30029000403,1,16.32,32.64
30029001304,140US30029001304,1,27.58,55.16
30031000101,140US30031000101,0,67.98,135.96
30049000800,140US30049000800,0,63.47,126.94
30049001202,140US30049001202,0,66.98,133.96
30109000100,140US30109000100,0,,
30029000602,140US30029000602,1,17.39,34.78
30047940700,140US30047940700,0,49.97,99.94
30067000100,140US30067000100,0,,
30111000901,140US30111000901,3,5.2,10.4
30111000402,140US30111000402,3,0,0
30031000507,140US30031000507,0,66.38,132.76
30049001101,140US30049001101,0,57.83,115.66
30047000200,140US30047000200,1,28.47,56.94
30063000901,140US30063000901,2,8.29,16.58
30053000402,140US30053000402,0,,
30031000202,140US30031000202,0,62.02,124.04
30029001102,140US30029001102,1,1.21,2.42
30031000505,140US30031000505,0,71.5,143
30063000802,140US30063000802,2,3.64,7.28
30063000501,140US30063000501,2,4.51,9.02
30091090200,140US30091090200,0,,
30029000402,140US30029000402,1,21.26,42.52
30013002201,140US30013002201,5,0,0
30023000300,140US30023000300,3,21.24,42.48
30049001102,140US30049001102,0,56.11,112.22
30031001102,140US30031001102,0,73.64,147.28
30031001500,140US30031001500,0,,
30063001502,140US30063001502,0,42.34,84.68
30099000200,140US30099000200,0,43.46,86.92
30065000200,140US30065000200,0,70.75,141.5
30049000400,140US30049000400,0,63.88,127.76
30027030201,140US30027030201,0,,
30111001801,140US30111001801,3,9.84,19.68
30041040300,140US30041040300,2,0,0
30081000203,140US30081000203,0,40.32,80.64
30083070400,140US30083070400,0,,
30029000802,140US30029000802,1,4.16,8.32
30017961900,140US30017961900,0,,
30083070200,140US30083070200,0,,
30081000401,140US30081000401,0,68.82,137.64
30031000201,140US30031000201,0,67.35,134.7
30031000704,140US30031000704,0,70.29,140.58
30049001201,140US30049001201,0,59.12,118.24
30093000600,140US30093000600,3,5.4,10.8
30017961500,140US30017961500,0,,
30013000100,140US30013000100,5,5.89,11.78
30063000801,140US30063000801,2,3.68,7.36
30029000203,140US30029000203,1,22.23,44.46
30095966500,140US30095966500,0,84.83,169.66
30037000100,140US30037000100,0,87.66,175.32
30101000200,140US30101000200,0,76.4,152.8
30013002301,140US30013002301,5,7.33,14.66
30111000708,140US30111000708,3,9.04,18.08
30051050100,140US30051050100,0,,
30063001501,140US30063001501,2,15.9,31.8
30083070302,140US30083070302,0,,
30063000206,140US30063000206,2,7.47,14.94
30097967000,140US30097967000,0,71.01,142.02
30029000301,140US30029000301,0,30.67,61.34
30019020300,140US30019020300,0,,
30031001101,140US30031001101,0,70.52,141.04
30025000100,140US30025000100,0,,
30111000300,140US30111000300,3,2.62,5.24
30063001002,140US30063001002,2,5.02,10.04
30029001701,140US30029001701,1,21.67,43.34
30063000700,140US30063000700,2,2.48,4.96
30043962202,140US30043962202,0,34.9,69.8
30081000402,140US30081000402,0,72.48,144.96
30011000300,140US30011000300,0,,
30111001902,140US30111001902,3,16.08,32.16
30111940001,140US30111940001,3,29.47,58.94
30063000400,140US30063000400,2,5.61,11.22
30063000204,140US30063000204,2,2.99,5.98
30067000400,140US30067000400,0,87.6,175.2
30063000300,140US30063000300,2,1.42,2.84
31019969500,140US31019969500,0,34.22,68.44
31047968200,140US31047968200,2,27.42,54.84
31079000400,140US31079000400,2,3.2,6.4
31079000900,140US31079000900,2,3.32,6.64
31081969300,140US31081969300,0,38.71,77.42
31109002300,140US31109002300,6,2.06,4.12
31109003801,140US31109003801,6,7.82,15.64
31109000202,140US31109000202,6,5.95,11.9
31109000300,140US31109000300,6,5.09,10.18
31109000600,140US31109000600,6,2.44,4.88
31129960100,140US31129960100,0,56.58,113.16
31131967000,140US31131967000,0,37.1,74.2
31111960200,140US31111960200,0,54.06,108.12
31111960300,140US31111960300,0,54.3,108.6
31171957100,140US31171957100,0,,
31031955800,140US31031955800,0,,
31089974300,140US31089974300,1,0,0
31179978700,140US31179978700,0,34.05,68.1
31153010107,140US31153010107,18,6.25,12.5
31055005000,140US31055005000,18,2.1,4.2
31055005500,140US31055005500,18,2.42,4.84
31055007431,140US31055007431,21,5.93,11.86
31055006603,140US31055006603,18,3.07,6.14
31055007444,140US31055007444,21,5.21,10.42
31055007429,140US31055007429,21,10.43,20.86
31055007447,140US31055007447,21,8.86,17.72
31055001900,140US31055001900,18,1.6,3.2
31055003600,140US31055003600,18,0,0
31001965500,140US31001965500,2,2.97,5.94
31055007309,140US31055007309,21,6.25,12.5
31109001002,140US31109001002,6,3.42,6.84
31151960601,140US31151960601,6,21.95,43.9
31153010637,140US31153010637,18,7.86,15.72
31109010203,140US31109010203,6,8.07,16.14
31055007474,140US31055007474,21,7.41,14.82
31067965000,140US31067965000,0,36,72
31177050101,140US31177050101,18,20.14,40.28
31033955000,140US31033955000,0,81.1,162.2
31031955900,140US31031955900,0,,
31047968400,140US31047968400,2,0,0
31047968500,140US31047968500,2,3.4,6.8
31079000500,140US31079000500,2,5.52,11.04
31079001000,140US31079001000,2,6.76,13.52
31109001101,140US31109001101,6,8.15,16.3
31109002002,140US31109002002,6,1.86,3.72
31109002400,140US31109002400,6,3.02,6.04
31109000800,140US31109000800,6,1.78,3.56
31109001102,140US31109001102,6,6.76,13.52
31137967100,140US31137967100,0,34.29,68.58
31161951700,140US31161951700,0,52.09,104.18
31001966100,140US31001966100,2,4.29,8.58
31155968300,140US31155968300,3,24.69,49.38
31053964100,140US31053964100,4,1.53,3.06
31053964000,140US31053964000,3,3.4,6.8
31153010617,140US31153010617,18,7.68,15.36
31153010633,140US31153010633,18,10.29,20.58
31153010625,140US31153010625,18,12.44,24.88
31153010614,140US31153010614,18,5.86,11.72
31153010108,140US31153010108,18,5.46,10.92
31157953300,140US31157953300,3,6.56,13.12
31055006301,140US31055006301,18,3.45,6.9
31055007463,140US31055007463,21,10.88,21.76
31055007434,140US31055007434,21,2.52,5.04
31055007456,140US31055007456,21,8.18,16.36
31055007465,140US31055007465,18,8.38,16.76
31055006806,140US31055006806,18,2.58,5.16
31055004000,140US31055004000,18,0,0
31055007408,140US31055007408,21,7.48,14.96
31055007506,140US31055007506,21,14.37,28.74
31055007443,140US31055007443,21,5.89,11.78
31055007446,140US31055007446,21,10.16,20.32
31055000700,140US31055000700,18,3.18,6.36
31055002200,140US31055002200,18,4.44,8.88
31055003402,140US31055003402,18,1.33,2.66
31055004400,140US31055004400,18,0,0
31141965600,140US31141965600,3,3.29,6.58
31107976300,140US31107976300,0,38.52,77.04
31055007318,140US31055007318,21,12.21,24.42
31055007469,140US31055007469,21,8.6,17.2
31109003601,140US31109003601,6,0.78,1.56
31109003500,140US31109003500,6,3.02,6.04
31153010306,140US31153010306,18,9.75,19.5
31141965302,140US31141965302,3,3.59,7.18
31055006606,140US31055006606,21,3.13,6.26
31055007523,140US31055007523,21,12.79,25.58
31043010101,140US31043010101,7,5.43,10.86
31109001900,140US31109001900,6,1.35,2.7
31109003003,140US31109003003,6,4.74,9.48
31109003715,140US31109003715,6,5.9,11.8
31137967000,140US31137967000,0,37.94,75.88
31103975400,140US31103975400,0,,
31111960400,140US31111960400,0,57.03,114.06
31003979800,140US31003979800,0,42.38,84.76
31157953500,140US31157953500,3,3.35,6.7
31153010502,140US31153010502,18,6.05,12.1
31055007436,140US31055007436,21,0,0
31055007101,140US31055007101,18,0,0
31055002700,140US31055002700,18,0,0
31055004900,140US31055004900,18,2.38,4.76
31099966700,140US31099966700,0,32.14,64.28
31109003609,140US31109003609,6,2.48,4.96
31055006605,140US31055006605,21,2.98,5.96
31001966000,140US31001966000,2,3.93,7.86
31055006102,140US31055006102,18,2.2,4.4
31055006704,140US31055006704,21,5.5,11
31055002600,140US31055002600,18,1.4,2.8
31055004200,140US31055004200,18,1.07,2.14
31041972000,140US31041972000,0,49.62,99.24
31075956300,140US31075956300,0,71.61,143.22
31015975800,140US31015975800,0,83.85,167.7
31109010204,140US31109010204,6,9.02,18.04
31055005100,140US31055005100,18,1.71,3.42
31055007310,140US31055007310,21,6.07,12.14
31055007316,140US31055007316,21,8.94,17.88
31109000500,140US31109000500,6,4.03,8.06
31153010636,140US31153010636,18,13.94,27.88
31079000300,140US31079000300,2,2.84,5.68
31109003202,140US31109003202,6,10.99,21.98
31109000700,140US31109000700,6,1.21,2.42
31153010624,140US31153010624,18,12.93,25.86
31055007470,140US31055007470,21,7.14,14.28
31055007473,140US31055007473,21,8.93,17.86
31109003607,140US31109003607,6,4,8
31013951200,140US31013951200,1,0,0
31079000800,140US31079000800,2,2.15,4.3
31109001800,140US31109001800,6,0,0
31153010619,140US31153010619,18,9.64,19.28
31055000600,140US31055000600,18,1.97,3.94
31055006303,140US31055006303,18,0,0
31055007441,140US31055007441,21,9.95,19.9
31055003700,140US31055003700,18,1.41,2.82
31041971800,140US31041971800,0,,
31001965800,140US31001965800,2,1.88,3.76
31055007518,140US31055007518,21,13.24,26.48
31079000700,140US31079000700,2,0,0
31121966800,140US31121966800,0,42.14,84.28
31055007515,140US31055007515,21,14.39,28.78
31055005800,140US31055005800,18,2.31,4.62
31055007102,140US31055007102,18,1.98,3.96
31055003401,140US31055003401,18,0,0
31055007524,140US31055007524,21,10.72,21.44
31055006904,140US31055006904,18,5.68,11.36
31001965700,140US31001965700,2,0,0
31153010630,140US31153010630,21,17.17,34.34
31119960600,140US31119960600,5,3.96,7.92
31153010634,140US31153010634,18,10.69,21.38
31023967700,140US31023967700,1,28.47,56.94
31055006906,140US31055006906,18,2.22,4.44
31055007001,140US31055007001,18,0,0
31055007311,140US31055007311,21,4.13,8.26
31067964600,140US31067964600,0,33.52,67.04
31059091600,140US31059091600,1,13.73,27.46
31153010627,140US31153010627,21,16.92,33.84
31009972400,140US31009972400,0,,
31041971900,140US31041971900,0,,
31111959900,140US31111959900,0,58.56,117.12
31111960500,140US31111960500,0,50.6,101.2
31111959800,140US31111959800,0,75.24,150.48
31145963200,140US31145963200,0,67.1,134.2
31161951600,140US31161951600,0,70,140
31147968500,140US31147968500,1,21.57,43.14
31159960100,140US31159960100,0,30.5,61
31175971300,140US31175971300,0,79.18,158.36
31183973600,140US31183973600,0,44.13,88.26
31185969700,140US31185969700,0,32.34,64.68
31019969100,140US31019969100,0,33.53,67.06
31019969300,140US31019969300,0,37.5,75
31019969700,140US31019969700,0,32.79,65.58
31019969204,140US31019969204,0,34.42,68.84
31143960100,140US31143960100,0,32.47,64.94
31101000200,140US31101000200,0,,
31093970500,140US31093970500,0,62.53,125.06
31121966700,140US31121966700,0,53.53,107.06
31025965900,140US31025965900,3,27.38,54.76
31125966100,140US31125966100,0,34.75,69.5
31109001200,140US31109001200,6,5.57,11.14
31109001400,140US31109001400,6,3.29,6.58
31109001700,140US31109001700,6,1.4,2.8
31109002701,140US31109002701,6,4.82,9.64
31109003608,140US31109003608,6,2.63,5.26
31109003709,140US31109003709,6,4.95,9.9
31109003604,140US31109003604,6,5.82,11.64
31109003802,140US31109003802,6,6.66,13.32
31109010300,140US31109010300,6,15.85,31.7
31109000400,140US31109000400,6,2.78,5.56
31109000201,140US31109000201,6,7.13,14.26
31109000900,140US31109000900,6,3.32,6.64
31047968300,140US31047968300,2,16.21,32.42
31177050300,140US31177050300,4,15.65,31.3
31177050102,140US31177050102,14,22.36,44.72
31139979200,140US31139979200,5,24.44,48.88
31165950100,140US31165950100,0,48.42,96.84
31157953800,140US31157953800,3,0,0
31157953400,140US31157953400,3,4,8
31157953700,140US31157953700,3,0,0
31167962200,140US31167962200,5,8.82,17.64
31087962700,140US31087962700,0,86.17,172.34
31153010702,140US31153010702,18,16.54,33.08
31153010204,140US31153010204,18,7.26,14.52
31153010631,140US31153010631,20,21.79,43.58
31153010203,140US31153010203,18,10.53,21.06
31119960700,140US31119960700,5,4.09,8.18
31013951300,140US31013951300,1,8.65,17.3
31045950700,140US31045950700,0,53.31,106.62
31169963100,140US31169963100,1,28.13,56.26
31023967600,140US31023967600,3,23.62,47.24
31023967800,140US31023967800,0,35.16,70.32
31053963700,140US31053963700,5,24.3,48.6
31053964300,140US31053964300,4,0,0
31053964200,140US31053964200,4,3.92,7.84
31043010200,140US31043010200,7,8.13,16.26
31043010400,140US31043010400,7,19.06,38.12
31027977200,140US31027977200,0,36.94,73.88
31011960100,140US31011960100,0,36.89,73.78
31055005400,140US31055005400,18,3.23,6.46
31055005901,140US31055005901,18,3.55,7.1
31055006000,140US31055006000,18,3.13,6.26
31055006903,140US31055006903,21,6.92,13.84
31055007439,140US31055007439,21,4.95,9.9
31055006503,140US31055006503,21,3.17,6.34
31055006905,140US31055006905,18,4.11,8.22
31055006504,140US31055006504,18,3.71,7.42
31055006604,140US31055006604,18,4.19,8.38
31055007407,140US31055007407,21,6.7,13.4
31055007432,140US31055007432,21,5.92,11.84
31055007452,140US31055007452,21,15.14,30.28
31055007312,140US31055007312,21,3.51,7.02
31055007461,140US31055007461,21,13.74,27.48
31055000300,140US31055000300,18,0,0
31055001600,140US31055001600,18,1.52,3.04
31055002000,140US31055002000,18,2.5,5
31055002900,140US31055002900,18,2.92,5.84
31055003900,140US31055003900,18,0.94,1.88
31055004300,140US31055004300,18,1.27,2.54
31055004600,140US31055004600,18,2.15,4.3
31001966200,140US31001966200,1,17.1,34.2
31021963200,140US31021963200,4,16.03,32.06
31051977800,140US31051977800,0,36.1,72.2
31039972800,140US31039972800,2,0,0
31141965400,140US31141965400,3,7.95,15.9
31141965700,140US31141965700,3,0,0
31119960802,140US31119960802,5,4.81,9.62
31039972900,140US31039972900,2,17.08,34.16
31153010302,140US31153010302,18,9.46,18.92
31153010629,140US31153010629,18,12.13,24.26
31019969203,140US31019969203,0,37.79,75.58
31109003302,140US31109003302,6,7.49,14.98
31141965301,140US31141965301,3,0,0
31043010102,140US31043010102,7,5.05,10.1
31055007521,140US31055007521,21,9.53,19.06
31055007519,140US31055007519,21,11.57,23.14
31153010205,140US31153010205,18,12.96,25.92
31109003726,140US31109003726,6,7.31,14.62
31109010402,140US31109010402,6,11.03,22.06
31109003727,140US31109003727,6,7.98,15.96
31109003005,140US31109003005,6,6.79,13.58
31109003004,140US31109003004,6,7.45,14.9
31153010505,140US31153010505,18,5.12,10.24
31153010638,140US31153010638,18,8.07,16.14
31067965200,140US31067965200,0,52.98,105.96
31067964900,140US31067964900,0,37.77,75.54
31073967600,140US31073967600,2,23.96,47.92
31061964600,140US31061964600,0,46.26,92.52
31013951100,140US31013951100,1,20.72,41.44
31033954900,140US31033954900,0,80.01,160.02
31177050202,140US31177050202,20,14.62,29.24
31037964800,140US31037964800,3,21.29,42.58
31089974000,140US31089974000,0,,
31003979600,140US31003979600,0,45.45,90.9
31003979700,140US31003979700,0,39.71,79.42
31079000600,140US31079000600,2,5.12,10.24
31079001300,140US31079001300,2,11.12,22.24
31047968000,140US31047968000,2,18.7,37.4
31047968600,140US31047968600,2,20.95,41.9
31047968100,140US31047968100,2,19.99,39.98
31079000100,140US31079000100,1,12.08,24.16
31079000200,140US31079000200,1,5.09,10.18
31079001200,140US31079001200,2,4.61,9.22
31081969100,140US31081969100,0,39.82,79.64
31083964200,140US31083964200,0,53.64,107.28
31025966100,140US31025966100,17,19.25,38.5
31137967200,140US31137967200,0,32.68,65.36
31145963300,140US31145963300,0,69.24,138.48
31151960900,140US31151960900,0,35.27,70.54
31151960700,140US31151960700,0,34.57,69.14
31127968200,140US31127968200,0,35.67,71.34
31131966600,140US31131966600,0,33.86,67.72
31131966800,140US31131966800,6,16.56,33.12
31093970600,140US31093970600,0,72.13,144.26
31109001302,140US31109001302,6,6.25,12.5
31109001500,140US31109001500,6,4.19,8.38
31109001600,140US31109001600,6,1.91,3.82
31109002001,140US31109002001,6,1.88,3.76
31109002500,140US31109002500,6,4.47,8.94
31109002702,140US31109002702,6,4.24,8.48
31109003002,140US31109003002,6,4.92,9.84
31109003716,140US31109003716,6,5.13,10.26
31095963600,140US31095963600,0,52.3,104.6
31095963800,140US31095963800,0,51.88,103.76
31097967500,140US31097967500,0,36.38,72.76
31181965000,140US31181965000,1,28.65,57.3
31113957500,140US31113957500,0,,
31115972800,140US31115972800,0,,
31117957900,140US31117957900,0,,
31163970100,140US31163970100,0,,
31101000100,140US31101000100,0,,
31147964500,140US31147964500,1,9.39,18.78
31041971700,140US31041971700,0,,
