GEOID,HEROP_ID,HivCntDr,HivTmDr,HivTmDr2
6071000108,140US06071000108,26,9.2,18.4
6071001702,140US06071001702,47,4.56,9.12
6071000904,140US06071000904,44,2.99,5.98
6071010022,140US06071010022,2,9.21,18.42
6071010021,140US06071010021,2,7.74,15.48
6071001809,140US06071001809,45,7.14,14.28
6071001804,140US06071001804,51,4.35,8.7
6071001704,140US06071001704,49,4.02,8.04
6071011002,140US06071011002,17,22.74,45.48
6071009800,140US06071009800,2,9.17,18.34
6071009717,140US06071009717,2,13.93,27.86
6071009714,140US06071009714,2,16.13,32.26
6071010700,140US06071010700,2,28.83,57.66
6025010200,140US06025010200,0,36.3,72.6
6071009300,140US06071009300,0,37.21,74.42
6071007408,140US06071007408,35,6.82,13.64
6071007410,140US06071007410,37,5.57,11.14
6071007404,140US06071007404,32,8.52,17.04
6071005400,140US06071005400,36,0,0
6071008403,140US06071008403,42,6.51,13.02
6071008301,140US06071008301,39,4.09,8.18
6071007800,140US06071007800,40,0,0
6071007603,140US06071007603,35,6.56,13.12
6071003700,140US06071003700,37,2.95,5.9
6071003000,140US06071003000,39,6.93,13.86
6071002606,140US06071002606,39,9.26,18.52
6071004505,140US06071004505,33,5.66,11.32
6071004202,140US06071004202,37,3.19,6.38
6071004103,140US06071004103,38,4.26,8.52
6071002602,140US06071002602,39,9.86,19.72
6071002501,140US06071002501,39,7.49,14.98
6071000808,140US06071000808,44,5.31,10.62
6071002107,140US06071002107,40,2.38,4.76
6071012500,140US06071012500,39,3.97,7.94
6071001200,140US06071001200,45,1.55,3.1
6071001103,140US06071001103,44,1.43,2.86
6071000501,140US06071000501,59,2.59,5.18
6069000501,140US06069000501,2,1.66,3.32
6069000702,140US06069000702,2,5.2,10.4
6031000405,140US06031000405,2,27.45,54.9
6025010500,140US06025010500,2,18.23,36.46
6025011201,140US06025011201,2,3.79,7.58
6025011803,140US06025011803,2,3.23,6.46
6025011700,140US06025011700,2,1.65,3.3
6025010900,140US06025010900,2,15.96,31.92
6025012302,140US06025012302,0,31.75,63.5
6035040303,140US06035040303,1,12.27,24.54
6071007904,140US06071007904,34,7.97,15.94
6071012002,140US06071012002,0,36.39,72.78
6071001803,140US06071001803,46,4.97,9.94
6071011700,140US06071011700,2,18.71,37.42
6071010016,140US06071010016,16,4,8
6071012001,140US06071012001,0,36.01,72.02
6071011203,140US06071011203,0,46.2,92.4
6017030801,140US06017030801,7,17.57,35.14
6071010420,140US06071010420,0,34.7,69.4
6039000106,140US06039000106,0,37.26,74.52
6071011101,140US06071011101,18,22.63,45.26
6071009119,140US06071009119,13,10.86,21.72
6071008100,140US06071008100,42,3.96,7.92
6071003510,140US06071003510,37,5.1,10.2
6071009910,140US06071009910,2,5.15,10.3
6071940100,140US06071940100,0,47.93,95.86
6071010424,140US06071010424,0,43.89,87.78
6071010803,140US06071010803,21,20.8,41.6
6071025000,140US06071025000,0,,
6061021043,140US06061021043,14,8.89,17.78
6061021203,140US06061021203,9,11.06,22.12
6061022800,140US06061022800,14,7.72,15.44
6061021040,140US06061021040,9,11.48,22.96
6061021044,140US06061021044,10,10.66,21.32
6061022300,140US06061022300,0,57.6,115.2
6061020105,140US06061020105,0,48.65,97.3
6061022400,140US06061022400,14,6.77,13.54
6071002016,140US06071002016,39,3.09,6.18
6009000501,140US06009000501,0,46.37,92.74
6061022014,140US06061022014,0,55.41,110.82
6061020715,140US06061020715,14,2.81,5.62
6061021109,140US06061021109,14,8.26,16.52
6061023000,140US06061023000,10,9.54,19.08
6061021123,140US06061021123,8,13.62,27.24
6071000903,140US06071000903,43,3.8,7.6
6071002101,140US06071002101,43,3.93,7.86
6071001503,140US06071001503,45,1.85,3.7
6071002023,140US06071002023,40,1.8,3.6
6071002035,140US06071002035,39,3.49,6.98
6071012103,140US06071012103,0,32.55,65.1
6071004104,140US06071004104,38,6.53,13.06
6071003804,140US06071003804,37,5.79,11.58
6071004101,140US06071004101,36,7,14
6071004510,140US06071004510,33,8.12,16.24
6071007305,140US06071007305,41,2.13,4.26
6093001100,140US06093001100,0,62.52,125.04
6093000702,140US06093000702,1,8.89,17.78
6065042906,140US06065042906,40,10.49,20.98
6065047902,140US06065047902,25,7.24,14.48
6065043298,140US06065043298,15,7.73,15.46
6065043297,140US06065043297,8,15.61,31.22
6065043319,140US06065043319,19,9.81,19.62
6065043207,140US06065043207,10,10.13,20.26
6065043318,140US06065043318,19,8.49,16.98
6065041413,140US06065041413,38,10.56,21.12
6067007435,140US06067007435,15,11.71,23.42
6067006802,140US06067006802,15,4.6,9.2
6065044407,140US06065044407,5,0,0
6065030604,140US06065030604,35,5.09,10.18
6065042630,140US06065042630,45,10.79,21.58
6065042907,140US06065042907,16,21.29,42.58
6065050501,140US06065050501,15,7.11,14.22
6067007026,140US06067007026,16,9,18
6067009646,140US06067009646,12,11.9,23.8
6067004910,140US06067004910,14,3.86,7.72
6067004909,140US06067004909,15,2.8,5.6
6065042750,140US06065042750,7,14.83,29.66
6065045129,140US06065045129,11,4.05,8.1
6065050702,140US06065050702,19,6.88,13.76
6065041914,140US06065041914,13,14.58,29.16
6065050302,140US06065050302,17,0,0
6065046501,140US06065046501,41,3.48,6.96
6065045616,140US06065045616,7,9.25,18.5
6071010903,140US06071010903,1,28.64,57.28
6071010904,140US06071010904,12,27.53,55.06
6071009719,140US06071009719,2,12.74,25.48
6067008602,140US06067008602,11,14.46,28.92
6067009336,140US06067009336,14,15.08,30.16
6067007111,140US06067007111,14,10.17,20.34
6067004017,140US06067004017,15,10.34,20.68
6071009918,140US06071009918,2,7.93,15.86
6071009916,140US06071009916,2,7.94,15.88
6065045612,140US06065045612,2,26.04,52.08
6071009123,140US06071009123,2,19.93,39.86
6071009718,140US06071009718,2,10.7,21.4
6071005101,140US06071005101,37,3.76,7.52
6071009126,140US06071009126,2,16.67,33.34
6071009136,140US06071009136,2,13.38,26.76
6071008715,140US06071008715,41,12.28,24.56
6071008713,140US06071008713,41,11.21,22.42
6071008712,140US06071008712,40,17.01,34.02
6071008502,140US06071008502,39,10.71,21.42
6071010027,140US06071010027,2,8.06,16.12
6071008004,140US06071008004,42,3.69,7.38
6071002042,140US06071002042,36,10.25,20.5
6071001910,140US06071001910,47,5.79,11.58
6071002403,140US06071002403,39,7.44,14.88
6071007002,140US06071007002,39,3.75,7.5
6071008714,140US06071008714,41,12.14,24.28
6071005601,140US06071005601,39,0,0
6071007202,140US06071007202,41,4.33,8.66
6071007112,140US06071007112,41,2.38,4.76
6071007111,140US06071007111,39,0,0
6071002608,140US06071002608,38,3.53,7.06
6071000308,140US06071000308,40,4.11,8.22
6071000306,140US06071000306,52,1.91,3.82
6071000119,140US06071000119,47,4.61,9.22
6071002047,140US06071002047,40,3.62,7.24
6071002050,140US06071002050,40,2.61,5.22
6039000518,140US06039000518,6,20.7,41.4
6039000902,140US06039000902,6,20.38,40.76
6039000301,140US06039000301,5,18.94,37.88
6039000203,140US06039000203,4,28.5,57
6039000111,140US06039000111,0,43.4,86.8
6071001909,140US06071001909,36,8.29,16.58
6071011601,140US06071011601,1,27.71,55.42
6071009501,140US06071009501,0,35.44,70.88
6017030606,140US06017030606,1,28.86,57.72
6071012105,140US06071012105,2,26.65,53.3
6017030712,140US06017030712,6,20.08,40.16
6017030605,140US06017030605,1,21.79,43.58
6017031506,140US06017031506,3,8.16,16.32
6039000515,140US06039000515,2,26.33,52.66
6001440338,140US06001440338,13,11.25,22.5
6001451103,140US06001451103,1,27.9,55.8
6001441702,140US06001441702,17,12.54,25.08
6001436302,140US06001436302,23,3.17,6.34
6001442502,140US06001442502,17,14.46,28.92
6001403402,140US06001403402,32,2.27,4.54
6001420302,140US06001420302,32,4.54,9.08
6001422902,140US06001422902,32,2.42,4.84
6067004908,140US06067004908,15,4.96,9.92
6067007439,140US06067007439,14,10.45,20.9
6067006703,140US06067006703,15,5.45,10.9
6067006501,140US06067006501,15,5.16,10.32
6067001601,140US06067001601,15,3.8,7.6
6067006803,140US06067006803,15,4.26,8.52
6065040617,140US06065040617,41,10.73,21.46
6105000500,140US06105000500,0,,
6071010906,140US06071010906,0,31.1,62.2
6071000121,140US06071000121,48,8.76,17.52
6071008711,140US06071008711,8,25.52,51.04
6071011003,140US06071011003,14,26.02,52.04
6025011002,140US06025011002,2,7.02,14.04
6025010401,140US06025010401,2,20.31,40.62
6065045617,140US06065045617,5,10.37,20.74
6065044523,140US06065044523,13,8.22,16.44
6065051402,140US06065051402,8,12.46,24.92
6065045235,140US06065045235,11,4.67,9.34
6065941002,140US06065941002,13,2.06,4.12
6065045128,140US06065045128,9,6.21,12.42
6065045614,140US06065045614,7,9.38,18.76
6071002044,140US06071002044,39,5,10
6071002314,140US06071002314,39,8.56,17.12
6071002310,140US06071002310,37,10.16,20.32
6071010426,140US06071010426,0,57.11,114.22
6071010428,140US06071010428,1,26.47,52.94
6065050901,140US06065050901,42,6.86,13.72
6065046502,140US06065046502,39,3.38,6.76
6065050902,140US06065050902,42,6.1,12.2
6065031503,140US06065031503,38,5.73,11.46
6065040305,140US06065040305,37,5.64,11.28
6065044406,140US06065044406,2,0,0
6065042625,140US06065042625,45,7.56,15.12
6065051302,140US06065051302,18,5.4,10.8
6025011303,140US06025011303,2,6.38,12.76
6025012101,140US06025012101,2,2.26,4.52
6025012201,140US06025012201,2,0,0
6051000202,140US06051000202,0,45.82,91.64
6029004703,140US06029004703,6,10,20
6029000601,140US06029000601,5,0,0
6029000201,140US06029000201,6,3.56,7.12
6029004002,140US06029004002,6,20.25,40.5
6029005511,140US06029005511,2,3.22,6.44
6029003826,140US06029003826,6,11.77,23.54
6029003824,140US06029003824,6,8.79,17.58
6029005406,140US06029005406,1,1.67,3.34
6029005410,140US06029005410,1,7.64,15.28
6029002305,140US06029002305,5,3.28,6.56
6029003222,140US06029003222,4,26.07,52.14
6029003307,140US06029003307,0,45.3,90.6
6029005405,140US06029005405,1,0,0
6029005407,140US06029005407,1,5.59,11.18
6029004607,140US06029004607,4,4.27,8.54
6029001001,140US06029001001,5,9.67,19.34
6029003130,140US06029003130,5,9.11,18.22
6029003208,140US06029003208,5,7.66,15.32
6029003211,140US06029003211,5,10.42,20.84
6029000913,140US06029000913,5,6.93,13.86
6029002201,140US06029002201,5,1.63,3.26
6029006406,140US06029006406,5,15.24,30.48
6029003823,140US06029003823,5,11.61,23.22
6029005805,140US06029005805,9,13.94,27.88
6029000603,140US06029000603,6,1.67,3.34
6029001402,140US06029001402,5,1.76,3.52
6111005308,140US06111005308,28,12.85,25.7
6111005005,140US06111005005,10,7.51,15.02
6111003616,140US06111003616,6,6.4,12.8
6111001901,140US06111001901,6,0,0
6111005804,140US06111005804,27,11.87,23.74
6111005307,140US06111005307,22,14.4,28.8
6111007515,140US06111007515,47,6.3,12.6
6111005803,140US06111005803,34,9.98,19.96
6111003617,140US06111003617,6,5.41,10.82
6029003221,140US06029003221,5,12.36,24.72
6029000105,140US06029000105,6,5.43,10.86
6029003820,140US06029003820,5,6.78,13.56
6029003816,140US06029003816,6,9.36,18.72
6029006101,140US06029006101,0,33.18,66.36
6029003817,140US06029003817,6,8.17,16.34
6029004802,140US06029004802,4,3.18,6.36
6111008502,140US06111008502,57,6.4,12.8
6111001509,140US06111001509,9,4.58,9.16
6111009600,140US06111009600,5,7.72,15.44
6111002302,140US06111002302,5,4.29,8.58
6113011210,140US06113011210,11,3.66,7.32
6113011303,140US06113011303,6,12.56,25.12
6113010611,140US06113010611,14,12.29,24.58
6103000202,140US06103000202,3,20.97,41.94
6103000201,140US06103000201,0,33.93,67.86
6019004003,140US06019004003,6,19.03,38.06
6019007204,140US06019007204,9,16.45,32.9
6019005529,140US06019005529,6,12.72,25.44
6019004218,140US06019004218,6,11.13,22.26
6019008600,140US06019008600,6,7.64,15.28
6019004706,140US06019004706,6,8.42,16.84
6019004004,140US06019004004,6,18.61,37.22
6019005914,140US06019005914,6,11.14,22.28
6019000602,140US06019000602,6,0,0
6019008504,140US06019008504,6,17.06,34.12
6019005916,140US06019005916,6,12.78,25.56
6019003402,140US06019003402,6,2.4,4.8
6019005527,140US06019005527,6,7.47,14.94
6047000404,140US06047000404,3,21.85,43.7
6047002002,140US06047002002,1,23.54,47.08
6047000305,140US06047000305,7,13.92,27.84
6047000904,140US06047000904,5,5.18,10.36
6047001008,140US06047001008,5,5.05,10.1
6047000205,140US06047000205,7,16.26,32.52
6099000511,140US06099000511,8,8.28,16.56
6099000405,140US06099000405,3,12.21,24.42
6099002903,140US06099002903,3,6.66,13.32
6099000205,140US06099000205,2,23.16,46.32
6099003607,140US06099003607,3,20.11,40.22
6099003204,140US06099003204,2,24.4,48.8
6113010104,140US06113010104,15,5.66,11.32
6081608025,140US06081608025,14,10.54,21.08
6081602602,140US06081602602,18,11.93,23.86
6081600502,140US06081600502,20,9.3,18.6
6081608024,140US06081608024,15,9.82,19.64
6081605902,140US06081605902,15,12.24,24.48
6081601302,140US06081601302,20,8.91,17.82
6081602001,140US06081602001,19,7.97,15.94
6081605901,140US06081605901,15,12.8,25.6
6015000107,140US06015000107,0,,
6083000202,140US06083000202,0,51.77,103.54
6083980200,140US06083980200,0,36.92,73.84
6083002504,140US06083002504,1,13.2,26.4
6083001403,140US06083001403,0,44.07,88.14
6083002503,140US06083002503,1,13.99,27.98
6083002308,140US06083002308,1,3.68,7.36
6083002933,140US06083002933,0,57.8,115.6
6041120002,140US06041120002,21,7.88,15.76
6041111002,140US06041111002,21,0,0
6041120001,140US06041120001,22,6.35,12.7
6041104104,140US06041104104,11,10.95,21.9
6033000901,140US06033000901,2,11.63,23.26
6033000902,140US06033000902,1,21.06,42.12
6033000401,140US06033000401,0,30.71,61.42
6033001301,140US06033001301,1,18.83,37.66
6011000301,140US06011000301,2,28.4,56.8
6031001703,140US06031001703,0,66.26,132.52
6077005222,140US06077005222,3,23.28,46.56
6077003804,140US06077003804,9,3.57,7.14
6077004206,140US06077004206,12,3.07,6.14
6077003219,140US06077003219,8,3.76,7.52
6077004004,140US06077004004,8,9.98,19.96
6077005503,140US06077005503,8,15.74,31.48
6077005214,140US06077005214,8,15.48,30.96
6077005213,140US06077005213,6,22.36,44.72
6077004108,140US06077004108,8,5.26,10.52
6077003504,140US06077003504,8,6.91,13.82
6077005225,140US06077005225,6,17.18,34.36
6045011003,140US06045011003,1,10.46,20.92
6021010101,140US06021010101,4,20.53,41.06
6021010402,140US06021010402,1,0,0
6079010301,140US06079010301,0,41.99,83.98
6079010904,140US06079010904,2,19.08,38.16
6079012305,140US06079012305,1,14.49,28.98
6079011706,140US06079011706,3,20.71,41.42
6079010302,140US06079010302,2,18.63,37.26
6079012707,140US06079012707,2,7.12,14.24
6087120901,140US06087120901,7,11.93,23.86
6087110503,140US06087110503,8,2.05,4.1
6087110201,140US06087110201,8,1.7,3.4
6087110301,140US06087110301,10,2.44,4.88
6087121702,140US06087121702,6,3.38,6.76
6087100801,140US06087100801,6,3.93,7.86
6087122204,140US06087122204,7,10.56,21.12
6087122402,140US06087122402,7,8.82,17.64
6087122005,140US06087122005,6,5.83,11.66
6087122004,140US06087122004,5,8.25,16.5
6023010503,140US06023010503,3,16.18,32.36
6023001002,140US06023001002,3,10.73,21.46
6115041102,140US06115041102,1,16.79,33.58
6013392201,140US06013392201,30,7.5,15
6089011501,140US06089011501,3,0,0
6097153406,140US06097153406,8,8.13,16.26
6097153709,140US06097153709,4,26.29,52.58
6097152401,140US06097152401,8,6.39,12.78
6097152602,140US06097152602,8,16.92,33.84
6097152402,140US06097152402,8,4.73,9.46
6097153711,140US06097153711,8,13.94,27.88
6097154305,140US06097154305,6,26.19,52.38
6097150501,140US06097150501,8,15.08,30.16
6095252203,140US06095252203,9,11.65,23.3
6095253501,140US06095253501,0,35.5,71
6095252206,140US06095252206,12,8.37,16.74
6097153712,140US06097153712,8,8.92,17.84
6097153904,140US06097153904,8,14.84,29.68
6013334007,140US06013334007,12,7.85,15.7
6013355123,140US06013355123,10,19.18,38.36
6013380002,140US06013380002,32,1.27,2.54
6013340003,140US06013340003,21,6.8,13.6
6013355120,140US06013355120,6,18.37,36.74
6013355119,140US06013355119,4,24.06,48.12
6013303106,140US06013303106,2,29.5,59
6013304006,140US06013304006,1,29.57,59.14
6013355126,140US06013355126,10,19.59,39.18
6013355308,140US06013355308,7,11.45,22.9
6013319002,140US06013319002,15,3.27,6.54
6013304007,140US06013304007,5,24.51,49.02
6013355201,140US06013355201,8,8.71,17.42
6013355122,140US06013355122,10,19.12,38.24
6013339003,140US06013339003,25,2.94,5.88
6013351105,140US06013351105,23,6.19,12.38
6001432400,140US06001432400,22,6.26,12.52
6001424001,140US06001424001,32,3.52,7.04
6001433600,140US06001433600,21,3.22,6.44
6001426200,140US06001426200,32,3.54,7.08
6001441800,140US06001441800,17,14.3,28.6
6001401800,140US06001401800,32,4.42,8.84
6001427300,140US06001427300,29,5.6,11.2
6001450701,140US06001450701,0,42.21,84.42
6001451201,140US06001451201,3,23.14,46.28
6001408000,140US06001408000,25,7.83,15.66
6001437500,140US06001437500,18,3.44,6.88
6011000100,140US06011000100,1,24.38,48.76
6061023502,140US06061023502,7,14.27,28.54
6001436601,140US06001436601,19,1.96,3.92
6001436402,140US06001436402,9,10.21,20.42
6001441521,140US06001441521,18,10.22,20.44
6001406800,140US06001406800,31,3.31,6.62
6001408400,140US06001408400,25,3.27,6.54
6099000102,140US06099000102,0,32.37,64.74
6099002701,140US06099002701,3,3.2,6.4
6099001100,140US06099001100,3,1.98,3.96
6099000910,140US06099000910,3,4.83,9.66
6077005003,140US06077005003,9,11.79,23.58
6077003405,140US06077003405,8,4.44,8.88
6077002100,140US06077002100,9,5.13,10.26
6077003215,140US06077003215,8,7.68,15.36
6077002701,140US06077002701,9,6.77,13.54
6001441200,140US06001441200,13,11.85,23.7
6005000500,140US06005000500,0,36.18,72.36
6013363000,140US06013363000,31,7.99,15.98
6013364002,140US06013364002,30,9.41,18.82
6013382000,140US06013382000,32,3.37,6.74
6013307101,140US06013307101,6,15.36,30.72
6013307204,140US06013307204,6,14.21,28.42
6013336101,140US06013336101,14,3.99,7.98
6099001603,140US06099001603,3,7.81,15.62
6099000304,140US06099000304,3,14.05,28.1
6099000803,140US06099000803,8,5.14,10.28
6013315000,140US06013315000,14,4.59,9.18
6013321103,140US06013321103,14,3.63,7.26
6013353001,140US06013353001,25,10.36,20.72
6013349000,140US06013349000,25,7.11,14.22
6013321200,140US06013321200,14,4.09,8.18
6013367200,140US06013367200,31,6.24,12.48
6019005513,140US06019005513,6,6.84,13.68
6019003301,140US06019003301,6,0.99,1.98
6019003900,140US06019003900,6,23.67,47.34
6019006900,140US06019006900,6,15.04,30.08
6107000401,140US06107000401,3,28.04,56.08
6019001800,140US06019001800,6,9.33,18.66
6085507002,140US06085507002,11,11.92,23.84
6085511701,140US06085511701,11,15.39,30.78
6085511702,140US06085511702,11,13.9,27.8
6085508503,140US06085508503,11,10.76,21.52
6085504700,140US06085504700,13,9.49,18.98
6085506000,140US06085506000,11,6.57,13.14
6085505202,140US06085505202,13,8.51,17.02
6085512023,140US06085512023,10,5.57,11.14
6085512052,140US06085512052,10,7.45,14.9
6019005904,140US06019005904,6,8.49,16.98
6085511910,140US06085511910,9,11.8,23.6
6085507206,140US06085507206,12,9.82,19.64
6085504002,140US06085504002,12,3.2,6.4
6085503506,140US06085503506,11,1.66,3.32
6085503902,140US06085503902,12,2.16,4.32
6085503003,140US06085503003,11,8.09,16.18
6085502907,140US06085502907,11,7.83,15.66
6085502901,140US06085502901,12,4.72,9.44
6085502302,140US06085502302,11,4.59,9.18
6085511400,140US06085511400,13,6.4,12.8
6085509403,140US06085509403,13,10.3,20.6
6037920339,140US06037920339,47,16.23,32.46
6085512307,140US06085512307,10,15.46,30.92
6085501300,140US06085501300,12,5.17,10.34
6085506502,140US06085506502,12,5.09,10.18
6037276605,140US06037276605,111,6.34,12.68
6037550801,140US06037550801,124,1.87,3.74
6037500100,140US06037500100,75,11.36,22.72
6037502603,140US06037502603,129,4.04,8.08
6037460001,140US06037460001,78,6.06,12.12
6037403326,140US06037403326,97,10.84,21.68
6037234002,140US06037234002,122,3.62,7.24
6037980033,140US06037980033,84,7.69,15.38
6037408703,140US06037408703,77,12.1,24.2
6037980036,140US06037980036,96,7.87,15.74
6085511918,140US06085511918,8,13.81,27.62
6085502104,140US06085502104,11,1.53,3.06
6085504424,140US06085504424,13,9.55,19.1
6085511502,140US06085511502,11,10.47,20.94
6085512057,140US06085512057,10,6.6,13.2
6085512059,140US06085512059,10,4.45,8.9
6085503222,140US06085503222,11,7.12,14.24
6085508206,140US06085508206,11,8.31,16.62
6037910214,140US06037910214,9,5.66,11.32
6037910216,140US06037910216,9,6.99,13.98
6085512516,140US06085512516,7,23.6,47.2
6085501601,140US06085501601,11,4.1,8.2
6085505902,140US06085505902,11,5.8,11.6
6085512055,140US06085512055,11,6.3,12.6
6085508306,140US06085508306,11,10.19,20.38
6037578000,140US06037578000,111,4.73,9.46
6037670102,140US06037670102,73,2.61,5.22
6037543705,140US06037543705,110,4.64,9.28
6037800324,140US06037800324,74,7.76,15.52
6073017057,140US06073017057,47,8.85,17.7
6073008371,140US06073008371,54,9.96,19.92
6073020032,140US06073020032,21,0,0
6073020033,140US06073020033,21,1.85,3.7
6073018616,140US06073018616,26,2.71,5.42
6037139506,140US06037139506,112,2.81,5.62
6037571201,140US06037571201,109,5.6,11.2
6037602202,140US06037602202,119,3.36,6.72
6037297502,140US06037297502,51,4.08,8.16
6037293206,140US06037293206,92,2.67,5.34
6037577900,140US06037577900,118,3.94,7.88
6037650801,140US06037650801,85,4.04,8.08
6037620703,140US06037620703,80,9.29,18.58
6037543203,140US06037543203,116,6.29,12.58
6037620801,140US06037620801,95,7.66,15.32
6037901300,140US06037901300,9,15.39,30.78
6037460002,140US06037460002,89,5.27,10.54
6037125321,140US06037125321,114,2.1,4.2
6037133102,140US06037133102,110,1.9,3.8
6037131022,140US06037131022,104,1.89,3.78
6037571505,140US06037571505,120,2.15,4.3
6037603902,140US06037603902,113,4.86,9.72
6037541003,140US06037541003,111,4.54,9.08
6037402503,140US06037402503,56,5.89,11.78
6037209202,140US06037209202,129,1.54,3.08
6037980017,140US06037980017,126,0,0
6037536201,140US06037536201,121,3.58,7.16
6075017603,140US06075017603,26,0.82,1.64
6075012503,140US06075012503,26,0.93,1.86
6075061402,140US06075061402,26,3.11,6.22
6075017903,140US06075017903,20,7.88,15.76
6075020801,140US06075020801,27,1.37,2.74
6075061401,140US06075061401,26,1.88,3.76
6075033002,140US06075033002,24,6.63,13.26
6075061504,140US06075061504,27,7.15,14.3
6075016102,140US06075016102,26,1.24,2.48
6075010402,140US06075010402,25,3.42,6.84
6075047904,140US06075047904,22,3.07,6.14
6075012406,140US06075012406,26,0.95,1.9
6075017604,140US06075017604,27,0.43,0.86
6075010102,140US06075010102,25,3.33,6.66
6107000801,140US06107000801,3,10.25,20.5
6107000802,140US06107000802,3,13.24,26.48
6107001010,140US06107001010,3,3.06,6.12
6107001011,140US06107001011,3,3.21,6.42
6107002010,140US06107002010,3,8.09,16.18
6037502604,140US06037502604,131,2.88,5.76
6037276102,140US06037276102,121,1.84,3.68
6037276101,140US06037276101,120,2.87,5.74
6037113239,140US06037113239,87,3.85,7.7
6037403327,140US06037403327,83,9.66,19.32
6037407802,140US06037407802,75,3.25,6.5
6037226701,140US06037226701,122,1.13,2.26
6037800411,140US06037800411,21,0,0
6073021002,140US06073021002,0,48.25,96.5
6073007303,140US06073007303,40,6.74,13.48
6073021401,140US06073021401,41,3.51,7.02
6073005402,140US06073005402,43,1.19,2.38
6073004102,140US06073004102,43,0,0
6073001202,140US06073001202,44,1.1,2.2
6073000901,140US06073000901,44,1.38,2.76
6073008372,140US06073008372,46,13.87,27.74
6073017406,140US06073017406,46,4.55,9.1
6073017408,140US06073017408,47,4.69,9.38
6073018201,140US06073018201,23,2.59,5.18
6073017202,140US06073017202,49,9.41,18.82
6073013317,140US06073013317,35,8.16,16.32
6073010017,140US06073010017,36,5.4,10.8
6073005602,140US06073005602,43,2.63,5.26
6107003201,140US06107003201,5,20.81,41.62
6107003302,140US06107003302,4,12.65,25.3
6107004402,140US06107004402,1,9.94,19.88
6107001303,140US06107001303,3,4.09,8.18
6107001706,140US06107001706,4,2.14,4.28
6107003503,140US06107003503,2,5.61,11.22
6107001304,140US06107001304,3,6.53,13.06
6073019109,140US06073019109,16,15.62,31.24
6073017113,140US06073017113,19,0,0
6073016618,140US06073016618,45,8.2,16.4
6073001201,140US06073001201,45,1.25,2.5
6073013425,140US06073013425,36,12.64,25.28
6073021306,140US06073021306,34,17.48,34.96
6073021102,140US06073021102,1,29.56,59.12
6073010016,140US06073010016,36,13.47,26.94
6073013422,140US06073013422,38,10.03,20.06
6073020310,140US06073020310,20,5.7,11.4
6073020311,140US06073020311,19,9.9,19.8
6073016621,140US06073016621,42,10.66,21.32
6073018805,140US06073018805,20,0,0
6061021324,140US06061021324,8,12.61,25.22
6061020608,140US06061020608,9,13.56,27.12
6093001003,140US06093001003,0,39.84,79.68
6037406300,140US06037406300,78,4.07,8.14
6037542105,140US06037542105,123,4.92,9.84
6037602301,140US06037602301,112,4.39,8.78
6037503103,140US06037503103,121,3.43,6.86
6037602106,140US06037602106,120,2.94,5.88
6037503402,140US06037503402,109,6.55,13.1
6037502005,140US06037502005,100,3.99,7.98
6037462500,140US06037462500,99,2.9,5.8
6037601202,140US06037601202,117,2.55,5.1
6037408626,140US06037408626,82,8.73,17.46
6037501501,140US06037501501,83,7.98,15.96
6037408137,140US06037408137,85,7.84,15.68
6037800202,140US06037800202,69,11.19,22.38
6037406000,140US06037406000,73,2.79,5.58
6037480202,140US06037480202,96,4.77,9.54
6037404501,140US06037404501,68,5.62,11.24
6037431100,140US06037431100,92,6.65,13.3
6037430902,140US06037430902,81,7.96,15.92
6037480101,140US06037480101,95,4.93,9.86
6037461300,140US06037461300,95,2.3,4.6
6037408301,140US06037408301,82,5.85,11.7
6057000601,140US06057000601,1,2.49,4.98
6057001207,140US06057001207,1,28.94,57.88
6057000602,140US06057000602,1,5.27,10.54
6009000221,140US06009000221,0,41.14,82.28
6009000123,140US06009000123,4,0,0
6057001209,140US06057001209,0,33.18,66.36
6057000106,140US06057000106,1,22.45,44.9
6037980034,140US06037980034,132,2.66,5.32
6037604200,140US06037604200,122,2.62,5.24
6037602201,140US06037602201,119,4,8
6037603706,140US06037603706,98,3.82,7.64
6037500203,140US06037500203,94,8.53,17.06
6037920343,140US06037920343,70,11.4,22.8
6037267405,140US06037267405,124,4.12,8.24
6037407201,140US06037407201,84,2.48,4.96
6037482801,140US06037482801,111,4.27,8.54
6037267101,140US06037267101,127,5.82,11.64
6037920340,140US06037920340,65,12.66,25.32
6037113324,140US06037113324,85,1.85,3.7
6037101221,140US06037101221,99,9.2,18.4
6037910608,140US06037910608,9,1.51,3.02
6037911100,140US06037911100,9,13.93,27.86
6037910212,140US06037910212,9,6.27,12.54
6037900509,140US06037900509,9,3.97,7.94
6037900301,140US06037900301,9,6.27,12.54
6037900610,140US06037900610,9,5.78,11.56
6037261103,140US06037261103,108,8.39,16.78
6037901013,140US06037901013,9,8,16
6037920120,140US06037920120,25,22.43,44.86
6037433803,140US06037433803,99,4.95,9.9
6037265522,140US06037265522,126,3.84,7.68
6037406801,140US06037406801,77,4.5,9
6037433505,140US06037433505,95,3.04,6.08
6037265307,140US06037265307,121,3.84,7.68
6037265702,140US06037265702,123,5.68,11.36
6037433103,140US06037433103,99,4.1,8.2
6037208002,140US06037208002,132,0,0
6037199002,140US06037199002,135,3.12,6.24
6037207304,140US06037207304,132,1.24,2.48
6037481403,140US06037481403,103,5.46,10.92
6037481404,140US06037481404,102,6.53,13.06
