GEOID,HospTmDr,HospTmDr2,HospCntDr,HospMinDis
12063,19.41,38.82,5,10.06432691
12064,23.19091703,46.38183407,1.703056769,11.55729596
12065,15.21931921,30.43863842,8.94652215,7.135739017
12066,14.02110874,28.04221749,2.831556504,8.843389308
12067,14.853872,29.707744,4.896,8.777792658
12068,14.24218267,28.48436534,2.009287926,8.319442987
12069,13.65,27.3,2,7.099758341
12070,6.151151515,12.30230303,3.321212122,2.852186861
12071,32.36,64.72,0,11.39686567
12072,22.08835617,44.17671234,2.852359209,11.16684775
12073,,,,
12074,20.12334583,40.24669167,5.246061516,11.12192305
12075,15.23847887,30.47695774,1.204225353,8.141184805
12076,35.85,71.7,0,17.71334531
12077,8.786278228,17.57255646,7,4.081352503
12078,4.059855242,8.119710483,2,2.26374902
12082,18.77,37.54,2,11.17370862
12083,29.02510394,58.05020788,0.925601751,16.25668268
12084,11.57283828,23.14567657,7.02220222,5.123381922
12085,15.5,31,7,9.232719605
12086,8.151211401,16.3024228,4.066508314,3.96878191
12087,26.70562737,53.41125475,3.771863119,12.87097702
12089,18.39,36.78,1,7.584268958
12090,18.96144103,37.92288207,1.046057223,7.788734911
12092,6.029415931,12.05883186,2.040707964,5.560364148
12093,32.14082341,64.28164681,0.030335861,12.61573949
12094,22.1627439,44.3254878,2.037601627,12.47053597
12095,8.724028513,17.44805703,1.981510499,4.923803846
12106,18.95783653,37.91567307,3.575961538,10.76007949
12107,,,,
12108,81.94,163.88,0,33.81871858
12110,9.672608996,19.34521799,8.843796342,4.859996077
12115,26.6,53.2,1,15.96566152
12116,15.3122004,30.62440081,1.561983472,8.720760448
12117,13.79187088,27.58374177,1.74571805,8.186469042
12118,19.05125512,38.10251023,7.881764437,9.950353557
12120,35.42838284,70.85676568,0,21.43399749
12121,18.59993455,37.19986911,3.366492147,10.24966206
12122,28.27970758,56.55941515,0.537392138,13.5339802
12123,21.16151515,42.3230303,4.927975408,11.63466799
12124,26.91,53.82,4,12.7172115
12125,19.15,38.3,1,9.641681268
12128,,,,
12130,19.84358974,39.68717948,5.96794872,14.30512636
12131,32.85033058,65.70066116,0,12.28430496
12132,26.6,53.2,1,15.96566152
12133,,,,
12134,23.22240068,46.44480136,0.856898761,14.95032853
12136,26.50428884,53.00857767,1.015317287,15.87044433
12137,17.57886534,35.15773068,4.799251871,9.505759824
12138,22.58062743,45.16125485,2.381630011,10.77909642
12139,81.94,163.88,0,33.81871858
12140,16.21513554,32.43027109,5.003012048,8.024219957
12141,,,,
12143,20.60837781,41.21675561,4.66454892,12.14996625
12144,8.745180869,17.49036174,7,3.14105654
12147,35.09363958,70.18727916,0.056537102,21.14929652
12148,13.15679137,26.31358274,9,3.987970819
12149,17.37222011,34.74444022,1.000948767,8.070966233
12150,12.61,25.22,7,6.001323218
12151,12.96184675,25.92369351,9.917485266,8.135756264
12153,20.09560976,40.19121952,4.186991868,10.75540908
12154,22.96263804,45.92527608,2.759859772,12.10430257
12155,21.47377906,42.94755812,0.863953489,9.66529438
12156,20.52989333,41.05978667,4.141333333,9.764490547
12157,15.00913594,30.01827188,2.226027399,9.514223009
12158,15.20840691,30.41681382,5.578374921,7.412238243
12159,7.258680629,14.51736126,6.857050314,3.803332908
12160,12.28284065,24.5656813,1.969976905,7.018380614
12161,23.81,47.62,4,12.03752796
12164,81.94,163.88,0,33.81871858
12165,25.52,51.04,3,10.84498725
12166,21.06766575,42.13533149,2.720994476,10.65887455
12167,31.67716574,63.35433147,0.78064067,14.10590783
12168,24.67629301,49.35258602,1.992230854,10.68313769
12169,24.67123457,49.34246914,2.259259259,10.92895254
12170,18.76731938,37.53463876,4.01272578,8.711307176
12172,8.93,17.86,1,5.168402329
12173,17.98445783,35.96891566,1,9.16178178
12174,21.82091743,43.64183485,1.027522936,10.86549196
12175,18.76035087,37.52070175,0.859649123,8.300966987
12176,28.55554688,57.11109375,1.2109375,15.43271136
12177,14.10410256,28.20820512,2.051282052,8.215869846
12180,5.358781662,10.71756332,6.929344132,2.083718303
12181,2.47,4.94,7,0.871835072
12182,8.431140149,16.8622803,7.132224859,3.586273591
12183,4.56,9.12,9,1.453013831
12184,20.84533851,41.69067703,4.658244253,13.9592704
12185,22.10579952,44.21159904,2.081145585,12.40775227
12186,14.66931791,29.33863582,6.578425481,7.517959242
12187,18.61610921,37.23221841,0.66894198,7.841943939
12188,13.04707126,26.09414252,9,5.61883869
12189,7.140319566,14.28063913,7.522863451,2.577837991
12190,34.65,69.3,0,23.00910721
12192,25.48419274,50.96838548,4.229036295,10.76852302
12193,28.85907143,57.71814286,1.021428571,16.30471047
12194,32.36,64.72,0,11.39686567
12195,19.15,38.3,1,9.641681268
12196,17.13393271,34.26786543,5.13225058,9.547208952
12197,28.01174632,56.02349264,1.430147059,11.83187584
12198,10.2323874,20.46477481,6.526685758,4.343306498
12201,3.8,7.6,7,1.191811365
12202,2.769173757,5.538347513,7,0.96064172
12203,5.869713811,11.73942762,7,2.257364291
12204,7.770241102,15.5404822,7.014695752,3.108946292
12205,9.637416363,19.27483273,7.256006692,3.901955995
12206,4.097160127,8.194320254,7,1.315343201
12207,4.236179487,8.472358974,7,1.278253362
12208,1.729911458,3.459822916,7,0.543112965
12209,9.302142692,18.60428538,7,1.089255584
12210,2.991683228,5.983366456,7,0.799623694
12211,9.047708413,18.09541683,7.946379647,3.954105139
12212,11.54,23.08,7,4.505162085
12220,2.33,4.66,7,0.431660707
12222,,,,
12223,,,,
12224,,,,
12226,,,,
12232,,,,
12233,,,,
12234,,,,
12235,,,,
12236,,,,
12237,,,,
12239,,,,
12240,,,,
12245,,,,
12246,,,,
12247,,,,
12248,,,,
12249,,,,
12255,,,,
12257,,,,
12260,,,,
12288,,,,
12301,1.75,3.5,8,1.203837307
12302,8.653480912,17.30696182,7.399234794,3.8220696
12303,8.176716301,16.3534326,7.933167046,3.82668231
12304,6.287896325,12.57579265,7.982418916,2.675197518
12305,2.953304651,5.906609302,8.500134445,1.671575774
12306,8.679245947,17.35849189,8.146545814,4.392966924
12307,3.036974487,6.073948974,8,1.378775162
12308,1.991546513,3.983093026,9.549914954,0.609222134
12309,6.074308848,12.1486177,8.853964548,2.48466863
12345,,,,
12401,5.581100855,11.16220171,2.847866523,2.14158913
12402,4.61899045,9.2379809,3,1.021860816
12404,19.47306864,38.94613728,1.52407787,8.748447677
12405,24.58274194,49.16548387,0.758064516,15.63127489
12406,16.53935152,33.07870304,0.634812287,4.895649449
12407,39.34461538,78.68923077,0,18.08897944
12409,24.97882736,49.95765472,1.003257329,13.46685526
12410,37.29790875,74.59581749,0,13.93508244
12411,12.14606061,24.29212121,2.929292929,5.081777601
12412,30.68080495,61.36160991,0,13.66225842
12413,22.86406417,45.72812834,0.961229947,13.62796979
12414,12.57639743,25.15279487,1.413141026,6.602093868
12416,32.74802817,65.49605634,0.056338028,15.2257762
12417,4.04,8.08,3,1.648647504
12418,30.67,61.34,0,20.8316181
12419,14.28375,28.5675,3,6.463499632
12420,4.64,9.28,1,2.275879359
12421,16.55776224,33.11552447,1,10.96046456
12422,30.67,61.34,0,20.8316181
12423,30.67,61.34,0,20.8316181
12424,37.38013333,74.76026667,0,16.64073148
12427,40.29,80.58,0,17.86194656
12428,2.631259745,5.26251949,1.204854088,2.474649867
12429,14.08,28.16,3,5.84344378
12430,14.78321053,29.56642106,0.631578947,7.517532627
12431,26.52677989,53.05355978,0.985054348,14.4351714
12432,16.81,33.62,3,8.332948947
12433,15.44,30.88,2,9.069179432
12434,17.87536277,35.75072555,0.974763407,11.61735655
12435,6.981807231,13.96361446,2,5.328053092
12436,36.81839025,73.63678049,0,17.86727012
12438,0,0,1,1.26430487
12439,37.27399061,74.54798122,0,21.78300043
12440,17.80091087,35.60182175,2.186092066,8.156946004
12441,45.29,90.58,0,11.20808022
12442,37.60737226,75.21474452,0,17.21903304
12443,13.4833806,26.96676119,2.007532122,5.777876986
12444,37.39,74.78,0,16.63524458
12446,15.08273942,30.16547883,1.306607275,6.902407056
12448,25.01,50.02,1,13.48122675
12449,9.560555555,19.12111111,2,5.066103797
12450,40.29,80.58,0,17.86194656
12451,19.6659283,39.3318566,1.382842508,10.21665061
12452,,,,
12453,18.99746988,37.99493976,3,13.54852968
12454,37.74,75.48,0,22.4560219
12455,4.079694922,8.159389844,0.968361582,2.342872291
12456,20.61,41.22,3,9.964658927
12457,29.68163461,59.36326922,0.430288462,14.53445342
12458,10.6406599,21.28131981,0.976649746,4.741019035
12459,1.02411764,2.04823528,1,1.864024085
12460,32.32928105,64.65856209,0,21.04167196
12461,30.59019793,61.18039585,0.000942507,13.60418734
12463,20.92962025,41.85924051,2.063291139,10.89144908
12464,33.21,66.42,0,15.32992841
12465,40.94712329,81.89424657,0.095890411,10.25456751
12466,4.101326348,8.202652696,3,1.674270167
12468,37.43263565,74.8652713,0.071059432,17.35511593
12469,35.21602252,70.43204503,0,20.55034645
12470,22.64,45.28,1,13.97159088
12471,14.08,28.16,3,5.84344378
12472,13.82762803,27.65525606,2.69541779,6.150508016
12473,22.61373961,45.22747922,1.016620499,13.91726288
12474,17.41,34.82,1,11.4595316
12475,11.29045455,22.58090909,2.081818182,4.972882592
12477,18.02273272,36.04546544,2.850079904,10.0938445
12480,35.59686487,71.19372974,0,14.96584241
12481,30.42813846,60.85627691,0.023076924,13.55989155
12482,21.37744792,42.75489583,1.4921875,11.39414349
12483,6.85,13.7,2,5.281067442
12484,22.60700577,45.21401154,2.225108225,9.928538036
12485,38.17755556,76.35511111,0,17.83782703
12486,17.11,34.22,2,8.062306219
12487,12.98570122,25.97140245,3,5.386236566
12489,7.739512193,15.47902439,1,3.563147236
12490,19,38,3,13.68262024
12491,15.07716523,30.15433046,2.02192639,8.295746898
12492,37.39,74.78,0,16.63524458
12493,14.08,28.16,3,5.84344378
12494,30.66304545,61.3260909,0,13.6230779
12495,25.01,50.02,1,13.48122675
12496,38.26218391,76.52436781,0,21.32521665
12498,18.56364666,37.12729333,1.768830373,9.947847318
12501,35.95789272,71.91578545,0.090038314,5.647068457
12502,24.27755074,48.55510149,1.289580514,11.3677643
12503,27.59,55.18,1,11.90657836
12504,,,,
12506,,,,
12507,12.28,24.56,3,6.591945468
12508,8.674370125,17.34874025,3.764504754,2.619947968
12510,,,,
12511,,,,
12512,12.77173913,25.54347826,2.086956522,5.255253489
12513,12.7,25.4,1,4.86116821
12514,18.22504607,36.45009214,2.460666194,9.116675693
12515,19.0531569,38.1063138,2.081285444,7.566497804
12516,22.82616099,45.65232199,1.974200206,10.19026518
12517,22.7,45.4,2,10.14481197
12518,8.825554508,17.65110902,4.764687402,4.362918681
12520,8.258262107,16.51652421,4.85968661,3.708271299
12521,18.89984762,37.79969524,1.388571428,8.551473034
12522,35.9626766,71.92535319,0.199148936,11.34568184
12523,17.2105703,34.42114061,1.875122911,9.492505032
12524,12.56605017,25.13210034,2.42313851,6.41018052
12525,25.6239247,51.2478494,2.880866426,9.974683839
12526,15.42717935,30.8543587,2.306521739,9.41555976
12527,10.15,20.3,2,3.342472345
12528,9.782351432,19.56470286,3.37917964,3.748976886
12529,24.08053396,48.16106793,1.955574541,8.764855181
12530,12.7,25.4,1,4.86116821
12531,25.71356364,51.42712727,1.866909091,11.22789343
12533,19.21078829,38.42157659,2.583411259,10.61414969
12534,5.491753706,10.98350741,1.089731099,2.571047441
12537,,,,
12538,9.986871329,19.97374266,2.1596651,6.279915254
12540,19.73307787,39.46615574,1.208767627,10.17049196
12541,18.48,36.96,1,9.457998794
12542,13.50120213,27.00240425,2.590438915,5.001444896
12543,13.89070318,27.78140636,3.008142117,8.517205909
12544,12.7,25.4,1,4.86116821
12545,22.86722186,45.73444371,1.883570505,12.32312725
12546,32.35983525,64.71967049,0.097421203,6.003592995
12547,13.40359019,26.80718039,2.628721541,4.957897455
12548,19.63618078,39.27236156,2,7.846086315
12549,15.11266538,30.22533076,3.429502656,9.387916154
12550,4.757447492,9.514894984,4.452151086,2.250434238
12551,0,0,4,0.538944857
12552,10,20,4,7.069575434
12553,7.616374609,15.23274922,4.107469838,3.540722399
12555,10,20,4,7.069575434
12561,19.6028566,39.2057132,2.925705607,8.654105458
12563,20.31036531,40.62073063,3.203934163,7.86895671
12564,29.07155615,58.14311231,0.589605735,13.16675922
12565,12.7,25.4,1,4.86116821
12566,19.94366833,39.88733666,3.033802177,8.355519634
12567,22.96768519,45.93537037,1.11039886,10.80041436
12568,,,,
12569,15.19356221,30.38712442,1.834796077,8.150429363
12570,25.94550487,51.89100975,1.596881091,14.16193093
12571,12.82941354,25.65882709,3.21906924,6.483763702
12572,4.178240738,8.356481477,3,2.129184253
12574,1.87,3.74,3,0.254615338
12575,13.8658956,27.7317912,4.0419652,7.184556175
12577,14.3519086,28.70381721,4.059139785,6.883343678
12578,17.47198347,34.94396693,2.245867769,8.81566771
12580,11.84789141,23.69578282,2.886663152,6.984101701
12581,20.18702794,40.37405589,2.026248941,10.5615741
12582,23.22626099,46.45252198,2.893105044,11.44656207
12583,14.35228426,28.70456852,2.964467005,7.915997828
12584,7.66,15.32,4,3.670989069
12585,24.57586957,49.15173913,1.038043478,12.80598295
12586,15.37574353,30.75148706,3.676530802,9.095319395
12588,,,,
12589,18.38842046,36.77684092,2.662697675,8.475371457
12590,12.5283307,25.05666141,2.168572124,6.639548683
12592,36.10938843,72.21877686,0.112396694,5.868932245
12594,32.89728813,65.79457627,0.02905569,15.54360675
12601,4.036802899,8.073605797,3.590842249,1.955500354
12602,2.47,4.94,4,1.262511573
12603,7.233491556,14.46698311,2.889504221,3.360013444
12604,,,,
12701,5.602052813,11.20410563,2.576412777,4.593521747
12719,27.72598811,55.45197623,1.191679049,13.45189552
12720,12.16,24.32,2,7.227950312
12721,14.78004788,29.56009576,5.079795723,8.625761975
12722,17.87,35.74,4,9.296966568
12723,15.25093451,30.50186902,1.034584253,5.519121679
12724,20.62,41.24,1,11.26914804
12725,39.61413793,79.22827587,0.344827586,12.08078432
12726,2.846522943,5.693045886,1.968011127,4.583606899
12729,11.68624844,23.37249687,2.047678797,5.91301146
12732,28.8171645,57.634329,1.04978355,13.88358759
12733,17.45817099,34.91634198,2,6.878375236
12734,18.4638756,36.9277512,2.007974482,6.486528275
12736,26.29,52.58,1,10.65801893
12737,21.51,43.02,2,10.99272136
12738,15.47108108,30.94216217,2.99099099,8.950658951
12740,31.34824506,62.69649012,0.802699896,12.87637986
12741,25.65693181,51.31386363,1,10.34771443
12742,9.827586212,19.65517242,2,2.727220879
12743,29.2,58.4,1,14.03504527
12745,15.10288889,30.20577778,1,5.777274258
12746,8.222571428,16.44514286,2,4.45603301
12747,18.64044541,37.28089083,2,6.187555004
12748,17.00576271,34.01152542,1.251977401,8.484539561
12749,16.31,32.62,2,3.30160109
12750,13.91,27.82,1,4.589842087
12751,11.4,22.8,2,2.452364896
12752,0,0,2,3.905556043
12754,19.79976917,39.59953833,1.832777636,7.255301025
12758,27.57426147,55.14852294,0.899082569,12.98461206
12759,21.46219731,42.92439462,2,6.975367614
12760,32.74297505,65.48595009,0.370441459,13.08462495
12762,15.2339,30.4678,2,4.176832616
12763,17.19584507,34.39169014,2,8.981336874
12764,11.50655172,23.01310343,1.235249043,8.275983581
12765,28.83,57.66,1,13.73892212
12766,21.73328767,43.46657534,1,11.14915465
12767,26.29,52.58,1,10.65801893
12768,23.86373831,47.72747663,1.29105474,11.08188579
12769,,,,
12770,21.51,43.02,2,10.99272136
12771,4.412198059,8.824396117,3.037945396,2.105346668
12775,13.14198906,26.28397813,3.98632946,8.7194316
12776,29.24894603,58.49789206,0.814603175,12.84734582
12777,17.5035464,35.0070928,2,10.84180795
12778,12.16,24.32,2,7.227950312
12779,17.78547909,35.57095819,2.00174216,5.747746876
12780,14.6201029,29.24020581,2,6.586719518
12781,,,,
12783,17.54641221,35.09282443,2.041984733,6.107611926
12784,,,,
12785,14.61,29.22,2,6.52716486
12786,12.58704486,25.17408971,2,6.823919652
12787,23.09875,46.1975,1.982142857,8.232103165
12788,20.18278969,40.36557939,1.783261803,9.968669291
12789,18.222382,36.44476401,2,7.679488436
12790,17.49483475,34.9896695,3.2923339,9.687872142
12791,20.75586957,41.51173913,1.054347826,11.10487602
12792,29.2,58.4,1,14.03504527
12801,2.761270863,5.522541726,3,0.767597748
12803,5.978793277,11.95758655,3,1.559086199
12804,7.549715386,15.09943077,2.936106876,3.138315974
12808,41.53,83.06,0,28.64489533
12809,21.77488096,43.54976192,1.010119048,10.32194595
12810,45.58,91.16,0,20.96333282
12811,49.05,98.1,0,30.27665063
12812,62.81,125.62,0,39.67498644
12814,31.19264045,62.38528091,0,19.09454682
12815,41.53,83.06,0,28.64489533
12816,30.95681537,61.91363075,0.434187278,13.84441329
12817,35.72406613,71.44813226,0.159964254,24.39339018
12819,45.27,90.54,0,25.33669636
12820,,,,
12821,22.22,44.44,1,12.90282009
12822,21.728413,43.45682601,2.668897387,10.76431662
12823,25.61243243,51.22486487,1.891891892,13.87038368
12824,28.44085714,56.88171428,0.180952381,17.5000748
12827,24.88481777,49.76963554,1,12.68876551
12828,14.39842141,28.79684283,2.860423634,5.537178511
12831,11.61883206,23.23766413,3,6.233291957
12832,32.62483193,65.24966386,0.100193924,17.59145403
12833,14.02679505,28.0535901,2.532572515,5.558537445
12834,26.18499662,52.36999324,1.875084403,13.82091403
12835,30.43834451,60.87668902,0.542031975,16.22579014
12836,41.66643777,83.33287553,0,28.43365704
12837,30.65406529,61.30813057,0.554896142,19.99650415
12838,24.29,48.58,1,11.95588274
12839,10.12305309,20.24610619,2.722447652,4.013123155
12841,45.27,90.54,0,25.33669636
12842,62.81,125.62,0,39.67498644
12843,48.94703264,97.89406528,0,30.00029105
12844,24.03713286,48.07426573,1,12.01117602
12845,13.74386678,27.48773356,2.161214266,8.150405856
12846,18.56,37.12,3,7.950079423
12847,59.11,118.22,0,27.1117114
12848,,,,
12849,34.95547945,69.91095891,0,19.53532198
12850,18.10233386,36.20466772,3.591772152,8.981543428
12851,59.89,119.78,0,26.42820251
12852,59.89,119.78,0,26.42820251
12853,47.3581563,94.7163126,0,30.56929151
12854,35.01,70.02,0,19.55936727
12855,59.89,119.78,0,26.42820251
12856,49.05,98.1,0,30.27665063
12857,53.39061017,106.7812203,0,27.04053933
12858,37.19,74.38,0,26.69788246
12859,17.43527835,34.87055669,2.298969072,7.214328334
12860,42.95996441,85.91992883,0,30.42186952
12861,45.29015779,90.58031558,0,25.09847685
12862,44.82984849,89.65969698,0,28.32104546
12863,12.07,24.14,6,6.762007828
12864,62.81,125.62,0,39.67498644
12865,40.12460119,80.24920237,0.142261905,17.72105803
12866,5.714289734,11.42857947,4.053279736,2.492410709
12870,37.30896373,74.61792746,0,26.78321973
12871,15.25425312,30.50850625,3,8.718854897
12872,37.19,74.38,0,26.69788246
12873,42.20009456,84.40018913,0,18.89533421
12874,41.53,83.06,0,28.64489533
12878,45.58,91.16,0,20.96333282
12883,46.53808863,93.07617727,0,18.2139339
12884,15.34324503,30.68649006,3,9.653063738
12885,26.13299329,52.26598658,0.81402183,16.86312412
12886,49.05,98.1,0,30.27665063
12887,27.89118732,55.78237464,0.937825913,20.27609329
12901,5.033746028,10.06749206,1,2.230377271
12903,4.653809964,9.307619928,1,1.707469343
12910,26.31568928,52.63137857,0.961706783,16.85187252
12911,17.9545,35.909,1.05,11.600434
12912,37.15101868,74.30203737,0.069158879,15.13994829
12913,54.88574324,109.7714865,0,11.05690209
12914,18.46488997,36.92977995,1.102689487,10.96458406
12915,23.75,47.5,1,12.90030599
12916,13.76554455,27.53108911,1,10.53191704
12917,12.17,24.34,1,7.970173001
12918,24.42214487,48.84428975,0.47883349,12.7139513
12919,26.0804622,52.16092439,1,18.09017928
12920,14.4695735,28.93914701,0.974137931,8.984780764
12921,20.39317324,40.78634649,1,12.17447067
12922,0,0,0,22.85186757
12923,39.53,79.06,0,20.99412411
12924,17.72,35.44,1,11.47861134
12926,14.67998022,29.35996043,1,9.15447215
12927,0,0,1,4.99971512
12928,39.07900546,78.15801093,0,18.01174598
12929,39.53,79.06,0,20.99412411
12930,24.53667629,49.07335259,0.988439306,12.74144757
12932,12.76295567,25.52591134,1,6.071472416
12933,,,,
12934,39.53,79.06,0,20.99412411
12935,35.787109,71.57421801,0.287914692,19.91530533
12936,12.97306122,25.94612245,1,6.650199653
12937,18.66,37.32,1,11.03238896
12939,,,,
12941,42.13379032,84.26758064,0,11.7965367
12942,26.78,53.56,1,6.574652017
12943,26.78,53.56,1,6.574652017
12944,20.40663503,40.81327005,1.56858092,12.86514519
12945,15.19123288,30.38246576,1,6.085888813
12946,27.82758112,55.65516223,0.818146493,8.582499155
12950,13.92,27.84,1,6.765356657
12952,38.85508834,77.71017668,0,20.45510436
12953,7.23035497,14.46070994,1,4.715534291
12955,38.01164949,76.02329898,0.096219931,20.21533749
12956,26.6925,53.385,0.741666667,11.89980984
12957,12.50947631,25.01895262,1,10.29054426
12958,26.47204969,52.94409938,1,17.20961938
12959,26.53,53.06,1,17.24711568
12960,27.82315068,55.64630137,0.490410959,11.84382285
12961,30.03,60.06,0,11.73454519
12962,12.34485606,24.68971211,0.997785511,6.574348152
12964,36.81333333,73.62666666,0.696969697,12.59087944
12965,14.02127661,28.04255321,0.531914894,18.19566251
12966,15.18984058,30.37968115,1,10.69597018
12967,25.14757577,50.29515154,0.997979798,14.05933477
12969,21.97878228,43.95756457,1,12.04560802
12970,41.25833334,82.51666668,0,12.62371048
12972,17.53376219,35.06752438,0.962865716,9.77833371
12973,0,0,0,22.85186757
12974,25.53,51.06,1,11.95737393
12975,22.41,44.82,2,13.91506454
12976,38.64,77.28,0,11.63829303
12977,32.77333334,65.54666667,0.333333333,10.14256939
12978,35.71,71.42,0,17.94327234
12979,27.39557994,54.79115988,1,17.90197428
12980,39.23519458,78.47038916,0.016920474,18.89479306
12981,35.74023111,71.48046222,0,17.89825624
12983,16.92967858,33.85935716,0.820609784,8.195996041
12985,25.8229765,51.645953,0.493472585,13.139488
12986,24.16085132,48.32170265,0.958359037,17.68660662
12987,44.37395349,88.74790699,0,11.67585818
12989,39.08104166,78.16208332,0,11.62175176
12992,15.54448323,31.08896645,1,8.8740285
12993,12.2154075,24.43081501,1,6.294305283
12995,,,,
12996,24.55628239,49.11256479,1,11.81733087
12997,59.56410096,119.1282019,0,10.90330538
12998,29.64244019,59.28488038,0.086124402,11.75373618
13020,25.03,50.06,6,16.74298381
13021,5.386701173,10.77340235,1.244813075,2.349733442
13022,,,,
13024,,,,
13026,28.53970194,57.07940387,0.861400894,14.24690936
13027,17.25552623,34.51105246,5.056216853,11.1936461
13028,32.5870751,65.1741502,0,17.46656071
13029,16.30468037,32.60936073,5,10.82485288
13030,22.78465553,45.56931106,5.548538622,11.48234106
13031,12.3814131,24.76282619,6,7.103763501
13032,12.812542,25.62508401,5.234374998,6.776165689
13033,23.43018159,46.86036319,1.010018784,15.42492991
13034,14.18466203,28.36932406,1.587475149,6.37257335
13035,23.88085791,47.76171581,5.793891105,13.59353342
13036,23.06946326,46.13892653,4.42485687,16.59952394
13037,16.25390636,32.50781273,5.830692836,11.09366635
13039,15.77652827,31.55305654,5,9.086882015
13040,24.64068503,49.28137007,1,12.92888325
13041,15.5663482,31.13269641,5,8.610946302
13042,27.56861702,55.13723405,1.138297872,14.32295815
13043,,,,
13044,31.94607115,63.89214229,0.01212611,16.8666325
13045,4.928713212,9.857426423,1.01416842,2.453760832
13051,,,,
13052,23.46128673,46.92257345,1.801418438,10.97267894
13053,15.58545687,31.17091373,1.873915263,10.62742046
13054,15.232,30.46399999,2,5.95748526
13057,9.554666851,19.1093337,5.979077825,5.144856824
13060,15.64415197,31.28830394,5.994572592,9.899669391
13061,23.26563921,46.53127841,1.160511361,11.47843343
13062,16.11,32.22,2,7.566356557
13063,23.81072289,47.62144578,5.558232932,15.05485852
13064,20.04,40.08,1,11.95116825
13065,13.925,27.85,1,8.250675511
13066,13.61824471,27.23648941,5.808941176,6.843316723
13068,15.13626483,30.27252966,2,9.224432525
13069,17.80573035,35.6114607,2.611418534,11.06415541
13071,31.52,63.04,0,15.03311765
13072,22.89413882,45.78827764,1.652956298,11.30596994
13073,16.52399794,33.04799589,1.972935937,7.8509535
13074,15.8490678,31.69813559,1.0224327,10.1313896
13076,25.56143302,51.12286604,4.995846312,19.67239971
13077,9.148498086,18.29699617,2.065051021,4.732086436
13078,11.08499893,22.16999785,5.239724554,5.549008186
13080,16.81940658,33.63881316,4.971797885,10.4230195
13081,31.12662651,62.25325302,0.17900172,14.9475985
13082,18.74029153,37.48058306,5.940768163,10.86700887
13083,33.63998939,67.27997878,0.343949044,24.58960784
13084,15.09425146,30.18850292,5.978962818,10.03014465
13087,10.06882353,20.13764706,2.17647059,5.274716038
13088,7.982299412,15.96459882,5,4.406398244
13089,12.84,25.68,5,6.979017664
13090,13.7502614,27.50052281,5,7.658177079
13092,23.9231734,47.8463468,0.952861953,10.53965689
13093,8.96,17.92,1,5.647696215
13101,13.1094379,26.2188758,1,6.384004407
13102,14.55,29.1,2,10.07217802
13103,28.50251366,57.00502732,1.896174864,19.43534853
13104,15.92566495,31.85132991,5.975182088,8.717355265
13108,16.65598234,33.31196468,6,10.34141697
13110,20.8952,41.7904,6.1424,12.33296529
13111,20.9936919,41.9873838,1,13.31850142
13112,18.95194411,37.90388821,5.626974484,12.71321754
13113,21.21,42.42,1,12.93235838
13114,20.72181849,41.44363697,0.999666333,14.20510848
13115,7.27,14.54,1,4.207554418
13116,12.85,25.7,6,6.573468801
13117,13.31657407,26.63314814,1,6.086283723
13118,25.43753685,50.87507369,0.933281614,12.38746862
13119,10.96,21.92,6,7.980314003
13120,11.96320567,23.92641134,5.987943262,6.026565706
13121,,,,
13122,25.48301741,50.96603481,5.584139262,14.27930911
13123,24.32,48.64,2,12.46817766
13124,23.959375,47.91875,1,13.84442708
13126,5.845103304,11.69020661,1,3.058979146
13131,30.31784477,60.63568954,0.551641791,21.32248351
13132,24.41915581,48.83831162,5.207399688,14.59676165
13134,,,,
13135,22.36070187,44.72140374,5.541161038,14.85605562
13136,23.38095238,46.76190476,1,13.21431676
13137,,,,
13138,22.27,44.54,5,12.92168202
13139,,,,
13140,17.88361111,35.76722221,1.008230453,10.06600619
13141,18.22423631,36.44847263,5.077809799,10.87093892
13142,32.87940081,65.75880162,0.258839406,21.23424378
13143,28.7964851,57.59297021,0.899055919,17.2836665
13144,39.63828075,79.27656151,0,25.08633187
13145,29.83780694,59.67561387,0.291471415,23.85336824
13146,25.04903543,50.09807086,1.753937008,13.55738303
13147,21.84083333,43.68166665,0.68452381,11.68077956
13148,15.72670645,31.45341291,2.256061172,9.719194148
13152,15.32975955,30.65951911,4.833042467,9.468792073
13153,10.96,21.92,6,7.980314003
13154,35.72,71.44,0,15.59854054
13155,24.24476988,48.48953975,1,14.15532476
13156,20.52323909,41.04647819,1,12.25080948
13157,24.32,48.64,2,12.46817766
13158,26.63239584,53.26479167,1.17857143,11.57095248
13159,18.17030116,36.34060233,5.946369636,12.93481216
13160,18.79679819,37.59359638,1,8.747445021
13162,15.09,30.18,2,5.855755694
13163,10.02571429,20.05142858,4.214285714,4.744971261
13164,16.16674258,32.33348515,6,9.900640014
13165,11.25643961,22.51287923,3.390199267,5.968710827
13166,14.16714891,28.33429781,5.260243009,8.037701285
13167,28.25660661,56.51321322,2.387387386,18.2661868
13201,1.76,3.52,5,0.525666936
13202,1.6171,3.234199999,5,0.551009662
13203,1.928924448,3.857848897,5,0.741723976
13204,3.921300511,7.842601021,5.594519275,1.57383119
13205,4.580659376,9.161318751,5.167812499,2.016067349
13206,4.820368166,9.640736331,5.581158637,2.205764231
13207,4.720418686,9.440837373,5.729526042,2.13317939
13208,2.978070259,5.956140518,5.005551833,1.245695561
