GEOID,HEROP_ID,TtlJlPpr,TtlJlAdmr,TtlJlPrtr,TtlJlPp,TtlJlAdm,TtlJlPrt
47187,050US47187,178.81,3937.31,,302,6650,
13013,050US13013,501.39,8372.74,,299,4993,
51165,050US51165,565.91,6509.03,,298.21,3430,
21023,050US21023,898.16,8363.72,,298,2775,
21069,050US21069,898.16,8363.72,,298,2775,
21135,050US21135,898.16,8363.72,,298,2775,
21161,050US21161,898.16,8363.72,,298,2775,
47063,050US47063,717.45,9183.33,,295,3776,
55039,050US55039,445.59,4782.47,,292,3134,
12023,050US12023,656.09,6511.25,,291,2888,
37045,050US37045,460.68,8900.08,,291,5622,
37049,050US37049,471.17,13843.69,,291,8550,
51510,050US51510,262.4,1171.66,,290.69,1298,
47073,050US47073,797.14,7135.79,,290,2596,
47119,050US47119,414.24,8462.96,,286,5843,
47003,050US47003,849.23,9740.76,,285,3269,
21155,050US21155,2271.63,15074.65,,283,1878,
24021,050US24021,149.75,790.15,,282,1488,
47107,050US47107,825.58,5855.14,,282,2000,
22037,050US22037,2207.73,6866.75,,281,874,
12089,050US12089,472.56,4534.21,,279,2677,
45077,050US45077,307.73,3652.91,,278,3300,
51081,050US51081,2473.52,14401.64,,277.38,1615,
51595,050US51595,2473.52,14401.64,,277.38,1615,
6087,050US06087,156.91,5680.04,,275,9955,
21029,050US21029,501.66,7568.68,,275,4149,
55117,050US55117,370.31,3726,,275,2767,
48207,050US48207,8075.45,157795.46,,274,5354,
48231,050US48231,393.42,3526.46,,274,2456,
21045,050US21045,2841.68,17247.84,,273,1657,
21235,050US21235,1186.8,13224.36,,273,3042,
48021,050US48021,405.03,3976.14,,273,2680,
18083,050US18083,1191.05,8254.15,,272,1885,
37101,050US37101,175.38,5102.68,,272,7914,
6041,050US06041,173.36,3464.01,,269,5375,
12131,050US12131,509.32,6263.16,,266,3271,
37077,050US37077,653.59,5169.79,,266,2104,
37159,050US37159,276.82,7131.78,,266,6853,
47013,050US47013,1060.36,9829.46,,263,2438,
51089,050US51089,880.79,6789.73,,262.43,2023,
13129,050US13129,675.38,6722.86,,262,2608,
6023,050US06023,297.9,10610.3,,261,9296,
51057,050US51057,1229.72,12280.2,,260.16,2598,
51097,050US51097,1229.72,12280.2,,260.16,2598,
51115,050US51115,1229.72,12280.2,,260.16,2598,
51119,050US51119,1229.72,12280.2,,260.16,2598,
18029,050US18029,803.68,8735.43,,260,2826,
18085,050US18085,515.05,6271.67,,260,3166,
47043,050US47043,719.48,9665.99,,260,3493,
37179,050US37179,156.92,3594.67,,259,5933,
13223,050US13223,213.26,2960.07,,258,3581,
18005,050US18005,490.1,5022.61,,258,2644,
18109,050US18109,556.67,4997.09,,258,2316,
22117,050US22117,933.43,4761.22,,258,1316,
51107,050US51107,87.29,1555.36,,255.47,4552,
47079,050US47079,1311.66,14562.01,,255,2831,
47143,050US47143,1197.86,14350.81,,255,3055,
48209,050US48209,136,4150.36,,255,7782,
37171,050US37171,574.54,5777.1,,254,2554,
24045,050US24045,373.01,6731.93,,253,4566,
36065,050US36065,176.57,2840.55,,253,4070,
6113,050US06113,160.45,4608.52,,252,7238,
5069,050US05069,615.45,9035.63,,251,3685,
37163,050US37163,685.38,12325.91,,250,4496,
12035,050US12035,352.07,4278.6,,249,3026,
47177,050US47177,939.37,10974.46,,249,2909,
18059,050US18059,465.58,5479.94,,248,2919,
31079,050US31079,645.83,11479.17,,248,4408,
21051,050US21051,1841.32,23592.81,,246,3152,
18095,050US18095,291.59,5517.54,,245,4636,
13009,050US13009,825.3,11317.44,,244,3346,
21095,050US21095,1558.41,12128.76,,244,1899,
6055,050US06055,284.5,6158.96,,242,5239,
47019,050US47019,683.09,7437.83,,242,2635,
12051,050US12051,881.98,8380.6,,241,2290,
21197,050US21197,2887.74,35795.93,,240,2975,
17019,050US17019,164.76,2441.8,,239,3542,
37057,050US37057,218.2,5703.36,,239,6247,
21049,050US21049,1001.62,14806.92,,235,3474,
48001,050US48001,587.24,4980.26,,235,1993,
47045,050US47045,1023.82,14764.04,,233,3360,
21081,050US21081,1418.57,7571.85,,231,1233,
29031,050US29031,428.95,12506.27,,231,6735,
34009,050US34009,426.91,3903.16,,231,2112,
40037,050US40037,503.35,8418.51,,229,3830,
48361,050US48361,427.49,8768.29,,229,4697,
13179,050US13179,504.84,9011.1,,226,4034,
47053,050US47053,710.02,10838.83,,226,3450,
24027,050US24027,102.53,1171.98,,225,2572,
37157,050US37157,393.91,7118.47,,225,4066,
21055,050US21055,4127.51,17007.55,,224,923,
55139,050US55139,198.81,2747.9,,224,3096,
47141,050US47141,403.61,6948.59,,222,3822,
48203,050US48203,505.08,5030.37,,222,2211,
18065,050US18065,708.4,6180.08,,221,1928,
24017,050US24017,194.09,2232.53,,221,2542,
36093,050US36093,214.31,608.03,,221,627,
18177,050US18177,534.8,5238.59,,220,2155,
21009,050US21009,783.59,17295.91,,220,4856,
21073,050US21073,663.59,6129.16,,220,2032,
54023,050US54023,444.99,3114.9,,219,1533,
54027,050US54027,444.99,3114.9,,219,1533,
54031,050US54031,444.99,3114.9,,219,1533,
54057,050US54057,444.99,3114.9,,219,1533,
54071,050US54071,444.99,3114.9,,219,1533,
13081,050US13081,1811.65,22207.38,,217,2660,
18105,050US18105,213.33,4892.79,,216,4954,
21213,050US21213,1673.18,24151.68,,214,3089,
48349,050US48349,635.15,6173.39,,214,2080,
37085,050US37085,233,2848.14,,210,2567,
24037,050US24037,272.75,1522.4,,208,1161,
45073,050US45073,431.7,3930.93,,208,1894,
6045,050US06045,396.02,7914.67,,207,4137,
40131,050US40131,325.65,5690.98,,206,3600,
48005,050US48005,378.5,5133.58,,206,2794,
48409,050US48409,462.5,7941,,206,3537,
13295,050US13295,471.67,5883.16,,205,2557,
24001,050US24001,473.63,3763.6,,205,1629,
25003,050US25003,258.95,688.42,,205,545,
5125,050US05125,254,7404.9,,203,5918,
12063,050US12063,661.52,8391.18,,203,2575,
22099,050US22099,628.62,3561.14,,203,1150,
36111,050US36111,171.64,2000.46,,203,2366,
22007,050US22007,1537.52,7264.76,,200,945,
39009,050US39009,203.13,3187.18,,200,3138,
39073,050US39073,203.13,3187.18,,200,3138,
39115,050US39115,203.13,3187.18,,200,3138,
39127,050US39127,203.13,3187.18,,200,3138,
39163,050US39163,203.13,3187.18,,200,3138,
48223,050US48223,857.08,7105.21,,200,1658,
48265,050US48265,659.74,10572.32,,200,3205,
6033,050US06033,503.54,8891.7,,199,3514,
37017,050US37017,1131,9309.46,,199,1638,
13071,050US13071,685.17,11471.38,,198,3315,
13175,050US13175,644.06,3723.8,,197,1139,
17113,050US17113,169.16,4693.62,,197,5466,
18023,050US18023,967.58,6252.46,,197,1273,
18113,050US18113,666.58,9846.38,,197,2910,
21177,050US21177,1028.99,9548.18,,197,1828,
48397,050US48397,241.5,406.99,,197,332,
13047,050US13047,447.93,5139.75,,196,2249,
21173,050US21173,1077.81,13786.09,,196,2507,
37047,050US37047,630.73,10703.14,,196,3326,
47025,050US47025,940.5,10523.03,,196,2193,
13233,050US13233,699.65,9274.87,,195,2585,
18017,050US18017,831.38,7763.8,,195,1821,
42085,050US42085,288.24,3283.61,,194,2210,
48373,050US48373,563.56,20567.05,,194,7080,
48463,050US48463,1262.28,12264.95,,194,1885,
55135,050US55135,602.56,9162.63,,194,2950,
21217,050US21217,1168.28,19552.06,,193,3230,
33013,050US33013,189.84,2525.92,,193,2568,
37139,050US37139,731.71,5312.5,,192,1394,
6101,050US06101,307.01,6910.24,,191,4299,
13277,050US13277,728.42,23877.81,,191,6261,
47077,050US47077,1092.43,1590.03,,191,278,
13261,050US13261,1033.96,10339.57,,190,1900,
36027,050US36027,96.74,469.96,,190,923,
48221,050US48221,494.2,6494.82,,190,2497,
22089,050US22089,568.46,10641.24,,189,3538,
37107,050US37107,577.52,7070.83,,189,2314,
48471,050US48471,325.02,5606.09,,189,3260,
48497,050US48497,391,6024.25,,189,2912,
55115,050US55115,753.51,9779.56,,188,2440,
8067,050US08067,506.06,8189,,187,3026,
24013,050US24013,166.16,1404.78,,187,1581,
47099,050US47099,666.05,11041.46,,187,3100,
22125,050US22125,1708.46,10360.98,,186,1128,
21131,050US21131,2930.46,36828.77,,185,2325,
28033,050US28033,145.31,8769.79,,185,11165,
55073,050US55073,214.13,5235.07,,185,4523,
36091,050US36091,119.57,530.27,,184,816,
13103,050US13103,401.97,4801.65,,183,2186,
18071,050US18071,636.1,5676.25,,183,1633,
22087,050US22087,624.81,6814.51,,182,1985,
37125,050US37125,296.93,5364.31,,182,3288,
21027,050US21027,1407.14,10751.77,,181,1383,
22001,050US22001,510.32,6978.12,,181,2475,
36083,050US36083,171.98,889.36,,181,936,
48073,050US48073,572.33,6412.65,,181,2028,
21021,050US21021,914.45,10572.04,,180,2081,
47051,050US47051,649.7,14333.15,,180,3971,
55089,050US55089,314.87,5422.71,,180,3100,
55131,050US55131,205.99,4828.11,,180,4219,
21043,050US21043,1101.2,9074.13,,179,1475,
24015,050US24015,263.16,2691.86,,179,1831,
55035,050US55035,250.39,5320.09,,178,3782,
13257,050US13257,1092.26,10749.77,,177,1742,
48493,050US48493,521.88,4502.3,,177,1527,
48505,050US48505,2117.98,60524.11,,177,5058,
48013,050US48013,548.71,3541.7,,176,1136,
18077,050US18077,824.31,7536.5,,175,1600,
48071,050US48071,522.22,6260.63,,175,2098,
47103,050US47103,777.49,11815.2,,173,2629,
37069,050US37069,354.9,5241,,172,2540,
37193,050US37193,427.73,9141.55,,172,3676,
13187,050US13187,722.1,8107.77,,171,1920,
18027,050US18027,858.39,5185.48,,171,1033,
37195,050US37195,351.05,10274.89,,171,5005,
21233,050US21233,2160.38,24666.41,,170,1941,
36013,050US36013,218.9,2798.02,,170,2173,
47111,050US47111,1019.61,9085.97,,169,1506,
25011,050US25011,382.91,3995.44,,168,1753,
45013,050US45013,149.99,3629.21,,168,4065,
25001,050US25001,119.98,663.13,,167,923,
25019,050US25019,119.98,663.13,,167,923,
37027,050US37027,329.86,661.7,,167,335,
37181,050US37181,649.2,8789.46,,167,2261,
40121,050US40121,622.91,13084.92,,166,3487,
22053,050US22053,830.19,7330.82,,165,1457,
23025,050US23025,517.99,4843.98,,165,1543,
41019,050US41019,254.83,6656.37,,165,4310,
13157,050US13157,300.68,5335.24,,164,2910,
47145,050US47145,485.31,10416.36,,164,3520,
22115,050US22115,532.38,7332.53,,163,2245,
21157,050US21157,835.09,8350.95,,162,1620,
21099,050US21099,1313.96,26009.96,,161,3187,
29021,050US29021,303.43,7730.87,,161,4102,
21141,050US21141,940.96,12714.66,,160,2162,
23015,050US23015,367.63,2729.65,,160,1188,
23023,050US23023,367.63,2729.65,,160,1188,
6057,050US06057,273.24,3854.61,,159,2243,
47139,050US47139,1405.09,14430.89,,159,1633,
51740,050US51740,250.22,4870.42,,158.44,3084,
17183,050US17183,359.27,8219.68,,157,3592,
36045,050US36045,208.1,2112.83,,157,1594,
8007,050US08007,1927.83,7105.78,,156,575,
22011,050US22011,677.14,6142.03,,156,1415,
47089,050US47089,431.08,7485.91,,156,2709,
12039,050US12039,574.95,5664.16,,155,1527,
21041,050US21041,2301.41,34224.2,,155,2305,
55127,050US55127,227.25,5047.79,,155,3443,
12121,050US12121,555.78,7228.7,,154,2003,
13039,050US13039,417.71,6037.76,,154,2226,
18107,050US18107,643.81,6705.69,,154,1604,
22095,050US22095,594.59,10312.74,,154,2671,
13137,050US13137,509.3,8941.11,,153,2686,
13293,050US13293,868.33,13200.91,,153,2326,
47017,050US47017,861.34,15124.38,,152,2669,
55085,050US55085,682.13,10097.38,,152,2250,
37161,050US37161,375.57,9063.82,,150,3620,
6109,050US06109,472.87,9365.28,,149,2951,
18021,050US18021,909.65,14346.76,,149,2350,
21001,050US21001,942.56,11133.6,,149,1760,
21057,050US21057,942.56,11133.6,,149,1760,
37109,050US37109,249.65,5725.15,,149,3417,
40123,050US40123,630.23,9136.28,,149,2160,
46102,050US46102,1773.39,,,149,,
13267,050US13267,904.2,10679.37,,148,1748,
37019,050US37019,176.87,7655.72,,148,6406,
48049,050US48049,613.17,9222.36,,148,2226,
21071,050US21071,677.83,15147.32,,147,3285,
22127,050US22127,1745.84,9881.24,,147,832,
48467,050US48467,381.57,5744.32,,147,2213,
55021,050US55021,395.63,8074.07,,147,3000,
12027,050US12027,666.18,9294.58,,146,2037,
13207,050US13207,777.67,12741.02,,146,2392,
37089,050US37089,212.07,6327.16,,146,4356,
47035,050US47035,426.49,12464.58,,146,4267,
55071,050US55071,294.28,4420.21,,146,2193,
23019,050US23019,143.73,4956.33,,145,5000,
25015,050US25015,127.89,578.57,,145,656,
48199,050US48199,404.05,9006.05,,145,3232,
48481,050US48481,566.61,7741,,145,1981,
21035,050US21035,567.91,7134.41,,144,1809,
48097,050US48097,543.15,8019.01,,144,2126,
48449,050US48449,742.96,9488.18,,144,1839,
51163,050US51163,621.02,7965.64,,143.14,1836,
51530,050US51530,621.02,7965.64,,143.14,1836,
51678,050US51678,621.02,7965.64,,143.14,1836,
1001,050US01001,370.59,6696.56,,143,2584,
29101,050US29101,383.94,14391.19,,143,5360,
47131,050US47131,769.77,13613.61,,143,2529,
13213,050US13213,537.78,9043.74,,142,2388,
18031,050US18031,852.03,10302.41,,142,1717,
40017,050US40017,128.52,3900.84,,142,4310,
37093,050US37093,400.03,5634.52,,141,1986,
48499,050US48499,524.96,4653.93,,141,1250,
18011,050US18011,293.3,5350.71,,140,2554,
48217,050US48217,615.43,8611.53,,139,1945,
1049,050US01049,305.4,16226.26,,138,7332,
48473,050US48473,323.65,4791.5,,138,2043,
21231,050US21231,1146.25,15829.99,,137,1892,
37111,050US37111,487.74,9526.86,,137,2676,
37127,050US37127,228.08,7743.15,,137,4651,
21179,050US21179,449.39,12787.89,,136,3870,
37065,050US37065,466.82,10503.55,,136,3060,
18143,050US18143,852.92,10083.4,,135,1596,
22113,050US22113,377.8,3162.34,,135,1130,
48055,050US48055,426.15,7651.76,,135,2424,
12049,050US12049,830.39,10993.37,,134,1774,
13241,050US13241,1332.54,13235.88,,134,1331,
18099,050US18099,470.09,4974.57,,134,1418,
36101,050US36101,234.59,2633.05,,134,1504,
47181,050US47181,1214.54,7169.4,,134,791,
48321,050US48321,613.5,8195.22,,134,1790,
48323,050US48323,369.58,10927.55,,134,3962,
18175,050US18175,746.48,6841.78,,133,1219,
22085,050US22085,1010.18,9965.06,,133,1312,
13107,050US13107,907.28,12248.26,,132,1782,
13143,050US13143,655.05,9145.95,,132,1843,
18061,050US18061,529.55,5740.76,,132,1431,
36011,050US36011,280.2,2901.72,,132,1367,
55111,050US55111,324.46,6076.25,,132,2472,
36075,050US36075,169.96,1859.2,,131,1433,
18069,050US18069,554.47,7677.22,,130,1800,
36019,050US36019,250.5,3472.33,,130,1802,
47081,050US47081,785.59,9384.82,,130,1553,
37031,050US37031,312.57,5757.07,,129,2376,
48277,050US48277,419.44,8044.22,,129,2474,
55063,050US55063,161.77,6680.04,,129,5327,
1093,050US01093,716,727.19,,128,130,
40079,050US40079,418.9,6568.27,,128,2007,
45055,050US45055,303.97,6174.31,,128,2600,
47105,050US47105,387.2,3024.99,,128,1000,
55031,050US55031,453.84,8456.25,,128,2385,
55075,050US55075,511.47,6329.42,,128,1584,
18087,050US18087,520.53,6578.41,,127,1605,
22121,050US22121,702.51,25168.71,,127,4550,
40135,050US40135,517.23,23112.32,,127,5675,
13303,050US13303,989.71,9622.18,,126,1225,
19127,050US19127,515.25,10010.63,,126,2448,
47115,050US47115,698.87,13677.96,,126,2466,
48225,050US48225,942.97,9766.5,,126,1305,
21013,050US21013,849.36,38574.44,,125,5677,
48017,050US48017,3054.74,19305.96,,125,790,
48459,050US48459,473,6697.7,,125,1770,
55055,050US55055,220.55,4877.01,,124,2742,
55109,050US55109,198.81,4967.05,,124,3098,
13017,050US13017,1170.65,10469.21,,123,1100,
24047,050US24047,398.48,3842.29,,123,1186,
41021,050US41021,364.96,12496.28,,122.75,4203,
41027,050US41027,364.96,12496.28,,122.75,4203,
41055,050US41055,364.96,12496.28,,122.75,4203,
41065,050US41065,364.96,12496.28,,122.75,4203,
13087,050US13087,671.36,8667.18,,122,1575,
47007,050US47007,1232.95,5558.36,,122,550,
47185,050US47185,704.75,11420.48,,122,1977,
48007,050US48007,854.4,14076.62,,122,2010,
55005,050US55005,438.71,7677.37,,122,2135,
18129,050US18129,786.99,6601.63,,121,1015,
48241,050US48241,620.07,8552.83,,121,1669,
13025,050US13025,1037.7,13948.46,,120,1613,
37039,050US37039,722.88,12586.56,,119,2072,
13311,050US13311,666.74,9402.19,,118,1664,
36009,050US36009,251.21,1198.59,,118,563,
36089,050US36089,168.36,1421.05,,118,996,
47075,050US47075,1097.98,14692.47,,118,1579,
13205,050US13205,876.54,19148.94,,117,2556,
18055,050US18055,605.65,6020.29,,117,1163,
37167,050US37167,288.69,4093.47,,117,1659,
47049,050US47049,1006.71,11478.23,,117,1334,
37023,050US37023,207.52,7728.5,,116,4320,
48331,050US48331,749.16,7737.02,,116,1198,
12029,050US12029,1115.1,10229.81,,115,1055,
21209,050US21209,290.37,7620.25,,115,3018,
22003,050US22003,780.08,10005.43,,115,1475,
36015,050US36015,226.72,3522.99,,115,1787,
47117,050US47117,497.99,7915.82,,115,1828,
21219,050US21219,1501.58,3556.38,,114,270,
29141,050US29141,910.33,16242.11,,114,2034,
13229,050US13229,897.4,17185.51,,113,2164,
21163,050US21163,567.16,8211.2,,113,1636,
37137,050US37137,1591.33,9998.59,,113,710,
40019,050US40019,373.88,8129.3,,113,2457,
8043,050US08043,349.67,7589.76,,112,2431,
13305,050US13305,564.69,13179.39,,112,2614,
18041,050US18041,779.73,6015.04,,112,864,
36057,050US36057,366.78,3274.82,,112,1000,
47133,050US47133,775.89,9109.8,,112,1315,
51690,050US51690,1345.79,14101.48,,111.66,1170,
12007,050US12007,638.26,10890.69,,111,1894,
40039,050US40039,610.76,12655.44,,111,2300,
47091,050US47091,978.58,9812.22,,111,1113,
13131,050US13131,696.25,8747.39,,110,1382,
47067,050US47067,2681.62,14553.88,,110,597,
47153,050US47153,1046.52,10465.23,,110,1100,
13189,050US13189,823.14,12550.97,,109,1662,
24009,050US24009,177.13,3113.57,,109,1916,
47087,050US47087,1466.43,9309.83,,109,692,
47171,050US47171,1002.48,10346.73,,109,1125,
48477,050US48477,508.4,9976.68,,109,2139,
20103,050US20103,202.01,3161.12,,108,1690,
21109,050US21109,1327.6,15255.07,,108,1241,
21123,050US21123,1115.36,15470.41,,108,1498,
36051,050US36051,268.13,7006.13,,108,2822,
48273,050US48273,531.47,13217.85,,108,2686,
55017,050US55017,255.84,7570.95,,108,3196,
6069,050US06069,239.5,4143.07,,107,1851,
13279,050US13279,644.5,10221.66,,107,1697,
37105,050US37105,257.07,4326.93,,107,1801,
37165,050US37165,501.97,20641.77,,107,4400,
47061,050US47061,1251.46,12725.15,,107,1088,
13169,050US13169,583.96,10362.49,,106,1881,
21003,050US21003,790.1,10629.1,,106,1426,
22047,050US22047,547.18,6473.26,,106,1254,
47069,050US47069,634.24,11470.11,,106,1917,
13033,050US13033,684.17,10453.26,,104,1589,
13091,050US13091,804.46,10806,,104,1397,
13191,050US13191,1604.2,45195.13,,104,2930,
21007,050US21007,2208.07,16220.81,,104,764,
21089,050US21089,484.6,6621.31,,104,1421,
37083,050US37083,359.07,7395.39,,104,2142,
37145,050US37145,425.34,8559.98,,104,2093,
47029,050US47029,458.47,13652.79,,104,3097,
51005,050US51005,711.96,8856.49,,103.54,1288,
51017,050US51017,711.96,8856.49,,103.54,1288,
51580,050US51580,711.96,8856.49,,103.54,1288,
51001,050US51001,542.52,7919.54,,103.03,1504,
5111,050US05111,739.78,13876.32,,103,1932,
6093,050US06093,420.85,11142.44,,103,2727,
13163,050US13163,1079.1,15306.44,,103,1461,
37061,050US37061,346.79,5642.91,,103,1676,
48189,050US48189,501.8,9987.33,,103,2050,
13177,050US13177,463.91,6385.59,,102,1404,
13287,050US13287,1909.75,33458.15,,102,1787,
22031,050US22031,615.76,9852.1,,102,1632,
18183,050US18183,470.64,6994.41,,101,1501,
21113,050US21113,290.75,11068.57,,101,3845,
21239,050US21239,607.19,7911.51,,101,1316,
47055,050US47055,533.52,10247.74,,101,1940,
47183,050US47183,462.18,6067.82,,101,1326,
13001,050US13001,884.25,13139.98,,100,1486,
18145,050US18145,351.64,8639.85,,100,2457,
36069,050US36069,142.54,2963.35,,100,2079,
18001,050US18001,477.38,5063.17,,99,1050,
18173,050US18173,241.34,5389.92,,99,2211,
36105,050US36105,196.49,1905.37,,99,960,
51650,050US51650,109.22,2471.77,,98.67,2233,
13085,050US13085,511.54,8330.72,,98,1596,
37087,050US37087,260.21,10955.34,,98,4126,
37003,050US37003,419.66,9167.6,,97,2119,
48401,050US48401,282.31,9895.52,,97,3400,
55125,050US55125,740.51,10657.3,,97,1396,
12123,050US12123,742.12,9160.48,,96,1185,
47159,050US47159,724.53,11803.77,,96,1564,
55033,050US55033,310.44,6231.41,,96,1927,
55141,050US55141,215.06,6395.9,,96,2855,
51023,050US51023,398.55,4328.13,,95.03,1032,
51045,050US51045,398.55,4328.13,,95.03,1032,
1059,050US01059,479.22,12348.67,,95,2448,
6035,050US06035,472.9,5480.61,,95,1101,
37153,050US37153,354.9,8965.93,,95,2400,
40091,050US40091,837.59,16002.47,,95,1815,
48123,050US48123,786.29,10511.5,,95,1270,
55083,050US55083,389.84,6565.72,,95,1600,
13105,050US13105,783.46,13643.94,,94,1637,
13119,050US13119,619.48,13509.95,,94,2050,
13225,050US13225,499.89,9907.47,,94,1863,
18133,050US18133,379.31,5306.27,,94,1315,
37169,050US37169,335.35,7128.08,,94,1998,
55081,050US55081,333.25,9788.35,,94,2761,
24019,050US24019,476.65,3008.56,,93,587,
40097,050US40097,377.07,8591.47,,93,2119,
48025,050US48025,436.66,6977.18,,93,1486,
13195,050US13195,463.62,8833.9,,92,1753,
18051,050US18051,445.2,7757.08,,92,1603,
37033,050US37033,656.44,7720.3,,92,1082,
37135,050US37135,88.27,287.83,,92,300,
45087,050US45087,560.05,1205.33,,92,198,
1019,050US01019,594.11,11973.62,,91,1834,
6009,050US06009,343.12,6014.1,,91,1595,
18079,050US18079,517.84,13458.15,,91,2365,
36113,050US36113,224.83,2438.54,,91,987,
48099,050US48099,153.16,3014.39,,91,1791,
6103,050US06103,226.89,6429.41,,89,2522,
12129,050US12129,380.13,4091.74,,89,958,
36087,050US36087,43.96,1016.94,,89,2059,
48143,050US48143,297.3,5555.18,,89,1663,
5005,050US05005,377.8,5581.08,,88,1300,
18103,050US18103,381.51,6281.97,,88,1449,
20037,050US20037,341.2,9468.42,,88,2442,
21207,050US21207,805.57,18637.86,,88,2036,
18033,050US18033,315.41,4430.27,,87,1222,
40115,050US40115,469.81,8613.24,,87,1595,
47021,050US47021,312.85,9816.97,,87,2730,
47085,050US47085,726.63,16044.43,,87,1921,
48415,050US48415,815.29,10617.56,,87,1133,
8083,050US08083,555.45,15371.7,,86,2380,
48325,050US48325,249.05,6559.32,,86,2265,
48503,050US48503,795.71,13443.75,,86,1453,
8045,050US08045,209.13,6650.43,,85,2703,
18151,050US18151,395.33,5813.68,,85,1250,
36025,050US36025,313.25,2093.24,,85,568,
47121,050US47121,1035.2,11070.52,,85,909,
48259,050US48259,278.17,6057.53,,85,1851,
55095,050US55095,302.32,5388.39,,85,1515,
18123,050US18123,685.15,7455.14,,84,914,
37117,050US37117,678.46,10184.96,,84,1261,
38105,050US38105,346.04,14273.94,,84,3465,
48127,050US48127,1664.68,23047.96,,84,1163,
8003,050US08003,765.97,12809.15,,83,1388,
12133,050US12133,498.32,7624.88,,83,1270,
18073,050US18073,396.84,4594.79,,83,961,
18075,050US18075,684.65,6755.75,,83,819,
18131,050US18131,1094.41,1147.15,,83,87,
36017,050US36017,292.84,1121.97,,83,318,
36035,050US36035,250.62,1419.17,,83,470,
47101,050US47101,1051.96,10760.46,,83,849,
47109,050US47109,516.49,12065.96,,83,1939,
37009,050US37009,511,7951.64,,82,1276,
40145,050US40145,148.56,5598.13,,82,3090,
1109,050US01109,358.93,4245.14,,81,958,
48445,050US48445,1131.6,10896.9,,81,780,
13227,050US13227,369.21,7019.57,,80,1521,
48489,050US48489,602.77,203.44,,80,27,
5123,050US05123,542.99,9052.17,,79,1317,
13075,050US13075,718.9,20092.82,,79,2208,
48407,050US48407,465.83,9776.52,,79,1658,
5027,050US05027,542.91,535.95,,78,77,
13123,050US13123,413.97,10030.78,,78,1890,
36033,050US36033,263.91,2534.17,,78,749,
48363,050US48363,439.66,8815.74,,78,1564,
18179,050US18179,447.23,7086.02,,77,1220,
22077,050US22077,633.48,1735.91,,77,211,
13219,050US13219,279.48,4780.64,,76,1300,
18037,050US18037,284.93,3745.36,,76,999,
47057,050US47057,497.61,8799.84,,76,1344,
48057,050US48057,626.39,15750.43,,76,1911,
48353,050US48353,862.95,14011.58,,76,1234,
51143,050US51143,205.58,3177.99,,75.17,1162,
51139,050US51139,513.43,5521.77,,75.13,808,
18093,050US18093,266.21,6864.73,,75,1934,
18101,050US18101,1254.39,6690.08,,75,400,
19045,050US19045,266.58,6397.95,,75,1800,
37113,050US37113,350.71,7079.73,,75,1514,
40023,050US40023,888.63,15864.93,,75,1339,
47161,050US47161,856.65,9594.52,,75,840,
48249,050US48249,312.79,2402.2,,75,576,
6005,050US06005,300.52,5368.75,,74,1322,
37059,050US37059,274.75,5569.17,,74,1500,
37123,050US37123,468.3,10384.76,,74,1641,
47135,050US47135,1417.62,15325.67,,74,800,
47173,050US47173,567.48,13803.68,,74,1800,
48117,050US48117,654.52,11896.34,,74,1345,
48171,050US48171,497.55,9191.15,,74,1367,
51141,050US51141,716.36,5834.31,,73.67,600,
51047,050US51047,214.97,7985.81,,73.3,2723,
18045,050US18045,710.19,11946.69,,73,1228,
21203,050US21203,709.5,14189.91,,73,1460,
37115,050US37115,533.94,8733.18,,73,1194,
37173,050US37173,842.08,15930.33,,73,1381,
13145,050US13145,313.59,7595.82,,72,1744,
17069,050US17069,3425.31,8610.85,,72,181,
18049,050US18049,585.79,6492.56,,72,798,
18159,050US18159,765.22,7120.84,,72,670,
18169,050US18169,382.08,6442.37,,72,1214,
47005,050US47005,763.12,11796.5,,72,1113,
47047,050US47047,264.31,5168.68,,72,1408,
47097,050US47097,445.13,8383.31,,72,1356,
47129,050US47129,518.17,8326.74,,72,1157,
8014,050US08014,136.6,5248.48,,71,2728,
36023,050US36023,227.98,2437.14,,71,759,
40049,050US40049,447.58,15432.14,,71,2448,
48185,050US48185,369.5,5074.16,,71,975,
48227,050US48227,302.1,9041.78,,71,2125,
55029,050US55029,421.12,5290.63,,71,892,
13027,050US13027,698.32,6604.15,,70,662,
18149,050US18149,490.13,6854.78,,70,979,
36043,050US36043,190.99,1399.65,,70,513,
47023,050US47023,609.01,8909,,70,1024,
48395,050US48395,688.23,8583.23,,70,873,
18165,050US18165,721.61,899.39,,69,86,
35047,050US35047,412.43,12169.75,,69,2036,
37055,050US37055,295.76,5615.09,,69,1310,
48159,050US48159,1087.3,8934.76,,69,567,
48281,050US48281,484.96,6915.94,,69,984,
5037,050US05037,661.8,15542.58,,68,1597,
48075,050US48075,1469.95,18093.39,,68,837,
48177,050US48177,564.64,12555.01,,68,1512,
13211,050US13211,518.34,9972.15,,67,1289,
18009,050US18009,940.09,6833.17,,67,487,
22093,050US22093,554.04,6962.71,,67,842,
24041,050US24041,323.16,4712.29,,67,977,
48089,050US48089,559.41,9551.64,,67,1144,
48133,050US48133,615.64,7047.69,,67,767,
8119,050US08119,436.54,14022.09,,66,2120,
18121,050US18121,664.05,7717.07,,66,767,
36053,050US36053,152.38,1519.14,,66,658,
