GEOID,HEROP_ID,TtlJlPpr,TtlJlAdmr,TtlJlPrtr,TtlJlPp,TtlJlAdm,TtlJlPrt
13019,050US13019,560.25,15299.09,,65,1775,
18117,050US18117,543.43,10592.76,,65,1267,
37099,050US37099,229.61,8244.73,,65,2334,
40087,050US40087,223.18,8848.37,,65,2577,
48229,050US48229,2426.28,52706.23,,65,1412,
48287,050US48287,574.81,10063.67,,65,1138,
48297,050US48297,904.54,14876.15,,65,1069,
48337,050US48337,515.63,7044.26,,65,888,
55057,050US55057,390.04,9450.95,,65,1575,
1045,050US01045,207.27,7850.5,,64,2424,
1107,050US01107,527.49,8843.65,,64,1073,
6027,050US06027,583.2,7253.51,,64,796,
55067,050US55067,557.88,11209.9,,64,1286,
13199,050US13199,491.23,10019.49,,63,1285,
13271,050US13271,739.44,7981.22,,63,680,
18137,050US18137,349.98,5005.28,,63,901,
40035,050US40035,720,13748.57,,63,1203,
55123,050US55123,353.46,5672.13,,63,1011,
12047,050US12047,749.79,15140.89,,62,1252,
12065,050US12065,666.88,6174.03,,62,574,
13003,050US13003,1161.92,10119.94,,62,540,
18135,050US18135,417.2,3425.07,,62,509,
37141,050US37141,149.31,3275.29,,62,1360,
21133,050US21133,476.45,10645.94,,61,1363,
24035,050US24035,188.41,2912.56,,61,943,
24039,050US24039,367.25,3106.56,,61,516,
36037,050US36037,167.8,2827.9,,61,1028,
47015,050US47015,645.37,8506.14,,61,804,
55069,050US55069,346.53,8401.98,,61,1479,
55113,050US55113,576.07,16762.68,,61,1775,
13171,050US13171,473.71,10145.27,,60,1285,
13237,050US13237,439.85,7587.42,,60,1035,
13291,050US13291,423.37,5249.79,,60,744,
37189,050US37189,148.81,5580.5,,60,2250,
40107,050US40107,841.75,5611.67,,60,400,
55047,050US55047,531.91,5106.38,,60,576,
55097,050US55097,127.59,3595.88,,60,1691,
13147,050US13147,360.15,7050.42,,59,1155,
18147,050US18147,479.4,5265.3,,59,648,
36115,050US36115,152.95,2680.49,,59,1034,
8087,050US08087,319.82,9583.68,,58,1738,
13011,050US13011,463.67,9896.87,,58,1238,
13133,050US13133,526.17,13499.05,,58,1488,
22091,050US22091,866.97,38565.02,,58,2580,
48035,050US48035,533.38,6547.73,,58,712,
48067,050US48067,342.91,4658.86,,58,788,
48179,050US48179,439.46,13706.62,,58,1809,
13161,050US13161,604.07,9728.7,,57,918,
37007,050US37007,402.6,487.36,,57,69,
48365,050US48365,411.73,7158.34,,57,991,
48389,050US48389,660.64,11300.42,,57,975,
6011,050US06011,408.34,11141.9,,56,1528,
12013,050US12013,644.27,6132.08,,56,533,
28025,050US28025,490.84,10167.41,,56,1160,
36109,050US36109,73.75,915.26,,56,695,
37175,050US37175,302.16,11277.18,,56,2090,
48019,050US48019,445.19,7154.78,,56,900,
48051,050US48051,496.19,10021.27,,56,1131,
48239,050US48239,624.09,10442.44,,56,937,
48495,050US48495,1189.21,19983.01,,56,941,
5057,050US05057,471.94,14218.29,,55,1657,
8085,050US08085,217.68,8636.11,,55,2182,
18015,050US18015,434.61,4274.99,,55,541,
47041,050US47041,412.39,14006.15,,55,1868,
48507,050US48507,953.87,18175.51,,55,1048,
55137,050US55137,370.57,8166.02,,55,1212,
56023,050US56023,443.41,3313.45,,55,411,
37197,050US37197,231.2,6516.53,,54,1522,
48015,050US48015,290.4,5275.61,,54,981,
55041,050US55041,976.67,16494.85,,54,912,
51131,050US51131,811.1,11896.53,,53.93,791,
6105,050US06105,607.17,7137.13,,53,623,
8075,050US08075,388.76,6652.97,,53,907,
13111,050US13111,365.34,9512.65,,53,1380,
18111,050US18111,612.15,7877.11,,53,682,
18153,050US18153,389.05,5490.71,,53,748,
22081,050US22081,1170.75,12083.06,,53,547,
36003,050US36003,178.68,1881.19,,53,558,
36117,050US36117,93.7,1716.61,,53,971,
37079,050US37079,392.1,8293.26,,53,1121,
18125,050US18125,703.75,8120.18,,52,600,
37013,050US37013,199.49,9667.77,,52,2520,
47175,050US47175,1380.78,22676.58,,52,854,
48003,050US48003,442.63,8673.82,,52,1019,
48145,050US48145,482.96,10606.48,,52,1142,
6043,050US06043,541,9801.63,,51,924,
13083,050US13083,501.03,14303.96,,51,1456,
13251,050US13251,585.8,9464.74,,51,824,
13253,050US13253,941.13,11090.61,,51,601,
18181,050US18181,347.41,6757.49,,51,992,
29109,050US29109,215.49,7550.6,,51,1787,
30081,050US30081,186.14,4230.08,,51,1159,
8015,050US08015,399.65,11437.93,,50,1431,
13029,050US13029,158.95,5105.54,,50,1606,
47033,050US47033,580.79,11615.75,,50,1000,
48341,050US48341,382.67,10286.24,,50,1344,
55119,050US55119,415.7,4780.51,,50,575,
18119,050US18119,364.23,4995.17,,49,672,
19049,050US19049,69.63,2084.67,,49,1467,
36079,050US36079,76.35,824.31,,49,529,
48247,050US48247,1737.59,27517.73,,49,776,
55045,050US55045,213.37,2830.39,,49,650,
51175,050US51175,429.08,4414.89,,48.4,498,
6021,050US06021,277.59,6910.71,,48,1195,
13005,050US13005,693.14,1631.77,,48,113,
13055,050US13055,304.99,13248.19,,48,2085,
37037,050US37037,101.77,2883.56,,48,1360,
12077,050US12077,895.07,15311.37,,47,804,
12079,050US12079,411.74,10652.65,,47,1216,
13243,050US13243,1366.68,25065.43,,47,862,
13281,050US13281,691.89,8817.9,,47,599,
21083,050US21083,211.5,12208.62,,47,2713,
29209,050US29209,267.64,7864.02,,47,1381,
47039,050US47039,671.72,12048.02,,47,843,
48219,050US48219,353.73,9279.75,,47,1233,
48289,050US48289,509.93,4111.97,,47,379,
12041,050US12041,391.66,5185.19,,46,609,
37053,050US37053,230.56,5097.49,,46,1017,
48419,050US48419,315.57,6880.7,,46,1003,
48475,050US48475,669.87,18814.62,,46,1292,
51037,050US51037,663.23,7491.9,,45.06,509,
8029,050US08029,251.47,6353.73,,45,1137,
12037,050US12037,591.09,10193.09,,45,776,
20021,050US20021,384.52,13321.37,,45,1559,
21031,050US21031,588.39,11480.13,,45,878,
24011,050US24011,213.08,4200.01,,45,887,
36031,050US36031,198.27,2458.58,,45,558,
40149,050US40149,695.3,12098.27,,45,783,
48253,050US48253,319.81,7675.36,,45,1080,
48285,050US48285,381.1,2794.72,,45,330,
55093,050US55093,157.15,3946.22,,45,1130,
36073,050US36073,173.49,2748.21,,44,697,
37131,050US37131,464.23,6151.09,,44,583,
37149,050US37149,398.15,10152.93,,44,1122,
48165,050US48165,325.23,6652.38,,44,900,
48377,050US48377,1350.52,10497.24,,44,342,
12045,050US12045,447.03,8919.85,,43,858,
13023,050US13023,537.97,7318.9,,43,585,
18013,050US18013,459.4,5961.54,,43,558,
18047,050US18047,301.25,3741.07,,43,534,
36107,050US36107,146.11,1885.89,,43,555,
13159,050US13159,410.56,8465.3,,42,866,
13317,050US13317,736.2,11498.69,,42,656,
18025,050US18025,640.24,11341.46,,42,744,
29117,050US29117,470.69,,,42,,
48279,050US48279,543.97,3587.62,,42,277,
48335,050US48335,683.71,9848.61,,42,605,
55043,050US55043,127.42,3324.94,,42,1096,
13099,050US13099,645.36,11490.63,,41,730,
48069,050US48069,952.82,11945.15,,41,514,
48371,050US48371,420.64,10351.9,,41,1009,
17203,050US17203,170.63,3570.36,,40,837,
24029,050US24029,347.55,2372.06,,40,273,
37091,050US37091,300.64,5291.24,,40,704,
40085,050US40085,639.69,17143.77,,40,1072,
48115,050US48115,508.32,10306.27,,40,811,
48391,050US48391,1003.51,23080.78,,40,920,
55049,050US55049,270.45,6315.08,,40,934,
55077,050US55077,434.69,8715.5,,40,802,
29009,050US29009,187.34,5259.87,,39,1095,
55019,050US55019,192.76,4265.52,,39,863,
13093,050US13093,559.98,11066.9,,38,751,
17109,050US17109,213.2,9879.94,,38,1761,
48305,050US48305,1078.63,10246.95,,38,361,
48425,050US48425,618.39,6183.89,,38,380,
55003,050US55003,385.94,10004.06,,38,985,
55007,050US55007,409.92,6785.33,,38,629,
18139,050US18139,355.84,9040.2,,37,940,
36021,050US36021,98.92,1443.7,,37,540,
37185,050US37185,338.08,6396.2,,37,700,
48149,050US48149,260.86,7402.71,,37,1050,
48161,050US48161,302.24,7033.16,,37,861,
48315,050US48315,664.27,7935.37,,37,442,
8019,050US08019,581.87,15063.84,,36,932,
37199,050US37199,325.56,6854.77,,36,758,
48313,050US48313,397.22,11442.13,,36,1037,
48369,050US48369,598.5,7248.55,,36,436,
55015,050US55015,104.95,4253.27,,36,1459,
8037,050US08037,91.33,3979.44,,35,1525,
8105,050US08105,507.47,10903.29,,35,752,
17149,050US17149,406.88,7463.38,,35,642,
18171,050US18171,673.34,4732.59,,35,246,
37011,050US37011,307.94,8085.52,,35,919,
37041,050US37041,432.95,7570.51,,35,612,
40011,050US40011,710.8,15800.16,,35,778,
47083,050US47083,683.86,11879.64,,35,608,
48299,050US48299,307.4,11241.88,,35,1280,
13149,050US13149,454.61,10161.79,,34,760,
17053,050US17053,414.08,6418.22,,34,527,
24023,050US24023,193.05,3401.09,,34,599,
37005,050US37005,526.32,3761.61,,34,243,
48283,050US48283,731.81,14765.39,,34,686,
55001,050US55001,277.76,8463.36,,34,1036,
13181,050US13181,716.15,3146.7,,33,145,
48387,050US48387,493.13,13777.64,,33,922,
48461,050US48461,1708.96,13671.67,,33,264,
48487,050US48487,410.5,5224.53,,33,420,
13037,050US13037,822.41,8918.02,,32,347,
13273,050US13273,598.35,14341.81,,32,767,
13283,050US13283,787.6,27442.78,,32,1115,
40099,050US40099,383.14,15397.51,,32,1286,
41013,050US41013,208.01,12383,,32,1905,
55121,050US55121,173.99,5252.28,,32,966,
22123,050US22123,536.42,8894.27,,31,514,
36123,050US36123,214.79,2390.36,,31,345,
48083,050US48083,689.2,2890.17,,31,130,
48233,050US48233,247.37,566.55,,31,71,
13043,050US13043,451.06,11456.92,,30,762,
36095,050US36095,161.22,,,30,,
36121,050US36121,117.08,3075.24,,30,788,
47095,050US47095,650.34,2276.18,,30,105,
48103,050US48103,1033.41,9059.59,,30,263,
48237,050US48237,513.61,8560.18,,30,500,
22013,050US22013,382.79,11985.22,,29,908,
36049,050US36049,178.75,714.99,,29,116,
48111,050US48111,671.3,14282.41,,29,617,
48175,050US48175,690.81,7622.68,,29,320,
48379,050US48379,386.36,5155.88,,29,387,
55107,050US55107,357.36,7677.14,,29,623,
13079,050US13079,362.51,6563.96,,28,507,
13269,050US13269,578.15,11377.25,,28,551,
16087,050US16087,444.09,14068.2,,28,887,
28143,050US28143,471.54,18272.15,,28,1085,
36099,050US36099,138.57,3419.78,,28,691,
40075,050US40075,563.15,14521.32,,28,722,
6049,050US06049,581.4,17205,,27,799,
6063,050US06063,257.04,11690.78,,27,1228,
13201,050US13201,792.49,22395.07,,27,763,
13289,050US13289,582.65,8998.71,,27,417,
36039,050US36039,89.7,1820.66,,27,548,
47169,050US47169,313.73,9249.36,,27,796,
48307,050US48307,614.75,9972.68,,27,438,
51183,050US51183,369.2,9005.52,,26.73,652,
51073,050US51073,105.43,1179.51,,26.1,292,
12043,050US12043,338.81,83072.71,,26,6375,
48093,050US48093,320.04,7077.79,,26,575,
48343,050US48343,364.66,2664.8,,26,190,
48405,050US48405,581.79,9442.83,,26,422,
12125,050US12125,245.07,4705.42,,25,480,
13315,050US13315,441.38,5508.47,,25,312,
40073,050US40073,265.51,6711.98,,25,632,
48131,050US48131,406.24,10074.75,,25,620,
18155,050US18155,388.1,9977.36,,24,617,
20087,050US20087,210.66,4529.1,,24,516,
36077,050US36077,59.61,1271.7,,24,512,
48063,050US48063,316.75,9238.48,,24,700,
48399,050US48399,401.27,12004.68,,24,718,
48429,050US48429,406.99,8444.97,,24,498,
48501,050US48501,524.59,8393.44,,24,384,
55103,050US55103,240.65,4833.05,,24,482,
6051,050US06051,261.81,5509.39,,23,484,
8117,050US08117,105.37,6849.32,,23,1495,
55013,050US55013,244.11,11982.59,,23,1129,
51103,050US51103,420.37,6061.17,,22.54,325,
13235,050US13235,345.97,8334.64,,22,530,
37187,050US37187,360.6,10817.9,,22,660,
40117,050US40117,230.34,12469.9,,22,1191,
48457,050US48457,179.84,4258.97,,22,521,
55023,050US55023,231.87,4774.45,,22,453,
8021,050US08021,469.69,1453.81,,21,65,
8081,050US08081,253.96,12298.95,,21,1017,
13141,050US13141,397.2,6317.38,,21,334,
18007,050US18007,386.88,5692.7,,21,309,
47127,050US47127,503.72,9186.86,,21,383,
48333,050US48333,828.08,15772.87,,21,400,
48483,050US48483,741,13902.61,,21,394,
55061,050US55061,166.76,3096.96,,21,390,
55129,050US55129,215.72,7395.99,,21,720,
8049,050US08049,190.1,7622.85,,20,802,
8093,050US08093,173.13,8050.55,,20,930,
13263,050US13263,583.26,2974.63,,20,102,
22023,050US22023,648.72,10444.37,,20,322,
48031,050US48031,267.67,7896.15,,20,590,
55011,050US55011,247.77,5438.55,,20,439,
55099,050US55099,244.35,5510.08,,20,451,
5095,050US05095,509.11,7636.66,,19,285,
8073,050US08073,532.66,25259.32,,19,901,
13167,050US13167,314.99,8570.95,,19,517,
13197,050US13197,413.04,456.52,,19,21,
17041,050US17041,157.96,8538.41,,19,1027,
8039,050US08039,100.67,2779.64,,18,497,
13231,050US13231,138.38,7295.51,,18,949,
40095,050US40095,191.27,26607.16,,18,2504,
55053,050US55053,139.5,6339.61,,18,818,
37043,050US37043,269.93,8748.81,,17,551,
48009,050US48009,316.87,7698.04,,17,413,
55065,050US55065,169.26,5276.78,,17,530,
8051,050US08051,128.11,4427.9,,16,553,
25007,050US25007,130.28,5651.01,,16,694,
46027,050US46027,142.81,8818.28,,16,988,
48357,050US48357,264.99,5250.08,,16,317,
48437,050US48437,365.55,6648.39,,16,291,
17025,050US17025,191.18,6563.85,,15,515,
48065,050US48065,426.38,14553.72,,15,512,
48105,050US48105,852.27,7784.09,,15,137,
48267,050US48267,620.09,7358.41,,15,178,
56035,050US56035,290.87,6631.76,,15,342,
8097,050US08097,127.94,2101.8,,14,230,
8107,050US08107,83.1,5454.65,,14,919,
13309,050US13309,271.69,4929.17,,14,254,
48403,050US48403,252.48,7754.73,,14,430,
48455,050US48455,173.98,1043.87,,14,84,
56039,050US56039,87.96,6056.8,,14,964,
17169,050US17169,310.71,15917.78,,13,666,
40103,050US40103,198.75,12521.02,,13,819,
48351,050US48351,178.35,5089.86,,13,371,
55091,050US55091,302.33,5093.02,,13,219,
36097,050US36097,111.49,1904.67,,12,205,
37103,050US37103,213.71,5930.54,,12,333,
48077,050US48077,191.24,6342.63,,12,398,
48129,050US48129,604.23,17371.6,,12,345,
53043,050US53043,182.12,13310.06,,12,877,
17133,050US17133,50.19,4006.39,,11,878,
48119,050US48119,343.32,7802.75,,11,250,
48317,050US48317,341.83,12834.06,,11,413,
8063,050US08063,246.06,7135.83,,10,290,
48043,050US48043,177.84,18673.31,,10,1050,
13221,050US13221,91.96,19352.2,,9,1894,
18161,050US18161,209.35,5954.87,,9,256,
37075,050US37075,188.48,11895.29,,9,568,
48383,050US48383,442.7,,,9,,
48413,050US48413,641.48,3848.9,,9,54,
48435,050US48435,465.36,16028.96,,9,310,
8009,050US08009,412.58,9128.42,,8,177,
12067,050US12067,156.56,4540.12,,8,232,
13249,050US13249,281.29,210.97,,8,6,
40105,050US40105,139.18,12056.37,,8,693,
47027,050US47027,179.17,15879.06,,8,709,
48443,050US48443,2259.89,7627.12,,8,27,
55051,050US55051,235.29,10617.65,,8,361,
48107,050US48107,230.79,4615.89,,7,140,
48137,050US48137,924.7,25759.58,,7,195,
48421,050US48421,403.23,15092.17,,7,262,
8057,050US08057,777.2,518.13,,6,4,
48417,050US48417,307.22,7680.49,,6,150,
55037,050US55037,216.61,7761.73,,6,215,
56011,050US56011,141.14,4775.35,,6,203,
48109,050US48109,390.62,13281.25,,5,170,
48191,050US48191,300.3,19819.82,,5,330,
17129,050US17129,53.35,3401.36,,4,255,
48059,050US48059,46.39,405.89,,4,35,
48359,050US48359,330.58,25619.83,,4,310,
8113,050US08113,54.24,4881.58,,3,270,
48125,050US48125,299.1,7377.87,,3,74,
13109,050US13109,29.62,1466.23,,2,99,
13319,050US13319,37.74,14716.98,,2,780,
17071,050US17071,56.92,14712.58,,2,517,
17123,050US17123,28.89,4001.73,,2,277,
36041,050US36041,69.44,763.89,,2,22,
48275,050US48275,105.88,11593.44,,2,219,
48327,050US48327,191.94,767.75,,2,8,
48385,050US48385,125.87,,,2,,
13049,050US13049,11.35,,,1,,
48197,050US48197,47.53,9980.99,,1,210,
48295,050US48295,58.69,586.85,,1,10,
48319,050US48319,46.6,4007.46,,1,86,
48433,050US48433,149.48,298.95,,1,2,
8023,050US08023,,9245.74,,,190,
8027,050US08027,,7617.39,,,219,
13065,050US13065,,174384.12,,,7291,
13193,050US13193,,7677.37,,,593,
13321,050US13321,,7169.39,,,907,
47137,050US47137,,7114.09,,,212,
48011,050US48011,,8318.1,,,91,
48079,050US48079,,151732.99,,,2364,
48087,050US48087,,3139.31,,,48,
48151,050US48151,,3307.77,,,69,
48193,050US48193,,10552.98,,,500,
48195,050US48195,,2551.18,,,81,
48211,050US48211,,9035.22,,,177,
48271,050US48271,,8236.54,,,156,
48393,050US48393,,,,,,
48411,050US48411,,8607.24,,,309,
