HEROP_ID,HivMinDis
140US01089010406,13.80373839
140US01073012920,3.526946582
140US01101001900,5.199259176
140US01003010704,12.38693402
140US01095031100,15.17532819
140US01095030801,19.49687188
140US01073012103,8.356233807
140US01073012402,4.585429334
140US01073001100,2.382108078
140US01073010001,4.779875911
140US01073012304,7.093917895
140US01073010002,3.064225825
140US01073003200,3.26119754
140US01073003100,2.919106103
140US01073003002,1.688462796
140US01073014301,3.139120077
140US01073005600,1.027843934
140US01073010100,1.001560991
140US01073003900,2.861013084
140US01073010603,4.543518286
140US01073010500,2.409990662
140US01073011904,3.154460559
140US01073005908,2.039648289
140US01073012602,2.069159101
140US01073002303,0.734211026
140US01073013901,5.003392751
140US01103000100,13.46011343
140US01103005103,17.82600513
140US01103000800,15.49295446
140US01125010500,3.394404593
140US01125012700,1.694096838
140US01125010703,13.75237823
140US01125010203,8.143623707
140US01133965700,35.81420713
140US01065040500,11.7232986
140US01127021500,8.744124379
140US01127020100,5.325779073
140US01071950500,29.93031449
140US01071950700,38.00099712
140US01089001901,13.16592806
140US01089000501,9.075013245
140US01127020200,4.545098694
140US01127021400,9.216619259
140US01089001200,10.07082075
140US01089001500,8.737648506
140US01089001801,13.6944944
140US01089002721,14.05708915
140US01079979100,22.95999158
140US01083020600,13.11824828
140US01129043900,27.10340106
140US01089002400,9.587973844
140US01039962700,12.76248178
140US01015000900,1.80717174
140US01015001600,2.888945037
140US01015002600,13.55808353
140US01053970300,46.55010212
140US01077011502,27.31324939
140US01077011603,26.11170196
140US01077011700,22.73324043
140US01019956000,19.6822023
140US01003010400,28.79416705
140US01003010600,24.40818156
140US01023957000,28.73615185
140US01043965700,11.73850228
140US01043964700,23.09074312
140US01043965100,20.84724608
140US01043965300,26.98568929
140US01009050601,3.323376212
140US01055001200,0.386464453
140US01055001700,3.312442976
140US01055001600,2.417540435
140US01025957901,8.256813588
140US01047956300,34.8239911
140US01055010300,4.855825633
140US01055000900,1.886637882
140US01055000700,2.429252936
140US01055011001,8.33805352
140US01059973400,37.43235676
140US01059973200,52.07485645
140US01055000400,3.186260793
140US01033020901,47.91258645
140US01033020801,34.08130949
140US01049961100,30.01726964
140US01035960400,35.13958961
140US01035960500,34.46947697
140US01121011800,23.47475413
140US01121011000,17.60894543
140US01121010900,19.03323777
140US01057020400,25.17338007
140US01067030400,15.34915401
140US01051030300,16.48738349
140US01087232100,2.951388642
140US01017954700,16.27196407
140US01017953900,12.81794943
140US01041963400,13.19057512
140US01021060200,4.294286327
140US01027959000,3.58183571
140US01061050400,16.24215907
140US01031010800,19.3724115
140US01109188700,11.25528672
140US01081040602,6.708526056
140US01101003200,1.483071386
140US01101001000,4.587327324
140US01101005902,3.854445042
140US01101005402,6.782918731
140US01101006100,5.740925206
140US01101005503,10.74474894
140US01101001700,3.659993655
140US01045021101,14.42216771
140US01045020300,13.45989306
140US01093964100,40.19296908
140US01097003800,13.05446609
140US01097006802,2.683913679
140US01097005300,8.190656665
140US01097000702,4.543638123
140US01097001302,3.008925275
140US01097002301,1.354577208
140US01097002900,1.712835555
140US01097003302,1.896759432
140US01097003606,2.24695161
140US01097003902,4.167298194
140US01097004900,5.683392775
140US01097006103,6.808424183
140US01097003202,1.243853254
140US01097003203,0.928932326
140US01097003707,1.915597878
140US01097007101,5.869931076
140US01069041700,14.25697173
140US01069040500,1.879490563
140US01069041400,1.986702549
140US01029959800,20.28501122
140US01001021000,16.95767313
140US01001020400,0.746877186
140US01001020700,2.601664827
140US01005950500,37.73295821
140US01005950200,31.10487377
140US01081042002,5.150005741
140US01089001401,4.671928444
140US01019955701,19.3585512
140US01047956701,36.22194411
140US01073005910,3.82848831
140US01073011108,2.432306983
140US01073012703,4.341171346
140US01073014001,8.026454856
140US01073012908,5.610142956
140US01051030902,9.475288644
140US01117030304,7.293986795
140US01101000100,4.181353316
140US01101005611,6.059910329
140US01101005612,7.384091835
140US01101005607,8.23763255
140US01097006702,9.755466218
140US01055010601,6.507406297
140US01055010602,10.12408785
140US01001020803,7.380300278
140US01051030101,14.7065577
140US01051030401,16.81537477
140US01043965401,16.80890552
140US01015981902,7.665333647
140US01117030216,3.692260643
140US01117030341,4.16853207
140US01117030408,8.848455612
140US01117030900,11.27334477
140US01117030345,5.669267302
140US01117030407,6.747547722
140US01115040402,13.26473464
140US01083020201,14.80291374
140US01003010906,24.39365599
140US01021060104,4.919029831
140US01025957604,28.81898627
140US01125010705,11.45492196
140US01125010305,8.805669749
140US01107050402,23.78821749
140US01099076102,32.347402
140US01125010304,3.88853129
140US01099076101,27.7226324
140US01109189101,0.831297024
140US01079979501,23.41361398
140US01007010007,24.5039258
140US01007010009,26.77635168
140US01011952202,21.12038599
140US01091972901,1.738575565
140US01083020803,4.106169878
140US01115040302,15.81924749
140US01115040209,17.35983005
140US01115040211,21.49982088
140US01115040213,18.6495177
140US01113030907,5.584083426
140US01113030906,7.582635078
140US01043965501,10.20179111
140US01043965002,22.73438348
140US01003010710,11.34640875
140US01003011503,29.23513361
140US01003011604,19.88199024
140US01003011409,23.6353516
140US01003011416,32.92880042
140US01049960702,13.51378818
140US01049960601,19.49114179
140US01033020705,35.72319797
140US01097006412,6.977596612
140US01097006703,13.42407655
140US01097006106,8.919889347
140US01097006411,4.243835728
140US01097003206,0.385999722
140US01081041002,11.79297328
140US01081041001,6.989024077
140US01081041104,2.403584843
140US01081041902,13.5384064
140US01081041901,10.21189853
140US01015001103,1.566562436
140US01103005602,27.11497934
140US01015002002,8.017295879
140US01019955802,19.21447459
140US01059973701,46.33177078
140US01093964701,28.54610825
140US01077011605,29.48668336
140US01077011402,29.75277135
140US01121011302,15.40021362
140US01121011501,17.22850581
140US01101005412,6.863240466
140US01071950301,37.72813568
140US01095030804,16.39007908
140US01095030101,21.73618793
140US01095030302,29.20191938
140US01095030502,30.15728761
140US01095030203,34.67869423
140US01095031002,21.64833764
140US01095031001,17.19240077
140US01073014205,8.032269143
140US01073011115,0.982551978
140US01073014415,4.852117335
140US01073011805,3.269473159
140US01073011806,3.347612861
140US01073011303,6.121047734
140US01073010604,5.173260818
140US01073011401,4.3487486
140US01117030616,2.36456516
140US01117030612,1.594752296
