GEOID,HEROP_ID,SmokeP
22079,050US22079,0.204
22081,050US22081,0.236
22083,050US22083,0.234
22085,050US22085,0.232
22087,050US22087,0.224
22089,050US22089,0.156
22091,050US22091,0.226
22093,050US22093,0.193
22095,050US22095,0.199
22097,050US22097,0.232
22099,050US22099,0.212
22101,050US22101,0.248
22103,050US22103,0.16
22105,050US22105,0.192
22107,050US22107,0.286
22109,050US22109,0.19
22111,050US22111,0.221
22113,050US22113,0.204
22115,050US22115,0.187
22117,050US22117,0.213
22119,050US22119,0.249
22121,050US22121,0.198
22123,050US22123,0.256
22125,050US22125,0.18
22127,050US22127,0.227
23001,050US23001,0.164
23003,050US23003,0.189
23005,050US23005,0.125
23007,050US23007,0.161
23009,050US23009,0.136
23011,050US23011,0.163
23013,050US23013,0.128
23015,050US23015,0.156
23017,050US23017,0.202
23019,050US23019,0.177
23021,050US23021,0.158
23023,050US23023,0.155
23025,050US23025,0.187
23027,050US23027,0.143
23029,050US23029,0.186
23031,050US23031,0.13
24001,050US24001,0.158
24003,050US24003,0.111
24005,050US24005,0.122
24009,050US24009,0.107
24011,050US24011,0.19
24013,050US24013,0.119
24015,050US24015,0.155
24017,050US24017,0.134
24019,050US24019,0.175
24021,050US24021,0.111
24023,050US24023,0.173
24025,050US24025,0.109
24027,050US24027,0.081
24029,050US24029,0.121
24031,050US24031,0.086
24033,050US24033,0.105
24035,050US24035,0.134
24037,050US24037,0.131
24039,050US24039,0.197
24041,050US24041,0.121
24043,050US24043,0.162
24045,050US24045,0.167
24047,050US24047,0.155
24510,050US24510,0.166
25001,050US25001,0.109
25003,050US25003,0.131
25005,050US25005,0.146
25007,050US25007,0.11
25009,050US25009,0.12
25011,050US25011,0.105
25013,050US25013,0.173
25015,050US25015,0.126
25017,050US25017,0.085
25019,050US25019,0.092
25021,050US25021,0.104
25023,050US25023,0.131
25025,050US25025,0.125
25027,050US25027,0.138
26001,050US26001,0.211
26003,050US26003,0.178
26005,050US26005,0.166
26007,050US26007,0.202
26009,050US26009,0.131
26011,050US26011,0.202
26013,050US26013,0.192
26015,050US26015,0.137
26017,050US26017,0.147
26019,050US26019,0.159
26021,050US26021,0.171
26023,050US26023,0.196
26025,050US26025,0.182
26027,050US26027,0.18
26029,050US26029,0.182
26031,050US26031,0.173
26033,050US26033,0.201
26035,050US26035,0.201
26037,050US26037,0.126
26039,050US26039,0.192
26041,050US26041,0.168
26043,050US26043,0.16
26045,050US26045,0.136
26047,050US26047,0.138
26049,050US26049,0.16
26051,050US26051,0.188
26053,050US26053,0.176
26055,050US26055,0.134
26057,050US26057,0.158
26059,050US26059,0.202
26061,050US26061,0.159
26063,050US26063,0.203
26065,050US26065,0.145
26067,050US26067,0.175
26069,050US26069,0.214
26071,050US26071,0.192
26073,050US26073,0.184
26075,050US26075,0.199
26077,050US26077,0.156
26079,050US26079,0.199
26081,050US26081,0.156
26083,050US26083,0.145
26085,050US26085,0.246
26087,050US26087,0.178
26089,050US26089,0.11
26091,050US26091,0.167
26093,050US26093,0.135
26095,050US26095,0.211
26097,050US26097,0.171
26099,050US26099,0.191
26101,050US26101,0.174
26103,050US26103,0.159
26105,050US26105,0.18
26107,050US26107,0.198
26109,050US26109,0.202
26111,050US26111,0.154
26113,050US26113,0.205
26115,050US26115,0.183
26117,050US26117,0.209
26119,050US26119,0.207
26121,050US26121,0.204
26123,050US26123,0.188
26125,050US26125,0.123
26127,050US26127,0.18
26129,050US26129,0.205
26131,050US26131,0.209
26133,050US26133,0.199
26135,050US26135,0.197
26137,050US26137,0.216
26139,050US26139,0.148
26141,050US26141,0.191
26143,050US26143,0.182
26145,050US26145,0.205
26147,050US26147,0.16
26149,050US26149,0.215
26151,050US26151,0.226
26153,050US26153,0.217
26155,050US26155,0.168
26157,050US26157,0.207
26159,050US26159,0.203
26161,050US26161,0.121
26163,050US26163,0.188
26165,050US26165,0.193
27001,050US27001,0.189
27003,050US27003,0.116
27005,050US27005,0.155
27007,050US27007,0.177
27009,050US27009,0.139
27011,050US27011,0.17
27013,050US27013,0.185
27015,050US27015,0.183
27017,050US27017,0.158
27019,050US27019,0.11
27021,050US27021,0.182
27023,050US27023,0.136
27025,050US27025,0.167
27027,050US27027,0.142
27029,050US27029,0.172
27031,050US27031,0.123
27033,050US27033,0.184
27035,050US27035,0.17
27037,050US27037,0.113
27039,050US27039,0.126
27041,050US27041,0.172
27043,050US27043,0.14
27045,050US27045,0.162
27047,050US27047,0.176
27049,050US27049,0.146
27051,050US27051,0.167
27053,050US27053,0.121
27055,050US27055,0.178
27057,050US27057,0.161
27059,050US27059,0.161
27061,050US27061,0.152
27063,050US27063,0.132
27065,050US27065,0.192
27067,050US27067,0.144
27069,050US27069,0.17
27071,050US27071,0.184
27073,050US27073,0.156
27075,050US27075,0.149
27077,050US27077,0.166
27079,050US27079,0.195
27081,050US27081,0.176
27083,050US27083,0.154
27085,050US27085,0.152
27087,050US27087,0.262
27089,050US27089,0.175
27091,050US27091,0.153
27093,050US27093,0.157
27095,050US27095,0.198
27097,050US27097,0.16
27099,050US27099,0.17
27101,050US27101,0.181
27103,050US27103,0.15
27105,050US27105,0.179
27107,050US27107,0.168
27109,050US27109,0.126
27111,050US27111,0.197
27113,050US27113,0.148
27115,050US27115,0.171
27117,050US27117,0.17
27119,050US27119,0.15
27121,050US27121,0.174
27123,050US27123,0.158
27125,050US27125,0.164
27127,050US27127,0.164
27129,050US27129,0.183
27131,050US27131,0.147
27133,050US27133,0.171
27135,050US27135,0.138
27137,050US27137,0.169
27139,050US27139,0.14
27141,050US27141,0.149
27143,050US27143,0.167
27145,050US27145,0.154
27147,050US27147,0.125
27149,050US27149,0.159
27151,050US27151,0.16
27153,050US27153,0.173
27155,050US27155,0.161
27157,050US27157,0.132
27159,050US27159,0.188
27161,050US27161,0.159
27163,050US27163,0.091
27165,050US27165,0.173
27167,050US27167,0.177
27169,050US27169,0.164
27171,050US27171,0.14
27173,050US27173,0.172
28001,050US28001,0.189
28003,050US28003,0.185
28005,050US28005,0.229
28007,050US28007,0.205
28009,050US28009,0.179
28011,050US28011,0.169
28013,050US28013,0.227
28015,050US28015,0.236
28017,050US28017,0.218
28019,050US28019,0.193
28021,050US28021,0.192
28023,050US28023,0.19
28025,050US28025,0.214
28027,050US28027,0.24
28029,050US28029,0.184
28031,050US28031,0.196
28033,050US28033,0.148
28035,050US28035,0.169
28037,050US28037,0.214
28039,050US28039,0.181
28041,050US28041,0.203
28043,050US28043,0.221
28045,050US28045,0.198
28047,050US28047,0.182
28049,050US28049,0.207
28051,050US28051,0.24
28053,050US28053,0.26
28055,050US28055,0.241
28057,050US28057,0.199
28059,050US28059,0.17
28061,050US28061,0.197
28063,050US28063,0.218
28065,050US28065,0.204
28067,050US28067,0.164
28069,050US28069,0.193
28071,050US28071,0.149
28073,050US28073,0.17
28075,050US28075,0.205
28077,050US28077,0.227
28079,050US28079,0.214
28081,050US28081,0.181
28083,050US28083,0.253
28085,050US28085,0.205
28087,050US28087,0.178
28089,050US28089,0.136
28091,050US28091,0.225
28093,050US28093,0.208
28095,050US28095,0.202
28097,050US28097,0.224
28099,050US28099,0.241
28101,050US28101,0.223
28103,050US28103,0.214
28105,050US28105,0.185
28107,050US28107,0.206
28109,050US28109,0.184
28111,050US28111,0.23
28113,050US28113,0.229
28115,050US28115,0.178
28117,050US28117,0.199
28119,050US28119,0.234
28121,050US28121,0.161
28123,050US28123,0.212
28125,050US28125,0.249
28127,050US28127,0.201
28129,050US28129,0.221
28131,050US28131,0.201
28133,050US28133,0.228
28135,050US28135,0.229
28137,050US28137,0.195
28139,050US28139,0.211
28141,050US28141,0.194
28143,050US28143,0.24
28145,050US28145,0.162
28147,050US28147,0.21
28149,050US28149,0.179
28151,050US28151,0.19
28153,050US28153,0.206
28155,050US28155,0.194
28157,050US28157,0.234
28159,050US28159,0.219
28161,050US28161,0.215
28163,050US28163,0.235
29001,050US29001,0.205
29003,050US29003,0.187
29005,050US29005,0.213
29007,050US29007,0.262
29009,050US29009,0.212
29011,050US29011,0.253
29013,050US29013,0.208
29015,050US29015,0.225
29017,050US29017,0.26
29019,050US29019,0.15
29021,050US29021,0.202
29023,050US29023,0.229
29025,050US29025,0.209
29027,050US29027,0.222
29029,050US29029,0.205
29031,050US29031,0.22
29033,050US29033,0.213
29035,050US29035,0.227
29037,050US29037,0.162
29039,050US29039,0.247
29041,050US29041,0.178
29043,050US29043,0.204
29045,050US29045,0.249
29047,050US29047,0.173
29049,050US29049,0.21
29051,050US29051,0.161
29053,050US29053,0.212
29055,050US29055,0.259
29057,050US29057,0.243
29059,050US29059,0.233
29061,050US29061,0.246
29063,050US29063,0.197
29065,050US29065,0.232
29067,050US29067,0.231
29069,050US29069,0.236
29071,050US29071,0.174
29073,050US29073,0.188
29075,050US29075,0.23
29077,050US29077,0.167
29079,050US29079,0.222
29081,050US29081,0.217
29083,050US29083,0.201
29085,050US29085,0.263
29087,050US29087,0.226
29089,050US29089,0.212
29091,050US29091,0.252
29093,050US29093,0.202
29095,050US29095,0.158
29097,050US29097,0.211
29099,050US29099,0.198
29101,050US29101,0.178
29103,050US29103,0.269
29105,050US29105,0.238
29107,050US29107,0.206
29109,050US29109,0.205
29111,050US29111,0.239
29113,050US29113,0.189
29115,050US29115,0.234
29117,050US29117,0.189
29119,050US29119,0.252
29121,050US29121,0.211
29123,050US29123,0.224
29125,050US29125,0.246
29127,050US29127,0.217
29129,050US29129,0.198
29131,050US29131,0.237
29133,050US29133,0.289
29135,050US29135,0.213
29137,050US29137,0.224
29139,050US29139,0.23
29141,050US29141,0.234
29143,050US29143,0.254
29145,050US29145,0.18
29147,050US29147,0.221
29149,050US29149,0.259
29151,050US29151,0.195
29153,050US29153,0.296
29155,050US29155,0.26
29157,050US29157,0.2
29159,050US29159,0.194
29161,050US29161,0.208
29163,050US29163,0.226
29165,050US29165,0.149
29167,050US29167,0.245
29169,050US29169,0.18
29171,050US29171,0.196
29173,050US29173,0.212
29175,050US29175,0.215
29177,050US29177,0.197
29179,050US29179,0.263
29181,050US29181,0.261
29183,050US29183,0.158
29185,050US29185,0.237
29186,050US29186,0.21
29187,050US29187,0.228
29189,050US29189,0.166
29195,050US29195,0.19
29197,050US29197,0.198
29199,050US29199,0.232
29201,050US29201,0.216
29203,050US29203,0.253
29205,050US29205,0.23
29207,050US29207,0.255
29209,050US29209,0.203
29211,050US29211,0.231
29213,050US29213,0.217
29215,050US29215,0.219
29217,050US29217,0.231
29219,050US29219,0.204
29221,050US29221,0.241
29223,050US29223,0.217
29225,050US29225,0.193
29227,050US29227,0.214
29229,050US29229,0.232
29510,050US29510,0.185
30001,050US30001,0.149
30003,050US30003,0.234
30005,050US30005,0.218
30007,050US30007,0.171
30009,050US30009,0.143
30011,050US30011,0.167
30013,050US30013,0.164
30015,050US30015,0.176
30017,050US30017,0.159
30019,050US30019,0.161
30021,050US30021,0.173
30023,050US30023,0.164
30025,050US30025,0.161
30027,050US30027,0.147
30029,050US30029,0.17
30031,050US30031,0.123
30033,050US30033,0.175
30035,050US30035,0.304
30037,050US30037,0.2
30039,050US30039,0.174
30041,050US30041,0.201
30043,050US30043,0.137
30045,050US30045,0.158
30047,050US30047,0.187
30049,050US30049,0.113
30051,050US30051,0.251
30053,050US30053,0.212
30055,050US30055,0.151
30057,050US30057,0.147
30059,050US30059,0.142
30061,050US30061,0.175
30063,050US30063,0.138
30065,050US30065,0.178
30067,050US30067,0.15
30069,050US30069,0.163
30071,050US30071,0.16
30073,050US30073,0.182
30075,050US30075,0.204
30077,050US30077,0.194
30079,050US30079,0.211
30081,050US30081,0.129
30083,050US30083,0.156
30085,050US30085,0.285
30087,050US30087,0.239
30089,050US30089,0.171
30091,050US30091,0.133
30093,050US30093,0.153
30095,050US30095,0.116
30097,050US30097,0.134
30099,050US30099,0.168
30101,050US30101,0.203
30103,050US30103,0.143
30105,050US30105,0.158
30107,050US30107,0.188
30109,050US30109,0.184
30111,050US30111,0.174
31001,050US31001,0.151
31003,050US31003,0.151
31005,050US31005,0.139
31007,050US31007,0.123
31009,050US31009,0.166
31011,050US31011,0.155
31013,050US31013,0.154
31015,050US31015,0.169
31017,050US31017,0.148
31019,050US31019,0.178
31021,050US31021,0.16
31023,050US31023,0.143
31025,050US31025,0.129
31027,050US31027,0.16
31029,050US31029,0.165
31031,050US31031,0.199
31033,050US31033,0.158
31035,050US31035,0.172
31037,050US31037,0.161
31039,050US31039,0.16
31041,050US31041,0.164
31043,050US31043,0.172
31045,050US31045,0.156
31047,050US31047,0.167
31049,050US31049,0.141
31051,050US31051,0.161
31053,050US31053,0.164
31055,050US31055,0.141
31057,050US31057,0.165
31059,050US31059,0.157
31061,050US31061,0.179
31063,050US31063,0.172
31065,050US31065,0.182
31067,050US31067,0.179
31069,050US31069,0.193
31071,050US31071,0.138
31073,050US31073,0.147
31075,050US31075,0.119
31077,050US31077,0.162
31079,050US31079,0.156
31081,050US31081,0.137
31083,050US31083,0.153
31085,050US31085,0.176
31087,050US31087,0.183
31089,050US31089,0.161
31091,050US31091,0.168
31093,050US31093,0.146
31095,050US31095,0.166
31097,050US31097,0.149
31099,050US31099,0.161
31101,050US31101,0.159
31103,050US31103,0.15
31105,050US31105,0.195
31107,050US31107,0.174
31109,050US31109,0.137
31111,050US31111,0.187
31113,050US31113,0.139
31115,050US31115,0.15
31117,050US31117,0.191
31119,050US31119,0.151
31121,050US31121,0.148
31123,050US31123,0.143
31125,050US31125,0.17
31127,050US31127,0.161
31129,050US31129,0.148
31131,050US31131,0.154
31133,050US31133,0.171
31135,050US31135,0.175
31137,050US31137,0.15
31139,050US31139,0.15
31141,050US31141,0.16
31143,050US31143,0.181
31145,050US31145,0.149
31147,050US31147,0.193
31149,050US31149,0.169
31151,050US31151,0.155
31153,050US31153,0.129
31155,050US31155,0.136
31157,050US31157,0.152
31159,050US31159,0.125
31161,050US31161,0.168
31163,050US31163,0.188
31165,050US31165,0.196
31167,050US31167,0.156
31169,050US31169,0.167
31171,050US31171,0.141
31173,050US31173,0.241
31175,050US31175,0.144
31177,050US31177,0.115
31179,050US31179,0.144
31181,050US31181,0.178
31183,050US31183,0.167
31185,050US31185,0.11
32001,050US32001,0.184
32003,050US32003,0.157
32005,050US32005,0.123
32007,050US32007,0.174
32009,050US32009,0.196
32011,050US32011,0.179
32013,050US32013,0.193
32015,050US32015,0.176
32017,050US32017,0.194
32019,050US32019,0.177
32021,050US32021,0.207
32023,050US32023,0.206
32027,050US32027,0.188
32029,050US32029,0.159
32031,050US32031,0.154
32033,050US32033,0.195
32510,050US32510,0.172
33001,050US33001,0.151
33003,050US33003,0.146
33005,050US33005,0.15
33007,050US33007,0.175
33009,050US33009,0.128
33011,050US33011,0.103
33013,050US33013,0.121
33015,050US33015,0.127
33017,050US33017,0.15
33019,050US33019,0.155
34001,050US34001,0.134
34003,050US34003,0.094
34005,050US34005,0.112
34007,050US34007,0.133
34009,050US34009,0.143
34011,050US34011,0.169
34013,050US34013,0.124
34015,050US34015,0.124
34017,050US34017,0.107
34019,050US34019,0.099
34021,050US34021,0.104
34023,050US34023,0.097
34025,050US34025,0.121
34027,050US34027,0.089
34029,050US34029,0.145
34031,050US34031,0.149
34033,050US34033,0.131
34035,050US34035,0.092
34037,050US34037,0.115
34039,050US34039,0.115
34041,050US34041,0.115
35001,050US35001,0.139
35003,050US35003,0.219
35005,050US35005,0.176
35006,050US35006,0.232
35007,050US35007,0.159
35009,050US35009,0.158
35011,050US35011,0.175
35013,050US35013,0.149
35015,050US35015,0.173
35017,050US35017,0.179
35019,050US35019,0.175
35021,050US35021,0.178
35023,050US35023,0.177
35025,050US35025,0.181
35027,050US35027,0.163
35028,050US35028,0.078
35029,050US35029,0.208
35031,050US35031,0.311
35033,050US35033,0.143
35035,050US35035,0.189
35037,050US35037,0.196
35039,050US35039,0.178
35041,050US35041,0.175
35043,050US35043,0.163
35045,050US35045,0.249
35047,050US35047,0.136
35049,050US35049,0.114
35051,050US35051,0.196
35053,050US35053,0.22
35055,050US35055,0.149
35057,050US35057,0.2
35059,050US35059,0.207
35061,050US35061,0.158
36001,050US36001,0.127
36003,050US36003,0.165
36005,050US36005,0.163
36007,050US36007,0.159
36009,050US36009,0.187
36011,050US36011,0.184
36013,050US36013,0.179
36015,050US36015,0.164
36017,050US36017,0.193
36019,050US36019,0.189
36021,050US36021,0.146
36023,050US36023,0.171
36025,050US36025,0.159
36027,050US36027,0.118
36029,050US36029,0.156
36031,050US36031,0.177
36033,050US36033,0.184
36035,050US36035,0.21
36037,050US36037,0.165
36039,050US36039,0.148
36041,050US36041,0.182
36043,050US36043,0.168
36045,050US36045,0.179
36047,050US36047,0.117
36049,050US36049,0.176
36051,050US36051,0.163
36053,050US36053,0.159
36055,050US36055,0.117
36057,050US36057,0.187
36059,050US36059,0.094
36061,050US36061,0.107
36063,050US36063,0.146
36065,050US36065,0.154
36067,050US36067,0.155
36069,050US36069,0.143
36071,050US36071,0.118
36073,050US36073,0.157
36075,050US36075,0.172
36077,050US36077,0.141
36079,050US36079,0.11
36081,050US36081,0.106
36083,050US36083,0.13
36085,050US36085,0.106
36087,050US36087,0.139
36089,050US36089,0.196
36091,050US36091,0.105
36093,050US36093,0.132
36095,050US36095,0.192
36097,050US36097,0.196
36099,050US36099,0.163
36101,050US36101,0.165
36103,050US36103,0.108
36105,050US36105,0.151
36107,050US36107,0.138
36109,050US36109,0.133
36111,050US36111,0.141
36113,050US36113,0.18
36115,050US36115,0.157
36117,050US36117,0.148
36119,050US36119,0.093
36121,050US36121,0.168
36123,050US36123,0.184
37001,050US37001,0.173
37003,050US37003,0.162
37005,050US37005,0.196
37007,050US37007,0.201
37009,050US37009,0.174
37011,050US37011,0.17
37013,050US37013,0.171
37015,050US37015,0.21
37017,050US37017,0.177
37019,050US37019,0.139
37021,050US37021,0.111
37023,050US37023,0.173
37025,050US37025,0.122
37027,050US37027,0.184
37029,050US37029,0.158
37031,050US37031,0.135
37033,050US37033,0.183
37035,050US37035,0.17
37037,050US37037,0.138
37039,050US37039,0.182
37041,050US37041,0.177
37043,050US37043,0.179
37045,050US37045,0.206
37047,050US37047,0.216
37049,050US37049,0.174
37051,050US37051,0.157
37053,050US37053,0.137
37055,050US37055,0.112
37057,050US37057,0.174
37059,050US37059,0.163
37061,050US37061,0.179
37063,050US37063,0.106
37065,050US37065,0.189
37067,050US37067,0.145
37069,050US37069,0.162
37071,050US37071,0.168
37073,050US37073,0.175
37075,050US37075,0.187
37077,050US37077,0.167
37079,050US37079,0.204
37081,050US37081,0.149
37083,050US37083,0.2
37085,050US37085,0.16
37087,050US37087,0.143
37089,050US37089,0.15
37091,050US37091,0.207
37093,050US37093,0.166
37095,050US37095,0.221
37097,050US37097,0.145
37099,050US37099,0.161
37101,050US37101,0.159
37103,050US37103,0.191
37105,050US37105,0.172
37107,050US37107,0.192
37109,050US37109,0.164
37111,050US37111,0.228
37113,050US37113,0.157
37115,050US37115,0.184
37117,050US37117,0.197
37119,050US37119,0.129
37121,050US37121,0.164
37123,050US37123,0.171
37125,050US37125,0.126
37127,050US37127,0.181
37129,050US37129,0.125
37131,050US37131,0.182
37133,050US37133,0.153
37135,050US37135,0.102
37137,050US37137,0.172
37139,050US37139,0.161
37141,050US37141,0.165
37143,050US37143,0.147
37145,050US37145,0.201
37147,050US37147,0.136
37149,050US37149,0.119
37151,050US37151,0.195
37153,050US37153,0.192
37155,050US37155,0.25
37157,050US37157,0.184
37159,050US37159,0.168
37161,050US37161,0.198
37163,050US37163,0.197
37165,050US37165,0.213
37167,050US37167,0.175
37169,050US37169,0.184
37171,050US37171,0.187
37173,050US37173,0.213
37175,050US37175,0.133
37177,050US37177,0.163
37179,050US37179,0.115
37181,050US37181,0.191
37183,050US37183,0.097
37185,050US37185,0.217
37187,050US37187,0.201
37189,050US37189,0.143
37191,050US37191,0.16
37193,050US37193,0.188
37195,050US37195,0.208
37197,050US37197,0.189
37199,050US37199,0.15
38001,050US38001,0.196
38003,050US38003,0.154
38005,050US38005,0.267
38007,050US38007,0.141
38009,050US38009,0.196
38011,050US38011,0.174
38013,050US38013,0.14
38015,050US38015,0.139
38017,050US38017,0.153
38019,050US38019,0.149
38021,050US38021,0.176
38023,050US38023,0.159
38025,050US38025,0.17
38027,050US38027,0.175
38029,050US38029,0.155
38031,050US38031,0.164
38033,050US38033,0.163
38035,050US38035,0.167
38037,050US38037,0.201
38039,050US38039,0.159
38041,050US38041,0.175
38043,050US38043,0.186
38045,050US38045,0.147
38047,050US38047,0.194
38049,050US38049,0.163
38051,050US38051,0.172
38053,050US38053,0.183
38055,050US38055,0.162
38057,050US38057,0.168
38059,050US38059,0.154
38061,050US38061,0.18
38063,050US38063,0.164
38065,050US38065,0.172
38067,050US38067,0.173
38069,050US38069,0.162
38071,050US38071,0.157
38073,050US38073,0.164
38075,050US38075,0.175
38077,050US38077,0.172
38079,050US38079,0.292
38081,050US38081,0.189
38083,050US38083,0.179
38085,050US38085,0.368
38087,050US38087,0.165
38089,050US38089,0.166
38091,050US38091,0.165
38093,050US38093,0.172
38095,050US38095,0.2
38097,050US38097,0.156
38099,050US38099,0.191
38101,050US38101,0.166
38103,050US38103,0.156
38105,050US38105,0.174
39001,050US39001,0.24
39003,050US39003,0.225
39005,050US39005,0.217
39007,050US39007,0.219
39009,050US39009,0.177
39011,050US39011,0.185
39013,050US39013,0.232
39015,050US39015,0.226
39017,050US39017,0.191
39019,050US39019,0.246
39021,050US39021,0.19
39023,050US39023,0.218
39025,050US39025,0.192
39027,050US39027,0.226
39029,050US39029,0.233
39031,050US39031,0.215
39033,050US39033,0.236
39035,050US39035,0.177
39037,050US39037,0.215
39039,050US39039,0.184
39041,050US39041,0.123
39043,050US39043,0.156
39045,050US39045,0.211
39047,050US39047,0.234
39049,050US39049,0.146
39051,050US39051,0.212
39053,050US39053,0.219
39055,050US39055,0.178
39057,050US39057,0.152
39059,050US39059,0.244
39061,050US39061,0.184
39063,050US39063,0.167
39065,050US39065,0.264
39067,050US39067,0.214
39069,050US39069,0.201
39071,050US39071,0.246
39073,050US39073,0.25
39075,050US39075,0.268
39077,050US39077,0.185
39079,050US39079,0.219
39081,050US39081,0.209
39083,050US39083,0.185
39085,050US39085,0.169
39087,050US39087,0.244
39089,050US39089,0.199
39091,050US39091,0.212
39093,050US39093,0.194
39095,050US39095,0.198
39097,050US39097,0.223
39099,050US39099,0.216
39101,050US39101,0.232
39103,050US39103,0.161
39105,050US39105,0.251
39107,050US39107,0.196
39109,050US39109,0.164
39111,050US39111,0.243
39113,050US39113,0.199
39115,050US39115,0.193
39117,050US39117,0.238
39119,050US39119,0.196
39121,050US39121,0.254
39123,050US39123,0.174
39125,050US39125,0.225
39127,050US39127,0.237
39129,050US39129,0.196
39131,050US39131,0.251
39133,050US39133,0.175
39135,050US39135,0.216
39137,050US39137,0.16
39139,050US39139,0.186
39141,050US39141,0.234
39143,050US39143,0.21
39145,050US39145,0.236
39147,050US39147,0.224
39149,050US39149,0.203
39151,050US39151,0.17
39153,050US39153,0.175
39155,050US39155,0.242
39157,050US39157,0.232
39159,050US39159,0.144
39161,050US39161,0.189
39163,050US39163,0.265
39165,050US39165,0.134
39167,050US39167,0.212
39169,050US39169,0.19
39171,050US39171,0.2
39173,050US39173,0.157
39175,050US39175,0.18
40001,050US40001,0.258
40003,050US40003,0.165
40005,050US40005,0.231
40007,050US40007,0.156
40009,050US40009,0.177
40011,050US40011,0.204
40013,050US40013,0.195
40015,050US40015,0.23
40017,050US40017,0.132
40019,050US40019,0.193
40021,050US40021,0.219
40023,050US40023,0.222
40025,050US40025,0.15
40027,050US40027,0.143
40029,050US40029,0.244
40031,050US40031,0.184
40033,050US40033,0.208
40035,050US40035,0.233
40037,050US40037,0.184
40039,050US40039,0.167
40041,050US40041,0.227
40043,050US40043,0.193
40045,050US40045,0.179
40047,050US40047,0.177
40049,050US40049,0.205
40051,050US40051,0.168
40053,050US40053,0.215
40055,050US40055,0.209
40057,050US40057,0.165
40059,050US40059,0.158
40061,050US40061,0.24
40063,050US40063,0.224
40065,050US40065,0.172
40067,050US40067,0.207
40069,050US40069,0.242
40071,050US40071,0.178
40073,050US40073,0.172
40075,050US40075,0.209
40077,050US40077,0.248
40079,050US40079,0.23
40081,050US40081,0.204
40083,050US40083,0.171
40085,050US40085,0.173
40087,050US40087,0.157
40089,050US40089,0.239
40091,050US40091,0.228
40093,050US40093,0.176
40095,050US40095,0.211
40097,050US40097,0.219
40099,050US40099,0.192
40101,050US40101,0.186
40103,050US40103,0.176
40105,050US40105,0.203
40107,050US40107,0.24
40109,050US40109,0.161
40111,050US40111,0.215
40113,050US40113,0.189
40115,050US40115,0.224
40117,050US40117,0.185
40119,050US40119,0.16
40121,050US40121,0.21
40123,050US40123,0.199
40125,050US40125,0.204
40127,050US40127,0.237
40129,050US40129,0.169
40131,050US40131,0.166
40133,050US40133,0.228
40135,050US40135,0.232
40137,050US40137,0.181
40139,050US40139,0.169
40141,050US40141,0.191
40143,050US40143,0.165
40145,050US40145,0.166
40147,050US40147,0.204
40149,050US40149,0.196
40151,050US40151,0.171
40153,050US40153,0.188
41001,050US41001,0.163
41003,050US41003,0.124
41005,050US41005,0.105
41007,050US41007,0.127
41009,050US41009,0.172
41011,050US41011,0.148
41013,050US41013,0.169
41015,050US41015,0.177
41017,050US41017,0.11
41019,050US41019,0.193
41021,050US41021,0.142
41023,050US41023,0.164
41025,050US41025,0.187
41027,050US41027,0.13
41029,050US41029,0.182
41031,050US41031,0.171
41033,050US41033,0.185
41035,050US41035,0.172
41037,050US41037,0.187
41039,050US41039,0.17
41041,050US41041,0.158
41043,050US41043,0.163
41045,050US41045,0.185
41047,050US41047,0.166
41049,050US41049,0.178
41051,050US41051,0.136
41053,050US41053,0.152
41055,050US41055,0.189
41057,050US41057,0.148
41059,050US41059,0.17
41061,050US41061,0.168
41063,050US41063,0.143
41065,050US41065,0.143
41067,050US41067,0.096
41069,050US41069,0.179
41071,050US41071,0.143
42001,050US42001,0.173
42003,050US42003,0.154
42005,050US42005,0.211
42007,050US42007,0.157
42009,050US42009,0.195
42011,050US42011,0.151
42013,050US42013,0.201
42015,050US42015,0.171
42017,050US42017,0.158
42019,050US42019,0.131
42021,050US42021,0.195
42023,050US42023,0.23
42025,050US42025,0.18
42027,050US42027,0.181
42029,050US42029,0.111
42031,050US42031,0.192
42033,050US42033,0.201
42035,050US42035,0.202
42037,050US42037,0.175
42039,050US42039,0.211
42041,050US42041,0.146
42043,050US42043,0.177
42045,050US42045,0.131
42047,050US42047,0.177
42049,050US42049,0.19
42051,050US42051,0.214
42053,050US42053,0.224
42055,050US42055,0.198
42057,050US42057,0.184
42059,050US42059,0.194
42061,050US42061,0.202
42063,050US42063,0.184
42065,050US42065,0.212
42067,050US42067,0.197
42069,050US42069,0.173
42071,050US42071,0.161
42073,050US42073,0.185
42075,050US42075,0.161
42077,050US42077,0.166
42079,050US42079,0.186
42081,050US42081,0.166
42083,050US42083,0.168
42085,050US42085,0.187
42087,050US42087,0.223
42089,050US42089,0.162
42091,050US42091,0.121
42093,050US42093,0.178
42095,050US42095,0.154
42097,050US42097,0.192
42099,050US42099,0.188
42101,050US42101,0.186
42103,050US42103,0.151
42105,050US42105,0.192
42107,050US42107,0.204
42109,050US42109,0.164
42111,050US42111,0.197
42113,050US42113,0.232
42115,050US42115,0.159
42117,050US42117,0.191
42119,050US42119,0.192
42121,050US42121,0.182
42123,050US42123,0.2
42125,050US42125,0.179
42127,050US42127,0.196
42129,050US42129,0.147
42131,050US42131,0.196
42133,050US42133,0.17
44001,050US44001,0.13
44003,050US44003,0.135
44005,050US44005,0.119
44007,050US44007,0.136
44009,050US44009,0.11
45001,050US45001,0.176
