GEOID,HEROP_ID,SmokeP
45003,050US45003,0.176
45005,050US45005,0.22
45007,050US45007,0.157
45009,050US45009,0.214
45011,050US45011,0.214
45013,050US45013,0.13
45015,050US45015,0.146
45017,050US45017,0.195
45019,050US45019,0.101
45021,050US45021,0.185
45023,050US45023,0.198
45025,050US45025,0.192
45027,050US45027,0.192
45029,050US45029,0.213
45031,050US45031,0.186
45033,050US45033,0.282
45035,050US45035,0.159
45037,050US45037,0.194
45039,050US45039,0.223
45041,050US45041,0.166
45043,050US45043,0.159
45045,050US45045,0.111
45047,050US45047,0.183
45049,050US45049,0.214
45051,050US45051,0.175
45053,050US45053,0.18
45055,050US45055,0.173
45057,050US45057,0.162
45059,050US45059,0.19
45061,050US45061,0.244
45063,050US45063,0.145
45065,050US45065,0.175
45067,050US45067,0.223
45069,050US45069,0.257
45071,050US45071,0.17
45073,050US45073,0.149
45075,050US45075,0.198
45077,050US45077,0.187
45079,050US45079,0.149
45081,050US45081,0.179
45083,050US45083,0.159
45085,050US45085,0.167
45087,050US45087,0.234
45089,050US45089,0.209
45091,050US45091,0.154
46003,050US46003,0.161
46005,050US46005,0.192
46007,050US46007,0.269
46009,050US46009,0.171
46011,050US46011,0.134
46013,050US46013,0.149
46015,050US46015,0.202
46017,050US46017,0.352
46019,050US46019,0.187
46021,050US46021,0.159
46023,050US46023,0.201
46025,050US46025,0.166
46027,050US46027,0.183
46029,050US46029,0.174
46031,050US46031,0.276
46033,050US46033,0.146
46035,050US46035,0.187
46037,050US46037,0.181
46039,050US46039,0.163
46041,050US46041,0.266
46043,050US46043,0.171
46045,050US46045,0.172
46047,050US46047,0.189
46049,050US46049,0.192
46051,050US46051,0.15
46053,050US46053,0.196
46055,050US46055,0.177
46057,050US46057,0.159
46059,050US46059,0.155
46061,050US46061,0.159
46063,050US46063,0.129
46065,050US46065,0.133
46067,050US46067,0.174
46069,050US46069,0.168
46071,050US46071,0.269
46073,050US46073,0.175
46075,050US46075,0.138
46077,050US46077,0.158
46079,050US46079,0.152
46081,050US46081,0.158
46083,050US46083,0.101
46085,050US46085,0.236
46087,050US46087,0.157
46089,050US46089,0.152
46091,050US46091,0.147
46093,050US46093,0.145
46095,050US46095,0.275
46097,050US46097,0.175
46099,050US46099,0.115
46101,050US46101,0.168
46102,050US46102,0.377
46103,050US46103,0.166
46105,050US46105,0.134
46107,050US46107,0.154
46109,050US46109,0.218
46111,050US46111,0.15
46115,050US46115,0.168
46117,050US46117,0.164
46119,050US46119,0.17
46121,050US46121,0.338
46123,050US46123,0.229
46125,050US46125,0.164
46127,050US46127,0.134
46129,050US46129,0.172
46135,050US46135,0.155
46137,050US46137,0.308
47001,050US47001,0.173
47003,050US47003,0.22
47005,050US47005,0.241
47007,050US47007,0.261
47009,050US47009,0.181
47011,050US47011,0.178
47013,050US47013,0.232
47015,050US47015,0.225
47017,050US47017,0.253
47019,050US47019,0.231
47021,050US47021,0.179
47023,050US47023,0.247
47025,050US47025,0.246
47027,050US47027,0.251
47029,050US47029,0.25
47031,050US47031,0.245
47033,050US47033,0.215
47035,050US47035,0.213
47037,050US47037,0.18
47039,050US47039,0.255
47041,050US47041,0.253
47043,050US47043,0.202
47045,050US47045,0.247
47047,050US47047,0.168
47049,050US47049,0.264
47051,050US47051,0.231
47053,050US47053,0.225
47055,050US47055,0.232
47057,050US47057,0.257
47059,050US47059,0.234
47061,050US47061,0.23
47063,050US47063,0.209
47065,050US47065,0.182
47067,050US47067,0.312
47069,050US47069,0.245
47071,050US47071,0.212
47073,050US47073,0.206
47075,050US47075,0.258
47077,050US47077,0.233
47079,050US47079,0.23
47081,050US47081,0.225
47083,050US47083,0.231
47085,050US47085,0.239
47087,050US47087,0.242
47089,050US47089,0.196
47091,050US47091,0.234
47093,050US47093,0.17
47095,050US47095,0.27
47097,050US47097,0.265
47099,050US47099,0.213
47101,050US47101,0.268
47103,050US47103,0.2
47105,050US47105,0.19
47107,050US47107,0.203
47109,050US47109,0.236
47111,050US47111,0.228
47113,050US47113,0.195
47115,050US47115,0.214
47117,050US47117,0.239
47119,050US47119,0.196
47121,050US47121,0.196
47123,050US47123,0.241
47125,050US47125,0.184
47127,050US47127,0.191
47129,050US47129,0.254
47131,050US47131,0.235
47133,050US47133,0.238
47135,050US47135,0.233
47137,050US47137,0.257
47139,050US47139,0.228
47141,050US47141,0.204
47143,050US47143,0.244
47145,050US47145,0.193
47147,050US47147,0.196
47149,050US47149,0.186
47151,050US47151,0.266
47153,050US47153,0.259
47155,050US47155,0.193
47157,050US47157,0.194
47159,050US47159,0.206
47161,050US47161,0.217
47163,050US47163,0.181
47165,050US47165,0.175
47167,050US47167,0.207
47169,050US47169,0.222
47171,050US47171,0.266
47173,050US47173,0.229
47175,050US47175,0.24
47177,050US47177,0.263
47179,050US47179,0.215
47181,050US47181,0.264
47183,050US47183,0.202
47185,050US47185,0.249
47187,050US47187,0.106
47189,050US47189,0.18
48001,050US48001,0.184
48003,050US48003,0.163
48005,050US48005,0.197
48007,050US48007,0.19
48009,050US48009,0.151
48011,050US48011,0.159
48013,050US48013,0.162
48015,050US48015,0.168
48017,050US48017,0.141
48019,050US48019,0.16
48021,050US48021,0.151
48023,050US48023,0.156
48025,050US48025,0.185
48027,050US48027,0.157
48029,050US48029,0.141
48031,050US48031,0.163
48033,050US48033,0.117
48035,050US48035,0.192
48037,050US48037,0.182
48039,050US48039,0.129
48041,050US48041,0.15
48043,050US48043,0.121
48045,050US48045,0.225
48047,050US48047,0.172
48049,050US48049,0.169
48051,050US48051,0.175
48053,050US48053,0.161
48055,050US48055,0.169
48057,050US48057,0.137
48059,050US48059,0.168
48061,050US48061,0.174
48063,050US48063,0.179
48065,050US48065,0.154
48067,050US48067,0.206
48069,050US48069,0.154
48071,050US48071,0.147
48073,050US48073,0.194
48075,050US48075,0.192
48077,050US48077,0.154
48079,050US48079,0.218
48081,050US48081,0.205
48083,050US48083,0.179
48085,050US48085,0.088
48087,050US48087,0.184
48089,050US48089,0.169
48091,050US48091,0.131
48093,050US48093,0.173
48095,050US48095,0.206
48097,050US48097,0.163
48099,050US48099,0.189
48101,050US48101,0.214
48103,050US48103,0.17
48105,050US48105,0.15
48107,050US48107,0.193
48109,050US48109,0.172
48111,050US48111,0.177
48113,050US48113,0.135
48115,050US48115,0.193
48117,050US48117,0.206
48119,050US48119,0.153
48121,050US48121,0.105
48123,050US48123,0.171
48125,050US48125,0.175
48127,050US48127,0.211
48129,050US48129,0.177
48131,050US48131,0.176
48133,050US48133,0.193
48135,050US48135,0.157
48137,050US48137,0.196
48139,050US48139,0.144
48141,050US48141,0.144
48143,050US48143,0.179
48145,050US48145,0.2
48147,050US48147,0.172
48149,050US48149,0.165
48151,050US48151,0.171
48153,050US48153,0.192
48155,050US48155,0.209
48157,050US48157,0.108
48159,050US48159,0.138
48161,050US48161,0.192
48163,050US48163,0.188
48165,050US48165,0.177
48167,050US48167,0.135
48169,050US48169,0.193
48171,050US48171,0.152
48173,050US48173,0.122
48175,050US48175,0.16
48177,050US48177,0.172
48179,050US48179,0.199
48181,050US48181,0.184
48183,050US48183,0.179
48185,050US48185,0.186
48187,050US48187,0.12
48189,050US48189,0.19
48191,050US48191,0.172
48193,050US48193,0.19
48195,050US48195,0.139
48197,050US48197,0.178
48199,050US48199,0.18
48201,050US48201,0.158
48203,050US48203,0.172
48205,050US48205,0.14
48207,050US48207,0.204
48209,050US48209,0.144
48211,050US48211,0.167
48213,050US48213,0.177
48215,050US48215,0.171
48217,050US48217,0.183
48219,050US48219,0.159
48221,050US48221,0.126
48223,050US48223,0.173
48225,050US48225,0.199
48227,050US48227,0.172
48229,050US48229,0.226
48231,050US48231,0.177
48233,050US48233,0.155
48235,050US48235,0.152
48237,050US48237,0.184
48239,050US48239,0.18
48241,050US48241,0.221
48243,050US48243,0.18
48245,050US48245,0.188
48247,050US48247,0.17
48249,050US48249,0.165
48251,050US48251,0.177
48253,050US48253,0.209
48255,050US48255,0.17
48257,050US48257,0.166
48259,050US48259,0.101
48261,050US48261,0.277
48263,050US48263,0.151
48265,050US48265,0.159
48267,050US48267,0.18
48269,050US48269,0.221
48271,050US48271,0.149
48273,050US48273,0.15
48275,050US48275,0.172
48277,050US48277,0.194
48279,050US48279,0.184
48281,050US48281,0.179
48283,050US48283,0.187
48285,050US48285,0.181
48287,050US48287,0.18
48289,050US48289,0.209
48291,050US48291,0.21
48293,050US48293,0.211
48295,050US48295,0.171
48297,050US48297,0.179
48299,050US48299,0.172
48301,050US48301,0.141
48303,050US48303,0.161
48305,050US48305,0.191
48307,050US48307,0.197
48309,050US48309,0.184
48311,050US48311,0.2
48313,050US48313,0.185
48315,050US48315,0.2
48317,050US48317,0.172
48319,050US48319,0.16
48321,050US48321,0.197
48323,050US48323,0.182
48325,050US48325,0.156
48327,050US48327,0.159
48329,050US48329,0.127
48331,050US48331,0.161
48333,050US48333,0.167
48335,050US48335,0.202
48337,050US48337,0.167
48339,050US48339,0.162
48341,050US48341,0.193
48343,050US48343,0.189
48345,050US48345,0.164
48347,050US48347,0.168
48349,050US48349,0.179
48351,050US48351,0.249
48353,050US48353,0.192
48355,050US48355,0.167
48357,050US48357,0.159
48359,050US48359,0.168
48361,050US48361,0.184
48363,050US48363,0.185
48365,050US48365,0.193
48367,050US48367,0.135
48369,050US48369,0.165
48371,050US48371,0.16
48373,050US48373,0.195
48375,050US48375,0.204
48377,050US48377,0.204
48379,050US48379,0.176
48381,050US48381,0.144
48383,050US48383,0.143
48385,050US48385,0.195
48387,050US48387,0.206
48389,050US48389,0.183
48391,050US48391,0.16
48393,050US48393,0.161
48395,050US48395,0.17
48397,050US48397,0.119
48399,050US48399,0.163
48401,050US48401,0.175
48403,050US48403,0.21
48405,050US48405,0.238
48407,050US48407,0.202
48409,050US48409,0.16
48411,050US48411,0.18
48413,050US48413,0.171
48415,050US48415,0.181
48417,050US48417,0.155
48419,050US48419,0.215
48421,050US48421,0.163
48423,050US48423,0.174
48425,050US48425,0.123
48427,050US48427,0.184
48429,050US48429,0.197
48431,050US48431,0.144
48433,050US48433,0.19
48435,050US48435,0.177
48437,050US48437,0.184
48439,050US48439,0.146
48441,050US48441,0.156
48443,050US48443,0.119
48445,050US48445,0.201
48447,050US48447,0.158
48449,050US48449,0.181
48451,050US48451,0.162
48453,050US48453,0.121
48455,050US48455,0.187
48457,050US48457,0.195
48459,050US48459,0.204
48461,050US48461,0.191
48463,050US48463,0.155
48465,050US48465,0.158
48467,050US48467,0.18
48469,050US48469,0.169
48471,050US48471,0.195
48473,050US48473,0.161
48475,050US48475,0.174
48477,050US48477,0.163
48479,050US48479,0.12
48481,050US48481,0.177
48483,050US48483,0.19
48485,050US48485,0.17
48487,050US48487,0.204
48489,050US48489,0.177
48491,050US48491,0.107
48493,050US48493,0.157
48495,050US48495,0.17
48497,050US48497,0.177
48499,050US48499,0.173
48501,050US48501,0.188
48503,050US48503,0.188
48505,050US48505,0.206
48507,050US48507,0.176
49001,050US49001,0.101
49003,050US49003,0.103
49005,050US49005,0.106
49007,050US49007,0.139
49009,050US49009,0.113
49011,050US49011,0.078
49013,050US49013,0.121
49015,050US49015,0.13
49017,050US49017,0.107
49019,050US49019,0.114
49021,050US49021,0.097
49023,050US49023,0.097
49025,050US49025,0.101
49027,050US49027,0.121
49029,050US49029,0.09
49031,050US49031,0.148
49033,050US49033,0.105
49035,050US49035,0.085
49037,050US49037,0.148
49039,050US49039,0.131
49041,050US49041,0.115
49043,050US49043,0.072
49045,050US49045,0.102
49047,050US49047,0.129
49049,050US49049,0.059
49051,050US49051,0.068
49053,050US49053,0.085
49055,050US49055,0.117
49057,050US49057,0.081
50001,050US50001,0.118
50003,050US50003,0.136
50005,050US50005,0.174
50007,050US50007,0.124
50009,050US50009,0.15
50011,050US50011,0.146
50013,050US50013,0.14
50015,050US50015,0.143
50017,050US50017,0.118
50019,050US50019,0.163
50021,050US50021,0.145
50023,050US50023,0.151
50025,050US50025,0.14
50027,050US50027,0.118
51001,050US51001,0.217
51003,050US51003,0.114
51005,050US51005,0.191
51007,050US51007,0.196
51009,050US51009,0.172
51011,050US51011,0.202
51013,050US51013,0.096
51015,050US51015,0.168
51017,050US51017,0.214
51019,050US51019,0.154
51021,050US51021,0.169
51023,050US51023,0.153
51025,050US51025,0.212
51027,050US51027,0.26
51029,050US51029,0.21
51031,050US51031,0.186
51033,050US51033,0.164
51035,050US51035,0.218
51036,050US51036,0.188
51037,050US51037,0.212
51041,050US51041,0.117
51043,050US51043,0.143
51045,050US51045,0.202
51047,050US51047,0.172
51049,050US51049,0.177
51051,050US51051,0.216
51053,050US51053,0.185
51057,050US51057,0.206
51059,050US51059,0.083
51061,050US51061,0.128
51063,050US51063,0.153
51065,050US51065,0.164
51067,050US51067,0.15
51069,050US51069,0.155
51071,050US51071,0.184
51073,050US51073,0.155
51075,050US51075,0.111
51077,050US51077,0.227
51079,050US51079,0.161
51081,050US51081,0.202
51083,050US51083,0.196
51085,050US51085,0.147
51087,050US51087,0.123
51089,050US51089,0.228
51091,050US51091,0.138
51093,050US51093,0.146
51095,050US51095,0.11
51097,050US51097,0.205
51099,050US51099,0.143
51101,050US51101,0.17
51103,050US51103,0.164
51105,050US51105,0.207
51107,050US51107,0.088
51109,050US51109,0.151
51111,050US51111,0.204
51113,050US51113,0.154
51115,050US51115,0.138
51117,050US51117,0.18
51119,050US51119,0.175
51121,050US51121,0.158
51125,050US51125,0.148
51127,050US51127,0.123
51131,050US51131,0.163
51133,050US51133,0.156
51135,050US51135,0.214
51137,050US51137,0.167
51139,050US51139,0.19
51141,050US51141,0.184
51143,050US51143,0.22
51145,050US51145,0.122
51147,050US51147,0.195
51149,050US51149,0.185
51153,050US51153,0.116
51155,050US51155,0.175
51157,050US51157,0.184
51159,050US51159,0.224
51161,050US51161,0.137
51163,050US51163,0.193
51165,050US51165,0.157
51167,050US51167,0.22
51169,050US51169,0.199
51171,050US51171,0.173
51173,050US51173,0.231
51175,050US51175,0.154
51177,050US51177,0.143
51179,050US51179,0.121
51181,050US51181,0.17
51183,050US51183,0.18
51185,050US51185,0.193
51187,050US51187,0.188
51191,050US51191,0.181
51193,050US51193,0.187
51195,050US51195,0.209
51197,050US51197,0.153
51199,050US51199,0.118
51510,050US51510,0.089
51520,050US51520,0.196
51530,050US51530,0.22
51540,050US51540,0.159
51550,050US51550,0.153
51570,050US51570,0.154
51580,050US51580,0.188
51590,050US51590,0.219
51595,050US51595,0.222
51600,050US51600,0.115
51610,050US51610,0.073
51620,050US51620,0.186
51630,050US51630,0.162
51640,050US51640,0.209
51650,050US51650,0.151
51660,050US51660,0.184
51670,050US51670,0.224
51678,050US51678,0.126
51680,050US51680,0.137
51683,050US51683,0.12
51685,050US51685,0.152
51690,050US51690,0.212
51700,050US51700,0.161
51710,050US51710,0.163
51720,050US51720,0.211
51730,050US51730,0.184
51735,050US51735,0.11
51740,050US51740,0.172
51750,050US51750,0.156
51760,050US51760,0.172
51770,050US51770,0.188
51775,050US51775,0.149
51790,050US51790,0.167
51800,050US51800,0.138
51810,050US51810,0.114
51820,050US51820,0.176
51830,050US51830,0.15
51840,050US51840,0.157
53001,050US53001,0.143
53003,050US53003,0.156
53005,050US53005,0.12
53007,050US53007,0.122
53009,050US53009,0.127
53011,050US53011,0.106
53013,050US53013,0.142
53015,050US53015,0.15
53017,050US53017,0.132
53019,050US53019,0.179
53021,050US53021,0.147
53023,050US53023,0.136
53025,050US53025,0.138
53027,050US53027,0.148
53029,050US53029,0.109
53031,050US53031,0.109
53033,050US53033,0.072
53035,050US53035,0.092
53037,050US53037,0.123
53039,050US53039,0.143
53041,050US53041,0.162
53043,050US53043,0.155
53045,050US53045,0.144
53047,050US53047,0.166
53049,050US53049,0.149
53051,050US53051,0.139
53053,050US53053,0.129
53055,050US53055,0.107
53057,050US53057,0.118
53059,050US53059,0.128
53061,050US53061,0.107
53063,050US53063,0.141
53065,050US53065,0.147
53067,050US53067,0.108
53069,050US53069,0.139
53071,050US53071,0.13
53073,050US53073,0.112
53075,050US53075,0.147
53077,050US53077,0.156
54001,050US54001,0.251
54003,050US54003,0.165
54005,050US54005,0.254
54007,050US54007,0.25
54009,050US54009,0.208
54011,050US54011,0.221
54013,050US54013,0.27
54015,050US54015,0.258
54017,050US54017,0.226
54019,050US54019,0.253
54021,050US54021,0.196
54023,050US54023,0.237
54025,050US54025,0.216
54027,050US54027,0.228
54029,050US54029,0.214
54031,050US54031,0.248
54033,050US54033,0.2
54035,050US54035,0.194
54037,050US54037,0.151
54039,050US54039,0.208
54041,050US54041,0.229
54043,050US54043,0.269
54045,050US54045,0.256
54047,050US54047,0.281
54049,050US54049,0.193
54051,050US54051,0.21
54053,050US54053,0.228
54055,050US54055,0.202
54057,050US54057,0.202
54059,050US54059,0.263
54061,050US54061,0.172
54063,050US54063,0.225
54065,050US54065,0.185
54067,050US54067,0.205
54069,050US54069,0.168
54071,050US54071,0.223
54073,050US54073,0.213
54075,050US54075,0.265
54077,050US54077,0.231
54079,050US54079,0.165
54081,050US54081,0.208
54083,050US54083,0.21
54085,050US54085,0.27
54087,050US54087,0.273
54089,050US54089,0.233
54091,050US54091,0.246
54093,050US54093,0.186
54095,050US54095,0.225
54097,050US54097,0.254
54099,050US54099,0.244
54101,050US54101,0.236
54103,050US54103,0.222
54105,050US54105,0.258
54107,050US54107,0.21
54109,050US54109,0.28
55001,050US55001,0.169
55003,050US55003,0.209
55005,050US55005,0.182
55007,050US55007,0.157
55009,050US55009,0.165
55011,050US55011,0.155
55013,050US55013,0.212
55015,050US55015,0.156
55017,050US55017,0.164
55019,050US55019,0.196
55021,050US55021,0.165
55023,050US55023,0.199
55025,050US55025,0.12
55027,050US55027,0.195
55029,050US55029,0.181
55031,050US55031,0.142
55033,050US55033,0.161
55035,050US55035,0.158
55037,050US55037,0.21
55039,050US55039,0.18
55041,050US55041,0.199
55043,050US55043,0.188
55045,050US55045,0.171
55047,050US55047,0.202
55049,050US55049,0.139
55051,050US55051,0.157
55053,050US55053,0.187
55055,050US55055,0.145
55057,050US55057,0.199
55059,050US55059,0.193
55061,050US55061,0.17
55063,050US55063,0.145
55065,050US55065,0.171
55067,050US55067,0.169
55069,050US55069,0.175
55071,050US55071,0.168
55073,050US55073,0.145
55075,050US55075,0.201
55077,050US55077,0.211
55078,050US55078,0.271
55079,050US55079,0.171
55081,050US55081,0.17
55083,050US55083,0.191
55085,050US55085,0.16
55087,050US55087,0.166
55089,050US55089,0.125
55091,050US55091,0.182
55093,050US55093,0.171
55095,050US55095,0.206
55097,050US55097,0.155
55099,050US55099,0.188
55101,050US55101,0.185
55103,050US55103,0.187
55105,050US55105,0.178
55107,050US55107,0.18
55109,050US55109,0.113
55111,050US55111,0.187
55113,050US55113,0.197
55115,050US55115,0.173
55117,050US55117,0.142
55119,050US55119,0.2
55121,050US55121,0.177
55123,050US55123,0.185
55125,050US55125,0.181
55127,050US55127,0.147
55129,050US55129,0.195
55131,050US55131,0.132
55133,050US55133,0.125
55135,050US55135,0.18
55137,050US55137,0.217
55139,050US55139,0.173
55141,050US55141,0.188
56001,050US56001,0.155
56003,050US56003,0.163
56005,050US56005,0.185
56007,050US56007,0.174
56009,050US56009,0.186
56011,050US56011,0.174
56013,050US56013,0.186
56015,050US56015,0.153
56017,050US56017,0.162
56019,050US56019,0.138
56021,050US56021,0.177
56023,050US56023,0.146
56025,050US56025,0.18
56027,050US56027,0.212
56029,050US56029,0.15
56031,050US56031,0.181
56033,050US56033,0.151
56035,050US56035,0.142
56037,050US56037,0.179
56039,050US56039,0.113
56041,050US56041,0.182
56043,050US56043,0.185
56045,050US56045,0.184
