HEROP_ID,ZIP,MhTmDr,MhTmDr2,MhCntDr,MhMinDis
860US01080,01080,8.623675526700001,17.247351053400003,26.000000000000004,1.6168542162344492
860US01081,01081,21.38,42.76,4.0,8.548656095
860US01082,01082,15.365593295685592,30.731186591371184,3.8194769588194766,2.4278641051731866
860US01083,01083,11.11,22.22,6.0,4.175032181
860US01084,01084,18.72,37.44,6.0,8.934763616
860US01085,01085,7.4116527549099995,14.823305509819999,28.012547554,1.7352052605424237
860US01086,01086,11.04,22.08,27.0,1.935398474
860US01088,01088,8.165426831019998,16.330853662039996,31.018292682000002,4.270804748287448
860US01089,01089,2.4640036916680073,4.9280073833360145,29.49265554098531,1.4997131862549684
860US01090,01090,0.0,0.0,30.0,1.032578882
860US01092,01092,,,,
860US01093,01093,,,,
860US01094,01094,,,,
860US01095,01095,7.079855727770144,14.159711455540288,25.218815748781186,3.073938174582122
860US01096,01096,18.946197723429997,37.89239544685999,6.3536121649999995,8.815537897344239
860US01097,01097,,,,
860US01098,01098,29.16358803648,58.32717607296,1.08305648,13.313201823696245
860US01101,01101,0.0,0.0,30.0,0.066990317
860US01103,01103,0.12532679700000002,0.25065359400000004,29.934095861,0.13059959925027817
860US01104,01104,2.152682174252682,4.305364348505364,30.0,1.0629107242680145
860US01105,01105,0.74921851101,1.49843702202,29.480928971000004,0.2912827411787543
860US01106,01106,6.17430232473,12.34860464946,28.208656331,2.762493277136264
860US01107,01107,1.66431130632,3.32862261264,30.0,0.40230615781693546
860US01108,01108,2.30455422954,4.60910845908,29.010294118,1.1399178021440106
860US01109,01109,2.18437887473,4.36875774946,29.305688463000003,0.775201613213256
860US01111,01111,,,,
860US01115,01115,,,,
860US01116,01116,7.56,15.12,27.0,2.690145747
860US01118,01118,4.59781457101,9.19562914202,28.755629139,1.8682352065490169
860US01119,01119,4.83126990056873,9.66253980113746,28.924892302075108,1.6725643578772993
860US01128,01128,5.865593522759999,11.731187045519999,28.0,2.823797993737471
860US01129,01129,5.925498548825497,11.850997097650994,28.250403355250405,2.330954757570801
860US01138,01138,0.79,1.58,29.0,0.477923082
860US01139,01139,1.92,3.84,30.0,0.6887148
860US01144,01144,,,,
860US01151,01151,2.83152032807152,5.66304065614304,29.999999999999996,1.16917493537516
860US01152,01152,,,,
860US01199,01199,,,,
860US01201,01201,3.1631169743868828,6.3262339487737655,8.610476356389523,1.288905944204048
860US01202,01202,0.0,0.0,9.0,0.078129178
860US01220,01220,9.465000000595,18.93000000119,10.0,4.85972787290606
860US01222,01222,14.81,29.62,3.0,6.598130751
860US01223,01223,22.34157171264,44.68314342528,9.978388996,10.403215738908907
860US01224,01224,12.37,24.74,10.0,5.318872275
860US01225,01225,16.24025776702,32.48051553404,10.0,7.909551907924597
860US01226,01226,9.05082852274,18.10165704548,8.0,3.281274575890014
860US01227,01227,9.05,18.1,8.0,3.280801679
860US01229,01229,,,,
860US01230,01230,4.304322403975678,8.608644807951356,6.816697840183304,2.5115497273561105
860US01235,01235,17.519620599760003,35.039241199520006,6.7560975580000004,6.589883081444874
860US01236,01236,7.471482417771483,14.942964835542966,9.0,3.496566424390406
860US01237,01237,12.84533806592,25.69067613184,9.901382144000001,5.290105765828036
860US01238,01238,9.82651147169,19.65302294338,9.708347188,4.195135507889185
860US01240,01240,11.16811837104812,22.33623674209624,10.0,5.418423902610558
860US01242,01242,,,,
860US01243,01243,,,,
860US01244,01244,,,,
860US01245,01245,6.51771428531,13.03542857062,2.702857143,4.265448052947075
860US01247,01247,3.6821410176000002,7.3642820352000005,4.938797346,1.3814171742994399
860US01253,01253,20.57,41.14,2.0,7.067378891
860US01254,01254,21.773941069080003,43.547882138160006,8.034990792,4.737560250450027
860US01255,01255,20.53365725312,41.06731450624,2.001766784,7.060213527807832
860US01256,01256,23.18,46.36,3.0,6.489311892
860US01257,01257,14.81852157098,29.63704314196,3.0,6.5938809388096615
860US01258,01258,13.07,26.14,5.0,5.439423336
860US01259,01259,17.74,35.48,3.0,5.136903737
860US01260,01260,,,,
860US01262,01262,,,,
860US01263,01263,,,,
860US01264,01264,,,,
860US01266,01266,11.644864650590002,23.289729301180003,8.727764889000001,4.096320809833961
860US01267,01267,12.658188396538186,25.316376793076373,7.128862094128862,5.730105049167252
860US01270,01270,19.265714286914285,38.53142857382857,7.1964285698035715,7.500448543404029
860US01301,01301,0.41097896353902097,0.8219579270780419,13.87367822912632,1.245543134269855
860US01302,01302,0.0,0.0,16.0,0.210065993
860US01330,01330,25.28671895665,50.5734379133,6.9228758180000005,8.032326298132034
860US01331,01331,5.344439825404439,10.688879650808879,11.627191685627192,1.9590244437169835
860US01337,01337,8.375421376590001,16.750842753180002,12.0,6.390147984891776
860US01338,01338,15.03,30.06,5.0,5.693102502
860US01339,01339,26.874000000000002,53.748000000000005,3.2,11.898777496200001
860US01340,01340,27.94936000376,55.89872000752,3.0365714280000002,12.46221338653234
860US01341,01341,25.59989999398,51.19979998796,7.020000004000001,8.048873062220416
860US01342,01342,7.57,15.14,19.0,3.802209036
860US01343,01343,24.47290322516,48.94580645032,3.0,8.063243516503357
860US01344,01344,13.0,26.0,8.0,3.709938438
