"HEROP_ID","GEOID","TotTracts","RxCtTmDr","RxCtTmDr2","RxTmDrP","RxTmDrP2","RxAvTmDr","RxAvTmDr2"
"050US28163","28163",7,7,4,100,57.14,11.73,23.47
"050US29001","29001",8,8,7,100,87.5,6.35,12.7
"050US29003","29003",5,5,4,100,80,8.3,16.6
"050US29005","29005",2,2,2,100,100,0,0
"050US29007","29007",7,7,5,100,71.43,9.19,18.38
"050US29009","29009",10,10,6,100,60,9.68,19.35
"050US29011","29011",3,3,0,100,0,24.65,49.29
"050US29013","29013",4,4,4,100,100,2.76,5.52
"050US29015","29015",8,7,1,87.5,12.5,20.51,41.01
"050US29017","29017",3,1,0,33.33,0,30.81,61.62
"050US29019","29019",40,40,38,100,95,3.49,6.98
"050US29021","29021",26,26,25,100,96.15,3.6,7.2
"050US29023","29023",12,12,8,100,66.67,9.29,18.59
"050US29025","29025",3,2,1,66.67,33.33,21.92,43.83
"050US29027","29027",11,11,9,100,81.82,10.34,20.69
"050US29029","29029",19,18,12,94.74,63.16,11.7,23.4
"050US29031","29031",19,19,17,100,89.47,5.74,11.48
"050US29033","29033",3,3,1,100,33.33,12.56,25.11
"050US29035","29035",2,1,0,50,0,29.06,58.12
"050US29037","29037",24,24,23,100,95.83,5.27,10.53
"050US29039","29039",4,3,1,75,25,19.49,38.98
"050US29041","29041",3,2,0,66.67,0,26.04,52.07
"050US29043","29043",19,19,18,100,94.74,6.26,12.52
"050US29045","29045",3,3,2,100,66.67,8.5,16.99
"050US29047","29047",55,55,54,100,98.18,3.9,7.81
"050US29049","29049",5,5,3,100,60,9.99,19.98
"050US29051","29051",18,18,14,100,77.78,6.2,12.41
"050US29053","29053",5,5,3,100,60,10.04,20.07
"050US29055","29055",8,7,5,87.5,62.5,11.92,23.85
"050US29057","29057",2,2,2,100,100,0,0
"050US29059","29059",4,4,1,100,25,13.12,26.23
"050US29061","29061",2,2,1,100,50,12.08,24.16
"050US29063","29063",3,3,2,100,66.67,7.82,15.63
"050US29065","29065",4,4,4,100,100,7.34,14.69
"050US29067","29067",3,3,2,100,66.67,10.35,20.7
"050US29069","29069",10,10,9,100,90,5.65,11.29
"050US29071","29071",28,28,23,100,82.14,8.52,17.04
"050US29073","29073",5,5,4,100,80,8.04,16.08
"050US29075","29075",2,2,2,100,100,0,0
"050US29077","29077",78,78,76,100,97.44,3.18,6.36
"050US29079","29079",4,4,3,100,75,7.68,15.37
"050US29081","29081",3,3,0,100,0,26.49,52.97
"050US29083","29083",6,6,4,100,66.67,8.28,16.55
"050US29085","29085",4,3,0,75,0,28.89,57.78
"050US29087","29087",3,3,2,100,66.67,7.58,15.15
"050US29089","29089",3,3,2,100,66.67,10.85,21.71
"050US29091","29091",10,10,7,100,70,6.45,12.91
"050US29093","29093",4,4,3,100,75,10.18,20.37
"050US29095","29095",227,227,225,100,99.12,2.9,5.81
"050US29097","29097",29,29,27,100,93.1,4.3,8.59
"050US29099","29099",49,49,46,100,93.88,6.41,12.82
"050US29101","29101",14,14,12,100,85.71,6.67,13.34
"050US29103","29103",2,0,0,0,0,37.61,75.23
"050US29105","29105",9,9,6,100,66.67,9.94,19.88
"050US29107","29107",8,8,7,100,87.5,5.37,10.75
"050US29109","29109",10,10,9,100,90,4.96,9.93
"050US29111","29111",4,3,0,75,0,28.67,57.34
"050US29113","29113",13,13,11,100,84.62,9.44,18.89
"050US29115","29115",5,5,3,100,60,10.1,20.21
"050US29117","29117",5,5,5,100,100,4.43,8.86
"050US29119","29119",6,6,1,100,16.67,20.09,40.17
"050US29121","29121",5,5,3,100,60,9.82,19.64
"050US29123","29123",4,4,3,100,75,8.99,17.98
"050US29125","29125",3,3,2,100,66.67,8.32,16.65
"050US29127","29127",8,7,7,87.5,87.5,8.11,16.23
"050US29129","29129",2,2,1,100,50,7.59,15.18
"050US29131","29131",9,8,8,88.89,88.89,10.52,21.04
"050US29133","29133",4,4,4,100,100,4.68,9.36
"050US29135","29135",4,4,4,100,100,5.56,11.13
"050US29137","29137",3,3,2,100,66.67,5.97,11.94
"050US29139","29139",4,4,1,100,25,14.28,28.56
"050US29141","29141",8,8,3,100,37.5,16.68,33.35
"050US29143","29143",6,6,5,100,83.33,7,14.01
"050US29145","29145",13,13,12,100,92.31,7.32,14.65
"050US29147","29147",6,6,5,100,83.33,8.42,16.83
"050US29149","29149",3,3,1,100,33.33,16.65,33.29
"050US29151","29151",4,4,1,100,25,15.13,30.26
"050US29153","29153",3,0,0,0,0,37.48,74.96
"050US29155","29155",6,6,6,100,100,6.26,12.53
"050US29157","29157",5,5,4,100,80,9.22,18.44
"050US29159","29159",11,11,9,100,81.82,6.75,13.49
"050US29161","29161",12,12,11,100,91.67,5.8,11.61
"050US29163","29163",5,5,4,100,80,8.94,17.89
"050US29165","29165",27,27,25,100,92.59,4.99,9.97
"050US29167","29167",8,7,2,87.5,25,16.74,33.48
"050US29169","29169",13,13,12,100,92.31,6.78,13.56
"050US29171","29171",2,2,2,100,100,3.07,6.14
"050US29173","29173",3,3,2,100,66.67,10.42,20.85
"050US29175","29175",6,6,5,100,83.33,6.76,13.52
"050US29177","29177",6,5,0,83.33,0,21.07,42.14
"050US29179","29179",2,1,1,50,50,19.73,39.45
"050US29181","29181",4,4,1,100,25,13.33,26.66
"050US29183","29183",85,85,83,100,97.65,3.8,7.6
"050US29185","29185",3,3,2,100,66.67,7.65,15.3
"050US29186","29186",5,4,3,80,60,11.28,22.56
"050US29187","29187",19,19,15,100,78.95,7.84,15.68
"050US29189","29189",236,236,236,100,100,2.09,4.17
"050US29195","29195",8,8,7,100,87.5,5.14,10.29
"050US29197","29197",2,2,1,100,50,7.94,15.88
"050US29199","29199",2,2,2,100,100,1.01,2.02
"050US29201","29201",11,11,8,100,72.73,8.69,17.38
"050US29203","29203",2,1,1,50,50,29.96,59.92
"050US29205","29205",3,2,1,66.67,33.33,18.75,37.5
"050US29207","29207",8,8,6,100,75,7.71,15.41
"050US29209","29209",12,12,8,100,66.67,12.75,25.49
"050US29211","29211",3,3,2,100,66.67,9.59,19.18
"050US29213","29213",18,17,14,94.44,77.78,10.4,20.8
"050US29215","29215",8,8,4,100,50,11.24,22.48
"050US29217","29217",6,6,6,100,100,8.27,16.54
"050US29219","29219",9,9,8,100,88.89,10.12,20.25
"050US29221","29221",6,6,3,100,50,16.23,32.45
"050US29223","29223",4,2,1,50,25,24.17,48.34
"050US29225","29225",8,8,6,100,75,9.13,18.26
"050US29227","29227",1,1,1,100,100,0,0
"050US29229","29229",4,3,2,75,50,12.94,25.87
"050US29510","29510",104,104,104,100,100,1.53,3.06
"050US30001","30001",3,2,2,66.67,66.67,19.65,39.31
"050US30003","30003",5,1,1,20,20,37.99,75.97
"050US30005","30005",4,2,2,50,50,27.44,54.87
"050US30007","30007",2,2,2,100,100,2.06,4.11
"050US30009","30009",5,2,1,40,20,28.46,56.93
"050US30011","30011",1,0,0,0,0,NA,NA
"050US30013","30013",25,22,21,88,84,8.14,16.28
"050US30015","30015",2,2,2,100,100,0,0
"050US30017","30017",6,5,5,83.33,83.33,7.86,15.72
"050US30019","30019",1,0,0,0,0,70.77,141.54
"050US30021","30021",3,3,2,100,66.67,13.96,27.91
"050US30023","30023",3,3,2,100,66.67,6.71,13.41
"050US30025","30025",1,1,1,100,100,0,0
"050US30027","30027",3,2,2,66.67,66.67,12.71,25.42
"050US30029","30029",32,29,23,90.62,71.88,10.52,21.05
"050US30031","30031",26,24,21,92.31,80.77,9.86,19.72
"050US30033","30033",1,0,0,0,0,NA,NA
"050US30035","30035",4,1,1,25,25,41.64,83.28
"050US30037","30037",1,0,0,0,0,62.32,124.64
"050US30039","30039",2,1,1,50,50,39.33,78.66
"050US30041","30041",6,0,0,0,0,67.4,134.81
"050US30043","30043",3,3,2,100,66.67,5.2,10.41
"050US30045","30045",1,1,1,100,100,0,0
"050US30047","30047",10,9,5,90,50,18.86,37.71
"050US30049","30049",17,15,11,88.24,64.71,16.73,33.46
"050US30051","30051",1,1,1,100,100,0,0
"050US30053","30053",6,3,3,50,50,18.45,36.89
"050US30055","30055",1,0,0,0,0,80.47,160.94
"050US30057","30057",4,1,1,25,25,32.6,65.2
"050US30059","30059",1,0,0,0,0,43.4,86.8
"050US30061","30061",2,1,1,50,50,18.95,37.9
"050US30063","30063",29,24,22,82.76,75.86,11.1,22.21
"050US30065","30065",2,2,2,100,100,6.44,12.88
"050US30067","30067",6,3,2,50,33.33,31.59,63.19
"050US30069","30069",1,0,0,0,0,69.49,138.98
"050US30071","30071",1,1,1,100,100,0,0
"050US30073","30073",2,1,1,50,50,31.16,62.31
"050US30075","30075",1,0,0,0,0,NA,NA
"050US30077","30077",2,1,0,50,0,45.41,90.81
"050US30079","30079",1,0,0,0,0,41.1,82.2
"050US30081","30081",13,11,6,84.62,46.15,16.45,32.91
"050US30083","30083",5,4,4,80,80,14.46,28.92
"050US30085","30085",3,1,1,33.33,33.33,51.65,103.3
"050US30087","30087",4,3,3,75,75,15.12,30.24
"050US30089","30089",4,2,2,50,50,29.31,58.63
"050US30091","30091",2,1,1,50,50,21.78,43.56
"050US30093","30093",9,9,9,100,100,3.97,7.93
"050US30095","30095",3,1,1,33.33,33.33,31.45,62.91
"050US30097","30097",1,0,0,0,0,33.42,66.84
"050US30099","30099",3,2,2,66.67,66.67,13.36,26.71
"050US30101","30101",3,2,1,66.67,33.33,19.29,38.57
"050US30103","30103",1,0,0,0,0,62.08,124.16
"050US30105","30105",3,2,1,66.67,33.33,28.21,56.42
"050US30107","30107",1,0,0,0,0,68.73,137.46
"050US30109","30109",1,0,0,0,0,30.82,61.64
"050US30111","30111",36,35,32,97.22,88.89,6.07,12.13
"050US31001","31001",9,9,8,100,88.89,4.45,8.91
"050US31003","31003",3,3,2,100,66.67,11.4,22.81
"050US31005","31005",1,0,0,0,0,64.98,129.96
"050US31007","31007",1,1,0,100,0,18.92,37.84
"050US31009","31009",1,0,0,0,0,45.5,91
"050US31011","31011",2,2,2,100,100,3.92,7.84
"050US31013","31013",3,3,2,100,66.67,6.91,13.81
"050US31015","31015",1,0,0,0,0,37.96,75.92
"050US31017","31017",1,1,1,100,100,0,0
"050US31019","31019",11,11,11,100,100,2.77,5.53
"050US31021","31021",3,3,1,100,33.33,11.44,22.89
"050US31023","31023",3,3,3,100,100,6.1,12.2
"050US31025","31025",6,6,4,100,66.67,10.87,21.74
"050US31027","31027",2,2,2,100,100,0,0
"050US31029","31029",1,1,1,100,100,0,0
"050US31031","31031",2,1,1,50,50,0,0
"050US31033","31033",3,3,3,100,100,3.52,7.05
"050US31035","31035",2,2,2,100,100,7.18,14.35
"050US31037","31037",3,3,2,100,66.67,9.56,19.13
"050US31039","31039",3,3,1,100,33.33,12.5,24.99
"050US31041","31041",4,3,2,75,50,13.45,26.89
"050US31043","31043",5,5,5,100,100,5.15,10.29
"050US31045","31045",2,0,0,0,0,54.03,108.05
"050US31047","31047",7,7,4,100,57.14,11.15,22.31
"050US31049","31049",1,1,1,100,100,0,0
"050US31051","31051",2,2,1,100,50,7.89,15.78
"050US31053","31053",9,9,9,100,100,1.36,2.73
"050US31055","31055",163,163,163,100,100,2.3,4.59
"050US31057","31057",1,1,1,100,100,0,0
"050US31059","31059",2,2,2,100,100,6.86,13.73
"050US31061","31061",2,2,2,100,100,5.86,11.72
"050US31063","31063",1,0,0,0,0,35.77,71.54
"050US31065","31065",1,1,1,100,100,0,0
"050US31067","31067",7,7,7,100,100,2.66,5.33
"050US31069","31069",1,1,1,100,100,0,0
"050US31071","31071",1,1,1,100,100,0,0
"050US31073","31073",1,1,0,100,0,26.3,52.6
"050US31075","31075",1,0,0,0,0,68.2,136.4
"050US31077","31077",1,1,1,100,100,0,0
"050US31079","31079",14,14,13,100,92.86,4.78,9.55
"050US31081","31081",3,3,3,100,100,6.47,12.93
"050US31083","31083",1,1,1,100,100,0,0
"050US31085","31085",1,0,0,0,0,41.3,82.6
"050US31087","31087",1,1,0,100,0,24.32,48.64
"050US31089","31089",4,4,2,100,50,10.41,20.82
"050US31091","31091",1,0,0,0,0,NA,NA
"050US31093","31093",2,2,2,100,100,6.72,13.44
"050US31095","31095",3,3,3,100,100,2.91,5.82
"050US31097","31097",2,2,1,100,50,8.05,16.11
"050US31099","31099",2,2,2,100,100,0.78,1.57
"050US31101","31101",3,2,0,66.67,0,27.41,54.83
"050US31103","31103",1,0,0,0,0,63.96,127.92
"050US31105","31105",1,1,1,100,100,0,0
"050US31107","31107",3,3,1,100,33.33,15.32,30.63
"050US31109","31109",81,81,81,100,100,2.32,4.64
"050US31111","31111",8,7,6,87.5,75,11.71,23.42
"050US31113","31113",1,0,0,0,0,43.15,86.3
"050US31115","31115",1,0,0,0,0,39.54,79.08
"050US31117","31117",1,0,0,0,0,66.81,133.62
"050US31119","31119",9,9,9,100,100,2.66,5.33
"050US31121","31121",3,3,3,100,100,8.43,16.86
"050US31123","31123",1,1,1,100,100,0,0
"050US31125","31125",1,1,1,100,100,0,0
"050US31127","31127",2,2,2,100,100,1.36,2.72
"050US31129","31129",2,2,2,100,100,5.78,11.55
"050US31131","31131",5,5,3,100,60,10.09,20.17
"050US31133","31133",1,1,1,100,100,0,0
"050US31135","31135",1,1,1,100,100,0,0
"050US31137","31137",3,3,3,100,100,3.58,7.17
"050US31139","31139",2,2,2,100,100,0,0
"050US31141","31141",8,8,7,100,87.5,5.49,10.98
"050US31143","31143",2,2,2,100,100,6.55,13.1
"050US31145","31145",3,3,3,100,100,4.55,9.11
"050US31147","31147",3,3,2,100,66.67,9.98,19.97
"050US31149","31149",1,1,1,100,100,0,0
"050US31151","31151",5,5,5,100,100,4,8
"050US31153","31153",47,47,47,100,100,3.41,6.82
"050US31155","31155",5,5,4,100,80,10.65,21.3
"050US31157","31157",11,11,10,100,90.91,5.11,10.21
"050US31159","31159",4,4,4,100,100,2.16,4.32
"050US31161","31161",2,1,1,50,50,17.93,35.87
"050US31163","31163",1,1,1,100,100,0,0
"050US31165","31165",1,0,0,0,0,42.9,85.8
"050US31167","31167",2,2,1,100,50,15.14,30.29
"050US31169","31169",2,2,1,100,50,7.81,15.62
"050US31171","31171",1,0,0,0,0,62.84,125.68
"050US31173","31173",2,2,1,100,50,12.35,24.7
"050US31175","31175",2,2,2,100,100,1.63,3.26
"050US31177","31177",5,5,5,100,100,7.29,14.57
"050US31179","31179",2,2,2,100,100,5.06,10.11
"050US31181","31181",2,2,1,100,50,7.62,15.24
"050US31183","31183",1,1,0,100,0,27.73,55.46
"050US31185","31185",4,4,4,100,100,2.63,5.27
"050US32001","32001",7,5,4,71.43,57.14,10.17,20.34
"050US32003","32003",535,529,525,98.88,98.13,2.63,5.25
"050US32005","32005",17,16,13,94.12,76.47,11.19,22.38
"050US32007","32007",15,9,6,60,40,25.01,50.03
"050US32009","32009",1,0,0,0,0,76.36,152.72
"050US32011","32011",1,0,0,0,0,85.26,170.52
"050US32013","32013",5,3,2,60,40,28.17,56.35
"050US32015","32015",2,1,1,50,50,40.06,80.12
"050US32017","32017",2,0,0,0,0,88.04,176.09
"050US32019","32019",18,16,12,88.89,66.67,14.27,28.53
"050US32021","32021",2,2,2,100,100,7.06,14.12
"050US32023","32023",15,12,10,80,66.67,14.88,29.76
"050US32027","32027",1,1,1,100,100,0,0
"050US32029","32029",1,1,0,100,0,18.49,36.98
"050US32031","32031",139,137,133,98.56,95.68,4.04,8.08
"050US32033","32033",3,2,1,66.67,33.33,22.49,44.99
"050US32510","32510",15,15,14,100,93.33,3.91,7.82
"050US33001","33001",18,18,16,100,88.89,6.2,12.39
"050US33003","33003",19,19,10,100,52.63,12.94,25.89
"050US33005","33005",18,18,15,100,83.33,7.47,14.93
"050US33007","33007",11,4,1,36.36,9.09,36.29,72.58
"050US33009","33009",28,27,16,96.43,57.14,12.57,25.15
"050US33011","33011",103,103,98,100,95.15,4.7,9.4
"050US33013","33013",39,39,34,100,87.18,6.34,12.68
"050US33015","33015",72,72,70,100,97.22,4.28,8.57
"050US33017","33017",30,30,30,100,100,5.09,10.18
"050US33019","33019",11,11,8,100,72.73,9.63,19.26
"050US34001","34001",73,73,72,100,98.63,2.55,5.1
"050US34003","34003",203,203,203,100,100,1.3,2.59
"050US34005","34005",117,117,116,100,99.15,2.69,5.39
"050US34007","34007",129,129,129,100,100,1.71,3.42
"050US34009","34009",32,32,32,100,100,3.55,7.1
"050US34011","34011",41,41,37,100,90.24,4.77,9.54
"050US34013","34013",211,211,211,100,100,0.9,1.81
"050US34015","34015",69,69,69,100,100,2.15,4.29
"050US34017","34017",183,183,183,100,100,0.5,1
"050US34019","34019",30,30,30,100,100,4.19,8.37
"050US34021","34021",84,84,84,100,100,1.6,3.19
"050US34023","34023",192,192,192,100,100,1.52,3.04
"050US34025","34025",154,154,154,100,100,1.5,3.01
"050US34027","34027",110,110,110,100,100,2.37,4.74
"050US34029","34029",144,144,144,100,100,3.09,6.18
"050US34031","34031",120,120,120,100,100,1.02,2.05
"050US34033","34033",24,24,24,100,100,3.78,7.57
"050US34035","34035",74,74,74,100,100,2.55,5.1
"050US34037","34037",42,42,41,100,97.62,5.45,10.89
"050US34039","34039",120,120,120,100,100,1.17,2.35
"050US34041","34041",23,23,23,100,100,2.83,5.67
"050US35001","35001",176,176,172,100,97.73,2.93,5.87
"050US35003","35003",2,0,0,0,0,NA,NA
"050US35005","35005",17,14,13,82.35,76.47,9.03,18.05
"050US35006","35006",9,5,4,55.56,44.44,35.39,70.77
"050US35007","35007",3,3,3,100,100,0,0
"050US35009","35009",14,13,12,92.86,85.71,8.09,16.18
"050US35011","35011",1,1,1,100,100,0,0
"050US35013","35013",61,56,49,91.8,80.33,9.2,18.41
"050US35015","35015",13,11,10,84.62,76.92,9.81,19.62
"050US35017","35017",10,6,6,60,60,24.19,48.38
"050US35019","35019",1,1,1,100,100,0,0
"050US35021","35021",1,0,0,0,0,NA,NA
"050US35023","35023",2,0,0,0,0,73.42,146.84
"050US35025","35025",18,16,15,88.89,83.33,7.97,15.94
"050US35027","35027",9,6,5,66.67,55.56,24.14,48.28
"050US35028","35028",4,1,1,25,25,33.43,66.86
"050US35029","35029",7,0,0,0,0,64.68,129.37
"050US35031","35031",33,19,12,57.58,36.36,25.46,50.92
"050US35033","35033",2,1,1,50,50,39.12,78.23
"050US35035","35035",21,16,12,76.19,57.14,17.59,35.17
"050US35037","35037",3,2,2,66.67,66.67,11.55,23.1
"050US35039","35039",11,8,5,72.73,45.45,20.16,40.32
"050US35041","35041",5,4,3,80,60,12.54,25.08
"050US35043","35043",35,30,28,85.71,80,7.45,14.89
"050US35045","35045",36,26,21,72.22,58.33,19.55,39.09
"050US35047","35047",10,6,4,60,40,26,52.01
"050US35049","35049",57,53,42,92.98,73.68,9.87,19.74
"050US35051","35051",4,2,2,50,50,27.26,54.52
"050US35053","35053",6,3,3,50,50,32.06,64.13
"050US35055","35055",10,7,3,70,30,20.85,41.7
"050US35057","35057",5,3,2,60,40,20.95,41.9
"050US35059","35059",1,1,1,100,100,0,0
"050US35061","35061",25,24,17,96,68,12.24,24.48
"050US36001","36001",85,85,82,100,96.47,3.23,6.46
"050US36003","36003",16,16,8,100,50,13.52,27.04
"050US36005","36005",361,361,361,100,100,0.59,1.19
"050US36007","36007",57,57,53,100,92.98,4.42,8.85
"050US36009","36009",24,24,17,100,70.83,7.78,15.56
"050US36011","36011",24,24,19,100,79.17,7.65,15.31
"050US36013","36013",36,36,31,100,86.11,6.25,12.51
"050US36015","36015",25,25,23,100,92,4.22,8.44
"050US36017","36017",16,16,10,100,62.5,9.18,18.36
"050US36019","36019",22,21,18,95.45,81.82,6.6,13.21
"050US36021","36021",21,21,15,100,71.43,10.99,21.98
"050US36023","36023",13,13,10,100,76.92,7.04,14.08
"050US36025","36025",18,15,7,83.33,38.89,17.2,34.39
"050US36027","36027",82,82,82,100,100,3.46,6.92
"050US36029","36029",260,260,260,100,100,2.24,4.49
"050US36031","36031",18,14,8,77.78,44.44,17.91,35.82
"050US36033","36033",15,13,8,86.67,53.33,13.2,26.4
"050US36035","36035",17,17,14,100,82.35,7.22,14.43
"050US36037","36037",18,18,17,100,94.44,4.65,9.3
"050US36039","36039",18,17,14,94.44,77.78,9.35,18.7
"050US36041","36041",4,1,0,25,0,49.23,98.46
"050US36043","36043",20,19,18,95,90,6.72,13.44
"050US36045","36045",36,36,29,100,80.56,7.8,15.6
"050US36047","36047",804,804,804,100,100,0.49,0.98
"050US36049","36049",9,7,2,77.78,22.22,20.67,41.34
"050US36051","36051",18,18,16,100,88.89,5.29,10.58
"050US36053","36053",19,19,18,100,94.74,6.1,12.21
"050US36055","36055",210,210,209,100,99.52,2.43,4.86
"050US36057","36057",16,16,15,100,93.75,3.89,7.78
"050US36059","36059",281,281,281,100,100,1.12,2.24
"050US36061","36061",310,310,310,100,100,0.36,0.72
"050US36063","36063",65,65,63,100,96.92,3.16,6.32
"050US36065","36065",75,75,72,100,96,4.24,8.48
"050US36067","36067",142,142,142,100,100,2.86,5.71
"050US36069","36069",40,40,35,100,87.5,6.77,13.53
"050US36071","36071",92,92,92,100,100,3.93,7.86
"050US36073","36073",13,13,8,100,61.54,11.87,23.74
"050US36075","36075",44,44,41,100,93.18,6.74,13.48
"050US36077","36077",22,21,13,95.45,59.09,12.62,25.23
"050US36079","36079",24,24,23,100,95.83,4.03,8.06
"050US36081","36081",724,724,724,100,100,0.7,1.4
"050US36083","36083",48,48,47,100,97.92,4.34,8.69
"050US36085","36085",125,125,125,100,100,1.12,2.23
"050US36087","36087",80,80,80,100,100,2.22,4.44
"050US36089","36089",30,29,20,96.67,66.67,10.29,20.58
"050US36091","36091",65,65,61,100,93.85,6.07,12.15
"050US36093","36093",45,45,45,100,100,2.3,4.6
"050US36095","36095",8,6,4,75,50,17.25,34.49
"050US36097","36097",5,5,3,100,60,10.68,21.36
"050US36099","36099",11,11,11,100,100,5.79,11.57
"050US36101","36101",31,31,22,100,70.97,8.82,17.65
"050US36103","36103",384,384,384,100,100,2.67,5.35
"050US36105","36105",31,31,19,100,61.29,12.64,25.27
"050US36107","36107",11,11,7,100,63.64,10.46,20.92
"050US36109","36109",26,26,26,100,100,5.38,10.75
"050US36111","36111",50,49,46,98,92,6.09,12.18
"050US36113","36113",23,22,20,95.65,86.96,6.15,12.31
"050US36115","36115",21,21,15,100,71.43,10.15,20.3
"050US36117","36117",25,25,25,100,100,6.35,12.7
"050US36119","36119",241,241,241,100,100,1.46,2.91
"050US36121","36121",12,12,9,100,75,9.38,18.76
"050US36123","36123",8,8,6,100,75,9.78,19.56
"050US37001","37001",37,37,32,100,86.49,5.73,11.45
"050US37003","37003",7,7,7,100,100,5.9,11.8
"050US37005","37005",3,3,1,100,33.33,14.41,28.81
"050US37007","37007",9,9,6,100,66.67,12.16,24.31
"050US37009","37009",9,9,7,100,77.78,9.52,19.03
"050US37011","37011",5,5,4,100,80,3.87,7.74
"050US37013","37013",13,13,9,100,69.23,8.88,17.76
"050US37015","37015",5,3,1,60,20,22.33,44.66
"050US37017","37017",11,11,6,100,54.55,10.47,20.93
"050US37019","37019",43,43,39,100,90.7,6.98,13.97
"050US37021","37021",65,64,59,98.46,90.77,4.73,9.45
"050US37023","37023",21,21,19,100,90.48,6.14,12.29
"050US37025","37025",47,47,47,100,100,3.73,7.46
"050US37027","37027",19,19,18,100,94.74,5.24,10.48
"050US37029","37029",2,2,0,100,0,21.59,43.18
"050US37031","37031",31,31,28,100,90.32,4.88,9.76
"050US37033","37033",6,6,4,100,66.67,12.05,24.1
"050US37035","37035",34,34,34,100,100,3.17,6.34
"050US37037","37037",19,19,16,100,84.21,6.33,12.66
"050US37039","37039",12,12,5,100,41.67,14.64,29.28
"050US37041","37041",4,3,3,75,75,15.4,30.8
"050US37043","37043",4,4,1,100,25,17.45,34.9
"050US37045","37045",24,24,23,100,95.83,5.37,10.74
"050US37047","37047",15,15,12,100,80,8.24,16.48
"050US37049","37049",26,26,19,100,73.08,8.97,17.94
"050US37051","37051",81,81,80,100,98.77,3.73,7.46
"050US37053","37053",10,7,1,70,10,29.15,58.3
"050US37055","37055",10,9,9,90,90,7.62,15.23
"050US37057","37057",42,42,42,100,100,5.62,11.25
"050US37059","37059",10,10,9,100,90,7.49,14.98
"050US37061","37061",21,21,18,100,85.71,8.25,16.5
"050US37063","37063",68,68,68,100,100,2.11,4.22
"050US37065","37065",14,14,11,100,78.57,8.19,16.39
"050US37067","37067",95,95,95,100,100,3.37,6.74
"050US37069","37069",16,16,15,100,93.75,8.62,17.24
"050US37071","37071",85,85,85,100,100,3.85,7.69
"050US37073","37073",3,3,1,100,33.33,11.62,23.25
"050US37075","37075",3,2,1,66.67,33.33,18.11,36.23
"050US37077","37077",15,15,13,100,86.67,6.65,13.29
"050US37079","37079",5,5,5,100,100,8.02,16.03
"050US37081","37081",126,126,125,100,99.21,3,5.99
"050US37083","37083",16,16,14,100,87.5,5.83,11.66
"050US37085","37085",28,28,22,100,78.57,8.06,16.12
"050US37087","37087",21,20,16,95.24,76.19,9.95,19.89
"050US37089","37089",30,30,29,100,96.67,6.75,13.5
"050US37091","37091",8,8,4,100,50,13.18,26.36
"050US37093","37093",12,12,11,100,91.67,8.17,16.34
"050US37095","37095",2,0,0,0,0,43.41,86.82
"050US37097","37097",46,46,45,100,97.83,4.72,9.43
"050US37099","37099",9,9,8,100,88.89,9.2,18.41
"050US37101","37101",53,53,52,100,98.11,5.4,10.8
"050US37103","37103",3,3,2,100,66.67,5.71,11.41
"050US37105","37105",16,16,15,100,93.75,4.8,9.59
"050US37107","37107",17,17,17,100,100,4.65,9.3
"050US37109","37109",18,18,18,100,100,5.25,10.5
"050US37111","37111",12,12,7,100,58.33,12.13,24.26
"050US37113","37113",10,10,9,100,90,8.21,16.42
"050US37115","37115",7,5,4,71.43,57.14,16.75,33.5
"050US37117","37117",6,6,4,100,66.67,8.21,16.42
"050US37119","37119",305,305,305,100,100,2.76,5.51
"050US37121","37121",4,4,3,100,75,4.79,9.59
"050US37123","37123",10,10,9,100,90,6.98,13.96
"050US37125","37125",29,29,29,100,100,6.96,13.92
"050US37127","37127",25,25,24,100,96,4.56,9.12
"050US37129","37129",54,54,54,100,100,2.82,5.63
"050US37131","37131",10,10,5,100,50,13.57,27.14
"050US37133","37133",45,45,42,100,93.33,6.34,12.68
"050US37135","37135",42,42,40,100,95.24,5,10.01
"050US37137","37137",6,6,2,100,33.33,16.79,33.58
"050US37139","37139",10,10,8,100,80,8.46,16.92
"050US37141","37141",15,15,11,100,73.33,9.43,18.86
"050US37143","37143",4,4,2,100,50,13.56,27.12
"050US37145","37145",7,7,6,100,85.71,8.11,16.22
"050US37147","37147",42,42,40,100,95.24,4.21,8.42
"050US37149","37149",8,8,6,100,75,9.26,18.52
"050US37151","37151",34,34,33,100,97.06,5.31,10.62
"050US37153","37153",11,11,10,100,90.91,4.61,9.22
"050US37155","37155",35,35,34,100,97.14,5.54,11.08
"050US37157","37157",22,22,21,100,95.45,6.29,12.58
"050US37159","37159",31,31,30,100,96.77,5.21,10.43
"050US37161","37161",22,22,19,100,86.36,7.92,15.84
"050US37163","37163",20,20,17,100,85,8.76,17.53
"050US37165","37165",9,9,8,100,88.89,6.27,12.54
"050US37167","37167",17,17,16,100,94.12,6.73,13.45
"050US37169","37169",13,13,9,100,69.23,7.67,15.34
"050US37171","37171",23,23,19,100,82.61,8.91,17.83
"050US37173","37173",5,4,2,80,40,21.14,42.27
"050US37175","37175",12,12,6,100,50,13.52,27.04
"050US37177","37177",1,1,1,100,100,0,0
"050US37179","37179",48,48,47,100,97.92,3.58,7.16
"050US37181","37181",12,12,11,100,91.67,6.24,12.49
"050US37183","37183",230,230,230,100,100,2.72,5.43
"050US37185","37185",7,7,5,100,71.43,8.56,17.11
