HEROP_ID,ZIP,HcvTmDr,HcvTmDr2,HcvCntDr,HcvMinDis
860US01754,01754,19.37239169333239,38.74478338666478,18.962667194962666,10.560584634261783
860US01756,01756,11.6411201397,23.2822402794,13.101413436,4.8668057545492545
860US01757,01757,4.72178759422,9.44357518844,16.877311548999998,1.6406104018386003
860US01760,01760,8.56812586357,17.13625172714,44.439323748,3.2534969549787225
860US01770,01770,11.95,23.9,23.0,3.818369665
860US01772,01772,7.43928759612,14.87857519224,42.903418603999995,2.682579103680729
860US01773,01773,9.844952891940094,19.68990578388019,49.02187079795626,5.147195509629756
860US01775,01775,21.57790561446,43.15581122892,28.818207205000004,10.667154320920693
860US01776,01776,12.75720576707,25.51441153414,20.518982527,6.981251164017097
860US01778,01778,8.600763913800765,17.20152782760153,45.53387487053387,4.79379315233357
860US01784,01784,,,,
860US01801,01801,8.8686753676,17.7373507352,60.247997178,4.704367177813105
