"HEROP_ID","GEOID","TotTracts","SutCtTmDr","SutCtTmDr2","SutTmDrP","SutTmDrP2","SutAvTmDr","SutAvTmDr2"
"050US21123","21123",5,5,0,100,0,23.72,47.44
"050US21125","21125",16,0,0,0,0,55.44,110.89
"050US21127","21127",6,0,0,0,0,NA,NA
"050US21129","21129",3,0,0,0,0,63.09,126.17
"050US21131","21131",4,0,0,0,0,NA,NA
"050US21133","21133",10,0,0,0,0,NA,NA
"050US21135","21135",4,1,0,25,0,38.53,77.06
"050US21137","21137",7,0,0,0,0,52.81,105.63
"050US21139","21139",3,0,0,0,0,NA,NA
"050US21141","21141",6,0,0,0,0,80.22,160.45
"050US21143","21143",4,0,0,0,0,NA,NA
"050US21145","21145",19,0,0,0,0,NA,NA
"050US21147","21147",6,0,0,0,0,62.79,125.57
"050US21149","21149",3,0,0,0,0,48.19,96.37
"050US21151","21151",31,31,18,100,58.06,12.08,24.16
"050US21153","21153",5,0,0,0,0,NA,NA
"050US21155","21155",6,0,0,0,0,38.31,76.63
"050US21157","21157",10,0,0,0,0,NA,NA
"050US21159","21159",4,0,0,0,0,NA,NA
"050US21161","21161",5,0,0,0,0,40.68,81.35
"050US21163","21163",9,6,0,66.67,0,28,56.01
"050US21165","21165",2,0,0,0,0,71.79,143.58
"050US21167","21167",5,2,0,40,0,32.22,64.43
"050US21169","21169",3,0,0,0,0,NA,NA
"050US21171","21171",4,0,0,0,0,NA,NA
"050US21173","21173",7,0,0,0,0,41.35,82.71
"050US21175","21175",5,0,0,0,0,89.48,178.96
"050US21177","21177",10,0,0,0,0,72.88,145.75
"050US21179","21179",11,9,1,81.82,9.09,21.93,43.86
"050US21181","21181",2,0,0,0,0,50.29,100.58
"050US21183","21183",8,0,0,0,0,50.61,101.22
"050US21185","21185",15,13,0,86.67,0,26.77,53.54
"050US21187","21187",4,0,0,0,0,62.92,125.83
"050US21189","21189",2,0,0,0,0,79.05,158.1
"050US21191","21191",4,0,0,0,0,50.77,101.55
"050US21193","21193",10,0,0,0,0,NA,NA
"050US21195","21195",22,0,0,0,0,NA,NA
"050US21197","21197",4,0,0,0,0,47.27,94.55
"050US21199","21199",21,3,2,14.29,9.52,57.59,115.18
"050US21201","21201",1,0,0,0,0,76.36,152.72
"050US21203","21203",5,2,0,40,0,34.68,69.36
"050US21205","21205",6,0,0,0,0,73.01,146.02
"050US21207","21207",5,0,0,0,0,65.45,130.9
"050US21209","21209",19,16,3,84.21,15.79,23.09,46.18
"050US21211","21211",12,2,0,16.67,0,35.62,71.24
"050US21213","21213",5,0,0,0,0,84.09,168.18
"050US21215","21215",4,4,0,100,0,24.99,49.98
"050US21217","21217",7,0,0,0,0,57.88,115.77
"050US21219","21219",4,0,0,0,0,69.63,139.26
"050US21221","21221",7,0,0,0,0,86.03,172.06
"050US21223","21223",2,0,0,0,0,51.51,103.02
"050US21225","21225",4,0,0,0,0,75.82,151.65
"050US21227","21227",27,0,0,0,0,71.26,142.53
"050US21229","21229",4,4,1,100,25,14.9,29.81
"050US21231","21231",9,0,0,0,0,49.87,99.74
"050US21233","21233",4,0,0,0,0,74.56,149.11
"050US21235","21235",12,0,0,0,0,72.52,145.04
"050US21237","21237",2,0,0,0,0,70.5,141.01
"050US21239","21239",8,8,2,100,25,18.79,37.59
"050US22001","22001",21,0,0,0,0,89,177.99
"050US22003","22003",7,0,0,0,0,NA,NA
"050US22005","22005",29,29,17,100,58.62,12.97,25.94
"050US22007","22007",7,2,0,28.57,0,41.55,83.1
"050US22009","22009",12,0,0,0,0,NA,NA
"050US22011","22011",9,0,0,0,0,NA,NA
"050US22013","22013",5,0,0,0,0,56.04,112.07
"050US22015","22015",33,25,17,75.76,51.52,12.53,25.05
"050US22017","22017",74,66,57,89.19,77.03,10,20
"050US22019","22019",56,0,0,0,0,NA,NA
"050US22021","22021",3,0,0,0,0,NA,NA
"050US22023","22023",4,0,0,0,0,NA,NA
"050US22025","22025",3,0,0,0,0,NA,NA
"050US22027","22027",6,0,0,0,0,NA,NA
"050US22029","22029",6,0,0,0,0,NA,NA
"050US22031","22031",9,2,0,22.22,0,37.99,75.97
"050US22033","22033",108,71,0,65.74,0,29.64,59.28
"050US22035","22035",3,0,0,0,0,NA,NA
"050US22037","22037",5,0,0,0,0,65.24,130.48
"050US22039","22039",11,0,0,0,0,NA,NA
"050US22041","22041",6,0,0,0,0,NA,NA
"050US22043","22043",7,0,0,0,0,NA,NA
"050US22045","22045",22,0,0,0,0,NA,NA
"050US22047","22047",9,1,0,11.11,0,43.79,87.57
"050US22049","22049",5,0,0,0,0,82.66,165.31
"050US22051","22051",127,0,0,0,0,63.65,127.3
"050US22053","22053",8,0,0,0,0,NA,NA
"050US22055","22055",58,0,0,0,0,82.64,165.27
"050US22057","22057",26,0,0,0,0,58.17,116.33
"050US22059","22059",3,0,0,0,0,NA,NA
"050US22061","22061",12,0,0,0,0,65.54,131.09
"050US22063","22063",34,8,0,23.53,0,36.01,72.02
"050US22065","22065",5,0,0,0,0,NA,NA
"050US22067","22067",8,0,0,0,0,NA,NA
"050US22069","22069",11,0,0,0,0,71.72,143.45
"050US22071","22071",184,0,0,0,0,54.53,109.06
"050US22073","22073",47,0,0,0,0,86.19,172.38
"050US22075","22075",9,0,0,0,0,68.7,137.41
"050US22077","22077",7,0,0,0,0,64.83,129.67
"050US22079","22079",39,0,0,0,0,NA,NA
"050US22081","22081",2,0,0,0,0,53.63,107.26
"050US22083","22083",6,0,0,0,0,NA,NA
"050US22085","22085",9,0,0,0,0,78.93,157.87
"050US22087","22087",17,0,0,0,0,54.56,109.12
"050US22089","22089",13,0,0,0,0,58.94,117.87
"050US22091","22091",3,0,0,0,0,69.81,139.63
"050US22093","22093",7,4,0,57.14,0,24.6,49.19
"050US22095","22095",11,3,0,27.27,0,31.56,63.12
"050US22097","22097",28,0,0,0,0,85.94,171.88
"050US22099","22099",17,0,0,0,0,72.31,144.62
"050US22101","22101",16,0,0,0,0,73.59,147.19
"050US22103","22103",59,48,14,81.36,23.73,21.34,42.68
"050US22105","22105",31,1,0,3.23,0,54.36,108.72
"050US22107","22107",3,0,0,0,0,NA,NA
"050US22109","22109",34,0,0,0,0,68.49,136.99
"050US22111","22111",6,0,0,0,0,86.83,173.66
"050US22113","22113",16,0,0,0,0,NA,NA
"050US22115","22115",16,0,0,0,0,NA,NA
"050US22117","22117",13,0,0,0,0,58.23,116.46
"050US22119","22119",13,1,0,7.69,0,33.38,66.76
"050US22121","22121",6,1,0,16.67,0,37.29,74.57
"050US22123","22123",3,0,0,0,0,NA,NA
"050US22125","22125",7,0,0,0,0,69.38,138.76
"050US22127","22127",5,0,0,0,0,NA,NA
"050US23001","23001",32,0,0,0,0,NA,NA
"050US23003","23003",24,0,0,0,0,NA,NA
"050US23005","23005",80,0,0,0,0,NA,NA
"050US23007","23007",10,0,0,0,0,NA,NA
"050US23009","23009",17,0,0,0,0,NA,NA
"050US23011","23011",36,0,0,0,0,NA,NA
"050US23013","23013",12,0,0,0,0,NA,NA
"050US23015","23015",9,0,0,0,0,NA,NA
"050US23017","23017",19,0,0,0,0,NA,NA
"050US23019","23019",46,0,0,0,0,NA,NA
"050US23021","23021",8,0,0,0,0,NA,NA
"050US23023","23023",8,0,0,0,0,NA,NA
"050US23025","23025",20,0,0,0,0,NA,NA
"050US23027","23027",8,0,0,0,0,NA,NA
"050US23029","23029",14,0,0,0,0,NA,NA
"050US23031","23031",58,0,0,0,0,NA,NA
"050US24001","24001",22,0,0,0,0,74.15,148.3
"050US24003","24003",129,129,53,100,41.09,15.84,31.67
"050US24005","24005",219,219,193,100,88.13,8.41,16.82
"050US24009","24009",18,0,0,0,0,50.96,101.92
"050US24011","24011",9,0,0,0,0,61.39,122.77
"050US24013","24013",37,31,11,83.78,29.73,19.65,39.29
"050US24015","24015",21,3,0,14.29,0,41.05,82.1
"050US24017","24017",35,0,0,0,0,41.34,82.67
"050US24019","24019",9,0,0,0,0,76.46,152.92
"050US24021","24021",65,6,0,9.23,0,36.81,73.62
"050US24023","24023",9,0,0,0,0,NA,NA
"050US24025","24025",59,59,22,100,37.29,16.39,32.77
"050US24027","24027",59,59,16,100,27.12,16.91,33.82
"050US24029","24029",5,0,0,0,0,72.87,145.74
"050US24031","24031",232,230,143,99.14,61.64,13.49,26.98
"050US24033","24033",214,204,0,95.33,0,22.39,44.79
"050US24035","24035",12,4,0,33.33,0,40.06,80.13
"050US24037","24037",22,0,0,0,0,73.18,146.36
"050US24039","24039",6,0,0,0,0,NA,NA
"050US24041","24041",10,0,0,0,0,58.05,116.09
"050US24043","24043",36,0,0,0,0,48.23,96.47
"050US24045","24045",21,0,0,0,0,89.98,179.96
"050US24047","24047",17,0,0,0,0,NA,NA
"050US24510","24510",199,199,199,100,100,4.41,8.83
"050US25001","25001",56,0,0,0,0,76.87,153.73
"050US25003","25003",40,0,0,0,0,NA,NA
"050US25005","25005",130,78,6,60,4.62,25.74,51.47
"050US25007","25007",4,0,0,0,0,NA,NA
"050US25009","25009",173,0,0,0,0,77.31,154.63
"050US25011","25011",19,0,0,0,0,NA,NA
"050US25013","25013",104,0,0,0,0,82.52,165.05
"050US25015","25015",35,0,0,0,0,84.94,169.88
"050US25017","25017",357,0,0,0,0,60.68,121.37
"050US25019","25019",6,0,0,0,0,NA,NA
"050US25021","25021",154,17,0,11.04,0,41.09,82.17
"050US25023","25023",110,0,0,0,0,50.69,101.38
"050US25025","25025",234,0,0,0,0,51.24,102.48
"050US25027","25027",191,5,0,2.62,0,51.25,102.51
"050US26001","26001",5,0,0,0,0,NA,NA
"050US26003","26003",3,0,0,0,0,NA,NA
"050US26005","26005",30,0,0,0,0,54.41,108.82
"050US26007","26007",10,0,0,0,0,NA,NA
"050US26009","26009",10,0,0,0,0,50.4,100.79
"050US26011","26011",6,0,0,0,0,76.56,153.13
"050US26013","26013",2,0,0,0,0,NA,NA
"050US26015","26015",16,0,0,0,0,66.04,132.08
"050US26017","26017",27,0,0,0,0,50.76,101.52
"050US26019","26019",6,0,0,0,0,NA,NA
"050US26021","26021",53,0,0,0,0,79.62,159.24
"050US26023","26023",13,0,0,0,0,NA,NA
"050US26025","26025",40,0,0,0,0,83.33,166.67
"050US26027","26027",15,0,0,0,0,NA,NA
"050US26029","26029",13,9,1,69.23,7.69,25.53,51.06
"050US26031","26031",9,0,0,0,0,50.62,101.23
"050US26033","26033",15,0,0,0,0,NA,NA
"050US26035","26035",12,0,0,0,0,82.98,165.96
"050US26037","26037",23,0,0,0,0,50.76,101.53
"050US26039","26039",5,0,0,0,0,73.38,146.76
"050US26041","26041",11,0,0,0,0,NA,NA
"050US26043","26043",7,0,0,0,0,NA,NA
"050US26045","26045",29,0,0,0,0,60.07,120.14
"050US26047","26047",10,7,3,70,30,20.39,40.78
"050US26049","26049",134,133,100,99.25,74.63,10.84,21.67
"050US26051","26051",10,0,0,0,0,85.19,170.38
"050US26053","26053",6,0,0,0,0,NA,NA
"050US26055","26055",23,0,0,0,0,80.65,161.3
"050US26057","26057",10,0,0,0,0,75.59,151.19
"050US26059","26059",13,0,0,0,0,81.84,163.68
"050US26061","26061",10,0,0,0,0,NA,NA
"050US26063","26063",12,0,0,0,0,89.67,179.34
"050US26065","26065",84,0,0,0,0,46.94,93.89
"050US26067","26067",16,0,0,0,0,57.68,115.37
"050US26069","26069",11,0,0,0,0,NA,NA
"050US26071","26071",5,0,0,0,0,NA,NA
"050US26073","26073",18,0,0,0,0,87.16,174.33
"050US26075","26075",46,0,0,0,0,58.98,117.96
"050US26077","26077",68,0,0,0,0,69.98,139.95
"050US26079","26079",6,0,0,0,0,68.43,136.85
"050US26081","26081",145,102,2,70.34,1.38,27.39,54.78
"050US26083","26083",2,0,0,0,0,NA,NA
"050US26085","26085",4,0,0,0,0,88.95,177.9
"050US26087","26087",24,13,0,54.17,0,30.52,61.05
"050US26089","26089",9,0,0,0,0,86.7,173.41
"050US26091","26091",25,0,0,0,0,56.03,112.06
"050US26093","26093",60,54,20,90,33.33,20.1,40.2
"050US26095","26095",3,0,0,0,0,NA,NA
"050US26097","26097",5,0,0,0,0,61.23,122.46
"050US26099","26099",243,189,23,77.78,9.47,24.08,48.17
"050US26101","26101",9,0,0,0,0,NA,NA
"050US26103","26103",26,0,0,0,0,NA,NA
"050US26105","26105",8,0,0,0,0,82.08,164.15
"050US26107","26107",13,0,0,0,0,67.01,134.02
"050US26109","26109",7,0,0,0,0,NA,NA
"050US26111","26111",21,0,0,0,0,62.91,125.82
"050US26113","26113",5,0,0,0,0,NA,NA
"050US26115","26115",40,37,21,92.5,52.5,16.47,32.94
"050US26117","26117",14,0,0,0,0,57.83,115.66
"050US26119","26119",5,0,0,0,0,81.7,163.41
"050US26121","26121",45,4,0,8.89,0,36.37,72.73
"050US26123","26123",11,1,0,9.09,0,47.23,94.45
"050US26125","26125",350,292,44,83.43,12.57,22.93,45.86
"050US26127","26127",7,0,0,0,0,68.62,137.24
"050US26129","26129",8,0,0,0,0,88.41,176.82
"050US26131","26131",3,0,0,0,0,NA,NA
"050US26133","26133",7,0,0,0,0,81.23,162.47
"050US26135","26135",5,0,0,0,0,NA,NA
"050US26137","26137",6,0,0,0,0,52.88,105.75
"050US26139","26139",64,23,2,35.94,3.12,34.04,68.08
"050US26141","26141",6,0,0,0,0,73.36,146.73
"050US26143","26143",13,0,0,0,0,81.2,162.4
"050US26145","26145",61,2,0,3.28,0,40.37,80.75
"050US26147","26147",50,0,0,0,0,52.99,105.98
"050US26149","26149",18,0,0,0,0,87.02,174.05
"050US26151","26151",12,0,0,0,0,75.49,150.97
"050US26153","26153",3,0,0,0,0,NA,NA
"050US26155","26155",18,7,0,38.89,0,30.39,60.79
"050US26157","26157",13,0,0,0,0,59.26,118.52
"050US26159","26159",22,0,0,0,0,78.57,157.13
"050US26161","26161",107,53,0,49.53,0,30.19,60.37
"050US26163","26163",625,625,403,100,64.48,12.86,25.73
"050US26165","26165",8,0,0,0,0,NA,NA
"050US27001","27001",8,0,0,0,0,74.9,149.8
"050US27003","27003",90,80,6,88.89,6.67,22.58,45.15
"050US27005","27005",10,0,0,0,0,NA,NA
"050US27007","27007",14,0,0,0,0,NA,NA
"050US27009","27009",10,0,0,0,0,67.3,134.59
"050US27011","27011",3,0,0,0,0,NA,NA
"050US27013","27013",16,0,0,0,0,80.77,161.54
"050US27015","27015",8,0,0,0,0,NA,NA
"050US27017","27017",9,4,0,44.44,0,30.21,60.41
"050US27019","27019",25,15,0,60,0,28.92,57.83
"050US27021","27021",11,0,0,0,0,NA,NA
"050US27023","27023",5,0,0,0,0,NA,NA
"050US27025","27025",13,11,5,84.62,38.46,17.27,34.54
"050US27027","27027",16,0,0,0,0,NA,NA
"050US27029","27029",3,0,0,0,0,NA,NA
"050US27031","27031",3,0,0,0,0,NA,NA
"050US27033","27033",4,0,0,0,0,NA,NA
"050US27035","27035",21,0,0,0,0,NA,NA
"050US27037","27037",106,39,0,36.79,0,33.84,67.68
"050US27039","27039",5,0,0,0,0,85.9,171.8
"050US27041","27041",11,0,0,0,0,NA,NA
"050US27043","27043",6,0,0,0,0,NA,NA
"050US27045","27045",6,0,0,0,0,89.78,179.56
"050US27047","27047",10,0,0,0,0,NA,NA
"050US27049","27049",11,0,0,0,0,73.32,146.64
"050US27051","27051",2,0,0,0,0,NA,NA
"050US27053","27053",329,329,162,100,49.24,14.89,29.78
"050US27055","27055",5,0,0,0,0,50.51,101.02
"050US27057","27057",7,0,0,0,0,NA,NA
"050US27059","27059",9,0,0,0,0,40.02,80.04
"050US27061","27061",21,0,0,0,0,77.34,154.68
"050US27063","27063",4,0,0,0,0,NA,NA
"050US27065","27065",4,0,0,0,0,62.54,125.09
"050US27067","27067",12,0,0,0,0,NA,NA
"050US27069","27069",2,0,0,0,0,NA,NA
"050US27071","27071",5,0,0,0,0,NA,NA
"050US27073","27073",3,0,0,0,0,NA,NA
"050US27075","27075",4,0,0,0,0,50.87,101.73
"050US27077","27077",3,0,0,0,0,NA,NA
"050US27079","27079",7,0,0,0,0,61.86,123.73
"050US27081","27081",2,0,0,0,0,NA,NA
"050US27083","27083",7,0,0,0,0,NA,NA
"050US27085","27085",9,0,0,0,0,NA,NA
"050US27087","27087",2,0,0,0,0,NA,NA
"050US27089","27089",4,0,0,0,0,NA,NA
"050US27091","27091",7,0,0,0,0,NA,NA
"050US27093","27093",6,0,0,0,0,NA,NA
"050US27095","27095",7,0,0,0,0,62.41,124.82
"050US27097","27097",8,0,0,0,0,NA,NA
"050US27099","27099",11,0,0,0,0,NA,NA
"050US27101","27101",3,0,0,0,0,NA,NA
"050US27103","27103",7,0,0,0,0,73.51,147.03
"050US27105","27105",6,0,0,0,0,NA,NA
"050US27107","27107",3,0,0,0,0,NA,NA
"050US27109","27109",35,0,0,0,0,NA,NA
"050US27111","27111",17,0,0,0,0,NA,NA
"050US27113","27113",5,0,0,0,0,NA,NA
"050US27115","27115",9,0,0,0,0,57.67,115.34
"050US27117","27117",5,0,0,0,0,NA,NA
"050US27119","27119",10,0,0,0,0,NA,NA
"050US27121","27121",4,0,0,0,0,NA,NA
"050US27123","27123",143,135,0,94.41,0,24.41,48.82
"050US27125","27125",2,0,0,0,0,NA,NA
"050US27127","27127",6,0,0,0,0,NA,NA
"050US27129","27129",6,0,0,0,0,NA,NA
"050US27131","27131",16,0,0,0,0,55.48,110.96
"050US27133","27133",3,0,0,0,0,NA,NA
"050US27135","27135",5,0,0,0,0,NA,NA
"050US27137","27137",74,42,38,56.76,51.35,30.34,60.68
"050US27139","27139",32,22,0,68.75,0,29.78,59.56
"050US27141","27141",19,3,0,15.79,0,37.71,75.43
"050US27143","27143",4,0,0,0,0,56.54,113.08
"050US27145","27145",37,0,0,0,0,NA,NA
"050US27147","27147",8,0,0,0,0,73.66,147.32
"050US27149","27149",3,0,0,0,0,NA,NA
"050US27151","27151",4,0,0,0,0,NA,NA
"050US27153","27153",8,0,0,0,0,NA,NA
"050US27155","27155",2,0,0,0,0,NA,NA
"050US27157","27157",6,0,0,0,0,NA,NA
"050US27159","27159",3,0,0,0,0,NA,NA
"050US27161","27161",5,0,0,0,0,83.14,166.28
"050US27163","27163",59,13,1,22.03,1.69,33.58,67.16
"050US27165","27165",3,0,0,0,0,NA,NA
"050US27167","27167",2,0,0,0,0,NA,NA
"050US27169","27169",13,0,0,0,0,64.2,128.39
"050US27171","27171",27,9,0,33.33,0,33.57,67.13
"050US27173","27173",4,0,0,0,0,NA,NA
"050US28001","28001",10,0,0,0,0,NA,NA
"050US28003","28003",10,0,0,0,0,83.28,166.57
"050US28005","28005",4,0,0,0,0,NA,NA
"050US28007","28007",6,0,0,0,0,81.47,162.94
"050US28009","28009",3,0,0,0,0,58.57,117.15
"050US28011","28011",9,0,0,0,0,NA,NA
"050US28013","28013",5,0,0,0,0,NA,NA
"050US28015","28015",3,0,0,0,0,81.25,162.5
"050US28017","28017",5,0,0,0,0,NA,NA
"050US28019","28019",3,0,0,0,0,NA,NA
"050US28021","28021",3,0,0,0,0,NA,NA
"050US28023","28023",5,0,0,0,0,NA,NA
"050US28025","28025",5,0,0,0,0,NA,NA
"050US28027","28027",7,0,0,0,0,NA,NA
"050US28029","28029",8,4,0,50,0,30.52,61.05
"050US28031","28031",5,0,0,0,0,72.12,144.24
"050US28033","28033",41,40,19,97.56,46.34,16.47,32.94
"050US28035","28035",21,0,0,0,0,88.72,177.44
"050US28037","28037",3,0,0,0,0,NA,NA
"050US28039","28039",6,0,0,0,0,NA,NA
"050US28041","28041",4,0,0,0,0,NA,NA
"050US28043","28043",7,0,0,0,0,NA,NA
"050US28045","28045",17,0,0,0,0,50.28,100.56
"050US28047","28047",81,0,0,0,0,66.77,133.54
"050US28049","28049",67,65,53,97.01,79.1,10.26,20.52
"050US28051","28051",6,0,0,0,0,68.86,137.71
"050US28053","28053",3,0,0,0,0,72.26,144.52
"050US28055","28055",1,0,0,0,0,71.5,143
"050US28057","28057",6,0,0,0,0,NA,NA
"050US28059","28059",42,0,0,0,0,81.68,163.36
"050US28061","28061",7,0,0,0,0,88.52,177.04
"050US28063","28063",4,0,0,0,0,NA,NA
"050US28065","28065",4,0,0,0,0,77.08,154.16
"050US28067","28067",20,0,0,0,0,85.7,171.41
"050US28069","28069",2,0,0,0,0,NA,NA
"050US28071","28071",15,0,0,0,0,71.39,142.78
"050US28073","28073",17,0,0,0,0,82.66,165.33
"050US28075","28075",25,0,0,0,0,86.51,173.03
"050US28077","28077",3,0,0,0,0,61.05,122.09
"050US28079","28079",6,0,0,0,0,74.68,149.36
"050US28081","28081",23,0,0,0,0,85.18,170.36
"050US28083","28083",8,0,0,0,0,NA,NA
"050US28085","28085",10,0,0,0,0,50.46,100.92
"050US28087","28087",18,0,0,0,0,NA,NA
"050US28089","28089",26,21,1,80.77,3.85,25.72,51.44
"050US28091","28091",6,0,0,0,0,NA,NA
"050US28093","28093",10,4,0,40,0,34.15,68.29
"050US28095","28095",11,0,0,0,0,NA,NA
"050US28097","28097",4,0,0,0,0,85.84,171.67
"050US28099","28099",8,0,0,0,0,88.45,176.9
"050US28101","28101",6,0,0,0,0,73.48,146.97
"050US28103","28103",3,0,0,0,0,86.53,173.06
"050US28105","28105",13,0,0,0,0,NA,NA
"050US28107","28107",11,0,0,0,0,47.36,94.72
"050US28109","28109",16,0,0,0,0,53.13,106.26
"050US28111","28111",3,0,0,0,0,NA,NA
"050US28113","28113",11,0,0,0,0,74.89,149.79
"050US28115","28115",6,0,0,0,0,82.6,165.2
"050US28117","28117",8,0,0,0,0,NA,NA
"050US28119","28119",3,0,0,0,0,NA,NA
"050US28121","28121",37,29,3,78.38,8.11,24.08,48.15
"050US28123","28123",8,0,0,0,0,52.37,104.74
"050US28125","28125",2,0,0,0,0,83.19,166.38
"050US28127","28127",9,0,0,0,0,48.11,96.21
"050US28129","28129",5,0,0,0,0,73.04,146.08
"050US28131","28131",5,0,0,0,0,83.36,166.73
"050US28133","28133",7,0,0,0,0,NA,NA
"050US28135","28135",4,0,0,0,0,NA,NA
"050US28137","28137",6,0,0,0,0,39.52,79.04
"050US28139","28139",6,0,0,0,0,76.98,153.96
"050US28141","28141",7,0,0,0,0,NA,NA
"050US28143","28143",4,0,0,0,0,40.57,81.15
"050US28145","28145",6,0,0,0,0,71.33,142.65
"050US28147","28147",5,0,0,0,0,84.11,168.22
"050US28149","28149",13,0,0,0,0,NA,NA
"050US28151","28151",19,0,0,0,0,NA,NA
"050US28153","28153",7,0,0,0,0,NA,NA
"050US28155","28155",3,0,0,0,0,NA,NA
"050US28157","28157",3,0,0,0,0,87.79,175.58
"050US28159","28159",5,0,0,0,0,NA,NA
"050US28161","28161",4,0,0,0,0,NA,NA
"050US28163","28163",7,0,0,0,0,48.32,96.63
"050US29001","29001",8,0,0,0,0,87.56,175.12
"050US29003","29003",5,0,0,0,0,81.69,163.38
"050US29005","29005",2,0,0,0,0,NA,NA
"050US29007","29007",7,0,0,0,0,41.8,83.6
"050US29009","29009",10,1,0,10,0,44.82,89.63
"050US29011","29011",3,0,0,0,0,NA,NA
"050US29013","29013",4,0,0,0,0,NA,NA
"050US29015","29015",8,0,0,0,0,NA,NA
"050US29017","29017",3,0,0,0,0,62.38,124.77
"050US29019","29019",40,40,33,100,82.5,9.4,18.79
"050US29021","29021",26,0,0,0,0,68.2,136.39
"050US29023","29023",12,0,0,0,0,89.5,179
"050US29025","29025",3,0,0,0,0,87.24,174.47
"050US29027","29027",11,6,0,54.55,0,32.61,65.23
"050US29029","29029",19,0,0,0,0,NA,NA
"050US29031","29031",19,0,0,0,0,74.13,148.26
"050US29033","29033",3,0,0,0,0,89.72,179.44
"050US29035","29035",2,0,0,0,0,NA,NA
"050US29037","29037",24,0,0,0,0,NA,NA
"050US29039","29039",4,0,0,0,0,NA,NA
"050US29041","29041",3,0,0,0,0,73.5,147
"050US29043","29043",19,0,0,0,0,80.99,161.98
"050US29045","29045",3,0,0,0,0,NA,NA
"050US29047","29047",55,0,0,0,0,49.82,99.63
"050US29049","29049",5,0,0,0,0,76.72,153.43
"050US29051","29051",18,4,0,22.22,0,35.27,70.55
"050US29053","29053",5,3,0,60,0,31.7,63.4
"050US29055","29055",8,0,0,0,0,62.3,124.59
"050US29057","29057",2,0,0,0,0,NA,NA
"050US29059","29059",4,0,0,0,0,NA,NA
"050US29061","29061",2,0,0,0,0,NA,NA
"050US29063","29063",3,0,0,0,0,NA,NA
"050US29065","29065",4,0,0,0,0,NA,NA
"050US29067","29067",3,0,0,0,0,NA,NA
"050US29069","29069",10,0,0,0,0,NA,NA
"050US29071","29071",28,2,0,7.14,0,39.93,79.86
"050US29073","29073",5,0,0,0,0,76.68,153.35
"050US29075","29075",2,0,0,0,0,NA,NA
"050US29077","29077",78,0,0,0,0,87.46,174.92
"050US29079","29079",4,0,0,0,0,NA,NA
"050US29081","29081",3,0,0,0,0,NA,NA
"050US29083","29083",6,0,0,0,0,NA,NA
"050US29085","29085",4,0,0,0,0,NA,NA
"050US29087","29087",3,0,0,0,0,NA,NA
"050US29089","29089",3,0,0,0,0,38.96,77.92
"050US29091","29091",10,0,0,0,0,NA,NA
"050US29093","29093",4,0,0,0,0,61.57,123.14
"050US29095","29095",227,0,0,0,0,47.77,95.55
"050US29097","29097",29,0,0,0,0,88.71,177.42
"050US29099","29099",49,40,2,81.63,4.08,25.36,50.72
"050US29101","29101",14,0,0,0,0,86.05,172.09
"050US29103","29103",2,0,0,0,0,NA,NA
"050US29105","29105",9,0,0,0,0,NA,NA
"050US29107","29107",8,0,0,0,0,77.94,155.87
"050US29109","29109",10,0,0,0,0,71.53,143.07
"050US29111","29111",4,0,0,0,0,85.96,171.92
"050US29113","29113",13,5,0,38.46,0,31.02,62.04
"050US29115","29115",5,0,0,0,0,83.49,166.98
"050US29117","29117",5,0,0,0,0,NA,NA
"050US29119","29119",6,0,0,0,0,73.54,147.08
"050US29121","29121",5,0,0,0,0,65.75,131.5
"050US29123","29123",4,2,0,50,0,28.16,56.33
"050US29125","29125",3,0,0,0,0,76.38,152.75
"050US29127","29127",8,0,0,0,0,57.07,114.14
"050US29129","29129",2,0,0,0,0,NA,NA
"050US29131","29131",9,0,0,0,0,63.79,127.58
"050US29133","29133",4,0,0,0,0,NA,NA
"050US29135","29135",4,0,0,0,0,52.08,104.17
"050US29137","29137",3,0,0,0,0,64.76,129.52
"050US29139","29139",4,0,0,0,0,54.35,108.7
"050US29141","29141",8,0,0,0,0,68.36,136.72
"050US29143","29143",6,0,0,0,0,NA,NA
"050US29145","29145",13,0,0,0,0,80.53,161.06
"050US29147","29147",6,0,0,0,0,NA,NA
"050US29149","29149",3,0,0,0,0,NA,NA
"050US29151","29151",4,0,0,0,0,56.58,113.16
"050US29153","29153",3,0,0,0,0,NA,NA
"050US29155","29155",6,0,0,0,0,84.3,168.6
"050US29157","29157",5,0,0,0,0,55.31,110.62
"050US29159","29159",11,0,0,0,0,56.37,112.74
"050US29161","29161",12,0,0,0,0,NA,NA
"050US29163","29163",5,3,1,60,20,21.87,43.74
"050US29165","29165",27,0,0,0,0,42.51,85.02
"050US29167","29167",8,0,0,0,0,NA,NA
"050US29169","29169",13,0,0,0,0,NA,NA
"050US29171","29171",2,0,0,0,0,NA,NA
"050US29173","29173",3,0,0,0,0,48.4,96.8
"050US29175","29175",6,0,0,0,0,42.02,84.05
"050US29177","29177",6,0,0,0,0,80.03,160.06
"050US29179","29179",2,0,0,0,0,NA,NA
"050US29181","29181",4,0,0,0,0,NA,NA
"050US29183","29183",85,37,0,43.53,0,36.86,73.71
"050US29185","29185",3,0,0,0,0,NA,NA
"050US29186","29186",5,1,0,20,0,35.12,70.23
"050US29187","29187",19,9,2,47.37,10.53,29.18,58.37
