HEROP_ID,RxMinDis
140US01047956800,0.455686249
140US01015000200,0.701031369
140US01019955702,9.482272672
140US01117030319,0.765781603
140US01081040300,0.468985716
140US01081041300,0.669363669
140US01101003000,1.184578262
140US01101001100,1.035740167
140US01101005410,0.881429388
140US01101005302,0.249791192
140US01101002500,2.276879708
140US01101003301,0.416591385
140US01037961100,11.85519502
140US01085781100,13.10420234
140US01121010600,1.173324461
140US01113031200,15.76088273
140US01097005900,5.904479103
140US01097001901,1.771304869
140US01097005000,1.552380511
140US01097005200,0.439629675
140US01097000902,0.396100021
140US01097001400,0.637040635
140US01097002600,0.787378039
140US01097003301,0.695022334
140US01097003602,1.065053685
140US01069040600,0.582208967
140US01069040400,0.808984198
140US01093964500,10.09265253
140US01093964300,5.00025745
140US01125011402,0.238590984
140US01125012101,0.522776524
140US01125010105,9.273139372
140US01125012102,0.700614191
140US01097990000,5.505792011
140US01047956400,0.144619885
140US01069040205,1.233711409
140US01001020502,0.536940905
140US01051031001,2.057811374
140US01115040104,0.93252224
140US01073011002,1.13139193
140US01073012913,0.624474318
140US01117030330,0.989600012
140US01097007600,1.200539628
140US01031011100,0.831938729
140US01001020600,1.846461003
140US01121011200,8.968620427
140US01089000403,2.349356384
140US01089011201,3.751620762
140US01089011026,1.531522141
140US01089010503,2.928641255
140US01089011023,0.634905188
140US01073004502,0.19060243
140US01073012918,0.760587735
140US01073012805,0.692016138
140US01073011003,0.099364004
140US01073012919,0.794246536
140US01117030352,1.384910214
140US01097007203,12.70697147
140US01097006410,0.963998375
140US01097000802,0.589326562
140US01009050302,3.92722422
140US01049960302,3.60980755
140US01031011205,1.526771525
140US01059973702,1.697135042
140US01077010902,1.038253556
140US01101003303,0.566024002
140US01047957301,4.319225078
140US01091973002,1.821362695
140US01081040202,0.880020865
140US01081042009,2.534645775
140US01081042007,3.535943048
140US01053969802,9.15202482
140US01065040402,1.141536394
140US01113030601,3.619196747
140US01083020103,1.247975477
140US01115040208,1.251690614
140US01063060000,12.45412781
140US01089011013,1.086164476
140US01089000701,0.860731097
140US01039961700,8.344949493
140US01055000500,2.028504217
140US01011952500,8.105556629
140US01073000400,1.370039422
140US01073013902,0.372325002
140US01073000300,0.767889782
140US01073005000,1.028891033
140US01103005500,5.042870142
140US01125011200,0.668352091
140US01083020900,0.571872305
140US01111000100,7.72568972
140US01023956900,4.593477494
140US01063060101,3.735545948
140US01099075901,7.749844179
140US01125012408,1.829354516
140US01101005614,1.10564185
140US01031011206,1.22030474
140US01099075600,19.83947683
140US01089001302,0.69908865
140US01097006803,0.734730212
140US01003010706,1.568463559
140US01073004902,0.274850346
140US01097003703,0.699634062
140US01097005400,0.640275186
140US01097003405,1.120096207
140US01097004000,1.801274143
140US01069040900,1.61480801
140US01067030300,5.711739411
140US01101005604,8.327919646
140US01101001600,0.393769653
140US01001020200,1.48338051
140US01097000200,0.120788131
140US01097001100,0.918536012
140US01013952800,0.83430643
140US01131034700,12.89740059
140US01073014408,0.619321626
140US01101002100,0.737176799
140US01125012505,0.681983083
140US01073000700,1.977268622
140US01073013200,0.461011921
140US01033020100,1.025309908
140US01103000900,0.561221321
140US01125010601,4.46430093
140US01125012404,1.567792497
140US01083021000,1.27446542
140US01089000602,0.694203849
140US01089002701,1.449318397
140US01077010200,0.599169454
140US01097000903,0.489674121
140US01097003607,0.527267057
140US01101005613,2.383365077
140US01097006408,0.855338037
140US01073002702,0.450358117
140US01117980100,1.31784809
140US01001020503,1.132305264
140US01125012002,0.834620167
140US01089003000,1.062957218
140US01083021201,1.112753827
140US01089000702,0.523202257
140US01089010628,1.793650633
140US01063060102,5.252437581
140US01081040904,0.170007256
140US01081040402,1.088181732
140US01097003410,2.05328172
140US01089002501,1.395170477
140US01073010302,1.363282661
140US01129044100,10.75030983
140US01033020600,1.052123473
140US01039962300,5.73524532
140US01089002803,2.253406638
140US01073002701,0.277966973
140US01097000402,0.920419425
140US01101005411,1.087358889
140US01025958003,8.627366793
140US01081042008,2.851444541
140US01069040302,0.935574676
140US01073014105,1.253300819
140US01073004800,0.808437966
140US01125011800,1.023753799
140US01119011500,10.52286425
140US01101000500,0.933687095
140US01047956900,10.39447531
140US01089001700,0.920451226
140US01053969801,13.15563009
140US01089010626,0.996349656
140US01089000301,1.683996399
140US01069040204,0.685326282
140US01081041102,1.235347642
140US01073010301,1.06613605
140US01125010102,12.74698978
140US01101000700,0.843281503
140US01089000503,0.925400933
140US01073003300,0.44164131
140US01073011804,0.804977357
140US01097002100,1.773722474
140US01023956700,10.57255459
140US01077010700,0.916474462
140US01097003710,0.656759055
140US01015001102,0.286695554
140US01089002200,1.259985202
140US01097003207,0.971888714
140US01087232300,9.321181053
140US01097001501,0.898521133
140US01097002302,0.902243503
140US01097003404,1.7292768
140US01089010406,5.763527693
140US01073012920,1.060015564
140US01101001900,0.661867986
140US01003010704,2.016345631
140US01095031100,3.136926515
140US01095030801,2.381526254
140US01073012103,2.107398541
140US01073012402,1.291279421
140US01073001100,1.329000175
140US01073010001,1.045049879
140US01073012304,0.93265415
140US01073010002,0.680445242
140US01073003200,0.722721156
140US01073003100,0.565837837
140US01073003002,0.835757599
140US01073014301,1.252200389
140US01073005600,0.257531175
140US01073010100,0.93169884
140US01073003900,0.503719454
140US01073010603,0.615496289
140US01073010500,1.568032663
140US01073011904,1.802784611
140US01073005908,1.177640106
140US01073012602,2.148470563
140US01073002303,0.263692165
140US01073013901,1.272391733
140US01103000100,0.492689554
140US01103005103,2.108020317
140US01103000800,0.837548721
140US01125010500,2.472785906
140US01125012700,1.437454933
140US01125010703,5.242140237
140US01125010203,1.487802629
140US01133965700,2.776724065
140US01065040500,11.05845119
140US01127021500,2.274771765
140US01127020100,2.894739105
140US01071950500,7.050588375
140US01071950700,5.259451138
140US01089001901,1.444286526
140US01089000501,1.097109171
140US01127020200,1.534474704
140US01127021400,1.884244685
140US01089001200,1.082856585
140US01089001500,0.496517911
140US01089001801,2.022261766
140US01089002721,1.043778252
140US01079979100,7.03298585
140US01083020600,1.12302247
140US01129043900,12.20286205
140US01089002400,2.550174416
140US01039962700,1.333332749
140US01015000900,0.557792838
140US01015001600,0.831123301
140US01015002600,6.499581322
140US01053970300,6.183681408
140US01077011502,4.404477469
140US01077011603,1.926941242
140US01077011700,4.075155168
140US01019956000,0.931656391
140US01003010400,10.32153983
140US01003010600,2.334535926
140US01023957000,8.054353624
140US01043965700,11.01948247
140US01043964700,2.582764878
140US01043965100,3.234117403
140US01043965300,1.580862539
140US01009050601,4.193974721
140US01055001200,0.297763014
140US01055001700,1.358891948
140US01055001600,1.844494351
140US01025957901,8.919441214
140US01047956300,1.20563024
140US01055010300,2.810847335
140US01055000900,1.967144393
140US01055000700,1.41439546
140US01055011001,2.305834825
140US01059973400,6.28116375
140US01059973200,1.46179852
140US01055000400,2.287308279
140US01033020901,2.36116859
140US01033020801,1.551897159
140US01049961100,1.052887886
140US01035960400,7.293409192
140US01035960500,3.535204865
140US01121011800,0.350759623
140US01121011000,2.220919221
140US01121010900,0.320458381
140US01057020400,0.918348345
140US01067030400,6.945619005
140US01051030300,11.08989475
140US01087232100,2.04185227
140US01017954700,1.940414621
140US01017953900,4.628810182
140US01041963400,11.78473356
140US01021060200,5.00740593
140US01027959000,3.189605445
140US01061050400,3.054827943
140US01031010800,4.318795319
140US01109188700,9.726599833
140US01081040602,2.041373453
140US01101003200,1.413893386
140US01101001000,1.337698154
140US01101005902,3.052945952
140US01101005402,1.355765339
140US01101006100,3.318616149
140US01101005503,0.450687718
140US01101001700,0.769454959
140US01045021101,3.472427357
140US01045020300,4.335296514
140US01093964100,2.690741749
140US01097003800,3.154484929
140US01097006802,1.899126147
140US01097005300,0.906878679
140US01097000702,0.732122808
140US01097001302,0.447298278
140US01097002301,1.132574079
140US01097002900,1.488940291
140US01097003302,0.524520481
140US01097003606,0.662932787
140US01097003902,1.206860106
140US01097004900,1.201197054
140US01097006103,1.574470697
140US01097003202,0.677720615
140US01097003203,0.396048352
140US01097003707,0.590993269
140US01097007101,1.433697354
140US01069041700,3.842687408
140US01069040500,0.778373092
140US01069041400,0.975514646
140US01029959800,8.361895543
140US01001021000,13.90716297
140US01001020400,0.839120176
140US01001020700,2.338679719
140US01005950500,11.54174332
140US01005950200,2.956114893
140US01081042002,1.368345648
140US01089001401,0.779951082
140US01019955701,3.972364922
140US01047956701,0.85466775
140US01073005910,2.025094635
140US01073011108,0.781797065
140US01073012703,1.515038005
140US01073014001,1.127493543
140US01073012908,0.634180577
140US01051030902,3.275705882
140US01117030304,1.054573464
140US01101000100,1.555289513
140US01101005611,1.727490956
140US01101005612,1.889870247
140US01101005607,1.415655576
140US01097006702,4.014688205
140US01055010601,1.472424519
140US01055010602,3.921388266
140US01001020803,7.450752922
140US01051030101,4.336785662
140US01051030401,5.456577434
140US01043965401,2.266124637
140US01015981902,4.640530743
140US01117030216,0.909800046
140US01117030341,0.45740991
140US01117030408,4.806604264
140US01117030900,5.774650508
140US01117030345,1.782142895
140US01117030407,2.202779194
140US01115040402,3.204310255
140US01083020201,3.57448452
140US01003010906,1.481555005
140US01021060104,1.602163614
140US01025957604,2.635621024
140US01125010705,1.94906609
140US01125010305,5.052513785
140US01107050402,8.934081905
140US01099076102,2.551886773
140US01125010304,1.811732886
140US01099076101,5.205669186
140US01109189101,0.924889471
140US01079979501,2.613147481
140US01007010007,8.157232401
140US01007010009,4.871416449
140US01011952202,4.033229189
140US01091972901,2.414923676
140US01083020803,1.05265414
140US01115040302,2.49739344
140US01115040209,4.60652602
140US01115040211,1.373202006
140US01115040213,8.985371291
140US01113030907,3.275005771
140US01113030906,5.060769397
140US01043965501,5.848340274
140US01043965002,0.131521118
140US01003010710,0.635685536
140US01003011503,1.01004539
140US01003011604,4.111248752
140US01003011409,1.663575395
140US01003011416,4.743774819
140US01049960702,1.515538252
140US01049960601,4.728820526
140US01033020705,3.497388423
140US01097006412,0.972198355
140US01097006703,1.702923616
140US01097006106,1.310288535
140US01097006411,0.725206999
140US01097003206,0.605180773
140US01081041002,7.487605673
140US01081041001,4.293258105
140US01081041104,2.181198911
140US01081041902,5.858799084
140US01081041901,5.304090201
140US01015001103,1.142217908
140US01103005602,1.293831943
140US01015002002,5.082584635
140US01019955802,5.981614253
140US01059973701,5.677840724
140US01093964701,5.479426651
140US01077011605,2.433434886
140US01077011402,10.20480412
140US01121011302,2.640763724
140US01121011501,5.58520442
140US01101005412,0.703948704
140US01071950301,6.539520901
140US01095030804,1.766987664
140US01095030101,6.095094987
140US01095030302,3.700083973
140US01095030502,2.617930906
140US01095030203,3.459789596
140US01095031002,7.565772945
140US01095031001,5.885391503
140US01073014205,4.345768283
140US01073011115,1.597185156
140US01073014415,2.083601398
140US01073011805,1.283344645
140US01073011806,0.575216737
140US01073011303,2.455077557
140US01073010604,0.825872707
140US01073011401,0.673587569
140US01117030616,1.009238196
140US01117030612,2.057841957
140US01117030218,2.804982089
140US01117030351,2.119293717
140US01009050702,3.840378256
140US01009050501,1.283591892
140US01089010801,1.56998307
140US01089010403,5.902124178
140US01089011202,1.6974793
140US01089010102,1.586128238
140US01089010101,7.81892146
140US01089000203,1.946769239
140US01107050300,3.64074737
140US01107050100,9.961210806
140US01119011600,13.94356839
140US01127021700,2.537091817
140US01127021800,2.014382124
140US01127021600,8.042341944
140US01127020400,1.794931749
140US01065040000,5.320814441
140US01099076000,2.676326164
140US01073013400,1.503425523
140US01073013100,1.575873306
140US01073005702,1.897074426
140US01073010706,0.843866985
140US01073011205,1.038416235
140US01073011803,0.898675117
140US01073000100,1.632184912
140US01073001902,0.341307991
140US01073010702,0.56656705
140US01073004701,0.304503903
140US01073002200,0.800484702
140US01073002306,0.54525035
140US01073010801,0.221481377
140US01073012907,1.597167933
140US01073014409,0.66530494
140US01073012200,7.751000225
140US01073012500,3.228122843
140US01073012403,2.195639295
140US01103005101,2.473172827
140US01103005109,0.353318734
140US01103005303,0.197195565
140US01125012800,1.352610497
140US01125012305,3.314610493
140US01125010802,2.978734911
140US01125010404,1.264046937
140US01125012501,4.724249014
140US01125010302,8.714615775
140US01125010201,2.661422671
140US01125010804,1.254890156
140US01125012600,1.138749628
140US01133965800,3.916970666
140US01091973100,11.33981822
140US01095030903,0.200521171
140US01095030401,2.087814182
140US01073000800,2.572934898
140US01073003001,0.877516783
140US01073002900,0.902074692
140US01073005907,1.674117274
140US01073014404,1.037477641
140US01073010703,0.430964718
140US01073011209,1.449650279
140US01073013601,1.847708593
140US01073010200,0.056791302
140US01073005701,1.091125576
140US01073003802,1.418515758
140US01073005103,1.100580432
140US01079979800,4.99880421
140US01079979700,9.407673036
140US01083020402,3.988785148
140US01083020700,1.120928756
140US01071950200,2.408143307
140US01089010902,2.143289361
140US01089001902,0.829821745
140US01089002100,1.204146171
140US01089002912,1.070788918
140US01089000302,0.87445606
140US01089000502,1.072168223
140US01089000601,1.42733586
140US01089001000,0.262610888
140US01089001301,0.814948108
140US01089002000,0.423152328
140US01089002911,0.861664633
140US01089011400,2.95059887
140US01089010200,5.268592826
140US01089002801,1.482811074
140US01057020100,6.060055119
140US01057020000,10.50940345
140US01057020200,3.767392991
140US01111000200,8.693495763
140US01111000500,2.774113306
140US01039961800,2.40208218
140US01039961900,3.24478649
140US01039962900,13.27567961
140US01043964500,5.828783978
140US01043964400,2.00807728
140US01039963000,3.467612325
140US01033020802,3.457759401
140US01033020500,1.709641816
140US01035960600,9.891260574
140US01025957902,1.376497429
140US01049961200,3.703552925
140US01003011102,3.436163475
140US01003011300,6.311679589
140US01003010903,1.922283374
140US01003010904,7.850182961
140US01003011000,3.295194198
140US01053970100,3.828163319
140US01047956500,1.139942761
140US01055000300,1.014565748
140US01077010300,0.804984701
140US01077010800,0.972522419
140US01003010200,6.604575819
140US01003010500,0.793555606
140US01059973500,6.11871469
140US01059973100,6.999148913
140US01059973300,5.519175617
140US01049961000,5.565572758
140US01049961400,8.856960558
140US01077010100,0.942400578
140US01077010400,0.982849514
140US01077011000,0.719032975
140US01077011102,0.415226678
140US01077011200,7.159265228
140US01015000400,1.934483135
140US01013953300,5.659946583
140US01013952900,1.966685262
140US01015001202,2.777756196
140US01015000500,0.882099337
140US01015001300,0.587812462
140US01015002400,4.790379646
140US01015002300,3.38621492
140US01013953200,8.219879985
140US01009050400,6.503698613
140US01009050200,2.685216078
140US01117030701,3.938194884
140US01117030704,6.328330625
140US01017954600,0.379413578
140US01017953800,8.46270227
140US01101005700,18.94975878
140US01101005800,19.4818366
140US01101006000,4.991185701
140US01101000200,1.411278526
140US01101000600,0.444572965
140US01101001300,0.146756975
140US01101002300,1.112751848
140US01081041200,2.729223389
140US01081041400,0.742614393
140US01101002400,0.641356379
140US01101005606,0.400864629
140US01101000400,1.793140834
140US01101002600,0.765088277
140US01101001500,0.372565972
140US01101002800,0.91218371
140US01101005301,0.990511085
140US01041963600,6.212317361
140US01045020200,10.1705875
140US01045020500,1.143267913
140US01045020802,2.138692212
140US01031010500,3.382498779
140US01031010900,2.130611351
140US01031010100,9.238793132
140US01061050300,1.382977738
140US01061050500,1.430068613
140US01061050600,3.427429739
140US01087231800,1.527671041
140US01087231900,1.30993708
140US01087231500,6.610729478
140US01037961000,3.893892632
140US01067030500,1.399905675
140US01027958900,8.615358807
140US01123962000,6.342125121
140US01021060101,1.673425242
140US01021060500,2.08083761
140US01021060300,7.74327812
140US01109188900,3.144196805
140US01085781200,10.16756123
140US01109189300,10.62329233
140US01051031300,1.089441894
140US01051030500,8.688201838
140US01051030901,2.630470952
140US01051030200,7.537621323
140US01121010400,4.814343609
140US01121011700,1.911596956
140US01121010101,4.894991972
140US01121010302,6.859997797
140US01061050200,7.338524052
140US01113031100,4.530212801
140US01113030300,1.305630184
140US01113030700,1.199760417
140US01097001502,0.954471181
140US01097002200,1.301451981
140US01097002502,0.531191969
140US01097002800,0.522109818
140US01097003100,0.369041031
140US01097003501,1.036127351
140US01097003502,0.617507197
140US01097007000,4.073820426
140US01097007103,1.744833428
140US01097007102,4.275649447
140US01097007300,1.552165029
140US01097002000,2.185159654
140US01097005100,0.819572824
140US01097000401,0.767448703
140US01097000600,0.530200251
140US01097000901,0.415475204
140US01097001001,0.54183335
140US01069041800,8.719409141
140US01093964600,1.930409977
140US01069042100,6.899413214
140US01069041600,5.791800621
140US01005950100,11.64656248
140US01005950600,7.085844283
140US01029959700,6.266320062
140US01109189003,1.256508611
140US01109189002,1.116600146
140US01075030101,10.97496817
140US01069041902,1.792542676
140US01069040206,1.26737029
140US01047956702,0.353243617
140US01047956201,3.27112071
140US01125010104,11.29207081
140US01125010707,8.617061731
140US01003011601,2.367780069
140US01125011901,1.165456339
140US01087231603,5.712799504
140US01125010205,0.786093926
140US01125012001,0.407395226
140US01015001201,1.261491956
140US01131035100,11.32495398
140US01125010704,6.711396617
140US01051030103,3.538845568
140US01117030212,0.669005972
140US01115040401,3.817265335
140US01051030102,2.610663772
140US01051031002,1.15590437
140US01127020801,7.414707482
140US01127020802,2.663872992
140US01103005106,1.253490157
140US01103005107,3.396952179
140US01051030702,2.089568795
140US01051030701,5.881341361
140US01001020902,13.63667974
140US01001020804,3.277908766
140US01117980000,2.276843952
140US01117030337,4.040877893
140US01117030320,1.562190792
140US01117030306,0.585072111
140US01117030316,1.193941381
140US01117030703,1.271223627
140US01117030331,1.306290889
140US01073011109,0.644564318
140US01073011110,2.120427822
140US01097006407,5.00283939
140US01097006501,2.996480427
140US01097007400,1.612250427
140US01097003706,0.748142112
140US01133965501,4.742433863
140US01013953500,8.566868712
140US01033020703,0.9497125
140US01073005909,2.063524643
140US01073011208,1.00507833
140US01073004901,0.375749152
140US01073010802,0.703896198
140US01073005800,0.450107507
140US01073014412,1.073334313
140US01073011301,5.098886572
140US01055000200,1.621971103
140US01055010100,3.274521006
140US01121010102,4.744473345
140US01121010700,1.838814811
140US01081042005,2.267134112
140US01081042003,4.432194968
140US01113030402,1.582622082
140US01113030500,0.845899928
140US01089002502,1.530575104
140US01089002722,1.495529058
140US01089011100,4.92096025
140US01045020400,1.987783409
140US01045020801,3.125096896
140US01025957601,9.858810652
140US01101005502,2.639551309
140US01123962200,4.093097536
140US01123962501,4.602631239
140US01089011203,5.260509956
140US01073011114,1.838751865
140US01073014414,1.157639075
140US01073012003,0.242014495
140US01073010806,1.599882612
140US01073012916,0.843138657
140US01073014107,8.947195145
140US01073011708,2.04172523
140US01073010807,2.054692138
140US01073011004,0.814717215
140US01073010605,0.0582331
140US01073012004,2.296105051
140US01073011304,1.306217178
140US01089011301,3.680102557
140US01089010303,2.169366234
140US01089010629,0.771185346
140US01089010627,0.208011974
140US01089011024,0.713970811
140US01089011302,3.72641781
140US01089010631,1.923311488
140US01089010904,1.264853542
140US01089002924,1.926420423
140US01089010905,3.261079828
140US01089011027,0.754836267
140US01089010705,1.650132607
140US01073014209,2.422402291
140US01073014207,3.369329461
140US01073014303,1.23747056
140US01073002402,1.041631255
140US01073012917,0.868106765
140US01117030346,1.255885877
140US01097006413,2.959631568
140US01117030219,2.386238188
140US01117030610,1.254452122
140US01117030503,2.214399251
140US01117030349,2.981800879
140US01117030221,1.089767024
140US01117030504,1.061598873
140US01103005305,3.183622004
140US01103005201,8.031536537
140US01103005703,6.584996969
140US01103005202,5.608823519
140US01097006305,3.14488147
140US01097005601,1.235132241
140US01097005602,0.643011501
140US01097006107,5.018619325
140US01097006201,4.703682763
140US01097003409,2.980912679
140US01097000801,0.245073703
140US01097006904,0.442739067
140US01097006307,0.807927099
140US01049960701,0.929082057
140US01049960402,2.243112038
140US01009050105,1.899892921
140US01009050701,5.204993537
140US01009050106,1.285962686
140US01049960602,2.010628004
140US01049960703,2.736778517
140US01049960401,3.181076714
140US01071950901,4.542057702
140US01079979502,2.267466107
140US01015001501,1.211370009
140US01015001101,1.748725863
140US01019955801,4.898669804
140US01019956102,9.725534595
140US01055010201,0.976335754
140US01055010202,0.625278622
140US01077011401,7.224919826
140US01055010503,2.548901113
140US01093964702,3.189579777
140US01077011503,2.293305522
140US01093964401,3.651956886
140US01101005903,13.61990899
140US01101005414,2.413153577
140US01101005413,1.899699682
140US01101002902,1.223066849
140US01101005904,6.505463178
140US01071950601,6.818316362
140US01011952201,3.376703869
140US01031011203,1.783865991
140US01113030903,6.394533239
140US01113030905,7.98212974
140US01113030904,8.715768431
140US01047956102,10.24908439
140US01017954002,1.279022365
140US01015002504,2.606711654
140US01071951102,4.184237746
140US01071950102,6.810208132
140US01095030803,3.302015815
140US01015002001,6.635181776
140US01095030204,3.424414031
140US01091973001,7.53313729
140US01123962302,5.60462566
140US01081040501,0.036496127
140US01081041101,0.620876464
140US01081041701,1.963261125
140US01081040502,3.438306739
140US01081042104,3.079666991
140US01081041903,8.057115494
140US01081041103,0.96854102
140US01081040403,0.783063736
140US01081040903,0.385524252
140US01043964902,0.777821005
140US01043964201,5.589997375
140US01043964202,4.967744984
140US01021060702,9.515697961
140US01089010302,3.886901243
140US01089002922,0.765400795
140US01021060403,4.297119724
140US01119011301,6.857200582
140US01007010010,3.075208512
140US01115040504,3.798224675
140US01003010709,3.160293106
140US01003011104,0.763263318
140US01003010707,5.9058791
140US01003011412,1.555156124
140US01003010908,1.158851736
140US01003010907,4.206477414
140US01003011410,3.327141906
140US01003011418,2.50364871
140US01003011419,9.14561721
140US01003010708,3.39674552
140US01003011414,3.131062248
140US01105687001,9.420738927
140US01083020404,8.65576995
140US01083021202,4.530077876
140US01083020104,4.102721602
140US01115040110,3.013474717
140US01115040207,2.232106202
140US01007010011,9.663953256
140US01007010008,9.010926677
140US01115040301,6.653847022
140US01115040507,4.425256007
140US01115040109,4.607810811
140US01121010201,2.802770968
140US01043965600,10.32591486
140US01043965402,3.605018067
140US01043965200,5.124935514
140US01059972900,5.551918135
140US01123962600,6.006412961
140US01047957100,9.238885704
140US01049960900,4.540299583
140US01003011202,1.272070689
140US01121010202,1.808270048
140US01053970600,5.237139817
140US01055001100,2.173489488
140US01055011200,0.184287807
140US01055011002,4.68016428
140US01055011100,4.165176217
140US01077011801,6.093776877
140US01035960200,11.90450362
140US01039962400,4.553420206
140US01127021200,8.970450822
140US01129044200,2.908775627
140US01095030402,2.59358995
140US01095030702,3.068179768
140US01073012001,2.788534785
140US01073003600,1.039530702
140US01073001600,0.921702837
140US01073013801,1.133623944
140US01073004000,0.405237007
140US01073004702,0.792290509
140US01073010804,0.97043492
140US01073011500,2.984403379
140US01103000600,2.093837006
140US01125010406,0.957622912
140US01125012503,1.454823964
140US01091973200,10.01850495
140US01075030000,3.701871825
140US01107050200,7.62287832
140US01127021900,6.500054637
140US01127020600,3.757118652
140US01015001400,2.239356206
140US01015002101,2.340339823
140US01013952700,4.731564658
140US01079979600,1.676244018
140US01051030600,5.701885629
140US01015981903,4.585209447
140US01043965502,3.939754797
140US01055010401,0.550562735
140US01087232000,0.177712511
140US01117030211,2.069844531
140US01117030502,3.745773567
140US01117030103,5.498758517
140US01117030405,1.222689408
140US01069040100,6.637754863
140US01003011504,2.383997227
140US01005950400,15.4239722
140US01003011201,1.054169956
140US01003011103,1.329925289
140US01097006600,2.80318684
140US01097006104,7.516640385
140US01073014405,0.917660091
140US01073014410,0.359281141
140US01083020806,3.954600207
140US01097001002,0.526995482
140US01097002400,0.408617269
140US01097005500,0.200795249
140US01097006403,1.683444074
140US01097003704,0.652739487
140US01117030336,0.841722153
140US01101005609,1.448360284
140US01101005504,4.600586365
140US01097007201,4.168708954
140US01115040108,3.063034331
140US01115040107,2.744790759
140US01107050401,5.462463817
140US01131034801,6.845280966
140US01133965601,6.507688601
140US01125012306,1.211342187
140US01071950602,3.177187646
140US01095030102,8.026176416
140US01109189001,2.864379952
140US01095030206,6.707951302
140US01095030301,6.358200758
140US01095030501,2.413841206
140US01081042103,7.415948611
140US01081040401,0.918250926
140US01081040606,0.776387392
140US01007010006,5.244171915
140US01103005601,5.917541414
140US01103005302,1.53198754
140US01065040401,5.006702922
140US01075030102,10.14755596
140US01045020000,5.055338446
140US01097005702,7.151748204
140US01097006504,2.970849225
140US01097003712,0.188886228
140US01097006903,0.808050348
140US01111000600,11.11421199
140US01051030402,1.894657106
140US01127020301,0.635141696
140US01121010301,3.69763761
140US01089011012,1.367558827
140US01015002503,2.17476575
140US01015001802,3.69268828
140US01059973703,5.445515733
140US01093964002,6.823617161
140US01093964402,5.79315442
140US01031011300,0.988230948
140US01013953400,4.293013871
140US01041963800,11.53438182
140US01005950800,1.971509135
140US01045021102,7.197914963
140US01045020100,6.666930005
140US01115040105,4.757535377
140US01015001000,0.103599056
140US01015000700,3.44502759
140US01015002200,2.397758055
140US01069040802,1.942512399
140US01055010900,6.730717774
140US01109189102,3.402777821
140US01015981901,2.833334697
140US01069041200,0.271889369
140US01029959500,10.5556302
140US01017954300,5.679722429
140US01067030100,5.319549614
140US01069042000,1.245257816
140US01073011600,6.354337425
140US01073012704,4.054380302
140US01073010701,0.263338228
140US01073014406,1.12154789
140US01125012504,2.528301193
140US01125012406,1.320456434
140US01123962400,5.492741166
