GEOID,HEROP_ID,TtlPrPpr,TtlPrAPpr,TtlPrPp,TtlPrAPp
29213,050US29213,847.58,679.23,292,234
29215,050US29215,861.62,532.75,131,81
29217,050US29217,946.19,748.72,115,91
29219,050US29219,1261.11,848.3,278,187
29221,050US29221,1274.63,910.45,196,140
29223,050US29223,1452.78,1150.12,96,76
29225,050US29225,505.24,377.9,123,92
29227,050US29227,,,,
29229,050US29229,992.19,1047.31,108,114
28001,050US28001,911.79,196.14,172,37
28003,050US28003,,,,
28005,050US28005,853.02,144.36,65,11
28007,050US28007,,,,
28009,050US28009,595.12,348.86,29,17
28011,050US28011,985.55,262.81,195,52
28013,050US28013,1205.11,409.74,100,34
28015,050US28015,988.52,191.33,62,12
28017,050US28017,1339.24,679.05,142,72
28019,050US28019,781.09,220.31,39,11
28021,050US28021,1058.82,168.07,63,10
28023,050US28023,1016.7,311.24,98,30
28025,050US28025,1533.61,536.76,180,63
28027,050US28027,,,,
28029,050US28029,886.77,127.47,160,23
28031,050US28031,659.78,303.85,76,35
28033,050US28033,707.51,320.48,861,390
28035,050US28035,1136.64,429.57,598,226
28037,050US28037,,,,
28039,050US28039,942.78,500.65,145,77
28041,050US28041,878.31,349.21,83,33
28043,050US28043,,,,
28045,050US28045,881.34,456.1,257,133
28047,050US28047,1343.62,593.28,1805,797
28049,050US28049,741.89,170.95,1124,259
28051,050US28051,848.85,246.44,93,27
28053,050US28053,1336.9,226.24,65,11
28055,050US28055,446.83,,5,
28057,050US28057,898.53,410.76,140,64
28059,050US28059,976.53,468.91,908,436
28061,050US28061,740.74,310.31,74,31
28063,050US28063,387.26,,18,
28065,050US28065,875.56,258.36,61,18
28067,050US28067,,,,
28069,050US28069,885.1,183.7,53,11
28071,050US28071,613.44,261.83,246,105
28073,050US28073,407.2,182.04,170,76
28075,050US28075,1437.01,441.49,664,204
28077,050US28077,888.89,242.42,66,18
28079,050US28079,1201.99,461.74,164,63
28081,050US28081,1074.21,512.94,578,276
28083,050US28083,1263.97,321.63,224,57
28085,050US28085,1090.57,457.77,243,102
28087,050US28087,1411.42,517.08,535,196
28089,050US28089,1133.67,421.44,807,300
28091,050US28091,1762.55,655.22,269,100
28093,050US28093,839.34,340.27,185,75
28095,050US28095,804.86,381.25,171,81
28097,050US28097,1093.08,461.14,64,27
28099,050US28099,1053.45,384.59,189,69
28101,050US28101,665.42,261.68,89,35
28103,050US28103,643.88,153.3,42,10
28105,050US28105,854.97,270.96,325,103
28107,050US28107,1378.3,369.44,291,78
28109,050US28109,900.8,378.68,314,132
28111,050US28111,830.27,340.27,61,25
28113,050US28113,1285.81,462.09,320,115
28115,050US28115,928.27,395.66,183,78
28117,050US28117,1046.04,544.94,167,87
28119,050US28119,1210.59,176.54,48,7
28121,050US28121,882.59,422.79,906,434
28123,050US28123,1326.34,438.27,230,76
28125,050US28125,,,,
28127,050US28127,601.53,255.2,99,42
28129,050US28129,340.44,136.18,30,12
28131,050US28131,844.62,426.49,101,51
28133,050US28133,724.92,101.94,128,18
28135,050US28135,963.55,208.96,83,18
28137,050US28137,985.36,269.73,179,49
28139,050US28139,658.51,350.73,92,49
28141,050US28141,546.35,187.81,64,22
28143,050US28143,1397.05,254.01,88,16
28145,050US28145,1107.48,654.16,193,114
28147,050US28147,994.45,323.77,86,28
28149,050US28149,1170.85,519.22,336,149
28151,050US28151,1274.87,334.57,362,95
28153,050US28153,1019.25,493.45,126,61
28155,050US28155,774.32,322.63,48,20
28157,050US28157,507.97,122.61,29,7
28159,050US28159,862.23,146.76,94,16
28161,050US28161,1198.23,507.94,92,39
28163,050US28163,648.68,143.6,131,29
30001,050US30001,,,,
30003,050US30003,,,,
30005,050US30005,,,,
30007,050US30007,,,,
30009,050US30009,,,,
30011,050US30011,,,,
30013,050US30013,,,,
30015,050US30015,,,,
30017,050US30017,,,,
30019,050US30019,,,,
30021,050US30021,,,,
30023,050US30023,,,,
30025,050US30025,,,,
30027,050US30027,,,,
30029,050US30029,,,,
30031,050US30031,,,,
30033,050US30033,,,,
30035,050US30035,,,,
30037,050US30037,,,,
30039,050US30039,,,,
30041,050US30041,,,,
30043,050US30043,,,,
30045,050US30045,,,,
30047,050US30047,,,,
30049,050US30049,,,,
30051,050US30051,,,,
30053,050US30053,,,,
30057,050US30057,,,,
30055,050US30055,,,,
30059,050US30059,,,,
30061,050US30061,,,,
30063,050US30063,,,,
30065,050US30065,,,,
30067,050US30067,,,,
30069,050US30069,,,,
30071,050US30071,,,,
30073,050US30073,,,,
30075,050US30075,,,,
30077,050US30077,,,,
30079,050US30079,,,,
30081,050US30081,,,,
30083,050US30083,,,,
30085,050US30085,,,,
30087,050US30087,,,,
30089,050US30089,,,,
30091,050US30091,,,,
30093,050US30093,,,,
30095,050US30095,,,,
30097,050US30097,,,,
30099,050US30099,,,,
30101,050US30101,,,,
30103,050US30103,,,,
30105,050US30105,,,,
30107,050US30107,,,,
30109,050US30109,,,,
30111,050US30111,,,,
37001,050US37001,623.3,310.74,688,343
37003,050US37003,390.06,231.46,91,54
37005,050US37005,668.84,451.08,43,29
37007,050US37007,752.8,513.93,104,71
37009,050US37009,547.48,251.71,87,40
37011,050US37011,529.1,375.49,62,44
37013,050US37013,1114.05,476.92,299,128
37015,050US37015,541.58,148.5,62,17
37017,050US37017,822.5,383.84,150,70
37019,050US37019,518.22,336.03,384,249
37021,050US37021,463.16,236.77,804,411
37023,050US37023,581.58,346.47,329,196
37025,050US37025,400.81,262.65,586,384
37027,050US37027,472.15,291.45,243,150
37029,050US37029,238.52,59.63,16,4
37031,050US37031,664.47,388.01,274,160
37033,050US37033,380.25,241.98,55,35
37035,050US37035,573.88,363.06,588,372
37037,050US37037,311.7,150.24,139,67
37039,050US37039,427.64,278.9,69,45
37041,050US37041,505.49,197.26,41,16
37043,050US37043,,,,
37045,050US37045,1012.83,579.22,633,362
37047,050US37047,674.51,304.92,219,99
37049,050US37049,664.76,341.87,420,216
37051,050US37051,573.8,303.91,1282,679
37053,050US37053,195.64,122.97,35,22
37055,050US37055,498.98,264.68,115,61
37057,050US37057,551.25,349.86,594,377
37059,050US37059,470.06,210.19,123,55
37061,050US37061,835.65,445.9,253,135
37063,050US37063,387.34,121.63,863,271
37065,050US37065,759.22,440.41,231,134
37067,050US37067,610.26,259.01,1515,643
37069,050US37069,283.62,204.21,125,90
37071,050US37071,598.64,439.86,886,651
37073,050US37073,,,,
37075,050US37075,431.92,185.11,21,9
37077,050US37077,303.16,194.71,123,79
37079,050US37079,381.21,208.59,53,29
37081,050US37081,607.92,233.6,2186,840
37083,050US37083,617.16,306.93,187,93
37085,050US37085,375.81,224.11,327,195
37087,050US37087,677.07,406.78,253,152
37089,050US37089,435.31,291.19,296,198
37091,050US37091,688.31,229.44,99,33
37093,050US37093,584.4,391.55,200,134
37095,050US37095,402.14,167.56,12,5
37097,050US37097,545.19,337.42,656,406
37099,050US37099,271.48,219.28,78,63
37101,050US37101,,,,
37103,050US37103,506.28,366.62,29,21
37105,050US37105,470.41,290.25,188,116
37107,050US37107,1001.54,528.83,339,179
37109,050US37109,615.54,434.29,343,242
37113,050US37113,393.66,254.44,82,53
37115,050US37115,1078.33,396.88,144,53
37117,050US37117,2110.82,1718.81,280,228
37111,050US37111,504.23,323.13,142,91
37119,050US37119,299.81,93.67,2295,717
37121,050US37121,745.36,422.74,67,38
37123,050US37123,517.94,347.4,82,55
37125,050US37125,530.5,328.07,304,188
37127,050US37127,563.77,443.68,338,266
37129,050US37129,663.19,366.29,994,549
37131,050US37131,573.5,133.82,60,14
37133,050US37133,380.37,183.85,540,261
37135,050US37135,247.65,101.18,257,105
37137,050US37137,588.9,420.64,42,30
37139,050US37139,419.42,242.42,109,63
37141,050US37141,341.3,203.72,129,77
37143,050US37143,349.42,120.95,26,9
37145,050US37145,732.97,384.71,181,95
37147,050US37147,574.45,304.37,670,355
37149,050US37149,353.39,158.1,38,17
37151,050US37151,422.03,300.21,388,276
37153,050US37153,609.22,346.56,167,95
37155,050US37155,684.99,201.78,516,152
37157,050US37157,837.92,422.45,480,242
37159,050US37159,650.63,346.01,613,326
37161,050US37161,647.56,597.56,259,239
37163,050US37163,825.38,407.29,306,151
37165,050US37165,790.31,411.33,171,89
37167,050US37167,372.18,248.12,147,98
37169,050US37169,682.27,480.77,193,136
37171,050US37171,503.98,387.5,225,173
37173,050US37173,602.68,295.66,53,26
37175,050US37175,327.13,155.52,61,29
37177,050US37177,,,,
37179,050US37179,277.44,162.11,433,253
37181,050US37181,543.35,421.76,143,111
37183,050US37183,299.36,155.69,2292,1192
37185,050US37185,434.86,257.37,49,29
37187,050US37187,525.02,169.86,34,11
37189,050US37189,276.65,166.99,111,67
37191,050US37191,597.54,311.36,451,235
37193,050US37193,917.57,457.57,377,188
37195,050US37195,599.15,376.5,296,186
37197,050US37197,610.3,465.2,143,109
37199,050US37199,765.59,401.02,84,44
38001,050US38001,404.2,,5,
38003,050US38003,300.84,225.63,20,15
38005,050US38005,590.28,501.73,80,68
38007,050US38007,209.23,142.97,60,41
38009,050US38009,486.62,405.52,18,15
38011,050US38011,209.23,142.97,60,41
38013,050US38013,,,,
38015,050US38015,676.17,549.29,421,342
38017,050US38017,239.88,174.53,301,219
38019,050US38019,,,,
38021,050US38021,,,,
38023,050US38023,,,,
38025,050US38025,209.23,142.97,60,41
38027,050US38027,590.28,501.73,80,68
38029,050US38029,213.79,,4,
38031,050US38031,,,,
38033,050US38033,209.23,142.97,60,41
38035,050US38035,390.05,280.6,196,141
38037,050US38037,500,,6,
38039,050US38039,,,,
38041,050US38041,209.23,142.97,60,41
38043,050US38043,,,,
38045,050US38045,,,,
38047,050US38047,,,,
38049,050US38049,409.29,420.35,37,38
38051,050US38051,,,,
38053,050US38053,417.92,353.62,39,33
38055,050US38055,463.21,320.68,26,18
38057,050US38057,273.92,195.66,14,10
38059,050US38059,,,,
38061,050US38061,176.76,224.97,11,14
38063,050US38063,590.28,501.73,80,68
38065,050US38065,,,,
38067,050US38067,394.87,296.15,16,12
38069,050US38069,409.29,420.35,37,38
38071,050US38071,590.28,501.73,80,68
38073,050US38073,,,,
38075,050US38075,,,,
38077,050US38077,124.16,152.82,13,16
38079,050US38079,217.66,244.86,16,18
38081,050US38081,,,,
38083,050US38083,,,,
38085,050US38085,,,,
38087,050US38087,209.23,142.97,60,41
38089,050US38089,209.23,142.97,60,41
38091,050US38091,,,,
38093,050US38093,481.53,352.16,67,49
38095,050US38095,409.29,420.35,37,38
38097,050US38097,80.91,,4,
38099,050US38099,503.22,330.24,32,21
38101,050US38101,409.35,314.05,189,145
38103,050US38103,409.29,420.35,37,38
38105,050US38105,536.65,502.4,141,132
31001,050US31001,340.4,149.57,66,29
31003,050US31003,223.21,111.61,8,4
31005,050US31005,,,,
31007,050US31007,,,,
31009,050US31009,,,,
31011,050US31011,,,,
31013,050US31013,459.77,91.95,30,6
31015,050US31015,,,,
31017,050US31017,299.4,,5,
31019,050US31019,453.15,199.02,148,65
31021,050US31021,258.8,207.04,10,8
31023,050US31023,295.16,118.06,15,6
31025,050US31025,197.1,89.59,33,15
31027,050US31027,206.36,,10,
31029,050US31029,,,,
31031,050US31031,,,,
31033,050US31033,475.44,140.87,27,8
31035,050US31035,,,,
31037,050US31037,385.21,123.27,25,8
31039,050US31039,,,,
31041,050US31041,242.56,113.2,15,7
31043,050US31043,209.83,284.77,28,38
31045,050US31045,254.59,145.48,14,8
31047,050US31047,417.24,171,61,25
31049,050US31049,,,,
31051,050US31051,151.33,,5,
31053,050US31053,,,,
31055,050US31055,553.2,241.45,2101,917
31057,050US31057,,,,
31059,050US31059,298.86,209.21,10,7
31061,050US31061,307.13,,5,
31063,050US31063,,,,
31065,050US31065,,,,
31067,050US31067,609.11,373.08,80,49
31069,050US31069,,,,
31071,050US31071,,,,
31073,050US31073,,,,
31075,050US31075,,,,
31077,050US31077,,,,
31079,050US31079,575.01,329.67,225,129
31081,050US31081,261.69,157.01,15,9
31083,050US31083,290.02,,5,
31085,050US31085,,,,
31087,050US31087,414.36,,6,
31089,050US31089,531.64,171.5,31,10
31091,050US31091,,,,
31093,050US31093,,,,
31095,050US31095,384.62,192.31,16,8
31097,050US31097,,,,
31099,050US31099,152.79,,6,
31101,050US31101,484.93,274.09,23,13
31103,050US31103,,,,
31105,050US31105,440.96,,9,
31107,050US31107,170.98,,8,
31109,050US31109,461.75,186.38,991,400
31111,050US31111,350.96,145.06,75,31
31113,050US31113,,,,
31115,050US31115,,,,
31119,050US31119,690.18,371.98,154,83
31117,050US31117,,,,
31121,050US31121,381.92,190.96,18,9
31123,050US31123,325.73,,9,
31125,050US31125,438.6,243.66,9,5
31127,050US31127,443.2,233.26,19,10
31129,050US31129,,,,
31131,050US31131,268.01,103.08,26,10
31133,050US31133,362.58,,5,
31135,050US31135,,,,
31137,050US31137,204.77,,11,
31139,050US31139,344.43,91.85,15,4
31141,050US31141,486.23,182.94,101,38
31143,050US31143,229.43,,7,
31145,050US31145,198.93,91.81,13,6
31147,050US31147,281.2,151.42,13,7
31149,050US31149,,,,
31151,050US31151,190.18,89.5,17,8
31153,050US31153,190.55,94.47,236,117
31155,050US31155,193.34,104.1,26,14
31157,050US31157,704.71,244.12,153,53
31159,050US31159,204.1,133.11,23,15
31161,050US31161,723.64,241.21,21,7
31163,050US31163,303.4,,5,
31165,050US31165,,,,
31167,050US31167,447.3,251.61,16,9
31169,050US31169,314.91,,9,
31171,050US31171,,,,
31173,050US31173,,,,
31175,050US31175,,,,
31177,050US31177,232.77,225.02,30,29
31179,050US31179,,,,
31181,050US31181,197.34,,4,
31183,050US31183,,,,
31185,050US31185,687.49,326.26,59,28
33001,050US33001,422.22,,168,
33003,050US33003,169.4,,50,
33005,050US33005,198.2,,98,
33007,050US33007,350.06,,68,
33009,050US33009,262.42,,157,
33011,050US33011,265.71,,759,
33013,050US33013,706.42,,720,
33015,050US33015,,,,
33017,050US33017,251.99,,229,
33019,050US33019,367.17,,100,
34001,050US34001,784.86,,1385,
34003,050US34003,,,,
34005,050US34005,254.55,,772,
34007,050US34007,788.69,,2697,
34009,050US34009,824.46,,459,
34011,050US34011,698.54,,703,
34013,050US34013,584.62,,3348,
34015,050US34015,,,,
34017,050US34017,288.85,,1472,
34019,050US34019,,,,
34021,050US34021,491.21,,1274,
34023,050US34023,299.14,,1725,
34025,050US34025,267.42,,1123,
34027,050US34027,106.95,,359,
34029,050US34029,226.22,,815,
34031,050US34031,481.23,,1650,
34033,050US34033,714.74,,294,
34035,050US34035,160.79,,370,
34037,050US34037,180.04,,174,
34039,050US34039,444.06,,1688,
34041,050US34041,202.21,,146,
35001,050US35001,343.27,,1522,
35003,050US35003,298.15,,5,
35005,050US35005,615.75,,253,
35006,050US35006,,,,
35007,050US35007,393.33,,29,
35009,050US35009,589.62,,186,
35011,050US35011,531.35,,5,
35013,050US35013,334.87,,467,
35015,050US35015,354.11,,140,
35017,050US35017,337.09,,53,
35019,050US35019,245.44,,7,
35021,050US35021,,,,
35023,050US35023,476.19,,12,
35025,050US35025,305.25,,144,
35027,050US35027,329.74,,37,
35028,050US35028,40.1,,5,
35029,050US35029,476.65,,69,
35031,050US35031,138.51,,65,
35033,050US35033,492,,12,
35035,050US35035,506.35,,221,
35037,050US35037,905.07,,45,
35039,050US35039,141.22,,35,
35041,050US35041,255.24,,32,
35045,050US35045,116.29,,90,
35047,050US35047,322.77,,56,
35043,050US35043,250.72,,233,
35049,050US35049,182.16,,170,
35051,050US35051,594.09,,34,
35053,050US35053,508.59,,53,
35055,050US35055,192.58,,39,
35057,050US35057,,,,
35059,050US35059,322.19,,8,
35061,050US35061,213.89,,102,
32510,050US32510,661.51,299.45,243,110
32001,050US32001,,,,
32003,050US32003,557.53,257.72,8238,3808
32005,050US32005,468.37,286.61,134,82
32007,050US32007,578.62,306.33,204,108
32009,050US32009,1222.49,,5,
32011,050US32011,597.27,,7,
32013,050US32013,626.96,276.6,68,30
32015,050US32015,564.81,480.09,20,17
32017,050US32017,767.82,511.88,21,14
32019,050US32019,463.52,263.68,167,95
32021,050US32021,944.11,490.94,25,13
32023,050US32023,914.62,411.58,260,117
32027,050US32027,533.85,234.89,25,11
32029,050US32029,421.76,168.71,10,4
32031,050US32031,720.77,334.53,2286,1061
32033,050US32033,840.34,554.62,50,33
36001,050US36001,706.28,265.27,1507,566
36003,050US36003,223.35,150.01,67,45
36005,050US36005,297.17,99.91,17724,5959
36007,050US36007,569.57,296.83,733,382
36009,050US36009,336.74,173.53,163,84
36011,050US36011,555.34,370.9,274,183
36013,050US36013,257.99,193.49,208,156
36015,050US36015,553.96,249.93,297,134
36017,050US36017,419.67,288.74,125,86
36019,050US36019,684.78,381.26,370,206
36021,050US36021,377.62,218.76,145,84
36023,050US36023,419.71,275.63,134,88
36025,050US36025,378.65,222.09,104,61
36027,050US36027,353.86,130.37,703,259
36029,050US36029,356.42,128.77,2217,801
36031,050US36031,405.57,196.38,95,46
36033,050US36033,470.85,262.65,147,82
36035,050US36035,455.73,277.53,156,95
36037,050US36037,595.59,297.79,224,112
36039,050US36039,339.56,205.69,104,63
36041,050US36041,270.73,135.36,8,4
36043,050US36043,309.34,177.14,117,67
36045,050US36045,287.17,156.52,222,121
36047,050US36047,297.17,99.91,17724,5959
36049,050US36049,408.87,192.41,68,32
36051,050US36051,348.24,228.16,145,95
36053,050US36053,293.29,156.57,133,71
36055,050US36055,570.87,210.46,2840,1047
36057,050US36057,500.55,287.41,155,89
36059,050US36059,157.32,67.52,1419,609
36061,050US36061,297.17,99.91,17724,5959
36063,050US36063,434.38,177.54,597,244
36065,050US36065,591.15,237.27,872,350
36067,050US36067,548.5,215.09,1706,669
36069,050US36069,593.32,300.86,424,215
36071,050US36071,373.55,168.75,974,440
36073,050US36073,445.42,256.12,120,69
36075,050US36075,381.16,266.04,298,208
36077,050US36077,326.56,160.73,128,63
36079,050US36079,107.41,49.1,70,32
36081,050US36081,297.17,99.91,17724,5959
36083,050US36083,330.7,163.03,357,176
36085,050US36085,297.17,99.91,17724,5959
36087,050US36087,165.87,66.54,339,136
36091,050US36091,218.3,139.69,336,215
36093,050US36093,812.61,319.38,832,327
36095,050US36095,,,,
36097,050US36097,415.12,194.31,47,22
36099,050US36099,309.71,143.3,67,31
36089,050US36089,442.94,195.62,317,140
36101,050US36101,547.21,330.36,323,195
36103,050US36103,174.83,71.28,1761,718
36105,050US36105,689.3,280.53,344,140
36107,050US36107,274.15,146.87,84,45
36109,050US36109,175.63,101.28,137,79
36111,050US36111,400.18,200.09,478,239
36113,050US36113,677.65,373.79,281,155
36115,050US36115,574.87,362.42,230,145
36117,050US36117,270.75,96.57,157,56
36119,050US36119,174.03,64.29,1137,420
36121,050US36121,384.74,173.87,104,47
36123,050US36123,495.9,224.81,75,34
39001,050US39001,1204.61,494.65,207,85
39003,050US39003,976.19,266.23,627,171
39005,050US39005,602.7,302.88,197,99
39007,050US39007,771.71,342.08,476,211
39009,050US39009,595.43,268.38,619,279
39011,050US39011,674.64,269.16,193,77
39013,050US39013,653.12,251.02,281,108
39015,050US39015,1122.78,519.87,311,144
39017,050US39017,550.95,217.41,1409,556
39019,050US39019,362.14,253.5,60,42
39021,050US39021,621.3,241.67,599,233
39023,050US39023,1100.03,414.88,928,350
39025,050US39025,674.06,317.68,906,427
39027,050US39027,541.68,345.05,146,93
39029,050US39029,510.52,275.49,328,177
39031,050US39031,1254.13,526.64,281,118
39033,050US39033,1446.98,1226.45,374,317
39035,050US39035,923.23,308.8,7576,2534
39037,050US39037,373.99,196.5,118,62
39039,050US39039,690.45,314.14,633,288
39041,050US39041,216.19,61.87,297,85
39043,050US39043,786.34,381.38,367,178
39045,050US39045,439.66,278.35,447,283
39047,050US39047,1245.88,812.29,227,148
39049,050US39049,582.23,170.93,5239,1538
39051,050US39051,690.45,314.14,633,288
39053,050US39053,1278.74,526.86,233,96
39055,050US39055,148.49,30.72,87,18
39057,050US39057,444.1,238.43,488,262
39059,050US39059,1232.77,633.04,296,152
39061,050US39061,730.79,251.05,3956,1359
39063,050US39063,539.05,271.58,262,132
39065,050US39065,971.59,590.64,607,369
39067,050US39067,633.54,333.44,57,30
39069,050US39069,690.45,314.14,633,288
39071,050US39071,901.37,409.71,242,110
39073,050US39073,595.43,268.38,619,279
39075,050US39075,258.86,136.82,70,37
39077,050US39077,497.2,245.9,184,91
39079,050US39079,846.43,394.03,174,81
39081,050US39081,768.76,279.77,316,115
39083,050US39083,496.14,217.69,196,86
39085,050US39085,491.54,233.65,730,347
39087,050US39087,1124.71,539.54,419,201
39089,050US39089,760.32,308.83,874,355
39091,050US39091,805.06,313.08,234,91
39093,050US39093,445.39,171.5,883,340
39095,050US39095,734.92,167.3,2047,466
39097,050US39097,621.3,241.67,599,233
39099,050US39099,793.96,259.28,1133,370
39101,050US39101,971.59,590.64,607,369
39103,050US39103,286.74,127.92,334,149
39105,050US39105,1071.76,361.98,151,51
39107,050US39107,473.34,215.15,121,55
39109,050US39109,469.16,249.33,318,169
39111,050US39111,,,,
39113,050US39113,656.49,253.37,2249,868
39115,050US39115,595.43,268.38,619,279
39117,050US39117,345.51,146.18,78,33
39119,050US39119,1692.45,838.04,931,461
39121,050US39121,560.05,398.26,45,32
39123,050US39123,452.56,172.8,110,42
39125,050US39125,514.58,334.48,60,39
39127,050US39127,595.43,268.38,619,279
39129,050US39129,628.9,296.55,246,116
39131,050US39131,384.79,233.21,66,40
39133,050US39133,452.37,169.75,501,188
39135,050US39135,448.4,226.15,115,58
39137,050US39137,378,118.13,80,25
39139,050US39139,983.68,572.11,772,449
39141,050US39141,791.44,467.76,401,237
39143,050US39143,731.44,220.51,272,82
39145,050US39145,1757.35,729.62,843,350
39147,050US39147,598.43,230.38,213,82
39149,050US39149,849.87,529.53,260,162
39151,050US39151,639,294.93,1508,696
39153,050US39153,684.36,264.44,2399,927
39155,050US39155,594.44,296.82,745,372
39157,050US39157,291.6,138.86,168,80
39159,050US39159,621.3,241.67,599,233
39161,050US39161,602.11,312.2,108,56
39163,050US39163,595.43,268.38,619,279
39165,050US39165,295.55,165.81,467,262
39167,050US39167,527.75,275.81,199,104
39169,050US39169,368.27,148.41,268,108
39171,050US39171,690.45,314.14,633,288
39173,050US39173,415.48,196.05,373,176
39175,050US39175,905.54,397.56,123,54
40001,050US40001,1038.37,486.74,128,60
40003,050US40003,431.85,107.96,16,4
40005,050US40005,954.63,168.46,85,15
40007,050US40007,1100.32,550.16,34,17
40009,050US40009,1359.43,407.83,200,60
40011,050US40011,1323.61,498.75,69,26
40013,050US40013,906.43,352.11,260,101
40015,050US40015,1739.18,979.34,309,174
40017,050US40017,495.75,157.09,486,154
40019,050US40019,1315.83,559.65,395,168
40021,050US40021,503.04,150.26,154,46
40023,050US40023,935.58,367.12,79,31
40025,050US40025,996.68,747.51,12,9
40027,050US40027,468.78,207.69,948,420
40029,050US40029,507.78,,16,
40031,050US40031,925.22,255.36,750,207
40033,050US40033,719.21,179.8,24,6
40035,050US40035,1334.55,387.82,117,34
40037,050US40037,730.75,313.18,329,141
40039,050US40039,1295.65,549.19,243,103
40041,050US40041,1326.19,556.42,317,133
40043,050US40043,370.64,,10,
40045,050US40045,359.39,,8,
40047,050US40047,1331.77,451.58,522,177
40049,050US40049,1237.92,637.91,196,101
40051,050US40051,1005.34,350.17,356,124
40053,050US40053,801.01,295.11,19,7
40055,050US40055,1570.83,673.21,56,24
40057,050US40057,1501.71,819.11,22,12
40059,050US40059,942.93,446.65,19,9
40061,050US40061,1412.23,409.55,100,29
40063,050US40063,723.88,221.83,62,19
40065,050US40065,1507.51,763.21,239,121
40067,050US40067,1923.08,693.57,61,22
40069,050US40069,1002.93,370.31,65,24
40071,050US40071,1221.82,544.71,323,144
40073,050US40073,833.25,147.66,79,14
40075,050US40075,783.39,254.6,40,13
40077,050US40077,753.59,490.71,43,28
40079,050US40079,1020.71,577.07,306,173
40081,050US40081,833.65,196.44,174,41
40083,050US40083,573.14,218.04,184,70
40085,050US40085,975.93,487.96,60,30
40093,050US40093,131.72,,6,
40095,050US40095,1295.14,823.18,118,75
40097,050US40097,885.03,393.35,216,96
40087,050US40087,511.51,236.67,134,62
40089,050US40089,1166.69,628.63,219,118
40091,050US40091,1417.8,493.54,158,55
40099,050US40099,763.63,340.7,65,29
40101,050US40101,1791.54,590.83,752,248
40103,050US40103,575.41,121.14,38,8
40105,050US40105,1304.5,360.45,76,21
40107,050US40107,1277.82,453.42,93,33
40109,050US40109,1248.01,372.16,6405,1910
40111,050US40111,1415.18,429.76,326,99
40113,050US40113,576.31,170.12,166,49
40115,050US40115,1322.84,460.58,247,86
40117,050US40117,499.43,104.05,48,10
40119,050US40119,383.9,151.18,226,89
40121,050US40121,824.19,251,220,67
40123,050US40123,1691.78,324.05,402,77
40125,050US40125,911.65,208.07,425,97
40127,050US40127,919,498.44,59,32
40129,050US40129,986.19,443.79,20,9
40131,050US40131,759.22,348.65,466,214
40133,050US40133,1376.12,401.93,202,59
40135,050US40135,995.47,563.01,244,138
40137,050US40137,1573.27,537.12,413,141
40139,050US40139,967.77,589.39,133,81
40141,050US40141,736.17,166.23,31,7
40143,050US40143,1020.7,268.42,4373,1150
40145,050US40145,347.54,139.41,177,71
40147,050US40147,896.49,239.91,284,76
40149,050US40149,,,,
40151,050US40151,370.11,176.24,21,10
40153,050US40153,674.45,310.7,89,41
41001,050US41001,519.89,148.54,49,14
41003,050US41003,199.56,83.4,134,56
41005,050US41005,383.17,153.27,1030,412
41007,050US41007,698.74,219.6,175,55
41009,050US41009,425.51,119.02,143,40
41011,050US41011,848.35,233.76,323,89
41013,050US41013,695.91,358.5,99,51
41015,050US41015,560.18,176.06,70,22
41017,050US41017,364.97,162.75,453,202
41019,050US41019,630.76,281.37,408,182
41021,050US41021,364.47,132.27,124,45
41023,050US41023,532.59,126.81,21,5
41025,050US41025,548.7,251.49,24,11
41027,050US41027,364.47,132.27,124,45
41029,050US41029,552.07,209.43,746,283
41031,050US41031,812.19,328.9,121,49
41033,050US41033,1011.69,429.92,513,218
41035,050US41035,929.93,231.89,389,97
41037,050US41037,603.29,166.42,29,8
41039,050US41039,599.3,163.08,1503,409
41041,050US41041,1008.4,416.67,288,119
41043,050US41043,706.67,266.72,567,214
41045,050US41045,791.01,385.1,152,74
41047,050US41047,909.85,228.93,2007,505
41049,050US41049,577.65,188.07,43,14
41051,050US41051,418.4,131.31,2412,757
41053,050US41053,439.09,142.71,240,78
41055,050US41055,364.47,132.27,124,45
41057,050US41057,413.46,152.66,65,24
41059,050US41059,693.76,260.16,352,132
41061,050US41061,502.45,204.7,81,33
41063,050US41063,,,,
41065,050US41065,364.47,132.27,124,45
41067,050US41067,371.02,127.78,1507,519
41069,050US41069,,,,
41071,050US41071,483.9,145.89,335,101
42001,050US42001,517.09,282.88,340,186
42003,050US42003,386.46,121.81,3163,997
42005,050US42005,271.37,129.57,111,53
42007,050US42007,319.92,110.74,338,117
42009,050US42009,701.66,357.64,206,105
42011,050US42011,551.11,251.1,1521,693
42013,050US42013,681.29,307.1,528,238
42015,050US42015,757.72,449.12,275,163
42017,050US42017,299.3,125.27,1252,524
42019,050US42019,224.66,106.71,280,133
42021,050US42021,406.88,158.16,337,131
42023,050US42023,,,,
42025,050US42025,430.69,296.1,176,121
42027,050US42027,213.64,86.66,249,101
42029,050US42029,299.47,109.06,1038,378
42031,050US42031,582.96,210.86,141,51
42033,050US42033,788.72,492.71,413,258
42035,050US42035,463.38,306.16,112,74
42037,050US42037,407.93,261.08,175,112
42039,050US42039,757,454.58,398,239
42041,050US42041,253.75,93.2,422,155
42043,050US42043,978.33,415.46,1792,761
42045,050US42045,585.13,255.13,2204,961
42047,050US42047,599.42,335.88,116,65
