GEOID,HEROP_ID,TtlPrPpr,TtlPrAPpr,TtlPrPp,TtlPrAPp
17123,050US17123,224.62,112.31,16,8
17125,050US17125,1016.61,483.51,82,39
17127,050US17127,662.25,319.71,58,28
17109,050US17109,214.16,128.49,40,24
17111,050US17111,159.75,100.21,330,207
17113,050US17113,570.59,220.57,670,259
17129,050US17129,281.47,153.53,22,12
17131,050US17131,471.41,184.46,46,18
17133,050US17133,298.83,298.83,67,67
17135,050US17135,805.06,533.01,145,96
17137,050US17137,573.12,347.63,122,74
17139,050US17139,315.17,225.12,28,20
17141,050US17141,210.51,82.37,69,27
17143,050US17143,824.98,309.26,947,355
17145,050US17145,408.52,328.28,56,45
17147,050US17147,201.52,57.58,21,6
17149,050US17149,1100.86,733.9,99,66
17151,050US17151,592.47,423.19,14,10
17153,050US17153,495.2,185.7,16,6
17155,050US17155,173.16,,6,
17157,050US17157,577.59,376.46,112,73
17159,050US17159,633.57,415.45,61,40
17161,050US17161,450.98,237.71,406,214
17165,050US17165,1094.87,560.79,164,84
17167,050US17167,588.76,295.97,740,372
17169,050US17169,935.86,502.17,41,22
17171,050US17171,,,,
17173,050US17173,376.12,219.4,48,28
17163,050US17163,558.59,275.72,936,462
17175,050US17175,212.96,182.54,7,6
17177,050US17177,698.44,455.67,187,122
17179,050US17179,410.98,235.71,340,195
17181,050US17181,,,,
17183,050US17183,991.18,509.81,453,233
17185,050US17185,873.42,486.83,61,34
17187,050US17187,448.6,276.8,47,29
17189,050US17189,196.24,138.52,17,12
17191,050US17191,576.07,339.47,56,33
17193,050US17193,1330.27,713.51,110,59
17195,050US17195,452.01,212.88,155,73
17197,050US17197,213.16,133.46,995,623
17199,050US17199,308.46,124.8,131,53
17201,050US17201,627.29,393.23,1131,709
17203,050US17203,597.96,274.06,144,66
18001,050US18001,734.51,260.95,152,54
18003,050US18003,740.73,290.65,1812,711
18005,050US18005,563.6,181.5,295,95
18007,050US18007,406.8,129.44,22,7
18009,050US18009,764.61,436.92,56,32
18011,050US18011,344.93,159.2,156,72
18013,050US18013,474.43,147.6,45,14
18015,050US18015,591.86,284.09,75,36
18017,050US18017,1132.3,474.56,272,114
18019,050US18019,324.01,109.27,255,86
18021,050US18021,488.65,297.96,82,50
18023,050US18023,897.23,451.04,185,93
18025,050US18025,367.93,107.31,24,7
18027,050US18027,500.58,145.17,100,29
18033,050US18033,717.21,336.87,198,93
18029,050US18029,1228.32,552.44,398,179
18031,050US18031,1358.76,744.93,228,125
18035,050US18035,564.8,183.46,431,140
18037,050US18037,410.54,150.29,112,41
18039,050US18039,1225.09,302.19,1577,389
18041,050US18041,1381.39,834.3,202,122
18043,050US18043,400.74,170.65,209,89
18045,050US18045,459.16,302.85,47,31
18047,050US18047,537.67,251.38,77,36
18049,050US18049,729.52,264.55,91,33
18051,050US18051,708.64,313.34,147,65
18053,050US18053,962.89,381.88,411,163
18055,050US18055,735.07,251.88,143,49
18057,050US18057,152.69,65.88,343,148
18059,050US18059,339.52,182.51,173,93
18061,050US18061,554.37,273.22,140,69
18063,050US18063,244.82,86.62,277,98
18065,050US18065,836.18,376.92,264,119
18067,050US18067,715.68,296.75,369,153
18069,050US18069,1571.85,585.76,373,139
18071,050US18071,818.11,347.7,240,102
18073,050US18073,509.22,196.96,106,41
18075,050US18075,1678.12,879.02,210,110
18077,050US18077,1043.05,533.01,227,116
18079,050US18079,525.14,229.05,94,41
18081,050US18081,448.57,277.82,465,288
18083,050US18083,261.42,175.71,61,41
18085,050US18085,571.66,184.03,292,94
18087,050US18087,268.63,146.9,64,35
18091,050US18091,559.89,191.72,403,138
18089,050US18089,365.08,95.66,1164,305
18093,050US18093,879.94,406.13,247,114
18095,050US18095,1612.07,645.55,1341,537
18097,050US18097,964.79,347.43,6262,2255
18099,050US18099,937.95,570.47,268,163
18101,050US18101,667.21,162.73,41,10
18103,050US18103,306.15,140.32,72,33
18105,050US18105,337.59,119.66,347,123
18107,050US18107,906.7,467.97,217,112
18109,050US18109,471.91,159.46,219,74
18111,050US18111,533.06,204.15,47,18
18113,050US18113,522.38,234.74,158,71
18115,050US18115,1087.25,353.36,40,13
18117,050US18117,1213.36,480.46,149,59
18119,050US18119,466.05,244.12,63,33
18121,050US18121,590.35,400.24,59,40
18123,050US18123,732.36,292.94,90,36
18125,050US18125,913.18,436.74,69,33
18127,050US18127,222.63,70.68,252,80
18129,050US18129,577.06,206.99,92,33
18131,050US18131,479.4,272.09,37,21
18133,050US18133,291.05,125.31,72,31
18135,050US18135,361.68,177.55,55,27
18137,050US18137,1117.72,655.21,203,119
18139,050US18139,765.31,387.38,81,41
18143,050US18143,1196.88,544.61,189,86
18145,050US18145,1086.13,453.13,314,131
18147,050US18147,319.41,135.75,40,17
18141,050US18141,629.97,155.23,1112,274
18149,050US18149,532.24,184.24,78,27
18151,050US18151,499.82,146.74,109,32
18153,050US18153,390.94,246.14,54,34
18155,050US18155,535.45,243.39,33,15
18157,050US18157,598.24,224.25,795,298
18159,050US18159,178.4,,17,
18161,050US18161,656.89,262.75,30,12
18163,050US18163,933.76,450.54,1086,524
18165,050US18165,893.5,462.15,87,45
18167,050US18167,679.47,217.54,481,154
18169,050US18169,1100.62,490.32,211,94
18171,050US18171,362.87,267.38,19,14
18173,050US18173,198.96,82.07,80,33
18175,050US18175,835.32,392.76,151,71
18177,050US18177,1094.5,336.03,456,140
18179,050US18179,1207.87,644.2,210,112
18181,050US18181,466.36,119.92,70,18
18183,050US18183,586.46,209.45,126,45
20001,050US20001,401.03,129.37,31,10
20003,050US20003,641.17,265.31,29,12
20005,050US20005,914.06,631.36,97,67
20007,050US20007,442.12,200.96,11,5
20009,050US20009,552.13,372.37,86,58
20011,050US20011,708.15,487.58,61,42
20013,050US20013,715.95,214.78,40,12
20015,050US20015,271.13,152.94,117,66
20017,050US20017,634.12,634.12,10,10
20019,050US20019,1289.32,670.45,25,13
20021,050US20021,571.94,384.02,70,47
20023,050US20023,,,,
20025,050US20025,1176.47,756.3,14,9
20027,050US20027,600.47,214.45,28,10
20029,050US20029,530.94,329.55,29,18
20031,050US20031,828.08,394.32,42,20
20033,050US20033,,,,
20035,050US20035,384.44,240.85,83,52
20037,050US20037,556.97,282.35,144,73
20039,050US20039,510.86,,8,
20041,050US20041,476.11,167.52,54,19
20043,050US20043,251.1,83.7,12,4
20045,050US20045,397.34,220.1,343,190
20047,050US20047,626.42,227.79,11,4
20049,050US20049,466.93,,6,
20051,050US20051,561.8,449.44,110,88
20053,050US20053,222.77,99.01,9,4
20055,050US20055,705.81,407.98,173,100
20057,050US20057,1120.15,676.66,245,148
20059,050US20059,448.84,339.66,74,56
20061,050US20061,732.82,253,168,58
20063,050US20063,,,,
20065,050US20065,,,,
20067,050US20067,553.1,243.36,25,11
20069,050US20069,230.55,115.27,8,4
20071,050US20071,,,,
20073,050US20073,1125.54,404.04,39,14
20075,050US20075,752.35,376.18,12,6
20077,050US20077,511.35,223.71,16,7
20079,050US20079,501.08,308.36,104,64
20081,050US20081,,,,
20083,050US20083,,,,
20085,050US20085,726.18,676.1,58,54
20087,050US20087,291.42,162.85,34,19
20089,050US20089,381.44,381.44,6,6
20091,050US20091,230.34,145.16,914,576
20093,050US20093,459.29,417.54,11,10
20095,050US20095,389.69,238.15,18,11
20097,050US20097,419.29,279.52,6,4
20099,050US20099,768.29,351.45,94,43
20101,050US20101,,,,
20103,050US20103,307.28,133.03,164,71
20105,050US20105,479.62,239.81,8,4
20107,050US20107,345.78,345.78,20,20
20109,050US20109,,,,
20111,050US20111,844.22,433.77,181,93
20115,050US20115,336.46,98.14,24,7
20117,050US20117,425.75,187.33,25,11
20113,050US20113,297.49,212.49,56,40
20119,050US20119,538.53,331.4,13,8
20121,050US20121,189.21,87.68,41,19
20123,050US20123,445.9,356.72,15,12
20125,050US20125,993.93,538.82,190,103
20127,050US20127,189.16,157.63,6,5
20129,050US20129,367.87,,6,
20131,050US20131,351.17,234.11,21,14
20133,050US20133,343.89,479.37,33,46
20135,050US20135,,,,
20137,050US20137,254.6,141.44,9,5
20139,050US20139,276.21,276.21,27,27
20141,050US20141,198.22,,4,
20143,050US20143,113.31,,4,
20145,050US20145,801.75,242.95,33,10
20147,050US20147,345.18,,10,
20149,050US20149,213.86,123.13,33,19
20151,050US20151,871.78,526.7,48,29
20153,050US20153,432.59,,6,
20155,050US20155,941.58,452.58,362,174
20157,050US20157,342.21,,9,
20159,050US20159,426.84,307.32,25,18
20161,050US20161,299.96,116.35,165,64
20163,050US20163,469.33,268.19,14,8
20165,050US20165,,,,
20167,050US20167,360.92,412.48,14,16
20169,050US20169,1223.34,645.41,417,220
20171,050US20171,331.67,,10,
20173,050US20173,741.33,367.67,2476,1228
20175,050US20175,925.99,534.23,130,75
20177,050US20177,579.54,275.46,648,308
20179,050US20179,,,,
20181,050US20181,,,,
20183,050US20183,347.57,198.61,7,4
20185,050US20185,,,,
20187,050US20187,,,,
20189,050US20189,691.39,251.41,22,8
20191,050US20191,506.51,361.79,70,50
20193,050US20193,401.61,261.04,20,13
20195,050US20195,1068.88,831.35,18,14
20197,050US20197,262.22,143.03,11,6
20199,050US20199,1063.83,591.02,9,5
20201,050US20201,282.22,,9,
20203,050US20203,486.62,,6,
20205,050US20205,215.18,156.49,11,8
20207,050US20207,,,,
20209,050US20209,900.59,388.33,981,423
21001,050US21001,1070.66,888.02,170,141
21003,050US21003,684.04,561.06,89,73
21005,050US21005,444.33,339.78,68,52
21007,050US21007,1402.64,1031.35,68,50
21009,050US21009,806.36,544.74,225,152
21011,050US21011,568.25,543,45,43
21013,050US21013,2662.21,2096.33,414,326
21015,050US21015,470.5,424.82,412,372
21017,050US21017,892.1,564.12,272,172
21019,050US21019,1048.42,976.34,320,298
21021,050US21021,782.6,767.35,154,151
21023,050US21023,963.51,800.45,325,270
21025,050US21025,742.55,630.21,271,230
21027,050US21027,868.26,623.57,110,79
21029,050US21029,492.61,408.06,268,222
21031,050US21031,1270.16,952.62,100,75
21033,050US21033,1434.53,1186.75,110,91
21035,050US21035,703.56,541.5,178,137
21037,050US21037,939.42,945.88,581,585
21039,050US21039,,,,
21041,050US21041,3331.33,3106.24,222,207
21043,050US21043,1071.54,862.02,179,144
21045,050US21045,1298.7,1196.44,127,117
21047,050US21047,994.67,610.61,461,283
21049,050US21049,782.81,719,184,169
21051,050US21051,608.3,506.92,84,70
21053,050US21053,1277.47,1056.04,75,62
21055,050US21055,1129.53,1074.88,62,59
21057,050US21057,1070.66,888.02,170,141
21059,050US21059,923.13,746.56,596,482
21061,050US21061,,,,
21063,050US21063,587.13,489.27,318,265
21065,050US21065,888.09,831.99,744,697
21067,050US21067,586.43,371.13,1302,824
21069,050US21069,963.51,800.45,325,270
21071,050US21071,559.34,471.95,128,108
21073,050US21073,634.41,438.98,211,146
21075,050US21075,2647.86,1633.26,107,66
21077,050US21077,,,,
21079,050US21079,618.94,526.56,67,57
21081,050US21081,912.12,899.54,145,143
21083,050US21083,876.07,691.17,199,157
21085,050US21085,828.83,630.63,138,105
21087,050US21087,507.17,434.72,35,30
21089,050US21089,874.74,658.31,194,146
21091,050US21091,677.97,410.35,38,23
21093,050US21093,1085.3,698.09,782,503
21095,050US21095,1016.02,585.7,170,98
21097,050US21097,892.1,564.12,272,172
21099,050US21099,812.81,418.72,99,51
21101,050US21101,1522.42,1595.91,435,456
21103,050US21103,533.57,302.02,53,30
21105,050US21105,,,,
21107,050US21107,844.8,513.92,240,146
21109,050US21109,485.61,473.47,40,39
21111,050US21111,612.93,319.96,3134,1636
21113,050US21113,517.94,439.81,179,152
21115,050US21115,587.13,489.27,318,265
21117,050US21117,824.83,585.8,911,647
21119,050US21119,742.55,630.21,271,230
21121,050US21121,1398.2,935.6,269,180
21123,050US21123,536.9,357.93,51,34
21125,050US21125,884.27,670.66,356,270
21127,050US21127,587.13,489.27,318,265
21129,050US21129,888.09,831.99,744,697
21131,050US21131,512.75,468.8,35,32
21133,050US21133,1141.47,684.88,155,93
21135,050US21135,963.51,800.45,325,270
21137,050US21137,652.94,646.28,98,97
21139,050US21139,1180.74,1053.59,65,58
21141,050US21141,1067.91,861.41,181,146
21143,050US21143,1307.88,1148.82,74,65
21151,050US21151,888.09,831.99,744,697
21153,050US21153,587.13,489.27,318,265
21155,050US21155,822.91,572.81,102,71
21157,050US21157,709.22,503.65,138,98
21159,050US21159,587.13,489.27,318,265
21161,050US21161,963.51,800.45,325,270
21145,050US21145,1554.21,1135.31,653,477
21147,050US21147,,,,
21149,050US21149,,,,
21163,050US21163,566.71,357.92,114,72
21165,050US21165,613.81,255.75,24,10
21167,050US21167,,,,
21169,050US21169,786.29,503.22,50,32
21171,050US21171,,,,
21173,050US21173,741.68,593.34,135,108
21175,050US21175,587.13,489.27,318,265
21177,050US21177,1313.31,1023.16,258,201
21179,050US21179,744.21,627.93,224,189
21181,050US21181,892.1,564.12,272,172
21183,050US21183,1356.64,1127.16,201,167
21185,050US21185,212.63,123.1,95,55
21187,050US21187,,,,
21189,050US21189,888.09,831.99,744,697
21191,050US21191,872.4,620.14,83,59
21193,050US21193,742.55,630.21,271,230
21195,050US21195,522.97,470.41,199,179
21197,050US21197,698.31,520.77,59,44
21199,050US21199,1234.02,1224.21,503,499
21201,050US21201,892.1,564.12,272,172
21203,050US21203,1171.8,1346.12,121,139
21205,050US21205,693.19,605.81,119,104
21207,050US21207,994.53,875.91,109,96
21209,050US21209,331.41,235.96,125,89
21211,050US21211,401.52,334.6,126,105
21213,050US21213,620.72,445.65,78,56
21215,050US21215,232.47,178.23,30,23
21217,050US21217,845.19,711.42,139,117
21219,050US21219,958.72,585.89,72,44
21221,050US21221,785.34,547.36,66,46
21223,050US21223,581.92,418.26,32,23
21225,050US21225,1139,1050.54,103,95
21227,050US21227,856.72,686.04,773,619
21229,050US21229,373.48,280.11,28,21
21231,050US21231,1042.35,902.82,127,110
21233,050US21233,807.54,636.24,66,52
21235,050US21235,966.62,888.6,223,205
21237,050US21237,888.09,831.99,744,697
21239,050US21239,372.6,207,63,35
22001,050US22001,,,,
22003,050US22003,,,,
22005,050US22005,,,,
22007,050US22007,,,,
22009,050US22009,,,,
22011,050US22011,,,,
22013,050US22013,,,,
22015,050US22015,,,,
22017,050US22017,,,,
22019,050US22019,,,,
22021,050US22021,,,,
22023,050US22023,,,,
22025,050US22025,,,,
22027,050US22027,,,,
22029,050US22029,,,,
22031,050US22031,,,,
22033,050US22033,,,,
22035,050US22035,,,,
22037,050US22037,,,,
22039,050US22039,,,,
22041,050US22041,,,,
22043,050US22043,,,,
22045,050US22045,,,,
22047,050US22047,,,,
22049,050US22049,,,,
22053,050US22053,,,,
22051,050US22051,,,,
22059,050US22059,,,,
22055,050US22055,,,,
22057,050US22057,,,,
22061,050US22061,,,,
22063,050US22063,,,,
22065,050US22065,,,,
22067,050US22067,,,,
22069,050US22069,,,,
22071,050US22071,,,,
22073,050US22073,,,,
22075,050US22075,,,,
22077,050US22077,,,,
22079,050US22079,,,,
22081,050US22081,,,,
22083,050US22083,,,,
22085,050US22085,,,,
22087,050US22087,,,,
22089,050US22089,,,,
22091,050US22091,,,,
22093,050US22093,,,,
22095,050US22095,,,,
22097,050US22097,,,,
22099,050US22099,,,,
22101,050US22101,,,,
22103,050US22103,,,,
22105,050US22105,,,,
22107,050US22107,,,,
22109,050US22109,,,,
22111,050US22111,,,,
22113,050US22113,,,,
22115,050US22115,,,,
22117,050US22117,,,,
22119,050US22119,,,,
22121,050US22121,,,,
22123,050US22123,,,,
22125,050US22125,,,,
22127,050US22127,,,,
25001,050US25001,170.03,43.05,237,60
25003,050US25003,260.05,51.52,212,42
25005,050US25005,239.76,69.1,916,264
25007,050US25007,72.72,,9,
25009,050US25009,215.16,88.56,1137,468
25011,050US25011,262.04,46.63,118,21
25013,050US25013,386.12,51.61,1182,158
25015,050US25015,106.03,16.51,122,19
25017,050US25017,96.63,24.99,1079,279
25019,050US25019,170.03,43.05,237,60
25021,050US25021,73.94,29.24,354,140
25023,050US25023,174.41,57.65,596,197
25025,050US25025,254.95,50.92,1512,302
25027,050US25027,124.5,32.38,719,187
24001,050US24001,443.09,222.67,197,99
24003,050US24003,256.89,73.51,996,285
24005,050US24005,471.69,145.18,2609,803
24510,050US24510,1296.47,733.2,5234,2960
24009,050US24009,326.5,119.17,200,73
24011,050US24011,654.67,287.3,139,61
24013,050US24013,220.78,72.71,249,82
24015,050US24015,443.51,187.13,301,127
24017,050US24017,394.6,104.87,444,118
24019,050US24019,1331.44,506.25,263,100
24021,050US24021,218.77,57.93,389,103
24023,050US24023,331.11,253.85,60,46
24025,050US24025,439.08,198.09,747,337
24027,050US24027,186.49,48.45,408,106
24029,050US24029,539.2,213.97,63,25
24031,050US24031,171.26,40.64,1184,281
24033,050US24033,339.4,73.31,2213,478
24035,050US24035,411.39,183.54,130,58
24039,050US24039,858.92,252.97,146,43
24037,050US24037,316.24,113.79,239,86
24041,050US24041,448.26,133.52,94,28
24043,050US24043,541.4,202.77,542,203
24045,050US24045,1304.05,423.89,886,288
24047,050US24047,935.16,354.38,285,108
23001,050US23001,332.48,157.79,236,112
23003,050US23003,,,,
23005,050US23005,166.46,86,331,171
23007,050US23007,219.6,91.06,41,17
23009,050US23009,158.39,99.73,54,34
23011,050US23011,361.66,175.12,285,138
23013,050US23013,326.15,123.85,79,30
23015,050US23015,238.7,108.92,103,47
23017,050US23017,,,,
23019,050US23019,350.83,214.45,355,217
23021,050US23021,270.7,100.26,27,10
23023,050US23023,238.7,108.92,103,47
23025,050US23025,405.46,180.9,130,58
23027,050US23027,199.97,69.38,49,17
23029,050US23029,264.02,140.09,49,26
23031,050US23031,130.39,70.72,177,96
26001,050US26001,694.32,,38,
26003,050US26003,431.11,,24,
26005,050US26005,451.69,,344,
26007,050US26007,719.83,,128,
26009,050US26009,665.79,,91,
26011,050US26011,434.35,,39,
26013,050US26013,307.34,,16,
26015,050US26015,440.17,,173,
26017,050US26017,595.69,,393,
26019,050US26019,378.14,,40,
26021,050US26021,1036.66,,996,
26023,050US26023,538.32,,151,
26025,050US26025,810.87,,691,
26027,050US26027,708.45,,228,
26029,050US26029,418.38,,66,
26031,050US26031,700.55,,106,
26033,050US26033,811.11,,202,
26035,050US26035,685.04,,127,
26037,050US26037,302.66,,155,
26039,050US26039,1084.74,,85,
26041,050US26041,482.41,,106,
26043,050US26043,444.47,,71,
26045,050US26045,570.6,,401,
26047,050US26047,676.51,,143,
26049,050US26049,755.48,,1966,
26051,050US26051,857.78,,126,
26053,050US26053,783.94,,66,
26055,050US26055,385.7,,232,
26057,050US26057,469.35,,132,
26059,050US26059,560.87,,160,
26061,050US26061,131.24,,33,
26063,050US26063,387.41,,72,
26065,050US26065,543.53,,1088,
26067,050US26067,471.3,,214,
26069,050US26069,630.65,,90,
26071,050US26071,467,,30,
26073,050US26073,388.6,,184,
26075,050US26075,728.29,,762,
26077,050US26077,569.57,,998,
26079,050US26079,637.9,,72,
26081,050US26081,655.31,,2856,
26083,050US26083,,,,
26085,050US26085,557.37,,41,
26087,050US26087,256.63,,149,
26089,050US26089,259.28,,32,
26091,050US26091,395.98,,253,
26093,050US26093,310.36,,395,
26095,050US26095,,,,
26097,050US26097,376.12,,24,
26099,050US26099,319.62,,1855,
26101,050US26101,538.21,,81,
26103,050US26103,389.11,,172,
26105,050US26105,556.55,,96,
26107,050US26107,537.3,,138,
26109,050US26109,271.46,,39,
26111,050US26111,377.86,,201,
26113,050US26113,372.52,,34,
26115,050US26115,543.28,,542,
26117,050US26117,474.06,,207,
26119,050US26119,527.24,,27,
26121,050US26121,915.3,,1028,
26123,050US26123,569.58,,176,
26125,050US26125,443.25,,3740,
26127,050US26127,379.94,,61,
26129,050US26129,461.91,,57,
26131,050US26131,353.02,,11,
26133,050US26133,500.64,,70,
26135,050US26135,694.6,,32,
26137,050US26137,,,,
26139,050US26139,206.35,,395,
26141,050US26141,485.3,,35,
26143,050US26143,769.17,,100,
26145,050US26145,1142.02,,1372,
26151,050US26151,803.36,,201,
26153,050US26153,10681.87,,506,
26155,050US26155,561.13,,247,
26147,050US26147,214.03,,221,
26149,050US26149,265.22,,100,
26157,050US26157,727.15,,245,
26159,050US26159,697.66,,330,
26161,050US26161,324.94,,858,
26163,050US26163,974.36,,11370,
26165,050US26165,671.72,,139,
27001,050US27001,504.02,576.02,42,48
27003,050US27003,151.95,94.76,364,227
27005,050US27005,567.39,567.39,118,118
27007,050US27007,505.79,446.89,146,129
27009,050US27009,235.13,205.27,63,55
27011,050US27011,405.27,371.5,12,11
27013,050US27013,278.45,255.42,133,122
27015,050US27015,202.76,177.42,32,28
27017,050US27017,269.66,154.09,63,36
27019,050US27019,100.17,68.69,70,48
27021,050US27021,471.61,530.57,80,90
27023,050US27023,410,369,30,27
27025,050US27025,161.36,112.95,60,42
27027,050US27027,354.43,340.44,152,146
27029,050US27029,302.48,181.49,15,9
27031,050US27031,152.63,,5,
27033,050US27033,353.52,245.93,23,16
27035,050US27035,352.29,347.19,138,136
27037,050US27037,154.64,94.6,443,271
27039,050US27039,148.8,119.04,20,16
27041,050US27041,200.83,174.63,46,40
27043,050US27043,241.37,120.69,20,10
27045,050US27045,178.09,40.48,22,5
27047,050US27047,205.65,200.24,38,37
27049,050US27049,162.62,138.9,48,41
27051,050US27051,,,,
27053,050US27053,300.93,162.71,2593,1402
27055,050US27055,78.84,78.84,9,9
27057,050US27057,404.59,322.02,49,39
27059,050US27059,157.51,126.78,41,33
27061,050US27061,476.03,423.55,127,113
27063,050US27063,165.95,149.35,10,9
27065,050US27065,242.57,171.82,24,17
27067,050US27067,331.41,214.67,88,57
27069,050US27069,,,,
27071,050US27071,455.05,262,33,19
27073,050US27073,210.86,105.43,8,4
27075,050US27075,175.02,143.2,11,9
27077,050US27077,310.7,177.54,7,4
27079,050US27079,159.4,82.45,29,15
27081,050US27081,,,,
27083,050US27083,413.3,349.72,65,55
27087,050US27087,,,,
27089,050US27089,149.93,93.7,8,5
27091,050US27091,331.55,391.06,39,46
27085,050US27085,212.83,138.99,49,32
27093,050US27093,262.77,234.36,37,33
27095,050US27095,539.59,533.53,89,88
27097,050US27097,245.33,303.06,51,63
27099,050US27099,496.35,352.78,121,86
27101,050US27101,106.75,106.75,5,5
27103,050US27103,111.64,49.12,25,11
27105,050US27105,342.59,327.7,46,44
27107,050US27107,860.96,751.38,220,192
27109,050US27109,217.55,109.26,225,113
27111,050US27111,245.04,170.09,85,59
27113,050US27113,337.19,359.67,30,32
27115,050US27115,358.17,293.05,66,54
27117,050US27117,219.34,347.29,12,19
27119,050US27119,860.96,751.38,220,192
27121,050US27121,91.3,,6,
27123,050US27123,296.04,171.95,1076,625
27125,050US27125,860.96,751.38,220,192
27127,050US27127,640.25,452.59,58,41
27129,050US27129,415.59,325.73,37,29
27131,050US27131,188.45,139.09,84,62
27133,050US27133,120.5,86.07,7,5
27135,050US27135,197.69,239.31,19,23
27139,050US27139,159.3,143.27,159,143
27141,050US27141,191.89,156.3,124,101
27143,050US27143,170.45,138.49,16,13
27137,050US27137,330.34,240.04,428,311
27145,050US27145,366.42,271.68,379,281
27147,050US27147,294.53,233.89,68,54
27149,050US27149,191.39,175.44,12,11
27151,050US27151,224.41,310.72,13,18
27153,050US27153,149.79,129.37,22,19
27155,050US27155,508.39,203.36,10,4
27157,050US27157,171.75,85.88,22,11
27159,050US27159,422.2,521.54,34,42
27161,050US27161,184.53,142.59,22,17
27163,050US27163,112.15,82.52,193,142
27165,050US27165,297.4,312.27,20,21
27167,050US27167,243.01,218.71,10,9
27169,050US27169,156.58,109.31,53,37
27171,050US27171,85.29,98.58,77,89
27173,050US27173,390.82,322.85,23,19
29001,050US29001,654.99,503.83,117,90
29003,050US29003,,,,
29005,050US29005,291.73,421.39,9,13
29007,050US29007,1109.92,624.33,176,99
29009,050US29009,757.83,546.79,158,114
29011,050US29011,561.4,322.81,40,23
29013,050US29013,916.88,664.99,91,66
29015,050US29015,646.98,618.85,69,66
29017,050US29017,634.06,603.86,42,40
29019,050US29019,540.08,286.02,693,367
29021,050US29021,1100.33,758.16,611,421
29023,050US29023,1208.71,961.65,318,253
29025,050US29025,1096.45,1430.96,59,77
29027,050US29027,861.69,543.68,252,159
29029,050US29029,793.75,591.26,196,146
29031,050US29031,788.87,600.15,418,318
29033,050US29033,,,,
29035,050US29035,,,,
29037,050US29037,347.95,196.09,236,133
29039,050US29039,690,468.21,56,38
29041,050US29041,1003.5,606.77,43,26
29043,050US29043,449.01,290.33,249,161
29045,050US29045,901.58,1051.84,36,42
29047,050US29047,331.39,234.03,548,387
29049,050US29049,593.18,488.06,79,65
29051,050US29051,,,,
29053,050US29053,1005.88,756.63,113,85
29055,050US29055,1347.13,916.6,194,132
29057,050US29057,,,,
29059,050US29059,809.24,779.63,82,79
29061,050US29061,1356.82,1194.82,67,59
29063,050US29063,1017.81,1145.04,72,81
29065,050US29065,1196.36,759.23,104,66
29067,050US29067,767.96,707.72,51,47
29069,050US29069,1748.46,1340.48,300,230
29071,050US29071,433.98,394.8,288,262
29073,050US29073,408.52,331.24,37,30
29075,050US29075,,,,
29077,050US29077,679.21,417.5,1334,820
29079,050US29079,718.79,543.48,41,31
29081,050US29081,1013.51,760.14,48,36
29083,050US29083,1103.62,889.03,144,116
29085,050US29085,1197.74,1242.94,53,55
29087,050US29087,517.31,835.65,13,21
29089,050US29089,813.52,578.85,52,37
29091,050US29091,475.59,329.58,114,79
29093,050US29093,1184.43,761.42,70,45
29095,050US29095,526.03,161.08,2459,753
29097,050US29097,596.35,330.17,466,258
29099,050US29099,392.98,288.5,583,428
29101,050US29101,451.77,233.95,168,87
29103,050US29103,,,,
29105,050US29105,1126.92,906.93,251,202
29107,050US29107,1687.5,1176.87,347,242
29109,050US29109,1085.52,735.07,254,172
29111,050US29111,250.74,266.42,16,17
29113,050US29113,496.31,314.42,191,121
29115,050US29115,,,,
29117,050US29117,1362.77,1584.62,129,150
29121,050US29121,567.23,389.28,51,35
29123,050US29123,525.91,436.12,41,34
29125,050US29125,,,,
29127,050US29127,965.29,630.51,173,113
29119,050US29119,605.41,383.43,90,57
29129,050US29129,1198.47,623.2,25,13
29131,050US29131,689.75,610.16,104,92
29133,050US29133,1526.54,1180.68,128,99
29135,050US29135,421.35,270.87,42,27
29137,050US29137,712.03,454.91,36,23
29139,050US29139,1475.18,865.25,104,61
29141,050US29141,1130.6,1014.22,136,122
29143,050US29143,,,,
29145,050US29145,309.89,222.13,113,81
29147,050US29147,443.83,377.58,67,57
29149,050US29149,371.17,332.1,19,17
29151,050US29151,175.17,151.82,15,13
29153,050US29153,769.23,623.7,37,30
29155,050US29155,1442.26,947.77,140,92
29157,050US29157,788,576.17,93,68
29159,050US29159,1027.12,743.26,275,199
29161,050US29161,1119.04,703.2,331,208
29163,050US29163,741.53,553.92,83,62
29165,050US29165,432.03,275.98,299,191
29167,050US29167,736.96,691.54,146,137
29169,050US29169,715.04,502.32,279,196
29171,050US29171,713.48,413.07,19,11
29173,050US29173,,,,
29175,050US29175,1128.46,738.07,185,121
29177,050US29177,824.31,647.18,121,95
29179,050US29179,778.52,563.76,29,21
29181,050US29181,,,,
29195,050US29195,1455.44,1036.75,219,156
29197,050US29197,247.63,206.36,6,5
29199,050US29199,511.88,548.45,14,15
29201,050US29201,1225.53,953.19,288,224
29203,050US29203,495.28,495.28,21,21
29205,050US29205,698.91,391.39,25,14
29183,050US29183,347.79,201.23,916,530
29185,050US29185,1262.43,726.86,66,38
29187,050US29187,1105.51,594.24,493,265
29189,050US29189,350.62,119.16,2248,764
29510,050US29510,1618.3,358.94,3440,763
29186,050US29186,705.86,671.43,82,78
29207,050US29207,987.88,836.33,176,149
29209,050US29209,737.77,569.3,127,98
29211,050US29211,,,,
