"HEROP_ID","GEOID","TotTracts","HospCtTmDr","HospCtTmDr2","HospTmDrP","HospTmDrP2","HospAvTmDr","HospAvTmDr2"
"050US72003","72003",9,0,0,0,0,NA,NA
"050US72005","72005",16,0,0,0,0,NA,NA
"050US72007","72007",6,0,0,0,0,NA,NA
"050US72009","72009",6,0,0,0,0,NA,NA
"050US72011","72011",7,0,0,0,0,NA,NA
"050US72013","72013",24,0,0,0,0,NA,NA
"050US72015","72015",4,0,0,0,0,NA,NA
"050US72017","72017",4,0,0,0,0,NA,NA
"050US72019","72019",6,0,0,0,0,NA,NA
"050US72021","72021",63,0,0,0,0,NA,NA
"050US72023","72023",14,0,0,0,0,NA,NA
"050US72025","72025",34,0,0,0,0,NA,NA
"050US72027","72027",7,0,0,0,0,NA,NA
"050US72029","72029",12,0,0,0,0,NA,NA
"050US72031","72031",44,0,0,0,0,NA,NA
"050US72033","72033",15,0,0,0,0,NA,NA
"050US72035","72035",11,0,0,0,0,NA,NA
"050US72037","72037",3,0,0,0,0,NA,NA
"050US72039","72039",4,0,0,0,0,NA,NA
"050US72041","72041",10,0,0,0,0,NA,NA
"050US72043","72043",9,0,0,0,0,NA,NA
"050US72045","72045",5,0,0,0,0,NA,NA
"050US72047","72047",6,0,0,0,0,NA,NA
"050US72049","72049",1,0,0,0,0,NA,NA
"050US72051","72051",8,0,0,0,0,NA,NA
"050US72053","72053",10,0,0,0,0,NA,NA
"050US72054","72054",2,0,0,0,0,NA,NA
"050US72055","72055",7,0,0,0,0,NA,NA
"050US72057","72057",9,0,0,0,0,NA,NA
"050US72059","72059",5,0,0,0,0,NA,NA
"050US72061","72061",27,0,0,0,0,NA,NA
"050US72063","72063",11,0,0,0,0,NA,NA
"050US72065","72065",6,0,0,0,0,NA,NA
"050US72067","72067",5,0,0,0,0,NA,NA
"050US72069","72069",13,0,0,0,0,NA,NA
"050US72071","72071",11,0,0,0,0,NA,NA
"050US72073","72073",3,0,0,0,0,NA,NA
"050US72075","72075",12,0,0,0,0,NA,NA
"050US72077","72077",7,0,0,0,0,NA,NA
"050US72079","72079",5,0,0,0,0,NA,NA
"050US72081","72081",8,0,0,0,0,NA,NA
"050US72083","72083",3,0,0,0,0,NA,NA
"050US72085","72085",8,0,0,0,0,NA,NA
"050US72087","72087",10,0,0,0,0,NA,NA
"050US72089","72089",5,0,0,0,0,NA,NA
"050US72091","72091",9,0,0,0,0,NA,NA
"050US72093","72093",2,0,0,0,0,NA,NA
"050US72095","72095",3,0,0,0,0,NA,NA
"050US72097","72097",25,0,0,0,0,NA,NA
"050US72099","72099",8,0,0,0,0,NA,NA
"050US72101","72101",7,0,0,0,0,NA,NA
"050US72103","72103",4,0,0,0,0,NA,NA
"050US72105","72105",5,0,0,0,0,NA,NA
"050US72107","72107",7,0,0,0,0,NA,NA
"050US72109","72109",4,0,0,0,0,NA,NA
"050US72111","72111",6,0,0,0,0,NA,NA
"050US72113","72113",45,0,0,0,0,NA,NA
"050US72115","72115",4,0,0,0,0,NA,NA
"050US72117","72117",5,0,0,0,0,NA,NA
"050US72119","72119",12,0,0,0,0,NA,NA
"050US72121","72121",6,0,0,0,0,NA,NA
"050US72123","72123",8,0,0,0,0,NA,NA
"050US72125","72125",7,0,0,0,0,NA,NA
"050US72127","72127",137,0,0,0,0,NA,NA
"050US72129","72129",9,0,0,0,0,NA,NA
"050US72131","72131",9,0,0,0,0,NA,NA
"050US72133","72133",5,0,0,0,0,NA,NA
"050US72135","72135",13,0,0,0,0,NA,NA
"050US72137","72137",23,0,0,0,0,NA,NA
"050US72139","72139",17,0,0,0,0,NA,NA
"050US72141","72141",8,0,0,0,0,NA,NA
"050US72143","72143",9,0,0,0,0,NA,NA
"050US72145","72145",13,0,0,0,0,NA,NA
"050US72147","72147",2,0,0,0,0,NA,NA
"050US72149","72149",6,0,0,0,0,NA,NA
"050US72151","72151",9,0,0,0,0,NA,NA
"050US72153","72153",11,0,0,0,0,NA,NA
"050US78010","78010",15,0,0,0,0,NA,NA
"050US78020","78020",2,0,0,0,0,NA,NA
"050US78030","78030",12,0,0,0,0,NA,NA
