"HEROP_ID","GEOID","TotTracts","HospCtTmDr","HospCtTmDr2","HospTmDrP","HospTmDrP2","HospAvTmDr","HospAvTmDr2"
"050US01001","01001",17,16,11,94.12,64.71,11.99,23.97
"050US01003","01003",43,42,28,97.67,65.12,13.12,26.25
"050US01005","01005",9,6,1,66.67,11.11,25.92,51.84
"050US01007","01007",8,8,4,100,50,14.98,29.96
"050US01009","01009",16,15,5,93.75,31.25,20.4,40.8
"050US01011","01011",4,4,2,100,50,16.39,32.78
"050US01013","01013",9,7,3,77.78,33.33,18.67,37.34
"050US01015","01015",38,34,21,89.47,55.26,15.54,31.08
"050US01017","01017",9,8,5,88.89,55.56,14.72,29.44
"050US01019","01019",8,8,2,100,25,15.11,30.22
"050US01021","01021",12,12,6,100,50,14.99,29.99
"050US01023","01023",4,4,1,100,25,19.72,39.44
"050US01025","01025",9,6,4,66.67,44.44,18.35,36.7
"050US01027","01027",4,4,1,100,25,17.11,34.23
"050US01029","01029",4,1,0,25,0,28.13,56.26
"050US01031","01031",16,15,9,93.75,56.25,12.93,25.86
"050US01033","01033",15,15,12,100,80,7.97,15.95
"050US01035","01035",5,3,1,60,20,23.54,47.09
"050US01037","01037",3,2,0,66.67,0,22.87,45.73
"050US01039","01039",14,13,8,92.86,57.14,14.34,28.68
"050US01041","01041",6,3,1,50,16.67,23.26,46.51
"050US01043","01043",22,21,12,95.45,54.55,13.23,26.47
"050US01045","01045",14,14,11,100,78.57,11.53,23.06
"050US01047","01047",17,16,11,94.12,64.71,12.7,25.4
"050US01049","01049",21,20,9,95.24,42.86,17.67,35.34
"050US01051","01051",20,19,7,95,35,15.27,30.55
"050US01053","01053",10,8,5,80,50,16.01,32.02
"050US01055","01055",33,24,19,72.73,57.58,15.84,31.68
"050US01057","01057",5,4,1,80,20,18.4,36.79
"050US01059","01059",11,10,4,90.91,36.36,15.88,31.77
"050US01061","01061",6,6,2,100,33.33,15.69,31.38
"050US01063","01063",4,4,3,100,75,12.63,25.26
"050US01065","01065",7,7,3,100,42.86,15.29,30.59
"050US01067","01067",6,3,1,50,16.67,28.87,57.75
"050US01069","01069",26,26,21,100,80.77,8.42,16.83
"050US01071","01071",16,11,5,68.75,31.25,20.73,41.45
"050US01073","01073",189,186,158,98.41,83.6,9.07,18.13
"050US01075","01075",4,3,0,75,0,27.2,54.41
"050US01077","01077",26,24,15,92.31,57.69,13.24,26.48
"050US01079","01079",11,11,6,100,54.55,15.91,31.81
"050US01081","01081",48,48,38,100,79.17,11.48,22.95
"050US01083","01083",23,23,15,100,65.22,11.74,23.47
"050US01085","01085",4,2,0,50,0,32.32,64.64
"050US01087","01087",12,8,0,66.67,0,28,56
"050US01089","01089",95,92,73,96.84,76.84,10.35,20.7
"050US01091","01091",8,7,1,87.5,12.5,23.57,47.14
"050US01093","01093",11,11,4,100,36.36,15.37,30.74
"050US01095","01095",26,13,5,50,19.23,28.01,56.03
"050US01097","01097",135,131,102,97.04,75.56,10.03,20.06
"050US01099","01099",9,6,1,66.67,11.11,25.25,50.49
"050US01101","01101",71,69,65,97.18,91.55,7.21,14.43
"050US01103","01103",31,30,18,96.77,58.06,12.8,25.6
"050US01105","01105",4,2,0,50,0,31.59,63.18
"050US01107","01107",6,1,0,16.67,0,35.5,71.01
"050US01109","01109",11,11,7,100,63.64,13.83,27.67
"050US01111","01111",6,5,1,83.33,16.67,21.42,42.85
"050US01113","01113",18,17,13,94.44,72.22,12.29,24.58
"050US01115","01115",24,24,5,100,20.83,18.84,37.69
"050US01117","01117",55,53,33,96.36,60,13.33,26.66
"050US01119","01119",5,4,1,80,20,20.81,41.62
"050US01121","01121",24,24,16,100,66.67,10.59,21.17
"050US01123","01123",12,11,4,91.67,33.33,17.91,35.82
"050US01125","01125",59,50,41,84.75,69.49,13.44,26.88
"050US01127","01127",20,19,8,95,40,16.99,33.97
"050US01129","01129",5,2,1,40,20,25.89,51.78
"050US01131","01131",5,3,1,60,20,22.48,44.96
"050US01133","01133",8,4,2,50,25,26.14,52.28
"050US02013","02013",1,0,0,0,0,NA,NA
"050US02016","02016",2,0,0,0,0,NA,NA
"050US02020","02020",61,59,51,96.72,83.61,8.67,17.34
"050US02050","02050",3,0,0,0,0,NA,NA
"050US02060","02060",1,0,0,0,0,NA,NA
"050US02063","02063",2,1,1,50,50,0,0
"050US02066","02066",1,0,0,0,0,NA,NA
"050US02068","02068",1,0,0,0,0,NA,NA
"050US02070","02070",2,0,0,0,0,NA,NA
"050US02090","02090",22,18,15,81.82,68.18,13.11,26.23
"050US02100","02100",1,0,0,0,0,NA,NA
"050US02105","02105",1,0,0,0,0,NA,NA
"050US02110","02110",6,5,3,83.33,50,20.3,40.6
"050US02122","02122",14,7,4,50,28.57,30.46,60.92
"050US02130","02130",5,4,4,80,80,21.06,42.13
"050US02150","02150",5,4,3,80,60,8.78,17.56
"050US02158","02158",1,0,0,0,0,NA,NA
"050US02164","02164",1,0,0,0,0,NA,NA
"050US02170","02170",24,17,10,70.83,41.67,25.42,50.85
"050US02180","02180",2,1,1,50,50,0,0
"050US02185","02185",3,1,1,33.33,33.33,0,0
"050US02188","02188",2,0,0,0,0,NA,NA
"050US02195","02195",1,0,0,0,0,NA,NA
"050US02198","02198",4,0,0,0,0,NA,NA
"050US02220","02220",2,2,2,100,100,5.43,10.86
"050US02230","02230",1,0,0,0,0,NA,NA
"050US02240","02240",2,0,0,0,0,NA,NA
"050US02275","02275",1,1,1,100,100,0,0
"050US02282","02282",1,0,0,0,0,NA,NA
"050US02290","02290",4,0,0,0,0,NA,NA
"050US04001","04001",18,6,3,33.33,16.67,41.49,82.99
"050US04003","04003",38,28,17,73.68,44.74,19.97,39.94
"050US04005","04005",39,24,22,61.54,56.41,24.13,48.26
"050US04007","04007",16,8,5,50,31.25,31.65,63.29
"050US04009","04009",9,6,5,66.67,55.56,22.38,44.76
"050US04011","04011",3,0,0,0,0,62.15,124.3
"050US04012","04012",12,1,1,8.33,8.33,39.32,78.63
"050US04013","04013",1009,995,967,98.61,95.84,6.35,12.7
"050US04015","04015",66,57,48,86.36,72.73,13.85,27.7
"050US04017","04017",37,18,15,48.65,40.54,30.75,61.5
"050US04019","04019",270,259,241,95.93,89.26,8.79,17.57
"050US04021","04021",95,86,64,90.53,67.37,13.63,27.26
"050US04023","04023",14,12,9,85.71,64.29,16.7,33.4
"050US04025","04025",72,56,34,77.78,47.22,20.78,41.56
"050US04027","04027",67,62,50,92.54,74.63,12.35,24.7
"050US05001","05001",8,5,3,62.5,37.5,23.26,46.52
"050US05003","05003",7,6,3,85.71,42.86,19.45,38.9
"050US05005","05005",10,10,6,100,60,13.45,26.89
"050US05007","05007",57,57,40,100,70.18,11.71,23.43
"050US05009","05009",7,7,4,100,57.14,13.96,27.92
"050US05011","05011",5,4,1,80,20,21.54,43.07
"050US05013","05013",2,1,0,50,0,30,60.01
"050US05015","05015",8,7,2,87.5,25,17.44,34.89
"050US05017","05017",4,4,3,100,75,8.69,17.39
"050US05019","05019",6,5,3,83.33,50,17.05,34.11
"050US05021","05021",6,4,2,66.67,33.33,21.4,42.81
"050US05023","05023",9,6,3,66.67,33.33,21.52,43.03
"050US05025","05025",2,1,0,50,0,29.81,59.62
"050US05027","05027",7,7,4,100,57.14,12.04,24.08
"050US05029","05029",6,5,2,83.33,33.33,17.68,35.37
"050US05031","05031",22,22,17,100,77.27,9.28,18.56
"050US05033","05033",15,12,9,80,60,16.4,32.79
"050US05035","05035",20,20,14,100,70,10.81,21.62
"050US05037","05037",6,6,3,100,50,13.05,26.1
"050US05039","05039",3,1,1,33.33,33.33,25.37,50.74
"050US05041","05041",5,4,4,80,80,12.06,24.13
"050US05043","05043",5,5,4,100,80,11.81,23.62
"050US05045","05045",28,25,19,89.29,67.86,11.56,23.12
"050US05047","05047",5,5,2,100,40,13.87,27.74
"050US05049","05049",4,3,1,75,25,20.33,40.66
"050US05051","05051",30,29,22,96.67,73.33,10.04,20.09
"050US05053","05053",5,1,0,20,0,32.32,64.64
"050US05055","05055",12,12,8,100,66.67,12.38,24.75
"050US05057","05057",7,7,3,100,42.86,15.4,30.8
"050US05059","05059",9,9,3,100,33.33,16.93,33.86
"050US05061","05061",3,2,2,66.67,66.67,13.71,27.41
"050US05063","05063",10,5,2,50,20,31.99,63.97
"050US05065","05065",4,3,1,75,25,19.8,39.6
"050US05067","05067",6,6,2,100,33.33,18.18,36.37
"050US05069","05069",24,22,17,91.67,70.83,12.15,24.3
"050US05071","05071",6,6,4,100,66.67,11.27,22.55
"050US05073","05073",3,3,0,100,0,25.96,51.93
"050US05075","05075",6,5,3,83.33,50,15.13,30.26
"050US05077","05077",4,2,0,50,0,40.52,81.04
"050US05079","05079",4,3,0,75,0,27.7,55.39
"050US05081","05081",6,5,2,83.33,33.33,20.66,41.32
"050US05083","05083",6,6,5,100,83.33,6.83,13.66
"050US05085","05085",18,13,1,72.22,5.56,23.24,46.47
"050US05087","05087",4,0,0,0,0,39.64,79.28
"050US05089","05089",5,1,0,20,0,33.71,67.42
"050US05091","05091",14,13,11,92.86,78.57,8.87,17.73
"050US05093","05093",14,12,7,85.71,50,15.96,31.92
"050US05095","05095",3,1,0,33.33,0,35.89,71.78
"050US05097","05097",3,0,0,0,0,49.37,98.73
"050US05099","05099",3,3,0,100,0,25.22,50.44
"050US05101","05101",2,0,0,0,0,41.12,82.25
"050US05103","05103",8,8,4,100,50,12.39,24.78
"050US05105","05105",3,1,0,33.33,0,38.63,77.25
"050US05107","05107",7,0,0,0,0,44.15,88.29
"050US05109","05109",3,0,0,0,0,46.89,93.78
"050US05111","05111",8,4,0,50,0,28.06,56.12
"050US05113","05113",7,5,1,71.43,14.29,25.33,50.67
"050US05115","05115",17,16,13,94.12,76.47,12.67,25.35
"050US05117","05117",3,0,0,0,0,41.71,83.41
"050US05119","05119",107,107,99,100,92.52,6.91,13.83
"050US05121","05121",5,2,1,40,20,29.02,58.04
"050US05123","05123",7,7,5,100,71.43,11.14,22.28
"050US05125","05125",30,29,21,96.67,70,10.06,20.13
"050US05127","05127",3,3,2,100,66.67,8.84,17.67
"050US05129","05129",3,0,0,0,0,49.5,98.99
"050US05131","05131",31,30,24,96.77,77.42,7.99,15.98
"050US05133","05133",4,4,2,100,50,13.8,27.6
"050US05135","05135",6,0,0,0,0,45.11,90.22
"050US05137","05137",4,4,1,100,25,15.91,31.81
"050US05139","05139",12,11,7,91.67,58.33,14.13,28.26
"050US05141","05141",6,1,1,16.67,16.67,33.8,67.61
"050US05143","05143",54,53,44,98.15,81.48,8.28,16.55
"050US05145","05145",19,18,9,94.74,47.37,15.49,30.97
"050US05147","05147",2,0,0,0,0,41.29,82.58
"050US05149","05149",6,5,2,83.33,33.33,13.74,27.48
"050US06001","06001",378,377,374,99.74,98.94,4.87,9.74
"050US06003","06003",1,0,0,0,0,48.34,96.68
"050US06005","06005",10,7,3,70,30,22.37,44.75
"050US06007","06007",54,48,37,88.89,68.52,12.43,24.86
"050US06009","06009",14,4,1,28.57,7.14,33.72,67.44
"050US06011","06011",6,5,2,83.33,33.33,20.6,41.21
"050US06013","06013",241,240,223,99.59,92.53,8.41,16.82
"050US06015","06015",8,7,6,87.5,75,11.66,23.33
"050US06017","06017",55,50,33,90.91,60,15.16,30.32
"050US06019","06019",225,211,185,93.78,82.22,9.39,18.79
"050US06021","06021",8,8,2,100,25,16.35,32.69
"050US06023","06023",35,28,23,80,65.71,17.53,35.05
"050US06025","06025",40,37,31,92.5,77.5,12.13,24.27
"050US06027","06027",6,5,4,83.33,66.67,7.02,14.03
"050US06029","06029",236,209,179,88.56,75.85,12.02,24.03
"050US06031","06031",31,28,20,90.32,64.52,15.49,30.97
"050US06033","06033",21,16,9,76.19,42.86,19.6,39.2
"050US06035","06035",9,6,3,66.67,33.33,26.44,52.89
"050US06037","06037",2495,2491,2464,99.84,98.76,4.28,8.57
"050US06039","06039",34,25,3,73.53,8.82,28.29,56.57
"050US06041","06041",62,60,57,96.77,91.94,8.76,17.52
"050US06043","06043",6,3,1,50,16.67,24.14,48.28
"050US06045","06045",23,18,13,78.26,56.52,21.21,42.42
"050US06047","06047",63,63,38,100,60.32,13.08,26.15
"050US06049","06049",4,3,2,75,50,18.52,37.05
"050US06051","06051",4,2,2,50,50,23.66,47.31
"050US06053","06053",103,96,77,93.2,74.76,11.88,23.76
"050US06055","06055",40,40,35,100,87.5,7.88,15.75
"050US06057","06057",26,25,18,96.15,69.23,12.71,25.41
"050US06059","06059",613,613,610,100,99.51,4.94,9.89
"050US06061","06061",92,90,72,97.83,78.26,11.32,22.63
"050US06063","06063",7,6,3,85.71,42.86,16.58,33.15
"050US06065","06065",518,510,469,98.46,90.54,8.08,16.16
"050US06067","06067",363,362,350,99.72,96.42,6.43,12.86
"050US06069","06069",12,1,0,8.33,0,36.64,73.27
"050US06071","06071",466,455,421,97.64,90.34,7.89,15.79
"050US06073","06073",736,727,694,98.78,94.29,7.32,14.64
"050US06075","06075",242,241,241,99.59,99.59,2.63,5.25
"050US06077","06077",174,174,167,100,95.98,6.14,12.28
"050US06079","06079",69,64,41,92.75,59.42,14.93,29.86
"050US06081","06081",173,172,169,99.42,97.69,5.03,10.06
"050US06083","06083",108,106,94,98.15,87.04,8.78,17.55
"050US06085","06085",408,406,389,99.51,95.34,6.29,12.57
"050US06087","06087",69,68,61,98.55,88.41,7.42,14.84
"050US06089","06089",50,44,39,88,78,13.44,26.88
"050US06091","06091",1,0,0,0,0,45.28,90.56
"050US06093","06093",16,8,5,50,31.25,30.4,60.81
"050US06095","06095",100,99,96,99,96,6.61,13.22
"050US06097","06097",121,117,103,96.69,85.12,9.62,19.23
"050US06099","06099",112,108,99,96.43,88.39,8.53,17.06
"050US06101","06101",21,21,17,100,80.95,8.33,16.66
"050US06103","06103",14,11,5,78.57,35.71,23.21,46.42
"050US06105","06105",4,1,1,25,25,29.83,59.66
"050US06107","06107",103,100,85,97.09,82.52,9.38,18.76
"050US06109","06109",18,13,7,72.22,38.89,21.23,42.46
"050US06111","06111",189,186,177,98.41,93.65,8.36,16.73
"050US06113","06113",53,52,48,98.11,90.57,7.83,15.66
"050US06115","06115",19,17,13,89.47,68.42,15.62,31.24
"050US08001","08001",107,106,103,99.07,96.26,6.68,13.36
"050US08003","08003",5,5,4,100,80,9.93,19.86
"050US08005","08005",161,160,156,99.38,96.89,6.63,13.25
"050US08007","08007",5,2,1,40,20,25.04,50.08
"050US08009","08009",2,2,2,100,100,6.08,12.15
"050US08011","08011",2,1,0,50,0,34.76,69.53
"050US08013","08013",78,76,72,97.44,92.31,6.75,13.49
"050US08014","08014",24,24,24,100,100,4.3,8.61
"050US08015","08015",6,3,2,50,33.33,22.41,44.82
"050US08017","08017",1,1,1,100,100,0,0
"050US08019","08019",4,2,0,50,0,32.14,64.28
"050US08021","08021",2,1,1,50,50,23.98,47.97
"050US08023","08023",2,0,0,0,0,54.13,108.26
"050US08025","08025",2,1,0,50,0,46.87,93.73
"050US08027","08027",2,0,0,0,0,55.48,110.97
"050US08029","08029",9,4,1,44.44,11.11,32.35,64.71
"050US08031","08031",178,178,177,100,99.44,4.37,8.74
"050US08033","08033",1,0,0,0,0,72.41,144.82
"050US08035","08035",72,72,60,100,83.33,8.37,16.74
"050US08037","08037",16,9,4,56.25,25,25.94,51.87
"050US08039","08039",7,3,0,42.86,0,35.85,71.7
"050US08041","08041",167,165,154,98.8,92.22,7.79,15.57
"050US08043","08043",15,12,8,80,53.33,18.66,37.31
"050US08045","08045",12,9,4,75,33.33,22.12,44.24
"050US08047","08047",2,0,0,0,0,43.22,86.43
"050US08049","08049",6,1,1,16.67,16.67,38.64,77.28
"050US08051","08051",6,3,2,50,33.33,32.19,64.39
"050US08053","08053",1,0,0,0,0,84.57,169.14
"050US08055","08055",3,1,1,33.33,33.33,18.16,36.31
"050US08057","08057",1,0,0,0,0,55.89,111.78
"050US08059","08059",146,143,132,97.95,90.41,8.45,16.89
"050US08061","08061",1,1,1,100,100,0,0
"050US08063","08063",2,2,1,100,50,13.66,27.32
"050US08065","08065",3,3,3,100,100,3.38,6.75
"050US08067","08067",12,6,5,50,41.67,23.07,46.14
"050US08069","08069",86,81,76,94.19,88.37,9.41,18.83
"050US08071","08071",6,3,1,50,16.67,31.03,62.06
"050US08073","08073",2,1,1,50,50,24.71,49.42
"050US08075","08075",7,7,4,100,57.14,12.86,25.71
"050US08077","08077",33,31,31,93.94,93.94,6.84,13.69
"050US08079","08079",1,0,0,0,0,71.01,142.02
"050US08081","08081",4,3,3,75,75,12.75,25.5
"050US08083","08083",8,6,4,75,50,16.27,32.55
"050US08085","08085",12,9,7,75,58.33,17.6,35.21
"050US08087","08087",8,8,7,100,87.5,9,18
"050US08089","08089",7,7,3,100,42.86,13.46,26.93
"050US08091","08091",2,0,0,0,0,31.33,62.65
"050US08093","08093",6,0,0,0,0,53.52,107.03
"050US08095","08095",2,2,2,100,100,0,0
"050US08097","08097",6,3,2,50,33.33,35.48,70.95
"050US08099","08099",5,4,1,80,20,23.52,47.04
"050US08101","08101",58,56,50,96.55,86.21,7.73,15.46
"050US08103","08103",2,2,2,100,100,0,0
"050US08105","08105",4,4,1,100,25,13.59,27.18
"050US08107","08107",10,7,6,70,60,18.99,37.99
"050US08109","08109",2,1,0,50,0,40.12,80.24
"050US08111","08111",1,0,0,0,0,59.57,119.14
"050US08113","08113",4,0,0,0,0,79.4,158.81
"050US08115","08115",1,1,1,100,100,0,0
"050US08117","08117",12,10,2,83.33,16.67,21.99,43.98
"050US08119","08119",8,6,1,75,12.5,23.38,46.77
"050US08121","08121",2,1,0,50,0,34.39,68.78
"050US08123","08123",83,82,76,98.8,91.57,9.05,18.1
"050US08125","08125",2,2,2,100,100,0,0
"050US09001","09001",226,0,0,0,0,NA,NA
"050US09003","09003",235,0,0,0,0,NA,NA
"050US09005","09005",52,0,0,0,0,NA,NA
"050US09007","09007",40,0,0,0,0,NA,NA
"050US09009","09009",198,0,0,0,0,NA,NA
"050US09011","09011",66,0,0,0,0,NA,NA
"050US09013","09013",32,0,0,0,0,NA,NA
"050US09015","09015",30,0,0,0,0,NA,NA
"050US10001","10001",41,41,29,100,70.73,11.04,22.08
"050US10003","10003",144,144,133,100,92.36,7.03,14.06
"050US10005","10005",74,73,43,98.65,58.11,14.22,28.43
"050US11001","11001",206,206,206,100,100,3.66,7.33
"050US12001","12001",58,57,43,98.28,74.14,10.15,20.31
"050US12003","12003",4,4,2,100,50,13.01,26.02
"050US12005","12005",49,47,31,95.92,63.27,12.82,25.63
"050US12007","12007",6,6,1,100,16.67,20.23,40.46
"050US12009","12009",147,144,127,97.96,86.39,9.11,18.23
"050US12011","12011",416,412,411,99.04,98.8,4.69,9.37
"050US12013","12013",4,4,3,100,75,12.3,24.6
"050US12015","12015",46,46,39,100,84.78,9.03,18.06
"050US12017","12017",41,41,20,100,48.78,14.58,29.15
"050US12019","12019",45,40,24,88.89,53.33,15.88,31.76
"050US12021","12021",108,99,78,91.67,72.22,12.49,24.99
"050US12023","12023",13,11,9,84.62,69.23,13.86,27.71
"050US12027","12027",9,9,4,100,44.44,13.42,26.85
"050US12029","12029",5,0,0,0,0,62.86,125.72
"050US12031","12031",218,218,199,100,91.28,8.59,17.18
"050US12033","12033",78,76,63,97.44,80.77,10.87,21.73
"050US12035","12035",23,23,22,100,95.65,9.11,18.22
"050US12037","12037",5,3,2,60,40,22.71,45.42
"050US12039","12039",10,10,1,100,10,20.79,41.58
"050US12041","12041",5,1,0,20,0,34.56,69.13
"050US12043","12043",5,1,0,20,0,37.73,75.46
"050US12045","12045",5,2,1,40,20,24.88,49.75
"050US12047","12047",6,3,0,50,0,31.55,63.1
"050US12049","12049",8,8,5,100,62.5,12.14,24.27
"050US12051","12051",10,7,4,70,40,21.2,42.4
"050US12053","12053",46,46,37,100,80.43,10.91,21.82
"050US12055","12055",35,33,21,94.29,60,15.12,30.24
"050US12057","12057",333,332,315,99.7,94.59,7.98,15.96
"050US12059","12059",7,7,3,100,42.86,16.07,32.14
"050US12061","12061",44,44,40,100,90.91,9.29,18.57
"050US12063","12063",13,13,5,100,38.46,16.89,33.77
"050US12065","12065",5,4,0,80,0,26.3,52.59
"050US12067","12067",3,0,0,0,0,38.85,77.71
"050US12069","12069",75,71,53,94.67,70.67,11.71,23.41
"050US12071","12071",222,218,176,98.2,79.28,10.58,21.16
"050US12073","12073",79,78,70,98.73,88.61,10.4,20.81
"050US12075","12075",12,5,0,41.67,0,34.58,69.16
"050US12077","12077",4,3,2,75,50,25.8,51.61
"050US12079","12079",5,5,3,100,60,11.29,22.58
"050US12081","12081",93,92,82,98.92,88.17,7.7,15.39
"050US12083","12083",93,87,53,93.55,56.99,15.18,30.37
"050US12085","12085",42,39,35,92.86,83.33,10.54,21.09
"050US12086","12086",706,704,701,99.72,99.29,5.49,10.98
"050US12087","12087",28,26,25,92.86,89.29,5.16,10.32
"050US12089","12089",23,19,10,82.61,43.48,18.12,36.23
"050US12091","12091",48,48,32,100,66.67,11.15,22.3
"050US12093","12093",12,11,9,91.67,75,12.87,25.74
"050US12095","12095",267,267,246,100,92.13,8.42,16.83
"050US12097","12097",59,57,50,96.61,84.75,10,20
"050US12099","12099",372,365,352,98.12,94.62,7,14
"050US12101","12101",130,130,118,100,90.77,7.7,15.4
"050US12103","12103",273,273,273,100,100,5.27,10.54
"050US12105","12105",174,173,131,99.43,75.29,11.15,22.29
"050US12107","12107",17,12,7,70.59,41.18,20.03,40.07
"050US12109","12109",50,50,35,100,70,12.15,24.3
"050US12111","12111",67,67,59,100,88.06,10.08,20.16
"050US12113","12113",36,36,20,100,55.56,14.19,28.39
"050US12115","12115",122,122,115,100,94.26,7.98,15.97
"050US12117","12117",89,88,81,98.88,91.01,9.9,19.81
"050US12119","12119",28,26,16,92.86,57.14,16.02,32.04
"050US12121","12121",11,5,0,45.45,0,30.12,60.25
"050US12123","12123",7,7,3,100,42.86,17.23,34.47
"050US12125","12125",4,4,2,100,50,11.38,22.75
"050US12127","12127",129,128,115,99.22,89.15,8.95,17.9
"050US12129","12129",8,2,0,25,0,37.81,75.61
"050US12131","12131",20,9,4,45,20,25.93,51.86
"050US12133","12133",7,5,3,71.43,42.86,19.19,38.38
"050US13001","13001",7,7,5,100,71.43,11.52,23.04
"050US13003","13003",3,3,0,100,0,26.92,53.84
"050US13005","13005",3,3,1,100,33.33,16.03,32.07
"050US13007","13007",2,2,0,100,0,24.66,49.33
"050US13009","13009",14,14,13,100,92.86,8.52,17.03
"050US13011","13011",4,4,1,100,25,21.24,42.48
"050US13013","13013",18,18,17,100,94.44,9.58,19.16
"050US13015","13015",28,28,18,100,64.29,12.04,24.09
"050US13017","13017",6,6,5,100,83.33,7.85,15.71
"050US13019","13019",6,6,2,100,33.33,15.03,30.05
"050US13021","13021",48,48,45,100,93.75,6.78,13.55
"050US13023","13023",4,4,3,100,75,11.04,22.07
"050US13025","13025",5,1,0,20,0,34.62,69.25
"050US13027","13027",6,6,5,100,83.33,10.37,20.74
"050US13029","13029",9,7,0,77.78,0,25.71,51.42
"050US13031","13031",20,20,15,100,75,11.08,22.16
"050US13033","13033",7,7,2,100,28.57,19.11,38.21
"050US13035","13035",5,5,5,100,100,7.07,14.14
"050US13037","13037",2,0,0,0,0,37.37,74.74
"050US13039","13039",16,13,9,81.25,56.25,15.18,30.35
"050US13043","13043",3,3,1,100,33.33,11.94,23.89
"050US13045","13045",28,28,24,100,85.71,9.97,19.93
"050US13047","13047",15,15,12,100,80,10.89,21.79
"050US13049","13049",3,0,0,0,0,34.23,68.45
"050US13051","13051",87,86,69,98.85,79.31,8.64,17.29
"050US13053","13053",5,5,2,100,40,12.99,25.98
"050US13055","13055",9,4,0,44.44,0,30.24,60.49
"050US13057","13057",56,56,26,100,46.43,14.93,29.87
"050US13059","13059",34,34,33,100,97.06,6.34,12.68
"050US13061","13061",1,0,0,0,0,44.95,89.9
"050US13063","13063",70,70,65,100,92.86,8.26,16.52
"050US13065","13065",2,2,1,100,50,14.04,28.07
"050US13067","13067",186,186,165,100,88.71,10.5,21
"050US13069","13069",12,12,5,100,41.67,15.24,30.49
"050US13071","13071",15,15,10,100,66.67,12.51,25.01
"050US13073","13073",25,25,17,100,68,12.25,24.5
"050US13075","13075",5,5,4,100,80,11.03,22.06
"050US13077","13077",27,24,22,88.89,81.48,11.89,23.78
"050US13079","13079",3,1,0,33.33,0,31.94,63.87
"050US13081","13081",6,6,3,100,50,12.82,25.64
"050US13083","13083",5,2,0,40,0,28.94,57.87
"050US13085","13085",7,7,1,100,14.29,18.24,36.47
"050US13087","13087",8,8,5,100,62.5,11.23,22.46
"050US13089","13089",203,203,202,100,99.51,6.13,12.27
"050US13091","13091",7,7,6,100,85.71,10.44,20.88
"050US13093","13093",3,3,1,100,33.33,16.24,32.48
"050US13095","13095",29,29,25,100,86.21,11.26,22.52
"050US13097","13097",31,31,28,100,90.32,9.9,19.79
"050US13099","13099",5,5,2,100,40,13.87,27.74
"050US13101","13101",2,1,0,50,0,33.9,67.8
"050US13103","13103",16,16,8,100,50,13.87,27.74
"050US13105","13105",6,6,3,100,50,11.35,22.7
"050US13107","13107",9,9,2,100,22.22,16.11,32.21
"050US13109","13109",3,3,1,100,33.33,13.01,26.01
"050US13111","13111",5,1,0,20,0,37.34,74.68
"050US13113","13113",24,24,18,100,75,13.25,26.49
"050US13115","13115",26,26,21,100,80.77,9.23,18.46
"050US13117","13117",48,48,37,100,77.08,11.43,22.86
"050US13119","13119",8,8,4,100,50,14.52,29.03
"050US13121","13121",327,326,314,99.69,96.02,6.96,13.93
"050US13123","13123",8,6,0,75,0,26.31,52.62
"050US13125","13125",1,0,0,0,0,31.94,63.88
"050US13127","13127",25,25,22,100,88,8.5,16.99
"050US13129","13129",15,15,12,100,80,10.83,21.65
"050US13131","13131",8,8,4,100,50,13.03,26.05
"050US13133","13133",8,8,6,100,75,12.44,24.89
"050US13135","13135",220,220,194,100,88.18,9.76,19.52
"050US13137","13137",11,11,10,100,90.91,10.27,20.55
"050US13139","13139",50,50,36,100,72,11.61,23.21
"050US13141","13141",2,1,0,50,0,28.39,56.78
"050US13143","13143",8,8,6,100,75,11.2,22.4
"050US13145","13145",7,7,1,100,14.29,20.14,40.28
"050US13147","13147",10,10,1,100,10,21.22,42.44
"050US13149","13149",3,2,0,66.67,0,27.29,54.59
"050US13151","13151",59,59,41,100,69.49,12.33,24.65
"050US13153","13153",38,38,35,100,92.11,7.84,15.69
"050US13155","13155",3,3,2,100,66.67,15.15,30.29
"050US13157","13157",17,17,6,100,35.29,17.13,34.26
"050US13159","13159",5,5,4,100,80,10.49,20.98
"050US13161","13161",5,5,1,100,20,15.82,31.63
"050US13163","13163",4,4,1,100,25,14.32,28.65
"050US13165","13165",2,2,2,100,100,6.79,13.58
"050US13167","13167",4,3,0,75,0,29.52,59.03
"050US13169","13169",9,9,6,100,66.67,14.97,29.94
"050US13171","13171",4,4,2,100,50,14.98,29.96
"050US13173","13173",3,3,2,100,66.67,9.59,19.19
"050US13175","13175",14,11,9,78.57,64.29,17.5,34.99
"050US13177","13177",8,8,4,100,50,15.03,30.05
"050US13179","13179",17,16,11,94.12,64.71,11.84,23.68
"050US13181","13181",2,1,0,50,0,30.7,61.39
"050US13183","13183",5,5,0,100,0,25.05,50.1
"050US13185","13185",29,29,22,100,75.86,8.71,17.41
"050US13187","13187",8,7,4,87.5,50,15.27,30.54
"050US13189","13189",6,6,3,100,50,13.24,26.47
"050US13191","13191",7,2,0,28.57,0,34.23,68.46
"050US13193","13193",4,3,1,75,25,16.75,33.5
"050US13195","13195",7,7,0,100,0,21.2,42.41
"050US13197","13197",2,0,0,0,0,35.54,71.08
"050US13199","13199",7,7,3,100,42.86,17.25,34.51
