"HEROP_ID","GEOID","TotTracts","NaltCtTmDr","NaltCtTmDr2","NaltTmDrP","NaltTmDrP2","NaltAvTmDr","NaltAvTmDr2"
"050US13185","13185",29,29,25,100,86.21,7.16,14.32
"050US13187","13187",8,4,0,50,0,30.79,61.57
"050US13189","13189",6,2,0,33.33,0,31.49,62.98
"050US13191","13191",7,4,0,57.14,0,30.74,61.48
"050US13193","13193",4,0,0,0,0,74.85,149.7
"050US13195","13195",7,6,3,85.71,42.86,19.38,38.76
"050US13197","13197",2,0,0,0,0,49.87,99.73
"050US13199","13199",7,2,0,28.57,0,38.94,77.88
"050US13201","13201",3,0,0,0,0,32.16,64.31
"050US13205","13205",7,5,2,71.43,28.57,20.3,40.59
"050US13207","13207",5,5,0,100,0,24.14,48.28
"050US13209","13209",3,0,0,0,0,53.39,106.79
"050US13211","13211",6,4,0,66.67,0,25.97,51.94
"050US13213","13213",10,1,0,10,0,40.64,81.28
"050US13215","13215",59,58,35,98.31,59.32,14.29,28.58
"050US13217","13217",22,22,0,100,0,22.76,45.53
"050US13219","13219",11,11,10,100,90.91,9.69,19.38
"050US13221","13221",6,5,1,83.33,16.67,22.77,45.54
"050US13223","13223",33,33,30,100,90.91,10.03,20.06
"050US13225","13225",8,4,0,50,0,49.39,98.78
"050US13227","13227",9,1,0,11.11,0,35.22,70.44
"050US13229","13229",6,6,2,100,33.33,18.57,37.14
"050US13231","13231",5,2,2,40,40,40.97,81.95
"050US13233","13233",8,3,0,37.5,0,33.8,67.61
"050US13235","13235",4,0,0,0,0,73.3,146.6
"050US13237","13237",8,2,0,25,0,34.43,68.86
"050US13239","13239",1,1,0,100,0,21.37,42.74
"050US13241","13241",8,2,0,25,0,36.38,72.76
"050US13243","13243",2,0,0,0,0,49.97,99.94
"050US13245","13245",56,55,51,98.21,91.07,7.3,14.6
"050US13247","13247",24,24,2,100,8.33,18.12,36.24
"050US13249","13249",2,0,0,0,0,58.07,116.14
"050US13251","13251",6,2,0,33.33,0,32.06,64.12
"050US13253","13253",3,2,0,66.67,0,28.04,56.09
"050US13255","13255",17,17,17,100,100,8.31,16.62
"050US13257","13257",8,0,0,0,0,36.41,72.82
"050US13259","13259",2,0,0,0,0,43.12,86.23
"050US13261","13261",8,0,0,0,0,43.59,87.17
"050US13263","13263",3,0,0,0,0,48.61,97.22
"050US13265","13265",1,0,0,0,0,52.96,105.92
"050US13267","13267",7,0,0,0,0,45.61,91.22
"050US13269","13269",4,0,0,0,0,62.95,125.9
"050US13271","13271",5,0,0,0,0,55.74,111.48
"050US13273","13273",4,2,0,50,0,30.21,60.42
"050US13275","13275",14,14,6,100,42.86,17.75,35.51
"050US13277","13277",12,1,0,8.33,0,36.46,72.92
"050US13279","13279",9,0,0,0,0,47.55,95.1
"050US13281","13281",4,3,1,75,25,23.87,47.75
"050US13283","13283",2,0,0,0,0,35.24,70.48
"050US13285","13285",18,18,11,100,61.11,13.38,26.76
"050US13287","13287",3,0,0,0,0,44.64,89.28
"050US13289","13289",3,2,0,66.67,0,28.05,56.11
"050US13291","13291",8,7,2,87.5,25,19.12,38.24
"050US13293","13293",8,0,0,0,0,62.43,124.86
"050US13295","13295",18,11,4,61.11,22.22,24.72,49.44
"050US13297","13297",20,20,10,100,50,14.03,28.07
"050US13299","13299",10,9,6,90,60,11.89,23.78
"050US13301","13301",2,0,0,0,0,45.8,91.6
"050US13303","13303",5,0,0,0,0,62.03,124.05
"050US13305","13305",7,1,0,14.29,0,36.08,72.16
"050US13307","13307",2,0,0,0,0,52.42,104.84
"050US13309","13309",2,0,0,0,0,66.12,132.23
"050US13311","13311",9,9,4,100,44.44,13.71,27.42
"050US13313","13313",22,18,0,81.82,0,27.57,55.14
"050US13315","13315",4,0,0,0,0,63.35,126.7
"050US13317","13317",4,1,0,25,0,36.78,73.56
"050US13319","13319",3,1,0,33.33,0,31.09,62.18
"050US13321","13321",6,4,0,66.67,0,28.05,56.1
"050US15001","15001",43,11,8,25.58,18.6,38.32,76.63
"050US15003","15003",329,311,272,94.53,82.67,9.16,18.31
"050US15005","15005",1,0,0,0,0,NA,NA
"050US15007","15007",18,0,0,0,0,NA,NA
"050US15009","15009",45,0,0,0,0,NA,NA
"050US16001","16001",129,129,127,100,98.45,5.31,10.63
"050US16003","16003",2,0,0,0,0,44.05,88.1
"050US16005","16005",24,23,22,95.83,91.67,6.26,12.52
"050US16007","16007",2,0,0,0,0,57.7,115.41
"050US16009","16009",2,2,2,100,100,0,0
"050US16011","16011",10,7,1,70,10,29.59,59.17
"050US16013","16013",8,0,0,0,0,83.86,167.72
"050US16015","16015",3,0,0,0,0,46.41,92.81
"050US16017","16017",16,13,8,81.25,50,19.9,39.79
"050US16019","16019",24,23,22,95.83,91.67,7.27,14.53
"050US16021","16021",2,0,0,0,0,58.38,116.75
"050US16023","16023",1,0,0,0,0,82.7,165.4
"050US16025","16025",1,0,0,0,0,NA,NA
"050US16027","16027",54,54,52,100,96.3,5.02,10.03
"050US16029","16029",2,0,0,0,0,52.72,105.43
"050US16031","16031",6,0,0,0,0,48.73,97.46
"050US16033","16033",1,0,0,0,0,60.12,120.24
"050US16035","16035",3,0,0,0,0,67.68,135.37
"050US16037","16037",1,1,1,100,100,0,0
"050US16039","16039",7,0,0,0,0,45.56,91.11
"050US16041","16041",2,0,0,0,0,39.14,78.28
"050US16043","16043",4,0,0,0,0,48.39,96.78
"050US16045","16045",4,3,1,75,25,30.82,61.64
"050US16047","16047",4,3,0,75,0,31.87,63.73
"050US16049","16049",6,0,0,0,0,82.08,164.17
"050US16051","16051",6,5,1,83.33,16.67,20.17,40.33
"050US16053","16053",6,5,5,83.33,83.33,13.96,27.91
"050US16055","16055",39,36,27,92.31,69.23,12.63,25.26
"050US16057","16057",9,2,0,22.22,0,39.82,79.65
"050US16059","16059",3,0,0,0,0,NA,NA
"050US16061","16061",3,0,0,0,0,65.21,130.42
"050US16063","16063",1,0,0,0,0,45.86,91.72
"050US16065","16065",11,8,0,72.73,0,28.75,57.49
"050US16067","16067",5,0,0,0,0,52.61,105.21
"050US16069","16069",10,8,4,80,40,22.75,45.5
"050US16071","16071",1,0,0,0,0,68.22,136.44
"050US16073","16073",3,2,0,66.67,0,22.5,44.99
"050US16075","16075",5,4,2,80,40,20.13,40.25
"050US16077","16077",2,0,0,0,0,56.49,112.98
"050US16079","16079",3,0,0,0,0,52.78,105.56
"050US16081","16081",7,0,0,0,0,48.93,97.85
"050US16083","16083",17,14,3,82.35,17.65,21.27,42.54
"050US16085","16085",4,2,2,50,50,31.28,62.56
"050US16087","16087",3,0,0,0,0,47.31,94.61
"050US17001","17001",19,19,14,100,73.68,8.67,17.33
"050US17003","17003",4,3,1,75,25,21.5,43.01
"050US17005","17005",4,4,3,100,75,10.32,20.64
"050US17007","17007",10,10,9,100,90,6.65,13.29
"050US17009","17009",2,2,2,100,100,0.85,1.7
"050US17011","17011",10,9,5,90,50,16.65,33.3
"050US17013","17013",2,0,0,0,0,57.2,114.41
"050US17015","17015",6,5,2,83.33,33.33,21.59,43.17
"050US17017","17017",5,2,0,40,0,35.56,71.12
"050US17019","17019",48,47,39,97.92,81.25,8.89,17.79
"050US17021","17021",10,1,0,10,0,39.34,78.69
"050US17023","17023",4,2,0,50,0,30.33,60.66
"050US17025","17025",4,4,3,100,75,8.73,17.45
"050US17027","17027",9,4,0,44.44,0,31.61,63.22
"050US17029","17029",13,13,8,100,61.54,11.29,22.58
"050US17031","17031",1331,1331,1331,100,100,3.34,6.67
"050US17033","17033",6,2,0,33.33,0,33.33,66.66
"050US17035","17035",3,0,0,0,0,32.54,65.08
"050US17037","17037",23,23,18,100,78.26,10.23,20.45
"050US17039","17039",5,4,3,80,60,15.71,31.41
"050US17041","17041",5,2,0,40,0,33.73,67.45
"050US17043","17043",219,219,219,100,100,5.39,10.78
"050US17045","17045",5,3,0,60,0,31.4,62.8
"050US17047","17047",3,0,0,0,0,49.28,98.55
"050US17049","17049",8,0,0,0,0,39.66,79.31
"050US17051","17051",7,3,0,42.86,0,31.59,63.17
"050US17053","17053",5,0,0,0,0,45.87,91.74
"050US17055","17055",12,12,11,100,91.67,7.52,15.03
"050US17057","17057",12,1,0,8.33,0,41.76,83.53
"050US17059","17059",2,1,0,50,0,26.95,53.91
"050US17061","17061",5,0,0,0,0,45.48,90.96
"050US17063","17063",10,8,0,80,0,24.73,49.46
"050US17065","17065",3,0,0,0,0,38.53,77.05
"050US17067","17067",7,7,4,100,57.14,11.89,23.77
"050US17069","17069",2,0,0,0,0,51.86,103.72
"050US17071","17071",3,3,2,100,66.67,5.05,10.1
"050US17073","17073",14,13,7,92.86,50,15.06,30.13
"050US17075","17075",9,7,2,77.78,22.22,22.42,44.84
"050US17077","17077",17,17,14,100,82.35,9.64,19.28
"050US17079","17079",3,3,3,100,100,7.41,14.82
"050US17081","17081",11,11,7,100,63.64,11.69,23.38
"050US17083","17083",6,0,0,0,0,48.26,96.52
"050US17085","17085",7,5,1,71.43,14.29,24.63,49.25
"050US17087","17087",4,4,3,100,75,8.21,16.42
"050US17089","17089",104,104,100,100,96.15,5.32,10.65
"050US17091","17091",30,30,24,100,80,8.6,17.2
"050US17093","17093",21,21,20,100,95.24,9.39,18.79
"050US17095","17095",16,16,12,100,75,10.48,20.97
"050US17097","17097",159,159,149,100,93.71,8.03,16.05
"050US17099","17099",28,27,15,96.43,53.57,14.47,28.94
"050US17101","17101",5,5,4,100,80,8.71,17.42
"050US17103","17103",9,9,6,100,66.67,11.25,22.49
"050US17105","17105",10,8,4,80,40,17.65,35.3
"050US17107","17107",8,3,0,37.5,0,29.83,59.66
"050US17109","17109",11,3,0,27.27,0,33.21,66.42
"050US17111","17111",64,64,54,100,84.38,10.64,21.28
"050US17113","17113",47,44,38,93.62,80.85,8.53,17.06
"050US17115","17115",37,37,33,100,89.19,7.08,14.16
"050US17117","17117",13,12,7,92.31,53.85,15.24,30.49
"050US17119","17119",63,60,52,95.24,82.54,10.4,20.79
"050US17121","17121",12,5,0,41.67,0,31.4,62.8
"050US17123","17123",5,0,0,0,0,34.25,68.49
"050US17125","17125",6,0,0,0,0,48.76,97.53
"050US17127","17127",4,4,3,100,75,8.95,17.91
"050US17129","17129",3,0,0,0,0,32.86,65.73
"050US17131","17131",4,4,0,100,0,24.66,49.32
"050US17133","17133",7,6,1,85.71,14.29,21.29,42.57
"050US17135","17135",8,7,4,87.5,50,15.84,31.69
"050US17137","17137",10,2,0,20,0,31.89,63.78
"050US17139","17139",4,2,0,50,0,30.26,60.52
"050US17141","17141",13,12,7,92.31,53.85,14.08,28.17
"050US17143","17143",49,48,41,97.96,83.67,6.8,13.61
"050US17145","17145",6,4,2,66.67,33.33,20.26,40.53
"050US17147","17147",4,2,0,50,0,30.59,61.17
"050US17149","17149",5,5,1,100,20,16.51,33.01
"050US17151","17151",2,1,0,50,0,30.36,60.72
"050US17153","17153",2,2,0,100,0,24.66,49.33
"050US17155","17155",2,2,0,100,0,22.75,45.51
"050US17157","17157",10,10,8,100,80,8.45,16.89
"050US17159","17159",5,4,0,80,0,24.95,49.89
"050US17161","17161",43,43,38,100,88.37,8.04,16.08
"050US17163","17163",68,68,55,100,80.88,9.67,19.34
"050US17165","17165",9,5,0,55.56,0,31.04,62.09
"050US17167","17167",54,54,48,100,88.89,6.67,13.35
"050US17169","17169",3,1,0,33.33,0,29.91,59.81
"050US17171","17171",2,1,0,50,0,30.2,60.39
"050US17173","17173",6,0,0,0,0,45.91,91.82
"050US17175","17175",2,2,1,100,50,17.52,35.04
"050US17177","17177",13,13,8,100,61.54,10.68,21.35
"050US17179","17179",30,29,21,96.67,70,12.63,25.26
"050US17181","17181",5,5,3,100,60,8.84,17.68
"050US17183","17183",24,15,11,62.5,45.83,22.4,44.8
"050US17185","17185",4,0,0,0,0,36,72
"050US17187","17187",5,5,4,100,80,6.87,13.73
"050US17189","17189",4,3,1,75,25,18.23,36.47
"050US17191","17191",5,1,0,20,0,38.27,76.53
"050US17193","17193",5,0,0,0,0,53.97,107.95
"050US17195","17195",19,15,12,78.95,63.16,14.37,28.75
"050US17197","17197",172,172,162,100,94.19,7.62,15.25
"050US17199","17199",18,18,16,100,88.89,7.3,14.61
"050US17201","17201",80,80,74,100,92.5,5.4,10.8
"050US17203","17203",9,8,3,88.89,33.33,21.4,42.81
"050US18001","18001",7,7,4,100,57.14,10.55,21.1
"050US18003","18003",96,96,88,100,91.67,6.44,12.87
"050US18005","18005",16,16,13,100,81.25,8.72,17.45
"050US18007","18007",3,3,1,100,33.33,15.31,30.61
"050US18009","18009",4,4,4,100,100,7.18,14.35
"050US18011","18011",11,11,10,100,90.91,8.98,17.95
"050US18013","18013",5,2,0,40,0,31.39,62.77
"050US18015","18015",7,7,3,100,42.86,14.95,29.89
"050US18017","18017",11,11,8,100,72.73,9.21,18.42
"050US18019","18019",27,27,24,100,88.89,5.24,10.48
"050US18021","18021",6,5,0,83.33,0,21.46,42.91
"050US18023","18023",8,7,0,87.5,0,25.22,50.44
"050US18025","18025",3,3,1,100,33.33,15.32,30.64
"050US18027","18027",8,8,5,100,62.5,10.83,21.66
"050US18029","18029",13,13,12,100,92.31,6.76,13.52
"050US18031","18031",6,6,0,100,0,24.81,49.62
"050US18033","18033",9,9,7,100,77.78,8.4,16.8
"050US18035","18035",34,34,30,100,88.24,6.41,12.83
"050US18037","18037",9,9,6,100,66.67,10.6,21.21
"050US18039","18039",45,45,41,100,91.11,8.08,16.16
"050US18041","18041",7,6,5,85.71,71.43,10.53,21.07
"050US18043","18043",20,20,17,100,85,7.01,14.02
"050US18045","18045",5,4,2,80,40,18.34,36.68
"050US18047","18047",5,5,3,100,60,11.13,22.27
"050US18049","18049",6,6,4,100,66.67,12.19,24.37
"050US18051","18051",8,5,0,62.5,0,29.46,58.91
"050US18053","18053",16,16,15,100,93.75,6.75,13.51
"050US18055","18055",9,2,0,22.22,0,35.28,70.56
"050US18057","18057",57,57,53,100,92.98,7.57,15.15
"050US18059","18059",15,15,14,100,93.33,8.65,17.29
"050US18061","18061",9,9,4,100,44.44,14.65,29.3
"050US18063","18063",31,31,27,100,87.1,8.14,16.29
"050US18065","18065",13,8,1,61.54,7.69,29.1,58.2
"050US18067","18067",21,21,21,100,100,4.37,8.74
"050US18069","18069",9,9,8,100,88.89,8.2,16.39
"050US18071","18071",11,11,9,100,81.82,7.86,15.71
"050US18073","18073",8,6,2,75,25,22.51,45.03
"050US18075","18075",7,7,4,100,57.14,11.59,23.18
"050US18077","18077",7,7,6,100,85.71,10.33,20.66
"050US18079","18079",6,5,1,83.33,16.67,24.04,48.08
"050US18081","18081",28,28,27,100,96.43,7.56,15.13
"050US18083","18083",11,10,7,90.91,63.64,10.8,21.61
"050US18085","18085",21,21,11,100,52.38,13.55,27.11
"050US18087","18087",9,9,1,100,11.11,17.66,35.33
"050US18089","18089",131,131,122,100,93.13,9.69,19.38
"050US18091","18091",30,30,20,100,66.67,12.92,25.84
"050US18093","18093",13,13,10,100,76.92,10.89,21.77
"050US18095","18095",39,39,33,100,84.62,6.65,13.3
"050US18097","18097",253,253,253,100,100,4.05,8.1
"050US18099","18099",12,12,8,100,66.67,11.74,23.47
"050US18101","18101",3,3,1,100,33.33,17.25,34.5
"050US18103","18103",10,10,8,100,80,8.88,17.76
"050US18105","18105",33,33,30,100,90.91,7.28,14.55
"050US18107","18107",9,6,3,66.67,33.33,18.36,36.72
"050US18109","18109",17,17,10,100,58.82,13.49,26.98
"050US18111","18111",4,4,0,100,0,23.45,46.91
"050US18113","18113",10,10,7,100,70,10.36,20.72
"050US18115","18115",2,2,1,100,50,15.37,30.73
"050US18117","18117",6,6,2,100,33.33,17.06,34.13
"050US18119","18119",6,2,0,33.33,0,31.53,63.06
"050US18121","18121",5,3,1,60,20,25,50
"050US18123","18123",5,5,3,100,60,12.64,25.28
"050US18125","18125",4,3,0,75,0,28.19,56.38
"050US18127","18127",42,42,37,100,88.1,7.73,15.47
"050US18129","18129",7,5,0,71.43,0,25.72,51.44
"050US18131","18131",4,4,2,100,50,12.69,25.38
"050US18133","18133",9,9,4,100,44.44,12.96,25.92
"050US18135","18135",8,6,0,75,0,27.6,55.19
"050US18137","18137",7,6,3,85.71,42.86,17.97,35.94
"050US18139","18139",5,5,0,100,0,24.55,49.11
"050US18141","18141",82,82,78,100,95.12,5.74,11.48
"050US18143","18143",5,5,5,100,100,5.76,11.52
"050US18145","18145",10,10,7,100,70,7.54,15.07
"050US18147","18147",6,6,2,100,33.33,17.8,35.59
"050US18149","18149",7,7,5,100,71.43,12.44,24.87
"050US18151","18151",9,9,4,100,44.44,14.63,29.26
"050US18153","18153",8,5,0,62.5,0,27.49,54.98
"050US18155","18155",3,3,1,100,33.33,13.88,27.75
"050US18157","18157",43,43,41,100,95.35,6.42,12.84
"050US18159","18159",5,5,5,100,100,6.79,13.58
"050US18161","18161",2,2,0,100,0,20.3,40.61
"050US18163","18163",59,59,58,100,98.31,4.49,8.98
"050US18165","18165",5,5,4,100,80,7.26,14.52
"050US18167","18167",32,32,30,100,93.75,5.98,11.96
"050US18169","18169",8,8,6,100,75,9.99,19.98
"050US18171","18171",3,3,0,100,0,23.4,46.79
"050US18173","18173",16,16,14,100,87.5,10.53,21.05
"050US18175","18175",7,7,3,100,42.86,13.67,27.34
"050US18177","18177",18,18,13,100,72.22,9.38,18.76
"050US18179","18179",7,7,5,100,71.43,9.61,19.23
"050US18181","18181",9,9,5,100,55.56,13.2,26.41
"050US18183","18183",8,8,7,100,87.5,8.24,16.47
"050US19001","19001",3,0,0,0,0,47.87,95.75
"050US19003","19003",2,0,0,0,0,55.62,111.25
"050US19005","19005",5,2,0,40,0,36.77,73.54
"050US19007","19007",5,5,3,100,60,10.08,20.16
"050US19009","19009",3,3,0,100,0,20.38,40.76
"050US19011","19011",7,3,1,42.86,14.29,30.68,61.36
"050US19013","19013",39,39,37,100,94.87,5.41,10.82
"050US19015","19015",7,7,4,100,57.14,11.16,22.33
"050US19017","19017",8,8,4,100,50,13.39,26.79
"050US19019","19019",6,5,1,83.33,16.67,21.66,43.32
"050US19021","19021",6,6,4,100,66.67,15.07,30.15
"050US19023","19023",5,5,2,100,40,14.62,29.24
"050US19025","19025",4,3,0,75,0,25.23,50.45
"050US19027","19027",6,6,5,100,83.33,7.03,14.06
"050US19029","19029",5,5,3,100,60,11.7,23.4
"050US19031","19031",5,2,0,40,0,31.2,62.41
"050US19033","19033",12,12,10,100,83.33,10.79,21.58
"050US19035","19035",5,5,2,100,40,12.99,25.98
"050US19037","19037",4,3,0,75,0,26.96,53.92
"050US19039","19039",3,0,0,0,0,41.69,83.37
"050US19041","19041",5,2,0,40,0,33.22,66.43
"050US19043","19043",6,0,0,0,0,45.64,91.27
"050US19045","19045",12,2,0,16.67,0,34.28,68.56
"050US19047","19047",6,6,1,100,16.67,20.75,41.49
"050US19049","19049",19,16,11,84.21,57.89,17.36,34.73
"050US19051","19051",2,1,0,50,0,31.48,62.97
"050US19053","19053",3,0,0,0,0,62.15,124.3
"050US19055","19055",4,0,0,0,0,42.36,84.72
"050US19057","19057",11,11,9,100,81.82,7.04,14.07
"050US19059","19059",6,6,4,100,66.67,8.8,17.6
"050US19061","19061",27,25,22,92.59,81.48,9.94,19.87
"050US19063","19063",4,3,0,75,0,26.15,52.3
"050US19065","19065",7,4,3,57.14,42.86,19.53,39.07
"050US19067","19067",5,5,3,100,60,9.47,18.95
"050US19069","19069",3,3,3,100,100,5.79,11.58
"050US19071","19071",3,0,0,0,0,48.1,96.21
"050US19073","19073",4,3,0,75,0,25.91,51.81
"050US19075","19075",4,3,0,75,0,26.06,52.12
"050US19077","19077",3,0,0,0,0,45.14,90.28
"050US19079","19079",5,5,3,100,60,11.54,23.08
"050US19081","19081",4,3,1,75,25,16.81,33.62
"050US19083","19083",6,3,0,50,0,32.06,64.11
"050US19085","19085",5,1,0,20,0,36.96,73.93
"050US19087","19087",5,5,1,100,20,23.47,46.94
"050US19089","19089",3,1,0,33.33,0,33.21,66.42
"050US19091","19091",4,2,0,50,0,27.39,54.78
"050US19093","19093",3,3,2,100,66.67,8.32,16.64
"050US19095","19095",4,1,0,25,0,35.83,71.67
"050US19097","19097",6,0,0,0,0,35.03,70.06
"050US19099","19099",10,10,7,100,70,8.43,16.86
"050US19101","19101",5,5,4,100,80,10.42,20.83
"050US19103","19103",36,36,30,100,83.33,7.36,14.73
"050US19105","19105",7,0,0,0,0,37.16,74.32
"050US19107","19107",4,2,0,50,0,33.38,66.75
"050US19109","19109",6,0,0,0,0,51.25,102.5
"050US19111","19111",11,10,5,90.91,45.45,15.03,30.07
"050US19113","19113",54,53,45,98.15,83.33,9.68,19.36
"050US19115","19115",3,0,0,0,0,38.01,76.02
"050US19117","19117",4,0,0,0,0,38.75,77.5
"050US19119","19119",3,0,0,0,0,36.44,72.89
"050US19121","19121",4,2,0,50,0,32.42,64.85
"050US19123","19123",7,7,5,100,71.43,10.07,20.14
"050US19125","19125",10,10,3,100,30,14.57,29.13
"050US19127","19127",11,11,9,100,81.82,8.14,16.28
"050US19129","19129",5,4,0,80,0,26.49,52.97
"050US19131","19131",3,1,0,33.33,0,30.23,60.47
"050US19133","19133",4,0,0,0,0,42.82,85.64
"050US19135","19135",3,1,0,33.33,0,33.16,66.33
"050US19137","19137",4,0,0,0,0,51.3,102.59
"050US19139","19139",10,2,0,20,0,33.33,66.65
"050US19141","19141",4,3,0,75,0,30.17,60.34
"050US19143","19143",2,0,0,0,0,37.66,75.32
"050US19145","19145",6,0,0,0,0,59.02,118.03
"050US19147","19147",4,0,0,0,0,52.39,104.78
"050US19149","19149",6,6,3,100,50,13.24,26.49
"050US19151","19151",3,0,0,0,0,43.41,86.81
"050US19153","19153",112,112,109,100,97.32,5.9,11.8
"050US19155","19155",30,28,24,93.33,80,9.36,18.73
"050US19157","19157",5,2,0,40,0,31.46,62.91
"050US19159","19159",2,0,0,0,0,72.9,145.81
"050US19161","19161",4,3,3,75,75,16.08,32.16
"050US19163","19163",48,48,46,100,95.83,5.68,11.37
"050US19165","19165",4,0,0,0,0,39.52,79.04
"050US19167","19167",9,8,6,88.89,66.67,13.29,26.59
"050US19169","19169",27,27,25,100,92.59,7.83,15.65
"050US19171","19171",6,3,0,50,0,28.33,56.66
"050US19173","19173",3,0,0,0,0,53.1,106.2
"050US19175","19175",4,0,0,0,0,73.81,147.62
"050US19177","19177",2,1,0,50,0,37.08,74.16
"050US19179","19179",11,11,11,100,100,4.99,9.98
"050US19181","19181",14,14,11,100,78.57,9.14,18.28
"050US19183","19183",6,2,0,33.33,0,31.28,62.56
"050US19185","19185",3,0,0,0,0,39.76,79.51
"050US19187","19187",13,12,9,92.31,69.23,9.7,19.4
"050US19189","19189",3,3,2,100,66.67,10.27,20.53
"050US19191","19191",5,5,3,100,60,10.33,20.66
"050US19193","19193",29,28,20,96.55,68.97,14.8,29.6
"050US19195","19195",3,2,0,66.67,0,27.42,54.83
"050US19197","19197",5,5,2,100,40,18.07,36.14
"050US20001","20001",5,0,0,0,0,44.42,88.85
"050US20003","20003",2,1,0,50,0,28.73,57.45
"050US20005","20005",5,5,4,100,80,7.34,14.67
"050US20007","20007",2,0,0,0,0,41.03,82.07
"050US20009","20009",8,8,6,100,75,7.41,14.83
"050US20011","20011",5,5,3,100,60,10.74,21.48
"050US20013","20013",3,3,2,100,66.67,7.78,15.57
"050US20015","20015",19,15,4,78.95,21.05,23.88,47.76
"050US20017","20017",1,0,0,0,0,30.46,60.92
"050US20019","20019",1,0,0,0,0,31.3,62.6
"050US20021","20021",6,6,6,100,100,7.05,14.11
"050US20023","20023",1,0,0,0,0,51.6,103.2
"050US20025","20025",1,0,0,0,0,65.89,131.78
"050US20027","20027",2,0,0,0,0,63.93,127.86
"050US20029","20029",4,0,0,0,0,61.55,123.1
"050US20031","20031",3,3,2,100,66.67,10.65,21.29
"050US20033","20033",1,0,0,0,0,73.19,146.38
"050US20035","20035",11,8,6,72.73,54.55,19.03,38.05
"050US20037","20037",12,12,10,100,83.33,7.35,14.71
"050US20039","20039",1,0,0,0,0,40.14,80.28
"050US20041","20041",6,5,2,83.33,33.33,20.93,41.86
"050US20043","20043",3,3,1,100,33.33,16.77,33.55
"050US20045","20045",27,26,24,96.3,88.89,9.14,18.29
"050US20047","20047",2,1,0,50,0,29.52,59.05
"050US20049","20049",1,0,0,0,0,42.92,85.84
"050US20051","20051",8,8,6,100,75,9.88,19.76
"050US20053","20053",2,0,0,0,0,37.44,74.87
"050US20055","20055",12,12,12,100,100,5.17,10.34
"050US20057","20057",9,9,8,100,88.89,8.61,17.21
"050US20059","20059",6,6,3,100,50,15.23,30.45
"050US20061","20061",11,10,0,90.91,0,24.52,49.04
"050US20063","20063",1,0,0,0,0,55.9,111.8
"050US20065","20065",1,0,0,0,0,44.17,88.34
"050US20067","20067",2,0,0,0,0,61.23,122.45
"050US20069","20069",2,0,0,0,0,33.69,67.37
"050US20071","20071",1,0,0,0,0,NA,NA
"050US20073","20073",3,0,0,0,0,40.47,80.95
"050US20075","20075",1,0,0,0,0,53.19,106.38
"050US20077","20077",3,0,0,0,0,58.83,117.66
"050US20079","20079",7,7,6,100,85.71,6.94,13.87
"050US20081","20081",1,0,0,0,0,35.6,71.2
"050US20083","20083",1,0,0,0,0,31.78,63.56
"050US20085","20085",3,3,2,100,66.67,9.23,18.46
"050US20087","20087",4,4,1,100,25,18.67,37.34
"050US20089","20089",1,0,0,0,0,59.13,118.26
"050US20091","20091",154,154,148,100,96.1,6.39,12.77
"050US20093","20093",1,0,0,0,0,34.99,69.98
"050US20095","20095",3,0,0,0,0,38.27,76.55
"050US20097","20097",1,1,1,100,100,0,0
"050US20099","20099",8,7,5,87.5,62.5,13.32,26.65
"050US20101","20101",1,0,0,0,0,63.24,126.48
"050US20103","20103",19,19,14,100,73.68,9.41,18.83
"050US20105","20105",1,0,0,0,0,39.84,79.68
"050US20107","20107",3,2,0,66.67,0,27.49,54.98
"050US20109","20109",1,0,0,0,0,44.85,89.7
"050US20111","20111",12,12,12,100,100,2.6,5.2
"050US20113","20113",7,7,5,100,71.43,9.29,18.58
"050US20115","20115",4,4,2,100,50,12.8,25.6
"050US20117","20117",4,0,0,0,0,61.46,122.93
"050US20119","20119",2,0,0,0,0,50.89,101.79
"050US20121","20121",8,8,4,100,50,9.88,19.76
"050US20123","20123",2,0,0,0,0,47.34,94.69
"050US20125","20125",12,12,6,100,50,15.3,30.6
"050US20127","20127",2,2,1,100,50,9.3,18.59
"050US20129","20129",1,0,0,0,0,63.52,127.04
"050US20131","20131",3,1,0,33.33,0,30.44,60.88
"050US20133","20133",5,2,0,40,0,32.19,64.39
"050US20135","20135",1,0,0,0,0,67.52,135.04
"050US20137","20137",1,1,1,100,100,0,0
"050US20139","20139",5,5,2,100,40,14.71,29.43
"050US20141","20141",1,1,1,100,100,0,0
"050US20143","20143",2,2,0,100,0,27.71,55.42
"050US20145","20145",2,2,2,100,100,5.8,11.6
"050US20147","20147",3,3,3,100,100,7.99,15.99
"050US20149","20149",5,3,1,60,20,26.56,53.11
"050US20151","20151",3,3,3,100,100,3,6.01
"050US20153","20153",1,0,0,0,0,44.06,88.12
"050US20155","20155",17,16,14,94.12,82.35,9.29,18.57
"050US20157","20157",3,0,0,0,0,59.73,119.46
"050US20159","20159",3,3,3,100,100,5.46,10.91
"050US20161","20161",17,12,0,70.59,0,30.09,60.18
"050US20163","20163",2,0,0,0,0,34.51,69.02
"050US20165","20165",1,0,0,0,0,32.18,64.36
"050US20167","20167",2,0,0,0,0,38.61,77.21
"050US20169","20169",13,13,13,100,100,3.64,7.29
"050US20171","20171",1,0,0,0,0,45.76,91.52
"050US20173","20173",135,134,125,99.26,92.59,6.52,13.04
