HeropID,RcaRuralP,RcaSuburbP,RcaUrbanP
050US19057,27.27,72.73,0.00
050US19059,16.67,83.33,0.00
050US19061,7.41,18.52,74.07
050US19063,100.00,0.00,0.00
050US19065,100.00,0.00,0.00
050US19067,100.00,0.00,0.00
050US19069,100.00,0.00,0.00
050US19071,100.00,0.00,0.00
050US19073,100.00,0.00,0.00
050US19075,75.00,25.00,0.00
050US19077,66.67,33.33,0.00
050US19079,100.00,0.00,0.00
050US19081,100.00,0.00,0.00
050US19083,100.00,0.00,0.00
050US19085,40.00,60.00,0.00
050US19087,100.00,0.00,0.00
050US19089,100.00,0.00,0.00
050US19091,100.00,0.00,0.00
050US19093,100.00,0.00,0.00
050US19095,75.00,25.00,0.00
050US19097,83.33,16.67,0.00
050US19099,30.00,70.00,0.00
050US19101,100.00,0.00,0.00
050US19103,2.78,8.33,88.89
050US19105,71.43,28.57,0.00
050US19107,100.00,0.00,0.00
050US19109,100.00,0.00,0.00
050US19111,36.36,63.64,0.00
050US19113,1.85,14.81,83.33
050US19115,100.00,0.00,0.00
050US19117,100.00,0.00,0.00
050US19119,100.00,0.00,0.00
050US19121,25.00,75.00,0.00
050US19123,42.86,57.14,0.00
050US19125,60.00,40.00,0.00
050US19127,36.36,63.64,0.00
050US19129,0.00,100.00,0.00
050US19131,100.00,0.00,0.00
050US19133,100.00,0.00,0.00
050US19135,100.00,0.00,0.00
050US19137,100.00,0.00,0.00
050US19139,30.00,70.00,0.00
050US19141,100.00,0.00,0.00
050US19143,100.00,0.00,0.00
050US19145,100.00,0.00,0.00
050US19147,100.00,0.00,0.00
050US19149,50.00,50.00,0.00
050US19151,100.00,0.00,0.00
050US19153,0.00,2.68,97.32
050US19155,6.67,20.00,73.33
050US19157,100.00,0.00,0.00
050US19159,100.00,0.00,0.00
050US19161,100.00,0.00,0.00
050US19163,0.00,12.50,87.50
050US19165,100.00,0.00,0.00
050US19167,100.00,0.00,0.00
050US19169,11.11,25.93,62.96
050US19171,83.33,16.67,0.00
050US19173,100.00,0.00,0.00
050US19175,100.00,0.00,0.00
050US19177,100.00,0.00,0.00
050US19179,27.27,72.73,0.00
050US19181,0.00,78.57,21.43
050US19183,66.67,33.33,0.00
050US19185,100.00,0.00,0.00
050US19187,30.77,69.23,0.00
050US19189,100.00,0.00,0.00
050US19191,100.00,0.00,0.00
050US19193,6.90,10.34,82.76
050US19195,100.00,0.00,0.00
050US19197,100.00,0.00,0.00
050US20001,100.00,0.00,0.00
050US20003,100.00,0.00,0.00
050US20005,20.00,80.00,0.00
050US20007,100.00,0.00,0.00
050US20009,37.50,62.50,0.00
050US20011,100.00,0.00,0.00
050US20013,100.00,0.00,0.00
050US20015,5.26,73.68,21.05
050US20017,100.00,0.00,0.00
050US20019,100.00,0.00,0.00
050US20021,33.33,66.67,0.00
050US20023,100.00,0.00,0.00
050US20025,100.00,0.00,0.00
050US20027,100.00,0.00,0.00
050US20029,100.00,0.00,0.00
050US20031,100.00,0.00,0.00
050US20033,100.00,0.00,0.00
050US20035,27.27,72.73,0.00
050US20037,33.33,66.67,0.00
050US20039,100.00,0.00,0.00
050US20041,100.00,0.00,0.00
050US20043,33.33,33.33,33.33
050US20045,3.70,14.81,81.48
050US20047,100.00,0.00,0.00
050US20049,100.00,0.00,0.00
050US20051,25.00,75.00,0.00
050US20053,100.00,0.00,0.00
050US20055,16.67,83.33,0.00
050US20057,22.22,77.78,0.00
050US20059,33.33,66.67,0.00
050US20061,0.00,100.00,0.00
050US20063,100.00,0.00,0.00
050US20065,100.00,0.00,0.00
050US20067,100.00,0.00,0.00
050US20069,100.00,0.00,0.00
050US20071,100.00,0.00,0.00
050US20073,100.00,0.00,0.00
050US20075,100.00,0.00,0.00
050US20077,100.00,0.00,0.00
050US20079,28.57,71.43,0.00
050US20081,100.00,0.00,0.00
050US20083,100.00,0.00,0.00
050US20085,33.33,66.67,0.00
050US20087,50.00,50.00,0.00
050US20089,100.00,0.00,0.00
050US20091,0.65,3.25,96.10
050US20093,100.00,0.00,0.00
050US20095,66.67,33.33,0.00
050US20097,100.00,0.00,0.00
050US20099,100.00,0.00,0.00
050US20101,100.00,0.00,0.00
050US20103,10.53,89.47,0.00
050US20105,100.00,0.00,0.00
050US20107,66.67,33.33,0.00
050US20109,100.00,0.00,0.00
050US20111,25.00,75.00,0.00
050US20113,57.14,42.86,0.00
050US20115,100.00,0.00,0.00
050US20117,100.00,0.00,0.00
050US20119,100.00,0.00,0.00
050US20121,12.50,87.50,0.00
050US20123,100.00,0.00,0.00
050US20125,100.00,0.00,0.00
050US20127,100.00,0.00,0.00
050US20129,100.00,0.00,0.00
050US20131,100.00,0.00,0.00
050US20133,100.00,0.00,0.00
050US20135,100.00,0.00,0.00
050US20137,100.00,0.00,0.00
050US20139,40.00,60.00,0.00
050US20141,100.00,0.00,0.00
050US20143,100.00,0.00,0.00
050US20145,100.00,0.00,0.00
050US20147,100.00,0.00,0.00
050US20149,60.00,40.00,0.00
050US20151,100.00,0.00,0.00
050US20153,100.00,0.00,0.00
050US20155,35.29,64.71,0.00
050US20157,100.00,0.00,0.00
050US20159,100.00,0.00,0.00
050US20161,5.88,11.76,82.35
050US20163,100.00,0.00,0.00
050US20165,100.00,0.00,0.00
050US20167,100.00,0.00,0.00
050US20169,15.38,84.62,0.00
050US20171,100.00,0.00,0.00
050US20173,0.00,6.67,93.33
050US20175,20.00,80.00,0.00
050US20177,0.00,10.87,89.13
050US20179,100.00,0.00,0.00
050US20181,100.00,0.00,0.00
050US20183,100.00,0.00,0.00
050US20185,100.00,0.00,0.00
050US20187,100.00,0.00,0.00
050US20189,100.00,0.00,0.00
050US20191,50.00,50.00,0.00
050US20193,100.00,0.00,0.00
050US20195,100.00,0.00,0.00
050US20197,50.00,50.00,0.00
050US20199,100.00,0.00,0.00
050US20201,100.00,0.00,0.00
050US20203,100.00,0.00,0.00
050US20205,100.00,0.00,0.00
050US20207,100.00,0.00,0.00
050US20209,3.13,3.13,93.75
050US21001,100.00,0.00,0.00
050US21003,83.33,16.67,0.00
050US21005,100.00,0.00,0.00
050US21007,0.00,100.00,0.00
050US21009,61.54,38.46,0.00
050US21011,100.00,0.00,0.00
050US21013,66.67,33.33,0.00
050US21015,0.00,13.33,86.67
050US21017,25.00,75.00,0.00
050US21019,0.00,26.67,73.33
050US21021,14.29,85.71,0.00
050US21023,66.67,33.33,0.00
050US21025,100.00,0.00,0.00
050US21027,83.33,16.67,0.00
050US21029,4.55,45.45,50.00
050US21031,16.67,83.33,0.00
050US21033,100.00,0.00,0.00
050US21035,36.36,63.64,0.00
050US21037,0.00,12.00,88.00
050US21039,33.33,66.67,0.00
050US21041,100.00,0.00,0.00
050US21043,62.50,37.50,0.00
050US21045,100.00,0.00,0.00
050US21047,28.57,42.86,28.57
050US21049,20.00,80.00,0.00
050US21051,100.00,0.00,0.00
050US21053,100.00,0.00,0.00
050US21055,100.00,0.00,0.00
050US21057,100.00,0.00,0.00
050US21059,0.00,25.00,75.00
050US21061,40.00,60.00,0.00
050US21063,100.00,0.00,0.00
050US21065,100.00,0.00,0.00
050US21067,0.00,3.66,96.34
050US21069,100.00,0.00,0.00
050US21071,92.86,7.14,0.00
050US21073,25.00,75.00,0.00
050US21075,100.00,0.00,0.00
050US21077,0.00,100.00,0.00
050US21079,66.67,33.33,0.00
050US21081,0.00,100.00,0.00
050US21083,50.00,50.00,0.00
050US21085,100.00,0.00,0.00
050US21087,100.00,0.00,0.00
050US21089,22.22,33.33,44.44
050US21091,66.67,33.33,0.00
050US21093,0.00,35.71,64.29
050US21095,100.00,0.00,0.00
050US21097,100.00,0.00,0.00
050US21099,100.00,0.00,0.00
050US21101,28.57,71.43,0.00
050US21103,60.00,40.00,0.00
050US21105,100.00,0.00,0.00
050US21107,46.15,53.85,0.00
050US21109,100.00,0.00,0.00
050US21111,0.00,0.93,99.07
050US21113,27.27,72.73,0.00
050US21115,100.00,0.00,0.00
050US21117,0.00,6.82,93.18
050US21119,100.00,0.00,0.00
050US21121,90.91,9.09,0.00
050US21123,40.00,60.00,0.00
050US21125,62.50,37.50,0.00
050US21127,66.67,33.33,0.00
050US21129,100.00,0.00,0.00
050US21131,100.00,0.00,0.00
050US21133,100.00,0.00,0.00
050US21135,100.00,0.00,0.00
050US21137,100.00,0.00,0.00
050US21139,33.33,66.67,0.00
050US21141,66.67,33.33,0.00
050US21143,100.00,0.00,0.00
050US21145,0.00,26.32,73.68
050US21147,100.00,0.00,0.00
050US21149,0.00,100.00,0.00
050US21151,35.48,64.52,0.00
050US21153,100.00,0.00,0.00
050US21155,100.00,0.00,0.00
050US21157,80.00,20.00,0.00
050US21159,100.00,0.00,0.00
050US21161,100.00,0.00,0.00
050US21163,22.22,55.56,22.22
050US21165,100.00,0.00,0.00
050US21167,100.00,0.00,0.00
050US21169,100.00,0.00,0.00
050US21171,100.00,0.00,0.00
050US21173,42.86,57.14,0.00
050US21175,100.00,0.00,0.00
050US21177,100.00,0.00,0.00
050US21179,63.64,36.36,0.00
050US21181,100.00,0.00,0.00
050US21183,75.00,25.00,0.00
050US21185,0.00,60.00,40.00
050US21187,75.00,25.00,0.00
050US21189,100.00,0.00,0.00
050US21191,0.00,100.00,0.00
050US21193,100.00,0.00,0.00
050US21195,86.36,13.64,0.00
050US21197,75.00,25.00,0.00
050US21199,61.90,38.10,0.00
050US21201,100.00,0.00,0.00
050US21203,100.00,0.00,0.00
050US21205,100.00,0.00,0.00
050US21207,100.00,0.00,0.00
050US21209,21.05,78.95,0.00
050US21211,16.67,83.33,0.00
050US21213,40.00,60.00,0.00
050US21215,0.00,100.00,0.00
050US21217,57.14,42.86,0.00
050US21219,100.00,0.00,0.00
050US21221,100.00,0.00,0.00
050US21223,100.00,0.00,0.00
050US21225,75.00,25.00,0.00
050US21227,0.00,25.93,74.07
050US21229,100.00,0.00,0.00
050US21231,100.00,0.00,0.00
050US21233,100.00,0.00,0.00
050US21235,83.33,16.67,0.00
050US21237,100.00,0.00,0.00
050US21239,25.00,75.00,0.00
050US22001,47.62,52.38,0.00
050US22003,85.71,14.29,0.00
050US22005,0.00,17.24,82.76
050US22007,42.86,42.86,14.29
050US22009,83.33,16.67,0.00
050US22011,33.33,66.67,0.00
050US22013,80.00,20.00,0.00
050US22015,0.00,30.30,69.70
050US22017,1.35,14.86,83.78
050US22019,3.57,19.64,76.79
050US22021,66.67,33.33,0.00
050US22023,60.00,40.00,0.00
050US22025,100.00,0.00,0.00
050US22027,100.00,0.00,0.00
050US22029,66.67,33.33,0.00
050US22031,55.56,44.44,0.00
050US22033,0.00,6.48,93.52
050US22035,100.00,0.00,0.00
050US22037,0.00,100.00,0.00
050US22039,100.00,0.00,0.00
050US22041,100.00,0.00,0.00
050US22043,14.29,85.71,0.00
050US22045,34.78,60.87,4.35
050US22047,0.00,66.67,33.33
050US22049,100.00,0.00,0.00
050US22051,2.34,0.78,96.88
050US22053,75.00,25.00,0.00
050US22055,0.00,6.90,93.10
050US22057,3.70,44.44,51.85
050US22059,100.00,0.00,0.00
050US22061,33.33,66.67,0.00
050US22063,2.94,38.24,58.82
050US22065,100.00,0.00,0.00
050US22067,50.00,50.00,0.00
050US22069,54.55,45.45,0.00
050US22071,1.09,0.54,98.37
050US22073,0.00,17.02,82.98
050US22075,30.00,30.00,40.00
050US22077,14.29,85.71,0.00
050US22079,2.56,35.90,61.54
050US22081,100.00,0.00,0.00
050US22083,50.00,50.00,0.00
050US22085,100.00,0.00,0.00
050US22087,5.56,11.11,83.33
050US22089,0.00,15.38,84.62
050US22091,33.33,66.67,0.00
050US22093,0.00,57.14,42.86
050US22095,0.00,9.09,90.91
050US22097,39.29,60.71,0.00
050US22099,23.53,76.47,0.00
050US22101,52.94,47.06,0.00
050US22103,3.39,22.03,74.58
050US22105,29.03,12.90,58.06
050US22107,100.00,0.00,0.00
050US22109,5.71,14.29,80.00
050US22111,50.00,50.00,0.00
050US22113,23.53,70.59,5.88
050US22115,100.00,0.00,0.00
050US22117,69.23,30.77,0.00
050US22119,61.54,38.46,0.00
050US22121,0.00,33.33,66.67
050US22123,100.00,0.00,0.00
050US22125,71.43,28.57,0.00
050US22127,100.00,0.00,0.00
050US23001,6.25,28.13,65.63
050US23003,100.00,0.00,0.00
050US23005,16.05,32.10,51.85
050US23007,100.00,0.00,0.00
050US23009,88.89,11.11,0.00
050US23011,58.33,41.67,0.00
050US23013,100.00,0.00,0.00
050US23015,100.00,0.00,0.00
050US23017,89.47,10.53,0.00
050US23019,19.57,41.30,39.13
050US23021,87.50,12.50,0.00
050US23023,66.67,33.33,0.00
050US23025,95.00,5.00,0.00
050US23027,87.50,12.50,0.00
050US23029,100.00,0.00,0.00
050US23031,18.64,37.29,44.07
050US24001,27.27,72.73,0.00
050US24003,1.54,6.15,92.31
050US24005,0.00,6.85,93.15
050US24009,26.32,57.89,15.79
050US24011,100.00,0.00,0.00
050US24013,21.62,72.97,5.41
050US24015,4.76,47.62,47.62
050US24017,22.86,77.14,0.00
050US24019,60.00,40.00,0.00
050US24021,3.08,35.38,61.54
050US24023,100.00,0.00,0.00
050US24025,1.69,20.34,77.97
050US24027,1.69,10.17,88.14
050US24029,100.00,0.00,0.00
050US24031,0.00,2.59,97.41
050US24033,0.00,3.27,96.73
050US24035,64.29,35.71,0.00
050US24037,26.09,30.43,43.48
050US24039,42.86,57.14,0.00
050US24041,63.64,36.36,0.00
050US24043,5.56,25.00,69.44
050US24045,0.00,28.57,71.43
050US24047,44.44,55.56,0.00
050US24510,0.00,0.00,100.00
050US25001,7.02,0.00,92.98
050US25003,35.00,35.00,30.00
050US25005,1.53,7.63,90.84
050US25007,40.00,60.00,0.00
050US25009,0.57,4.60,94.83
050US25011,52.63,47.37,0.00
050US25013,1.92,6.73,91.35
050US25015,8.57,25.71,65.71
050US25017,0.56,2.52,96.92
050US25019,42.86,57.14,0.00
050US25021,0.65,0.65,98.70
050US25023,1.80,5.41,92.79
050US25025,0.43,0.00,99.57
050US25027,7.85,17.28,74.87
050US26001,100.00,0.00,0.00
050US26003,100.00,0.00,0.00
050US26005,41.94,45.16,12.90
050US26007,45.45,54.55,0.00
050US26009,100.00,0.00,0.00
050US26011,100.00,0.00,0.00
050US26013,100.00,0.00,0.00
050US26015,56.25,43.75,0.00
050US26017,17.86,10.71,71.43
050US26019,71.43,28.57,0.00
050US26021,14.81,25.93,59.26
050US26023,69.23,30.77,0.00
050US26025,30.00,12.50,57.50
050US26027,53.33,33.33,13.33
050US26029,100.00,0.00,0.00
050US26031,100.00,0.00,0.00
050US26033,76.47,23.53,0.00
050US26035,100.00,0.00,0.00
050US26037,13.04,43.48,43.48
050US26039,100.00,0.00,0.00
050US26041,53.85,46.15,0.00
050US26043,28.57,71.43,0.00
050US26045,6.90,41.38,51.72
050US26047,72.73,27.27,0.00
050US26049,1.49,23.13,75.37
050US26051,90.00,10.00,0.00
050US26053,100.00,0.00,0.00
050US26055,8.33,33.33,58.33
050US26057,60.00,40.00,0.00
050US26059,69.23,30.77,0.00
050US26061,66.67,33.33,0.00
050US26063,100.00,0.00,0.00
050US26065,3.57,9.52,86.90
050US26067,50.00,50.00,0.00
050US26069,100.00,0.00,0.00
050US26071,100.00,0.00,0.00
050US26073,38.89,61.11,0.00
050US26075,6.52,34.78,58.70
050US26077,0.00,19.12,80.88
050US26079,66.67,33.33,0.00
050US26081,0.00,13.79,86.21
050US26083,100.00,0.00,0.00
050US26085,100.00,0.00,0.00
050US26087,54.17,45.83,0.00
050US26089,50.00,40.00,10.00
050US26091,56.00,44.00,0.00
050US26093,15.00,25.00,60.00
050US26095,100.00,0.00,0.00
050US26097,100.00,0.00,0.00
050US26099,0.41,3.69,95.90
050US26101,100.00,0.00,0.00
050US26103,40.74,59.26,0.00
050US26105,66.67,33.33,0.00
050US26107,69.23,30.77,0.00
050US26109,75.00,25.00,0.00
050US26111,9.52,38.10,52.38
050US26113,100.00,0.00,0.00
050US26115,17.07,29.27,53.66
050US26117,71.43,28.57,0.00
050US26119,100.00,0.00,0.00
050US26121,4.35,26.09,69.57
050US26123,63.64,36.36,0.00
050US26125,0.29,5.71,94.00
050US26127,100.00,0.00,0.00
050US26129,100.00,0.00,0.00
050US26131,100.00,0.00,0.00
050US26133,100.00,0.00,0.00
050US26135,100.00,0.00,0.00
050US26137,100.00,0.00,0.00
050US26139,3.08,26.15,70.77
050US26141,100.00,0.00,0.00
050US26143,100.00,0.00,0.00
050US26145,9.84,26.23,63.93
050US26147,3.92,35.29,60.78
050US26149,55.56,44.44,0.00
050US26151,100.00,0.00,0.00
050US26153,100.00,0.00,0.00
050US26155,44.44,55.56,0.00
050US26157,100.00,0.00,0.00
050US26159,73.91,26.09,0.00
050US26161,1.87,17.76,80.37
050US26163,0.64,0.64,98.72
050US26165,50.00,50.00,0.00
050US27001,100.00,0.00,0.00
050US27003,0.00,16.67,83.33
050US27005,70.00,30.00,0.00
050US27007,71.43,28.57,0.00
050US27009,0.00,50.00,50.00
050US27011,100.00,0.00,0.00
050US27013,0.00,37.50,62.50
050US27015,37.50,62.50,0.00
050US27017,44.44,55.56,0.00
050US27019,0.00,32.00,68.00
050US27021,100.00,0.00,0.00
050US27023,100.00,0.00,0.00
050US27025,7.69,92.31,0.00
050US27027,0.00,18.75,81.25
050US27029,100.00,0.00,0.00
050US27031,100.00,0.00,0.00
050US27033,100.00,0.00,0.00
050US27035,71.43,28.57,0.00
050US27037,0.94,11.32,87.74
050US27039,20.00,80.00,0.00
050US27041,54.55,45.45,0.00
050US27043,100.00,0.00,0.00
050US27045,66.67,33.33,0.00
050US27047,50.00,50.00,0.00
050US27049,54.55,45.45,0.00
050US27051,100.00,0.00,0.00
050US27053,0.00,1.82,98.18
050US27055,40.00,40.00,20.00
050US27057,100.00,0.00,0.00
050US27059,11.11,88.89,0.00
050US27061,76.19,23.81,0.00
050US27063,100.00,0.00,0.00
050US27065,100.00,0.00,0.00
050US27067,58.33,41.67,0.00
050US27069,100.00,0.00,0.00
050US27071,100.00,0.00,0.00
050US27073,100.00,0.00,0.00
050US27075,100.00,0.00,0.00
050US27077,100.00,0.00,0.00
050US27079,42.86,57.14,0.00
050US27081,100.00,0.00,0.00
050US27083,57.14,42.86,0.00
050US27085,55.56,44.44,0.00
050US27087,100.00,0.00,0.00
050US27089,100.00,0.00,0.00
050US27091,100.00,0.00,0.00
050US27093,100.00,0.00,0.00
050US27095,100.00,0.00,0.00
050US27097,100.00,0.00,0.00
050US27099,27.27,72.73,0.00
050US27101,100.00,0.00,0.00
050US27103,14.29,42.86,42.86
050US27105,50.00,50.00,0.00
050US27107,100.00,0.00,0.00
050US27109,0.00,20.00,80.00
050US27111,82.35,17.65,0.00
050US27113,100.00,0.00,0.00
050US27115,100.00,0.00,0.00
050US27117,100.00,0.00,0.00
050US27119,60.00,10.00,30.00
050US27121,100.00,0.00,0.00
050US27123,0.00,0.00,100.00
050US27125,100.00,0.00,0.00
050US27127,100.00,0.00,0.00
050US27129,100.00,0.00,0.00
050US27131,18.75,81.25,0.00
050US27133,66.67,33.33,0.00
050US27135,100.00,0.00,0.00
050US27137,28.00,25.33,46.67
050US27139,0.00,31.25,68.75
050US27141,5.26,68.42,26.32
050US27143,75.00,25.00,0.00
050US27145,27.03,18.92,54.05
050US27147,37.50,62.50,0.00
050US27149,100.00,0.00,0.00
050US27151,100.00,0.00,0.00
050US27153,100.00,0.00,0.00
050US27155,100.00,0.00,0.00
050US27157,50.00,50.00,0.00
050US27159,100.00,0.00,0.00
050US27161,80.00,20.00,0.00
050US27163,0.00,40.68,59.32
050US27165,100.00,0.00,0.00
050US27167,50.00,50.00,0.00
050US27169,23.08,76.92,0.00
050US27171,25.93,48.15,25.93
050US27173,100.00,0.00,0.00
050US28001,40.00,60.00,0.00
050US28003,60.00,40.00,0.00
050US28005,75.00,25.00,0.00
050US28007,100.00,0.00,0.00
050US28009,33.33,66.67,0.00
050US28011,55.56,44.44,0.00
050US28013,100.00,0.00,0.00
050US28015,100.00,0.00,0.00
050US28017,100.00,0.00,0.00
050US28019,100.00,0.00,0.00
050US28021,100.00,0.00,0.00
050US28023,100.00,0.00,0.00
050US28025,100.00,0.00,0.00
050US28027,42.86,57.14,0.00
050US28029,50.00,50.00,0.00
050US28031,80.00,20.00,0.00
050US28033,0.00,24.39,75.61
050US28035,0.00,28.57,71.43
050US28037,100.00,0.00,0.00
050US28039,83.33,16.67,0.00
050US28041,100.00,0.00,0.00
050US28043,57.14,42.86,0.00
050US28045,16.67,33.33,50.00
050US28047,1.22,13.41,85.37
050US28049,0.00,13.43,86.57
050US28051,66.67,33.33,0.00
050US28053,100.00,0.00,0.00
050US28055,100.00,0.00,0.00
050US28057,100.00,0.00,0.00
050US28059,2.33,25.58,72.09
050US28061,85.71,14.29,0.00
050US28063,100.00,0.00,0.00
050US28065,100.00,0.00,0.00
050US28067,50.00,50.00,0.00
050US28069,100.00,0.00,0.00
050US28071,26.67,73.33,0.00
050US28073,5.88,41.18,52.94
050US28075,48.00,52.00,0.00
050US28077,100.00,0.00,0.00
050US28079,100.00,0.00,0.00
050US28081,52.17,47.83,0.00
050US28083,25.00,75.00,0.00
050US28085,70.00,30.00,0.00
050US28087,55.56,44.44,0.00
050US28089,0.00,38.46,61.54
050US28091,100.00,0.00,0.00
050US28093,20.00,80.00,0.00
050US28095,100.00,0.00,0.00
050US28097,100.00,0.00,0.00
050US28099,100.00,0.00,0.00
050US28101,100.00,0.00,0.00
050US28103,100.00,0.00,0.00
050US28105,38.46,61.54,0.00
050US28107,90.91,9.09,0.00
050US28109,75.00,25.00,0.00
050US28111,0.00,100.00,0.00
050US28113,72.73,27.27,0.00
050US28115,100.00,0.00,0.00
050US28117,100.00,0.00,0.00
050US28119,66.67,33.33,0.00
050US28121,0.00,27.03,72.97
050US28123,87.50,12.50,0.00
050US28125,100.00,0.00,0.00
050US28127,55.56,44.44,0.00
050US28129,60.00,40.00,0.00
050US28131,80.00,20.00,0.00
050US28133,100.00,0.00,0.00
050US28135,100.00,0.00,0.00
050US28137,0.00,100.00,0.00
050US28139,100.00,0.00,0.00
050US28141,100.00,0.00,0.00
050US28143,50.00,50.00,0.00
050US28145,100.00,0.00,0.00
050US28147,100.00,0.00,0.00
050US28149,38.46,61.54,0.00
050US28151,36.84,63.16,0.00
050US28153,100.00,0.00,0.00
050US28155,100.00,0.00,0.00
050US28157,100.00,0.00,0.00
050US28159,100.00,0.00,0.00
050US28161,75.00,25.00,0.00
050US28163,42.86,57.14,0.00
050US29001,25.00,75.00,0.00
050US29003,0.00,100.00,0.00
050US29005,100.00,0.00,0.00
050US29007,42.86,57.14,0.00
050US29009,90.00,10.00,0.00
050US29011,100.00,0.00,0.00
050US29013,75.00,25.00,0.00
050US29015,100.00,0.00,0.00
050US29017,0.00,100.00,0.00
050US29019,0.00,20.00,80.00
050US29021,0.00,11.54,88.46
050US29023,50.00,50.00,0.00
050US29025,66.67,33.33,0.00
050US29027,27.27,72.73,0.00
050US29029,100.00,0.00,0.00
050US29031,0.00,21.05,78.95
050US29033,100.00,0.00,0.00
050US29035,100.00,0.00,0.00
050US29037,8.33,50.00,41.67
050US29039,100.00,0.00,0.00
050US29041,100.00,0.00,0.00
050US29043,0.00,36.84,63.16
050US29045,100.00,0.00,0.00
050US29047,0.00,20.00,80.00
050US29049,60.00,40.00,0.00
050US29051,0.00,27.78,72.22
050US29053,80.00,20.00,0.00
050US29055,100.00,0.00,0.00
050US29057,100.00,0.00,0.00
050US29059,75.00,25.00,0.00
050US29061,100.00,0.00,0.00
050US29063,66.67,33.33,0.00
050US29065,100.00,0.00,0.00
050US29067,66.67,33.33,0.00
050US29069,70.00,30.00,0.00
050US29071,50.00,50.00,0.00
050US29073,100.00,0.00,0.00
050US29075,100.00,0.00,0.00
050US29077,0.00,15.38,84.62
050US29079,100.00,0.00,0.00
050US29081,100.00,0.00,0.00
050US29083,100.00,0.00,0.00
050US29085,75.00,25.00,0.00
050US29087,100.00,0.00,0.00
050US29089,100.00,0.00,0.00
050US29091,70.00,30.00,0.00
050US29093,100.00,0.00,0.00
050US29095,1.32,12.78,85.90
050US29097,3.45,27.59,68.97
050US29099,0.00,34.69,65.31
050US29101,50.00,50.00,0.00
050US29103,100.00,0.00,0.00
050US29105,66.67,33.33,0.00
050US29107,75.00,25.00,0.00
050US29109,80.00,20.00,0.00
050US29111,100.00,0.00,0.00
050US29113,7.69,92.31,0.00
050US29115,100.00,0.00,0.00
050US29117,100.00,0.00,0.00
050US29119,66.67,33.33,0.00
050US29121,100.00,0.00,0.00
050US29123,100.00,0.00,0.00
050US29125,100.00,0.00,0.00
050US29127,37.50,62.50,0.00
050US29129,100.00,0.00,0.00
050US29131,77.78,22.22,0.00
050US29133,100.00,0.00,0.00
050US29135,50.00,50.00,0.00
050US29137,100.00,0.00,0.00
050US29139,75.00,25.00,0.00
050US29141,100.00,0.00,0.00
050US29143,100.00,0.00,0.00
050US29145,30.77,53.85,15.38
050US29147,50.00,50.00,0.00
050US29149,100.00,0.00,0.00
050US29151,25.00,75.00,0.00
050US29153,100.00,0.00,0.00
050US29155,100.00,0.00,0.00
050US29157,100.00,0.00,0.00
050US29159,36.36,63.64,0.00
050US29161,50.00,50.00,0.00
050US29163,100.00,0.00,0.00
050US29165,7.41,18.52,74.07
050US29167,37.50,62.50,0.00
050US29169,38.46,61.54,0.00
050US29171,100.00,0.00,0.00
050US29173,100.00,0.00,0.00
050US29175,33.33,66.67,0.00
050US29177,50.00,50.00,0.00
050US29179,100.00,0.00,0.00
050US29181,100.00,0.00,0.00
050US29183,1.18,4.71,94.12
050US29185,100.00,0.00,0.00
050US29186,80.00,20.00,0.00
050US29187,47.37,52.63,0.00
050US29189,0.00,1.27,98.73
050US29195,50.00,50.00,0.00
050US29197,100.00,0.00,0.00
050US29199,100.00,0.00,0.00
050US29201,9.09,90.91,0.00
050US29203,100.00,0.00,0.00
050US29205,100.00,0.00,0.00
050US29207,100.00,0.00,0.00
050US29209,83.33,16.67,0.00
050US29211,100.00,0.00,0.00
050US29213,50.00,50.00,0.00
050US29215,100.00,0.00,0.00
050US29217,100.00,0.00,0.00
050US29219,0.00,100.00,0.00
050US29221,66.67,33.33,0.00
050US29223,100.00,0.00,0.00
050US29225,12.50,87.50,0.00
050US29227,100.00,0.00,0.00
050US29229,100.00,0.00,0.00
050US29510,0.00,0.00,100.00
050US30001,100.00,0.00,0.00
050US30003,100.00,0.00,0.00
050US30005,100.00,0.00,0.00
050US30007,50.00,50.00,0.00
050US30009,80.00,20.00,0.00
050US30011,100.00,0.00,0.00
050US30013,0.00,20.00,80.00
050US30015,100.00,0.00,0.00
050US30017,100.00,0.00,0.00
050US30019,100.00,0.00,0.00
050US30021,100.00,0.00,0.00
050US30023,100.00,0.00,0.00
050US30025,100.00,0.00,0.00
050US30027,100.00,0.00,0.00
050US30029,65.63,34.38,0.00
050US30031,15.38,30.77,53.85
050US30033,100.00,0.00,0.00
050US30035,100.00,0.00,0.00
050US30037,100.00,0.00,0.00
050US30039,100.00,0.00,0.00
050US30041,100.00,0.00,0.00
050US30043,66.67,33.33,0.00
050US30045,100.00,0.00,0.00
050US30047,100.00,0.00,0.00
050US30049,5.88,23.53,70.59
050US30051,100.00,0.00,0.00
050US30053,100.00,0.00,0.00
050US30055,100.00,0.00,0.00
050US30057,100.00,0.00,0.00
050US30059,100.00,0.00,0.00
050US30061,50.00,50.00,0.00
050US30063,3.45,24.14,72.41
050US30065,100.00,0.00,0.00
050US30067,100.00,0.00,0.00
050US30069,100.00,0.00,0.00
050US30071,100.00,0.00,0.00
050US30073,100.00,0.00,0.00
050US30075,100.00,0.00,0.00
050US30077,100.00,0.00,0.00
050US30079,100.00,0.00,0.00
