HeropID,RcaRuralP,RcaSuburbP,RcaUrbanP
050US47063,0.00,25.00,75.00
050US47065,0.00,11.49,88.51
050US47067,100.00,0.00,0.00
050US47069,83.33,16.67,0.00
050US47071,100.00,0.00,0.00
050US47073,46.15,30.77,23.08
050US47075,100.00,0.00,0.00
050US47077,100.00,0.00,0.00
050US47079,66.67,33.33,0.00
050US47081,71.43,28.57,0.00
050US47083,100.00,0.00,0.00
050US47085,100.00,0.00,0.00
050US47087,100.00,0.00,0.00
050US47089,58.33,16.67,25.00
050US47091,100.00,0.00,0.00
050US47093,0.00,9.92,90.08
050US47095,100.00,0.00,0.00
050US47097,100.00,0.00,0.00
050US47099,81.82,18.18,0.00
050US47101,100.00,0.00,0.00
050US47103,66.67,33.33,0.00
050US47105,0.00,57.14,42.86
050US47107,71.43,28.57,0.00
050US47109,100.00,0.00,0.00
050US47111,80.00,20.00,0.00
050US47113,0.00,28.57,71.43
050US47115,28.57,71.43,0.00
050US47117,33.33,66.67,0.00
050US47119,33.33,66.67,0.00
050US47121,66.67,33.33,0.00
050US47123,91.67,8.33,0.00
050US47125,0.00,19.57,80.43
050US47127,100.00,0.00,0.00
050US47129,60.00,40.00,0.00
050US47131,70.00,30.00,0.00
050US47133,100.00,0.00,0.00
050US47135,100.00,0.00,0.00
050US47137,100.00,0.00,0.00
050US47139,50.00,50.00,0.00
050US47141,33.33,66.67,0.00
050US47143,100.00,0.00,0.00
050US47145,12.50,81.25,6.25
050US47147,6.67,73.33,20.00
050US47149,0.00,12.50,87.50
050US47151,83.33,16.67,0.00
050US47153,50.00,50.00,0.00
050US47155,59.26,40.74,0.00
050US47157,0.40,4.82,94.78
050US47159,100.00,0.00,0.00
050US47161,50.00,50.00,0.00
050US47163,2.50,22.50,75.00
050US47165,0.00,48.84,51.16
050US47167,15.38,84.62,0.00
050US47169,0.00,100.00,0.00
050US47171,0.00,100.00,0.00
050US47173,20.00,80.00,0.00
050US47175,100.00,0.00,0.00
050US47177,60.00,40.00,0.00
050US47179,0.00,21.88,78.13
050US47181,100.00,0.00,0.00
050US47183,63.64,36.36,0.00
050US47185,100.00,0.00,0.00
050US47187,0.00,26.09,73.91
050US47189,7.14,57.14,35.71
050US48001,66.67,33.33,0.00
050US48003,25.00,75.00,0.00
050US48005,57.14,42.86,0.00
050US48007,27.27,72.73,0.00
050US48009,33.33,66.67,0.00
050US48011,0.00,100.00,0.00
050US48013,23.08,76.92,0.00
050US48015,50.00,50.00,0.00
050US48017,100.00,0.00,0.00
050US48019,28.57,71.43,0.00
050US48021,14.29,85.71,0.00
050US48023,100.00,0.00,0.00
050US48025,55.56,44.44,0.00
050US48027,4.60,11.49,83.91
050US48029,0.53,3.73,95.73
050US48031,100.00,0.00,0.00
050US48033,100.00,0.00,0.00
050US48035,57.14,42.86,0.00
050US48037,7.69,38.46,53.85
050US48039,11.54,14.10,74.36
050US48041,0.00,11.11,88.89
050US48043,100.00,0.00,0.00
050US48045,100.00,0.00,0.00
050US48047,100.00,0.00,0.00
050US48049,46.15,53.85,0.00
050US48051,71.43,28.57,0.00
050US48053,80.00,20.00,0.00
050US48055,27.27,63.64,9.09
050US48057,75.00,25.00,0.00
050US48059,0.00,100.00,0.00
050US48061,0.82,18.85,80.33
050US48063,100.00,0.00,0.00
050US48065,100.00,0.00,0.00
050US48067,77.78,22.22,0.00
050US48069,100.00,0.00,0.00
050US48071,37.50,37.50,25.00
050US48073,50.00,50.00,0.00
050US48075,100.00,0.00,0.00
050US48077,0.00,100.00,0.00
050US48079,100.00,0.00,0.00
050US48081,100.00,0.00,0.00
050US48083,100.00,0.00,0.00
050US48085,1.36,6.82,91.82
050US48087,100.00,0.00,0.00
050US48089,100.00,0.00,0.00
050US48091,24.24,27.27,48.48
050US48093,100.00,0.00,0.00
050US48095,100.00,0.00,0.00
050US48097,55.56,44.44,0.00
050US48099,10.53,26.32,63.16
050US48101,100.00,0.00,0.00
050US48103,100.00,0.00,0.00
050US48105,100.00,0.00,0.00
050US48107,33.33,66.67,0.00
050US48109,100.00,0.00,0.00
050US48111,100.00,0.00,0.00
050US48113,0.00,0.00,100.00
050US48115,100.00,0.00,0.00
050US48117,25.00,75.00,0.00
050US48119,100.00,0.00,0.00
050US48121,1.04,8.81,90.16
050US48123,100.00,0.00,0.00
050US48125,100.00,0.00,0.00
050US48127,100.00,0.00,0.00
050US48129,100.00,0.00,0.00
050US48131,100.00,0.00,0.00
050US48133,100.00,0.00,0.00
050US48135,6.06,3.03,90.91
050US48137,100.00,0.00,0.00
050US48139,0.00,55.56,44.44
050US48141,0.00,4.26,95.74
050US48143,58.33,41.67,0.00
050US48145,66.67,33.33,0.00
050US48147,88.89,11.11,0.00
050US48149,100.00,0.00,0.00
050US48151,100.00,0.00,0.00
050US48153,100.00,0.00,0.00
050US48155,100.00,0.00,0.00
050US48157,0.00,3.76,96.24
050US48159,100.00,0.00,0.00
050US48161,100.00,0.00,0.00
050US48163,100.00,0.00,0.00
050US48165,100.00,0.00,0.00
050US48167,2.91,1.94,95.15
050US48169,100.00,0.00,0.00
050US48171,42.86,57.14,0.00
050US48173,100.00,0.00,0.00
050US48175,50.00,50.00,0.00
050US48177,100.00,0.00,0.00
050US48179,14.29,85.71,0.00
050US48181,23.33,23.33,53.33
050US48183,0.00,23.33,76.67
050US48185,62.50,37.50,0.00
050US48187,17.07,29.27,53.66
050US48189,33.33,66.67,0.00
050US48191,100.00,0.00,0.00
050US48193,100.00,0.00,0.00
050US48195,100.00,0.00,0.00
050US48197,100.00,0.00,0.00
050US48199,7.69,61.54,30.77
050US48201,0.00,0.72,99.28
050US48203,25.00,62.50,12.50
050US48205,100.00,0.00,0.00
050US48207,100.00,0.00,0.00
050US48209,8.70,28.26,63.04
050US48211,100.00,0.00,0.00
050US48213,50.00,50.00,0.00
050US48215,0.00,6.60,93.40
050US48217,75.00,25.00,0.00
050US48219,14.29,85.71,0.00
050US48221,42.86,57.14,0.00
050US48223,60.00,40.00,0.00
050US48225,100.00,0.00,0.00
050US48227,20.00,80.00,0.00
050US48229,100.00,0.00,0.00
050US48231,42.86,57.14,0.00
050US48233,37.50,62.50,0.00
050US48235,100.00,0.00,0.00
050US48237,100.00,0.00,0.00
050US48239,100.00,0.00,0.00
050US48241,90.00,10.00,0.00
050US48243,100.00,0.00,0.00
050US48245,2.60,7.79,89.61
050US48247,100.00,0.00,0.00
050US48249,36.36,63.64,0.00
050US48251,5.13,66.67,28.21
050US48253,50.00,50.00,0.00
050US48255,80.00,20.00,0.00
050US48257,11.11,85.19,3.70
050US48259,44.44,55.56,0.00
050US48261,100.00,0.00,0.00
050US48263,100.00,0.00,0.00
050US48265,42.86,57.14,0.00
050US48267,100.00,0.00,0.00
050US48269,100.00,0.00,0.00
050US48271,100.00,0.00,0.00
050US48273,30.00,70.00,0.00
050US48275,100.00,0.00,0.00
050US48277,38.46,61.54,0.00
050US48279,100.00,0.00,0.00
050US48281,66.67,33.33,0.00
050US48283,100.00,0.00,0.00
050US48285,100.00,0.00,0.00
050US48287,75.00,25.00,0.00
050US48289,66.67,33.33,0.00
050US48291,35.29,64.71,0.00
050US48293,87.50,12.50,0.00
050US48295,100.00,0.00,0.00
050US48297,100.00,0.00,0.00
050US48299,100.00,0.00,0.00
050US48301,0.00,100.00,0.00
050US48303,0.00,16.04,83.96
050US48305,66.67,33.33,0.00
050US48307,100.00,0.00,0.00
050US48309,1.72,24.14,74.14
050US48311,100.00,0.00,0.00
050US48313,75.00,25.00,0.00
050US48315,75.00,25.00,0.00
050US48317,50.00,50.00,0.00
050US48319,100.00,0.00,0.00
050US48321,61.54,38.46,0.00
050US48323,0.00,0.00,100.00
050US48325,36.36,63.64,0.00
050US48327,100.00,0.00,0.00
050US48329,0.00,10.81,89.19
050US48331,71.43,28.57,0.00
050US48333,100.00,0.00,0.00
050US48335,100.00,0.00,0.00
050US48337,100.00,0.00,0.00
050US48339,3.76,29.32,66.92
050US48341,33.33,66.67,0.00
050US48343,100.00,0.00,0.00
050US48345,100.00,0.00,0.00
050US48347,47.06,52.94,0.00
050US48349,50.00,50.00,0.00
050US48351,80.00,20.00,0.00
050US48353,40.00,60.00,0.00
050US48355,2.06,11.34,86.60
050US48357,100.00,0.00,0.00
050US48359,0.00,100.00,0.00
050US48361,16.67,62.50,20.83
050US48363,50.00,50.00,0.00
050US48365,100.00,0.00,0.00
050US48367,20.69,75.86,3.45
050US48369,100.00,0.00,0.00
050US48371,100.00,0.00,0.00
050US48373,92.31,7.69,0.00
050US48375,0.00,5.71,94.29
050US48377,100.00,0.00,0.00
050US48379,100.00,0.00,0.00
050US48381,0.00,27.27,72.73
050US48383,100.00,0.00,0.00
050US48385,100.00,0.00,0.00
050US48387,100.00,0.00,0.00
050US48389,0.00,100.00,0.00
050US48391,100.00,0.00,0.00
050US48393,100.00,0.00,0.00
050US48395,50.00,50.00,0.00
050US48397,0.00,27.59,72.41
050US48399,50.00,50.00,0.00
050US48401,50.00,50.00,0.00
050US48403,100.00,0.00,0.00
050US48405,100.00,0.00,0.00
050US48407,33.33,66.67,0.00
050US48409,12.50,50.00,37.50
050US48411,100.00,0.00,0.00
050US48413,100.00,0.00,0.00
050US48415,25.00,75.00,0.00
050US48417,100.00,0.00,0.00
050US48419,100.00,0.00,0.00
050US48421,100.00,0.00,0.00
050US48423,5.36,33.93,60.71
050US48425,100.00,0.00,0.00
050US48427,29.41,70.59,0.00
050US48429,100.00,0.00,0.00
050US48431,100.00,0.00,0.00
050US48433,100.00,0.00,0.00
050US48435,100.00,0.00,0.00
050US48437,100.00,0.00,0.00
050US48439,0.00,0.67,99.33
050US48441,0.00,12.20,87.80
050US48443,100.00,0.00,0.00
050US48445,100.00,0.00,0.00
050US48447,100.00,0.00,0.00
050US48449,55.56,44.44,0.00
050US48451,0.00,14.81,85.19
050US48453,0.34,7.24,92.41
050US48455,100.00,0.00,0.00
050US48457,83.33,16.67,0.00
050US48459,30.00,60.00,10.00
050US48461,100.00,0.00,0.00
050US48463,50.00,50.00,0.00
050US48465,7.14,92.86,0.00
050US48467,71.43,28.57,0.00
050US48469,0.00,32.00,68.00
050US48471,41.67,58.33,0.00
050US48473,18.18,72.73,9.09
050US48475,100.00,0.00,0.00
050US48477,55.56,44.44,0.00
050US48479,1.45,7.25,91.30
050US48481,58.33,41.67,0.00
050US48483,100.00,0.00,0.00
050US48485,2.27,18.18,79.55
050US48487,100.00,0.00,0.00
050US48489,50.00,50.00,0.00
050US48491,0.00,14.07,85.93
050US48493,16.67,83.33,0.00
050US48495,100.00,0.00,0.00
050US48497,56.25,43.75,0.00
050US48499,100.00,0.00,0.00
050US48501,100.00,0.00,0.00
050US48503,100.00,0.00,0.00
050US48505,16.67,83.33,0.00
050US48507,100.00,0.00,0.00
050US49001,100.00,0.00,0.00
050US49003,25.00,75.00,0.00
050US49005,0.00,17.86,82.14
050US49007,40.00,60.00,0.00
050US49009,100.00,0.00,0.00
050US49011,0.00,0.00,100.00
050US49013,100.00,0.00,0.00
050US49015,100.00,0.00,0.00
050US49017,100.00,0.00,0.00
050US49019,100.00,0.00,0.00
050US49021,25.00,75.00,0.00
050US49023,50.00,50.00,0.00
050US49025,100.00,0.00,0.00
050US49027,100.00,0.00,0.00
050US49029,0.00,100.00,0.00
050US49031,100.00,0.00,0.00
050US49033,100.00,0.00,0.00
050US49035,0.00,0.00,100.00
050US49037,100.00,0.00,0.00
050US49039,100.00,0.00,0.00
050US49041,100.00,0.00,0.00
050US49043,50.00,50.00,0.00
050US49045,17.65,82.35,0.00
050US49047,50.00,50.00,0.00
050US49049,0.00,8.97,91.03
050US49051,20.00,80.00,0.00
050US49053,5.71,20.00,74.29
050US49055,100.00,0.00,0.00
050US49057,0.00,5.17,94.83
050US50001,80.00,20.00,0.00
050US50003,66.67,33.33,0.00
050US50005,100.00,0.00,0.00
050US50007,0.00,26.83,73.17
050US50009,100.00,0.00,0.00
050US50011,54.55,45.45,0.00
050US50013,0.00,100.00,0.00
050US50015,85.71,14.29,0.00
050US50017,100.00,0.00,0.00
050US50019,100.00,0.00,0.00
050US50021,75.00,25.00,0.00
050US50023,60.00,40.00,0.00
050US50025,83.33,16.67,0.00
050US50027,89.47,10.53,0.00
050US51001,100.00,0.00,0.00
050US51003,0.00,37.93,62.07
050US51005,100.00,0.00,0.00
050US51007,0.00,100.00,0.00
050US51009,10.00,50.00,40.00
050US51011,0.00,100.00,0.00
050US51013,0.00,0.00,100.00
050US51015,11.11,72.22,16.67
050US51017,100.00,0.00,0.00
050US51019,20.00,70.00,10.00
050US51021,100.00,0.00,0.00
050US51023,0.00,66.67,33.33
050US51025,100.00,0.00,0.00
050US51027,100.00,0.00,0.00
050US51029,75.00,25.00,0.00
050US51031,0.00,58.33,41.67
050US51033,33.33,66.67,0.00
050US51035,100.00,0.00,0.00
050US51036,0.00,100.00,0.00
050US51037,100.00,0.00,0.00
050US51041,0.00,8.00,92.00
050US51043,0.00,100.00,0.00
050US51045,0.00,100.00,0.00
050US51047,40.00,60.00,0.00
050US51049,100.00,0.00,0.00
050US51051,100.00,0.00,0.00
050US51053,11.11,66.67,22.22
050US51057,100.00,0.00,0.00
050US51059,0.00,1.46,98.54
050US51061,10.00,90.00,0.00
050US51063,80.00,20.00,0.00
050US51065,0.00,100.00,0.00
050US51067,43.75,56.25,0.00
050US51069,0.00,36.84,63.16
050US51071,0.00,100.00,0.00
050US51073,11.11,66.67,22.22
050US51075,16.67,83.33,0.00
050US51077,100.00,0.00,0.00
050US51079,0.00,100.00,0.00
050US51081,100.00,0.00,0.00
050US51083,100.00,0.00,0.00
050US51085,0.00,36.00,64.00
050US51087,0.00,2.35,97.65
050US51089,64.29,35.71,0.00
050US51091,100.00,0.00,0.00
050US51093,0.00,77.78,22.22
050US51095,0.00,5.88,94.12
050US51097,0.00,100.00,0.00
050US51099,66.67,33.33,0.00
050US51101,25.00,75.00,0.00
050US51103,100.00,0.00,0.00
050US51105,100.00,0.00,0.00
050US51107,0.00,14.67,85.33
050US51109,66.67,33.33,0.00
050US51111,100.00,0.00,0.00
050US51113,100.00,0.00,0.00
050US51115,60.00,40.00,0.00
050US51117,100.00,0.00,0.00
050US51119,100.00,0.00,0.00
050US51121,0.00,30.43,69.57
050US51125,40.00,60.00,0.00
050US51127,25.00,75.00,0.00
050US51131,100.00,0.00,0.00
050US51133,100.00,0.00,0.00
050US51135,80.00,20.00,0.00
050US51137,75.00,25.00,0.00
050US51139,100.00,0.00,0.00
050US51141,100.00,0.00,0.00
050US51143,89.47,10.53,0.00
050US51145,0.00,100.00,0.00
050US51147,100.00,0.00,0.00
050US51149,0.00,57.14,42.86
050US51153,1.08,4.30,94.62
050US51155,58.33,41.67,0.00
050US51157,50.00,50.00,0.00
050US51159,100.00,0.00,0.00
050US51161,0.00,22.73,77.27
050US51163,100.00,0.00,0.00
050US51165,4.55,77.27,18.18
050US51167,66.67,33.33,0.00
050US51169,0.00,100.00,0.00
050US51171,90.91,9.09,0.00
050US51173,100.00,0.00,0.00
050US51175,100.00,0.00,0.00
050US51177,2.94,26.47,70.59
050US51179,0.00,15.63,84.38
050US51181,100.00,0.00,0.00
050US51183,40.00,60.00,0.00
050US51185,84.62,15.38,0.00
050US51187,33.33,66.67,0.00
050US51191,6.67,60.00,33.33
050US51193,83.33,16.67,0.00
050US51195,100.00,0.00,0.00
050US51197,100.00,0.00,0.00
050US51199,6.25,0.00,93.75
050US51510,0.00,0.00,100.00
050US51520,0.00,0.00,100.00
050US51530,100.00,0.00,0.00
050US51540,0.00,0.00,100.00
050US51550,0.00,3.28,96.72
050US51570,0.00,0.00,100.00
050US51580,100.00,0.00,0.00
050US51590,6.25,93.75,0.00
050US51595,100.00,0.00,0.00
050US51600,0.00,0.00,100.00
050US51610,0.00,0.00,100.00
050US51620,100.00,0.00,0.00
050US51630,0.00,0.00,100.00
050US51640,100.00,0.00,0.00
050US51650,2.70,0.00,97.30
050US51660,0.00,0.00,100.00
050US51670,0.00,0.00,100.00
050US51678,100.00,0.00,0.00
050US51680,0.00,0.00,100.00
050US51683,0.00,0.00,100.00
050US51685,0.00,0.00,100.00
050US51690,0.00,100.00,0.00
050US51700,0.00,0.00,100.00
050US51710,1.23,0.00,98.77
050US51720,100.00,0.00,0.00
050US51730,0.00,0.00,100.00
050US51735,25.00,0.00,75.00
050US51740,0.00,0.00,100.00
050US51750,0.00,100.00,0.00
050US51760,0.00,0.00,100.00
050US51770,0.00,0.00,100.00
050US51775,0.00,0.00,100.00
050US51790,0.00,0.00,100.00
050US51800,0.00,77.78,22.22
050US51810,0.89,0.89,98.21
050US51820,0.00,0.00,100.00
050US51830,0.00,0.00,100.00
050US51840,0.00,0.00,100.00
050US53001,57.14,42.86,0.00
050US53003,0.00,0.00,100.00
050US53005,13.33,6.67,80.00
050US53007,30.43,17.39,52.17
050US53009,40.00,60.00,0.00
050US53011,0.00,14.78,85.22
050US53013,100.00,0.00,0.00
050US53015,0.00,33.33,66.67
050US53017,33.33,0.00,66.67
050US53019,100.00,0.00,0.00
050US53021,13.64,4.55,81.82
050US53023,100.00,0.00,0.00
050US53025,65.22,34.78,0.00
050US53027,52.38,47.62,0.00
050US53029,50.00,50.00,0.00
050US53031,72.73,27.27,0.00
050US53033,0.61,3.84,95.56
050US53035,1.67,13.33,85.00
050US53037,57.14,42.86,0.00
050US53039,83.33,16.67,0.00
050US53041,52.38,47.62,0.00
050US53043,100.00,0.00,0.00
050US53045,47.37,52.63,0.00
050US53047,100.00,0.00,0.00
050US53049,100.00,0.00,0.00
050US53051,60.00,40.00,0.00
050US53053,0.00,5.70,94.30
050US53055,100.00,0.00,0.00
050US53057,21.43,35.71,42.86
050US53059,60.00,40.00,0.00
050US53061,1.14,36.00,62.86
050US53063,0.00,14.62,85.38
050US53065,73.33,26.67,0.00
050US53067,1.61,29.03,69.35
050US53069,100.00,0.00,0.00
050US53071,0.00,14.29,85.71
050US53073,7.41,38.89,53.70
050US53075,33.33,66.67,0.00
050US53077,17.54,33.33,49.12
050US54001,100.00,0.00,0.00
050US54003,0.00,26.92,73.08
050US54005,25.00,75.00,0.00
050US54007,100.00,0.00,0.00
050US54009,12.50,25.00,62.50
050US54011,0.00,17.65,82.35
050US54013,50.00,50.00,0.00
050US54015,100.00,0.00,0.00
050US54017,100.00,0.00,0.00
050US54019,15.38,38.46,46.15
050US54021,100.00,0.00,0.00
050US54023,100.00,0.00,0.00
050US54025,100.00,0.00,0.00
050US54027,22.22,77.78,0.00
050US54029,12.50,37.50,50.00
050US54031,80.00,20.00,0.00
050US54033,60.00,40.00,0.00
050US54035,71.43,28.57,0.00
050US54037,33.33,66.67,0.00
050US54039,0.00,24.56,75.44
050US54041,100.00,0.00,0.00
050US54043,33.33,66.67,0.00
050US54045,100.00,0.00,0.00
050US54047,100.00,0.00,0.00
050US54049,38.10,61.90,0.00
050US54051,20.00,60.00,20.00
050US54053,85.71,14.29,0.00
050US54055,31.25,68.75,0.00
050US54057,85.71,14.29,0.00
050US54059,100.00,0.00,0.00
050US54061,0.00,21.43,78.57
050US54063,100.00,0.00,0.00
050US54065,66.67,33.33,0.00
050US54067,100.00,0.00,0.00
050US54069,5.56,16.67,77.78
050US54071,66.67,33.33,0.00
050US54073,100.00,0.00,0.00
050US54075,100.00,0.00,0.00
050US54077,36.36,63.64,0.00
050US54079,0.00,41.67,58.33
050US54081,0.00,29.41,70.59
050US54083,71.43,28.57,0.00
050US54085,66.67,33.33,0.00
050US54087,80.00,20.00,0.00
050US54089,75.00,25.00,0.00
050US54091,100.00,0.00,0.00
050US54093,100.00,0.00,0.00
050US54095,100.00,0.00,0.00
050US54097,100.00,0.00,0.00
050US54099,9.09,45.45,45.45
050US54101,100.00,0.00,0.00
050US54103,100.00,0.00,0.00
050US54105,0.00,100.00,0.00
050US54107,0.00,35.71,64.29
050US54109,33.33,66.67,0.00
050US55001,100.00,0.00,0.00
050US55003,100.00,0.00,0.00
050US55005,75.00,25.00,0.00
050US55007,100.00,0.00,0.00
050US55009,0.00,12.07,87.93
050US55011,100.00,0.00,0.00
050US55013,100.00,0.00,0.00
050US55015,45.45,9.09,45.45
050US55017,33.33,33.33,33.33
050US55019,100.00,0.00,0.00
050US55021,30.77,69.23,0.00
050US55023,100.00,0.00,0.00
050US55025,1.60,15.20,83.20
050US55027,60.00,40.00,0.00
050US55029,100.00,0.00,0.00
050US55031,6.67,33.33,60.00
050US55033,44.44,55.56,0.00
050US55035,0.00,18.18,81.82
050US55037,100.00,0.00,0.00
050US55039,21.74,26.09,52.17
050US55041,100.00,0.00,0.00
050US55043,75.00,25.00,0.00
050US55045,37.50,62.50,0.00
050US55047,100.00,0.00,0.00
050US55049,83.33,16.67,0.00
050US55051,100.00,0.00,0.00
050US55053,100.00,0.00,0.00
050US55055,42.86,57.14,0.00
050US55057,100.00,0.00,0.00
050US55059,13.95,11.63,74.42
050US55061,66.67,33.33,0.00
050US55063,0.00,17.86,82.14
050US55065,100.00,0.00,0.00
050US55067,100.00,0.00,0.00
050US55069,100.00,0.00,0.00
050US55071,35.00,65.00,0.00
050US55073,15.63,21.88,62.50
050US55075,61.54,38.46,0.00
050US55077,100.00,0.00,0.00
050US55078,100.00,0.00,0.00
050US55079,0.33,0.00,99.67
050US55081,77.78,22.22,0.00
050US55083,75.00,25.00,0.00
050US55085,100.00,0.00,0.00
050US55087,2.13,17.02,80.85
050US55089,13.64,59.09,27.27
050US55091,100.00,0.00,0.00
050US55093,62.50,37.50,0.00
050US55095,100.00,0.00,0.00
050US55097,26.67,73.33,0.00
050US55099,100.00,0.00,0.00
050US55101,8.51,23.40,68.09
050US55103,100.00,0.00,0.00
050US55105,14.63,9.76,75.61
050US55107,100.00,0.00,0.00
050US55109,44.44,55.56,0.00
050US55111,62.50,37.50,0.00
050US55113,100.00,0.00,0.00
050US55115,63.64,36.36,0.00
050US55117,24.14,20.69,55.17
050US55119,100.00,0.00,0.00
050US55121,75.00,25.00,0.00
050US55123,71.43,28.57,0.00
050US55125,100.00,0.00,0.00
050US55127,31.03,68.97,0.00
050US55129,100.00,0.00,0.00
050US55131,16.67,73.33,10.00
050US55133,0.00,16.33,83.67
050US55135,91.67,8.33,0.00
050US55137,100.00,0.00,0.00
050US55139,2.22,13.33,84.44
050US55141,35.29,64.71,0.00
050US56001,18.18,81.82,0.00
050US56003,100.00,0.00,0.00
050US56005,30.00,70.00,0.00
050US56007,100.00,0.00,0.00
050US56009,75.00,25.00,0.00
050US56011,100.00,0.00,0.00
050US56013,66.67,33.33,0.00
050US56015,100.00,0.00,0.00
050US56017,100.00,0.00,0.00
050US56019,100.00,0.00,0.00
050US56021,0.00,14.81,85.19
050US56023,100.00,0.00,0.00
050US56025,0.00,15.00,85.00
050US56027,100.00,0.00,0.00
050US56029,100.00,0.00,0.00
050US56031,100.00,0.00,0.00
050US56033,42.86,57.14,0.00
050US56035,100.00,0.00,0.00
050US56037,7.69,92.31,0.00
050US56039,57.14,42.86,0.00
050US56041,33.33,66.67,0.00
050US56043,100.00,0.00,0.00
050US56045,100.00,0.00,0.00
050US60010,42.86,57.14,0.00
050US60020,100.00,0.00,0.00
050US60030,100.00,0.00,0.00
050US60040,100.00,0.00,0.00
050US60050,12.50,87.50,0.00
050US66010,29.82,0.00,70.18
050US69085,100.00,0.00,0.00
050US69100,100.00,0.00,0.00
050US69110,16.67,83.33,0.00
050US69120,100.00,0.00,0.00
050US72001,100.00,0.00,0.00
050US72003,10.00,0.00,90.00
050US72005,5.88,0.00,94.12
050US72007,16.67,0.00,83.33
050US72009,0.00,100.00,0.00
050US72011,25.00,0.00,75.00
050US72013,16.00,0.00,84.00
050US72015,20.00,0.00,80.00
050US72017,20.00,0.00,80.00
050US72019,0.00,0.00,100.00
050US72021,0.00,0.00,100.00
050US72023,26.67,0.00,73.33
050US72025,0.00,0.00,100.00
050US72027,25.00,12.50,62.50
050US72029,0.00,0.00,100.00
050US72031,2.22,0.00,97.78
050US72033,6.25,0.00,93.75
050US72035,9.09,0.00,90.91
050US72037,25.00,0.00,75.00
050US72039,25.00,75.00,0.00
050US72041,0.00,0.00,100.00
050US72043,44.44,55.56,0.00
050US72045,0.00,0.00,100.00
050US72047,0.00,0.00,100.00
050US72049,100.00,0.00,0.00
050US72051,11.11,0.00,88.89
050US72053,9.09,0.00,90.91
050US72054,0.00,0.00,100.00
050US72055,87.50,0.00,12.50
050US72057,20.00,20.00,60.00
050US72059,33.33,0.00,66.67
050US72061,0.00,0.00,100.00
050US72063,0.00,0.00,100.00
050US72065,28.57,0.00,71.43
050US72067,0.00,0.00,100.00
050US72069,7.14,0.00,92.86
050US72071,8.33,0.00,91.67
050US72073,100.00,0.00,0.00
050US72075,23.08,0.00,76.92
050US72077,0.00,0.00,100.00
050US72079,50.00,0.00,50.00
050US72081,25.00,75.00,0.00
050US72083,100.00,0.00,0.00
050US72085,0.00,0.00,100.00
050US72087,9.09,63.64,27.27
050US72089,16.67,0.00,83.33
050US72091,30.00,0.00,70.00
050US72093,100.00,0.00,0.00
050US72095,50.00,0.00,50.00
050US72097,3.85,0.00,96.15
050US72099,0.00,0.00,100.00
050US72101,0.00,0.00,100.00
050US72103,40.00,0.00,60.00
050US72105,0.00,0.00,100.00
050US72107,28.57,0.00,71.43
050US72109,40.00,0.00,60.00
050US72111,28.57,0.00,71.43
050US72113,6.52,0.00,93.48
050US72115,20.00,0.00,80.00
050US72117,16.67,0.00,83.33
050US72119,7.69,0.00,92.31
050US72121,16.67,0.00,83.33
050US72123,33.33,66.67,0.00
050US72125,0.00,0.00,100.00
050US72127,0.72,0.00,99.28
050US72129,11.11,0.00,88.89
050US72131,22.22,0.00,77.78
050US72133,66.67,33.33,0.00
050US72135,0.00,0.00,100.00
050US72137,4.17,0.00,95.83
050US72139,0.00,0.00,100.00
050US72141,50.00,50.00,0.00
050US72143,10.00,0.00,90.00
050US72145,14.29,0.00,85.71
050US72147,100.00,0.00,0.00
050US72149,16.67,0.00,83.33
050US72151,20.00,0.00,80.00
050US72153,18.18,0.00,81.82
050US78010,6.25,93.75,0.00
050US78020,100.00,0.00,0.00
050US78030,7.69,92.31,0.00
050USNA,100.00,0.00,0.00
