GEOID,HEROP_ID,TtlJlPpr_Q1,TtlJlPpr_Q2,TtlJlPpr_Q3,TtlJlPpr_Q4,TtlJlAdmr_Q1,TtlJlAdmr_Q2,TtlJlAdmr_Q3,TtlJlAdmr_Q4,TtlJlPrtr_Q1,TtlJlPrtr_Q2,TtlJlPrtr_Q3,TtlJlPrtr_Q4,TtlJlPp_Q1,TtlJlPp_Q2,TtlJlPp_Q3,TtlJlPp_Q4,TtlJlAdm_Q1,TtlJlAdm_Q2,TtlJlAdm_Q3,TtlJlAdm_Q4,TtlJlPrt_Q1,TtlJlPrt_Q2,TtlJlPrt_Q3,TtlJlPrt_Q4
37047,050US37047,511.67,630.73,643.6,540.63,10703.14,10703.14,10703.14,10703.14,,,,,159,196,200,168,3326,3326,3326,3326,,,,
37049,050US37049,487.36,476.03,501.93,471.17,13145.43,13843.69,13843.69,13843.69,469.78,476.03,,,301,294,310,291,8118.75,8550,8550,8550,290.14,294,,
37051,050US37051,246.81,256.28,281.1,286.96,2585.03,2607.48,2607.48,2607.48,239.13,253.12,,,547,568,623,636,5729.25,5779,5779,5779,529.99,561,,
37053,050US37053,115.28,150.37,160.39,205.5,5097.49,5097.49,5097.49,5097.49,,,,,23,30,32,41,1017,1017,1017,1017,,,,
37055,050US37055,248.61,231.46,347.19,304.33,6343.76,5615.09,5615.09,5615.09,,,,,58,54,81,71,1480,1310,1310,1310,,,,
37057,050US37057,268.41,260.2,280.28,255.63,5703.36,5703.36,5703.36,5703.36,,,,,294,285,307,280,6247,6247,6247,6247,,,,
37059,050US37059,282.17,293.31,289.6,282.17,5569.17,5569.17,5569.17,5569.17,,,,,76,79,78,76,1500,1500,1500,1500,,,,
37061,050US37061,333.32,353.52,373.72,356.89,5642.91,5642.91,5642.91,5642.91,,,,,99,105,111,106,1676,1676,1676,1676,,,,
37063,050US37063,149.73,153.65,198.48,182.38,2212.46,2205.5,2205.5,2205.5,119.35,119.7,,,344,353,456,419,5083,5067,5067,5067,274.2,275,,
37065,050US37065,696.8,659.05,576.67,497.72,10503.55,10503.55,10503.55,10503.55,,,,,203,192,168,145,3060,3060,3060,3060,,,,
37067,050US37067,266.41,301.8,332.42,317.31,3061.84,3104.29,3104.29,3104.29,230.51,255.28,,,670,759,836,798,7700.25,7807,7807,7807,579.7,642,,
37069,050US37069,297.13,361.09,350.78,348.71,5241,5241,5241,5241,,,,,144,175,170,169,2540,2540,2540,2540,,,,
37071,050US37071,320.69,322,341.02,305.6,6745.75,6965.93,6965.93,6965.93,,,,,489,491,520,466,10286.25,10622,10622,10622,,,,
37073,050US37073,,,,,,,,,,,,,,,,,,,,,,,,
37075,050US37075,188.48,209.42,188.48,188.48,11895.29,11895.29,11895.29,11895.29,,,,,9,10,9,9,568,568,568,568,,,,
37077,050US37077,206.4,518.45,552.85,520.91,5169.79,5169.79,5169.79,5169.79,,,,,84,211,225,212,2104,2104,2104,2104,,,,
37079,050US37079,295.92,488.27,458.68,473.48,8293.26,8293.26,8293.26,8293.26,,,,,40,66,62,64,1121,1121,1121,1121,,,,
37081,050US37081,214.73,230.52,237.73,241.05,3571.32,3723.29,3723.29,3723.29,201.17,226.09,,,775,832,858,870,12889.5,13438,13438,13438,726.06,816,,
37083,050US37083,327.99,293.47,334.9,352.16,7133.86,7395.39,7395.39,7395.39,306.38,293.47,,,95,85,97,102,2066.25,2142,2142,2142,88.74,85,,
37085,050US37085,289.58,252.97,277.38,223.01,2848.14,2848.14,2848.14,2848.14,,,,,261,228,250,201,2567,2567,2567,2567,,,,
37087,050US37087,286.76,286.76,286.76,281.45,10955.34,10955.34,10955.34,10955.34,,,,,108,108,108,106,4126,4126,4126,4126,,,,
37089,050US37089,212.07,214.97,267.26,207.71,6351.13,6327.16,6327.16,6327.16,141.78,169.94,,,146,148,184,143,4372.5,4356,4356,4356,97.61,117,,
37091,050US37091,323.19,278.09,293.12,308.15,5291.24,5291.24,5291.24,5291.24,,,,,43,37,39,41,704,704,704,704,,,,
37093,050US37093,371.66,351.8,371.66,380.17,5634.52,5634.52,5634.52,5634.52,,,,,131,124,131,134,1986,1986,1986,1986,,,,
37095,050US37095,,310.56,,,,7280.88,,,,,,,,9,,,,211,,,,,,
37097,050US37097,268.16,275.95,286.87,305.58,4575.86,4575.86,4575.86,4575.86,,,,,344,354,368,392,5870,5870,5870,5870,,,,
37099,050US37099,222.54,222.54,215.48,211.95,8244.73,8244.73,8244.73,8244.73,,,,,63,63,61,60,2334,2334,2334,2334,,,,
37101,050US37101,190.21,190.21,179.24,168.28,5102.68,5102.68,5102.68,5102.68,,,,,295,295,278,261,7914,7914,7914,7914,,,,
37103,050US37103,249.33,231.52,195.9,249.33,5930.54,5930.54,5930.54,5930.54,,,,,14,13,11,14,333,333,333,333,,,,
37105,050US37105,300.31,293.11,302.72,314.73,4326.93,4326.93,4326.93,4326.93,,,,,125,122,126,131,1801,1801,1801,1801,,,,
37107,050US37107,715.03,696.69,641.69,653.91,7070.83,7070.83,7070.83,7070.83,,,,,234,228,210,214,2314,2314,2314,2314,,,,
37109,050US37109,212.79,229.54,244.62,242.95,5725.15,5725.15,5725.15,5725.15,,,,,127,137,146,145,3417,3417,3417,3417,,,,
37113,050US37113,271.22,266.54,294.6,355.39,7079.73,7079.73,7079.73,7079.73,,,,,58,57,63,76,1514,1514,1514,1514,,,,
37115,050US37115,475.42,416.91,490.05,460.8,8733.18,8733.18,8733.18,8733.18,,,,,65,57,67,63,1194,1194,1194,1194,,,,
37117,050US37117,476.54,258.46,557.31,581.54,9797.27,5387.29,10184.96,10184.96,413.46,250.38,,,59,32,69,72,1213,667,1261,1261,51.19,31,,
37111,050US37111,445.01,391.61,512.66,462.81,9526.86,7283.99,9526.86,9526.86,,,,,125,110,144,130,2676,2046,2676,2676,,,,
37119,050US37119,131.08,163.34,146.96,149.1,1846.45,1930.86,1930.86,1930.86,112.37,148.34,,,1040,1296,1166,1183,14650.25,15320,15320,15320,891.54,1177,,
37121,050US37121,,379.72,,,,7035.96,,,,,,,,34,,,,630,,,,,,
37123,050US37123,468.3,537.91,569.55,588.53,10384.76,10384.76,10384.76,10384.76,,,,,74,85,90,93,1641,1641,1641,1641,,,,
37125,050US37125,257.77,251.25,274.09,259.41,5364.31,5364.31,5364.31,5364.31,,,,,158,154,168,159,3288,3288,3288,3288,,,,
37127,050US37127,226.42,219.76,216.43,204.77,7743.15,7743.15,7743.15,7743.15,,,,,136,132,130,123,4651,4651,4651,4651,,,,
37129,050US37129,307.46,313.87,329.88,315.15,4756.88,4699.07,4699.07,4699.07,75.69,82.63,,,480,490,515,492,7426.25,7336,7336,7336,118.17,129,,
37131,050US37131,559.19,464.23,443.13,516.99,6151.09,6151.09,6151.09,6151.09,,,,,53,44,42,49,583,583,583,583,,,,
37133,050US37133,255.27,253.86,258.8,250.34,4819.86,4819.86,4819.86,4819.86,,,,,362,360,367,355,6835,6835,6835,6835,,,,
37135,050US37135,89.23,102.66,94.02,74.84,287.83,287.83,287.83,287.83,,,,,93,107,98,78,300,300,300,300,,,,
37137,050US37137,1239.26,1056.19,1281.51,1788.48,10234.47,9998.59,9998.59,9998.59,1239.26,1013.94,,,88,75,91,127,726.75,710,710,710,88,72,,
37139,050US37139,605.95,453.51,720.27,674.54,5282.96,3376.52,5312.5,5312.5,560.02,442.07,,,159,119,189,177,1386.25,886,1394,1394,146.95,116,,
37141,050US37141,127.64,127.64,127.64,139.68,3342.73,3275.29,3275.29,3275.29,118.01,118.01,,,53,53,53,58,1388,1360,1360,1360,49,49,,
37143,050US37143,,466.48,,,,3518.59,,,,466.48,,,,35,,,,264,,,,35,,
37145,050US37145,392.62,355.81,539.86,441.7,8559.98,8559.98,8559.98,8559.98,,,,,96,87,132,108,2093,2093,2093,2093,,,,
37147,050US37147,283.18,273.82,270.42,304.43,8037.76,8037.76,8037.76,8037.76,,,,,333,322,318,358,9452,9452,9452,9452,,,,
37149,050US37149,407.2,470.55,371.01,325.76,10152.93,10152.93,10152.93,10152.93,,,,,45,52,41,36,1122,1122,1122,1122,,,,
37151,050US37151,292.17,243.66,337.46,330.99,7855.27,7855.27,7855.27,7855.27,,,,,271,226,313,307,7286,7286,7286,7286,,,,
37153,050US37153,425.88,403.47,347.43,354.9,8965.93,8965.93,8965.93,8965.93,,,,,114,108,93,95,2400,2400,2400,2400,,,,
37155,050US37155,487.97,526.14,571.12,562.94,8914.33,8914.33,8914.33,8914.33,,,,,358,386,419,413,6540,6540,6540,6540,,,,
37157,050US37157,311.63,336.14,383.41,344.89,7118.47,7118.47,7118.47,7118.47,,,,,178,192,219,197,4066,4066,4066,4066,,,,
37159,050US37159,291.39,267.45,272.66,290.35,7131.78,7131.78,7131.78,7131.78,,,,,280,257,262,279,6853,6853,6853,6853,,,,
37161,050US37161,438.17,353.04,322.99,390.6,9063.82,9063.82,9063.82,9063.82,,,,,175,141,129,156,3620,3620,3620,3620,,,,
37163,050US37163,633.29,745.7,731.99,674.42,12325.91,12325.91,12325.91,12325.91,,,,,231,272,267,246,4496,4496,4496,4496,,,,
37165,050US37165,469.13,497.28,506.66,501.97,20641.77,20641.77,20641.77,20641.77,,,,,100,106,108,107,4400,4400,4400,4400,,,,
37167,050US37167,335.57,338.04,367.65,303.49,4093.47,4093.47,4093.47,4093.47,,,,,136,137,149,123,1659,1659,1659,1659,,,,
37169,050US37169,388.87,410.27,378.17,313.95,7128.08,7128.08,7128.08,7128.08,,,,,109,115,106,88,1998,1998,1998,1998,,,,
37171,050US37171,359.66,409.42,452.4,465.97,5777.1,5777.1,5777.1,5777.1,,,,,159,181,200,206,2554,2554,2554,2554,,,,
37173,050US37173,992.04,922.83,911.29,761.33,15930.33,15930.33,15930.33,15930.33,,,,,86,80,79,66,1381,1381,1381,1381,,,,
37175,050US37175,334.54,323.75,285.98,302.16,11277.18,11277.18,11277.18,11277.18,,,,,62,60,53,56,2090,2090,2090,2090,,,,
37177,050US37177,,,,,,,,,,,,,,,,,,,,,,,,
37179,050US37179,140.56,141.78,141.78,139.96,3594.67,3594.67,3594.67,3594.67,,,,,232,234,234,231,5933,5933,5933,5933,,,,
37181,050US37181,509.25,532.58,1065.15,614.21,8789.46,8789.46,8789.46,8789.46,,,,,131,137,274,158,2261,2261,2261,2261,,,,
37183,050US37183,161.24,170.69,188.59,181.51,2642.99,2678.95,2678.95,2678.95,146.13,170.69,,,1297,1373,1517,1460,21259.75,21549,21549,21549,1175.43,1373,,
37185,050US37185,356.36,365.5,301.54,292.4,6396.2,6396.2,6396.2,6396.2,,,,,39,40,33,32,700,700,700,700,,,,
37187,050US37187,262.25,327.82,327.82,344.21,10817.9,7359.45,10817.9,10817.9,,,,,16,20,20,21,660,449,660,660,,,,
37189,050US37189,143.85,153.77,146.33,228.18,5580.5,5580.5,5580.5,5580.5,,,,,58,62,59,92,2250,2250,2250,2250,,,,
37191,050US37191,430.77,418.62,426.72,433.47,10127.88,10127.88,10127.88,10127.88,,,,,319,310,316,321,7500,7500,7500,7500,,,,
37193,050US37193,378,385.46,407.84,363.08,9141.55,9141.55,9141.55,9141.55,,,,,152,155,164,146,3676,3676,3676,3676,,,,
37195,050US37195,328.47,363.37,334.63,383.9,10274.89,10274.89,10274.89,10274.89,,,,,160,177,163,187,5005,5005,5005,5005,,,,
37197,050US37197,218.36,222.64,244.05,205.51,6516.53,6516.53,6516.53,6516.53,,,,,51,52,57,48,1522,1522,1522,1522,,,,
37199,050US37199,361.73,298.43,334.6,280.34,6854.77,6854.77,6854.77,6854.77,,,,,40,33,37,31,758,758,758,758,,,,
38001,050US38001,,,,,,,,,,,,,,,,,,,,,,,,
38003,050US38003,,,,,,,,,,,,,,,,,,,,,,,,
38005,050US38005,,685.35,,,,10465.12,,,,408.13,,,,89,,,,1359,,,,53,,
38007,050US38007,,284.91,,,,6578.19,,,,245.24,,,,79,,,,1824,,,,68,,
38009,050US38009,,,,,,,,,,,,,,,,,,,,,,,,
38011,050US38011,,284.91,,,,6578.19,,,,245.24,,,,79,,,,1824,,,,68,,
38013,050US38013,,,,,,,,,,,,,,,,,,,,,,,,
38015,050US38015,,369.17,,,,10176.24,,,,284.1,,,,230,,,,6340,,,,177,,
38017,050US38017,,246.94,,,,4734.96,,,,242.39,,,,326,,,,6251,,,,320,,
38019,050US38019,,,,,,,,,,,,,,,,,,,,,,,,
38021,050US38021,,,,,,,,,,,,,,,,,,,,,,,,
38023,050US38023,,338.12,,,,13863.06,,,,,,,,4,,,,164,,,,,,
38025,050US38025,,284.91,,,,6578.19,,,,245.24,,,,79,,,,1824,,,,68,,
38027,050US38027,,685.35,,,,10465.12,,,,408.13,,,,89,,,,1359,,,,53,,
38029,050US38029,,390.19,,,,10256.41,,,,278.71,,,,7,,,,184,,,,5,,
38031,050US38031,,,,,,,,,,,,,,,,,,,,,,,,
38033,050US38033,,284.91,,,,6578.19,,,,245.24,,,,79,,,,1824,,,,68,,
38035,050US38035,,,,,,,,,,,,,,,,,,,,,,,,
38037,050US38037,,,,,,,,,,,,,,,,,,,,,,,,
38039,050US38039,,,,,,,,,,,,,,,,,,,,,,,,
38041,050US38041,,284.91,,,,6578.19,,,,245.24,,,,79,,,,1824,,,,68,,
38043,050US38043,,,,,,,,,,,,,,,,,,,,,,,,
38045,050US38045,,,,,,,,,,,,,,,,,,,,,,,,
38047,050US38047,,,,,,,,,,,,,,,,,,,,,,,,
38049,050US38049,,902.38,,,,7933.9,,,,832.06,,,,77,,,,677,,,,71,,
38051,050US38051,,,,,,,,,,,,,,,,,,,,,,,,
38053,050US38053,,286.6,,,,14857.27,,,,171.96,,,,25,,,,1296,,,,15,,
38055,050US38055,,,,,,,,,,,,,,,,,,,,,,,,
38057,050US38057,,,,,,,,,,,,,,,,,,,,,,,,
38059,050US38059,,,,,,,,,,,,,,,,,,,,,,,,
38061,050US38061,,,,,,,,,,,,,,,,,,,,,,,,
38063,050US38063,,685.35,,,,10465.12,,,,408.13,,,,89,,,,1359,,,,53,,
38065,050US38065,,,,,,,,,,,,,,,,,,,,,,,,
38067,050US38067,,,,,,,,,,,,,,,,,,,,,,,,
38069,050US38069,,902.38,,,,7933.9,,,,832.06,,,,77,,,,677,,,,71,,
38071,050US38071,,685.35,,,,10465.12,,,,408.13,,,,89,,,,1359,,,,53,,
38073,050US38073,,,,,,,,,,,,,,,,,,,,,,,,
38075,050US38075,,,,,,,,,,,,,,,,,,,,,,,,
38077,050US38077,,175.64,,,,4469.16,,,,165.89,,,,18,,,,458,,,,17,,
38079,050US38079,,,,,,,,,,,,,,,,,,,,,,,,
38081,050US38081,,,,,,,,,,,,,,,,,,,,,,,,
38083,050US38083,,,,,,,,,,,,,,,,,,,,,,,,
38085,050US38085,,,,,,,,,,,,,,,,,,,,,,,,
38087,050US38087,,284.91,,,,6578.19,,,,245.24,,,,79,,,,1824,,,,68,,
38089,050US38089,,284.91,,,,6578.19,,,,245.24,,,,79,,,,1824,,,,68,,
38091,050US38091,,,,,,,,,,,,,,,,,,,,,,,,
38093,050US38093,,,,,,,,,,,,,,,,,,,,,,,,
38095,050US38095,,902.38,,,,7933.9,,,,832.06,,,,77,,,,677,,,,71,,
38097,050US38097,,,,,,,,,,,,,,,,,,,,,,,,
38099,050US38099,,,,,,,,,,,,,,,,,,,,,,,,
38101,050US38101,,,,,,,,,,,,,,,,,,,,,,,,
38103,050US38103,,902.38,,,,7933.9,,,,832.06,,,,77,,,,677,,,,71,,
38105,050US38105,276,329.56,387.23,313.08,14273.94,13598.35,14273.94,14273.94,,,,,67,80,94,76,3465,3301,3465,3465,,,,
31001,050US31001,,,,,,,,,,,,,,,,,,,,,,,,
31003,050US31003,,,,,,,,,,,,,,,,,,,,,,,,
31005,050US31005,,,,,,,,,,,,,,,,,,,,,,,,
31007,050US31007,,1111.11,,,,13333.33,,,,833.33,,,,4,,,,48,,,,3,,
31009,050US31009,,,,,,,,,,,,,,,,,,,,,,,,
31011,050US31011,,,,,,,,,,,,,,,,,,,,,,,,
31013,050US31013,,,,,,,,,,,,,,,,,,,,,,,,
31015,050US31015,,,,,,,,,,,,,,,,,,,,,,,,
31017,050US31017,,,,,,,,,,,,,,,,,,,,,,,,
31019,050US31019,,,,,,,,,,,,,,,,,,,,,,,,
31021,050US31021,,,,,,,,,,,,,,,,,,,,,,,,
31023,050US31023,,,,,,,,,,,,,,,,,,,,,,,,
31025,050US31025,,,,,,,,,,,,,,,,,,,,,,,,
31027,050US31027,,,,,,,,,,,,,,,,,,,,,,,,
31029,050US31029,,,,,,,,,,,,,,,,,,,,,,,,
31031,050US31031,,,,,,,,,,,,,,,,,,,,,,,,
31033,050US31033,,,,,,,,,,,,,,,,,,,,,,,,
31035,050US31035,,195.59,,,,6426.38,,,,,,,,7,,,,230,,,,,,
31037,050US31037,,,,,,,,,,,,,,,,,,,,,,,,
31039,050US31039,,,,,,,,,,,,,,,,,,,,,,,,
31041,050US31041,,,,,,,,,,,,,,,,,,,,,,,,
31043,050US31043,,,,,,,,,,,,,,,,,,,,,,,,
31045,050US31045,,,,,,,,,,,,,,,,,,,,,,,,
31047,050US31047,,,,,,,,,,,,,,,,,,,,,,,,
31049,050US31049,,,,,,,,,,,,,,,,,,,,,,,,
31051,050US31051,,,,,,,,,,,,,,,,,,,,,,,,
31053,050US31053,,,,,,,,,,,,,,,,,,,,,,,,
31055,050US31055,268.86,284.61,291.97,300.63,4086.73,4081.21,4081.21,4081.21,227.18,257.57,,,1024,1084,1112,1145,15565,15544,15544,15544,865.24,981,,
31057,050US31057,,,,,,,,,,,,,,,,,,,,,,,,
31059,050US31059,,,,,,,,,,,,,,,,,,,,,,,,
31061,050US31061,,,,,,,,,,,,,,,,,,,,,,,,
31063,050US31063,,,,,,,,,,,,,,,,,,,,,,,,
31065,050US31065,,,,,,,,,,,,,,,,,,,,,,,,
31067,050US31067,,,,,,,,,,,,,,,,,,,,,,,,
31069,050US31069,,,,,,,,,,,,,,,,,,,,,,,,
31071,050US31071,,,,,,,,,,,,,,,,,,,,,,,,
31073,050US31073,,,,,,,,,,,,,,,,,,,,,,,,
31075,050US31075,,,,,,,,,,,,,,,,,,,,,,,,
31077,050US31077,,,,,,,,,,,,,,,,,,,,,,,,
31079,050US31079,674.48,674.48,671.88,640.62,11479.17,11479.17,11479.17,11479.17,,,,,259,259,258,246,4408,4408,4408,4408,,,,
31081,050US31081,,,,,,,,,,,,,,,,,,,,,,,,
31083,050US31083,,,,,,,,,,,,,,,,,,,,,,,,
31085,050US31085,,,,,,,,,,,,,,,,,,,,,,,,
31087,050US31087,,,,,,,,,,,,,,,,,,,,,,,,
31089,050US31089,,,,,,,,,,,,,,,,,,,,,,,,
31091,050US31091,,,,,,,,,,,,,,,,,,,,,,,,
31093,050US31093,,,,,,,,,,,,,,,,,,,,,,,,
31095,050US31095,,,,,,,,,,,,,,,,,,,,,,,,
31097,050US31097,,,,,,,,,,,,,,,,,,,,,,,,
31099,050US31099,,,,,,,,,,,,,,,,,,,,,,,,
31101,050US31101,151.19,172.79,,,7937.37,5853.13,,,151.19,172.79,,,7,8,,,367.5,271,,,7,8,,
31103,050US31103,,,,,,,,,,,,,,,,,,,,,,,,
31105,050US31105,,,,,,,,,,,,,,,,,,,,,,,,
31107,050US31107,,,,,,,,,,,,,,,,,,,,,,,,
31109,050US31109,,329.21,,,,4132.3,,,,255.74,,,,708,,,,8887,,,,550,,
31111,050US31111,,741.5,,,,8102.53,,,,643.29,,,,151,,,,1650,,,,131,,
31113,050US31113,,733.5,,,,8557.46,,,,733.5,,,,3,,,,35,,,,3,,
31115,050US31115,,,,,,,,,,,,,,,,,,,,,,,,
31119,050US31119,,,,,,,,,,,,,,,,,,,,,,,,
31117,050US31117,,,,,,,,,,,,,,,,,,,,,,,,
31121,050US31121,,,,,,,,,,,,,,,,,,,,,,,,
31123,050US31123,,,,,,,,,,,,,,,,,,,,,,,,
31125,050US31125,,,,,,,,,,,,,,,,,,,,,,,,
31127,050US31127,,,,,,,,,,,,,,,,,,,,,,,,
31129,050US31129,,,,,,,,,,,,,,,,,,,,,,,,
31131,050US31131,,,,,,,,,,,,,,,,,,,,,,,,
31133,050US31133,,,,,,,,,,,,,,,,,,,,,,,,
31135,050US31135,,188.21,,,,6148.06,,,,188.21,,,,3,,,,98,,,,3,,
31137,050US31137,,,,,,,,,,,,,,,,,,,,,,,,
31139,050US31139,,,,,,,,,,,,,,,,,,,,,,,,
31141,050US31141,,,,,,,,,,,,,,,,,,,,,,,,
31143,050US31143,,,,,,,,,,,,,,,,,,,,,,,,
31145,050US31145,,300.59,,,,4366.4,,,,94.92,,,,19,,,,276,,,,6,,
31147,050US31147,,497.62,,,,6333.41,,,,475.01,,,,22,,,,280,,,,21,,
31149,050US31149,,,,,,,,,,,,,,,,,,,,,,,,
31151,050US31151,,,,,,,,,,,,,,,,,,,,,,,,
31153,050US31153,,,,,,,,,,,,,,,,,,,,,,,,
31155,050US31155,,,,,,,,,,,,,,,,,,,,,,,,
31157,050US31157,,932.82,,,,10873.46,,,,767.93,,,,198,,,,2308,,,,163,,
31159,050US31159,,,,,,,,,,,,,,,,,,,,,,,,
31161,050US31161,,,,,,,,,,,,,,,,,,,,,,,,
31163,050US31163,,,,,,,,,,,,,,,,,,,,,,,,
31165,050US31165,,,,,,,,,,,,,,,,,,,,,,,,
31167,050US31167,,,,,,,,,,,,,,,,,,,,,,,,
31169,050US31169,,,,,,,,,,,,,,,,,,,,,,,,
31171,050US31171,,,,,,,,,,,,,,,,,,,,,,,,
31173,050US31173,,,,,,,,,,,,,,,,,,,,,,,,
31175,050US31175,,,,,,,,,,,,,,,,,,,,,,,,
31177,050US31177,,,,,,,,,,,,,,,,,,,,,,,,
31179,050US31179,,,,,,,,,,,,,,,,,,,,,,,,
31181,050US31181,,,,,,,,,,,,,,,,,,,,,,,,
31183,050US31183,,,,,,,,,,,,,,,,,,,,,,,,
31185,050US31185,,,,,,,,,,,,,,,,,,,,,,,,
33001,050US33001,,225.57,,,,3177.75,,,,188.38,,,,91,,,,1282,,,,76,,
33003,050US33003,,,,,,,,,,,,,,,,,,,,,,,,
33005,050US33005,209.18,211.23,233.79,,4993.75,4993.75,4993.75,,,,,,102,103,114,,2435,2435,2435,,,,,
33007,050US33007,,98.66,,,,1677.14,,,,72.69,,,,19,,,,323,,,,14,,
33009,050US33009,105.14,89.63,108.59,,1789.07,1789.07,1789.07,,,,,,61,52,63,,1038,1038,1038,,,,,
33011,050US33011,,117.89,,,,1184.83,,,,105.61,,,,336,,,,3377,,,,301,,
33013,050US33013,99.34,119.02,117.05,158.36,2525.92,2525.92,2525.92,2525.92,,,,,101,121,119,161,2568,2568,2568,2568,,,,
33015,050US33015,,,,,,,,,,,,,,,,,,,,,,,,
33017,050US33017,,340.71,,,,2867.47,,,,84.63,,,,310,,,,2609,,,,77,,
33019,050US33019,,,,,,,,,,,,,,,,,,,,,,,,
34001,050US34001,,432.63,,,,2935.49,,,,335.09,,,,754,,,,5116,,,,584,,
34003,050US34003,159.5,,,,1281.66,,,,,,,,987,,,,7931,,,,,,,
34005,050US34005,,85.01,,,,816.77,,,,71.83,,,,258,,,,2479,,,,218,,
34007,050US34007,255.87,246.17,230.02,260.28,2024.48,2068.69,2068.69,2068.69,218.01,209.75,,,871,838,783,886,6891.5,7042,7042,7042,742.12,714,,
34009,050US34009,362.23,358.53,375.16,412.12,3903.16,3903.16,3903.16,3903.16,,,,,196,194,203,223,2112,2112,2112,2112,,,,
34011,050US34011,,,,,,,,,,,,,,,,,,,,,,,,
34013,050US34013,,389.81,,,,2092.13,,,,179,,,,2193,,,,11770,,,,1007,,
34015,050US34015,,,,,,,,,,,,,,,,,,,,,,,,
34017,050US34017,,273.12,,,,1407.02,,,,266.66,,,,1352,,,,6965,,,,1320,,
34019,050US34019,,,,,,,,,,,,,,,,,,,,,,,,
34021,050US34021,,176.73,,,,1648.05,,,,159.18,,,,443,,,,4131,,,,399,,
34023,050US34023,,97.33,,,,808.02,,,,87.17,,,,556,,,,4616,,,,498,,
34025,050US34025,,111.89,,,,969.54,,,,104.4,,,,463,,,,4012,,,,432,,
34027,050US34027,,71.12,,,,570.43,,,,59.41,,,,237,,,,1901,,,,198,,
34029,050US34029,,80.96,,,,1048.74,,,,41.83,,,,300,,,,3886,,,,155,,
34031,050US34031,,,,,,,,,,,,,,,,,,,,,,,,
34033,050US34033,857.69,869.91,901.67,889.45,7106.47,7570.13,7570.13,7570.13,460.17,466.72,,,351,356,369,364,2908.25,3098,3098,3098,188.32,191,,
34035,050US34035,,,,,,,,,,,,,,,,,,,,,,,,
34037,050US34037,,,,,,,,,,,,,,,,,,,,,,,,
34039,050US34039,,,,,,,,,,,,,,,,,,,,,,,,
34041,050US34041,,,,,,,,,,,,,,,,,,,,,,,,
35001,050US35001,353.71,356.66,371.42,320.79,3636.79,3755.07,3755.07,3755.07,302.71,293.78,,,1558,1571,1636,1413,16019,16540,16540,16540,1333.37,1294,,
35003,050US35003,,,,,,,,,,,,,,,,,,,,,,,,
35005,050US35005,,550.67,,,,7827.33,,,,349.08,,,,224,,,,3184,,,,142,,
35006,050US35006,,,,,,,,,,,,,,,,,,,,,,,,
35007,050US35007,,974.71,,,,15185.76,,,,,,,,69,,,,1075,,,,,,
35009,050US35009,,481.26,,,,703.88,,,,,,,,147,,,,215,,,,,,
35011,050US35011,,2207.51,,,,22295.81,,,,,,,,20,,,,202,,,,,,
35013,050US35013,,423.7,,,,6467.32,,,,18.75,,,,610,,,,9311,,,,27,,
35015,050US35015,,543.06,,,,10294.62,,,,404.02,,,,207,,,,3924,,,,154,,
35017,050US35017,,525.49,,,,12296.37,,,,,,,,80,,,,1872,,,,,,
35019,050US35019,,,,,,,,,,,,,,,,,,,,,,,,
35021,050US35021,,,,,,,,,,,,,,,,,,,,,,,,
35023,050US35023,,3334.74,,,,60996.2,,,,,,,,79,,,,1445,,,,,,
35025,050US35025,,538.25,,,,14429.7,,,,,,,,251,,,,6729,,,,,,
35027,050US35027,,1764.28,,,,15578.39,,,,,,,,194,,,,1713,,,,,,
35028,050US35028,,40.34,,,,3114.16,,,,,,,,5,,,,386,,,,,,
35029,050US35029,,2559.97,,,,13095.48,,,,,,,,381,,,,1949,,,,,,
35031,050US35031,,296.11,,,,6022.49,,,,296.11,,,,133,,,,2705,,,,133,,
35033,050US35033,,558.18,,,,11378.27,,,,,,,,13,,,,265,,,,,,
35035,050US35035,,475.73,,,,7360.17,,,,,,,,210,,,,3249,,,,,,
35037,050US35037,,1209.09,,,,17802.79,,,,,,,,58,,,,854,,,,,,
35039,050US35039,,295.85,,,,7108.63,,,,,,,,71,,,,1706,,,,,,
35041,050US35041,,396.63,,,,752.79,,,,,,,,49,,,,93,,,,,,
35045,050US35045,,691.9,,,,9743.1,,,,615.6,,,,526,,,,7407,,,,468,,
35047,050US35047,502.09,526,502.09,412.43,12169.75,10585.77,12169.75,12169.75,,,,,84,88,84,69,2036,1771,2036,2036,,,,
35043,050US35043,,126.84,,,,7402.25,,,,,,,,122,,,,7120,,,,,,
35049,050US35049,,277.07,,,,5448.65,,,,,,,,257,,,,5054,,,,,,
35051,050US35051,,,,,,,,,,,,,,,,,,,,,,,,
35053,050US35053,,724.64,,,,13667.47,,,,,,,,72,,,,1358,,,,,,
35055,050US35055,,281.51,,,,8550.75,,,,,,,,56,,,,1701,,,,,,
35057,050US35057,,,,,,,,,,,,,,,,,,,,,,,,
35059,050US35059,,,,,,,,,,,,,,,,,,,,,,,,
35061,050US35061,,273.45,,,,8417.85,,,,,,,,134,,,,4125,,,,,,
32510,050US32510,,,,,,,,,,,,,,,,,,,,,,,,
32001,050US32001,,,,,,,,,,,,,,,,,,,,,,,,
