HEROP_ID,HospMinDis
140US01003010906,9.541423287
140US01021060104,1.263551617
140US01025957604,2.968975331
140US01125010705,12.37419241
140US01125010305,10.62104912
140US01107050402,23.79604959
140US01099076102,6.271896682
140US01125010304,5.538400023
140US01099076101,11.31061953
140US01109189101,1.388554316
140US01079979501,9.913643272
140US01007010007,8.955565333
140US01007010009,4.789982642
140US01011952202,4.090100777
140US01091972901,1.744787912
140US01083020803,8.441993439
140US01115040302,15.25389125
140US01115040209,5.312614636
140US01115040211,2.666312706
140US01115040213,10.31928758
140US01113030907,5.737928431
140US01113030906,7.663532544
140US01043965501,13.05517052
140US01043965002,0.330392451
140US01003010710,0.309766959
140US01003011503,3.236405917
140US01003011604,12.24638444
140US01003011409,5.004359354
140US01003011416,13.46468732
140US01049960702,8.571032048
140US01049960601,11.40220396
140US01033020705,2.637405259
140US01097006412,5.343222826
140US01097006703,12.66018626
140US01097006106,6.369008728
140US01097006411,1.239189885
140US01097003206,0.943462517
140US01081041002,11.84636278
140US01081041001,7.040649157
140US01081041104,2.425798224
140US01081041902,11.22000083
140US01081041901,9.019071827
140US01015001103,4.288178116
140US01103005602,9.50370254
140US01015002002,8.386047326
140US01019955802,6.885053281
140US01059973701,11.84965534
140US01093964701,5.949269544
140US01077011605,8.693930499
140US01077011402,14.28103384
140US01121011302,10.06732213
140US01121011501,9.955243678
140US01101005412,1.714969
140US01071950301,17.1887676
140US01095030804,1.850339893
140US01095030101,8.965120503
140US01095030302,20.54046727
140US01095030502,17.02485688
140US01095030203,11.52805563
140US01095031002,10.78705947
140US01095031001,9.193416288
140US01073014205,6.641677698
140US01073011115,2.794451863
140US01073014415,5.010102569
140US01073011805,3.270582075
140US01073011806,3.353305339
140US01073011303,14.87702709
140US01073010604,4.130923688
140US01073011401,17.23271351
140US01117030616,1.722161687
140US01117030612,4.268381176
140US01117030218,9.248850126
140US01117030351,5.567193807
140US01009050702,11.26441475
140US01009050501,10.91164356
140US01089010801,6.78062922
140US01089010403,12.44423031
140US01089011202,7.680957782
140US01089010102,10.66289433
140US01089010101,17.21173749
140US01089000203,4.033967971
140US01107050300,23.44713299
140US01107050100,22.82627747
140US01119011600,8.204999123
140US01127021700,10.45041399
140US01127021800,11.14995043
140US01127021600,14.60170193
140US01127020400,1.993809258
140US01065040000,17.53104281
140US01099076000,2.644837921
140US01073013400,5.913859721
140US01073013100,4.324859493
140US01073005702,2.600861069
140US01073010706,1.295966568
140US01073011205,6.488233797
140US01073011803,2.916408648
140US01073000100,2.142853677
140US01073001902,0.760671698
140US01073010702,1.872568313
140US01073004701,0.290479982
140US01073002200,0.259351515
140US01073002306,2.21246586
140US01073010801,1.704202621
140US01073012907,3.820037973
140US01073014409,3.840544511
140US01073012200,16.52482546
140US01073012500,6.624119042
140US01073012403,9.006143524
140US01103005101,5.76052429
140US01103005109,2.921603771
140US01103005303,10.60891102
140US01125012800,0.660562824
140US01125012305,3.016567305
140US01125010802,3.127458872
140US01125010404,2.728877279
140US01125012501,7.049816038
140US01125010302,11.10065584
140US01125010201,10.27953861
140US01125010804,1.855233407
140US01125012600,0.713883801
140US01133965800,3.849437212
140US01091973100,19.36113212
140US01095030903,5.543891012
140US01095030401,17.41750884
140US01073000800,3.532336481
