HEROP_ID,ZIP,OtpTmDr,OtpTmDr2,OtpCntDr,OtpMinDis
860US01570,01570,2.918848114528848,5.837696229057696,10,1.963899852829271
860US01571,01571,7.817028216,15.634056432,10,3.4487019033266626
860US01581,01581,3.76072841215,7.5214568243,17,1.9937443133635593
860US01583,01583,9.57311787188,19.14623574376,16,4.72112310063462
860US01585,01585,27.49290091948,54.98580183896,2,13.762908159469143
860US01586,01586,0.0,0.0,17,0.231273166345334
860US01588,01588,11.566935085470002,23.133870170940003,16,7.164583988319285
860US01590,01590,7.83903985945,15.6780797189,15,4.299724017093569
860US01602,01602,3.0956251212400003,6.191250242480001,14,1.5083427930537174
860US01603,01603,1.5680366260880367,3.1360732521760735,15,0.6333446632530982
860US01604,01604,2.8904395161,5.7808790322,18,1.2420578155219184
860US01605,01605,1.9763192288563194,3.9526384577126388,17,0.8525481692635019
860US01606,01606,4.863485222263485,9.72697044452697,16,1.9578378197916293
860US01607,01607,5.27156350313,10.54312700626,17,1.8449690783567183
860US01608,01608,1.90798031337202,3.81596062674404,18,0.712973407149949
860US01609,01609,2.610627905700628,5.221255811401256,16,1.0330319982822398
860US01610,01610,1.9013333334226667,3.8026666668453335,17,0.7913706486301313
860US01611,01611,3.9760457536260456,7.952091507252091,12,2.6129820899282636
860US01612,01612,11.832892753752892,23.665785507505785,12,6.711431950489888
860US01613,01613,1.93,3.86,18,0.74086894090963
860US01653,01653,,,,
860US01655,01655,,,,
860US01701,01701,6.578264690248265,13.15652938049653,25,3.1295240200013525
860US01702,01702,2.545008886685009,5.090017773370018,27,1.1245614543472557
860US01703,01703,5.16,10.32,29,1.8088460251839
860US01704,01704,0.0,0.0,28,0.818637116803482
860US01718,01718,17.74,35.48,16,7.84365554133228
860US01719,01719,17.35,34.7,18,7.04525463111276
860US01720,01720,19.767866148092132,39.535732296184264,18,9.570875603587409
860US01721,01721,6.7238871405100005,13.447774281020001,18,2.810898471351698
860US01730,01730,14.523562804420001,29.047125608840002,29,7.180144647203858
860US01731,01731,10.31202977,20.62405954,27,3.661836386800568
860US01740,01740,7.7797810216,15.5595620432,21,6.453804627448713
860US01741,01741,13.6275449824,27.2550899648,16,6.473889436648529
860US01742,01742,16.71146876167,33.42293752334,23,7.630685474260145
860US01745,01745,8.48,16.96,27,4.97567763494568
860US01746,01746,9.04168160386,18.08336320772,10,3.7853693049228916
860US01747,01747,5.852001636387998,11.704003272775996,12,2.5196038651281603
860US01748,01748,10.55181005280181,21.10362010560362,17,4.81796546213361
860US01749,01749,14.70840827404841,29.41681654809682,19,8.256517377087365
860US01752,01752,11.91898935947,23.83797871894,19,5.9542868696116145
