HEROP_ID,ZIP,SutTmDr,SutTmDr2,SutCntDr,SutMinDis
860US55945,55945,0.0,0.0,0.0,79.79338286662565
860US55946,55946,74.04862620367136,148.09725240734272,0.0,56.681050042887506
860US55947,55947,48.37831378962,96.75662757924,0.0,43.89964538409069
860US55949,55949,5.41847725696,10.83695451392,0.0,73.28501488253083
860US55950,55950,0.0,0.0,0.0,96.5258981949866
860US55951,55951,0.0,0.0,0.0,104.60873997850301
860US55952,55952,67.11207805208001,134.22415610416002,0.0,67.24022505922166
860US55953,55953,0.0,0.0,0.0,106.44540753841136
860US55954,55954,0.0,0.0,0.0,70.52650262407924
860US55955,55955,84.32937778191062,168.65875556382125,0.0,69.68670466058614
860US55956,55956,6.19561645416,12.39123290832,0.0,69.39340768313554
860US55957,55957,0.0,0.0,0.0,76.37714588121464
860US55959,55959,0.0,0.0,0.0,63.813092986613626
860US55960,55960,0.0,0.0,0.0,76.7611238576751
860US55961,55961,0.0,0.0,0.0,97.18349558701833
860US55962,55962,52.46035988698,104.92071977396,0.0,71.30440240372796
860US55963,55963,52.42821745464,104.85643490928,0.0,68.92635451978873
860US55964,55964,0.0,0.0,0.0,82.81836468611691
860US55965,55965,0.0,0.0,0.0,83.93604179288636
860US55967,55967,0.0,0.0,0.0,100.15656747004354
860US55968,55968,0.0,0.0,0.0,79.79474543759947
860US55969,55969,0.0,0.0,0.0,72.18993639236997
860US55970,55970,0.0,0.0,0.0,99.75079989417269
860US55971,55971,78.94558298788,157.89116597576,0.0,69.90663269670603
860US55972,55972,0.0,0.0,0.0,76.16239266377329
860US55973,55973,0.0,0.0,0.0,89.79195021212324
860US55974,55974,0.0,0.0,0.0,58.08626216478268
860US55975,55975,0.0,0.0,0.0,95.62374480724233
860US55976,55976,0.0,0.0,0.0,92.1985709333409
860US55977,55977,0.0,0.0,0.0,105.64149720792082
860US55979,55979,49.27503579740497,98.55007159480994,0.0,69.87620463834502
860US55981,55981,0.0,0.0,0.0,79.52608171684011
860US55982,55982,0.0,0.0,0.0,90.3960523158454
860US55983,55983,76.93041096008,153.86082192016,0.0,60.55389182073427
860US55985,55985,84.13962241140999,168.27924482281998,0.0,69.02038894422559
860US55987,55987,40.6904889387295,81.380977877459,0.0,57.41740738004447
860US55990,55990,0.0,0.0,0.0,88.15201829017688
860US55991,55991,0.0,0.0,0.0,70.15719642606032
860US55992,55992,77.29210671424,154.58421342848,0.0,61.49308533141931
860US56001,56001,77.12186297316813,154.24372594633627,0.0,65.95724757407758
860US56002,56002,79.09,158.18,0.0,65.9509921166947
860US56003,56003,71.36268788027999,142.72537576055998,0.0,64.92876151181457
860US56007,56007,0.0,0.0,0.0,94.95613415180392
860US56009,56009,0.0,0.0,0.0,95.94532101296673
860US56010,56010,0.0,0.0,0.0,83.66999762921103
860US56011,56011,44.642802847587205,89.28560569517441,0.0,33.24586802745528
860US56013,56013,0.0,0.0,0.0,101.78146614518556
860US56014,56014,0.0,0.0,0.0,100.92799450510987
860US56016,56016,0.0,0.0,0.0,89.65443481983014
860US56017,56017,72.16503267488497,144.33006534976994,0.0,53.392450223511744
860US56019,56019,0.0,0.0,0.0,94.08350919182818
860US56020,56020,0.0,0.0,0.0,99.2145919597878
860US56021,56021,0.0,0.0,0.0,66.02384387816537
860US56022,56022,0.0,0.0,0.0,88.3157244507594
860US56023,56023,0.0,0.0,0.0,91.49259425602156
860US56024,56024,83.16689755477312,166.33379510954623,0.0,61.502709318387375
860US56025,56025,0.0,0.0,0.0,89.32796182964557
860US56026,56026,66.55233690261765,133.1046738052353,0.0,78.87518897321053
860US56027,56027,0.0,0.0,0.0,104.39040923491862
860US56028,56028,72.73818181815,145.4763636363,0.0,54.70020247500683
860US56029,56029,0.0,0.0,0.0,99.20504654972265
860US56031,56031,0.0,0.0,0.0,108.62632312924296
860US56032,56032,0.0,0.0,0.0,86.4756929103413
860US56033,56033,0.0,0.0,0.0,101.127305223177
860US56034,56034,0.0,0.0,0.0,77.34012404910511
860US56035,56035,0.41033171088000003,0.8206634217600001,0.0,88.28263950411039
860US56036,56036,0.0,0.0,0.0,99.69235114545468
860US56037,56037,33.55443136330444,67.10886272660888,0.0,78.4335796736039
860US56039,56039,0.0,0.0,0.0,107.95006495948114
860US56041,56041,0.0,0.0,0.0,82.5818602512819
860US56042,56042,0.7045689937,1.4091379874,0.0,86.24540402492961
860US56043,56043,0.0,0.0,0.0,96.97383033422061
860US56044,56044,44.56405099644,89.12810199288,0.0,40.2789974564507
860US56045,56045,0.0,0.0,0.0,88.3262640474632
860US56046,56046,81.73,163.46,0.0,72.0847870505687
860US56047,56047,,,,
860US56048,56048,81.08064817454064,162.16129634908128,0.0,63.10528048380912
860US56050,56050,71.37320703820001,142.74641407640001,0.0,55.19246596441171
860US56051,56051,0.0,0.0,0.0,101.12252344001854
860US56052,56052,61.6687960717,123.3375921434,0.0,47.40284826866674
860US56054,56054,0.0,0.0,0.0,65.65609841456563
860US56055,56055,0.0,0.0,0.0,75.08490942323039
860US56056,56056,0.0,0.0,0.0,92.7050055131111
860US56057,56057,69.88184431580001,139.76368863160002,0.0,49.385689289735986
860US56058,56058,51.61203318842796,103.22406637685592,0.0,45.54866614763997
860US56060,56060,0.0,0.0,0.0,94.14401624064261
860US56062,56062,0.0,0.0,0.0,88.02828367286465
860US56063,56063,80.32755568842,160.65511137684,0.0,59.3671328926143
860US56065,56065,0.13695682337,0.27391364674,0.0,79.55796606269318
860US56068,56068,0.0,0.0,0.0,86.68095406407465
860US56069,56069,57.16005168008994,114.32010336017989,0.0,44.596949754998526
860US56071,56071,44.40373482622,88.80746965244,0.0,33.24456006995972
860US56072,56072,15.26195852013804,30.52391704027608,0.0,76.25762928599136
860US56073,56073,0.0,0.0,0.0,73.60327004503702
860US56074,56074,0.0,0.0,0.0,58.56272745154722
860US56078,56078,11.67913876766,23.35827753532,0.0,77.69114297673441
860US56080,56080,87.31,174.62,0.0,70.5257793401993
860US56081,56081,0.0,0.0,0.0,92.74190185985024
860US56082,56082,52.561145746748856,105.12229149349771,0.0,55.70041458516021
860US56083,56083,0.0,0.0,0.0,105.61570964559547
860US56084,56084,,,,
860US56085,56085,0.0,0.0,0.0,80.98642254091581
860US56087,56087,0.0,0.0,0.0,95.25150775017872
860US56088,56088,0.0,0.0,0.0,100.26168774569676
