GEOID,HEROP_ID,MhCntDr,MhTmDr,MhTmDr2
13021012102,140US13021012102,3,6.18,12.36
13039010403,140US13039010403,2,7.11,14.22
13033950101,140US13033950101,3,19.89,39.78
13035150101,140US13035150101,4,17.2,34.4
13227050102,140US13227050102,1,26.05,52.1
13045910704,140US13045910704,7,0,0
13069010401,140US13069010401,1,10.07,20.14
13071970102,140US13071970102,4,22.17,44.34
13085970203,140US13085970203,11,0,0
13135050722,140US13135050722,40,7.26,14.52
13147960103,140US13147960103,2,12.47,24.94
13291000207,140US13291000207,1,0,0
13089023325,140US13089023325,46,14.74,29.48
13089023437,140US13089023437,49,7.55,15.1
13089023445,140US13089023445,64,4.68,9.36
13089021506,140US13089021506,73,4.18,8.36
13063040423,140US13063040423,46,0,0
13067031001,140US13067031001,58,7.26,14.52
13031110604,140US13031110604,2,16.27,32.54
13067031007,140US13067031007,48,9.91,19.82
13059001900,140US13059001900,9,3.32,6.64
13121011442,140US13121011442,57,10.01,20.02
13135050588,140US13135050588,17,10.22,20.44
13047030501,140US13047030501,18,4.72,9.44
13219030600,140US13219030600,9,19.59,39.18
13245000100,140US13245000100,8,4.82,9.64
13245001000,140US13245001000,9,4.25,8.5
13089023000,140US13089023000,67,2.86,5.72
13089022700,140US13089022700,66,3.09,6.18
13111050400,140US13111050400,0,31.29,62.58
13213010500,140US13213010500,1,15.36,30.72
13127000900,140US13127000900,2,9.81,19.62
13097080506,140US13097080506,18,20.26,40.52
13139001502,140US13139001502,18,14.56,29.12
13051010817,140US13051010817,9,15.08,30.16
13135050465,140US13135050465,59,10.16,20.32
13067030261,140US13067030261,22,7.68,15.36
13135050747,140US13135050747,23,10.48,20.96
13135050625,140US13135050625,12,14.57,29.14
13135050230,140US13135050230,64,4.1,8.2
13135050114,140US13135050114,33,13.78,27.56
13285960201,140US13285960201,1,13.74,27.48
13147960300,140US13147960300,2,19.42,38.84
13135050448,140US13135050448,62,5.31,10.62
13135050750,140US13135050750,46,10.07,20.14
13135050336,140US13135050336,67,0,0
13135050570,140US13135050570,25,7.67,15.34
13211010500,140US13211010500,2,26.54,53.08
13003960300,140US13003960300,4,21.29,42.58
13185011402,140US13185011402,7,3.82,7.64
13293010300,140US13293010300,1,12.3,24.6
13025960201,140US13025960201,1,20.31,40.62
13241970102,140US13241970102,0,50.15,100.3
13045910202,140US13045910202,7,12.33,24.66
13069010301,140US13069010301,1,26.94,53.88
13091960302,140US13091960302,0,47.63,95.26
13057091006,140US13057091006,20,11.04,22.08
13297110508,140US13297110508,14,17.99,35.98
13121010525,140US13121010525,46,7.57,15.14
13121008906,140US13121008906,69,6.63,13.26
13121010132,140US13121010132,70,0,0
13121011439,140US13121011439,61,6.93,13.86
13121010535,140US13121010535,25,8.2,16.4
13121008204,140US13121008204,64,6.71,13.42
13295020506,140US13295020506,10,15.55,31.1
13151070116,140US13151070116,31,5.58,11.16
13151070407,140US13151070407,10,16.45,32.9
13063040425,140US13063040425,37,8.09,16.18
13115001301,140US13115001301,4,5.36,10.72
13143010401,140US13143010401,2,11.45,22.9
13121010518,140US13121010518,43,6.2,12.4
13139000601,140US13139000601,7,5.71,11.42
13247060311,140US13247060311,26,4.82,9.64
13057090507,140US13057090507,9,14.65,29.3
13177020302,140US13177020302,4,14.96,29.92
13217100203,140US13217100203,5,11.29,22.58
13257970402,140US13257970402,2,19.8,39.6
13163960200,140US13163960200,0,39.03,78.06
13135050430,140US13135050430,56,10.01,20.02
13315960200,140US13315960200,1,29.87,59.74
13237960104,140US13237960104,0,34.22,68.44
13275960501,140US13275960501,6,8.35,16.7
13063040527,140US13063040527,34,4.05,8.1
13089023424,140US13089023424,56,4.75,9.5
13013180502,140US13013180502,13,8.88,17.76
13121003500,140US13121003500,75,0.74,1.48
13121004400,140US13121004400,73,1.12,2.24
13153020600,140US13153020600,4,24.95,49.9
13067030405,140US13067030405,62,6.34,12.68
13095000400,140US13095000400,4,5.42,10.84
13253200200,140US13253200200,1,27.36,54.72
13077170802,140US13077170802,0,30.3,60.6
13103030205,140US13103030205,1,11.03,22.06
13063040306,140US13063040306,53,5.64,11.28
13223120108,140US13223120108,8,10.73,21.46
13067030109,140US13067030109,16,5.67,11.34
13031110401,140US13031110401,2,0,0
13051011500,140US13051011500,0,,
13119890101,140US13119890101,1,28.32,56.64
13255161100,140US13255161100,5,0,0
13267950300,140US13267950300,1,25.27,50.54
13019970600,140US13019970600,5,21.26,42.52
13069010200,140US13069010200,2,19.43,38.86
13185010700,140US13185010700,4,15.87,31.74
13135050327,140US13135050327,66,2.91,5.82
13113140203,140US13113140203,22,15.31,30.62
13245010512,140US13245010512,2,5.03,10.06
13089023324,140US13089023324,46,10.59,21.18
13089021818,140US13089021818,69,3.07,6.14
13135050561,140US13135050561,63,5.92,11.84
13135050628,140US13135050628,20,8.18,16.36
13135050441,140US13135050441,61,4.57,9.14
13135050757,140US13135050757,40,8.07,16.14
13215000400,140US13215000400,6,4.47,8.94
13137000601,140US13137000601,6,10.14,20.28
13153020113,140US13153020113,4,11.82,23.64
13313000104,140US13313000104,10,21.75,43.5
13135050244,140US13135050244,49,10.42,20.84
13135050333,140US13135050333,65,3.98,7.96
13135050551,140US13135050551,39,8.12,16.24
13223120303,140US13223120303,6,10.95,21.9
13083040300,140US13083040300,1,15.69,31.38
13317010301,140US13317010301,0,36.82,73.64
13117130305,140US13117130305,18,10.2,20.4
13055010300,140US13055010300,1,20.72,41.44
13051004400,140US13051004400,10,2.75,5.5
13017960200,140US13017960200,0,44.92,89.84
13165960200,140US13165960200,2,26,52
13121010312,140US13121010312,52,5.93,11.86
13121010126,140US13121010126,68,2.89,5.78
13139000800,140US13139000800,7,2.68,5.36
13121008500,140US13121008500,66,5.34,10.68
13039010407,140US13039010407,2,6.98,13.96
13195020600,140US13195020600,1,24.94,49.88
13223120306,140US13223120306,10,7.61,15.22
13121011306,140US13121011306,47,7.5,15
13047030304,140US13047030304,12,20.15,40.3
13117130505,140US13117130505,11,13.7,27.4
13217100702,140US13217100702,7,4.93,9.86
13153021114,140US13153021114,2,10.93,21.86
13127000406,140US13127000406,2,6.48,12.96
13039010604,140US13039010604,2,13.28,26.56
13139000204,140US13139000204,6,15.84,31.68
13123080302,140US13123080302,1,24.59,49.18
13169030105,140US13169030105,3,9.77,19.54
13269950200,140US13269950200,1,20.45,40.9
13157010200,140US13157010200,4,12.9,25.8
13097080204,140US13097080204,39,9.26,18.52
13113140104,140US13113140104,27,7.8,15.6
13219030101,140US13219030101,10,14.19,28.38
13151070508,140US13151070508,9,18.14,36.28
13063040635,140US13063040635,36,6.56,13.12
13063040609,140US13063040609,36,6.49,12.98
13139001303,140US13139001303,11,5.25,10.5
13135050556,140US13135050556,62,4.22,8.44
13135050631,140US13135050631,21,12.38,24.76
13047030403,140US13047030403,14,7.83,15.66
13187960204,140US13187960204,5,0,0
13185010604,140US13185010604,5,6.15,12.3
13295020702,140US13295020702,2,23.4,46.8
13057090606,140US13057090606,11,17.23,34.46
13057090805,140US13057090805,23,12.82,25.64
13279970101,140US13279970101,4,19.84,39.68
13221960300,140US13221960300,0,30.77,61.54
13077170408,140US13077170408,15,20.22,40.44
13135050240,140US13135050240,43,13.2,26.4
13135050449,140US13135050449,62,6.41,12.82
13135050112,140US13135050112,30,14.33,28.66
13177020101,140US13177020101,4,9.88,19.76
13045910400,140US13045910400,3,0,0
13247060204,140US13247060204,28,6.48,12.96
13015961001,140US13015961001,1,22.91,45.82
13217100101,140US13217100101,6,8.66,17.32
13219030104,140US13219030104,10,10.95,21.9
13009970202,140US13009970202,0,43.64,87.28
13129970901,140US13129970901,2,19.09,38.18
13115000403,140US13115000403,4,6.81,13.62
13135050321,140US13135050321,65,3.12,6.24
13103030204,140US13103030204,1,21.23,42.46
13059030102,140US13059030102,9,0,0
13091960301,140US13091960301,0,51.44,102.88
13115000900,140US13115000900,5,4.63,9.26
13321950100,140US13321950100,2,25.59,51.18
13045910201,140US13045910201,7,10.32,20.64
13021013702,140US13021013702,4,1.58,3.16
13211010400,140US13211010400,1,18.87,37.74
13083040200,140US13083040200,2,14.72,29.44
13059000900,140US13059000900,9,2.62,5.24
13143010201,140US13143010201,4,16.99,33.98
13157010109,140US13157010109,12,15.03,30.06
13005970100,140US13005970100,3,25.53,51.06
13213010201,140US13213010201,0,52.35,104.7
13021013800,140US13021013800,4,0,0
13121010006,140US13121010006,70,2.89,5.78
13121011430,140US13121011430,60,5.68,11.36
13121000501,140US13121000501,72,3.28,6.56
13175950800,140US13175950800,2,10.48,20.96
13217100202,140US13217100202,6,8.42,16.84
13189950300,140US13189950300,1,27.78,55.56
13247060201,140US13247060201,37,4.8,9.6
13297110602,140US13297110602,8,12.6,25.2
13121010128,140US13121010128,65,6.02,12.04
13139000502,140US13139000502,5,9.73,19.46
13153021116,140US13153021116,4,9.57,19.14
13039010500,140US13039010500,0,,
13089023111,140US13089023111,65,2.88,5.76
13021011701,140US13021011701,3,5.74,11.48
13115001800,140US13115001800,4,7.95,15.9
13021010500,140US13021010500,4,3.01,6.02
13235950100,140US13235950100,0,39.35,78.7
13097080406,140US13097080406,7,22.45,44.9
13151070213,140US13151070213,5,20.67,41.34
13307960200,140US13307960200,0,32.78,65.56
13151070109,140US13151070109,33,12.2,24.4
13313000200,140US13313000200,1,14.23,28.46
13261950700,140US13261950700,2,6.07,12.14
13067030414,140US13067030414,67,4.82,9.64
13121006300,140US13121006300,69,2.28,4.56
13121011301,140US13121011301,58,4.97,9.94
13121007100,140US13121007100,65,5.75,11.5
13067031113,140US13067031113,68,3.82,7.64
13117130607,140US13117130607,32,7.59,15.18
13095001500,140US13095001500,4,3.19,6.38
13253200300,140US13253200300,0,33.11,66.22
13089023506,140US13089023506,65,2.63,5.26
13087970400,140US13087970400,2,10.07,20.14
13051010813,140US13051010813,10,9.68,19.36
13025960202,140US13025960202,1,0,0
13139001406,140US13139001406,14,3.04,6.08
13151070120,140US13151070120,34,4.12,8.24
13247060409,140US13247060409,14,13.6,27.2
13057091105,140US13057091105,21,10.65,21.3
13051010701,140US13051010701,11,14.96,29.92
13063040302,140US13063040302,55,8.52,17.04
13227050201,140US13227050201,1,13.24,26.48
13089021820,140US13089021820,73,2.95,5.9
13135050573,140US13135050573,41,6.18,12.36
13073030603,140US13073030603,5,3.18,6.36
13215010109,140US13215010109,6,8.46,16.92
13121010130,140US13121010130,69,2.55,5.1
13121009407,140US13121009407,72,2.37,4.74
13067031413,140US13067031413,42,2.94,5.88
13089023429,140US13089023429,52,6.49,12.98
13067030249,140US13067030249,40,3.6,7.2
13051011108,140US13051011108,8,14,28
13095011400,140US13095011400,4,2.64,5.28
13089023212,140US13089023212,60,3.43,6.86
13121008302,140US13121008302,66,5.3,10.6
13255160101,140US13255160101,12,13.32,26.64
13151070504,140US13151070504,14,14.82,29.64
13067031411,140US13067031411,40,6.71,13.42
13089023220,140US13089023220,64,5.25,10.5
13067030250,140US13067030250,31,8.04,16.08
13089020802,140US13089020802,66,2.68,5.36
13115000500,140US13115000500,4,3.34,6.68
13095000700,140US13095000700,4,2.65,5.3
13089021421,140US13089021421,70,2.36,4.72
13089021914,140US13089021914,55,8.54,17.08
13051003000,140US13051003000,10,1.28,2.56
13097080607,140US13097080607,19,19.2,38.4
13277960302,140US13277960302,2,4.75,9.5
13121005000,140US13121005000,67,2.6,5.2
13089021604,140US13089021604,71,4.5,9
13135050522,140US13135050522,33,4.25,8.5
13113140102,140US13113140102,23,6.77,13.54
13121011631,140US13121011631,53,5.8,11.6
13135050583,140US13135050583,41,4.59,9.18
13135050763,140US13135050763,35,0,0
13021010400,140US13021010400,4,3.95,7.9
13013180106,140US13013180106,13,5.17,10.34
13021013506,140US13021013506,4,13.26,26.52
13153020111,140US13153020111,4,14.06,28.12
13059001700,140US13059001700,9,0,0
13223120105,140US13223120105,6,12.43,24.86
13105000200,140US13105000200,1,16.42,32.84
13067030369,140US13067030369,54,6.4,12.8
13067031215,140US13067031215,69,5.91,11.82
13089021418,140US13089021418,72,1.6,3.2
13089020901,140US13089020901,68,1.9,3.8
13135050308,140US13135050308,62,2.78,5.56
13245010602,140US13245010602,9,16.07,32.14
13121011659,140US13121011659,52,9.11,18.22
13121011429,140US13121011429,58,6.84,13.68
13131950300,140US13131950300,4,0,0
13297110102,140US13297110102,10,14.02,28.04
13067030241,140US13067030241,22,9.64,19.28
13067030358,140US13067030358,56,0,0
13067031324,140US13067031324,47,6.31,12.62
13149970300,140US13149970300,0,32.05,64.1
13135050311,140US13135050311,64,0,0
13295020800,140US13295020800,0,32.51,65.02
13043950200,140US13043950200,1,0,0
13121010801,140US13121010801,62,5.45,10.9
13121010531,140US13121010531,50,5.67,11.34
13063040529,140US13063040529,37,3.54,7.08
13119890402,140US13119890402,3,27.06,54.12
13015960901,140US13015960901,7,19.34,38.68
13121010108,140US13121010108,64,7.04,14.08
13053020206,140US13053020206,3,27.08,54.16
13057090907,140US13057090907,33,8.3,16.6
13135050574,140US13135050574,60,5.24,10.48
13275960602,140US13275960602,4,7.52,15.04
13225040104,140US13225040104,4,13.4,26.8
13147960101,140US13147960101,1,17.41,34.82
13073030312,140US13073030312,5,9.6,19.2
13051010815,140US13051010815,10,13.73,27.46
13089021219,140US13089021219,71,4.04,8.08
13089023216,140US13089023216,63,3.56,7.12
13089021227,140US13089021227,70,2.31,4.62
13067030602,140US13067030602,44,10.52,21.04
13051010707,140US13051010707,10,17.92,35.84
13053020203,140US13053020203,6,20.83,41.66
13063040204,140US13063040204,54,2.69,5.38
13179010101,140US13179010101,3,14.62,29.24
13089021306,140US13089021306,70,4.68,9.36
13121008907,140US13121008907,67,5.72,11.44
13135050236,140US13135050236,63,5.72,11.44
13021013603,140US13021013603,4,12.55,25.1
13073030201,140US13073030201,5,6.33,12.66
13095001403,140US13095001403,4,4.87,9.74
13039010602,140US13039010602,1,29.89,59.78
15003002003,140US15003002003,11,5.38,10.76
15003011105,140US15003011105,11,2.94,5.88
15003010601,140US15003010601,11,3.76,7.52
15003010903,140US15003010903,11,0,0
15003004900,140US15003004900,11,1.77,3.54
15003001400,140US15003001400,11,2.73,5.46
15007940000,140US15007940000,1,12.18,24.36
15001020202,140US15001020202,2,10.88,21.76
15009030706,140US15009030706,0,,
15003980000,140US15003980000,7,13.36,26.72
15003003604,140US15003003604,11,2.77,5.54
15003005100,140US15003005100,11,0,0
15003010602,140US15003010602,11,3.6,7.2
15003001700,140US15003001700,11,4.97,9.94
15007040302,140US15007040302,1,0,0
15003003408,140US15003003408,11,1.16,2.32
15003007508,140US15003007508,11,8.71,17.42
15003011401,140US15003011401,12,5.68,11.36
15003008008,140US15003008008,12,6.15,12.3
15003004802,140US15003004802,11,3.31,6.62
15003008935,140US15003008935,12,5.85,11.7
15003008010,140US15003008010,11,6.9,13.8
15003002403,140US15003002403,11,3.49,6.98
15003003802,140US15003003802,11,2.75,5.5
15003003410,140US15003003410,11,1.71,3.42
15003009508,140US15003009508,0,,
15009030712,140US15009030712,0,,
15003008939,140US15003008939,9,11.78,23.56
15001021015,140US15001021015,1,27.44,54.88
15001020702,140US15001020702,2,6.38,12.76
15003008702,140US15003008702,12,0,0
15003008302,140US15003008302,5,11.6,23.2
15003010904,140US15003010904,11,2.51,5.02
15003005800,140US15003005800,11,2.96,5.92
15003000800,140US15003000800,11,1.17,2.34
15003010901,140US15003010901,11,3.48,6.96
15003006302,140US15003006302,11,0.58,1.16
15003007804,140US15003007804,11,7.35,14.7
15009030901,140US15009030901,0,,
15009031404,140US15009031404,0,,
15003000114,140US15003000114,7,12.55,25.1
15003000402,140US15003000402,11,6.17,12.34
15003005500,140US15003005500,11,0.86,1.72
15003001803,140US15003001803,11,5.77,11.54
15003008930,140US15003008930,10,11.24,22.48
15003001804,140US15003001804,11,6.37,12.74
15001021003,140US15001021003,2,23.67,47.34
15003008944,140US15003008944,9,12.34,24.68
15003003411,140US15003003411,11,1.9,3.8
15001021511,140US15001021511,4,8.36,16.72
15003008938,140US15003008938,12,2.17,4.34
15003001601,140US15003001601,11,4.09,8.18
15003003409,140US15003003409,11,1.01,2.02
15003000122,140US15003000122,7,13.46,26.92
15003006814,140US15003006814,11,4.64,9.28
15003003605,140US15003003605,11,2.43,4.86
15003009803,140US15003009803,2,1.84,3.68
15003001501,140US15003001501,11,4.13,8.26
15003008418,140US15003008418,5,12.07,24.14
15003009510,140US15003009510,0,,
15003003504,140US15003003504,11,1.73,3.46
15003008629,140US15003008629,8,12.59,25.18
15003008633,140US15003008633,8,11.4,22.8
15003006816,140US15003006816,11,5.75,11.5
15003004201,140US15003004201,11,1.12,2.24
15003008630,140US15003008630,7,13.11,26.22
15003008941,140US15003008941,9,10.52,21.04
15003008948,140US15003008948,12,5.46,10.92
15003006819,140US15003006819,11,3.72,7.44
15003002204,140US15003002204,11,4.94,9.88
15009030711,140US15009030711,0,,
15009031107,140US15009031107,0,,
15007040401,140US15007040401,1,22.08,44.16
15003006900,140US15003006900,11,4.36,8.72
15003006301,140US15003006301,11,0,0
15003003501,140US15003003501,11,2.38,4.76
15009031102,140US15009031102,0,,
15001021502,140US15001021502,4,13.73,27.46
15003002005,140US15003002005,11,4.11,8.22
15003003603,140US15003003603,11,2.13,4.26
15003008921,140US15003008921,12,4.14,8.28
15003008410,140US15003008410,7,9.43,18.86
15003008928,140US15003008928,9,13.08,26.16
15001022102,140US15001022102,0,35.92,71.84
15003006000,140US15003006000,11,3.36,6.72
15003005400,140US15003005400,11,0.72,1.44
15003010503,140US15003010503,11,0,0
15003006813,140US15003006813,11,5.57,11.14
15003003801,140US15003003801,11,3.55,7.1
15003009202,140US15003009202,5,17.24,34.48
15003008415,140US15003008415,8,8.84,17.68
15003000904,140US15003000904,11,4.18,8.36
15003006818,140US15003006818,11,5.01,10.02
15009031105,140US15009031105,0,,
15003002401,140US15003002401,11,4,8
15003006401,140US15003006401,11,1.89,3.78
15003008417,140US15003008417,10,8.26,16.52
15003008801,140US15003008801,12,1.96,3.92
15003002301,140US15003002301,11,4.59,9.18
15003001202,140US15003001202,11,5.18,10.36
15003006815,140US15003006815,11,3.72,7.44
15003009509,140US15003009509,0,,
15003003104,140US15003003104,11,6.67,13.34
15003003413,140US15003003413,11,2.2,4.4
15003003503,140US15003003503,11,1.83,3.66
15001021203,140US15001021203,0,60.44,120.88
15003940006,140US15003940006,5,10.53,21.06
15003000115,140US15003000115,6,13.8,27.6
15003008012,140US15003008012,11,7.16,14.32
15003008936,140US15003008936,12,4.72,9.44
15003008405,140US15003008405,10,8.19,16.38
15001022000,140US15001022000,0,68.69,137.38
15003002600,140US15003002600,11,3.06,6.12
15003001801,140US15003001801,11,6,12
15007040800,140US15007040800,0,67.28,134.56
15007040204,140US15007040204,1,12.27,24.54
15003004702,140US15003004702,11,2.35,4.7
15003981803,140US15003981803,0,,
15003002203,140US15003002203,11,4.08,8.16
15003003702,140US15003003702,11,3.9,7.8
15003010905,140US15003010905,11,1.25,2.5
15003004000,140US15003004000,11,1.66,3.32
15003008950,140US15003008950,11,5.23,10.46
15003008704,140US15003008704,11,6.1,12.2
15003008009,140US15003008009,12,5.11,10.22
15003008932,140US15003008932,9,10.43,20.86
15009030713,140US15009030713,0,,
15003007100,140US15003007100,11,8.61,17.22
15009031402,140US15009031402,0,,
15009031601,140US15009031601,0,,
15009030903,140US15009030903,0,,
15003008937,140US15003008937,12,2.84,5.68
15003003701,140US15003003701,11,3.25,6.5
15003008005,140US15003008005,9,14.66,29.32
15003006402,140US15003006402,11,3.78,7.56
15003004600,140US15003004600,11,7.16,14.32
15003981300,140US15003981300,11,4.29,8.58
15003010701,140US15003010701,11,4.23,8.46
15003002500,140US15003002500,11,3.58,7.16
15003009100,140US15003009100,2,20.42,40.84
15003001000,140US15003001000,11,8.58,17.16
15003002302,140US15003002302,11,4.34,8.68
15003002206,140US15003002206,11,4.5,9
15001020100,140US15001020100,2,22.37,44.74
15001020300,140US15001020300,2,0,0
15001021013,140US15001021013,2,11.61,23.22
15003008611,140US15003008611,7,14.1,28.2
15003002004,140US15003002004,11,5.66,11.32
15003003404,140US15003003404,11,0,0
15003003900,140US15003003900,11,2.25,4.5
15003000110,140US15003000110,9,18.22,36.44
15003005000,140US15003005000,11,1.46,2.92
15003007504,140US15003007504,11,7.13,14.26
15003007302,140US15003007302,11,11.03,22.06
15003008408,140US15003008408,6,12.19,24.38
15003008909,140US15003008909,10,10.11,20.22
15003010000,140US15003010000,0,40.35,80.7
15003011106,140US15003011106,10,6.63,13.26
15003008407,140US15003008407,5,10.94,21.88
15009030709,140US15009030709,0,,
15009031501,140US15009031501,0,,
15001021101,140US15001021101,0,63.37,126.74
15005031900,140US15005031900,0,,
15003001300,140US15003001300,11,3.43,6.86
15003008912,140US15003008912,12,2.35,4.7
15003008609,140US15003008609,8,11.95,23.9
15007040105,140US15007040105,1,26.06,52.12
15003008705,140US15003008705,12,2.06,4.12
15003005602,140US15003005602,11,2.35,4.7
15003000905,140US15003000905,11,4.88,9.76
15003002802,140US15003002802,11,7.21,14.42
15003002102,140US15003002102,11,4.97,9.94
15003003606,140US15003003606,11,2.47,4.94
15003008631,140US15003008631,7,14.66,29.32
15003010310,140US15003010310,11,4.18,8.36
15003010204,140US15003010204,1,13.4,26.8
15003009401,140US15003009401,6,15.45,30.9
15003982000,140US15003982000,11,4.98,9.96
15003007817,140US15003007817,11,9.9,19.8
15003007507,140US15003007507,11,6.83,13.66
15003001906,140US15003001906,11,4.14,8.28
15003008943,140US15003008943,9,12.69,25.38
15003008414,140US15003008414,7,10.34,20.68
15003006703,140US15003006703,11,0,0
15003010509,140US15003010509,11,2.93,5.86
15003009301,140US15003009301,6,14.15,28.3
15003002101,140US15003002101,11,4.61,9.22
15003001102,140US15003001102,11,6.62,13.24
15003008413,140US15003008413,7,10.31,20.62
15003001907,140US15003001907,11,4.29,8.58
15003000121,140US15003000121,7,12.64,25.28
15003000117,140US15003000117,6,16.01,32.02
15003004401,140US15003004401,11,2.7,5.4
15003010510,140US15003010510,11,3.17,6.34
15003980200,140US15003980200,11,7.99,15.98
15003940003,140US15003940003,9,13.7,27.4
15003003103,140US15003003103,11,7.76,15.52
15009030304,140US15009030304,0,,
15009031001,140US15009031001,0,,
15009030307,140US15009030307,0,,
15009030305,140US15009030305,0,,
15001021606,140US15001021606,4,0,0
15001021708,140US15001021708,1,0,0
15001021510,140US15001021510,4,9.24,18.48
15003008949,140US15003008949,12,4.63,9.26
15007040205,140US15007040205,1,7.62,15.24
15009030100,140US15009030100,0,,
15009031405,140US15009031405,0,,
15003008918,140US15003008918,10,9.75,19.5
15003008906,140US15003008906,9,11.03,22.06
15003002702,140US15003002702,11,2.92,5.84
15003000700,140US15003000700,11,0,0
15003010702,140US15003010702,11,5,10
15003002701,140US15003002701,11,7.31,14.62
15003000500,140US15003000500,11,2.57,5.14
15003006806,140US15003006806,11,5.28,10.56
15003005300,140US15003005300,11,0,0
15003004500,140US15003004500,11,7.88,15.76
15009031801,140US15009031801,0,,
15003007807,140US15003007807,11,8,16
15003008001,140US15003008001,12,6.36,12.72
15003007701,140US15003007701,11,6.8,13.6
15003007809,140US15003007809,11,10.62,21.24
15003005700,140US15003005700,11,1.98,3.96
15003000200,140US15003000200,6,11.58,23.16
15007040500,140US15007040500,1,13.9,27.8
15001020801,140US15001020801,2,6.86,13.72
15001020900,140US15001020900,2,9.82,19.64
15001021902,140US15001021902,0,39.18,78.36
15001021800,140US15001021800,0,57.1,114.2
15003000108,140US15003000108,7,11.47,22.94
15003009704,140US15003009704,2,4.01,8.02
15003010305,140US15003010305,11,5.42,10.84
15003000301,140US15003000301,9,9.75,19.5
15003008411,140US15003008411,7,9.64,19.28
15003000600,140US15003000600,11,2.16,4.32
15003007400,140US15003007400,11,11.43,22.86
15003980600,140US15003980600,0,,
15003009000,140US15003009000,9,11.52,23.04
15003009801,140US15003009801,2,5.64,11.28
15003010508,140US15003010508,11,3.87,7.74
15003981200,140US15003981200,0,,
15003011201,140US15003011201,11,2.24,4.48
15009032000,140US15009032000,0,,
15009031503,140US15009031503,0,,
15009030800,140US15009030800,0,,
15007040604,140US15007040604,0,32.22,64.44
15003981000,140US15003981000,11,5.06,10.12
15003008926,140US15003008926,6,14.84,29.68
15003981400,140US15003981400,11,6.22,12.44
15001021512,140US15001021512,2,10.44,20.88
15001021513,140US15001021513,3,17.08,34.16
15001021706,140US15001021706,0,32.86,65.72
15001021300,140US15001021300,2,27.41,54.82
15009980000,140US15009980000,0,,
15003008942,140US15003008942,10,11.2,22.4
15003008945,140US15003008945,12,6.35,12.7
15001021108,140US15001021108,0,37.06,74.12
15001021707,140US15001021707,1,7.47,14.94
15003007002,140US15003007002,11,6.21,12.42
15003007001,140US15003007001,11,7.64,15.28
15003006704,140US15003006704,11,3.86,7.72
15003008627,140US15003008627,5,13.88,27.76
15003981802,140US15003981802,0,,
15003007812,140US15003007812,11,7.26,14.52
15003001602,140US15003001602,11,3.13,6.26
15003010103,140US15003010103,1,0,0
15003008626,140US15003008626,7,9.39,18.78
15003008707,140US15003008707,12,2.33,4.66
15003000120,140US15003000120,6,19.13,38.26
15003007815,140US15003007815,11,13.21,26.42
15003009906,140US15003009906,1,29.83,59.66
15003006810,140US15003006810,11,7,14
15003007816,140US15003007816,11,12.69,25.38
15003007813,140US15003007813,11,7.69,15.38
15003006812,140US15003006812,11,4.43,8.86
15003008946,140US15003008946,12,5.88,11.76
15003008623,140US15003008623,11,9.25,18.5
15003009610,140US15003009610,3,3.97,7.94
15003981801,140US15003981801,0,,
15003004102,140US15003004102,11,2.22,4.44
15003004302,140US15003004302,11,1.94,3.88
15003009511,140US15003009511,0,,
15003008951,140US15003008951,11,4.5,9
15009030306,140US15009030306,0,,
15009031505,140US15009031505,0,,
15009030204,140US15009030204,0,,
15003002205,140US15003002205,11,4.94,9.88
15003009609,140US15003009609,3,8.54,17.08
15003011600,140US15003011600,11,9.67,19.34
15003004402,140US15003004402,11,5.29,10.58
15003004101,140US15003004101,11,2.24,4.48
15003010203,140US15003010203,4,17.78,35.56
15003006500,140US15003006500,11,6.85,13.7
15003000118,140US15003000118,6,16.18,32.36
15009031002,140US15009031002,0,,
15009031104,140US15009031104,0,,
15009030406,140US15009030406,0,,
15003000116,140US15003000116,6,14.48,28.96
15003008940,140US15003008940,9,11.82,23.64
15003008011,140US15003008011,11,7.97,15.94
15003009905,140US15003009905,1,25.39,50.78
15003002404,140US15003002404,11,4.09,8.18
15003008632,140US15003008632,11,10.52,21.04
15007040701,140US15007040701,0,39,78
15007040702,140US15007040702,0,36.42,72.84
15007040900,140US15007040900,0,67.28,134.56
15003010202,140US15003010202,1,10.09,20.18
15003000107,140US15003000107,7,17.54,35.08
15003000302,140US15003000302,11,6.97,13.94
15009030902,140US15009030902,0,,
15001020701,140US15001020701,2,4.08,8.16
15009030708,140US15009030708,0,,
15001021011,140US15001021011,1,25.75,51.5
15003011300,140US15003011300,10,11.72,23.44
15003011202,140US15003011202,9,8,16
15003005200,140US15003005200,11,1.08,2.16
15003006202,140US15003006202,11,1.25,2.5
15003008301,140US15003008301,3,15.05,30.1
15003980300,140US15003980300,7,14.76,29.52
15003000901,140US15003000901,11,3.05,6.1
15003009608,140US15003009608,3,14.66,29.32
15003009507,140US15003009507,0,,
15003008628,140US15003008628,11,10.41,20.82
15003001502,140US15003001502,11,3.56,7.12
15003005601,140US15003005601,11,1.87,3.74
15003940007,140US15003940007,4,9.84,19.68
15009031106,140US15009031106,0,,
15003000401,140US15003000401,9,8.24,16.48
15003001201,140US15003001201,11,3.61,7.22
15003008929,140US15003008929,10,10.91,21.82
15001021107,140US15001021107,1,0,0
15007041200,140US15007041200,0,66.42,132.84
15009030501,140US15009030501,0,,
15009031700,140US15009031700,0,,
