HEROP_ID,GEOID,HospCntDr,HospTmDr,HospTmDr2,HospTmDrP,HospTmDrP2,HospAvTmDr,HospAvTmDr2
050US16045,16045,4,3,2,75,50,3,2
050US16047,16047,4,4,1,100,25,4,1
050US16049,16049,6,2,3,33.33,50,2,3
050US16051,16051,6,5,0,83.33,0,5,0
050US16053,16053,6,5,5,83.33,83.33,5,5
050US16055,16055,39,36,28,92.31,71.79,36,28
050US16057,16057,9,6,4,66.67,44.44,6,4
050US16059,16059,3,1,3,33.33,100,1,3
050US16061,16061,3,0,0,0,0,0,0
050US16063,16063,1,0,0,0,0,0,0
050US16065,16065,11,10,1,90.91,9.09,10,1
050US16067,16067,5,4,3,80,60,4,3
050US16069,16069,10,8,7,80,70,8,7
050US16071,16071,1,1,1,100,100,1,1
050US16073,16073,3,2,1,66.67,33.33,2,1
050US16075,16075,5,4,2,80,40,4,2
050US16077,16077,2,1,1,50,50,1,1
050US16079,16079,3,2,1,66.67,33.33,2,1
050US16081,16081,7,7,2,100,28.57,7,2
050US16083,16083,17,16,13,94.12,76.47,16,13
050US16085,16085,4,2,2,50,50,2,2
050US16087,16087,3,1,1,33.33,33.33,1,1
050US17001,17001,19,18,14,94.74,73.68,18,14
050US17003,17003,4,1,0,25,0,1,0
050US17005,17005,4,4,3,100,75,4,3
050US17007,17007,10,10,3,100,30,10,3
050US17009,17009,2,2,0,100,0,2,0
050US17011,17011,10,9,4,90,40,9,4
050US17013,17013,2,0,0,0,0,0,0
050US17015,17015,6,3,0,50,0,3,0
050US17017,17017,5,4,0,80,0,4,0
050US17019,17019,48,48,40,100,83.33,48,40
050US17021,17021,10,9,6,90,60,9,6
050US17023,17023,4,2,0,50,0,2,0
050US17025,17025,4,4,3,100,75,4,3
050US17027,17027,9,9,2,100,22.22,9,2
050US17029,17029,13,13,11,100,84.62,13,11
050US17031,17031,1331,1331,1331,100,100,1331,1331
050US17033,17033,6,6,4,100,66.67,6,4
050US17035,17035,3,2,0,66.67,0,2,0
050US17037,17037,23,23,19,100,82.61,23,19
050US17039,17039,5,4,3,80,60,4,3
050US17041,17041,5,2,0,40,0,2,0
050US17043,17043,219,219,219,100,100,219,219
050US17045,17045,5,4,3,80,60,4,3
050US17047,17047,3,2,0,66.67,0,2,0
050US17049,17049,8,8,4,100,50,8,4
050US17051,17051,7,7,2,100,28.57,7,2
050US17053,17053,5,1,1,20,20,1,1
050US17055,17055,12,12,5,100,41.67,12,5
050US17057,17057,12,11,6,91.67,50,11,6
050US17059,17059,2,1,0,50,0,1,0
050US17061,17061,5,5,1,100,20,5,1
050US17063,17063,10,10,5,100,50,10,5
050US17065,17065,3,3,2,100,66.67,3,2
050US17067,17067,7,3,1,42.86,14.29,3,1
050US17069,17069,2,1,1,50,50,1,1
050US17071,17071,3,3,0,100,0,3,0
050US17073,17073,14,14,10,100,71.43,14,10
050US17075,17075,9,6,2,66.67,22.22,6,2
050US17077,17077,17,17,13,100,76.47,17,13
050US17079,17079,3,2,0,66.67,0,2,0
050US17081,17081,11,11,7,100,63.64,11,7
050US17083,17083,6,6,5,100,83.33,6,5
050US17085,17085,7,5,3,71.43,42.86,5,3
050US17087,17087,4,3,0,75,0,3,0
050US17089,17089,104,104,99,100,95.19,104,99
050US17091,17091,30,30,21,100,70,30,21
050US17093,17093,21,21,16,100,76.19,21,16
050US17095,17095,16,16,12,100,75,16,12
050US17097,17097,159,159,133,100,83.65,159,133
050US17099,17099,28,22,7,78.57,25,22,7
050US17101,17101,5,5,4,100,80,5,4
050US17103,17103,9,9,5,100,55.56,9,5
050US17105,17105,10,8,4,80,40,8,4
050US17107,17107,8,8,7,100,87.5,8,7
050US17109,17109,11,11,8,100,72.73,11,8
050US17111,17111,64,64,48,100,75,64,48
050US17113,17113,47,46,38,97.87,80.85,46,38
050US17115,17115,37,37,32,100,86.49,37,32
050US17117,17117,13,13,7,100,53.85,13,7
050US17119,17119,63,63,57,100,90.48,63,57
050US17121,17121,12,12,9,100,75,12,9
050US17123,17123,5,1,0,20,0,1,0
050US17125,17125,6,6,2,100,33.33,6,2
050US17127,17127,4,4,3,100,75,4,3
050US17129,17129,3,1,0,33.33,0,1,0
050US17131,17131,4,4,2,100,50,4,2
050US17133,17133,7,6,1,85.71,14.29,6,1
050US17135,17135,8,8,6,100,75,8,6
050US17137,17137,10,10,6,100,60,10,6
050US17139,17139,4,3,0,75,0,3,0
050US17141,17141,13,11,3,84.62,23.08,11,3
050US17143,17143,49,48,42,97.96,85.71,48,42
050US17145,17145,6,6,4,100,66.67,6,4
050US17147,17147,4,4,1,100,25,4,1
050US17149,17149,5,4,1,80,20,4,1
050US17151,17151,2,2,0,100,0,2,0
050US17153,17153,2,1,0,50,0,1,0
050US17155,17155,2,2,0,100,0,2,0
050US17157,17157,10,10,8,100,80,10,8
050US17159,17159,5,5,5,100,100,5,5
050US17161,17161,43,43,39,100,90.7,43,39
050US17163,17163,68,68,57,100,83.82,68,57
050US17165,17165,9,9,8,100,88.89,9,8
050US17167,17167,54,54,48,100,88.89,54,48
050US17169,17169,3,3,2,100,66.67,3,2
050US17171,17171,2,1,0,50,0,1,0
050US17173,17173,6,6,3,100,50,6,3
050US17175,17175,2,2,1,100,50,2,1
050US17177,17177,13,13,8,100,61.54,13,8
050US17179,17179,30,30,25,100,83.33,30,25
050US17181,17181,5,5,3,100,60,5,3
050US17183,17183,24,17,12,70.83,50,17,12
050US17185,17185,4,4,4,100,100,4,4
050US17187,17187,5,5,4,100,80,5,4
050US17189,17189,4,4,2,100,50,4,2
050US17191,17191,5,5,2,100,40,5,2
050US17193,17193,5,1,0,20,0,1,0
050US17195,17195,19,19,15,100,78.95,19,15
050US17197,17197,172,172,154,100,89.53,172,154
050US17199,17199,18,18,16,100,88.89,18,16
050US17201,17201,80,80,70,100,87.5,80,70
050US17203,17203,9,8,2,88.89,22.22,8,2
050US18001,18001,7,7,4,100,57.14,7,4
050US18003,18003,96,96,90,100,93.75,96,90
050US18005,18005,16,16,13,100,81.25,16,13
050US18007,18007,3,0,0,0,0,0,0
050US18009,18009,4,4,0,100,0,4,0
050US18011,18011,11,11,8,100,72.73,11,8
050US18013,18013,5,2,0,40,0,2,0
050US18015,18015,7,7,0,100,0,7,0
050US18017,18017,11,11,8,100,72.73,11,8
050US18019,18019,27,27,21,100,77.78,27,21
050US18021,18021,6,6,5,100,83.33,6,5
050US18023,18023,8,8,6,100,75,8,6
050US18025,18025,3,0,0,0,0,0,0
050US18027,18027,8,8,5,100,62.5,8,5
050US18029,18029,13,13,7,100,53.85,13,7
050US18031,18031,6,6,5,100,83.33,6,5
050US18033,18033,9,9,6,100,66.67,9,6
050US18035,18035,34,34,30,100,88.24,34,30
050US18037,18037,9,9,6,100,66.67,9,6
050US18039,18039,45,45,34,100,75.56,45,34
050US18041,18041,7,6,0,85.71,0,6,0
050US18043,18043,20,20,18,100,90,20,18
050US18045,18045,5,4,1,80,20,4,1
050US18047,18047,5,4,1,80,20,4,1
050US18049,18049,6,6,2,100,33.33,6,2
050US18051,18051,8,8,5,100,62.5,8,5
050US18053,18053,16,16,14,100,87.5,16,14
050US18055,18055,9,9,3,100,33.33,9,3
050US18057,18057,57,56,45,98.25,78.95,56,45
050US18059,18059,15,15,13,100,86.67,15,13
050US18061,18061,9,9,1,100,11.11,9,1
050US18063,18063,31,31,30,100,96.77,31,30
050US18065,18065,13,13,10,100,76.92,13,10
050US18067,18067,21,21,20,100,95.24,21,20
050US18069,18069,9,9,8,100,88.89,9,8
050US18071,18071,11,11,9,100,81.82,11,9
050US18073,18073,8,6,1,75,12.5,6,1
050US18075,18075,7,7,4,100,57.14,7,4
050US18077,18077,7,7,6,100,85.71,7,6
050US18079,18079,6,6,3,100,50,6,3
050US18081,18081,28,28,26,100,92.86,28,26
050US18083,18083,11,10,7,90.91,63.64,10,7
050US18085,18085,21,21,12,100,57.14,21,12
050US18087,18087,9,9,5,100,55.56,9,5
050US18089,18089,131,131,129,100,98.47,131,129
050US18091,18091,30,30,26,100,86.67,30,26
050US18093,18093,13,13,9,100,69.23,13,9
050US18095,18095,39,39,34,100,87.18,39,34
050US18097,18097,253,253,253,100,100,253,253
050US18099,18099,12,12,11,100,91.67,12,11
050US18101,18101,3,1,0,33.33,0,1,0
050US18103,18103,10,10,6,100,60,10,6
050US18105,18105,33,33,30,100,90.91,33,30
050US18107,18107,9,6,3,66.67,33.33,6,3
050US18109,18109,17,17,7,100,41.18,17,7
050US18111,18111,4,1,0,25,0,1,0
050US18113,18113,10,10,5,100,50,10,5
050US18115,18115,2,2,0,100,0,2,0
050US18117,18117,6,6,2,100,33.33,6,2
050US18119,18119,6,2,0,33.33,0,2,0
050US18121,18121,5,4,1,80,20,4,1
050US18123,18123,5,5,3,100,60,5,3
050US18125,18125,4,3,0,75,0,3,0
050US18127,18127,42,42,34,100,80.95,42,34
050US18129,18129,7,5,0,71.43,0,5,0
050US18131,18131,4,4,2,100,50,4,2
050US18133,18133,9,9,5,100,55.56,9,5
050US18135,18135,8,8,5,100,62.5,8,5
050US18137,18137,7,5,0,71.43,0,5,0
050US18139,18139,5,5,3,100,60,5,3
050US18141,18141,82,82,77,100,93.9,82,77
050US18143,18143,5,5,5,100,100,5,5
050US18145,18145,10,10,8,100,80,10,8
050US18147,18147,6,6,0,100,0,6,0
050US18149,18149,7,7,5,100,71.43,7,5
050US18151,18151,9,9,6,100,66.67,9,6
050US18153,18153,8,8,6,100,75,8,6
050US18155,18155,3,2,0,66.67,0,2,0
050US18157,18157,43,43,41,100,95.35,43,41
050US18159,18159,5,5,5,100,100,5,5
050US18161,18161,2,2,0,100,0,2,0
050US18163,18163,59,59,56,100,94.92,59,56
050US18165,18165,5,5,4,100,80,5,4
050US18167,18167,32,32,29,100,90.62,32,29
050US18169,18169,8,8,6,100,75,8,6
050US18171,18171,3,3,1,100,33.33,3,1
050US18173,18173,16,16,13,100,81.25,16,13
050US18175,18175,7,7,4,100,57.14,7,4
050US18177,18177,18,18,13,100,72.22,18,13
050US18179,18179,7,7,4,100,57.14,7,4
050US18181,18181,9,9,5,100,55.56,9,5
050US18183,18183,8,8,6,100,75,8,6
050US19001,19001,3,3,3,100,100,3,3
050US19003,19003,2,2,1,100,50,2,1
050US19005,19005,5,5,2,100,40,5,2
050US19007,19007,5,5,1,100,20,5,1
050US19009,19009,3,3,2,100,66.67,3,2
050US19011,19011,7,7,3,100,42.86,7,3
050US19013,19013,39,39,37,100,94.87,39,37
050US19015,19015,7,7,5,100,71.43,7,5
050US19017,19017,8,8,5,100,62.5,8,5
050US19019,19019,6,6,5,100,83.33,6,5
050US19021,19021,6,6,3,100,50,6,3
050US19023,19023,5,5,0,100,0,5,0
050US19025,19025,4,4,1,100,25,4,1
050US19027,19027,6,6,5,100,83.33,6,5
050US19029,19029,5,5,3,100,60,5,3
050US19031,19031,5,5,0,100,0,5,0
050US19033,19033,12,12,9,100,75,12,9
050US19035,19035,5,5,3,100,60,5,3
050US19037,19037,4,4,3,100,75,4,3
050US19039,19039,3,3,3,100,100,3,3
050US19041,19041,5,5,4,100,80,5,4
050US19043,19043,6,6,3,100,50,6,3
050US19045,19045,12,12,10,100,83.33,12,10
050US19047,19047,6,6,3,100,50,6,3
050US19049,19049,19,19,15,100,78.95,19,15
050US19051,19051,2,2,1,100,50,2,1
050US19053,19053,3,3,2,100,66.67,3,2
050US19055,19055,4,4,2,100,50,4,2
050US19057,19057,11,11,9,100,81.82,11,9
050US19059,19059,6,6,4,100,66.67,6,4
050US19061,19061,27,27,24,100,88.89,27,24
050US19063,19063,4,4,3,100,75,4,3
050US19065,19065,7,7,6,100,85.71,7,6
050US19067,19067,5,5,3,100,60,5,3
050US19069,19069,3,3,3,100,100,3,3
050US19071,19071,3,3,3,100,100,3,3
050US19073,19073,4,4,3,100,75,4,3
050US19075,19075,4,4,2,100,50,4,2
050US19077,19077,3,3,1,100,33.33,3,1
050US19079,19079,5,5,3,100,60,5,3
050US19081,19081,4,4,1,100,25,4,1
050US19083,19083,6,6,2,100,33.33,6,2
050US19085,19085,5,4,2,80,40,4,2
050US19087,19087,5,5,5,100,100,5,5
050US19089,19089,3,3,2,100,66.67,3,2
050US19091,19091,4,4,3,100,75,4,3
050US19093,19093,3,3,2,100,66.67,3,2
050US19095,19095,4,4,1,100,25,4,1
050US19097,19097,6,5,2,83.33,33.33,5,2
050US19099,19099,10,10,6,100,60,10,6
050US19101,19101,5,5,4,100,80,5,4
050US19103,19103,36,36,30,100,83.33,36,30
050US19105,19105,7,7,4,100,57.14,7,4
050US19107,19107,4,4,1,100,25,4,1
050US19109,19109,6,6,4,100,66.67,6,4
050US19111,19111,11,6,0,54.55,0,6,0
050US19113,19113,54,54,47,100,87.04,54,47
050US19115,19115,3,2,0,66.67,0,2,0
050US19117,19117,4,4,3,100,75,4,3
050US19119,19119,3,3,2,100,66.67,3,2
050US19121,19121,4,4,3,100,75,4,3
050US19123,19123,7,7,5,100,71.43,7,5
050US19125,19125,10,10,7,100,70,10,7
050US19127,19127,11,11,9,100,81.82,11,9
050US19129,19129,5,5,0,100,0,5,0
050US19131,19131,3,3,1,100,33.33,3,1
050US19133,19133,4,4,2,100,50,4,2
050US19135,19135,3,3,1,100,33.33,3,1
050US19137,19137,4,4,3,100,75,4,3
050US19139,19139,10,10,7,100,70,10,7
050US19141,19141,4,4,2,100,50,4,2
050US19143,19143,2,2,1,100,50,2,1
050US19145,19145,6,6,4,100,66.67,6,4
050US19147,19147,4,4,3,100,75,4,3
050US19149,19149,6,6,3,100,50,6,3
050US19151,19151,3,3,1,100,33.33,3,1
050US19153,19153,112,112,106,100,94.64,112,106
050US19155,19155,30,28,24,93.33,80,28,24
050US19157,19157,5,5,3,100,60,5,3
050US19159,19159,2,2,1,100,50,2,1
050US19161,19161,4,3,3,75,75,3,3
050US19163,19163,48,48,45,100,93.75,48,45
050US19165,19165,4,4,3,100,75,4,3
050US19167,19167,9,9,9,100,100,9,9
050US19169,19169,27,27,24,100,88.89,27,24
050US19171,19171,6,4,0,66.67,0,4,0
050US19173,19173,3,1,0,33.33,0,1,0
050US19175,19175,4,4,2,100,50,4,2
050US19177,19177,2,2,1,100,50,2,1
050US19179,19179,11,11,10,100,90.91,11,10
050US19181,19181,14,13,2,92.86,14.29,13,2
050US19183,19183,6,6,4,100,66.67,6,4
050US19185,19185,3,3,1,100,33.33,3,1
050US19187,19187,13,13,9,100,69.23,13,9
050US19189,19189,3,2,0,66.67,0,2,0
050US19191,19191,5,5,3,100,60,5,3
050US19193,19193,29,29,25,100,86.21,29,25
050US19195,19195,3,2,0,66.67,0,2,0
050US19197,19197,5,5,3,100,60,5,3
050US20001,20001,5,5,4,100,80,5,4
050US20003,20003,2,2,1,100,50,2,1
050US20005,20005,5,5,4,100,80,5,4
050US20007,20007,2,2,2,100,100,2,2
050US20009,20009,8,8,8,100,100,8,8
050US20011,20011,5,4,0,80,0,4,0
050US20013,20013,3,3,2,100,66.67,3,2
050US20015,20015,19,17,13,89.47,68.42,17,13
050US20017,20017,1,0,0,0,0,0,0
050US20019,20019,1,1,1,100,100,1,1
050US20021,20021,6,6,6,100,100,6,6
050US20023,20023,1,1,1,100,100,1,1
050US20025,20025,1,1,1,100,100,1,1
050US20027,20027,2,2,2,100,100,2,2
050US20029,20029,4,4,2,100,50,4,2
050US20031,20031,3,3,2,100,66.67,3,2
050US20033,20033,1,1,1,100,100,1,1
050US20035,20035,11,8,4,72.73,36.36,8,4
050US20037,20037,12,12,11,100,91.67,12,11
050US20039,20039,1,1,1,100,100,1,1
050US20041,20041,6,6,2,100,33.33,6,2
050US20043,20043,3,3,0,100,0,3,0
050US20045,20045,27,26,24,96.3,88.89,26,24
050US20047,20047,2,2,2,100,100,2,2
050US20049,20049,1,0,0,0,0,0,0
050US20051,20051,8,8,8,100,100,8,8
050US20053,20053,2,2,1,100,50,2,1
050US20055,20055,12,12,12,100,100,12,12
050US20057,20057,9,9,9,100,100,9,9
050US20059,20059,6,6,5,100,83.33,6,5
050US20061,20061,11,11,10,100,90.91,11,10
050US20063,20063,1,1,1,100,100,1,1
050US20065,20065,1,1,1,100,100,1,1
050US20067,20067,2,2,2,100,100,2,2
050US20069,20069,2,0,0,0,0,0,0
050US20071,20071,1,1,1,100,100,1,1
050US20073,20073,3,3,2,100,66.67,3,2
050US20075,20075,1,1,1,100,100,1,1
050US20077,20077,3,2,2,66.67,66.67,2,2
050US20079,20079,7,7,5,100,71.43,7,5
050US20081,20081,1,1,1,100,100,1,1
050US20083,20083,1,1,1,100,100,1,1
050US20085,20085,3,3,2,100,66.67,3,2
050US20087,20087,4,4,1,100,25,4,1
050US20089,20089,1,1,1,100,100,1,1
050US20091,20091,154,154,146,100,94.81,154,146
050US20093,20093,1,1,1,100,100,1,1
050US20095,20095,3,3,1,100,33.33,3,1
050US20097,20097,1,1,1,100,100,1,1
050US20099,20099,8,8,5,100,62.5,8,5
050US20101,20101,1,1,1,100,100,1,1
050US20103,20103,19,19,13,100,68.42,19,13
050US20105,20105,1,1,1,100,100,1,1
050US20107,20107,3,2,0,66.67,0,2,0
050US20109,20109,1,1,1,100,100,1,1
050US20111,20111,12,12,10,100,83.33,12,10
050US20113,20113,7,7,4,100,57.14,7,4
050US20115,20115,4,4,2,100,50,4,2
050US20117,20117,4,4,1,100,25,4,1
050US20119,20119,2,2,2,100,100,2,2
050US20121,20121,8,8,3,100,37.5,8,3
050US20123,20123,2,2,1,100,50,2,1
050US20125,20125,12,8,0,66.67,0,8,0
050US20127,20127,2,2,1,100,50,2,1
050US20129,20129,1,1,1,100,100,1,1
050US20131,20131,3,3,2,100,66.67,3,2
050US20133,20133,5,5,3,100,60,5,3
050US20135,20135,1,1,1,100,100,1,1
050US20137,20137,1,1,1,100,100,1,1
050US20139,20139,5,0,0,0,0,0,0
050US20141,20141,1,1,1,100,100,1,1
050US20143,20143,2,2,1,100,50,2,1
050US20145,20145,2,2,2,100,100,2,2
050US20147,20147,3,3,3,100,100,3,3
050US20149,20149,5,4,4,80,80,4,4
050US20151,20151,3,3,3,100,100,3,3
050US20153,20153,1,1,1,100,100,1,1
050US20155,20155,17,16,13,94.12,76.47,16,13
050US20157,20157,3,3,3,100,100,3,3
050US20159,20159,3,3,3,100,100,3,3
050US20161,20161,17,17,15,100,88.24,17,15
050US20163,20163,2,2,1,100,50,2,1
050US20165,20165,1,0,0,0,0,0,0
050US20167,20167,2,2,2,100,100,2,2
050US20169,20169,13,13,13,100,100,13,13
050US20171,20171,1,1,1,100,100,1,1
050US20173,20173,135,135,130,100,96.3,135,130
050US20175,20175,5,5,4,100,80,5,4
050US20177,20177,46,46,42,100,91.3,46,42
050US20179,20179,1,1,1,100,100,1,1
050US20181,20181,2,2,2,100,100,2,2
050US20183,20183,2,2,2,100,100,2,2
050US20185,20185,2,2,1,100,50,2,1
050US20187,20187,1,1,1,100,100,1,1
050US20189,20189,2,2,2,100,100,2,2
050US20191,20191,6,3,1,50,16.67,3,1
050US20193,20193,2,2,2,100,100,2,2
050US20195,20195,1,1,1,100,100,1,1
050US20197,20197,2,1,1,50,50,1,1
050US20199,20199,1,0,0,0,0,0,0
050US20201,20201,2,2,1,100,50,2,1
050US20203,20203,1,1,1,100,100,1,1
050US20205,20205,4,4,3,100,75,4,3
050US20207,20207,2,2,0,100,0,2,0
050US20209,20209,64,64,64,100,100,64,64
050US21001,21001,7,7,3,100,42.86,7,3
050US21003,21003,6,6,5,100,83.33,6,5
050US21005,21005,6,6,1,100,16.67,6,1
050US21007,21007,3,2,0,66.67,0,2,0
050US21009,21009,13,12,9,92.31,69.23,12,9
050US21011,21011,4,4,0,100,0,4,0
050US21013,21013,9,8,4,88.89,44.44,8,4
050US21015,21015,30,30,26,100,86.67,30,26
050US21017,21017,8,8,7,100,87.5,8,7
050US21019,21019,15,15,11,100,73.33,15,11
050US21021,21021,7,7,6,100,85.71,7,6
050US21023,21023,3,0,0,0,0,0,0
050US21025,21025,7,6,3,85.71,42.86,6,3
050US21027,21027,6,6,1,100,16.67,6,1
050US21029,21029,22,20,0,90.91,0,20,0
050US21031,21031,6,1,0,16.67,0,1,0
050US21033,21033,4,4,2,100,50,4,2
050US21035,21035,11,11,8,100,72.73,11,8
050US21037,21037,25,25,20,100,80,25,20
050US21039,21039,3,2,0,66.67,0,2,0
050US21041,21041,3,3,3,100,100,3,3
050US21043,21043,8,3,0,37.5,0,3,0
050US21045,21045,6,6,2,100,33.33,6,2
050US21047,21047,21,21,18,100,85.71,21,18
050US21049,21049,10,10,8,100,80,10,8
050US21051,21051,8,8,3,100,37.5,8,3
050US21053,21053,4,4,4,100,100,4,4
050US21055,21055,4,3,0,75,0,3,0
050US21057,21057,2,2,1,100,50,2,1
050US21059,21059,24,24,19,100,79.17,24,19
050US21061,21061,5,2,0,40,0,2,0
050US21063,21063,3,1,0,33.33,0,1,0
050US21065,21065,6,5,2,83.33,33.33,5,2
050US21067,21067,82,82,81,100,98.78,82,81
050US21069,21069,4,2,2,50,50,2,2
050US21071,21071,14,14,7,100,50,14,7
050US21073,21073,20,19,11,95,55,19,11
050US21075,21075,2,1,0,50,0,1,0
050US21077,21077,3,3,0,100,0,3,0
050US21079,21079,6,5,1,83.33,16.67,5,1
050US21081,21081,7,7,1,100,14.29,7,1
050US21083,21083,10,10,8,100,80,10,8
050US21085,21085,9,9,2,100,22.22,9,2
050US21087,21087,4,4,1,100,25,4,1
050US21089,21089,9,7,5,77.78,55.56,7,5
050US21091,21091,3,3,1,100,33.33,3,1
050US21093,21093,28,28,22,100,78.57,28,22
050US21095,21095,11,6,3,54.55,27.27,6,3
050US21097,21097,5,5,2,100,40,5,2
050US21099,21099,6,6,1,100,16.67,6,1
050US21101,21101,14,14,11,100,78.57,14,11
050US21103,21103,5,4,0,80,0,4,0
050US21105,21105,1,0,0,0,0,0,0
050US21107,21107,13,13,9,100,69.23,13,9
050US21109,21109,5,3,0,60,0,3,0
050US21111,21111,216,216,182,100,84.26,216,182
050US21113,21113,11,11,1,100,9.09,11,1
050US21115,21115,7,7,4,100,57.14,7,4
050US21117,21117,44,44,42,100,95.45,44,42
050US21119,21119,5,4,0,80,0,4,0
050US21121,21121,11,10,5,90.91,45.45,10,5
050US21123,21123,5,5,1,100,20,5,1
050US21125,21125,16,16,10,100,62.5,16,10
050US21127,21127,6,6,2,100,33.33,6,2
050US21129,21129,3,1,0,33.33,0,1,0
050US21131,21131,4,3,1,75,25,3,1
050US21133,21133,10,9,3,90,30,9,3
050US21135,21135,4,2,0,50,0,2,0
050US21137,21137,7,6,3,85.71,42.86,6,3
050US21139,21139,3,3,1,100,33.33,3,1
050US21141,21141,6,6,4,100,66.67,6,4
050US21143,21143,4,3,0,75,0,3,0
050US21145,21145,19,19,17,100,89.47,19,17
050US21147,21147,6,2,0,33.33,0,2,0
050US21149,21149,3,1,0,33.33,0,1,0
050US21151,21151,31,31,24,100,77.42,31,24
050US21153,21153,5,3,0,60,0,3,0
050US21155,21155,6,5,3,83.33,50,5,3
050US21157,21157,10,10,5,100,50,10,5
050US21159,21159,4,1,0,25,0,1,0
050US21161,21161,5,5,2,100,40,5,2
050US21163,21163,9,8,0,88.89,0,8,0
050US21165,21165,2,0,0,0,0,0,0
050US21167,21167,5,5,2,100,40,5,2
050US21169,21169,3,1,0,33.33,0,1,0
050US21171,21171,4,2,2,50,50,2,2
050US21173,21173,7,7,7,100,100,7,7
050US21175,21175,5,5,1,100,20,5,1
050US21177,21177,10,10,4,100,40,10,4
050US21179,21179,11,10,3,90.91,27.27,10,3
050US21181,21181,2,2,0,100,0,2,0
050US21183,21183,8,8,2,100,25,8,2
050US21185,21185,15,15,9,100,60,15,9
050US21187,21187,4,1,0,25,0,1,0
050US21189,21189,2,0,0,0,0,0,0
050US21191,21191,4,2,0,50,0,2,0
050US21193,21193,10,9,5,90,50,9,5
050US21195,21195,22,13,6,59.09,27.27,13,6
050US21197,21197,4,3,1,75,25,3,1
050US21199,21199,21,18,9,85.71,42.86,18,9
050US21201,21201,1,0,0,0,0,0,0
050US21203,21203,5,5,3,100,60,5,3
050US21205,21205,6,6,2,100,33.33,6,2
050US21207,21207,5,4,2,80,40,4,2
050US21209,21209,19,18,16,94.74,84.21,18,16
050US21211,21211,12,12,8,100,66.67,12,8
050US21213,21213,5,5,5,100,100,5,5
050US21215,21215,4,3,0,75,0,3,0
050US21217,21217,7,7,4,100,57.14,7,4
050US21219,21219,4,4,0,100,0,4,0
050US21221,21221,7,7,1,100,14.29,7,1
050US21223,21223,2,2,0,100,0,2,0
050US21225,21225,4,4,1,100,25,4,1
050US21227,21227,27,27,22,100,81.48,27,22
050US21229,21229,4,3,0,75,0,3,0
050US21231,21231,9,5,2,55.56,22.22,5,2
050US21233,21233,4,4,0,100,0,4,0
050US21235,21235,12,11,3,91.67,25,11,3
050US21237,21237,2,2,0,100,0,2,0
050US21239,21239,8,8,7,100,87.5,8,7
050US22001,22001,21,21,17,100,80.95,21,17
050US22003,22003,7,7,5,100,71.43,7,5
050US22005,22005,29,29,25,100,86.21,29,25
050US22007,22007,7,7,1,100,14.29,7,1
050US22009,22009,12,10,7,83.33,58.33,10,7
050US22011,22011,9,6,4,66.67,44.44,6,4
050US22013,22013,5,3,1,60,20,3,1
050US22015,22015,33,28,20,84.85,60.61,28,20
050US22017,22017,74,74,64,100,86.49,74,64
050US22019,22019,56,56,47,100,83.93,56,47
050US22021,22021,3,3,1,100,33.33,3,1
050US22023,22023,4,1,0,25,0,1,0
050US22025,22025,3,1,0,33.33,0,1,0
050US22027,22027,6,6,3,100,50,6,3
050US22029,22029,6,5,5,83.33,83.33,5,5
050US22031,22031,9,9,4,100,44.44,9,4
050US22033,22033,108,108,107,100,99.07,108,107
050US22035,22035,3,2,2,66.67,66.67,2,2
050US22037,22037,5,4,3,80,60,4,3
050US22039,22039,11,10,7,90.91,63.64,10,7
050US22041,22041,6,6,2,100,33.33,6,2
050US22043,22043,7,5,2,71.43,28.57,5,2
050US22045,22045,22,21,15,95.45,68.18,21,15
050US22047,22047,9,6,1,66.67,11.11,6,1
050US22049,22049,5,5,4,100,80,5,4
050US22051,22051,127,126,124,99.21,97.64,126,124
050US22053,22053,8,8,4,100,50,8,4
050US22055,22055,58,58,57,100,98.28,58,57
050US22057,22057,26,26,20,100,76.92,26,20
050US22059,22059,3,3,2,100,66.67,3,2
050US22061,22061,12,12,10,100,83.33,12,10
050US22063,22063,34,34,13,100,38.24,34,13
050US22065,22065,5,5,4,100,80,5,4
050US22067,22067,8,8,4,100,50,8,4
050US22069,22069,11,9,6,81.82,54.55,9,6
050US22071,22071,184,184,182,100,98.91,184,182
050US22073,22073,47,47,41,100,87.23,47,41
050US22075,22075,9,3,3,33.33,33.33,3,3
050US22077,22077,7,7,3,100,42.86,7,3
050US22079,22079,39,37,29,94.87,74.36,37,29
050US22081,22081,2,2,2,100,100,2,2
050US22083,22083,6,6,5,100,83.33,6,5
050US22085,22085,9,5,1,55.56,11.11,5,1
050US22087,22087,17,16,15,94.12,88.24,16,15
050US22089,22089,13,13,10,100,76.92,13,10
050US22091,22091,3,3,2,100,66.67,3,2
050US22093,22093,7,7,4,100,57.14,7,4
050US22095,22095,11,11,9,100,81.82,11,9
050US22097,22097,28,27,22,96.43,78.57,27,22
050US22099,22099,17,16,9,94.12,52.94,16,9
050US22101,22101,16,16,12,100,75,16,12
050US22103,22103,59,59,51,100,86.44,59,51
050US22105,22105,31,28,26,90.32,83.87,28,26
050US22107,22107,3,0,0,0,0,0,0
050US22109,22109,34,32,27,94.12,79.41,32,27
050US22111,22111,6,6,3,100,50,6,3
050US22113,22113,16,16,13,100,81.25,16,13
050US22115,22115,16,16,8,100,50,16,8
050US22117,22117,13,13,6,100,46.15,13,6
