HEROP_ID,GEOID,HospCntDr,HospTmDr,HospTmDr2,HospTmDrP,HospTmDrP2,HospAvTmDr,HospAvTmDr2
050US33007,33007,11,10,4,90.91,36.36,10,4
050US33009,33009,28,25,14,89.29,50,25,14
050US33011,33011,103,100,77,97.09,74.76,100,77
050US33013,33013,39,39,20,100,51.28,39,20
050US33015,33015,72,72,64,100,88.89,72,64
050US33017,33017,30,30,25,100,83.33,30,25
050US33019,33019,11,10,7,90.91,63.64,10,7
050US34001,34001,73,72,54,98.63,73.97,72,54
050US34003,34003,203,203,202,100,99.51,203,202
050US34005,34005,117,116,114,99.15,97.44,116,114
050US34007,34007,129,129,127,100,98.45,129,127
050US34009,34009,32,32,25,100,78.12,32,25
050US34011,34011,41,40,23,97.56,56.1,40,23
050US34013,34013,211,211,211,100,100,211,211
050US34015,34015,69,69,53,100,76.81,69,53
050US34017,34017,183,183,183,100,100,183,183
050US34019,34019,30,30,17,100,56.67,30,17
050US34021,34021,84,84,84,100,100,84,84
050US34023,34023,192,192,181,100,94.27,192,181
050US34025,34025,154,154,151,100,98.05,154,151
050US34027,34027,110,110,97,100,88.18,110,97
050US34029,34029,144,143,120,99.31,83.33,143,120
050US34031,34031,120,120,114,100,95,120,114
050US34033,34033,24,23,9,95.83,37.5,23,9
050US34035,34035,74,74,70,100,94.59,74,70
050US34037,34037,42,42,17,100,40.48,42,17
050US34039,34039,120,120,120,100,100,120,120
050US34041,34041,23,23,16,100,69.57,23,16
050US35001,35001,176,175,165,99.43,93.75,175,165
050US35003,35003,2,0,2,0,100,0,2
050US35005,35005,17,14,13,82.35,76.47,14,13
050US35006,35006,9,5,4,55.56,44.44,5,4
050US35007,35007,3,1,1,33.33,33.33,1,1
050US35009,35009,14,14,12,100,85.71,14,12
050US35011,35011,1,0,1,0,100,0,1
050US35013,35013,61,54,46,88.52,75.41,54,46
050US35015,35015,13,11,10,84.62,76.92,11,10
050US35017,35017,10,6,4,60,40,6,4
050US35019,35019,1,0,1,0,100,0,1
050US35021,35021,1,0,0,0,0,0,0
050US35023,35023,2,0,1,0,50,0,1
050US35025,35025,18,15,4,83.33,22.22,15,4
050US35027,35027,9,6,5,66.67,55.56,6,5
050US35028,35028,4,2,1,50,25,2,1
050US35029,35029,7,5,5,71.43,71.43,5,5
050US35031,35031,33,20,14,60.61,42.42,20,14
050US35033,35033,2,0,1,0,50,0,1
050US35035,35035,21,16,13,76.19,61.9,16,13
050US35037,35037,3,3,2,100,66.67,3,2
050US35039,35039,11,6,6,54.55,54.55,6,6
050US35041,35041,5,4,3,80,60,4,3
050US35043,35043,35,28,24,80,68.57,28,24
050US35045,35045,36,28,18,77.78,50,28,18
050US35047,35047,10,6,5,60,50,6,5
050US35049,35049,57,53,42,92.98,73.68,53,42
050US35051,35051,4,2,2,50,50,2,2
050US35053,35053,6,3,3,50,50,3,3
050US35055,35055,10,2,2,20,20,2,2
050US35057,35057,5,0,1,0,20,0,1
050US35059,35059,1,1,1,100,100,1,1
050US35061,35061,25,11,0,44,0,11,0
050US36001,36001,85,84,74,98.82,87.06,84,74
050US36003,36003,16,13,5,81.25,31.25,13,5
050US36005,36005,361,361,361,100,100,361,361
050US36007,36007,57,57,44,100,77.19,57,44
050US36009,36009,24,18,9,75,37.5,18,9
050US36011,36011,24,23,13,95.83,54.17,23,13
050US36013,36013,36,36,22,100,61.11,36,22
050US36015,36015,25,25,22,100,88,25,22
050US36017,36017,16,14,4,87.5,25,14,4
050US36019,36019,22,20,14,90.91,63.64,20,14
050US36021,36021,21,21,8,100,38.1,21,8
050US36023,36023,13,13,9,100,69.23,13,9
050US36025,36025,18,15,5,83.33,27.78,15,5
050US36027,36027,82,77,55,93.9,67.07,77,55
050US36029,36029,260,259,217,99.62,83.46,259,217
050US36031,36031,18,9,2,50,11.11,9,2
050US36033,36033,15,13,6,86.67,40,13,6
050US36035,36035,17,17,14,100,82.35,17,14
050US36037,36037,18,18,11,100,61.11,18,11
050US36039,36039,18,12,4,66.67,22.22,12,4
050US36041,36041,4,0,0,0,0,0,0
050US36043,36043,20,18,12,90,60,18,12
050US36045,36045,36,33,18,91.67,50,33,18
050US36047,36047,804,804,804,100,100,804,804
050US36049,36049,9,6,2,66.67,22.22,6,2
050US36051,36051,18,15,1,83.33,5.56,15,1
050US36053,36053,19,19,9,100,47.37,19,9
050US36055,36055,210,165,112,78.57,53.33,165,112
050US36057,36057,16,16,11,100,68.75,16,11
050US36059,36059,281,281,281,100,100,281,281
050US36061,36061,310,310,310,100,100,310,310
050US36063,36063,65,64,44,98.46,67.69,64,44
050US36065,36065,75,73,60,97.33,80,73,60
050US36067,36067,142,142,116,100,81.69,142,116
050US36069,36069,40,40,31,100,77.5,40,31
050US36071,36071,92,92,67,100,72.83,92,67
050US36073,36073,13,13,6,100,46.15,13,6
050US36075,36075,44,35,12,79.55,27.27,35,12
050US36077,36077,22,21,7,95.45,31.82,21,7
050US36079,36079,24,24,17,100,70.83,24,17
050US36081,36081,724,724,723,100,99.86,724,723
050US36083,36083,48,48,32,100,66.67,48,32
050US36085,36085,125,125,125,100,100,125,125
050US36087,36087,80,80,80,100,100,80,80
050US36089,36089,30,29,17,96.67,56.67,29,17
050US36091,36091,65,64,39,98.46,60,64,39
050US36093,36093,45,45,44,100,97.78,45,44
050US36095,36095,8,6,4,75,50,6,4
050US36097,36097,5,5,2,100,40,5,2
050US36099,36099,11,11,4,100,36.36,11,4
050US36101,36101,31,30,16,96.77,51.61,30,16
050US36103,36103,384,368,345,95.83,89.84,368,345
050US36105,36105,31,30,10,96.77,32.26,30,10
050US36107,36107,11,8,1,72.73,9.09,8,1
050US36109,36109,26,26,20,100,76.92,26,20
050US36111,36111,50,47,24,94,48,47,24
050US36113,36113,23,17,14,73.91,60.87,17,14
050US36115,36115,21,14,5,66.67,23.81,14,5
050US36117,36117,25,19,8,76,32,19,8
050US36119,36119,241,241,241,100,100,241,241
050US36121,36121,12,12,4,100,33.33,12,4
050US36123,36123,8,8,3,100,37.5,8,3
050US37001,37001,37,33,22,89.19,59.46,33,22
050US37003,37003,7,7,1,100,14.29,7,1
050US37005,37005,3,3,1,100,33.33,3,1
050US37007,37007,9,9,4,100,44.44,9,4
050US37009,37009,9,9,5,100,55.56,9,5
050US37011,37011,5,4,3,80,60,4,3
050US37013,37013,13,3,0,23.08,0,3,0
050US37015,37015,5,4,1,80,20,4,1
050US37017,37017,11,11,3,100,27.27,11,3
050US37019,37019,43,42,22,97.67,51.16,42,22
050US37021,37021,65,64,40,98.46,61.54,64,40
050US37023,37023,21,21,18,100,85.71,21,18
050US37025,37025,47,47,43,100,91.49,47,43
050US37027,37027,19,19,13,100,68.42,19,13
050US37029,37029,2,1,0,50,0,1,0
050US37031,37031,31,28,18,90.32,58.06,28,18
050US37033,37033,6,5,2,83.33,33.33,5,2
050US37035,37035,34,34,26,100,76.47,34,26
050US37037,37037,19,19,9,100,47.37,19,9
050US37039,37039,12,10,5,83.33,41.67,10,5
050US37041,37041,4,3,3,75,75,3,3
050US37043,37043,4,4,0,100,0,4,0
050US37045,37045,24,24,17,100,70.83,24,17
050US37047,37047,15,14,8,93.33,53.33,14,8
050US37049,37049,26,26,13,100,50,26,13
050US37051,37051,81,81,75,100,92.59,81,75
050US37053,37053,10,3,2,30,20,3,2
050US37055,37055,10,8,4,80,40,8,4
050US37057,37057,42,42,35,100,83.33,42,35
050US37059,37059,10,10,7,100,70,10,7
050US37061,37061,21,21,4,100,19.05,21,4
050US37063,37063,68,68,68,100,100,68,68
050US37065,37065,14,14,10,100,71.43,14,10
050US37067,37067,95,93,76,97.89,80,93,76
050US37069,37069,16,9,0,56.25,0,9,0
050US37071,37071,85,85,67,100,78.82,85,67
050US37073,37073,3,0,0,0,0,0,0
050US37075,37075,3,0,0,0,0,0,0
050US37077,37077,15,15,9,100,60,15,9
050US37079,37079,5,5,1,100,20,5,1
050US37081,37081,126,109,103,86.51,81.75,109,103
050US37083,37083,16,14,7,87.5,43.75,14,7
050US37085,37085,28,28,8,100,28.57,28,8
050US37087,37087,21,20,13,95.24,61.9,20,13
050US37089,37089,30,30,26,100,86.67,30,26
050US37091,37091,8,8,4,100,50,8,4
050US37093,37093,12,12,6,100,50,12,6
050US37095,37095,2,0,0,0,0,0,0
050US37097,37097,46,46,42,100,91.3,46,42
050US37099,37099,9,8,2,88.89,22.22,8,2
050US37101,37101,53,53,37,100,69.81,53,37
050US37103,37103,3,3,0,100,0,3,0
050US37105,37105,16,16,15,100,93.75,16,15
050US37107,37107,17,17,14,100,82.35,17,14
050US37109,37109,18,18,9,100,50,18,9
050US37111,37111,12,12,7,100,58.33,12,7
050US37113,37113,10,9,3,90,30,9,3
050US37115,37115,7,3,0,42.86,0,3,0
050US37117,37117,6,6,0,100,0,6,0
050US37119,37119,305,305,303,100,99.34,305,303
050US37121,37121,4,3,2,75,50,3,2
050US37123,37123,10,10,2,100,20,10,2
050US37125,37125,29,29,9,100,31.03,29,9
050US37127,37127,25,25,19,100,76,25,19
050US37129,37129,54,54,47,100,87.04,54,47
050US37131,37131,10,7,2,70,20,7,2
050US37133,37133,45,45,26,100,57.78,45,26
050US37135,37135,42,42,32,100,76.19,42,32
050US37137,37137,6,3,0,50,0,3,0
050US37139,37139,10,5,4,50,40,5,4
050US37141,37141,15,11,3,73.33,20,11,3
050US37143,37143,4,2,0,50,0,2,0
050US37145,37145,7,7,5,100,71.43,7,5
050US37147,37147,42,42,34,100,80.95,42,34
050US37149,37149,8,8,5,100,62.5,8,5
050US37151,37151,34,34,24,100,70.59,34,24
050US37153,37153,11,8,0,72.73,0,8,0
050US37155,37155,35,35,19,100,54.29,35,19
050US37157,37157,22,21,9,95.45,40.91,21,9
050US37159,37159,31,31,24,100,77.42,31,24
050US37161,37161,22,22,8,100,36.36,22,8
050US37163,37163,20,18,10,90,50,18,10
050US37165,37165,9,9,8,100,88.89,9,8
050US37167,37167,17,17,10,100,58.82,17,10
050US37169,37169,13,13,2,100,15.38,13,2
050US37171,37171,23,23,16,100,69.57,23,16
050US37173,37173,5,4,1,80,20,4,1
050US37175,37175,12,11,6,91.67,50,11,6
050US37177,37177,1,0,0,0,0,0,0
050US37179,37179,48,48,40,100,83.33,48,40
050US37181,37181,12,11,1,91.67,8.33,11,1
050US37183,37183,230,230,190,100,82.61,230,190
050US37185,37185,7,2,0,28.57,0,2,0
050US37187,37187,4,4,2,100,50,4,2
050US37189,37189,13,13,9,100,69.23,13,9
050US37191,37191,30,30,24,100,80,30,24
050US37193,37193,18,17,9,94.44,50,17,9
050US37195,37195,25,25,24,100,96,25,24
050US37197,37197,9,9,3,100,33.33,9,3
050US37199,37199,5,3,0,60,0,3,0
050US38001,38001,1,1,1,100,100,1,1
050US38003,38003,4,4,3,100,75,4,3
050US38005,38005,3,2,0,66.67,0,2,0
050US38007,38007,1,0,0,0,0,0,0
050US38009,38009,3,2,2,66.67,66.67,2,2
050US38011,38011,2,2,1,100,50,2,1
050US38013,38013,1,0,0,0,0,0,0
050US38015,38015,19,18,15,94.74,78.95,18,15
050US38017,38017,44,43,39,97.73,88.64,43,39
050US38019,38019,2,2,2,100,100,2,2
050US38021,38021,3,2,1,66.67,33.33,2,1
050US38023,38023,1,1,1,100,100,1,1
050US38025,38025,1,0,0,0,0,0,0
050US38027,38027,1,0,0,0,0,0,0
050US38029,38029,1,1,1,100,100,1,1
050US38031,38031,1,1,0,100,0,1,0
050US38033,38033,1,0,0,0,0,0,0
050US38035,38035,22,21,18,95.45,81.82,21,18
050US38037,38037,1,1,1,100,100,1,1
050US38039,38039,1,1,1,100,100,1,1
050US38041,38041,2,0,0,0,0,0,0
050US38043,38043,1,0,0,0,0,0,0
050US38045,38045,2,0,0,0,0,0,0
050US38047,38047,1,0,0,0,0,0,0
050US38049,38049,2,0,0,0,0,0,0
050US38051,38051,1,1,1,100,100,1,1
050US38053,38053,5,3,1,60,20,3,1
050US38055,38055,3,1,1,33.33,33.33,1,1
050US38057,38057,3,3,3,100,100,3,3
050US38059,38059,7,5,4,71.43,57.14,5,4
050US38061,38061,3,1,1,33.33,33.33,1,1
050US38063,38063,1,1,1,100,100,1,1
050US38065,38065,1,1,0,100,0,1,0
050US38067,38067,4,1,0,25,0,1,0
050US38069,38069,2,1,1,50,50,1,1
050US38071,38071,3,3,2,100,66.67,3,2
050US38073,38073,3,3,2,100,66.67,3,2
050US38075,38075,1,0,0,0,0,0,0
050US38077,38077,6,2,0,33.33,0,2,0
050US38079,38079,4,4,1,100,25,4,1
050US38081,38081,2,2,0,100,0,2,0
050US38083,38083,1,0,0,0,0,0,0
050US38085,38085,2,1,1,50,50,1,1
050US38087,38087,1,1,0,100,0,1,0
050US38089,38089,9,9,7,100,77.78,9,7
050US38091,38091,1,1,0,100,0,1,0
050US38093,38093,7,7,5,100,71.43,7,5
050US38095,38095,1,1,1,100,100,1,1
050US38097,38097,4,4,3,100,75,4,3
050US38099,38099,6,6,5,100,83.33,6,5
050US38101,38101,16,14,11,87.5,68.75,14,11
050US38103,38103,2,2,1,100,50,2,1
050US38105,38105,8,8,6,100,75,8,6
050US39001,39001,7,6,1,85.71,14.29,6,1
050US39003,39003,35,35,33,100,94.29,35,33
050US39005,39005,12,12,9,100,75,12,9
050US39007,39007,28,26,21,92.86,75,26,21
050US39009,39009,15,15,8,100,53.33,15,8
050US39011,39011,11,11,5,100,45.45,11,5
050US39013,39013,22,22,14,100,63.64,22,14
050US39015,39015,10,9,1,90,10,9,1
050US39017,39017,86,86,82,100,95.35,86,82
050US39019,39019,7,3,0,42.86,0,3,0
050US39021,39021,10,10,3,100,30,10,3
050US39023,39023,45,44,30,97.78,66.67,44,30
050US39025,39025,48,46,34,95.83,70.83,46,34
050US39027,39027,10,10,7,100,70,10,7
050US39029,39029,25,25,16,100,64,25,16
050US39031,39031,10,9,6,90,60,9,6
050US39033,39033,13,13,12,100,92.31,13,12
050US39035,39035,427,427,426,100,99.77,427,426
050US39037,39037,14,13,0,92.86,0,13,0
050US39039,39039,9,9,7,100,77.78,9,7
050US39041,39041,40,40,36,100,90,40,36
050US39043,39043,19,19,16,100,84.21,19,16
050US39045,39045,36,36,31,100,86.11,36,31
050US39047,39047,7,7,6,100,85.71,7,6
050US39049,39049,328,328,327,100,99.7,328,327
050US39051,39051,10,10,5,100,50,10,5
050US39053,39053,8,7,2,87.5,25,7,2
050US39055,39055,21,21,17,100,80.95,21,17
050US39057,39057,42,41,35,97.62,83.33,41,35
050US39059,39059,10,10,5,100,50,10,5
050US39061,39061,226,226,215,100,95.13,226,215
050US39063,39063,15,15,12,100,80,15,12
050US39065,39065,8,8,4,100,50,8,4
050US39067,39067,5,4,2,80,40,4,2
050US39069,39069,7,7,4,100,57.14,7,4
050US39071,39071,11,11,9,100,81.82,11,9
050US39073,39073,7,6,4,85.71,57.14,6,4
050US39075,39075,10,10,5,100,50,10,5
050US39077,39077,13,13,11,100,84.62,13,11
050US39079,39079,7,7,3,100,42.86,7,3
050US39081,39081,22,22,15,100,68.18,22,15
050US39083,39083,14,14,7,100,50,14,7
050US39085,39085,59,59,53,100,89.83,59,53
050US39087,39087,18,17,13,94.44,72.22,17,13
050US39089,39089,46,46,32,100,69.57,46,32
050US39091,39091,11,11,7,100,63.64,11,7
050US39093,39093,79,79,76,100,96.2,79,76
050US39095,39095,168,168,166,100,98.81,168,166
050US39097,39097,12,12,9,100,75,12,9
050US39099,39099,75,75,71,100,94.67,75,71
050US39101,39101,18,17,9,94.44,50,17,9
050US39103,39103,42,42,37,100,88.1,42,37
050US39105,39105,6,3,0,50,0,3,0
050US39107,39107,9,9,8,100,88.89,9,8
050US39109,39109,23,23,21,100,91.3,23,21
050US39111,39111,4,2,0,50,0,2,0
050US39113,39113,156,156,147,100,94.23,156,147
050US39115,39115,4,0,0,0,0,0,0
050US39117,39117,9,9,6,100,66.67,9,6
050US39119,39119,21,20,14,95.24,66.67,20,14
050US39121,39121,4,3,0,75,0,3,0
050US39123,39123,15,15,8,100,53.33,15,8
050US39125,39125,5,5,2,100,40,5,2
050US39127,39127,9,6,0,66.67,0,6,0
050US39129,39129,16,16,8,100,50,16,8
050US39131,39131,7,7,4,100,57.14,7,4
050US39133,39133,38,38,28,100,73.68,38,28
050US39135,39135,12,11,0,91.67,0,11,0
050US39137,39137,8,7,0,87.5,0,7,0
050US39139,39139,30,30,28,100,93.33,30,28
050US39141,39141,17,17,9,100,52.94,17,9
050US39143,39143,15,15,13,100,86.67,15,13
050US39145,39145,21,21,10,100,47.62,21,10
050US39147,39147,14,14,10,100,71.43,14,10
050US39149,39149,10,10,6,100,60,10,6
050US39151,39151,90,90,81,100,90,90,81
050US39153,39153,138,138,131,100,94.93,138,131
050US39155,39155,54,54,45,100,83.33,54,45
050US39157,39157,24,23,16,95.83,66.67,23,16
050US39159,39159,13,13,11,100,84.62,13,11
050US39161,39161,9,9,8,100,88.89,9,8
050US39163,39163,3,1,0,33.33,0,1,0
050US39165,39165,44,44,38,100,86.36,44,38
050US39167,39167,18,17,13,94.44,72.22,17,13
050US39169,39169,32,32,24,100,75,32,24
050US39171,39171,9,9,9,100,100,9,9
050US39173,39173,31,31,27,100,87.1,31,27
050US39175,39175,6,6,6,100,100,6,6
050US40001,40001,5,5,3,100,60,5,3
050US40003,40003,3,1,0,33.33,0,1,0
050US40005,40005,4,4,1,100,25,4,1
050US40007,40007,3,3,2,100,66.67,3,2
050US40009,40009,4,4,2,100,50,4,2
050US40011,40011,5,5,3,100,60,5,3
050US40013,40013,13,12,8,92.31,61.54,12,8
050US40015,40015,10,9,4,90,40,9,4
050US40017,40017,37,37,27,100,72.97,37,27
050US40019,40019,16,16,13,100,81.25,16,13
050US40021,40021,13,13,8,100,61.54,13,8
050US40023,40023,5,5,3,100,60,5,3
050US40025,40025,2,2,2,100,100,2,2
050US40027,40027,71,71,68,100,95.77,71,68
050US40029,40029,2,2,1,100,50,2,1
050US40031,40031,38,37,32,97.37,84.21,37,32
050US40033,40033,2,1,0,50,0,1,0
050US40035,40035,5,5,4,100,80,5,4
050US40037,40037,23,23,20,100,86.96,23,20
050US40039,40039,7,7,5,100,71.43,7,5
050US40041,40041,13,11,6,84.62,46.15,11,6
050US40043,40043,3,1,1,33.33,33.33,1,1
050US40045,40045,2,1,1,50,50,1,1
050US40047,40047,17,16,15,94.12,88.24,16,15
050US40049,40049,9,9,5,100,55.56,9,5
050US40051,40051,15,15,6,100,40,15,6
050US40053,40053,2,1,0,50,0,1,0
050US40055,40055,2,2,1,100,50,2,1
050US40057,40057,1,1,1,100,100,1,1
050US40059,40059,2,0,0,0,0,0,0
050US40061,40061,4,3,1,75,25,3,1
050US40063,40063,5,5,3,100,60,5,3
050US40065,40065,8,8,6,100,75,8,6
050US40067,40067,3,3,1,100,33.33,3,1
050US40069,40069,4,4,1,100,25,4,1
050US40071,40071,11,11,7,100,63.64,11,7
050US40073,40073,4,3,2,75,50,3,2
050US40075,40075,3,1,0,33.33,0,1,0
050US40077,40077,3,2,1,66.67,33.33,2,1
050US40079,40079,12,11,4,91.67,33.33,11,4
050US40081,40081,8,8,3,100,37.5,8,3
050US40083,40083,13,13,8,100,61.54,13,8
050US40085,40085,3,3,2,100,66.67,3,2
050US40087,40087,9,8,4,88.89,44.44,8,4
050US40089,40089,9,6,1,66.67,11.11,6,1
050US40091,40091,8,3,0,37.5,0,3,0
050US40093,40093,3,3,1,100,33.33,3,1
050US40095,40095,6,6,3,100,50,6,3
050US40097,40097,10,10,6,100,60,10,6
050US40099,40099,5,5,4,100,80,5,4
050US40101,40101,20,17,14,85,70,17,14
050US40103,40103,4,4,0,100,0,4,0
050US40105,40105,4,4,3,100,75,4,3
050US40107,40107,4,4,3,100,75,4,3
050US40109,40109,266,266,259,100,97.37,266,259
050US40111,40111,11,7,5,63.64,45.45,7,5
050US40113,40113,13,12,6,92.31,46.15,12,6
050US40115,40115,9,9,7,100,77.78,9,7
050US40117,40117,5,5,3,100,60,5,3
050US40119,40119,23,23,19,100,82.61,23,19
050US40121,40121,14,11,6,78.57,42.86,11,6
050US40123,40123,11,11,9,100,81.82,11,9
050US40125,40125,20,19,11,95,55,19,11
050US40127,40127,4,3,2,75,50,3,2
050US40129,40129,1,1,1,100,100,1,1
050US40131,40131,28,28,24,100,85.71,28,24
050US40133,40133,9,9,1,100,11.11,9,1
050US40135,40135,12,12,9,100,75,12,9
050US40137,40137,11,11,7,100,63.64,11,7
050US40139,40139,6,6,4,100,66.67,6,4
050US40141,40141,5,1,0,20,0,1,0
050US40143,40143,208,208,202,100,97.12,208,202
050US40145,40145,25,24,19,96,76,24,19
050US40147,40147,14,14,12,100,85.71,14,12
050US40149,40149,4,4,1,100,25,4,1
050US40151,40151,4,2,2,50,50,2,2
050US40153,40153,5,5,4,100,80,5,4
050US41001,41001,6,3,1,50,16.67,3,1
050US41003,41003,22,21,15,95.45,68.18,21,15
050US41005,41005,87,80,72,91.95,82.76,80,72
050US41007,41007,11,10,5,90.91,45.45,10,5
050US41009,41009,11,7,1,63.64,9.09,7,1
050US41011,41011,21,17,12,80.95,57.14,17,12
050US41013,41013,7,6,2,85.71,28.57,6,2
050US41015,41015,7,2,1,28.57,14.29,2,1
050US41017,41017,45,37,24,82.22,53.33,37,24
050US41019,41019,29,21,13,72.41,44.83,21,13
050US41021,41021,1,0,0,0,0,0,0
050US41023,41023,3,1,1,33.33,33.33,1,1
050US41025,41025,3,1,1,33.33,33.33,1,1
050US41027,41027,6,5,5,83.33,83.33,5,5
050US41029,41029,52,46,38,88.46,73.08,46,38
050US41031,41031,8,4,3,50,37.5,4,3
050US41033,41033,22,18,13,81.82,59.09,18,13
050US41035,41035,22,15,12,68.18,54.55,15,12
050US41037,41037,2,1,1,50,50,1,1
050US41039,41039,92,85,72,92.39,78.26,85,72
050US41041,41041,18,16,9,88.89,50,16,9
050US41043,41043,28,23,19,82.14,67.86,23,19
050US41045,41045,8,5,5,62.5,62.5,5,5
050US41047,41047,65,64,56,98.46,86.15,64,56
050US41049,41049,3,2,1,66.67,33.33,2,1
050US41051,41051,197,196,196,99.49,99.49,196,196
050US41053,41053,16,15,14,93.75,87.5,15,14
050US41055,41055,1,0,0,0,0,0,0
050US41057,41057,10,6,3,60,30,6,3
050US41059,41059,18,14,10,77.78,55.56,14,10
050US41061,41061,8,1,1,12.5,12.5,1,1
050US41063,41063,3,1,1,33.33,33.33,1,1
050US41065,41065,8,7,5,87.5,62.5,7,5
050US41067,41067,134,134,129,100,96.27,134,129
050US41069,41069,1,0,0,0,0,0,0
050US41071,41071,19,18,14,94.74,73.68,18,14
050US42001,42001,27,27,18,100,66.67,27,18
050US42003,42003,394,394,389,100,98.73,394,389
050US42005,42005,19,17,6,89.47,31.58,17,6
050US42007,42007,53,53,38,100,71.7,53,38
050US42009,42009,12,10,2,83.33,16.67,10,2
050US42011,42011,107,106,87,99.07,81.31,106,87
050US42013,42013,38,38,36,100,94.74,38,36
050US42015,42015,15,10,5,66.67,33.33,10,5
050US42017,42017,147,147,139,100,94.56,147,139
050US42019,42019,47,46,28,97.87,59.57,46,28
050US42021,42021,42,42,26,100,61.9,42,26
050US42023,42023,2,0,0,0,0,0,0
050US42025,42025,17,17,8,100,47.06,17,8
050US42027,42027,41,37,30,90.24,73.17,37,30
050US42029,42029,124,124,93,100,75,124,93
050US42031,42031,13,12,1,92.31,7.69,12,1
050US42033,42033,20,12,4,60,20,12,4
050US42035,42035,10,3,3,30,30,3,3
050US42037,42037,16,16,13,100,81.25,16,13
050US42039,42039,23,23,12,100,52.17,23,12
050US42041,42041,55,55,51,100,92.73,55,51
050US42043,42043,67,60,56,89.55,83.58,60,56
050US42045,42045,152,152,152,100,100,152,152
050US42047,42047,9,7,3,77.78,33.33,7,3
050US42049,42049,73,73,58,100,79.45,73,58
050US42051,42051,36,36,23,100,63.89,36,23
050US42053,42053,2,0,0,0,0,0,0
050US42055,42055,33,33,27,100,81.82,33,27
050US42057,42057,3,3,1,100,33.33,3,1
050US42059,42059,10,9,6,90,60,9,6
050US42061,42061,13,8,3,61.54,23.08,8,3
050US42063,42063,24,23,15,95.83,62.5,23,15
050US42065,42065,13,13,10,100,76.92,13,10
050US42067,42067,6,1,0,16.67,0,1,0
050US42069,42069,60,60,49,100,81.67,60,49
050US42071,42071,116,115,86,99.14,74.14,115,86
050US42073,42073,28,28,20,100,71.43,28,20
050US42075,42075,33,33,28,100,84.85,33,28
050US42077,42077,81,80,71,98.77,87.65,80,71
050US42079,42079,101,100,80,99.01,79.21,100,80
050US42081,42081,32,30,26,93.75,81.25,30,26
050US42083,42083,12,9,1,75,8.33,9,1
050US42085,42085,35,35,29,100,82.86,35,29
050US42087,42087,13,12,8,92.31,61.54,12,8
050US42089,42089,51,47,21,92.16,41.18,47,21
050US42091,42091,219,219,217,100,99.09,219,217
050US42093,42093,4,4,3,100,75,4,3
050US42095,42095,74,74,57,100,77.03,74,57
050US42097,42097,25,23,5,92,20,23,5
050US42099,42099,10,6,1,60,10,6,1
050US42101,42101,408,408,408,100,100,408,408
050US42103,42103,25,13,3,52,12,13,3
050US42105,42105,7,4,1,57.14,14.29,4,1
050US42107,42107,42,39,23,92.86,54.76,39,23
050US42109,42109,8,5,0,62.5,0,5,0
050US42111,42111,24,23,12,95.83,50,23,12
050US42113,42113,4,0,0,0,0,0,0
050US42115,42115,12,12,2,100,16.67,12,2
050US42117,42117,10,6,2,60,20,6,2
050US42119,42119,11,11,8,100,72.73,11,8
050US42121,42121,17,16,7,94.12,41.18,16,7
050US42123,42123,13,13,7,100,53.85,13,7
050US42125,42125,62,62,48,100,77.42,62,48
050US42127,42127,17,15,4,88.24,23.53,15,4
050US42129,42129,113,112,91,99.12,80.53,112,91
050US42131,42131,7,5,1,71.43,14.29,5,1
050US42133,42133,108,106,84,98.15,77.78,106,84
050US44001,44001,11,11,8,100,72.73,11,8
050US44003,44003,39,39,36,100,92.31,39,36
050US44005,44005,23,22,22,95.65,95.65,22,22
050US44007,44007,145,145,139,100,95.86,145,139
050US44009,44009,29,29,24,100,82.76,29,24
050US45001,45001,7,7,3,100,42.86,7,3
050US45003,45003,43,41,31,95.35,72.09,41,31
050US45005,45005,3,3,2,100,66.67,3,2
050US45007,45007,51,51,33,100,64.71,51,33
050US45009,45009,6,0,0,0,0,0,0
050US45011,45011,8,0,0,0,0,0,0
050US45013,45013,42,37,20,88.1,47.62,37,20
050US45015,45015,48,42,34,87.5,70.83,42,34
050US45017,45017,4,1,0,25,0,1,0
050US45019,45019,98,86,85,87.76,86.73,86,85
050US45021,45021,16,16,12,100,75,16,12
050US45023,45023,11,11,5,100,45.45,11,5
050US45025,45025,14,13,5,92.86,35.71,13,5
050US45027,45027,12,12,4,100,33.33,12,4
050US45029,45029,13,11,4,84.62,30.77,11,4
050US45031,45031,19,19,7,100,36.84,19,7
050US45033,45033,9,9,8,100,88.89,9,8
050US45035,45035,31,27,16,87.1,51.61,27,16
050US45037,45037,7,7,1,100,14.29,7,1
050US45039,45039,8,5,0,62.5,0,5,0
050US45041,45041,36,33,23,91.67,63.89,33,23
050US45043,45043,20,18,11,90,55,18,11
050US45045,45045,123,123,112,100,91.06,123,112
050US45047,45047,18,18,13,100,72.22,18,13
050US45049,45049,7,6,2,85.71,28.57,6,2
050US45051,45051,77,77,52,100,67.53,77,52
050US45053,45053,6,3,1,50,16.67,3,1
050US45055,45055,18,17,10,94.44,55.56,17,10
050US45057,45057,22,22,18,100,81.82,22,18
050US45059,45059,20,20,5,100,25,20,5
050US45061,45061,9,9,0,100,0,9,0
050US45063,45063,92,88,49,95.65,53.26,88,49
050US45065,45065,3,3,0,100,0,3,0
050US45067,45067,8,8,4,100,50,8,4
050US45069,45069,8,8,0,100,0,8,0
