HEROP_ID,SspTmDr,SspTmDr2
140US06019008503,21.06,42.12
140US06019006408,,
140US06019003812,11.45,22.9
140US06019000601,1.78,3.56
140US06019001415,7.45,14.9
140US06019006102,17.66,35.32
140US06029003209,6.15,12.3
140US06029002825,2.72,5.44
140US06029005207,78.6,157.2
140US06029002902,2.73,5.46
140US06029003131,7.4,14.8
140US06029003216,7.11,14.22
140US06029003215,8.68,17.36
140US06029003137,5.86,11.72
140US06029000510,9.08,18.16
140US06029001401,2.53,5.06
140US06029001107,5.88,11.76
140US06029001803,5.94,11.88
140US06029004404,27.72,55.44
140US06029000104,7,14
140US06029000602,0.54,1.08
140US06029003818,8.99,17.98
140US06029005408,82.54,165.08
140US06029003132,4.44,8.88
140US06111009700,74.28,148.56
140US06111001508,9.5,19
140US06111006102,16.77,33.54
140US06111007516,24.31,48.62
140US06111001801,11.68,23.36
140US06111009400,10.42,20.84
140US06111001511,8.93,17.86
140US06007002402,55.59,111.18
140US06007001601,43.95,87.9
140US06083002015,36.44,72.88
140US06083002709,56.28,112.56
140US06083002935,12.72,25.44
140US06083001002,2.16,4.32
140US06081610901,9.3,18.6
140US06081612002,13.02,26.04
140US06081600702,7.84,15.68
140US06081602201,11.29,22.58
140US06081605501,7.68,15.36
140US06021010102,28.77,57.54
140US06033000602,26.48,52.96
140US06011000302,55.07,110.14
140US06031001702,36.75,73.5
140US06077004309,16.94,33.88
140US06077003805,6.7,13.4
140US06077003503,9.66,19.32
140US06077005219,24.02,48.04
140US06077005220,22.62,45.24
140US06077005310,18.97,37.94
140US06077003501,10.76,21.52
140US06077000803,2.56,5.12
140US06045010602,33.33,66.66
140US06109004201,,
140US06041104103,12.14,24.28
140US06041112203,3.23,6.46
140US06023011501,71.13,142.26
140US06087110505,18.96,37.92
140US06087121701,6.64,13.28
140US06087121501,7.13,14.26
140US06087110101,20.73,41.46
140US06079012708,70.16,140.32
140US06079012705,14.19,28.38
140US06079012403,28.31,56.62
140US06079012201,18.16,36.32
140US06079012404,26.9,53.8
140US06079010505,17.58,35.16
140US06013302011,34.71,69.42
140US06013355121,16.62,33.24
140US06013346206,8.21,16.42
140US06013355309,15.25,30.5
140US06013324003,7.2,14.4
140US06097152204,4.54,9.08
140US06097153601,12.06,24.12
140US06115041001,33.62,67.24
140US06115040202,36.77,73.54
140US06001442200,7.01,14.02
140US06001431000,12.48,24.96
140US06001408900,2.61,5.22
140US06001408800,1.92,3.84
140US06001402900,2.82,5.64
140US06001422100,5.92,11.84
140US06001421200,6.57,13.14
140US06001420500,7.58,15.16
140US06001450606,17.31,34.62
140US06061023501,27.66,55.32
140US06013371000,10.64,21.28
140US06013306003,24.19,48.38
140US06013313102,23.53,47.06
140US06013345103,16.69,33.38
140US06019002602,2.8,5.6
140US06019003807,5.76,11.52
140US06019004212,10.41,20.82
140US06019005301,6.17,12.34
140US06019004303,9.22,18.44
140US06019000100,0.71,1.42
140US06085509106,11.74,23.48
140US06085508204,7.26,14.52
140US06085512034,14.63,29.26
140US06085506605,2.49,4.98
140US06085505600,4.05,8.1
140US06085503306,9.43,18.86
140US06085502603,4.62,9.24
140US06085504416,10.1,20.2
140US06085509600,12.64,25.28
140US06085512042,11.85,23.7
140US06099003906,15.56,31.12
140US06099000601,7.01,14.02
140US06099000503,7.93,15.86
140US06099003804,14.69,29.38
140US06077003308,6.57,13.14
140US06077004305,16.72,33.44
140US06077003214,12.28,24.56
140US06085502703,5.92,11.84
140US06085506504,1.66,3.32
140US06085502204,4.56,9.12
140US06085505015,9.07,18.14
140US06085504808,10.58,21.16
140US06085503219,9.22,18.44
140US06085504807,10.82,21.64
140US06085503126,7.56,15.12
140US06075026202,6.89,13.78
140US06075020101,0.52,1.04
140US06075017602,0,0
140US06075015701,3.91,7.82
140US06075020102,0,0
140US06075060702,1.76,3.52
140US06075061507,1.89,3.78
140US06075045202,4.31,8.62
140US06075012802,3.68,7.36
140US06075013001,2.28,4.56
140US06037573102,19.1,38.2
140US06037800205,14.96,29.92
140US06037555106,17.5,35
140US06037543606,15.44,30.88
140US06037570503,15.19,30.38
140US06037604101,8.06,16.12
140US06037125101,9.81,19.62
140US06037139505,4.8,9.6
140US06037131802,2.77,5.54
140US06037293205,14.88,29.76
140US06037603705,7.41,14.82
140US06037602511,5.69,11.38
140US06037980037,15.99,31.98
140US06037551001,10.57,21.14
140US06037650607,11.74,23.48
140US06037240301,6.15,12.3
140US06037242201,8.62,17.24
140US06037131021,3.16,6.32
140US06037231602,5.35,10.7
140US06037265203,8.09,16.18
140US06037980025,17.24,34.48
140US06037980039,6.13,12.26
140US06073008201,10.65,21.3
140US06073018202,21.76,43.52
140US06073017901,19.77,39.54
140US06009000301,60.77,121.54
140US06073017902,20.06,40.12
140US06073013321,16.16,32.32
140US06073005101,0,0
140US06073010202,13.4,26.8
140US06073009308,5.5,11
140US06073005601,2.51,5.02
140US06073004101,2.08,4.16
140US06073001302,5.82,11.64
140US06073021101,44.46,88.92
140US06073021001,84.82,169.64
140US06073013315,14.66,29.32
140US06073013608,8.83,17.66
140US06073016619,7.84,15.68
140US06037543100,13.51,27.02
140US06073018620,23.17,46.34
140US06073018618,22.15,44.3
140US06073008376,11.9,23.8
140US06073008370,15.05,30.1
140US06073017405,21.55,43.1
140US06073008378,10.61,21.22
140US06073008367,16.91,33.82
140US06093001300,68.85,137.7
140US06053012601,23.27,46.54
140US06053012504,22.83,45.66
140US06061021048,18.8,37.6
140US06037602700,5.56,11.12
140US06037601700,3.19,6.38
140US06037501002,10.78,21.56
140US06037408141,18.2,36.4
140US06037405800,19.02,38.04
140US06037431300,17.24,34.48
140US06037500204,20.02,40.04
140US06005000202,41.83,83.66
140US06107002702,68.02,136.04
140US06107000102,,
140US06107000304,34.51,69.02
140US06107002403,26.85,53.7
140US06107003904,53.94,107.88
140US06107001007,21.45,42.9
140US06107004104,52.55,105.1
140US06037135115,6.67,13.34
140US06037119003,14.07,28.14
140US06037231901,4,8
140US06037409100,12.26,24.52
140US06037551002,9.66,19.32
140US06037533108,7.01,14.02
140US06037533204,7.73,15.46
140US06037407202,14.38,28.76
140US06037264305,8.7,17.4
140US06037217102,5.66,11.32
140US06037216202,5.87,11.74
140US06037402601,26.34,52.68
140US06037199801,3.94,7.88
140US06037402602,25.58,51.16
140US06037214903,3.99,7.98
140US06037404804,13.07,26.14
140US06037432001,13.64,27.28
140US06037190701,3.32,6.64
140US06037910815,21.75,43.5
140US06037480601,10.32,20.64
140US06037300503,14.41,28.82
140US06037555300,11.65,23.3
140US06037240901,9.04,18.08
140US06037920046,24.28,48.56
140US06037115204,5.76,11.52
140US06037104823,15.41,30.82
140US06037910717,17.74,35.48
140US06037910215,7.38,14.76
140US06037900510,7.47,14.94
140US06037910721,13.22,26.44
140US06037143302,9.16,18.32
140US06037143102,7.67,15.34
140US06037128703,8.72,17.44
140US06037135116,5.9,11.8
140US06037269908,7.9,15.8
140US06059052531,4.88,9.76
140US06059042340,20.95,41.9
140US06059052429,9.19,18.38
140US06059062657,7.6,15.2
140US06081604104,11.59,23.18
140US06081610902,9.87,19.74
140US06095252315,22.45,44.9
140US06033000801,10.1,20.2
140US06001405902,1.48,2.96
140US06001440334,10.46,20.92
140US06001443104,7.96,15.92
140US06001405301,2.65,5.3
140US06045010601,28.08,56.16
140US06111004304,9.94,19.88
140US06087100802,4,8
140US06065045303,23.55,47.1
140US06065042738,16.69,33.38
140US06065043820,26.78,53.56
140US06065046800,34.15,68.3
140US06079011505,14.62,29.24
140US06079012405,27.61,55.22
140US06073007905,7.93,15.86
140US06073009510,11.03,22.06
140US06073019808,15.37,30.74
140US06037120106,10.04,20.08
140US06037106405,17.73,35.46
140US06037135113,7.31,14.62
140US06031000902,3.29,6.58
140US06031980100,34.67,69.34
140US06077003116,6.33,12.66
140US06077003808,5.84,11.68
140US06037115404,4.2,8.4
140US06037190801,2.8,5.6
140US06037208802,4.43,8.86
140US06037128101,9.76,19.52
140US06037212102,3.33,6.66
140US06037239601,6.33,12.66
140US06037552002,12.12,24.24
140US06037269905,6.85,13.7
140US06037571704,16.45,32.9
140US06037209104,3.43,6.86
140US06037221601,3.88,7.76
140US06037239701,6.83,13.66
140US06037553503,12.14,24.28
140US06037207101,2.1,4.2
140US06037900506,6.17,12.34
140US06093000701,8.71,17.42
140US06037604002,8.8,17.6
140US06037600303,6.58,13.16
140US06037910713,14.81,29.62
140US06037603006,9.74,19.48
140US06039000109,53.69,107.38
140US06083003007,9.49,18.98
140US06077005405,20.43,40.86
140US06047002303,56.95,113.9
140US06067008506,21.28,42.56
140US06067009329,15.82,31.64
140US06013302012,32.39,64.78
140US06013336103,10.5,21
140US06017030809,17.83,35.66
140US06061021131,20.15,40.3
140US06109002102,,
140US06041112204,3.2,6.4
140US06069000601,34.76,69.52
140US06071000821,29.56,59.12
140US06071002103,35.3,70.6
140US06071002025,37.48,74.96
140US06071009908,65.04,130.08
140US06071003507,48.13,96.26
140US06071025100,46.08,92.16
140US06009000121,56.22,112.44
140US06089012605,40.5,81
140US06097154304,,
140US06097151506,5.51,11.02
140US06097152205,6.59,13.18
140US06089011403,10.26,20.52
140US06055201403,35.3,70.6
140US06053000600,3.64,7.28
140US06085508507,6.81,13.62
140US06085503507,7.93,15.86
140US06019005802,12.64,25.28
140US06075013101,1.93,3.86
140US06075031301,8.37,16.74
140US06013302005,28.51,57.02
140US06067009008,11.27,22.54
140US06067007209,11.06,22.12
140US06067009601,12.33,24.66
140US06067003700,3.38,6.76
140US06067000600,4.07,8.14
140US06067009504,23.37,46.74
140US06067004906,10.13,20.26
140US06067005508,6.09,12.18
140US06053011400,76.98,153.96
140US06053011302,44.63,89.26
140US06079010701,14.89,29.78
140US06007000800,5.46,10.92
140US06023000500,0,0
140US06051000102,49.6,99.2
140US06107002904,25.89,51.78
140US06037601001,1.37,2.74
140US06037503202,14.11,28.22
140US06037408212,18.43,36.86
140US06037242600,9.28,18.56
140US06037240500,6.97,13.94
140US06037123206,12.35,24.7
140US06037532500,5.39,10.78
140US06037535502,8.57,17.14
140US06037533902,7.55,15.1
140US06037534102,7.46,14.92
140US06037534301,9.42,18.84
140US06037575802,20.54,41.08
140US06037575901,20.73,41.46
140US06037576802,23.11,46.22
140US06065030501,35.44,70.88
140US06065040808,24.57,49.14
140US06065042005,34.42,68.84
140US06065031002,35.8,71.6
140US06065042518,32.31,64.62
140US06065044805,5.76,11.52
140US06065045302,22.45,44.9
140US06073008506,10.3,20.6
140US06073001400,4.57,9.14
140US06073009301,9.57,19.14
140US06073008501,9,18
140US06073008701,6.98,13.96
140US06073002801,7.46,14.92
140US06073005500,3.18,6.36
140US06073020903,50.62,101.24
140US06073020209,2.64,5.28
140US06073020025,5.71,11.42
140US06037407101,13.96,27.92
140US06037481401,8.7,17.4
140US06037461600,13.77,27.54
140US06037195600,4.31,8.62
140US06037195720,4.03,8.06
140US06037183620,8.66,17.32
140US06037224010,2,4
140US06037104201,15.47,30.94
140US06037301203,10.69,21.38
140US06037405101,16.04,32.08
140US06037401201,25.68,51.36
140US06037122120,13.78,27.56
140US06037910501,8.72,17.44
140US06087121402,6.71,13.42
140US06087100700,2.71,5.42
140US06073018400,21.4,42.8
140US06073017040,15.26,30.52
140US06073016615,8.3,16.6
140US06073008351,16.51,33.02
140US06073007502,5.44,10.88
140US06017030301,64.6,129.2
140US06059032040,15.18,30.36
140US06059074902,9.44,18.88
140US06059074702,8.88,17.76
140US06111006600,19.92,39.84
140US06111001602,11.7,23.4
140US06111008001,21.3,42.6
140US06031000702,9.3,18.6
140US06083002914,10.37,20.74
140US06083002210,31.18,62.36
140US06061022013,32.97,65.94
140US06061021108,18.07,36.14
140US06089012701,76.5,153
140US06025012001,58.18,116.36
140US06025011600,53.2,106.4
140US06071005701,44.63,89.26
140US06071002801,45,90
140US06071001104,30.19,60.38
140US06081608002,5.32,10.64
140US06081611200,13.32,26.64
140US06081600800,8.25,16.5
140US06081604102,13.09,26.18
140US06047001302,38.61,77.22
140US06097150901,16.48,32.96
140US06097150204,26.59,53.18
140US06037134305,7.96,15.92
140US06037530802,5.01,10.02
140US06037106641,12.96,25.92
140US06037481603,7.81,15.62
140US06037212610,3.32,6.64
140US06037211500,2.22,4.44
140US06037208720,4.39,8.78
140US06037206020,1.71,3.42
140US06037227010,0.97,1.94
140US06037404702,12.24,24.48
140US06037224410,3.16,6.32
140US06037701802,4.04,8.08
140US06059086404,16.61,33.22
140US06059001801,18.17,36.34
140US06075030900,8.18,16.36
140US06075040200,3.87,7.74
140US06075026001,5.83,11.66
140US06075021500,3.15,6.3
140US06095253205,27.85,55.7
140US06095251901,6.83,13.66
140US06113010800,20.85,41.7
140US06041133000,34.69,69.38
140US06035040400,33.72,67.44
140US06071010014,68.33,136.66
140US06059087001,18.99,37.98
140US06059087901,18.05,36.1
140US06059110109,20.33,40.66
140US06059087105,15.68,31.36
140US06059087803,19.22,38.44
140US06059099404,15.43,30.86
140US06059088901,15,30
140US06059099241,11.99,23.98
140US06059099233,11.54,23.08
140US06059099217,12.08,24.16
140US06059062639,16.43,32.86
140US06059032050,18.33,36.66
140US06029002100,4.05,8.1
140US06029000907,8.7,17.4
140US06029006002,51.51,103.02
140US06037575201,21.86,43.72
140US06037650102,9.42,18.84
140US06037573700,19.38,38.76
140US06037570204,15.35,30.7
140US06037554513,14.82,29.64
140US06037543703,18.12,36.24
140US06037542501,13.05,26.1
140US06065041408,29.88,59.76
140US06065031401,33.23,66.46
140US06065044602,0,0
140US06041106001,8,16
140US06065040701,28.98,57.96
140US06033000501,46.36,92.72
140US06065045213,23.91,47.82
140US06065048200,27.53,55.06
140US06037181400,11.23,22.46
140US06037302102,9.61,19.22
140US06037127300,7.54,15.08
140US06037123700,10.74,21.48
140US06037403802,22.2,44.4
140US06037120020,10.32,20.64
140US06001450101,17.97,35.94
140US06001403701,3.18,6.36
140US06077003217,7.83,15.66
140US06077003409,7.81,15.62
140US06037800325,19.57,39.14
140US06037460502,15.44,30.88
140US06037900701,1.87,3.74
140US06097150601,17.38,34.76
140US06097151900,1.43,2.86
140US06113011002,24.06,48.12
140US06113010901,22.95,45.9
140US06069000802,85.97,171.94
140US06057000701,24.23,48.46
140US06111003010,6.45,12.9
140US06111004717,4.57,9.14
140US06007001704,42.44,84.88
140US06089012500,0,0
140US06109003200,,
140US06107001800,21.7,43.4
140US06095252606,20.49,40.98
140US06071010011,69.44,138.88
140US06053011802,25.02,50.04
140US06053001200,1.84,3.68
140US06073012401,6.71,13.42
140US06073013104,9.86,19.72
140US06073004300,4.37,8.74
140US06085506402,1.82,3.64
140US06085503712,7.73,15.46
140US06085503321,11.12,22.24
140US06085512309,25.41,50.82
140US06085501800,3.75,7.5
140US06073002201,5.69,11.38
140US06073003211,9.79,19.58
140US06083002006,42.31,84.62
140US06045010200,85.57,171.14
140US06073020500,3.32,6.64
140US06037267700,7.58,15.16
140US06037405203,13.78,27.56
140US06037208610,3.12,6.24
140US06037402902,25.68,51.36
140US06037531202,4.8,9.6
140US06085504507,10.03,20.06
140US06099003904,16.37,32.74
140US06099001604,5.04,10.08
140US06073018509,22.46,44.92
140US06073017041,15.56,31.12
140US06059086306,13.88,27.76
140US06059011402,19.23,38.46
140US06073008343,10.72,21.44
140US06073008307,9.2,18.4
140US06065048901,31.61,63.22
140US06065040611,30.28,60.56
140US06059088602,14.09,28.18
140US06059087601,15.97,31.94
140US06059088601,14.5,29
140US06059086702,17.15,34.3
140US06071002803,44.92,89.84
140US06071000816,33.06,66.12
140US06071001310,31.89,63.78
140US06059087403,13.85,27.7
140US06059088403,12.8,25.6
140US06059099406,13.97,27.94
140US06059099605,13.55,27.1
140US06043000200,79.59,159.18
140US06073020028,7.66,15.32
140US06037117102,11.37,22.74
140US06037119342,12.05,24.1
140US06037121801,13.2,26.4
140US06063000400,25.42,50.84
140US06029000505,6.31,12.62
140US06029004101,18.67,37.34
140US06059042336,16.54,33.08
140US06059052506,5.26,10.52
140US06059052416,12.35,24.7
140US06037620501,7.89,15.78
140US06037620901,10.54,21.08
140US06037570203,14.63,29.26
140US06007000604,6.67,13.34
140US06081608001,5.85,11.7
140US06081609400,7.48,14.96
140US06037462302,14.74,29.48
140US06037109603,11.35,22.7
140US06037117202,9.85,19.7
140US06037501804,12.99,25.98
140US06037571400,19.62,39.24
140US06037543503,14.44,28.88
140US06037600801,3.17,6.34
140US06037543322,15.37,30.74
140US06059062636,13.55,27.1
140US06023000600,1.66,3.32
140US06023010300,23.06,46.12
140US06037239702,6.5,13
140US06037433305,12.06,24.12
140US06037554406,15.32,30.64
140US06037241202,7.26,14.52
140US06037205120,4.37,8.74
140US06037408624,15.51,31.02
140US06037241120,7.64,15.28
140US06111005502,7.87,15.74
140US06111007000,18.6,37.2
140US06047001005,37.93,75.86
140US06037302504,8.73,17.46
140US06037408138,16.64,33.28
140US06037550901,10.06,20.12
140US06037302003,10.64,21.28
140US06037900609,6.6,13.2
140US06085503118,8.16,16.32
140US06037533803,8.17,16.34
140US06037533804,8.36,16.72
140US06037294410,17.3,34.6
140US06037651222,15.33,30.66
140US06075047701,2.55,5.1
140US06075047600,3.31,6.62
140US06085509401,16.32,32.64
140US06053014201,14.04,28.08
140US06037980007,19.31,38.62
140US06037620522,9.54,19.08
140US06037702102,2.09,4.18
140US06019006405,40.48,80.96
140US06075012902,3.18,6.36
140US06075032902,7.14,14.28
140US06019005520,13.76,27.52
140US06067007904,13.17,26.34
140US06067005701,8.02,16.04
140US06037430101,17.49,34.98
140US06067008144,16.56,33.12
140US06075023001,4.84,9.68
140US06065041407,30.28,60.56
140US06065043211,9.52,19.04
140US06037702900,4,8
140US06083002409,37.28,74.56
140US06059032063,27.74,55.48
140US06059063910,6.71,13.42
140US06059001709,20.82,41.64
140US06009000124,42.23,84.46
140US06001422500,2.93,5.86
140US06001432200,5.89,11.78
140US06001435800,9.93,19.86
140US06001401600,1.51,3.02
140US06067001103,4.95,9.9
140US06067009645,14.98,29.96
140US06067009644,16.2,32.4
140US06067007027,9.24,18.48
140US06065043294,16.84,33.68
140US06067001602,2.27,4.54
140US06065043209,12.07,24.14
140US06093000901,31.13,62.26
140US06053011305,53.69,107.38
140US06053011104,25.91,51.82
140US06071010042,64.74,129.48
140US06071009130,59.43,118.86
140US06071009128,61.63,123.26
140US06071002404,42.92,85.84
140US06071012202,30.6,61.2
140US06017030404,63.92,127.84
140US06001432602,6.56,13.12
140US06001403301,2.93,5.86
140US06019005704,10.93,21.86
140US06113010315,7.76,15.52
140US06019007203,21.74,43.48
140US06001410200,5.17,10.34
140US06001451501,25.92,51.84
140US06001451701,21.81,43.62
140US06029006012,52.67,105.34
140US06029002202,4.61,9.22
140US06029003219,7.72,15.44
140US06029001106,6.68,13.36
140US06029003136,5.52,11.04
140US06029004304,27.47,54.94
140US06029004303,28.88,57.76
140US06029003134,8.94,17.88
140US06111003614,9.67,19.34
140US06111005006,6.4,12.8
140US06019001408,6.97,13.94
140US06019003805,7.13,14.26
140US06019002701,3.96,7.92
140US06019005504,14.89,29.78
140US06019001411,8.14,16.28
140US06019004901,3.94,7.88
140US06085508508,7.89,15.78
140US06085504806,9.46,18.92
140US06085506503,3.61,7.22
140US06013370000,10.94,21.88
140US06013343001,4.68,9.36
140US06107000101,64.63,129.26
140US06107004103,51.82,103.64
140US06099003611,15.81,31.62
140US06075017804,0.96,1.92
140US06075020702,0.74,1.48
140US06085508005,7.26,14.52
140US06085503220,9.83,19.66
140US06085508205,6.89,13.78
140US06075012002,1.43,2.86
140US06075020202,1.05,2.1
140US06037232402,7.24,14.48
140US06037113427,7.11,14.22
140US06037207303,1.37,2.74
140US06037206052,0.84,1.68
140US06037216902,4.86,9.72
140US06037265521,9,18
140US06037503705,20.04,40.08
140US06037111304,8.03,16.06
140US06037910720,15.03,30.06
140US06037143801,8.64,17.28
140US06073014701,3.48,6.96
140US06073020812,22.55,45.1
140US06073020039,9.99,19.98
140US06073020036,9.32,18.64
140US06037297001,22.29,44.58
140US06037573101,19.47,38.94
140US06037604102,8.6,17.2
140US06037310704,11.5,23
140US06037551801,12.31,24.62
140US06037240302,5.6,11.2
140US06037113428,6.38,12.76
140US06037232401,6.65,13.3
140US06037265204,8.71,17.42
140US06073018622,22.56,45.12
140US06073020041,8.48,16.96
140US06037602105,4.8,9.6
140US06037434004,8.43,16.86
140US06037407902,17.62,35.24
140US06037480102,12.38,24.76
140US06085501501,6.18,12.36
140US06053014105,13.15,26.3
140US06085511301,16.03,32.06
140US06019005516,11.78,23.56
140US06095250604,12.37,24.74
140US06001442301,6.09,12.18
140US06001403702,2.33,4.66
140US06047002305,54,108
140US06041109001,5.07,10.14
140US06111008900,8.93,17.86
140US06065043228,7.95,15.9
140US06065045224,24.89,49.78
140US06029004603,34.12,68.24
140US06007000903,3.3,6.6
140US06073015601,7.65,15.3
140US06073009107,2.94,5.88
140US06073002501,6.83,13.66
140US06073013302,12.31,24.62
140US06073020021,9.15,18.3
140US06073017808,19.05,38.1
140US06073008348,18.51,37.02
140US06037121101,15.04,30.08
140US06037127606,6.26,12.52
140US06037186404,7.38,14.76
140US06037207501,1.83,3.66
140US06037211922,3.23,6.46
140US06037183402,9.58,19.16
140US06037297202,22.56,45.12
140US06037531503,2.93,5.86
140US06031000602,5.76,11.52
140US06045010801,13.24,26.48
140US06061020710,18.48,36.96
140US06097151310,10.5,21
140US06095250300,8.4,16.8
140US06071000203,28.1,56.2
140US06071002038,42.74,85.48
140US06071012300,48.45,96.9
140US06037980004,9.59,19.18
140US06083001306,11.1,22.2
140US06067007107,10.9,21.8
140US06055200202,18.58,37.16
140US06067001202,3.84,7.68
140US06067007603,10.08,20.16
140US06065042801,20.33,40.66
140US06065042632,24.22,48.44
140US06071002041,41.4,82.8
140US06071010028,70.28,140.56
140US06071009124,59.26,118.52
140US06001436301,12.01,24.02
140US06001422901,0.87,1.74
140US06067008907,13.62,27.24
140US06067008404,20.51,41.02
140US06067003502,5.84,11.68
140US06067008911,10.66,21.32
140US06067007013,5.7,11.4
140US06083000805,3.16,6.32
140US06077004903,16.68,33.36
140US06077980000,14.08,28.16
140US06113011209,19.45,38.9
140US06019001417,10.07,20.14
140US06029003002,4.15,8.3
140US06029005005,29.31,58.62
140US06111009200,5.59,11.18
140US06111004507,9.08,18.16
140US06029002816,2.77,5.54
140US06037503802,16.78,33.56
140US06037621102,11.37,22.74
140US06037570100,16.54,33.08
140US06037551300,10.61,21.22
140US06037554404,15.32,30.64
140US06037701502,5.02,10.04
140US06037273700,1.98,3.96
140US06037134303,7.83,15.66
140US06037535607,9.65,19.3
140US06037296220,20.72,41.44
140US06037294510,17.44,34.88
140US06037271200,6.37,12.74
140US06079010017,70.72,141.44
140US06037482502,7.11,14.22
140US06037195400,4.4,8.8
140US06037183510,8.65,17.3
140US06037127910,9.18,18.36
140US06037401202,24.05,48.1
140US06037228420,3.05,6.1
140US06037111302,8.29,16.58
140US06037482401,8.4,16.8
140US06037265420,10.47,20.94
140US06037231710,4.78,9.56
140US06037204420,2.89,5.78
140US06037224310,3.76,7.52
140US06037221120,3.82,7.64
140US06059001802,18.42,36.84
140US06059110118,20.61,41.22
140US06065043306,27.43,54.86
140US06065042520,33.71,67.42
140US06065045501,24.65,49.3
140US06059011710,19.82,39.64
140US06059089004,13.29,26.58
140US06059099249,12.37,24.74
140US06059099232,9.78,19.56
140US06059063805,8.26,16.52
140US06059042338,24.3,48.6
140US06059052419,8.38,16.76
140US06111004503,8.02,16.04
140US06111007505,23.22,46.44
140US06081610201,8.66,17.32
140US06081604700,11.53,23.06
140US06047001503,38.69,77.38
140US06075035202,4.95,9.9
140US06013327002,10.82,21.64
140US06025011802,53.6,107.2
140US06071003506,48.68,97.36
140US06071007407,47.2,94.4
140US06041132200,44.69,89.38
140US06013336104,9.87,19.74
140US06109003103,,
140US06097153201,4.71,9.42
140US06081612001,12.02,24.04
140US06073001802,6.68,13.36
140US06073015706,5.96,11.92
140US06073008202,10.76,21.52
140US06019002702,3.98,7.96
140US06019005509,11,22
140US06019004215,12.31,24.62
140US06085510002,9.54,19.08
140US06085508303,8.38,16.76
140US06085503304,9.08,18.16
140US06085506304,1.85,3.7
140US06085501401,5.16,10.32
140US06099000805,5.44,10.88
140US06071002105,34.5,69
140US06071003102,43.41,86.82
140US06037503501,17.07,34.14
140US06037482403,7.02,14.04
140US06017030710,26.48,52.96
140US06077004003,12.66,25.32
140US06107001705,25.6,51.2
140US06041105001,7.41,14.82
140US06037234301,6.49,12.98
140US06037231302,5.86,11.72
140US06037930400,45.74,91.48
140US06037271704,7.64,15.28
140US06037189802,1.74,3.48
140US06037199001,4.38,8.76
140US06037901215,9.6,19.2
140US06037901218,12.71,25.42
140US06037276606,7.5,15
140US06071002311,43.04,86.08
140US06023010702,16.65,33.3
140US06071005102,49.04,98.08
140US06071005502,46.67,93.34
140US06071002610,43.26,86.52
140US06071009722,73.3,146.6
140US06067007025,8.27,16.54
140US06087110504,18.32,36.64
140US06065042016,30.8,61.6
140US06065045708,30.62,61.24
140US06001441525,8.89,17.78
140US06001402802,1.95,3.9
140US06079011105,3.91,7.82
140US06059062651,4.85,9.7
140US06059001603,21.96,43.92
140US06077004104,20.21,40.42
140US06077005126,14.03,28.06
140US06013355124,19.86,39.72
140US06013345206,13.5,27
140US06099002505,7.38,14.76
140US06047002203,56.21,112.42
140US06047002001,51.84,103.68
140US06019008303,49.11,98.22
140US06019006407,38.38,76.76
140US06029003825,11.8,23.6
140US06029004903,31.28,62.56
140US06111003102,4.23,8.46
140US06063000201,33.53,67.06
140US06083001907,38.85,77.7
140US06083002937,13.63,27.26
140US06083000806,3.34,6.68
140US06085512512,28.8,57.6
140US06075013002,2.88,5.76
140US06037125322,9.41,18.82
140US06037292002,13.75,27.5
140US06001423700,2.34,4.68
140US06001435400,12.89,25.78
140US06001440331,11.42,22.84
140US06013390200,8.59,17.18
140US06013312000,20.09,40.18
140US06013338201,9.26,18.52
140US06081602202,10.48,20.96
140US06073017201,17.75,35.5
140US06073020202,0,0
140US06073018519,15.89,31.78
140US06073017035,13.8,27.6
140US06075015802,2.55,5.1
140US06075031202,6.43,12.86
140US06097150607,15.8,31.6
140US06013339001,3.3,6.6
140US06099000913,7.92,15.84
140US06047002306,57.67,115.34
140US06047001603,40.4,80.8
140US06095252914,29.6,59.2
140US06065044921,13.3,26.6
140US06065045226,26.47,52.94
140US06065042631,23.22,46.44
140US06065042523,31.88,63.76
140US06019006605,28.5,57
140US06019006409,83.81,167.62
140US06029002702,3.47,6.94
140US06029002502,6.13,12.26
140US06029001302,2.85,5.7
140US06085510400,15.08,30.16
140US06001441523,8.58,17.16
140US06001425101,4.38,8.76
140US06081603801,13.6,27.2
140US06077004403,15.18,30.36
140US06071009122,52.91,105.82
140US06071004511,52.86,105.72
140US06071000305,28.74,57.48
140US06029000702,3.41,6.82
140US06029006102,42.94,85.88
140US06085512511,29.91,59.82
140US06085501901,2.48,4.96
140US06071010037,68.05,136.1
140US06067007437,13.25,26.5
140US06065042746,22.33,44.66
140US06041131100,28.52,57.04
140US06111008800,8.43,16.86
140US06007000104,6.63,13.26
140US06115040301,42.19,84.38
140US06067005509,5.17,10.34
140US06067007432,14.39,28.78
140US06111002901,7.68,15.36
140US06023010902,61.1,122.2
140US06001451104,36.6,73.2
140US06083002408,33.1,66.2
140US06075061503,1.26,2.52
140US06075012403,0.53,1.06
140US06037128704,9.58,19.16
140US06037133101,2.1,4.2
140US06037543804,15.05,30.1
140US06031001401,29.21,58.42
140US06037301602,9.86,19.72
140US06037124102,10.09,20.18
140US06037121020,12.86,25.72
140US06037920018,29.81,59.62
140US06073000302,4.08,8.16
140US06073005801,3.11,6.22
140US06073016620,7.98,15.96
140US06037115401,5.17,10.34
