HEROP_ID,SspTmDr,SspTmDr2
140US01015000200,,
140US01019955702,66.46,132.92
140US01117030319,,
140US01081040300,,
140US01081041300,,
140US01101003000,,
140US01101001100,,
140US01101005410,,
140US01101005302,,
140US01101002500,,
140US01101003301,,
140US01037961100,,
140US01085781100,,
140US01121010600,,
140US01113031200,,
140US01097005900,36.03,72.06
140US01097001901,14.56,29.12
140US01097005000,8.07,16.14
140US01097005200,8.19,16.38
140US01097000902,3.12,6.24
140US01097001400,5.09,10.18
140US01097002600,7.51,15.02
140US01097003301,9.85,19.7
140US01097003602,17.22,34.44
140US01069040600,,
140US01069040400,,
140US01093964500,,
140US01093964300,,
140US01125011402,,
140US01125012101,,
140US01125010105,,
140US01125012102,,
140US01097990000,21.44,42.88
140US01047956400,,
140US01069040205,,
140US01001020502,,
140US01051031001,,
140US01115040104,,
140US01073011002,,
140US01073012913,,
140US01117030330,,
140US01097007600,6.1,12.2
140US01031011100,,
140US01001020600,,
140US01121011200,,
140US01089000403,,
140US01089011201,,
140US01089011026,,
140US01089010503,,
140US01089011023,,
140US01073004502,,
140US01073012918,,
140US01073012805,,
140US01073011003,,
140US01073012919,,
140US01117030352,,
140US01097007203,38.9,77.8
140US01097006410,19.38,38.76
140US01097000802,4.08,8.16
140US01009050302,,
140US01049960302,63.39,126.78
140US01031011205,,
140US01059973702,,
140US01077010902,,
140US01101003303,,
140US01047957301,,
140US01091973002,,
140US01081040202,,
140US01081042009,,
140US01081042007,,
140US01053969802,,
140US01065040402,,
140US01113030601,,
140US01083020103,75.53,151.06
140US01115040208,,
140US01063060000,,
140US01089011013,,
140US01089000701,,
140US01039961700,,
140US01055000500,84.99,169.98
140US01011952500,,
140US01073000400,,
140US01073013902,,
140US01073000300,,
140US01073005000,,
140US01103005500,,
140US01125011200,,
140US01083020900,84.77,169.54
140US01111000100,,
140US01023956900,,
140US01063060101,,
140US01099075901,,
140US01125012408,,
140US01101005614,,
140US01031011206,,
140US01099075600,,
140US01089001302,,
140US01097006803,21.09,42.18
140US01003010706,17.13,34.26
140US01073004902,,
140US01097003703,15.2,30.4
140US01097005400,12.41,24.82
140US01097003405,14.22,28.44
140US01097004000,6.71,13.42
140US01069040900,,
140US01067030300,,
140US01101005604,,
140US01101001600,,
140US01001020200,,
140US01097000200,2.02,4.04
140US01097001100,3.48,6.96
140US01013952800,,
140US01131034700,,
140US01073014408,,
140US01101002100,,
140US01125012505,,
140US01073000700,,
140US01073013200,,
140US01033020100,,
140US01103000900,,
140US01125010601,,
140US01125012404,,
140US01083021000,87.83,175.66
140US01089000602,,
140US01089002701,,
140US01077010200,,
140US01097000903,3.87,7.74
140US01097003607,14.96,29.92
140US01101005613,,
140US01097006408,20.93,41.86
140US01073002702,,
140US01117980100,,
140US01001020503,,
140US01125012002,,
140US01089003000,,
140US01083021201,,
140US01089000702,,
140US01089010628,,
140US01063060102,,
140US01081040904,,
140US01081040402,,
140US01097003410,17.73,35.46
140US01089002501,,
140US01073010302,,
140US01129044100,57.62,115.24
140US01033020600,,
140US01039962300,,
140US01089002803,,
140US01073002701,,
140US01097000402,1.66,3.32
140US01101005411,,
140US01025958003,86.41,172.82
140US01081042008,,
140US01069040302,,
140US01073014105,,
140US01073004800,,
140US01125011800,,
140US01119011500,,
140US01101000500,,
140US01047956900,,
140US01089001700,,
140US01053969801,,
140US01089010626,,
140US01089000301,,
140US01069040204,,
140US01081041102,,
140US01073010301,,
140US01125010102,,
140US01101000700,,
140US01089000503,,
140US01073003300,,
140US01073011804,,
140US01097002100,9.4,18.8
140US01023956700,,
140US01077010700,,
140US01097003710,14.46,28.92
140US01015001102,,
140US01089002200,,
140US01097003207,11.39,22.78
140US01087232300,,
140US01097001501,6.02,12.04
140US01097002302,7.59,15.18
140US01097003404,17.13,34.26
140US01089010406,81.57,163.14
140US01073012920,,
140US01101001900,,
140US01003010704,16.21,32.42
140US01095031100,,
140US01095030801,,
140US01073012103,,
140US01073012402,,
140US01073001100,,
140US01073010001,,
140US01073012304,,
140US01073010002,,
140US01073003200,,
140US01073003100,,
140US01073003002,,
140US01073014301,,
140US01073005600,,
140US01073010100,,
140US01073003900,,
140US01073010603,,
140US01073010500,,
140US01073011904,,
140US01073005908,,
140US01073012602,,
140US01073002303,,
140US01073013901,,
140US01103000100,,
140US01103005103,,
140US01103000800,,
140US01125010500,,
140US01125012700,,
140US01125010703,,
140US01125010203,,
140US01133965700,,
140US01065040500,,
140US01127021500,,
140US01127020100,,
140US01071950500,,
140US01071950700,74.45,148.9
140US01089001901,,
140US01089000501,,
140US01127020200,,
140US01127021400,,
140US01089001200,,
140US01089001500,,
140US01089001801,,
140US01089002721,,
140US01079979100,,
140US01083020600,85.34,170.68
140US01129043900,,
140US01089002400,,
140US01039962700,,
140US01015000900,,
140US01015001600,,
140US01015002600,,
140US01053970300,,
140US01077011502,,
140US01077011603,,
140US01077011700,,
140US01019956000,84.6,169.2
140US01003010400,35.62,71.24
140US01003010600,32.7,65.4
140US01023957000,,
140US01043965700,,
140US01043964700,,
140US01043965100,,
140US01043965300,,
140US01009050601,,
140US01055001200,86.3,172.6
140US01055001700,,
140US01055001600,,
140US01025957901,,
140US01047956300,,
140US01055010300,,
140US01055000900,86.71,173.42
140US01055000700,83.79,167.58
140US01055011001,89.82,179.64
140US01059973400,,
140US01059973200,,
140US01055000400,79.89,159.78
140US01033020901,,
140US01033020801,,
140US01049961100,53.93,107.86
140US01035960400,,
140US01035960500,,
140US01121011800,,
140US01121011000,,
140US01121010900,,
140US01057020400,,
140US01067030400,,
140US01051030300,,
140US01087232100,,
140US01017954700,,
140US01017953900,,
140US01041963400,,
140US01021060200,,
140US01027959000,,
140US01061050400,,
140US01031010800,,
140US01109188700,,
140US01081040602,,
140US01101003200,,
140US01101001000,,
140US01101005902,,
140US01101005402,,
140US01101006100,,
140US01101005503,,
140US01101001700,,
140US01045021101,,
140US01045020300,,
140US01093964100,,
140US01097003800,18.03,36.06
140US01097006802,15.02,30.04
140US01097005300,9.8,19.6
140US01097000702,5.3,10.6
140US01097001302,4.96,9.92
140US01097002301,8.1,16.2
140US01097002900,8.7,17.4
140US01097003302,9.42,18.84
140US01097003606,13.35,26.7
140US01097003902,5.92,11.84
140US01097004900,8.34,16.68
140US01097006103,13.97,27.94
140US01097003202,12.64,25.28
140US01097003203,11.65,23.3
140US01097003707,14.66,29.32
140US01097007101,18.2,36.4
140US01069041700,,
140US01069040500,,
140US01069041400,,
140US01029959800,67.61,135.22
140US01001021000,,
140US01001020400,,
140US01001020700,,
140US01005950500,,
140US01005950200,,
140US01081042002,,
140US01089001401,,
140US01019955701,75.91,151.82
140US01047956701,,
140US01073005910,,
140US01073011108,,
140US01073012703,,
140US01073014001,,
140US01073012908,,
140US01051030902,,
140US01117030304,,
140US01101000100,,
140US01101005611,,
140US01101005612,,
140US01101005607,,
140US01097006702,22.38,44.76
140US01055010601,,
140US01055010602,,
140US01001020803,,
140US01051030101,,
140US01051030401,,
140US01043965401,,
140US01015981902,,
140US01117030216,,
140US01117030341,,
140US01117030408,,
140US01117030900,,
140US01117030345,,
140US01117030407,,
140US01115040402,,
140US01083020201,,
140US01003010906,28.88,57.76
140US01021060104,,
140US01025957604,,
140US01125010705,,
140US01125010305,,
140US01107050402,,
140US01099076102,,
140US01125010304,,
140US01099076101,,
140US01109189101,,
140US01079979501,,
140US01007010007,,
140US01007010009,,
140US01011952202,,
140US01091972901,,
140US01083020803,,
140US01115040302,,
140US01115040209,,
140US01115040211,,
140US01115040213,,
140US01113030907,,
140US01113030906,,
140US01043965501,,
140US01043965002,,
140US01003010710,15.49,30.98
140US01003011503,46.54,93.08
140US01003011604,61.76,123.52
140US01003011409,44.09,88.18
140US01003011416,59.04,118.08
140US01049960702,73.01,146.02
140US01049960601,75.6,151.2
140US01033020705,,
140US01097006412,24.4,48.8
140US01097006703,28.56,57.12
140US01097006106,11.87,23.74
140US01097006411,17.46,34.92
140US01097003206,9.9,19.8
140US01081041002,,
140US01081041001,,
140US01081041104,,
140US01081041902,,
140US01081041901,,
140US01015001103,,
140US01103005602,,
140US01015002002,78.63,157.26
140US01019955802,76.56,153.12
140US01059973701,,
140US01093964701,,
140US01077011605,,
140US01077011402,,
140US01121011302,,
140US01121011501,,
140US01101005412,,
140US01071950301,59.99,119.98
140US01095030804,,
140US01095030101,,
140US01095030302,,
140US01095030502,,
140US01095030203,89.22,178.44
140US01095031002,,
140US01095031001,,
140US01073014205,,
140US01073011115,,
140US01073014415,,
140US01073011805,,
140US01073011806,,
140US01073011303,,
140US01073010604,,
140US01073011401,,
140US01117030616,,
140US01117030612,,
140US01117030218,,
140US01117030351,,
140US01009050702,,
140US01009050501,,
140US01089010801,,
140US01089010403,,
140US01089011202,,
140US01089010102,,
140US01089010101,,
140US01089000203,,
140US01107050300,,
140US01107050100,,
140US01119011600,,
140US01127021700,,
140US01127021800,,
140US01127021600,,
140US01127020400,,
140US01065040000,,
140US01099076000,,
140US01073013400,,
140US01073013100,,
140US01073005702,,
140US01073010706,,
140US01073011205,,
140US01073011803,,
140US01073000100,,
140US01073001902,,
140US01073010702,,
140US01073004701,,
140US01073002200,,
140US01073002306,,
140US01073010801,,
140US01073012907,,
140US01073014409,,
140US01073012200,,
140US01073012500,,
140US01073012403,,
140US01103005101,,
140US01103005109,,
140US01103005303,,
140US01125012800,,
140US01125012305,,
140US01125010802,,
140US01125010404,,
140US01125012501,,
140US01125010302,,
140US01125010201,,
140US01125010804,,
140US01125012600,,
140US01133965800,,
140US01091973100,,
140US01095030903,,
140US01095030401,,
140US01073000800,,
140US01073003001,,
140US01073002900,,
140US01073005907,,
140US01073014404,,
140US01073010703,,
140US01073011209,,
140US01073013601,,
140US01073010200,,
140US01073005701,,
140US01073003802,,
140US01073005103,,
140US01079979800,,
140US01079979700,,
140US01083020402,,
140US01083020700,82.76,165.52
140US01071950200,37.89,75.78
140US01089010902,,
140US01089001902,,
140US01089002100,,
140US01089002912,,
140US01089000302,,
140US01089000502,,
140US01089000601,,
140US01089001000,,
140US01089001301,,
140US01089002000,,
140US01089002911,,
140US01089011400,,
140US01089010200,,
140US01089002801,,
140US01057020100,,
140US01057020000,,
140US01057020200,,
140US01111000200,80.02,160.04
140US01111000500,,
140US01039961800,,
140US01039961900,,
140US01039962900,,
140US01043964500,,
140US01043964400,,
140US01039963000,,
140US01033020802,,
140US01033020500,,
140US01035960600,,
140US01025957902,76.51,153.02
140US01049961200,47.53,95.06
140US01003011102,31.39,62.78
140US01003011300,32.93,65.86
140US01003010903,25.98,51.96
140US01003010904,35.96,71.92
140US01003011000,37.01,74.02
140US01053970100,,
140US01047956500,,
140US01055000300,83.35,166.7
140US01077010300,,
140US01077010800,,
140US01003010200,44.37,88.74
140US01003010500,35.32,70.64
140US01059973500,,
140US01059973100,,
140US01059973300,,
140US01049961000,63.42,126.84
140US01049961400,49.27,98.54
140US01077010100,,
140US01077010400,,
140US01077011000,,
140US01077011102,,
140US01077011200,,
140US01015000400,,
140US01013953300,,
140US01013952900,,
140US01015001202,,
140US01015000500,,
140US01015001300,,
140US01015002400,,
140US01015002300,,
140US01013953200,,
140US01009050400,,
140US01009050200,,
140US01117030701,,
140US01117030704,,
140US01017954600,,
140US01017953800,,
140US01101005700,,
140US01101005800,,
140US01101006000,,
140US01101000200,,
140US01101000600,,
140US01101001300,,
140US01101002300,,
140US01081041200,,
140US01081041400,,
140US01101002400,,
140US01101005606,,
140US01101000400,,
140US01101002600,,
140US01101001500,,
140US01101002800,,
140US01101005301,,
140US01041963600,,
140US01045020200,,
140US01045020500,,
140US01045020802,,
140US01031010500,,
140US01031010900,,
140US01031010100,,
140US01061050300,,
140US01061050500,,
140US01061050600,,
140US01087231800,,
140US01087231900,,
140US01087231500,,
140US01037961000,,
140US01067030500,,
140US01027958900,,
140US01123962000,,
140US01021060101,,
140US01021060500,,
140US01021060300,,
140US01109188900,,
140US01085781200,,
140US01109189300,,
140US01051031300,,
140US01051030500,,
140US01051030901,,
140US01051030200,,
140US01121010400,,
140US01121011700,,
140US01121010101,,
140US01121010302,,
140US01061050200,,
140US01113031100,,
140US01113030300,,
140US01113030700,,
140US01097001502,5.52,11.04
140US01097002200,8.56,17.12
140US01097002502,4.1,8.2
140US01097002800,6.83,13.66
140US01097003100,11.66,23.32
140US01097003501,12.84,25.68
140US01097003502,11.31,22.62
140US01097007000,15.74,31.48
140US01097007103,22.52,45.04
140US01097007102,20.06,40.12
140US01097007300,34.88,69.76
140US01097002000,14.37,28.74
140US01097005100,8.2,16.4
140US01097000401,0,0
140US01097000600,2.78,5.56
140US01097000901,2.28,4.56
140US01097001001,2.12,4.24
140US01069041800,,
140US01093964600,,
140US01069042100,,
140US01069041600,,
140US01005950100,,
140US01005950600,,
140US01029959700,,
140US01109189003,,
140US01109189002,,
140US01075030101,,
140US01069041902,,
140US01069040206,,
140US01047956702,,
140US01047956201,,
140US01125010104,,
140US01125010707,,
140US01003011601,46.89,93.78
140US01125011901,,
140US01087231603,,
140US01125010205,,
140US01125012001,,
140US01015001201,,
140US01131035100,,
140US01125010704,,
140US01051030103,,
140US01117030212,,
140US01115040401,,
140US01051030102,,
140US01051031002,,
140US01127020801,,
140US01127020802,,
140US01103005106,,
140US01103005107,,
140US01051030702,,
140US01051030701,,
140US01001020902,,
140US01001020804,,
140US01117980000,,
140US01117030337,,
140US01117030320,,
140US01117030306,,
140US01117030316,,
140US01117030703,,
140US01117030331,,
140US01073011109,,
140US01073011110,,
140US01097006407,36.5,73
140US01097006501,23.9,47.8
140US01097007400,9.31,18.62
140US01097003706,16.33,32.66
140US01133965501,,
140US01013953500,,
140US01033020703,,
140US01073005909,,
140US01073011208,,
140US01073004901,,
140US01073010802,,
140US01073005800,,
140US01073014412,,
140US01073011301,,
140US01055000200,86.87,173.74
140US01055010100,86.22,172.44
140US01121010102,,
140US01121010700,,
140US01081042005,,
140US01081042003,,
140US01113030402,,
140US01113030500,,
140US01089002502,,
140US01089002722,,
140US01089011100,,
140US01045020400,,
140US01045020801,,
140US01025957601,,
140US01101005502,,
140US01123962200,,
140US01123962501,,
140US01089011203,,
140US01073011114,,
140US01073014414,,
140US01073012003,,
140US01073010806,,
140US01073012916,,
140US01073014107,,
140US01073011708,,
140US01073010807,,
140US01073011004,,
140US01073010605,,
140US01073012004,,
140US01073011304,,
140US01089011301,,
140US01089010303,,
140US01089010629,,
140US01089010627,,
140US01089011024,,
140US01089011302,,
140US01089010631,,
140US01089010904,,
140US01089002924,,
140US01089010905,,
140US01089011027,,
140US01089010705,,
140US01073014209,,
140US01073014207,,
140US01073014303,,
140US01073002402,,
140US01073012917,,
140US01117030346,,
140US01097006413,28.18,56.36
140US01117030219,,
140US01117030610,,
140US01117030503,,
140US01117030349,,
140US01117030221,,
140US01117030504,,
140US01103005305,,
140US01103005201,,
140US01103005703,,
140US01103005202,,
140US01097006305,29.96,59.92
140US01097005601,18.02,36.04
140US01097005602,15.66,31.32
140US01097006107,17.15,34.3
140US01097006201,41.52,83.04
140US01097003409,17.9,35.8
140US01097000801,4.87,9.74
140US01097006904,17.23,34.46
140US01097006307,22.96,45.92
140US01049960701,77.31,154.62
140US01049960402,57.7,115.4
140US01009050105,,
140US01009050701,,
140US01009050106,,
140US01049960602,76.92,153.84
140US01049960703,84.12,168.24
140US01049960401,56.08,112.16
140US01071950901,64.28,128.56
140US01079979502,,
140US01015001501,,
140US01015001101,,
140US01019955801,84.36,168.72
140US01019956102,,
140US01055010201,,
140US01055010202,,
140US01077011401,,
140US01055010503,,
140US01093964702,,
140US01077011503,,
140US01093964401,,
140US01101005903,,
140US01101005414,,
140US01101005413,,
140US01101002902,,
140US01101005904,,
140US01071950601,75.65,151.3
140US01011952201,,
140US01031011203,,
140US01113030903,,
140US01113030905,,
140US01113030904,,
140US01047956102,,
140US01017954002,,
140US01015002504,,
140US01071951102,76.98,153.96
140US01071950102,46.84,93.68
140US01095030803,88.09,176.18
140US01015002001,77.93,155.86
140US01095030204,,
140US01091973001,,
140US01123962302,,
140US01081040501,,
140US01081041101,,
140US01081041701,,
140US01081040502,,
140US01081042104,,
140US01081041903,,
140US01081041103,,
140US01081040403,,
140US01081040903,,
140US01043964902,,
140US01043964201,,
140US01043964202,,
140US01021060702,,
140US01089010302,,
140US01089002922,,
140US01021060403,,
140US01119011301,,
140US01007010010,,
140US01115040504,,
140US01003010709,22.04,44.08
140US01003011104,27.36,54.72
140US01003010707,23.83,47.66
140US01003011412,54.04,108.08
140US01003010908,29.78,59.56
140US01003010907,33.42,66.84
140US01003011410,44.7,89.4
140US01003011418,62.12,124.24
140US01003011419,64.48,128.96
140US01003010708,17.3,34.6
140US01003011414,59.02,118.04
140US01105687001,,
140US01083020404,,
140US01083021202,,
140US01083020104,81.33,162.66
140US01115040110,,
140US01115040207,,
140US01007010011,,
140US01007010008,,
140US01115040301,,
140US01115040507,,
140US01115040109,,
140US01121010201,,
140US01043965600,,
140US01043965402,,
140US01043965200,,
140US01059972900,,
140US01123962600,,
140US01047957100,,
140US01049960900,59.37,118.74
140US01003011202,27.08,54.16
140US01121010202,,
140US01053970600,,
140US01055001100,,
140US01055011200,87.49,174.98
140US01055011002,,
140US01055011100,,
140US01077011801,,
140US01035960200,,
140US01039962400,,
140US01127021200,,
140US01129044200,48.01,96.02
140US01095030402,,
140US01095030702,,
140US01073012001,,
140US01073003600,,
140US01073001600,,
140US01073013801,,
140US01073004000,,
140US01073004702,,
140US01073010804,,
140US01073011500,,
140US01103000600,,
140US01125010406,,
140US01125012503,,
140US01091973200,,
140US01075030000,,
140US01107050200,,
140US01127021900,,
140US01127020600,,
140US01015001400,,
140US01015002101,,
140US01013952700,,
140US01079979600,,
140US01051030600,,
140US01015981903,,
140US01043965502,,
140US01055010401,,
140US01087232000,,
140US01117030211,,
140US01117030502,,
140US01117030103,,
140US01117030405,,
140US01069040100,,
140US01003011504,47.43,94.86
140US01005950400,,
140US01003011201,21.72,43.44
140US01003011103,28.12,56.24
140US01097006600,32.6,65.2
140US01097006104,24.2,48.4
140US01073014405,,
140US01073014410,,
140US01083020806,89.42,178.84
140US01097001002,3.62,7.24
140US01097002400,6.15,12.3
140US01097005500,12.92,25.84
140US01097006403,19.95,39.9
140US01097003704,13.46,26.92
140US01117030336,,
140US01101005609,,
140US01101005504,,
140US01097007201,28.05,56.1
140US01115040108,,
140US01115040107,,
140US01107050401,,
140US01131034801,,
140US01133965601,,
140US01125012306,,
140US01071950602,67.12,134.24
140US01095030102,,
140US01109189001,,
140US01095030206,,
140US01095030301,,
140US01095030501,,
140US01081042103,,
140US01081040401,,
140US01081040606,,
140US01007010006,,
140US01103005601,,
140US01103005302,,
140US01065040401,,
140US01075030102,,
140US01045020000,,
140US01097005702,20.82,41.64
140US01097006504,27.25,54.5
140US01097003712,15.15,30.3
140US01097006903,18.79,37.58
140US01111000600,,
140US01051030402,,
140US01127020301,,
140US01121010301,,
140US01089011012,,
140US01015002503,,
140US01015001802,,
140US01059973703,,
140US01093964002,,
140US01093964402,,
140US01031011300,,
140US01013953400,,
140US01041963800,,
140US01005950800,,
140US01045021102,,
140US01045020100,,
140US01115040105,,
140US01015001000,,
140US01015000700,,
140US01015002200,88.61,177.22
140US01069040802,,
140US01055010900,79.93,159.86
140US01109189102,,
140US01015981901,,
140US01069041200,,
140US01029959500,73.62,147.24
140US01017954300,,
140US01067030100,,
140US01069042000,,
140US01073011600,,
140US01073012704,,
140US01073010701,,
140US01073014406,,
140US01125012504,,
140US01125012406,,
140US01123962400,,
140US01101005501,,
140US01101005605,,
140US01001020100,,
140US01121012000,,
140US01121011600,,
140US01109189200,,
140US01117030800,,
140US01031010600,,
140US01097001200,5.97,11.94
140US01097001800,13.57,27.14
140US01097000701,3.49,6.98
140US01081040901,,
140US01101001200,,
140US01101005403,,
140US01101002000,,
140US01061050100,,
140US01071951101,63.66,127.32
140US01095030602,,
140US01009050604,,
140US01021060404,,
140US01123962301,,
140US01081041703,,
140US01089011028,,
140US01089010704,,
140US01029959600,69.27,138.54
140US01073014208,,
140US01073011117,,
140US01097003408,13.7,27.4
140US01097006000,38.36,76.72
140US01097005701,22.19,44.38
140US01123961900,,
140US01117030315,,
140US01049960102,42.06,84.12
140US01073005104,,
140US01097003708,18.25,36.5
140US01069041901,,
140US01117030406,,
140US01121010500,,
140US01083020101,85.65,171.3
140US01123962100,,
140US01017954800,,
140US01055010504,,
140US01077011504,,
140US01073011709,,
140US01073012804,,
140US01073011710,,
140US01039962500,,
140US01049960800,62.59,125.18
140US01089010706,,
140US01089010802,,
140US01089001403,,
140US01043964300,,
140US01003010800,17.02,34.04
140US01117030615,,
140US01117030350,,
140US01073001400,,
140US01073012701,,
140US01073012910,,
140US01053970700,,
140US01009050107,,
140US01073010401,,
140US01073003803,,
140US01103000400,,
140US01089010612,,
140US01053970400,,
140US01009050104,,
140US01033020704,,
140US01103005405,,
140US01125010403,,
140US01125011600,,
140US01133965900,,
140US01105687100,,
140US01059973000,,
140US01073014106,,
140US01059973600,,
140US01097006503,28.04,56.08
140US01097006409,21.54,43.08
140US01051030801,,
140US01013953100,,
140US01073005500,,
140US01073001200,,
140US01073010900,,
140US01073005905,,
140US01073012905,,
140US01103005404,,
140US01043964800,,
140US01055000800,83.31,166.62
140US01123962702,,
140US01081040607,,
140US01081041803,,
140US01081041801,,
140US01125010803,,
140US01107050000,,
140US01127020900,,
140US01049960500,73.32,146.64
140US01003011501,38.9,77.8
140US01115040505,,
140US01053969900,,
140US01055010700,,
140US01097006304,26.83,53.66
140US01117030614,,
140US01083021203,,
140US01009050603,,
140US01009050301,,
140US01097980000,14.78,29.56
140US01117030348,,
140US01117030220,,
140US01083021102,88.58,177.16
140US01079979201,,
140US01089002600,,
140US01021060103,,
140US01103005701,,
140US01003011411,49.15,98.3
140US01003011603,,
140US01097006704,28.27,56.54
140US01097006202,33.53,67.06
140US01097007204,34.13,68.26
140US01115040503,,
140US01115040210,,
140US01115040206,,
140US01015002102,,
140US01051031200,,
140US01021060401,,
140US01089010405,87.99,175.98
140US01089010625,,
140US01067030200,,
140US01073012306,,
140US01121011301,,
140US01101002901,,
140US01099075902,,
140US01113030404,,
140US01025957603,,
140US01043965001,,
140US01101005102,,
140US01093964200,,
140US01015002105,87.06,174.12
140US01027959100,,
140US01041963900,,
140US01115040508,,
140US01027959200,,
140US01057020300,,
140US01095030701,,
140US01039962100,,
140US01121011400,,
140US01051031100,,
140US01031010200,,
140US01083020805,88.73,177.46
140US01111000400,,
140US01041963500,,
140US01021060600,,
140US01073011901,,
140US01073004200,,
140US01073011706,,
140US01073010704,,
140US01103000200,,
140US01103005304,,
140US01125012403,,
140US01079979900,,
140US01101005409,,
140US01045021200,,
140US01065040200,,
140US01071950800,68.52,137.04
140US01089010502,,
140US01033020902,,
140US01015002502,,
140US01019955900,,
140US01081042101,,
140US01035960300,,
140US01005950900,,
140US01015001502,,
140US01125010206,,
140US01009050103,,
140US01055001000,84.77,169.54
140US01087231601,,
140US01081040700,,
140US01089010304,,
140US01117030347,,
140US01041963700,,
140US01089001404,,
140US01073011116,,
140US01073011112,,
140US01073012307,,
140US01125011902,,
140US01133965503,,
140US01073011704,,
140US01073012911,,
140US01101005610,,
140US01071950101,38.6,77.2
140US01019956101,78.07,156.14
140US01055010505,,
140US01081040605,,
140US01049960303,62.06,124.12
140US01097002501,5.2,10.4
140US01097003406,11.02,22.04
140US01117030305,,
140US01077011606,,
140US01121011502,,
140US01123962502,,
140US01097003608,14.4,28.8
140US01113030602,,
140US01117030102,,
140US01001020801,,
140US01113030800,,
140US01125010604,,
140US01021060701,,
140US01039962600,,
140US01033020706,,
140US01025957500,,
140US01031011204,,
140US01079979202,,
140US01049961300,61.5,123
140US01047957302,,
140US01083020403,,
140US01095030904,,
140US01073014104,,
140US01073013002,,
140US01073005302,,
140US01073010803,,
140US01115040506,,
140US01017954001,,
140US01055010506,,
140US01103005105,,
140US01125010204,,
140US01095030601,,
140US01095030205,,
140US01081040801,,
140US01127020302,,
140US01103005306,,
140US01053970200,,
140US01077011602,,
140US01097006505,32.95,65.9
140US01097006303,27.39,54.78
140US01101002700,,
140US01077011802,,
140US01031011000,,
140US01045020700,,
140US01117030613,,
140US01087231400,,
140US01079979400,,
140US01073002401,,
140US01073011707,,
140US01045021400,,
140US01003010711,14.68,29.36
140US01003011417,54.47,108.94
140US01071951000,56.42,112.84
140US01047957200,,
140US01053970500,,
140US01117030215,,
140US01125011401,,
140US01077011300,,
140US01015001700,,
140US01003010300,26.17,52.34
140US01075030200,,
140US01031010300,,
140US01067030600,,
140US01127021100,,
140US01089010703,,
140US01081041702,,
140US01083020804,89.9,179.8
140US01007010005,,
140US01001020901,,
140US01001020805,,
140US01091972902,,
140US01077011101,,
140US01051030802,,
140US01069040801,,
140US01097003402,11.12,22.24
140US01015001801,86.81,173.62
140US01093964001,,
140US01115040212,,
140US01125010603,,
140US01031010400,,
140US01105687002,,
140US01071950302,48.04,96.08
140US01123962701,,
140US01073003500,,
140US01073011207,,
140US01117030611,,
140US01097006306,24.1,48.2
140US01045021300,,
140US01081041802,,
140US01003011413,52.71,105.42
140US01125010303,,
140US01127021000,,
140US01103005704,,
140US01101005101,,
140US01033020300,,
140US01125010405,,
140US01113030403,,
140US01043964100,,
140US01101001800,,
140US01133965502,,
140US01013953000,,
140US01015000600,,
140US01055001300,86.15,172.3
140US01055010800,82.29,164.58
140US01117030340,,
140US01109188600,,
140US01043964901,,
140US01073011210,,
140US01117030607,,
140US01101005608,,
140US01073012104,,
140US01073011206,,
140US01073012802,,
140US01001020300,,
140US01005950700,,
140US01097003000,12.11,24.22
