GEOID,MhTmDr,MhTmDr2,MhCntDr,MhMinDis
14305,2.708314428,5.416628856,32.63882309,1.025704169
14410,,,,
14411,4.628101053,9.256202106,1.942758497,2.800710097
14413,,,,
14414,14.76649665,29.5329933,24.50589736,7.79127706
14415,0,0,3,11.99211913
14416,17.54076694,35.08153389,24.23900119,8.974161232
14418,29.21716567,58.43433133,1,18.49438362
14420,20.49743832,40.99487663,24.84161715,11.80082118
14422,17.49589552,34.99179105,23.6705757,8.822280336
14423,21.98493405,43.96986809,14.48754275,10.16172821
14424,5.609677373,11.21935475,9.153724354,3.32002795
14425,3.6347136,7.2694272,11.23952,1.220986684
14427,17.40448311,34.80896622,3.639713408,8.716306287
14428,11.76363779,23.52727557,26.45771533,7.256647333
14429,,,,
14430,,,,
14432,4.406979709,8.813959419,9.210505371,2.616781591
14433,20.30469325,40.6093865,3.1702454,11.40719777
14435,32.74013408,65.48026817,0.809706261,8.042963001
14437,25.55883187,51.11766375,0.858982902,14.51115227
14441,14.78,29.56,2,14.64907651
14445,6.875553127,13.75110625,10.06091232,4.115275034
14449,,,,
14450,11.70472718,23.40945437,10.58074323,6.888849945
14452,,,,
14453,7.78,15.56,11,5.883567349
14454,5.068201176,10.13640235,10.53380117,1.799580315
14456,3.289289373,6.578578747,8.870869428,1.709667522
14461,,,,
14462,0.698841706,1.397683412,3.922779922,2.249255191
14463,10.56,21.12,9,5.333359966
14464,25.95752477,51.91504955,2.832599124,11.74896977
14466,30.29984576,60.59969151,0.60025707,11.07858179
14467,9.022056366,18.04411273,10.25509091,3.772917828
14468,20.34045021,40.68090042,21.41853264,8.325793211
14469,13.10813718,26.21627436,7.159295352,7.773501925
14470,14.38143511,28.76287021,2.138650675,6.4581559
14471,28.46966564,56.93933127,0.9498452,14.0371852
14472,16.47466891,32.94933783,9.967800584,9.153435981
14475,15.4688,30.9376,5.2,9.55300689
14476,17.69978379,35.39956757,1,7.396112899
14477,16.25471322,32.50942644,1,6.769124912
14478,17.05162211,34.10324422,1,19.88113609
14479,18.72,37.44,4,10.76894357
14480,28.04,56.08,1,5.246817033
14481,0.062892767,0.125785534,4.007481296,1.86830389
14482,15.49093875,30.98187751,8.061997988,7.365516984
14485,22.72936973,45.45873946,5.545301068,11.16975739
14486,16.33,32.66,4,5.755471159
14487,28.54521549,57.09043097,0.85281227,6.518123422
14488,,,,
14489,6.788462247,13.57692449,6.010251632,5.281046333
14502,14.61817442,29.23634884,11.55794574,8.194805979
14504,6.468312341,12.93662468,13,3.935860899
14505,8.821784232,17.64356846,6.654218532,4.718517868
14506,14.72,29.44,10,8.459258084
14507,19.99829457,39.99658914,2.765227022,12.61035142
14508,,,,
14510,2.13075237,4.261504741,4.00042992,1.06955466
14511,15.39,30.78,24,7.422601951
14512,28.49964588,56.99929176,1.157043881,18.31406405
14513,6.827969272,13.65593854,9.215036382,1.828382337
14514,10.35055274,20.70110547,26.0107163,5.541742812
14515,14.17,28.34,24,4.881751457
14516,28.09312441,56.18624881,0.879326474,14.64160458
14517,17.09302671,34.18605343,2.103857566,11.45496083
14518,,,,
14519,12.09652961,24.19305922,6.710197371,5.557303094
14520,,,,
14521,22.29874368,44.59748737,2.61299639,14.80096289
14522,14.08831706,28.17663411,10.9427663,6.595901912
14525,10.8085594,21.61711881,6.480823199,6.284631539
14526,9.095170302,18.1903406,7.670201917,5.479881607
14527,9.966357128,19.93271426,2.036485907,15.06057991
14529,,,,
14530,12.24005746,24.48011491,5.63921869,6.277649428
14532,10.75244467,21.50488935,9.601646938,4.847392639
14533,16.02584745,32.0516949,4.008474576,5.689203524
14534,8.268058278,16.53611656,9.581663113,4.014927873
14536,24.10713415,48.2142683,1.530487804,12.55533252
14537,6.41,12.82,13,3.943618171
14538,,,,
14539,16.33,32.66,4,5.755471159
14541,17.72008921,35.44017843,2.01135442,10.95338309
14542,,,,
14543,12.8841172,25.76823441,23.48685199,6.738760554
14544,16.98830831,33.97661662,5.217217215,9.604422763
14545,18.1,36.2,2,12.23228533
14546,13.26754727,26.53509454,24.02305209,6.627918665
14547,10.56,21.12,9,5.333359966
14548,6.923248308,13.84649662,12.16666667,3.729536101
14549,16.690181,33.38036199,4.07239819,8.240204616
14550,14.27251958,28.54503916,2.580939949,5.94160021
14551,13.61818293,27.23636586,2.06124949,7.757014801
14555,15.36611941,30.73223881,2,8.833996397
14556,4.68,9.36,4,4.244791443
14557,17.73,35.46,26,9.154016177
14558,,,,
14559,13.34919012,26.69838023,25.04074876,7.517806577
14560,35.60070018,71.20140036,0,14.53687761
14561,11.11511013,22.23022026,8.461674006,5.449361406
14563,,,,
14564,5.993426976,11.98685395,10.97457735,3.960203392
14568,14.31771915,28.6354383,11.86871624,6.71294927
14569,2.539866393,5.079732785,4.713426853,2.118154374
14571,20.70409156,41.40818312,1.017167383,9.096539109
14572,27.48452897,54.96905794,0.744974379,19.77936737
14580,6.720882831,13.44176566,6.737931036,6.46841664
14585,15.5,31,5,9.598579757
14586,9.085548221,18.17109644,23.31389805,2.985455916
14588,,,,
14589,4.059310541,8.118621081,3.703820741,2.46805475
14590,30.02585323,60.05170646,0.690308988,16.8404811
14591,9.782811189,19.56562238,6.058741259,5.726000497
14592,16.33,32.66,4,5.755471159
14602,4.53,9.06,7,1.910076761
14603,0.99,1.98,24,0.34443206
14604,0.234613589,0.469227178,24,0.164786531
14605,1.48193737,2.963874741,23.86530842,0.4904113
14606,3.982678278,7.965356557,24,2.275376478
14607,1.41811215,2.8362243,16.13137517,0.725393905
14608,1.40534279,2.810685581,24,0.755081286
14609,3.679727626,7.359455253,8.062401539,1.418168503
14610,1.608883569,3.217767137,9.119872269,0.813510636
14611,1.432629166,2.865258332,24,0.598538854
14612,13.40112233,26.80224467,16.95624319,2.933208231
14613,2.729998462,5.459996925,24,2.017913789
14614,0.855401069,1.710802139,24,0.47111155
14615,5.106410962,10.21282192,24,2.009855717
14616,8.657217974,17.31443595,23.22532491,1.322639812
14617,7.068422846,14.13684569,16.44934611,1.780475496
14618,3.0121488,6.024297599,7.903740098,1.062700642
14619,1.471502681,2.943005363,24,0.775282278
14620,1.266278736,2.532557471,18.33172535,0.406459088
14621,2.718977347,5.437954693,22.50808053,1.077896007
14622,7.03310133,14.06620266,6.998172757,2.181492207
14623,4.878054546,9.756109093,17.84145097,1.528027181
14624,7.013646802,14.0272936,24.63978738,2.962362841
14625,4.938297871,9.876595743,8.222863325,2.579453825
14626,9.087346984,18.17469397,24,3.33237064
14627,,,,
14638,,,,
14639,,,,
14642,,,,
14643,,,,
14646,,,,
14647,,,,
14649,,,,
14651,,,,
14652,,,,
14653,,,,
14692,4.53,9.06,7,1.910076761
14701,3.401334044,6.802668087,10.52523069,1.303559369
14702,0,0,11,0.19046394
14706,16.29566207,32.59132415,5.619310346,6.021508281
14707,0,0,2,4.814807317
14708,11.46021898,22.92043795,2,6.445079392
14709,41.53689656,83.07379311,0.004926108,19.74498882
14710,8.195940375,16.39188075,5.992547131,7.882632497
14711,34.42520877,68.85041753,0.29645094,16.57272319
14712,14.87135307,29.74270613,6.610993658,6.88449754
14714,26.28309859,52.56619718,3.71830986,15.46022924
14715,12.78707736,25.57415472,3.002865328,9.053652011
14716,19.0124902,38.0249804,7,7.766846198
14717,33.33730109,66.67460219,0.230889236,16.70025831
14718,21.96337947,43.92675893,9.9206118,9.055268882
14719,26.93801615,53.8760323,2.198385236,13.05110995
14720,,,,
14721,20.61470589,41.22941177,5.764705884,9.225430389
14722,22.87,45.74,5,16.05471929
14723,21.44409556,42.88819112,7,9.957890797
14724,22.34075144,44.68150288,1.892100193,11.30997131
14726,28.39345737,56.78691474,2.398449611,14.78173589
14727,22.09619453,44.19238906,4.352806788,10.89613219
14728,22.75169491,45.50338982,11.65084746,9.725875962
14729,9.78,19.56,6,6.125320602
14730,,,,
14731,20.68576164,41.37152328,2.666929756,10.26685834
14732,13.64,27.28,7,7.187582478
14733,6.508198153,13.01639631,7.084921068,3.035387702
14735,36.45045038,72.90090076,0.01000834,16.33673425
14736,29.54,59.08,1,18.78716268
14737,21.75539181,43.51078362,1.711041852,7.171101728
14738,14.94087691,29.88175383,8.768302494,6.164759879
14739,24.70374756,49.40749511,2.387768378,10.45083432
14740,13.06335753,26.12671506,9.591651544,7.509690584
14741,22.51133776,45.02267552,3.936432639,8.496015265
14742,0,0,11,0.19046394
14743,16.85217949,33.70435898,5,7.943830796
14744,34.04,68.08,0,15.05464589
14745,34.04,68.08,0,15.05464589
14747,14.00857966,28.01715931,6.893474088,7.747327862
14748,17.00357326,34.00714653,7,5.359359256
14750,1.608991794,3.217983588,9.007033998,4.622283996
14751,,,,
14752,10.96,21.92,7,1.895440461
14753,15.43305206,30.86610413,3.064631956,7.06166764
14754,16.01582173,32.03164345,3.704735376,9.617855391
14755,21.3712456,42.74249121,3.953553835,7.790624825
14757,22.60435322,45.20870644,6.49642005,14.35373922
14758,,,,
14760,3.710962051,7.421924102,6.475595175,1.295591236
14766,,,,
14767,15.8496264,31.69925281,4.069738481,10.91413359
14769,19.19,38.38,7,7.896275981
14770,15.02878232,30.05756464,4.570475396,5.114436571
14772,17.14906037,34.29812074,5.970956718,12.37449936
14774,12.21,24.42,2,9.942607993
14775,29.54750883,59.09501767,1.15017668,18.72793534
14777,30.85645038,61.71290076,0.900763359,16.37774951
14778,,,,
14779,10.6522017,21.3044034,7.622443183,6.192776083
14781,23.37923077,46.75846154,2.809523807,13.40729726
14782,18.90203015,37.8040603,9.109547737,9.210046261
14783,,,,
14784,22.20336207,44.40672415,11.13793104,8.767335133
14785,8.72,17.44,5,8.307731904
14786,,,,
14787,28.85734725,57.7146945,6.123743235,16.02270229
14788,,,,
14801,29.69608224,59.39216447,0.84484096,21.91704351
14802,34.64,69.28,0,10.90079944
14803,32.89260869,65.78521738,0.484949834,10.95059373
14804,38.52693467,77.05386934,0.018425461,14.90351005
14805,17.34208259,34.68416518,6.743267504,7.207506353
14806,27.0293458,54.05869159,1.761163032,9.541261715
14807,34.75347346,69.50694692,0.384562371,21.78193694
14808,21.65,43.3,1,25.09130143
14809,16.58472012,33.16944024,0.998487141,28.86186441
14810,7.641331508,15.28266302,1,23.85445882
14812,14.06701188,28.13402375,2.808047494,8.497504151
14813,25.5415242,51.08304841,1.658064514,7.82318917
14814,15.33922803,30.67845605,6.390736342,6.740868188
14815,20.19520505,40.3904101,2,10.11939298
14816,13.53122172,27.06244345,6.805429864,5.110081448
14817,17.17655981,34.35311962,5.486317434,8.398790542
14818,23.45,46.9,3,7.21176318
14819,24.35592593,48.71185186,0.766381766,25.98372178
14820,20.85229607,41.70459214,0.990936556,27.081719
14821,18.22410951,36.44821901,1.037463977,20.54907616
14822,42.55377593,85.10755187,0.141078838,19.78919847
14823,33.72579087,67.45158174,0.114118896,23.28670021
14824,15.8324923,31.66498461,7.304615385,7.802736098
14825,15.29,30.58,7,5.720701085
14826,22.98573756,45.97147512,0.901357466,24.63473589
14827,,,,
14830,20.77115384,41.54230769,7.681472081,12.03466722
14831,,,,
14836,25.01231203,50.02462406,1.42481203,14.33121041
14837,20.80382424,41.60764847,1.753175421,11.6823785
14838,23.21953901,46.43907802,6.125295508,8.761936279
14839,41.18,82.36,0,18.18514102
14840,19.32539105,38.65078211,1.303746817,17.35552494
14841,23.62110656,47.24221311,3,8.233166476
14842,15.96118503,31.92237006,1.945945946,14.16773412
14843,29.52370809,59.04741617,0.929356789,21.19478309
14845,11.17785836,22.35571672,7.230600657,5.512082265
14846,24.54299727,49.08599454,1.44414169,14.23661423
14847,20.68781046,41.37562091,3,13.60052487
14850,4.543457703,9.086915406,4.902701995,2.450842755
14851,0,0,6,4.156710391
14852,0,0,6,4.156710391
14853,4.968333333,9.936666666,6,1.722087741
14854,,,,
14855,40.38761154,80.77522309,0.036745407,18.54439569
14856,,,,
14857,,,,
14858,24.94305221,49.88610443,6.277108433,11.46951128
14859,14.61796928,29.23593856,3.737201365,4.343389822
14860,25.12,50.24,3,17.18065939
14861,15.78601181,31.57202362,6.909896603,5.930819778
14863,,,,
14864,14.55149502,29.10299004,6.076411961,8.757115277
14865,14.03590551,28.07181102,6.850393698,6.654309872
14867,15.34046014,30.68092028,3.007246377,8.393745096
14869,16.93257495,33.8651499,7.109347445,7.109501482
14870,22.56120436,45.12240873,6.681746027,15.76662118
14871,9.102454276,18.20490855,7,4.0138127
14872,14.88,29.76,6,9.117686575
14873,22.57441493,45.14882986,1,24.00968928
14874,27.04,54.08,1,19.5729688
14876,,,,
14877,41.18,82.36,0,18.18514102
14878,16.7252,33.4504,1.3175,6.621267024
14879,10.62976483,21.25952965,1.185071575,19.02835176
14880,17.01199489,34.02398979,1.928388746,5.245453782
14881,17.46,34.92,6,8.251819359
14882,7.965257625,15.93051525,5.987381703,7.105601218
14883,24.03228991,48.06457982,2.260504201,10.8633164
14884,44.14486187,88.28972375,0.011049724,20.30885553
14885,41.18,82.36,0,18.18514102
14886,13.98499058,27.96998115,3,6.585925057
14887,,,,
14889,24.48157569,48.96315137,5.915550978,9.290743299
14891,5.912681367,11.82536273,1.093763258,4.400979476
14892,6.303364187,12.60672837,6.72986493,2.905450792
14893,19.64,39.28,2,8.906655804
14894,8.82,17.64,7,3.988931524
14895,14.79417271,29.58834542,2,5.599466045
14897,21.6718208,43.34364161,1.953757226,7.748693305
14898,37.44801419,74.89602839,0.002836879,20.84088113
14901,2.490595549,4.981191097,7.187946301,1.059968361
14902,0,0,7,0.191498494
14903,6.73058924,13.46117848,7.749786507,2.943212409
14904,2.041327532,4.082655064,7,0.977715786
14905,3.939348184,7.878696368,7,1.105611349
15001,7.301337408,14.60267482,15.79743339,3.27340814
15003,3.20674359,6.41348718,19.95983815,1.211127374
15004,0,0,22,3.616704412
15005,8.338067051,16.6761341,17.08754789,3.730789969
15006,1.86447059,3.72894118,21.36470588,1.484872351
15007,13.38,26.76,25,5.778044885
15009,3.683181537,7.366363073,17.56580103,1.418292629
15010,5.244857603,10.48971521,14.02488256,2.411849754
15012,8.064713219,16.12942644,13.73578114,3.535163592
15014,7.495716901,14.9914338,23,3.114811506
15015,1.598936171,3.197872342,26.91489362,0.955166759
15017,3.534210694,7.068421388,32.9148101,1.118571924
15018,14.96849188,29.93698376,18.47331787,5.691076572
15019,4.329213211,8.658426421,26.45050761,4.944705656
15020,14.18,28.36,11,4.890254697
15021,7.298535577,14.59707115,16.49955712,3.998171578
15022,13.06943102,26.13886205,15.01032913,3.068033153
15024,5.256782711,10.51356542,27.28691477,2.691074687
15025,11.09731451,22.19462902,26.88966686,2.284814397
15026,16.04098166,32.08196332,25.15587919,6.61531879
15027,5.260116905,10.52023381,14.92266187,3.313980381
15028,4.69,9.38,38,2.498221712
15030,4.07,8.14,26,1.596232821
15031,1.394661353,2.789322705,29.18326693,2.353416555
15032,5.66,11.32,16,2.114239198
15033,9.923390586,19.84678117,6.587083475,1.383339054
15034,4.741461989,9.482923977,30.98830409,1.451096467
15035,6.654310777,13.30862155,37.01002506,3.810812178
15037,14.62935152,29.25870304,18.61515151,5.38513995
15038,15.75913333,31.51826667,18.03333334,6.126105416
15042,8.872787263,17.74557453,12.15006369,3.931274497
15043,16.85630322,33.71260643,18.98442368,5.567504559
15044,9.316921827,18.63384365,24.58541475,4.024920829
15045,7.081219511,14.16243902,26,2.144718487
15046,9.900138649,19.8002773,20.02166378,1.963403075
15047,14.44,28.88,21,4.531929828
15049,6.67098077,13.34196154,24.97692308,1.26962316
15050,15.67470199,31.34940398,18.48438978,5.316712818
15051,6.905151514,13.81030303,24.86580086,3.105075447
15052,11.22096986,22.44193971,16.00131062,5.145228572
15053,0,0,22,3.616704412
15054,0.070220996,0.140441992,21.94198895,3.619327347
15055,7.168369724,14.33673945,29.99417758,2.334962367
15056,4.61,9.22,21,1.425015621
15057,8.503833853,17.00766771,26.1028364,4.137770916
15059,10.90754955,21.8150991,16.68558559,4.746236544
15060,,,,
15061,4.379050298,8.758100597,13.10259146,2.726782345
15062,8.61042914,17.22085828,10.53411092,0.940645159
15063,14.9782096,29.9564192,13.99748337,3.856793993
15064,7.61,15.22,30,2.096625037
15065,10.83821495,21.67642991,20.40384943,4.600581223
15066,4.746764891,9.493529782,10.65169941,1.68914464
15067,19.0458415,38.091683,16.97957516,5.381506619
15068,4.782713498,9.565426997,19.18327145,2.006539918
15071,8.633535196,17.26707039,34.20848177,3.01612819
15072,0,0,7,1.284720051
15074,2.994671848,5.989343695,12.75508804,1.298958059
15075,6.39,12.78,24,2.808320977
15076,1.808055553,3.616111106,21.44444445,1.475517726
15077,12.17526786,24.35053571,18.86607143,3.59815983
15078,0,0,22,3.616704412
15081,8.46,16.92,17,1.293123201
15082,0.262549018,0.525098036,28.98039216,2.460731784
15083,9.722727271,19.44545454,18.86363636,5.193665536
15084,7.008428686,14.01685737,21.19586809,2.727799305
15085,7.945318814,15.89063763,30.19916032,4.045998838
15086,0,0,25,0.419509113
15087,0,0,7,1.284720051
15088,15.63,31.26,23,3.2054208
15089,13.1708011,26.34160219,15.07340847,5.999982959
15090,2.808979858,5.617959716,23.32187354,1.289332762
15091,,,,
15095,,,,
15096,,,,
15101,9.360784745,18.72156949,29.17647601,4.206994708
15102,3.758736942,7.517473884,31.08945154,2.169014907
15104,4.155720134,8.311440268,37.9477112,2.033336546
15106,7.098750482,14.19750096,39.62023855,3.086078056
15108,9.778302967,19.55660593,32.53015962,2.736703426
15110,4.201418128,8.402836256,36.73508772,1.717858546
15112,5.75229372,11.50458744,35.48988064,2.891441861
15116,10.41794689,20.83589377,31.97090421,3.792835039
15120,2.564302527,5.128605054,32.32124253,0.891870399
15122,5.662740278,11.32548056,31.39502317,1.58239926
15126,12.18628695,24.3725739,34.89693519,4.84037052
15127,5.04,10.08,31,2.291519809
15129,9.550346557,19.10069311,28.23236874,3.694183399
15131,5.75389474,11.50778948,36.12488038,2.879044872
15132,3.787835534,7.575671068,33.37475095,1.353269953
15133,5.632724926,11.26544985,26.9503386,1.369632502
15134,2.72,5.44,33,0.320764539
15135,14.40622174,28.81244348,21.06652174,4.524480574
15136,3.406699491,6.813398983,35.22114662,1.248913997
15137,6.505974146,13.01194829,37.96288088,3.559439782
15139,9.498415948,18.9968319,29.97413793,3.160203726
15140,1.942169712,3.884339424,32.01396348,1.955698853
15142,6.423393536,12.84678707,33.98859316,2.036206558
15143,8.178742744,16.35748549,28.88735858,2.154514754
15144,5.160177203,10.32035441,25.85775862,1.640769454
15145,4.657016293,9.314032586,34.84623218,3.086921223
15146,3.815967023,7.631934047,33.02707412,1.590003279
15147,8.719757693,17.43951539,28.47357151,2.75089908
15148,5.900159847,11.80031969,35.00191816,3.679953883
15201,3.903183015,7.806366031,38.36276472,1.700721181
15202,6.374847894,12.74969579,36.10056749,2.097989117
15203,0.445308624,0.890617249,38.98881001,0.383417269
15204,5.145012195,10.29002439,37.10658537,1.697639503
15205,4.439805485,8.879610971,37.1643437,2.118508477
15206,1.444652412,2.889304824,37.88588823,0.485274237
15207,4.216304801,8.432609602,35.17697125,1.69242327
15208,2.355224369,4.710448738,37.2552197,0.641909751
15209,7.632491941,15.26498388,36.50773694,2.968933561
15210,3.96759601,7.93519202,35.90020511,1.316916416
15211,3.483735715,6.967471429,38.40114286,0.943497118
15212,3.932805381,7.865610761,38.46001122,1.300874545
15213,2.746671838,5.493343676,38.99959528,0.645306278
15214,5.367802374,10.73560475,38.94039205,1.638222085
15215,7.096171383,14.19234277,35.27637271,1.719688488
15216,6.785539705,13.57107941,38.41921623,2.574581708
15217,4.645878694,9.291757389,37.83113843,1.625266963
15218,2.155806822,4.311613645,37.09812725,0.545906463
15219,1.479177938,2.958355875,39.12486993,0.466748784
15220,6.098354335,12.19670867,40.20183091,2.628259052
15221,2.29355522,4.587110439,36.60595419,1.271500247
15222,1.473149788,2.946299576,39.21605226,0.516839979
15223,7.819008396,15.63801679,37.24213012,3.141461331
15224,2.448192719,4.896385439,38.87676972,1.194946289
15225,4.99,9.98,34,2.577402426
15226,6.249131623,12.49826325,34.83150922,1.897101271
15227,5.241386489,10.48277298,31.70303897,1.790926712
15228,5.130753328,10.26150666,36.17805961,2.137885646
15229,2.846974155,5.693948311,34.38844123,0.813234333
15230,0,0,40,0.086919933
15231,12.82,25.64,36.79365079,5.860830265
15232,1.692107913,3.384215825,38.2107911,0.833351877
15233,1.88774607,3.775492141,38,0.209504938
15234,3.58271488,7.16542976,34.36120488,1.079721285
15235,5.336311126,10.67262225,30.20981322,2.425841424
15236,5.300283758,10.60056752,31.28936725,1.710998322
15237,6.366766434,12.73353287,30.59697911,2.27934368
15238,3.918157284,7.836314568,31.91467902,2.043223462
15239,8.856600472,17.71320094,29.03669328,3.348475903
15240,,,,
15241,2.063203841,4.126407683,32.62945571,1.179369916
15243,5.870665575,11.74133115,38.62836066,2.315971325
15244,0,0,38,1.199184287
15258,,,,
15259,,,,
15260,3.057857143,6.115714285,39,0.417798906
15261,,,,
15262,,,,
15265,,,,
15267,,,,
15272,,,,
15275,9.100903226,18.20180645,37,2.57665514
15276,0,0,38,1.199184287
15277,,,,
15282,0,0,40,0.086919933
15289,,,,
15290,,,,
15295,,,,
15301,5.29010929,10.58021858,16.13471794,2.435501852
15310,27.01,54.02,1,11.17017956
15311,12.56074325,25.1214865,9.8125,6.832601579
15312,20.75795441,41.51590882,10.99383857,6.093122419
15313,13.31917809,26.63835617,8.383561644,6.208742195
15314,15.07937723,30.15875447,11.460439,5.420927578
15315,0,0,11,3.765096398
15316,0,0,6,6.856168022
15317,8.493157971,16.98631594,22.92523499,2.655934455
15320,10.48622026,20.97244051,9.085571759,6.814999064
15321,8.976970474,17.95394095,22.35301669,4.517238051
15322,6.755050391,13.51010078,9.278835385,4.295787647
15323,21.27354467,42.54708933,9.121037465,9.892246686
15324,15.78,31.56,8,7.21677356
15325,15.68230769,31.36461538,9.076923077,6.635389906
15327,0,0,11,3.765096398
15329,18.77198666,37.54397333,7.940000001,9.47407441
15330,14.10408622,28.20817244,15.88246131,4.992372357
15331,15.78,31.56,8,7.21677356
15332,13.95803365,27.91606729,23.53683961,5.226944176
15333,4.080593328,8.161186655,9.18170581,3.156566186
15334,0,0,12.42028986,4.383741396
15336,,,,
15337,20.70976191,41.41952381,4.357142857,8.802547708
15338,0,0,11.11533421,3.815333278
15339,,,,
15340,13.2921732,26.5843464,14.74509804,3.274169341
15341,24.45969957,48.91939913,1.472103005,10.762848
15342,6.751764467,13.50352893,22.24735126,4.27145191
15344,11.32361972,22.64723943,9.945070423,6.379494941
15345,10.9481862,21.89637239,10,5.283234067
15346,10.12,20.24,10,4.82291119
15347,4.72,9.44,17,2.752222468
15348,0,0,8,1.965168099
15349,0,0,7.0654321,6.24693974
15350,9.64,19.28,22,4.639379574
15351,10.19,20.38,9,6.899135941
15352,25.84827956,51.69655912,1.215053765,10.98463068
15353,10.12,20.24,10,4.82291119
15357,12.69596639,25.39193278,9.701680672,6.700872647
15358,0,0,10,1.867913029
15359,27.01,54.02,1,11.17017956
15360,15.15020118,30.30040236,8.26508876,6.782667012
15361,12.6419403,25.2838806,15.31343283,3.113821059
15362,0,0,6.075067027,6.832361925
15363,6.21,12.42,22,3.028843226
15364,13.62455331,27.24910662,8.132564845,6.139923645
15365,19.99,39.98,10,9.099524758
15366,15.98,31.96,17,4.663606727
15367,8.615600216,17.23120043,24.41416023,3.382250024
15368,0,0,8.481632654,1.94174749
15370,2.603875347,5.207750693,12.53787011,3.094958648
15376,20.80827676,41.61655352,9.407310706,9.674004133
15377,24.73079801,49.46159601,5.683291768,11.84539516
15378,12.8,25.6,15,3.043035549
15379,21.79,43.58,11,6.011364624
15380,27.01,54.02,1,11.17017956
15401,2.551651009,5.103302017,7.559255019,1.584801413
15410,11.46997579,22.93995157,8.915254238,5.935505592
15411,37.4,74.8,0,19.33797375
15412,12.88298387,25.76596774,5,3.832047908
15413,13.505053,27.01010601,6.413427562,5.608053771
15415,10.93,21.86,7,7.518394043
15416,7.17,14.34,5,3.655869179
15417,8.368062158,16.73612432,8.002285192,4.012877705
15419,10.83037577,21.66075154,9.108805384,4.338353128
15420,13.19,26.38,8,6.260926236
15421,16.3,32.6,3,10.18075571
15422,10.93,21.86,7,7.518394043
15423,11.30852029,22.61704057,9.249403346,3.563067317
15424,32.57239059,65.14478118,1.370999348,17.1764258
15425,5.217674937,10.43534987,9.871143186,2.379606886
15427,10.02393443,20.04786886,10.09836066,2.342356714
15428,12.74613636,25.49227273,11.66287879,5.448887137
15429,0,0,10,1.867913029
15430,10.51,21.02,10,3.773056665
15431,13.04695709,26.09391418,4.794104898,4.772535427
15432,12.84,25.68,5,3.751965643
15433,15.32,30.64,6,4.26160912
15434,13.23346774,26.46693548,5,4.485026374
15435,12.76511628,25.53023256,8,6.040086181
15436,8.36,16.72,10,5.622054107
15437,16.47868444,32.95736889,3.096888887,10.24551602
15438,13.50927551,27.01855102,9.595918368,5.63812537
15439,,,,
15440,16.3,32.6,3,10.18075571
15442,13.23194469,26.46388939,7.065120428,7.482203597
15443,9.92,19.84,10,6.362948311
15444,15.12431373,30.24862745,6.039215686,4.30019349
15445,7.340833332,14.68166666,4.901041667,3.229405294
15446,16.29,32.58,4,8.854204482
15447,15.32,30.64,6,4.26160912
15448,16.89,33.78,13,7.740465461
15449,7.1,14.2,8,3.095552124
15450,15.32,30.64,6,4.26160912
15451,15.85,31.7,9,3.954712091
15454,9.92,19.84,10,6.362948311
15455,7.27,14.54,6,3.37520023
15456,9.339297293,18.67859459,4.352123554,3.708953777
15458,9.92,19.84,10,6.362948311
15459,26.0007537,52.00150741,3,14.59032837
15460,15.85,31.7,9,3.954712091
15461,14.88847723,29.77695446,9.137096774,3.766051269
15462,16.29,32.58,4,8.854204482
15463,14.21135803,28.42271605,6.308641975,5.099595105
15464,18.85068966,37.70137932,3.740558292,10.36117446
15465,10.37,20.74,4,4.112943593
15466,18.26,36.52,7,7.745461494
15467,15.85,31.7,9,3.954712091
15468,10.14091899,20.28183797,8.195888753,5.224732417
15469,16.13049112,32.26098224,4.44932079,8.73913812
15470,20.46361949,40.92723898,3,12.07336975
15472,0,0,8,0.493021744
15473,16.68870421,33.37740842,11.70858392,7.996148731
15474,15.85,31.7,9,3.954712091
15475,13.45130112,26.90260223,7.75464684,6.01565685
15476,9.92,19.84,10,6.362948311
15477,,,,
15478,12.15052795,24.3010559,9.652518979,5.757679135
15479,16.18572021,32.37144042,13.88186528,7.495990665
15480,8.898078249,17.7961565,7.523590333,4.18901176
15482,,,,
15483,12.84,25.68,5,3.751965643
15484,,,,
15485,,,,
15486,12.04468469,24.08936937,8.306306306,5.699744613
15488,9.832692309,19.66538462,7.442307692,4.607413632
15489,,,,
15490,15.2915625,30.583125,6.8125,8.133952605
15492,16.73,33.46,13,8.261414652
15501,3.660721473,7.321442947,4.59232584,2.627712015
15502,10.9,21.8,4,6.619236157
15510,,,,
15520,17.42,34.84,7,8.702049613
15521,21.87947727,43.75895455,2.686363636,10.15679119
15522,5.854130211,11.70826042,2.18234487,3.348571888
15530,16.42122688,32.84245376,3.758403364,8.96099924
15531,18.70728991,37.41457982,6.844853309,9.624210527
15532,29.51,59.02,2,16.6578321
15533,49.88082874,99.76165748,0,8.576610212
15534,18.65012048,37.30024097,4.108433735,10.78892914
15535,31.56255318,63.12510637,0,13.21566272
15536,42.76,85.52,0,14.23652489
15537,39.12522404,78.25044808,0.34268833,3.871943133
15538,31.72,63.44,0,13.6505878
15539,20.73,41.46,3,10.06323113
15540,34.69067708,69.38135417,0.744791667,18.30594593
15541,11.145674,22.29134801,4.949802595,5.406047021
15542,16.98620629,33.97241259,3.986013986,10.91351976
15544,17.42,34.84,7,8.702049613
15545,18.45072384,36.90144768,6.262785208,12.65065033
15546,17.42,34.84,7,8.702049613
