GEOID,MhTmDr,MhTmDr2,MhCntDr,MhMinDis
2351,4.911551408,9.823102815,67.46598399,2.489704782
2355,,,,
2356,8.237117459,16.47423492,54.44316247,3.599240585
2357,,,,
2358,,,,
2359,14.60534548,29.21069096,32.90791457,6.586783888
2360,10.1421743,20.2843486,11.35745584,4.669201173
2361,3.45,6.9,19,0.810026238
2362,15.81,31.62,6,6.590196015
2364,7.960563584,15.92112717,20.85918467,3.160571085
2366,,,,
2367,11.57455535,23.14911071,22.99274047,5.395061676
2368,3.313471599,6.626943199,91.64582004,1.244395452
2370,7.332655312,14.66531062,62.54699179,3.28274259
2375,8.998011268,17.99602254,60.0392656,4.594644486
