GEOID,HivTmDr,HivTmDr2,HivCntDr,HivMinDis
24983,48.29119536,96.58239072,0,21.82191362
24984,44.86,89.72,0,19.06187685
24985,47.91415095,95.82830189,0,22.92038661
24986,26.76449193,53.52898386,0.808773904,10.09472781
24991,9.617030557,19.23406111,1.6069869,7.43964715
24993,49.65,99.3,0,22.91492943
25002,,,,
25003,33.78205326,67.56410651,1.145189006,10.15594832
25005,40.15,80.3,0,25.42307422
25007,47.47646017,94.95292034,0.194690266,15.00125443
25008,50.28,100.56,0,15.68334236
25009,25.79,51.58,3,7.345980558
25011,24.59,49.18,1,12.19568037
25015,36.4037768,72.8075536,0,5.297370016
25019,53.86352113,107.7270423,0,18.61250015
25021,34.55,69.1,0,16.12635286
25022,,,,
25024,14.17072992,28.34145985,2,5.90791395
25025,39.56277777,79.12555555,0.125000001,10.90680374
25026,,,,
25028,30.06615384,60.13230768,0.692307693,13.66088159
25030,52.56306122,105.1261224,0,17.61747258
25031,33.17,66.34,0,12.16449915
25033,26.42431435,52.84862869,1,10.5192414
25035,0,0,2,5.423465291
25036,33.17,66.34,0,12.16449915
25039,40.12,80.24,0,10.98812225
25040,33.17,66.34,0,12.16449915
25043,52.7508018,105.5016036,0,17.42191705
25044,50.28,100.56,0,15.68334236
25045,35.61503853,71.23007707,0.286889463,15.89201038
25047,15.35512821,30.71025642,3.025641026,5.478971769
25048,50.28,100.56,0,15.68334236
25049,16.77481928,33.54963856,2,5.831656271
25051,25.79,51.58,3,7.345980558
25053,6.658467783,13.31693557,3.094602438,4.162289894
25054,0,0,2,5.423465291
25059,33.26097345,66.52194691,1.115044248,13.42022231
25060,50.28,100.56,0,15.68334236
25061,10.89666666,21.79333331,1.333333334,7.481903739
25062,50.28,100.56,0,15.68334236
25063,52.68884423,105.3776885,0,23.58305313
25064,7.345806624,14.69161325,10.11496036,3.92601377
25067,32.69,65.38,0,11.59878064
25070,26.52,53.04,1,10.4317912
25071,18.12413523,36.24827045,8.645872244,8.321344047
25075,22.77678702,45.55357404,0.606498194,9.726121837
25076,,,,
25079,34.12,68.24,0,14.4378484
25081,20.52456332,41.04912664,3.718340611,7.018289049
25082,16.56549822,33.13099644,4.65658363,8.156134791
25083,31.4739416,62.9478832,0.364963505,11.26098625
25085,32.61297872,65.22595745,0,9.234665915
25086,40.12,80.24,0,10.98812225
25088,53.91,107.82,0,18.64806277
25090,33.17,66.34,0,12.16449915
25093,26.0021875,52.004375,2.125,11.21943527
25102,32.69,65.38,0,11.59878064
25103,32.69,65.38,0,11.59878064
25106,26.29972222,52.59944445,1.738888889,7.130113062
25107,32.44575537,64.89151074,0.726618706,4.750481602
25108,2.89880659,5.797613179,3.119341564,4.065482332
25109,24.59,49.18,1,12.19568037
25110,40.12,80.24,0,10.98812225
25111,53.91,107.82,0,18.64806277
25112,13.51,27.02,7,7.207055298
25113,46.87354691,93.74709383,0,20.85084758
25114,9.37190083,18.74380166,3,4.775157325
25115,20.8,41.6,1,9.115333572
25118,20.8,41.6,1,9.115333572
25119,19.07468085,38.1493617,2.446808512,8.339722648
25121,24.29,48.58,4,6.859426038
25123,21.70013189,43.40026378,1.594036696,11.98140802
25124,24.75609712,49.51219424,1.298561146,12.52314736
25125,50.04727021,100.0945404,0.401114205,17.88201888
25126,40.12,80.24,0,10.98812225
25130,11.67287383,23.34574767,3.430769231,4.899884277
25132,40.12,80.24,0,10.98812225
25133,48.02856764,96.05713528,0,20.10779004
25134,0,0,2,5.423465291
25136,25.72567626,51.45135251,0.585729499,10.14415243
25139,20.8,41.6,1,9.115333572
25140,50.28,100.56,0,15.68334236
25141,47.36702127,94.73404254,0,23.83391962
25142,25.79,51.58,3,7.345980558
25143,13.03043358,26.06086717,8.019708316,6.948839836
25148,4.357777773,8.715555547,2,6.195274652
25149,,,,
25154,15.85450819,31.70901637,2.614754098,6.951837966
25156,,,,
25159,22.12232112,44.24464224,5.636998254,9.502333263
25160,40.12,80.24,0,10.98812225
25161,20.8,41.6,1,9.115333572
25162,,,,
25164,47.64304084,95.28608169,0,20.42575121
25165,11.92349112,23.84698223,2.295857988,6.499852804
25168,25.59593098,51.19186197,1,11.27632764
25169,25.79,51.58,3,7.345980558
25173,20.8,41.6,1,9.115333572
25174,50.28,100.56,0,15.68334236
25177,18.04998131,36.09996261,6.898200139,7.264743143
25180,43.08,86.16,0.5,13.93161655
25181,5.08154783,10.16309566,2,6.174079901
25183,,,,
25185,,,,
25186,33.17,66.34,0,12.16449915
25187,24.12,48.24,1,13.12932424
25193,15.17000001,30.34000001,2,5.878651507
25201,0,0,9,5.133189566
25202,32.68870151,65.37740303,2.369308602,8.660995739
25203,6.366315796,12.73263159,3,3.880989125
25204,31.58605264,63.17210527,0.736842104,14.42488299
25205,,,,
25206,15.12,30.24,3,5.442644025
25208,34.55,69.1,0,16.12635286
25209,33.20913433,66.41826866,0.991044776,10.81532491
25211,52.26,104.52,0,17.38558979
25213,11.01678801,22.03357602,7.635995954,4.434229718
25214,0.090787044,0.181574089,2,5.42497069
25231,31.08206897,62.16413793,4.344827586,19.49072155
25234,62.35270968,124.7054194,0,36.6805544
25235,60.3148,120.6296,0,34.95541803
25239,20.94518182,41.89036364,2.723376623,6.364696773
25241,30.12164557,60.24329114,0.130379747,11.21475515
25243,45.41940639,90.83881279,0,20.38114818
25244,40.0536036,80.1072072,0,18.78757457
25245,28.22329854,56.44659708,5.185803761,18.82318974
25247,1.753535348,3.507070697,3,4.225853294
25248,32.48279918,64.96559836,3.319810688,18.98299934
25251,40.15,80.3,0,25.42307422
25252,36.92152057,73.84304115,0.568872987,16.16165015
25253,11.46116028,22.92232055,3.08259587,7.892584925
25259,40.49208038,80.98416076,0,25.39659041
25260,0.249360144,0.498720287,3,3.661676753
25261,62.38,124.76,0,36.72932219
25262,20.01,40.02,3,5.72808745
25264,20.29425641,40.58851282,2.353846154,8.836727783
25265,12.4,24.8,3,8.219062046
25266,41.43944315,82.87888629,0,26.07888906
25267,63.68,127.36,0,29.27270716
25268,62.38,124.76,0,36.72932219
25270,55.90120147,111.8024029,0,22.6718024
25271,27.36688637,54.73377273,1.941856061,12.75036703
25275,19.89165704,39.78331408,1.880539498,6.910267302
25276,54.41204621,108.8240924,0,24.03646743
25285,45.17,90.34,0,21.94678754
25286,42.90018007,85.80036014,0,19.73174179
25287,0.986363642,1.972727284,3.0625,3.9575219
25301,0.468766884,0.937533767,10,0.390100082
25302,5.13791292,10.27582584,9.99927025,1.339332129
25303,5.636584483,11.27316897,10,1.423033069
25304,18.03008844,36.06017688,5.233086305,2.989497718
25305,3.7,7.4,10,1.678348947
25306,27.61583288,55.23166575,3.022352319,3.53473185
25309,15.39347845,30.7869569,6.565230226,4.866993604
25311,3.143953118,6.287906235,9.762386788,1.903502197
25312,14.26071112,28.52142224,9.074803149,6.697512403
25313,11.96341038,23.92682077,7.760449652,5.885816298
25314,9.148478004,18.29695601,8.986974367,2.21407114
25315,25.77792001,51.55584002,0.988307692,4.888784575
25317,,,,
25320,20.58663962,41.17327924,8.817041682,9.595989718
25321,0,0,10,0.171275466
25322,0,0,10,0.171275466
25323,0,0,10,0.171275466
25324,0,0,10,0.171275466
25325,0,0,10,0.171275466
25326,0,0,10,0.171275466
25327,0,0,10,0.171275466
25328,0,0,10,0.171275466
25329,0,0,10,0.171275466
25330,0,0,10,0.171275466
25331,0,0,10,0.171275466
25332,0,0,10,0.171275466
25333,0,0,10,0.171275466
25334,0,0,10,0.171275466
25335,0,0,10,0.171275466
25336,0,0,10,0.171275466
25337,0,0,10,0.171275466
25338,0,0,10,0.171275466
25339,0,0,10,0.171275466
25356,11.32,22.64,8,7.8041548
25361,0,0,10,0.171275466
25362,1.9,3.8,10,0.901568636
25364,3.64,7.28,10,2.190797162
25387,2.780504817,5.561009635,10,1.237211761
25389,,,,
25396,,,,
25401,1.82970359,3.65940718,17.46697868,1.045410933
25402,0,0,18,0.582305829
25403,7.689670919,15.37934184,14.91759554,3.449243063
25404,6.891108468,13.78221694,13.45489409,2.786439017
25405,8.731345438,17.46269088,13.92411546,3.786097998
25411,37.4488763,74.8977526,0.028023198,15.23202978
25413,13.07581196,26.15162393,14.64957265,9.270490167
25414,6.815232055,13.63046411,9.476246926,2.823795488
25419,16.04063661,32.08127321,11.39721485,7.290966517
25420,18.9736858,37.94737161,12.39879154,9.882923157
25421,22.96,45.92,8.547945205,8.563096851
25422,54.72490683,109.4498137,0,20.61151514
25423,,,,
25425,10.89913297,21.79826594,8.624982635,4.844400277
25427,18.45763267,36.91526534,8.993040115,7.486326533
25428,12.01002821,24.02005641,15.45653616,6.875953528
25430,11.92159139,23.84318277,10.20168067,5.144747536
25431,35.09784531,70.19569062,0,15.64407589
25432,6.32,12.64,12,2.934099917
25434,50.33864866,100.6772973,0,19.89872366
25437,36.63058536,73.26117072,0,16.08581736
25438,7.858296993,15.71659399,8.694755452,1.810461654
25441,,,,
25442,13.35380657,26.70761313,8.670807452,6.088205081
25443,17.09439216,34.18878431,10.53267974,6.633561201
25444,49.71,99.42,0,19.855354
25446,12.17,24.34,10,6.206122406
25501,39.48597173,78.97194347,0.010600706,12.1293868
25502,24.23644737,48.47289474,1.039473684,12.8088282
25503,24.12,48.24,1,13.12932424
25504,10.18535131,20.37070263,13.31156004,3.17792083
25505,21.11222222,42.22444445,4.833333332,10.54674872
25506,50.00678058,100.0135612,0.09631068,14.06975698
25507,6.47,12.94,31,2.119785081
25508,18.29537632,36.59075263,4.624672774,7.703462343
25510,47.36705481,94.73410962,2.090249793,7.489224318
25511,35.44271367,70.88542733,1.527777782,11.61591179
25512,42.33373754,84.66747508,0,12.43524105
25514,23.21699279,46.43398558,9.043817532,6.273448889
25515,26.94092069,53.88184139,1.956244303,5.365353775
25517,27.52391352,55.04782705,8.258314857,7.94461855
25520,23.2587972,46.51759441,3.886713286,10.57344379
25521,37.16635235,74.3327047,0,11.92341549
25523,46.88814958,93.77629915,0,12.30290057
25524,35.99001792,71.98003584,0.503287508,13.87328204
25526,23.42874656,46.85749312,9.030397362,3.991423106
25529,17.69546539,35.39093078,2.983293556,6.265905138
25530,9.763086659,19.52617332,29.44433334,3.479512998
25534,37.25082279,74.50164558,0,12.48466866
25535,39.14362369,78.28724739,0,10.0441787
25537,14.24175631,28.48351261,14.32381998,5.287896222
25540,43.84,87.68,0,12.50558433
25541,41.4185264,82.83705279,3.086528812,7.082989702
25544,45.74555556,91.49111111,0,12.62230362
25545,33.6533948,67.3067896,7.328065553,4.91613316
25547,23.81575559,47.63151118,4.118265439,6.797915011
25550,6.333085227,12.66617045,4.94558129,3.586640927
25555,31.82,63.64,0,6.670388801
25557,43.73228179,87.46456358,0,14.71556502
25559,26.11828357,52.23656713,6.26865672,8.48938029
25560,2.49519005,4.990380101,13.17393035,2.412715543
25562,,,,
25564,29.25170454,58.50340909,1.488636364,11.68527558
25565,43.84,87.68,0,12.50558433
25567,29.01715099,58.03430199,1.561253562,11.68683252
25569,,,,
25570,38.9508923,77.90178459,0,10.14558172
25571,51.35948912,102.7189782,0,14.25216123
25573,34.06,68.12,0,11.65335856
25601,8.486523729,16.97304746,4.103177642,4.000265353
25606,18.98368421,37.96736842,2.631578948,9.677456885
25607,18.35725581,36.71451163,3.711627906,6.287961004
25608,22.01265517,44.02531035,1.993103448,14.71875235
25611,,,,
25612,0.228598121,0.457196242,3.990654206,7.739409469
25614,0,0,4,1.759013304
25617,16.98492647,33.96985293,2.30882353,11.869349
25621,23.13638752,46.27277504,1.814449918,14.26988673
25624,24.29,48.58,4,6.859426038
25625,11.42323704,22.84647408,3.978759558,4.615919829
25628,18.48,36.96,3.5,6.952108597
25630,19.35,38.7,2,11.65952837
25632,9.726978844,19.45395769,4,6.484206511
25634,,,,
25635,6.305528563,12.61105713,3.977142858,7.007764097
25637,11.15,22.3,4,4.574746195
25638,23.62613637,47.25227273,3.034090909,6.664151316
25639,0,0,4,1.759013304
25644,,,,
25646,18.19,36.38,4,5.382968673
25647,24.46,48.92,3,6.625830247
25649,12.26,24.52,7,5.299096292
25650,6.405000007,12.81000001,3.416666666,9.789407935
25651,26.74453416,53.48906832,1.245341615,12.82043056
25652,0,0,4,1.759013304
25653,0,0,4,1.759013304
25654,18.19,36.38,4,5.382968673
25661,2.212376863,4.424753727,8.039767514,1.961343484
25666,28.52,57.04,1,12.20093973
25667,,,,
25669,34.33,68.66,0,12.15235133
25670,8.766958141,17.53391628,8.539999999,5.594088451
25671,27.46338624,54.92677248,1.587301589,11.84250841
25672,28.3,56.6,1,12.19557248
25674,31.48146868,62.96293736,0.490280778,12.17617329
25676,15.34583942,30.69167884,8.291970802,7.796094161
25678,24.09675824,48.19351648,3.182692309,10.79533616
25685,,,,
25686,,,,
25688,,,,
25690,,,,
25691,,,,
25692,,,,
25696,,,,
25699,34.81461539,69.62923077,0,12.53124712
25701,4.64999449,9.299988981,26.36523532,1.613146265
25702,8.083494842,16.16698968,18.31398417,1.155187879
25703,3.535033607,7.070067214,27.36519791,0.688335715
25704,10.47082816,20.94165633,26.53964786,3.958073217
25705,1.886536766,3.773073533,23.59294699,1.040475292
25706,2.38,4.76,28,0.982012739
25707,2.38,4.76,28,0.982012739
25708,2.38,4.76,28,0.982012739
25709,2.38,4.76,28,0.982012739
25710,2.38,4.76,28,0.982012739
25711,2.38,4.76,28,0.982012739
25712,2.38,4.76,28,0.982012739
25713,2.38,4.76,28,0.982012739
25714,2.38,4.76,28,0.982012739
25715,2.38,4.76,28,0.982012739
25716,2.38,4.76,28,0.982012739
25717,2.38,4.76,28,0.982012739
25718,2.38,4.76,28,0.982012739
25719,2.38,4.76,28,0.982012739
25720,2.38,4.76,28,0.982012739
25721,2.38,4.76,28,0.982012739
25722,2.38,4.76,28,0.982012739
25723,2.38,4.76,28,0.982012739
25724,2.38,4.76,28,0.982012739
25725,2.38,4.76,28,0.982012739
25726,2.38,4.76,28,0.982012739
25727,2.38,4.76,28,0.982012739
25728,2.38,4.76,28,0.982012739
25729,2.38,4.76,28,0.982012739
25755,,,,
25772,2.43,4.86,29,0.95550323
25773,2.43,4.86,29,0.95550323
25774,2.43,4.86,29,0.95550323
25775,2.43,4.86,29,0.95550323
25776,2.43,4.86,29,0.95550323
25777,2.43,4.86,29,0.95550323
25778,2.43,4.86,29,0.95550323
25779,2.43,4.86,29,0.95550323
25801,4.863877001,9.727754001,4.607213278,2.405275359
25802,10.51,21.02,5,4.905055123
25810,40.78,81.56,0,18.42881594
25811,32.8672,65.7344,1.12,13.55332957
25812,32.4,64.8,0,8.114435559
25813,11.06128896,22.12257792,3.531538269,5.072867813
25817,22.40903227,44.81806454,1.93548387,8.902468268
25818,10.51,21.02,5,4.905055123
25820,18.10956098,36.21912196,4,9.240616962
25823,26.56365592,53.12731183,2.010752688,9.69605654
25825,25.74828087,51.49656173,1.99818402,9.53935584
25826,40.78,81.56,0,18.42881594
25827,8.112858589,16.22571718,3.98073999,3.053731587
25831,29.65311475,59.30622951,2.058287795,11.32116204
25832,9.498346965,18.99669393,3.6801964,5.07594907
25836,11.84,23.68,4,5.133581811
25837,28.7,57.4,5,10.11688543
25839,21.48,42.96,2,8.676439128
25840,5.669725026,11.33945005,4.262947145,3.232941229
25841,19.9882143,39.97642859,3.698412696,10.01668035
25843,26.65,53.3,2,9.722590273
25844,27.12244897,54.24489794,1.608163266,10.04922017
25845,39.03496835,78.0699367,0,16.74344263
25846,8.72,17.44,5,3.161194666
25848,35.38,70.76,0,16.00126901
25849,21.35625,42.71250001,2.022727272,8.632244548
25851,,,,
25853,,,,
25854,31.3612529,62.7225058,1.403712295,8.67660826
25855,,,,
25857,26.65,53.3,2,9.722590273
25860,,,,
25862,31.845,63.69,0.75,8.41480304
25864,0,0,5,3.937748038
25865,21.48,42.96,2,8.676439128
25866,6.14,12.28,5,3.134476859
25868,28.72341772,57.44683544,4.96835443,10.1042117
25870,40.48810811,80.97621622,0,18.29759719
25871,5.12,10.24,5,0.763495929
25873,5.12,10.24,5,0.763495929
25875,35.38,70.76,0,16.00126901
25876,35.38,70.76,0,16.00126901
25878,10.37360759,20.74721519,4,4.638889501
25879,7.06,14.12,5,2.353363671
25880,11.0260014,22.0520028,4.982492997,5.058759819
25882,40.78,81.56,0,18.42881594
25888,,,,
25901,5.223958375,10.44791675,5,2.348699376
25902,24.20608696,48.41217391,2.608695652,9.703038856
25904,11.76,23.52,5,5.526120272
25906,,,,
25907,30.32,60.64,0,12.16378283
25908,26.65,53.3,2,9.722590273
25909,10.51,21.02,5,4.905055123
25911,0,0,5,0.630799944
25913,35.38,70.76,0,16.00126901
25915,26.65,53.3,2,9.722590273
25916,,,,
25917,11.17545723,22.35091446,5,4.445340122
25918,13.90846178,27.81692356,2.926677067,6.694968869
25919,,,,
25920,21.48,42.96,2,8.676439128
25921,11.02322581,22.04645163,3.93548387,4.888326337
25922,13.57338583,27.14677166,4,5.528303231
25927,,,,
25928,40.78,81.56,0,18.42881594
25932,21.28326531,42.56653062,2.040816326,8.604135918
25936,30.32,60.64,0,12.16378283
25938,32.4,64.8,0,8.114435559
25942,,,,
25943,,,,
25951,37.3693068,74.73861359,0.307906458,19.09957247
25958,29.87051913,59.74103825,0.587431694,15.3352573
25962,35.67076447,71.34152895,0.842483327,16.93449771
25966,,,,
25969,37.57928571,75.15857142,0.020408164,16.46245158
25971,17.45110599,34.90221198,4,8.223930915
25972,24.47,48.94,1,12.94628758
25976,30.11239899,60.22479799,0.465488215,14.67636535
25977,29.58,59.16,1,18.32560342
25978,37.73,75.46,0,16.54514888
25979,37.39957821,74.79915642,0.063268892,16.4016686
25981,27.30308458,54.60616915,1.166666666,13.70169079
25984,24.11030847,48.22061695,0.953727507,12.93583931
25985,29.58,59.16,1,18.32560342
25986,,,,
25989,16.72685394,33.45370788,2.589887639,7.474204307
26003,5.427180787,10.85436157,7.038230258,2.471899844
26030,,,,
26031,9.424643513,18.84928703,6,4.198322293
26032,16.74903615,33.49807229,7,4.834953303
26033,27.31411012,54.62822023,1.250960307,10.07272565
26034,5.670283841,11.34056768,7.103661044,2.207816492
26035,10.87261864,21.74523728,5.534745762,3.071606253
26036,28.69,57.38,1,10.57599082
26037,11.42385148,22.84770296,5.585307426,3.03913753
26038,3.686991342,7.373982683,6,1.475849363
26039,25.98029661,51.96059323,1.012711864,9.959539477
26040,10.91565306,21.83130612,6,3.244597405
26041,9.927731824,19.85546365,4.663199289,4.009371923
26047,12.20490727,24.40981454,7.91868759,5.53838463
26050,0.173328672,0.346657345,8.924475524,2.544878569
26055,30.23930954,60.47861909,0.699654776,10.29734411
26056,,,,
26058,,,,
26059,4.963377833,9.926755666,8.623331399,2.111934834
26060,6.610647392,13.22129478,8.515606938,2.390519174
26062,4.123959,8.247918,6.399301826,1.383241718
26070,15.03249698,30.06499396,6.710291637,3.582427891
26074,13.35,26.7,7,4.09109461
26075,,,,
26101,4.375553769,8.751107538,7.800227393,1.682033456
26102,4.18,8.36,8,0.899805521
26103,4.02,8.04,8,1.45541797
26104,4.371822468,8.743644937,8,2.634064585
26105,7.168672564,14.33734513,8,3.87030925
26106,,,,
26120,,,,
26121,,,,
26133,24.61211565,49.22423131,2.02115656,10.49748874
26134,21.5,43,7,7.492057094
26136,58.15,116.3,0,29.17031557
26137,57.94304147,115.8860829,0,28.48503075
26138,43.3395614,86.6791228,0,21.1047188
26141,45.69214533,91.38429066,0,22.60221743
26142,8.828509874,17.65701975,7.044883304,3.82435882
26143,33.68388106,67.36776212,0.288993219,16.42923925
26146,26.0732381,52.14647619,0.631292517,12.29578445
26147,58.5559434,117.1118868,0,29.7688766
26148,35.34,70.68,0,20.04942823
26149,23.78479381,47.56958762,0.79209622,11.55649317
26150,12.24269027,24.48538054,4.727079644,6.138217086
26151,61.41235294,122.8247059,0,35.00013767
26152,52.32764706,104.6552941,0,25.8974205
26155,12.63247891,25.26495781,0.909675988,4.027173263
26159,5.607346782,11.21469356,1,5.177541658
26160,33.54733624,67.09467248,0.021834062,17.27281037
26161,35.27649402,70.55298804,0.015936256,19.95750298
26162,29.428,58.856,0.3,11.44117986
26164,6.586870335,13.17374067,2.11978022,3.164914918
26167,41.74413462,83.48826925,0.006410256,14.79458265
26169,24.20503916,48.41007833,2.07310705,10.36823434
26170,27.40340093,54.80680187,3.719672713,11.27077191
26175,17.85920139,35.71840278,1,8.763856552
26178,35.34,70.68,0,20.04942823
26180,11.48079862,22.96159724,4.652506376,8.140069377
26181,12.45990131,24.91980262,6.322002926,5.706672772
26184,5.876768792,11.75353758,7.845868154,5.026739396
26187,8.473177751,16.9463555,8,3.041860952
26201,39.25674066,78.51348133,0.05418201,21.13081969
26202,21.69289475,43.38578949,2.907894738,9.640462384
26203,86.63184524,173.2636905,0,22.40923397
26205,0,0,0,10.14912254
26206,48.46347747,96.92695494,0,22.57139396
26208,4.210184739,8.420369477,0,22.53866313
26209,0,0,0,49.15065399
26210,62.67,125.34,0,28.93322405
26215,62.67,125.34,0,28.93322405
26217,86.31710145,172.6342029,0,34.47615951
26218,62.39243266,124.7848653,0,28.85405624
26222,86.46,172.92,0,34.52953759
26224,64.92886597,129.8577319,0,34.77597332
26228,62.67,125.34,0,28.93322405
26229,,,,
26230,64.75555552,129.511111,0,37.06057535
26234,62.67,125.34,0,28.93322405
26236,62.67,125.34,0,28.93322405
26237,51.5,103,0,27.75846926
26238,32.78198529,65.56397059,0,17.57828391
26241,59.9773286,119.9546572,0,36.48755367
26250,47.75095664,95.50191328,0,25.97938491
26253,66.1497132,132.2994264,0,40.28554091
26254,76.50908295,153.0181659,0,46.75811345
26257,68.1270283,136.2540566,0,36.45040804
26259,67.8,135.6,0,40.41394247
26260,0,0,0,46.91153954
26261,9.214879587,18.42975917,1.177439797,13.43882632
26263,30.24183746,60.48367493,0,46.85089463
26264,0,0,0,48.81904793
26266,86.81,173.62,0,22.40282055
26267,55.45925374,110.9185075,0,29.81849149
26268,75.05408452,150.108169,0,46.82884698
26269,56.47560323,112.9512065,0,39.77951217
26270,78.46854223,156.9370845,0,46.75418409
26271,0,0,0,46.91153954
26273,0,0,0,48.04975332
26275,,,,
26276,76.17132203,152.3426441,0,41.09932816
26278,68.2,136.4,0,36.48536534
26280,2.381587307,4.763174614,0,47.47680683
26282,6.621359248,13.2427185,0,45.80043063
26283,71.44969722,142.8993944,0,40.42975959
26285,68.02720497,136.0544099,0,36.45338509
26287,75.81027777,151.6205555,0,36.73875119
26288,30.54450067,61.08900133,0,32.32315161
26289,0,0,0,46.91153954
26291,0,0,0,38.05394694
26292,75.55,151.1,0,35.47983566
26293,66.08761064,132.1752213,0,36.83812687
26294,0,0,0,47.25144839
26296,80.74,161.48,0,46.74962906
26298,0,0,0,33.40649664
26301,4.255948025,8.511896049,4.925272275,1.948626034
26302,0,0,5,0.286607666
26306,,,,
26320,31.63574822,63.27149643,0.014251782,16.15140019
26321,34.2438983,68.4877966,0.25423729,12.57441477
26323,12.29,24.58,4,6.551697988
26325,43.21575757,86.43151515,0,25.1685824
26327,44.04847827,88.09695654,0.02173913,25.86491483
26330,12.94936767,25.89873534,3.674522879,6.809389177
26335,57.23083799,114.461676,0,31.54219077
26337,34.27068333,68.54136666,0.178333333,20.60729355
26338,34.94,69.88,0,12.65141311
26339,21.25,42.5,5,11.13711253
26342,63.61181818,127.2236364,0,29.20921009
26343,50.22821656,100.4564331,0,25.13359379
26346,30.29170418,60.58340835,0.803858521,21.80200045
26347,27.32815951,54.65631902,0.754601227,14.38645015
26348,42.04,84.08,0,14.80120877
26349,,,,
26351,62.42243986,124.8448797,0,28.10155345
26354,31.21629388,62.43258775,0.408891541,16.16342433
26361,15.63,31.26,4,7.743463105
26362,41.84005917,83.68011835,0.043786982,24.58674271
26366,,,,
26369,10.32,20.64,4,3.59596502
26372,30.25082447,60.50164894,1.82180851,17.23926678
26374,31.74965242,63.49930484,0.989304808,16.14843212
26376,45.06374582,90.12749165,0,25.97149475
26377,38.14391003,76.28782006,0,15.3170912
26378,20.73606372,41.47212744,4.375642345,10.1380593
26384,60.1010566,120.2021132,0,27.20288563
26385,11.69707236,23.39414473,4.983096685,5.158052961
26386,18.345,36.69,3.5,7.508168897
26404,11.47707071,22.95414141,4,4.374581226
26405,46.19720313,92.39440625,0,23.46900325
26408,14.55504259,29.11008517,5,6.712120704
26410,34.61652268,69.23304535,0,17.55676528
26411,22.51803813,45.03607626,4.822888285,11.64364889
26412,42.69015674,85.38031349,0,24.10145263
26415,28.70095346,57.40190692,1.13507378,22.05949524
26416,37.98889686,75.97779373,0.007469119,20.08377154
26419,42.04,84.08,0,14.80120877
26421,31.8818797,63.7637594,0.819548872,23.64783617
26422,,,,
26424,25.79,51.58,1,13.61284795
26425,55.33833069,110.6766614,0,25.70722594
26426,13.99272784,27.98545569,4.999076354,7.72449038
26430,63.68,127.36,0,29.27270716
26431,18.5846529,37.16930581,3.699627496,9.153556569
26434,,,,
26435,,,,
26436,26.08,52.16,2,18.2837126
26437,42.04,84.08,0,14.80120877
26438,10.32,20.64,4,3.59596502
26440,40.08098361,80.16196721,0,20.68595634
26443,58.42008265,116.8401653,0.61983471,27.02449295
26444,44.38997307,88.77994614,0,20.95266572
26447,36.40999999,72.81999999,0,21.13423106
26448,25.7336842,51.4673684,2.091228071,10.79379801
26451,0,0,5,1.799749456
26452,27.08398701,54.16797402,2.330867762,12.65026739
26456,25.79134551,51.58269102,2.314271984,17.18934055
26463,,,,
26501,4.912916552,9.825833105,8.766169154,2.149107178
26504,3.73,7.46,9,1.322941116
26505,4.253655859,8.507311718,9.627245795,1.159116123
26506,0,0,8,0.230841383
26507,5.74,11.48,10,1.707506247
26508,9.96913043,19.93826086,8.525715802,4.162141789
26519,33.25961702,66.51923404,0.955319149,14.01835959
26520,39.44,78.88,0,14.76839156
26521,29.95,59.9,1,9.947869365
26524,27.69,55.38,4,10.19345257
26525,28.34893145,56.69786291,1.52516411,13.2415313
26527,,,,
26531,12.88,25.76,8,4.886935896
26534,5.68,11.36,8,1.050376867
26537,36.01405556,72.02811111,0.369444444,14.95265107
26541,3.814633463,7.629266926,8.091773924,4.644251991
26542,25.25451328,50.50902655,4.709070796,9.218107363
26543,0,0,9,4.126665315
26544,,,,
26546,0,0,9,4.126665315
26547,33.16569923,66.33139847,2.11494253,12.3670416
26554,22.05785181,44.11570362,7.664572098,11.70800227
26555,20.96363636,41.92727273,11,10.96388756
26559,31.46,62.92,0,9.636354826
26560,26.23,52.46,5,5.810696383
26562,42.18675214,84.37350427,0.287749288,12.90805289
26563,28.42,56.84,1,13.98332948
26566,,,,
26568,21.89100559,43.78201117,4,9.978219887
26570,33.20206756,66.40413512,0.668918921,9.765946531
26571,35.51371872,71.02743743,0.3659118,11.76347666
26572,,,,
26574,26.23,52.46,5,5.810696383
26575,49.67155642,99.34311283,0.038910506,13.3043747
26576,28.42,56.84,1,13.98332948
26578,,,,
26581,48.36707158,96.73414316,0,13.77976335
26582,43.99279813,87.98559625,0.10639127,14.84594483
26585,45.69172413,91.38344827,0.003831418,16.41947543
26586,19.79014084,39.58028169,8.57746479,9.57832248
26587,42.47,84.94,0,12.38492337
26588,25.21760144,50.43520288,5.047765793,5.657098546
26590,29.95,59.9,1,9.947869365
26591,33.36274687,66.72549373,2.312387791,15.21504042
26601,56.74612245,113.4922449,0,25.63003917
26610,68.88602434,137.7720487,0,12.04239535
26611,62.42744525,124.8548905,0,29.71348574
26615,55.88,111.76,0,32.01755558
26617,61.39846154,122.7969231,0,14.60450801
26619,56.38606349,112.772127,0,31.88349762
26621,55.88,111.76,0,32.01755558
26623,63.06388658,126.1277732,0,28.76439418
26624,64.23391746,128.4678349,0,29.79983468
26627,55.88,111.76,0,32.01755558
26629,56.88,113.76,0,23.48027524
26631,55.88,111.76,0,32.01755558
