GEOID,FqhcTmDr,FqhcTmDr2,FqhcCntDr,FqhcMinDis
30746,32.44762987,64.89525974,0.834415584,16.39921433
30747,12.03287946,24.06575892,3.684434691,3.897096356
30750,17.08957566,34.17915132,7.163037409,6.083069668
30751,,,,
30752,7.477578293,14.95515659,6.199376943,3.346342869
30753,12.75507645,25.51015289,4.251070336,4.261622743
30755,8.161355268,16.32271054,11.971875,4.495296606
30756,,,,
30757,8.844151378,17.68830276,12.89334862,4.689075495
30802,22.68142934,45.36285868,4.8718155,10.58698657
30803,13.89991525,27.7998305,3.86440678,7.482614926
30805,10.81603721,21.63207442,3.349414198,5.453517427
30806,,,,
30807,15.21,30.42,3,2.649866897
30808,19.54030303,39.08060607,4.947443183,8.084254843
30809,12.79462289,25.58924579,7.9996633,3.0944084
30810,0.311679852,0.623359703,2.031662269,0.461579641
30812,,,,
30813,13.08196047,26.16392095,7.655932421,6.707038658
30814,22.47262817,44.94525633,5.157649442,9.94472733
30815,13.41436738,26.82873476,3.54245856,5.843709731
30816,10.90688081,21.81376162,2.356720202,5.832230639
30817,29.94160748,59.88321496,0.990123976,6.029400144
30818,0,0,3,2.045256218
30819,,,,
30820,4.107731414,8.215462828,2.083441981,1.29560127
30821,15.21576991,30.43153982,3.015929204,2.700895209
30822,,,,
30823,9.567096781,19.13419356,3.342165898,6.485541494
30824,20.43515744,40.87031489,4.226554506,3.4044075
30828,5.36197336,10.72394672,2.347210658,5.333946692
30830,12.04248429,24.08496858,2.537135115,6.82059782
30833,0.038459469,0.076918937,2.999552172,2.061738837
30901,2.417758285,4.83551657,11.25504363,1.067469648
30903,0,0,11,0.291853487
30904,2.23884801,4.47769602,10.99664265,1.002700844
30905,25.77698779,51.55397557,0.826068006,6.499813545
30906,7.738828738,15.47765748,3.336813835,2.831098901
30907,7.496425753,14.99285151,9.21055794,2.44971215
30909,5.090847463,10.18169493,9.24914883,1.944135116
30912,,,,
30914,0,0,11,0.564212202
30916,6.44,12.88,3,1.073074502
30917,6.29,12.58,8,1.886150037
30919,4.35,8.7,8,1.20705714
31001,11.67022424,23.34044849,2.698787878,7.725696658
31002,16.29224276,32.58448551,6.377695624,9.715767826
31003,,,,
31004,15.32,30.64,4,8.566976093
31005,9.443173233,18.88634647,8.766830871,4.768307611
31006,3.140479688,6.280959377,5.99755262,5.062201169
31007,14.31448504,28.62897009,7.85049834,8.217575934
31008,10.01972712,20.03945424,11.2668156,3.118042255
31009,19.15105528,38.30211055,3.948492462,12.587026
31010,0,0,11,5.980844218
31011,11.82667347,23.65334693,2.779591836,8.726729332
31012,11.75396254,23.50792507,2.148414986,8.42068779
31013,,,,
31014,10.43718639,20.87437278,2.006341841,5.155003417
31015,5.050725071,10.10145014,9.648625833,4.62639953
31016,12.73012264,25.46024527,4.302118173,7.879761683
31017,19.40256778,38.80513557,2.416267943,9.993478159
31018,16.99278873,33.98557746,3.926760563,9.344735563
31019,13.28257907,26.56515814,2.07542579,9.268077637
31020,14.82864636,29.65729271,8.191201356,6.931749289
31021,10.22093498,20.44186996,1.423009073,4.41359251
31022,12.69884319,25.39768637,2.787917738,9.468730277
31023,8.157965196,16.31593039,1.764056616,4.820671951
31024,23.71473358,47.42946715,4.261839228,4.870485349
31025,15.06,30.12,5,8.608632914
31026,,,,
31027,18.43740892,36.87481784,2.717006803,6.946906168
31028,6.398085315,12.79617063,11,2.221978186
31029,6.95349763,13.90699526,7.277068557,5.86687762
31030,8.246091689,16.49218338,3.573747185,4.116793315
31031,4.114090904,8.228181808,11.23225806,3.354005197
31032,6.412198303,12.82439661,12.88592081,3.518596822
31033,12.39201657,24.78403314,12.06721915,6.444398596
31034,,,,
31035,17.06709375,34.1341875,4.01875,9.433772135
31036,6.213355491,12.42671098,3.869846098,3.545016141
31037,11.04350557,22.08701114,3.009538951,4.435804631
31038,18.68103005,37.36206009,5.364806866,12.47858558
31039,,,,
31040,2.274664706,4.549329412,1,1.930135659
31041,19.38803921,38.77607841,5.009803922,8.749672165
31042,3.823206395,7.646412791,5.895577393,9.443419129
31044,7.395820638,14.79164128,7.508206329,4.618441742
31045,11.06181818,22.12363636,2.454545454,2.530583492
31046,12.81467487,25.62934974,9.021089631,7.263474164
31047,9.045105225,18.09021045,7.015463317,2.817303271
31049,12.10935381,24.21870762,7.32309322,9.576905808
31050,15.89433962,31.78867923,5.905660375,7.276041261
31051,,,,
31052,16.2002669,32.40053379,10.63632873,8.896380563
31054,0.136298691,0.272597382,7.568831172,7.273374893
31055,6.083985268,12.16797054,2.148622428,6.107544495
31057,15.18862275,30.3772455,5.896207584,8.377003404
31058,13.33222641,26.66445281,3.394339627,7.502034357
31059,0,0,9,1.012019928
31060,24.40756003,48.81512007,1.287223824,12.01154318
31061,5.680870742,11.36174148,7.921039287,3.019141587
31062,,,,
31063,0.544980787,1.089961574,4.116833209,4.054640038
31064,20.18581635,40.3716327,2.199572898,13.0024344
31065,12.585114,25.17022801,2.581433226,8.611967312
31066,2.747227196,5.494454391,1.903398928,4.50101666
31067,,,,
31068,4.274966664,8.549933329,8.916666668,5.297782944
31069,5.87088412,11.74176824,6.689105969,2.717902957
31070,2.240492962,4.480985925,10.50704225,3.656357768
31071,17.34159133,34.68318265,4.106690775,7.411293134
31072,12.14594595,24.2918919,9.759459456,5.547616302
31075,16.1875559,32.3751118,1.256746339,10.19624687
31076,13.20160479,26.40320957,5.895808384,7.724015186
31077,24.31613372,48.63226744,1.389534884,11.74415489
31078,4.575913039,9.151826079,1.959420288,4.679736587
31079,6.605854044,13.21170809,5.481956697,4.997603634
31081,1.74342466,3.486849319,5.952054794,6.472272734
31082,6.891789173,13.78357835,3.288528178,4.149357074
31083,,,,
31085,32.20350446,64.40700892,0.238839286,15.01265081
31086,,,,
31087,9.897055694,19.79411139,3.09205392,5.540893406
31088,4.628657207,9.257314414,9.86317112,1.893965371
31089,2.06333334,4.12666668,3.976608187,6.039075639
31090,19.02464419,38.04928838,1.561797754,14.21969985
31091,0.712602317,1.425204634,10.69569779,3.83626306
31092,1.631389345,3.262778691,10.62017401,1.58832014
31093,4.800076155,9.600152311,10.99598421,1.597541732
31094,11.34486033,22.68972066,1.519553073,6.139497277
31095,3.29,6.58,9,1.375923069
31096,7.213793216,14.42758643,4.499192244,4.102554682
31097,15.14719457,30.29438914,3.505279033,7.456772564
31098,5.916543438,11.83308688,10.27171904,1.868761132
31106,4.39,8.78,50,1.747938841
31107,1.64,3.28,50,0.894315725
31119,3.55,7.1,49,1.087597142
31126,4.76,9.52,49,2.517752874
31131,0,0,47,1.666981937
31136,,,,
31139,8.74,17.48,51,4.231601112
31141,4.56,9.12,49,1.732173299
31145,0,0,49,0.230966417
31146,5.69,11.38,46,3.153176482
31150,9,18,43,5.396019712
31156,6.17,12.34,45,3.332988074
31201,1.641344353,3.282688706,16.51553106,0.684798084
31202,2.18,4.36,17,0.744198674
31203,5.16,10.32,16,1.692938129
31204,5.637436907,11.27487381,15.97177973,2.380026279
31205,5.68,11.36,14,3.600065066
31206,4.432767965,8.86553593,14.21857183,2.594879948
31207,,,,
31208,7.453774988,14.90754998,14.80868075,4.831390249
31209,5.9,11.8,17,3.433500221
31210,11.1507761,22.30155221,13.33200806,6.376426963
31211,7.113943561,14.22788712,13.44158116,3.444463253
31213,,,,
31216,9.562683509,19.12536702,13.03819358,6.097216507
31217,7.457856489,14.91571298,12.87167821,4.52689846
31220,15.2973035,30.594607,12.43818156,8.986370943
31221,13.41,26.82,13,8.416587123
31295,,,,
31301,15.11418784,30.22837567,5.734790314,6.168775428
31302,19.175412,38.35082399,22.19957744,4.056168855
31303,36.03801447,72.07602894,0,8.661387059
31304,,,,
31305,22.70010174,45.40020348,1.327034884,3.217437357
31307,21.75,43.5,22,7.759289136
31308,16.17482321,32.34964641,12.43251993,12.08596892
31309,13.92215054,27.84430108,3,6.975861963
31310,4.72,9.44,6,2.171903753
31312,27.74137626,55.48275252,9.964648755,6.918003746
31313,6.729187714,13.45837543,5.855580481,3.147736759
31314,19.8475,39.695,3.85,9.17042204
31315,10.25691567,20.51383135,3.441465411,3.997411267
31316,16.55899786,33.11799572,6.674265605,5.210025333
31318,,,,
31319,,,,
31320,23.1918833,46.3837666,1.796853521,12.17515673
31321,4.315357474,8.630714947,2.602491849,14.52487917
31322,12.87686549,25.75373098,23.4346702,2.862023341
31323,23.96455275,47.9291055,3.303899082,11.31064122
31324,29.5709597,59.1419194,11.41742654,5.20906878
31326,22.06352103,44.12704205,19.79839808,3.106583609
31327,31.12,62.24,0,8.247807082
31328,19.79462035,39.5892407,21,11.29171264
31329,32.28331046,64.56662093,0.574905953,4.391743725
31331,17.84411947,35.68823895,1.075442478,6.199143197
31333,9.51,19.02,6,4.443354936
31401,0.9723678,1.9447356,23,0.418311959
31402,0,0,23,0.131959147
31403,2.42,4.84,23,1.170091919
31404,1.994220613,3.988441227,21.51199571,0.797662058
31405,5.217226616,10.43445323,22.20663038,2.097992977
31406,4.708057318,9.416114636,21,1.788628575
31407,12.70255242,25.40510484,22.99918301,6.782876217
31408,4.510709233,9.021418465,23.00171416,1.657669415
31409,8.35,16.7,21,2.100490333
31410,10.85004869,21.70009739,21,4.823020194
31411,13.01080808,26.02161616,21,6.848827918
31412,0,0,23,0.131959147
31414,1.23,2.46,21,0.941794736
31415,1.239760081,2.479520161,23,1.052946594
31416,2.81,5.62,21,0.574900362
31418,2.95,5.9,23,1.349586479
31419,11.95212729,23.90425457,20.29479435,3.953269641
31420,6.95,13.9,21,1.796543865
31421,2.945,5.89,23,1.353539566
31501,3.927849378,7.855698757,1.230201863,2.114797962
31502,3.19,6.38,1,1.111333532
31503,15.82640981,31.65281961,1.077061092,9.01052192
31510,16.12135864,32.24271728,1.325018896,5.522021113
31512,17.10286972,34.20573943,7.719190141,8.655760405
31513,10.31298594,20.62597188,1.38503862,4.915323356
31516,15.04892731,30.09785462,1.381120646,7.90583134
31518,21.92410358,43.84820716,1,12.31458482
31519,17.46434279,34.92868558,5.076071259,9.761757993
31520,3.271528964,6.543057927,2,1.470440755
31521,5.03,10.06,2,0.903344971
31522,13.09276154,26.18552307,2,2.546919905
31523,14.85637543,29.71275085,2,6.14401951
31524,,,,
31525,8.072021916,16.14404383,2,2.733277828
31527,11.39,22.78,2,2.393145041
31532,29.43109208,58.86218415,1.032119915,15.61238145
31533,8.863486531,17.72697306,6.909410624,4.260406884
31534,16.2,32.4,7,6.815721481
31535,12.40527103,24.81054207,7.224129142,6.168153819
31537,12.04002477,24.08004953,2.17874831,7.582448445
31539,20.8209558,41.64191161,1.388973542,14.83985249
31542,17.72,35.44,2,9.520859296
31543,25.16253584,50.32507168,1.017064846,6.713479056
31544,16.86154897,33.72309794,1.954441914,13.01964374
31545,10.31496353,20.62992706,4.240369273,4.96896159
31546,17.79528441,35.59056883,2.54778157,5.961604287
31547,0,0,0,5.368358776
31548,9.953623108,19.90724622,1.301370792,3.129094063
31549,16.14684849,32.29369697,2.278787878,12.01228575
31550,34.43371821,68.86743641,0.101761252,21.36079922
31551,26.02659091,52.05318182,1.011363636,9.928552844
31552,20.24640394,40.49280788,1.279146142,10.71299312
31553,3.073949679,6.147899358,1.026627218,3.344193273
31554,20.65022244,41.30044488,4.293824704,9.130975733
31555,19.6683983,39.3367966,1.19366626,10.30488884
31556,,,,
31557,24.6973564,49.39471279,1.839390388,13.63171858
31558,11.4265716,22.8531432,0.958413406,3.710163248
31560,14.35138547,28.70277094,1,9.003978136
31561,17.32,34.64,2,4.336660795
31562,41.08,82.16,0,18.90444561
31563,19.60919621,39.21839243,1.108747045,10.17308149
31564,,,,
31565,25.18942505,50.37885011,1.996577687,4.771262907
31566,22.90316948,45.80633895,1.037378392,4.440258615
31567,15.80652632,31.61305264,5.989473684,8.014277767
31568,25.2,50.4,2,4.774329733
31569,23.63491652,47.26983303,2.214517624,4.951783785
31598,8.99,17.98,4,1.595048326
31599,,,,
31601,10.6966538,21.3933076,3.657157094,4.083356793
31602,4.565114112,9.130228224,3.589940268,1.528923029
31603,4.67,9.34,4,1.270306327
31604,0,0,3,0.472102806
31605,8.655160376,17.31032075,2.785839726,3.6464597
31606,14.04595041,28.09190083,3,7.433182358
31620,14.25180295,28.50360589,9.252670352,8.927333645
31622,16.62607179,33.25214359,10.39076923,11.59812849
31623,22.53,45.06,2,16.94635647
31624,11.51085948,23.02171896,3.493860844,7.305050303
31625,14.86,29.72,7,10.41984547
31626,15.99646824,31.99293649,5.086025409,9.852912054
31627,,,,
31629,13.32204861,26.64409722,2.003472222,6.950096763
31630,30.92560669,61.85121337,1.209205021,20.53484373
31631,42.4340351,84.86807019,0.343859648,25.49036691
31632,15.70217066,31.40434133,4.664598028,7.013905161
31634,28.57807218,57.15614436,1.569072164,19.60983921
31635,24.25108941,48.50217882,1.27372597,13.20240854
31636,13.6845938,27.36918761,2.914119922,5.397553931
31637,6.725420232,13.45084046,8.234330485,10.09643128
31638,14.40114014,28.80228028,6.90736342,10.18699889
31639,13.19373937,26.38747874,2.266100096,5.643174245
31641,18.42602284,36.85204568,2.542340628,9.999148876
31642,0.419420221,0.838840443,6.905847373,2.556072425
31643,5.95595445,11.9119089,3.453954055,4.087172859
31645,19.96869146,39.93738291,3.2172865,9.660917288
31647,10.8326242,21.66524839,9.29281122,8.127084817
31648,23.38,46.76,1,16.7899313
31649,28.70584507,57.41169013,1.007042254,18.81586345
31650,14.91120168,29.82240337,3.973998595,8.910746831
31698,,,,
31699,13.81,27.62,2,6.392005601
31701,3.38554523,6.77109046,18.71733359,1.564154451
31702,2.11,4.22,19,0.356938809
31703,1.85,3.7,19,0.909266168
31704,,,,
31705,5.549346313,11.09869263,18.2743518,3.151270775
31706,0,0,19,0.916574353
31707,2.508857723,5.017715446,19.03387227,0.999403164
31708,0,0,19,0.680753585
31709,4.690406493,9.380812987,9.19501772,2.870384283
31711,10.05955307,20.11910615,8.724394785,6.326441157
31712,12.95932154,25.91864308,9.522123896,7.950677275
31714,10.55695386,21.11390773,8.229849913,4.482067037
31716,17.54532279,35.09064558,15.4025033,11.58556335
31719,6.807794767,13.61558953,9.032041885,3.527088927
31720,14.71555555,29.43111111,6.777777778,11.60425871
31721,4.127496179,8.254992359,18.9949068,2.244663806
31722,,,,
31727,12,24,10,4.903904568
31730,24.47594782,48.95189564,3.106750049,4.555656683
31733,9.757622025,19.51524405,10.62202754,7.592241091
31735,16.6,33.2,9,11.8001265
31738,9.988620401,19.9772408,7.06187291,8.90687983
31743,17.50258621,35.00517242,10.81034483,11.21529196
31744,21.54592373,43.09184747,6.698882316,12.67522286
31747,0,0,7,2.52066126
31749,16.37665535,32.7533107,8.234735414,10.83534422
31750,6.437621355,12.87524271,6.721323301,3.71933434
31753,,,,
31756,13.60871086,27.21742173,4.992633518,9.106722833
31757,3.349472038,6.698944076,4.811252267,4.430377363
31758,2.94,5.88,4,1.202516581
31763,8.808207356,17.61641471,19.83871451,3.307554242
31764,16.60219048,33.20438095,9.282993195,10.94683429
31765,19.85573495,39.7114699,3.351004013,11.47818878
31768,6.089163205,12.17832641,6.007184515,3.799709562
31769,,,,
31771,10.38490211,20.76980423,7.904514581,5.327319097
31772,24.66,49.32,11,14.92195485
31773,14.12212595,28.2442519,3.488636362,8.721335424
31774,6.655139439,13.31027888,9.017468588,5.094212908
31775,13.78243755,27.5648751,8.701741107,6.708179988
31776,4.28,8.56,6,2.115564324
31778,15.22733925,30.45467849,6.555062824,11.52851017
31779,29.59489301,59.18978602,1.327864956,10.0193393
31780,14.51459695,29.02919391,8.011982567,8.262754869
31781,20.92213333,41.84426667,4.099999998,11.69437341
31782,,,,
31783,12.91882736,25.83765473,8.672638434,7.453263632
31784,29.92545233,59.85090465,0.088019559,10.84853773
31787,18.42551955,36.8510391,16.77877095,9.342479086
31788,3.685832423,7.371664846,6.323204421,3.183410685
31789,20.58836616,41.17673233,3.01622248,11.35214642
31790,11.8168929,23.6337858,9.081654293,5.166398997
31791,21.14336848,42.28673695,12.38313293,12.50103807
31792,5.900515655,11.80103131,4.112862226,3.342069412
31793,3.780084197,7.560168394,9.338995568,2.594732991
31794,6.212804331,12.42560866,9.896371488,2.591752122
31795,11.90407733,23.80815467,3.664323374,6.955477707
31796,24.51810141,49.03620282,10.97877358,14.83028353
31798,14.63398352,29.26796703,7.909340658,7.344074368
31799,2.94,5.88,4,1.202516581
31801,18.074125,36.14825001,2.911111113,7.502694837
31803,22.78247539,45.56495078,5.196905767,5.299195768
31804,18.93511275,37.8702255,3.898840206,9.810740749
31805,0.945205102,1.890410203,6.853606788,3.92684468
31806,0.596769577,1.193539154,11.7718894,3.930693933
31807,25.75796058,51.51592117,2.066838046,13.30305163
31808,6.549624729,13.09924946,4.002695418,4.135785665
31810,,,,
31811,16.24721654,32.49443307,4.011270493,7.501740085
31812,12.17540786,24.35081572,4.190332327,6.125406247
31815,17.34114047,34.68228095,3.995827537,12.16753177
31816,15.62981966,31.25963932,2.50990099,5.136208016
31820,20.02856418,40.05712835,4.148492284,9.680635215
31821,18.92,37.84,4,13.08968644
31822,17.03453726,34.06907452,3.115771231,11.06942615
31823,21.81,43.62,1,8.530230717
31824,16.50418332,33.00836663,6.844888367,7.929808143
31825,3.684102557,7.368205115,4.355866354,3.37912979
31826,21.45146679,42.90293358,1.447416975,8.351650725
31827,0.710565228,1.421130456,1.103260871,3.431232132
31829,22.11901306,44.23802612,4.3425254,12.00918263
31830,2.583670649,5.167341299,2.170193193,5.204217455
31831,23.17741653,46.35483306,1.914614121,12.14778753
31832,17.24,34.48,1,8.734011101
31833,13.28307799,26.56615597,1.914823009,7.436755961
31836,20.84,41.68,2,7.904918854
31901,4.187737082,8.375474163,7,1.519133639
31902,2.84,5.68,7,1.185569251
31903,2.833158226,5.666316452,6.7775479,1.170373079
31904,9.70931585,19.4186317,6.2118732,3.457729517
31905,16.65604966,33.31209932,4.777240214,5.136513846
31906,5.035063701,10.0701274,7,1.69094125
31907,9.543292766,19.08658553,6.973737928,2.941258225
31908,10.88,21.76,7,2.388004461
31909,13.32843903,26.65687806,6.12103639,4.216295654
31914,6.61,13.22,7,1.44527482
31917,8.02,16.04,7,0.829611233
31995,8.78,17.56,7,3.90961878
31999,,,,
32003,13.38178459,26.76356918,6.749426654,1.571115366
32004,10.28,20.56,7,5.431616615
32006,13.44,26.88,7,0.299435299
32007,,,,
32008,4.522851415,9.04570283,2.752934441,5.503190094
32009,25.45,50.9,9,16.53356685
32011,20.180713,40.361426,7.457510017,12.11816826
32013,,,,
32024,9.511066193,19.02213239,4.592049402,5.623378298
32025,12.46007784,24.92015568,5.289681286,5.914622686
32033,13.34854152,26.69708303,4.977561706,6.316763053
32034,31.43703907,62.87407813,0.810552026,4.686133331
32035,32.70680828,65.41361656,0,6.544872305
32038,24.67372807,49.34745613,4.101403508,8.81273499
32040,42.48689779,84.97379559,0.179705937,20.45123193
32041,18.65,37.3,9,3.523744637
32042,18.73,37.46,3,9.066732995
32043,11.64986662,23.29973325,3.204200521,3.811711626
32044,18.51457018,37.02914037,3.24156692,8.651402298
32046,20.13399722,40.26799443,2.302919704,12.51353933
32050,22.08,44.16,2,11.45011321
32052,25.38451762,50.76903524,1.517619872,13.8885862
32053,21.62206704,43.24413408,2.829143389,9.340420087
32054,11.9654249,23.9308498,3.175522731,5.991090512
32055,14.4864357,28.9728714,3.091826436,6.461811236
32056,6.57,13.14,5,2.879082703
32058,18.10370245,36.20740491,2.947189095,7.271153358
32059,12.90171498,25.80342996,1.007850242,7.497276796
32060,14.18773707,28.37547413,2.83841355,6.55945063
32061,20.74977654,41.49955308,4.273743016,9.804065604
32062,13.58473545,27.1694709,3.136243386,9.335261963
32063,25.1388514,50.27770281,1.733428833,18.81086591
32064,11.00260621,22.00521241,3.075874334,4.746322436
32065,12.30301719,24.60603437,10.37131867,5.159717608
32066,10.46793284,20.93586568,1.627985075,7.797964863
32067,3.28,6.56,13,0.480829555
32068,17.82371,35.64742,4.794956018,8.174719841
32071,5.836511151,11.6730223,3.527789047,6.137593606
32073,7.015983928,14.03196786,12.50176849,1.872789954
32080,9.648088991,19.29617798,3.055752161,4.473863596
32081,20.65436755,41.3087351,7.119169609,12.28762632
32082,11.36152426,22.72304852,6.510908557,6.192814413
32083,12.39232653,24.78465307,3.106122448,6.932621525
32084,6.286461418,12.57292284,2.612565233,3.545990709
32085,2.6,5.2,2,1.003175983
32086,5.601287847,11.20257569,3.997705266,3.421098504
32087,42.79818182,85.59636364,0,20.44887872
32091,8.40118237,16.80236474,4.710903964,3.69275034
32092,19.31500885,38.63001771,4.33188892,9.834932797
32094,18.51560682,37.03121365,4.899494311,8.170654872
32095,14.4024117,28.8048234,5.163443972,9.525584436
32096,16.21187226,32.42374452,3.488415779,11.84778748
32097,18.78562611,37.57125223,7.195871368,5.467527717
32099,,,,
32102,27.54226537,55.08453074,1.21197411,10.53549181
32105,,,,
32110,14.52598052,29.05196103,2.021276596,7.501137725
32111,,,,
32112,6.543106438,13.08621288,2.725284535,5.114066443
32113,14.3486739,28.69734781,6.884239131,7.27551633
32114,2.99778424,5.995568481,6.488957922,1.257941808
32115,4.53,9.06,6,1.852576008
32117,5.35418798,10.70837596,5.997836098,2.275791494
32118,8.555607122,17.11121424,4.19587043,3.016943823
32119,4.340188031,8.680376062,6.737145978,1.606662899
32120,3.54,7.08,7,1.477142163
32121,3.98,7.96,6,1.65920573
32122,6.37,12.74,6,2.454620323
32124,8.952373292,17.90474658,6.711477084,4.527079808
32125,6.37,12.74,6,2.454620323
32126,6.14,12.28,6,2.886823706
32127,10.51299341,21.02598682,4.696951864,5.366386634
32128,17.41085396,34.82170792,5.696038436,7.853293184
32129,6.919759798,13.8395196,6.563471406,2.983871016
32130,8.104268701,16.2085374,6.961648405,6.719880231
32131,15.79469282,31.58938564,6.813671764,4.4308563
32132,22.97859859,45.95719718,4.330972791,14.79128005
32133,25.68,51.36,2,10.49559305
32134,23.61915583,47.23831166,2.556595594,13.73636399
32135,5.89,11.78,3,1.751277046
32136,16.81358582,33.62717165,3.101588431,8.391355611
32137,11.22014431,22.44028863,3.90392614,3.788713036
32138,,,,
32139,10.72,21.44,2,5.942872896
32140,20.80320866,41.60641732,4.062992126,8.369561337
32141,24.23493734,48.46987468,3.801523038,16.55721883
32145,0.045844403,0.091688806,3.007780322,6.005935802
32147,,,,
32148,15.01411711,30.02823422,3.966824644,5.340096047
32158,16.78,33.56,8,4.556738953
32159,15.88848462,31.77696923,7.58520169,4.57489186
32160,,,,
32162,17.02231122,34.04462244,8.404629062,2.749278278
32163,13.27395951,26.54791901,7.818069136,5.48955305
32164,8.460818781,16.92163756,3.357861463,4.460304405
32168,21.47096838,42.94193676,5.594780434,10.64440067
32169,21.72670898,43.45341796,3.346632126,13.33194509
32170,21.58920309,43.17840617,7.369151672,13.32377193
32173,7.5,15,6,3.629774045
32174,14.37001594,28.74003188,4.767083121,7.823784152
32175,13.96,27.92,4,6.420121359
32176,17.61268973,35.22537946,3.593516681,8.527812038
32177,8.296373421,16.59274684,3.693644524,3.057922782
32178,7.86,15.72,4,0.933085799
32179,21.79147425,43.58294849,5.02761311,9.691028639
32180,11.78809789,23.57619577,2.910456062,4.134681292
32181,6.800611296,13.60122259,2.776079735,7.756896693
32182,,,,
32183,12.8,25.6,9,6.708107264
32185,,,,
32187,21.84,43.68,5,6.296972372
32189,18.70841225,37.41682451,4.359331476,6.788149499
32190,11.6119171,23.22383419,2.93955095,4.092568729
32192,,,,
32193,0,0,2,8.347596286
32195,17.66590838,35.33181676,7.295107511,7.120534366
32198,,,,
32202,1.76203286,3.524065719,14,0.998568918
32203,1.43,2.86,14,0.886518915
32204,2.778301234,5.556602468,14,1.387808109
32205,4.858337101,9.716674201,13.73880095,2.436982756
32206,2.355228004,4.710456007,14,1.183553461
32207,4.022178483,8.044356965,14,1.712235879
32208,2.786626248,5.573252495,13.01044543,1.263105432
32209,3.15303004,6.306060079,13.53270453,1.547463269
32210,6.788534329,13.57706866,12.30605851,2.695646885
32211,3.936545934,7.873091869,13.8538573,3.470615098
32212,7.91,15.82,13,4.131428294
32214,,,,
32216,5.755551943,11.51110389,14,1.976532376
32217,6.234310653,12.46862131,14,3.330544407
32218,8.431200796,16.86240159,12.97278172,3.888128491
32219,9.358863487,18.71772697,11.80323318,5.944255554
32220,11.98365223,23.96730447,11.83605394,7.268092305
32221,11.97940209,23.95880418,11.9431513,6.135163209
32222,12.01676103,24.03352205,11.50281093,4.961328274
32223,15.81535325,31.63070649,12.21832522,4.137276151
32224,9.486184135,18.97236827,12.74820721,4.141144713
32225,10.77600022,21.55200045,12.60892497,6.319850226
32226,15.69695258,31.39390516,11.16732647,7.136278724
32227,14.32,28.64,10,7.261304447
32228,14.32,28.64,10,7.261304447
32229,4.45,8.9,15,1.598481747
32233,9.498341482,18.99668296,10.15140187,4.808931848
32234,23.0943553,46.1887106,9.06257881,12.64370117
32235,10.47,20.94,12,7.983328133
32236,5.09,10.18,14,2.669360239
32238,3.45,6.9,13,1.129122984
32239,5.38,10.76,13,5.480416794
32240,3.83,7.66,9,1.001449762
32241,8.870801687,17.74160337,14.5907173,5.371029838
32244,5.541917517,11.08383503,13.05461842,2.501335015
32245,9.03,18.06,14,4.427854882
32246,9.788502615,19.57700523,13.48184227,4.736848715
32247,4.62,9.24,14,1.706218488
32250,3.71849745,7.436994899,9.886516922,1.400152856
32254,4.940869923,9.881739847,13.16359607,2.23476844
32255,6.02,12.04,14,1.380179847
32256,11.06050111,22.12100222,14.37326598,6.163579856
32257,11.85814916,23.71629831,14.40866063,5.827041047
32258,15.91474768,31.82949536,14.3426524,8.810972527
32259,21.70476612,43.40953224,7.928267677,7.191167423
32260,21.95,43.9,10,7.821459491
32266,5.286432356,10.57286471,11.9497908,2.541473337
32277,4.746499117,9.492998234,12.97114498,4.211272777
32301,3.138049795,6.27609959,12.3979992,1.356620271
32302,2.79,5.58,14,0.879247657
32303,5.165435013,10.33087003,13.94902377,1.807697676
32304,5.479153881,10.95830776,13.81766973,1.765776125
32305,10.57866162,21.15732324,10.33847016,3.689074569
32306,,,,
32307,,,,
32308,7.072786847,14.14557369,12.70186146,1.965437554
32309,15.13160951,30.26321903,11.77011005,4.936331819
32310,9.706761799,19.4135236,11.95362486,4.815641526
32311,10.66757378,21.33514757,10.02116227,4.987511752
32312,13.68917817,27.37835635,12.21704402,5.07837444
32313,,,,
32314,1.618777358,3.237554717,14,0.551870803
32315,3.3,6.6,14,1.646497366
32316,5.73,11.46,14,1.289983705
32317,12.65558907,25.31117813,10.62492886,5.16650565
32318,0,0,14,0.727606821
32320,30.58667795,61.1733559,0.734659332,10.30160776
32321,8.502664132,17.00532826,1.686907021,11.1745156
32322,5.332998803,10.66599761,2.565608148,7.45965664
32324,24.93351536,49.86703072,2.111774744,4.035239612
32326,25.86,51.72,8,12.94866678
32327,21.06465349,42.12930698,7.328593999,11.48767211
32328,12.17239471,24.34478941,2.516753766,9.650682435
32330,,,,
32331,17.98472372,35.96944745,1.732862484,13.0368929
32332,18.23247173,36.46494346,4.032310177,5.055674282
32333,4.833116096,9.666232191,14.86295862,2.65451056
32334,24.67026158,49.34052316,2,18.23923396
32336,26.25299055,52.5059811,3.381796692,16.98748454
32340,7.621071946,15.24214389,1.190528634,4.186674332
32343,12.15,24.3,14,6.43594719
32344,26.94791867,53.89583734,3.054771909,19.58978353
32345,23.43,46.86,3,20.72266042
32346,3.371788193,6.743576387,2,5.903562648
32347,11.67678536,23.35357071,0.924235182,5.946870079
32348,22.4924638,44.9849276,1,6.054074739
32350,17.9,35.8,2,8.232197864
32351,11.39962644,22.79925288,6.049329501,3.451294382
32352,14.0739271,28.1478542,5.965612104,3.913347811
32355,,,,
32356,26.36,52.72,1,14.81007082
32357,,,,
