GEOID,RxTmDr,RxTmDr2,RxCntDr,RxMinDis
15038,12.812,25.624,82.30000002,4.583649462
15042,4.643273889,9.286547777,56.87235669,2.576563565
15043,12.82899273,25.65798546,37.54413292,5.582104369
15044,2.226702892,4.453405783,105.4676997,1.518928692
15045,5.635365854,11.27073171,141.3658537,1.942147067
15046,8.871395144,17.74279029,96.09098788,2.268462989
15047,8.5,17,85,2.554595422
15049,6.977826923,13.95565385,121.8192308,1.546122269
15050,11.63249764,23.26499527,38.07190161,4.726327682
15051,6.623896104,13.24779221,122.9264069,3.058361084
15052,6.832477064,13.66495413,34.52031455,3.241460384
15053,4.86,9.72,51,1.123818428
15054,4.85839779,9.71679558,50.9558011,1.134651974
15055,5.378966521,10.75793304,141.9810771,2.448292448
15056,4.61,9.22,100,1.77561446
15057,5.406128515,10.81225703,109.2332303,2.692820025
15059,1.840436932,3.680873864,32.68738739,1.387799466
15060,,,,
15061,2.17662652,4.353253041,50.58231708,1.039951497
15062,2.154260561,4.308521122,43.10299296,0.684088449
15063,3.745951826,7.491903651,59.31547727,1.102675966
15064,6.42,12.84,137,2.16758053
15065,3.808323966,7.616647931,83.68676546,1.236796307
15066,2.757411913,5.514823825,41.50140318,1.485601262
15067,6.040367648,12.0807353,78.61274509,1.414212965
15068,3.360024764,6.720049528,86.77170996,1.22378616
15071,2.08438507,4.168770139,146.4636133,1.768710584
15072,7,14,34,0.950352331
15074,2.796121655,5.592243309,49.48707981,1.093479802
15075,6.52,13.04,116,2.973281625
15076,3.851944447,7.703888894,91.65277779,2.237707804
15077,8.698214285,17.39642857,37.1875,2.690805367
15078,4.86,9.72,51,1.123818428
15081,4.09,8.18,74,1.156943382
15082,7.539215687,15.07843137,130.745098,3.061113562
15083,8.685,17.37,75.43181818,3.615117669
15084,1.953108861,3.906217722,93.53476359,1.471983593
15085,6.175035423,12.35007085,119.7677775,1.317698852
15086,0,0,136,1.73110213
15087,7,14,34,0.950352331
15088,5.66,11.32,127,1.930509937
15089,2.759515687,5.519031374,62.41242768,1.65130289
15090,1.47633911,2.95267822,126.455644,1.398627631
15091,,,,
15095,,,,
15096,,,,
15101,2.970384085,5.940768171,137.3835313,1.347734386
15102,1.913371301,3.826742602,154.7605194,0.904912588
15104,3.287234835,6.57446967,172.1985486,0.99934728
15106,1.375540592,2.751081184,178.9890342,0.709991663
15108,3.315020955,6.630041911,148.2657155,1.254683362
15110,3.68455848,7.369116959,160.8733918,0.968724489
15112,1.896933056,3.793866113,176.0539699,0.706894399
15116,1.813915247,3.627830494,156.421516,0.911919679
15120,1.820616437,3.641232874,163.2484083,0.904355855
15122,2.181895026,4.363790051,162.4809591,1.001807488
15126,0.041681583,0.083363165,138.2969895,1.800453239
15127,5.12,10.24,156,2.209469053
15129,1.867494367,3.734988734,140.7293363,1.60937109
15131,2.782952151,5.565904302,147.4770335,0.913329035
15132,1.753389785,3.50677957,149.8324579,0.516277053
15133,4.958758464,9.917516929,140.5978717,1.167576155
15134,2.72,5.44,154,0.609288674
15135,8.485069566,16.97013913,85.3695652,2.546806846
15136,2.443272971,4.886545941,174.9936577,1.015936124
15137,1.403257619,2.806515237,170.2843952,0.991695717
15139,0.536346982,1.072693964,152.4065194,0.428401408
15140,0.022040817,0.044081634,149.1729323,0.479160257
15142,0.018307985,0.036615969,150.960076,1.690363052
15143,4.318770291,8.637540583,143.2384653,1.531864562
15144,6.753769157,13.50753831,126.8022031,1.529067139
15145,0.745061097,1.490122194,169.1135438,0.338571364
15146,2.33088862,4.66177724,158.0550195,1.079879644
15147,4.324660205,8.64932041,149.6462301,1.176141053
15148,2.873069052,5.746138103,166.7065217,1.033766334
15201,0.725624275,1.451248551,181.713202,0.402165305
15202,4.755382823,9.510765646,173.9857661,1.552304553
15203,0.39831789,0.796635781,186.5120924,0.330510736
15204,4.911778049,9.823556098,180.577561,1.720888159
15205,2.538706539,5.077413077,180.5288712,0.975866788
15206,0.793757939,1.587515877,176.6156728,0.396550731
15207,2.053104223,4.106208445,170.9473262,1.058791417
15208,2.119425055,4.23885011,174.197881,0.637818154
15209,1.584577692,3.169155383,172.950677,0.647714512
15210,1.151474644,2.302949288,175.8026027,0.435204242
15211,1.135497144,2.270994288,183.1731429,0.433296422
15212,1.236061687,2.472123373,186.1858665,0.439542072
15213,0.296994942,0.593989884,187.2643508,0.274542251
15214,3.492190959,6.984381919,183.3089745,1.026168688
15215,4.630520801,9.261041601,164.6825291,1.015544213
15216,2.224566863,4.449133726,178.0525954,0.524230653
15217,0.774304947,1.548609894,177.9988294,0.513237716
15218,2.126489226,4.252978452,175.6571319,0.553938976
15219,1.585701353,3.171402705,190.1069719,0.57555329
15220,2.354903606,4.709807213,183.7768444,0.81247506
15221,2.147933868,4.295867737,177.2811757,0.823568236
15222,0,0,191.8505211,0.225343771
15223,1.753318467,3.506636934,170.2075026,0.75658771
15224,0.659748628,1.319497257,184.1616585,0.298228398
15225,2.66,5.32,171,2.157419205
15226,1.545028802,3.090057604,169.811924,0.621873685
15227,2.154150163,4.308300326,170.9146228,0.619632471
15228,0.791474951,1.582949902,166.7166772,0.561839571
15229,2.246026671,4.492053342,165.9178938,0.560108845
15230,0,0,195,0.147560854
15231,1.124603173,2.249206345,142.1587302,2.182914784
15232,0.348988807,0.697977615,182.6225632,0.2263313
15233,0.254090158,0.508180316,188.9445823,0.42761139
15234,1.320209036,2.640418071,168.9552064,0.51075148
15235,2.729637583,5.459275167,167.6157792,0.969693151
15236,2.06452055,4.129041099,167.9380952,0.730658498
15237,1.592442124,3.184884248,153.5791455,0.974582421
15238,3.032438329,6.064876657,160.3667711,1.325887718
15239,3.972611707,7.945223413,130.9861861,1.800061727
15240,,,,
15241,2.325391674,4.650783347,150.8270011,1.054210319
15243,1.265162294,2.530324588,169.1868852,0.579347846
15244,0,0,176,0.696795474
15258,,,,
15259,,,,
15260,0.881428571,1.762857143,188.5,0.261834014
15261,,,,
15262,,,,
15265,,,,
15267,,,,
15272,,,,
15275,0,0,154.883871,1.046245103
15276,0,0,176,0.696795474
15277,,,,
15282,0,0,195,0.147560854
15289,,,,
15290,,,,
15295,,,,
15301,3.766039203,7.532078405,45.49857277,1.978162517
15310,27.01,54.02,1,11.90777287
15311,12.92130068,25.84260136,21.24662161,7.132540402
15312,15.86041899,31.72083797,21.23351818,7.794969623
15313,12.29479452,24.58958904,27.39726028,3.604291289
15314,3.327340485,6.65468097,45.69576314,1.115973519
15315,14.75,29.5,22,5.290860635
15316,0,0,9,6.846962313
15317,3.476441592,6.952883185,103.2077978,1.396110967
15320,0.6669954,1.333990799,20.65387567,1.968998579
15321,6.918652118,13.83730424,97.88831837,2.462049591
15322,9.698017918,19.39603584,16.90033594,3.889692738
15323,5.535398659,11.07079732,16.67339097,3.38659858
15324,12.94,25.88,26,3.617885093
15325,5.713846153,11.42769231,17.76923077,2.800613301
15327,14.75,29.5,22,5.290860635
15329,14.04356,28.08712,11.52533334,5.473790708
15330,11.05351142,22.10702285,66.41451731,3.776935999
15331,12.94,25.88,26,3.617885093
15332,8.394034588,16.78806918,112.6164416,2.897260093
15333,13.87087762,27.74175525,22.71693449,4.988435484
15334,4.275362312,8.550724624,20.57971014,4.493686784
15336,,,,
15337,21.98174603,43.96349206,4.73015873,9.40269248
15338,13.89941022,27.79882043,21.88466579,5.226126374
15339,,,,
15340,10.79053921,21.58107843,51.76960785,5.798980192
15341,24.45969957,48.91939913,1.755364808,11.4299281
15342,3.246711492,6.493422984,81.699674,0.897701818
15344,2.798281689,5.596563379,14.43802817,2.847093085
15345,17.19808989,34.39617977,16.28089888,7.337081176
15346,13.53,27.06,11,5.19202544
15347,4.72,9.44,53,2.533877787
15348,12.71,25.42,24,3.630917098
15349,2.658641982,5.317283963,11.60123457,6.503647196
15350,4.34,8.68,94,2.226973029
15351,0,0,21,1.810380068
15352,25.84827956,51.69655912,1.344086024,11.6901036
15353,13.53,27.06,11,5.19202544
15357,1.84659664,3.693193281,15.89495798,2.454518878
15358,10.31,20.62,31,3.683390323
15359,27.01,54.02,1,11.90777287
15360,12.83143195,25.6628639,26.29585799,3.802145651
15361,10.18731343,20.37462687,55.880597,5.510800214
15362,0,0,9.117962471,6.818236815
15363,5.26,10.52,86,1.654027502
15364,16.32700288,32.65400575,8.92507205,6.585494645
15365,0,0,20,2.055553918
15366,6.92,13.84,62,2.5370939
15367,7.033406976,14.06681395,115.7886612,1.937562575
15368,12.13204082,24.26408163,25.68571429,3.643553507
15370,3.739141178,7.478282356,19.25715687,2.846106162
15376,3.317859001,6.635718002,17.81723238,2.813456982
15377,18.79082295,37.58164589,7.244389024,7.130055805
15378,10.34,20.68,54,5.654519818
15379,18.26,36.52,20,8.757734348
15380,27.01,54.02,1,11.90777287
15401,0.856324356,1.712648712,32.65879657,0.811706848
15410,3.316997575,6.63399515,27.2276029,2.648150662
15411,22.81,45.62,2,9.887858184
15412,7.041935484,14.08387097,32.41935484,1.814627216
15413,5.408197878,10.81639576,32.65371025,3.098649768
15415,0,0,35,1.643774085
15416,0,0,22,1.324764558
15417,5.521405392,11.04281078,36.20201097,2.378394856
15419,2.114077397,4.228154795,48.69040942,1.207754414
15420,10.05,20.1,32,3.852811147
15421,14.76,29.52,16,7.795050232
15422,0,0,35,1.643774085
15423,5.861921243,11.72384249,44.47971362,2.100373785
15424,24.07499673,48.14999347,4.508817763,11.02412555
15425,4.639961305,9.27992261,30.82156678,2.053828031
15427,7.457377048,14.9147541,40.01639345,3.055248493
15428,5.958825759,11.91765152,36.49242424,2.726403835
15429,10.31,20.62,31,3.683390323
15430,9.79,19.58,34,2.957935076
15431,12.62475509,25.24951019,23.3905505,4.791933662
15432,7,14,32,1.78424487
15433,9.22,18.44,31,4.124074196
15434,7.383870968,14.76774194,35.83870968,2.062360187
15435,9.877674418,19.75534884,32.13953488,3.793742657
15436,0,0,33,0.466805476
15437,14.84029333,29.68058667,16.056,7.808439214
15438,8.447244897,16.89448979,39.85,2.740935886
15439,,,,
15440,14.76,29.52,16,7.795050232
15442,4.251338089,8.502676178,34.48349688,2.251297686
15443,0,0,25,1.928747862
15444,8.858431375,17.71686275,31.39215686,3.975088694
15445,3.725833334,7.451666668,22.0625,1.541801636
15446,15.04,30.08,9,7.587730912
15447,9.22,18.44,31,4.124074196
15448,8.8,17.6,44,5.234744143
15449,7.58,15.16,34,3.006162798
15450,9.22,18.44,31,4.124074196
15451,12.11,24.22,27,5.955093219
15454,0,0,25,1.928747862
15455,6.83,13.66,29,2.844905229
15456,7.516270266,15.03254053,21.40849421,2.435953829
15458,0,0,25,1.928747862
15459,24.4607537,48.92150741,10.09690444,11.70642931
15460,12.11,24.22,27,5.955093219
15461,5.477613856,10.95522771,25.16223909,1.913467522
15462,15.04,30.08,9,7.587730912
15463,7.088024693,14.17604939,31.97530864,3.532228626
15464,17.52545156,35.05090313,9.259441708,8.672951469
15465,8.94,17.88,20,2.520537375
15466,12.11,24.22,34,3.170935827
15467,12.11,24.22,27,5.955093219
15468,5.69264813,11.38529626,31.57315599,2.869315174
15469,14.86880878,29.73761756,10.12330198,7.439956617
15470,18.92361949,37.84723898,13.46635731,9.47383671
15472,1.56,3.12,42,1.197726817
15473,2.663996725,5.32799345,44.90869327,0.944622248
15474,12.11,24.22,27,5.955093219
15475,9.948178439,19.89635688,31.87732342,3.88608877
15476,0,0,25,1.928747862
15477,,,,
15478,6.431155965,12.86231193,30.77984817,3.418391997
15479,7.535896375,15.07179275,48.59792746,4.642888835
15480,8.522853856,17.04570771,33.10586881,3.745762614
15482,,,,
15483,7,14,32,1.78424487
15484,,,,
15485,,,,
15486,8.783603608,17.56720722,34.79954955,3.816837752
15488,10.08961539,20.17923077,32.88461538,4.375981598
15489,,,,
15490,13.9684375,27.936875,16.03125,6.662745439
15492,0,0,48,0.191208919
15501,3.460255805,6.920511609,11.46293307,2.105973793
15502,10.9,21.8,8,5.36777905
15510,,,,
15520,0,0,20,2.415302526
15521,3.297886367,6.595772735,10.21590909,2.401091018
15522,1.558088122,3.116176245,8.281140417,1.630786281
15530,3.241411762,6.482823525,8.592857147,2.451071442
15531,5.194624559,10.38924912,19.735455,2.577579087
15532,15.39,30.78,5,5.322546909
15533,21.58751381,43.17502762,1.193370165,7.970657217
15534,0.259277113,0.518554226,9.072289156,4.668122515
15535,29.54680853,59.09361705,0.042553191,13.2513868
15536,15.14,30.28,4,7.37404754
15537,5.398628752,10.7972575,2.160265877,2.966847991
15538,21.52,43.04,2,7.610269135
15539,0,0,11,1.389581336
15540,21.50510417,43.01020834,2.895833333,9.17132309
15541,9.143417934,18.28683587,13.37394247,4.010710468
15542,5.407622382,10.81524476,8.972027972,2.456366052
15544,0,0,20,2.415302526
15545,4.67310779,9.346215581,10.61132966,3.157088815
15546,0,0,20,2.415302526
15547,10.00062992,20.00125984,20,2.573562067
15548,14.6,29.2,21,4.627653588
15549,7.65,15.3,14,2.953588688
15550,0.099860784,0.199721568,5.981438516,6.864278101
15551,26.60241379,53.20482758,4.51724138,13.38011302
15552,7.628449701,15.2568994,7.156741954,2.852935568
15553,21.52,43.04,2,7.610269135
15554,0,0,9.525493421,3.000742605
15555,10.9,21.8,8,5.36777905
15557,16.92455047,33.84910095,7.810647917,8.202522032
15558,15.86153846,31.72307692,4.769230769,5.498525542
15559,0.22139918,0.442798361,6.318930041,6.474493046
15560,14.94,29.88,9,7.439845237
15561,10.9,21.8,8,5.36777905
15562,15.39,30.78,5,5.322546909
15563,10.42430905,20.8486181,16.95728643,4.288922949
15564,21.52,43.04,2,7.610269135
15565,15.39,30.78,5,5.322546909
15601,3.416945429,6.833890858,56.76923335,1.387517924
15606,,,,
15610,11.35250276,22.70500552,23.61270719,5.17837824
15611,4.842280132,9.684560265,73.65146579,1.540022467
15612,1.826322581,3.652645162,43.62580645,1.876306925
15613,9.885554888,19.77110978,40.29584022,4.045655337
15615,7.56,15.12,129,1.969665567
15616,0,0,71,0.334814833
15617,7.21,14.42,61,2.514655377
15618,12.68630677,25.37261354,37.46786634,4.609034403
15619,5.44,10.88,46,2.202431195
15620,6.162608695,12.32521739,26.89855072,2.990318511
15621,,,,
15622,15.49888528,30.99777056,8.636363638,7.995568407
15623,3.687931033,7.375862066,67.03713529,2.218829003
15624,9.212010052,18.4240201,43.27135679,3.399995901
15625,7.714444444,15.42888889,69,2.228843078
15626,3.991062246,7.982124491,73.34662691,1.431983009
15627,3.705721225,7.411442451,25.19708472,1.956395036
15628,0,0,14,4.150075602
15629,0,0,37,0.237353747
15631,6.089542962,12.17908592,34.01279708,3.41841214
15632,5.226863289,10.45372658,95.23767493,2.367291926
15633,10.69,21.38,50,3.724345579
15634,3.21,6.42,76,1.361693812
15635,5.44,10.88,46,2.202431195
15636,2.346298227,4.692596453,86.19603754,1.736231698
15637,9.319989734,18.63997947,56.64681724,3.905208935
15638,0,0,22,2.207643123
15639,4.081610605,8.16322121,53.98267073,2.104090668
15640,9.35,18.7,56,3.928668911
15641,5.89,11.78,30,1.464749861
15642,3.272139394,6.544278788,113.9571668,1.528916927
15644,2.351846456,4.703692912,74.96671622,1.131862598
15646,0,0,14,4.150075602
15647,3.159402987,6.318805974,120.8507463,1.778954659
15650,3.526433499,7.052866997,27.84021957,1.790825916
15655,5.762274678,11.52454936,20.0944206,2.521010562
15656,4.992537012,9.985074023,29.41877915,1.703781562
15658,3.753937265,7.507874531,20.00592235,2.398223992
15660,8.82,17.64,74,3.653439552
15661,3.66,7.32,26,1.818275499
15662,5.44,10.88,46,2.202431195
15663,7.75,15.5,65,2.138930534
15664,,,,
15665,5.406695779,10.81339156,92.27802038,1.473890543
15666,9.214775599,18.4295512,40.92003471,2.311032745
15668,3.211904761,6.423809522,114.0950783,1.984990828
15670,6.545704897,13.09140979,36.78853046,2.781179366
15671,7.4719375,14.943875,29.2125,3.62803292
15672,4.448157893,8.896315786,60.56100479,1.77935652
15673,0.097848537,0.195697074,35.83648881,0.716712176
15674,7.76,15.52,52,0.702394236
15675,3.298374164,6.596748327,71.00000001,1.664976383
15676,8.580681004,17.16136201,36.47670251,2.920586841
15677,5.565563906,11.13112781,11.65413534,3.189070699
15678,8.604454147,17.20890829,72.11353713,3.624271233
15679,7.039835306,14.07967061,51.70289854,3.658812563
15680,12.14,24.28,47,4.03220797
15681,6.971679207,13.94335841,24.05555556,4.831313779
15682,,,,
15683,1.276121043,2.552242086,42.25137003,1.108721708
15684,9.944000007,19.88800001,38.48571427,2.178762917
15685,15.97,31.94,25,5.541332578
15686,14.12124688,28.24249376,18.84289277,5.827323326
15687,0,0,14,4.150075602
15688,6.74,13.48,48,3.161058953
15689,,,,
15690,3.343893329,6.687786658,31.42755345,1.385141642
15691,6.22,12.44,69,1.574356784
15692,6.2,12.4,94,1.417341719
15693,0,0,27,0.758050051
15695,5.58,11.16,61,3.176376712
15696,0,0,22,2.207643123
15697,0.198113211,0.396226423,70.84662203,0.380933434
15698,5.862185627,11.72437125,60.62574851,3.232686008
15701,2.132463483,4.264926966,14.63498477,1.421085906
15705,,,,
15710,14.14,28.28,19,7.829910138
15711,14.44,28.88,10,5.446502756
15712,24.57,49.14,1,9.959022694
15713,8.65,17.3,15,3.878023488
15714,2.219365659,4.438731318,8.058330299,1.563035272
15715,14.44,28.88,10,5.446502756
15716,0,0,31,1.202418179
15717,2.100198292,4.200396584,29.12379541,1.942459482
15720,14.11,28.22,26,6.422061299
15721,22.79,45.58,3,8.037760025
15722,0.212426095,0.42485219,10.62487258,0.560134504
15723,11.92,23.84,12,6.39949906
15724,20.04174929,40.08349858,4.921421889,8.158131861
15725,3.194186047,6.388372093,17.24651163,6.489963821
15727,10.25,20.5,20,7.756397681
15728,12.90319453,25.80638905,14.67883628,7.115492789
15729,15.51035211,31.02070422,11.89084507,7.036596612
15730,16.22,32.44,3,8.450935578
15731,8.62368421,17.24736842,15.02105263,3.876364605
15732,11.99917431,23.99834862,14.97821101,5.313192302
15733,3.02,6.04,3,1.139721275
15734,15.42,30.84,12,7.005060674
15736,18.6,37.2,22,8.711525394
15737,0.04914163,0.09828326,10.91416309,0.491275449
15738,2.29,4.58,7,1.43507272
15739,11.92,23.84,12,6.39949906
15741,24.57,49.14,1,9.959022694
15742,17.21104209,34.42208417,1.715430862,7.248734053
15744,16.22,32.44,3,8.450935578
15745,14.14,28.28,19,7.829910138
15746,24.57,49.14,1,9.959022694
15747,14.10266968,28.20533936,11.83597285,7.413155746
15748,9.23593684,18.47187368,17.6968421,4.821061911
15750,0,0,31,1.202418179
15752,0,0,16,5.91664579
15753,23.34493212,46.68986425,2.809954752,8.177941301
15754,8.65,17.3,15,3.878023488
15756,10.27174419,20.54348837,19.94186046,7.727887348
15757,29.95121922,59.90243844,0.504103166,9.848606325
15758,12.19,24.38,2,5.557604394
15759,17.33320197,34.66640394,9.099343185,8.57118071
15760,2.29,4.58,7,1.43507272
15761,14.14,28.28,19,7.829910138
15762,2.757469515,5.51493903,9.19512196,1.5954022
15763,16.54380952,33.08761905,10.61904762,8.793826887
15764,16.22,32.44,3,8.450935578
15765,12.60336761,25.20673522,17.53856041,7.296924366
15767,5.763748589,11.52749718,3.879091427,2.537205629
15770,16.22,32.44,3,8.450935578
15771,15.78964836,31.57929671,3.065934065,7.083927078
15772,12.09610921,24.19221843,2.010238908,5.512370095
15773,0,0,11,0.470578141
15774,15.14722369,30.29444738,18.61447369,7.064947362
15775,,,,
15776,16.22,32.44,3,8.450935578
15777,15.42,30.84,12,7.005060674
15778,16.22,32.44,3,8.450935578
15779,0,0,25,0.150049383
15780,16.22,32.44,3,8.450935578
15781,3.02,6.04,3,1.139721275
15783,10.25,20.5,20,7.756397681
15784,16.22,32.44,3,8.450935578
15801,0.765382601,1.530765202,8.666701562,1.325563186
15821,0,0,1,6.532782003
15823,20.60399417,41.20798834,4.206997086,9.033130126
15824,17.49898811,34.99797622,9.80172061,9.189058223
15825,4.781694916,9.563389832,12.01970339,3.046700999
15827,0,0,1,6.532782003
15828,11.5540367,23.1080734,5.247706424,7.27613783
15829,6.644897608,13.28979522,10.68259386,3.679601177
15831,20.31,40.62,3,8.447209318
15832,17.00227941,34.00455883,1,5.372130125
15834,10.52192653,21.04385306,1.013469388,3.029566774
15840,11.69131639,23.38263277,11.03810624,6.188877383
15841,0,0,1,6.532782003
15845,4.492980924,8.985961847,2.728480648,1.578310484
15846,20.30690537,40.61381073,2.982097186,8.431909935
15847,4.4,8.8,13,2.966232149
15848,14.62913253,29.25826506,9.043373494,5.042677835
15849,13.21834095,26.43668191,8.6347032,5.009022299
15851,3.506545673,7.013091346,10.88741926,1.766568842
15853,9.973331405,19.94666281,2.396706159,2.923223718
15856,14.15581948,28.31163896,9.033254156,5.084364033
15857,7.011679391,14.02335878,3.151558524,4.347643717
15860,17.77205645,35.5441129,8.27956989,7.876291904
15861,20.02,40.04,1,5.166126978
15863,14.44,28.88,10,5.446502756
15864,12.21450801,24.42901602,7.393592676,6.077788732
15865,1.54826783,3.096535661,10.97088792,1.028177924
15866,14.45,28.9,9,5.090161103
15868,1.364496134,2.728992267,1.134366926,6.66139986
15870,11.27451614,22.54903228,2.93548387,6.637183641
15901,1.108298236,2.216596473,23.6158288,0.466891387
15902,2.513492366,5.026984732,22.92850851,0.938833744
15904,1.455249926,2.910499852,26.16378623,1.2484918
15905,1.487021172,2.974042343,22.34257989,1.253362996
15906,3.004331964,6.008663928,21.95809367,1.776317591
15907,0,0,25,0.107959544
15909,4.155850609,8.311701219,23.75661187,2.305805045
15920,13.67639706,27.35279412,32.02205883,3.267879496
15921,6.44,12.88,19,2.497669233
15922,7.63,15.26,31,3.275879264
15923,0.019969183,0.039938365,12.05546995,6.512219128
15924,0.056689344,0.113378688,13.06349207,0.751854933
15925,6.46,12.92,25,2.530285532
15926,5.004832309,10.00966462,11.42236025,2.94299877
15927,0.067285382,0.134570764,12.99999999,1.40815401
15928,0,0,25,0.404632904
15929,14.14,28.28,19,7.829910138
15930,11.78,23.56,20,5.811973337
15931,2.296215135,4.59243027,24.37848605,1.644829462
15934,11.78,23.56,20,5.811973337
15935,3.082120717,6.164241434,22.9461664,1.38468694
15936,11.29762873,22.59525745,19.92547425,3.897609166
15937,0.106855127,0.213710253,24.94699646,0.427638401
15938,5.320278462,10.64055692,24.30876331,2.22033746
15940,12.29340454,24.58680909,22.03871829,4.79146875
15942,5.977387297,11.95477459,26.58094263,2.967633954
15943,1.980913979,3.961827958,31.89731183,0.939034149
15944,5.460495548,10.9209911,17.80368487,6.300789377
15945,0,0,19,1.202771201
15946,2.852523475,5.705046951,22.56396713,1.379811095
15948,0,0,13,1.398941332
15949,14.11,28.22,26,6.422061299
15951,11.68586207,23.37172414,20.07758621,5.782972495
15952,11.78,23.56,20,5.811973337
15953,6.25,12.5,20,3.174599741
15954,7.422478949,14.8449579,23.45275958,4.482364679
15955,8.872606438,17.74521288,20.64070613,4.373758791
15956,9.36778868,18.73557736,21.9909434,5.066679963
15957,11.93226087,23.86452174,23.06956522,6.285499667
15958,7.010667363,14.02133473,20.93639208,3.637414042
15959,0.957068964,1.914137928,24.03448276,0.806328059
15960,7.63,15.26,31,3.275879264
15961,10.69180451,21.38360902,28.54135339,4.198772353
15962,6.44,12.88,19,2.497669233
15963,3.893424685,7.78684937,20.86079855,2.229374773
16001,3.051632405,6.103264809,25.59542427,1.587920636
16002,7.509323484,15.01864697,29.05273466,3.311396006
16003,0,0,32,0.342980463
16020,16.5,33,11,9.02205384
16022,0,0,7,3.230700615
16023,11.82215384,23.64430768,29.61538461,3.800487207
16024,7.803453234,15.60690647,49.01438849,3.719417245
16025,4.254716231,8.509432462,14.37791465,3.9013376
16027,10.7,21.4,21,4.329096546
16028,7.538501029,15.07700206,8.823408625,2.952258106
16029,6.482142857,12.96428571,28.9047619,3.51239701
16030,16.5,33,11,9.02205384
16033,2.604277583,5.208555167,30.48236634,2.871570506
16034,0,0,17,3.779582749
16035,5.18,10.36,29,2.695987371
16036,17,34,7,7.549151568
16037,0.768022912,1.536045823,35.59407831,1.832179583
16038,11.41548822,22.83097643,20.28350169,6.872298086
16039,,,,
16040,16.5,33,11,9.02205384
16041,6.908560528,13.81712106,9.63031625,3.630508218
16045,3.811885126,7.623770252,23.76435935,0.870099842
16046,4.943574965,9.88714993,76.91274649,2.168940102
16048,16.5,33,11,9.02205384
16049,11.37809901,22.75619803,8.297066014,5.070623161
16050,5.72902927,11.45805854,8.473035438,5.215788234
16051,11.42516892,22.85033784,35.3331081,6.270707226
16052,11.01854693,22.03709385,36.34205776,7.063323566
16053,8.05467784,16.10935568,24.27815611,3.68188316
16054,17,34,7,7.549151568
16055,9.659974832,19.31994966,49.73326625,4.222568779
16056,2.759622812,5.519245623,40.69151326,2.806247545
16057,7.027008524,14.05401705,30.58856656,3.151439309
16058,,,,
16059,10.498382,20.996764,64.98068059,5.061970781
16061,12.49356666,24.98713332,13.26166667,6.656503579
16063,0.447796647,0.895593295,49.23369566,1.054019723
16066,2.485541613,4.971083226,95.43541236,1.239638308
16101,3.98031001,7.96062002,47.31007221,1.821343342
16102,3.299853169,6.599706338,49.39412674,1.679706391
16105,1.873878192,3.747756384,55.92994675,1.473973092
16108,,,,
16110,12.85630953,25.71261905,14.67857143,3.760527616
16111,16.17,32.34,14,5.222494946
16112,0.582552872,1.165105743,56.18429003,0.470993657
16113,7.58,15.16,42,3.629469485
16114,16.62214789,33.24429577,18.00704225,8.846641461
16115,8.824495412,17.64899082,47.36697248,4.759847525
16116,7.308457013,14.61691403,58.03894195,3.39356683
16117,4.950832111,9.901664222,40.6997549,2.11772095
16120,8.554446678,17.10889336,46.16498994,4.615863583
16121,1.144376889,2.288753778,79.43353474,0.693908377
16123,8.171456888,16.34291378,38.61843409,3.638557645
16124,12.74866082,25.49732164,22.10262829,5.631095388
16125,2.088931346,4.177862692,19.67333819,1.985093764
16127,2.992662328,5.985324657,24.27224026,1.721444387
16130,15.64,31.28,18,8.841997257
16131,16.41444976,32.82889952,13.98325359,4.844704729
16132,7.93,15.86,57,3.58675338
16133,14.03500695,28.07001391,14.29207232,7.073641047
16134,12.16864543,24.33729087,15.23991508,3.572578689
16136,7.07,14.14,51,3.377400872
16137,7.584938382,15.16987676,30.14949098,3.529052545
16140,10.99,21.98,64,5.913569942
16141,9.13045016,18.26090032,47.37299035,4.1895834
16142,5.910000005,11.82000001,45.69926948,3.234414066
16143,10.62451638,21.24903275,64.06169079,5.441863405
16145,18.44016529,36.88033058,19.05785124,10.28830568
16146,0.455263288,0.910526577,78.57092467,0.38999443
16148,2.749498185,5.49899637,64.36968809,1.751552478
16150,4.980107559,9.960215118,58.41104652,2.328351228
16151,15.64,31.28,18,8.841997257
16153,17.58315431,35.16630862,18.63256607,10.4255782
16154,4.598826527,9.197653054,28.09912536,2.054446468
16155,10.99,21.98,64,5.913569942
16156,9.957345972,19.91469194,38.45565335,5.551306399
16157,9.850609344,19.70121869,40.32972239,3.778256944
16159,10.0356934,20.0713868,65.26805495,4.252626223
16160,8.65,17.3,25,3.031050149
16161,2.49,4.98,80,1.221391327
16172,,,,
16201,5.221051694,10.44210339,19.49522479,3.211340439
16210,13.1640625,26.328125,8.15234375,5.661883712
16211,16.56,33.12,11,8.810971453
16212,10.93,21.86,29,4.921044584
16213,17,34,7,7.549151568
16214,4.324099767,8.648199534,5.360095012,2.489171693
16217,6.422702696,12.84540539,2.054054053,5.444166684
16218,13.21948339,26.43896678,9.870848713,3.917448746
16220,18.28,36.56,4,10.44281885
16221,,,,
16222,16.50880636,33.01761272,6.743589745,4.338598486
16223,0,0,5,6.394471874
16224,17.4134004,34.8268008,5.048289738,7.345494024
16225,14.89,29.78,3,6.437819733
16226,5.819030879,11.63806176,17.747981,1.708967929
16228,6.09,12.18,17,1.177878492
