"GEOID","TotPop","MaleP","FemP","Ovr16","Ovr16P","Ovr18","Ovr18P","Ovr21","Ovr21P","Ovr65","Ovr65P","SRatio","SRatio18","SRatio65","WhiteE","AsianE","PacIsE","HisE","AmIndE","TwoPlsE","OtherE","SomeCollege","EduNoHsP","EduHsP","BachelorsP","GradSclP"
"12011",1946127,49.03,50.97,1586626,81.53,1539395,79.1,1343078,69.01,342594,17.6,96.18,94.09,81.12,829741,72251,1309,621023,3749,386468,102810,15.19,9.72,26.71,22.05,13.75
"12013",13593,56.05,43.95,11136,81.92,10880,80.04,9600,70.62,2428,17.86,127.54,129.87,90.43,10412,101,0,685,95,1048,359,16.64,18.2,42.76,9.16,3.94
"12015",195083,49.2,50.8,174984,89.7,172013,88.17,156633,80.29,78873,40.43,96.83,95.88,93.21,165176,2546,73,15278,258,12970,3748,19.85,7.75,32.95,15.55,9.76
"12017",158693,48.99,51.01,138141,87.05,135185,85.19,122440,77.16,57659,36.33,96.04,93.97,90.85,140889,2169,67,10329,450,9275,2297,19.05,9.11,37.97,12.67,7.73
"12019",223436,49.4,50.6,178763,80.01,172120,77.03,150012,67.14,37541,16.8,97.64,95.36,84.71,160668,6598,148,24684,268,22083,8234,20.39,6.67,27.65,18.91,9.79
"12021",387681,49.35,50.65,331756,85.57,324044,83.59,290754,75,130092,33.56,97.44,96.35,90.82,269331,5782,113,106446,4495,67893,14528,14.56,10.02,25.38,23.14,16.4
"12023",70755,51.59,48.41,56731,80.18,55009,77.75,48691,68.82,14143,19.99,106.58,104.12,89.99,51524,660,29,5258,116,4770,1998,18.88,14.51,35.51,11.24,5.1
"12027",34719,55.01,44.99,29403,84.69,28428,81.88,25015,72.05,8254,23.77,122.27,131.84,103.25,23502,12,22,10334,116,3510,3094,15.95,27.01,36.77,7.43,3.55
"12029",16952,54.93,45.07,14177,83.63,13867,81.8,12288,72.49,4007,23.64,121.88,125.47,111.9,14427,73,0,759,49,1258,26,14.27,17.66,49.85,5.14,2.95
"12031",1007189,48.53,51.47,804832,79.91,780482,77.49,683134,67.83,150870,14.98,94.3,91.34,75.74,531480,48352,691,118365,2004,95195,38145,17.02,9,27.66,22.24,10.85
"12033",323275,49.33,50.67,263077,81.38,255373,79,221649,68.56,57060,17.65,97.34,95.78,77.43,208075,9311,340,21413,965,28992,7218,19.17,9.51,27.29,18.43,10.5
"12035",121710,48.32,51.68,104327,85.72,101832,83.67,91050,74.81,37833,31.08,93.49,91.7,90.28,93957,2825,151,13595,134,9122,4101,18.65,6.91,29.88,20.04,10.39
"12037",12418,55.76,44.24,10673,85.95,10517,84.69,9415,75.82,3257,26.23,126.03,123.83,98.6,9934,39,0,675,16,940,134,16.24,16.93,31.07,13.97,11.31
"12039",43642,47.91,52.09,35044,80.3,33951,77.79,29515,67.63,8485,19.44,91.96,88.78,79.46,14775,59,0,5180,493,2119,2168,15.16,18.71,35.86,12.99,7.1
"12041",18494,51.9,48.1,15129,81.8,14643,79.18,12883,69.66,3737,20.21,107.91,105.38,83.46,16476,42,2,1378,83,940,359,17.04,14.46,37.87,8.82,5.71
"12043",12324,56.43,43.57,10930,88.69,10638,86.32,9567,77.63,3273,26.56,129.54,136.04,111.57,7927,43,0,3089,385,1482,625,18.03,27.63,32.57,9.88,2.83
"12045",14772,57.39,42.61,12947,87.65,12583,85.18,11245,76.12,3469,23.48,134.66,138.12,97.55,11680,67,18,656,119,720,93,18.61,13.26,30.85,15.44,9.05
"12047",13445,55.58,44.42,10993,81.76,10676,79.4,9576,71.22,2634,19.59,125.13,132.93,87.47,7889,66,0,1478,216,510,437,14.71,21.66,41.45,7.9,3.31
"12049",25508,54.03,45.97,19833,77.75,19098,74.87,16521,64.77,4157,16.3,117.55,121.12,92.54,15664,282,0,10713,510,4449,2937,15.65,21.63,44.27,8.48,3.77
"12051",40798,54.81,45.19,31734,77.78,30510,74.78,26113,64.01,5540,13.58,121.27,125.55,95.07,22532,429,0,23074,1047,9711,2685,11.92,30.5,35.84,8.24,2.49
"12053",201512,48.58,51.42,168837,83.79,164146,81.46,145327,72.12,53527,26.56,94.46,92.6,87.1,158608,2779,188,32348,496,20322,9041,21.4,9.94,32.93,13.74,6.7
"12055",103808,48.97,51.03,88485,85.24,86331,83.16,78422,75.55,37300,35.93,95.96,94.36,90.22,75374,1559,32,22310,619,10103,6358,20.47,13.64,34.45,12.44,7.28
"12057",1489634,49.23,50.77,1201885,80.68,1164610,78.18,1008924,67.73,221121,14.84,96.98,94.23,80.31,816520,65910,1263,441871,5096,258400,98098,14.57,10.42,25.41,23.14,14.01
"12059",19626,53.26,46.74,16144,82.26,15596,79.47,13627,69.43,3966,20.21,113.93,116.57,85.76,16650,89,0,697,151,943,483,17.71,15.85,46.5,8.31,3.75
"12061",163856,48.46,51.54,142174,86.77,138881,84.76,125516,76.6,56023,34.19,94.03,91.66,86.74,126618,2451,0,22009,689,15867,5020,17.7,8.01,27.73,20.19,13.25
"12063",47652,54.12,45.88,39859,83.65,38587,80.98,33982,71.31,9961,20.9,117.96,118.45,81.41,31746,287,50,2432,140,2645,677,16.96,16.78,38.67,8.39,6.25
"12065",14713,52.2,47.8,12543,85.25,12184,82.81,10658,72.44,3605,24.5,109.2,104.61,86.69,9238,103,6,704,14,670,248,18.36,12.25,38.7,11.78,7.06
"12067",8035,59.02,40.98,6726,83.71,6579,81.88,5805,72.25,1612,20.06,144,141.81,83.18,6169,2,0,956,21,343,81,13.57,19.97,48.42,4.63,3.27
"12069",398696,48.68,51.32,331683,83.19,322624,80.92,288253,72.3,106155,26.63,94.85,92.25,85.57,281556,8371,573,71545,893,52673,14296,18.23,9.08,30.96,17.19,9.59
"12071",792692,49.18,50.82,672618,84.85,656231,82.79,583362,73.59,229480,28.95,96.78,95.03,91.24,558482,13395,383,187055,4708,118706,33893,17.01,9.62,29.97,18.81,11.95
"12073",295335,47.34,52.66,246260,83.38,240404,81.4,195080,66.05,42546,14.41,89.9,86.47,78.58,166854,10185,118,23394,453,21009,6134,14.44,6.29,18.82,27.56,21.02
"12075",44276,48.88,51.12,36482,82.4,35589,80.38,31567,71.3,11059,24.98,95.61,95.43,97.41,36408,391,15,4365,96,2754,907,15.23,12.24,41.87,11.21,4.97
"12077",7650,56.71,43.29,6456,84.39,6182,80.81,5400,70.59,1053,13.76,130.98,141.71,130.42,5914,16,0,544,28,442,246,12.96,21,41.07,8.55,7.22
"12079",18113,52.64,47.36,15248,84.18,14893,82.22,13080,72.21,4096,22.61,111.16,110.23,86.61,10161,25,0,1005,38,891,394,17.81,19.42,36.39,8.09,4.41
"12081",416020,48.52,51.48,351112,84.4,342333,82.29,305793,73.5,117425,28.23,94.25,92.54,86.51,310362,9170,333,74279,2061,43488,17636,16.05,8.95,28.2,21.09,13.25
"12083",387697,48.27,51.73,323504,83.44,314765,81.19,282539,72.88,111456,28.75,93.33,90.52,85.43,278140,6113,77,61736,1012,41135,12439,18.67,10.39,34.78,14.27,8.1
"12085",160464,49.5,50.5,137423,85.64,134388,83.75,120680,75.21,50992,31.78,98.02,97.41,86.51,129803,2271,51,24690,773,14268,5227,19.45,7.28,23.83,23.55,13.08
"12086",2685296,49.01,50.99,2208561,82.25,2144601,79.86,1857926,69.19,452114,16.84,96.1,93.52,72.8,990981,41937,635,1846781,6369,1027158,203456,12.15,16.94,26.65,20.44,12.77
"12087",81840,51.78,48.22,70601,86.27,69071,84.4,61374,74.99,19888,24.3,107.37,108.09,106.78,59390,959,34,19611,69,12103,3215,15.79,6.74,27.65,22.66,15.14
"12089",94653,49.56,50.44,78081,82.49,76132,80.43,67494,71.31,22097,23.35,98.26,95.26,89.28,81326,1212,27,5052,264,4905,1669,17.12,7.69,27.29,21.38,13.14
"12091",214281,50.78,49.22,171279,79.93,165844,77.4,147650,68.9,35106,16.38,103.17,103.71,85.79,156300,7140,561,23230,747,21170,8326,18.85,6.58,24.19,21.2,13.02
"12093",40249,53.95,46.05,32774,81.43,31635,78.6,27836,69.16,8072,20.06,117.16,114.58,89.39,29240,379,9,10281,61,4523,2775,17.78,20.01,35.22,11.41,4.69
"12095",1440471,49.23,50.77,1164273,80.83,1129805,78.43,974257,67.63,183681,12.75,96.98,94.59,79.12,671615,76973,1395,478735,3785,270244,123843,14.18,9.97,23.85,24.54,13.87
"12097",406943,49.61,50.39,321882,79.1,309159,75.97,267916,65.84,54492,13.39,98.45,95.99,81.22,176679,11809,253,223890,1393,79336,92685,17.08,11.4,28.39,19.57,8.68
"12099",1507453,48.77,51.23,1255736,83.3,1222641,81.11,1079834,71.63,370797,24.6,95.19,92.89,81.05,864974,42754,673,358640,3715,218936,97780,15.25,10.87,22.76,23.98,15.57
"12101",588758,48.93,51.07,483406,82.11,469214,79.7,412244,70.02,129661,22.02,95.79,93.26,84.19,442068,18225,315,104251,1993,67256,22693,16.74,8.79,32.93,18.09,9.94
"12103",960565,48.29,51.71,828323,86.23,810106,84.34,720863,75.05,248460,25.87,93.37,91.11,81.72,721059,34744,704,104765,2505,82900,25342,17.15,7.44,26,22.84,13
"12105",760961,49.29,50.71,612466,80.49,592991,77.93,518218,68.1,149631,19.66,97.21,94.68,85.19,455386,13475,306,211002,2811,89631,86902,18.76,12.48,33.25,15.31,7.33
"12107",74235,49.49,50.51,60154,81.03,58365,78.62,52155,70.26,17472,23.54,97.98,96.26,93.27,54226,448,0,8092,207,7210,797,16.59,17.79,40.64,9.95,4.14
"12109",292243,48.95,51.05,236324,80.87,228898,78.32,199659,68.32,60957,20.86,95.9,93.48,85.92,237204,9935,199,25354,277,24177,5166,14.49,4.87,19.4,30.17,18.44
"12111",346237,49.11,50.89,286091,82.63,277902,80.26,245930,71.03,84733,24.47,96.49,94.54,88.6,206941,6788,137,72914,1185,42775,15781,17.62,11.37,30.74,16.36,9.01
"12113",193719,51.16,48.84,156409,80.74,151168,78.03,132594,68.45,31890,16.46,104.75,104.38,88.39,157431,4165,366,12751,449,16700,3879,18.39,7.37,26.35,19.79,11.19
"12115",449011,47.93,52.07,393960,87.74,385947,85.95,349436,77.82,167531,37.31,92.06,89.8,85.26,377207,8399,187,45922,988,33505,10275,16.72,5.63,25.89,22.78,16.88
"12117",474912,48.67,51.33,388889,81.89,376507,79.28,329962,69.48,77479,16.31,94.8,92.46,77.19,297613,24581,225,110154,970,66583,28288,15.44,6.11,21.15,27.78,14.61
"12119",137536,49.63,50.37,128989,93.79,127767,92.9,121262,88.17,79463,57.78,98.55,98.14,90.03,118694,1396,25,8369,342,4398,3276,17.23,6.83,28.49,21.3,13.76
"12121",44484,52.4,47.6,36498,82.05,35091,78.88,31032,69.76,9368,21.06,110.07,108.71,89.6,34244,317,0,5040,108,3622,1762,17.42,15.49,40.43,10.37,6.06
"12123",21422,54.36,45.64,17741,82.82,17124,79.94,15051,70.26,4467,20.85,119.13,120.32,92.96,15708,59,83,879,114,874,288,15.58,13.79,46.76,10.76,4.3
"12125",15551,64.45,35.55,12696,81.64,12252,78.79,10667,68.59,2674,17.2,181.31,203.33,134.36,11388,31,8,799,13,1459,134,18.61,21.67,39.61,6.5,3.5
"12127",568229,48.99,51.01,480599,84.58,468769,82.5,413236,72.72,142584,25.09,96.02,94.31,85.52,412706,10593,187,89077,1252,39641,43189,18.15,8.06,30.7,17.74,9.45
"12129",34608,54.55,45.45,28439,82.17,27548,79.6,24178,69.86,5750,16.61,120.01,118.73,94.06,27006,234,0,1625,124,1841,604,16.63,12.51,37.01,13.63,7.64
"12131",79846,50.84,49.16,65078,81.5,63275,79.25,55892,70,15801,19.79,103.41,103.18,93.47,67211,895,20,6563,1166,4983,2501,16.38,8.59,27.82,22.62,11.6
"12133",25259,52.56,47.44,20721,82.03,20179,79.89,17897,70.85,4633,18.34,110.79,112.34,82.4,19709,226,0,973,240,1247,409,18.31,16.91,42.65,7.08,5.41
"13001",18426,50.22,49.78,14395,78.12,13892,75.39,12181,66.11,3317,18,100.87,99.78,85.62,12862,87,0,1909,98,1233,881,21.06,18.97,41.09,5,4.95
"13003",8261,48.54,51.46,6380,77.23,6162,74.59,5292,64.06,1123,13.59,94.33,99.76,94.97,5296,0,0,2177,0,865,845,20,28.39,33.39,5.3,4.51
"13005",11129,49.07,50.93,8722,78.37,8300,74.58,6979,62.71,1873,16.83,96.35,93.72,79.06,8227,77,0,929,7,736,411,19.55,15.41,41.67,5.84,5.19
"13007",2830,48.02,51.98,2343,82.79,2308,81.55,1910,67.49,738,26.08,92.39,73.88,135.78,1388,161,0,73,20,91,19,14.2,9.46,41.71,9.95,6.93
"13009",43669,50.32,49.68,36630,83.88,35395,81.05,28378,64.98,7293,16.7,101.3,101.69,91.37,22907,735,108,1206,27,1230,428,16.94,14.79,33.66,13.97,10.16
"13011",18757,50.15,49.85,15218,81.13,14740,78.58,12580,67.07,3215,17.14,100.59,98.7,90.69,16320,275,0,1299,16,1310,521,18.38,17.74,34.34,11.66,5.68
"13013",86982,49.36,50.64,67519,77.62,64886,74.6,56443,64.89,11141,12.81,97.47,95.21,80.66,60244,3587,0,12347,580,7576,3506,20.3,12.38,34.15,13.94,7.08
"13015",111153,49.76,50.24,88016,79.18,84934,76.41,73196,65.85,16151,14.53,99.06,95.94,85.96,86925,911,131,11401,224,7279,3459,16.87,11.35,36.87,15.44,7.5
"13017",17138,46.08,53.92,13461,78.54,12909,75.32,11538,67.32,3046,17.77,85.46,83.1,69.5,9823,62,0,1108,44,392,349,12.01,15.72,48.76,8.01,4.1
"13019",18257,50.25,49.75,14501,79.43,13910,76.19,12192,66.78,3242,17.76,101.02,96.57,85.26,14839,192,24,1079,0,990,283,17.44,17.21,37.89,8.15,4.65
"13021",156543,47.12,52.88,122194,78.06,118256,75.54,102529,65.5,25354,16.2,89.12,84.37,70.61,56414,3481,102,6967,239,6724,4221,18.35,12.6,31.16,12.9,13.08
"13023",12414,49.44,50.56,10272,82.75,9937,80.05,8059,64.92,2198,17.71,97.8,91.28,75.7,8557,89,0,464,21,295,220,21.63,12.09,33.66,11.16,7.12
"13025",18171,49.33,50.67,14635,80.54,14106,77.63,12191,67.09,3090,17.01,97.34,99.91,87.73,16795,120,0,378,0,586,135,13.94,18.77,43.59,5.24,5.66
"13027",16285,47,53,13206,81.09,12833,78.8,11188,68.7,3383,20.77,88.68,90.44,79.47,9343,143,13,1048,9,635,484,18.82,17.04,38.88,8.56,5.01
"13029",46681,49.89,50.11,34685,74.3,33025,70.75,28746,61.58,5018,10.75,99.56,94.1,80.57,33744,1047,17,3672,68,3660,1615,19.65,7.16,25.08,22.12,12.51
"13031",81372,48.53,51.47,66867,82.17,64967,79.84,50293,61.81,9836,12.09,94.3,93.84,83.51,51083,1180,30,4105,323,4625,1128,17.14,10.38,28.64,18.62,12.18
"13033",24427,49.03,50.97,19220,78.68,18360,75.16,15532,63.59,4153,17,96.19,88.97,82.71,12243,127,0,841,24,747,225,17.61,15.89,37.45,10.88,3.38
"13035",26074,53.68,46.32,21287,81.64,20724,79.48,17868,68.53,4045,15.51,115.9,114.46,71.69,17091,34,0,941,19,1448,278,17.45,16.25,41.14,7.97,5.94
"13037",5528,61.79,38.21,4789,86.63,4659,84.28,4163,75.31,931,16.84,161.74,176.67,76.33,1878,16,0,267,0,257,84,14.57,22.86,41.78,6.75,5.39
"13039",56036,51.95,48.05,44081,78.67,42555,75.94,36602,65.32,8235,14.7,108.1,107.31,87.8,39604,950,65,4106,83,4379,781,25.15,7.52,31.89,14.3,8.13
"13043",10972,48.84,51.16,8634,78.69,8218,74.9,6992,63.73,2006,18.28,95.47,95.13,84.21,6658,66,0,1398,319,710,734,20.12,20.93,34.97,7.84,5.8
"13045",122187,48.72,51.28,96480,78.96,93063,76.16,79169,64.79,17112,14,95.02,92.31,80.41,85305,1061,0,10112,909,6189,3660,17.63,15.25,33.16,13.69,8.74
"13047",68356,48.97,51.03,55026,80.5,53057,77.62,46308,67.75,12471,18.24,95.98,92.22,81.21,60908,1071,37,2595,197,3641,945,20.28,10.18,30.78,15.36,9.11
"13049",12711,57.98,42.02,10745,84.53,10209,80.32,8487,66.77,1872,14.73,137.99,147.02,104.59,7228,108,0,1967,75,1918,199,20.35,14.75,43.71,8.43,2.97
"13051",298143,48.12,51.88,242456,81.32,235733,79.07,203763,68.34,48814,16.37,92.75,89.61,77.4,142225,8596,422,23945,770,18559,10064,18.49,8.76,24.62,22.04,14.72
"13053",9181,66.78,33.22,7510,81.8,7422,80.84,5836,63.57,305,3.32,201.02,242.36,58.85,5430,305,60,1600,111,1043,530,29.93,2.87,26.19,17.38,10.2
"13055",24975,51.65,48.35,20080,80.4,19593,78.45,16986,68.01,4578,18.33,106.83,105.22,82.68,20514,20,0,1361,319,1313,428,18,25.76,35.93,5.93,4.8
"13057",274539,49.51,50.49,218247,79.5,210602,76.71,181174,65.99,42215,15.38,98.06,95.32,82.84,214561,5784,84,33341,3212,21257,9922,17.7,7.86,22.96,27.37,12.08
"13059",129267,47.41,52.59,109402,84.63,107331,83.03,85761,66.34,15596,12.06,90.15,87.35,70.73,74568,5454,0,14751,490,10404,4381,14.65,10.04,17.76,24.25,24.42
"13061",2853,45.08,54.92,2458,86.15,2292,80.34,2076,72.77,893,31.3,82.07,87.95,79.32,1135,0,0,4,0,20,0,16.6,14.61,31.06,13.03,9.52
"13063",298771,46.98,53.02,227017,75.98,217282,72.73,186172,62.31,30683,10.27,88.6,83.98,74.08,34422,14928,228,42738,673,20869,19074,18.66,15.2,32.58,14.06,7.28
"13065",6722,50.25,49.75,5298,78.82,5043,75.02,4607,68.54,1122,16.69,101.02,92.7,78.1,4387,14,0,377,132,278,193,14.76,18.81,44.59,9.07,3.95
"13067",769152,48.72,51.28,614780,79.93,593070,77.11,511156,66.46,101893,13.25,95.03,92.47,78.52,388587,41708,379,112882,3793,71559,55520,14.71,7.21,17.68,31.79,18.59
"13069",43161,51.44,48.56,33633,77.92,32539,75.39,28063,65.02,6303,14.6,105.91,105.83,77.65,26205,292,0,5576,139,3703,696,15.16,20.35,39.82,8.47,5.04
"13071",45907,50.08,49.92,35525,77.38,34082,74.24,29728,64.76,7092,15.45,100.31,96.44,74.98,26313,386,0,9066,546,2653,5537,16.02,20.28,36.87,8.65,7.05
"13073",159638,48.93,51.07,124655,78.09,119608,74.92,104271,65.32,23470,14.7,95.79,93.15,81.43,107888,7154,5,12474,293,11119,4508,16.57,6.91,22.13,21.5,16.34
"13075",17363,49.17,50.83,13428,77.34,12963,74.66,11171,64.34,2803,16.14,96.73,89.93,80.03,11340,43,0,1216,41,917,182,18.57,16.66,37.22,10.57,6.18
"13077",150071,48.73,51.27,119388,79.55,114938,76.59,98419,65.58,22114,14.74,95.06,92.8,82.78,107104,3144,2,11859,643,8512,2880,17.3,8.14,25.7,21.94,12.71
"13079",12183,51.8,48.2,9982,81.93,9650,79.21,8038,65.98,2429,19.94,107.48,102.43,88,8940,0,0,466,84,313,226,13.25,16.42,44.39,7.88,6.13
"13081",19995,48.68,51.32,15799,79.01,15326,76.65,13282,66.43,3873,19.37,94.86,91.1,78.56,10174,207,0,690,5,488,122,18.69,15.81,37.16,9.34,6.17
"13083",16196,50.54,49.46,13317,82.22,13018,80.38,11011,67.99,3305,20.41,102.2,99.57,83.31,14915,173,0,374,2,812,34,18.03,11.58,37.72,13.36,5.65
"13085",28704,51.05,48.95,23753,82.75,22951,79.96,19940,69.47,5601,19.51,104.27,101.02,93.47,25512,257,0,1926,15,1997,461,19.77,10.67,23.22,24.41,11.35
"13087",29118,48.25,51.75,22651,77.79,22028,75.65,19286,66.23,4894,16.81,93.22,89.83,73.18,14565,208,0,1972,210,1126,775,18.72,16.86,33.56,8.91,5.72
"13089",762105,47.48,52.52,605413,79.44,586766,76.99,511870,67.17,101452,13.31,90.4,86.29,71.21,229260,46630,629,79372,5736,60440,27257,13.46,9.19,20.06,25.83,20.91
"13091",19909,52.79,47.21,16607,83.41,16124,80.99,13732,68.97,3819,19.18,111.82,115.61,80.14,13085,3,0,680,67,331,290,19.19,13.95,42.05,9.32,5.92
"13093",11026,55.1,44.9,9534,86.47,9273,84.1,8211,74.47,2424,21.98,122.7,129.85,88.93,4606,0,0,845,64,723,350,15.57,17.05,42.35,9.07,4.31
"13095",83915,45.91,54.09,66124,78.8,63638,75.84,54852,65.37,14255,16.99,84.87,79.26,72.73,20016,659,0,2561,139,2502,1392,17.77,14.64,30.85,11.88,11.36
"13097",146141,47.7,52.3,113844,77.9,108745,74.41,92388,63.22,17466,11.95,91.2,87.27,76.42,53260,2727,18,17076,442,10927,6903,17.82,8.6,30.47,19.01,11.8
"13099",10683,47.43,52.57,8339,78.06,8066,75.5,6848,64.1,2067,19.35,90.22,82.56,69.84,4628,31,0,225,6,354,123,14.93,19.02,38.41,8.95,7.15
"13101",3705,45.53,54.47,2820,76.11,2671,72.09,2210,59.65,468,12.63,83.6,98.74,77.95,2504,233,0,1012,6,527,278,15.54,18.49,42.01,8.38,6.03
"13103",67265,49.52,50.48,51139,76.03,49354,73.37,42576,63.3,8239,12.25,98.09,95.85,81.28,51410,504,84,4128,97,4414,1144,17.57,9.25,32.63,19.08,7.72
"13105",19725,47.29,52.71,15829,80.25,15389,78.02,13472,68.3,4185,21.22,89.7,85.82,79.77,12787,239,0,1110,138,1147,349,18.55,15.09,40.24,8.96,5.9
"13107",22961,50.27,49.73,17896,77.94,17211,74.96,14950,65.11,3698,16.11,101.08,100.7,77.02,13705,187,0,1067,53,1209,359,15.73,20.62,41.46,7.49,5.35
"13109",10740,47.69,52.31,8217,76.51,7985,74.35,6773,63.06,1846,17.19,91.17,87.9,79.05,5940,106,0,1296,33,1041,685,16.42,17.6,40.37,9.33,5.76
"13111",25605,49.15,50.85,22172,86.59,21539,84.12,19439,75.92,7779,30.38,96.64,95.39,92.26,23885,86,0,794,38,1079,335,17.68,11.71,34.87,13.3,9.3
"13113",120689,48.58,51.42,97257,80.58,93181,77.21,80398,66.62,23556,19.52,94.49,91.22,81.82,71231,5693,149,9978,159,7980,4664,15.44,5.02,19.69,29.83,18.26
"13115",98985,48.93,51.07,78855,79.66,76391,77.17,65010,65.68,16517,16.69,95.82,91.88,79.61,71966,1278,102,11878,432,7544,4113,19.13,15.08,30.71,14.16,10.79
"13117",260062,49.99,50.01,200586,77.13,191875,73.78,162144,62.35,32413,12.46,99.95,97.3,81.43,172382,46863,0,26070,1042,21936,7150,12.91,5.94,14.51,34.94,21.67
"13119",23840,49.4,50.6,19368,81.24,18552,77.82,15917,66.77,4439,18.62,97.63,93.73,78.06,19662,373,0,1244,79,1279,451,18.44,17.97,32.91,9.83,7.09
"13121",1068507,48.64,51.36,869503,81.38,842905,78.89,726211,67.97,132189,12.37,94.72,91.92,74.03,420487,81115,299,86110,2680,69252,33908,12.08,6.37,15.42,33.6,24.4
"13123",31976,50.14,49.86,26588,83.15,26032,81.41,22990,71.9,8427,26.35,100.55,101.28,95.48,28082,141,0,3839,417,2141,954,15.53,14.14,34.85,14.66,8.08
"13125",2913,44.35,55.65,2339,80.3,2287,78.51,1978,67.9,531,18.23,79.7,82.66,74.1,2530,0,0,21,0,40,0,17.25,16.13,39.95,13.84,1.02
"13127",84987,46.86,53.14,69052,81.25,67078,78.93,58886,69.29,18923,22.27,88.2,84.23,76,54868,1045,64,6400,174,5322,2596,17.59,10.36,28.41,18.2,12.24
"13129",58336,49.72,50.28,46058,78.95,44714,76.65,38473,65.95,8980,15.39,98.88,95.58,83.19,47200,676,118,9371,1133,4234,2815,17.74,20.51,34.59,10.33,7.32
"13131",26056,48.68,51.32,20273,77.81,19605,75.24,17088,65.58,4885,18.75,94.85,89.97,84.41,15828,27,0,3366,85,1137,1132,17.72,19.63,35.61,9.23,6.06
"13133",19586,50.21,49.79,16654,85.03,16124,82.32,14324,73.13,5952,30.39,100.86,90.83,93.56,11744,239,0,1360,127,825,639,15.6,9.85,27.42,23.32,13.11
"13135",966972,49.04,50.96,743477,76.89,711750,73.61,605130,62.58,105476,10.91,96.22,93.76,80.85,348931,124455,873,224818,3722,111841,102163,14.84,12.07,22.79,25.16,13.56
"13137",46948,47.55,52.45,37861,80.64,36661,78.09,31443,66.97,8931,19.02,90.67,88.13,85.44,37247,1058,7,7315,264,4105,2665,15.37,17.67,32.62,14.43,9.82
"13139",208395,49.89,50.11,163982,78.69,158032,75.83,135491,65.02,33285,15.97,99.57,97.22,84.04,140452,4351,15,59586,896,31113,17409,17.55,18.66,27.71,16.69,10.05
"13141",8630,52.91,47.09,7499,86.89,7327,84.9,6452,74.76,2127,24.65,112.35,135.65,87.4,2280,47,0,55,19,87,36,17.38,26.09,39.37,5.71,2.65
"13143",30720,49.3,50.7,24254,78.95,23397,76.16,20172,65.66,4850,15.79,97.25,95.15,85.47,27822,171,0,589,10,994,265,17.94,15.43,39.49,10.61,6.81
"13145",35509,50.85,49.15,28885,81.35,27872,78.49,23888,67.27,6680,18.81,103.47,100.78,92.9,27098,198,0,1657,29,1551,1024,19.78,7.07,25.02,19.25,15.4
"13147",26484,49.74,50.26,21720,82.01,21016,79.35,18641,70.39,5947,22.46,98.98,96.08,84.52,19848,377,0,1050,171,1137,403,18.84,14.96,35.25,13.01,5.07
"13149",11616,49.54,50.46,9341,80.41,8911,76.71,7811,67.24,2026,17.44,98.16,95.95,89.88,9884,88,2,302,4,681,38,20.3,14.09,43.81,7.96,3.41
"13151",245417,47.55,52.45,192175,78.31,183468,74.76,155517,63.37,29993,12.22,90.67,86.46,78.36,90157,7923,102,19620,457,17547,4627,18.03,7.56,30.28,18.39,9.65
"13153",166902,48.61,51.39,129377,77.52,124123,74.37,107992,64.7,22354,13.39,94.59,91.28,79.31,91775,5164,257,12228,577,13772,2624,18.07,6.8,27.17,18.9,13.36
"13155",9385,51.49,48.51,7684,81.88,7276,77.53,6162,65.66,1635,17.42,106.13,97.04,74.31,6382,17,0,658,0,133,478,17.81,16.36,35.94,7.24,9.39
"13157",80640,49.84,50.16,62598,77.63,60270,74.74,52158,64.68,11691,14.5,99.36,96.06,83.65,64323,1679,34,7989,151,5518,2713,16.54,12.43,31.59,18.59,8.72
"13159",15345,48.95,51.05,12209,79.56,11747,76.55,10122,65.96,2691,17.54,95.9,91.03,78.45,11481,35,0,739,2,699,501,17.61,10.97,44.4,11.3,8.55
"13161",14838,51.44,48.56,11479,77.36,10945,73.76,9363,63.1,2308,15.55,105.94,95.4,80.59,10476,19,70,2033,105,1881,231,19.49,21.98,37.77,6.97,4.49
"13163",15468,48.67,51.33,12315,79.62,11956,77.3,10275,66.43,2873,18.57,94.84,93.37,72.97,6666,72,0,521,59,232,348,17.72,18.6,42.71,8.15,3.04
"13165",8674,53.27,46.73,7243,83.5,7062,81.42,6293,72.55,1802,20.77,114.01,116.31,65.32,4975,2,0,365,2,371,30,20.61,18.88,43.94,3.63,4.19
"13167",9192,60.66,39.34,7698,83.75,7536,81.98,6708,72.98,1834,19.95,154.2,143.14,89.46,5738,0,0,194,0,325,56,13.64,24.65,43.45,4.74,4.38
"13169",28526,48.63,51.37,22789,79.89,22008,77.15,19278,67.58,5163,18.1,94.65,90.7,78.28,20170,94,0,571,14,807,288,15.98,8.31,41.71,11.81,6.59
"13171",19098,48.7,51.3,15632,81.85,14964,78.35,12455,65.22,3247,17,94.92,90.24,81.3,12702,130,0,159,15,786,29,21.67,10.3,35.19,11.1,8.41
"13173",10094,49.16,50.84,8073,79.98,7794,77.21,6634,65.72,1465,14.51,96.69,103.71,80.86,6723,104,0,679,9,317,472,17.6,10.51,40.26,11.94,7.12
"13175",49619,47.13,52.87,38758,78.11,37288,75.15,32637,65.78,8992,18.12,89.13,85.09,73.39,28351,467,140,1530,122,843,1103,16.52,13.91,40.16,9.26,8.55
