"GEOID","TotPop","MaleP","FemP","Ovr16","Ovr16P","Ovr18","Ovr18P","Ovr21","Ovr21P","Ovr65","Ovr65P","SRatio","SRatio18","SRatio65","WhiteE","AsianE","PacIsE","HisE","AmIndE","TwoPlsE","OtherE","SomeCollege","EduNoHsP","EduHsP","BachelorsP","GradSclP"
"46111",2370,49.75,50.25,1768,74.6,1712,72.24,1583,66.79,475,20.04,98.99,96.88,95.47,2249,0,0,100,0,97,24,13.63,10.22,39.05,13.38,5.87
"46115",6283,49.63,50.37,5079,80.84,4897,77.94,4366,69.49,1499,23.86,98.52,97.1,85.52,5945,0,0,165,18,242,21,17.33,7.97,34.17,22.28,4.86
"46117",3012,55.41,44.59,2449,81.31,2363,78.45,2055,68.23,675,22.41,124.27,122.63,111.6,2740,0,0,61,76,173,21,14.03,4.59,37.14,16.19,9.17
"46119",1481,55.03,44.97,1249,84.33,1194,80.62,1033,69.75,353,23.84,122.37,137.86,129.22,1370,0,0,0,0,29,8,16.59,3.81,39.26,17.86,3.08
"46121",9293,47.98,52.02,6027,64.86,5643,60.72,4754,51.16,724,7.79,92.24,87.51,82.37,755,296,4,212,7904,277,29,23.81,17.54,29.03,11.85,4.7
"46123",5607,51.1,48.9,4436,79.12,4325,77.14,3877,69.15,1345,23.99,104.49,102.85,89.7,4523,52,0,92,696,262,38,19.08,10.47,36.6,15.66,4.25
"46125",8772,50.51,49.49,6787,77.37,6557,74.75,5874,66.96,1785,20.35,102.07,102.16,92.14,8253,35,11,285,66,308,31,16.18,8.26,32.04,19.88,6.33
"46127",16916,51.1,48.9,13401,79.22,12824,75.81,11409,67.45,3196,18.89,104.5,100.73,89.11,15293,238,12,748,195,873,163,15.7,5.08,28.04,22.8,13.71
"46129",5298,50.77,49.23,4189,79.07,4053,76.5,3807,71.86,1227,23.16,103.14,101.05,89.35,4220,6,0,63,554,494,8,13.78,8,31.19,21.65,9.4
"46135",23379,52.12,47.88,19098,81.69,18361,78.54,16103,68.88,4798,20.52,108.87,106.47,83.69,20731,67,0,1309,549,1425,245,16.24,7.27,33.57,17.52,10.13
"46137",2410,49.46,50.54,1871,77.63,1781,73.9,1565,64.94,266,11.04,97.87,106.34,90,657,0,8,30,1701,41,3,14.6,11.21,43.93,10.88,3.19
"47001",78175,49.02,50.98,63302,80.97,61459,78.62,54118,69.23,15749,20.15,96.14,94.86,83.94,68537,1084,80,3000,251,4547,1035,17.8,8.66,33.21,15.24,11.1
"47003",51291,50.86,49.14,39942,77.87,38204,74.48,33275,64.87,7458,14.54,103.5,97.84,88.48,40832,382,0,7968,617,4303,1496,17.93,15.24,41.2,11.79,5.12
"47005",15948,49.07,50.93,13098,82.13,12634,79.22,10890,68.28,3786,23.74,96.33,94.72,90.35,14754,145,85,430,47,603,25,16.59,12.78,48.32,7.49,4.95
"47007",14905,58.4,41.6,12781,85.75,12514,83.96,11180,75.01,3029,20.32,140.4,142.73,105.22,13197,8,0,495,41,747,97,13.43,20.38,50.54,5.04,3.77
"47009",137747,49,51,113834,82.64,110277,80.06,95997,69.69,28598,20.76,96.08,94.12,83.74,124541,1067,51,6097,108,7228,1179,16.64,9.3,35.41,17.15,9.64
"47011",109743,48.86,51.14,88793,80.91,85684,78.08,73701,67.16,18739,17.08,95.55,93.08,78.59,93195,1194,10,8827,187,6280,3207,19.43,11.6,30.84,15.06,9.58
"47013",39568,49.84,50.16,32387,81.85,31492,79.59,27529,69.57,8214,20.76,99.35,96.06,87.06,38023,164,15,576,58,998,176,17.61,17.12,41.62,7.79,5.45
"47015",14661,50.53,49.47,11841,80.77,11395,77.72,9932,67.74,2551,17.4,102.14,96.59,83.13,13797,0,3,428,31,386,92,14.99,15.78,41.53,11.7,5.23
"47017",28461,49.77,50.23,22912,80.5,22237,78.13,18951,66.59,5654,19.87,99.07,96.61,81.22,24395,79,0,849,38,1273,143,16.91,11.28,41.9,10.99,7.87
"47019",56462,49,51,47574,84.26,46380,82.14,40307,71.39,12593,22.3,96.07,93.13,84.92,53247,142,19,1327,76,1476,351,17.25,11.34,37.87,13.82,6.84
"47021",41500,50.77,49.23,33724,81.26,32529,78.38,28131,67.79,6496,15.65,103.13,97.67,90.05,37534,270,10,1903,83,1827,803,16.01,9.67,36.8,16.61,8.44
"47023",17452,48.4,51.6,14077,80.66,13672,78.34,11331,64.93,3090,17.71,93.8,90.35,81.87,14842,31,0,546,31,591,244,17.47,14.28,39.97,11.79,7.37
"47025",32221,49.33,50.67,26828,83.26,26103,81.01,22646,70.28,6384,19.81,97.36,93.83,84.24,30563,256,0,516,13,1132,20,15,16.88,39.92,9.65,7.65
"47027",7621,47.99,52.01,6268,82.25,6121,80.32,5277,69.24,1907,25.02,92.26,91.49,78.56,7199,73,0,154,17,130,130,13.34,16.19,48.1,6.27,5.72
"47029",36503,48.71,51.29,29930,81.99,29017,79.49,25591,70.11,7981,21.86,94.95,92.41,90.93,34142,183,28,1066,175,1221,201,15.85,16.35,47.39,7.53,4.11
"47031",58940,49.23,50.77,46329,78.6,44615,75.7,38812,65.85,10307,17.49,96.98,94.27,81.43,51589,744,20,3527,12,3136,1032,15.64,12.56,37.89,13,9.94
"47033",13937,48.97,51.03,11029,79.13,10676,76.6,9359,67.15,2666,19.13,95.96,93.5,87.22,10245,66,11,1560,97,1333,692,17.28,14.04,42.17,10.63,5.09
"47035",62529,49,51,53318,85.27,52043,83.23,46659,74.62,19892,31.81,96.09,93.32,91.4,59368,222,275,2106,71,1690,210,19.43,10.35,39.81,10.84,7.66
"47037",709846,48.4,51.6,576990,81.28,561736,79.13,494946,69.73,90153,12.7,93.81,91.21,75.48,404978,24115,350,96481,2385,64740,34417,14.42,9.66,20.1,29.27,18.05
"47039",11499,50.38,49.62,9518,82.77,9153,79.6,8022,69.76,2723,23.68,101.52,96.47,86.76,10530,108,0,406,9,432,67,13.66,15.84,45.32,12.51,2.5
"47041",20551,50.65,49.35,16659,81.06,16055,78.12,13938,67.82,3865,18.81,102.65,99.32,87.53,18246,167,0,1551,89,786,886,15.4,17.32,39.38,12.86,7.11
"47043",55197,49.14,50.86,44051,79.81,42630,77.23,37305,67.59,9182,16.63,96.62,95.46,84.19,49604,51,0,2688,97,2565,689,17.24,10.8,39.02,13.97,7.38
"47045",36681,47.81,52.19,28837,78.62,27927,76.13,24535,66.89,6429,17.53,91.62,88.34,77.89,28532,140,12,1404,25,1921,592,16.72,10.84,40.63,13.33,8.32
"47047",42653,49.81,50.19,35793,83.92,34848,81.7,30576,71.69,9544,22.38,99.23,97.14,88.8,28407,270,0,1542,26,1536,914,19.06,9.11,32.97,18.17,8.73
"47049",18948,49.91,50.09,15666,82.68,15071,79.54,13230,69.82,4366,23.04,99.62,96.84,85.87,18023,42,14,374,15,748,49,15.9,16.76,42.19,9.8,5.47
"47051",43478,49.32,50.68,35970,82.73,34937,80.36,29761,68.45,8912,20.5,97.33,94.46,85.51,38529,336,0,1604,155,1808,635,15.3,9.16,40.49,14.34,8.71
"47053",50610,48.18,51.82,39622,78.29,38264,75.61,33413,66.02,8767,17.32,92.98,90.14,75.97,38495,140,10,1607,287,3421,657,17.52,11.64,41.35,12.18,6.9
"47055",30442,48.47,51.53,24898,81.79,24129,79.26,20532,67.45,6326,20.78,94.06,93.04,79.11,25740,115,0,844,40,1543,386,15.78,12.41,42.43,12.59,6.65
"47057",23929,50.59,49.41,19888,83.11,19197,80.22,16598,69.36,5107,21.34,102.39,99.16,97.95,22978,34,112,840,41,460,35,17.03,16.17,42.57,8.54,6.39
"47059",70919,49.23,50.77,58902,83.06,57314,80.82,49724,70.11,15436,21.77,96.97,94.45,82.11,65389,392,67,2662,144,2981,575,15.3,13.31,42.9,11.14,6.54
"47061",13665,49.89,50.11,11201,81.97,10760,78.74,9447,69.13,2834,20.74,99.58,95.29,82.25,12920,49,0,231,12,623,2,13.33,20.02,44.85,5.95,6.44
"47063",64930,49.63,50.37,51229,78.9,49412,76.1,42671,65.72,11616,17.89,98.53,96.31,81.08,53306,581,459,9561,225,6134,2488,17.4,12.86,38.74,11.8,8.26
"47065",370913,48.5,51.5,301405,81.26,292393,78.83,255316,68.83,67162,18.11,94.18,91.15,78.68,263665,7230,113,28357,734,23106,10910,18.24,8.87,23.35,23.19,13.77
"47067",6790,49.43,50.57,5472,80.59,5337,78.6,4657,68.59,1521,22.4,97.73,94.76,88.48,6574,25,0,74,0,139,22,19.31,21.15,41.7,4.41,4.16
"47069",25477,55.34,44.66,21215,83.27,20495,80.45,17967,70.52,4728,18.56,123.89,130.56,84.26,13772,115,5,530,21,1149,170,17.55,17.37,44.15,7.27,4.03
"47071",26939,48.28,51.72,22289,82.74,21564,80.05,18973,70.43,6237,23.15,93.35,90.7,79.84,24924,13,0,649,63,1027,92,16.07,15.58,43.99,9.3,5.45
"47073",57446,49.32,50.68,47968,83.5,46400,80.77,40035,69.69,12436,21.65,97.3,94.64,85.36,54282,280,0,1058,33,1928,229,14.87,13.6,42.88,11.12,5.67
"47075",17672,47.58,52.42,14230,80.52,13736,77.73,12002,67.92,3577,20.24,90.76,84.64,74.74,7697,17,0,834,7,424,666,14.53,17.25,46.23,8.21,4.9
"47077",27906,49.02,50.98,22476,80.54,21562,77.27,18629,66.76,5118,18.34,96.15,92.86,82.46,24498,35,0,793,31,967,250,13.71,10.75,49.59,9.77,4.58
"47079",32345,48.71,51.29,26516,81.98,25807,79.79,22546,69.7,7601,23.5,94.96,92.35,81.28,28274,212,23,940,187,1105,209,14.51,11.61,45.27,12.01,6.57
"47081",25229,51.93,48.07,20512,81.3,19956,79.1,17357,68.8,4510,17.88,108.04,110.72,87.92,22919,132,0,782,148,1029,90,17.95,15.41,42.39,9.43,4.14
"47083",8293,49.97,50.03,6805,82.06,6524,78.67,5569,67.15,1660,20.02,99.88,95.23,83.63,7715,30,0,245,28,264,15,14.26,12.66,45.96,8.77,4.91
"47085",19074,49.85,50.15,15545,81.5,14943,78.34,13095,68.65,3933,20.62,99.41,94.94,82.59,17290,88,0,525,10,860,456,15.53,12.3,42.2,10.21,6.2
"47087",11882,50.7,49.3,10049,84.57,9711,81.73,8511,71.63,2761,23.24,102.83,103.35,92.27,11091,0,6,302,26,668,36,13.63,17.44,46.05,9.9,3.57
"47089",55835,49.38,50.62,46634,83.52,45072,80.72,38756,69.41,11318,20.27,97.56,95.47,83.32,51211,308,28,2525,24,2713,688,17.68,11.07,36.43,12.82,8.21
"47091",18073,53.74,46.26,15457,85.53,15041,83.22,13192,72.99,4212,23.31,116.18,118.64,87.95,16097,34,0,541,107,999,159,16.19,18.68,38.26,11.15,4.54
"47093",487401,48.96,51.04,396724,81.4,384726,78.93,329770,67.66,78379,16.08,95.93,93.19,78.65,395867,10862,377,29579,795,30277,9513,15.19,7.67,24.62,24.43,15.73
"47095",6691,62.49,37.51,5791,86.55,5684,84.95,5148,76.94,1059,15.83,166.57,174.11,72.48,4425,17,18,295,73,563,102,14.99,28.17,43.06,5.16,4.22
"47097",24933,51.6,48.4,20028,80.33,19452,78.02,16892,67.75,4058,16.28,106.6,108.88,79.64,14891,178,0,652,84,1047,272,14.58,17.22,47.99,6.86,4.06
"47099",44901,49.17,50.83,34790,77.48,33633,74.9,29238,65.12,7941,17.69,96.74,92.74,80.81,41952,106,0,1202,8,2003,237,17.25,14.45,42.22,9.47,6.02
"47101",12784,49.81,50.19,10396,81.32,10057,78.67,8591,67.2,2623,20.52,99.25,98.31,85.37,11927,106,0,372,0,598,53,19.62,14.61,39.84,7.69,3.24
"47103",35617,49.28,50.72,28574,80.23,27695,77.76,24149,67.8,6990,19.63,97.16,94.81,81.51,30956,228,0,1393,28,2004,349,12.93,13.02,43.28,11.46,7.82
"47105",56996,49.39,50.61,47218,82.84,46104,80.89,41070,72.06,15412,27.04,97.59,95.31,89.55,50404,528,0,5708,39,4491,747,18.45,11.08,30.78,17.78,10.77
"47107",54135,49.28,50.72,44196,81.64,42666,78.81,36923,68.21,10877,20.09,97.17,94.08,83.39,48323,433,0,2369,32,3319,329,17.63,13.82,38.97,11.45,6.05
"47109",25933,49.4,50.6,21117,81.43,20338,78.43,17791,68.6,5467,21.08,97.63,93.49,81.27,23579,120,0,520,66,745,60,14.93,12.59,48.46,7.81,3.99
"47111",25793,49.54,50.46,20096,77.91,19341,74.99,16668,64.62,3950,15.31,98.18,95.56,80.04,23300,12,0,1751,17,1841,407,12.44,18.38,49.31,7.87,3.93
"47113",98845,47.87,52.13,79267,80.19,76596,77.49,65632,66.4,17363,17.57,91.82,88.68,77.92,53868,998,87,4920,219,4652,2870,19.39,9.69,34.74,15.86,10.09
"47115",29010,49.68,50.32,23891,82.35,23003,79.29,20018,69,5939,20.47,98.71,96.45,87.35,26483,90,0,672,34,1222,364,17.73,17.7,37.88,10.06,6.42
"47117",35276,49.97,50.03,28056,79.53,27013,76.58,23423,66.4,5772,16.36,99.89,92.6,83.65,30905,234,0,2402,79,1709,902,17.48,9.48,37.1,14.85,6.14
"47119",104855,49.03,50.97,83443,79.58,80580,76.85,71092,67.8,17604,16.79,96.18,92.57,82.41,83962,999,13,8178,286,7355,1141,18.16,7.47,33.97,18.59,7.88
"47121",13076,49.33,50.67,10686,81.72,10406,79.58,8998,68.81,2786,21.31,97.34,102.08,100.14,11865,63,0,131,25,759,60,16.19,17.09,45.27,8.02,3.94
"47123",47054,49.69,50.31,38539,81.9,37334,79.34,32640,69.37,10242,21.77,98.77,97.37,84.47,41881,202,0,2095,145,3222,734,17.73,13.68,40.86,10.58,5.22
"47125",227957,49.87,50.13,172750,75.78,166727,73.14,145811,63.96,22269,9.77,99.5,97.86,80.42,146530,5703,608,25020,757,23455,5283,20.47,5.65,27.27,19.36,12.36
"47127",6611,49.48,50.52,5492,83.07,5327,80.58,4512,68.25,1416,21.42,97.93,96.37,89.56,6096,27,1,109,26,182,84,14.37,10.86,36.77,16.25,8.41
"47129",21193,55.28,44.72,17650,83.28,17154,80.94,14982,70.69,4007,18.91,123.6,131.65,96.23,19625,42,5,378,18,390,139,15.9,16.56,43.18,8.37,5.33
"47131",30570,48.34,51.66,24483,80.09,23842,77.99,20885,68.32,6261,20.48,93.59,92.67,79.45,24503,69,40,1614,34,2023,675,15.15,15,44.26,10.92,7.14
"47133",22807,50.13,49.87,18547,81.32,18018,79,15682,68.76,4600,20.17,100.54,98.47,85.78,21879,63,10,454,19,450,72,16.71,18.18,45,8.86,4.63
"47135",8561,49.85,50.15,6899,80.59,6636,77.51,5659,66.1,1894,22.12,99.42,99.8,88.83,7896,108,0,243,46,438,30,12.63,17.6,47.34,9.66,3.04
"47137",5062,48.93,51.07,4255,84.06,4179,82.56,3726,73.61,1414,27.93,95.82,98.39,97.76,4858,0,0,41,5,177,4,19.16,18.59,40.04,10.62,6.55
"47139",17702,50.71,49.29,14691,82.99,14309,80.83,12385,69.96,3665,20.7,102.87,101.28,93.1,16094,52,0,369,18,1291,103,19.24,14.34,37.97,9.2,5.47
"47141",81366,49.42,50.58,66657,81.92,64326,79.06,54247,66.67,13333,16.39,97.7,98.32,78.15,71391,946,0,6538,406,4432,2175,17.92,11.25,33.14,18.36,10.83
"47143",33299,50.09,49.91,27038,81.2,25935,77.89,22561,67.75,6440,19.34,100.34,99,87.37,29670,335,0,2032,34,2008,714,15.83,15.91,41.37,11.82,5.56
"47145",54403,49.5,50.5,45489,83.61,44182,81.21,38522,70.81,12636,23.23,98.01,96.62,88.32,49989,348,0,1225,165,2339,268,16.23,10.68,37.45,12.78,9.26
"47147",74291,49.71,50.29,58443,78.67,56381,75.89,49220,66.25,10997,14.8,98.86,97.17,85.82,60576,502,11,7150,162,4292,3515,16.61,11.15,39.62,15.46,5.63
"47149",351591,49.32,50.68,274732,78.14,264421,75.21,225728,64.2,38385,10.92,97.33,94.81,80.28,239171,12486,643,40625,545,31977,13968,18.62,7.63,28.1,23.44,10.95
"47151",21969,49.81,50.19,17461,79.48,16817,76.55,14585,66.39,3721,16.94,99.23,96.29,84.21,21221,90,7,29,54,486,25,12.8,19.53,48.29,5.76,4.43
"47153",16409,50.27,49.73,13552,82.59,13132,80.03,11345,69.14,3467,21.13,101.09,98.46,90.29,15304,130,20,719,17,495,366,15.19,18.29,37.45,12.16,6.73
"47155",98802,49.54,50.46,80343,81.32,78144,79.09,68192,69.02,19698,19.94,98.17,94.73,86.99,86681,1179,50,8822,187,5564,4279,18.1,12.2,35.29,14.53,6.9
"47157",922195,47.55,52.45,713995,77.42,687301,74.53,599028,64.96,132606,14.38,90.67,86.56,72.82,322797,26373,974,78252,3604,43984,37399,18.14,10.17,27.44,20.1,14.1
"47159",20196,50.64,49.36,16239,80.41,15676,77.62,13617,67.42,3321,16.44,102.59,99.82,90.1,18344,110,19,599,25,1011,295,17.83,12.66,41.45,12.57,5.37
"47161",13859,50,50,11272,81.33,10864,78.39,9565,69.02,2911,21,99.99,100.14,80.92,12915,83,0,399,17,653,12,14.87,10.09,46.54,11.59,4.64
"47163",159693,48.9,51.1,132918,83.23,129064,80.82,112593,70.51,35212,22.05,95.71,93.87,81.96,148653,1328,0,3905,223,5228,1049,16.97,10.37,32.63,17.72,8.9
"47165",200553,49.02,50.98,159366,79.46,153775,76.68,133795,66.71,32822,16.37,96.17,93.08,80.86,162173,3194,84,13759,404,11554,5891,17.17,8.2,28.99,22.03,10.6
"47167",61339,49.39,50.61,48610,79.25,46707,76.15,40597,66.18,9373,15.28,97.59,95.07,83.28,45796,305,0,1829,156,2841,822,19.47,10.75,36.37,11.74,6.73
"47169",11805,62.15,37.85,10053,85.16,9863,83.55,8635,73.15,1483,12.56,164.21,176.88,84.22,9508,19,0,431,33,674,241,14.66,14.96,52.18,6.41,3.72
"47171",17779,49.16,50.84,14962,84.16,14534,81.75,12677,71.3,4105,23.09,96.69,91.34,87.1,16447,29,0,1143,58,1046,117,19.14,12.02,37.61,12.42,7.6
"47173",20141,49.91,50.09,16322,81.04,15799,78.44,13732,68.18,3704,18.39,99.65,99.64,89.27,19180,4,0,447,0,785,61,14.1,16.67,43.37,8.97,5.57
"47175",6293,50.8,49.2,5207,82.74,4979,79.12,4360,69.28,1509,23.98,103.26,98.06,89.81,5983,13,0,29,13,245,15,17.51,15.78,42.81,8.64,5.35
"47177",41587,50.03,49.97,33169,79.76,31832,76.54,28062,67.48,7488,18.01,100.1,96.73,82.28,35818,249,24,4080,55,2499,1770,13.34,15.21,47.27,10.28,4.84
"47179",134693,49.25,50.75,112774,83.73,109346,81.18,93105,69.12,25019,18.57,97.06,95.35,85.82,118113,2153,34,6356,277,7248,1813,17.34,8.86,29.37,18.97,14.56
"47181",16251,56.7,43.3,13933,85.74,13452,82.78,11878,73.09,3130,19.26,130.94,132.54,88.1,14504,13,25,415,21,886,119,17.7,16.49,46.09,8.41,4.12
"47183",32959,49.08,50.92,27451,83.29,26668,80.91,22099,67.05,5982,18.15,96.37,92.55,81.93,28560,372,15,977,109,1249,208,14.68,12.04,45.4,13.16,8.46
"47185",27764,49.24,50.76,22368,80.56,21727,78.26,19158,69,5744,20.69,96.99,95.53,87.84,25842,100,97,837,102,1109,178,19.12,16.61,39.99,9.53,4.64
"47187",254609,49.38,50.62,197083,77.41,187765,73.75,159522,62.65,36307,14.26,97.56,94.59,86.02,210781,13292,69,14809,428,17025,3338,11.65,4.07,13.21,38.31,23.53
"47189",153587,49.5,50.5,121887,79.36,117540,76.53,101854,66.32,24231,15.78,98.03,95.39,81.98,126077,3164,0,9258,418,8886,3994,15.98,6.45,28.78,24.93,12.29
"48001",57825,61.11,38.89,48035,83.07,46608,80.6,40619,70.24,8698,15.04,157.11,166.84,85.02,34824,330,58,11182,494,9359,1900,21.23,14.01,38.05,10.41,4.13
"48003",18518,49.14,50.86,13492,72.86,12821,69.24,11361,61.35,1790,9.67,96.62,102.1,93.1,11040,88,0,10525,37,4383,2623,15.95,23.13,32.23,15.76,4.19
"48005",86791,49.14,50.86,67200,77.43,64629,74.47,55752,64.24,14346,16.53,96.62,94.14,81.32,58239,824,0,20104,831,13341,2953,21.16,15.12,34.07,11.25,6.76
"48007",24449,50.16,49.84,20719,84.74,20200,82.62,18320,74.93,6844,27.99,100.65,95.82,92.95,19731,267,0,6542,311,2975,892,20.36,8.55,32.03,19.84,7.78
"48009",8734,50.92,49.08,7014,80.31,6722,76.96,5876,67.28,1834,21,103.73,101.37,90.84,7960,18,0,787,84,487,115,18.05,9,36.82,17.71,7.47
"48011",1883,48.33,51.67,1500,79.66,1474,78.28,1350,71.69,489,25.97,93.53,103.21,98.78,1744,23,0,180,18,88,0,20.02,5.97,34.37,12.72,8.69
"48013",50058,49.69,50.31,38487,76.88,36654,73.22,31858,63.64,7518,15.02,98.77,96.42,84.04,27306,278,0,32389,44,13838,7948,18.95,19.12,38.66,11.86,3.41
"48015",30712,50.7,49.3,24312,79.16,23470,76.42,20506,66.77,6404,20.85,102.83,97.98,90.09,21755,234,0,8359,89,1739,4037,20.48,11.54,34.2,17.21,6.21
"48017",7044,48.52,51.48,5370,76.24,5071,71.99,4212,59.8,1226,17.4,94.26,86.96,100.98,5002,50,0,4548,0,1017,915,17.98,28.05,28.64,12.19,4.55
"48019",21589,49.64,50.36,18415,85.3,17993,83.34,15708,72.76,6347,29.4,98.56,98.83,105.54,17081,78,0,4366,174,3232,786,19.62,8.09,30.23,16.05,9.43
"48021",102370,50.71,49.29,78987,77.16,75796,74.04,64996,63.49,15617,15.26,102.89,105.35,92.92,57919,730,30,45026,1329,22944,13537,20.23,18.14,29.8,14.85,8.5
"48023",3464,50.12,49.88,2753,79.47,2658,76.73,2472,71.36,916,26.44,100.46,94.75,96.15,2803,0,47,473,6,360,222,12.96,17.51,30.78,22.37,6
"48025",31000,62.03,37.97,25500,82.26,24642,79.49,21816,70.37,3906,12.6,163.38,183.48,91.28,17754,181,0,19187,251,8541,2390,21.37,18.43,36.92,7.81,3.64
"48027",379811,49.77,50.23,285894,75.27,274805,72.35,237963,62.65,43995,11.58,99.08,97.52,81.79,197699,11201,2557,98037,2334,53664,23777,23.57,8.99,26.1,18.01,9.17
"48029",2037344,49.61,50.39,1586838,77.89,1529319,75.06,1326046,65.09,257782,12.65,98.45,96.71,77.89,1006462,65868,3230,1212855,21311,572960,206461,19.09,13.57,24.46,19.47,12.07
"48031",12008,49.34,50.66,10158,84.59,9862,82.13,8870,73.87,3073,25.59,97.4,98.35,90.75,9686,44,0,2209,60,1438,688,18.18,7.51,25.79,26.58,7.76
"48033",723,42.19,57.81,511,70.68,483,66.8,409,56.57,98,13.55,72.97,100,92.16,616,0,0,110,0,88,8,17.23,5.37,30.87,25.28,10.07
"48035",18546,49.12,50.88,15245,82.2,14674,79.12,12969,69.93,4684,25.26,96.52,95.55,90.41,14726,89,0,3492,22,2560,896,22.04,11.81,30.86,13.78,6.95
"48037",92321,50.25,49.75,72926,78.99,70271,76.12,61404,66.51,15998,17.33,101.01,98.97,77.76,60611,1162,173,7726,389,4813,2208,19.11,9.99,36.01,13.59,8.48
"48039",381650,50.53,49.47,295025,77.3,282908,74.13,244793,64.14,47818,12.53,102.13,100.4,85.76,204171,27891,73,119727,1655,66556,21062,19.8,10.82,24.81,20.1,11.99
"48041",237980,50.48,49.52,195032,81.95,189739,79.73,148297,62.31,23376,9.82,101.93,101.95,83.43,157983,13608,264,64536,1362,28104,10993,16.19,10.99,21.44,23.6,18.93
"48043",9464,48.06,51.94,7923,83.72,7841,82.85,7025,74.23,2392,25.27,92.51,103.69,89.69,7138,114,16,3980,38,1425,706,20.48,10.03,16.95,26.73,18.54
"48045",1223,52.9,47.1,1039,84.96,1005,82.17,893,73.02,342,27.96,112.33,109.93,88.95,1034,0,0,321,2,80,41,18.4,19.54,28.79,14.24,4.78
"48047",6987,50.14,49.86,5812,83.18,5692,81.47,5103,73.04,1274,18.23,100.55,105.62,63.33,3621,0,16,6290,0,2612,684,16.77,32.64,31.58,12.21,2.23
"48049",38294,50.05,49.95,31326,81.8,30322,79.18,26298,68.67,7871,20.55,100.19,97.63,83.69,29910,213,10,8503,62,5523,1300,21.45,12.26,35.53,14.28,5.66
"48051",18327,47.75,52.25,14795,80.73,14294,77.99,12414,67.74,4110,22.43,91.4,97.91,91.79,13194,164,0,4003,117,2047,686,18.39,14.88,34.25,16.19,6.92
"48053",51064,49.28,50.72,41983,82.22,40600,79.51,36100,70.7,11927,23.36,97.14,94.7,90.86,41635,346,59,11782,395,5417,2576,19.68,10.8,30.27,19.45,9.25
"48055",47184,50.62,49.38,37693,79.89,36142,76.6,31077,65.86,7171,15.2,102.52,101.74,83.82,27276,321,0,26565,253,12903,4406,18.81,19.68,38.44,11.97,4.46
"48057",19921,51.72,48.28,15961,80.12,15266,76.63,13709,68.82,3707,18.61,107.14,108.28,100.6,13102,1054,0,9816,37,3860,1373,17.98,17.53,31.53,10.69,6.2
"48059",14017,49.43,50.57,11405,81.37,11012,78.56,9657,68.89,2911,20.77,97.73,94.17,89.64,11997,77,28,1487,7,1402,261,19.9,6.93,36.56,17.45,6.43
"48061",423192,49.3,50.7,315037,74.44,299901,70.87,255242,60.31,59431,14.04,97.23,94.83,79.92,211525,3151,218,378059,1912,167903,35909,17.81,28.36,26.06,13.92,6.64
"48063",12652,48.55,51.45,9691,76.6,9311,73.59,8049,63.62,2282,18.04,94.38,91.41,88.91,7635,143,0,3377,0,1900,1131,20.46,15.88,35.34,14.45,5.24
"48065",5802,49.83,50.17,4675,80.58,4499,77.54,3909,67.37,1273,21.94,99.31,96.77,96.45,5277,8,49,608,126,197,110,20.86,6.44,32.08,16.88,8.99
"48067",28582,49.08,50.92,22930,80.23,22121,77.39,19351,67.7,6342,22.19,96.37,91.82,85.71,21919,215,0,1467,167,1295,197,17.94,12.72,41.31,12.05,5.55
"48069",7328,50.67,49.33,5374,73.34,5207,71.06,4449,60.71,1233,16.83,102.71,104.21,99.51,3957,91,0,4783,49,2542,603,14.8,23.68,31.12,17.84,3.16
"48071",49178,51.08,48.92,36846,74.92,35663,72.52,31021,63.08,6221,12.65,104.4,101.34,88.52,35645,742,0,12418,60,5060,4091,26.12,10.5,26.56,17.34,5.63
"48073",51143,50.88,49.12,39536,77.3,38143,74.58,33514,65.53,9195,17.98,103.59,102.57,86.7,34347,313,0,12143,720,6728,2360,20.02,19.31,33.27,11.96,6.5
"48075",6772,61.41,38.59,5655,83.51,5512,81.39,5151,76.06,1121,16.55,159.17,177.89,92.61,4137,8,0,2305,8,1253,915,26.75,16.06,37.6,8.23,3.24
"48077",10402,50.39,49.61,8582,82.5,8362,80.39,7404,71.18,2361,22.7,101.59,98.05,93.84,9461,91,7,705,61,623,41,20.13,7.22,36.3,16.62,7.23
"48079",2520,52.26,47.74,1949,77.34,1838,72.94,1599,63.45,423,16.79,109.48,105.3,122.63,1204,4,0,1501,8,912,209,17.87,28.29,34.71,7.45,3.27
"48081",3315,50.23,49.77,2688,81.09,2599,78.4,2361,71.22,913,27.54,100.91,93.14,80.08,2823,4,0,691,10,304,116,17.63,12.2,34.92,14.2,6.9
"48083",7765,50.83,49.17,6309,81.25,6168,79.43,5320,68.51,2038,26.25,103.38,102.07,95.59,6159,68,3,1252,58,756,419,25.11,11.41,33.43,14.02,3.91
"48085",1116601,49.72,50.28,870371,77.95,836553,74.92,712908,63.85,127014,11.38,98.87,96.58,80.91,636304,196936,909,178350,4839,118512,39579,14.68,5.53,14.41,33.79,21.13
"48087",2733,47.57,52.43,2013,73.66,1944,71.13,1719,62.9,587,21.48,90.72,69.32,88.75,1570,0,23,891,45,625,254,17.44,24.59,20.52,18.66,7.38
"48089",20736,50.36,49.64,16280,78.51,15892,76.64,13416,64.7,4732,22.82,101.44,103.58,87.18,13702,100,0,6218,130,1605,2496,16.45,11.57,37.75,16.13,7.87
