GEOID,SomeCollege,EduNoHsP,EduHsP,BachelorsP,GradSclP,Ovr16P,Ovr18P,Ovr21P,Ovr65P,SRatio,SRatio18,SRatio65,FemaleP,MaleP,WhiteP,WhiteE,BlackP,BlackE,AmIndP,AmIndE,AsianP,AsianE,PacIsP,PacIsE,OtherP,OtherE,TwoPlsP,TwoPlsE,HispP,HispE
05029,17.57,17.29,44.04,9.22,4.62,78.94,75.81,72.15,16.89,108.17,95.14,82.71,12.82,13.87,84.22,17917,11.21,2385,0.71,152,0.39,83,0.02,4,1.46,311,1.98,421,2.1,446
05031,18.26,16.75,34.96,14.66,8.4,77.57,74.97,68.93,12.17,106.45,91.52,71.11,14.01,14.92,81.21,78323,13.11,12640,0.35,342,1.11,1075,0.03,29,2.43,2339,1.76,1695,2.63,2532
05033,18.32,22.61,34.84,8.62,4.37,76.59,73.61,69.77,13.29,104.46,95.41,80.91,14.19,14.82,89.1,55194,1.17,725,2.25,1392,1.44,893,0.04,23,3.14,1948,2.86,1773,3.53,2186
05035,19.33,23.73,33.79,10.75,3.44,74.38,70.91,66.88,10.76,103.75,85.43,68.47,15.66,16.25,46.06,23446,51.18,26051,0.27,135,0.59,301,0.02,8,0.79,404,1.09,557,1.22,623
05037,13.1,23.94,42.62,9.81,2.83,78.14,74.85,71.45,15.44,104.14,89.52,73.3,13.51,14.07,75.52,13495,22.23,3972,0.26,47,0.46,83,0.02,3,0.46,83,1.05,187,0.9,161
05039,14.13,19.71,46.02,8.63,3.81,79.39,76.43,73.08,18.16,109.82,92.34,72.6,12.3,13.5,55.15,4476,41.89,3400,0.39,32,0.14,11,0.01,1,1.16,94,1.26,102,1.5,122
05041,14.98,27.48,38.22,9.92,3.71,76.93,74.04,70.14,15.14,98.83,85.82,74.34,14.41,14.24,47.89,6230,47.79,6216,0.27,35,0.33,43,0.02,2,2.8,364,0.91,118,2.74,356
05043,16.12,19.37,37.08,13.68,5.7,79.29,76.44,69.79,14.78,104.84,91.32,78.64,13.63,14.29,68.83,12739,27.79,5144,0.23,43,0.51,95,0.03,5,1.46,270,1.15,213,1.54,285
05045,18.9,12.61,32.0,17.8,8.58,78.15,75.5,68.97,9.99,103.31,94.0,76.21,13.86,14.31,84.27,95420,10.22,11568,0.58,658,1.13,1277,0.04,48,1.76,1997,2.0,2269,2.49,2821
05047,18.57,17.4,42.51,8.52,3.1,78.65,75.55,71.36,16.59,105.86,96.19,78.25,13.27,14.05,95.01,17221,0.72,130,1.04,189,0.89,162,0.13,24,0.51,92,1.69,307,1.3,236
05049,17.73,20.61,42.48,5.54,4.16,81.63,78.78,75.81,22.39,107.1,93.29,89.76,11.27,12.07,96.83,11857,0.33,40,0.65,79,0.23,28,0.01,1,0.29,35,1.67,205,0.48,59
05051,20.64,14.97,32.13,13.44,6.78,81.69,79.08,75.53,20.93,106.57,91.53,81.46,11.32,12.06,86.4,82964,7.93,7615,0.61,587,0.72,695,0.05,45,1.98,1904,2.31,2214,3.0,2879
05053,15.36,15.2,45.8,9.37,5.32,78.69,75.83,72.32,14.51,107.27,96.15,80.94,12.79,13.72,94.89,16940,2.18,390,0.43,77,0.27,48,0.01,2,1.16,207,1.06,189,1.28,229
05055,17.34,19.08,43.94,8.18,3.8,77.6,74.84,70.9,14.34,105.68,93.41,74.9,13.56,14.33,96.41,40578,0.55,233,0.5,209,0.26,108,0.02,7,0.93,390,1.34,565,1.18,495
05057,18.91,19.27,37.86,11.0,3.71,76.64,74.0,70.11,15.02,104.19,89.87,75.87,14.05,14.64,59.41,13431,29.4,6646,0.39,88,0.36,82,0.08,19,8.45,1911,1.91,432,6.71,1517
05059,18.52,18.72,38.82,8.82,3.7,79.73,76.65,72.83,15.69,111.33,102.51,81.9,12.28,13.67,85.59,28179,10.84,3568,0.47,154,0.29,95,0.05,16,1.03,338,1.74,573,1.65,543
05061,15.79,21.9,43.15,8.7,3.71,76.68,73.73,70.13,15.26,105.96,88.36,74.61,13.99,14.82,71.75,9894,20.64,2846,0.7,96,0.63,87,0.07,10,4.94,681,1.27,175,5.44,750
05063,18.96,17.56,38.74,9.77,4.97,78.53,76.01,72.0,15.64,102.85,94.27,74.27,13.21,13.58,91.93,33688,1.97,722,0.49,179,0.76,278,0.11,40,3.21,1178,1.53,562,3.48,1276
05065,19.3,18.4,39.78,7.9,4.36,83.16,80.83,77.88,23.58,112.15,105.09,91.4,10.04,11.26,95.78,13118,1.28,175,0.77,105,0.3,41,0.01,2,0.56,77,1.3,178,0.98,134
05067,15.84,27.74,44.05,4.81,2.17,81.6,79.25,75.87,15.87,106.99,96.11,77.28,11.13,11.91,79.81,14363,16.67,3000,0.51,91,0.29,53,0.09,16,1.14,205,1.49,269,1.53,276
05069,18.33,18.42,37.75,11.69,4.8,79.06,76.2,70.87,13.24,104.82,93.75,71.66,13.35,14.0,41.98,32507,55.06,42639,0.28,213,0.78,601,0.01,9,0.68,529,1.21,937,1.02,791
05071,17.12,23.6,40.47,10.38,4.44,78.03,75.22,70.21,14.68,102.13,97.34,81.73,13.95,14.24,87.24,22280,1.43,364,0.88,226,0.69,175,0.07,18,7.76,1983,1.93,494,7.28,1859
05073,13.78,22.07,43.26,8.98,4.32,80.0,76.77,72.86,19.4,105.89,90.12,82.41,12.66,13.41,60.72,4642,37.21,2845,0.22,17,0.34,26,0.0,0,0.71,54,0.8,61,1.09,83
05075,15.99,25.24,42.26,6.14,3.09,79.63,77.08,72.09,18.15,104.13,91.4,78.23,12.81,13.33,97.34,16952,0.79,137,0.36,63,0.13,22,0.02,4,0.18,32,1.18,205,0.49,86
05077,15.93,30.68,39.63,5.94,2.59,82.17,79.28,75.42,15.42,98.54,133.98,80.76,11.8,11.63,42.03,4381,55.27,5761,0.47,49,0.39,41,0.02,2,0.66,69,1.16,121,1.25,130
05079,14.27,26.79,44.6,6.43,2.15,83.07,80.59,76.43,12.44,104.49,167.65,78.12,10.72,11.2,66.56,9407,29.88,4223,0.27,38,0.19,27,0.01,1,2.11,298,0.99,140,2.15,304
05081,16.44,18.75,39.73,8.67,3.21,79.01,76.18,72.7,17.11,110.17,90.4,78.67,12.47,13.73,75.53,9948,19.13,2519,1.46,192,0.3,39,0.02,2,1.57,207,2.0,264,1.72,227
05083,15.34,23.25,42.07,8.54,3.19,78.83,75.44,71.65,17.19,114.51,96.46,81.74,12.7,14.54,93.25,20844,1.33,297,1.06,237,1.61,361,0.02,4,0.9,201,1.83,409,1.21,270
05085,20.55,14.21,35.96,11.71,4.91,75.45,72.45,68.92,11.15,105.59,93.84,75.89,14.55,15.36,89.76,61353,5.96,4075,0.53,363,0.78,532,0.05,32,1.12,766,1.81,1235,1.88,1283
05087,15.28,24.17,40.69,9.34,4.07,78.81,75.82,72.23,15.6,102.31,100.44,84.22,13.25,13.55,93.6,14711,0.18,28,1.21,190,0.52,81,0.07,11,2.71,426,1.72,270,2.81,442
05089,20.7,14.9,38.15,9.97,4.85,84.54,82.09,79.05,23.8,105.98,98.29,96.72,9.74,10.32,96.96,16146,0.18,30,0.69,115,0.22,37,0.05,8,0.31,51,1.6,266,1.0,166
05091,18.58,17.0,41.44,9.23,3.47,78.37,75.73,71.78,13.76,108.44,93.62,75.12,12.92,14.01,71.63,31134,24.54,10667,0.67,293,0.46,198,0.04,17,0.95,415,1.7,738,1.57,683
05093,19.82,24.42,37.66,8.09,2.93,74.98,71.81,67.78,12.23,102.24,90.97,70.41,15.26,15.6,61.65,28653,34.03,15817,0.29,136,0.5,233,0.01,3,2.03,943,1.5,695,2.09,973
05095,13.21,31.36,34.01,8.68,3.67,80.91,77.42,73.63,18.91,101.16,89.29,71.22,12.66,12.81,56.25,4584,40.86,3330,0.36,29,0.44,36,0.0,0,0.91,74,1.18,96,1.04,85
05097,17.33,17.79,40.87,6.75,3.34,81.63,78.94,75.75,22.41,106.14,98.44,86.82,11.33,12.03,94.42,8958,0.23,22,0.83,79,0.53,50,0.02,2,1.97,187,1.99,189,2.08,197
05099,20.1,21.69,37.94,6.38,4.34,79.22,76.31,72.58,17.65,110.47,92.16,77.23,12.53,13.84,65.94,5933,30.72,2764,0.34,31,0.26,23,0.01,1,1.37,123,1.36,122,1.41,127
05101,17.49,22.03,40.38,9.47,2.71,81.62,79.16,75.98,20.42,113.07,98.14,86.72,10.84,12.26,96.05,8001,0.11,9,1.08,90,0.3,25,0.01,1,0.26,22,2.18,182,1.02,85
05103,17.26,18.18,40.85,9.88,3.3,79.41,76.47,72.88,17.04,103.15,87.03,70.93,12.78,13.18,56.98,14883,40.08,10468,0.33,86,0.36,95,0.02,6,0.62,162,1.61,420,0.99,259
05105,16.31,18.39,46.71,6.53,3.95,80.14,77.0,73.16,16.73,101.74,97.96,87.25,12.69,12.91,95.16,9939,1.88,196,0.67,70,0.16,17,0.02,2,0.49,51,1.63,170,1.3,136
05107,16.7,29.06,28.75,8.37,3.74,75.41,71.9,67.5,14.96,100.98,81.8,69.21,15.55,15.7,35.01,7618,63.06,13719,0.23,51,0.31,67,0.0,1,0.44,95,0.95,206,0.76,165
05109,16.83,22.81,38.96,7.03,5.32,78.59,75.32,72.03,17.38,109.03,95.22,80.33,12.94,14.11,90.01,10163,2.92,330,0.62,70,0.5,57,0.01,1,4.3,485,1.64,185,3.81,430
05111,16.12,27.19,43.77,6.28,2.54,78.53,75.76,71.65,15.86,103.52,91.88,73.95,13.29,13.76,89.85,22089,7.22,1775,0.24,59,0.18,45,0.02,4,1.14,281,1.34,330,1.24,306
05113,19.81,19.61,37.77,6.33,3.67,78.97,76.18,72.72,19.48,105.58,93.93,83.87,12.76,13.47,92.65,19144,0.31,65,1.76,364,0.45,94,0.02,5,2.48,512,2.31,478,3.19,659
05115,18.53,18.07,35.18,13.7,6.38,79.61,76.94,69.65,13.14,102.67,96.78,77.57,13.78,14.14,89.51,55273,2.89,1784,0.76,471,0.98,605,0.04,25,3.61,2230,2.21,1366,4.09,2526
05117,12.14,21.98,49.66,8.13,3.4,81.19,78.45,75.05,19.7,111.98,94.12,82.27,11.3,12.66,86.39,7529,12.21,1064,0.3,26,0.07,6,0.0,0,0.11,10,0.92,80,0.61,53
05119,18.78,11.8,27.76,19.23,11.46,78.51,75.91,72.27,11.99,103.23,89.55,69.22,13.02,13.44,57.49,220051,34.97,133858,0.41,1555,1.96,7505,0.07,272,3.04,11646,2.05,7861,3.77,14447
05121,18.43,22.23,39.54,8.08,3.05,79.83,76.79,73.0,18.7,109.83,92.63,73.52,12.28,13.49,96.49,17339,0.71,128,0.5,90,0.18,32,0.03,5,0.68,123,1.4,252,0.9,162
05123,16.72,26.72,37.17,6.39,4.15,79.14,76.37,72.65,12.2,103.8,125.39,78.42,12.84,13.33,44.24,12502,51.9,14667,0.52,148,0.48,136,0.03,9,1.37,386,1.45,410,3.59,1014
05125,18.56,12.44,35.65,15.61,7.0,78.22,75.6,72.38,14.82,105.06,95.32,85.13,13.0,13.66,90.53,96978,4.66,4994,0.51,542,0.87,931,0.02,17,1.98,2125,1.43,1531,2.29,2450
05127,13.36,26.28,43.29,6.1,2.9,77.38,74.33,70.24,17.05,110.7,98.53,85.02,13.48,14.92,87.96,9880,0.47,53,1.85,208,3.42,384,0.03,3,3.77,423,2.51,282,3.76,422
05129,16.03,27.33,39.43,5.42,3.76,81.88,79.56,76.75,21.29,110.65,97.04,83.11,10.65,11.79,96.0,7867,0.15,12,1.17,96,0.13,11,0.02,2,0.32,26,2.21,181,0.78,64
05131,20.48,18.97,32.13,11.96,5.94,77.48,74.65,70.39,13.14,104.05,93.41,72.75,13.83,14.39,76.62,96344,6.38,8019,1.88,2366,4.06,5102,0.09,109,7.38,9285,3.59,4519,7.02,8832
05133,17.13,31.18,34.15,6.61,2.65,73.55,70.45,66.07,12.59,101.19,97.57,78.32,16.24,16.43,70.05,11949,4.3,734,2.33,398,0.37,63,0.02,4,19.86,3387,3.07,523,16.68,2845
05135,17.3,19.57,42.01,7.44,5.07,81.27,78.47,75.29,23.95,112.26,93.78,90.07,11.2,12.57,96.05,16582,0.54,93,0.98,170,0.29,50,0.01,2,0.42,72,1.71,295,1.05,182
05137,14.45,24.2,39.42,6.54,3.84,81.64,79.39,76.55,22.8,105.78,96.19,87.03,11.02,11.66,96.78,11995,0.09,11,0.68,84,0.36,45,0.03,4,0.44,55,1.61,200,0.71,88
05139,16.41,18.72,36.57,11.29,4.8,78.79,75.84,72.43,15.56,108.37,90.9,71.96,12.71,13.78,63.1,26276,32.95,13721,0.34,143,0.5,207,0.03,14,1.82,756,1.25,522,2.14,893
05141,17.99,18.99,36.95,9.32,3.86,82.16,79.55,76.45,22.68,106.61,97.81,88.42,10.93,11.66,95.97,16598,0.39,68,0.69,119,0.32,56,0.01,2,0.65,113,1.96,339,1.78,308
05143,17.76,18.3,28.68,17.53,9.84,77.24,74.65,67.99,9.67,102.97,98.15,74.35,14.56,14.99,79.9,162253,2.96,6006,1.18,2393,2.17,4416,2.03,4128,8.95,18170,2.81,5699,9.01,18295
05145,17.66,18.22,38.21,10.69,6.62,78.78,76.08,69.92,14.07,102.88,93.76,75.11,13.76,14.15,91.37,70425,3.99,3074,0.58,449,0.54,419,0.05,36,1.63,1259,1.83,1414,2.21,1707
05147,13.41,26.89,44.92,7.34,1.69,79.93,76.97,73.75,17.81,98.37,88.47,66.84,12.71,12.51,69.9,5075,27.47,1994,0.25,18,0.21,15,0.07,5,0.67,49,1.43,104,0.72,52
05149,13.71,29.82,41.19,7.71,2.59,76.57,73.72,70.03,15.4,105.84,97.77,78.34,14.05,14.87,86.66,19226,1.38,307,0.67,149,1.29,287,0.05,11,8.19,1817,1.75,388,10.94,2427
06001,15.71,14.14,20.29,24.04,16.25,80.0,77.45,73.13,11.11,104.72,93.8,74.57,12.41,12.99,42.98,649122,12.61,190451,0.65,9799,26.13,394560,0.85,12802,10.76,162540,6.03,90997,15.31,231173
06003,23.33,7.87,26.4,16.4,13.33,80.09,78.21,76.0,14.13,90.97,113.72,118.42,12.26,11.15,74.98,881,0.0,0,20.43,240,0.6,7,0.0,0,1.62,19,2.38,28,4.0,47
06005,22.06,12.56,30.49,13.16,5.83,85.95,83.22,79.95,20.65,109.44,123.32,93.01,9.09,9.95,87.03,33149,2.53,962,1.78,678,1.1,419,0.2,77,3.81,1450,3.56,1356,9.29,3538
06007,23.18,14.31,23.68,16.06,8.09,81.56,79.01,72.37,15.37,103.94,96.53,77.37,12.39,12.88,81.86,180096,1.55,3415,2.0,4395,4.12,9057,0.21,452,5.52,12141,4.75,10444,9.25,20351
06009,22.93,9.26,30.15,13.06,6.55,83.18,80.38,77.44,20.99,109.31,98.54,95.88,10.37,11.34,88.91,40522,0.84,383,1.51,689,1.25,571,0.17,79,3.37,1534,3.95,1800,6.85,3121
06011,21.64,29.47,27.44,8.85,2.9,73.56,70.07,65.97,11.65,113.82,102.8,88.3,15.37,17.49,64.68,13854,0.91,195,1.96,419,1.31,281,0.32,68,27.26,5838,3.57,764,34.11,7307
06013,18.17,11.58,19.7,24.53,13.68,78.16,75.17,71.4,12.43,104.95,92.28,75.94,13.37,14.03,58.58,614512,9.26,97161,0.58,6122,14.44,151469,0.46,4845,10.74,112691,5.93,62225,15.99,167704
06015,21.11,18.74,31.79,9.93,4.35,81.26,78.55,74.74,13.54,106.38,131.6,82.86,11.61,12.36,73.74,21098,3.47,993,7.84,2244,3.37,965,0.11,32,6.92,1980,4.54,1298,13.07,3738
06017,20.73,7.27,23.35,20.95,10.1,80.19,77.26,73.71,14.65,105.89,98.74,89.89,12.25,12.97,86.6,156793,0.78,1409,1.14,2070,3.48,6297,0.16,294,4.02,7278,3.82,6917,7.66,13875
06019,21.16,26.94,23.25,13.42,6.27,73.66,70.17,64.93,10.04,104.74,97.89,77.41,16.31,17.09,55.37,515145,5.32,49523,1.68,15649,9.6,89357,0.15,1405,23.33,217085,4.54,42286,31.79,295803
06021,24.18,26.09,24.17,11.84,4.32,75.15,72.03,67.93,13.29,105.4,100.86,85.74,15.02,15.83,71.08,19990,0.82,231,2.2,619,2.57,722,0.09,24,19.64,5522,3.61,1014,23.26,6542
06023,23.21,9.64,25.98,17.7,8.63,82.3,79.9,74.48,13.17,103.67,99.81,79.91,11.61,12.04,81.65,109920,1.12,1505,5.74,7726,2.19,2944,0.26,352,3.72,5003,5.33,7173,6.47,8705
06025,21.87,37.7,22.97,8.19,3.98,74.29,70.72,65.76,10.4,105.34,105.97,83.04,15.89,16.74,58.76,102553,3.31,5773,1.75,3059,1.63,2843,0.09,165,30.03,52413,4.42,7722,54.38,94909
06027,23.01,11.36,30.54,13.44,7.47,81.56,78.97,75.84,19.06,107.77,100.33,87.33,11.1,11.96,74.09,13741,0.59,109,11.44,2121,1.31,243,0.09,16,9.04,1676,3.45,640,11.84,2195
06029,20.81,28.87,26.83,9.83,4.85,73.25,69.74,64.74,8.98,105.03,107.6,82.14,16.41,17.24,59.52,499766,5.83,48921,1.51,12676,4.15,34846,0.15,1252,24.33,204314,4.51,37856,30.56,256570
06031,22.21,30.12,28.09,8.54,3.26,75.16,72.19,67.55,7.86,105.07,141.39,85.13,15.02,15.78,54.27,83027,7.2,11014,1.67,2562,3.67,5620,0.18,271,28.11,42996,4.9,7492,33.28,50909
06033,22.52,13.72,32.93,11.71,4.74,81.51,78.86,75.26,17.69,108.33,99.19,90.32,11.35,12.29,80.47,52033,1.91,1232,3.17,2049,1.12,724,0.17,108,8.44,5455,4.74,3064,10.68,6904
06035,24.85,20.18,26.68,8.49,3.91,84.29,81.97,77.99,9.96,115.75,201.77,98.06,9.54,11.04,73.17,25532,8.12,2834,3.54,1234,1.02,356,0.47,165,10.21,3562,3.47,1212,14.45,5041
06037,18.2,24.11,21.25,19.03,9.95,78.57,75.53,70.82,10.85,104.54,94.92,74.04,13.5,14.12,50.28,4936599,8.73,856874,0.74,72828,13.72,1346865,0.27,26094,21.8,2140632,4.47,438713,32.58,3199390
06039,19.6,32.08,25.47,9.28,4.25,74.87,71.6,66.89,11.44,106.05,88.68,87.75,15.35,16.28,62.61,94456,3.73,5629,2.74,4136,1.86,2802,0.11,162,24.78,37380,4.18,6300,33.74,50909
06041,14.63,8.2,12.81,31.48,22.66,81.58,79.31,76.88,16.72,105.25,94.83,79.27,10.9,11.47,80.01,201963,2.77,6987,0.6,1523,5.45,13761,0.2,509,6.72,16973,4.24,10693,10.96,27662
06043,22.62,10.0,32.68,13.95,6.45,84.65,82.24,79.37,20.94,101.62,103.84,97.47,9.81,9.97,88.23,16103,0.76,138,2.89,527,1.12,204,0.14,26,2.78,508,4.08,745,6.25,1141
06045,19.6,16.8,25.17,13.94,8.72,80.44,77.85,74.3,15.36,106.96,98.6,83.35,11.89,12.71,76.52,67218,0.71,622,4.87,4277,1.65,1450,0.14,119,11.59,10185,4.52,3970,13.65,11990
06047,21.62,32.96,25.7,8.41,4.08,72.25,68.45,62.63,9.37,106.11,99.34,79.38,17.25,18.31,58.01,148381,3.88,9926,1.36,3473,7.36,18836,0.23,583,24.5,62665,4.66,11929,33.78,86404
06049,23.81,15.71,28.95,12.28,3.33,80.78,78.07,75.18,19.67,103.43,100.11,98.64,11.75,12.15,83.46,8084,0.85,82,3.82,370,0.81,78,0.22,21,7.02,680,3.83,371,8.29,803
06051,17.81,12.57,24.45,18.6,11.3,81.44,79.02,75.52,9.7,101.89,117.0,111.52,11.55,11.77,82.36,11697,0.33,47,2.13,302,1.35,192,0.08,11,10.84,1539,2.92,414,16.75,2379
06053,18.87,29.32,20.55,14.21,9.17,76.33,73.25,68.32,10.7,106.38,105.86,77.76,14.57,15.5,55.59,230717,3.08,12785,1.32,5464,6.09,25258,0.5,2071,28.29,117405,5.15,21357,35.98,149355
06055,19.21,17.79,20.54,19.78,10.17,79.75,76.93,72.91,15.09,105.51,98.14,81.22,12.56,13.25,71.46,97525,1.95,2668,0.78,1058,6.76,9223,0.27,372,14.7,20058,4.09,5580,21.03,28703
06057,22.14,5.92,22.77,21.19,10.68,83.36,80.65,77.61,19.41,106.18,95.95,85.74,10.41,11.06,91.36,90233,0.39,389,1.06,1044,1.2,1187,0.11,110,2.71,2678,3.16,3123,5.61,5539
06059,18.21,16.66,18.55,23.54,12.41,78.56,75.53,71.0,11.62,105.18,95.64,76.44,13.41,14.11,60.82,1830758,1.69,50744,0.6,18132,17.87,537804,0.31,9354,14.47,435641,4.25,127799,22.23,669206
06061,21.16,7.01,20.88,23.17,10.91,78.57,75.58,72.01,15.37,104.44,92.86,79.14,13.16,13.74,83.51,290977,1.36,4751,0.86,3011,5.86,20435,0.22,778,3.84,13375,4.34,15105,8.18,28518
06063,24.94,7.76,30.18,12.57,7.25,84.43,82.0,77.94,20.76,105.42,99.03,96.69,10.14,10.69,88.95,17797,0.96,192,2.69,539,0.67,134,0.09,18,3.01,603,3.62,724,5.3,1060
06065,21.98,20.81,26.19,13.34,7.15,75.13,71.68,66.74,11.81,104.44,97.1,81.7,15.51,16.2,60.98,1335147,6.42,140543,1.08,23710,5.96,130468,0.31,6874,20.47,448235,4.78,104664,28.58,625843
06067,21.41,14.91,22.44,18.99,8.85,77.44,74.41,70.06,11.18,104.81,93.11,73.25,13.93,14.6,57.45,815151,10.37,147058,1.01,14308,14.32,203211,0.98,13858,9.28,131691,6.59,93511,13.75,195122
06069,21.78,26.23,23.52,13.15,5.1,74.55,70.93,66.65,9.7,105.77,98.38,84.45,15.53,16.43,63.65,35181,0.87,483,1.62,895,2.61,1443,0.17,94,26.18,14471,4.89,2702,36.44,20139
06071,21.22,22.46,26.82,12.07,6.3,74.4,70.78,65.67,8.91,105.43,96.35,78.26,15.9,16.76,56.66,1153161,8.94,181862,1.11,22689,6.32,128603,0.34,6870,21.6,439661,5.03,102364,31.27,636418
06073,19.99,14.74,19.77,21.35,12.72,79.38,76.6,71.7,11.35,106.4,99.45,76.77,12.85,13.68,64.01,1981442,5.11,158213,0.85,26340,10.86,336091,0.5,15337,13.55,419465,5.12,158425,21.37,661362
06075,13.58,14.29,14.4,31.48,19.75,88.11,86.65,83.37,13.64,101.62,102.82,76.87,7.67,7.8,48.48,390387,6.07,48870,0.5,4024,33.27,267915,0.42,3359,6.58,53021,4.68,37659,12.1,97473
06077,21.13,23.32,27.21,12.23,5.27,74.19,70.71,65.84,10.39,105.84,96.63,75.86,15.85,16.78,50.97,349287,7.55,51744,1.05,7196,14.37,98472,0.55,3758,19.12,131054,6.39,43795,24.08,165039
06079,20.57,11.84,22.03,19.18,11.38,83.52,81.14,74.07,15.21,106.39,104.89,81.12,11.33,12.05,82.61,222756,2.06,5550,0.94,2536,3.15,8507,0.14,389,7.34,19786,3.75,10113,14.09,37987
06081,15.89,11.45,17.85,27.0,17.04,80.22,77.76,74.65,13.4,105.09,94.56,73.92,11.86,12.47,53.38,383535,2.84,20436,0.46,3306,24.79,178118,1.44,10317,11.77,84529,5.32,38210,17.73,127410
06083,19.68,19.87,18.45,18.62,12.38,79.75,76.87,69.53,12.83,103.89,99.55,77.06,13.69,14.22,69.62,295124,2.01,8513,1.29,5485,4.88,20665,0.19,806,17.42,73860,4.59,19442,28.5,120789
06085,14.9,13.68,16.47,25.67,19.59,78.51,75.89,72.13,11.05,105.61,99.36,77.52,12.95,13.68,46.96,836616,2.61,46428,0.73,12960,32.02,570524,0.4,7060,12.39,220806,4.9,87248,18.07,322026
06087,18.58,15.85,16.84,23.34,13.95,81.43,78.88,71.95,11.11,104.11,98.13,76.85,12.57,13.08,72.49,190208,1.05,2766,0.86,2253,4.24,11112,0.13,349,16.53,43376,4.69,12318,21.54,56508
06089,24.36,11.94,26.81,13.6,6.44,80.47,77.63,73.45,16.91,106.79,93.88,82.21,12.18,13.01,86.74,153726,0.87,1548,2.79,4950,2.48,4391,0.15,271,2.54,4501,4.42,7836,5.16,9152
06091,18.02,11.72,31.17,15.95,7.03,85.37,82.96,80.74,20.86,113.43,102.41,101.19,8.73,9.91,93.27,3022,0.19,6,1.36,44,0.37,12,0.06,2,2.31,75,2.44,79,5.9,191
06093,22.54,11.63,27.16,15.17,7.42,81.88,79.23,75.82,19.56,108.7,97.36,90.62,11.06,12.02,84.7,38030,1.27,571,4.04,1814,1.2,540,0.18,80,3.32,1491,5.29,2374,6.48,2909
06095,22.11,14.23,24.52,16.72,7.3,78.51,75.44,71.15,11.33,105.53,97.85,77.52,13.33,14.06,50.99,210751,14.7,60750,0.78,3212,14.63,60473,0.86,3564,10.46,43236,7.59,31358,15.47,63960
06097,20.15,13.8,21.04,20.41,11.06,80.7,78.0,73.7,13.92,105.21,94.46,75.08,12.13,12.77,76.76,371412,1.57,7610,1.34,6489,3.79,18341,0.32,1558,11.77,56966,4.44,21502,15.99,77349
06099,22.07,24.71,27.68,11.13,5.13,74.8,71.4,66.62,10.66,105.99,94.78,75.71,15.46,16.39,65.57,337342,2.86,14721,1.15,5902,5.07,26090,0.66,3401,19.28,99210,5.4,27787,25.99,133694
06101,21.08,21.64,24.78,13.16,5.56,75.66,72.44,68.08,12.66,106.13,96.11,77.97,14.83,15.74,60.96,57749,2.03,1919,1.44,1365,14.42,13663,0.3,281,15.27,14463,5.59,5297,17.78,16840
06103,23.8,19.69,30.5,8.73,3.83,77.68,74.54,70.69,15.87,105.56,97.33,85.88,13.66,14.42,81.5,51721,0.64,406,2.59,1644,1.03,656,0.12,76,9.86,6258,4.26,2702,13.01,8256
06105,24.6,9.88,27.94,15.41,4.06,84.24,81.72,78.89,20.09,104.02,107.67,106.33,9.92,10.32,87.28,12033,0.43,59,4.75,655,0.68,94,0.12,16,1.57,217,5.16,712,4.48,618
06107,21.6,32.74,24.53,8.78,4.18,71.1,67.41,62.5,9.45,104.99,98.4,79.63,17.54,18.42,60.07,265618,1.63,7196,1.58,6993,3.43,15176,0.12,509,29.01,128263,4.17,18424,36.68,162196
06109,23.55,12.66,29.26,11.16,6.18,84.89,82.51,79.12,20.4,109.34,113.08,88.23,9.46,10.34,87.19,48274,2.06,1143,1.88,1039,1.03,572,0.14,76,4.04,2238,3.65,2023,7.99,4426
06111,20.43,17.72,19.8,19.61,11.2,77.47,74.26,69.74,11.7,105.08,96.8,77.55,14.04,14.76,68.72,565804,1.84,15163,0.98,8068,6.73,55446,0.2,1643,17.04,140253,4.49,36941,26.62,219138
06113,16.15,15.72,20.11,20.4,17.39,79.99,77.28,68.31,9.84,100.62,92.48,76.97,14.1,14.19,63.17,126883,2.59,5208,1.1,2214,12.97,26052,0.45,910,13.88,27882,5.83,11700,20.2,40573
06115,24.2,23.13,26.92,9.36,3.09,74.02,70.91,66.48,10.05,107.06,99.45,84.79,15.46,16.55,68.37,49332,3.27,2361,2.32,1675,6.74,4862,0.41,293,11.84,8545,7.05,5087,14.68,10590
08001,19.35,19.05,30.42,14.46,5.81,74.23,71.44,67.59,8.35,105.22,99.86,75.92,15.18,15.97,73.32,323795,3.07,13539,1.34,5916,3.61,15931,0.13,591,14.57,64327,3.96,17504,23.64,104385
08003,19.23,13.6,27.65,13.02,13.54,77.86,75.22,68.25,11.34,105.64,99.37,83.84,14.35,15.16,74.78,11549,1.11,172,2.8,433,0.96,148,0.12,19,15.86,2449,4.37,675,31.7,4896
08005,18.56,9.58,21.72,24.83,13.06,77.22,74.24,70.83,10.07,105.55,93.23,74.48,13.65,14.41,72.71,415910,10.16,58107,0.76,4363,5.08,29077,0.2,1140,6.83,39049,4.26,24357,11.37,65061
08007,15.39,6.76,22.42,25.48,13.48,82.54,80.07,77.4,17.51,111.34,99.96,101.72,10.29,11.45,86.36,10436,0.31,37,1.88,227,0.74,89,0.05,6,7.85,948,2.82,341,12.13,1466
08009,20.23,14.97,31.89,13.66,5.3,81.26,78.51,75.74,24.05,107.6,95.92,77.24,11.46,12.33,92.56,3506,0.63,24,1.35,51,0.16,6,0.0,0,3.75,142,1.56,59,5.52,209
