HEROP_ID,BupCtTmDr,BupCtTmBk,BupCtTmWk,MetCtTmDr,MetCtTmBk,MetCtTmWk,NalCtTmDr,NalCtTmBk,NalCtTmWk,BupAvTmDr,BupAvTmBk,BupAvTmWk,MetAvTmDr,MetAvTmBk,MetAvTmWk,NalAvTmDr,NalAvTmBk,NalAvTmWk,BupTmDrP,BupTmBkP,BupTmWkP,MetTmDrP,MetTmBkP,MetTmWkP,NalTmDrP,NalTmBkP,NalTmWkP,RcaUrbanP,RcaSubrbP,RcaRuralP,CenFlags,TotPop10,UrbPop10,RuralPop10,CenRuralP,DmySgrg,DmyBlckBlt,PrcNtvRsrv,TtlPrPpr,TtlPrAPpr,TtlPrPp,TtlPrAPp,TtlJlPpr,TtlJlAdmr,TtlJlPrtr,TtlJlPp,TtlJlAdm,TtlJlPrt
050US13249,2.0,0.0,0.0,0.0,,,0.0,,,21.95,82.64,246.1,74.82,,,75.11,,,1.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,1.0,,5010,0,5010,1.0,0,1,0.0,458.3,152.77,15.0,5.0,90.5,1568.63,30.17,3.0,52.0,1.0
050US13251,0.0,0.0,0.0,0.0,,,0.0,,,38.25,133.47,536.72,44.63,,,75.57,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.2,0.8,,14593,3076,11517,0.79,0,1,0.0,1481.24,384.02,135.0,35.0,2058.99,21524.76,389.54,185.0,1934.0,35.0
050US13253,0.0,0.0,,0.0,0.0,,0.0,0.0,,41.24,149.18,,41.24,149.18,,63.41,230.57,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.33,0.67,,8729,2745,5984,0.69,0,1,0.0,1648.68,667.32,84.0,34.0,1030.3,25212.12,787.88,51.0,1248.0,39.0
050US13255,12.0,7.0,4.0,12.0,6.0,1.0,1.0,0.0,,7.93,20.13,57.82,12.54,36.34,104.16,37.83,138.96,,1.0,0.58,0.33,1.0,0.5,0.08,0.08,0.0,,0.67,0.33,0.0,,64073,37406,26667,0.42,1,0,0.0,1277.96,443.98,521.0,181.0,1903.62,12104.22,889.66,781.0,4966.0,365.0
050US13257,5.0,3.0,1.0,5.0,3.0,1.0,0.0,0.0,,9.5,28.12,82.75,9.5,28.12,82.75,47.49,173.59,,1.0,0.6,0.2,1.0,0.6,0.2,0.0,0.0,,0.0,0.6,0.4,,26175,10846,15329,0.59,0,0,0.0,1108.41,435.89,178.0,70.0,842.91,8116.88,718.03,135.0,1300.0,115.0
050US13259,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,28.99,187.79,456.18,51.95,332.71,,50.86,332.71,,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.5,0.5,,6058,0,6058,1.0,0,1,0.0,855.09,135.01,38.0,6.0,2008.73,3406.11,0.0,92.0,156.0,0.0
050US13261,8.0,5.0,2.0,0.0,,,0.0,,,9.85,33.22,99.44,59.52,,,60.36,,,1.0,0.62,0.25,0.0,,,0.0,,,0.0,0.62,0.38,,32819,19106,13713,0.42,0,1,0.0,995.18,304.65,196.0,60.0,2437.38,8616.89,740.78,470.61,1663.75,143.03
050US13263,0.0,0.0,,0.0,0.0,,0.0,0.0,,37.58,165.0,,41.51,249.37,,42.95,263.31,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,,6865,420,6445,0.94,0,1,0.0,1118.57,223.71,45.0,9.0,203.51,2645.64,127.19,8.0,104.0,5.0
050US13265,0.0,0.0,,0.0,,,0.0,,,51.43,215.28,,68.3,,,75.44,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,,1717,0,1717,1.0,0,1,0.0,1836.73,408.16,18.0,4.0,508.26,6796.49,435.95,4.92,65.79,4.22
050US13267,3.0,2.0,2.0,0.0,0.0,,0.0,,,16.37,49.65,148.09,48.78,170.73,,77.22,,,0.6,0.4,0.4,0.0,0.0,,0.0,,,0.0,0.2,0.8,,25520,8106,17414,0.68,0,0,0.0,1172.03,360.19,205.0,63.0,532.16,3273.06,440.6,93.0,572.0,77.0
050US13269,1.0,0.0,,0.0,0.0,,0.0,,,28.79,153.84,,52.86,242.1,,60.12,,,0.33,0.0,,0.0,0.0,,0.0,,,0.0,0.67,0.33,,8906,0,8906,1.0,0,1,0.0,1396.49,660.5,74.0,35.0,845.18,0.0,960.43,44.0,0.0,50.0
050US13271,1.0,1.0,1.0,0.0,,,0.0,,,28.7,70.02,270.77,77.64,,,82.37,,,0.33,0.33,0.33,0.0,,,0.0,,,0.0,0.0,1.0,,16500,8747,7753,0.47,0,0,0.0,1020.87,355.48,112.0,39.0,236.84,9245.76,273.27,26.0,1015.0,30.0
050US13273,3.0,0.0,,3.0,0.0,,1.0,0.0,,28.51,135.08,,24.5,140.28,,35.26,194.58,,0.75,0.0,,0.75,0.0,,0.25,0.0,,0.0,1.0,0.0,1.0,9507,4466,4849,0.51,1,1,0.0,1757.56,434.86,97.0,24.0,575.78,3863.3,482.91,31.0,208.0,26.0
050US13275,11.0,5.0,,0.0,,,11.0,5.0,,11.8,51.59,,59.34,,,12.68,53.5,,1.0,0.45,,0.0,,,1.0,0.45,,0.0,0.55,0.45,,44720,24139,20581,0.46,0,0,0.0,831.24,229.92,235.0,65.0,692.03,10484.42,545.02,193.0,2924.0,152.0
050US13277,9.0,4.0,3.0,9.0,4.0,1.0,9.0,3.0,1.0,7.04,23.78,69.71,9.61,36.59,107.73,10.58,40.16,117.66,1.0,0.44,0.33,1.0,0.44,0.11,1.0,0.33,0.11,0.0,0.44,0.56,,40118,23757,16361,0.41,0,0,0.0,1411.13,281.47,371.0,74.0,803.21,18160.26,267.74,210.0,4748.0,70.0
050US13279,6.0,4.0,3.0,6.0,3.0,,0.0,,,7.6,24.83,73.74,14.11,44.87,,61.05,,,1.0,0.67,0.5,1.0,0.5,,0.0,,,0.0,0.67,0.33,,27223,13324,13899,0.51,0,0,0.0,2068.55,512.67,347.0,86.0,548.29,4073.03,445.86,91.0,676.0,74.0
050US13281,3.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,11.19,32.46,274.09,26.78,97.71,334.59,26.78,97.71,334.59,1.0,0.33,0.33,0.67,0.0,0.0,0.67,0.0,0.0,0.0,0.0,1.0,,10471,0,10471,1.0,0,0,0.0,826.58,349.71,52.0,22.0,442.41,8216.15,300.21,28.0,520.0,19.0
050US13283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,28.86,113.62,406.8,36.76,130.4,421.47,38.42,155.49,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,6885,2832,4053,0.59,0,0,0.0,1837.46,565.37,78.0,24.0,516.67,25645.84,516.67,22.0,1092.0,22.0
050US13285,13.0,7.0,,12.0,3.0,,13.0,5.0,,13.16,40.18,,17.57,58.02,,16.32,48.93,,0.93,0.5,,0.86,0.21,,0.93,0.36,,0.0,0.71,0.29,,67044,37344,29700,0.44,0,0,0.0,1395.37,486.3,637.0,222.0,1768.73,13827.64,1093.67,807.0,6309.0,499.0
050US13287,2.0,0.0,,2.0,0.0,,1.0,0.0,,28.2,131.5,,24.45,121.34,,30.72,139.71,,1.0,0.0,,1.0,0.0,,0.5,0.0,,0.0,0.0,1.0,,8930,4489,4441,0.5,0,1,0.0,1535.59,228.26,74.0,11.0,856.84,27168.23,940.44,41.0,1300.0,45.0
050US13289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.99,125.31,378.15,37.4,145.23,487.89,37.4,168.66,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,9023,0,9023,1.0,0,1,0.0,1087.8,271.95,56.0,14.0,,,,,,
050US13291,5.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,17.24,56.34,400.75,17.24,56.34,394.64,17.24,56.34,326.02,0.83,0.17,0.17,0.83,0.17,0.17,0.83,0.17,0.17,0.0,0.0,1.0,,21356,0,21356,1.0,0,0,0.0,684.99,322.35,85.0,40.0,485.59,5701.75,250.63,62.0,728.0,32.0
050US13293,7.0,4.0,2.0,0.0,0.0,,0.0,0.0,,8.16,25.9,83.46,42.95,165.61,,53.46,183.83,,1.0,0.57,0.29,0.0,0.0,,0.0,0.0,,0.0,0.57,0.43,,27153,14416,12737,0.47,0,1,0.0,1104.04,462.02,184.0,77.0,760.23,6274.89,603.35,126.0,1040.0,100.0
050US13295,9.0,3.0,,9.0,3.0,,7.0,1.0,,21.46,74.73,,21.74,76.73,,27.48,97.37,,0.69,0.23,,0.69,0.23,,0.54,0.08,,0.54,0.31,0.15,,68756,38604,30152,0.44,1,0,0.0,1097.45,367.34,481.0,161.0,456.38,7556.42,372.37,201.0,3328.0,164.0
050US13297,15.0,8.0,3.0,12.0,4.0,,15.0,3.0,,11.5,27.18,84.54,19.47,51.37,,16.55,53.25,,1.0,0.53,0.2,0.8,0.27,,1.0,0.2,,0.53,0.4,0.07,,83768,48034,35734,0.43,1,0,0.0,992.73,430.87,576.0,250.0,677.21,7747.27,521.45,400.0,4576.0,308.0
050US13299,9.0,8.0,6.0,8.0,3.0,,9.0,2.0,2.0,4.21,11.55,33.52,19.18,52.61,,11.97,47.67,124.59,1.0,0.89,0.67,0.89,0.33,,1.0,0.22,0.22,0.0,0.89,0.11,,36312,25621,10691,0.29,0,0,0.0,1859.66,816.65,419.0,184.0,1767.23,14860.76,566.76,396.0,3330.0,127.0
050US13301,0.0,0.0,,0.0,,,0.0,,,53.62,227.12,,55.72,,,62.85,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,,5834,0,5834,1.0,0,1,0.0,942.25,,31.0,,567.64,10268.1,507.24,18.42,333.2,16.46
050US13303,0.0,0.0,,0.0,,,0.0,,,52.45,189.92,,66.79,,,71.53,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,,21187,7288,13899,0.66,0,1,0.0,1447.74,394.15,191.0,52.0,259.38,5553.86,343.3,34.0,728.0,45.0
050US13305,6.0,3.0,1.0,0.0,0.0,,0.0,,,17.72,44.36,145.08,58.37,219.4,,69.32,,,1.0,0.5,0.17,0.0,0.0,,0.0,,,0.0,0.5,0.5,,30099,12660,17439,0.58,0,0,0.0,785.89,229.0,151.0,44.0,809.8,11484.46,441.71,154.0,2184.0,84.0
050US13307,0.0,0.0,,0.0,0.0,,0.0,,,38.5,152.28,,56.06,289.46,,63.24,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,1.0,0.0,,2799,0,2799,1.0,0,1,0.0,308.26,246.61,5.0,4.0,2437.5,8616.96,740.72,39.39,139.25,11.97
050US13309,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,23.29,92.42,412.62,38.44,156.06,,61.78,214.19,,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,7421,0,7421,1.0,0,0,0.0,364.52,104.15,21.0,6.0,262.79,4555.01,280.31,15.0,260.0,16.0
050US13311,5.0,2.0,2.0,0.0,0.0,,5.0,1.0,1.0,12.87,33.57,106.32,44.92,155.8,,18.69,52.34,147.24,1.0,0.4,0.4,0.0,0.0,,1.0,0.2,0.2,0.0,0.8,0.2,,27144,4399,22745,0.84,0,0,0.0,635.01,286.6,113.0,51.0,509.33,7772.8,354.32,92.0,1404.0,64.0
050US13313,18.0,12.0,4.0,16.0,0.0,,18.0,7.0,1.0,10.22,25.86,75.8,23.83,81.56,,13.0,37.64,111.34,1.0,0.67,0.22,0.89,0.0,,1.0,0.39,0.06,0.78,0.22,0.0,,102599,72766,29833,0.29,0,0,0.0,1101.02,532.75,744.0,360.0,712.4,11015.46,154.35,480.0,7422.0,104.0
050US13315,1.0,0.0,,0.0,,,0.0,,,32.08,119.53,,61.02,,,73.19,,,0.25,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,,9255,0,9255,1.0,0,1,0.0,710.78,169.23,42.0,10.0,446.28,3570.2,394.78,26.0,208.0,23.0
050US13317,0.0,0.0,,0.0,,,0.0,,,60.49,266.91,,66.06,,,69.47,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,,10593,3457,7136,0.67,0,1,0.0,1158.24,545.05,68.0,32.0,508.28,6796.38,435.62,30.08,402.21,25.78
050US13319,3.0,0.0,,1.0,0.0,,1.0,0.0,,23.85,110.71,,33.95,164.08,,34.16,169.25,,1.0,0.0,,0.33,0.0,,0.33,0.0,,0.0,0.33,0.67,,9563,0,9563,1.0,0,1,0.0,813.87,300.78,46.0,17.0,537.06,11170.78,447.55,30.0,624.0,25.0
050US13321,3.0,0.0,0.0,1.0,0.0,,3.0,0.0,,26.41,108.65,316.13,40.61,166.1,,28.86,118.67,,0.6,0.0,0.0,0.2,0.0,,0.6,0.0,,0.0,0.8,0.2,,21679,6685,14994,0.69,1,1,0.0,1058.93,245.55,138.0,32.0,365.99,3644.29,249.18,47.0,468.0,32.0
050US15001,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.34,0.66,,185079,114766,70313,0.38,0,0,0.05,,,,,,,,,,
050US15003,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.15,0.02,,953207,944982,8225,0.01,0,0,0.02,,,,,103.61,391.26,0.0,661.0,2496.0,0.0
050US15005,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,90,0,90,1.0,0,0,0.09,,,,,,,,,,
050US15007,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.35,0.65,,67091,58463,8628,0.13,0,0,0.05,,,,,,,,,,
050US15009,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.5,0.24,,154834,132278,22556,0.15,0,0,0.07,,,,,,,,,,
050US16001,59.0,55.0,29.0,59.0,32.0,,59.0,57.0,33.0,4.86,13.46,36.52,10.25,32.67,,3.95,10.46,27.41,1.0,0.93,0.49,1.0,0.54,,1.0,0.97,0.56,0.95,0.05,0.0,,392365,370894,21471,0.05,0,0,0.0,,,,,332.41,5483.31,301.48,1005.9,16592.84,912.3
050US16003,1.0,1.0,1.0,,,,0.0,0.0,,18.62,68.34,203.4,,,,47.86,176.22,,0.5,0.5,0.5,,,,0.0,0.0,,0.0,0.0,1.0,,3976,0,3976,1.0,0,0,0.0,,,,,1014.8,17589.85,0.0,24.0,416.0,0.0
050US16005,22.0,20.0,12.0,,,,22.0,19.0,10.0,3.89,9.76,26.65,,,,6.59,20.06,62.33,1.0,0.91,0.55,,,,1.0,0.86,0.45,0.82,0.18,0.0,,82839,69809,13030,0.16,0,0,0.16,,,,,504.52,7477.25,43.5,277.31,4109.87,23.91
050US16007,2.0,2.0,2.0,0.0,,,0.0,,,0.0,0.0,0.0,101.75,,,96.68,,,1.0,1.0,1.0,0.0,,,0.0,,,0.0,0.0,1.0,,5986,0,5986,1.0,0,0,0.0,,,,,86.91,0.0,0.0,3.0,0.0,0.0
050US16009,2.0,2.0,2.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,108.28,,,27.0,67.86,202.5,1.0,1.0,1.0,0.0,,,0.5,0.5,0.5,0.0,0.0,1.0,,9285,2608,6677,0.72,0,0,0.47,,,,,184.33,13419.35,55.3,10.0,728.0,3.0
050US16011,6.0,3.0,2.0,,,,3.0,0.0,,15.73,50.45,145.79,,,,35.51,147.27,,0.75,0.38,0.25,,,,0.38,0.0,,0.0,0.75,0.25,,45607,20053,25554,0.56,0,0,0.17,,,,,367.01,561.31,305.84,102.0,156.0,85.0
050US16013,0.0,,,,,,3.0,1.0,1.0,106.65,,,,,,20.78,84.64,238.42,0.0,,,,,,0.75,0.25,0.25,0.0,0.5,0.5,,21376,14372,7004,0.33,0,0,0.0,,,,,327.19,11835.83,149.37,46.0,1664.0,21.0
050US16015,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,88.06,219.8,616.48,102.47,261.07,,88.2,221.86,616.48,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,,7028,0,7028,1.0,0,0,0.0,,,,,332.31,5483.27,301.5,15.1,249.16,13.7
050US16017,7.0,4.0,4.0,0.0,,,6.0,2.0,,16.87,56.22,152.43,102.2,,,24.61,82.05,,0.78,0.44,0.44,0.0,,,0.67,0.22,,0.0,0.33,0.67,,40877,11263,29614,0.72,0,0,0.0,,,,,304.85,3963.11,0.0,80.0,1040.0,0.0
050US16019,20.0,18.0,11.0,,,,20.0,17.0,9.0,5.77,18.51,50.76,,,,6.94,21.78,60.96,0.95,0.86,0.52,,,,0.95,0.81,0.43,0.9,0.1,0.0,1.0,104304,90734,13500,0.13,0,0,0.0,,,,,492.31,7858.43,187.48,344.0,5491.0,131.0
050US16021,1.0,1.0,1.0,,,,0.0,,,16.06,51.84,152.57,,,,61.26,,,0.5,0.5,0.5,,,,0.0,,,0.0,0.0,1.0,,10972,2613,8359,0.76,0,0,0.0,,,,,281.37,10241.98,84.41,20.0,728.0,6.0
050US16023,0.0,0.0,,,,,0.0,0.0,0.0,100.86,398.11,,,,,100.86,472.34,1381.78,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,2891,0,2891,1.0,0,0,0.0,,,,,339.44,,0.0,5.0,,0.0
050US16025,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,68.63,232.83,686.85,138.28,,,65.57,201.41,686.85,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,,1117,0,1117,1.0,0,0,0.0,,,,,,,,,,
050US16027,29.0,22.0,17.0,25.0,12.0,,29.0,22.0,13.0,5.72,18.03,53.62,15.53,51.05,,6.9,20.06,58.31,1.0,0.76,0.59,0.86,0.41,,1.0,0.76,0.45,0.83,0.14,0.03,,188923,151388,37535,0.2,0,0,0.0,,,,,250.15,7673.63,246.47,339.0,10399.0,334.0
050US16029,0.0,0.0,0.0,0.0,,,0.0,0.0,,57.22,200.67,596.13,133.99,,,63.57,302.52,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,1.0,,6963,2793,4170,0.6,0,0,0.03,,,,,844.8,27612.84,289.65,35.0,1144.0,12.0
050US16031,4.0,3.0,3.0,,,,0.0,,,19.02,53.89,159.84,,,,91.44,,,0.67,0.5,0.5,,,,0.0,,,0.0,0.5,0.5,,22952,11129,11823,0.52,0,0,0.0,,,,,545.06,10220.64,327.04,77.05,1444.79,46.23
050US16033,0.0,0.0,,,,,0.0,0.0,,66.52,343.03,,,,,63.57,324.64,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,1.0,,982,0,982,1.0,0,0,0.0,,,,,538.6,0.0,0.0,3.0,0.0,0.0
050US16035,1.0,1.0,1.0,,,,0.0,0.0,0.0,43.48,79.36,230.56,,,,77.64,228.44,677.07,0.5,0.5,0.5,,,,0.0,0.0,0.0,0.0,0.0,1.0,,8761,3626,5135,0.59,0,0,0.05,,,,,424.38,20061.73,308.64,22.0,1040.0,16.0
050US16037,0.0,0.0,0.0,,,,1.0,1.0,1.0,234.64,990.97,2771.19,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,1.0,0.0,0.0,1.0,,4368,0,4368,1.0,0,0,0.0,,,,,166.39,8652.25,166.39,4.0,208.0,4.0
050US16039,4.0,2.0,,0.0,,,4.0,2.0,,19.88,60.3,,65.99,,,19.88,60.3,,0.8,0.4,,0.0,,,0.8,0.4,,0.0,0.6,0.4,,27038,19769,7269,0.27,0,0,0.0,,,,,528.4,5077.25,212.51,92.0,884.0,37.0
050US16041,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,43.96,168.65,726.19,44.7,175.48,,44.7,175.48,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,12786,4323,8463,0.66,0,0,0.0,,,,,86.86,0.0,0.0,7.0,0.0,0.0
050US16043,2.0,1.0,1.0,,,,1.0,0.0,0.0,21.88,108.71,329.43,,,,37.03,170.08,537.23,0.67,0.33,0.33,,,,0.33,0.0,0.0,0.0,0.0,1.0,,13242,3702,9540,0.72,0,0,0.0,,,,,219.97,3788.34,97.76,18.0,310.0,8.0
050US16045,3.0,2.0,2.0,0.0,0.0,,3.0,1.0,1.0,7.02,16.48,48.71,45.88,188.63,,10.51,26.52,78.34,1.0,0.67,0.67,0.0,0.0,,1.0,0.33,0.33,0.0,1.0,0.0,,16719,9192,7527,0.45,0,0,0.0,,,,,329.49,4031.4,193.82,34.0,416.0,20.0
050US16047,2.0,1.0,1.0,,,,2.0,1.0,1.0,13.92,49.65,144.66,,,,13.92,49.65,144.66,1.0,0.5,0.5,,,,1.0,0.5,0.5,0.0,0.0,1.0,,15464,6482,8982,0.58,0,0,0.0,,,,,341.22,0.0,264.17,31.0,0.0,24.0
050US16049,1.0,1.0,1.0,,,,1.0,0.0,,66.96,226.87,564.79,,,,72.36,238.76,,0.2,0.2,0.2,,,,0.2,0.0,,0.0,0.0,1.0,,16267,3150,13117,0.81,0,0,0.03,,,,,150.17,6693.12,42.9,14.0,624.0,4.0
050US16051,3.0,2.0,1.0,,,,3.0,2.0,1.0,13.92,62.37,181.42,,,,13.18,62.37,181.42,0.75,0.5,0.25,,,,0.75,0.5,0.25,0.0,0.75,0.25,,26140,8728,17412,0.67,0,0,0.0,,,,,269.02,2128.78,169.6,46.0,364.0,29.0
050US16053,4.0,0.0,,,,,0.0,0.0,,22.43,151.31,,,,,44.04,192.4,,0.8,0.0,,,,,0.0,0.0,,0.0,0.6,0.4,,22374,10892,11482,0.51,0,0,0.0,,,,,669.94,10822.57,359.14,97.0,1567.0,52.0
050US16055,23.0,20.0,13.0,0.0,,,22.0,11.0,,7.85,22.23,64.99,47.91,,,14.44,45.6,,0.92,0.8,0.52,0.0,,,0.88,0.44,,0.72,0.24,0.04,,138494,104917,33577,0.24,0,0,0.13,,,,,381.76,8182.39,337.08,376.0,8059.0,332.0
050US16057,5.0,5.0,3.0,,,,4.0,4.0,1.0,12.76,35.61,110.4,,,,18.22,54.74,166.88,0.71,0.71,0.43,,,,0.57,0.57,0.14,0.0,0.71,0.29,,37244,24212,13032,0.35,0,0,0.0,,,,,126.89,4215.57,59.92,36.0,1196.0,17.0
050US16059,0.0,0.0,,,,,0.0,0.0,,152.2,928.16,,,,,149.94,600.25,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,1.0,,7936,3084,4852,0.61,0,0,0.0,,,,,183.91,9563.22,0.0,8.0,416.0,0.0
050US16061,0.0,0.0,,,,,1.0,1.0,1.0,62.43,214.38,,,,,43.47,129.0,364.41,0.0,0.0,,,,,0.33,0.33,0.33,0.0,0.33,0.67,,3821,0,3821,1.0,0,0,0.82,,,,,418.41,10646.21,232.45,9.0,229.0,5.0
050US16063,1.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,98.12,183.43,544.73,1.0,1.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,,5208,0,5208,1.0,0,0,0.0,,,,,,,,,,
050US16065,6.0,0.0,,,,,6.0,1.0,1.0,18.93,87.54,,,,,12.9,34.23,100.87,1.0,0.0,,,,,1.0,0.17,0.17,0.0,0.67,0.33,,37536,26852,10684,0.28,0,0,0.0,,,,,240.08,3378.14,79.08,66.52,935.98,21.91
050US16067,4.0,1.0,0.0,,,,0.0,,,20.05,63.2,294.86,,,,84.89,,,0.8,0.2,0.0,,,,0.0,,,0.0,0.4,0.6,,20069,11194,8875,0.44,0,0,0.0,,,,,545.04,10220.66,327.02,67.95,1274.21,40.77
050US16069,8.0,7.0,3.0,,,,9.0,5.0,2.0,13.91,38.57,113.32,,,,12.5,39.15,113.33,0.8,0.7,0.3,,,,0.9,0.5,0.2,0.8,0.2,0.0,,39265,31740,7525,0.19,0,0,0.48,,,,,462.32,11506.7,221.28,117.0,2912.0,56.0
050US16071,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,56.3,224.16,706.38,76.74,335.39,,55.33,252.07,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,4286,0,4286,1.0,0,0,0.0,,,,,504.37,7477.34,43.32,12.69,188.13,1.09
050US16073,2.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,38.26,134.6,402.25,61.4,238.96,,30.65,109.28,326.11,0.67,0.0,0.0,0.0,0.0,,0.67,0.33,0.33,0.0,0.67,0.33,,11526,2617,8909,0.77,0,0,0.03,,,,,633.98,6494.79,352.21,45.0,461.0,25.0
050US16075,4.0,2.0,1.0,0.0,,,4.0,2.0,1.0,9.64,37.97,107.82,49.22,,,10.62,37.54,107.15,1.0,0.5,0.25,0.0,,,1.0,0.5,0.25,0.0,0.75,0.25,,22623,12970,9653,0.43,0,0,0.0,,,,,423.85,1867.82,79.02,59.0,260.0,11.0
050US16077,1.0,1.0,1.0,,,,0.0,0.0,,23.96,47.24,138.51,,,,45.6,155.1,,0.5,0.5,0.5,,,,0.0,0.0,,0.0,0.5,0.5,,7817,4488,3329,0.43,0,0,0.18,,,,,491.4,10453.43,290.37,22.0,468.0,13.0
050US16079,2.0,1.0,1.0,,,,0.0,0.0,,17.09,57.32,166.2,,,,56.21,352.81,,0.67,0.33,0.33,,,,0.0,0.0,,0.0,0.0,1.0,,12765,5612,7153,0.56,0,0,0.0,,,,,578.03,9130.32,446.66,44.0,695.0,34.0
050US16081,1.0,1.0,1.0,,,,0.0,0.0,,0.0,0.0,0.0,,,,89.02,317.73,,1.0,1.0,1.0,,,,0.0,0.0,,0.0,0.0,1.0,,10170,0,10170,1.0,0,0,0.0,,,,,240.09,3378.2,79.12,18.48,260.02,6.09
050US16083,13.0,8.0,,,,,0.0,,,12.06,44.58,,,,,54.61,,,0.93,0.57,,,,,0.0,,,0.0,0.57,0.43,,77230,55613,21617,0.28,0,0,0.0,,,,,322.67,5361.34,219.57,169.0,2808.0,115.0
050US16085,3.0,2.0,2.0,,,,2.0,1.0,1.0,5.76,18.83,55.37,,,,25.87,96.93,288.66,1.0,0.67,0.67,,,,0.67,0.33,0.33,0.0,0.0,1.0,,9862,0,9862,1.0,0,0,0.0,,,,,419.12,13722.45,155.23,27.0,884.0,10.0
050US16087,2.0,0.0,0.0,0.0,,,2.0,0.0,,29.82,125.21,782.51,85.19,,,33.36,152.74,,0.67,0.0,0.0,0.0,,,0.67,0.0,,0.0,0.0,1.0,,10198,5551,4647,0.46,0,0,0.0,,,,,488.15,14504.88,435.84,28.0,832.0,25.0
050US17001,16.0,13.0,,16.0,13.0,,16.0,14.0,,9.74,27.64,,11.96,35.6,,10.4,30.92,,0.89,0.72,,0.89,0.72,,0.89,0.78,,0.0,0.72,0.28,,67103,45228,21875,0.33,0,0,0.0,,,,,187.74,8092.69,42.0,76.0,3276.0,17.0
050US17003,3.0,2.0,1.0,0.0,0.0,,3.0,2.0,1.0,16.08,61.42,177.44,37.06,375.42,,16.08,61.42,177.44,0.75,0.5,0.25,0.0,0.0,,0.75,0.5,0.25,0.0,0.5,0.5,,8238,3142,5096,0.62,0,0,0.0,,,,,1088.63,4445.58,1099.95,40.41,165.02,40.83
050US17005,1.0,0.0,,0.0,,,3.0,1.0,1.0,38.15,141.58,,65.69,,,15.64,39.52,116.92,0.25,0.0,,0.0,,,0.75,0.25,0.25,0.0,0.25,0.75,,17768,6976,10792,0.61,1,0,0.0,,,,,219.28,5226.13,201.01,24.0,572.0,22.0
050US17007,7.0,5.0,4.0,6.0,0.0,,6.0,0.0,0.0,7.38,21.2,62.39,22.97,76.13,,18.69,63.45,186.64,1.0,0.71,0.57,0.86,0.0,,0.86,0.0,0.0,0.86,0.14,0.0,,54165,43677,10488,0.19,0,0,0.0,,,,,286.08,10969.2,208.06,99.0,3796.0,72.0
