HEROP_ID,BupCtTmDr,BupCtTmBk,BupCtTmWk,MetCtTmDr,MetCtTmBk,MetCtTmWk,NalCtTmDr,NalCtTmBk,NalCtTmWk,BupAvTmDr,BupAvTmBk,BupAvTmWk,MetAvTmDr,MetAvTmBk,MetAvTmWk,NalAvTmDr,NalAvTmBk,NalAvTmWk,BupTmDrP,BupTmBkP,BupTmWkP,MetTmDrP,MetTmBkP,MetTmWkP,NalTmDrP,NalTmBkP,NalTmWkP,RcaUrbanP,RcaSubrbP,RcaRuralP,CenFlags,TotPop10,UrbPop10,RuralPop10,CenRuralP,DmySgrg,DmyBlckBlt,PrcNtvRsrv,TtlPrPpr,TtlPrAPpr,TtlPrPp,TtlPrAPp,TtlJlPpr,TtlJlAdmr,TtlJlPrtr,TtlJlPp,TtlJlAdm,TtlJlPrt
050US01001,11.0,5.0,,1.0,0.0,,0.0,0.0,,14.96,49.26,,39.64,145.24,,40.97,154.1,,0.92,0.42,,0.08,0.0,,0.0,0.0,,0.58,0.42,0.0,,54571,31650,22921,0.42,0,1,0.0,502.84,236.31,183.0,86.0,453.9,2145.69,266.84,165.0,780.0,97.0
050US01003,27.0,11.0,,4.0,,,1.0,,,16.69,52.06,,47.88,,,49.02,,,0.84,0.34,,0.12,,,0.03,,,0.34,0.22,0.44,,182265,105205,77060,0.42,0,0,0.0,618.44,353.5,803.0,459.0,476.27,11350.3,368.75,629.0,14990.0,487.0
050US01005,0.0,,,0.0,,,0.0,,,64.97,,,81.58,,,68.08,,,0.0,,,0.0,,,0.0,,,0.0,0.0,1.0,,27457,8844,18613,0.68,0,1,0.0,902.36,240.63,150.0,40.0,690.04,4848.94,261.1,111.0,780.0,42.0
050US01007,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,,24.33,70.14,208.92,57.7,197.9,,53.64,197.38,,0.25,0.25,0.25,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,,22915,7252,15663,0.68,1,0,0.0,341.14,59.04,52.0,9.0,502.71,9425.85,423.34,76.0,1425.0,64.0
050US01009,3.0,0.0,,0.0,0.0,,2.0,0.0,,36.37,113.18,,46.48,167.98,,39.84,130.9,,0.33,0.0,,0.0,0.0,,0.22,0.0,,0.0,0.44,0.56,,57322,5760,51562,0.9,1,0,0.0,288.89,145.82,105.0,53.0,367.77,0.0,189.37,134.0,0.0,69.0
050US01011,0.0,0.0,,0.0,,,0.0,0.0,,47.18,172.47,,75.48,,,74.23,272.7,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,1.0,0.0,,10914,5307,5607,0.51,0,1,0.0,590.35,,41.0,,473.86,13860.51,296.16,32.0,936.0,20.0
050US01013,0.0,0.0,,0.0,,,0.0,,,54.44,221.63,,76.97,,,78.29,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.22,0.78,,20947,6026,14921,0.71,0,1,0.0,1203.18,585.55,150.0,73.0,626.58,12694.28,130.2,77.0,1560.0,16.0
050US01015,29.0,17.0,6.0,24.0,5.0,,21.0,2.0,,11.61,36.39,120.36,20.27,69.87,,25.84,86.25,,0.94,0.55,0.19,0.77,0.16,,0.68,0.06,,0.68,0.29,0.03,,118572,78617,39955,0.34,0,0,0.0,1005.94,564.34,754.0,423.0,669.59,18595.21,631.94,498.0,13830.0,470.0
050US01017,8.0,4.0,1.0,0.0,0.0,,1.0,0.0,,13.09,39.23,187.22,42.4,173.76,,38.8,136.63,,0.89,0.44,0.11,0.0,0.0,,0.11,0.0,,0.0,0.78,0.22,,34215,17399,16816,0.49,0,1,0.0,928.2,426.97,200.0,92.0,696.16,2915.48,224.27,149.0,624.0,48.0
050US01019,5.0,2.0,2.0,0.0,0.0,,2.0,0.0,,16.36,58.16,170.89,46.98,189.26,,35.24,129.71,,0.83,0.33,0.33,0.0,0.0,,0.33,0.0,,0.0,0.5,0.5,,25989,3707,22282,0.86,0,0,0.0,683.34,476.46,109.0,76.0,785.13,18943.53,502.48,125.0,3016.0,80.0
050US01021,6.0,1.0,,6.0,1.0,,6.0,1.0,,26.47,99.22,,23.62,70.78,,23.62,70.78,,0.67,0.11,,0.67,0.11,,0.67,0.11,,0.0,0.33,0.67,,43643,5785,37858,0.87,1,0,0.0,613.95,276.81,173.0,78.0,603.54,9784.5,0.0,170.0,2756.0,0.0
050US01023,0.0,0.0,,0.0,,,0.0,,,66.75,216.5,,74.06,,,78.41,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,,13859,0,13859,1.0,0,1,0.0,699.39,112.4,56.0,9.0,342.42,8573.24,38.05,27.0,676.0,3.0
050US01025,3.0,1.0,,0.0,,,0.0,,,38.54,163.37,,111.0,,,116.62,,,0.33,0.11,,0.0,,,0.0,,,0.0,0.11,0.89,,25833,6205,19628,0.76,0,1,0.0,881.51,220.38,136.0,34.0,1324.02,11988.67,882.68,201.0,1820.0,134.0
050US01027,3.0,2.0,2.0,0.0,0.0,,0.0,0.0,,14.34,37.93,112.77,67.88,223.62,,65.38,214.03,,0.75,0.5,0.5,0.0,0.0,,0.0,0.0,,0.0,0.5,0.5,,13932,0,13932,1.0,0,0,0.0,922.09,567.44,78.0,48.0,1128.67,13591.54,451.47,95.0,1144.0,38.0
050US01029,3.0,0.0,0.0,2.0,0.0,,2.0,0.0,,31.48,110.53,330.62,38.27,142.93,,39.05,134.37,,0.75,0.0,0.0,0.5,0.0,,0.5,0.0,,0.0,0.75,0.25,,14972,0,14972,1.0,0,0,0.0,711.36,485.02,66.0,45.0,724.48,8855.97,670.42,67.0,819.0,62.0
050US01031,12.0,5.0,,3.0,,,0.0,,,15.4,54.45,,42.82,,,45.27,,,0.86,0.36,,0.21,,,0.0,,,0.0,0.43,0.57,,49948,26375,23573,0.47,0,0,0.77,610.05,204.37,200.0,67.0,387.23,4719.41,335.8,128.0,1560.0,111.0
050US01033,14.0,9.0,6.0,13.0,7.0,,13.0,3.0,,9.84,31.15,107.66,14.1,44.86,,17.3,62.19,,1.0,0.64,0.43,0.93,0.5,,0.93,0.21,,0.64,0.36,0.0,,54428,30537,23891,0.44,0,0,0.0,744.34,311.11,256.0,107.0,314.07,5292.7,250.09,108.0,1820.0,86.0
050US01035,4.0,1.0,1.0,0.0,,,0.0,,,23.48,71.32,259.63,66.09,,,66.09,,,0.8,0.2,0.2,0.0,,,0.0,,,0.0,0.0,1.0,,13228,2520,10708,0.81,0,1,0.0,591.33,197.11,45.0,15.0,475.81,0.0,171.82,36.0,0.0,13.0
050US01037,1.0,0.0,,0.0,0.0,,0.0,0.0,,30.88,111.31,,78.22,234.22,,51.94,183.23,,0.33,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,11539,0,11539,1.0,0,0,0.0,1101.26,457.67,77.0,32.0,668.99,12856.31,349.04,46.0,884.0,24.0
050US01039,13.0,5.0,,0.0,,,0.0,,,13.14,56.15,,84.48,,,75.0,,,0.93,0.36,,0.0,,,0.0,,,0.0,0.07,0.93,,37765,11461,26304,0.7,0,0,0.0,1658.4,970.66,381.0,223.0,958.57,3904.94,728.86,217.0,884.0,165.0
050US01041,0.0,0.0,,0.0,,,0.0,,,45.42,162.66,,80.1,,,81.44,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.67,0.33,,13906,0,13906,1.0,0,0,0.01,528.8,137.95,46.0,12.0,577.1,9002.77,265.47,50.0,780.0,23.0
050US01043,16.0,5.0,3.0,15.0,4.0,,15.0,4.0,,16.86,52.57,196.45,20.98,66.83,,20.98,66.78,,0.89,0.28,0.17,0.83,0.22,,0.83,0.22,,0.0,0.22,0.78,,80406,21517,58889,0.73,0,0,0.0,651.95,408.43,340.0,213.0,604.5,11517.93,573.89,316.0,6021.0,300.0
050US01045,13.0,4.0,1.0,6.0,0.0,,13.0,5.0,,15.8,45.91,135.18,35.06,105.99,,17.77,59.31,,0.93,0.29,0.07,0.43,0.0,,0.93,0.36,,0.07,0.79,0.14,,50251,24679,25572,0.51,0,0,0.01,583.88,251.13,186.0,80.0,189.21,9018.95,160.83,60.0,2860.0,51.0
050US01047,0.0,0.0,,0.0,,,0.0,,,54.07,192.63,,82.31,,,83.78,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.53,0.47,,43820,23821,19999,0.46,0,1,0.0,781.96,134.28,198.0,34.0,758.9,6752.97,624.97,187.0,1664.0,154.0
050US01049,12.0,3.0,3.0,1.0,0.0,,6.0,1.0,,17.08,50.72,150.47,47.13,199.79,,31.15,118.09,,0.86,0.21,0.21,0.07,0.0,,0.43,0.07,,0.0,0.07,0.93,,71109,7018,64091,0.9,0,0,0.0,386.37,224.27,174.0,101.0,522.0,5428.82,439.81,235.0,2444.0,198.0
050US01051,12.0,4.0,5.0,4.0,0.0,,9.0,2.0,,19.34,51.99,139.68,38.92,131.13,,24.53,77.53,,0.8,0.27,0.33,0.27,0.0,,0.6,0.13,,0.47,0.47,0.07,,79303,36330,42973,0.54,0,0,0.0,459.98,190.59,251.0,104.0,628.46,8408.83,176.41,342.0,4576.0,96.0
050US01053,9.0,5.0,2.0,2.0,0.0,,2.0,0.0,,12.35,41.29,145.21,33.86,113.65,,33.86,113.65,,1.0,0.56,0.22,0.22,0.0,,0.22,0.0,,0.0,0.0,1.0,,38319,13982,24337,0.64,0,0,0.0,1062.91,525.25,257.0,127.0,880.24,6601.78,355.48,208.0,1560.0,84.0
050US01055,30.0,19.0,10.0,29.0,13.0,,27.0,4.0,,8.42,24.01,74.71,12.91,41.57,,16.07,53.15,,1.0,0.63,0.33,0.97,0.43,,0.9,0.13,,0.73,0.17,0.1,,104430,65286,39144,0.37,1,0,0.0,1043.97,587.24,688.0,387.0,1092.97,10411.43,275.91,717.0,6830.0,181.0
050US01057,1.0,0.0,,0.0,0.0,,0.0,0.0,,34.15,118.23,,57.26,208.76,,56.36,216.77,,0.2,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.2,0.8,,17241,3408,13833,0.8,0,0,0.0,701.34,379.89,72.0,39.0,660.62,6408.99,650.76,67.0,650.0,66.0
050US01059,5.0,2.0,,0.0,0.0,,0.0,,,26.52,86.51,,49.12,163.22,,57.12,,,0.56,0.22,,0.0,0.0,,0.0,,,0.0,0.56,0.44,,31704,9395,22309,0.7,0,0,0.0,613.86,568.95,123.0,114.0,346.52,10968.26,306.35,69.0,2184.0,61.0
050US01061,3.0,0.0,,1.0,0.0,,2.0,0.0,,29.05,102.08,,43.26,129.33,,45.31,177.38,,0.5,0.0,,0.17,0.0,,0.33,0.0,,0.0,0.83,0.17,,26790,2775,24015,0.9,0,0,0.21,655.34,412.62,108.0,68.0,421.73,8899.21,201.7,69.0,1456.0,33.0
050US01063,1.0,0.0,,0.0,,,0.0,,,44.17,175.63,,81.05,,,57.01,,,0.33,0.0,,0.0,,,0.0,,,0.0,1.0,0.0,,9045,0,9045,1.0,0,1,0.0,750.87,211.78,39.0,11.0,119.19,11362.73,377.43,6.0,572.0,19.0
050US01065,3.0,1.0,,0.0,,,1.0,,,25.62,99.28,,94.69,,,52.76,,,0.5,0.17,,0.0,,,0.17,,,0.0,1.0,0.0,,15760,1707,14053,0.89,0,1,0.0,323.21,,30.0,,435.4,5660.17,293.89,40.0,520.0,27.0
050US01067,2.0,0.0,,0.0,0.0,,1.0,0.0,,38.32,124.72,,55.05,207.18,,41.1,145.72,,0.33,0.0,,0.0,0.0,,0.17,0.0,,0.0,0.83,0.17,,17302,2119,15183,0.88,0,0,0.0,951.38,266.39,100.0,28.0,450.19,6973.18,201.15,47.0,728.0,21.0
050US01069,21.0,16.0,8.0,16.0,1.0,,20.0,13.0,,8.83,26.18,77.46,24.97,99.42,,13.28,42.17,,0.95,0.73,0.36,0.73,0.05,,0.91,0.59,,0.68,0.32,0.0,,101547,67220,34327,0.34,0,0,0.57,1519.56,516.02,1013.0,344.0,491.94,11866.83,160.97,327.0,7888.0,107.0
050US01071,9.0,4.0,3.0,4.0,1.0,,0.0,0.0,,16.31,51.46,159.33,34.31,145.71,,52.75,237.52,,0.82,0.36,0.27,0.36,0.09,,0.0,0.0,,0.0,0.55,0.45,,53227,12233,40994,0.77,0,0,0.0,488.91,334.99,162.0,111.0,578.09,13606.35,216.02,190.0,4472.0,71.0
050US01073,161.0,139.0,74.0,142.0,5.0,,156.0,74.0,,6.3,15.59,45.44,21.84,65.0,,13.71,41.05,,0.99,0.85,0.45,0.87,0.03,,0.96,0.45,,0.96,0.04,0.0,1.0,658472,593714,64752,0.1,1,0,0.0,866.43,282.45,3767.0,1228.0,349.35,16602.0,129.18,1509.0,71712.0,558.0
050US01075,0.0,0.0,,0.0,0.0,,0.0,0.0,,41.63,135.07,,58.87,207.17,,53.83,191.88,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,14564,0,14564,1.0,0,0,0.0,576.27,435.14,49.0,37.0,807.12,5554.9,118.69,68.0,468.0,10.0
050US01077,21.0,14.0,4.0,17.0,4.0,,18.0,11.0,,11.68,33.84,117.6,21.81,75.61,,16.3,55.5,,0.95,0.64,0.18,0.77,0.18,,0.82,0.5,,0.59,0.32,0.09,,92709,47008,45701,0.49,0,0,0.0,535.36,280.27,319.0,167.0,510.31,8670.17,313.26,303.0,5148.0,186.0
050US01079,9.0,2.0,1.0,0.0,,,0.0,0.0,,14.67,64.53,208.4,43.83,,,43.23,172.56,,1.0,0.22,0.11,0.0,,,0.0,0.0,,0.0,0.67,0.33,,34339,2991,31348,0.91,0,0,0.55,837.74,538.21,179.0,115.0,614.05,7557.51,132.26,130.0,1600.0,28.0
050US01081,27.0,19.0,6.0,6.0,,,6.0,0.0,,9.6,27.53,83.71,44.27,,,43.78,170.43,,1.0,0.7,0.22,0.22,,,0.22,0.0,,0.85,0.15,0.0,1.0,140251,101806,38441,0.27,0,1,0.0,590.97,284.9,670.0,323.0,380.76,8520.8,250.64,436.0,9757.0,287.0
050US01083,16.0,8.0,4.0,3.0,0.0,,11.0,0.0,,10.51,30.26,88.37,38.53,147.04,,27.01,103.4,,1.0,0.5,0.25,0.19,0.0,,0.69,0.0,,0.19,0.56,0.25,,82782,35092,47690,0.58,0,0,0.0,274.68,98.56,170.0,61.0,361.67,7239.79,292.86,226.0,4524.0,183.0
050US01085,0.0,0.0,,0.0,,,0.0,,,45.06,207.61,,56.42,,,58.13,,,0.0,0.0,,0.0,,,0.0,,,0.0,1.0,0.0,,11299,0,11299,1.0,0,1,0.0,892.58,400.12,58.0,26.0,311.96,623.93,202.78,20.0,40.0,13.0
050US01087,12.0,7.0,4.0,0.0,,,0.0,0.0,,10.88,34.14,142.45,46.63,,,44.36,139.43,,1.0,0.58,0.33,0.0,,,0.0,0.0,,0.0,0.42,0.58,,21452,9536,11916,0.56,0,1,0.0,1175.74,295.88,151.0,38.0,79.78,5808.2,319.13,10.0,728.0,40.0
050US01089,73.0,58.0,,68.0,26.0,,70.0,43.0,,7.36,19.73,,14.99,47.46,,11.38,33.64,,1.0,0.79,,0.93,0.36,,0.96,0.59,,0.9,0.1,0.0,,334811,279763,55048,0.16,0,0,0.15,673.2,301.92,1621.0,727.0,344.76,5818.97,352.99,838.0,14144.0,858.0
050US01091,5.0,3.0,3.0,0.0,,,0.0,,,15.0,55.36,176.94,85.94,,,90.28,,,0.83,0.5,0.5,0.0,,,0.0,,,0.0,0.0,1.0,,21027,6452,14575,0.69,0,1,0.0,618.81,156.77,75.0,19.0,507.45,4758.34,399.3,61.0,572.0,48.0
050US01093,8.0,3.0,3.0,5.0,1.0,1.0,0.0,,,11.89,32.08,95.38,27.19,91.49,322.41,58.18,,,1.0,0.38,0.38,0.62,0.12,0.12,0.0,,,0.0,0.0,1.0,,30776,3430,27346,0.89,0,0,0.0,1037.69,612.94,193.0,114.0,536.59,0.0,330.62,99.0,0.0,61.0
050US01095,17.0,12.0,5.0,1.0,0.0,,11.0,5.0,,10.4,28.88,90.12,46.04,177.45,,25.36,84.2,,0.94,0.67,0.28,0.06,0.0,,0.61,0.28,,0.0,0.72,0.28,,93019,43469,49550,0.53,0,0,0.07,458.01,192.93,273.0,115.0,516.98,17093.84,335.7,308.0,10184.0,200.0
050US01097,108.0,84.0,,103.0,36.0,,102.0,20.0,,9.37,26.64,,16.42,51.24,,19.5,60.09,,0.94,0.73,,0.9,0.31,,0.89,0.17,,0.89,0.1,0.02,1.0,412999,330310,82682,0.2,1,0,0.0,1028.72,437.45,2782.0,1183.0,59.29,2568.87,3.73,159.0,6889.0,10.0
050US01099,4.0,2.0,,0.0,,,0.0,,,25.88,84.49,,86.0,,,86.0,,,0.57,0.29,,0.0,,,0.0,,,0.0,0.14,0.86,,23068,4834,18234,0.79,0,1,0.0,653.69,403.97,89.0,55.0,506.86,1550.39,313.06,68.0,208.0,42.0
050US01101,63.0,54.0,,62.0,12.0,,61.0,5.0,,7.87,23.33,,16.23,53.7,,18.01,61.88,,0.97,0.83,,0.95,0.18,,0.94,0.08,,0.85,0.15,0.0,,229363,205300,24063,0.1,0,1,0.0,1141.4,266.37,1714.0,400.0,428.22,7960.01,316.31,639.0,11878.0,472.0
050US01103,27.0,19.0,14.0,2.0,0.0,,13.0,1.0,,7.05,18.44,66.32,38.27,195.8,,28.37,76.94,,1.0,0.7,0.52,0.07,0.0,,0.48,0.04,,0.7,0.26,0.04,,119490,73370,46120,0.39,0,0,0.0,856.74,438.15,657.0,336.0,793.11,18182.42,783.92,604.0,13847.0,597.0
050US01105,0.0,0.0,,0.0,,,0.0,,,43.49,160.95,,99.99,,,88.36,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,1.0,,10591,0,10591,1.0,0,1,0.0,530.94,66.37,32.0,4.0,305.6,882.85,203.74,18.0,52.0,12.0
050US01107,4.0,1.0,1.0,0.0,,,1.0,0.0,,20.16,87.68,255.79,108.92,,,38.89,147.78,,0.8,0.2,0.2,0.0,,,0.2,0.0,,0.0,0.8,0.2,,19746,0,19746,1.0,0,0,0.0,585.67,330.38,78.0,44.0,1439.39,13787.88,833.33,190.0,1820.0,110.0
050US01109,6.0,3.0,1.0,0.0,,,0.0,,,18.38,52.97,197.59,77.46,,,57.41,,,0.75,0.38,0.12,0.0,,,0.0,,,0.0,0.75,0.25,,32899,15897,17002,0.52,0,1,0.17,981.11,278.48,229.0,65.0,358.13,13686.57,284.78,83.0,3172.0,66.0
050US01111,3.0,2.0,1.0,0.0,,,0.0,0.0,,23.22,67.83,215.26,56.45,,,52.28,176.06,,0.5,0.33,0.17,0.0,,,0.0,0.0,,0.0,0.0,1.0,,22913,4275,18638,0.81,0,0,0.0,975.44,761.84,137.0,107.0,481.14,13613.53,106.13,68.0,1924.0,15.0
050US01113,11.0,8.0,,11.0,4.0,,11.0,4.0,,14.78,46.22,,18.62,61.43,,18.61,61.43,,0.85,0.62,,0.85,0.31,,0.85,0.31,,0.69,0.31,0.0,,52947,34199,18748,0.35,0,1,0.0,1241.73,407.81,475.0,156.0,606.94,10448.92,556.13,227.0,3908.0,208.0
050US01115,12.0,5.0,,5.0,0.0,,5.0,0.0,,13.41,43.71,,35.15,122.88,,34.0,140.8,,0.92,0.38,,0.38,0.0,,0.38,0.0,,0.08,0.77,0.15,,83593,22740,60853,0.73,1,0,0.0,599.83,374.01,340.0,212.0,395.83,9514.09,293.8,225.0,5408.0,167.0
050US01117,44.0,27.0,,28.0,1.0,,40.0,2.0,,12.1,34.61,,29.04,91.86,,21.64,70.44,,0.92,0.56,,0.58,0.02,,0.83,0.04,,0.81,0.17,0.02,,195085,150323,44762,0.23,1,0,0.0,360.92,240.85,505.0,337.0,355.55,4665.5,341.33,500.0,6561.0,480.0
050US01119,0.0,0.0,,0.0,,,0.0,0.0,,44.28,217.23,,49.35,,,53.66,240.15,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,0.0,1.0,,13763,0,13763,1.0,0,1,0.0,551.09,91.85,48.0,8.0,387.32,2441.31,58.69,33.0,208.0,5.0
050US01121,15.0,5.0,,4.0,0.0,,4.0,0.0,,20.88,67.07,,50.85,183.4,,40.66,186.48,,0.68,0.23,,0.18,0.0,,0.18,0.0,,0.05,0.59,0.36,,82291,36360,45931,0.56,0,0,0.0,1094.79,450.46,576.0,237.0,608.06,15360.71,441.18,317.0,8008.0,230.0
050US01123,8.0,1.0,,0.0,,,1.0,0.0,,22.17,108.15,,78.73,,,57.98,198.83,,0.8,0.1,,0.0,,,0.1,0.0,,0.0,0.2,0.8,,41616,10726,30890,0.74,0,0,0.0,1014.75,562.87,256.0,142.0,694.8,11628.0,255.56,174.0,2912.0,64.0
050US01125,46.0,35.0,19.0,0.0,,,45.0,22.0,,7.76,25.62,97.67,67.61,,,12.73,42.93,,0.98,0.74,0.4,0.0,,,0.96,0.47,,0.81,0.19,0.0,,194656,145003,49653,0.26,0,0,0.0,653.27,252.74,946.0,366.0,380.42,7995.68,345.14,550.0,11560.0,499.0
050US01127,18.0,8.0,6.0,11.0,3.0,,13.0,4.0,,12.78,37.16,111.91,24.81,74.07,,22.08,66.9,,1.0,0.44,0.33,0.61,0.17,,0.72,0.22,,0.0,0.83,0.17,,67023,17367,49656,0.74,0,0,0.0,955.17,440.66,388.0,179.0,706.55,3115.79,87.38,283.0,1248.0,35.0
050US01129,0.0,0.0,,0.0,,,0.0,,,68.15,416.09,,82.95,,,88.55,,,0.0,0.0,,0.0,,,0.0,,,0.0,0.6,0.4,,17581,0,17581,1.0,1,0,0.0,491.68,160.74,52.0,17.0,476.24,10000.95,342.89,50.0,1050.0,36.0
050US01131,3.0,1.0,1.0,0.0,,,0.0,,,20.79,66.96,199.16,138.66,,,139.51,,,0.75,0.25,0.25,0.0,,,0.0,,,0.0,0.0,1.0,,11670,0,11670,1.0,0,1,0.0,324.34,,22.0,,784.67,0.0,0.0,52.0,0.0,0.0
050US01133,3.0,3.0,3.0,0.0,0.0,,0.0,,,19.5,53.85,171.45,48.98,160.17,,48.06,,,0.43,0.43,0.43,0.0,0.0,,0.0,,,0.0,0.14,0.86,,24484,3699,20785,0.85,0,0,0.0,929.36,612.84,138.0,91.0,625.89,12735.56,435.4,92.0,1872.0,64.0
050US02013,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,3141,0,3141,1.0,0,0,0.01,,,,,101.73,7053.24,33.91,3.0,208.0,1.0
050US02016,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,5561,0,5561,1.0,0,0,0.03,,,,,,,,,,
050US02020,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,0.13,0.0,,291826,279811,12015,0.04,0,0,0.01,,,,,,,,,,
050US02050,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,17013,4434,12579,0.74,0,0,0.01,,,,,44.44,1386.67,35.56,5.0,156.0,4.0
050US02060,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,997,0,997,1.0,0,0,0.34,,,,,970.87,58899.68,809.06,6.0,364.0,5.0
050US02068,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,1826,0,1826,1.0,0,0,0.01,,,,,,,,,,
050US02070,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,4847,0,4847,1.0,0,0,0.02,,,,,63.37,0.0,31.69,2.0,0.0,1.0
050US02090,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,0.21,0.05,,97581,67457,30124,0.31,0,0,0.0,,,,,,,,,,
050US02100,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,2508,0,2508,1.0,0,0,0.0,,,,,306.56,44635.19,183.94,5.0,728.0,3.0
050US02105,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,2150,0,2150,1.0,0,0,0.01,,,,,,,,,,
050US02110,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,31275,24537,6738,0.22,0,0,0.02,,,,,67.39,,40.43,15.0,,9.0
050US02122,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,55400,11447,43953,0.79,0,0,0.17,,,,,50.23,2199.72,34.37,19.0,832.0,13.0
050US02130,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,,13477,10352,3125,0.23,0,0,0.01,,,,,,,,,,
050US02150,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,13592,9335,4257,0.31,0,0,0.03,,,,,,,,,,
050US02158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7459,0,7459,1.0,0,0,0.02,,,,,,,,,,
050US02164,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,1635,0,1635,1.0,0,0,0.02,,,,,946.97,34469.7,189.39,10.0,364.0,2.0
050US02170,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.54,0.46,,88995,44236,44759,0.5,0,0,0.53,,,,,4.26,1551.69,8.53,3.0,1092.0,6.0
050US02180,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,9492,3222,6270,0.66,0,0,0.03,,,,,16.01,12485.99,64.03,1.0,780.0,4.0
050US02185,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,9430,3835,5595,0.59,0,0,0.0,,,,,,,,,,
050US02188,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,7523,3200,4323,0.57,0,0,0.0,,,,,,,,,,
050US02195,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,3815,0,3815,1.0,0,0,0.0,,,,,288.46,20000.0,48.08,6.0,416.0,1.0
050US02198,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,5559,0,5559,1.0,0,0,0.04,,,,,,,,,,
050US02220,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,8881,7027,1854,0.21,0,0,0.0,,,,,120.44,8052.31,17.21,7.0,468.0,1.0
050US02230,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,968,0,968,1.0,0,0,0.19,,,,,,,,,,
050US02240,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,7029,0,7029,1.0,0,0,0.02,,,,,,,,,,
050US02261,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,9636,0,9636,1.0,0,0,0.01,,,,,,,,,,
050US02275,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,2369,0,2369,1.0,0,0,0.0,,,,,,,,,,
050US02282,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,662,0,662,1.0,0,0,0.01,,,,,,,,,,
050US02290,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,,5588,0,5588,1.0,0,0,0.0,,,,,,,,,,
050US04001,10.0,7.0,7.0,,,,0.0,,,26.46,108.77,273.1,,,,79.0,,,0.62,0.44,0.44,,,,0.0,,,0.0,0.12,0.88,,71518,18551,52967,0.74,0,0,0.68,283.75,178.74,127.0,80.0,174.41,2209.2,118.51,78.0,988.0,53.0
050US04003,26.0,,,15.0,,,28.0,16.0,5.0,16.7,,,40.06,,,14.3,46.82,140.67,0.81,,,0.47,,,0.88,0.5,0.16,0.38,0.25,0.38,,131346,83666,47680,0.36,0,0,0.0,1140.61,511.31,870.0,390.0,269.82,5209.38,271.15,202.0,3900.0,203.0
050US04005,20.0,,,,,,20.0,,,30.24,,,,,,26.24,,,0.71,,,,,,0.71,,,0.54,0.11,0.36,,134421,92124,42297,0.31,0,0,0.38,575.46,287.23,573.0,286.0,457.82,12799.82,382.52,456.0,12749.0,381.0
