HEROP_ID,DmySgrg
050US48355,0
050US51720,0
050US51740,0
050US18143,0
050US18171,0
050US18177,0
050US19097,0
050US19141,0
050US19055,0
050US19073,0
050US19079,0
050US40041,0
050US46111,0
050US51810,0
050US20087,0
050US20089,0
050US46109,0
050US46121,0
050US53051,0
050US53059,0
050US54011,0
050US23011,0
050US24019,0
050US38103,0
050US30101,0
050US31003,0
050US48275,0
050US31029,0
050US24025,1
050US24035,1
050US25009,1
050US26015,0
050US38045,0
050US38051,0
050US38095,0
050US38101,0
050US25003,0
050US25011,1
050US25021,1
050US26159,0
050US26165,0
050US40151,0
050US42073,0
050US42083,0
050US48441,0
050US48451,0
050US55123,0
050US47115,1
050US47125,0
050US51153,1
050US46015,0
050US46035,0
050US46039,0
050US46049,0
050US51075,1
050US45001,0
050US48045,0
050US51181,0
050US29005,0
050US29009,0
050US39159,1
050US31171,0
050US48145,0
050US36057,0
050US36067,1
050US39105,0
050US27153,0
050US27157,0
050US28013,0
050US26023,0
050US37001,0
050US55077,0
050US29203,0
050US29133,0
050US29149,0
050US31031,0
050US31035,0
050US31037,0
050US38027,0
050US13205,0
050US13315,0
050US16033,0
050US17043,1
050US47101,0
050US48385,0
050US48399,0
050US55085,0
050US40131,0
050US48093,0
050US36019,0
050US31051,0
050US41025,0
050US47087,0
050US28023,0
050US48485,0
050US48489,0
050US50025,0
050US21075,0
050US21083,0
050US26027,0
050US30067,0
050US30095,0
050US36073,1
050US48049,0
050US48069,0
050US13273,1
050US45081,0
050US46005,0
050US46011,0
050US29021,0
050US29035,0
050US26037,0
050US26051,0
050US40001,0
050US40005,0
050US40033,0
050US08053,0
050US12031,1
050US12119,0
050US13073,0
050US55105,0
050US55119,0
050US41011,0
050US51079,0
050US32013,0
050US27095,0
050US27101,0
050US27109,0
050US27125,0
050US54049,0
050US54073,0
050US55067,0
050US55073,0
050US17137,0
050US42121,0
050US44001,0
050US48107,0
050US39099,0
050US39103,1
050US32009,0
050US41027,0
050US41049,0
050US48507,0
050US49009,0
050US49021,0
050US56041,0
050US51011,0
050US51025,0
050US21045,0
050US21113,0
050US21141,0
050US41059,0
050US40017,1
050US56045,0
050US23019,0
050US51043,1
050US48251,0
050US51135,0
050US22095,1
050US22125,0
050US26061,0
050US48231,0
050US48279,0
050US04003,0
050US29081,0
050US31023,0
050US37189,0
050US38007,0
050US51630,1
050US42013,0
050US42117,0
050US26065,0
050US29167,0
050US19191,0
050US29085,0
050US40035,0
050US49027,0
050US50009,0
050US47139,0
050US47153,1
050US48497,0
050US13223,1
050US55127,0
050US56001,0
050US56005,0
050US21201,0
050US20023,0
050US47169,1
050US50019,0
050US48413,0
050US46059,0
050US46063,0
050US46077,0
050US46087,0
050US46089,0
050US56015,0
050US47177,0
050US48017,0
050US48131,0
050US48143,0
050US42011,0
050US42019,1
050US42105,0
050US42115,0
050US51049,0
050US26017,0
050US51685,1
050US48163,0
050US48165,0
050US48179,0
050US28047,0
050US48285,0
050US48303,0
050US51540,0
050US51570,1
050US51610,1
050US02060,0
050US02068,0
050US02188,0
050US02230,0
050US02275,0
050US30019,0
050US39025,1
050US39053,0
050US39067,0
050US31153,1
050US02013,0
050US40093,0
050US40103,0
050US40053,0
050US31081,0
050US31109,0
050US31119,0
050US01057,0
050US01111,0
050US05021,0
050US05023,0
050US05037,0
050US27071,0
050US19197,0
050US20013,0
050US40107,0
050US31053,0
050US31123,0
050US21041,0
050US39135,0
050US39119,0
050US05051,0
050US31095,0
050US29173,0
050US40021,0
050US36079,1
050US36097,0
050US29011,0
050US39127,1
050US20045,0
050US20051,0
050US20055,0
050US29177,1
050US28153,0
050US28159,0
050US28161,0
050US20173,1
050US20177,0
050US20185,0
050US29017,0
050US29047,1
050US20059,0
050US39163,0
050US29105,0
050US29109,0
050US31137,0
050US33003,0
050US39009,0
050US19181,0
050US19185,0
050US19187,0
050US21207,0
050US38065,0
050US06111,0
050US08009,0
050US08011,0
050US08017,0
050US29125,0
050US31133,0
050US20175,0
050US22023,0
050US22041,0
050US22051,1
050US22075,1
050US39171,0
050US20017,0
050US20183,0
050US20189,0
050US20037,0
050US20027,0
050US20031,0
050US29223,0
050US29510,1
050US21021,0
050US36107,0
050US20159,0
050US20169,0
050US21137,0
050US39147,0
050US39153,0
050US40037,0
050US34037,1
050US32023,0
050US32510,0
050US40039,0
050US40043,0
050US39131,0
050US29077,0
050US28115,0
050US28129,0
050US31177,1
050US20125,0
050US20209,1
050US21001,0
050US21077,1
050US23021,0
050US24009,1
050US06103,0
050US40009,0
050US40019,0
050US31041,0
050US38089,0
050US26131,0
050US38061,0
050US29001,0
050US51790,0
050US40069,0
050US46097,0
050US21171,0
050US26075,0
050US26079,0
050US26095,0
050US26133,0
050US26143,0
050US39007,0
050US36121,0
050US37121,0
050US37141,0
050US39073,1
050US39077,0
050US46099,0
050US54015,0
050US26119,0
050US21103,1
050US36033,0
050US36051,1
050US31055,1
050US40047,0
050US13047,1
050US20131,0
050US20141,0
050US31047,0
050US47039,0
050US55025,0
050US39129,1
050US39019,0
050US35003,0
050US35021,0
050US35037,0
050US20193,0
050US21013,0
050US39097,1
050US28067,0
050US21173,0
050US29119,0
050US31161,0
050US55039,0
050US55059,1
050US39151,0
050US40031,0
050US28071,0
050US28085,0
050US39083,0
050US39091,0
050US29061,0
050US29067,0
050US40121,0
050US40127,0
050US46125,0
050US21199,0
050US26149,0
050US39157,0
050US26153,0
050US26155,0
050US27081,0
050US39117,1
050US27033,0
050US27043,0
050US39143,0
050US46107,0
050US48365,0
050US53013,0
050US39165,1
050US39133,0
050US39013,0
050US31065,0
050US31071,0
050US31089,0
050US39107,0
050US39121,0
050US21227,0
050US53029,0
050US53035,0
050US53041,0
050US51830,0
050US55015,0
050US55021,0
050US39017,1
050US35047,0
050US35057,0
050US33013,0
050US39155,0
050US28133,0
050US22003,0
050US22021,0
050US18059,1
050US20021,0
050US27141,0
050US27147,0
050US27151,0
050US35061,0
050US21213,0
050US13235,0
050US13249,0
050US20147,0
050US20151,0
050US20153,0
050US17019,0
050US47131,0
050US13065,0
050US13161,0
050US21111,1
050US19171,0
050US12099,0
050US12067,0
050US22121,0
050US01053,0
050US01067,0
050US21129,0
050US19077,0
050US19081,0
050US19089,0
050US13011,0
050US27131,0
050US27135,0
050US42079,0
050US45011,0
050US47181,0
050US48009,0
050US50003,0
050US19167,0
050US13207,0
050US18173,0
050US17179,0
050US13057,1
050US17057,0
050US13085,1
050US08115,0
050US13225,0
050US05089,0
050US19173,0
050US48417,0
050US48421,0
050US48431,0
050US48435,0
050US42047,0
050US13253,0
050US13277,0
050US48369,0
050US48381,1
050US17041,0
050US05113,0
050US26125,1
050US21169,0
050US48487,0
050US48493,0
050US42075,0
050US24510,1
050US25019,0
050US36095,0
050US19095,0
050US19099,0
050US13015,1
050US47075,0
050US17051,0
050US05055,0
050US08014,1
050US05065,0
050US05071,0
050US19101,0
050US19105,0
050US19109,0
050US12019,1
050US12049,0
050US19057,0
050US20061,0
050US42123,0
050US13095,1
050US27083,0
050US19161,0
050US13049,0
050US42119,0
050US13177,1
050US36099,0
050US33001,0
050US08099,0
050US45037,0
050US29055,0
050US26001,0
050US13167,0
050US27093,0
050US27099,0
050US21145,0
050US26039,0
050US26045,0
050US08041,0
050US19137,0
050US13043,0
050US18069,0
050US18073,1
050US37087,1
050US37155,0
050US38105,0
050US48139,0
050US48403,0
050US48481,0
050US41001,0
050US41045,0
050US42063,0
050US45053,0
050US18029,1
050US18131,0
050US18139,0
050US08047,1
050US08089,0
050US19047,0
050US40061,0
050US29137,0
050US31169,0
050US47161,0
050US17023,0
050US19043,0
050US19053,0
050US20171,0
050US19133,0
050US26019,0
050US26035,0
050US20071,0
050US20123,0
050US42065,0
050US44003,0
050US17061,0
050US18105,0
050US18117,0
050US18137,0
050US05083,0
050US40081,1
050US19071,0
050US19023,0
050US19029,0
050US08103,0
050US08109,0
050US05031,0
050US26009,0
050US27117,0
050US27121,0
050US27041,0
050US19115,0
050US19125,0
050US13187,0
050US17009,0
050US08119,0
050US12001,0
050US09015,0
050US12027,0
050US05123,0
050US26011,0
050US18043,1
050US21215,1
050US21221,0
050US22059,0
050US22073,1
050US22083,0
050US22087,1
050US40071,0
050US09003,1
050US05141,0
050US26117,1
050US26121,0
050US49055,0
050US42081,0
050US19061,0
050US19067,0
050US19139,0
050US19143,0
050US19153,0
050US19157,0
050US26101,0
050US19005,0
050US19013,0
050US19019,0
050US20139,0
050US42069,0
050US40115,0
050US27045,0
050US27123,0
050US13099,0
050US16053,0
050US54061,0
050US42007,1
050US48353,0
050US48357,0
050US48367,0
050US54069,0
050US28037,0
050US28041,0
050US48221,0
050US48227,0
050US38087,0
050US13089,1
050US12061,0
050US13285,0
050US17085,0
