HEROP_ID,TotTracts,FqhcCtTmDr,FqhcAvTmDr,FqhcTmDrP,HospCtTmDr,HospAvTmDr,HospTmDrP,RxCtTmDr,RxAvTmDr,RxTmDrP,MhCtTmDr,MhAvTmDr,MhTmDrP,SutpCtTmDr,SutpAvTmDr,SutpTmDrP,OtpCtTmDr,OtpAvTmDr,OtpTmDrP,OpRxRt20,OdMortRt14,OdMortRt15,OdMortRt16,OdMortRt17,OdMortRt18,OdMortRt19,OdMortRt20,OdMortRtAv
050US28115,6,6.0,9.7,1.0,6.0,15.74,1.0,6.0,9.34,1.0,6.0,12.9,1.0,6.0,15.74,1.0,0.0,89.96,0.0,26.8,13.7,14.8,16.3,18.2,16.8,16.2,20.5,16.46
050US28117,5,4.0,17.73,0.8,4.0,17.73,0.8,5.0,11.44,1.0,4.0,14.13,0.8,2.0,24.23,0.4,0.0,79.18,0.0,38.8,12.8,13.9,15.4,17.7,15.9,17.6,19.5,16.1
050US28119,3,3.0,9.34,1.0,1.0,30.92,0.33,3.0,9.34,1.0,3.0,9.34,1.0,1.0,30.2,0.33,0.0,83.24,0.0,8.5,13.4,15.0,16.3,17.4,17.4,14.8,18.8,16.18
050US28121,27,26.0,11.57,0.96,26.0,14.6,0.96,26.0,6.12,0.96,26.0,14.56,0.96,25.0,15.7,0.93,21.0,22.72,0.78,63.3,11.0,11.9,17.6,13.2,14.8,14.9,24.6,14.48
050US28123,6,0.0,42.64,0.0,5.0,10.52,0.83,5.0,7.04,0.83,5.0,16.5,0.83,5.0,16.5,0.83,0.0,60.46,0.0,23.7,10.0,11.4,11.7,12.8,13.2,8.9,10.5,11.6
050US28125,2,2.0,5.29,1.0,2.0,5.26,1.0,2.0,5.26,1.0,2.0,5.26,1.0,2.0,5.26,1.0,0.0,120.84,0.0,5.7,10.5,11.7,12.9,13.8,13.8,7.1,9.8,11.86
050US28127,5,5.0,7.73,1.0,5.0,10.95,1.0,5.0,7.73,1.0,5.0,10.95,1.0,4.0,20.67,0.8,0.0,57.15,0.0,29.7,12.8,13.5,15.9,16.8,16.4,16.0,18.6,15.72
050US28129,3,2.0,11.41,0.67,2.0,23.58,0.67,2.0,22.31,0.67,2.0,22.31,0.67,2.0,23.56,0.67,0.0,91.95,0.0,4.1,12.2,12.5,14.0,14.9,15.8,19.7,20.8,15.38
050US28131,3,1.0,32.87,0.33,2.0,16.1,0.67,3.0,12.34,1.0,3.0,12.34,1.0,3.0,12.34,1.0,0.0,54.35,0.0,60.2,18.3,18.8,22.6,21.5,22.7,22.4,24.8,21.6
050US28133,7,7.0,0.0,1.0,7.0,6.33,1.0,7.0,10.47,1.0,6.0,11.03,0.86,0.0,44.94,0.0,,,,28.7,9.5,11.7,12.6,12.3,14.0,7.5,9.9,11.62
050US28135,4,1.0,43.49,0.25,3.0,20.04,0.75,3.0,11.16,0.75,2.0,20.78,0.5,0.0,45.85,0.0,,,,18.9,12.3,13.0,14.1,16.5,16.6,11.0,13.9,14.24
050US28137,5,2.0,28.55,0.4,4.0,20.85,0.8,4.0,16.74,0.8,4.0,16.8,0.8,2.0,26.68,0.4,0.0,57.09,0.0,39.2,13.4,16.6,17.4,16.5,20.0,21.7,27.1,18.44
050US28139,4,4.0,5.66,1.0,4.0,11.59,1.0,4.0,5.66,1.0,4.0,12.05,1.0,0.0,51.68,0.0,0.0,91.13,0.0,19.3,13.3,16.2,17.0,19.4,19.5,8.4,10.6,16.1
050US28141,4,2.0,24.26,0.5,3.0,15.83,0.75,4.0,2.88,1.0,3.0,15.83,0.75,3.0,15.83,0.75,0.0,50.53,0.0,56.3,19.6,19.0,19.9,21.2,21.2,29.7,28.4,22.2
050US28143,3,3.0,7.95,1.0,0.0,45.77,0.0,3.0,3.37,1.0,3.0,7.95,1.0,0.0,44.44,0.0,1.0,33.38,0.33,9.8,13.1,14.1,16.4,16.8,17.4,11.7,13.3,15.28
050US28145,6,6.0,17.05,1.0,6.0,17.05,1.0,6.0,17.05,1.0,6.0,15.1,1.0,1.0,36.58,0.17,0.0,87.09,0.0,70.3,12.9,12.9,14.7,15.2,16.5,8.5,9.5,13.56
050US28147,3,3.0,0.0,1.0,3.0,13.68,1.0,3.0,5.63,1.0,3.0,13.68,1.0,1.0,39.51,0.33,0.0,102.13,0.0,20.4,16.9,20.5,23.1,21.7,21.8,19.2,20.3,21.26
050US28149,12,12.0,11.26,1.0,12.0,10.18,1.0,12.0,5.56,1.0,12.0,10.42,1.0,12.0,10.42,1.0,0.0,66.5,0.0,78.9,8.9,9.9,11.3,11.6,11.7,9.7,11.9,10.84
050US28151,19,19.0,7.72,1.0,16.0,11.96,0.84,19.0,4.32,1.0,16.0,11.77,0.84,0.0,58.06,0.0,,,,69.0,8.8,9.7,12.3,11.5,11.6,6.4,8.9,10.3
050US28153,4,4.0,7.82,1.0,3.0,18.27,0.75,3.0,18.27,0.75,3.0,18.27,0.75,3.0,18.27,0.75,0.0,80.45,0.0,33.1,15.6,15.9,17.2,17.3,17.4,15.6,21.3,16.68
050US28155,3,0.0,44.37,0.0,2.0,15.61,0.67,2.0,10.99,0.67,1.0,33.59,0.33,0.0,54.26,0.0,,,,104.8,11.7,12.4,14.3,15.1,15.1,12.2,14.6,13.82
050US28157,2,1.0,21.34,0.5,0.0,47.46,0.0,1.0,21.34,0.5,0.0,63.14,0.0,0.0,60.8,0.0,0.0,101.62,0.0,39.1,14.1,15.9,17.8,19.5,19.0,11.1,16.0,16.66
050US28159,5,3.0,28.27,0.6,5.0,14.65,1.0,5.0,14.65,1.0,5.0,8.8,1.0,5.0,16.49,1.0,0.0,98.64,0.0,28.8,11.7,11.6,13.7,14.2,13.9,10.6,13.3,12.8
050US28161,3,2.0,21.8,0.67,2.0,20.24,0.67,2.0,11.28,0.67,2.0,20.24,0.67,2.0,18.14,0.67,0.0,111.62,0.0,10.5,11.8,12.5,14.7,14.9,15.4,11.7,17.7,13.84
050US28163,6,5.0,6.4,0.83,5.0,16.94,0.83,5.0,13.24,0.83,0.0,45.66,0.0,0.0,60.09,0.0,0.0,63.33,0.0,10.5,10.3,10.2,12.0,12.8,12.1,9.5,12.7,11.32
050US29001,7,7.0,7.65,1.0,7.0,9.04,1.0,7.0,6.25,1.0,7.0,9.57,1.0,7.0,7.23,1.0,,,,85.3,15.2,16.5,18.2,18.3,19.9,12.4,19.8,17.06
050US29003,4,4.0,12.55,1.0,3.0,25.18,0.75,4.0,12.1,1.0,3.0,25.09,0.75,3.0,24.66,0.75,3.0,24.81,0.75,2.5,13.7,13.6,16.5,16.6,18.2,9.0,12.1,14.78
050US29005,2,0.0,41.54,0.0,2.0,11.83,1.0,2.0,0.0,1.0,0.0,42.49,0.0,0.0,46.84,0.0,0.0,81.81,0.0,62.5,11.6,12.9,14.4,15.4,15.2,7.3,9.4,13.04
050US29007,7,7.0,12.44,1.0,5.0,15.4,0.71,7.0,4.83,1.0,6.0,15.11,0.86,6.0,13.58,0.86,0.0,56.28,0.0,26.4,14.3,15.5,17.6,20.9,18.8,12.1,16.6,16.98
050US29009,7,6.0,21.67,0.86,6.0,17.25,0.86,6.0,17.25,0.86,2.0,33.6,0.29,6.0,17.25,0.86,0.0,77.34,0.0,53.2,13.2,15.5,16.2,17.1,16.3,13.5,19.7,15.72
050US29011,3,3.0,12.52,1.0,3.0,12.52,1.0,3.0,12.52,1.0,0.0,35.67,0.0,3.0,12.52,1.0,0.0,55.59,0.0,35.1,17.3,18.3,21.0,23.0,24.3,14.8,18.7,20.28
050US29013,4,4.0,16.85,1.0,4.0,16.85,1.0,4.0,4.72,1.0,4.0,16.85,1.0,4.0,16.85,1.0,0.0,71.03,0.0,28.8,19.3,18.2,23.3,23.4,25.5,26.4,25.2,23.36
050US29015,6,4.0,19.73,0.67,0.0,48.4,0.0,5.0,13.24,0.83,3.0,25.21,0.5,3.0,25.21,0.5,0.0,50.9,0.0,32.3,16.3,18.6,19.6,21.3,23.8,19.2,25.9,20.5
050US29017,3,2.0,20.74,0.67,0.0,46.37,0.0,2.0,20.74,0.67,0.0,48.36,0.0,2.0,20.74,0.67,0.0,59.19,0.0,17.6,20.0,21.1,26.4,26.4,28.3,13.4,20.0,23.12
050US29019,29,29.0,7.96,1.0,29.0,10.0,1.0,29.0,5.37,1.0,29.0,8.54,1.0,29.0,8.88,1.0,28.0,13.87,0.97,80.3,12.2,14.0,14.3,15.1,19.4,16.4,19.2,15.84
050US29021,25,25.0,5.94,1.0,25.0,9.51,1.0,25.0,5.6,1.0,25.0,8.13,1.0,25.0,7.81,1.0,25.0,11.82,1.0,54.4,12.9,12.0,14.0,14.7,16.4,16.9,24.4,14.8
050US29023,10,9.0,12.41,0.9,9.0,12.41,0.9,10.0,9.4,1.0,9.0,11.97,0.9,9.0,9.93,0.9,9.0,14.33,0.9,125.4,24.2,21.5,24.0,27.1,31.7,25.2,41.0,25.9
050US29025,2,2.0,0.0,1.0,0.0,45.09,0.0,1.0,21.98,0.5,0.0,40.47,0.0,0.0,44.74,0.0,0.0,80.18,0.0,6.6,16.5,18.3,20.3,21.6,21.0,15.9,20.1,19.42
050US29027,8,8.0,13.22,1.0,8.0,12.82,1.0,8.0,9.38,1.0,8.0,11.06,1.0,8.0,16.25,1.0,1.0,43.62,0.12,18.9,15.7,17.7,19.4,20.0,21.5,17.8,22.8,19.28
050US29029,11,10.0,12.84,0.91,6.0,30.17,0.55,10.0,12.58,0.91,9.0,18.65,0.82,9.0,19.15,0.82,0.0,99.3,0.0,49.7,16.4,19.5,21.8,21.3,22.4,20.4,22.0,21.08
050US29031,16,14.0,20.8,0.88,16.0,11.08,1.0,16.0,5.33,1.0,15.0,12.93,0.94,15.0,9.29,0.94,14.0,15.19,0.88,102.8,13.9,14.9,19.2,16.2,22.3,20.4,25.0,18.6
050US29033,3,1.0,20.2,0.33,1.0,20.2,0.33,1.0,20.2,0.33,1.0,20.2,0.33,0.0,55.7,0.0,0.0,92.39,0.0,49.8,15.6,17.5,19.0,21.4,20.9,14.4,19.4,18.64
050US29035,2,2.0,12.92,1.0,0.0,42.34,0.0,2.0,12.92,1.0,0.0,41.72,0.0,2.0,12.92,1.0,0.0,43.12,0.0,15.6,21.7,23.4,26.2,27.9,29.3,21.8,26.0,25.72
050US29037,20,16.0,16.79,0.8,20.0,12.8,1.0,20.0,6.33,1.0,20.0,12.12,1.0,20.0,12.34,1.0,11.0,32.74,0.55,41.6,13.2,13.4,14.5,15.8,17.1,14.9,16.8,15.14
050US29039,3,1.0,24.26,0.33,1.0,24.26,0.33,3.0,4.88,1.0,1.0,24.26,0.33,1.0,24.26,0.33,0.0,78.75,0.0,63.2,18.3,22.3,23.4,26.6,26.6,19.5,24.2,23.68
050US29041,3,3.0,15.28,1.0,0.0,38.93,0.0,3.0,15.28,1.0,0.0,39.87,0.0,0.0,43.6,0.0,0.0,93.8,0.0,6.5,15.3,16.6,18.9,20.3,20.4,10.6,14.5,17.36
050US29043,14,12.0,18.25,0.86,13.0,19.04,0.93,14.0,4.26,1.0,14.0,14.7,1.0,14.0,11.54,1.0,12.0,22.6,0.86,45.4,15.0,15.5,17.2,20.2,19.7,14.5,19.3,17.42
050US29045,3,3.0,9.79,1.0,2.0,29.3,0.67,3.0,9.79,1.0,1.0,31.44,0.33,3.0,9.79,1.0,0.0,59.1,0.0,39.2,12.8,14.5,15.8,16.8,16.8,10.4,14.2,14.86
050US29047,44,44.0,9.28,1.0,44.0,9.33,1.0,44.0,2.86,1.0,43.0,10.86,0.98,44.0,9.13,1.0,36.0,22.49,0.82,51.9,11.2,15.4,17.6,13.7,14.9,15.9,19.8,15.5
050US29049,4,3.0,18.26,0.75,4.0,15.29,1.0,4.0,4.13,1.0,4.0,9.35,1.0,3.0,21.28,0.75,1.0,41.89,0.25,27.6,15.5,19.3,19.7,19.8,18.8,14.5,18.9,18.42
050US29051,15,15.0,9.74,1.0,15.0,10.94,1.0,15.0,7.49,1.0,15.0,10.59,1.0,15.0,10.17,1.0,0.0,51.2,0.0,68.2,12.5,14.6,17.1,15.7,16.8,14.2,19.0,15.68
050US29053,5,2.0,33.84,0.4,5.0,11.56,1.0,5.0,11.56,1.0,4.0,12.95,0.8,5.0,11.88,1.0,0.0,38.37,0.0,14.7,14.7,18.1,20.2,21.5,19.0,9.1,11.5,17.58
050US29055,6,4.0,22.85,0.67,3.0,29.82,0.5,6.0,8.84,1.0,6.0,13.81,1.0,6.0,13.81,1.0,,,,5.2,21.5,27.1,27.0,27.9,27.3,35.0,33.6,28.86
050US29057,2,2.0,12.03,1.0,0.0,47.9,0.0,2.0,0.0,1.0,0.0,54.1,0.0,2.0,12.03,1.0,0.0,58.44,0.0,57.9,17.7,19.7,21.5,22.9,23.0,18.8,22.4,21.18
050US29059,3,2.0,22.62,0.67,0.0,47.81,0.0,3.0,15.98,1.0,0.0,44.0,0.0,0.0,44.0,0.0,0.0,56.14,0.0,16.1,17.7,21.2,20.8,23.3,23.4,19.1,21.2,21.56
050US29061,2,2.0,13.64,1.0,0.0,42.88,0.0,0.0,36.94,0.0,0.0,39.66,0.0,0.0,39.66,0.0,0.0,75.5,0.0,39.1,14.9,16.4,18.2,19.9,20.2,10.0,13.6,16.94
050US29063,2,0.0,38.69,0.0,0.0,39.26,0.0,1.0,17.7,0.5,1.0,29.32,0.5,1.0,29.42,0.5,0.0,47.87,0.0,4.1,14.3,16.8,17.4,20.5,19.1,9.5,14.4,16.66
050US29065,4,0.0,45.71,0.0,3.0,18.13,0.75,4.0,8.56,1.0,4.0,10.53,1.0,4.0,10.12,1.0,0.0,125.7,0.0,54.9,25.4,23.9,27.3,31.4,29.0,39.8,47.7,30.28
050US29067,3,3.0,14.48,1.0,0.0,72.37,0.0,1.0,34.4,0.33,0.0,75.12,0.0,1.0,43.74,0.33,0.0,76.39,0.0,8.2,16.8,20.4,22.9,21.7,21.7,10.5,13.3,19.44
050US29069,10,10.0,11.37,1.0,10.0,17.83,1.0,10.0,5.62,1.0,7.0,21.7,0.7,9.0,19.14,0.9,0.0,57.24,0.0,74.1,22.0,20.9,20.3,25.0,23.9,20.2,26.5,22.06
050US29071,17,14.0,18.74,0.82,13.0,20.94,0.76,17.0,4.98,1.0,14.0,17.83,0.82,16.0,17.36,0.94,0.0,66.51,0.0,48.3,23.3,23.6,34.1,28.3,35.1,41.0,47.3,32.42
050US29073,5,2.0,24.93,0.4,2.0,28.09,0.4,5.0,5.74,1.0,2.0,33.48,0.4,3.0,19.06,0.6,0.0,104.1,0.0,30.9,19.7,23.2,24.4,25.9,26.7,27.2,40.5,25.48
050US29075,2,2.0,0.0,1.0,1.0,15.84,0.5,1.0,15.92,0.5,0.0,44.72,0.0,0.0,55.55,0.0,0.0,74.18,0.0,32.1,13.9,15.1,17.5,19.3,18.1,11.4,14.6,16.28
050US29077,62,61.0,6.49,0.98,61.0,8.0,0.98,62.0,2.81,1.0,61.0,8.29,0.98,61.0,5.9,0.98,61.0,10.01,0.98,83.0,23.0,29.9,28.3,27.7,26.9,27.9,32.1,28.14
050US29079,4,0.0,36.96,0.0,4.0,9.2,1.0,4.0,9.2,1.0,4.0,4.26,1.0,4.0,9.2,1.0,,,,34.8,16.0,17.4,20.0,21.1,20.2,11.8,16.9,18.1
050US29081,3,3.0,5.89,1.0,2.0,21.98,0.67,2.0,10.68,0.67,2.0,21.98,0.67,0.0,62.77,0.0,0.0,98.68,0.0,35.7,15.1,15.7,17.9,19.2,19.2,12.6,15.1,16.92
050US29083,6,6.0,15.76,1.0,6.0,11.0,1.0,6.0,11.0,1.0,6.0,11.61,1.0,6.0,11.61,1.0,0.0,69.2,0.0,68.7,13.1,14.7,16.3,16.9,17.4,13.1,19.9,15.68
050US29085,3,3.0,0.0,1.0,0.0,61.68,0.0,3.0,14.03,1.0,0.0,50.4,0.0,0.0,46.2,0.0,0.0,79.31,0.0,16.9,18.9,21.1,24.3,25.1,24.4,22.3,23.6,23.44
050US29087,3,3.0,9.81,1.0,0.0,41.46,0.0,3.0,9.81,1.0,0.0,41.34,0.0,0.0,41.14,0.0,0.0,44.2,0.0,1.8,12.1,13.3,14.9,15.9,15.9,8.1,10.4,13.62
050US29089,3,0.0,40.21,0.0,2.0,31.03,0.67,3.0,9.08,1.0,2.0,31.32,0.67,2.0,31.87,0.67,0.0,48.12,0.0,59.3,14.8,16.4,17.6,20.1,18.8,8.5,10.8,16.28
050US29091,8,6.0,17.94,0.75,7.0,13.2,0.88,7.0,8.23,0.88,5.0,19.6,0.62,5.0,18.1,0.62,5.0,19.6,0.62,93.7,18.2,17.7,20.4,22.1,21.6,17.4,20.6,19.84
050US29093,4,4.0,1.45,1.0,2.0,19.67,0.5,3.0,10.48,0.75,0.0,42.3,0.0,2.0,19.8,0.5,0.0,107.77,0.0,9.2,25.0,26.4,30.2,33.9,31.3,30.5,37.8,30.46
050US29095,199,199.0,7.85,1.0,199.0,7.58,1.0,199.0,3.17,1.0,199.0,7.86,1.0,199.0,6.54,1.0,186.0,14.3,0.93,58.4,15.9,18.3,17.2,18.1,20.1,20.1,25.2,18.76
050US29097,22,22.0,16.26,1.0,20.0,15.33,0.91,22.0,4.23,1.0,22.0,10.75,1.0,22.0,9.63,1.0,19.0,15.87,0.86,95.8,15.2,11.8,15.3,16.3,15.6,13.7,19.7,14.54
050US29099,42,41.0,12.79,0.98,37.0,18.98,0.88,42.0,7.54,1.0,33.0,20.28,0.79,42.0,12.37,1.0,3.0,44.53,0.07,32.1,29.4,28.4,40.2,37.6,46.9,43.6,48.0,39.34
050US29101,9,8.0,16.18,0.89,8.0,17.76,0.89,9.0,10.88,1.0,8.0,15.44,0.89,8.0,15.0,0.89,1.0,44.29,0.11,31.5,9.3,10.0,12.0,11.7,12.3,8.0,9.7,10.8
050US29103,2,2.0,11.7,1.0,0.0,47.7,0.0,2.0,11.7,1.0,0.0,52.91,0.0,0.0,50.17,0.0,0.0,78.96,0.0,1.1,14.1,15.4,17.6,18.5,18.5,11.9,14.4,16.38
050US29105,6,6.0,5.24,1.0,6.0,7.74,1.0,6.0,6.14,1.0,6.0,8.24,1.0,6.0,6.14,1.0,0.0,64.9,0.0,36.4,13.9,16.2,17.4,17.1,22.0,16.9,23.1,17.92
050US29107,7,7.0,5.62,1.0,7.0,19.63,1.0,7.0,7.53,1.0,6.0,15.33,0.86,6.0,14.99,0.86,0.0,56.73,0.0,29.4,12.5,13.9,15.0,16.3,16.8,12.7,16.2,14.94
050US29109,7,5.0,20.51,0.71,6.0,17.9,0.86,7.0,6.89,1.0,4.0,30.47,0.57,6.0,15.67,0.86,0.0,49.82,0.0,35.7,15.4,18.3,18.7,20.2,18.3,17.3,22.5,18.56
050US29111,4,2.0,31.58,0.5,2.0,32.87,0.5,4.0,9.84,1.0,2.0,35.16,0.5,2.0,21.56,0.5,2.0,32.87,0.5,55.0,14.5,15.5,18.3,19.6,19.6,11.9,15.1,16.98
050US29113,7,6.0,17.13,0.86,6.0,17.13,0.86,7.0,9.56,1.0,3.0,33.1,0.43,7.0,16.63,1.0,0.0,50.73,0.0,27.4,18.9,21.6,25.0,23.9,28.8,32.4,34.9,26.34
050US29115,5,4.0,20.1,0.8,5.0,15.39,1.0,5.0,12.07,1.0,5.0,16.36,1.0,5.0,15.39,1.0,,,,18.0,15.1,17.2,17.8,18.9,19.6,9.5,12.8,16.6
050US29117,5,5.0,7.88,1.0,5.0,7.88,1.0,5.0,6.18,1.0,5.0,7.88,1.0,0.0,37.63,0.0,,,,21.1,16.9,20.0,20.4,23.3,21.2,19.5,21.9,20.88
050US29119,4,3.0,21.96,0.75,1.0,34.93,0.25,4.0,5.17,1.0,1.0,36.99,0.25,1.0,34.6,0.25,0.0,59.28,0.0,8.2,14.4,15.6,16.9,18.9,17.4,16.2,19.0,17.0
050US29121,5,4.0,15.06,0.8,4.0,13.91,0.8,4.0,11.31,0.8,3.0,34.26,0.6,4.0,29.07,0.8,0.0,77.19,0.0,31.2,16.1,15.8,17.6,18.8,21.2,9.2,12.3,16.52
050US29123,3,2.0,37.75,0.67,2.0,13.59,0.67,2.0,11.48,0.67,2.0,34.63,0.67,2.0,13.59,0.67,0.0,77.4,0.0,38.8,21.7,24.9,26.2,29.4,28.7,25.5,42.7,26.94
050US29125,3,0.0,42.38,0.0,0.0,38.39,0.0,2.0,10.22,0.67,0.0,38.39,0.0,1.0,38.18,0.33,0.0,102.15,0.0,5.2,18.9,20.0,23.0,25.2,26.8,21.2,37.1,23.24
050US29127,8,7.0,11.63,0.88,7.0,21.81,0.88,7.0,6.1,0.88,7.0,21.81,0.88,7.0,16.32,0.88,2.0,35.2,0.25,83.6,15.0,17.6,20.5,20.1,20.1,23.7,21.6,20.4
050US29129,2,2.0,0.0,1.0,0.0,44.71,0.0,0.0,44.71,0.0,0.0,44.71,0.0,0.0,44.71,0.0,0.0,122.86,0.0,21.7,13.5,14.8,16.6,17.8,17.8,9.6,12.4,15.32
050US29131,5,5.0,6.18,1.0,0.0,39.47,0.0,5.0,6.18,1.0,3.0,22.99,0.6,3.0,23.14,0.6,0.0,90.58,0.0,19.8,16.0,16.0,20.3,20.3,20.3,15.7,16.5,18.52
050US29133,4,4.0,9.72,1.0,2.0,27.47,0.5,4.0,1.69,1.0,2.0,27.47,0.5,4.0,9.78,1.0,0.0,56.53,0.0,64.3,21.1,21.6,24.7,25.6,26.4,12.7,15.3,22.2
050US29135,4,4.0,15.11,1.0,0.0,37.66,0.0,4.0,6.68,1.0,1.0,33.96,0.25,1.0,34.81,0.25,0.0,54.57,0.0,10.2,18.0,19.7,22.0,23.5,21.3,7.1,10.8,18.72
050US29137,3,3.0,6.47,1.0,1.0,37.17,0.33,3.0,6.47,1.0,1.0,37.17,0.33,1.0,37.53,0.33,0.0,65.39,0.0,7.8,15.3,16.7,19.4,20.9,21.0,13.6,17.2,18.32
050US29139,4,4.0,19.06,1.0,1.0,36.37,0.25,4.0,17.9,1.0,0.0,46.88,0.0,4.0,19.06,1.0,0.0,71.42,0.0,33.4,21.6,23.4,26.1,28.7,25.5,24.4,30.4,25.62
050US29141,5,4.0,9.84,0.8,0.0,51.13,0.0,4.0,11.71,0.8,2.0,31.73,0.4,2.0,31.73,0.4,0.0,67.94,0.0,6.3,17.3,18.5,19.1,19.7,20.3,10.7,15.8,17.66
050US29143,6,6.0,14.18,1.0,2.0,31.68,0.33,6.0,10.41,1.0,2.0,29.52,0.33,2.0,31.61,0.33,0.0,63.0,0.0,4.4,17.1,19.6,23.0,23.8,26.6,15.5,25.2,21.7
050US29145,12,11.0,12.7,0.92,11.0,11.72,0.92,12.0,6.03,1.0,11.0,11.62,0.92,11.0,10.84,0.92,6.0,30.82,0.5,17.8,12.4,14.7,15.0,17.4,19.1,13.7,18.9,15.98
050US29147,5,4.0,13.79,0.8,4.0,14.66,0.8,4.0,13.79,0.8,4.0,10.76,0.8,4.0,14.53,0.8,0.0,63.49,0.0,37.8,11.8,14.5,16.2,15.6,15.2,5.5,7.0,13.4
050US29149,3,2.0,20.38,0.67,0.0,52.43,0.0,3.0,0.0,1.0,0.0,49.91,0.0,0.0,48.38,0.0,0.0,49.91,0.0,7.6,20.9,22.7,26.0,29.4,26.2,12.4,15.7,23.34
050US29151,4,1.0,29.01,0.25,0.0,47.56,0.0,1.0,27.58,0.25,0.0,52.36,0.0,0.0,45.06,0.0,0.0,86.85,0.0,19.7,17.9,21.2,23.7,22.4,24.4,12.2,16.4,20.78
050US29153,2,1.0,25.14,0.5,0.0,55.37,0.0,1.0,25.14,0.5,0.0,54.38,0.0,0.0,54.07,0.0,0.0,69.59,0.0,13.7,20.0,21.1,25.0,24.4,25.2,17.1,22.9,22.56
050US29155,6,6.0,12.79,1.0,6.0,16.59,1.0,6.0,7.08,1.0,6.0,16.43,1.0,6.0,21.39,1.0,2.0,41.78,0.33,32.4,17.7,19.2,20.7,22.1,25.2,24.2,31.4,22.28
050US29157,5,5.0,9.59,1.0,5.0,8.77,1.0,5.0,1.64,1.0,5.0,8.77,1.0,5.0,7.88,1.0,0.0,50.55,0.0,7.0,17.7,20.7,23.1,23.2,22.6,18.8,22.0,21.68
050US29159,11,11.0,9.39,1.0,11.0,11.63,1.0,11.0,6.52,1.0,11.0,10.49,1.0,11.0,9.82,1.0,11.0,10.49,1.0,35.0,12.2,13.5,16.9,15.3,17.4,12.5,15.1,15.12
050US29161,10,9.0,8.72,0.9,9.0,12.66,0.9,9.0,7.53,0.9,9.0,9.48,0.9,9.0,11.04,0.9,,,,76.9,18.0,18.9,23.3,28.1,24.6,38.5,42.2,26.68
050US29163,5,5.0,13.11,1.0,5.0,18.62,1.0,5.0,11.35,1.0,0.0,45.03,0.0,5.0,10.49,1.0,0.0,79.22,0.0,40.2,16.8,18.7,19.7,21.5,22.7,20.6,17.6,20.64
050US29165,20,18.0,14.06,0.9,20.0,11.61,1.0,20.0,4.99,1.0,19.0,13.18,0.95,18.0,17.55,0.9,16.0,23.07,0.8,37.1,11.1,12.3,13.0,14.2,13.8,12.9,17.5,13.24
050US29167,4,4.0,6.69,1.0,1.0,31.23,0.25,3.0,9.56,0.75,4.0,14.28,1.0,3.0,17.41,0.75,0.0,45.42,0.0,60.6,17.4,19.7,24.7,25.3,23.5,23.0,25.0,23.24
050US29169,9,9.0,11.07,1.0,7.0,15.79,0.78,9.0,4.13,1.0,9.0,15.82,1.0,9.0,15.82,1.0,,,,31.8,18.1,21.3,24.9,22.9,24.5,37.2,48.5,26.16
050US29171,2,0.0,37.19,0.0,2.0,3.02,1.0,2.0,3.02,1.0,0.0,37.19,0.0,0.0,38.06,0.0,0.0,111.56,0.0,9.8,13.2,14.4,16.2,17.3,17.3,11.0,14.1,15.24
050US29173,3,2.0,23.08,0.67,0.0,49.34,0.0,2.0,31.67,0.67,2.0,24.3,0.67,2.0,23.08,0.67,0.0,61.4,0.0,11.9,15.7,16.5,18.5,20.3,19.7,13.0,16.4,17.6
050US29175,6,6.0,9.7,1.0,6.0,10.18,1.0,6.0,7.64,1.0,6.0,10.18,1.0,6.0,9.7,1.0,0.0,47.53,0.0,32.0,14.9,15.3,18.9,20.1,17.6,14.1,14.9,17.2
050US29177,4,2.0,19.35,0.5,4.0,17.07,1.0,4.0,10.95,1.0,1.0,29.89,0.25,3.0,19.03,0.75,0.0,64.99,0.0,36.0,16.2,18.4,21.1,20.7,20.2,14.3,15.9,18.94
050US29179,2,1.0,25.8,0.5,0.0,72.38,0.0,1.0,25.8,0.5,0.0,71.78,0.0,0.0,56.6,0.0,0.0,94.15,0.0,1.9,24.6,26.8,30.9,31.9,31.1,23.9,28.6,28.92
050US29181,4,4.0,11.72,1.0,4.0,18.3,1.0,4.0,18.3,1.0,0.0,43.29,0.0,4.0,18.3,1.0,0.0,49.84,0.0,39.5,19.2,20.9,24.6,24.7,24.8,16.7,20.9,22.34
050US29183,79,79.0,11.11,1.0,79.0,9.3,1.0,79.0,3.69,1.0,79.0,8.39,1.0,79.0,9.99,1.0,70.0,18.54,0.89,33.3,17.3,17.3,21.0,23.0,27.2,24.8,27.3,22.66
050US29185,3,0.0,33.52,0.0,3.0,18.05,1.0,3.0,7.99,1.0,0.0,33.52,0.0,3.0,16.61,1.0,0.0,86.98,0.0,34.0,18.1,20.0,22.7,22.5,24.5,9.8,13.3,19.9
050US29186,4,0.0,36.73,0.0,3.0,18.27,0.75,3.0,12.3,0.75,0.0,36.8,0.0,3.0,19.41,0.75,0.0,74.69,0.0,15.2,20.5,22.2,23.9,27.5,28.3,27.4,31.7,25.86
050US29187,11,10.0,15.53,0.91,11.0,14.63,1.0,11.0,6.93,1.0,9.0,16.77,0.82,10.0,16.66,0.91,0.0,88.29,0.0,99.5,36.0,30.9,35.0,33.2,35.7,39.0,43.0,34.76
