HEROP_ID,TotTracts
050US19035,4
050US20033,1
050US20149,4
050US21027,6
050US21147,4
050US21175,5
050US22005,14
050US22015,22
050US22025,3
050US22037,5
050US22091,2
050US22109,22
050US24029,6
050US24047,17
050US26055,17
050US27015,8
050US27167,2
050US28051,5
050US29013,4
050US29095,199
050US30053,5
050US35033,1
050US36059,284
050US38003,4
050US38055,2
050US40055,2
050US40117,5
050US42043,65
050US42097,24
050US45015,45
050US45067,8
050US47009,28
050US47129,5
050US48065,2
050US48157,76
050US12057,321
050US12089,13
050US13025,3
050US39167,16
050US40023,5
050US18007,3
050US18051,7
050US18123,5
050US20083,1
050US20203,1
050US21079,4
050US21123,4
050US21209,14
050US22065,5
050US22105,20
050US23025,17
050US26007,10
050US28017,4
050US48419,6
050US54083,7
050US06063,7
050US48129,2
050US48313,4
050US53027,17
050US54059,7
050US05119,95
050US06093,14
050US02170,24
050US13075,4
050US25005,126
050US13303,5
050US17017,5
050US22043,5
050US22127,4
050US10001,33
050US12075,10
050US27021,10
050US28089,21
050US29227,1
050US30043,3
050US30081,10
050US34027,100
050US36075,30
050US37021,56
050US37107,15
050US37145,7
050US37193,14
050US40141,5
050US41031,6
050US41047,58
050US27087,2
050US27173,4
050US28109,9
050US29027,8
050US30009,5
050US30033,1
050US31033,3
050US34031,100
050US35017,8
050US36009,21
050US36061,288
050US36071,79
050US37015,4
050US37101,25
050US37131,5
050US37159,30
050US37183,187
050US13201,3
050US13265,1
050US44009,30
050US45003,33
050US45007,39
050US45017,3
050US45035,25
050US45041,33
050US45045,111
050US45051,72
050US30007,2
050US30093,8
050US37051,68
050US37139,10
050US45061,7
050US46055,1
050US47045,8
050US47127,2
050US51081,3
050US51105,6
050US51195,11
050US54007,3
050US54099,11
050US42031,10
050US01009,9
050US01047,15
050US05073,2
050US06027,6
050US06053,94
050US06099,94
050US08111,1
050US12045,4
050US12105,154
050US12121,7
050US16041,2
050US16079,3
050US18021,6
050US48175,2
050US48503,4
050US51113,2
050US53033,398
050US53057,30
050US06091,1
050US18125,4
050US26003,4
050US27103,7
050US01039,14
050US01061,6
050US01075,3
050US04011,3
050US01013,9
050US01015,31
050US21235,8
050US22057,24
050US24023,7
050US26013,3
050US26071,5
050US47145,11
050US47183,11
050US48041,42
050US48079,1
050US48341,4
050US49005,26
050US49023,2
050US51103,4
050US51157,2
050US53019,3
050US53075,10
050US55011,5
050US56033,6
050US56039,4
050US05085,16
050US06089,48
050US08005,147
050US08033,1
050US01073,163
050US01129,5
050US02290,4
050US42131,7
050US45021,13
050US27137,67
050US28021,3
050US28053,3
050US28137,5
050US30003,5
050US30035,4
050US30061,2
050US30089,3
050US31009,1
050US32033,3
050US34009,33
050US36017,12
050US37019,33
050US37047,13
050US37079,4
050US37147,32
050US37173,5
050US45065,3
050US46003,1
050US47055,8
050US47085,5
050US05145,13
050US13107,6
050US16007,2
050US47119,17
050US47147,14
050US48015,6
050US48277,12
050US48391,2
050US48469,23
050US49057,50
050US51003,22
050US51031,12
050US51059,258
050US51121,16
050US51155,10
050US53067,50
050US54031,3
050US54057,7
050US54085,3
050US55007,6
050US55057,7
050US55121,8
050US41003,18
050US42023,2
050US42055,27
050US44007,141
050US21203,4
050US05017,4
050US13215,53
050US13301,2
050US16013,4
050US16031,6
050US17125,6
050US24015,19
050US24039,8
050US17007,7
050US18053,16
050US20065,2
050US21011,3
050US21067,82
050US21101,11
050US21133,7
050US22077,6
050US22103,43
050US08069,73
050US12029,4
050US27067,12
050US27119,10
050US20067,2
050US21089,9
050US26089,7
050US26141,7
050US32031,112
050US38097,4
050US47105,10
050US13309,2
050US17003,4
050US17189,4
050US19003,2
050US19163,47
050US20195,1
050US21187,3
050US22063,17
050US22101,17
050US08117,5
050US12007,4
050US13031,12
050US39123,13
050US40101,16
050US27069,2
050US27107,3
050US27145,29
050US28049,64
050US29171,2
050US30075,1
050US32011,1
050US34033,25
050US36113,19
050US37031,39
050US37113,9
050US38035,18
050US39055,21
050US46023,3
050US47093,112
050US01071,11
050US13019,6
050US48061,87
050US48185,6
050US48239,3
050US06011,5
050US16029,2
050US01021,9
050US01027,4
050US01029,4
050US04023,10
050US01093,8
050US05053,4
050US01103,27
050US01133,7
050US02070,2
050US02110,6
050US02150,5
050US02220,2
050US02261,3
050US48389,5
050US49017,2
050US51093,8
050US51171,9
050US53021,13
050US53055,5
050US05069,24
050US05107,6
050US06041,56
050US06077,139
050US08001,97
050US01059,9
050US01097,115
050US48283,1
050US48401,13
050US48459,7
050US49037,4
050US51027,7
050US51101,4
050US51147,5
050US51191,13
050US54003,14
050US54041,5
050US42017,143
050US05043,5
050US05049,2
050US02020,55
050US04021,75
050US13113,20
050US13151,25
050US13191,5
050US23027,8
050US24027,55
050US05135,4
050US09005,51
050US09013,29
050US12115,95
050US05101,2
050US05105,3
050US05115,11
050US05005,9
050US05009,7
050US08021,2
050US08039,7
050US08059,138
050US01037,3
050US08073,2
050US08101,55
050US08121,2
050US08125,2
050US05077,4
050US01017,9
050US05129,3
050US13063,50
050US13159,3
050US06031,27
050US06035,9
050US06075,197
050US08003,4
050US08015,5
050US13003,3
050US12035,21
050US12059,4
050US12087,31
050US12109,41
050US12111,45
050US05149,6
050US06021,6
050US06025,31
050US06061,85
050US06109,11
050US13117,45
050US13169,6
050US13197,2
050US17067,7
050US17183,24
050US13059,30
050US13069,9
050US13083,4
050US17053,5
050US13145,5
050US13023,3
050US13037,2
050US13053,5
050US17073,13
050US17097,154
050US17059,2
050US17063,10
050US13093,3
050US16051,4
050US16065,6
050US13111,5
050US13243,2
050US13257,5
050US17011,10
050US17015,6
050US18099,12
050US18101,3
050US13287,2
050US13295,13
050US15003,244
050US16009,2
050US18003,96
050US17149,5
050US17159,5
050US17107,8
050US17115,34
050US17121,12
050US17131,4
050US17135,8
050US17145,6
050US13233,7
050US13239,1
050US18031,6
050US18037,7
050US18041,7
050US18055,9
050US18065,13
050US18075,7
050US18085,19
050US18091,29
050US18109,13
050US16019,21
050US16021,2
050US16045,3
050US17029,12
050US18181,8
050US19007,5
050US19017,8
050US19025,4
050US18095,37
050US18097,224
050US17173,6
050US17177,13
050US16075,4
050US17005,4
050US19103,24
050US19117,4
050US19127,10
050US19131,3
050US20105,1
050US20109,1
050US20111,8
050US20113,7
050US19135,3
050US19041,4
050US18017,11
050US20049,1
050US20057,7
050US18115,2
050US18119,5
050US18121,4
050US20091,130
050US20097,1
050US20101,1
050US19049,15
050US18133,7
050US18157,37
050US18111,4
050US17021,10
050US19159,2
050US19165,4
050US20063,2
050US20073,3
050US20077,3
050US20085,3
050US19169,20
050US19189,3
050US20001,5
050US20009,8
050US20015,13
050US20025,1
050US20029,4
050US20043,3
050US40045,2
050US48309,51
050US48337,6
050US48355,82
050US51720,1
050US51740,31
050US18143,5
050US18171,2
050US18177,17
050US19097,6
050US19141,4
050US19055,4
050US19073,4
050US19079,5
050US40041,9
050US46111,1
050US51810,100
050US20087,4
050US20089,2
050US46109,4
050US46121,2
050US53051,5
050US53059,5
050US54011,29
050US23011,31
050US24019,10
050US38103,2
050US30101,3
050US31003,3
050US48275,2
050US31029,1
050US24025,57
050US24035,14
050US25009,163
050US26015,11
050US38045,2
050US38051,1
050US38095,1
050US38101,13
050US25003,39
050US25011,18
050US25021,130
050US26159,16
050US26165,8
050US40151,3
050US42073,28
050US42083,12
050US48441,38
050US48451,25
050US55123,7
050US47115,6
050US47125,39
050US51153,83
050US46015,2
050US46035,4
050US46039,2
050US46049,1
050US51075,5
050US45001,6
050US48045,1
050US51181,2
050US29005,2
050US29009,7
050US39159,10
050US31171,1
050US48145,6
050US36057,16
050US36067,140
050US39105,6
050US27153,8
050US27157,6
050US28013,5
050US26023,12
050US37001,36
050US55077,5
050US29203,2
050US29133,4
050US29149,3
050US31031,2
050US31035,2
050US31037,3
050US38027,1
050US13205,5
050US13315,4
050US16033,1
050US17043,216
050US47101,2
050US48385,1
050US48399,4
050US55085,14
050US40131,28
050US48093,4
050US36019,19
050US31051,2
050US41025,2
050US47087,4
050US28023,4
050US48485,37
050US48489,6
050US50025,18
050US21075,2
050US21083,9
050US26027,11
050US30067,6
050US30095,3
050US36073,11
050US48049,12
050US48069,3
050US13273,4
050US45081,5
050US46005,6
050US46011,6
050US29021,25
050US29035,2
050US26037,22
050US26051,9
050US40001,5
050US40005,4
050US40033,2
050US08053,1
050US12031,174
050US12119,19
050US13073,20
050US55105,38
050US55119,6
050US41011,14
050US51079,3
050US32013,4
050US27095,7
050US27101,3
050US27109,33
050US27125,2
050US54049,18
050US54073,2
050US55067,6
050US55073,27
050US17137,10
050US42121,16
050US44001,11
050US48107,3
050US39099,70
050US39103,37
050US32009,1
050US41027,4
050US41049,2
050US48507,4
050US49009,1
050US49021,8
050US56041,3
050US51011,3
050US51025,5
050US21045,5
050US21113,9
050US21141,6
050US41059,15
050US40017,29
050US56045,2
050US23019,46
050US51043,3
050US48251,28
050US51135,4
050US22095,11
050US22125,3
050US26061,12
050US48231,19
050US48279,5
050US04003,32
050US29081,3
050US31023,3
050US37189,13
050US38007,1
050US51630,6
050US42013,34
050US42117,10
050US26065,81
050US29167,4
050US19191,5
050US29085,3
050US40035,5
050US49027,3
050US50009,3
050US47139,5
050US47153,3
050US48497,11
050US13223,19
050US55127,22
050US56001,10
050US56005,7
050US21201,1
050US20023,1
050US47169,2
050US50019,10
050US48413,1
050US46059,2
050US46063,1
050US46077,2
050US46087,2
050US46089,1
050US56015,4
050US47177,9
050US48017,1
050US48131,3
050US48143,8
050US42011,90
050US42019,44
050US42105,5
050US42115,11
050US51049,2
050US26017,27
050US51685,2
050US48163,3
050US48165,3
050US48179,7
050US28047,46
050US48285,6
050US48303,68
050US51540,12
050US51570,5
050US51610,3
050US02060,1
050US02068,1
050US02188,2
050US02230,1
050US02275,1
050US30019,1
050US39025,40
050US39053,7
050US39067,5
050US31153,43
050US02013,1
050US40093,3
050US40103,4
050US40053,2
050US31081,3
050US31109,74
050US31119,9
050US01057,5
050US01111,6
050US05021,6
050US05023,7
050US05037,6
050US27071,4
050US19197,5
050US20013,3
050US40107,4
050US31053,9
050US31123,1
050US21041,3
050US39135,12
050US39119,19
050US05051,20
050US31095,3
050US29173,3
050US40021,9
050US36079,19
050US36097,5
050US29011,3
050US39127,6
050US20045,22
050US20051,6
050US20055,12
050US29177,4
050US28153,4
050US28159,5
050US28161,3
050US20173,124
050US20177,43
050US20185,2
050US29017,3
050US29047,44
050US20059,5
050US39163,3
050US29105,6
050US29109,7
050US31137,3
050US33003,11
050US39009,15
050US19181,12
050US19185,3
050US19187,12
050US21207,5
050US38065,1
050US06111,174
050US08009,2
050US08011,1
050US08017,1
050US29125,3
050US31133,1
050US20175,5
050US22023,3
050US22041,6
050US22051,127
050US22075,9
050US39171,9
050US20017,1
050US20183,2
050US20189,2
050US20037,11
050US20027,2
050US20031,3
050US29223,4
050US29510,106
050US21021,7
050US36107,10
050US20159,3
050US20169,12
050US21137,6
050US39147,14
050US39153,135
050US40037,21
050US34037,41
050US32023,10
050US32510,14
050US40039,5
050US40043,3
050US39131,6
050US29077,62
050US28115,6
050US28129,3
050US31177,5
050US20125,13
050US20209,70
050US21001,7
050US21077,2
050US23021,8
050US24009,19
050US06103,11
050US40009,4
050US40019,11
050US31041,4
050US38089,8
050US26131,4
050US38061,3
050US29001,7
050US51790,6
050US40069,3
050US46097,1
050US21171,4
050US26075,38
050US26079,5
050US26095,4
050US26133,6
050US26143,10
050US39007,26
050US36121,11
050US37121,4
050US37141,16
050US39073,7
050US39077,13
050US46099,42
050US54015,3
050US26119,5
050US21103,5
050US36033,14
050US36051,15
050US31055,156
050US40047,12
050US13047,11
050US20131,3
050US20141,1
050US31047,7
050US47039,4
050US55025,107
050US39129,13
050US39019,7
050US35003,1
050US35021,1
050US35037,3
050US20193,2
050US21013,9
050US39097,12
050US28067,14
050US21173,6
050US29119,4
050US31161,2
050US55039,20
050US55059,36
050US39151,86
050US40031,32
050US28071,10
050US28085,6
050US39083,12
050US39091,11
050US29061,2
050US29067,3
050US40121,13
050US40127,3
050US46125,2
050US21199,14
050US26149,17
050US39157,21
050US26153,4
050US26155,17
050US27081,2
050US39117,6
050US27033,4
050US27043,6
050US39143,15
050US46107,1
050US48365,6
050US53013,1
050US39165,33
050US39133,35
050US39013,20
050US31065,1
050US31071,1
050US31089,4
050US39107,9
050US39121,3
050US21227,24
050US53029,22
050US53035,55
050US53041,20
050US51830,3
050US55015,11
050US55021,12
050US39017,80
050US35047,7
050US35057,4
050US33013,36
050US39155,55
050US28133,7
050US22003,5
050US22021,3
050US18059,10
050US20021,6
050US27141,11
050US27147,8
050US27151,4
050US35061,18
050US21213,4
050US13235,3
050US13249,2
050US20147,3
050US20151,3
050US20153,1
050US17019,43
050US47131,10
050US13065,2
050US13161,3
050US21111,191
050US19171,6
050US12099,338
050US12067,2
050US22121,5
050US01053,9
050US01067,6
050US21129,3
050US19077,3
050US19081,4
050US19089,3
050US13011,4
050US27131,13
050US27135,5
050US42079,104
050US45011,6
050US47181,4
050US48009,3
050US50003,12
050US19167,7
050US13207,5
050US18173,11
050US17179,30
050US13057,26
050US17057,12
050US13085,3
050US08115,1
050US13225,6
050US05089,4
050US19173,3
050US48417,1
050US48421,1
050US48431,1
050US48435,1
050US42047,9
050US13253,3
050US13277,9
050US48369,2
050US48381,29
050US17041,5
050US05113,6
050US26125,338
050US21169,3
050US48487,4
050US48493,11
050US42075,31
050US24510,200
050US25019,6
050US36095,8
050US19095,4
050US19099,9
050US13015,15
050US47075,6
050US17051,7
050US05055,9
050US08014,18
050US05065,4
050US05071,6
050US19101,4
050US19105,5
050US19109,6
050US12019,30
050US12049,6
050US19057,11
050US20061,8
050US42123,13
050US13095,27
050US27083,7
050US19161,4
050US13049,2
050US42119,10
050US13177,5
050US36099,10
050US33001,15
050US08099,5
050US45037,6
050US29055,6
050US26001,6
050US13167,3
050US27093,6
050US27099,11
050US21145,17
050US26039,5
050US26045,28
050US08041,130
050US19137,4
050US13043,3
050US18069,9
050US18073,8
050US37087,16
050US37155,31
050US38105,7
050US48139,31
050US48403,3
050US48481,11
050US41001,6
050US41045,8
050US42063,23
050US45053,5
050US18029,10
050US18131,4
050US18139,5
050US08047,1
050US08089,7
050US19047,5
050US40061,4
050US29137,3
050US31169,2
050US47161,5
050US17023,4
050US19043,6
050US19053,3
050US20171,1
050US19133,4
050US26019,6
050US26035,11
050US20071,1
050US20123,2
050US42065,13
050US44003,39
050US17061,5
050US18105,31
050US18117,6
050US18137,6
050US05083,6
050US40081,7
050US19071,3
050US19023,5
050US19029,5
050US08103,2
050US08109,2
050US05031,17
050US26009,8
050US27117,5
050US27121,4
050US27041,9
050US19115,3
050US19125,8
050US13187,4
050US17009,2
050US08119,6
050US12001,56
050US09015,25
050US12027,9
050US05123,6
050US26011,7
050US18043,20
050US21215,4
050US21221,5
050US22059,3
050US22073,40
050US22083,6
050US22087,18
050US40071,11
050US09003,224
050US05141,5
050US26117,13
050US26121,43
050US49055,1
050US42081,29
050US19061,26
050US19067,5
050US19139,10
050US19143,2
050US19153,98
050US19157,5
050US26101,10
050US19005,5
050US19013,38
050US19019,6
050US20139,5
050US42069,59
050US40115,9
050US27045,6
050US27123,137
050US13099,5
050US16053,5
050US54061,24
050US42007,51
050US48353,5
050US48357,3
050US48367,19
050US54069,18
050US28037,2
050US28041,2
050US48221,10
050US48227,10
050US38087,1
050US13089,145
050US12061,31
050US13285,14
050US17085,6
050US17089,82
