HEROP_ID,TotTracts
050US45039,5
050US13115,20
050US42021,42
050US18141,75
050US18149,7
050US13125,1
050US13255,12
050US13259,2
050US08081,4
050US27001,6
050US42037,15
050US17069,2
050US17151,2
050US26077,57
050US42107,40
050US17071,3
050US30037,1
050US30051,1
050US27005,10
050US38023,1
050US51173,9
050US01077,22
050US01083,16
050US13067,120
050US13081,6
050US37097,44
050US37169,9
050US51510,38
050US51013,59
050US13165,2
050US26073,15
050US18005,15
050US18015,7
050US16071,1
050US17167,53
050US18163,49
050US18165,5
050US18169,8
050US54055,16
050US13299,9
050US26093,61
050US17203,9
050US08085,10
050US12021,74
050US12051,7
050US17147,4
050US48097,8
050US48113,529
050US13307,2
050US17141,11
050US17157,9
050US47109,7
050US47113,27
050US48445,3
050US48483,2
050US53039,3
050US54035,6
050US48127,2
050US27133,3
050US54101,3
050US55005,10
050US17165,9
050US18001,7
050US01125,47
050US04017,31
050US56019,2
050US55089,19
050US39001,6
050US28091,6
050US51045,1
050US51580,2
050US51600,5
050US17081,11
050US13035,3
050US27019,19
050US27029,3
050US39169,32
050US42001,23
050US28095,9
050US47133,7
050US49041,5
050US26043,7
050US26057,10
050US26067,13
050US36069,25
050US28105,8
050US31039,3
050US13193,4
050US16001,59
050US26087,24
050US26091,23
050US21127,5
050US13293,7
050US17133,6
050US47043,10
050US54097,6
050US45023,11
050US50007,35
050US31113,1
050US42009,11
050US18079,6
050US17181,5
050US17191,5
050US17195,18
050US42053,3
050US48149,7
050US48155,1
050US48183,25
050US50011,10
050US26005,25
050US18093,10
050US05047,3
050US13055,6
050US05137,3
050US08061,1
050US08075,6
050US48189,9
050US40007,3
050US13321,5
050US17109,10
050US17113,41
050US26025,39
050US13101,2
050US17099,28
050US17103,9
050US17105,10
050US51197,6
050US37179,41
050US17123,5
050US13109,3
050US48397,11
050US18155,3
050US37025,37
050US37035,31
050US13211,5
050US40105,4
050US40111,10
050US26031,9
050US54089,4
050US51115,3
050US51169,6
050US17083,6
050US39071,9
050US39079,7
050US48267,2
050US28117,5
050US28125,2
050US29135,4
050US48271,1
050US51650,34
050US37143,3
050US29221,5
050US39069,7
050US29075,2
050US29079,4
050US29165,20
050US17111,52
050US30107,1
050US46047,2
050US37191,26
050US38001,1
050US29225,8
050US36085,111
050US28059,29
050US29093,4
050US56037,12
050US54079,10
050US39089,32
050US45085,23
050US46007,2
050US18089,118
050US18107,9
050US18161,2
050US19021,6
050US36117,23
050US48177,6
050US48191,1
050US48219,7
050US12005,44
050US48257,18
050US31021,3
050US36011,20
050US31141,7
050US31145,3
050US31149,1
050US48247,2
050US48021,10
050US29111,4
050US53001,5
050US53063,105
050US40153,5
050US17139,4
050US55091,2
050US37033,6
050US37185,6
050US37187,3
050US33005,16
050US35001,153
050US28107,6
050US36027,79
050US17193,5
050US18047,5
050US02185,3
050US05111,7
050US38015,19
050US29025,2
050US29091,8
050US20191,6
050US21039,3
050US48197,1
050US31067,7
050US31077,1
050US46065,4
050US54051,9
050US31097,2
050US20145,2
050US26123,11
050US31127,2
050US37109,18
050US37197,7
050US31083,1
050US31093,2
050US55071,20
050US42113,2
050US48209,25
050US48233,7
050US48307,3
050US31173,2
050US31175,2
050US35006,7
050US35009,12
050US31131,5
050US31139,2
050US48123,5
050US48125,1
050US51680,19
050US51683,7
050US13005,3
050US13045,17
050US21163,8
050US21191,3
050US39051,9
050US30065,2
050US35013,41
050US55083,11
050US48077,3
050US48081,2
050US40099,3
050US13087,7
050US27155,2
050US27159,3
050US27169,10
050US36049,7
050US39059,10
050US05027,5
050US48087,1
050US48235,1
050US48243,1
050US48249,7
050US29181,4
050US31013,3
050US48281,5
050US48291,14
050US41009,10
050US28065,3
050US28069,2
050US29107,7
050US13061,1
050US28039,5
050US37081,119
050US37119,233
050US37171,22
050US28005,3
050US28113,8
050US17025,4
050US55049,6
050US48253,6
050US51550,41
050US46129,2
050US51065,4
050US51520,4
050US28063,2
050US28127,5
050US17049,8
050US01007,4
050US30097,1
050US01019,6
050US28015,2
050US55031,13
050US01085,4
050US55101,45
050US28135,4
050US28145,6
050US55129,5
050US46051,2
050US41057,9
050US46045,2
050US20081,1
050US20093,1
050US46043,1
050US29053,5
050US30103,1
050US35028,4
050US28019,3
050US37181,10
050US28073,8
050US46057,2
050US55135,12
050US28025,5
050US48085,152
050US48095,1
050US48111,2
050US48115,4
050US36021,21
050US30109,1
050US29131,5
050US28155,3
050US29039,3
050US48047,2
050US48105,1
050US28031,4
050US28035,17
050US05125,21
050US21143,3
050US39081,23
050US37005,3
050US34039,108
050US29051,15
050US21219,4
050US22049,5
050US06049,4
050US06087,53
050US17033,6
050US40119,17
050US29147,5
050US29151,4
050US46091,1
050US35027,5
050US35053,6
050US39031,10
050US39033,13
050US21073,11
050US28099,7
050US28147,3
050US51750,3
050US40123,10
050US27059,8
050US37041,3
050US39037,12
050US26105,9
050US48439,357
050US16055,25
050US39057,35
050US39065,7
050US29185,3
050US21047,19
050US21081,4
050US46103,23
050US37061,11
050US01045,14
050US31159,4
050US31165,1
050US31111,8
050US31115,1
050US56011,2
050US56017,2
050US56023,4
050US56027,1
050US12063,11
050US27055,5
050US01105,3
050US02122,13
050US25023,101
050US46061,1
050US47095,2
050US47099,11
050US56007,5
050US55093,8
050US55097,14
050US38039,1
050US46115,3
050US18049,6
050US18057,39
050US18077,7
050US18127,33
050US38029,1
050US38057,3
050US12101,134
050US47179,23
050US20163,2
050US39023,44
050US39139,30
050US30017,6
050US40129,1
050US40149,4
050US27085,7
050US31179,2
050US31183,1
050US32017,2
050US32021,2
050US32027,1
050US37003,7
050US35005,16
050US30021,3
050US49031,1
050US18019,26
050US38043,1
050US29083,6
050US39041,35
050US46037,3
050US47061,4
050US47069,6
050US47071,6
050US29097,22
050US32029,1
050US39027,9
050US21091,3
050US12081,79
050US41037,2
050US48121,137
050US48133,5
050US48269,1
050US48327,1
050US28101,5
050US29117,5
050US29121,5
050US46027,3
050US17055,12
050US16081,1
050US05079,4
050US20201,2
050US20205,4
050US48447,1
050US29139,4
050US47103,9
050US31121,3
050US31125,1
050US46135,5
050US05127,3
050US13199,4
050US21211,9
050US40091,6
050US19037,4
050US55141,17
050US30079,1
050US38019,2
050US38021,3
050US47027,2
050US47047,11
050US55027,20
050US21015,22
050US21087,4
050US20167,2
050US27035,16
050US18033,9
050US18039,36
050US36015,22
050US48305,3
050US13091,6
050US46033,2
050US36109,23
050US40085,3
050US37071,65
050US21019,13
050US12011,362
050US13119,5
050US19149,6
050US47023,3
050US08007,4
050US38083,1
050US20127,2
050US20129,1
050US20133,5
050US17013,2
050US12015,39
050US27017,7
050US31163,1
050US29141,5
050US29145,12
050US46031,2
050US36039,15
050US47083,3
050US55133,86
050US21009,10
050US29205,3
050US29211,3
050US48331,7
050US48363,9
050US36041,4
050US36093,43
050US28077,3
050US22089,13
050US22093,7
050US20187,1
050US23009,18
050US27049,10
050US13129,9
050US29007,7
050US42015,14
050US46029,7
050US28097,3
050US38009,3
050US38011,2
050US29215,4
050US29219,5
050US18045,5
050US27065,4
050US21035,9
050US21053,3
050US28111,3
050US29045,3
050US29073,5
050US54077,8
050US35041,5
050US44005,23
050US37073,3
050US38013,1
050US19051,2
050US05035,20
050US51760,66
050US53023,1
050US20003,2
050US20047,2
050US20119,2
050US20157,3
050US50015,7
050US40059,2
050US31063,1
050US41029,41
050US16011,8
050US38069,2
050US39005,11
050US17095,16
050US21157,6
050US40139,5
050US48137,1
050US48217,11
050US48299,6
050US18011,10
050US20121,8
050US31143,2
050US32005,17
050US31087,1
050US31117,1
050US42109,8
050US23005,67
050US17035,3
050US17039,5
050US20041,6
050US20137,1
050US42025,12
050US20179,2
050US26151,13
050US17079,3
050US51021,2
050US40109,241
050US40083,8
050US40137,11
050US29123,3
050US29187,11
050US41041,18
050US17155,2
050US18023,8
050US18063,21
050US18145,10
050US26161,100
050US38041,2
050US40063,5
050US35023,2
050US37157,21
050US37195,19
050US31181,2
050US37151,28
050US17101,5
050US12003,4
050US53003,6
050US19011,7
050US31007,1
050US40025,2
050US40147,13
050US41053,12
050US51840,5
050US13175,13
050US08123,77
050US27009,9
050US27057,7
050US26069,10
050US18135,8
050US31027,2
050US31043,4
050US55045,8
050US46025,1
050US17117,13
050US56009,4
050US42077,76
050US49053,21
050US18153,5
050US19123,7
050US21117,41
050US29186,4
050US31099,2
050US21105,1
050US13247,15
050US17077,14
050US18183,7
050US27007,10
050US19015,7
050US31045,2
050US29229,4
050US30041,6
050US31005,1
050US12043,4
050US39015,9
050US35025,18
050US38031,1
050US13147,5
050US05097,3
050US06105,5
050US08107,8
050US12103,246
050US13017,5
050US51183,5
050US13071,10
050US41063,3
050US39029,24
050US48027,65
050US19065,7
050US19093,3
050US13033,6
050US48375,34
050US48461,2
050US48495,3
050US19119,3
050US17087,4
050US51590,16
050US27079,6
050US42087,12
050US20007,2
050US20117,4
050US19121,3
050US19151,3
050US19179,11
050US27039,5
050US27063,4
050US48415,4
050US27111,17
050US27165,3
050US19107,4
050US20207,2
050US21061,4
050US38079,4
050US48193,3
050US48433,1
050US48505,3
050US13297,15
050US15005,1
050US19033,11
050US17201,77
050US19059,5
050US19183,5
050US20075,1
050US01011,3
050US39113,153
050US18167,28
050US37067,93
050US19063,4
050US27115,8
050US13231,4
050US26021,49
050US39141,17
050US51820,5
050US48059,3
050US55033,8
050US28045,8
050US27143,4
050US20039,2
050US27105,6
050US19177,2
050US20011,5
050US55087,40
050US39063,13
050US39149,10
050US28079,5
050US29155,6
050US54053,6
050US27149,3
050US36023,12
050US01003,32
050US01109,8
050US04015,43
050US05091,12
050US55017,11
050US55019,8
050US38047,1
050US38049,2
050US47171,4
050US26059,12
050US28139,4
050US26029,14
050US26111,19
050US35059,1
050US39085,59
050US35031,17
050US41071,17
050US27025,10
050US12085,36
050US40029,2
050US28009,2
050US33011,86
050US36001,75
050US23029,14
050US50023,19
050US01127,18
050US02164,1
050US29059,3
050US29063,2
050US36007,55
050US28131,3
050US29049,4
050US48099,19
050US22027,5
050US24037,18
050US26047,9
050US29217,6
050US04019,248
050US56043,3
050US20005,4
050US46013,8
050US46017,1
050US31049,1
050US55109,14
050US55137,7
050US56025,18
050US40049,9
050US51800,28
050US17045,5
050US50001,10
050US47007,3
050US26113,4
050US26129,7
050US36037,15
050US50013,2
050US38073,3
050US46069,1
050US56021,21
050US31185,4
050US33019,10
050US19193,26
050US55115,11
050US51035,7
050US01031,14
050US01123,10
050US35049,50
050US47011,19
050US31107,3
050US21233,4
050US53069,1
050US55095,10
050US55125,5
050US41013,4
050US36005,339
050US36055,193
050US48319,2
050US48359,1
050US48425,2
050US51670,7
050US54029,8
050US28119,3
050US55053,5
050US19039,3
050US12091,43
050US36035,15
050US39109,21
050US31085,1
050US31147,3
050US51530,1
050US28057,5
050US29037,20
050US47051,9
050US16017,9
050US20099,8
050US31017,1
050US40015,8
050US19091,4
050US29209,6
050US28081,19
050US55047,6
050US55055,20
050US05087,4
050US08087,8
050US39093,74
050US46053,2
050US46102,3
050US48393,1
050US36089,28
050US38025,1
050US35035,16
050US06029,151
050US06071,369
050US08063,3
050US54009,6
050US31135,1
050US17001,18
050US51071,4
050US32019,10
050US48013,8
050US48023,1
050US48033,1
050US48071,7
050US55041,4
050US39045,28
050US05033,11
050US29163,5
050US36083,42
050US54105,2
050US48019,5
050US51770,23
050US51775,5
050US13275,11
050US31079,14
050US08045,11
050US02198,4
050US13227,6
050US48181,26
050US48195,2
050US48211,1
050US48295,2
050US51620,2
050US55103,5
050US55065,5
050US13281,3
050US47137,1
050US46083,11
050US31129,2
050US31157,11
050US48297,4
050US46081,5
050US31001,9
050US55078,2
050US51710,81
050US51735,4
050US29169,9
050US20103,16
050US51660,11
050US38063,1
050US38081,2
050US31019,11
050US31011,2
050US31015,1
050US29175,6
050US30025,1
050US48101,1
050US48259,6
050US48463,5
050US19145,6
050US31101,3
050US55013,6
050US36003,13
050US29065,4
050US55009,54
050US47017,8
050US51640,2
050US55061,5
050US20197,2
050US51700,44
050US55063,25
050US50021,20
050US46019,2
050US48325,8
050US48329,27
050US48335,2
050US51077,5
050US08025,1
050US55131,28
050US34017,166
050US17037,21
050US29153,2
050US30011,1
050US31069,1
050US12017,28
050US20161,14
050US21059,23
050US39173,28
050US17093,10
050US17127,4
050US39087,16
050US35043,28
050US37045,22
050US55035,20
050US55099,6
050US31057,1
050US31075,1
050US31105,1
050US28061,4
050US17119,61
050US21121,8
050US21177,9
050US54103,5
050US55107,5
050US48443,1
050US48491,89
050US51009,9
050US51047,8
050US39145,20
050US40003,3
050US46119,1
050US19031,5
050US20019,1
050US20079,6
050US20107,2
050US46101,2
050US55117,27
050US55139,41
050US05081,4
050US12083,63
050US13127,16
050US29115,5
050US51119,5
050US51139,5
050US51730,11
050US37129,45
050US37167,13
050US38077,6
050US45079,89
050US06017,43
050US12125,3
050US19085,5
050US47015,3
050US48159,3
050US32007,14
050US17163,60
050US30111,32
050US31025,6
050US22019,44
050US47141,15
050US47175,2
050US48039,51
050US48223,9
050US48321,11
050US48387,4
050US46137,1
050US47059,15
050US01099,7
050US42129,100
050US48003,4
050US48265,10
050US48293,8
050US48437,3
050US06067,317
050US17143,48
050US01079,9
050US19069,3
050US16067,5
050US42057,3
050US27037,95
050US05139,10
050US27051,2
050US48075,2
050US45031,16
050US17169,3
050US17171,2
050US54091,4
050US13173,2
050US48237,3
050US20035,11
050US13131,6
050US20155,17
050US12117,86
050US13013,18
050US45049,5
050US48063,3
050US16077,2
050US49015,3
050US02105,2
050US22039,8
050US51097,2
050US06007,51
050US13241,5
050US01025,9
050US08067,10
050US13263,3
050US21037,25
050US16047,2
050US48255,4
050US47111,4
050US48153,2
050US48169,1
050US17199,15
050US46021,1
050US28093,6
050US29089,3
050US36101,30
050US37063,60
050US35029,6
050US29003,4
050US29015,6
050US51690,5
050US19129,5
050US21023,3
050US37135,28
050US38091,1
050US08095,2
050US48207,2
050US54075,4
050US25015,36
050US21115,6
050US39161,9
050US29043,14
050US13097,20
050US13155,2
050US38075,1
050US38093,6
050US39003,33
050US39021,10
050US01081,27
050US26127,8
050US26145,56
050US49039,5
050US50005,10
050US51167,7
050US51595,2
050US51678,1
050US41069,1
050US42085,30
050US22061,10
050US28027,7
050US51061,17
050US55029,10
050US21095,11
050US47079,9
050US42125,59
050US06015,8
050US16003,2
050US21107,12
050US16049,5
050US36063,62
050US51117,9
050US13153,23
050US23001,28
050US21185,14
050US27047,10
050US28003,7
050US28123,6
050US42039,23
050US18025,3
050US21161,5
050US27003,83
050US31155,5
050US45075,20
050US48201,786
050US39011,11
050US20115,4
050US20165,2
050US26107,11
050US40051,10
050US40077,3
050US18081,22
050US29103,2
050US29127,8
050US29161,10
050US39049,284
050US22007,6
050US05059,7
050US05143,32
050US40011,5
050US29179,2
050US40097,9
050US26049,131
050US21057,2
050US39111,4
050US46105,1
050US42093,4
050US08057,1
050US33009,19
050US39101,18
050US30063,20
050US36111,47
050US23017,17
050US45013,41
050US34011,35
050US48345,1
050US25027,172
050US47187,37
050US04025,42
050US08079,1
050US41067,104
050US18013,4
050US26081,128
050US26085,4
050US55081,9
050US21149,3
050US29071,17
050US29213,10
050US30091,2
050US19155,30
050US18087,8
050US18113,10
050US29101,9
050US18151,9
050US26157,14
050US29129,2
050US36087,65
050US47067,2
050US47033,5
050US47159,5
050US48073,12
050US30047,8
050US31059,2
050US22013,5
050US22085,7
050US24013,38
050US26109,8
050US04027,55
050US13105,5
050US21223,2
050US31061,2
050US47077,6
050US48031,2
050US16057,7
050US37011,5
050US21225,4
050US48501,2
050US37077,13
050US13163,4
050US13221,4
050US24041,11
050US26083,3
050US16005,22
050US49013,3
050US51001,12
050US51109,6
050US51163,4
050US53017,8
050US05075,6
050US05131,26
050US06065,453
050US01069,22
050US01121,22
050US04012,9
050US13039,11
050US40087,6
050US27027,13
050US27113,5
050US29099,42
050US48117,4
050US48147,9
050US17065,3
050US45033,6
050US31073,1
050US39075,8
050US48171,5
050US55079,298
050US26139,54
