HEROP_ID,RxCtTmDr,RxAvTmDr,RxTmDrP
050US47031,12.0,8.86,1.0
050US47035,14.0,9.53,1.0
050US47037,161.0,2.64,1.0
050US47041,4.0,10.64,1.0
050US47065,81.0,3.96,0.99
050US47089,9.0,7.79,1.0
050US56003,2.0,21.29,0.67
050US56013,6.0,22.48,0.6
050US56031,1.0,32.66,0.5
050US56035,2.0,0.0,1.0
050US01041,3.0,24.59,0.5
050US02100,0.0,536.84,0.0
050US04001,3.0,77.1,0.19
050US05001,8.0,8.68,1.0
050US05029,6.0,13.79,1.0
050US05057,4.0,8.54,0.8
050US39115,4.0,16.57,1.0
050US40113,9.0,18.26,0.82
050US41015,5.0,11.53,0.83
050US42049,72.0,2.98,1.0
050US42101,384.0,0.88,1.0
050US45009,4.0,5.03,1.0
050US45057,14.0,6.06,1.0
050US45087,9.0,8.9,1.0
050US47025,8.0,14.06,0.89
050US47053,14.0,6.68,1.0
050US47135,2.0,13.14,1.0
050US47163,39.0,4.18,1.0
050US48089,4.0,14.52,0.8
050US48135,28.0,3.08,1.0
050US48203,14.0,7.79,1.0
050US48323,9.0,5.64,1.0
050US48351,3.0,19.0,0.75
050US48379,2.0,8.7,1.0
050US48409,16.0,3.47,1.0
050US48465,10.0,3.45,1.0
050US49007,5.0,6.39,1.0
050US49019,2.0,5.6,1.0
050US51005,6.0,10.21,1.0
050US51029,3.0,19.28,0.75
050US51089,14.0,9.84,1.0
050US51141,3.0,13.59,0.75
050US51193,4.0,11.38,1.0
050US53011,104.0,4.49,1.0
050US53045,12.0,15.36,0.86
050US54025,6.0,8.73,0.86
050US55001,7.0,14.79,1.0
050US08027,0.0,50.48,0.0
050US08051,2.0,54.41,0.5
050US05041,4.0,7.34,0.8
050US13261,8.0,7.66,1.0
050US18179,7.0,9.2,1.0
050US22111,6.0,9.74,1.0
050US23003,17.0,16.43,0.71
050US40133,8.0,10.94,0.89
050US35019,1.0,0.0,1.0
050US37105,13.0,4.73,1.0
050US37125,18.0,6.21,1.0
050US19035,4.0,9.75,1.0
050US20033,1.0,0.0,1.0
050US20149,4.0,0.0,1.0
050US21027,6.0,17.6,1.0
050US21147,3.0,12.54,0.75
050US21175,5.0,17.41,1.0
050US22005,14.0,2.29,1.0
050US22015,21.0,5.41,0.95
050US22025,3.0,3.79,1.0
050US22037,5.0,8.29,1.0
050US22091,1.0,17.54,0.5
050US22109,21.0,7.23,0.95
050US24029,6.0,6.9,1.0
050US24047,16.0,7.27,0.94
050US26055,17.0,6.82,1.0
050US27015,8.0,2.75,1.0
050US27167,2.0,14.14,1.0
050US28051,5.0,9.7,1.0
050US29013,4.0,4.72,1.0
050US29095,199.0,3.17,1.0
050US30053,3.0,26.14,0.6
050US35033,1.0,0.0,1.0
050US36059,284.0,1.49,1.0
050US38003,4.0,9.12,1.0
050US38055,2.0,0.0,1.0
050US40055,2.0,0.0,1.0
050US40117,4.0,18.3,0.8
050US42043,65.0,2.95,1.0
050US42097,24.0,2.95,1.0
050US45015,44.0,6.79,0.98
050US45067,8.0,9.82,1.0
050US47009,27.0,11.41,0.96
050US47129,4.0,19.69,0.8
050US48065,1.0,31.66,0.5
050US48157,75.0,2.85,0.99
050US12057,321.0,2.82,1.0
050US12089,13.0,5.44,1.0
050US13025,3.0,6.12,1.0
050US39167,16.0,7.82,1.0
050US40023,5.0,11.12,1.0
050US18007,3.0,14.16,1.0
050US18051,7.0,5.6,1.0
050US18123,5.0,7.75,1.0
050US20083,1.0,0.0,1.0
050US20203,1.0,0.0,1.0
050US21079,4.0,8.07,1.0
050US21123,3.0,11.34,0.75
050US21209,14.0,9.34,1.0
050US22065,5.0,9.73,1.0
050US22105,20.0,6.22,1.0
050US23025,14.0,19.43,0.82
050US26007,9.0,9.58,0.9
050US28017,4.0,8.54,1.0
050US48419,5.0,10.19,0.83
050US54083,7.0,5.72,1.0
050US06063,7.0,11.09,1.0
050US48129,2.0,10.05,1.0
050US48313,4.0,5.81,1.0
050US53027,17.0,5.76,1.0
050US54059,5.0,17.15,0.71
050US05119,95.0,2.82,1.0
050US06093,6.0,31.14,0.43
050US02170,19.0,19.87,0.79
050US13075,4.0,4.08,1.0
050US25005,126.0,2.54,1.0
050US13303,5.0,12.13,1.0
050US17017,4.0,7.19,0.8
050US22043,4.0,11.67,0.8
050US22127,4.0,7.4,1.0
050US10001,33.0,5.38,1.0
050US12075,8.0,19.9,0.8
050US27021,7.0,19.49,0.7
050US28089,20.0,3.95,0.95
050US29227,1.0,0.0,1.0
050US30043,3.0,4.45,1.0
050US30081,9.0,14.32,0.9
050US34027,100.0,2.25,1.0
050US36075,30.0,6.9,1.0
050US37021,56.0,4.37,1.0
050US37107,15.0,6.36,1.0
050US37145,7.0,8.45,1.0
050US37193,14.0,8.7,1.0
050US40141,5.0,7.03,1.0
050US41031,4.0,13.84,0.67
050US41047,57.0,4.85,0.98
050US27087,1.0,45.08,0.5
050US27173,4.0,6.84,1.0
050US28109,9.0,7.48,1.0
050US29027,8.0,9.38,1.0
050US30009,3.0,26.83,0.6
050US30033,0.0,132.39,0.0
050US31033,3.0,0.0,1.0
050US34031,100.0,1.25,1.0
050US35017,5.0,19.16,0.62
050US36009,21.0,6.13,1.0
050US36061,288.0,0.37,1.0
050US36071,79.0,4.11,1.0
050US37015,4.0,19.2,1.0
050US37101,25.0,4.91,1.0
050US37131,4.0,12.05,0.8
050US37159,30.0,7.05,1.0
050US37183,187.0,2.43,1.0
050US13201,3.0,12.6,1.0
050US13265,1.0,25.0,1.0
050US44009,30.0,4.15,1.0
050US45003,32.0,8.03,0.97
050US45007,39.0,4.14,1.0
050US45017,3.0,8.9,1.0
050US45035,25.0,4.71,1.0
050US45041,33.0,4.43,1.0
050US45045,111.0,2.65,1.0
050US45051,72.0,4.26,1.0
050US30007,0.0,45.68,0.0
050US30093,8.0,2.82,1.0
050US37051,68.0,3.27,1.0
050US37139,10.0,6.16,1.0
050US45061,7.0,13.63,1.0
050US46055,1.0,0.0,1.0
050US47045,8.0,8.38,1.0
050US47127,2.0,8.76,1.0
050US51081,3.0,13.44,1.0
050US51105,6.0,6.0,1.0
050US51195,11.0,3.04,1.0
050US54007,3.0,7.39,1.0
050US54099,11.0,4.34,1.0
050US42031,10.0,11.65,1.0
050US01009,9.0,4.1,1.0
050US01047,14.0,10.75,0.93
050US05073,1.0,19.43,0.5
050US06027,5.0,8.23,0.83
050US06053,92.0,4.77,0.98
050US06099,94.0,3.05,1.0
050US08111,0.0,52.11,0.0
050US12045,3.0,8.83,0.75
050US12105,154.0,5.59,1.0
050US12121,7.0,8.99,1.0
050US16041,2.0,0.0,1.0
050US16079,3.0,0.0,1.0
050US18021,6.0,4.29,1.0
050US48175,2.0,12.66,1.0
050US48503,4.0,1.68,1.0
050US51113,2.0,11.1,1.0
050US53033,396.0,2.74,0.99
050US53057,30.0,6.64,1.0
050US06091,1.0,0.0,1.0
050US18125,3.0,13.58,0.75
050US26003,1.0,34.02,0.25
050US27103,7.0,1.23,1.0
050US01039,13.0,9.78,0.93
050US01061,6.0,6.74,1.0
050US01075,3.0,0.0,1.0
050US04011,2.0,18.99,0.67
050US01013,8.0,10.15,0.89
050US01015,31.0,5.68,1.0
050US21235,7.0,5.53,0.88
050US22057,23.0,6.03,0.96
050US24023,7.0,6.55,1.0
050US26013,2.0,19.4,0.67
050US26071,5.0,11.63,1.0
050US47145,11.0,8.1,1.0
050US47183,11.0,6.54,1.0
050US48041,42.0,3.55,1.0
050US48079,0.0,44.59,0.0
050US48341,3.0,8.56,0.75
050US49005,25.0,6.57,0.96
050US49023,1.0,25.2,0.5
050US51103,3.0,12.14,0.75
050US51157,1.0,33.23,0.5
050US53019,1.0,64.8,0.33
050US53075,8.0,12.45,0.8
050US55011,3.0,22.23,0.6
050US56033,5.0,11.26,0.83
050US56039,4.0,8.77,1.0
050US05085,16.0,8.17,1.0
050US06089,45.0,9.0,0.94
050US08005,147.0,2.72,1.0
050US08033,0.0,79.69,0.0
050US01073,163.0,3.47,1.0
050US01129,5.0,13.31,1.0
050US02290,,,
050US42131,7.0,7.91,1.0
050US45021,13.0,9.12,1.0
050US27137,60.0,9.21,0.9
050US28021,3.0,7.08,1.0
050US28053,3.0,9.53,1.0
050US28137,4.0,16.74,0.8
050US30003,2.0,55.84,0.4
050US30035,1.0,61.6,0.25
050US30061,1.0,24.72,0.5
050US30089,2.0,18.92,0.67
050US31009,0.0,58.84,0.0
050US32033,2.0,21.61,0.67
050US34009,33.0,3.09,1.0
050US36017,11.0,12.62,0.92
050US37019,33.0,6.98,1.0
050US37047,12.0,8.14,0.92
050US37079,4.0,13.34,1.0
050US37147,32.0,3.37,1.0
050US37173,4.0,18.16,0.8
050US45065,3.0,14.8,1.0
050US46003,0.0,36.96,0.0
050US47055,6.0,15.2,0.75
050US47085,5.0,7.03,1.0
050US05145,13.0,7.52,1.0
050US13107,6.0,10.24,1.0
050US16007,2.0,8.38,1.0
050US47119,17.0,7.43,1.0
050US47147,14.0,8.15,1.0
050US48015,5.0,11.89,0.83
050US48277,12.0,5.58,1.0
050US48391,2.0,9.46,1.0
050US48469,23.0,5.65,1.0
050US49057,50.0,3.0,1.0
050US51003,22.0,8.28,1.0
050US51031,12.0,8.1,1.0
050US51059,258.0,3.06,1.0
050US51121,16.0,5.66,1.0
050US51155,10.0,7.14,1.0
050US53067,49.0,6.33,0.98
050US54031,3.0,0.0,1.0
050US54057,7.0,8.67,1.0
050US54085,3.0,14.28,1.0
050US55007,3.0,24.46,0.5
050US55057,6.0,14.39,0.86
050US55121,8.0,8.32,1.0
050US41003,18.0,4.49,1.0
050US42023,2.0,7.8,1.0
050US42055,26.0,5.37,0.96
050US44007,141.0,1.66,1.0
050US21203,4.0,11.81,1.0
050US05017,4.0,0.69,1.0
050US13215,53.0,2.06,1.0
050US13301,2.0,6.41,1.0
050US16013,4.0,4.62,1.0
050US16031,4.0,20.11,0.67
050US17125,5.0,10.72,0.83
050US24015,19.0,6.41,1.0
050US24039,6.0,13.59,0.75
050US17007,7.0,5.87,1.0
050US18053,16.0,5.91,1.0
050US20065,2.0,4.16,1.0
050US21011,3.0,13.6,1.0
050US21067,82.0,2.49,1.0
050US21101,11.0,6.04,1.0
050US21133,7.0,7.29,1.0
050US22077,6.0,10.9,1.0
050US22103,42.0,4.2,0.98
050US08069,70.0,6.22,0.96
050US12029,3.0,16.87,0.75
050US27067,12.0,10.79,1.0
050US27119,8.0,9.71,0.8
050US20067,2.0,3.3,1.0
050US21089,8.0,7.08,0.89
050US26089,7.0,10.49,1.0
050US26141,3.0,22.74,0.43
050US32031,109.0,5.75,0.97
050US38097,4.0,11.4,1.0
050US47105,10.0,7.58,1.0
050US13309,2.0,6.85,1.0
050US17003,2.0,26.08,0.5
050US17189,4.0,2.69,1.0
050US19003,2.0,10.29,1.0
050US19163,47.0,4.28,1.0
050US20195,1.0,0.0,1.0
050US21187,3.0,17.08,1.0
050US22063,17.0,5.53,1.0
050US22101,16.0,7.12,0.94
050US08117,5.0,2.79,1.0
050US12007,4.0,8.45,1.0
050US13031,11.0,6.23,0.92
050US39123,11.0,11.45,0.85
050US40101,16.0,7.0,1.0
050US27069,2.0,0.0,1.0
050US27107,2.0,10.23,0.67
050US27145,29.0,5.05,1.0
050US28049,63.0,4.51,0.98
050US29171,2.0,3.02,1.0
050US30075,1.0,0.0,1.0
050US32011,0.0,90.71,0.0
050US34033,25.0,4.61,1.0
050US36113,18.0,5.37,0.95
050US37031,39.0,6.96,1.0
050US37113,8.0,9.58,0.89
050US38035,17.0,6.8,0.94
050US39055,21.0,8.25,1.0
050US46023,3.0,0.0,1.0
050US47093,112.0,3.36,1.0
050US01071,11.0,4.49,1.0
050US13019,6.0,15.22,1.0
050US48061,87.0,3.76,1.0
050US48185,4.0,20.62,0.67
050US48239,3.0,14.14,1.0
050US06011,4.0,11.2,0.8
050US16029,2.0,0.0,1.0
050US01021,9.0,7.7,1.0
050US01027,3.0,14.34,0.75
050US01029,4.0,16.94,1.0
050US04023,10.0,4.52,1.0
050US01093,8.0,10.0,1.0
050US05053,4.0,9.39,1.0
050US01103,27.0,4.63,1.0
050US01133,6.0,6.68,0.86
050US02070,,,
050US02110,6.0,3.39,1.0
050US02150,4.0,42.87,0.8
050US02220,2.0,0.0,1.0
050US02261,2.0,114.78,0.67
050US48389,4.0,13.79,0.8
050US49017,0.0,108.41,0.0
050US51093,8.0,7.07,1.0
050US51171,8.0,18.26,0.89
050US53021,11.0,11.03,0.85
050US53055,4.0,9.36,0.8
050US05069,24.0,5.88,1.0
050US05107,5.0,9.46,0.83
050US06041,54.0,4.19,0.96
050US06077,139.0,3.06,1.0
050US08001,97.0,3.5,1.0
050US01059,9.0,10.49,1.0
050US01097,115.0,4.27,1.0
050US48283,1.0,0.0,1.0
050US48401,11.0,10.06,0.85
050US48459,7.0,13.62,1.0
050US49037,1.0,72.71,0.25
050US51027,6.0,12.54,0.86
050US51101,4.0,18.58,1.0
050US51147,5.0,8.09,1.0
050US51191,13.0,6.03,1.0
050US54003,14.0,3.54,1.0
050US54041,5.0,7.99,1.0
050US42017,143.0,2.1,1.0
050US05043,5.0,9.55,1.0
050US05049,2.0,0.0,1.0
050US02020,54.0,3.82,0.98
050US04021,70.0,11.08,0.93
050US13113,20.0,3.88,1.0
050US13151,25.0,5.14,1.0
050US13191,4.0,15.1,0.8
050US23027,8.0,15.9,1.0
050US24027,55.0,2.24,1.0
050US05135,4.0,6.28,1.0
050US09005,51.0,5.42,1.0
050US09013,29.0,5.34,1.0
050US12115,95.0,2.0,1.0
050US05101,1.0,21.9,0.5
050US05105,2.0,20.63,0.67
050US05115,11.0,5.0,1.0
050US05005,9.0,10.03,1.0
050US05009,7.0,8.47,1.0
050US08021,1.0,15.4,0.5
050US08039,4.0,27.1,0.57
050US08059,137.0,4.2,0.99
050US01037,2.0,17.54,0.67
050US08073,1.0,24.36,0.5
050US08101,54.0,6.55,0.98
050US08121,0.0,59.44,0.0
050US08125,2.0,0.0,1.0
050US05077,4.0,16.36,1.0
050US01017,9.0,6.26,1.0
050US05129,2.0,17.77,0.67
050US13063,50.0,4.04,1.0
050US13159,3.0,14.45,1.0
050US06031,25.0,7.15,0.93
050US06035,6.0,27.91,0.67
050US06075,196.0,1.55,0.99
050US08003,4.0,10.24,1.0
050US08015,5.0,5.67,1.0
050US13003,3.0,5.75,1.0
050US12035,21.0,5.92,1.0
050US12059,3.0,18.08,0.75
050US12087,30.0,6.68,0.97
050US12109,41.0,5.77,1.0
050US12111,45.0,3.76,1.0
050US05149,6.0,7.28,1.0
050US06021,5.0,11.48,0.83
050US06025,28.0,9.66,0.9
050US06061,83.0,4.34,0.98
050US06109,10.0,11.83,0.91
050US13117,45.0,5.19,1.0
050US13169,6.0,9.71,1.0
050US13197,2.0,11.56,1.0
050US17067,7.0,13.09,1.0
050US17183,23.0,7.87,0.96
050US13059,30.0,2.72,1.0
050US13069,9.0,4.57,1.0
050US13083,4.0,11.14,1.0
050US17053,5.0,11.33,1.0
050US13145,5.0,11.26,1.0
050US13023,3.0,3.38,1.0
050US13037,2.0,9.32,1.0
050US13053,5.0,19.72,1.0
050US17073,12.0,8.34,0.92
050US17097,154.0,3.23,1.0
050US17059,2.0,13.43,1.0
050US17063,10.0,6.48,1.0
050US13093,3.0,6.89,1.0
050US16051,3.0,12.79,0.75
050US16065,6.0,4.88,1.0
050US13111,5.0,10.83,1.0
050US13243,2.0,0.0,1.0
050US13257,5.0,4.26,1.0
050US17011,9.0,9.29,0.9
050US17015,6.0,7.9,1.0
050US18099,12.0,8.22,1.0
050US18101,2.0,17.96,0.67
050US13287,2.0,6.04,1.0
050US13295,13.0,6.95,1.0
050US15003,,,
050US16009,1.0,27.0,0.5
050US18003,96.0,3.92,1.0
050US17149,4.0,16.11,0.8
050US17159,5.0,7.15,1.0
050US17107,8.0,5.83,1.0
050US17115,34.0,3.99,1.0
050US17121,10.0,10.98,0.83
050US17131,4.0,9.83,1.0
050US17135,8.0,3.91,1.0
050US17145,6.0,9.33,1.0
050US13233,7.0,5.75,1.0
050US13239,1.0,12.41,1.0
050US18031,5.0,17.16,0.83
050US18037,7.0,5.77,1.0
050US18041,7.0,5.63,1.0
050US18055,9.0,6.48,1.0
050US18065,13.0,5.01,1.0
050US18075,7.0,11.62,1.0
050US18085,19.0,9.97,1.0
050US18091,29.0,6.25,1.0
050US18109,13.0,8.18,1.0
050US16019,20.0,4.02,0.95
050US16021,1.0,16.12,0.5
050US16045,3.0,7.02,1.0
050US17029,12.0,6.2,1.0
050US18181,8.0,13.36,1.0
050US19007,5.0,11.06,1.0
050US19017,7.0,12.08,0.88
050US19025,3.0,13.56,0.75
050US18095,37.0,4.74,1.0
050US18097,224.0,2.18,1.0
050US17173,5.0,14.93,0.83
050US17177,13.0,8.66,1.0
050US16075,4.0,5.13,1.0
050US17005,3.0,15.64,0.75
050US19103,24.0,1.91,1.0
050US19117,4.0,7.41,1.0
050US19127,10.0,7.28,1.0
050US19131,3.0,0.0,1.0
050US20105,1.0,0.0,1.0
050US20109,1.0,0.0,1.0
050US20111,8.0,7.87,1.0
050US20113,7.0,7.93,1.0
050US19135,3.0,8.68,1.0
050US19041,4.0,10.44,1.0
050US18017,11.0,9.95,1.0
050US20049,0.0,47.11,0.0
050US20057,7.0,5.33,1.0
050US18115,2.0,6.12,1.0
050US18119,4.0,16.36,0.8
050US18121,4.0,14.78,1.0
050US20091,130.0,2.19,1.0
050US20097,1.0,0.0,1.0
050US20101,1.0,0.0,1.0
050US19049,15.0,6.83,1.0
050US18133,7.0,9.21,1.0
050US18157,37.0,3.54,1.0
050US18111,4.0,12.42,1.0
050US17021,9.0,9.33,0.9
050US19159,2.0,11.92,1.0
050US19165,4.0,5.53,1.0
050US20063,1.0,25.11,0.5
050US20073,2.0,23.13,0.67
050US20077,3.0,9.28,1.0
050US20085,3.0,14.06,1.0
050US19169,20.0,3.72,1.0
050US19189,3.0,9.86,1.0
050US20001,5.0,8.08,1.0
050US20009,8.0,8.68,1.0
050US20015,13.0,6.79,1.0
050US20025,1.0,0.0,1.0
050US20029,3.0,15.83,0.75
050US20043,3.0,9.32,1.0
050US40045,1.0,15.34,0.5
050US48309,50.0,5.98,0.98
050US48337,6.0,9.69,1.0
050US48355,82.0,3.2,1.0
050US51720,1.0,0.0,1.0
050US51740,31.0,3.05,1.0
050US18143,5.0,5.85,1.0
050US18171,2.0,15.38,1.0
050US18177,17.0,7.59,1.0
050US19097,6.0,7.35,1.0
050US19141,4.0,4.84,1.0
050US19055,4.0,14.94,1.0
050US19073,4.0,9.79,1.0
050US19079,5.0,3.43,1.0
050US40041,9.0,10.6,1.0
050US46111,0.0,36.68,0.0
050US51810,100.0,2.53,1.0
050US20087,4.0,7.24,1.0
050US20089,1.0,18.22,0.5
050US46109,3.0,20.75,0.75
050US46121,1.0,20.32,0.5
050US53051,3.0,31.41,0.6
050US53059,3.0,31.31,0.6
050US54011,29.0,3.0,1.0
050US23011,30.0,7.1,0.97
050US24019,8.0,13.59,0.8
050US38103,1.0,18.35,0.5
050US30101,0.0,51.22,0.0
050US31003,3.0,5.93,1.0
050US48275,2.0,14.57,1.0
050US31029,1.0,0.0,1.0
050US24025,57.0,3.76,1.0
050US24035,14.0,10.82,1.0
050US25009,163.0,2.15,1.0
050US26015,11.0,10.78,1.0
050US38045,2.0,0.0,1.0
050US38051,1.0,0.0,1.0
050US38095,1.0,0.0,1.0
050US38101,12.0,7.44,0.92
050US25003,38.0,7.53,0.97
050US25011,18.0,6.95,1.0
050US25021,130.0,1.85,1.0
050US26159,16.0,7.53,1.0
050US26165,8.0,5.46,1.0
050US40151,2.0,15.48,0.67
050US42073,28.0,4.33,1.0
050US42083,12.0,5.01,1.0
050US48441,38.0,3.41,1.0
050US48451,25.0,4.58,1.0
050US55123,7.0,9.8,1.0
050US47115,6.0,5.21,1.0
050US47125,39.0,3.41,1.0
050US51153,82.0,3.27,0.99
050US46015,1.0,17.74,0.5
050US46035,4.0,5.63,1.0
050US46039,2.0,4.63,1.0
050US46049,1.0,0.0,1.0
050US51075,5.0,13.35,1.0
050US45001,6.0,10.4,1.0
050US48045,1.0,0.0,1.0
050US51181,1.0,25.61,0.5
050US29005,2.0,0.0,1.0
050US29009,6.0,17.25,0.86
050US39159,10.0,6.33,1.0
050US31171,0.0,75.71,0.0
050US48145,6.0,7.28,1.0
050US36057,16.0,4.99,1.0
050US36067,140.0,3.2,1.0
050US39105,6.0,14.88,1.0
050US27153,7.0,9.98,0.88
050US27157,6.0,13.44,1.0
050US28013,5.0,4.89,1.0
050US26023,12.0,10.43,1.0
050US37001,36.0,6.22,1.0
050US55077,5.0,10.06,1.0
050US29203,1.0,20.92,0.5
050US29133,4.0,1.69,1.0
050US29149,3.0,0.0,1.0
050US31031,1.0,36.82,0.5
050US31035,2.0,9.9,1.0
050US31037,3.0,11.51,1.0
050US38027,1.0,0.0,1.0
050US13205,5.0,4.73,1.0
050US13315,4.0,3.43,1.0
050US16033,0.0,62.02,0.0
050US17043,216.0,2.31,1.0
050US47101,2.0,7.18,1.0
050US48385,0.0,76.8,0.0
050US48399,4.0,16.74,1.0
050US55085,11.0,14.2,0.79
050US40131,28.0,8.06,1.0
050US48093,4.0,7.38,1.0
050US36019,18.0,7.1,0.95
050US31051,2.0,10.46,1.0
050US41025,1.0,25.7,0.5
050US47087,3.0,15.67,0.75
050US28023,4.0,13.11,1.0
050US48485,37.0,3.11,1.0
050US48489,5.0,12.89,0.83
050US50025,17.0,13.1,0.94
050US21075,2.0,0.0,1.0
050US21083,9.0,12.21,1.0
050US26027,11.0,10.02,1.0
050US30067,5.0,13.85,0.83
050US30095,0.0,52.47,0.0
050US36073,11.0,7.58,1.0
050US48049,12.0,3.14,1.0
050US48069,3.0,14.93,1.0
050US13273,4.0,6.12,1.0
050US45081,5.0,9.96,1.0
050US46005,6.0,9.27,1.0
050US46011,6.0,8.02,1.0
050US29021,25.0,5.6,1.0
050US29035,2.0,12.92,1.0
050US26037,21.0,10.12,0.95
050US26051,7.0,19.3,0.78
050US40001,4.0,12.44,0.8
050US40005,4.0,13.18,1.0
050US40033,2.0,14.76,1.0
050US08053,0.0,98.01,0.0
050US12031,174.0,2.05,1.0
050US12119,18.0,7.91,0.95
050US13073,20.0,5.63,1.0
050US55105,38.0,3.6,1.0
050US55119,3.0,23.56,0.5
050US41011,13.0,9.57,0.93
050US51079,3.0,7.0,1.0
050US32013,4.0,7.33,1.0
050US27095,7.0,6.54,1.0
050US27101,3.0,6.7,1.0
050US27109,33.0,3.51,1.0
050US27125,1.0,19.08,0.5
050US54049,18.0,3.81,1.0
050US54073,2.0,0.0,1.0
050US55067,4.0,17.71,0.67
050US55073,25.0,9.29,0.93
050US17137,9.0,8.54,0.9
050US42121,16.0,6.68,1.0
050US44001,11.0,1.82,1.0
050US48107,3.0,10.73,1.0
050US39099,70.0,2.45,1.0
050US39103,37.0,5.01,1.0
050US32009,0.0,98.56,0.0
050US41027,4.0,11.72,1.0
050US41049,1.0,15.02,0.5
050US48507,2.0,20.31,0.5
050US49009,0.0,95.72,0.0
050US49021,7.0,9.47,0.88
050US56041,2.0,14.68,0.67
050US51011,3.0,9.21,1.0
050US51025,5.0,13.03,1.0
050US21045,5.0,18.75,1.0
050US21113,9.0,2.96,1.0
050US21141,6.0,7.66,1.0
050US41059,13.0,13.68,0.87
050US40017,29.0,3.6,1.0
050US56045,1.0,15.56,0.5
050US23019,42.0,10.8,0.91
050US51043,3.0,9.04,1.0
050US48251,28.0,8.64,1.0
050US51135,4.0,6.83,1.0
050US22095,11.0,6.16,1.0
050US22125,1.0,29.62,0.33
050US26061,11.0,10.02,0.92
050US48231,19.0,9.72,1.0
050US48279,3.0,20.75,0.6
050US04003,28.0,12.17,0.88
050US29081,2.0,10.68,0.67
050US31023,3.0,9.85,1.0
050US37189,13.0,10.43,1.0
050US38007,0.0,64.75,0.0
050US51630,6.0,1.1,1.0
050US42013,34.0,2.22,1.0
050US42117,9.0,9.97,0.9
050US26065,81.0,3.15,1.0
050US29167,3.0,9.56,0.75
050US19191,5.0,13.24,1.0
050US29085,3.0,14.03,1.0
050US40035,5.0,8.4,1.0
050US49027,2.0,11.84,0.67
050US50009,2.0,28.35,0.67
050US47139,5.0,5.12,1.0
050US47153,2.0,21.95,0.67
050US48497,11.0,10.76,1.0
050US13223,19.0,4.96,1.0
050US55127,22.0,5.76,1.0
050US56001,10.0,5.4,1.0
050US56005,6.0,11.88,0.86
050US21201,0.0,30.32,0.0
050US20023,1.0,0.0,1.0
050US47169,2.0,3.43,1.0
050US50019,8.0,14.72,0.8
050US48413,0.0,39.23,0.0
050US46059,2.0,2.26,1.0
050US46063,0.0,89.05,0.0
050US46077,1.0,16.0,0.5
050US46087,2.0,0.0,1.0
050US46089,1.0,0.0,1.0
050US56015,3.0,24.9,0.75
050US47177,9.0,9.09,1.0
050US48017,1.0,0.0,1.0
050US48131,1.0,34.12,0.33
050US48143,8.0,8.65,1.0
050US42011,90.0,3.21,1.0
050US42019,43.0,5.28,0.98
050US42105,5.0,11.55,1.0
050US42115,10.0,14.86,0.91
050US51049,2.0,11.13,1.0
050US26017,26.0,4.54,0.96
050US51685,2.0,5.69,1.0
050US48163,3.0,7.06,1.0
050US48165,3.0,8.12,1.0
050US48179,7.0,2.19,1.0
050US28047,46.0,2.85,1.0
050US48285,6.0,4.11,1.0
050US48303,68.0,1.83,1.0
050US51540,12.0,1.61,1.0
050US51570,5.0,0.49,1.0
050US51610,3.0,0.0,1.0
050US02060,,,
050US02068,0.0,129.12,0.0
050US02188,1.0,1045.1,0.5
050US02230,0.0,583.74,0.0
050US02275,1.0,0.0,1.0
050US30019,0.0,62.08,0.0
050US39025,40.0,4.64,1.0
050US39053,6.0,15.22,0.86
050US39067,5.0,10.06,1.0
050US31153,43.0,2.34,1.0
050US02013,,,
050US40093,2.0,20.66,0.67
050US40103,4.0,9.51,1.0
050US40053,2.0,12.48,1.0
050US31081,3.0,8.48,1.0
050US31109,74.0,2.97,1.0
050US31119,9.0,0.47,1.0
050US01057,5.0,9.97,1.0
050US01111,4.0,13.79,0.67
050US05021,5.0,7.47,0.83
050US05023,5.0,17.92,0.71
050US05037,5.0,11.41,0.83
050US27071,3.0,29.57,0.75
050US19197,5.0,5.42,1.0
050US20013,3.0,4.36,1.0
050US40107,4.0,14.14,1.0
050US31053,9.0,3.34,1.0
050US31123,1.0,0.0,1.0
050US21041,3.0,11.74,1.0
050US39135,12.0,11.11,1.0
050US39119,19.0,5.18,1.0
050US05051,20.0,4.66,1.0
050US31095,3.0,2.61,1.0
050US29173,2.0,31.67,0.67
050US40021,9.0,8.05,1.0
050US36079,19.0,4.64,1.0
050US36097,4.0,17.62,0.8
050US29011,3.0,12.52,1.0
050US39127,6.0,8.0,1.0
050US20045,22.0,3.01,1.0
050US20051,6.0,8.5,1.0
050US20055,12.0,2.76,1.0
050US29177,4.0,10.95,1.0
050US28153,3.0,18.27,0.75
050US28159,5.0,14.65,1.0
050US28161,2.0,11.28,0.67
050US20173,123.0,3.1,0.99
050US20177,43.0,3.61,1.0
050US20185,1.0,17.96,0.5
050US29017,2.0,20.74,0.67
050US29047,44.0,2.86,1.0
050US20059,5.0,6.13,1.0
050US39163,3.0,15.55,1.0
050US29105,6.0,6.14,1.0
050US29109,7.0,6.89,1.0
050US31137,3.0,5.52,1.0
050US33003,10.0,17.8,0.91
050US39009,15.0,5.58,1.0
050US19181,12.0,6.64,1.0
050US19185,3.0,13.84,1.0
050US19187,12.0,4.28,1.0
050US21207,5.0,6.93,1.0
050US38065,1.0,0.0,1.0
050US06111,172.0,3.16,0.99
050US08009,2.0,12.5,1.0
050US08011,1.0,0.0,1.0
