HEROP_ID,RxCtTmDr,RxAvTmDr,RxTmDrP
050US12015,38.0,5.38,0.97
050US27017,6.0,10.07,0.86
050US31163,1.0,0.0,1.0
050US29141,4.0,11.71,0.8
050US29145,12.0,6.03,1.0
050US46031,0.0,108.12,0.0
050US36039,15.0,8.25,1.0
050US47083,3.0,11.46,1.0
050US55133,86.0,2.99,1.0
050US21009,10.0,8.92,1.0
050US29205,2.0,11.56,0.67
050US29211,3.0,10.68,1.0
050US48331,7.0,9.29,1.0
050US48363,7.0,14.07,0.78
050US36041,1.0,53.12,0.25
050US36093,43.0,2.24,1.0
050US28077,3.0,15.85,1.0
050US22089,13.0,7.84,1.0
050US22093,6.0,11.02,0.86
050US20187,1.0,0.0,1.0
050US23009,16.0,16.05,0.89
050US27049,10.0,8.97,1.0
050US13129,9.0,5.63,1.0
050US29007,7.0,4.83,1.0
050US42015,14.0,10.88,1.0
050US46029,7.0,6.28,1.0
050US28097,3.0,15.82,1.0
050US38009,2.0,15.49,0.67
050US38011,0.0,76.0,0.0
050US29215,3.0,8.62,0.75
050US29219,4.0,12.63,0.8
050US18045,4.0,13.14,0.8
050US27065,4.0,15.29,1.0
050US21035,9.0,6.75,1.0
050US21053,3.0,5.01,1.0
050US28111,3.0,8.54,1.0
050US29045,3.0,9.79,1.0
050US29073,5.0,5.74,1.0
050US54077,7.0,9.59,0.88
050US35041,5.0,7.19,1.0
050US44005,23.0,3.67,1.0
050US37073,3.0,14.44,1.0
050US38013,0.0,79.59,0.0
050US19051,2.0,12.84,1.0
050US05035,20.0,5.28,1.0
050US51760,66.0,2.66,1.0
050US53023,0.0,38.81,0.0
050US20003,2.0,13.19,1.0
050US20047,0.0,39.24,0.0
050US20119,2.0,3.72,1.0
050US20157,3.0,9.86,1.0
050US50015,6.0,15.5,0.86
050US40059,2.0,0.0,1.0
050US31063,1.0,0.0,1.0
050US41029,38.0,5.35,0.93
050US16011,7.0,14.21,0.88
050US38069,2.0,14.48,1.0
050US39005,11.0,7.2,1.0
050US17095,16.0,7.55,1.0
050US21157,6.0,9.98,1.0
050US40139,4.0,15.04,0.8
050US48137,0.0,76.38,0.0
050US48217,11.0,7.74,1.0
050US48299,5.0,9.76,0.83
050US18011,10.0,8.06,1.0
050US20121,8.0,11.64,1.0
050US31143,2.0,0.0,1.0
050US32005,16.0,10.26,0.94
050US31087,1.0,29.78,1.0
050US31117,0.0,48.36,0.0
050US42109,8.0,6.46,1.0
050US23005,66.0,22.44,0.99
050US17035,3.0,6.23,1.0
050US17039,5.0,8.15,1.0
050US20041,6.0,12.21,1.0
050US20137,1.0,0.0,1.0
050US42025,11.0,9.58,0.92
050US20179,2.0,2.86,1.0
050US26151,11.0,13.1,0.85
050US17079,3.0,8.24,1.0
050US51021,1.0,18.5,0.5
050US40109,241.0,2.34,1.0
050US40083,8.0,7.84,1.0
050US40137,11.0,6.08,1.0
050US29123,2.0,11.48,0.67
050US29187,11.0,6.93,1.0
050US41041,17.0,10.91,0.94
050US17155,2.0,8.64,1.0
050US18023,8.0,5.99,1.0
050US18063,21.0,3.94,1.0
050US18145,10.0,5.82,1.0
050US26161,100.0,3.79,1.0
050US38041,2.0,0.0,1.0
050US40063,5.0,9.41,1.0
050US35023,0.0,73.28,0.0
050US37157,21.0,7.34,1.0
050US37195,19.0,5.71,1.0
050US31181,2.0,0.0,1.0
050US37151,28.0,6.57,1.0
050US17101,5.0,5.49,1.0
050US12003,3.0,11.38,0.75
050US53003,6.0,6.04,1.0
050US19011,7.0,8.77,1.0
050US31007,1.0,25.2,1.0
050US40025,2.0,4.7,1.0
050US40147,13.0,5.5,1.0
050US41053,11.0,6.85,0.92
050US51840,5.0,0.65,1.0
050US13175,12.0,9.0,0.92
050US08123,76.0,5.8,0.99
050US27009,9.0,7.14,1.0
050US27057,5.0,18.24,0.71
050US26069,10.0,12.99,1.0
050US18135,8.0,14.68,1.0
050US31027,2.0,0.0,1.0
050US31043,4.0,3.74,1.0
050US55045,8.0,7.28,1.0
050US46025,0.0,58.52,0.0
050US17117,11.0,8.43,0.85
050US56009,3.0,17.51,0.75
050US42077,76.0,2.55,1.0
050US49053,21.0,2.75,1.0
050US18153,5.0,13.5,1.0
050US19123,7.0,7.65,1.0
050US21117,41.0,3.55,1.0
050US29186,3.0,12.3,0.75
050US31099,2.0,0.0,1.0
050US21105,1.0,0.0,1.0
050US13247,15.0,2.53,1.0
050US17077,14.0,7.1,1.0
050US18183,7.0,6.57,1.0
050US27007,8.0,15.17,0.8
050US19015,7.0,4.88,1.0
050US31045,2.0,12.68,1.0
050US29229,4.0,5.29,1.0
050US30041,4.0,26.12,0.67
050US31005,0.0,38.33,0.0
050US12043,2.0,27.8,0.5
050US39015,9.0,8.3,1.0
050US35025,17.0,8.32,0.94
050US38031,1.0,0.0,1.0
050US13147,5.0,5.83,1.0
050US05097,2.0,19.87,0.67
050US06105,2.0,54.71,0.4
050US08107,6.0,18.54,0.75
050US12103,246.0,1.73,1.0
050US13017,5.0,8.24,1.0
050US51183,5.0,13.6,1.0
050US13071,10.0,6.73,1.0
050US41063,2.0,22.14,0.67
050US39029,24.0,5.64,1.0
050US48027,64.0,5.1,0.98
050US19065,7.0,5.25,1.0
050US19093,3.0,10.68,1.0
050US13033,5.0,18.34,0.83
050US48375,34.0,3.3,1.0
050US48461,1.0,24.16,0.5
050US48495,3.0,2.7,1.0
050US19119,3.0,19.41,1.0
050US17087,4.0,11.34,1.0
050US51590,16.0,3.11,1.0
050US27079,6.0,9.77,1.0
050US42087,12.0,8.2,1.0
050US20007,2.0,0.0,1.0
050US20117,4.0,13.46,1.0
050US19121,3.0,3.6,1.0
050US19151,3.0,18.96,1.0
050US19179,11.0,6.73,1.0
050US27039,5.0,13.64,1.0
050US27063,4.0,15.17,1.0
050US48415,4.0,9.9,1.0
050US27111,15.0,11.67,0.88
050US27165,3.0,17.06,1.0
050US19107,3.0,20.51,0.75
050US20207,2.0,1.93,1.0
050US21061,4.0,19.34,1.0
050US38079,4.0,0.0,1.0
050US48193,3.0,3.98,1.0
050US48433,1.0,0.0,1.0
050US48505,3.0,3.75,1.0
050US13297,15.0,7.44,1.0
050US15005,2.0,0.0,1.0
050US19033,11.0,4.77,1.0
050US17201,77.0,2.83,1.0
050US19059,5.0,10.92,1.0
050US19183,5.0,2.32,1.0
050US20075,1.0,0.0,1.0
050US01011,3.0,15.99,1.0
050US39113,153.0,2.62,1.0
050US18167,28.0,4.24,1.0
050US37067,93.0,3.83,1.0
050US19063,3.0,11.79,0.75
050US27115,7.0,13.73,0.88
050US13231,4.0,14.17,1.0
050US26021,49.0,6.78,1.0
050US39141,17.0,9.62,1.0
050US51820,5.0,0.78,1.0
050US48059,3.0,6.1,1.0
050US55033,7.0,10.67,0.88
050US28045,7.0,10.68,0.88
050US27143,4.0,0.0,1.0
050US20039,2.0,11.56,1.0
050US27105,6.0,5.95,1.0
050US19177,2.0,11.12,1.0
050US20011,3.0,15.19,0.6
050US55087,39.0,4.94,0.98
050US39063,13.0,3.42,1.0
050US39149,10.0,7.98,1.0
050US28079,5.0,12.54,1.0
050US29155,6.0,7.08,1.0
050US54053,5.0,9.28,0.83
050US27149,3.0,8.64,1.0
050US36023,11.0,8.21,0.92
050US01003,30.0,7.37,0.94
050US01109,8.0,11.37,1.0
050US04015,38.0,10.26,0.88
050US05091,11.0,8.46,0.92
050US55017,11.0,6.98,1.0
050US55019,7.0,13.6,0.88
050US38047,1.0,0.0,1.0
050US38049,1.0,30.44,0.5
050US47171,4.0,4.13,1.0
050US26059,10.0,15.05,0.83
050US28139,4.0,5.66,1.0
050US26029,12.0,28.06,0.86
050US26111,18.0,6.9,0.95
050US35059,1.0,0.0,1.0
050US39085,59.0,4.57,1.0
050US35031,6.0,39.82,0.35
050US41071,17.0,6.49,1.0
050US27025,9.0,7.75,0.9
050US12085,36.0,4.38,1.0
050US40029,2.0,10.46,1.0
050US28009,1.0,15.2,0.5
050US33011,86.0,5.1,1.0
050US36001,75.0,3.53,1.0
050US23029,9.0,25.43,0.64
050US50023,18.0,9.23,0.95
050US01127,18.0,7.39,1.0
050US02164,1.0,0.0,1.0
050US29059,3.0,15.98,1.0
050US29063,1.0,17.7,0.5
050US36007,55.0,4.57,1.0
050US28131,3.0,12.34,1.0
050US29049,4.0,4.13,1.0
050US48099,19.0,8.91,1.0
050US22027,4.0,20.64,0.8
050US24037,18.0,9.41,1.0
050US26047,7.0,20.08,0.78
050US29217,6.0,10.8,1.0
050US04019,,,
050US56043,3.0,9.01,1.0
050US20005,4.0,6.84,1.0
050US46013,7.0,6.4,0.88
050US46017,1.0,0.0,1.0
050US31049,1.0,0.0,1.0
050US55109,14.0,4.02,1.0
050US55137,7.0,17.5,1.0
050US56025,17.0,5.49,0.94
050US40049,9.0,9.44,1.0
050US51800,28.0,6.08,1.0
050US17045,4.0,18.1,0.8
050US50001,9.0,10.97,0.9
050US47007,3.0,4.97,1.0
050US26113,2.0,18.01,0.5
050US26129,6.0,15.27,0.86
050US36037,15.0,4.41,1.0
050US50013,2.0,11.81,1.0
050US38073,3.0,2.76,1.0
050US46069,1.0,0.0,1.0
050US56021,20.0,6.34,0.95
050US31185,4.0,2.21,1.0
050US33019,8.0,14.4,0.8
050US19193,24.0,4.79,0.92
050US55115,10.0,15.09,0.91
050US51035,7.0,12.29,1.0
050US01031,14.0,9.71,1.0
050US01123,10.0,10.76,1.0
050US35049,49.0,8.82,0.98
050US47011,19.0,4.07,1.0
050US31107,3.0,8.53,1.0
050US21233,4.0,0.0,1.0
050US53069,1.0,0.0,1.0
050US55095,10.0,7.36,1.0
050US55125,4.0,11.22,0.8
050US41013,3.0,17.26,0.75
050US36005,339.0,0.79,1.0
050US36055,193.0,2.27,1.0
050US48319,0.0,33.85,0.0
050US48359,0.0,75.8,0.0
050US48425,2.0,0.0,1.0
050US51670,7.0,5.89,1.0
050US54029,8.0,4.36,1.0
050US28119,3.0,9.34,1.0
050US55053,5.0,13.13,1.0
050US19039,3.0,4.54,1.0
050US12091,43.0,4.34,1.0
050US36035,15.0,6.24,1.0
050US39109,21.0,5.79,1.0
050US31085,0.0,50.34,0.0
050US31147,3.0,11.52,1.0
050US51530,1.0,0.0,1.0
050US28057,4.0,9.59,0.8
050US29037,20.0,6.33,1.0
050US47051,9.0,12.62,1.0
050US16017,6.0,17.47,0.67
050US20099,7.0,6.81,0.88
050US31017,0.0,59.6,0.0
050US40015,8.0,6.01,1.0
050US19091,4.0,10.48,1.0
050US29209,6.0,10.21,1.0
050US28081,19.0,8.52,1.0
050US55047,6.0,8.56,1.0
050US55055,20.0,6.98,1.0
050US05087,3.0,22.11,0.75
050US08087,8.0,6.63,1.0
050US39093,74.0,3.9,1.0
050US46053,2.0,0.0,1.0
050US46102,,,
050US48393,0.0,52.53,0.0
050US36089,25.0,11.56,0.89
050US38025,1.0,0.0,1.0
050US35035,14.0,12.72,0.88
050US06029,150.0,3.23,0.99
050US06071,363.0,4.2,0.98
050US08063,2.0,27.64,0.67
050US54009,6.0,5.28,1.0
050US31135,1.0,0.0,1.0
050US17001,17.0,5.69,0.94
050US51071,4.0,7.88,1.0
050US32019,9.0,10.97,0.9
050US48013,8.0,7.64,1.0
050US48023,1.0,0.0,1.0
050US48033,0.0,58.88,0.0
050US48071,5.0,18.27,0.71
050US55041,4.0,13.56,1.0
050US39045,28.0,5.11,1.0
050US05033,11.0,5.8,1.0
050US29163,5.0,11.35,1.0
050US36083,42.0,5.3,1.0
050US54105,2.0,7.44,1.0
050US48019,4.0,14.75,0.8
050US51770,23.0,2.15,1.0
050US51775,5.0,1.49,1.0
050US13275,11.0,7.47,1.0
050US31079,14.0,4.27,1.0
050US08045,11.0,9.37,1.0
050US02198,3.0,10.34,0.75
050US13227,6.0,9.27,1.0
050US48181,26.0,5.78,1.0
050US48195,2.0,13.84,1.0
050US48211,1.0,0.0,1.0
050US48295,0.0,37.18,0.0
050US51620,2.0,3.03,1.0
050US55103,5.0,11.74,1.0
050US55065,4.0,22.27,0.8
050US13281,3.0,5.57,1.0
050US47137,1.0,0.0,1.0
050US46083,11.0,8.49,1.0
050US31129,2.0,8.24,1.0
050US31157,11.0,5.92,1.0
050US48297,4.0,6.23,1.0
050US46081,5.0,2.24,1.0
050US31001,9.0,5.48,1.0
050US55078,2.0,15.9,1.0
050US51710,81.0,2.66,1.0
050US51735,4.0,6.7,1.0
050US29169,9.0,4.13,1.0
050US20103,16.0,5.4,1.0
050US51660,11.0,0.7,1.0
050US38063,1.0,0.0,1.0
050US38081,1.0,15.18,0.5
050US31019,11.0,2.7,1.0
050US31011,2.0,5.08,1.0
050US31015,0.0,38.72,0.0
050US29175,6.0,7.64,1.0
050US30025,1.0,0.0,1.0
050US48101,0.0,50.04,0.0
050US48259,6.0,8.8,1.0
050US48463,4.0,8.62,0.8
050US19145,6.0,4.72,1.0
050US31101,3.0,0.47,1.0
050US55013,6.0,8.33,1.0
050US36003,11.0,13.97,0.85
050US29065,4.0,8.56,1.0
050US55009,54.0,2.53,1.0
050US47017,8.0,14.49,1.0
050US51640,2.0,0.0,1.0
050US55061,4.0,20.8,0.8
050US20197,1.0,31.63,0.5
050US51700,44.0,3.85,1.0
050US55063,25.0,3.18,1.0
050US50021,18.0,12.81,0.9
050US46019,1.0,18.89,0.5
050US48325,8.0,8.22,1.0
050US48329,27.0,1.62,1.0
050US48335,2.0,3.63,1.0
050US51077,5.0,12.4,1.0
050US08025,1.0,0.0,1.0
050US55131,28.0,3.2,1.0
050US34017,166.0,0.66,1.0
050US17037,21.0,4.11,1.0
050US29153,1.0,25.14,0.5
050US30011,0.0,196.56,0.0
050US31069,1.0,0.0,1.0
050US12017,28.0,7.06,1.0
050US20161,13.0,7.8,0.93
050US21059,23.0,5.38,1.0
050US39173,28.0,5.06,1.0
050US17093,10.0,0.93,1.0
050US17127,4.0,3.79,1.0
050US39087,15.0,8.8,0.94
050US35043,22.0,15.81,0.79
050US37045,22.0,6.76,1.0
050US55035,20.0,4.4,1.0
050US55099,3.0,22.44,0.5
050US31057,1.0,0.0,1.0
050US31075,0.0,72.99,0.0
050US31105,1.0,0.0,1.0
050US28061,3.0,15.16,0.75
050US17119,60.0,4.51,0.98
050US21121,8.0,8.79,1.0
050US21177,9.0,7.18,1.0
050US54103,4.0,9.99,0.8
050US55107,4.0,18.1,0.8
050US48443,1.0,0.0,1.0
050US48491,89.0,3.7,1.0
050US51009,9.0,7.33,1.0
050US51047,8.0,7.0,1.0
050US39145,20.0,6.8,1.0
050US40003,2.0,15.77,0.67
050US46119,1.0,0.0,1.0
050US19031,5.0,11.86,1.0
050US20019,1.0,0.0,1.0
050US20079,6.0,5.92,1.0
050US20107,2.0,0.0,1.0
050US46101,2.0,11.07,1.0
050US55117,27.0,5.08,1.0
050US55139,41.0,3.94,1.0
050US05081,3.0,14.87,0.75
050US12083,59.0,9.29,0.94
050US13127,16.0,3.43,1.0
050US29115,5.0,12.07,1.0
050US51119,4.0,15.65,0.8
050US51139,5.0,13.53,1.0
050US51730,11.0,3.46,1.0
050US37129,45.0,2.58,1.0
050US37167,13.0,7.11,1.0
050US38077,5.0,11.29,0.83
050US45079,89.0,4.42,1.0
050US06017,42.0,8.72,0.98
050US12125,3.0,10.54,1.0
050US19085,5.0,3.23,1.0
050US47015,1.0,21.45,0.33
050US48159,3.0,5.48,1.0
050US32007,12.0,29.77,0.86
050US17163,60.0,3.43,1.0
050US30111,31.0,5.47,0.97
050US31025,6.0,13.35,1.0
050US22019,44.0,3.92,1.0
050US47141,15.0,4.75,1.0
050US47175,2.0,14.96,1.0
050US48039,51.0,4.7,1.0
050US48223,9.0,9.14,1.0
050US48321,9.0,13.33,0.82
050US48387,2.0,22.86,0.5
050US46137,0.0,63.01,0.0
050US47059,15.0,9.77,1.0
050US01099,4.0,19.56,0.57
050US42129,100.0,3.53,1.0
050US48003,4.0,9.05,1.0
050US48265,9.0,10.33,0.9
050US48293,8.0,10.28,1.0
050US48437,3.0,12.0,1.0
050US06067,317.0,2.78,1.0
050US17143,48.0,3.32,1.0
050US01079,9.0,8.25,1.0
050US19069,3.0,4.53,1.0
050US16067,4.0,17.45,0.8
050US42057,3.0,13.49,1.0
050US27037,95.0,3.07,1.0
050US05139,10.0,4.74,1.0
050US27051,1.0,15.85,0.5
050US48075,2.0,5.82,1.0
050US45031,16.0,4.26,1.0
050US17169,3.0,13.27,1.0
050US17171,1.0,17.24,0.5
050US54091,4.0,13.82,1.0
050US13173,1.0,15.37,0.5
050US48237,2.0,15.79,0.67
050US20035,11.0,4.96,1.0
050US13131,6.0,13.62,1.0
050US20155,16.0,7.75,0.94
050US12117,86.0,1.97,1.0
050US13013,18.0,4.55,1.0
050US45049,4.0,13.1,0.8
050US48063,3.0,2.18,1.0
050US16077,0.0,43.34,0.0
050US49015,2.0,47.23,0.67
050US02105,0.0,425.04,0.0
050US22039,8.0,3.27,1.0
050US51097,2.0,16.66,1.0
050US06007,50.0,5.28,0.98
050US13241,4.0,10.8,0.8
050US01025,6.0,18.21,0.67
050US08067,10.0,9.85,1.0
050US13263,3.0,21.67,1.0
050US21037,25.0,3.0,1.0
050US16047,2.0,0.0,1.0
050US48255,4.0,10.05,1.0
050US47111,4.0,8.14,1.0
050US48153,2.0,0.0,1.0
050US48169,1.0,0.0,1.0
050US17199,15.0,7.03,1.0
050US46021,1.0,0.0,1.0
050US28093,6.0,12.98,1.0
050US29089,3.0,9.08,1.0
050US36101,27.0,11.88,0.9
050US37063,60.0,2.67,1.0
050US35029,5.0,8.93,0.83
050US29003,4.0,12.1,1.0
050US29015,5.0,13.24,0.83
050US51690,5.0,1.51,1.0
050US19129,5.0,5.61,1.0
050US21023,3.0,7.02,1.0
050US37135,28.0,4.43,1.0
050US38091,0.0,41.12,0.0
050US08095,2.0,12.77,1.0
050US48207,2.0,0.0,1.0
050US54075,2.0,15.54,0.5
050US25015,35.0,5.41,0.97
050US21115,6.0,13.59,1.0
050US39161,9.0,7.49,1.0
050US29043,14.0,4.26,1.0
050US13097,20.0,2.12,1.0
050US13155,2.0,8.59,1.0
050US38075,1.0,0.0,1.0
050US38093,6.0,11.27,1.0
050US39003,33.0,4.31,1.0
050US39021,10.0,9.26,1.0
050US01081,27.0,5.9,1.0
050US26127,8.0,18.84,1.0
050US26145,56.0,5.44,1.0
050US49039,5.0,4.88,1.0
050US50005,9.0,8.29,0.9
050US51167,7.0,13.5,1.0
050US51595,2.0,2.0,1.0
050US51678,1.0,0.0,1.0
050US41069,0.0,95.15,0.0
050US42085,30.0,3.25,1.0
050US22061,10.0,6.19,1.0
050US28027,7.0,4.7,1.0
050US51061,16.0,11.51,0.94
050US55029,8.0,24.97,0.8
050US21095,11.0,12.46,1.0
050US47079,8.0,10.98,0.89
050US42125,59.0,5.13,1.0
050US06015,6.0,11.53,0.75
050US16003,1.0,16.16,0.5
050US21107,12.0,4.66,1.0
050US16049,2.0,53.02,0.4
050US36063,62.0,4.15,1.0
050US51117,8.0,14.25,0.89
050US13153,23.0,4.24,1.0
050US23001,28.0,3.8,1.0
050US21185,14.0,7.65,1.0
050US27047,10.0,8.49,1.0
050US28003,7.0,6.79,1.0
050US28123,5.0,7.04,0.83
050US42039,23.0,7.83,1.0
050US18025,2.0,18.36,0.67
050US21161,5.0,9.23,1.0
050US27003,83.0,4.57,1.0
050US31155,5.0,11.54,1.0
050US45075,20.0,1.69,1.0
050US48201,786.0,1.64,1.0
050US39011,11.0,4.43,1.0
050US20115,3.0,9.64,0.75
050US20165,2.0,6.94,1.0
050US26107,10.0,14.78,0.91
050US40051,9.0,10.59,0.9
050US40077,2.0,21.02,0.67
050US18081,22.0,1.92,1.0
050US29103,2.0,11.7,1.0
050US29127,7.0,6.1,0.88
050US29161,9.0,7.53,0.9
050US39049,284.0,2.27,1.0
050US22007,6.0,7.34,1.0
050US05059,6.0,12.34,0.86
050US05143,32.0,1.99,1.0
050US40011,5.0,5.6,1.0
050US29179,1.0,25.8,0.5
050US40097,9.0,2.79,1.0
050US26049,131.0,3.8,1.0
050US21057,2.0,9.49,1.0
050US39111,4.0,17.43,1.0
050US46105,1.0,0.0,1.0
050US42093,4.0,4.98,1.0
050US08057,0.0,81.64,0.0
050US33009,17.0,13.43,0.89
050US39101,18.0,3.99,1.0
050US30063,19.0,4.68,0.95
050US36111,46.0,6.02,0.98
050US23017,14.0,15.89,0.82
050US45013,39.0,12.29,0.95
050US34011,34.0,6.43,0.97
050US48345,0.0,53.88,0.0
050US25027,172.0,3.35,1.0
050US47187,37.0,4.76,1.0
050US04025,39.0,8.85,0.93
050US08079,0.0,63.16,0.0
050US41067,104.0,2.74,1.0
050US18013,4.0,16.69,1.0
050US26081,128.0,3.01,1.0
050US26085,2.0,20.5,0.5
050US55081,9.0,9.43,1.0
050US21149,3.0,0.0,1.0
050US29071,17.0,4.98,1.0
050US29213,10.0,4.78,1.0
050US30091,1.0,21.27,0.5
050US19155,30.0,5.39,1.0
050US18087,8.0,9.38,1.0
050US18113,10.0,10.52,1.0
050US29101,9.0,10.88,1.0
050US18151,9.0,12.58,1.0
050US26157,11.0,15.86,0.79
050US29129,0.0,44.71,0.0
050US36087,65.0,2.03,1.0
050US47067,1.0,16.32,0.5
050US47033,5.0,5.24,1.0
050US47159,5.0,9.4,1.0
050US48073,12.0,9.71,1.0
050US30047,6.0,15.31,0.75
050US31059,2.0,9.46,1.0
050US22013,4.0,14.85,0.8
050US22085,4.0,21.09,0.57
050US24013,38.0,4.88,1.0
050US26109,8.0,9.24,1.0
050US04027,50.0,13.33,0.91
050US13105,5.0,8.36,1.0
050US21223,2.0,4.77,1.0
050US31061,1.0,26.0,0.5
050US47077,6.0,10.09,1.0
050US48031,2.0,0.0,1.0
050US16057,5.0,12.61,0.71
050US37011,5.0,3.19,1.0
050US21225,4.0,3.8,1.0
050US48501,2.0,13.27,1.0
050US37077,12.0,8.97,0.92
050US13163,4.0,4.49,1.0
050US13221,4.0,15.76,1.0
050US24041,10.0,9.56,0.91
050US26083,1.0,44.26,0.33
050US16005,21.0,5.65,0.95
050US49013,3.0,7.46,1.0
050US51001,12.0,14.01,1.0
050US51109,6.0,10.49,1.0
050US51163,4.0,7.46,1.0
050US53017,6.0,15.34,0.75
050US05075,5.0,11.19,0.83
050US05131,26.0,2.32,1.0
050US06065,450.0,3.33,0.99
050US01069,22.0,3.43,1.0
050US01121,22.0,8.1,1.0
050US04012,6.0,22.47,0.67
050US13039,10.0,11.33,0.91
050US40087,6.0,7.86,1.0
050US27027,13.0,3.38,1.0
050US27113,5.0,6.33,1.0
050US29099,42.0,7.54,1.0
050US48117,4.0,2.05,1.0
050US48147,9.0,9.12,1.0
050US17065,3.0,12.46,1.0
050US45033,6.0,4.84,1.0
050US31073,1.0,24.03,1.0
050US39075,8.0,11.42,1.0
050US48171,4.0,10.96,0.8
050US55079,298.0,1.67,1.0
050US26139,54.0,5.92,1.0
