HEROP_ID,PrcNtvRsrv,TtlJlPpr,TtlJlAdmr,TtlJlPrtr,TtlJlPp,TtlJlAdm,TtlJlPrt
050US29159,0.0,533.92,13784.86,395.77,143.0,3692.0,106.0
050US29183,0.0,176.31,2858.53,149.42,459.0,7442.0,389.0
050US29195,0.0,577.28,12865.1,453.58,84.0,1872.0,66.0
050US29197,0.0,111.48,1932.37,111.48,3.0,52.0,3.0
050US29201,0.0,387.76,0.0,208.47,93.0,0.0,50.0
050US30001,0.0,131.34,5976.03,32.84,8.0,364.0,2.0
050US30013,0.0,869.4,9252.71,318.45,445.0,4736.0,163.0
050US30027,0.0,197.74,5141.52,61.79,13.12,341.14,4.1
050US30031,0.0,174.66,3302.8,70.84,134.35,2540.48,54.49
050US30045,0.0,197.9,5141.86,62.17,2.26,58.72,0.71
050US30049,0.0,163.72,2517.99,78.4,71.0,1092.0,34.0
050US30055,0.01,,,,,,
050US30059,0.0,693.45,16901.79,86.31,6.99,170.37,0.87
050US30069,0.0,197.45,5140.13,60.51,0.62,16.14,0.19
050US30073,0.15,167.83,13090.91,27.97,6.0,468.0,1.0
050US30083,0.0,182.97,5123.15,351.86,13.0,364.0,25.0
050US30099,0.0,,,,,,
050US31103,0.0,46.19,0.0,0.0,0.2,0.0,0.0
050US31151,0.0,833.06,11814.35,530.13,77.0,1092.0,49.0
050US32001,0.02,321.33,11487.48,160.66,48.0,1716.0,24.0
050US32003,0.02,387.79,8077.67,222.78,5591.0,116461.0,3212.0
050US32015,0.0,285.96,16356.88,142.98,10.0,572.0,5.0
050US33007,0.0,188.94,2326.97,69.61,38.0,468.0,14.0
050US33015,0.0,107.94,2004.27,58.35,222.0,4122.0,120.0
050US33017,0.0,462.59,4612.7,347.77,419.0,4178.0,315.0
050US34001,0.0,378.17,5787.08,363.14,654.0,10008.0,628.0
050US34005,0.0,178.33,2080.25,153.24,526.0,6136.0,452.0
050US34015,0.0,184.63,2359.97,0.0,358.0,4576.0,0.0
050US34019,0.0,94.93,624.86,60.08,79.0,520.0,50.0
050US34021,0.0,256.27,2224.11,153.44,638.0,5537.0,382.0
050US34025,0.0,168.34,2072.43,120.87,688.0,8470.0,494.0
050US34029,0.0,157.11,2042.69,95.2,538.0,6995.0,326.0
050US34035,0.0,97.57,1973.04,66.85,216.0,4368.0,148.0
050US21229,0.0,1472.82,13276.18,509.46,110.55,996.51,38.24
050US21231,0.0,1700.68,19294.99,432.9,220.0,2496.0,56.0
050US22035,0.0,24304.35,448521.74,10369.57,1118.0,20632.0,477.0
050US22045,0.0,903.0,6751.82,587.49,415.0,3103.0,270.0
050US22053,0.0,376.23,6029.79,335.55,74.0,1186.0,66.0
050US22055,0.0,487.89,7940.27,317.68,794.0,12922.0,517.0
050US06055,0.0,220.23,5313.07,144.97,199.0,4801.0,131.0
050US06059,0.0,294.32,3665.55,156.88,6311.0,78599.0,3364.0
050US06069,0.0,326.6,7835.9,80.39,130.0,3119.0,32.0
050US06073,0.05,308.0,4018.71,132.04,6972.0,90969.0,2989.0
050US06079,0.0,307.59,6101.97,171.24,573.0,11367.0,319.0
050US06083,0.0,404.07,5502.96,290.22,1196.0,16288.0,859.0
050US06097,0.0,333.39,5436.98,182.18,1087.0,17727.0,594.0
050US06101,0.0,392.19,7118.48,398.75,239.0,4338.0,243.0
050US06107,0.02,545.63,6898.7,332.31,1591.0,20116.0,969.0
050US06113,0.0,252.74,5094.48,190.86,388.0,7821.0,293.0
050US08019,0.0,725.64,24085.22,524.93,47.0,1560.0,34.0
050US08023,0.0,694.12,9625.17,185.1,15.0,208.0,4.0
050US08031,0.0,440.78,7209.62,294.71,2221.0,36328.0,1485.0
050US08037,0.0,205.7,6417.94,107.99,80.0,2496.0,42.0
050US08055,0.0,787.83,24015.21,353.16,29.0,884.0,13.0
050US01049,0.0,522.0,5428.82,439.81,235.0,2444.0,198.0
050US01063,0.0,119.19,11362.73,377.43,6.0,572.0,19.0
050US01087,0.0,79.78,5808.2,319.13,10.0,728.0,40.0
050US01091,0.0,507.45,4758.34,399.3,61.0,572.0,48.0
050US01095,0.07,516.98,17093.84,335.7,308.0,10184.0,200.0
050US01101,0.0,428.22,7960.01,316.31,639.0,11878.0,472.0
050US01107,0.0,1439.39,13787.88,833.33,190.0,1820.0,110.0
050US01115,0.0,395.83,9514.09,293.8,225.0,5408.0,167.0
050US01119,0.0,387.32,2441.31,58.69,33.0,208.0,5.0
050US01131,0.0,784.67,0.0,0.0,52.0,0.0,0.0
050US02090,0.0,,,,,,
050US02158,0.02,,,,,,
050US02240,0.02,,,,,,
050US04005,0.38,457.82,12799.82,382.52,456.0,12749.0,381.0
050US04009,0.37,464.84,1524.35,79.57,111.0,364.0,19.0
050US04013,0.05,273.87,3481.38,208.07,7717.0,98098.0,5863.0
050US54001,0.0,675.2,4796.24,297.0,71.18,505.62,31.31
050US54005,0.0,879.82,6259.81,295.24,124.89,888.58,41.91
050US54021,0.0,488.83,4835.43,334.38,28.01,277.07,19.16
050US54039,0.0,396.72,5393.82,273.68,460.33,6258.61,317.56
050US54045,0.0,879.82,6259.79,295.27,184.71,1314.18,61.99
050US54047,0.0,995.89,3179.87,0.0,114.0,364.0,0.0
050US54063,0.0,346.61,5520.11,202.45,27.41,436.53,16.01
050US54067,0.0,488.9,4835.45,334.37,75.11,742.87,51.37
050US54087,0.0,488.95,4835.47,334.37,42.26,417.93,28.9
050US54107,0.0,285.4,2683.47,181.73,152.16,1430.69,96.89
050US55003,0.18,573.42,11714.11,286.71,56.0,1144.0,28.0
050US55043,0.0,155.08,3499.43,11.7,53.0,1196.0,4.0
050US55113,0.09,763.92,21766.43,136.04,73.0,2080.0,13.0
050US56029,0.0,335.61,7394.77,159.27,59.0,1300.0,28.0
050US12086,0.0,298.68,3670.25,150.86,5510.0,67709.0,2783.0
050US12093,0.0,946.64,17279.09,502.3,245.0,4472.0,130.0
050US12097,0.0,365.65,6896.05,310.99,863.0,16276.0,734.0
050US13021,0.0,773.21,7211.86,714.05,758.0,7070.0,700.0
050US13029,0.0,206.79,0.0,136.48,50.0,0.0,33.0
050US39137,0.0,253.26,4472.69,109.91,53.0,936.0,23.0
050US39175,0.0,152.39,5283.02,36.28,21.0,728.0,5.0
050US40013,0.99,436.04,2678.02,271.24,127.0,780.0,79.0
050US40027,0.64,234.25,4705.61,181.5,453.0,9100.0,351.0
050US40057,1.0,926.5,3211.86,494.13,15.0,52.0,8.0
050US40067,0.99,766.49,11168.9,547.5,28.0,408.0,20.0
050US40075,1.0,553.1,2876.11,331.86,30.0,156.0,18.0
050US40095,0.99,567.83,0.0,423.29,55.0,0.0,41.0
050US40125,1.0,752.69,11234.41,576.34,350.0,5224.0,268.0
050US40135,1.0,612.13,18725.7,435.03,159.0,4864.0,113.0
050US40143,1.0,384.94,6837.13,266.9,1611.0,28614.0,1117.0
050US27011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
050US27013,0.0,237.31,5120.26,113.31,111.0,2395.0,53.0
050US27031,0.04,125.12,,62.56,4.0,,2.0
050US27061,0.17,291.03,9386.63,209.98,79.0,2548.0,57.0
050US27073,0.0,105.32,6845.71,78.99,4.0,260.0,3.0
050US27075,0.0,241.35,,160.9,15.0,,10.0
050US27089,0.0,53.26,3692.53,0.0,3.0,208.0,0.0
050US27097,0.0,265.51,7173.76,181.93,54.0,1459.0,37.0
050US27127,0.0,179.51,6787.84,145.85,16.0,605.0,13.0
050US27161,0.0,118.56,2642.28,33.88,14.0,312.0,4.0
050US27171,0.0,166.77,4697.22,118.13,144.0,4056.0,102.0
050US28001,0.0,428.53,14855.68,339.87,87.0,3016.0,69.0
050US28011,0.0,1972.82,2016.66,511.47,405.0,414.0,105.0
050US28029,0.0,268.77,3993.2,224.89,49.0,728.0,41.0
050US28043,0.0,1172.91,17313.66,749.15,155.0,2288.0,99.0
050US28083,0.0,596.72,10155.15,341.76,110.0,1872.0,63.0
050US28087,0.0,650.91,11146.55,379.05,249.0,4264.0,145.0
050US28103,0.0,351.7,8382.18,263.77,24.0,572.0,18.0
050US28121,0.0,486.41,5623.5,482.44,490.0,5665.0,486.0
050US35015,0.0,737.78,7873.37,294.56,268.0,2860.0,107.0
050US35039,0.21,421.51,7768.92,363.65,102.0,1880.0,88.0
050US35045,0.63,753.79,13560.84,465.69,607.0,10920.0,375.0
050US35055,0.08,411.25,,411.25,81.0,,81.0
050US36025,0.0,284.54,1479.58,138.71,80.0,416.0,39.0
050US36031,0.0,352.58,1509.87,290.36,85.0,364.0,70.0
050US36103,0.0,159.31,1504.22,120.32,1565.0,14777.0,1182.0
050US36105,0.0,370.61,1407.48,208.21,178.0,676.0,100.0
050US36119,0.0,166.22,941.1,138.99,1050.0,5945.0,878.0
050US36123,0.0,331.04,3037.78,201.22,51.0,468.0,31.0
050US37009,0.0,989.73,6433.25,1045.4,160.0,1040.0,169.0
050US37013,0.0,307.8,7726.87,226.43,87.0,2184.0,64.0
050US37017,0.01,356.35,0.0,279.3,74.0,0.0,58.0
050US37023,0.0,303.03,7128.92,282.49,177.0,4164.0,165.0
050US37037,0.0,180.0,3341.86,125.53,76.0,1411.0,53.0
050US37043,0.0,474.71,0.0,572.93,29.0,0.0,35.0
050US37053,0.0,179.2,6613.1,86.71,31.0,1144.0,15.0
050US37057,0.0,243.41,6212.62,243.41,258.0,6585.0,258.0
050US37065,0.0,593.5,8211.59,474.8,195.0,2698.0,156.0
050US37075,0.01,136.37,11143.58,272.74,7.0,572.0,14.0
050US37085,0.21,238.83,19858.32,151.14,207.0,17212.0,131.0
050US37089,0.0,232.27,7872.22,42.63,158.0,5355.0,29.0
050US37095,0.0,281.74,19541.42,0.0,9.83,681.8,0.0
050US37103,0.0,448.95,1729.3,315.93,27.0,104.0,19.0
050US37115,0.0,551.96,4909.58,501.13,76.0,676.0,69.0
050US37123,0.0,430.86,14424.84,354.13,73.0,2444.0,60.0
050US28141,0.0,710.51,6873.76,297.42,86.0,832.0,36.0
050US42099,0.0,374.39,0.0,249.6,111.0,0.0,74.0
050US42103,0.0,912.23,3918.07,623.26,322.0,1383.0,220.0
050US42127,0.0,394.08,968.13,114.81,127.0,312.0,37.0
050US42133,0.0,737.04,4716.34,529.97,2125.0,13598.0,1528.0
050US48411,0.0,136.61,8524.59,27.32,5.0,312.0,1.0
050US48429,0.0,483.59,9516.41,500.86,28.0,551.0,29.0
050US48449,0.0,587.16,7440.67,429.27,119.0,1508.0,87.0
050US48453,0.0,283.58,5348.14,213.3,2502.0,47187.0,1882.0
050US48455,0.0,83.13,6175.04,47.5,7.0,520.0,4.0
050US48467,0.0,467.55,7078.39,449.8,158.0,2392.0,152.0
050US48473,0.0,287.75,7800.99,244.59,100.0,2711.0,85.0
050US48479,0.0,315.29,6178.28,267.18,544.0,10660.0,461.0
050US49033,0.0,72.25,0.0,0.0,1.0,0.0,0.0
050US49045,0.0,317.62,14573.31,210.19,136.0,6240.0,90.0
050US49047,0.64,906.51,20491.84,260.33,195.0,4408.0,56.0
050US49051,0.53,421.88,5745.57,140.63,84.0,1144.0,28.0
050US50017,0.0,,,,,,
050US50027,0.0,,,,,,
050US51007,0.0,1272.39,11665.34,340.94,105.43,966.59,28.25
050US51017,0.0,814.93,9712.97,415.93,21.18,252.44,10.81
050US51019,0.0,611.85,6027.24,372.44,301.9,2973.96,183.77
050US51023,0.0,399.05,4971.3,141.34,83.29,1037.61,29.5
050US51033,0.0,958.43,1993.75,0.0,187.0,389.0,0.0
050US51036,0.24,3445.64,22607.04,1199.96,153.71,1008.5,53.53
050US51041,0.0,119.09,6613.88,143.35,270.0,14995.0,325.0
050US51057,0.0,991.36,5857.67,540.78,67.7,400.02,36.93
050US51067,0.0,1146.45,11075.24,529.39,396.18,3827.27,182.94
050US51083,0.0,611.84,6027.23,372.43,125.61,1237.39,76.46
050US51091,0.0,317.33,4537.84,272.58,3.9,55.77,3.35
050US51095,0.0,454.47,4182.47,187.19,202.17,1860.57,83.27
050US51107,0.0,139.86,1910.77,65.62,373.0,5096.0,175.0
050US51111,0.0,1272.34,11665.28,340.97,97.69,895.66,26.18
050US51127,0.02,545.07,6136.37,278.88,78.98,889.16,40.41
050US51133,0.0,1833.7,19486.51,689.36,116.88,1242.07,43.94
050US51143,0.0,288.93,6091.05,104.12,111.0,2340.0,40.0
050US51159,0.0,1833.74,19486.62,689.37,105.55,1121.65,39.68
050US51165,0.0,633.65,7816.28,397.5,322.0,3972.0,202.0
050US51175,0.0,921.94,1344.13,353.27,107.0,156.0,41.0
050US51179,0.0,632.17,5227.4,473.24,636.27,5261.27,476.31
050US51187,0.0,712.74,7694.06,399.5,184.67,1993.53,103.51
050US53047,0.2,339.63,5750.26,0.0,84.37,1428.48,0.0
050US53049,0.0,325.2,5495.93,162.6,40.0,676.0,20.0
050US53053,0.02,214.99,3801.77,139.0,1259.0,22263.0,814.0
050US53061,0.02,188.82,5025.46,149.95,1030.0,27414.0,818.0
050US53071,0.0,184.91,6190.63,172.24,73.0,2444.0,68.0
050US53073,0.02,277.36,5439.22,219.32,411.0,8060.0,325.0
050US54013,0.0,488.94,4835.51,334.39,21.67,214.31,14.82
050US54017,0.0,285.41,2683.48,181.72,16.24,152.69,10.34
050US54019,0.0,346.62,5520.14,202.42,94.25,1500.98,55.04
050US54023,0.0,574.93,4681.73,263.08,40.32,328.33,18.45
050US54027,0.0,574.98,4681.8,263.17,84.62,689.02,38.73
050US54033,0.0,285.4,2683.46,181.72,122.61,1152.84,78.07
050US54037,0.0,382.0,4428.77,296.76,141.79,1643.87,110.15
050US54043,0.0,400.08,4377.32,199.69,52.21,571.24,26.06
050US54065,0.0,381.98,4428.74,296.72,42.56,493.45,33.06
050US54071,0.0,574.93,4681.68,263.22,23.48,191.2,10.75
050US54081,0.0,346.63,5520.14,202.41,162.18,2582.71,94.7
050US54093,0.0,675.34,4796.22,297.03,29.33,208.3,12.9
050US54095,0.0,285.43,2683.51,181.77,15.53,146.01,9.89
050US37133,0.0,229.34,6574.49,196.26,312.0,8944.0,267.0
050US37137,0.0,1378.56,15448.03,1365.05,102.0,1143.0,101.0
050US37149,0.0,241.96,3145.52,181.47,28.0,364.0,21.0
050US37153,0.03,298.34,7367.24,298.34,85.0,2099.0,85.0
050US37161,0.0,492.17,35300.39,397.61,203.0,14560.0,164.0
050US37163,0.07,538.76,7854.79,584.07,214.0,3120.0,232.0
050US37177,0.0,221.16,3833.39,184.3,6.0,104.0,5.0
050US38005,0.22,444.78,21145.04,510.18,17.48,831.0,20.05
050US38033,0.0,323.25,8889.41,170.13,3.42,94.05,1.8
050US38053,0.06,61.37,1914.82,0.0,5.0,156.0,0.0
050US38059,0.0,251.32,7579.79,150.79,50.0,1508.0,30.0
050US38067,0.0,190.25,8656.36,166.47,8.0,364.0,7.0
050US38071,0.0,444.84,21144.91,510.32,31.25,1485.43,35.85
050US22067,0.0,1265.02,3048.7,841.24,200.0,482.0,133.0
050US22069,0.11,1941.44,10335.77,477.4,488.0,2598.0,120.0
050US22079,0.02,1382.52,18385.62,398.44,1152.0,15320.0,332.0
050US22097,0.0,547.97,6834.04,581.0,282.0,3517.0,299.0
050US22107,0.0,,,,,,
050US22113,0.0,371.29,1767.55,251.01,142.0,676.0,96.0
050US22117,0.0,672.87,1376.63,576.74,196.0,401.0,168.0
050US22123,0.0,352.42,763.58,176.21,24.0,52.0,12.0
050US23007,0.04,131.23,3275.59,47.24,25.0,624.0,9.0
050US08065,0.0,93.76,15600.98,37.5,5.0,832.0,2.0
050US08071,0.0,391.84,11985.71,495.56,34.0,1040.0,43.0
050US08093,0.0,900.09,35741.76,65.46,110.0,4368.0,8.0
050US08105,0.0,393.39,7054.71,366.25,27.25,488.68,25.37
050US08113,0.0,156.17,,121.46,9.0,,7.0
050US09001,0.0,,,,,,
050US09007,0.0,,,,,,
050US09011,0.01,,,,,,
050US10005,0.03,,,,,,
050US12033,0.0,948.21,8792.36,750.32,1955.0,18128.0,1547.0
050US12037,0.0,899.09,14653.78,617.28,67.0,1092.0,46.0
050US12041,0.0,353.86,11040.34,283.09,40.0,1248.0,32.0
050US12047,0.0,468.99,12464.83,270.97,45.0,1196.0,26.0
050US12053,0.0,556.38,5843.38,424.97,597.0,6270.0,456.0
050US12071,0.0,388.57,5575.94,246.46,1646.0,23620.0,1044.0
050US19009,0.0,61.44,1597.54,0.0,2.0,52.0,0.0
050US19027,0.0,57.77,5579.4,0.0,7.0,676.0,0.0
050US19075,0.0,67.1,,53.68,5.0,,4.0
050US19113,0.0,249.82,7407.0,103.35,365.0,10822.0,151.0
050US19147,0.0,93.13,5811.14,18.63,5.0,312.0,1.0
050US19195,0.0,85.27,6651.03,42.63,4.0,312.0,2.0
050US20069,0.0,242.38,6607.47,161.68,8.83,240.71,5.89
050US20143,0.0,798.24,14313.24,0.0,29.0,520.0,0.0
050US20181,0.0,551.12,2865.8,165.33,20.0,104.0,6.0
050US21005,0.0,571.56,10412.73,383.34,83.63,1523.59,56.09
050US21025,0.0,1492.38,1492.38,1004.89,128.3,128.3,86.39
050US21029,0.0,405.29,1017.89,212.92,217.0,545.0,114.0
050US21033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
050US21043,0.0,1152.18,,760.32,197.0,,130.0
050US21049,0.0,300.75,20851.68,453.3,69.0,4784.0,104.0
050US21063,0.0,456.07,7754.19,145.22,22.58,383.91,7.19
050US21071,0.0,653.34,12634.13,411.04,151.0,2920.0,95.0
050US21085,0.0,3930.42,25003.01,3099.8,653.0,4154.0,515.0
050US21097,0.0,646.8,18596.7,403.88,77.59,2230.86,48.45
050US21109,0.0,869.67,7235.62,347.87,75.0,624.0,30.0
050US21119,0.0,835.67,12231.89,565.75,83.5,1222.21,56.53
050US21125,0.0,1197.51,15352.73,767.64,468.0,6000.0,300.0
050US21135,0.0,750.56,15855.52,328.37,64.0,1352.0,28.0
050US21139,0.0,1034.74,11214.95,265.66,58.97,639.14,15.14
050US21153,0.0,456.1,7754.27,145.28,37.14,631.43,11.83
050US21159,0.0,456.19,7754.28,145.25,35.46,602.74,11.29
050US21167,0.0,,,,,,
050US21181,0.0,646.76,18596.71,403.95,29.46,847.08,18.4
050US21183,0.0,413.42,11789.02,286.72,62.0,1768.0,43.0
050US21193,0.0,835.68,12231.94,565.74,142.5,2085.79,96.47
050US21197,0.0,1575.5,5243.26,642.8,125.0,416.0,51.0
050US21205,0.0,818.92,9515.57,374.86,142.0,1650.0,65.0
050US54109,0.0,346.61,5520.14,202.43,46.3,737.38,27.04
050US55023,0.0,222.38,8935.61,20.22,22.0,884.0,2.0
050US55037,0.0,367.65,,110.29,10.0,,3.0
050US55051,0.04,244.8,1591.19,61.2,8.0,52.0,2.0
050US55069,0.0,767.59,4078.89,599.51,137.0,728.0,107.0
050US55075,0.0,544.8,9725.16,195.15,134.0,2392.0,48.0
050US55111,0.0,465.73,7085.0,91.66,188.0,2860.0,37.0
050US41007,0.0,261.51,8924.12,77.64,64.0,2184.0,19.0
050US41017,0.0,190.02,5683.78,121.92,226.0,6760.0,145.0
050US41019,0.0,348.07,10482.48,265.71,224.0,6746.0,171.0
050US41065,0.25,349.42,8346.5,316.54,56.33,1345.54,51.03
050US42003,0.0,342.35,2185.55,257.39,2756.0,17594.0,2072.0
050US42027,0.0,218.84,1520.16,95.22,262.0,1820.0,114.0
050US42033,0.0,287.72,2309.5,104.28,149.0,1196.0,54.0
050US42041,0.0,252.88,2148.84,99.92,410.0,3484.0,162.0
050US42045,0.0,989.33,4430.14,643.74,3670.0,16434.0,2388.0
050US42051,0.0,319.32,2238.81,265.5,267.0,1872.0,222.0
050US42061,0.0,152.57,1763.01,101.71,45.0,520.0,30.0
050US42071,0.0,284.27,1639.7,198.64,966.0,5572.0,675.0
050US42089,0.0,303.36,2395.21,141.57,345.0,2724.0,161.0
050US42095,0.0,364.31,2090.11,194.06,719.0,4125.0,383.0
050US51063,0.0,773.71,8515.84,274.28,74.98,825.27,26.58
050US51087,0.0,545.06,6136.39,278.85,1178.61,13268.89,602.97
050US53077,0.45,716.85,12535.52,598.78,1105.0,19323.0,923.0
050US45027,0.0,271.58,3964.17,223.94,57.0,832.0,47.0
050US45047,0.0,458.86,9708.04,445.36,204.0,4316.0,198.0
050US01043,0.0,604.5,11517.93,573.89,316.0,6021.0,300.0
050US45029,0.0,596.98,5583.23,377.94,139.0,1300.0,88.0
050US45071,0.0,348.76,8698.36,240.81,84.0,2095.0,58.0
050US46067,0.0,,,,,,
050US01033,0.0,314.07,5292.7,250.09,108.0,1820.0,86.0
050US02050,0.01,44.44,1386.67,35.56,5.0,156.0,4.0
050US04007,0.38,470.57,9929.76,508.08,138.0,2912.0,149.0
050US05039,0.0,2465.81,25644.47,1389.82,110.0,1144.0,62.0
050US06039,0.0,455.34,5048.32,363.06,449.0,4978.0,358.0
050US08043,0.0,616.1,11346.43,275.96,192.0,3536.0,86.0
050US12013,0.0,582.13,1100.76,317.53,55.0,104.0,30.0
050US12069,0.0,373.27,5691.13,246.5,742.0,11313.0,490.0
050US12129,0.0,872.62,7202.55,918.79,189.0,1560.0,199.0
050US13219,0.0,165.11,2146.37,82.55,40.0,520.0,20.0
050US16035,0.05,424.38,20061.73,308.64,22.0,1040.0,16.0
050US16069,0.48,462.32,11506.7,221.28,117.0,2912.0,56.0
050US17153,0.0,1088.67,4445.45,1100.09,36.22,147.9,36.6
050US18071,0.0,811.35,7291.44,657.66,227.0,2040.0,184.0
050US19087,0.0,125.39,4890.28,164.58,16.0,624.0,21.0
050US21003,0.0,535.04,6661.64,271.29,71.0,884.0,36.0
050US21051,0.0,1453.07,23045.63,653.88,200.0,3172.0,90.0
050US21165,0.0,,,,,,
050US46085,0.2,,,,,,
050US47057,0.0,771.02,11149.02,880.19,113.0,1634.0,129.0
050US02195,0.0,288.46,20000.0,48.08,6.0,416.0,1.0
050US06009,0.0,346.26,6870.0,173.13,94.0,1865.0,47.0
050US08097,0.0,128.5,10023.29,24.09,16.0,1248.0,3.0
050US13007,0.0,508.65,0.0,101.73,10.0,0.0,2.0
050US21055,0.0,2099.17,5646.04,325.73,116.0,312.0,18.0
050US22017,0.0,751.63,15072.38,466.09,1174.0,23542.0,728.0
050US22115,0.16,701.88,306.7,67.83,238.0,104.0,23.0
050US26137,0.0,242.8,5459.68,131.24,37.0,832.0,20.0
050US29019,0.0,140.95,5363.82,118.11,179.0,6812.0,150.0
050US30005,0.2,24.83,5163.85,49.65,1.0,208.0,2.0
050US37029,0.0,451.33,7253.01,414.04,31.11,499.95,28.54
050US40089,0.99,651.38,14996.77,283.43,131.0,3016.0,57.0
050US41023,0.0,402.55,0.0,233.13,16.11,0.0,9.33
050US46117,0.04,,,,,,
050US47091,0.0,1200.85,14801.64,400.28,135.0,1664.0,45.0
050US39047,0.0,332.24,10078.08,238.11,60.0,1820.0,43.0
050US39061,0.0,317.36,5875.92,205.03,1698.0,31438.0,1097.0
050US39095,0.0,158.44,5722.1,145.21,443.0,15999.0,406.0
050US45055,0.0,357.5,13369.57,315.87,146.0,5460.0,129.0
050US45059,0.0,482.77,8172.02,482.77,206.0,3487.0,206.0
050US45069,0.11,346.04,14749.26,277.97,61.0,2600.0,49.0
050US45073,0.0,376.97,7601.22,283.26,177.0,3569.0,133.0
050US45083,0.0,379.22,6267.63,360.1,754.0,12462.0,716.0
050US45089,0.0,520.86,6107.34,531.07,102.0,1196.0,104.0
050US46009,0.01,44.9,5837.45,0.0,2.0,260.0,0.0
050US06043,0.0,461.45,9132.86,249.95,48.0,950.0,26.0
050US06095,0.0,315.26,5324.83,236.11,928.0,15674.0,695.0
050US08035,0.0,149.78,3541.87,122.23,337.0,7969.0,275.0
050US10003,0.0,,,,,,
050US12079,0.0,404.59,12272.42,379.3,48.0,1456.0,45.0
050US12113,0.0,572.42,6895.98,281.88,660.0,7951.0,325.0
050US13001,0.0,586.02,20467.07,201.17,67.0,2340.0,23.0
050US13079,0.0,177.01,1972.44,227.59,14.0,156.0,18.0
050US13135,0.0,427.04,4606.77,287.3,2671.0,28814.0,1797.0
050US13311,0.0,509.33,7772.8,354.32,92.0,1404.0,64.0
050US47107,0.0,1011.28,12509.35,152.59,338.0,4181.0,51.0
050US47117,0.0,794.73,8508.25,149.6,170.0,1820.0,32.0
050US47123,0.0,700.01,11376.11,263.82,199.0,3234.0,75.0
050US47143,0.0,712.8,9581.54,513.99,147.0,1976.0,106.0
050US47151,0.0,929.37,11338.29,343.15,130.0,1586.0,48.0
050US47155,0.0,839.35,9539.49,550.42,520.0,5910.0,341.0
050US47157,0.0,714.27,7519.48,365.8,4411.0,46437.0,2259.0
050US47165,0.0,567.02,9019.57,299.0,677.0,10769.0,357.0
050US47167,0.0,1389.37,10063.02,230.73,560.0,4056.0,93.0
050US47185,0.0,1178.18,10996.31,320.22,195.0,1820.0,53.0
050US47189,0.0,440.18,7428.96,219.53,391.0,6599.0,195.0
050US48001,0.0,464.06,5748.91,409.76,188.0,2329.0,166.0
050US48005,0.0,485.17,10204.97,270.75,267.0,5616.0,149.0
050US48029,0.0,287.41,4321.2,232.13,3754.0,56441.0,3032.0
050US48037,0.01,1374.8,15270.56,577.81,828.0,9197.0,348.0
050US48043,0.0,711.06,18036.77,815.12,41.0,1040.0,47.0
050US48051,0.0,556.25,9797.24,565.23,62.0,1092.0,63.0
050US48057,0.0,413.41,,236.23,56.0,,32.0
050US48067,0.0,480.82,7268.25,346.64,86.0,1300.0,62.0
050US48091,0.0,315.79,6347.22,219.49,282.0,5668.0,196.0
050US48109,0.0,751.31,35161.53,0.0,10.0,468.0,0.0
050US48119,0.0,537.46,0.0,189.69,17.0,0.0,6.0
050US48173,0.0,115.34,5997.69,0.0,1.0,52.0,0.0
050US48187,0.0,356.3,5630.34,278.18,374.0,5910.0,292.0
050US48205,0.0,394.74,11052.56,239.11,15.32,428.95,9.28
050US48215,0.0,205.14,3853.06,161.88,1086.0,20398.0,857.0
050US48225,0.0,643.72,9096.0,531.77,92.0,1300.0,76.0
050US48263,0.0,1328.67,6808.86,934.73,5.7,29.21,4.01
050US48273,0.0,454.34,11325.68,397.56,94.82,2363.67,82.97
050US48287,0.0,400.62,6628.43,182.1,44.0,728.0,20.0
050US48301,0.0,1850.57,24597.7,1436.78,1.61,21.4,1.25
050US48311,0.0,597.54,17117.04,535.93,2.91,83.36,2.61
050US48315,0.0,552.21,6961.18,468.54,33.0,416.0,28.0
050US48339,0.0,256.73,5453.43,200.78,959.0,20371.0,750.0
050US48343,0.0,368.2,17018.96,177.28,27.0,1248.0,13.0
050US48349,0.0,705.97,13744.65,729.39,211.0,4108.0,218.0
050US48373,0.01,3105.39,25600.48,443.63,980.0,8079.0,140.0
050US48377,0.0,1866.05,55828.22,1942.74,73.0,2184.0,76.0
050US48383,0.0,3323.39,35449.51,724.33,78.0,832.0,17.0
050US48405,0.0,416.49,5414.41,333.19,20.0,260.0,16.0
050US48407,0.0,355.6,6062.73,297.31,61.0,1040.0,51.0
050US46041,0.99,29.1,3025.89,29.1,1.0,104.0,1.0
050US46071,0.57,,,,,,
050US46075,0.0,,,,,,
050US46079,0.0,175.72,11095.77,87.86,14.0,884.0,7.0
050US46127,0.0,295.33,13711.63,232.04,28.0,1300.0,22.0
050US47013,0.0,562.95,11500.26,345.81,140.0,2860.0,86.0
050US47021,0.0,413.73,14598.65,155.15,112.0,3952.0,42.0
050US47031,0.0,1224.77,6503.17,532.76,423.0,2246.0,184.0
050US47035,0.0,677.05,12722.35,443.16,220.0,4134.0,144.0
050US47037,0.0,522.76,9211.61,263.97,2521.0,44423.0,1273.0
050US47041,0.0,836.09,15996.21,441.71,106.0,2028.0,56.0
050US47065,0.0,647.89,10883.14,472.46,1529.0,25684.0,1115.0
050US47089,0.0,689.86,8913.04,263.77,238.0,3075.0,91.0
