HEROP_ID,Age18_64,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age55_59,Age60_64,AgeOv65,Und45P,HispP,AsianP,NoHsP,ChildrenP,Age45_49,Age50_54,AgeOv18,EssnWrkE,AreaSqMi,AlcTot,AlcDens,AlcPerCap,Ndvi
050US45027,19828,1665,3847,1968,2445,11649,2164,2927,7439,50.45,3.05,0.06,20.21,0.2,1945,2381,27267,6856.0,606.96,5.0,0.01,0.0,0.18
050US45047,41685,4379,9059,4844,4936,26514,4821,4101,12435,56.86,5.99,0.84,16.25,0.23,4452,4503,54120,17061.0,454.72,7.0,0.02,0.0,0.22
050US01043,48938,4979,10332,5009,4781,30134,5716,5336,14803,55.21,4.3,0.41,18.19,0.23,5257,5756,63741,18862.0,734.78,6.0,0.01,0.0,0.24
050US45029,21852,2119,5037,2009,2289,12901,2633,2764,7228,53.39,3.16,0.13,13.35,0.23,2204,2682,29080,9742.0,1056.48,6.0,0.01,0.0,0.23
050US45071,22507,2320,4615,2726,2414,13804,2739,2652,7122,54.48,7.35,0.16,18.97,0.22,2237,2579,29629,9603.0,630.04,4.0,0.01,0.0,0.23
050US46067,3825,579,936,476,331,2230,586,479,1685,51.2,2.27,0.38,12.34,0.25,392,428,5510,1926.0,813.01,,,,0.15
050US01033,32385,3098,6461,3134,3164,19330,3831,3878,10502,53.01,2.48,0.49,15.57,0.21,3578,3817,42887,12531.0,592.74,9.0,0.02,0.0,0.19
050US02050,10309,1863,3557,1594,1349,7648,856,913,1284,72.44,2.38,1.04,18.58,0.36,913,1006,11593,2932.0,40628.89,,,,
050US04007,27768,3039,6075,2573,2758,15031,4023,4489,14783,45.22,18.71,0.91,14.68,0.2,2698,3262,42551,9899.0,4757.97,4.0,0.0,0.0,0.08
050US05039,4156,368,914,582,300,2507,515,630,1580,50.98,3.08,0.35,16.36,0.23,428,490,5736,1968.0,667.38,4.0,0.01,0.0,0.25
050US06039,91402,11807,24040,11303,10848,63202,8898,8204,20797,63.9,57.29,2.12,28.12,0.28,9105,8960,112199,33265.0,2136.92,21.0,0.01,0.0,0.08
050US08043,29438,1862,4355,2185,2226,17355,3847,3173,9807,50.15,13.16,0.69,9.73,0.17,3127,3476,39245,7511.0,1533.08,13.0,0.01,0.0,0.08
050US12013,8697,656,1721,904,869,5661,965,833,2660,55.65,5.79,0.81,21.94,0.21,918,1030,11357,3079.0,567.33,3.0,0.01,0.0,0.23
050US12069,181642,16662,37331,18031,16249,106056,21764,23325,88151,47.72,14.93,1.96,10.69,0.2,20318,21755,269793,61792.0,950.69,28.0,0.03,0.0,0.14
050US12129,20616,1553,3993,1788,1560,12444,2358,2200,4432,56.44,3.65,0.62,12.07,0.21,2388,2509,25048,5740.0,606.42,7.0,0.01,0.0,0.24
050US13219,21726,2008,5903,3005,1917,13390,2305,2515,5357,57.54,4.87,4.1,5.49,0.27,2869,2670,27083,6878.0,184.33,,,,0.24
050US16035,4959,311,783,464,396,2657,650,818,2253,43.41,4.12,0.31,10.47,0.17,545,623,7212,1718.0,2457.3,,,,0.2
050US16069,23667,2458,4760,2454,2628,14818,2939,2565,7788,54.88,3.85,0.8,7.73,0.22,2297,2530,31455,9811.0,848.32,3.0,0.0,0.0,0.09
050US17153,3213,313,687,401,226,1836,472,427,1191,50.54,2.21,0.29,14.26,0.22,300,385,4404,1139.0,199.18,1.0,0.0,0.0,0.21
050US18071,26246,2926,6035,2766,2429,16518,2951,2719,6878,57.99,6.61,2.0,13.44,0.25,2802,3109,33124,11098.0,509.97,5.0,0.01,0.0,0.15
050US19087,11921,1140,2442,1333,1336,7445,1337,1261,3613,55.34,4.76,2.66,7.07,0.22,1304,1384,15534,5142.0,434.29,,,,0.16
050US21003,12246,1382,2788,1232,1197,7449,1366,1374,3537,55.88,2.06,0.41,19.05,0.24,1405,1493,15783,5261.0,344.34,,,,0.26
050US21051,13283,1228,2443,1096,1194,8236,1359,1373,2941,57.74,2.71,0.0,35.73,0.21,1507,1534,16224,3456.0,469.29,1.0,0.0,0.0,0.29
050US21165,3774,355,756,358,273,2034,510,467,1269,49.1,0.0,0.12,23.65,0.21,497,517,5043,1377.0,203.58,,,,0.28
050US46085,2163,334,594,277,264,1423,250,288,593,60.77,2.4,0.49,9.88,0.29,159,228,2756,749.0,1642.14,,,,0.08
050US47057,13719,1091,2732,1447,1227,7816,1862,1576,4498,50.58,3.22,0.33,21.02,0.21,1703,1735,18217,5943.0,280.59,,,,0.24
050US02195,1820,206,414,198,302,1154,259,187,701,54.5,10.35,9.28,10.26,0.23,184,150,2521,978.0,2900.6,3.0,0.0,0.0,
050US06009,25253,1936,4324,2319,2054,12514,3966,4403,12214,41.5,11.71,1.26,9.63,0.17,2722,3156,37467,7814.0,1020.01,12.0,0.01,0.0,0.14
050US08097,11952,823,1595,741,1102,6938,1323,1539,3083,52.24,9.92,1.51,3.67,0.16,1238,1370,15035,3859.0,970.7,15.0,0.02,0.0,0.19
050US13007,1821,139,328,216,191,1071,197,258,738,48.23,4.2,2.98,21.73,0.2,197,261,2559,652.0,341.96,1.0,0.0,0.0,0.19
050US21055,5283,487,1129,485,531,3117,683,649,1818,52.11,1.14,0.0,17.01,0.22,555,645,7101,2299.0,359.96,,,,0.24
050US22017,148891,17245,32850,15438,15991,96089,16840,15958,39667,58.86,2.8,1.25,13.44,0.24,14242,15470,188558,53962.0,878.83,36.0,0.04,0.0,0.16
050US22115,32362,4318,6813,3433,5729,24566,2304,2273,5733,69.98,9.39,2.1,12.79,0.25,2552,2448,38095,8573.0,1327.91,3.0,0.0,0.0,0.22
050US26137,14301,1307,2897,1503,1447,8074,2046,1687,4925,50.33,1.69,0.43,7.87,0.21,1646,1815,19226,5607.0,515.02,1.0,0.0,0.0,0.22
050US29019,120436,10455,19780,14378,26407,88187,9454,9395,20163,67.09,3.37,4.47,5.84,0.2,9353,9728,140599,36527.0,685.54,11.0,0.02,0.0,0.16
050US30005,3736,561,1137,532,376,2476,492,348,982,62.05,3.54,0.07,10.92,0.3,318,413,4718,1169.0,4227.1,1.0,0.0,0.0,0.08
050US37029,6174,492,1563,618,515,3577,699,649,1782,53.91,2.83,1.78,14.35,0.24,796,889,7956,2174.0,240.33,1.0,0.0,0.0,0.21
050US40089,18802,2334,4648,2157,1958,11840,2176,1999,5789,57.1,5.87,0.67,16.93,0.25,2006,2174,24591,7760.0,1850.63,8.0,0.0,0.0,0.21
050US41023,3841,327,733,365,263,2018,563,711,2034,42.85,3.66,0.43,11.23,0.18,343,454,5875,1297.0,4527.77,,,,0.13
050US46117,1690,224,445,126,122,949,175,270,549,53.99,2.4,0.0,5.91,0.25,225,160,2239,878.0,1444.42,,,,0.07
050US47091,10924,720,1694,860,947,6272,1151,1383,3902,48.83,1.98,0.35,20.43,0.17,1360,1307,14826,3470.0,298.44,,,,0.26
050US39047,16938,1773,3922,1726,1669,10316,2091,1806,4858,55.89,2.11,0.91,13.87,0.24,1979,1900,21796,7233.0,406.36,1.0,0.0,0.0,0.13
050US39061,504368,53670,103661,52914,54444,324201,55148,52527,119690,59.3,3.18,2.6,9.01,0.23,49084,54056,624058,172170.0,405.94,59.0,0.15,0.0,0.16
050US39095,265900,27772,55626,27696,29517,167772,31067,28319,66474,58.09,6.99,1.79,10.8,0.23,26612,28737,332374,103013.0,340.71,14.0,0.04,0.0,0.13
050US45055,38005,3571,8817,3976,3464,22576,4643,4687,11340,54.32,4.18,0.39,13.48,0.23,4111,4616,49345,14020.0,726.47,11.0,0.02,0.0,0.2
050US45059,40272,3820,8358,4334,4532,24229,4790,4593,11730,54.58,4.68,0.45,19.53,0.22,4345,4845,52002,16171.0,713.75,6.0,0.01,0.0,0.25
050US45069,17061,1422,3059,1612,1690,10729,1791,1832,4540,56.06,3.3,0.29,24.1,0.2,1748,2010,21601,6008.0,479.87,3.0,0.01,0.0,0.19
050US45073,43985,4023,8749,4239,4375,25250,5542,6088,17204,49.57,5.32,0.67,16.07,0.2,4747,5093,61189,16375.0,626.44,10.0,0.02,0.0,0.23
050US45083,184277,18323,39941,20352,20240,116849,19971,18386,47462,57.95,6.66,2.23,14.73,0.23,20401,20862,231739,72965.0,807.74,41.0,0.05,0.0,0.21
050US45089,18878,1653,3889,1954,1952,11284,2481,2261,6103,52.92,2.29,0.59,19.31,0.21,2055,2068,24981,7184.0,934.16,3.0,0.0,0.0,0.22
050US46009,4181,339,736,364,473,2558,481,500,1453,52.13,2.8,0.79,12.28,0.19,417,485,5634,1550.0,563.55,1.0,0.0,0.0,0.15
050US06043,9985,762,1512,804,803,5106,1503,1683,4690,42.08,10.88,1.39,9.63,0.16,984,1300,14675,3643.0,1448.83,5.0,0.0,0.0,0.11
050US06095,275327,26706,55243,26976,29952,174915,29377,29652,64390,58.57,26.09,15.46,12.02,0.23,27805,30442,339717,100556.0,821.75,50.0,0.06,0.0,0.07
050US08035,203329,19924,53008,24422,16010,126271,22687,17231,35801,60.62,8.52,4.47,2.02,0.27,28263,25429,239130,46783.0,840.25,41.0,0.05,0.0,0.09
050US10003,352509,32547,67492,37406,37221,223403,39392,33729,81440,58.26,9.74,5.51,8.54,0.22,37169,39961,433949,108377.0,426.31,154.0,0.36,0.0,0.15
050US12079,11313,921,1982,1139,982,6846,1339,1268,3642,52.77,5.23,1.05,19.31,0.19,1225,1251,14955,3337.0,696.53,2.0,0.0,0.0,0.23
050US12113,106339,9728,21297,10908,10022,66003,12214,10482,26193,56.93,5.4,1.89,8.44,0.22,11634,12891,132532,32322.0,1012.37,12.0,0.01,0.0,0.13
050US13001,10793,1206,2593,1344,988,6682,1313,1159,3052,56.8,9.77,0.75,25.55,0.25,1087,1362,13845,4621.0,508.27,3.0,0.01,0.0,0.2
050US13079,7539,644,1530,729,662,4169,1244,686,2186,51.39,1.3,0.2,16.48,0.21,843,1042,9725,2631.0,324.91,1.0,0.0,0.0,0.24
050US13135,571405,61066,142176,67439,58778,380114,55147,45730,83442,64.65,20.9,11.4,12.33,0.27,69259,65364,654847,185261.0,430.55,24.0,0.06,0.0,0.16
050US13311,16872,1257,3341,2062,1754,9751,2390,1788,6215,49.6,3.14,0.58,14.91,0.2,1997,2189,23087,6151.0,240.74,3.0,0.01,0.0,0.28
050US47107,31355,2864,6412,3298,2987,18705,3993,3446,10108,53.02,3.87,0.75,15.22,0.21,3596,3649,41463,12296.0,430.11,2.0,0.0,0.0,0.26
050US47117,19565,1890,4301,2151,1769,12129,2149,2282,5034,56.77,5.09,0.32,15.18,0.24,2207,2277,24599,8069.0,375.46,5.0,0.01,0.0,0.23
050US47123,26591,2612,5482,2919,2494,15724,3276,3207,9357,51.92,4.31,0.41,21.08,0.22,3081,3137,35948,10519.0,635.7,3.0,0.0,0.0,0.26
050US47143,19191,2048,4258,2115,2153,11778,2368,1965,5849,55.42,4.95,0.33,21.7,0.23,2131,2231,25040,7923.0,315.38,,,,0.25
050US47151,13033,1335,3056,1441,1239,8215,1633,1162,3562,57.42,0.89,0.01,21.23,0.24,1457,1534,16595,5151.0,532.3,1.0,0.0,0.0,0.31
050US47155,58219,5167,11350,5735,5655,34325,7385,6516,17934,52.8,5.83,0.86,16.09,0.21,6614,6996,76153,22601.0,592.49,11.0,0.02,0.0,0.26
050US47157,582192,66676,130216,63264,67013,384489,59492,56961,118566,62.05,6.25,2.55,11.82,0.25,59524,61081,700758,206172.0,763.57,114.0,0.15,0.0,0.15
050US47165,109156,10954,24463,11531,9988,67788,12219,11063,27276,57.5,4.7,1.27,10.05,0.24,12664,13046,136432,39481.0,529.4,15.0,0.03,0.0,0.2
050US47167,37591,3791,8734,4503,3614,23661,4610,3427,8469,58.89,2.73,0.76,13.13,0.25,4265,4489,46060,14006.0,458.4,3.0,0.01,0.0,0.2
050US47185,15388,1568,3374,1607,1370,9019,1785,1888,5263,52.52,2.46,0.19,17.84,0.22,1781,1902,20651,6023.0,376.68,2.0,0.01,0.0,0.27
050US47189,80823,7966,18240,8546,6963,49218,9200,8392,20031,56.85,4.05,1.51,8.81,0.24,9858,9758,100854,26297.0,571.09,13.0,0.02,0.0,0.2
050US48001,38449,2991,6261,3040,3562,25328,3227,3598,8199,59.76,17.53,0.55,19.88,0.19,4152,4107,46648,11782.0,1062.63,5.0,0.0,0.0,0.19
050US48005,51287,6011,12797,6025,5531,33336,5567,5049,13627,59.52,21.89,1.15,18.91,0.26,5471,5749,64914,19708.0,797.78,,,,0.2
050US48029,1202936,138622,278042,139336,145695,848450,108990,93279,223805,65.69,60.0,2.82,16.16,0.26,118958,115719,1426741,403923.0,1240.21,149.0,0.12,0.0,0.1
050US48037,56604,6060,12552,5542,6215,36825,6160,5483,14992,59.06,7.56,1.08,11.84,0.24,5763,6023,71596,19205.0,885.0,2.0,0.0,0.0,0.19
050US48043,5447,487,1036,418,543,3344,628,714,1987,52.81,44.48,1.67,14.74,0.19,552,468,7434,2061.0,6183.73,3.0,0.0,0.0,0.05
050US48051,10235,1092,2161,1174,1040,6200,1281,1399,3628,52.92,20.47,0.22,17.49,0.22,992,1110,13863,4422.0,659.03,2.0,0.0,0.0,0.17
050US48057,12692,1488,3036,1580,1228,8133,1646,1103,3669,58.04,48.44,4.73,19.26,0.25,1437,1295,16361,6024.0,506.84,4.0,0.01,0.0,0.05
050US48067,16801,1482,4120,1926,1420,9816,2148,2120,6474,51.24,4.44,0.37,14.51,0.23,1889,2038,23275,6848.0,936.95,4.0,0.0,0.0,0.23
050US48091,80190,7855,17466,8623,7284,47092,9448,10508,23967,53.6,27.1,1.04,7.57,0.23,9183,9578,104157,25025.0,559.51,17.0,0.03,0.0,0.11
050US48109,1277,195,266,109,90,746,199,113,428,53.86,73.45,0.54,32.7,0.24,117,177,1705,644.0,3812.14,1.0,0.0,0.0,0.03
050US48119,2953,315,660,434,241,1732,400,419,1042,51.91,7.29,0.67,14.39,0.23,316,331,3995,1201.0,256.83,,,,0.12
050US48173,919,68,196,132,158,641,68,150,173,63.29,43.78,0.0,28.88,0.24,83,51,1092,376.0,900.21,,,,0.03
050US48187,94521,9910,22706,11707,9540,62570,9868,7945,20739,61.36,37.68,1.74,11.35,0.26,10873,10526,115260,34431.0,711.25,7.0,0.01,0.0,0.11
050US48205,3690,311,714,235,172,2553,359,258,827,62.04,26.43,1.47,18.36,0.22,320,425,4517,888.0,1461.94,,,,0.09
050US48215,476719,80050,156250,73722,66114,362339,36396,33050,90250,70.48,92.03,0.96,35.51,0.33,48800,42254,566969,168522.0,1570.89,34.0,0.02,0.0,0.08
050US48225,13640,1181,2533,1224,1325,7982,1669,1574,4834,50.95,10.94,0.31,19.74,0.2,1449,1733,18474,4731.0,1231.0,,,,0.2
050US48263,355,33,87,61,12,193,65,54,227,41.79,16.29,0.0,18.71,0.22,45,45,582,136.0,902.5,,,,0.06
050US48273,19668,2222,4210,2953,4777,15366,1301,1461,4037,69.37,72.71,2.21,20.84,0.25,1395,1433,23705,7075.0,881.3,2.0,0.0,0.0,0.09
050US48287,10057,913,2107,1406,954,6153,1207,1304,3106,54.11,23.42,1.07,16.12,0.22,1020,1142,13163,4147.0,629.04,3.0,0.0,0.0,0.16
050US48301,53,19,5,0,3,25,14,14,25,48.04,15.69,0.0,22.67,0.24,0,0,78,27.0,668.81,,,,0.03
050US48311,351,45,110,19,24,250,58,27,137,61.18,50.15,0.0,9.7,0.26,21,14,488,97.0,1139.79,,,,0.11
050US48315,5692,435,1090,606,379,2912,851,884,2544,44.0,4.03,0.0,16.51,0.18,595,772,8236,2007.0,380.88,3.0,0.01,0.0,0.22
050US48339,337328,37835,84312,38640,32889,217994,37260,31124,69473,61.35,23.65,2.84,12.64,0.27,38603,37844,406801,106745.0,1042.62,51.0,0.05,0.0,0.16
050US48343,6944,708,1666,745,632,4250,868,921,2639,53.32,9.47,0.14,11.63,0.23,660,712,9583,3155.0,251.99,2.0,0.01,0.0,0.19
050US48349,27745,3492,7109,3489,2814,17529,3384,2815,8084,57.9,26.79,0.64,21.71,0.26,3039,3131,35829,11803.0,1009.63,7.0,0.01,0.0,0.14
050US48373,29125,2588,5516,2707,2692,16624,3823,4015,8908,51.69,15.04,0.66,19.81,0.2,2977,3386,38033,10272.0,1057.04,7.0,0.01,0.0,0.19
050US48377,3590,506,1108,650,257,2343,346,378,1596,55.55,83.62,2.53,47.61,0.27,501,345,5186,1304.0,3855.23,1.0,0.0,0.0,0.03
050US48383,2290,264,711,272,222,1605,240,207,350,68.76,70.68,0.0,20.24,0.3,172,203,2640,971.0,1175.31,1.0,0.0,0.0,0.03
050US48405,4525,394,949,602,258,2389,714,593,2134,44.82,7.0,0.16,19.19,0.2,502,652,6659,1528.0,530.65,,,,0.23
050US48407,15583,1542,3573,1527,1398,8908,2133,2116,6114,50.41,12.81,0.0,16.07,0.22,1568,1865,21697,5489.0,569.24,5.0,0.01,0.0,0.21
050US46041,3124,706,1098,459,413,2177,329,267,552,68.89,1.0,0.09,14.37,0.36,288,362,3676,869.0,2302.48,,,,0.1
050US46071,1790,373,528,242,275,1174,223,169,467,63.13,0.58,0.55,17.34,0.31,159,194,2257,392.0,1863.87,,,,0.11
050US46075,454,12,70,22,27,163,114,101,180,33.33,0.0,0.0,5.96,0.14,34,61,634,203.0,969.67,,,,0.11
050US46079,7448,770,1416,908,889,4285,1032,1157,2533,51.46,1.54,1.84,7.73,0.21,593,788,9981,3355.0,562.89,1.0,0.0,0.0,0.16
050US46127,8953,870,2121,1005,754,5471,1135,961,2559,55.76,3.0,1.16,8.15,0.24,977,1083,11512,3699.0,460.74,2.0,0.0,0.0,0.14
050US47013,23441,2187,4553,2199,2208,13725,3060,2462,8030,51.57,1.23,0.39,24.45,0.21,2865,2805,31471,8917.0,480.16,1.0,0.0,0.0,0.26
050US47021,25201,2109,5259,2548,2219,14894,3274,2420,5654,55.75,2.86,0.43,15.03,0.23,2927,3392,30855,10015.0,302.47,3.0,0.01,0.0,0.26
