HEROP_ID,GEOID
050US21007,21007
050US21017,21017
050US21031,21031
050US21065,21065
050US21069,21069
050US21093,21093
050US21099,21099
050US21131,21131
050US21151,21151
050US21155,21155
050US21179,21179
050US17091,17091
050US17187,17187
050US17197,17197
050US18027,18027
050US18061,18061
050US01001,1001
050US01005,1005
050US01023,1023
050US01035,1035
050US01051,1051
050US01055,1055
050US01065,1065
050US01089,1089
050US01113,1113
050US01117,1117
050US02016,2016
050US02130,2130
050US02180,2180
050US02282,2282
050US05011,5011
050US05015,5015
050US05019,5019
050US05025,5025
050US05063,5063
050US05067,5067
050US05121,5121
050US06001,6001
050US06003,6003
050US06005,6005
050US06013,6013
050US06019,6019
050US06023,6023
050US06033,6033
050US06037,6037
050US06047,6047
050US06057,6057
050US06081,6081
050US06085,6085
050US06115,6115
050US08013,8013
050US08029,8029
050US08049,8049
050US08077,8077
050US08083,8083
050US08091,8091
050US09009,9009
050US11001,11001
050US12009,12009
050US12023,12023
050US12039,12039
050US12055,12055
050US12065,12065
050US12073,12073
050US12095,12095
050US12107,12107
050US12123,12123
050US12127,12127
050US12131,12131
050US12133,12133
050US13009,13009
050US13027,13027
050US13103,13103
050US13121,13121
050US13141,13141
050US13149,13149
050US13179,13179
050US13183,13183
050US13189,13189
050US13209,13209
050US13229,13229
050US13267,13267
050US13271,13271
050US13291,13291
050US13305,13305
050US13319,13319
050US15007,15007
050US16015,16015
050US16023,16023
050US16025,16025
050US16027,16027
050US16037,16037
050US16039,16039
050US16043,16043
050US16061,16061
050US16063,16063
050US16085,16085
050US19175,19175
050US20053,20053
050US20095,20095
050US20135,20135
050US20199,20199
050US48011,48011
050US48025,48025
050US48035,48035
050US48053,48053
050US48055,48055
050US48083,48083
050US29057,29057
050US29143,29143
050US29157,29157
050US29189,29189
050US29199,29199
050US29207,29207
050US30015,30015
050US30023,30023
050US30029,30029
050US30039,30039
050US30057,30057
050US30071,30071
050US30077,30077
050US30085,30085
050US30087,30087
050US30105,30105
050US31091,31091
050US53065,53065
050US21189,21189
050US21195,21195
050US21217,21217
050US21237,21237
050US21239,21239
050US22001,22001
050US22009,22009
050US22011,22011
050US22029,22029
050US22031,22031
050US22033,22033
050US22047,22047
050US22071,22071
050US22081,22081
050US22099,22099
050US22119,22119
050US23013,23013
050US23015,23015
050US24003,24003
050US18103,18103
050US18129,18129
050US18147,18147
050US19001,19001
050US19045,19045
050US19083,19083
050US19111,19111
050US31167,31167
050US34003,34003
050US34007,34007
050US34013,34013
050US34023,34023
050US34041,34041
050US35007,35007
050US35011,35011
050US35051,35051
050US36013,36013
050US36029,36029
050US36043,36043
050US36045,36045
050US36047,36047
050US36053,36053
050US36065,36065
050US36077,36077
050US36081,36081
050US36091,36091
050US36115,36115
050US37007,37007
050US37027,37027
050US37039,37039
050US37049,37049
050US37055,37055
050US37059,37059
050US37069,37069
050US37083,37083
050US37091,37091
050US37093,37093
050US37099,37099
050US37111,37111
050US37117,37117
050US37127,37127
050US37165,37165
050US37175,37175
050US37199,37199
050US38017,38017
