HEROP_ID,RcaUrbanP,RcaSubrbP,RcaRuralP,CenFlags,CenRuralP
050US37161,0.0,0.46,0.54,,0.61
050US37163,0.0,0.0,1.0,,0.85
050US37177,0.0,0.0,1.0,,1.0
050US38005,0.0,0.0,1.0,,1.0
050US38033,0.0,0.0,1.0,,1.0
050US38053,0.0,0.0,1.0,,1.0
050US38059,0.6,0.2,0.2,,0.32
050US38067,0.0,0.0,1.0,,1.0
050US38071,0.0,0.0,1.0,,0.35
050US22067,0.0,0.38,0.62,,0.5
050US22069,0.0,0.44,0.56,,0.5
050US22079,0.73,0.24,0.03,,0.4
050US22097,0.0,0.74,0.26,,0.48
050US22107,0.0,0.33,0.67,,1.0
050US22113,0.0,0.85,0.15,,0.55
050US22117,0.0,0.36,0.64,,0.67
050US22123,0.0,0.0,1.0,,1.0
050US23007,0.0,0.0,1.0,,0.83
050US08065,0.0,0.0,1.0,,0.31
050US08071,0.0,0.0,1.0,,0.41
050US08093,0.0,0.4,0.6,,1.0
050US08105,0.0,0.0,1.0,,0.63
050US08113,0.0,0.0,1.0,,1.0
050US09001,0.98,0.01,0.0,,0.05
050US09007,0.78,0.19,0.03,,0.25
050US09011,0.77,0.2,0.03,,0.26
050US10005,0.15,0.46,0.39,,0.41
050US12033,0.94,0.04,0.01,,0.08
050US12037,0.0,0.17,0.83,,0.68
050US12041,0.0,0.8,0.2,,0.84
050US12047,0.0,0.33,0.67,,0.63
050US12053,0.78,0.16,0.07,,0.19
050US12071,0.91,0.05,0.04,,0.06
050US19009,0.0,0.0,1.0,,1.0
050US19027,0.0,0.0,1.0,,0.52
050US19075,0.0,0.5,0.5,,1.0
050US19113,0.89,0.11,0.0,,0.13
050US19147,0.0,0.0,1.0,,0.61
050US19195,0.0,0.0,1.0,,1.0
050US20069,0.0,0.0,1.0,,1.0
050US20143,0.0,0.0,1.0,,1.0
050US20181,0.0,0.0,1.0,,0.24
050US21005,0.0,0.2,0.8,,0.42
050US21025,0.0,0.14,0.86,,0.82
050US21029,0.72,0.22,0.06,,0.3
050US21033,0.0,0.0,1.0,,0.55
050US21043,0.0,0.71,0.29,,0.79
050US21049,0.0,0.8,0.2,,0.27
050US21063,0.0,0.5,0.5,,1.0
050US21071,0.0,0.0,1.0,,0.84
050US21085,0.0,0.0,1.0,,0.74
050US21097,0.0,0.0,1.0,,0.66
050US21109,0.0,0.0,1.0,,1.0
050US21119,0.0,0.0,1.0,,1.0
050US21125,0.0,0.46,0.54,,0.57
050US21135,0.0,0.0,1.0,,1.0
050US21139,0.0,0.0,1.0,,0.95
050US21153,0.0,0.25,0.75,,1.0
050US21159,0.0,0.0,1.0,,1.0
050US21167,0.0,0.0,1.0,,0.59
050US21181,0.0,0.0,1.0,,1.0
050US21183,0.0,0.43,0.57,,0.73
050US21193,0.0,0.12,0.88,,0.74
050US21197,0.0,0.0,1.0,,0.67
050US21205,0.0,0.0,1.0,,0.69
050US54109,0.0,1.0,0.0,,0.89
050US55023,0.0,0.0,1.0,,0.62
050US55037,0.0,0.0,1.0,,1.0
050US55051,0.0,0.0,1.0,,0.68
050US55069,0.0,0.3,0.7,,0.54
050US55075,0.0,0.31,0.69,,0.62
050US55111,0.0,0.23,0.77,,0.46
050US41007,0.0,0.33,0.67,,0.39
050US41017,0.5,0.46,0.04,,0.28
050US41019,0.0,0.3,0.7,,0.41
050US41065,0.0,0.62,0.38,,0.33
050US42003,0.98,0.01,0.0,,0.02
050US42027,0.61,0.39,0.0,,0.32
050US42033,0.0,0.5,0.5,1.0,0.54
050US42041,0.8,0.2,0.0,,0.22
050US42045,0.99,0.0,0.01,1.0,0.0
050US42051,0.58,0.25,0.17,,0.48
050US42061,0.0,0.42,0.58,,0.69
050US42071,0.89,0.11,0.0,,0.21
050US42089,0.33,0.42,0.24,,0.38
050US42095,0.94,0.04,0.01,,0.13
050US51063,0.0,0.67,0.33,,1.0
050US51087,0.95,0.03,0.02,,0.04
050US53077,0.56,0.31,0.13,,0.24
050US45027,0.0,0.5,0.5,,0.86
050US45047,0.0,0.57,0.43,,0.4
050US01043,0.0,0.22,0.78,,0.73
050US45029,0.0,0.5,0.5,,0.76
050US45071,0.0,0.38,0.62,,0.68
050US46067,0.0,0.0,1.0,,1.0
050US01033,0.64,0.36,0.0,,0.44
050US02050,0.0,0.0,1.0,,0.74
050US04007,0.0,0.75,0.25,,0.41
050US05039,0.0,0.0,1.0,,0.53
050US06039,0.48,0.22,0.3,,0.33
050US08043,0.0,0.64,0.36,,0.26
050US12013,0.0,0.67,0.33,,0.68
050US12069,0.88,0.11,0.02,1.0,0.19
050US12129,0.0,0.8,0.2,,0.62
050US13219,0.5,0.5,0.0,,0.5
050US16035,0.0,0.0,1.0,,0.59
050US16069,0.8,0.2,0.0,,0.19
050US17153,0.0,0.0,1.0,,1.0
050US18071,0.0,0.6,0.4,,0.44
050US19087,0.0,0.0,1.0,,0.57
050US21003,0.0,0.17,0.83,,0.79
050US21051,0.0,0.0,1.0,,0.79
050US21165,0.0,0.0,1.0,,1.0
050US46085,0.0,0.0,1.0,,1.0
050US47057,0.0,1.0,0.0,,1.0
050US02195,0.0,0.0,1.0,,1.0
050US06009,0.0,0.0,1.0,,0.75
050US08097,0.0,0.0,1.0,,0.44
050US13007,0.0,1.0,0.0,,1.0
050US21055,0.0,0.0,1.0,,0.71
050US22017,0.86,0.11,0.03,,0.14
050US22115,0.0,0.08,0.92,,0.5
050US26137,0.0,0.0,1.0,,0.66
050US29019,0.79,0.17,0.03,,0.19
050US30005,0.0,0.0,1.0,,1.0
050US37029,0.0,1.0,0.0,,1.0
050US40089,0.0,0.0,1.0,,0.69
050US41023,0.0,0.0,1.0,,1.0
050US46117,0.0,1.0,0.0,,0.43
050US47091,0.0,0.0,1.0,,0.85
050US39047,0.0,0.57,0.43,,0.48
050US39061,0.98,0.02,0.0,,0.02
050US39095,0.95,0.04,0.01,,0.05
050US45055,0.33,0.47,0.2,1.0,0.58
050US45059,0.0,0.59,0.41,,0.64
050US45069,0.0,0.43,0.57,,0.55
050US45073,0.0,0.47,0.53,,0.65
050US45083,0.83,0.16,0.01,,0.27
050US45089,0.0,0.0,1.0,,0.82
050US46009,0.0,0.0,1.0,,1.0
050US06043,0.0,0.0,1.0,,1.0
050US06095,0.93,0.04,0.03,,0.04
050US08035,0.87,0.13,0.0,,0.1
050US10003,0.93,0.05,0.02,,0.05
050US12079,0.0,0.6,0.4,,0.8
050US12113,0.85,0.12,0.04,,0.21
050US13001,0.0,0.0,1.0,,0.71
050US13079,0.0,0.67,0.33,,1.0
050US13135,1.0,0.0,0.0,,0.0
050US13311,0.0,0.8,0.2,,0.84
050US47107,0.0,0.6,0.4,,0.6
050US47117,0.0,0.83,0.17,,0.66
050US47123,0.0,0.14,0.86,,0.76
050US47143,0.0,0.5,0.5,,0.68
050US47151,0.0,0.4,0.6,,0.81
050US47155,0.17,0.39,0.44,,0.57
050US47157,0.97,0.02,0.01,,0.03
050US47165,0.64,0.36,0.0,,0.28
050US47167,0.0,0.77,0.23,,0.55
050US47185,0.0,0.0,1.0,,0.78
050US47189,0.38,0.48,0.14,,0.38
050US48001,0.0,0.45,0.55,,0.67
050US48005,0.0,0.65,0.35,,0.43
050US48029,0.96,0.04,0.01,,0.05
050US48037,0.61,0.33,0.06,,0.35
050US48043,0.0,0.0,1.0,,0.35
050US48051,0.0,0.8,0.2,,0.77
050US48057,0.0,0.5,0.5,,0.45
050US48067,0.0,0.14,0.86,,0.74
050US48091,0.54,0.46,0.0,,0.46
050US48109,0.0,0.0,1.0,,1.0
050US48119,0.0,0.0,1.0,,1.0
050US48173,0.0,0.0,1.0,,1.0
050US48187,0.59,0.31,0.1,,0.26
050US48205,0.0,0.0,1.0,,0.57
050US48215,0.96,0.03,0.01,1.0,0.05
050US48225,0.0,0.0,1.0,,0.73
050US48263,0.0,0.0,1.0,,1.0
050US48273,0.0,0.67,0.33,,0.19
050US48287,0.0,0.25,0.75,,0.7
050US48301,0.0,1.0,0.0,,1.0
050US48311,0.0,0.0,1.0,,1.0
050US48315,0.0,0.5,0.5,,1.0
050US48339,0.76,0.22,0.02,,0.23
050US48343,0.0,0.0,1.0,,0.78
050US48349,0.0,0.6,0.4,,0.53
050US48373,0.0,0.2,0.8,,0.78
050US48377,0.0,0.0,1.0,,0.4
050US48383,0.0,0.0,1.0,,0.13
050US48405,0.0,0.0,1.0,,1.0
050US48407,0.0,0.75,0.25,,1.0
050US46041,0.0,0.0,1.0,,0.64
050US46071,0.0,0.0,1.0,,1.0
050US46075,0.0,0.0,1.0,,1.0
050US46079,0.0,0.0,1.0,,0.45
050US46127,0.33,0.0,0.67,,0.61
050US47013,0.0,0.82,0.18,,0.55
050US47021,0.0,1.0,0.0,,0.83
050US47031,0.0,0.58,0.42,,0.47
050US47035,0.0,0.43,0.57,,0.61
050US47037,0.96,0.02,0.01,,0.03
050US47041,0.0,0.0,1.0,,0.78
050US47065,0.93,0.07,0.0,,0.1
050US47089,0.22,0.44,0.33,,0.59
050US56003,0.0,0.0,1.0,,1.0
050US56013,0.0,0.3,0.7,,0.51
050US56031,0.0,0.0,1.0,,0.59
050US56035,0.0,0.0,1.0,,1.0
050US01041,0.0,0.67,0.33,,1.0
050US02100,0.0,0.0,1.0,,1.0
050US04001,0.0,0.12,0.88,,0.74
050US05001,0.0,0.0,1.0,,0.35
050US05029,0.0,0.17,0.83,,0.71
050US05057,0.0,0.0,1.0,,0.56
050US39115,0.0,0.0,1.0,,0.81
050US40113,0.09,0.55,0.36,,0.59
050US41015,0.0,0.5,0.5,,0.39
050US42049,0.72,0.24,0.04,,0.2
050US42101,0.99,0.0,0.01,,0.0
050US45009,0.0,0.0,1.0,,0.55
050US45057,0.14,0.43,0.43,,0.5
050US45087,0.0,0.56,0.44,,0.65
050US47025,0.0,0.22,0.78,,0.72
050US47053,0.0,0.07,0.93,,0.48
050US47135,0.0,0.5,0.5,,1.0
050US47163,0.85,0.15,0.0,,0.26
050US48089,0.0,0.0,1.0,,0.63
050US48135,0.93,0.07,0.0,,0.09
050US48203,0.07,0.79,0.14,,0.56
050US48323,0.0,1.0,0.0,,0.09
050US48351,0.0,0.75,0.25,,1.0
050US48379,0.0,0.0,1.0,,0.93
050US48409,0.31,0.5,0.19,,0.2
050US48465,0.0,1.0,0.0,,0.1
050US49007,0.0,0.8,0.2,,0.34
050US49019,0.0,0.0,1.0,,0.25
050US51005,0.0,0.17,0.83,,0.52
050US51029,0.0,1.0,0.0,,1.0
050US51089,0.0,0.57,0.43,,0.61
050US51141,0.0,0.0,1.0,,1.0
050US51193,0.0,0.0,1.0,,0.79
050US53011,0.89,0.11,0.0,,0.14
050US53045,0.0,0.57,0.43,,0.64
050US54025,0.0,0.0,1.0,,0.7
050US55001,0.0,0.0,1.0,,1.0
050US08027,0.0,0.0,1.0,,1.0
050US08051,0.0,0.0,1.0,,0.59
050US05041,0.0,0.0,1.0,,0.31
050US13261,0.0,0.62,0.38,,0.42
050US18179,0.0,0.29,0.71,,0.51
050US22111,0.0,0.67,0.33,,0.83
050US23003,0.0,0.0,1.0,,0.8
050US40133,0.0,0.0,1.0,,0.65
050US35019,0.0,0.0,1.0,,0.44
050US37105,0.0,0.69,0.31,,0.43
050US37125,0.0,0.5,0.5,,0.51
050US19035,0.0,0.0,1.0,,0.61
050US20033,0.0,0.0,1.0,,1.0
050US20149,0.0,0.25,0.75,,0.59
050US21027,0.0,0.17,0.83,,1.0
050US21147,0.0,0.0,1.0,,1.0
050US21175,0.0,0.0,1.0,,1.0
050US22005,0.86,0.14,0.0,,0.13
050US22015,0.91,0.09,0.0,,0.24
050US22025,0.0,0.0,1.0,,1.0
050US22037,0.0,1.0,0.0,,1.0
050US22091,0.0,1.0,0.0,,1.0
050US22109,0.86,0.09,0.05,,0.21
050US24029,0.0,0.0,1.0,,0.73
050US24047,0.0,0.59,0.41,,0.36
050US26055,0.0,0.65,0.35,,0.48
050US27015,0.0,0.62,0.38,,0.35
050US27167,0.0,0.5,0.5,,0.5
050US28051,0.0,0.2,0.8,,0.87
050US29013,0.0,0.5,0.5,,0.77
050US29095,0.84,0.14,0.02,,0.04
050US30053,0.0,0.0,1.0,,0.8
050US35033,0.0,0.0,1.0,,1.0
050US36059,0.98,0.0,0.02,,0.0
050US38003,0.0,0.0,1.0,,0.4
050US38055,0.0,0.0,1.0,,1.0
050US40055,0.0,0.0,1.0,,0.53
050US40117,0.0,0.6,0.4,,0.81
050US42043,0.88,0.11,0.02,,0.13
050US42097,0.04,0.83,0.12,,0.35
050US45015,0.76,0.22,0.02,,0.29
050US45067,0.0,0.12,0.88,,0.61
050US47009,0.75,0.21,0.04,,0.33
050US47129,0.0,1.0,0.0,,1.0
050US48065,0.0,0.5,0.5,,0.95
050US48157,0.93,0.07,0.0,,0.06
050US12057,0.95,0.03,0.02,,0.04
050US12089,0.0,0.92,0.08,,0.48
050US13025,0.0,0.67,0.33,,0.99
050US39167,0.12,0.56,0.31,,0.57
050US40023,0.0,0.0,1.0,,0.67
050US18007,0.0,0.33,0.67,,1.0
050US18051,0.0,0.43,0.57,,0.54
050US18123,0.0,0.0,1.0,,0.55
050US20083,0.0,0.0,1.0,,1.0
050US20203,0.0,0.0,1.0,,1.0
050US21079,0.0,0.0,1.0,,0.78
050US21123,0.0,0.25,0.75,,0.76
050US21209,0.0,0.86,0.14,,0.32
050US22065,0.0,0.0,1.0,,0.22
050US22105,0.65,0.0,0.35,,0.41
050US23025,0.0,0.06,0.94,,0.8
050US26007,0.0,0.6,0.4,,0.52
050US28017,0.0,0.0,1.0,,0.85
050US48419,0.0,0.0,1.0,,0.79
050US54083,0.0,0.57,0.43,,0.62
050US06063,0.0,0.14,0.86,,0.74
050US48129,0.0,0.0,1.0,,1.0
050US48313,0.0,0.25,0.75,,0.67
050US53027,0.0,0.59,0.41,,0.4
050US54059,0.0,0.0,1.0,,0.9
050US05119,0.91,0.08,0.01,,0.12
050US06093,0.0,0.0,1.0,,0.66
050US02170,0.0,0.54,0.46,,0.5
050US13075,0.0,0.75,0.25,,0.59
050US25005,0.95,0.03,0.02,,0.1
050US13303,0.0,0.0,1.0,,0.66
050US17017,0.0,0.2,0.8,,0.52
050US22043,0.2,0.8,0.0,,0.86
050US22127,0.0,0.0,1.0,,0.65
050US10001,0.7,0.27,0.03,,0.27
050US12075,0.0,0.5,0.5,,0.92
050US27021,0.0,0.0,1.0,,1.0
050US28089,0.67,0.33,0.0,,0.28
050US29227,0.0,0.0,1.0,,1.0
050US30043,0.0,0.0,1.0,,1.0
050US30081,0.0,0.2,0.8,,0.85
050US34027,0.96,0.04,0.0,,0.07
050US36075,0.07,0.63,0.3,,0.62
050US37021,0.89,0.11,0.0,,0.24
050US37107,0.0,0.67,0.33,,0.45
050US37145,0.0,0.57,0.43,,0.76
050US37193,0.0,0.43,0.57,,0.73
050US40141,0.0,0.0,1.0,,0.51
050US41031,0.0,0.17,0.83,,0.63
050US41047,0.71,0.21,0.09,,0.13
050US27087,0.0,0.0,1.0,,1.0
050US27173,0.0,0.0,1.0,,0.81
050US28109,0.0,0.33,0.67,,0.7
050US29027,0.25,0.5,0.25,,0.62
050US30009,0.0,0.4,0.6,,1.0
050US30033,0.0,0.0,1.0,,1.0
050US31033,0.0,0.0,1.0,,0.36
050US34031,0.98,0.02,0.0,,0.02
050US35017,0.0,0.5,0.5,,0.42
050US36009,0.0,0.38,0.62,,0.62
050US36061,0.99,0.0,0.01,,0.0
050US36071,0.66,0.27,0.08,,0.22
050US37015,0.0,0.0,1.0,,0.83
050US37101,0.28,0.6,0.12,,0.52
050US37131,0.0,0.0,1.0,,0.89
050US37159,0.77,0.23,0.0,,0.39
050US37183,0.95,0.04,0.01,,0.06
050US13201,0.0,0.0,1.0,,1.0
050US13265,0.0,0.0,1.0,,1.0
050US44009,0.7,0.2,0.1,,0.31
050US45003,0.67,0.24,0.09,,0.37
050US45007,0.69,0.28,0.03,,0.38
050US45017,0.0,0.67,0.33,,1.0
050US45035,0.84,0.08,0.08,,0.19
050US45041,0.67,0.21,0.12,,0.39
050US45045,0.72,0.28,0.0,,0.13
050US45051,0.72,0.25,0.03,,0.3
050US30007,0.0,0.0,1.0,,1.0
050US30093,0.0,1.0,0.0,,0.11
050US37051,0.88,0.09,0.03,,0.13
050US37139,0.0,0.9,0.1,,0.41
050US45061,0.0,0.43,0.57,,0.72
050US46055,0.0,0.0,1.0,,1.0
050US47045,0.0,0.5,0.5,,0.43
050US47127,0.0,0.0,1.0,,1.0
050US51081,0.0,0.0,1.0,,0.87
050US51105,0.0,0.17,0.83,,1.0
050US51195,0.0,0.18,0.82,,0.57
050US54007,0.0,0.0,1.0,,1.0
050US54099,0.45,0.55,0.0,,0.65
050US42031,0.0,0.0,1.0,,0.77
050US01009,0.0,0.44,0.56,,0.9
050US01047,0.0,0.53,0.47,,0.46
050US05073,0.0,0.0,1.0,,1.0
050US06027,0.0,0.0,1.0,,0.46
050US06053,0.8,0.16,0.04,,0.1
050US06099,0.87,0.1,0.03,,0.08
050US08111,0.0,0.0,1.0,,1.0
050US12045,0.0,0.25,0.75,,0.77
050US12105,0.81,0.15,0.04,,0.14
050US12121,0.0,0.14,0.86,,0.83
050US16041,0.0,0.0,1.0,,0.66
050US16079,0.0,0.0,1.0,,0.56
050US18021,0.33,0.67,0.0,,0.61
050US48175,0.0,0.5,0.5,,1.0
050US48503,0.0,0.0,1.0,,0.34
050US51113,0.0,0.0,1.0,,1.0
050US53033,0.97,0.03,0.0,,0.03
050US53057,0.5,0.43,0.07,,0.29
050US06091,0.0,0.0,1.0,,1.0
050US18125,0.0,0.0,1.0,,1.0
050US26003,0.0,0.0,1.0,,0.69
050US27103,0.43,0.43,0.14,,0.26
050US01039,0.0,0.07,0.93,,0.7
050US01061,0.0,0.83,0.17,,0.9
050US01075,0.0,0.0,1.0,,1.0
050US04011,0.0,0.0,1.0,,0.47
050US01013,0.0,0.22,0.78,,0.71
050US01015,0.68,0.29,0.03,,0.34
050US21235,0.0,0.25,0.75,,0.65
050US22057,0.58,0.38,0.04,,0.24
050US24023,0.0,0.14,0.86,,0.84
050US26013,0.0,0.0,1.0,,1.0
050US26071,0.0,0.0,1.0,,0.73
050US47145,0.09,0.82,0.09,,0.51
050US47183,0.0,0.36,0.64,,0.67
050US48041,0.9,0.07,0.02,,0.12
050US48079,0.0,0.0,1.0,,1.0
050US48341,0.0,0.5,0.5,,0.17
050US49005,0.88,0.12,0.0,,0.16
050US49023,0.0,0.5,0.5,,0.43
050US51103,0.0,0.0,1.0,,1.0
050US51157,0.0,0.5,0.5,,1.0
050US53019,0.0,0.0,1.0,,1.0
050US53075,0.0,0.6,0.4,,0.28
050US55011,0.0,0.0,1.0,,1.0
050US56033,0.0,0.67,0.33,,0.35
050US56039,0.0,0.75,0.25,,0.46
050US05085,0.5,0.31,0.19,,0.45
050US06089,0.69,0.27,0.04,,0.29
050US08005,0.99,0.01,0.0,1.0,0.02
050US08033,0.0,0.0,1.0,,1.0
050US01073,0.96,0.04,0.0,1.0,0.1
050US01129,0.0,0.6,0.4,,1.0
050US02290,0.0,0.0,1.0,,1.0
050US42131,0.0,1.0,0.0,,0.83
050US45021,0.0,0.54,0.46,1.0,0.61
050US27137,0.51,0.22,0.27,,0.37
050US28021,0.0,0.0,1.0,,1.0
050US28053,0.0,0.0,1.0,,0.5
050US28137,0.0,1.0,0.0,,0.77
050US30003,0.0,0.4,0.6,,0.72
050US30035,0.0,0.0,1.0,,0.44
050US30061,0.0,0.5,0.5,,1.0
050US30089,0.0,0.0,1.0,,1.0
050US31009,0.0,0.0,1.0,,1.0
050US32033,0.0,0.0,1.0,,0.53
050US34009,0.88,0.09,0.03,,0.17
050US36017,0.0,0.25,0.75,,0.83
050US37019,0.39,0.36,0.24,,0.43
050US37047,0.0,0.38,0.62,,0.81
050US37079,0.0,0.5,0.5,,1.0
050US37147,0.78,0.22,0.0,,0.25
050US37173,0.0,0.0,1.0,,1.0
050US45065,0.0,0.33,0.67,,1.0
050US46003,0.0,0.0,1.0,,1.0
050US47055,0.0,0.12,0.88,,0.74
050US47085,0.0,0.0,1.0,,0.82
050US05145,0.0,0.62,0.38,,0.54
050US13107,0.0,0.0,1.0,,0.67
050US16007,0.0,0.0,1.0,,1.0
050US47119,0.0,0.76,0.24,,0.42
050US47147,0.29,0.64,0.07,,0.53
050US48015,0.0,0.0,1.0,,0.66
050US48277,0.0,0.67,0.33,,0.47
050US48391,0.0,0.0,1.0,,0.61
050US48469,0.74,0.22,0.04,,0.27
050US49057,0.98,0.02,0.0,,0.06
050US51003,0.55,0.45,0.0,1.0,0.45
050US51031,0.42,0.5,0.08,,0.61
050US51059,0.98,0.01,0.0,1.0,0.01
050US51121,0.81,0.19,0.0,,0.25
050US51155,0.1,0.8,0.1,,0.47
050US53067,0.74,0.24,0.02,,0.21
050US54031,0.0,0.0,1.0,,0.81
050US54057,0.14,0.43,0.43,,0.65
050US54085,0.0,1.0,0.0,,1.0
050US55007,0.0,0.0,1.0,,1.0
050US55057,0.0,0.0,1.0,,0.83
050US55121,0.0,0.5,0.5,,0.9
050US41003,0.83,0.11,0.06,,0.19
050US42023,0.0,0.0,1.0,,0.47
050US42055,0.56,0.44,0.0,,0.4
050US44007,0.97,0.03,0.0,,0.06
050US21203,0.0,0.0,1.0,,0.84
050US05017,0.0,0.0,1.0,,0.54
050US13215,1.0,0.0,0.0,,0.03
050US13301,0.0,0.0,1.0,,1.0
050US16013,0.0,0.5,0.5,,0.33
050US16031,0.0,0.5,0.5,,0.52
050US17125,0.0,0.17,0.83,,0.77
050US24015,0.68,0.32,0.0,,0.42
050US24039,0.0,0.62,0.38,,0.46
050US17007,0.86,0.14,0.0,,0.19
050US18053,0.0,0.75,0.25,1.0,0.29
050US20065,0.0,0.0,1.0,,1.0
050US21011,0.0,0.0,1.0,,1.0
050US21067,0.95,0.05,0.0,,0.03
050US21101,0.73,0.27,0.0,,0.38
050US21133,0.0,0.0,1.0,,1.0
050US22077,0.0,0.83,0.17,,0.58
050US22103,0.84,0.14,0.02,,0.23
050US08069,0.88,0.07,0.05,,0.12
050US12029,0.0,0.5,0.5,,0.77
050US27067,0.0,0.5,0.5,,0.45
050US27119,0.3,0.1,0.6,,0.48
050US20067,0.0,0.0,1.0,,0.2
050US21089,0.67,0.22,0.11,,0.39
050US26089,0.0,0.14,0.86,,0.91
050US26141,0.0,0.0,1.0,,0.81
050US32031,0.88,0.07,0.04,,0.04
050US38097,0.0,0.25,0.75,,1.0
050US47105,0.7,0.3,0.0,,0.41
050US13309,0.0,0.0,1.0,,1.0
050US17003,0.0,0.5,0.5,,0.62
050US17189,0.0,0.25,0.75,,0.74
050US19003,0.0,0.0,1.0,,1.0
050US19163,0.89,0.11,0.0,,0.14
050US20195,0.0,0.0,1.0,,1.0
050US21187,0.0,0.33,0.67,,1.0
050US22063,0.65,0.29,0.06,,0.41
050US22101,0.0,0.94,0.06,,0.13
050US08117,0.0,0.6,0.4,,0.2
050US12007,0.0,0.75,0.25,,0.76
050US13031,0.0,0.83,0.17,,0.48
050US39123,0.08,0.62,0.31,,0.49
050US40101,0.0,0.75,0.25,,0.41
050US27069,0.0,0.0,1.0,,1.0
050US27107,0.0,0.0,1.0,,1.0
050US27145,0.55,0.24,0.21,,0.37
050US28049,0.91,0.09,0.0,,0.15
050US29171,0.0,0.0,1.0,,1.0
050US30075,0.0,0.0,1.0,,1.0
050US32011,0.0,0.0,1.0,,1.0
050US34033,0.4,0.52,0.08,,0.45
050US36113,0.58,0.21,0.21,,0.34
050US37031,0.0,0.74,0.26,,0.33
050US37113,0.0,0.0,1.0,,0.8
050US38035,0.72,0.17,0.11,,0.17
050US39055,0.29,0.67,0.05,1.0,0.64
050US46023,0.0,0.0,1.0,,1.0
050US47093,0.93,0.07,0.0,,0.11
050US01071,0.0,0.55,0.45,,0.77
050US13019,0.0,0.83,0.17,,0.76
050US48061,0.91,0.07,0.02,,0.08
050US48185,0.0,0.83,0.17,,0.69
050US48239,0.0,0.67,0.33,,0.62
050US06011,0.0,0.0,1.0,,0.32
050US16029,0.0,0.0,1.0,,0.6
050US01021,0.0,0.33,0.67,,0.87
050US01027,0.0,0.5,0.5,,1.0
050US01029,0.0,0.75,0.25,,1.0
050US04023,0.0,0.8,0.2,,0.27
050US01093,0.0,0.0,1.0,,0.89
050US05053,0.0,0.75,0.25,,0.75
050US01103,0.7,0.26,0.04,,0.39
050US01133,0.0,0.14,0.86,,0.85
050US02070,0.0,0.0,1.0,,1.0
050US02110,0.0,1.0,0.0,,0.22
050US02150,0.0,0.0,1.0,,0.31
050US02220,0.0,0.0,1.0,,0.21
050US02261,0.0,0.0,1.0,,1.0
050US48389,0.0,0.8,0.2,,0.14
050US49017,0.0,0.0,1.0,,1.0
050US51093,0.12,0.88,0.0,,0.57
050US51171,0.0,0.11,0.89,,0.67
050US53021,0.77,0.08,0.15,,0.13
050US53055,0.0,0.0,1.0,,1.0
050US05069,0.75,0.17,0.08,,0.31
050US05107,0.0,0.67,0.33,,0.48
050US06041,0.89,0.04,0.07,,0.07
050US06077,0.92,0.01,0.06,,0.08
050US08001,0.97,0.02,0.01,,0.04
050US01059,0.0,0.56,0.44,,0.7
050US01097,0.89,0.1,0.02,1.0,0.2
050US48283,0.0,0.0,1.0,,0.46
050US48401,0.0,0.62,0.38,,0.66
050US48459,0.14,0.71,0.14,,0.79
050US49037,0.0,0.0,1.0,,0.78
050US51027,0.0,0.0,1.0,,1.0
050US51101,0.0,0.75,0.25,,0.83
050US51147,0.0,0.0,1.0,,0.63
050US51191,0.38,0.62,0.0,,0.72
050US54003,0.86,0.14,0.0,,0.32
050US54041,0.0,0.0,1.0,,0.69
050US42017,0.94,0.04,0.02,,0.09
050US05043,0.0,0.0,1.0,,0.49
050US05049,0.0,0.0,1.0,,0.93
050US02020,0.87,0.13,0.0,,0.04
050US04021,0.53,0.32,0.15,,0.22
050US13113,0.9,0.1,0.0,,0.18
050US13151,1.0,0.0,0.0,,0.14
050US13191,0.0,0.6,0.4,,0.74
050US23027,0.0,0.25,0.75,,0.91
050US24027,0.93,0.07,0.0,,0.09
050US05135,0.0,0.0,1.0,,0.8
050US09005,0.31,0.41,0.27,,0.41
050US09013,0.59,0.41,0.0,,0.38
050US12115,0.98,0.01,0.01,,0.04
050US05101,0.0,0.0,1.0,,1.0
050US05105,0.0,0.67,0.33,,1.0
050US05115,0.0,0.45,0.55,,0.54
050US05005,0.0,0.44,0.56,,0.66
050US05009,0.0,0.43,0.57,,0.62
050US08021,0.0,0.0,1.0,,1.0
050US08039,0.0,0.86,0.14,,1.0
050US08059,0.9,0.09,0.01,,0.07
050US01037,0.0,0.0,1.0,,1.0
050US08073,0.0,0.0,1.0,,1.0
050US08101,0.91,0.07,0.02,,0.14
050US08121,0.0,0.0,1.0,,1.0
050US08125,0.0,0.0,1.0,,0.65
050US05077,0.0,0.0,1.0,,0.64
050US01017,0.0,0.78,0.22,,0.49
050US05129,0.0,0.0,1.0,,1.0
050US13063,0.98,0.0,0.02,,0.01
050US13159,0.0,1.0,0.0,,0.82
050US06031,0.56,0.3,0.15,,0.11
050US06035,0.0,0.44,0.56,,0.71
050US06075,0.99,0.0,0.01,,0.0
050US08003,0.0,0.0,1.0,,0.37
050US08015,0.0,0.0,1.0,,0.37
050US13003,0.0,0.0,1.0,,1.0
050US12035,0.86,0.1,0.05,,0.1
050US12059,0.0,0.0,1.0,,0.79
050US12087,0.0,0.55,0.45,,0.09
050US12109,0.83,0.12,0.05,,0.24
050US12111,0.93,0.02,0.04,,0.03
050US05149,0.0,0.33,0.67,,0.79
050US06021,0.0,0.17,0.83,,0.41
050US06025,0.55,0.35,0.1,,0.17
