HEROP_ID,RcaUrbanP,RcaSubrbP,RcaRuralP,CenFlags,CenRuralP
050US06061,0.68,0.24,0.08,,0.14
050US06109,0.0,0.64,0.36,,0.49
050US13117,0.98,0.02,0.0,,0.1
050US13169,0.17,0.83,0.0,,0.68
050US13197,0.0,1.0,0.0,,1.0
050US17067,0.0,0.14,0.86,,0.71
050US17183,0.71,0.25,0.04,,0.31
050US13059,1.0,0.0,0.0,,0.06
050US13069,0.0,0.56,0.44,,0.67
050US13083,0.25,0.75,0.0,,0.72
050US17053,0.0,0.0,1.0,,0.42
050US13145,0.0,1.0,0.0,,0.97
050US13023,0.0,0.67,0.33,,0.52
050US13037,0.0,1.0,0.0,,1.0
050US13053,0.6,0.2,0.2,,0.3
050US17073,0.08,0.54,0.38,,0.5
050US17097,0.72,0.27,0.01,,0.01
050US17059,0.0,0.0,1.0,,1.0
050US17063,0.2,0.7,0.1,,0.24
050US13093,0.0,0.33,0.67,,0.54
050US16051,0.0,0.75,0.25,,0.67
050US16065,0.0,0.67,0.33,,0.28
050US13111,0.0,0.0,1.0,,1.0
050US13243,0.0,0.5,0.5,,0.51
050US13257,0.0,0.6,0.4,,0.59
050US17011,0.0,0.2,0.8,,0.57
050US17015,0.0,0.0,1.0,,0.82
050US18099,0.0,0.25,0.75,,0.63
050US18101,0.0,0.0,1.0,,0.72
050US13287,0.0,0.0,1.0,,0.5
050US13295,0.54,0.31,0.15,,0.44
050US15003,0.82,0.15,0.02,,0.01
050US16009,0.0,0.0,1.0,,0.72
050US18003,0.91,0.09,0.0,1.0,0.12
050US17149,0.0,0.0,1.0,,0.72
050US17159,0.0,0.0,1.0,,0.43
050US17107,0.0,0.62,0.38,,0.4
050US17115,0.88,0.12,0.0,,0.15
050US17121,0.0,0.33,0.67,,0.45
050US17131,0.0,0.5,0.5,,0.78
050US17135,0.0,0.12,0.88,,0.42
050US17145,0.0,0.0,1.0,,0.44
050US13233,0.0,0.86,0.14,,0.51
050US13239,0.0,0.0,1.0,,0.73
050US18031,0.0,0.5,0.5,,0.54
050US18037,0.0,0.43,0.57,,0.49
050US18041,0.0,0.57,0.43,,0.37
050US18055,0.0,0.44,0.56,,0.75
050US18065,0.0,0.77,0.23,,0.43
050US18075,0.0,0.0,1.0,,0.56
050US18085,0.0,0.32,0.68,,0.47
050US18091,0.72,0.24,0.03,,0.36
050US18109,0.38,0.62,0.0,,0.49
050US16019,0.9,0.1,0.0,1.0,0.13
050US16021,0.0,0.0,1.0,,0.76
050US16045,0.0,1.0,0.0,,0.45
050US17029,0.0,0.75,0.25,,0.24
050US18181,0.0,0.38,0.62,,0.68
050US19007,0.0,0.0,1.0,,0.58
050US19017,0.0,0.25,0.75,,0.64
050US19025,0.0,0.0,1.0,,1.0
050US18095,0.76,0.16,0.08,,0.23
050US18097,1.0,0.0,0.0,,0.01
050US17173,0.0,0.33,0.67,,0.78
050US17177,0.0,0.54,0.46,,0.4
050US16075,0.0,0.75,0.25,,0.43
050US17005,0.0,0.25,0.75,,0.61
050US19103,0.88,0.12,0.0,,0.19
050US19117,0.0,0.0,1.0,,0.56
050US19127,0.0,0.6,0.4,,0.34
050US19131,0.0,0.0,1.0,,0.67
050US20105,0.0,0.0,1.0,,1.0
050US20109,0.0,0.0,1.0,,1.0
050US20111,0.0,0.62,0.38,,0.26
050US20113,0.0,0.43,0.57,,0.43
050US19135,0.0,0.0,1.0,,0.55
050US19041,0.0,0.5,0.5,,0.34
050US18017,0.0,0.55,0.45,,0.45
050US20049,0.0,0.0,1.0,,1.0
050US20057,0.0,0.71,0.29,,0.19
050US18115,0.0,0.5,0.5,,1.0
050US18119,0.0,0.6,0.4,,1.0
050US18121,0.0,0.5,0.5,,0.75
050US20091,0.95,0.04,0.01,,0.04
050US20097,0.0,0.0,1.0,,1.0
050US20101,0.0,0.0,1.0,,1.0
050US19049,0.4,0.47,0.13,,0.31
050US18133,0.0,0.71,0.29,,0.65
050US18157,0.92,0.08,0.0,,0.15
050US18111,0.0,0.5,0.5,,1.0
050US17021,0.0,0.5,0.5,,0.43
050US19159,0.0,0.0,1.0,,1.0
050US19165,0.0,0.0,1.0,,0.59
050US20063,0.0,0.0,1.0,,1.0
050US20073,0.0,0.33,0.67,,0.61
050US20077,0.0,0.0,1.0,,1.0
050US20085,0.0,0.67,0.33,,0.76
050US19169,0.7,0.3,0.0,,0.17
050US19189,0.0,0.0,1.0,,0.66
050US20001,0.0,0.0,1.0,,0.57
050US20009,0.0,0.62,0.38,,0.32
050US20015,0.15,0.77,0.08,,0.4
050US20025,0.0,0.0,1.0,,1.0
050US20029,0.0,0.0,1.0,,0.44
050US20043,0.33,0.33,0.33,,0.7
050US40045,0.0,0.0,1.0,,1.0
050US48309,0.75,0.24,0.02,,0.23
050US48337,0.0,0.0,1.0,,0.59
050US48355,0.89,0.07,0.04,,0.06
050US51720,0.0,1.0,0.0,,0.03
050US51740,1.0,0.0,0.0,,0.0
050US18143,0.0,0.6,0.4,,0.53
050US18171,0.0,0.0,1.0,,0.77
050US18177,0.0,0.59,0.41,,0.33
050US19097,0.0,0.17,0.83,,0.53
050US19141,0.0,0.0,1.0,,0.66
050US19055,0.0,0.0,1.0,,0.71
050US19073,0.0,0.0,1.0,,0.58
050US19079,0.0,0.2,0.8,,0.5
050US40041,0.0,0.11,0.89,,0.81
050US46111,0.0,0.0,1.0,,1.0
050US51810,0.98,0.01,0.01,,0.02
050US20087,0.0,0.75,0.25,,0.99
050US20089,0.0,0.0,1.0,,1.0
050US46109,0.0,0.0,1.0,,1.0
050US46121,0.0,0.5,0.5,,1.0
050US53051,0.0,0.4,0.6,,0.83
050US53059,0.0,0.6,0.4,,1.0
050US54011,0.93,0.07,0.0,,0.22
050US23011,0.0,0.52,0.48,,0.63
050US24019,0.0,0.4,0.6,,0.56
050US38103,0.0,0.0,1.0,,1.0
050US30101,0.0,0.0,1.0,,0.43
050US31003,0.0,0.0,1.0,,1.0
050US48275,0.0,0.0,1.0,,1.0
050US31029,0.0,0.0,1.0,,1.0
050US24025,0.84,0.16,0.0,,0.18
050US24035,0.29,0.29,0.43,,0.54
050US25009,0.99,0.0,0.01,,0.04
050US26015,0.0,0.64,0.36,,0.77
050US38045,0.0,0.0,1.0,,1.0
050US38051,0.0,0.0,1.0,,1.0
050US38095,0.0,0.0,1.0,,1.0
050US38101,0.0,0.62,0.38,,0.22
050US25003,0.44,0.31,0.26,,0.32
050US25011,0.0,0.72,0.28,,0.54
050US25021,1.0,0.0,0.0,1.0,0.01
050US26159,0.06,0.38,0.56,,0.71
050US26165,0.0,0.38,0.62,,0.64
050US40151,0.0,0.0,1.0,,0.37
050US42073,0.0,0.71,0.29,,0.4
050US42083,0.0,0.33,0.67,,0.64
050US48441,0.87,0.08,0.05,,0.16
050US48451,0.88,0.12,0.0,,0.16
050US55123,0.0,0.29,0.71,,0.86
050US47115,0.0,0.5,0.5,,0.77
050US47125,0.9,0.1,0.0,,0.2
050US51153,0.95,0.04,0.01,,0.04
050US46015,0.0,0.0,1.0,,1.0
050US46035,0.0,0.75,0.25,,0.23
050US46039,0.0,0.0,1.0,,1.0
050US46049,0.0,0.0,1.0,,1.0
050US51075,0.0,0.8,0.2,,0.97
050US45001,0.0,0.5,0.5,,0.79
050US48045,0.0,0.0,1.0,,1.0
050US51181,0.0,0.0,1.0,,1.0
050US29005,0.0,0.0,1.0,,1.0
050US29009,0.0,0.14,0.86,,0.73
050US39159,0.1,0.6,0.3,,0.5
050US31171,0.0,0.0,1.0,,1.0
050US48145,0.0,0.67,0.33,,0.67
050US36057,0.0,0.75,0.25,,0.41
050US36067,0.89,0.09,0.02,,0.13
050US39105,0.0,0.0,1.0,,0.81
050US27153,0.0,0.0,1.0,,0.78
050US27157,0.0,0.67,0.33,,0.65
050US28013,0.0,0.0,1.0,,1.0
050US26023,0.0,0.42,0.58,,0.63
050US37001,0.72,0.28,0.0,,0.29
050US55077,0.0,0.0,1.0,,1.0
050US29203,0.0,0.0,1.0,,1.0
050US29133,0.0,0.0,1.0,,0.33
050US29149,0.0,0.0,1.0,,0.81
050US31031,0.0,0.0,1.0,,0.53
050US31035,0.0,0.0,1.0,,1.0
050US31037,0.0,0.0,1.0,,0.41
050US38027,0.0,0.0,1.0,,1.0
050US13205,0.0,0.2,0.8,,0.55
050US13315,0.0,0.0,1.0,,1.0
050US16033,0.0,0.0,1.0,,1.0
050US17043,1.0,0.0,0.0,,0.0
050US47101,0.0,0.0,1.0,,0.7
050US48385,0.0,0.0,1.0,,1.0
050US48399,0.0,0.25,0.75,,0.41
050US55085,0.0,0.0,1.0,,0.75
050US40131,0.18,0.75,0.07,,0.5
050US48093,0.0,0.0,1.0,,0.71
050US36019,0.0,0.53,0.47,,0.64
050US31051,0.0,0.5,0.5,,1.0
050US41025,0.0,0.0,1.0,,0.44
050US47087,0.0,0.0,1.0,,1.0
050US28023,0.0,0.0,1.0,,1.0
050US48485,0.84,0.11,0.05,,0.11
050US48489,0.0,0.83,0.17,,0.35
050US50025,0.0,0.0,1.0,,0.68
050US21075,0.0,0.0,1.0,,0.64
050US21083,0.0,0.33,0.67,,0.69
050US26027,0.36,0.27,0.36,,0.71
050US30067,0.0,0.0,1.0,,0.48
050US30095,0.0,0.33,0.67,,1.0
050US36073,0.0,0.27,0.73,,0.61
050US48049,0.0,0.67,0.33,,0.4
050US48069,0.0,0.0,1.0,,0.46
050US13273,0.0,1.0,0.0,1.0,0.51
050US45081,0.0,0.2,0.8,,0.81
050US46005,0.0,0.67,0.33,,0.27
050US46011,0.0,0.67,0.33,,0.3
050US29021,0.88,0.12,0.0,,0.13
050US29035,0.0,0.0,1.0,,1.0
050US26037,0.45,0.45,0.09,,0.53
050US26051,0.0,0.33,0.67,,0.89
050US40001,0.0,0.0,1.0,,0.83
050US40005,0.0,0.0,1.0,,1.0
050US40033,0.0,1.0,0.0,,0.6
050US08053,0.0,0.0,1.0,,1.0
050US12031,0.98,0.02,0.01,,0.03
050US12119,0.37,0.16,0.47,,0.35
050US13073,0.85,0.15,0.0,,0.16
050US55105,0.79,0.16,0.05,,0.2
050US55119,0.0,0.0,1.0,,0.8
050US41011,0.0,0.57,0.43,,0.38
050US51079,0.0,1.0,0.0,,0.51
050US32013,0.0,0.75,0.25,,0.38
050US27095,0.0,0.14,0.86,,0.71
050US27101,0.0,0.0,1.0,,1.0
050US27109,0.82,0.18,0.0,,0.17
050US27125,0.0,0.0,1.0,,1.0
050US54049,0.0,0.78,0.22,,0.41
050US54073,0.0,1.0,0.0,,0.54
050US55067,0.0,0.0,1.0,,0.59
050US55073,0.67,0.22,0.11,,0.43
050US17137,0.0,0.7,0.3,,0.36
050US42121,0.0,0.5,0.5,,0.55
050US44001,1.0,0.0,0.0,,0.01
050US48107,0.0,0.67,0.33,,1.0
050US39099,0.87,0.11,0.01,,0.15
050US39103,0.68,0.32,0.0,,0.3
050US32009,0.0,0.0,1.0,,1.0
050US41027,0.0,0.5,0.5,,0.52
050US41049,0.0,0.0,1.0,,0.46
050US48507,0.0,0.0,1.0,,0.38
050US49009,0.0,0.0,1.0,,1.0
050US49021,0.0,0.88,0.12,,0.23
050US56041,0.0,0.67,0.33,,0.43
050US51011,0.0,0.67,0.33,,1.0
050US51025,0.0,0.0,1.0,,0.76
050US21045,0.0,0.0,1.0,,1.0
050US21113,0.0,0.89,0.11,,0.26
050US21141,0.0,0.17,0.83,,0.75
050US41059,0.13,0.73,0.13,,0.29
050US40017,0.69,0.31,0.0,,0.23
050US56045,0.0,0.0,1.0,,0.55
050US23019,0.43,0.35,0.22,,0.58
050US51043,0.0,1.0,0.0,,0.7
050US48251,0.36,0.61,0.04,,0.38
050US51135,0.0,0.75,0.25,,0.52
050US22095,0.82,0.18,0.0,,0.13
050US22125,0.0,0.67,0.33,,1.0
050US26061,0.0,0.33,0.67,,0.38
050US48231,0.0,0.63,0.37,,0.57
050US48279,0.0,0.0,1.0,,0.58
050US04003,0.38,0.25,0.38,,0.36
050US29081,0.0,0.0,1.0,,0.7
050US31023,0.0,0.0,1.0,,0.66
050US37189,0.0,0.31,0.69,,0.55
050US38007,0.0,0.0,1.0,,1.0
050US51630,1.0,0.0,0.0,,0.01
050US42013,0.76,0.15,0.09,,0.23
050US42117,0.0,0.1,0.9,,0.9
050US26065,0.86,0.11,0.02,,0.13
050US29167,0.0,0.25,0.75,,0.69
050US19191,0.0,0.0,1.0,,0.59
050US29085,0.0,0.0,1.0,,1.0
050US40035,0.0,0.0,1.0,,0.6
050US49027,0.0,0.0,1.0,,0.74
050US50009,0.0,0.0,1.0,,1.0
050US47139,0.0,0.8,0.2,,1.0
050US47153,0.0,1.0,0.0,,0.74
050US48497,0.0,0.36,0.64,,0.72
050US13223,0.89,0.11,0.0,,0.2
050US55127,0.0,0.77,0.23,,0.34
050US56001,0.0,0.9,0.1,,0.12
050US56005,0.0,0.86,0.14,,0.29
050US21201,0.0,0.0,1.0,,1.0
050US20023,0.0,0.0,1.0,,1.0
050US47169,0.0,0.5,0.5,,1.0
050US50019,0.0,0.0,1.0,,0.85
050US48413,0.0,0.0,1.0,,1.0
050US46059,0.0,0.0,1.0,,1.0
050US46063,0.0,0.0,1.0,,1.0
050US46077,0.0,0.0,1.0,,1.0
050US46087,0.0,0.5,0.5,,1.0
050US46089,0.0,0.0,1.0,,1.0
050US56015,0.0,0.0,1.0,,0.46
050US47177,0.0,0.44,0.56,,0.61
050US48017,0.0,0.0,1.0,,0.29
050US48131,0.0,0.0,1.0,,0.67
050US48143,0.0,0.38,0.62,,0.46
050US42011,0.76,0.24,0.0,,0.24
050US42019,0.34,0.45,0.2,,0.42
050US42105,0.0,0.0,1.0,,1.0
050US42115,0.18,0.64,0.18,,0.84
050US51049,0.0,0.5,0.5,,0.96
050US26017,0.81,0.07,0.11,,0.3
050US51685,1.0,0.0,0.0,,0.0
050US48163,0.0,0.0,1.0,,0.22
050US48165,0.0,0.0,1.0,,0.63
050US48179,0.0,0.86,0.14,,0.19
050US28047,0.85,0.13,0.02,,0.23
050US48285,0.0,0.0,1.0,,0.81
050US48303,0.88,0.1,0.01,,0.11
050US51540,1.0,0.0,0.0,1.0,0.0
050US51570,1.0,0.0,0.0,,0.0
050US51610,1.0,0.0,0.0,,0.0
050US02060,0.0,0.0,1.0,,1.0
050US02068,0.0,0.0,1.0,,1.0
050US02188,0.0,0.0,1.0,,0.57
050US02230,0.0,0.0,1.0,,1.0
050US02275,0.0,0.0,1.0,,1.0
050US30019,0.0,0.0,1.0,,1.0
050US39025,0.75,0.25,0.0,,0.23
050US39053,0.0,0.29,0.71,,0.81
050US39067,0.0,0.4,0.6,,0.84
050US31153,0.95,0.05,0.0,,0.05
050US02013,0.0,0.0,1.0,,1.0
050US40093,0.0,0.0,1.0,,1.0
050US40103,0.0,0.0,1.0,,0.56
050US40053,0.0,0.0,1.0,,1.0
050US31081,0.0,0.33,0.67,,0.51
050US31109,0.95,0.05,0.0,,0.08
050US31119,0.0,0.78,0.22,,0.28
050US01057,0.0,0.2,0.8,,0.8
050US01111,0.0,0.0,1.0,,0.81
050US05021,0.0,0.0,1.0,,0.59
050US05023,0.0,0.0,1.0,,0.76
050US05037,0.0,0.17,0.83,,0.57
050US27071,0.0,0.0,1.0,,0.47
050US19197,0.0,0.0,1.0,,0.57
050US20013,0.0,0.0,1.0,,0.68
050US40107,0.0,0.0,1.0,,0.74
050US31053,0.0,0.78,0.22,,0.25
050US31123,0.0,0.0,1.0,,1.0
050US21041,0.0,0.0,1.0,,0.52
050US39135,0.0,0.33,0.67,,0.69
050US39119,0.0,0.63,0.37,,0.47
050US05051,0.75,0.15,0.1,,0.37
050US31095,0.0,0.0,1.0,,0.48
050US29173,0.0,0.0,1.0,,0.96
050US40021,0.0,0.44,0.56,,0.6
050US36079,0.84,0.16,0.0,,0.21
050US36097,0.0,0.2,0.8,,0.81
050US29011,0.0,0.0,1.0,,0.64
050US39127,0.0,0.0,1.0,,0.75
050US20045,0.77,0.18,0.05,,0.11
050US20051,0.0,0.67,0.33,,0.26
050US20055,0.0,0.83,0.17,,0.19
050US29177,0.0,0.5,0.5,,0.75
050US28153,0.0,0.0,1.0,,0.8
050US28159,0.0,0.0,1.0,,0.76
050US28161,0.0,0.0,1.0,,0.79
050US20173,0.96,0.04,0.0,,0.08
050US20177,0.93,0.07,0.0,,0.16
050US20185,0.0,0.0,1.0,,1.0
050US29017,0.0,1.0,0.0,,1.0
050US29047,0.86,0.14,0.0,,0.1
050US20059,0.0,0.8,0.2,,0.52
050US39163,0.0,0.0,1.0,,1.0
050US29105,0.0,0.5,0.5,,0.61
050US29109,0.0,0.29,0.71,,0.59
050US31137,0.0,0.0,1.0,,0.42
050US33003,0.0,0.09,0.91,,0.9
050US39009,0.0,0.47,0.53,,0.43
050US19181,0.25,0.75,0.0,,0.42
050US19185,0.0,0.0,1.0,,1.0
050US19187,0.0,0.67,0.33,,0.34
050US21207,0.0,0.0,1.0,,1.0
050US38065,0.0,0.0,1.0,,1.0
050US06111,0.91,0.05,0.04,,0.03
050US08009,0.0,0.0,1.0,,1.0
050US08011,0.0,0.0,1.0,,0.38
050US08017,0.0,0.0,1.0,,1.0
050US29125,0.0,0.33,0.67,,1.0
050US31133,0.0,0.0,1.0,,1.0
050US20175,0.0,0.8,0.2,,0.11
050US22023,0.0,0.33,0.67,,1.0
050US22041,0.0,0.0,1.0,,0.74
050US22051,0.96,0.02,0.02,,0.01
050US22075,0.33,0.11,0.56,,0.2
050US39171,0.0,0.0,1.0,,0.64
050US20017,0.0,0.0,1.0,,1.0
050US20183,0.0,0.0,1.0,,1.0
050US20189,0.0,0.0,1.0,,0.31
050US20037,0.0,0.73,0.27,,0.35
050US20027,0.0,0.0,1.0,,0.5
050US20031,0.0,0.0,1.0,,0.71
050US29223,0.0,0.0,1.0,,1.0
050US29510,1.0,0.0,0.0,,0.0
050US21021,0.0,0.86,0.14,,0.35
050US36107,0.3,0.5,0.2,,0.66
050US20159,0.0,0.0,1.0,,0.64
050US20169,0.0,0.83,0.17,,0.15
050US21137,0.0,0.0,1.0,,0.82
050US39147,0.0,0.64,0.36,,0.48
050US39153,0.99,0.01,0.0,,0.04
050US40037,0.52,0.29,0.19,,0.54
050US34037,0.29,0.71,0.0,,0.4
050US32023,0.0,0.6,0.4,,0.35
050US32510,0.93,0.0,0.07,,0.05
050US40039,0.0,0.4,0.6,,0.3
050US40043,0.0,0.0,1.0,,1.0
050US39131,0.0,0.0,1.0,,0.74
050US29077,0.9,0.1,0.0,,0.14
050US28115,0.0,0.0,1.0,,0.84
050US28129,0.0,0.0,1.0,,1.0
050US31177,0.0,0.6,0.4,,0.61
050US20125,0.0,0.38,0.62,,0.43
050US20209,0.94,0.01,0.04,,0.06
050US21001,0.0,0.0,1.0,,0.75
050US21077,0.0,1.0,0.0,,1.0
050US23021,0.0,0.12,0.88,,1.0
050US24009,0.21,0.68,0.11,,0.39
050US06103,0.0,0.45,0.55,,0.51
050US40009,0.0,0.5,0.5,,0.33
050US40019,0.0,0.45,0.55,,0.56
050US31041,0.0,0.0,1.0,,0.68
050US38089,0.0,0.62,0.38,,0.27
050US26131,0.0,0.0,1.0,,1.0
050US38061,0.0,0.0,1.0,,1.0
050US29001,0.0,0.71,0.29,,0.38
050US51790,1.0,0.0,0.0,,0.04
050US40069,0.0,0.0,1.0,,1.0
050US46097,0.0,0.0,1.0,,1.0
050US21171,0.0,0.0,1.0,,1.0
050US26075,0.66,0.29,0.05,,0.42
050US26079,0.0,0.0,1.0,,0.84
050US26095,0.0,0.0,1.0,,0.51
050US26133,0.0,0.0,1.0,,1.0
050US26143,0.0,0.0,1.0,,0.66
050US39007,0.0,0.69,0.31,,0.46
050US36121,0.0,0.18,0.82,,0.64
050US37121,0.0,0.0,1.0,,0.83
050US37141,0.0,0.69,0.31,,0.69
050US39073,0.0,0.0,1.0,,0.71
050US39077,0.0,0.38,0.62,,0.5
050US46099,0.81,0.19,0.0,,0.14
050US54015,0.0,1.0,0.0,,1.0
050US26119,0.0,0.0,1.0,,1.0
050US21103,0.0,1.0,0.0,,1.0
050US36033,0.0,0.21,0.79,,0.63
050US36051,0.0,0.47,0.53,,0.55
050US31055,0.99,0.01,0.0,,0.02
050US40047,0.0,0.83,0.17,,0.21
050US13047,0.73,0.27,0.0,,0.28
050US20131,0.0,0.0,1.0,,0.75
050US20141,0.0,0.0,1.0,,1.0
050US31047,0.0,0.29,0.71,,0.27
050US47039,0.0,0.0,1.0,,1.0
050US55025,0.86,0.11,0.03,,0.12
050US39129,0.08,0.85,0.08,,0.5
050US39019,0.0,0.29,0.71,,0.71
050US35003,0.0,0.0,1.0,,1.0
050US35021,0.0,0.0,1.0,,1.0
050US35037,0.0,0.0,1.0,,0.42
050US20193,0.0,0.0,1.0,,0.31
050US21013,0.0,0.56,0.44,,0.62
050US39097,0.0,0.92,0.08,,0.48
050US28067,0.0,0.57,0.43,,0.61
050US21173,0.0,0.5,0.5,,0.59
050US29119,0.0,0.75,0.25,,1.0
050US31161,0.0,0.0,1.0,,1.0
050US55039,0.6,0.25,0.15,,0.35
050US55059,0.75,0.19,0.06,,0.11
050US39151,0.81,0.16,0.02,,0.14
050US40031,0.84,0.16,0.0,,0.22
050US28071,0.0,0.6,0.4,,0.46
050US28085,0.0,0.33,0.67,,0.7
050US39083,0.0,0.5,0.5,,0.56
050US39091,0.0,0.27,0.73,,0.57
050US29061,0.0,0.5,0.5,,1.0
050US29067,0.0,0.67,0.33,,0.79
050US40121,0.0,0.46,0.54,,0.52
050US40127,0.0,0.0,1.0,,1.0
050US46125,0.0,0.0,1.0,,1.0
050US21199,0.0,0.57,0.43,,0.54
050US26149,0.0,0.47,0.53,,0.54
050US39157,0.0,0.67,0.33,,0.42
050US26153,0.0,0.0,1.0,,0.59
050US26155,0.0,0.65,0.35,,0.55
050US27081,0.0,0.0,1.0,,1.0
050US39117,0.0,0.67,0.33,,0.89
050US27033,0.0,0.0,1.0,,0.62
050US27043,0.0,0.0,1.0,,0.78
050US39143,0.0,0.53,0.47,,0.44
050US46107,0.0,0.0,1.0,,1.0
050US48365,0.0,0.33,0.67,,0.73
050US53013,0.0,0.0,1.0,,0.34
050US39165,0.73,0.27,0.0,,0.17
050US39133,0.63,0.34,0.03,,0.33
050US39013,0.55,0.35,0.1,,0.55
050US31065,0.0,0.0,1.0,,1.0
050US31071,0.0,0.0,1.0,,1.0
050US31089,0.0,0.0,1.0,,0.65
050US39107,0.0,0.22,0.78,,0.61
050US39121,0.0,0.0,1.0,,0.63
050US21227,0.79,0.21,0.0,,0.31
050US53029,0.0,0.73,0.27,,0.47
050US53035,0.87,0.11,0.02,,0.17
050US53041,0.0,0.45,0.55,,0.61
050US51830,1.0,0.0,0.0,1.0,0.0
050US55015,0.55,0.0,0.45,,0.28
050US55021,0.0,0.67,0.33,,0.61
050US39017,0.64,0.36,0.0,,0.09
050US35047,0.0,0.86,0.14,,0.47
050US35057,0.0,0.75,0.25,,0.99
050US33013,0.14,0.39,0.47,,0.55
050US39155,0.78,0.2,0.02,1.0,0.27
050US28133,0.0,0.43,0.57,,0.46
050US22003,0.0,0.4,0.6,,0.69
050US22021,0.0,1.0,0.0,,1.0
050US18059,0.8,0.2,0.0,,0.3
050US20021,0.0,0.33,0.67,,0.49
050US27141,0.36,0.64,0.0,,0.44
050US27147,0.0,0.62,0.38,,0.31
050US27151,0.0,0.0,1.0,,0.67
050US35061,0.0,1.0,0.0,,0.17
050US21213,0.0,0.0,1.0,,0.45
050US13235,0.0,1.0,0.0,,0.67
050US13249,0.0,0.0,1.0,,1.0
050US20147,0.0,0.0,1.0,,0.54
050US20151,0.0,0.0,1.0,,0.32
050US20153,0.0,0.0,1.0,,1.0
050US17019,0.77,0.23,0.0,,0.13
050US47131,0.0,0.3,0.7,,0.62
050US13065,0.0,0.0,1.0,,0.6
050US13161,0.0,0.0,1.0,,0.7
050US21111,0.99,0.01,0.01,,0.01
050US19171,0.0,0.33,0.67,,0.72
050US12099,0.95,0.03,0.02,,0.01
050US12067,0.0,0.0,1.0,,1.0
050US22121,0.8,0.2,0.0,,0.3
050US01053,0.0,0.0,1.0,,0.64
050US01067,0.0,0.83,0.17,,0.88
050US21129,0.0,0.0,1.0,,1.0
050US19077,0.0,0.33,0.67,,1.0
050US19081,0.0,0.0,1.0,,0.7
050US19089,0.0,0.0,1.0,,0.63
050US13011,0.0,0.25,0.75,,0.94
050US27131,0.0,0.85,0.15,,0.26
050US27135,0.0,0.0,1.0,,0.82
050US42079,0.86,0.14,0.0,,0.2
050US45011,0.0,0.0,1.0,,0.83
050US47181,0.0,0.25,0.75,,1.0
050US48009,0.33,0.67,0.0,,0.89
050US50003,0.0,0.33,0.67,,0.65
050US19167,0.0,0.0,1.0,,0.51
050US13207,0.0,0.8,0.2,,0.8
050US18173,0.64,0.36,0.0,,0.29
050US17179,0.83,0.13,0.03,,0.2
050US13057,0.88,0.12,0.0,,0.17
050US17057,0.0,0.5,0.5,,0.6
050US13085,0.33,0.67,0.0,,0.8
050US08115,0.0,0.0,1.0,,1.0
050US13225,0.17,0.83,0.0,,0.38
050US05089,0.0,0.0,1.0,,1.0
050US19173,0.0,0.0,1.0,,1.0
050US48417,0.0,0.0,1.0,,1.0
050US48421,0.0,0.0,1.0,,1.0
050US48431,0.0,0.0,1.0,,1.0
050US48435,0.0,0.0,1.0,,0.19
050US42047,0.0,0.0,1.0,,0.56
050US13253,0.0,0.33,0.67,,0.69
050US13277,0.0,0.44,0.56,,0.41
050US48369,0.0,0.0,1.0,,0.6
050US48381,0.79,0.21,0.0,,0.14
050US17041,0.0,0.4,0.6,,0.62
050US05113,0.0,0.0,1.0,,0.73
050US26125,0.95,0.05,0.0,,0.05
050US21169,0.0,0.0,1.0,,1.0
050US48487,0.0,0.75,0.25,,0.22
050US48493,0.0,1.0,0.0,,0.86
050US42075,0.84,0.16,0.0,,0.27
050US24510,1.0,0.0,0.0,1.0,0.0
050US25019,0.0,0.0,1.0,,0.19
050US36095,0.0,1.0,0.0,,0.83
050US19095,0.0,0.25,0.75,,0.82
050US19099,0.0,0.67,0.33,,0.58
050US13015,0.73,0.27,0.0,,0.35
050US47075,0.0,0.0,1.0,,0.47
050US17051,0.0,0.0,1.0,,0.67
050US05055,0.0,0.56,0.44,,0.42
050US08014,0.83,0.0,0.17,,0.01
050US05065,0.0,0.0,1.0,,1.0
050US05071,0.0,0.0,1.0,,0.71
050US19101,0.0,0.5,0.5,,0.39
050US19105,0.0,0.4,0.6,,0.58
050US19109,0.0,0.0,1.0,,0.66
050US12019,0.77,0.2,0.03,,0.15
050US12049,0.0,0.67,0.33,,0.48
050US19057,0.0,0.73,0.27,,0.27
050US20061,0.0,1.0,0.0,,0.12
050US42123,0.0,0.31,0.69,,0.55
050US13095,0.89,0.11,0.0,,0.14
050US27083,0.0,0.43,0.57,,0.48
050US19161,0.0,0.0,1.0,,1.0
050US13049,0.0,1.0,0.0,,0.51
050US42119,0.0,0.5,0.5,,0.43
050US13177,0.6,0.4,0.0,,0.36
050US36099,0.0,0.6,0.4,,0.59
050US33001,0.0,0.4,0.6,,0.66
050US08099,0.0,0.0,1.0,,0.38
050US45037,0.17,0.67,0.17,,0.73
050US29055,0.0,0.0,1.0,,0.73
050US26001,0.0,0.0,1.0,,0.99
050US13167,0.0,0.0,1.0,,0.65
050US27093,0.0,0.0,1.0,,0.66
050US27099,0.0,0.82,0.18,,0.36
050US21145,0.0,0.82,0.18,,0.28
050US26039,0.0,0.0,1.0,,0.73
050US26045,0.5,0.43,0.07,,0.38
050US08041,0.92,0.06,0.02,,0.09
050US19137,0.0,0.0,1.0,,0.48
050US13043,0.0,0.0,1.0,,0.67
050US18069,0.0,0.67,0.33,,0.51
