HEROP_ID,TotPop,TotPopHh,TotVetPop,TotUnits,TotWrkE,WhiteP,BlackP,AmIndP,AsianP,PacIsP,OtherP,HispP,ChildrenP,Und45P,Ovr65P,Age0_4,Age5_14,Age15_19,Age20_24,Age15_44,Age45_49,Age50_54,Age55_59,Age60_64,AgeOv65,AgeOv18,Age18_64,DisbP,NoHsP,VetP,NonRelFhhP,NonRelNfhhP,BedCnt,PntInTm,YrlyBedCnt,UnempP,PovP,MedInc,PciE,GiniCoeff,EduP,HghRskP,HltCrP,RetailP,EssnWrkE,EssnWrkP,NoIntP,VacantP,MobileP,LngTermP,RentalP,UnitDens,AlcTot,AlcDens,AlcPerCap,Ndvi
050US01001,55200,54654,5071,23315,24124.0,76.88,19.14,0.29,1.03,0.06,2.61,2.77,0.24,58.83,14.58,3263,7579,3855,3337,21630,3874,3979,4131,2694,8050,41831,33781,19.3,11.31,12.28,1.34,11.96,0,0,0,4.2,15.4,29667.0,29372.0,0.46,9.28,21.32,10.8,8.93,10660.0,44.19,17.21,9.44,18.35,23.2,25.11,39.22,3.0,0.0,0.0,0.22
050US01003,208107,205093,19354,111945,93379.0,86.27,9.5,0.73,0.81,0.0,2.69,4.49,0.22,52.77,19.54,11609,26012,12707,10790,72200,13694,14636,14440,14851,40665,162430,121765,14.0,9.74,11.94,2.29,15.87,51,28,51,4.4,10.6,28632.0,31203.0,0.46,7.94,19.83,12.15,13.71,41899.0,44.87,13.82,29.77,11.68,19.84,26.38,70.42,21.0,0.01,0.0,0.19
050US01005,25782,22882,1561,11937,8720.0,47.38,47.58,0.28,0.37,0.0,4.39,4.29,0.21,55.81,17.97,1390,3127,1434,1658,9871,1672,1780,1657,1651,4634,20346,15712,22.2,26.97,7.67,1.89,8.12,0,0,0,9.5,28.9,18138.0,18461.0,0.47,9.86,36.08,8.78,10.62,5100.0,58.49,32.61,23.05,29.19,34.44,38.6,13.49,3.0,0.0,0.0,0.23
050US01007,22527,20436,1278,9161,8099.0,76.65,22.28,0.04,0.16,0.0,0.87,2.43,0.21,56.45,16.25,1275,2467,1514,1491,8975,1813,1626,1494,1216,3661,17868,14207,16.7,16.79,7.15,1.85,18.3,0,0,0,7.5,14.0,22298.0,20199.0,0.43,9.33,34.24,13.47,9.15,5132.0,63.37,26.75,25.34,28.54,36.47,24.93,14.72,1.0,0.0,0.0,0.26
050US01009,57645,57102,3765,24222,21346.0,95.51,1.5,0.24,0.34,0.03,2.38,9.13,0.23,55.44,17.75,3485,7627,3717,3189,20845,3959,3988,3895,3613,10233,44177,33944,14.2,19.84,8.53,1.78,10.23,0,0,0,4.1,14.4,26509.0,22656.0,0.43,6.34,30.34,13.36,11.76,11991.0,56.17,23.9,14.95,25.22,29.72,21.37,37.56,2.0,0.0,0.0,0.26
050US01011,10352,9922,356,4526,3940.0,21.99,76.25,1.18,0.54,0.0,0.05,0.49,0.21,57.64,15.61,596,1174,772,706,4197,611,711,593,854,1616,8202,6586,14.4,24.77,4.34,2.51,5.05,0,0,0,11.1,31.4,21020.0,20346.0,0.52,9.77,46.85,6.45,6.47,2528.0,64.16,30.67,20.26,33.38,42.88,24.47,7.27,1.0,0.0,0.0,0.26
050US01013,20025,19703,1174,10026,7885.0,52.0,45.22,0.01,1.15,0.0,1.61,0.33,0.23,54.74,19.01,1205,2567,1292,1073,7190,1168,1259,1460,1370,3806,15459,11653,17.7,15.42,7.6,2.94,20.4,0,0,0,6.7,23.5,19627.0,20430.0,0.47,7.44,33.8,12.97,11.24,4757.0,60.33,31.0,33.09,26.18,34.98,30.05,12.91,2.0,0.0,0.0,0.26
050US01015,115098,111986,9549,53682,48157.0,74.33,20.57,0.31,0.93,0.01,3.85,3.65,0.22,56.32,16.84,6562,14002,7773,7626,44261,7148,7810,7851,8078,19386,89902,70516,20.8,15.95,10.66,2.98,18.17,72,19,72,8.8,18.6,23036.0,24706.0,0.47,8.82,26.05,12.92,12.64,26181.0,54.37,21.22,16.11,14.72,28.52,30.53,88.6,7.0,0.01,0.0,0.23
050US01017,33826,33314,2209,16981,14786.0,57.6,39.38,0.29,1.2,0.0,1.54,2.27,0.21,52.99,18.95,1950,3827,1960,2525,12149,2281,2367,2638,2205,6409,26820,20411,16.7,18.6,8.24,2.61,15.22,0,0,0,5.0,16.6,22015.0,22827.0,0.46,6.97,36.07,11.85,10.42,8837.0,59.77,28.07,20.41,14.0,33.0,32.24,28.46,2.0,0.0,0.0,0.23
050US01019,25853,25579,2086,16531,9805.0,92.82,4.9,0.91,0.21,0.0,1.15,1.54,0.2,48.84,21.74,1204,2990,1603,1383,8432,1749,1893,2047,1917,5621,20567,14946,20.0,19.77,10.14,1.5,8.34,0,0,0,5.6,15.0,22353.0,23356.0,0.45,7.48,39.59,15.78,11.01,6414.0,65.42,24.97,35.84,29.19,29.16,21.04,29.87,,,,0.23
050US01021,43930,43527,2699,19586,17500.0,83.31,9.44,0.28,0.43,0.0,6.53,7.78,0.24,58.22,15.77,2767,5972,2823,2575,16835,2843,2813,3037,2736,6927,33283,26356,17.7,17.8,8.11,2.67,18.36,545,430,544,7.1,18.6,24600.0,24611.0,0.48,6.06,34.55,9.74,11.77,10064.0,57.51,27.34,14.47,32.33,26.94,25.15,28.27,3.0,0.0,0.0,0.25
050US01023,13075,12892,771,7344,4264.0,56.75,42.75,0.07,0.1,0.0,0.33,0.56,0.2,49.03,22.06,671,1467,807,694,4273,826,980,1074,900,2884,10425,7541,28.4,18.59,7.4,1.37,7.58,0,0,0,10.6,22.2,20616.0,22182.0,0.48,9.92,37.29,14.0,14.63,2672.0,62.66,32.6,27.15,31.59,39.6,20.32,8.04,3.0,0.0,0.0,0.26
050US01025,24387,24023,1130,12741,7647.0,53.04,45.82,0.1,0.5,0.0,0.54,0.2,0.22,53.43,18.97,1364,2966,1611,1576,8701,1568,1749,1940,1473,4626,18998,14372,17.1,18.82,5.95,1.65,5.33,0,0,0,14.4,25.4,20939.0,21111.0,0.52,5.71,39.28,12.68,12.38,4895.0,64.01,36.45,26.55,26.53,40.42,32.53,10.29,3.0,0.0,0.0,0.26
050US01027,13378,13128,788,6802,5542.0,83.02,14.78,1.16,0.13,0.0,0.91,3.1,0.21,51.88,19.82,670,1648,893,882,4623,814,1010,1126,835,2652,10559,7907,15.3,24.5,7.46,2.01,10.0,0,0,0,6.4,18.4,22090.0,23147.0,0.47,7.81,41.9,12.56,11.12,3683.0,66.46,26.11,23.02,20.94,31.65,27.64,11.26,,,,0.27
050US01029,14938,14769,715,6806,5628.0,94.18,2.63,0.26,0.02,0.0,2.91,2.42,0.23,53.71,18.76,821,2017,895,760,5185,1109,1001,966,1036,2803,11500,8697,22.6,22.63,6.23,2.47,14.95,0,0,0,7.5,18.5,20988.0,21989.0,0.46,8.97,38.56,10.34,13.49,3164.0,56.22,31.97,15.87,30.3,27.76,24.35,12.15,1.0,0.0,0.0,0.27
050US01031,51288,50687,6439,23088,21725.0,75.89,17.21,1.2,1.3,0.0,4.39,6.92,0.24,57.74,16.33,3178,6839,3271,3088,19597,3470,3367,3543,2919,8375,39127,30752,17.7,13.84,16.95,2.15,13.55,0,0,0,5.9,15.1,26766.0,27577.0,0.44,9.28,21.8,13.48,10.97,12009.0,55.28,17.01,14.29,13.6,22.17,35.21,34.0,3.0,0.0,0.0,0.22
050US01033,54495,54059,3839,26466,22436.0,79.43,15.81,0.67,0.49,0.05,3.54,2.48,0.21,53.01,19.27,3098,6461,3134,3164,19330,3578,3817,3831,3878,10502,42887,32385,18.7,15.57,8.96,1.8,12.78,0,0,0,5.9,16.3,24729.0,24918.0,0.45,7.23,30.61,13.67,13.01,12531.0,55.85,25.21,17.63,9.28,30.25,27.29,44.65,9.0,0.02,0.0,0.19
050US01035,12514,12469,776,7143,3892.0,50.89,47.71,0.45,0.14,0.0,0.8,0.84,0.21,50.38,21.63,715,1466,872,613,4124,740,861,1075,826,2707,9863,7156,22.8,19.25,7.87,2.12,10.22,0,0,0,11.5,22.2,17857.0,17542.0,0.44,4.7,31.29,12.08,16.42,2546.0,65.42,44.1,35.97,28.74,41.25,23.39,8.4,1.0,0.0,0.0,0.25
050US01037,10855,10465,1059,6558,4110.0,65.71,34.21,0.08,0.0,0.0,0.0,0.46,0.17,46.47,21.81,342,1154,550,579,3548,778,768,1109,788,2368,9005,6637,22.6,20.35,11.76,2.0,10.34,0,0,0,5.8,14.0,19227.0,22963.0,0.46,5.91,32.85,12.17,8.64,2381.0,57.93,27.21,37.44,30.73,43.16,18.01,10.08,,,,0.25
050US01039,37351,36685,2902,18907,14899.0,84.67,12.92,0.16,0.43,0.03,1.8,1.62,0.22,51.69,20.48,2142,4634,2086,2051,12529,2266,2629,2642,2859,7650,29161,21511,20.9,17.13,9.96,1.9,15.12,0,0,0,8.7,18.3,23932.0,23071.0,0.46,6.07,31.53,12.53,11.33,8408.0,56.43,26.27,20.62,21.58,30.22,25.97,18.35,3.0,0.0,0.0,0.24
050US01041,13865,13703,761,6790,5612.0,71.68,23.07,0.79,1.36,0.0,3.12,1.98,0.22,54.09,18.33,787,1793,862,748,4919,815,1011,1070,928,2542,10749,8207,21.1,21.61,7.11,1.76,16.22,0,0,0,5.8,15.7,20180.0,23353.0,0.5,8.0,31.43,12.19,11.67,3165.0,56.4,30.51,25.99,27.3,31.95,26.19,11.15,1.0,0.0,0.0,0.27
050US01043,82313,81113,5149,37652,33003.0,95.24,1.21,0.42,0.41,0.0,2.72,4.3,0.23,55.21,17.98,4979,10332,5009,4781,30134,5257,5756,5716,5336,14803,63741,48938,17.6,18.19,8.08,1.91,18.33,0,0,0,5.5,15.8,23467.0,22980.0,0.45,5.97,30.72,14.11,14.03,18862.0,57.15,22.02,18.38,22.88,29.26,25.42,51.24,6.0,0.01,0.0,0.24
050US01045,49255,47992,6288,23065,18025.0,72.86,19.79,0.77,1.29,0.01,5.28,6.23,0.23,58.5,16.12,3231,6310,3023,3309,19274,3036,3117,3629,2719,7939,37749,29810,21.3,14.18,17.77,2.14,16.78,0,0,0,8.8,18.4,24357.0,23837.0,0.45,6.5,21.12,10.87,16.57,9751.0,54.1,18.45,19.05,18.21,23.71,39.8,41.11,1.0,0.0,0.0,0.23
050US01047,40029,39433,2106,20336,14295.0,28.12,70.47,0.02,0.56,0.06,0.76,1.03,0.24,56.35,16.75,2477,5524,2906,2522,14557,2247,2688,3068,2763,6705,30249,23544,17.8,19.3,6.96,2.71,10.0,0,0,0,11.8,31.1,19304.0,18910.0,0.49,8.88,34.17,13.81,10.67,8764.0,61.31,27.08,19.67,20.46,33.09,40.21,20.78,6.0,0.01,0.0,0.23
050US01049,71200,70240,3678,31462,28637.0,85.63,1.41,1.31,0.2,0.87,10.57,14.35,0.25,57.49,16.32,4251,10067,4805,4201,26615,4769,4627,4919,4333,11619,53720,42101,15.5,25.89,6.85,2.7,13.77,0,0,0,4.5,22.1,21487.0,21004.0,0.47,5.51,40.21,11.19,12.54,17422.0,60.84,25.1,16.94,23.86,30.25,28.81,40.49,3.0,0.0,0.0,0.25
050US01051,81212,76788,6600,34004,33811.0,74.9,21.43,0.26,0.48,0.0,2.94,2.89,0.22,58.8,14.49,4736,10221,5243,5253,32794,5525,5757,5750,4659,11770,62973,51203,17.9,13.62,10.56,1.82,11.5,4,2,4,6.2,12.3,28458.0,27475.0,0.44,7.94,22.16,12.11,12.14,15547.0,45.98,15.85,14.3,15.07,23.49,26.29,54.98,2.0,0.0,0.0,0.22
050US01053,37328,34498,2184,16595,12182.0,61.87,31.93,3.85,0.36,0.19,1.79,2.24,0.22,56.65,17.35,2122,4781,2212,2248,14244,2389,2508,2453,2355,6476,29000,22524,18.8,18.46,7.53,2.4,11.11,0,0,0,13.5,24.0,21402.0,18161.0,0.48,6.58,29.9,13.22,11.48,7031.0,57.72,37.25,19.08,17.52,33.45,31.21,17.56,2.0,0.0,0.0,0.23
050US01055,102939,101599,7419,47705,42367.0,80.35,15.75,0.73,0.72,0.06,2.39,3.77,0.22,54.38,18.34,5793,12358,6484,6309,37830,7054,6994,7243,6790,18877,80658,61781,19.6,15.48,9.2,2.57,15.37,69,48,57,6.5,17.3,22866.0,24065.0,0.45,7.52,26.64,15.82,11.83,23835.0,56.26,19.48,18.72,10.96,30.12,28.1,89.12,10.0,0.02,0.0,0.21
050US01057,16585,16257,1159,8470,6380.0,84.99,11.93,0.0,0.65,0.04,2.4,1.72,0.21,52.11,20.45,925,1950,1076,917,5767,1082,1097,1135,1237,3392,13023,9631,25.7,17.58,8.91,1.47,12.89,0,0,0,7.0,20.0,20957.0,21862.0,0.46,7.45,33.67,17.15,12.59,4026.0,63.1,27.96,17.98,22.27,34.74,22.1,13.49,,,,0.26
050US01059,31542,31287,1257,14152,12849.0,83.91,4.4,1.55,0.38,0.0,9.76,16.91,0.25,59.27,16.17,2165,4267,2021,2277,12263,1901,2138,1662,2046,5100,23736,18636,15.5,23.23,5.3,3.59,13.06,5,5,5,6.1,20.2,22432.0,19776.0,0.42,9.49,42.89,8.57,9.1,7747.0,60.29,33.32,20.79,17.38,28.21,29.44,22.32,3.0,0.0,0.0,0.26
050US01061,26491,26242,2130,12768,10047.0,86.33,9.55,0.79,0.41,0.02,2.9,3.88,0.22,52.78,19.45,1445,3384,1661,1403,9153,1695,1905,2049,1708,5152,20635,15483,21.5,20.92,10.37,1.68,15.94,0,0,0,8.6,24.0,20978.0,20471.0,0.44,6.17,31.67,14.9,10.18,6097.0,60.68,28.13,17.93,28.42,27.84,29.19,22.23,1.0,0.0,0.0,0.22
050US01063,8426,8363,427,5075,2204.0,17.15,79.67,0.57,0.0,0.0,2.61,1.7,0.22,51.8,20.37,490,1025,493,585,2850,411,586,688,660,1716,6564,4848,25.1,24.1,6.51,3.01,6.56,0,0,0,15.8,38.7,15789.0,14209.0,0.5,10.21,34.66,15.06,8.48,1265.0,57.4,48.12,41.77,38.5,53.58,31.27,7.84,,,,0.27
050US01065,14887,14688,769,7777,5083.0,39.62,58.76,0.19,0.26,0.0,1.16,0.87,0.23,54.63,18.25,971,1873,1128,844,5289,822,1065,970,1180,2717,11406,8689,21.1,16.35,6.77,1.71,6.63,0,0,0,11.9,26.0,18239.0,20272.0,0.51,9.19,32.05,14.66,11.63,2765.0,54.4,33.84,27.25,35.86,35.71,28.53,12.08,1.0,0.0,0.0,0.26
050US01067,17124,16813,1230,9096,6868.0,71.12,27.73,0.02,0.0,0.0,1.12,2.62,0.21,51.11,21.58,933,2007,1013,1004,5812,1084,1135,1307,1150,3696,13537,9841,18.7,19.82,9.09,1.98,12.18,0,0,0,6.7,13.5,22656.0,24069.0,0.44,8.42,22.74,15.42,11.88,3894.0,56.7,22.4,26.68,25.92,31.55,17.2,16.19,2.0,0.0,0.0,0.22
050US01069,104352,103414,7949,47187,44291.0,69.37,26.91,0.29,0.84,0.02,2.58,3.29,0.23,56.75,16.88,6340,13703,6478,6133,39176,6640,7103,7431,6344,17615,79966,62351,17.8,14.31,9.96,2.44,18.25,40,35,40,7.0,18.3,24009.0,25990.0,0.48,6.7,19.2,17.06,14.47,23105.0,52.17,22.35,16.81,13.72,25.04,34.42,81.38,10.0,0.02,0.0,0.18
050US01071,52094,51434,2902,25106,20189.0,91.01,3.45,1.18,0.41,0.15,3.79,2.89,0.21,52.49,19.14,2793,6323,3035,2718,18229,3507,3622,4034,3614,9972,40935,30963,18.8,17.53,7.09,1.59,9.08,0,0,0,5.9,20.2,22410.0,21608.0,0.46,8.59,38.45,10.83,12.85,12022.0,59.55,25.21,17.84,19.57,34.62,25.91,23.29,6.0,0.01,0.0,0.25
050US01073,659892,643884,37324,307372,302428.0,51.92,42.69,0.24,1.55,0.03,3.57,3.8,0.23,59.08,15.02,42537,84079,41417,43127,263276,40493,42860,45223,42278,99146,508234,409088,15.5,10.26,7.35,2.01,16.73,2874,2445,2834,7.3,17.0,27664.0,30657.0,0.5,8.72,16.76,16.65,10.85,136069.0,44.99,16.87,15.11,2.94,25.76,37.2,276.57,56.0,0.05,0.0,0.18
050US01075,13933,13745,770,7390,5338.0,87.47,11.18,0.0,0.0,0.0,1.35,1.56,0.22,50.77,21.09,699,1813,867,661,4562,906,975,1065,975,2938,10868,7930,24.4,17.6,7.09,0.43,5.13,0,0,0,8.0,21.2,21005.0,21666.0,0.46,6.28,36.55,11.97,7.66,3369.0,63.11,33.62,19.16,18.42,35.51,23.55,12.22,,,,0.28
050US01077,92585,90376,6198,44792,40130.0,87.01,10.11,0.45,0.66,0.07,1.7,2.61,0.2,54.34,19.31,4736,10415,6149,7856,35164,5730,6154,6240,6270,17876,74063,56187,14.7,12.58,8.38,1.96,18.13,156,156,126,5.3,15.2,25519.0,27189.0,0.47,9.81,24.6,12.86,13.63,20342.0,50.69,22.32,14.02,9.12,27.71,31.52,67.05,9.0,0.01,0.0,0.2
050US01079,33171,32939,1578,15373,12568.0,78.21,10.93,5.66,0.13,0.07,4.99,2.13,0.22,53.51,17.45,1855,4196,1953,1772,11699,2255,2590,2559,2230,5787,25939,20152,20.5,21.03,6.09,1.89,7.85,0,0,0,5.7,16.8,24749.0,23557.0,0.44,8.78,39.1,10.42,9.33,7774.0,61.86,30.74,16.67,22.49,34.52,20.9,22.26,,,,0.23
050US01081,159287,153390,9958,68081,72956.0,70.3,23.02,0.14,4.13,0.01,2.39,3.68,0.21,66.8,11.14,9431,19050,13411,22407,77921,9442,9212,8453,8039,17739,125085,107346,13.2,9.53,8.0,2.32,33.72,5,5,5,5.7,21.4,24359.0,26960.0,0.51,16.76,20.87,11.89,11.33,31845.0,43.65,13.34,12.79,15.98,18.78,39.67,112.06,6.0,0.01,0.0,0.2
050US01083,93052,90180,7115,36069,39595.0,80.75,13.4,0.92,1.26,0.03,3.64,5.89,0.23,57.53,14.75,5223,12128,6304,5103,36186,6754,7134,6605,5299,13723,71640,57917,16.3,15.74,9.94,1.62,14.68,0,0,0,6.9,13.7,27033.0,27699.0,0.45,7.82,28.98,9.85,11.8,19876.0,50.2,14.97,10.93,12.58,22.32,21.98,64.41,2.0,0.0,0.0,0.2
050US01085,10236,10139,366,5187,3457.0,24.87,74.26,0.13,0.0,0.0,0.74,0.68,0.23,54.02,17.86,634,1299,579,668,3596,653,737,822,667,1828,7906,6078,25.0,22.51,4.63,2.88,8.49,0,0,0,11.5,27.9,17180.0,19491.0,0.5,6.91,29.3,14.29,12.06,2109.0,61.01,40.53,19.41,36.59,42.62,26.34,7.25,1.0,0.0,0.0,0.27
050US01087,19054,16753,1411,10274,7289.0,15.88,82.61,0.33,0.26,0.0,0.92,1.72,0.18,56.27,18.59,936,1859,1858,2266,7927,990,1182,1295,1323,3542,15643,12101,17.3,18.25,9.03,2.7,11.87,0,0,0,12.1,25.8,17093.0,20125.0,0.51,22.18,21.16,12.4,11.18,3760.0,51.58,32.53,25.67,18.98,38.64,34.25,16.88,3.0,0.0,0.0,0.25
050US01089,357560,348718,32614,159299,172631.0,68.19,24.06,0.55,2.54,0.09,4.57,4.84,0.22,57.79,14.35,20902,44167,24006,24700,141563,23828,27873,26834,21085,51308,278365,227057,13.1,8.87,11.76,1.52,16.79,820,666,818,5.8,13.2,31819.0,35526.0,0.47,8.78,17.23,12.34,10.8,64895.0,37.59,10.61,8.82,4.45,20.79,32.77,198.73,38.0,0.05,0.0,0.19
050US01091,19538,19302,974,10325,6563.0,45.32,53.83,0.26,0.0,0.0,0.58,0.59,0.23,54.07,18.89,969,2706,1447,893,6889,1211,1327,1278,1468,3690,15070,11380,25.0,16.21,6.46,1.9,7.65,1,1,1,9.7,21.8,20591.0,23056.0,0.54,8.55,28.1,15.16,11.73,3638.0,55.43,34.14,24.77,24.57,36.85,28.77,10.57,3.0,0.0,0.0,0.26
050US01093,29965,29461,1515,14867,11980.0,93.06,3.66,0.41,0.16,0.0,2.71,2.51,0.21,51.33,20.75,1539,3570,1897,1605,10271,2033,2223,2036,2074,6219,23649,17430,25.9,20.34,6.41,1.51,10.86,0,0,0,5.6,17.5,20208.0,21391.0,0.46,8.55,33.02,13.79,12.66,6878.0,57.41,29.17,17.86,22.34,33.07,24.64,20.03,3.0,0.0,0.0,0.26
050US01095,95145,94115,6127,40630,38997.0,92.37,2.58,0.41,0.6,0.05,3.99,13.62,0.25,57.55,16.75,6536,13139,6167,5659,35078,6158,6326,5987,5980,15941,71491,55550,15.5,19.09,8.57,2.62,17.22,34,34,20,5.1,21.7,22617.0,23833.0,0.48,7.92,32.96,11.43,11.69,21810.0,55.93,17.86,14.11,14.77,23.62,29.63,71.8,5.0,0.01,0.0,0.23
050US01097,414659,405711,27976,183164,174229.0,58.76,35.56,0.7,1.96,0.01,3.01,2.89,0.24,58.78,15.35,26969,54440,27066,28485,162327,25050,27633,28094,26496,63650,316322,252672,14.0,13.77,8.87,2.05,16.27,700,570,688,6.2,19.3,25308.0,25215.0,0.48,8.43,21.87,15.01,12.43,87752.0,50.37,21.5,14.92,7.69,28.23,35.11,148.99,40.0,0.03,0.0,0.17
050US01099,21512,21263,1472,11398,6422.0,54.92,41.5,1.61,0.56,0.0,1.42,1.4,0.23,53.13,18.87,1266,2701,1450,1339,7462,1408,1485,1608,1522,4060,16592,12532,13.8,16.33,8.87,1.5,9.39,0,0,0,17.5,30.9,20570.0,18890.0,0.55,9.44,29.98,13.91,14.78,3724.0,57.99,51.78,28.51,22.6,37.45,39.11,11.11,1.0,0.0,0.0,0.25
050US01101,226941,220029,16259,104355,100599.0,36.51,57.67,0.18,2.69,0.02,2.93,3.41,0.24,60.99,14.18,15315,29538,15037,17009,93564,13566,14484,14899,13392,32183,173272,141089,16.2,14.43,9.48,2.61,15.62,852,710,852,7.6,20.7,25626.0,28008.0,0.49,9.35,16.39,12.51,11.72,45169.0,44.9,16.91,13.91,4.15,23.38,41.42,132.89,22.0,0.03,0.0,0.18
050US01103,119122,117257,8135,51951,51513.0,80.56,12.78,0.62,0.65,0.04,5.34,8.14,0.23,55.82,16.68,7059,15345,7610,6847,44091,7964,8763,8293,7742,19865,91738,71873,16.8,16.66,8.87,1.73,15.07,81,37,81,5.2,15.3,25215.0,25907.0,0.45,7.5,30.04,12.8,12.91,26585.0,51.61,20.1,12.14,11.11,27.59,27.86,89.67,7.0,0.01,0.0,0.19
050US01105,9486,8683,382,4751,2325.0,29.92,69.45,0.06,0.22,0.0,0.35,0.94,0.22,59.03,18.6,514,1164,1007,986,3922,338,544,625,615,1764,7417,5653,25.2,21.93,5.16,2.43,6.75,0,0,0,12.3,41.8,16142.0,13678.0,0.48,20.65,24.56,12.9,7.87,1330.0,57.2,43.52,35.19,20.65,46.0,27.25,6.6,2.0,0.0,0.0,0.27
050US01107,20298,18755,1316,9557,7136.0,55.98,41.22,0.12,0.06,0.04,2.58,4.59,0.2,52.97,18.37,1034,2183,1294,1222,7534,1438,1564,1545,1271,3729,16296,12567,24.5,19.42,8.08,1.76,4.6,0,0,0,10.6,23.5,19381.0,22417.0,0.5,8.0,30.69,14.36,12.35,4125.0,57.81,31.3,21.21,23.74,36.15,26.04,10.84,,,,0.27
050US01109,33403,31491,1873,16077,14093.0,56.76,38.01,0.63,2.14,0.01,2.45,0.79,0.2,64.23,14.63,1861,3608,2875,5801,15987,1678,1775,1913,1695,4886,26864,21978,17.1,19.01,6.97,2.34,30.86,0,0,0,8.0,26.6,19016.0,21137.0,0.53,14.76,21.57,8.44,13.56,6956.0,49.36,29.96,28.18,21.99,27.93,40.72,23.92,4.0,0.01,0.0,0.26
050US01111,22574,22085,1447,12056,8628.0,77.27,20.14,0.23,0.3,0.23,1.83,2.95,0.22,52.62,19.99,1290,2732,1542,1272,7856,1374,1569,1408,1833,4512,17660,13148,14.3,21.22,8.19,1.97,13.72,0,0,0,5.0,17.7,23169.0,23247.0,0.47,6.72,39.58,10.93,9.7,5281.0,61.21,26.15,28.31,23.49,34.96,26.59,20.77,1.0,0.0,0.0,0.25
050US01113,58213,57639,5593,27426,23550.0,50.26,42.87,0.28,0.89,0.12,5.57,5.36,0.25,61.19,13.36,4258,7831,3421,3753,23529,3618,3949,3899,3353,7776,43855,36079,18.8,16.68,13.13,2.63,20.44,0,0,0,7.8,20.1,23681.0,22055.0,0.45,7.9,19.7,13.48,12.54,12077.0,51.28,23.37,17.09,15.55,23.32,40.19,42.78,3.0,0.0,0.0,0.2
050US01115,87306,85106,6619,36628,38881.0,87.31,9.45,0.36,0.84,0.01,2.03,2.39,0.23,56.45,15.91,5241,11337,5144,4886,32709,6375,6098,6314,5341,13891,67308,53417,16.5,15.25,9.84,2.38,15.81,0,0,0,5.3,13.2,26955.0,24861.0,0.41,5.21,27.72,12.57,12.42,20052.0,51.57,17.39,12.17,23.95,23.9,21.06,57.99,2.0,0.0,0.0,0.24
050US01117,211261,208272,12877,86077,105724.0,80.28,12.05,0.22,2.01,0.02,5.42,5.74,0.24,58.66,14.26,12500,28904,14336,12099,82532,15293,14900,13510,13497,30125,160650,130525,11.2,7.85,8.02,1.68,18.33,47,36,47,4.0,8.4,35756.0,36576.0,0.43,8.98,17.89,11.95,11.7,38486.0,36.4,9.26,9.0,7.98,20.73,20.33,109.6,16.0,0.02,0.0,0.21
050US01119,12985,12088,590,6858,4207.0,24.65,71.98,0.06,2.6,0.0,0.71,0.1,0.19,57.74,16.93,702,1354,1385,1686,5442,682,771,993,843,2198,10463,8265,21.8,15.75,5.65,2.0,7.9,0,0,0,12.1,31.3,14525.0,15882.0,0.55,20.82,20.8,12.88,12.36,2329.0,55.36,34.64,26.41,30.53,34.0,35.05,7.59,1.0,0.0,0.0,0.27
050US01121,80565,77157,5124,37669,31082.0,64.2,32.28,0.43,0.58,0.03,2.47,2.26,0.22,55.05,17.08,4301,9836,5044,5262,30213,5477,5569,5609,5803,13757,63217,49460,19.3,19.01,8.11,1.84,14.33,68,71,68,8.8,19.9,21707.0,22498.0,0.46,8.11,31.64,13.2,12.43,17479.0,56.24,22.94,16.62,23.62,33.47,28.7,51.13,3.0,0.0,0.0,0.23
050US01123,40636,40020,2898,22310,15083.0,69.52,27.43,0.32,0.38,0.0,2.35,2.35,0.21,50.91,20.36,2211,4867,2712,2264,13608,2593,2882,3055,3146,8274,32062,23788,19.0,19.53,9.04,1.76,7.95,0,0,0,10.4,20.3,23561.0,23655.0,0.46,7.78,34.18,16.37,8.88,8476.0,56.2,22.47,26.28,18.06,34.16,27.15,31.14,2.0,0.0,0.0,0.24
050US01125,206213,195942,10454,90576,93450.0,64.44,31.65,0.19,1.6,0.04,2.09,3.61,0.21,64.81,12.46,12348,23669,19497,23145,97630,11393,11674,11711,12103,25685,163037,137352,12.0,11.56,6.42,2.77,28.77,377,330,377,6.3,17.4,24740.0,26064.0,0.46,14.82,23.21,14.82,10.02,47878.0,51.23,16.09,20.09,9.78,22.13,36.85,68.57,16.0,0.01,0.0,0.18
050US01127,64493,63588,4016,31057,24707.0,90.78,6.21,0.17,0.49,0.0,2.34,2.4,0.22,53.83,18.64,3986,7839,4003,3691,22894,4181,4524,4749,4296,12024,50140,38116,24.1,19.14,8.01,2.3,19.18,0,0,0,8.8,19.7,22589.0,22772.0,0.46,8.54,26.81,13.6,13.51,14756.0,59.72,24.79,19.39,29.28,29.62,23.93,39.26,3.0,0.0,0.0,0.24
050US01129,16643,16501,1050,8509,5538.0,66.11,24.55,7.37,0.37,0.0,1.59,1.09,0.22,51.87,18.25,616,2311,1203,1044,5705,1044,1431,1109,1389,3038,12940,9902,24.5,19.56,8.11,1.63,13.8,0,0,0,8.5,21.0,19359.0,22776.0,0.47,5.76,41.51,13.74,9.82,3517.0,63.51,30.87,29.4,30.88,42.84,16.2,7.88,1.0,0.0,0.0,0.25
