HEROP_ID,AreaSqMi,TotTracts,BupCtTmDr,BupCtTmBk,BupCtTmWk,MetCtTmDr,MetCtTmBk,MetCtTmWk,NalCtTmDr,NalCtTmBk,NalCtTmWk,BupAvTmDr,BupAvTmBk,BupAvTmWk,MetAvTmDr,MetAvTmBk,MetAvTmWk,NalAvTmDr,NalAvTmBk,NalAvTmWk,BupTmDrP,BupTmBkP,BupTmWkP,MetTmDrP,MetTmBkP,MetTmWkP,NalTmDrP,NalTmBkP,NalTmWkP,RcaUrbanP,RcaSubrbP,RcaRuralP,CenFlags,TotPop10,UrbPop10,RuralPop10,CenRuralP,DmySgrg,DmyBlckBlt,PrcNtvRsrv,TtlPrPpr,FmlPrPpr,MlPrPpr,AapiPrPpr,BlckPrPpr,LtnxPrPpr,NtvPrPpr,WhtPrPpr,TtlPrAPpr,FmlPrAPpr,MlPrAPpr,AapiPrAPpr,BlckPrAPpr,LtnxPrAPpr,NtvPrAPpr,WhtPrAPpr,TtlPrPp,FmlPrPp,MlPrPp,AapiPrPp,BlckPrPp,LtnxPrPp,NtvPrPp,WhtPrPp,TtlPrAPp,FmlPrAPp,MlPrAPp,AapiPrAPp,BlckPrAPp,LtnxPrAPp,NtvPrAPp,WhtPrAPp,TtlJlPpr,FmlJlPpr,MlJlPpr,AapiJlPpr,BlckJlPpr,LtnxJlPpr,NtvJlPpr,WhtJlPpr,TtlJlAdmr,TtlJlPrtr,TtlJlPp,FmlJlPp,MlJlPp,AapiJlPp,BlckJlPp,LtnxJlPp,NtvJlPp,WhtJlPp,TtlJlAdm,TtlJlPrt
050US37003,259.98,7,6.0,0.0,0.0,7.0,1.0,1.0,7.0,1.0,1.0,22.83,77.46,241.66,13.12,40.18,118.95,12.93,39.08,115.39,0.86,0.0,0.0,1.0,0.14,0.14,1.0,0.14,0.14,0.14,0.71,0.14,,37198,10126,27072,0.73,0,0,0.0,459.24,53.33,824.99,,1221.75,398.01,,405.23,227.51,35.56,400.48,,549.79,,,207.44,109.0,6.0,103.0,,20.0,4.0,,84.0,54.0,4.0,50.0,,9.0,,,43.0,325.72,0.0,306.3,362.32,1164.93,666.03,1204.82,436.91,5939.09,461.08,77.0,0.0,38.0,1.0,19.0,7.0,1.0,90.0,1404.0,109.0
050US37005,234.4,3,3.0,1.0,1.0,0.0,0.0,,0.0,0.0,,12.25,36.86,106.47,41.04,133.53,,41.04,133.53,,1.0,0.33,0.33,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,11155,0,11155,1.0,0,0,0.0,615.76,125.31,1089.59,,,778.82,,581.4,307.88,156.64,454.0,,,,,299.51,40.0,4.0,36.0,,,5.0,,33.0,20.0,5.0,15.0,,,,,17.0,415.45,0.0,573.15,0.0,5172.41,459.42,0.0,318.08,4000.62,353.9,27.0,0.0,19.0,0.0,6.0,3.0,0.0,18.0,260.0,23.0
050US37007,531.46,6,3.0,0.0,,0.0,0.0,,1.0,0.0,,28.98,120.92,,53.85,235.83,,43.41,180.15,,0.5,0.0,,0.0,0.0,,0.17,0.0,,0.0,0.83,0.17,,26948,5791,21157,0.79,0,1,0.0,714.8,66.47,1241.1,,874.13,,,590.55,482.49,53.18,831.0,,547.79,,,449.94,120.0,5.0,115.0,,75.0,,,42.0,81.0,4.0,77.0,,47.0,,,32.0,279.94,121.08,477.83,0.0,370.5,0.0,0.0,300.77,10443.04,316.46,46.0,9.0,43.0,0.0,31.0,0.0,0.0,21.0,1716.0,52.0
050US37009,425.06,6,4.0,2.0,2.0,0.0,0.0,,0.0,0.0,,16.72,57.11,168.2,53.12,194.49,,53.68,197.36,,0.67,0.33,0.33,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,27281,4129,23152,0.85,0,0,0.0,505.99,99.33,907.75,,,812.06,,492.18,234.48,86.91,380.27,,,,,226.14,82.0,8.0,74.0,,,7.0,,74.0,38.0,7.0,31.0,,,,,34.0,989.73,112.14,294.84,0.0,16666.67,1384.08,0.0,868.11,6433.25,1045.4,160.0,9.0,24.0,0.0,29.0,12.0,0.0,130.0,1040.0,169.0
050US37011,247.34,5,5.0,1.0,1.0,0.0,0.0,,0.0,0.0,,13.19,41.64,123.58,41.12,157.06,,41.59,149.54,,1.0,0.2,0.2,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,17797,1996,15801,0.89,0,0,0.0,430.14,162.9,625.65,,,,,443.7,189.26,,,,,,,,50.0,8.0,42.0,,,,,45.0,22.0,,,,,,,,310.53,40.72,104.77,0.0,133.16,462.25,0.0,277.81,12559.3,250.15,36.0,2.0,7.0,0.0,1.0,3.0,0.0,28.0,1456.0,29.0
050US37013,831.97,11,9.0,5.0,4.0,0.0,,,8.0,3.0,,12.0,51.56,147.41,46.91,,,16.86,71.68,,0.82,0.45,0.36,0.0,,,0.73,0.27,,0.0,0.45,0.55,,47759,16429,31330,0.66,0,0,0.0,1034.46,168.36,1968.76,0.0,2215.66,311.53,0.0,663.63,461.31,74.08,879.04,,1101.11,,,251.54,296.0,25.0,271.0,0.0,165.0,7.0,0.0,124.0,132.0,11.0,121.0,,82.0,,,47.0,307.8,40.86,530.15,0.0,502.65,174.75,0.0,174.05,7726.87,226.43,87.0,6.0,72.0,0.0,37.0,4.0,0.0,32.0,2184.0,64.0
050US37015,699.17,4,4.0,1.0,1.0,0.0,,,1.0,0.0,,19.19,69.69,208.1,72.38,,,40.47,330.19,,1.0,0.25,0.25,0.0,,,0.25,0.0,,0.0,0.0,1.0,,21282,3566,17716,0.83,0,1,0.0,402.12,67.29,708.78,,519.78,,,169.94,136.72,,,,,,,,50.0,4.0,46.0,,41.0,,,7.0,17.0,,,,,,,,360.01,89.27,652.72,0.0,501.48,179.39,2280.49,139.38,6525.45,348.47,44.0,5.15,42.12,0.0,38.85,0.47,1.87,5.62,797.54,42.59
050US37017,874.86,6,5.0,1.0,1.0,0.0,0.0,,1.0,0.0,,20.23,67.05,199.68,50.74,188.03,,41.86,156.34,,0.83,0.17,0.17,0.0,0.0,,0.17,0.0,,0.0,0.17,0.83,,35190,3085,32105,0.91,0,1,0.01,669.2,73.49,1305.97,,1185.77,258.23,2264.15,319.57,403.42,,,,,,,,141.0,8.0,133.0,,87.0,4.0,12.0,37.0,85.0,,,,,,,,356.35,92.9,629.87,0.0,622.32,964.01,247.17,105.62,0.0,279.3,74.0,10.0,63.0,0.0,45.0,15.0,1.31,12.0,0.0,58.0
050US37019,849.18,33,33.0,29.0,16.0,23.0,4.0,,12.0,16.0,,7.37,7.41,58.06,24.61,123.79,,32.36,64.14,,1.0,0.88,0.48,0.7,0.12,,0.36,0.48,,0.39,0.36,0.24,,107431,61278,46153,0.43,0,0,0.0,475.66,68.44,926.22,,1392.48,326.0,1709.4,337.13,333.24,78.97,614.57,,932.06,108.67,854.7,253.28,344.0,26.0,318.0,,124.0,12.0,10.0,197.0,241.0,30.0,211.0,,83.0,4.0,5.0,148.0,409.28,51.39,576.41,0.0,1167.4,363.64,0.0,343.05,12332.46,395.72,302.0,20.0,201.0,0.0,106.0,14.0,0.0,204.0,9100.0,292.0
050US37021,656.49,56,56.0,51.0,33.0,55.0,27.0,,55.0,32.0,,4.59,11.51,33.41,10.65,32.46,,9.82,31.74,,1.0,0.91,0.59,0.98,0.48,,0.98,0.57,,0.89,0.11,0.0,,238318,180932,57386,0.24,1,0,0.0,539.32,75.76,1029.92,,2963.03,361.59,852.27,366.11,243.89,53.61,445.27,,1074.21,85.64,,193.28,900.0,65.0,835.0,,331.0,38.0,6.0,519.0,407.0,46.0,361.0,,120.0,9.0,,274.0,309.39,91.7,580.74,38.55,1630.48,497.88,783.22,139.59,8051.37,301.63,518.0,79.0,472.0,1.12,181.0,54.07,5.6,198.0,13480.0,505.0
050US37023,506.23,18,17.0,10.0,7.0,17.0,5.0,1.0,17.0,6.0,3.0,9.34,26.85,77.81,15.88,47.14,136.96,14.06,40.77,121.63,0.94,0.56,0.39,0.94,0.28,0.06,0.94,0.33,0.17,0.67,0.33,0.0,,90912,52136,38776,0.43,0,0,0.0,571.43,73.95,1044.25,238.38,1252.56,350.47,,542.25,310.6,102.12,508.74,158.92,569.35,,,314.04,333.0,21.0,312.0,6.0,55.0,12.0,,259.0,181.0,29.0,152.0,4.0,25.0,,,150.0,303.03,194.03,435.74,79.02,792.78,141.44,617.49,300.29,7128.92,282.49,177.0,55.0,131.0,2.0,36.0,5.0,1.13,143.0,4164.0,165.0
050US37025,361.24,37,37.0,16.0,4.0,37.0,12.0,,36.0,13.0,,12.06,36.24,105.41,14.66,43.71,,13.68,41.52,,1.0,0.43,0.11,1.0,0.32,,0.97,0.35,,0.84,0.16,0.0,,178011,143738,34273,0.19,0,0,0.0,540.89,115.12,986.04,98.58,1352.2,202.58,1033.06,396.26,289.68,94.46,493.79,98.58,659.3,97.24,,227.85,717.0,78.0,639.0,5.0,322.0,25.0,5.0,360.0,384.0,64.0,320.0,5.0,157.0,12.0,,207.0,272.98,48.99,264.66,0.0,586.6,191.85,0.0,206.84,4017.45,166.29,371.0,34.0,176.0,0.0,148.0,25.0,0.0,189.0,5460.0,226.0
050US37027,471.89,17,17.0,6.0,2.0,17.0,4.0,,13.0,0.0,,11.97,39.03,114.13,15.44,51.53,,27.23,101.78,,1.0,0.35,0.12,1.0,0.24,,0.76,0.0,,0.76,0.24,0.0,,83029,54444,28585,0.34,0,0,0.0,477.52,95.88,850.25,,2257.01,,,399.5,248.23,95.88,397.03,,982.89,,,220.04,252.0,25.0,227.0,,62.0,,,187.0,131.0,25.0,106.0,,27.0,,,103.0,338.73,126.66,735.99,307.88,1476.01,137.6,0.0,396.37,1088.51,412.95,178.0,33.0,195.0,1.25,40.0,4.0,0.0,184.0,572.0,217.0
050US37029,240.33,2,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,23.24,0.0,868.46,25.01,459.88,1875.88,25.01,154.01,1875.88,1.0,1.0,0.5,1.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,,9980,45,9935,1.0,0,0,0.0,278.31,,,,,,,,87.89,,,,,,,,19.0,,,,,,,,6.0,,,,,,,,451.33,114.64,877.92,103.66,2538.0,241.71,600.0,218.03,7253.01,414.04,31.11,3.93,30.42,0.17,21.37,0.51,0.18,12.31,499.95,28.54
050US37031,507.6,39,34.0,17.0,,27.0,,,27.0,10.0,,14.49,79.18,,20.97,,,20.97,124.5,,0.87,0.44,,0.69,,,0.69,0.26,,0.0,0.74,0.26,,66469,44798,21671,0.33,0,0,0.0,548.01,124.83,982.44,,2059.66,,1646.09,450.43,281.03,92.46,474.61,,923.3,,,240.05,234.0,27.0,207.0,,58.0,,4.0,167.0,120.0,20.0,100.0,,26.0,,,89.0,350.94,79.38,370.98,490.3,1149.43,222.59,0.0,272.9,10357.34,239.49,148.0,17.0,77.0,3.54,32.0,4.0,0.0,100.0,4368.0,101.0
050US37033,425.36,6,5.0,2.0,2.0,2.0,0.0,,2.0,0.0,,15.77,46.56,143.78,35.12,146.57,,37.94,139.65,,0.83,0.33,0.33,0.33,0.0,,0.33,0.0,,0.0,0.33,0.67,,23719,191,23528,0.99,0,0,0.0,410.76,72.93,709.59,,671.14,,,288.34,171.15,58.34,270.93,,223.71,,,133.08,60.0,5.0,55.0,,33.0,,,26.0,25.0,4.0,21.0,,11.0,,,12.0,20.74,29.45,351.75,0.0,495.97,557.62,0.0,89.68,3953.55,76.03,3.0,2.0,27.0,0.0,24.0,3.0,0.0,8.0,572.0,11.0
050US37035,401.37,31,31.0,20.0,10.0,27.0,10.0,,30.0,13.0,,7.39,22.93,67.6,14.32,49.02,,11.79,38.91,,1.0,0.65,0.32,0.87,0.32,,0.97,0.42,,0.74,0.26,0.0,,154358,107595,46763,0.3,0,0,0.0,505.68,94.52,922.69,204.22,1807.55,197.15,,400.56,269.7,94.52,447.36,136.15,829.35,87.62,,230.55,510.0,48.0,462.0,9.0,170.0,18.0,,311.0,272.0,48.0,224.0,6.0,78.0,8.0,,179.0,268.06,93.95,516.11,319.86,964.8,116.7,1749.09,265.18,8763.27,263.13,272.0,48.0,260.0,14.88,91.0,11.0,4.81,206.0,8892.0,267.0
050US37037,681.71,13,13.0,4.0,4.0,9.0,3.0,,13.0,3.0,,11.72,46.61,141.56,21.1,86.23,,17.29,64.94,,1.0,0.31,0.31,0.69,0.23,,1.0,0.23,,0.23,0.15,0.62,,63505,21641,41864,0.66,0,0,0.0,348.57,70.52,639.51,,1050.92,389.11,,207.18,185.1,51.71,324.68,0.0,561.7,155.64,0.0,126.98,145.0,15.0,130.0,,58.0,20.0,,62.0,77.0,11.0,66.0,0.0,31.0,8.0,0.0,38.0,180.0,37.09,227.56,0.0,399.78,222.59,0.0,69.43,3341.86,125.53,76.0,8.0,47.0,0.0,22.0,12.0,0.0,21.0,1411.0,53.0
050US37039,455.53,7,6.0,3.0,3.0,1.0,0.0,,5.0,1.0,1.0,12.9,33.45,98.6,38.41,145.66,,22.57,114.08,341.11,0.86,0.43,0.43,0.14,0.0,,0.71,0.14,0.14,0.0,0.0,1.0,,27444,0,27444,1.0,0,0,0.02,342.74,48.75,650.34,,,,,350.52,137.1,,,,,,,,55.0,4.0,51.0,,,,,52.0,22.0,,,,,,,,633.82,344.15,1205.28,751.88,3030.3,371.06,3018.87,693.83,25152.18,684.03,101.0,28.0,94.0,1.0,9.0,2.0,8.0,102.0,4008.0,109.0
050US37041,172.66,3,0.0,0.0,0.0,0.0,,,0.0,0.0,,38.2,95.22,283.89,51.11,,,50.42,285.57,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,1.0,,14793,4790,10003,0.68,0,0,0.0,469.15,,,,,,,,187.66,0.0,389.86,0.0,326.8,0.0,0.0,119.4,40.0,,,,,,,,16.0,0.0,16.0,0.0,10.0,0.0,0.0,6.0,275.68,0.0,715.34,0.0,498.34,299.34,0.0,101.83,9972.43,167.81,23.0,0.0,29.0,0.0,15.0,0.91,0.0,5.0,832.0,14.0
050US37043,214.98,2,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,28.0,74.51,177.72,9.58,31.83,92.57,9.58,31.83,92.57,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5,0.0,0.0,1.0,,10587,0,10587,1.0,0,0,0.0,248.18,,,,,,,,132.36,0.0,268.82,0.0,0.0,0.0,0.0,140.35,15.0,,,,,,,,8.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,474.71,0.0,467.91,0.0,1785.71,0.0,7142.86,557.49,0.0,572.93,29.0,0.0,14.0,0.0,2.0,0.0,2.0,32.0,0.0,35.0
050US37045,464.2,22,22.0,11.0,7.0,20.0,5.0,,21.0,8.0,,9.48,31.57,92.69,16.62,56.78,,12.66,39.98,,1.0,0.5,0.32,0.91,0.23,,0.95,0.36,,0.14,0.41,0.45,,98078,43360,54718,0.56,0,0,0.0,883.05,112.82,1692.24,,2033.19,618.24,2721.09,564.02,465.61,106.55,842.83,,911.94,360.64,,340.58,550.0,36.0,514.0,,272.0,12.0,4.0,260.0,290.0,34.0,256.0,,122.0,7.0,,157.0,434.28,179.01,794.02,140.06,967.96,201.71,0.0,353.95,14859.3,376.16,269.0,57.0,239.0,1.0,129.0,4.0,0.0,162.0,9204.0,233.0
050US37047,938.11,13,11.0,7.0,4.0,0.0,0.0,,9.0,5.0,,16.17,32.34,138.76,55.93,222.55,,24.23,61.07,,0.85,0.54,0.31,0.0,0.0,,0.69,0.38,,0.0,0.38,0.62,,58098,11274,46824,0.81,0,0,0.04,692.81,108.87,1252.75,0.0,1317.52,350.88,561.35,398.61,356.22,103.14,598.9,,588.49,,481.15,242.02,247.0,19.0,228.0,0.0,150.0,6.0,7.0,84.0,127.0,18.0,109.0,,67.0,,6.0,51.0,427.39,75.49,585.28,0.0,798.01,284.25,0.0,269.22,10302.57,356.63,151.0,13.0,106.0,0.0,90.0,5.0,0.0,56.0,3640.0,126.0
050US37049,706.59,21,15.0,8.0,,14.0,7.0,,1.0,0.0,,17.61,97.13,,19.97,123.2,,41.43,245.69,,0.71,0.38,,0.67,0.33,,0.05,0.0,,0.57,0.38,0.05,,103505,74825,28680,0.28,0,0,0.0,639.25,115.7,1114.55,187.44,1380.24,101.36,,470.65,333.39,125.34,522.26,,710.42,,,248.08,418.0,36.0,382.0,4.0,204.0,5.0,,203.0,218.0,39.0,179.0,,105.0,,,107.0,431.29,194.63,718.58,193.37,1127.51,101.88,235.85,316.71,5626.75,383.54,280.0,60.0,245.0,4.43,165.0,5.04,1.0,135.0,3653.0,249.0
050US37051,652.56,68,68.0,54.0,,68.0,19.0,,68.0,36.0,,5.71,18.31,,12.35,48.55,,9.6,33.03,,1.0,0.79,,1.0,0.28,,1.0,0.53,,0.88,0.09,0.03,,319431,276729,42702,0.13,0,1,0.54,628.31,97.12,1140.01,128.62,1121.62,141.59,1781.74,330.41,322.1,79.14,556.14,51.45,533.5,47.2,1141.43,206.15,1424.0,108.0,1316.0,10.0,965.0,36.0,64.0,343.0,730.0,88.0,642.0,4.0,459.0,12.0,41.0,214.0,342.64,93.23,567.72,37.39,563.27,8.75,689.46,234.07,5050.97,303.27,766.0,103.0,642.0,2.93,485.0,2.24,25.0,235.0,11292.0,678.0
050US37053,261.94,8,4.0,6.0,,1.0,0.0,,3.0,3.0,,29.88,13.95,,58.51,576.21,,39.36,143.18,,0.5,0.75,,0.12,0.0,,0.38,0.38,,0.0,0.5,0.5,,23547,397,23150,0.98,0,0,0.0,241.93,,,,,,,,141.62,,,,,,,,41.0,,,,,,,,24.0,,,,,,,,179.2,11.53,289.75,0.0,395.26,156.25,0.0,136.59,6613.1,86.71,31.0,1.0,25.0,0.0,4.0,1.0,0.0,21.0,1144.0,15.0
050US37055,383.22,11,9.0,6.0,8.0,0.0,,,9.0,6.0,2.0,23.61,25.36,160.56,102.4,,,23.44,156.06,332.99,0.82,0.55,0.73,0.0,,,0.82,0.55,0.18,0.0,0.45,0.55,,33920,24097,9823,0.29,0,0,0.0,496.67,86.56,912.28,,4441.26,,,378.69,365.97,103.87,631.58,,2865.33,,,285.25,114.0,10.0,104.0,,31.0,,,77.0,84.0,12.0,72.0,,20.0,,,58.0,370.52,112.17,933.84,0.0,1731.6,369.69,1448.72,241.13,13146.77,257.18,85.0,13.0,106.0,0.0,12.0,6.0,1.13,49.0,3016.0,59.0
050US37057,553.17,34,32.0,15.0,,32.0,11.0,,28.0,2.0,,12.57,39.21,,14.65,49.9,,23.74,83.74,,0.94,0.44,,0.94,0.32,,0.82,0.06,,0.65,0.32,0.03,,162878,85699,77179,0.47,1,0,0.0,588.07,100.97,1086.25,291.72,1834.6,284.58,948.77,465.8,284.58,87.88,485.75,291.72,874.08,156.52,759.01,220.7,622.0,54.0,568.0,5.0,191.0,20.0,5.0,401.0,301.0,47.0,254.0,5.0,91.0,11.0,4.0,190.0,243.41,104.54,484.47,145.31,753.79,307.91,0.0,267.92,6212.62,243.41,258.0,56.0,254.0,2.62,80.0,22.24,0.0,230.0,6585.0,258.0
050US37059,263.69,7,7.0,2.0,1.0,5.0,0.0,,6.0,0.0,,11.44,37.05,109.83,26.17,111.01,,25.39,94.72,,1.0,0.29,0.14,0.71,0.0,,0.86,0.0,,0.29,0.29,0.43,,41240,12253,28987,0.7,1,0,0.0,449.06,44.84,868.49,,1955.31,293.94,,342.36,209.31,29.89,395.47,0.0,1229.05,0.0,0.0,146.73,118.0,6.0,112.0,,35.0,5.0,,77.0,55.0,4.0,51.0,0.0,22.0,0.0,0.0,33.0,170.25,81.88,253.89,466.02,553.4,55.87,914.29,97.67,6885.59,143.77,45.0,11.0,33.0,0.96,10.0,1.0,0.96,22.0,1820.0,38.0
050US37061,814.73,11,10.0,5.0,4.0,0.0,,,1.0,0.0,,12.5,41.65,142.69,47.49,,,40.4,172.98,,0.91,0.45,0.36,0.0,,,0.09,0.0,,0.0,0.0,1.0,,58505,7919,50586,0.86,0,1,0.0,668.11,95.64,1261.71,,1477.89,247.01,2857.14,441.58,286.72,47.82,534.44,,604.1,61.75,,223.39,247.0,18.0,229.0,,137.0,20.0,4.0,85.0,106.0,9.0,97.0,,56.0,5.0,,43.0,380.85,37.74,490.33,0.0,619.88,206.61,0.0,285.9,7123.87,347.97,139.0,7.0,88.0,0.0,56.0,17.0,0.0,54.0,2600.0,127.0
050US37063,286.45,60,60.0,59.0,38.0,60.0,33.0,,60.0,42.0,11.0,3.5,8.99,24.11,10.12,29.85,,8.1,23.47,64.62,1.0,0.98,0.63,1.0,0.55,,1.0,0.7,0.18,0.97,0.03,0.0,1.0,269974,252528,15059,0.06,0,0,0.0,474.83,43.01,942.59,53.92,1012.1,303.09,,99.71,194.31,22.4,380.53,46.21,408.47,88.24,0.0,55.28,1019.0,48.0,971.0,7.0,835.0,79.0,,92.0,417.0,25.0,392.0,6.0,337.0,23.0,0.0,51.0,221.74,45.29,425.55,8.33,475.55,176.36,0.0,58.89,4787.8,212.04,480.0,51.0,442.0,1.12,391.0,47.0,0.0,55.0,10364.0,459.0
050US37065,505.43,14,13.0,8.0,1.0,11.0,0.0,,13.0,5.0,1.0,13.37,40.03,121.71,23.46,101.39,,14.62,50.0,147.12,0.93,0.57,0.07,0.79,0.0,,0.93,0.36,0.07,0.29,0.5,0.21,,56552,30930,25622,0.45,0,1,0.0,774.27,55.93,1599.02,0.0,1032.63,300.75,0.0,411.0,436.46,44.75,886.21,,566.44,,,251.64,259.0,10.0,249.0,0.0,206.0,4.0,0.0,49.0,146.0,8.0,138.0,,113.0,,,30.0,593.5,0.0,1199.92,0.0,628.64,353.61,0.0,475.34,8211.59,474.8,195.0,0.0,183.0,0.0,122.0,5.0,0.0,56.0,2698.0,156.0
050US37067,407.78,93,93.0,72.0,29.0,93.0,36.0,,93.0,54.0,,6.43,19.4,54.93,11.89,41.89,,9.2,29.31,,1.0,0.77,0.31,1.0,0.39,,1.0,0.58,,0.98,0.02,0.0,,350670,324908,25762,0.07,1,0,0.0,627.37,65.92,1245.95,88.2,1449.67,475.9,990.1,288.18,249.72,43.16,477.28,88.2,560.1,99.44,495.05,138.76,1525.0,84.0,1441.0,6.0,968.0,134.0,8.0,405.0,607.0,55.0,552.0,6.0,374.0,28.0,4.0,195.0,288.7,65.38,591.79,55.69,694.04,267.28,122.4,159.29,4946.7,294.82,708.0,84.0,691.0,4.0,468.0,78.0,1.0,224.0,12131.0,723.0
050US37069,491.8,12,12.0,2.0,1.0,7.0,0.0,,12.0,2.0,,14.67,51.03,150.19,28.75,106.81,,17.45,66.16,,1.0,0.17,0.08,0.58,0.0,,1.0,0.17,,0.08,0.58,0.33,,60619,8900,51719,0.85,0,1,0.01,292.54,19.06,560.83,,695.75,182.7,,142.39,202.89,28.58,373.88,,401.39,121.8,,131.43,124.0,4.0,120.0,,78.0,6.0,,39.0,86.0,6.0,80.0,,45.0,4.0,,36.0,407.62,37.31,395.68,0.0,829.14,518.43,0.0,179.48,2890.43,259.4,176.0,8.0,86.0,0.0,94.0,18.0,0.0,50.0,1248.0,112.0
050US37071,355.72,65,65.0,49.0,19.0,65.0,21.0,,65.0,26.0,,7.23,19.7,57.74,13.89,44.4,,12.69,38.28,,1.0,0.75,0.29,1.0,0.32,,1.0,0.4,,0.83,0.12,0.05,,206086,165595,40491,0.2,0,0,0.0,623.18,100.41,1169.02,233.83,1302.46,368.48,,498.35,301.4,74.27,538.55,194.86,574.74,130.05,,255.32,887.0,73.0,814.0,6.0,315.0,34.0,,527.0,429.0,54.0,375.0,5.0,139.0,12.0,,270.0,338.99,110.16,613.43,179.85,784.2,317.79,205.93,269.39,8741.56,295.23,488.0,81.0,432.0,4.82,197.0,31.0,1.25,285.0,12584.0,425.0
050US37073,340.61,3,1.0,3.0,0.0,0.0,0.0,,0.0,3.0,,34.69,0.0,1110.7,46.63,163.2,,40.06,21.34,,0.33,1.0,0.0,0.0,0.0,,0.0,1.0,,0.0,1.0,0.0,,12197,0,12197,1.0,0,1,0.0,229.42,0.0,460.58,0.0,166.94,0.0,0.0,271.68,107.96,0.0,216.74,,,,,125.39,17.0,0.0,17.0,0.0,4.0,0.0,0.0,13.0,8.0,0.0,8.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,
050US37075,291.96,3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,41.16,170.92,476.73,80.48,311.8,,66.76,271.3,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,1.0,,8861,0,8861,1.0,0,0,0.01,508.01,,,,,,,,254.01,,,,,,,,26.0,,,,,,,,13.0,,,,,,,,136.37,156.68,503.88,0.0,0.0,5902.78,518.13,336.85,11143.58,272.74,7.0,4.0,13.0,0.0,0.0,12.75,2.0,15.0,572.0,14.0
050US37077,531.99,13,12.0,9.0,4.0,11.0,3.0,,11.0,3.0,,11.16,30.27,84.97,20.86,69.02,,20.72,68.09,,0.92,0.69,0.31,0.85,0.23,,0.85,0.23,,0.0,0.46,0.54,1.0,57529,27112,32804,0.57,0,1,0.0,308.21,53.51,539.62,,633.46,,,151.39,203.77,37.46,354.89,,414.48,,,103.81,121.0,10.0,111.0,,81.0,,,35.0,80.0,7.0,73.0,,53.0,,,24.0,235.19,37.21,381.09,317.46,504.85,332.89,0.0,107.94,3945.07,240.24,93.0,7.0,79.0,1.0,65.0,10.0,0.0,25.0,1560.0,95.0
050US37079,266.74,4,4.0,1.0,1.0,3.0,0.0,,4.0,0.0,,14.88,51.4,152.86,30.15,117.25,,25.94,98.22,,1.0,0.25,0.25,0.75,0.0,,1.0,0.0,,0.0,0.5,0.5,,21362,0,21362,1.0,0,1,0.0,387.54,66.99,620.36,,898.31,,,,211.39,,,,,,,,55.0,4.0,51.0,,50.0,,,,30.0,,,,,,,,525.87,0.0,294.15,0.0,772.63,248.14,0.0,185.79,4434.34,0.0,74.0,0.0,24.0,0.0,42.0,5.0,0.0,12.0,624.0,0.0
050US37081,645.89,119,119.0,105.0,53.0,118.0,56.0,,118.0,76.0,,5.91,15.32,43.45,11.63,36.38,,9.7,27.57,,1.0,0.88,0.45,0.99,0.47,,0.99,0.64,,0.93,0.06,0.01,,488406,426406,62000,0.13,0,0,0.0,668.19,69.7,1329.98,91.31,1298.85,561.55,1162.15,285.53,263.59,56.73,492.32,42.97,499.14,106.77,387.38,139.98,2355.0,129.0,2226.0,17.0,1655.0,142.0,21.0,512.0,929.0,105.0,824.0,8.0,636.0,27.0,7.0,251.0,256.54,66.21,479.83,35.97,499.56,115.12,446.43,137.49,5674.99,232.5,907.0,123.0,805.0,7.02,643.0,30.0,8.0,244.0,20064.0,822.0
050US37083,723.73,12,12.0,7.0,,8.0,4.0,,1.0,,,12.24,45.7,,19.49,71.75,,46.45,,,1.0,0.58,,0.67,0.33,,0.08,,,0.0,0.5,0.5,,54691,24772,29919,0.55,0,1,0.11,576.46,48.04,1127.89,,775.5,,,356.3,220.77,42.03,407.29,,284.53,,,161.96,188.0,8.0,180.0,,139.0,,,44.0,72.0,7.0,65.0,,51.0,,,20.0,318.34,55.1,547.56,0.0,403.78,600.24,159.74,148.66,11035.86,265.29,102.0,9.0,86.0,0.0,71.0,5.0,2.0,18.0,3536.0,85.0
