HEROP_ID,TotPop,TotUnits,Ovr65P,WhiteP,BlackP,AmIndP,PacIsP,OtherP,PovP,UnempP,VacantP,TotPopHh,TotVetPop,TotWrkE,DisbP,VetP,NonRelFhhP,NonRelNfhhP,MedInc,PciE,GiniCoeff,EduP,HghRskP,HltCrP,RetailP,EssnWrkP,MobileP,LngTermP,RentalP,UnitDens
050US21007,7914,3915,21.4,93.0,4.9,0.2,0.0,0.3,16.2,5.5,22.0,7797.0,6252.0,3195,18.2,10.5,6.5,1.8,32141,26911,0.4612,6.5,27.9,17.4,11.6,53.6,17.3,30.0,50.9,15.9
050US21017,19998,9085,19.2,91.2,6.6,0.0,0.0,0.1,14.1,5.6,12.1,19760.0,15506.0,9250,17.0,6.0,4.7,4.2,32273,27676,0.4597,6.1,30.7,13.6,11.7,48.7,5.6,22.2,89.0,31.4
050US21031,12756,5976,18.1,96.6,0.5,0.1,0.0,0.5,17.7,7.4,19.3,12544.0,9850.0,5077,20.3,8.6,6.8,3.7,31385,22672,0.4446,10.2,39.6,13.3,6.1,59.0,29.0,28.0,69.0,14.0
050US21065,14187,6929,19.1,97.1,0.1,0.4,0.0,0.9,26.9,10.1,18.6,14062.0,11233.0,4806,27.7,5.2,8.6,2.4,29107,18609,0.453,10.8,34.9,12.0,13.3,60.5,20.4,31.1,69.6,27.4
050US21069,14519,6732,17.9,96.3,2.2,0.2,0.0,0.2,18.9,8.4,12.5,14487.0,10992.0,5726,24.3,8.4,4.1,2.3,32859,23512,0.4627,11.2,36.0,15.2,12.3,57.9,31.9,24.9,67.9,19.3
050US21093,109627,46970,14.1,78.4,12.0,0.2,0.0,0.7,11.6,6.7,10.5,106907.0,79654.0,47832,17.0,16.5,6.4,2.5,37514,30779,0.4559,7.9,22.1,13.2,12.0,50.0,9.8,18.5,94.0,75.3
050US21099,18833,9162,16.8,93.3,4.6,0.2,0.0,0.5,22.4,4.0,20.8,18567.0,14190.0,7607,21.4,8.3,6.7,2.9,30879,21542,0.4607,7.0,40.7,9.2,9.2,64.1,19.0,22.4,65.5,22.2
050US21131,10081,5424,17.9,97.1,0.2,0.0,0.0,0.4,31.5,5.7,23.4,9759.0,7965.0,3336,30.3,3.9,9.2,2.9,29284,18011,0.4195,12.6,24.7,17.1,9.4,66.0,33.8,37.8,40.3,13.5
050US21151,92090,36978,13.8,91.1,4.3,0.4,0.0,0.5,17.9,6.5,8.4,85648.0,72942.0,43048,17.0,7.8,5.4,5.0,30555,26528,0.4645,14.4,19.6,13.6,11.3,47.8,8.0,17.5,91.4,84.5
050US21155,19257,8336,16.8,89.9,7.3,0.2,0.0,0.2,21.3,7.9,10.8,18242.0,14610.0,7609,20.6,7.4,5.5,2.3,33620,22747,0.439,12.7,38.4,10.0,9.5,61.3,15.0,31.0,61.1,24.3
050US21179,45915,19211,15.9,92.1,5.1,0.1,0.0,0.5,7.7,3.3,6.4,45385.0,34995.0,22054,17.1,9.1,4.9,1.9,37685,30856,0.4227,7.5,33.0,13.5,10.1,55.8,6.7,23.5,51.0,46.0
050US17091,109924,45626,16.7,78.1,14.9,0.2,0.0,0.2,13.0,5.4,11.7,104421.0,84804.0,50893,13.4,7.6,6.2,3.3,37273,28445,0.4308,9.8,22.7,17.5,11.9,55.5,6.3,23.9,77.2,67.4
050US17187,16981,7683,19.1,87.8,4.0,1.0,0.0,0.2,11.5,8.5,11.6,15837.0,13268.0,7943,13.6,8.2,4.6,0.9,33831,27899,0.411,16.4,23.3,16.1,9.4,53.8,2.4,28.6,51.4,14.2
050US17197,689704,245246,13.1,72.0,11.3,0.4,0.0,0.3,6.8,4.9,5.2,680424.0,517722.0,353027,9.0,5.3,6.6,1.9,45948,37967,0.4087,8.9,19.1,13.2,11.8,45.0,1.3,21.0,47.3,293.4
050US18027,33277,12565,15.4,92.7,1.7,0.0,0.0,0.4,11.9,3.5,9.6,32691.0,23504.0,14719,14.3,7.6,5.1,2.4,32547,23600,0.4247,5.4,40.2,10.2,14.0,60.9,8.0,28.5,66.1,29.3
050US18061,40164,17173,17.7,96.3,0.5,0.1,0.0,0.5,9.0,5.0,15.4,39768.0,31153.0,17836,16.6,8.5,7.5,2.9,39072,28056,0.4059,8.9,28.3,15.3,11.1,53.6,14.5,32.4,42.4,35.5
050US01001,55639,23697,15.3,75.8,19.5,0.3,0.0,0.5,15.2,2.9,9.0,55061.0,41787.0,24580,17.7,10.9,6.2,2.2,36904,29804,0.4552,8.0,20.3,12.4,10.7,45.2,18.2,20.5,62.9,39.9
050US01005,25026,12057,19.1,46.3,47.7,0.4,0.0,0.3,28.6,6.9,22.7,22116.0,19804.0,8707,18.8,6.8,9.9,1.4,29838,20074,0.5047,8.1,36.9,10.5,10.7,58.5,30.2,31.2,88.7,13.6
050US01023,12755,7410,23.1,56.9,42.3,0.1,0.0,0.1,19.7,6.5,28.1,12584.0,10207.0,4427,25.8,8.8,11.1,0.9,33859,23292,0.4534,10.9,35.1,13.5,14.7,57.8,33.5,37.2,46.1,8.1
050US01035,12219,7203,22.7,50.5,48.1,0.2,0.0,0.2,16.6,7.9,36.3,12176.0,9672.0,3972,22.8,4.9,8.8,2.6,30000,20756,0.4392,7.9,34.9,6.5,15.0,60.2,30.3,39.0,65.5,8.5
050US01051,81526,34332,15.5,74.9,21.1,0.3,0.0,0.5,10.6,4.1,13.2,76958.0,62819.0,34936,15.6,10.7,6.7,1.0,38972,29585,0.4272,8.7,17.9,14.3,13.2,43.6,15.0,20.6,60.8,55.5
050US01055,102721,47805,19.0,79.1,16.1,0.5,0.0,0.7,16.0,5.7,18.9,101413.0,80595.0,43002,17.9,8.1,9.6,3.0,30884,25094,0.4553,7.7,25.9,16.4,12.8,57.9,10.7,25.7,68.1,89.3
050US01065,14754,7847,19.3,38.4,59.1,0.0,0.0,0.0,24.6,9.1,30.0,14555.0,11319.0,5262,24.6,7.0,12.3,1.4,30194,20652,0.4997,8.1,26.2,20.3,13.9,49.6,41.6,32.7,54.5,12.2
050US01089,367686,164100,15.0,67.3,24.6,0.6,0.0,0.7,11.4,4.5,7.6,358715.0,286103.0,182034,13.0,11.4,5.3,2.5,41628,38192,0.4632,8.1,18.5,12.4,10.9,37.7,4.1,18.8,67.1,204.7
050US01113,57938,27912,14.3,47.8,44.9,0.1,0.0,0.1,21.8,5.6,15.1,57354.0,42683.0,23074,20.2,14.8,7.1,2.6,30629,24300,0.4796,6.3,21.5,14.0,15.0,50.4,14.2,20.4,95.1,43.5
050US01117,216350,88090,15.4,79.8,12.1,0.4,0.0,0.3,6.9,3.8,8.3,213296.0,165293.0,107936,12.0,7.6,5.4,2.2,46261,39711,0.4424,9.6,17.8,12.3,10.7,36.0,7.6,17.6,46.7,112.2
050US02016,5708,2013,7.5,26.5,2.9,10.8,2.4,2.6,7.6,4.0,35.1,4484.0,4640.0,3805,7.9,6.9,14.1,12.0,49739,44164,0.329,3.4,40.8,3.8,9.0,68.3,1.1,12.0,255.8,0.5
050US02130,13833,6427,15.4,65.0,0.7,14.7,0.0,5.3,8.8,5.6,17.6,13560.0,10643.0,7064,14.8,10.0,6.6,4.5,44506,38343,0.4275,7.0,17.0,15.6,12.7,51.2,4.0,20.3,84.9,1.3
050US02180,10009,4092,7.8,14.9,0.7,76.5,0.0,3.2,22.4,18.1,32.1,9361.0,6494.0,3667,9.0,6.0,15.2,4.3,43012,24613,0.4322,19.1,9.4,19.9,8.3,44.8,1.0,35.1,101.5,0.2
050US02282,597,417,14.1,38.5,5.7,28.8,0.0,7.4,6.7,8.3,47.0,530.0,461.0,300,7.7,8.5,3.4,7.2,33750,32861,0.3059,15.3,22.7,1.3,9.0,49.0,4.8,28.5,90.5,0.1
050US05011,10805,5818,18.4,66.8,27.5,3.3,0.0,0.0,15.7,5.7,27.2,10610.0,8189.0,4150,20.9,9.0,11.4,2.1,38202,22912,0.4456,9.8,38.6,14.1,6.0,64.2,16.7,22.1,79.0,9.0
050US05015,28062,13764,23.0,89.3,0.9,1.2,0.0,1.2,15.2,4.5,19.5,27783.0,21917.0,11759,14.4,11.7,6.0,2.6,30407,26445,0.4738,9.1,38.4,8.0,10.8,53.4,14.5,21.4,62.8,21.9
050US05019,22341,10559,16.5,70.0,24.2,0.2,0.0,0.7,20.9,3.6,21.1,19909.0,18096.0,10240,22.7,6.2,6.1,4.7,25755,21708,0.4613,15.2,21.5,12.9,13.7,49.4,18.0,20.1,88.2,12.2
050US05025,8063,4123,20.6,84.4,13.5,0.3,0.0,0.4,14.7,3.1,23.1,7979.0,6231.0,3138,19.9,7.0,7.0,1.2,40120,23998,0.4314,9.9,31.6,15.6,11.3,50.0,30.1,33.0,49.4,6.9
050US05063,37585,16600,17.3,89.8,1.9,0.3,0.0,1.6,15.2,4.3,13.7,36499.0,28533.0,16206,18.9,8.8,8.2,2.8,30680,25046,0.4541,12.6,30.2,15.5,9.5,53.9,21.0,20.2,67.5,21.7
050US05067,16908,7606,17.9,76.9,11.5,0.1,0.0,7.1,22.8,10.6,17.9,14285.0,13536.0,5625,23.1,6.3,7.9,1.8,29950,19901,0.4585,8.8,31.2,12.9,14.4,61.3,12.3,26.9,65.8,12.0
050US05121,17934,8629,19.9,93.4,0.9,0.3,0.0,1.2,18.9,4.3,15.5,17589.0,13704.0,6993,22.8,6.7,8.1,2.3,30923,23534,0.4414,7.2,37.7,18.8,10.6,64.8,14.5,23.6,66.4,13.2
050US06001,1661584,605767,13.9,38.0,10.3,0.7,0.2,0.4,9.3,4.7,5.4,1629706.0,1318467.0,867923,9.2,3.6,10.0,6.0,56215,49883,0.4621,9.3,16.3,12.3,8.9,34.6,1.2,20.7,124.1,821.4
050US06003,1159,1794,29.1,57.2,0.9,31.1,0.0,3.2,12.0,10.0,77.9,1124.0,907.0,406,15.7,8.4,12.9,2.0,35568,37690,0.447,12.6,22.2,9.6,7.1,39.2,1.2,40.5,67.0,2.4
050US06005,39023,18246,27.0,84.7,2.4,0.7,0.0,2.7,8.1,5.6,18.6,35445.0,33029.0,14280,17.9,10.8,9.1,1.8,41005,33897,0.4564,5.6,20.8,12.3,9.7,49.5,7.4,21.4,53.1,30.7
050US06013,1147788,415067,15.8,53.0,8.6,0.5,0.1,0.6,8.2,5.5,4.0,1137960.0,887094.0,563813,11.2,5.1,8.5,3.9,53292,50118,0.4658,9.0,15.3,13.8,10.0,37.5,1.6,21.0,93.8,579.0
050US06019,990204,333357,12.2,60.3,4.7,1.2,0.0,0.8,20.8,8.9,7.0,973349.0,707748.0,408625,13.0,5.1,10.6,3.5,32931,25757,0.4776,9.9,22.3,14.8,10.6,52.9,3.7,17.2,144.3,55.9
050US06023,136101,63003,17.8,78.7,1.1,4.5,0.0,3.2,19.7,9.0,14.1,132047.0,110113.0,61137,16.8,7.7,4.7,8.8,30436,29584,0.4862,8.9,17.2,14.5,13.2,47.2,8.6,22.0,102.1,17.7
050US06033,64276,34477,22.8,75.8,2.5,4.0,0.0,1.8,17.5,10.5,26.0,63292.0,50726.0,23924,20.2,9.7,7.5,4.5,31296,29714,0.4946,7.5,23.0,17.7,12.6,56.2,22.4,19.4,84.8,27.4
050US06037,10040682,3559790,13.6,47.8,8.1,0.8,0.1,0.4,14.2,6.5,6.4,9858119.0,7856756.0,4908826,10.1,3.2,12.5,4.7,37472,35685,0.4987,8.4,16.0,12.8,10.0,43.0,1.6,24.6,150.4,876.9
050US06047,273661,86691,11.2,51.0,3.0,1.1,0.0,0.6,18.8,10.7,6.2,267611.0,192634.0,107059,13.1,4.5,11.5,3.5,31842,23677,0.4608,10.6,30.8,11.2,11.4,60.8,6.6,15.3,160.9,44.7
050US06057,99417,53905,27.4,92.1,0.4,0.5,0.0,1.8,9.5,4.0,24.1,98162.0,82278.0,44843,13.9,9.8,6.0,4.5,38867,41079,0.4698,7.3,17.2,15.8,11.7,41.6,6.1,23.9,58.1,56.3
050US06081,765623,278756,16.2,48.3,2.4,0.5,0.2,0.4,6.2,4.0,5.5,755671.0,608346.0,413687,8.2,3.8,9.5,5.6,61608,64450,0.4855,7.9,13.9,12.5,8.9,33.9,1.1,26.6,110.1,621.4
050US06085,1924379,668896,13.5,41.6,2.5,0.5,0.1,0.5,7.2,4.2,5.0,1888167.0,1501438.0,1003304,8.1,3.2,10.0,5.7,63194,59297,0.4652,8.4,22.0,10.8,8.3,31.0,2.9,21.5,124.6,518.1
050US06115,77524,28632,12.4,73.5,3.4,1.3,0.1,2.9,15.1,7.1,7.7,76053.0,54209.0,29508,15.3,10.7,7.3,3.7,37315,25774,0.4228,7.9,22.3,13.9,11.3,53.1,9.3,14.0,105.0,45.3
050US08013,324682,135409,14.4,87.2,0.9,0.5,0.0,0.6,11.2,4.5,5.9,312880.0,262730.0,175556,8.1,5.2,3.8,8.9,44981,48776,0.4841,13.4,16.4,11.1,9.1,31.4,2.4,17.4,85.7,186.4
050US08029,30758,14860,25.9,93.4,1.2,0.8,0.0,0.9,18.1,6.9,17.4,29384.0,24748.0,11242,18.5,12.4,7.9,3.5,35202,26642,0.4511,7.5,30.2,15.8,10.7,54.0,16.0,19.5,63.3,13.0
050US08049,15536,16934,17.4,92.8,0.8,0.9,0.0,0.4,9.1,5.0,62.7,15239.0,12849.0,8669,5.7,9.2,4.4,8.1,40361,39547,0.4202,6.6,24.9,7.0,9.2,47.3,5.7,18.9,74.7,9.2
050US08077,152962,64244,19.2,92.0,0.7,0.9,0.0,0.8,13.0,6.9,7.0,149702.0,119975.0,71273,15.1,9.6,6.0,6.6,35455,29783,0.4339,8.8,21.0,15.6,12.6,48.7,9.3,14.2,76.2,19.3
050US08083,26266,12220,22.4,80.8,1.1,11.9,0.0,1.9,12.4,4.4,13.9,25981.0,20576.0,11492,17.3,10.1,5.5,3.6,29425,26564,0.4192,9.5,22.7,16.2,11.7,51.6,17.3,23.7,66.9,6.0
050US08091,4890,3227,28.1,94.9,1.6,0.4,0.0,0.2,6.7,4.2,30.0,4890.0,4171.0,2334,11.3,13.1,4.0,3.3,39505,41481,0.4554,7.2,17.4,8.7,9.4,36.2,6.4,18.9,61.3,6.0
050US09009,855733,367990,17.4,71.6,13.6,0.2,0.0,0.3,11.2,6.4,9.6,827139.0,682476.0,429416,11.5,5.4,6.4,2.9,45694,39134,0.4718,13.0,17.9,18.0,10.8,43.0,0.5,26.3,84.1,609.0
050US11001,701974,319192,12.2,41.1,45.4,0.3,0.0,0.2,15.5,7.1,9.7,662982.0,572928.0,382108,11.4,4.5,8.4,9.5,66267,58659,0.5212,9.4,4.5,8.8,4.6,23.4,0.1,18.8,125.8,5224.1
050US12009,594001,280648,23.7,80.9,9.9,0.3,0.0,0.5,11.2,5.1,15.9,587903.0,483704.0,260668,16.2,13.8,7.3,3.6,35519,33662,0.4534,7.3,19.2,13.6,12.4,43.0,7.7,19.9,59.9,276.5
050US12023,70898,29155,18.8,75.6,18.2,0.2,0.0,0.9,14.1,8.8,13.5,66056.0,55501.0,26763,21.3,12.2,9.4,3.8,32497,24569,0.4754,6.0,18.3,17.4,12.9,56.9,37.7,20.7,72.8,36.6
050US12039,45787,20727,17.9,39.2,55.6,0.3,0.0,0.3,21.3,4.8,16.5,42020.0,35789.0,17332,19.2,7.9,8.3,2.3,31343,21087,0.4434,9.1,17.9,14.5,10.6,51.4,28.1,31.4,64.6,40.1
050US12055,104574,55919,35.7,79.3,9.5,0.1,0.0,0.7,16.0,8.4,23.6,102723.0,86894.0,34339,21.2,11.5,8.4,3.4,30159,27979,0.4972,6.9,17.6,17.7,16.3,54.4,23.6,17.6,64.6,54.9
050US12065,14278,6804,23.1,63.5,33.5,0.2,0.0,0.6,17.0,5.8,17.1,12459.0,11961.0,5458,17.9,10.4,7.9,1.7,36549,25795,0.4646,8.8,15.6,11.8,12.3,44.2,40.3,33.4,56.3,11.4
050US12073,291863,131341,13.4,60.2,31.2,0.1,0.0,0.4,19.6,6.3,11.3,277056.0,237102.0,148372,11.7,6.4,5.2,9.2,32626,31778,0.4942,14.9,7.9,12.3,10.9,36.1,8.1,17.2,106.2,196.5
050US12095,1373784,545974,11.9,59.9,21.0,0.2,0.0,0.3,14.2,5.5,14.3,1342599.0,1068513.0,697785,11.2,5.6,10.1,5.9,33584,31409,0.4776,7.4,12.3,11.8,11.4,41.9,3.6,13.4,121.4,605.3
050US12107,73784,37497,22.9,78.4,16.3,0.4,0.0,0.6,22.4,8.5,20.5,72440.0,58024.0,26512,17.4,12.0,8.9,3.7,30014,22257,0.4619,8.9,29.2,14.0,11.7,58.5,41.7,22.7,70.4,51.5
050US12123,21709,11134,20.0,73.8,21.9,0.3,0.0,0.1,20.8,7.3,35.6,17984.0,17513.0,6218,22.9,8.8,7.2,2.2,34153,19492,0.4607,10.1,27.3,8.5,12.4,50.1,36.2,31.9,61.5,10.7
050US12127,546107,262438,24.5,79.3,10.9,0.3,0.0,0.4,13.2,4.7,16.0,535722.0,449437.0,234106,17.6,11.0,7.4,4.2,32822,29859,0.455,8.3,15.7,13.7,13.8,46.2,8.7,19.3,71.6,238.3
050US12131,71049,53637,19.7,86.2,4.6,0.6,0.0,1.1,11.6,5.0,46.6,69322.0,56226.0,31844,16.9,11.9,4.7,2.4,36146,35996,0.4561,5.5,17.6,8.5,9.4,42.8,13.6,15.1,61.3,51.7
050US12133,25094,10957,17.6,79.5,15.0,1.3,0.0,0.6,23.8,6.4,17.5,22291.0,20218.0,8867,20.3,8.4,5.7,5.0,31496,19375,0.4215,7.2,21.5,10.4,13.1,59.0,38.5,28.6,56.0,18.7
050US13009,45072,20638,15.9,53.5,42.0,0.1,0.0,0.3,23.7,7.4,19.1,40300.0,36605.0,18449,16.5,5.6,7.5,5.1,30584,26934,0.5317,17.9,19.0,13.8,11.8,51.6,17.8,25.3,100.4,79.8
050US13027,15548,7817,19.1,58.2,36.0,0.0,0.0,0.8,22.9,6.8,18.2,15410.0,12113.0,6331,14.7,8.1,6.2,1.2,30963,26115,0.5617,6.8,26.1,11.4,11.0,53.1,30.3,34.5,74.3,15.8
050US13103,62241,23462,11.7,80.2,13.6,0.2,0.0,0.6,7.4,5.9,7.0,61913.0,45470.0,29166,10.7,10.8,6.7,2.8,41778,32608,0.4332,7.6,29.6,10.9,8.9,51.4,19.3,16.3,60.0,49.0
050US13121,1051550,479696,11.7,43.4,43.6,0.4,0.0,0.2,13.4,5.8,10.9,1016469.0,821341.0,545793,10.0,5.2,7.5,4.6,49221,49369,0.5395,8.8,10.3,10.0,9.3,29.8,0.7,14.8,103.5,910.8
050US13141,8500,5418,22.9,24.6,72.2,0.0,0.0,0.0,24.6,2.5,43.3,6099.0,7575.0,2350,16.1,6.5,10.2,1.2,28020,17802,0.5158,14.7,21.3,19.2,10.1,55.5,39.7,38.7,55.8,11.5
050US13149,11785,5231,16.7,86.7,8.5,0.0,0.0,1.5,19.7,7.4,11.1,11639.0,9100.0,4872,25.5,9.2,9.6,2.3,34063,23498,0.4199,9.6,33.5,8.9,11.7,62.0,32.7,29.4,76.7,17.7
050US13179,62039,28566,9.1,43.7,40.7,0.5,0.1,0.4,14.6,9.3,15.8,59931.0,38509.0,22707,14.4,23.8,5.7,1.4,32910,24121,0.3991,8.8,15.3,12.2,13.6,55.1,15.5,14.5,135.9,55.3
050US13183,19236,7040,8.9,61.1,25.1,0.2,0.0,0.7,20.8,12.4,14.7,19091.0,13120.0,6780,19.6,16.4,8.7,7.5,32110,22553,0.4206,7.7,20.1,10.1,14.3,61.5,42.9,10.6,114.1,17.6
050US13189,21404,9371,17.7,53.6,39.9,0.0,1.1,0.4,19.0,6.3,12.1,21108.0,15999.0,8752,13.0,8.8,9.6,2.2,30491,23355,0.428,10.1,30.9,11.8,12.5,58.3,25.0,33.0,81.5,36.4
050US13209,9069,4000,16.8,67.3,26.2,0.0,0.0,0.1,16.5,7.8,23.5,8262.0,7220.0,3400,15.0,7.5,10.0,1.7,32548,23744,0.4951,16.1,26.7,13.4,11.6,59.8,39.2,30.8,72.0,16.6
050US13229,19336,8238,17.1,85.7,10.1,0.3,0.0,0.0,18.5,5.0,12.9,19160.0,14487.0,7958,12.3,6.9,8.6,2.6,27455,23832,0.478,6.4,35.3,14.5,8.3,62.8,31.2,25.3,66.0,24.2
050US13267,25392,10043,13.6,58.0,29.1,0.4,0.0,0.2,21.7,5.7,16.9,19188.0,20135.0,8313,17.6,9.0,7.4,0.7,30213,19245,0.4526,9.0,31.8,10.4,7.8,54.7,35.4,23.6,67.1,20.9
050US13271,15871,7286,18.2,52.5,39.3,0.1,0.0,0.1,27.4,1.5,38.5,12693.0,13265.0,4797,15.2,6.4,9.1,3.4,33215,17518,0.5133,11.2,30.7,18.2,6.7,67.3,25.4,46.6,77.6,16.7
050US13291,23999,14841,33.1,96.0,0.8,0.3,0.0,0.7,15.8,4.8,31.1,23391.0,20162.0,8612,19.3,12.2,5.3,3.6,32727,30885,0.4923,7.8,26.9,15.2,13.1,51.4,14.5,19.7,49.5,46.1
050US13305,29959,12313,15.8,74.5,20.6,0.1,0.0,0.3,16.4,5.4,14.9,27897.0,22592.0,11277,14.3,7.8,9.3,1.8,31127,21763,0.4556,10.4,29.6,12.1,11.9,61.6,30.8,22.0,102.0,19.2
050US13319,8945,4483,19.3,59.1,39.0,0.1,0.0,0.2,24.7,7.5,26.4,8841.0,6915.0,3243,14.2,6.1,9.7,3.7,34303,22987,0.5007,7.3,29.9,16.3,10.6,64.3,30.2,38.8,67.5,10.0
050US15007,71949,31261,20.0,31.8,0.5,0.5,0.1,0.8,7.9,3.5,25.4,71110.0,56158.0,36395,9.7,7.0,14.3,5.5,39146,34324,0.4304,7.2,13.3,10.1,10.3,50.9,0.4,35.5,104.7,50.4
050US16015,7625,5617,25.8,93.7,0.3,0.5,0.0,2.1,12.9,1.9,40.3,7560.0,6413.0,3370,15.2,13.6,4.7,1.2,35282,33384,0.4239,9.6,21.4,14.5,13.9,46.1,15.3,24.4,36.7,3.0
050US16023,2603,1292,22.1,99.5,0.1,0.0,0.0,0.0,21.4,3.5,25.2,2557.0,2044.0,1019,16.7,10.8,8.8,2.9,27404,31659,0.5429,10.3,23.2,7.5,9.4,50.3,12.2,24.6,56.3,0.6
050US16025,1069,852,17.1,97.2,0.0,0.0,0.0,0.3,12.3,2.4,54.1,1069.0,828.0,489,20.1,10.6,10.0,0.0,31840,31291,0.498,6.3,31.9,5.1,7.8,49.5,8.9,18.1,93.4,0.8
050US16027,223890,78323,13.8,80.6,0.4,1.0,0.0,1.0,12.5,4.8,3.6,220531.0,160347.0,100721,14.5,9.3,7.5,3.3,31603,23919,0.3989,7.0,27.3,11.9,11.5,53.2,7.0,12.1,80.0,133.4
050US16037,4193,3252,33.2,86.5,0.1,0.5,0.0,7.6,16.9,4.0,41.9,4084.0,3433.0,1610,27.0,11.6,1.5,0.9,21788,24082,0.4172,6.1,38.4,8.6,8.3,51.9,17.5,28.6,43.1,0.7
050US16039,27043,12532,13.1,83.0,2.7,2.2,0.1,0.5,14.3,6.5,13.1,26279.0,17442.0,9612,16.7,22.1,5.2,3.2,31074,23772,0.4099,7.3,29.7,8.7,12.3,55.2,10.2,13.1,95.0,4.1
050US16043,13111,9089,17.4,94.1,0.2,0.2,0.6,0.7,13.5,6.4,50.9,12543.0,9764.0,5318,16.2,6.9,5.9,1.6,31123,23970,0.4074,10.1,28.0,11.8,12.7,57.5,11.7,27.3,55.3,4.9
050US16061,3850,1955,26.0,83.6,0.5,7.2,0.0,1.4,15.4,5.1,15.7,3822.0,2988.0,1379,26.9,11.7,4.1,3.3,31706,24994,0.4568,10.6,31.0,14.6,6.4,54.3,14.8,31.2,56.0,4.1
050US16063,5342,2015,13.3,88.6,0.0,0.6,0.0,1.3,12.5,3.5,10.5,5297.0,3768.0,2632,14.1,9.4,5.1,3.0,32939,22250,0.3902,6.8,40.5,10.2,8.5,59.1,25.5,20.1,91.4,1.7
050US16085,11085,12541,27.8,98.1,0.1,0.4,0.0,0.3,8.1,0.7,68.7,10893.0,9208.0,4772,13.4,11.2,9.7,6.3,27219,31192,0.4443,5.1,18.3,11.1,14.3,39.6,8.7,22.6,58.4,3.4
050US19175,12303,5937,20.3,95.7,0.2,0.0,0.0,0.3,11.9,4.8,12.4,12025.0,9544.0,5846,15.0,9.2,2.5,2.8,33966,27212,0.4222,8.8,33.0,13.8,10.6,54.8,4.2,27.2,55.3,14.0
050US20053,6176,3232,20.6,90.9,2.9,1.1,0.0,0.4,8.6,1.7,26.1,5293.0,5016.0,2695,16.1,8.6,1.9,2.5,37213,27402,0.382,8.6,33.5,17.7,6.2,50.9,9.9,24.8,37.9,4.5
050US20095,7173,3842,21.8,96.3,0.6,0.1,0.0,1.3,6.5,3.9,15.3,7041.0,5572.0,3566,13.8,8.5,1.9,0.5,32325,35664,0.445,7.9,39.0,12.3,8.4,55.5,9.6,28.8,58.2,4.4
050US20135,2838,1687,24.2,92.2,0.4,0.1,0.0,1.0,11.3,1.3,25.3,2796.0,2216.0,1426,14.3,7.3,0.9,0.4,38071,31999,0.4226,11.8,36.9,14.6,5.4,53.2,4.0,33.3,34.7,1.6
050US20199,1583,795,23.3,92.7,0.3,0.4,0.0,1.1,12.5,0.4,18.1,1555.0,1185.0,719,22.3,12.5,4.1,1.1,31098,25262,0.3765,16.1,35.5,10.8,5.1,39.6,7.9,30.9,57.9,0.9
050US48011,1950,913,20.9,91.6,0.7,0.8,0.0,0.4,7.3,0.5,21.1,1892.0,1489.0,916,9.2,11.7,1.9,2.4,44194,32740,0.358,8.4,34.8,16.9,7.4,57.1,12.0,27.7,51.4,1.0
050US48025,32609,10723,12.3,80.2,7.3,0.6,0.0,1.8,19.4,8.3,20.7,24737.0,25672.0,10227,16.4,8.2,8.0,2.2,32692,18568,0.4743,10.1,18.3,12.2,11.0,61.8,13.2,26.3,95.7,12.2
050US48035,18428,9776,25.0,90.6,1.7,0.3,0.0,0.7,14.5,4.3,25.8,18089.0,14536.0,7777,19.1,8.3,7.1,1.3,34473,28417,0.4143,7.7,28.0,13.0,12.9,52.1,16.3,20.3,55.1,9.9
050US48053,47548,23337,22.7,88.7,1.4,0.4,0.0,0.9,7.5,3.2,25.5,46885.0,37539.0,21697,17.7,11.3,8.3,1.7,31697,31664,0.43,8.5,25.5,10.2,14.2,49.4,15.9,17.8,59.4,23.5
050US48055,42817,15269,14.0,78.4,5.3,0.6,0.0,0.2,15.8,2.5,9.8,38874.0,32611.0,19173,15.0,7.0,10.6,2.9,32454,25760,0.4445,8.7,28.4,9.5,11.6,52.1,26.6,20.6,83.2,28.0
050US48083,8281,5547,24.6,85.3,2.0,1.2,0.0,0.4,14.7,5.8,37.0,8225.0,6485.0,3547,18.1,9.7,4.1,4.5,33419,29003,0.479,9.2,22.2,13.8,12.8,56.3,15.8,23.6,64.3,4.4
050US29057,7571,3955,24.0,94.9,0.4,0.7,0.1,1.4,19.1,8.8,23.4,7392.0,6017.0,3118,15.4,10.2,6.4,1.7,29485,25237,0.4564,5.4,38.8,15.1,8.7,65.0,17.4,25.4,60.4,8.1
050US29143,17275,8609,18.9,81.0,15.8,0.2,0.0,0.5,20.7,6.6,15.4,16931.0,13248.0,6839,20.9,9.5,7.0,2.0,31948,22513,0.448,8.2,28.5,20.0,13.0,61.5,12.7,25.5,89.5,12.8
050US29157,19227,8815,18.5,96.0,0.4,0.3,0.0,0.5,9.1,4.4,14.0,18875.0,14620.0,9246,13.7,8.9,3.0,2.8,32783,27294,0.3997,9.0,37.8,13.6,9.8,54.8,9.0,25.9,54.7,18.6
050US29189,996179,441593,18.1,66.5,24.2,0.2,0.0,0.3,9.3,4.5,7.2,977799.0,775911.0,499911,11.7,7.1,5.0,2.4,43135,42682,0.4921,10.2,15.5,15.7,10.4,37.4,0.3,25.0,68.0,869.4
