HEROP_ID,DsmBlk,IntrBlkWht,IsoBlk,DsmHsp,IntrHspWht,IsoHsp,DsmAs,IntrAsWht,IsoAs
050US05023,0.65,0.94,0.02,0.29,0.93,0.04,0.64,0.94,0.02
050US05025,0.2,0.83,0.13,0.43,0.88,0.03,0.45,0.81,0.0
050US05027,0.27,0.51,0.43,0.28,0.55,0.04,0.71,0.56,0.04
050US05029,0.4,0.75,0.17,0.41,0.75,0.06,0.79,0.77,0.0
050US05031,0.43,0.64,0.23,0.39,0.67,0.08,0.6,0.66,0.05
050US05033,0.45,0.77,0.03,0.39,0.73,0.16,0.64,0.76,0.06
050US05035,0.5,0.29,0.63,0.45,0.42,0.05,0.63,0.44,0.02
050US05037,0.51,0.58,0.35,0.5,0.6,0.04,0.96,0.46,0.01
050US05039,0.24,0.49,0.46,0.52,0.51,0.08,0.34,0.45,0.0
050US05041,0.3,0.39,0.54,0.38,0.45,0.09,0.62,0.48,0.01
050US05043,0.19,0.62,0.34,0.18,0.7,0.04,0.65,0.76,0.01
050US05045,0.35,0.73,0.17,0.32,0.74,0.06,0.5,0.75,0.03
050US05047,0.18,0.92,0.01,0.16,0.91,0.03,0.76,0.88,0.03
050US05049,0.46,0.95,0.01,0.46,0.95,0.03,0.54,0.95,0.0
050US05051,0.48,0.69,0.19,0.4,0.75,0.09,0.61,0.78,0.02
050US05053,0.22,0.92,0.04,0.49,0.89,0.06,0.7,0.92,0.0
050US05055,0.47,0.91,0.03,0.27,0.92,0.04,0.73,0.87,0.02
050US05057,0.42,0.45,0.38,0.49,0.42,0.19,0.44,0.66,0.0
050US05059,0.49,0.67,0.26,0.29,0.78,0.05,0.3,0.85,0.01
050US05061,0.37,0.55,0.28,0.27,0.6,0.14,0.42,0.52,0.0
050US05063,0.41,0.84,0.03,0.56,0.79,0.15,0.45,0.81,0.01
050US05065,0.72,0.86,0.07,0.49,0.88,0.05,0.82,0.96,0.01
050US05067,0.33,0.73,0.17,0.23,0.77,0.04,0.86,0.65,0.0
050US05069,0.58,0.23,0.74,0.47,0.49,0.05,0.65,0.48,0.05
050US05071,0.62,0.61,0.04,0.44,0.68,0.23,0.43,0.72,0.03
050US05073,0.13,0.58,0.37,0.17,0.57,0.03,0.21,0.57,0.01
050US05075,0.57,0.95,0.03,0.12,0.96,0.02,0.37,0.96,0.0
050US05077,0.26,0.38,0.6,0.42,0.47,0.04,0.86,0.42,0.01
050US05079,0.48,0.5,0.45,0.23,0.62,0.04,0.0,0.0,0.0
050US05081,0.27,0.68,0.28,0.37,0.72,0.01,0.82,0.63,0.02
050US05083,0.48,0.86,0.03,0.36,0.89,0.05,0.65,0.82,0.07
050US05085,0.57,0.76,0.19,0.27,0.86,0.06,0.56,0.87,0.02
050US05087,0.55,0.83,0.0,0.43,0.84,0.11,0.75,0.9,0.04
050US05089,0.68,0.91,0.03,0.23,0.94,0.03,0.39,0.94,0.01
050US05091,0.5,0.51,0.42,0.53,0.59,0.06,0.56,0.8,0.01
050US05093,0.54,0.37,0.57,0.3,0.61,0.06,0.62,0.63,0.02
050US05095,0.15,0.53,0.41,0.33,0.51,0.04,0.61,0.46,0.01
050US05097,0.62,0.93,0.01,0.3,0.89,0.06,0.39,0.92,0.02
050US05099,0.13,0.62,0.36,0.53,0.58,0.01,0.15,0.62,0.0
050US05101,0.47,0.97,0.0,0.42,0.92,0.02,0.36,0.92,0.0
050US05103,0.28,0.5,0.45,0.42,0.45,0.04,0.41,0.66,0.0
050US05105,0.22,0.92,0.02,0.04,0.92,0.03,0.0,0.0,0.0
050US05107,0.34,0.3,0.67,0.28,0.48,0.04,0.96,0.17,0.01
050US05109,0.36,0.87,0.05,0.35,0.85,0.1,0.46,0.84,0.01
050US05111,0.47,0.79,0.11,0.26,0.84,0.04,0.73,0.73,0.0
050US05113,0.37,0.81,0.01,0.44,0.78,0.16,0.7,0.9,0.04
050US05115,0.5,0.75,0.06,0.51,0.72,0.19,0.53,0.83,0.03
050US05117,0.13,0.84,0.14,0.22,0.84,0.01,0.72,0.83,0.01
050US05119,0.51,0.36,0.54,0.48,0.41,0.13,0.44,0.64,0.06
050US05121,0.33,0.93,0.02,0.18,0.95,0.02,0.0,0.0,0.0
050US05123,0.4,0.31,0.64,0.37,0.43,0.04,0.59,0.38,0.02
050US05125,0.45,0.77,0.13,0.43,0.77,0.1,0.48,0.78,0.03
050US05127,0.27,0.84,0.0,0.18,0.85,0.09,0.37,0.87,0.02
050US05129,0.51,0.94,0.01,0.25,0.93,0.03,0.55,0.94,0.03
050US05131,0.53,0.5,0.15,0.58,0.47,0.31,0.42,0.6,0.07
050US05133,0.26,0.56,0.06,0.5,0.42,0.49,0.81,0.3,0.01
050US05135,0.45,0.92,0.01,0.2,0.93,0.03,0.63,0.92,0.01
050US05137,0.42,0.95,0.0,0.23,0.94,0.03,0.71,0.93,0.0
050US05139,0.4,0.47,0.46,0.52,0.5,0.07,0.57,0.59,0.02
050US05141,0.49,0.94,0.01,0.23,0.93,0.04,0.56,0.95,0.0
050US05143,0.41,0.71,0.07,0.52,0.52,0.34,0.36,0.71,0.04
050US05145,0.43,0.84,0.07,0.35,0.84,0.07,0.6,0.84,0.02
050US05147,0.29,0.65,0.33,0.68,0.56,0.0,0.32,0.78,0.02
050US05149,0.49,0.64,0.05,0.37,0.67,0.28,0.55,0.79,0.02
050US06001,0.53,0.24,0.22,0.49,0.23,0.35,0.43,0.27,0.43
050US06003,0.0,0.59,0.01,0.0,0.59,0.09,0.0,0.59,0.01
050US06005,0.81,0.53,0.12,0.28,0.72,0.18,0.45,0.76,0.02
050US06007,0.51,0.66,0.04,0.27,0.67,0.21,0.47,0.64,0.11
050US06009,0.44,0.8,0.01,0.15,0.8,0.13,0.23,0.8,0.02
050US06011,0.28,0.4,0.02,0.23,0.33,0.61,0.45,0.3,0.02
050US06013,0.6,0.28,0.17,0.49,0.32,0.39,0.4,0.4,0.26
050US06015,0.42,0.56,0.05,0.28,0.58,0.24,0.17,0.64,0.04
050US06017,0.45,0.72,0.02,0.25,0.73,0.18,0.44,0.71,0.1
050US06019,0.53,0.25,0.1,0.46,0.22,0.63,0.4,0.3,0.16
050US06021,0.52,0.61,0.02,0.26,0.47,0.48,0.45,0.52,0.06
050US06023,0.51,0.71,0.03,0.23,0.73,0.14,0.46,0.72,0.07
050US06025,0.55,0.12,0.09,0.4,0.1,0.86,0.45,0.13,0.04
050US06027,0.48,0.65,0.02,0.2,0.61,0.24,0.42,0.56,0.03
050US06029,0.54,0.29,0.12,0.52,0.23,0.66,0.46,0.35,0.11
050US06031,0.39,0.32,0.11,0.36,0.27,0.61,0.28,0.4,0.06
050US06033,0.46,0.66,0.05,0.22,0.67,0.24,0.5,0.72,0.03
050US06035,0.71,0.37,0.21,0.53,0.46,0.31,0.38,0.54,0.02
050US06037,0.66,0.17,0.26,0.62,0.15,0.65,0.5,0.26,0.32
050US06039,0.6,0.24,0.07,0.46,0.24,0.69,0.36,0.42,0.04
050US06041,0.53,0.54,0.1,0.47,0.5,0.36,0.26,0.69,0.07
050US06043,0.68,0.74,0.03,0.22,0.78,0.13,0.53,0.75,0.04
050US06045,0.38,0.61,0.01,0.31,0.6,0.32,0.27,0.67,0.03
050US06047,0.44,0.28,0.06,0.33,0.25,0.63,0.43,0.26,0.14
050US06049,0.36,0.82,0.03,0.21,0.76,0.16,0.6,0.71,0.04
050US06051,0.31,0.67,0.0,0.27,0.61,0.31,0.34,0.6,0.03
050US06053,0.56,0.32,0.1,0.6,0.17,0.74,0.41,0.35,0.1
050US06055,0.61,0.41,0.07,0.29,0.48,0.41,0.61,0.35,0.26
050US06057,0.55,0.84,0.02,0.3,0.78,0.17,0.37,0.85,0.02
050US06059,0.47,0.39,0.04,0.52,0.28,0.52,0.44,0.35,0.33
050US06061,0.32,0.71,0.02,0.25,0.69,0.18,0.36,0.68,0.12
050US06063,0.63,0.81,0.03,0.09,0.83,0.09,0.27,0.83,0.02
050US06065,0.44,0.3,0.11,0.39,0.28,0.58,0.38,0.37,0.12
050US06067,0.48,0.34,0.15,0.36,0.39,0.29,0.49,0.34,0.24
050US06069,0.45,0.34,0.02,0.3,0.31,0.64,0.31,0.38,0.04
050US06071,0.47,0.24,0.13,0.43,0.22,0.61,0.46,0.29,0.16
050US06073,0.52,0.35,0.11,0.48,0.33,0.49,0.49,0.38,0.24
050US06075,0.52,0.3,0.15,0.43,0.34,0.24,0.41,0.32,0.44
050US06077,0.48,0.25,0.12,0.32,0.29,0.47,0.47,0.26,0.24
050US06079,0.54,0.51,0.19,0.27,0.63,0.29,0.37,0.66,0.07
050US06081,0.57,0.26,0.06,0.5,0.29,0.39,0.44,0.32,0.4
050US06083,0.47,0.43,0.04,0.47,0.32,0.59,0.38,0.45,0.11
050US06085,0.44,0.3,0.04,0.48,0.24,0.41,0.43,0.26,0.47
050US06087,0.42,0.62,0.02,0.53,0.36,0.57,0.39,0.55,0.11
050US06089,0.48,0.77,0.03,0.2,0.77,0.12,0.47,0.74,0.08
050US06091,0.0,0.88,0.0,0.0,0.88,0.11,0.0,0.0,0.0
050US06093,0.48,0.72,0.03,0.27,0.69,0.21,0.4,0.78,0.03
050US06095,0.45,0.3,0.2,0.32,0.34,0.32,0.4,0.33,0.23
050US06097,0.43,0.58,0.03,0.35,0.54,0.36,0.32,0.6,0.06
050US06099,0.4,0.4,0.05,0.35,0.36,0.53,0.36,0.43,0.09
050US06101,0.29,0.45,0.03,0.26,0.43,0.37,0.31,0.43,0.23
050US06103,0.38,0.72,0.01,0.29,0.63,0.31,0.24,0.74,0.02
050US06105,0.31,0.81,0.01,0.38,0.79,0.13,0.43,0.81,0.03
050US06107,0.53,0.3,0.04,0.38,0.24,0.7,0.41,0.3,0.06
050US06109,0.81,0.41,0.2,0.18,0.75,0.15,0.44,0.73,0.04
050US06111,0.5,0.42,0.04,0.53,0.3,0.6,0.32,0.49,0.11
050US06113,0.4,0.45,0.05,0.33,0.42,0.41,0.3,0.47,0.22
050US06115,0.29,0.54,0.05,0.26,0.5,0.32,0.35,0.49,0.1
050US08001,0.52,0.38,0.09,0.36,0.42,0.48,0.35,0.52,0.07
050US08003,0.22,0.46,0.01,0.28,0.44,0.5,0.38,0.54,0.02
050US08005,0.49,0.46,0.19,0.41,0.49,0.29,0.37,0.57,0.09
050US08007,0.3,0.78,0.02,0.09,0.76,0.19,0.51,0.74,0.02
050US08009,0.46,0.87,0.02,0.12,0.85,0.11,0.0,0.0,0.0
050US08011,0.0,0.63,0.03,0.0,0.63,0.32,0.0,0.63,0.01
050US08013,0.42,0.76,0.02,0.36,0.69,0.23,0.34,0.75,0.09
050US08014,0.32,0.78,0.02,0.24,0.74,0.16,0.21,0.77,0.08
050US08015,0.77,0.78,0.08,0.29,0.8,0.14,0.5,0.87,0.01
050US08017,0.0,0.77,0.0,0.0,0.77,0.17,0.0,0.77,0.02
050US08019,0.29,0.89,0.02,0.3,0.87,0.09,0.25,0.91,0.01
050US08021,0.63,0.31,0.01,0.26,0.41,0.56,0.31,0.56,0.0
050US08023,0.8,0.15,0.01,0.35,0.29,0.67,0.2,0.46,0.03
050US08025,0.0,0.62,0.04,0.0,0.62,0.31,0.0,0.62,0.0
050US08027,0.0,0.85,0.03,0.0,0.85,0.1,0.0,0.0,0.0
050US08029,0.68,0.71,0.03,0.26,0.78,0.19,0.69,0.71,0.04
050US08031,0.54,0.41,0.2,0.55,0.36,0.49,0.38,0.52,0.06
050US08033,0.0,0.0,0.0,0.0,0.91,0.06,0.0,0.0,0.0
050US08035,0.38,0.8,0.02,0.14,0.82,0.09,0.36,0.78,0.08
050US08037,0.74,0.52,0.05,0.25,0.62,0.35,0.55,0.69,0.03
050US08039,0.41,0.87,0.01,0.12,0.88,0.07,0.41,0.87,0.01
050US08041,0.38,0.61,0.09,0.29,0.62,0.22,0.32,0.67,0.04
050US08043,0.8,0.45,0.18,0.35,0.67,0.19,0.39,0.78,0.01
050US08045,0.4,0.65,0.01,0.13,0.67,0.3,0.54,0.68,0.04
050US08047,0.0,0.86,0.0,0.0,0.86,0.09,0.0,0.0,0.0
050US08049,0.41,0.87,0.01,0.22,0.86,0.1,0.36,0.85,0.02
050US08051,0.56,0.82,0.01,0.3,0.85,0.12,0.64,0.89,0.01
050US08053,0.0,0.0,0.0,0.0,0.9,0.06,0.0,0.9,0.0
050US08055,0.36,0.78,0.01,0.34,0.57,0.41,0.0,0.0,0.0
050US08057,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0
050US08059,0.47,0.74,0.03,0.31,0.71,0.22,0.34,0.77,0.05
050US08061,0.0,0.87,0.01,0.0,0.87,0.05,0.0,0.0,0.0
050US08063,0.29,0.72,0.03,0.24,0.73,0.23,0.68,0.82,0.01
050US08065,0.09,0.67,0.0,0.37,0.56,0.41,0.08,0.67,0.01
050US08067,0.37,0.76,0.01,0.17,0.75,0.15,0.43,0.8,0.01
050US08069,0.44,0.79,0.02,0.22,0.78,0.16,0.4,0.81,0.04
050US08071,0.65,0.63,0.03,0.16,0.51,0.44,0.64,0.47,0.02
050US08073,0.42,0.56,0.13,0.32,0.59,0.26,0.2,0.63,0.01
050US08075,0.46,0.8,0.03,0.13,0.77,0.17,0.53,0.76,0.02
050US08077,0.55,0.77,0.02,0.25,0.78,0.18,0.38,0.83,0.02
050US08079,0.0,0.87,0.02,0.0,0.87,0.1,0.0,0.87,0.01
050US08081,0.19,0.84,0.01,0.3,0.76,0.21,0.0,0.0,0.0
050US08083,0.44,0.59,0.0,0.14,0.75,0.14,0.64,0.73,0.01
050US08085,0.55,0.85,0.01,0.37,0.68,0.29,0.5,0.7,0.02
050US08087,0.48,0.5,0.06,0.26,0.54,0.4,0.66,0.49,0.03
050US08089,0.44,0.55,0.03,0.29,0.48,0.48,0.7,0.38,0.02
050US08091,0.0,0.0,0.0,0.0,0.93,0.04,0.0,0.93,0.0
050US08093,0.81,0.92,0.01,0.21,0.88,0.07,0.62,0.91,0.02
050US08095,0.38,0.67,0.0,0.35,0.68,0.29,0.38,0.67,0.0
050US08097,0.31,0.87,0.02,0.14,0.85,0.11,0.48,0.83,0.04
050US08099,0.4,0.62,0.02,0.29,0.54,0.44,0.51,0.69,0.01
050US08101,0.5,0.45,0.05,0.29,0.47,0.49,0.48,0.56,0.02
050US08103,0.51,0.85,0.01,0.0,0.85,0.1,0.59,0.85,0.0
050US08105,0.7,0.41,0.02,0.39,0.44,0.54,0.43,0.75,0.01
050US08107,0.46,0.92,0.02,0.28,0.86,0.1,0.29,0.89,0.01
050US08109,0.0,0.0,0.0,0.61,0.38,0.59,0.0,0.0,0.0
050US08111,0.0,0.0,0.0,0.0,0.9,0.09,0.0,0.0,0.0
050US08113,0.69,0.83,0.01,0.29,0.82,0.14,0.36,0.82,0.02
050US08115,0.0,0.82,0.01,0.0,0.82,0.14,0.0,0.82,0.02
050US08117,0.6,0.79,0.02,0.42,0.72,0.23,0.5,0.86,0.01
050US08119,0.13,0.9,0.01,0.25,0.87,0.09,0.38,0.9,0.03
050US08121,0.27,0.85,0.01,0.31,0.84,0.13,0.44,0.83,0.01
050US08123,0.61,0.53,0.04,0.35,0.55,0.4,0.46,0.66,0.03
050US08125,0.42,0.72,0.01,0.1,0.75,0.23,0.0,0.0,0.0
050US09001,0.65,0.32,0.27,0.56,0.4,0.34,0.34,0.62,0.09
050US09003,0.66,0.32,0.37,0.58,0.38,0.38,0.4,0.63,0.12
050US09005,0.45,0.84,0.04,0.35,0.84,0.1,0.39,0.87,0.04
050US09007,0.57,0.69,0.13,0.36,0.76,0.1,0.42,0.74,0.07
050US09009,0.62,0.38,0.3,0.53,0.44,0.32,0.37,0.67,0.08
050US09011,0.54,0.58,0.12,0.48,0.58,0.22,0.44,0.69,0.08
050US09013,0.52,0.71,0.11,0.29,0.79,0.08,0.47,0.79,0.1
050US09015,0.49,0.69,0.05,0.64,0.56,0.36,0.41,0.78,0.03
050US10001,0.3,0.55,0.31,0.26,0.58,0.1,0.39,0.57,0.04
050US10003,0.47,0.41,0.42,0.41,0.5,0.17,0.35,0.62,0.1
050US10005,0.42,0.64,0.21,0.41,0.63,0.18,0.36,0.73,0.02
050US11001,0.68,0.16,0.71,0.41,0.39,0.18,0.25,0.53,0.07
050US12001,0.4,0.49,0.36,0.2,0.62,0.11,0.37,0.62,0.11
050US12003,0.27,0.78,0.17,0.32,0.78,0.04,0.35,0.8,0.01
050US12005,0.45,0.62,0.24,0.29,0.71,0.1,0.37,0.75,0.04
050US12007,0.3,0.68,0.25,0.21,0.71,0.04,0.61,0.91,0.02
050US12009,0.48,0.6,0.22,0.28,0.7,0.13,0.32,0.74,0.04
050US12011,0.57,0.21,0.51,0.32,0.36,0.36,0.4,0.37,0.06
050US12013,0.4,0.69,0.18,0.24,0.73,0.07,0.51,0.67,0.01
050US12015,0.46,0.77,0.1,0.28,0.8,0.1,0.42,0.83,0.04
050US12017,0.33,0.86,0.04,0.21,0.87,0.07,0.53,0.86,0.04
050US12019,0.39,0.64,0.15,0.29,0.67,0.12,0.31,0.68,0.04
050US12021,0.6,0.37,0.17,0.48,0.43,0.44,0.39,0.71,0.03
050US12023,0.43,0.61,0.3,0.16,0.71,0.06,0.46,0.75,0.02
050US12027,0.46,0.41,0.31,0.38,0.44,0.45,0.45,0.74,0.02
050US12029,0.52,0.74,0.17,0.29,0.82,0.05,0.16,0.86,0.0
050US12031,0.5,0.35,0.51,0.28,0.54,0.13,0.36,0.56,0.08
050US12033,0.39,0.52,0.36,0.3,0.62,0.09,0.37,0.64,0.06
050US12035,0.25,0.71,0.13,0.23,0.72,0.12,0.37,0.72,0.04
050US12037,0.25,0.73,0.17,0.23,0.76,0.07,0.62,0.75,0.01
050US12039,0.3,0.28,0.61,0.36,0.33,0.16,0.52,0.36,0.02
050US12041,0.62,0.73,0.16,0.26,0.82,0.07,0.67,0.84,0.01
050US12043,0.29,0.52,0.17,0.25,0.55,0.25,0.45,0.55,0.01
050US12045,0.23,0.71,0.22,0.17,0.75,0.05,0.24,0.81,0.01
050US12047,0.25,0.51,0.38,0.04,0.57,0.1,0.62,0.69,0.0
050US12049,0.4,0.41,0.11,0.29,0.42,0.48,0.52,0.4,0.01
050US12051,0.51,0.27,0.26,0.15,0.32,0.55,0.5,0.3,0.02
050US12053,0.3,0.75,0.08,0.26,0.74,0.16,0.46,0.75,0.03
050US12055,0.5,0.53,0.21,0.3,0.61,0.25,0.62,0.66,0.06
050US12057,0.48,0.35,0.31,0.36,0.42,0.37,0.39,0.51,0.08
050US12059,0.45,0.81,0.12,0.27,0.85,0.04,0.67,0.78,0.02
050US12061,0.54,0.52,0.32,0.42,0.61,0.26,0.46,0.78,0.03
050US12063,0.26,0.58,0.33,0.29,0.64,0.07,0.35,0.66,0.0
050US12065,0.25,0.56,0.37,0.35,0.53,0.05,0.63,0.72,0.01
050US12067,0.14,0.66,0.16,0.02,0.66,0.14,0.0,0.0,0.0
050US12069,0.38,0.62,0.17,0.31,0.63,0.21,0.43,0.65,0.04
050US12071,0.59,0.43,0.26,0.44,0.53,0.33,0.41,0.71,0.04
050US12073,0.42,0.43,0.46,0.26,0.57,0.08,0.37,0.6,0.07
050US12075,0.49,0.68,0.19,0.26,0.76,0.1,0.46,0.8,0.01
050US12077,0.34,0.69,0.2,0.35,0.69,0.08,0.05,0.77,0.0
050US12079,0.35,0.46,0.46,0.33,0.51,0.06,0.69,0.48,0.04
050US12081,0.54,0.5,0.22,0.41,0.56,0.27,0.33,0.75,0.04
050US12083,0.48,0.54,0.27,0.32,0.64,0.17,0.46,0.71,0.04
050US12085,0.61,0.55,0.19,0.47,0.59,0.29,0.34,0.82,0.02
050US12086,0.74,0.07,0.54,0.47,0.12,0.78,0.45,0.19,0.04
050US12087,0.49,0.57,0.13,0.3,0.59,0.3,0.47,0.61,0.04
050US12089,0.25,0.84,0.08,0.33,0.83,0.06,0.55,0.86,0.03
050US12091,0.31,0.69,0.13,0.25,0.7,0.12,0.31,0.71,0.04
050US12093,0.55,0.5,0.19,0.42,0.52,0.36,0.48,0.62,0.02
050US12095,0.55,0.26,0.43,0.36,0.36,0.4,0.32,0.43,0.08
050US12097,0.44,0.25,0.14,0.4,0.26,0.59,0.41,0.32,0.04
050US12099,0.6,0.32,0.42,0.43,0.43,0.35,0.38,0.57,0.05
050US12101,0.44,0.65,0.1,0.27,0.7,0.18,0.43,0.68,0.05
050US12103,0.59,0.46,0.39,0.32,0.7,0.15,0.39,0.72,0.07
050US12105,0.43,0.47,0.28,0.33,0.53,0.29,0.42,0.61,0.04
050US12107,0.44,0.59,0.3,0.42,0.6,0.23,0.53,0.63,0.01
050US12109,0.47,0.73,0.15,0.18,0.82,0.08,0.35,0.82,0.05
050US12111,0.39,0.43,0.33,0.31,0.52,0.23,0.35,0.61,0.03
050US12113,0.38,0.75,0.12,0.22,0.8,0.07,0.21,0.82,0.02
050US12115,0.6,0.59,0.24,0.37,0.75,0.16,0.33,0.83,0.03
050US12117,0.35,0.51,0.21,0.23,0.58,0.24,0.28,0.61,0.06
050US12119,0.69,0.49,0.31,0.54,0.62,0.15,0.3,0.92,0.01
050US12121,0.43,0.66,0.21,0.26,0.72,0.11,0.24,0.81,0.0
050US12123,0.25,0.67,0.27,0.4,0.7,0.07,0.35,0.72,0.01
050US12125,0.22,0.67,0.25,0.12,0.69,0.06,0.44,0.69,0.01
050US12127,0.52,0.51,0.32,0.42,0.63,0.23,0.41,0.73,0.04
050US12129,0.3,0.74,0.2,0.26,0.77,0.04,0.46,0.86,0.01
050US12131,0.51,0.73,0.15,0.34,0.79,0.09,0.51,0.85,0.02
050US12133,0.41,0.68,0.25,0.25,0.75,0.04,0.34,0.76,0.01
050US13001,0.39,0.6,0.29,0.28,0.67,0.13,0.72,0.63,0.02
050US13003,0.24,0.53,0.22,0.11,0.56,0.25,0.0,0.0,0.0
050US13005,0.28,0.69,0.19,0.32,0.7,0.11,0.59,0.65,0.01
050US13007,0.19,0.51,0.41,0.04,0.56,0.04,0.46,0.47,0.05
050US13009,0.16,0.5,0.44,0.2,0.52,0.03,0.59,0.49,0.06
050US13011,0.33,0.88,0.05,0.28,0.87,0.09,0.41,0.9,0.02
050US13013,0.35,0.64,0.18,0.19,0.69,0.12,0.31,0.72,0.06
050US13015,0.39,0.7,0.16,0.28,0.72,0.11,0.51,0.74,0.02
050US13017,0.26,0.5,0.42,0.63,0.38,0.15,0.81,0.57,0.01
050US13019,0.37,0.77,0.19,0.37,0.83,0.09,0.64,0.9,0.01
050US13021,0.53,0.26,0.68,0.48,0.42,0.09,0.44,0.51,0.05
050US13023,0.29,0.62,0.34,0.5,0.53,0.06,0.59,0.65,0.01
050US13025,0.3,0.92,0.05,0.09,0.93,0.02,0.68,0.92,0.03
050US13027,0.34,0.5,0.41,0.41,0.51,0.1,0.87,0.36,0.05
050US13029,0.2,0.72,0.16,0.24,0.72,0.09,0.31,0.72,0.02
050US13031,0.31,0.56,0.35,0.37,0.58,0.06,0.27,0.61,0.02
050US13033,0.25,0.42,0.54,0.39,0.53,0.07,0.52,0.67,0.01
050US13035,0.35,0.59,0.37,0.23,0.68,0.04,0.19,0.67,0.01
050US13037,0.15,0.32,0.62,0.3,0.37,0.07,0.6,0.27,0.01
050US13039,0.17,0.68,0.21,0.36,0.67,0.1,0.37,0.67,0.03
050US13043,0.16,0.6,0.25,0.21,0.62,0.14,0.59,0.65,0.03
050US13045,0.3,0.62,0.25,0.35,0.61,0.11,0.39,0.65,0.01
050US13047,0.27,0.9,0.03,0.34,0.91,0.05,0.48,0.9,0.04
050US13049,0.34,0.53,0.32,0.34,0.52,0.11,0.03,0.68,0.01
050US13051,0.47,0.33,0.57,0.29,0.49,0.1,0.29,0.55,0.04
050US13053,0.23,0.58,0.25,0.23,0.58,0.2,0.37,0.58,0.05
050US13055,0.5,0.72,0.22,0.51,0.8,0.12,0.52,0.9,0.02
050US13057,0.3,0.75,0.09,0.34,0.73,0.16,0.33,0.78,0.03
050US13059,0.32,0.47,0.37,0.44,0.42,0.23,0.37,0.64,0.11
050US13061,0.0,0.3,0.68,0.0,0.0,0.0,0.0,0.3,0.01
050US13063,0.33,0.1,0.71,0.29,0.12,0.19,0.4,0.12,0.11
050US13065,0.22,0.62,0.32,0.12,0.69,0.06,0.15,0.7,0.01
050US13067,0.44,0.4,0.38,0.43,0.41,0.21,0.3,0.56,0.1
050US13069,0.33,0.51,0.36,0.26,0.57,0.15,0.61,0.73,0.05
050US13071,0.47,0.44,0.38,0.21,0.56,0.23,0.35,0.63,0.02
050US13073,0.29,0.64,0.21,0.37,0.63,0.1,0.29,0.73,0.06
050US13075,0.16,0.62,0.3,0.23,0.63,0.07,0.45,0.63,0.01
050US13077,0.42,0.58,0.29,0.33,0.63,0.1,0.5,0.66,0.04
050US13079,0.46,0.61,0.37,0.19,0.8,0.02,0.77,0.65,0.01
050US13081,0.22,0.47,0.47,0.31,0.55,0.06,0.68,0.43,0.03
050US13083,0.28,0.93,0.01,0.12,0.94,0.02,0.4,0.94,0.02
050US13085,0.25,0.92,0.01,0.16,0.92,0.05,0.26,0.93,0.01
050US13087,0.35,0.43,0.5,0.46,0.48,0.14,0.74,0.48,0.01
050US13089,0.72,0.13,0.77,0.58,0.29,0.33,0.47,0.38,0.19
050US13091,0.17,0.63,0.3,0.18,0.65,0.04,0.5,0.63,0.01
050US13093,0.0,0.43,0.49,0.13,0.42,0.08,0.72,0.4,0.01
050US13095,0.48,0.2,0.76,0.35,0.35,0.05,0.55,0.36,0.04
050US13097,0.31,0.36,0.51,0.34,0.39,0.13,0.44,0.38,0.03
050US13099,0.28,0.4,0.57,0.6,0.54,0.1,0.73,0.37,0.02
050US13101,0.34,0.69,0.06,0.17,0.67,0.27,0.0,0.0,0.0
050US13103,0.27,0.74,0.18,0.32,0.76,0.07,0.43,0.76,0.02
050US13105,0.24,0.58,0.35,0.36,0.61,0.08,0.73,0.66,0.0
050US13107,0.26,0.54,0.39,0.34,0.51,0.06,0.75,0.62,0.0
050US13109,0.3,0.52,0.35,0.35,0.53,0.16,0.28,0.53,0.01
050US13111,0.5,0.94,0.01,0.2,0.95,0.03,0.53,0.94,0.02
050US13113,0.47,0.48,0.37,0.35,0.59,0.11,0.31,0.62,0.07
050US13115,0.49,0.55,0.27,0.48,0.56,0.21,0.53,0.64,0.03
050US13117,0.42,0.67,0.06,0.31,0.69,0.15,0.46,0.62,0.24
050US13119,0.34,0.79,0.14,0.33,0.79,0.07,0.39,0.85,0.01
050US13121,0.73,0.16,0.75,0.46,0.41,0.17,0.46,0.52,0.21
050US13123,0.23,0.84,0.0,0.35,0.82,0.16,0.46,0.92,0.01
050US13125,0.0,0.87,0.09,0.0,0.87,0.02,0.0,0.0,0.0
050US13127,0.51,0.44,0.43,0.37,0.55,0.08,0.41,0.6,0.03
050US13129,0.46,0.7,0.07,0.43,0.68,0.24,0.52,0.72,0.02
050US13131,0.3,0.53,0.34,0.32,0.54,0.15,0.45,0.56,0.01
050US13133,0.39,0.46,0.46,0.47,0.46,0.1,0.28,0.71,0.02
050US13135,0.35,0.34,0.34,0.48,0.28,0.34,0.36,0.37,0.17
050US13137,0.33,0.75,0.05,0.39,0.67,0.25,0.37,0.76,0.04
050US13139,0.43,0.49,0.14,0.52,0.41,0.47,0.37,0.57,0.03
050US13141,0.21,0.23,0.73,0.29,0.21,0.02,0.2,0.32,0.02
050US13143,0.28,0.89,0.06,0.38,0.88,0.03,0.47,0.89,0.02
050US13145,0.17,0.75,0.18,0.2,0.79,0.04,0.24,0.77,0.02
050US13147,0.32,0.69,0.24,0.54,0.69,0.09,0.34,0.7,0.02
050US13149,0.23,0.83,0.11,0.5,0.81,0.06,0.75,0.81,0.02
