HEROP_ID,DsmBlk,IntrBlkWht,IsoBlk,DsmHsp,IntrHspWht,IsoHsp,DsmAs,IntrAsWht,IsoAs
050US13151,0.37,0.37,0.5,0.34,0.42,0.09,0.46,0.36,0.07
050US13153,0.23,0.52,0.36,0.25,0.55,0.09,0.34,0.58,0.05
050US13155,0.32,0.6,0.38,0.05,0.68,0.01,0.35,0.59,0.01
050US13157,0.3,0.79,0.1,0.2,0.81,0.09,0.34,0.83,0.03
050US13159,0.23,0.71,0.25,0.31,0.76,0.07,0.43,0.69,0.0
050US13161,0.41,0.64,0.24,0.12,0.7,0.12,0.46,0.81,0.01
050US13163,0.2,0.39,0.56,0.3,0.4,0.05,0.4,0.45,0.0
050US13165,0.11,0.55,0.34,0.02,0.56,0.08,0.18,0.54,0.01
050US13167,0.46,0.51,0.48,0.55,0.84,0.07,0.52,0.49,0.0
050US13169,0.26,0.68,0.29,0.22,0.71,0.02,0.42,0.76,0.02
050US13171,0.34,0.58,0.36,0.07,0.66,0.02,0.55,0.56,0.02
050US13173,0.21,0.65,0.27,0.18,0.66,0.06,0.02,0.7,0.0
050US13175,0.35,0.47,0.48,0.39,0.61,0.05,0.54,0.62,0.03
050US13177,0.13,0.71,0.22,0.21,0.71,0.03,0.3,0.72,0.04
050US13179,0.27,0.35,0.45,0.22,0.37,0.15,0.32,0.39,0.03
050US13181,0.15,0.65,0.33,0.26,0.7,0.02,0.58,0.59,0.0
050US13183,0.01,0.59,0.24,0.32,0.54,0.14,0.3,0.55,0.01
050US13185,0.49,0.37,0.55,0.25,0.58,0.07,0.29,0.63,0.03
050US13187,0.28,0.9,0.03,0.23,0.9,0.06,0.44,0.92,0.01
050US13189,0.33,0.46,0.48,0.27,0.49,0.04,0.39,0.72,0.01
050US13191,0.24,0.57,0.38,0.23,0.59,0.01,0.71,0.47,0.04
050US13193,0.2,0.31,0.62,0.22,0.33,0.05,0.56,0.44,0.02
050US13195,0.38,0.77,0.13,0.36,0.79,0.08,0.62,0.78,0.04
050US13197,0.67,0.36,0.55,0.23,0.59,0.07,0.28,0.85,0.02
050US13199,0.21,0.52,0.43,0.17,0.57,0.02,0.65,0.54,0.02
050US13201,0.34,0.6,0.38,0.01,0.72,0.01,0.0,0.0,0.0
050US13205,0.29,0.4,0.54,0.4,0.52,0.08,0.44,0.46,0.01
050US13207,0.32,0.65,0.3,0.35,0.69,0.04,0.43,0.83,0.02
050US13209,0.39,0.54,0.34,0.43,0.53,0.09,0.29,0.57,0.0
050US13211,0.37,0.64,0.32,0.41,0.8,0.06,0.89,0.89,0.0
050US13213,0.43,0.8,0.02,0.21,0.8,0.18,0.51,0.87,0.01
050US13215,0.6,0.24,0.66,0.31,0.46,0.13,0.38,0.54,0.06
050US13217,0.35,0.38,0.52,0.43,0.38,0.08,0.43,0.46,0.02
050US13219,0.07,0.84,0.06,0.26,0.82,0.07,0.22,0.84,0.05
050US13221,0.07,0.76,0.18,0.41,0.75,0.07,0.65,0.75,0.01
050US13223,0.28,0.67,0.23,0.21,0.71,0.07,0.49,0.71,0.02
050US13225,0.48,0.33,0.58,0.62,0.37,0.19,0.25,0.56,0.02
050US13227,0.49,0.87,0.03,0.29,0.87,0.04,0.38,0.87,0.01
050US13229,0.22,0.83,0.11,0.22,0.83,0.07,0.0,0.0,0.0
050US13231,0.27,0.84,0.13,0.23,0.87,0.02,0.34,0.9,0.01
050US13233,0.26,0.7,0.15,0.39,0.65,0.21,0.68,0.81,0.01
050US13235,0.04,0.59,0.35,0.22,0.59,0.05,0.87,0.65,0.01
050US13237,0.53,0.47,0.43,0.49,0.5,0.1,0.65,0.53,0.05
050US13239,0.0,0.38,0.52,0.0,0.38,0.0,0.0,0.38,0.06
050US13241,0.29,0.85,0.02,0.12,0.87,0.09,0.68,0.83,0.03
050US13243,0.18,0.33,0.65,0.64,0.47,0.05,0.0,0.0,0.0
050US13245,0.45,0.25,0.67,0.34,0.38,0.08,0.46,0.43,0.06
050US13247,0.28,0.3,0.56,0.43,0.27,0.23,0.39,0.32,0.03
050US13249,0.18,0.63,0.32,0.16,0.67,0.06,0.0,0.0,0.0
050US13251,0.14,0.53,0.43,0.16,0.56,0.02,0.53,0.51,0.02
050US13253,0.45,0.47,0.46,0.45,0.52,0.04,0.77,0.35,0.02
050US13255,0.46,0.45,0.47,0.42,0.49,0.06,0.52,0.71,0.03
050US13257,0.34,0.72,0.18,0.36,0.7,0.06,0.72,0.85,0.01
050US13259,0.03,0.25,0.56,0.36,0.23,0.25,0.31,0.23,0.03
050US13261,0.28,0.36,0.57,0.24,0.42,0.07,0.56,0.33,0.03
050US13263,0.17,0.39,0.59,0.44,0.39,0.01,0.31,0.39,0.01
050US13265,0.0,0.33,0.65,0.0,0.33,0.02,0.0,0.33,0.0
050US13267,0.28,0.53,0.33,0.41,0.5,0.16,0.57,0.48,0.0
050US13269,0.15,0.55,0.4,0.55,0.51,0.06,0.24,0.53,0.02
050US13271,0.16,0.46,0.4,0.36,0.43,0.16,0.37,0.42,0.0
050US13273,0.44,0.27,0.68,0.51,0.65,0.11,0.72,0.26,0.06
050US13275,0.34,0.5,0.44,0.3,0.59,0.06,0.54,0.59,0.0
050US13277,0.56,0.34,0.53,0.43,0.51,0.19,0.43,0.69,0.04
050US13279,0.17,0.59,0.28,0.21,0.59,0.13,0.79,0.55,0.05
050US13281,0.45,0.93,0.02,0.52,0.92,0.03,0.38,0.96,0.01
050US13283,0.32,0.64,0.35,0.35,0.84,0.04,0.0,0.0,0.0
050US13285,0.34,0.48,0.44,0.26,0.55,0.04,0.53,0.5,0.05
050US13287,0.38,0.46,0.52,0.11,0.64,0.02,0.49,0.78,0.02
050US13289,0.16,0.54,0.44,0.39,0.61,0.01,0.61,0.48,0.0
050US13291,0.4,0.94,0.01,0.26,0.92,0.04,0.28,0.92,0.01
050US13293,0.41,0.55,0.4,0.5,0.58,0.06,0.65,0.76,0.01
050US13295,0.24,0.89,0.05,0.37,0.9,0.04,0.55,0.87,0.03
050US13297,0.38,0.66,0.28,0.28,0.76,0.06,0.41,0.78,0.02
050US13299,0.31,0.52,0.42,0.54,0.59,0.12,0.66,0.68,0.06
050US13301,0.11,0.37,0.62,0.43,0.43,0.01,0.57,0.32,0.02
050US13303,0.11,0.42,0.54,0.41,0.4,0.04,0.44,0.53,0.02
050US13305,0.48,0.57,0.31,0.34,0.63,0.08,0.68,0.63,0.01
050US13307,0.02,0.49,0.4,0.01,0.5,0.1,0.0,0.0,0.0
050US13309,0.1,0.55,0.43,0.25,0.54,0.02,0.0,0.0,0.0
050US13311,0.33,0.92,0.02,0.1,0.92,0.03,0.47,0.92,0.01
050US13313,0.43,0.5,0.06,0.43,0.46,0.48,0.51,0.6,0.04
050US13315,0.35,0.5,0.44,0.32,0.56,0.06,0.0,0.0,0.0
050US13317,0.25,0.46,0.47,0.36,0.51,0.09,0.48,0.43,0.02
050US13319,0.11,0.56,0.4,0.34,0.53,0.04,0.0,0.0,0.0
050US13321,0.2,0.63,0.32,0.58,0.74,0.07,0.7,0.6,0.01
050US15001,0.37,0.35,0.01,0.24,0.3,0.16,0.33,0.27,0.27
050US15003,0.43,0.31,0.09,0.34,0.2,0.13,0.45,0.14,0.51
050US15005,0.0,0.21,0.03,0.0,0.21,0.03,0.0,0.21,0.28
050US15007,0.4,0.29,0.01,0.25,0.29,0.12,0.35,0.25,0.38
050US15009,0.49,0.27,0.01,0.29,0.32,0.13,0.51,0.21,0.39
050US16001,0.51,0.81,0.03,0.26,0.81,0.11,0.3,0.84,0.04
050US16003,0.36,0.94,0.0,0.14,0.92,0.04,0.0,0.0,0.0
050US16005,0.55,0.83,0.02,0.2,0.82,0.1,0.44,0.83,0.03
050US16007,0.01,0.94,0.0,0.13,0.93,0.04,0.14,0.94,0.01
050US16009,0.5,0.76,0.0,0.35,0.79,0.05,0.28,0.92,0.01
050US16011,0.87,0.73,0.02,0.23,0.7,0.22,0.53,0.73,0.02
050US16013,0.58,0.87,0.01,0.3,0.71,0.27,0.19,0.77,0.01
050US16015,0.0,0.91,0.0,0.0,0.91,0.04,0.0,0.91,0.01
050US16017,0.62,0.92,0.01,0.22,0.93,0.04,0.39,0.94,0.01
050US16019,0.61,0.77,0.02,0.25,0.79,0.16,0.36,0.82,0.02
050US16021,0.39,0.89,0.0,0.22,0.9,0.06,0.29,0.92,0.01
050US16023,0.0,0.97,0.0,0.0,0.97,0.03,0.0,0.0,0.0
050US16025,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0
050US16027,0.43,0.71,0.01,0.26,0.65,0.31,0.29,0.74,0.01
050US16029,0.0,0.0,0.0,0.34,0.91,0.08,0.61,0.93,0.0
050US16031,0.63,0.68,0.01,0.21,0.65,0.32,0.39,0.69,0.01
050US16033,0.0,0.43,0.01,0.0,0.43,0.47,0.0,0.0,0.0
050US16035,0.04,0.91,0.0,0.16,0.9,0.05,0.36,0.89,0.0
050US16037,0.0,0.91,0.0,0.0,0.91,0.04,0.0,0.0,0.0
050US16039,0.17,0.72,0.03,0.22,0.71,0.19,0.4,0.71,0.06
050US16041,0.51,0.92,0.0,0.06,0.91,0.07,0.01,0.91,0.0
050US16043,0.45,0.81,0.01,0.17,0.83,0.15,0.37,0.86,0.0
050US16045,0.0,0.0,0.0,0.25,0.85,0.11,0.28,0.9,0.01
050US16047,0.54,0.62,0.0,0.15,0.67,0.3,0.46,0.74,0.01
050US16049,0.54,0.94,0.01,0.2,0.9,0.04,0.56,0.91,0.01
050US16051,0.6,0.81,0.0,0.17,0.85,0.13,0.6,0.82,0.01
050US16053,0.75,0.57,0.0,0.13,0.61,0.37,0.41,0.66,0.01
050US16055,0.51,0.92,0.01,0.19,0.9,0.05,0.4,0.88,0.02
050US16057,0.32,0.87,0.01,0.34,0.86,0.06,0.17,0.88,0.03
050US16059,0.36,0.92,0.0,0.18,0.93,0.04,0.0,0.0,0.0
050US16061,0.13,0.83,0.0,0.12,0.83,0.05,0.36,0.81,0.02
050US16063,0.0,0.0,0.0,0.0,0.67,0.3,0.0,0.67,0.0
050US16065,0.71,0.85,0.02,0.11,0.88,0.08,0.34,0.87,0.02
050US16067,0.45,0.58,0.0,0.12,0.61,0.36,0.45,0.58,0.01
050US16069,0.71,0.87,0.01,0.27,0.84,0.05,0.35,0.87,0.01
050US16071,0.0,0.93,0.0,0.0,0.93,0.04,0.0,0.0,0.0
050US16073,0.64,0.7,0.01,0.21,0.66,0.3,0.3,0.68,0.0
050US16075,0.37,0.79,0.01,0.12,0.78,0.19,0.59,0.8,0.02
050US16077,0.69,0.84,0.0,0.26,0.56,0.4,0.0,0.0,0.0
050US16079,0.31,0.92,0.01,0.18,0.91,0.04,0.62,0.89,0.0
050US16081,0.0,0.81,0.0,0.0,0.81,0.17,0.0,0.81,0.0
050US16083,0.51,0.74,0.02,0.18,0.77,0.19,0.47,0.79,0.04
050US16085,0.57,0.97,0.0,0.36,0.97,0.03,0.69,0.98,0.01
050US16087,0.35,0.76,0.0,0.19,0.76,0.2,0.38,0.77,0.01
050US17001,0.47,0.85,0.09,0.43,0.89,0.03,0.36,0.92,0.01
050US17003,0.61,0.4,0.54,0.49,0.46,0.02,0.68,0.81,0.0
050US17005,0.55,0.78,0.13,0.26,0.84,0.04,0.56,0.78,0.02
050US17007,0.33,0.74,0.03,0.33,0.67,0.28,0.17,0.77,0.02
050US17009,0.49,0.6,0.32,0.39,0.64,0.06,0.49,0.6,0.01
050US17011,0.5,0.83,0.02,0.44,0.78,0.18,0.42,0.84,0.02
050US17013,0.5,0.94,0.01,0.5,0.94,0.02,0.5,0.94,0.02
050US17015,0.57,0.89,0.03,0.2,0.92,0.04,0.44,0.9,0.01
050US17017,0.44,0.65,0.06,0.45,0.63,0.31,0.58,0.89,0.01
050US17019,0.46,0.55,0.26,0.32,0.62,0.08,0.5,0.56,0.24
050US17021,0.59,0.91,0.04,0.37,0.94,0.03,0.58,0.9,0.02
050US17023,0.43,0.95,0.01,0.2,0.97,0.02,0.57,0.95,0.01
050US17025,0.38,0.97,0.01,0.56,0.95,0.05,0.54,0.96,0.01
050US17027,0.55,0.82,0.11,0.31,0.88,0.04,0.44,0.94,0.02
050US17029,0.4,0.82,0.08,0.38,0.85,0.04,0.52,0.83,0.03
050US17031,0.79,0.14,0.71,0.58,0.29,0.53,0.44,0.51,0.21
050US17033,0.71,0.71,0.2,0.42,0.79,0.06,0.66,0.92,0.02
050US17035,0.49,0.96,0.0,0.3,0.96,0.01,0.29,0.97,0.0
050US17037,0.55,0.6,0.21,0.21,0.75,0.13,0.5,0.65,0.05
050US17039,0.8,0.91,0.02,0.37,0.93,0.05,0.8,0.91,0.0
050US17041,0.43,0.88,0.01,0.55,0.78,0.2,0.53,0.93,0.02
050US17043,0.41,0.59,0.09,0.44,0.54,0.28,0.37,0.61,0.18
050US17045,0.23,0.98,0.0,0.5,0.95,0.02,0.35,0.97,0.02
050US17047,0.46,0.95,0.01,0.3,0.96,0.02,0.51,0.95,0.01
050US17049,0.37,0.94,0.01,0.53,0.9,0.05,0.68,0.87,0.03
050US17051,0.76,0.75,0.19,0.62,0.79,0.05,0.57,0.96,0.02
050US17053,0.43,0.91,0.02,0.41,0.91,0.06,0.54,0.9,0.01
050US17055,0.41,0.96,0.01,0.3,0.95,0.02,0.57,0.94,0.01
050US17057,0.74,0.7,0.18,0.46,0.78,0.07,0.65,0.91,0.0
050US17059,0.45,0.96,0.0,0.16,0.96,0.02,0.55,0.95,0.01
050US17061,0.44,0.96,0.03,0.41,0.96,0.01,0.84,0.95,0.01
050US17063,0.27,0.84,0.02,0.25,0.83,0.12,0.31,0.86,0.01
050US17065,0.64,0.96,0.01,0.27,0.96,0.03,0.73,0.98,0.02
050US17067,0.41,0.96,0.02,0.44,0.95,0.03,0.46,0.95,0.01
050US17069,0.08,0.94,0.03,0.51,0.92,0.03,0.51,0.92,0.0
050US17071,0.27,0.96,0.0,0.09,0.96,0.02,0.32,0.96,0.01
050US17073,0.5,0.85,0.05,0.41,0.85,0.1,0.44,0.89,0.01
050US17075,0.31,0.9,0.02,0.35,0.84,0.13,0.26,0.9,0.0
050US17077,0.4,0.62,0.24,0.32,0.69,0.06,0.43,0.68,0.06
050US17079,0.25,0.96,0.01,0.51,0.97,0.01,0.71,0.95,0.0
050US17081,0.6,0.68,0.24,0.48,0.76,0.06,0.47,0.82,0.03
050US17083,0.53,0.95,0.02,0.21,0.96,0.02,0.52,0.95,0.0
050US17085,0.14,0.95,0.01,0.43,0.92,0.06,0.38,0.96,0.01
050US17087,0.94,0.23,0.65,0.59,0.49,0.08,0.53,0.75,0.01
050US17089,0.54,0.41,0.1,0.58,0.34,0.54,0.38,0.61,0.08
050US17091,0.59,0.42,0.42,0.34,0.64,0.14,0.49,0.7,0.02
050US17093,0.28,0.67,0.08,0.16,0.68,0.2,0.31,0.68,0.05
050US17095,0.44,0.72,0.18,0.38,0.76,0.09,0.55,0.8,0.04
050US17097,0.62,0.38,0.19,0.56,0.39,0.42,0.39,0.64,0.15
050US17099,0.61,0.79,0.12,0.32,0.81,0.15,0.38,0.85,0.01
050US17101,0.73,0.66,0.26,0.42,0.78,0.06,0.68,0.86,0.01
050US17103,0.59,0.73,0.14,0.33,0.8,0.09,0.29,0.87,0.01
050US17105,0.64,0.77,0.14,0.27,0.87,0.06,0.57,0.83,0.02
050US17107,0.68,0.67,0.22,0.39,0.77,0.06,0.5,0.88,0.02
050US17109,0.58,0.74,0.14,0.5,0.77,0.06,0.44,0.85,0.05
050US17111,0.42,0.78,0.03,0.27,0.76,0.18,0.42,0.8,0.05
050US17113,0.39,0.72,0.14,0.36,0.73,0.09,0.48,0.74,0.11
050US17115,0.53,0.56,0.32,0.4,0.69,0.04,0.51,0.74,0.04
050US17117,0.51,0.94,0.02,0.32,0.95,0.02,0.64,0.95,0.02
050US17119,0.49,0.67,0.26,0.35,0.82,0.05,0.46,0.86,0.02
050US17121,0.59,0.8,0.12,0.37,0.86,0.03,0.48,0.87,0.01
050US17123,0.61,0.93,0.01,0.46,0.91,0.07,0.23,0.94,0.0
050US17125,0.36,0.96,0.02,0.26,0.96,0.02,0.39,0.96,0.0
050US17127,0.22,0.87,0.07,0.17,0.88,0.03,0.5,0.88,0.0
050US17129,0.4,0.96,0.01,0.1,0.96,0.02,0.2,0.95,0.01
050US17131,0.36,0.95,0.01,0.17,0.95,0.03,0.37,0.95,0.01
050US17133,0.42,0.97,0.0,0.31,0.95,0.03,0.49,0.96,0.02
050US17135,0.64,0.81,0.16,0.26,0.89,0.02,0.65,0.94,0.0
050US17137,0.59,0.76,0.16,0.47,0.79,0.04,0.43,0.93,0.02
050US17139,0.43,0.96,0.01,0.18,0.96,0.02,0.67,0.97,0.01
050US17141,0.41,0.75,0.03,0.46,0.77,0.19,0.39,0.85,0.01
050US17143,0.62,0.44,0.42,0.43,0.57,0.08,0.49,0.72,0.1
050US17145,0.56,0.74,0.19,0.32,0.8,0.04,0.41,0.8,0.01
050US17147,0.36,0.96,0.01,0.25,0.96,0.02,0.57,0.95,0.01
050US17149,0.43,0.95,0.03,0.26,0.95,0.02,0.43,0.97,0.01
050US17151,0.02,0.91,0.05,0.48,0.89,0.04,0.31,0.92,0.01
050US17153,0.31,0.59,0.36,0.13,0.69,0.03,0.26,0.6,0.0
050US17155,0.49,0.92,0.01,0.07,0.92,0.05,0.49,0.92,0.01
050US17157,0.69,0.61,0.32,0.43,0.75,0.05,0.4,0.85,0.01
050US17159,0.68,0.94,0.04,0.62,0.93,0.05,0.24,0.95,0.01
050US17161,0.46,0.56,0.24,0.34,0.64,0.2,0.52,0.67,0.08
050US17163,0.56,0.33,0.61,0.39,0.57,0.22,0.45,0.68,0.03
050US17165,0.28,0.89,0.04,0.31,0.9,0.03,0.62,0.88,0.02
050US17167,0.55,0.58,0.34,0.35,0.75,0.04,0.46,0.78,0.04
050US17169,0.35,0.86,0.11,0.69,0.82,0.01,0.0,0.0,0.0
050US17171,0.34,0.98,0.0,0.54,0.96,0.03,0.12,0.97,0.0
050US17173,0.69,0.95,0.03,0.28,0.97,0.02,0.62,0.98,0.0
050US17175,0.47,0.95,0.01,0.03,0.96,0.02,0.06,0.96,0.01
050US17177,0.56,0.67,0.23,0.42,0.75,0.08,0.45,0.82,0.02
050US17179,0.58,0.88,0.07,0.32,0.92,0.04,0.41,0.93,0.02
050US17181,0.47,0.89,0.03,0.3,0.89,0.07,0.49,0.89,0.01
050US17183,0.66,0.51,0.38,0.51,0.68,0.11,0.52,0.8,0.03
050US17185,0.5,0.93,0.02,0.15,0.94,0.03,0.13,0.94,0.01
050US17187,0.43,0.73,0.05,0.44,0.74,0.15,0.55,0.72,0.06
050US17189,0.21,0.96,0.01,0.07,0.96,0.01,0.39,0.95,0.0
050US17191,0.48,0.93,0.04,0.27,0.97,0.01,0.33,0.95,0.0
050US17193,0.18,0.96,0.01,0.35,0.95,0.03,0.35,0.97,0.01
050US17195,0.48,0.76,0.04,0.47,0.73,0.23,0.57,0.79,0.02
050US17197,0.56,0.42,0.29,0.45,0.5,0.29,0.54,0.58,0.15
050US17199,0.42,0.86,0.07,0.35,0.87,0.04,0.49,0.88,0.03
050US17201,0.56,0.46,0.3,0.44,0.54,0.22,0.47,0.68,0.07
050US17203,0.3,0.95,0.01,0.22,0.95,0.02,0.4,0.96,0.01
050US18001,0.56,0.91,0.03,0.28,0.91,0.06,0.37,0.94,0.01
050US18003,0.57,0.47,0.29,0.47,0.56,0.14,0.55,0.57,0.11
050US18005,0.43,0.78,0.04,0.34,0.79,0.11,0.45,0.75,0.14
050US18007,0.25,0.92,0.01,0.24,0.91,0.07,0.36,0.91,0.0
050US18009,0.73,0.98,0.01,0.34,0.95,0.02,0.72,0.95,0.01
050US18011,0.38,0.88,0.04,0.26,0.9,0.04,0.47,0.87,0.05
050US18013,0.4,0.96,0.02,0.25,0.95,0.02,0.43,0.95,0.01
050US18015,0.58,0.93,0.01,0.58,0.86,0.12,0.71,0.94,0.01
050US18017,0.56,0.73,0.03,0.47,0.69,0.26,0.47,0.76,0.05
050US18019,0.46,0.75,0.14,0.29,0.8,0.08,0.63,0.81,0.03
050US18021,0.47,0.95,0.02,0.43,0.95,0.01,0.53,0.97,0.01
050US18023,0.49,0.71,0.02,0.45,0.69,0.29,0.42,0.81,0.01
050US18025,0.28,0.96,0.0,0.01,0.96,0.01,0.0,0.0,0.0
050US18027,0.72,0.74,0.06,0.61,0.73,0.18,0.62,0.98,0.01
050US18029,0.53,0.96,0.02,0.33,0.96,0.02,0.66,0.96,0.02
050US18031,0.46,0.94,0.01,0.45,0.94,0.04,0.57,0.93,0.04
050US18033,0.37,0.95,0.0,0.22,0.94,0.04,0.35,0.96,0.01
050US18035,0.49,0.63,0.3,0.41,0.82,0.04,0.55,0.85,0.04
050US18037,0.4,0.9,0.01,0.49,0.76,0.2,0.69,0.71,0.03
050US18039,0.55,0.56,0.16,0.38,0.64,0.23,0.43,0.74,0.03
050US18041,0.48,0.92,0.06,0.33,0.93,0.02,0.83,0.97,0.01
050US18043,0.53,0.78,0.13,0.41,0.81,0.06,0.36,0.9,0.02
050US18045,0.5,0.95,0.01,0.26,0.94,0.04,0.78,0.94,0.02
050US18047,0.72,1.0,0.0,0.65,0.99,0.01,0.44,0.99,0.01
050US18049,0.59,0.91,0.03,0.48,0.85,0.12,0.54,0.94,0.01
050US18051,0.53,0.9,0.05,0.25,0.93,0.02,0.46,0.95,0.01
050US18053,0.53,0.68,0.2,0.33,0.76,0.07,0.51,0.86,0.02
050US18055,0.48,0.96,0.01,0.32,0.96,0.02,0.47,0.97,0.01
050US18057,0.29,0.82,0.05,0.25,0.82,0.06,0.37,0.78,0.11
050US18059,0.58,0.87,0.06,0.36,0.92,0.04,0.59,0.9,0.03
050US18061,0.23,0.95,0.01,0.2,0.95,0.02,0.56,0.94,0.01
050US18063,0.39,0.78,0.1,0.4,0.79,0.06,0.36,0.8,0.04
050US18065,0.47,0.89,0.05,0.35,0.91,0.03,0.43,0.93,0.01
050US18067,0.44,0.72,0.18,0.31,0.77,0.06,0.47,0.89,0.03
050US18069,0.42,0.95,0.02,0.17,0.95,0.03,0.5,0.94,0.02
050US18071,0.58,0.75,0.03,0.49,0.74,0.18,0.41,0.84,0.03
050US18073,0.52,0.92,0.02,0.33,0.88,0.09,0.36,0.92,0.01
050US18075,0.45,0.93,0.01,0.4,0.92,0.06,0.63,0.95,0.01
050US18077,0.3,0.91,0.03,0.6,0.87,0.08,0.39,0.94,0.02
050US18079,0.35,0.93,0.02,0.25,0.94,0.03,0.75,0.96,0.01
050US18081,0.41,0.84,0.05,0.4,0.85,0.06,0.5,0.83,0.07
050US18083,0.57,0.85,0.08,0.25,0.88,0.03,0.43,0.9,0.02
050US18085,0.48,0.82,0.02,0.27,0.85,0.11,0.45,0.85,0.03
050US18087,0.63,0.9,0.0,0.55,0.89,0.09,0.4,0.95,0.0
050US18089,0.76,0.2,0.62,0.47,0.44,0.34,0.41,0.68,0.04
050US18091,0.59,0.58,0.31,0.27,0.78,0.09,0.51,0.82,0.02
050US18093,0.4,0.95,0.01,0.29,0.95,0.03,0.37,0.95,0.01
050US18095,0.54,0.65,0.26,0.33,0.8,0.07,0.72,0.81,0.04
050US18097,0.54,0.36,0.47,0.49,0.44,0.19,0.48,0.6,0.11
050US18099,0.56,0.84,0.02,0.44,0.77,0.2,0.54,0.87,0.01
050US18101,0.32,0.95,0.01,0.49,0.95,0.02,0.4,0.95,0.0
050US18103,0.46,0.82,0.11,0.52,0.8,0.1,0.37,0.9,0.01
050US18105,0.37,0.78,0.05,0.3,0.8,0.05,0.43,0.75,0.14
050US18107,0.54,0.86,0.02,0.41,0.87,0.09,0.56,0.93,0.02
050US18109,0.8,0.94,0.02,0.33,0.96,0.02,0.62,0.95,0.02
050US18111,0.7,0.9,0.01,0.26,0.91,0.08,0.0,0.0,0.0
050US18113,0.55,0.89,0.02,0.58,0.57,0.41,0.56,0.83,0.02
050US18115,0.61,0.95,0.03,0.29,0.96,0.01,0.39,0.98,0.01
050US18117,0.81,0.83,0.08,0.33,0.91,0.03,0.71,0.92,0.02
050US18119,0.6,0.94,0.01,0.31,0.95,0.02,0.59,0.93,0.02
050US18121,0.71,0.93,0.01,0.37,0.95,0.03,0.0,0.0,0.0
050US18123,0.39,0.93,0.05,0.24,0.94,0.02,0.57,0.93,0.01
050US18125,0.5,0.95,0.02,0.18,0.97,0.01,0.75,0.95,0.03
050US18127,0.42,0.76,0.07,0.28,0.79,0.13,0.4,0.82,0.03
050US18129,0.45,0.9,0.04,0.56,0.9,0.04,0.58,0.97,0.01
050US18131,0.52,0.94,0.01,0.21,0.94,0.03,0.53,0.93,0.02
050US18133,0.66,0.8,0.11,0.42,0.85,0.04,0.57,0.88,0.05
050US18135,0.47,0.94,0.01,0.64,0.84,0.14,0.7,0.95,0.0
050US18137,0.56,0.94,0.01,0.31,0.95,0.03,0.39,0.94,0.02
050US18139,0.84,0.88,0.09,0.25,0.95,0.02,0.74,0.98,0.01
050US18141,0.56,0.48,0.32,0.46,0.53,0.21,0.5,0.77,0.06
050US18143,0.64,0.92,0.01,0.41,0.93,0.04,0.76,0.92,0.02
050US18145,0.46,0.88,0.02,0.53,0.84,0.11,0.6,0.84,0.02
050US18147,0.52,0.93,0.02,0.38,0.93,0.05,0.3,0.94,0.0
050US18149,0.7,0.91,0.02,0.2,0.94,0.04,0.61,0.93,0.02
050US18151,0.5,0.93,0.01,0.35,0.92,0.06,0.17,0.94,0.0
050US18153,0.79,0.76,0.18,0.31,0.88,0.02,0.61,0.96,0.01
050US18155,0.32,0.95,0.01,0.26,0.95,0.03,0.72,0.96,0.02
050US18157,0.39,0.71,0.1,0.33,0.72,0.13,0.59,0.66,0.22
050US18159,0.42,0.95,0.0,0.25,0.94,0.04,0.59,0.97,0.01
050US18161,0.43,0.94,0.0,0.43,0.94,0.03,0.33,0.94,0.01
050US18163,0.48,0.68,0.22,0.43,0.74,0.06,0.48,0.87,0.04
050US18165,0.67,0.94,0.04,0.36,0.97,0.01,0.67,0.96,0.01
050US18167,0.42,0.78,0.12,0.37,0.81,0.04,0.46,0.81,0.04
050US18169,0.34,0.93,0.02,0.34,0.93,0.04,0.25,0.95,0.0
050US18171,0.09,0.96,0.01,0.12,0.96,0.02,0.45,0.96,0.0
050US18173,0.42,0.9,0.03,0.26,0.91,0.02,0.46,0.89,0.06
050US18175,0.8,0.98,0.01,0.29,0.97,0.02,0.49,0.97,0.01
050US18177,0.42,0.81,0.09,0.52,0.8,0.07,0.51,0.85,0.03
050US18179,0.5,0.93,0.02,0.24,0.93,0.04,0.3,0.95,0.01
050US18181,0.43,0.89,0.01,0.56,0.77,0.21,0.57,0.95,0.01
050US18183,0.45,0.96,0.01,0.4,0.94,0.05,0.34,0.95,0.01
050US19001,0.49,0.95,0.01,0.23,0.96,0.02,0.47,0.95,0.01
050US19003,0.45,0.97,0.01,0.22,0.97,0.01,0.15,0.98,0.0
050US19005,0.7,0.71,0.04,0.75,0.69,0.22,0.67,0.77,0.01
050US19007,0.47,0.94,0.01,0.24,0.94,0.03,0.69,0.92,0.02
050US19009,0.64,0.95,0.0,0.35,0.98,0.01,0.64,0.95,0.01
050US19011,0.4,0.96,0.01,0.26,0.96,0.02,0.43,0.96,0.01
050US19013,0.6,0.53,0.33,0.49,0.67,0.11,0.56,0.74,0.08
050US19015,0.48,0.9,0.01,0.44,0.9,0.05,0.64,0.96,0.02
050US19017,0.69,0.89,0.06,0.28,0.94,0.02,0.45,0.92,0.02
050US19019,0.45,0.95,0.0,0.34,0.95,0.03,0.74,0.92,0.03
050US19021,0.46,0.49,0.04,0.46,0.47,0.33,0.6,0.39,0.19
