HEROP_ID,BupCtTmDr,BupCtTmBk,BupCtTmWk,MetCtTmDr,MetCtTmBk,MetCtTmWk,NalCtTmDr,NalCtTmBk,NalCtTmWk,BupAvTmDr,BupAvTmBk,BupAvTmWk,MetAvTmDr,MetAvTmBk,MetAvTmWk,NalAvTmDr,NalAvTmBk,NalAvTmWk,BupTmDrP,BupTmBkP,BupTmWkP,MetTmDrP,MetTmBkP,MetTmWkP,NalTmDrP,NalTmBkP,NalTmWkP
050US36013,34.0,25.0,19.0,0.0,,,33.0,20.0,,8.08,24.23,71.48,57.74,,,11.16,33.24,,0.94,0.69,0.53,0.0,,,0.92,0.56,
050US36029,237.0,220.0,164.0,219.0,110.0,,236.0,196.0,,3.72,9.81,27.94,12.8,40.91,,6.57,18.43,,1.0,0.93,0.69,0.92,0.46,,1.0,0.83,
050US36043,17.0,9.0,,9.0,0.0,,17.0,7.0,,14.61,48.57,,35.5,137.98,,17.8,63.12,,0.89,0.47,,0.47,0.0,,0.89,0.37,
050US36045,22.0,11.0,11.0,17.0,8.0,,20.0,9.0,,14.13,47.39,140.25,22.39,79.45,,19.08,58.19,,0.85,0.42,0.42,0.65,0.31,,0.77,0.35,
050US36047,761.0,760.0,757.0,761.0,702.0,389.0,761.0,759.0,610.0,1.47,2.86,6.67,5.65,14.22,37.96,3.86,8.36,21.5,1.0,1.0,0.99,1.0,0.92,0.51,1.0,1.0,0.8
050US36053,,,,,,,,,,,,,,,,,,,,,,,,,,,
050US36065,,,,,,,,,,,,,,,,,,,,,,,,,,,
050US36077,14.0,9.0,9.0,0.0,,,9.0,6.0,,12.29,31.6,94.04,73.59,,,24.1,77.63,,0.82,0.53,0.53,0.0,,,0.53,0.35,
050US36081,669.0,669.0,657.0,669.0,628.0,,669.0,649.0,354.0,2.0,4.32,9.97,6.33,17.47,,4.87,12.27,31.73,1.0,1.0,0.98,1.0,0.94,,1.0,0.97,0.53
050US36091,49.0,28.0,16.0,28.0,,,48.0,14.0,,8.42,26.39,76.05,28.85,,,14.65,46.84,,0.98,0.56,0.32,0.56,,,0.96,0.28,
050US36115,16.0,5.0,3.0,0.0,,,8.0,1.0,,15.41,51.05,150.43,56.38,,,32.05,109.96,,0.94,0.29,0.18,0.0,,,0.47,0.06,
050US37007,3.0,0.0,,0.0,0.0,,1.0,0.0,,28.98,120.92,,53.85,235.83,,43.41,180.15,,0.5,0.0,,0.0,0.0,,0.17,0.0,
050US37027,17.0,6.0,2.0,17.0,4.0,,13.0,0.0,,11.97,39.03,114.13,15.44,51.53,,27.23,101.78,,1.0,0.35,0.12,1.0,0.24,,0.76,0.0,
050US37039,6.0,3.0,3.0,1.0,0.0,,5.0,1.0,1.0,12.9,33.45,98.6,38.41,145.66,,22.57,114.08,341.11,0.86,0.43,0.43,0.14,0.0,,0.71,0.14,0.14
050US37049,15.0,8.0,,14.0,7.0,,1.0,0.0,,17.61,97.13,,19.97,123.2,,41.43,245.69,,0.71,0.38,,0.67,0.33,,0.05,0.0,
050US37055,9.0,6.0,8.0,0.0,,,9.0,6.0,2.0,23.61,25.36,160.56,102.4,,,23.44,156.06,332.99,0.82,0.55,0.73,0.0,,,0.82,0.55,0.18
050US37059,7.0,2.0,1.0,5.0,0.0,,6.0,0.0,,11.44,37.05,109.83,26.17,111.01,,25.39,94.72,,1.0,0.29,0.14,0.71,0.0,,0.86,0.0,
050US37069,12.0,2.0,1.0,7.0,0.0,,12.0,2.0,,14.67,51.03,150.19,28.75,106.81,,17.45,66.16,,1.0,0.17,0.08,0.58,0.0,,1.0,0.17,
050US37083,12.0,7.0,,8.0,4.0,,1.0,,,12.24,45.7,,19.49,71.75,,46.45,,,1.0,0.58,,0.67,0.33,,0.08,,
050US37091,5.0,3.0,3.0,0.0,0.0,,0.0,1.0,,4.94,25.14,39.83,63.49,257.43,,49.92,182.29,,1.0,0.6,0.6,0.0,0.0,,0.0,0.2,
050US37093,8.0,1.0,1.0,5.0,0.0,,6.0,0.0,,15.08,50.9,141.3,32.33,123.74,,30.07,108.36,,0.89,0.11,0.11,0.56,0.0,,0.67,0.0,
050US37099,8.0,3.0,3.0,1.0,0.0,,5.0,1.0,,12.24,37.68,123.92,44.2,252.83,,22.35,89.96,,0.89,0.33,0.33,0.11,0.0,,0.56,0.11,
050US37111,10.0,4.0,1.0,10.0,4.0,1.0,10.0,4.0,1.0,13.84,64.23,166.53,14.11,71.2,180.35,14.11,71.2,180.35,1.0,0.4,0.1,1.0,0.4,0.1,1.0,0.4,0.1
050US37117,3.0,0.0,,0.0,0.0,,6.0,2.0,1.0,28.42,129.41,,44.85,196.07,,13.77,55.21,163.88,0.5,0.0,,0.0,0.0,,1.0,0.33,0.17
050US37127,18.0,11.0,6.0,17.0,5.0,,17.0,5.0,,9.2,31.9,93.96,13.04,51.34,,13.66,53.14,,1.0,0.61,0.33,0.94,0.28,,0.94,0.28,
050US37165,7.0,4.0,2.0,0.0,0.0,,7.0,3.0,1.0,7.36,25.56,75.35,48.66,185.91,,8.43,30.91,90.46,1.0,0.57,0.29,0.0,0.0,,1.0,0.43,0.14
050US37175,7.0,2.0,2.0,0.0,0.0,,3.0,0.0,,13.91,44.75,132.85,41.24,158.2,,30.53,130.27,,1.0,0.29,0.29,0.0,0.0,,0.43,0.0,
050US37199,5.0,2.0,2.0,0.0,0.0,,0.0,0.0,,14.25,47.22,135.93,46.57,172.76,,47.14,204.07,,1.0,0.4,0.4,0.0,0.0,,0.0,0.0,
050US38017,31.0,28.0,,29.0,23.0,,29.0,24.0,,6.68,27.4,,12.78,45.05,,11.04,40.92,,0.94,0.85,,0.88,0.7,,0.88,0.73,
050US38037,0.0,0.0,0.0,0.0,,,0.0,,,81.88,308.31,872.59,92.94,,,92.94,,,0.0,0.0,0.0,0.0,,,0.0,,
050US38085,1.0,1.0,1.0,0.0,,,0.0,,,18.18,71.39,208.65,73.6,,,73.6,,,0.5,0.5,0.5,0.0,,,0.0,,
050US38099,5.0,2.0,,,,,5.0,2.0,,17.7,84.0,,,,,17.7,84.0,,0.83,0.33,,,,,0.83,0.33,
050US39035,447.0,446.0,332.0,434.0,171.0,,447.0,377.0,,3.31,7.4,20.52,14.52,43.64,,7.16,18.53,,1.0,1.0,0.74,0.97,0.38,,1.0,0.84,
050US39039,9.0,6.0,3.0,0.0,,,9.0,5.0,,7.98,24.25,71.04,60.73,,,10.79,35.92,,1.0,0.67,0.33,0.0,,,1.0,0.56,
050US39043,18.0,15.0,10.0,0.0,,,18.0,11.0,5.0,8.96,17.46,44.08,70.65,,,11.94,29.98,81.15,0.95,0.79,0.53,0.0,,,0.95,0.58,0.26
050US39125,3.0,0.0,,0.0,,,2.0,0.0,,26.48,85.92,,59.15,,,29.31,103.62,,0.6,0.0,,0.0,,,0.4,0.0,
050US40065,0.0,0.0,,0.0,,,,,,60.24,228.55,,78.0,,,,,,0.0,0.0,,0.0,,,,,
050US48103,0.0,0.0,,0.0,0.0,,0.0,,,42.04,302.26,,42.04,302.26,,67.31,,,0.0,0.0,,0.0,0.0,,0.0,,
050US48141,159.0,122.0,,150.0,,,158.0,113.0,,7.15,21.89,,15.7,,,8.99,29.59,,0.99,0.76,,0.93,,,0.98,0.7,
050US48151,2.0,1.0,1.0,0.0,,,0.0,,,13.02,44.76,133.92,71.7,,,111.46,,,1.0,0.5,0.5,0.0,,,0.0,,
050US48161,3.0,0.0,,0.0,,,0.0,,,35.79,153.43,,88.55,,,96.2,,,0.43,0.0,,0.0,,,0.0,,
050US48167,65.0,56.0,,64.0,10.0,,65.0,25.0,,7.14,20.23,,17.6,219.29,,13.76,48.95,,0.97,0.84,,0.96,0.15,,0.97,0.37,
050US48199,7.0,0.0,,7.0,0.0,,7.0,0.0,,31.0,205.13,,29.14,205.94,,31.0,215.83,,0.64,0.0,,0.64,0.0,,0.64,0.0,
050US48213,15.0,6.0,,1.0,,,4.0,0.0,,16.54,67.85,,58.0,,,39.43,157.01,,0.88,0.35,,0.06,,,0.24,0.0,
050US48229,0.0,0.0,,0.0,0.0,,0.0,0.0,,151.52,327.17,,161.62,434.08,,153.45,385.6,,0.0,0.0,,0.0,0.0,,0.0,0.0,
050US48241,8.0,4.0,,0.0,,,0.0,,,11.04,51.07,,61.98,,,60.16,,,1.0,0.5,,0.0,,,0.0,,
050US48245,69.0,57.0,,67.0,34.0,,62.0,,,7.52,22.55,,11.69,40.13,,20.23,,,0.95,0.78,,0.92,0.47,,0.85,,
050US48261,0.0,0.0,,0.0,,,0.0,0.0,,118.12,418.02,,131.78,,,136.04,1397.03,,0.0,0.0,,0.0,,,0.0,0.0,
050US48289,0.0,0.0,,0.0,,,0.0,,,58.23,240.74,,86.09,,,87.46,,,0.0,0.0,,0.0,,,0.0,,
050US48317,1.0,0.0,0.0,1.0,0.0,,1.0,0.0,,31.76,158.76,503.74,33.22,174.46,,31.76,155.14,,0.5,0.0,0.0,0.5,0.0,,0.5,0.0,
050US48333,0.0,0.0,,,,,0.0,0.0,,46.18,226.29,,,,,47.49,226.29,,0.0,0.0,,,,,0.0,0.0,
050US48347,12.0,9.0,,1.0,0.0,,,,,12.23,44.63,,37.29,198.07,,,,,0.92,0.69,,0.08,0.0,,,,
050US48361,21.0,7.0,3.0,13.0,0.0,,9.0,0.0,,14.15,56.59,409.08,28.6,739.02,,30.25,750.92,,1.0,0.33,0.14,0.62,0.0,,0.43,0.0,
050US48371,0.0,,,,,,,,,81.69,,,,,,,,,0.0,,,,,,,,
050US48395,2.0,0.0,,0.0,,,0.0,,,39.72,212.55,,46.39,,,46.39,,,0.4,0.0,,0.0,,,0.0,,
050US48423,41.0,24.0,,39.0,14.0,,0.0,,,9.0,34.78,,13.67,53.4,,67.28,,,1.0,0.59,,0.95,0.34,,0.0,,
050US48427,0.0,,,0.0,,,0.0,,,59.22,,,65.06,,,63.66,,,0.0,,,0.0,,,0.0,,
050US48457,4.0,2.0,2.0,0.0,,,0.0,,,14.04,84.84,251.05,59.57,,,66.03,,,0.8,0.4,0.4,0.0,,,0.0,,
050US48471,10.0,5.0,2.0,0.0,,,0.0,,,12.07,44.29,130.24,60.09,,,60.09,,,1.0,0.5,0.2,0.0,,,0.0,,
050US48475,0.0,,,0.0,,,0.0,,,47.91,,,47.91,,,75.04,,,0.0,,,0.0,,,0.0,,
050US48477,6.0,3.0,1.0,0.0,,,0.0,,,12.37,41.33,120.47,58.73,,,58.95,,,1.0,0.5,0.17,0.0,,,0.0,,
050US48499,3.0,0.0,,0.0,,,0.0,,,38.6,179.7,,54.9,,,70.05,,,0.3,0.0,,0.0,,,0.0,,
050US49001,0.0,0.0,,,,,0.0,,,69.64,313.66,,,,,71.72,,,0.0,0.0,,,,,0.0,,
050US49003,10.0,6.0,,3.0,0.0,,10.0,8.0,3.0,20.02,70.34,,40.76,168.58,,13.6,42.28,122.91,0.91,0.55,,0.27,0.0,,0.91,0.73,0.27
050US49011,54.0,53.0,31.0,54.0,34.0,6.0,54.0,52.0,21.0,3.58,9.35,25.79,8.56,26.32,76.83,5.01,13.93,38.92,1.0,0.98,0.57,1.0,0.63,0.11,1.0,0.96,0.39
050US40073,3.0,1.0,1.0,0.0,0.0,,0.0,0.0,,19.1,65.83,194.51,65.63,279.77,,57.8,264.42,,0.75,0.25,0.25,0.0,0.0,,0.0,0.0,
050US40079,11.0,4.0,2.0,2.0,,,4.0,,,14.28,54.87,162.97,55.78,,,45.44,,,0.92,0.33,0.17,0.17,,,0.33,,
050US40145,22.0,7.0,3.0,16.0,4.0,,21.0,3.0,,9.99,32.84,94.19,20.36,122.34,,17.07,70.29,,1.0,0.32,0.14,0.73,0.18,,0.95,0.14,
050US41005,73.0,60.0,,67.0,18.0,,78.0,54.0,,10.51,32.37,,19.15,62.31,,10.47,29.59,,0.91,0.75,,0.84,0.22,,0.98,0.68,
050US41021,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,76.2,255.61,768.2,120.42,,,97.09,457.12,1422.74,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
050US41033,15.0,8.0,7.0,12.0,5.0,,12.0,5.0,,11.83,49.97,150.39,19.19,74.03,,19.19,74.03,,0.94,0.5,0.44,0.75,0.31,,0.75,0.31,
050US41035,16.0,13.0,9.0,,,,15.0,,,16.92,53.58,157.71,,,,22.46,,,0.8,0.65,0.45,,,,0.75,,
050US41039,83.0,67.0,,70.0,,,81.0,54.0,,7.74,24.57,,20.49,,,11.08,36.27,,0.95,0.77,,0.8,,,0.93,0.62,
050US41043,18.0,13.0,,0.0,,,19.0,14.0,5.0,13.24,42.58,,44.93,,,10.3,32.07,96.69,0.86,0.62,,0.0,,,0.9,0.67,0.24
050US41051,171.0,169.0,137.0,171.0,139.0,,171.0,168.0,101.0,3.09,6.66,18.42,9.17,22.06,,4.35,9.53,26.11,1.0,0.99,0.8,1.0,0.81,,1.0,0.98,0.59
050US41055,1.0,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,149.6,,,56.7,199.18,602.74,1.0,1.0,1.0,0.0,,,0.0,0.0,0.0
050US41061,7.0,5.0,4.0,0.0,,,6.0,3.0,,9.87,38.62,110.93,74.46,,,16.42,53.53,,0.88,0.62,0.5,0.0,,,0.75,0.38,
050US42005,18.0,9.0,4.0,10.0,3.0,,17.0,7.0,,13.39,35.13,105.89,30.19,94.06,,16.28,47.24,,0.95,0.47,0.21,0.53,0.16,,0.89,0.37,
050US42029,116.0,88.0,36.0,115.0,30.0,,116.0,80.0,,6.87,19.6,56.91,16.21,50.3,,8.74,26.48,,1.0,0.76,0.31,0.99,0.26,,1.0,0.69,
050US42035,8.0,5.0,,1.0,0.0,,8.0,4.0,,13.98,48.65,,45.34,191.89,,14.35,51.28,,0.89,0.56,,0.11,0.0,,0.89,0.44,
050US42059,8.0,3.0,2.0,1.0,0.0,,8.0,4.0,3.0,14.86,48.55,142.92,39.38,149.04,,11.93,43.41,127.35,0.89,0.33,0.22,0.11,0.0,,0.89,0.44,0.33
050US42067,3.0,1.0,,0.0,0.0,,1.0,0.0,,24.33,73.01,,66.86,328.42,,39.15,139.09,,0.6,0.2,,0.0,0.0,,0.2,0.0,
050US42091,211.0,205.0,135.0,211.0,83.0,,211.0,180.0,61.0,3.54,9.05,25.55,11.88,36.13,,6.27,16.99,48.37,1.0,0.97,0.64,1.0,0.39,,1.0,0.85,0.29
050US42111,19.0,8.0,5.0,6.0,1.0,,18.0,7.0,6.0,14.64,43.56,129.02,34.91,134.54,,15.01,43.82,129.11,0.9,0.38,0.24,0.29,0.05,,0.86,0.33,0.29
050US45005,3.0,1.0,1.0,0.0,,,0.0,,,11.44,37.23,110.71,88.7,,,64.18,,,1.0,0.33,0.33,0.0,,,0.0,,
050US45019,82.0,83.0,46.0,77.0,31.0,,79.0,49.0,,6.56,10.31,91.21,14.22,60.89,,10.94,40.32,,0.95,0.97,0.53,0.9,0.36,,0.92,0.57,
050US45025,10.0,1.0,,2.0,0.0,,4.0,0.0,,19.88,88.92,,41.97,169.44,,33.79,141.06,,1.0,0.1,,0.2,0.0,,0.4,0.0,
050US45043,14.0,12.0,,2.0,,,10.0,8.0,,10.91,17.97,,50.6,,,23.42,199.15,,0.93,0.8,,0.13,,,0.67,0.53,
050US45063,68.0,42.0,,56.0,14.0,,68.0,24.0,,12.58,37.61,,20.83,78.54,,16.23,55.89,,0.92,0.57,,0.76,0.19,,0.92,0.32,
050US45077,28.0,17.0,8.0,25.0,7.0,,26.0,8.0,,8.65,25.57,73.49,17.98,58.69,,16.62,53.87,,1.0,0.61,0.29,0.89,0.25,,0.93,0.29,
050US45091,45.0,27.0,,42.0,11.0,,44.0,10.0,,11.33,35.93,,16.48,54.65,,17.35,53.68,,0.98,0.59,,0.91,0.24,,0.96,0.22,
050US46073,1.0,1.0,1.0,,,,0.0,,,0.0,0.0,0.0,,,,178.23,,,1.0,1.0,1.0,,,,0.0,,
050US46093,3.0,1.0,1.0,,,,3.0,1.0,1.0,30.57,121.4,346.15,,,,20.28,103.41,424.36,0.6,0.2,0.2,,,,0.6,0.2,0.2
050US46095,0.0,0.0,0.0,,,,0.0,0.0,0.0,54.76,221.19,662.36,,,,54.76,221.19,662.36,0.0,0.0,0.0,,,,0.0,0.0,0.0
050US46123,0.0,,,,,,2.0,2.0,1.0,97.22,,,,,,7.48,13.84,40.27,0.0,,,,,,1.0,1.0,0.5
050US47001,17.0,11.0,6.0,5.0,0.0,,17.0,9.0,3.0,9.43,31.24,86.21,34.09,164.92,,13.16,43.39,121.71,0.94,0.61,0.33,0.28,0.0,,0.94,0.5,0.17
050US47003,9.0,4.0,2.0,0.0,,,3.0,0.0,,13.0,40.97,120.83,66.07,,,32.45,111.8,,1.0,0.44,0.22,0.0,,,0.33,0.0,
050US47005,0.0,0.0,,0.0,,,0.0,0.0,,38.15,168.4,,77.29,,,59.27,244.69,,0.0,0.0,,0.0,,,0.0,0.0,
050US47019,16.0,10.0,2.0,7.0,0.0,,15.0,3.0,,11.75,37.08,107.79,33.84,134.51,,21.08,73.86,,0.94,0.59,0.12,0.41,0.0,,0.88,0.18,
050US47029,8.0,3.0,2.0,0.0,,,5.0,0.0,,16.2,59.59,230.69,65.91,,,32.78,133.12,,0.89,0.33,0.22,0.0,,,0.56,0.0,
050US47049,4.0,2.0,2.0,0.0,,,1.0,0.0,,8.78,59.16,179.57,96.0,,,42.46,201.83,,1.0,0.5,0.5,0.0,,,0.25,0.0,
050US47063,12.0,7.0,1.0,0.0,,,12.0,6.0,2.0,10.44,30.13,86.86,53.07,,,10.2,31.5,91.05,1.0,0.58,0.08,0.0,,,1.0,0.5,0.17
050US47073,12.0,4.0,2.0,3.0,,,12.0,3.0,2.0,14.07,56.83,170.9,45.98,,,15.23,55.56,168.39,0.92,0.31,0.15,0.23,,,0.92,0.23,0.15
050US47081,4.0,1.0,1.0,0.0,,,3.0,1.0,1.0,26.1,83.59,257.32,55.96,,,28.94,91.44,273.65,0.67,0.17,0.17,0.0,,,0.5,0.17,0.17
050US47097,0.0,0.0,,2.0,0.0,,2.0,0.0,,61.92,486.19,,36.89,195.71,,38.22,195.48,,0.0,0.0,,0.22,0.0,,0.22,0.0,
050US47121,1.0,0.0,0.0,0.0,,,3.0,1.0,1.0,32.56,111.16,407.69,67.98,,,15.29,55.52,164.95,0.33,0.0,0.0,0.0,,,1.0,0.33,0.33
050US47149,49.0,39.0,18.0,5.0,,,48.0,27.0,,6.55,17.54,50.83,41.93,,,10.74,29.99,,1.0,0.8,0.37,0.1,,,0.98,0.55,
050US47173,2.0,0.0,,1.0,0.0,,3.0,1.0,1.0,33.48,100.36,,44.22,161.22,,15.76,43.55,129.39,0.5,0.0,,0.25,0.0,,0.75,0.25,0.25
050US48007,6.0,0.0,,0.0,,,0.0,,,21.02,79.21,,38.9,,,45.77,,,1.0,0.0,,0.0,,,0.0,,
050US25001,56.0,46.0,23.0,37.0,8.0,,46.0,27.0,,6.94,20.97,53.82,25.81,86.32,,16.91,54.6,,0.98,0.81,0.4,0.65,0.14,,0.81,0.47,
050US25013,103.0,94.0,65.0,101.0,65.0,,102.0,92.0,41.0,3.69,10.23,29.04,9.26,30.57,,5.77,15.62,43.55,1.0,0.91,0.63,0.98,0.63,,0.99,0.89,0.4
050US25025,204.0,204.0,187.0,204.0,189.0,107.0,204.0,203.0,166.0,1.89,4.57,11.35,5.16,14.19,36.36,3.14,7.94,19.77,1.0,1.0,0.92,1.0,0.93,0.52,1.0,1.0,0.81
050US26033,10.0,8.0,,,,,11.0,9.0,,34.43,98.71,,,,,29.12,82.95,,0.62,0.5,,,,,0.69,0.56,
050US26053,7.0,4.0,2.0,,,,0.0,,,15.51,57.64,165.81,,,,74.36,,,0.88,0.5,0.25,,,,0.0,,
050US26063,12.0,4.0,4.0,0.0,,,7.0,2.0,,16.16,53.08,146.51,109.97,,,27.08,92.7,,0.92,0.31,0.31,0.0,,,0.54,0.15,
050US26097,2.0,,,,,,0.0,,,39.84,,,,,,62.25,,,0.33,,,,,,0.0,,
050US26115,39.0,24.0,9.0,38.0,11.0,,39.0,19.0,,8.79,26.23,74.88,16.33,53.98,,12.13,38.05,,1.0,0.62,0.23,0.97,0.28,,1.0,0.49,
050US13283,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,28.86,113.62,406.8,36.76,130.4,421.47,38.42,155.49,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
050US13289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,30.99,125.31,378.15,37.4,145.23,487.89,37.4,168.66,,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
050US13313,18.0,12.0,4.0,16.0,0.0,,18.0,7.0,1.0,10.22,25.86,75.8,23.83,81.56,,13.0,37.64,111.34,1.0,0.67,0.22,0.89,0.0,,1.0,0.39,0.06
050US13317,0.0,0.0,,0.0,,,0.0,,,60.49,266.91,,66.06,,,69.47,,,0.0,0.0,,0.0,,,0.0,,
050US15001,,,,,,,,,,,,,,,,,,,,,,,,,,,
050US15009,,,,,,,,,,,,,,,,,,,,,,,,,,,
050US16059,0.0,0.0,,,,,0.0,0.0,,152.2,928.16,,,,,149.94,600.25,,0.0,0.0,,,,,0.0,0.0,
050US16073,2.0,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,38.26,134.6,402.25,61.4,238.96,,30.65,109.28,326.11,0.67,0.0,0.0,0.0,0.0,,0.67,0.33,0.33
050US16083,13.0,8.0,,,,,0.0,,,12.06,44.58,,,,,54.61,,,0.93,0.57,,,,,0.0,,
050US16087,2.0,0.0,0.0,0.0,,,2.0,0.0,,29.82,125.21,782.51,85.19,,,33.36,152.74,,0.67,0.0,0.0,0.0,,,0.67,0.0,
050US17027,3.0,0.0,,0.0,,,1.0,0.0,,31.93,121.25,,64.74,,,35.87,123.11,,0.38,0.0,,0.0,,,0.12,0.0,
050US17031,1319.0,1315.0,1055.0,1319.0,1066.0,,1319.0,1311.0,837.0,2.87,6.56,17.8,6.61,18.9,,3.91,9.44,25.98,1.0,1.0,0.8,1.0,0.81,,1.0,0.99,0.63
050US17047,0.0,0.0,,0.0,,,0.0,0.0,,39.81,158.86,,70.7,,,42.88,166.0,,0.0,0.0,,0.0,,,0.0,0.0,
050US49029,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,30.96,171.21,464.12,38.08,185.93,,31.14,181.21,493.66,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
050US49035,212.0,210.0,152.0,212.0,123.0,,212.0,199.0,114.0,2.91,7.01,18.38,9.49,30.41,,4.27,11.61,30.48,1.0,0.99,0.72,1.0,0.58,,1.0,0.94,0.54
050US49043,12.0,7.0,5.0,2.0,,,11.0,3.0,,11.89,36.96,108.59,46.31,,,24.25,100.21,,0.92,0.54,0.38,0.15,,,0.85,0.23,
050US49049,127.0,116.0,,123.0,55.0,,127.0,116.0,66.0,4.72,12.48,,13.97,54.35,,4.98,13.08,35.97,0.99,0.91,,0.96,0.43,,0.99,0.91,0.52
050US51015,12.0,3.0,3.0,9.0,0.0,,11.0,1.0,,16.78,54.31,161.36,25.29,87.73,,20.65,67.92,,0.92,0.23,0.23,0.69,0.0,,0.85,0.08,
050US51037,0.0,0.0,,0.0,,,0.0,,,47.39,170.51,,75.29,,,76.44,,,0.0,0.0,,0.0,,,0.0,,
050US51051,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,27.89,98.84,288.36,67.34,291.14,,42.2,176.35,530.1,0.75,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
050US51053,5.0,3.0,,2.0,0.0,,5.0,1.0,,18.9,68.79,,38.36,138.17,,24.59,109.79,,0.71,0.43,,0.29,0.0,,0.71,0.14,
050US51069,14.0,8.0,4.0,13.0,1.0,1.0,14.0,3.0,,8.54,32.99,97.18,16.93,70.07,205.24,14.28,64.11,,1.0,0.57,0.29,0.93,0.07,0.07,1.0,0.21,
050US51073,8.0,8.0,5.0,8.0,1.0,1.0,2.0,3.0,,12.13,8.3,52.72,14.44,52.21,127.67,37.63,533.01,,1.0,1.0,0.62,1.0,0.12,0.12,0.25,0.38,
050US51085,23.0,8.0,5.0,20.0,0.0,,22.0,0.0,,10.87,35.1,101.97,22.82,81.68,,18.84,64.25,,1.0,0.35,0.22,0.87,0.0,,0.96,0.0,
050US51099,5.0,2.0,0.0,0.0,0.0,,3.0,0.0,,25.15,56.3,379.82,38.94,210.2,,29.48,191.96,,1.0,0.4,0.0,0.0,0.0,,0.6,0.0,
050US51125,1.0,0.0,,0.0,0.0,,0.0,0.0,0.0,37.5,157.73,,47.94,223.0,,34.91,160.89,475.08,0.33,0.0,,0.0,0.0,,0.0,0.0,0.0
050US51131,4.0,4.0,2.0,0.0,,,0.0,0.0,,11.48,0.0,201.01,62.3,,,43.92,247.84,,1.0,1.0,0.5,0.0,,,0.0,0.0,
050US51137,3.0,0.0,0.0,0.0,0.0,,3.0,0.0,,27.57,112.46,345.91,44.95,186.97,,31.3,134.86,,0.6,0.0,0.0,0.0,0.0,,0.6,0.0,
050US51145,5.0,2.0,2.0,0.0,0.0,,5.0,1.0,1.0,13.28,40.36,116.53,38.51,162.77,,16.3,65.51,189.3,1.0,0.4,0.4,0.0,0.0,,1.0,0.2,0.2
050US51149,7.0,2.0,2.0,5.0,1.0,,7.0,1.0,0.0,10.82,33.17,94.28,22.56,72.2,,14.31,42.84,122.94,1.0,0.29,0.29,0.71,0.14,,1.0,0.14,0.0
050US51161,18.0,14.0,7.0,18.0,3.0,,18.0,10.0,2.0,6.15,17.39,50.71,18.23,54.52,,9.59,27.85,79.28,1.0,0.78,0.39,1.0,0.17,,1.0,0.56,0.11
050US51177,26.0,13.0,,21.0,1.0,,25.0,8.0,,14.73,47.92,,24.65,83.33,,17.77,56.5,,0.87,0.43,,0.7,0.03,,0.83,0.27,
050US51185,10.0,4.0,2.0,0.0,,,2.0,1.0,,16.33,65.97,189.2,89.89,,,29.96,104.49,,0.91,0.36,0.18,0.0,,,0.18,0.09,
050US51199,15.0,1.0,12.0,15.0,1.0,,14.0,5.0,,8.52,45.44,21.58,14.46,46.07,,14.62,40.0,,1.0,0.07,0.8,1.0,0.07,,0.93,0.33,
050US53005,36.0,28.0,17.0,0.0,,,36.0,23.0,,6.85,20.14,60.83,82.48,,,9.72,29.43,,0.97,0.76,0.46,0.0,,,0.97,0.62,
050US53007,13.0,9.0,8.0,,,,13.0,8.0,7.0,10.78,29.53,90.49,,,,12.36,35.64,107.12,0.93,0.64,0.57,,,,0.93,0.57,0.5
050US53009,20.0,15.0,12.0,14.0,,,17.0,,,7.33,24.5,70.7,31.73,,,23.58,,,0.91,0.68,0.55,0.64,,,0.77,,
050US53015,24.0,19.0,12.0,22.0,14.0,,23.0,17.0,,6.97,19.6,58.24,12.96,43.97,,9.32,29.52,,1.0,0.79,0.5,0.92,0.58,,0.96,0.71,
050US53025,10.0,7.0,,,,,10.0,5.0,,21.04,76.68,,,,,27.63,98.5,,0.62,0.44,,,,,0.62,0.31,
050US53031,6.0,5.0,5.0,0.0,,,4.0,,,28.29,68.76,284.58,90.15,,,51.27,,,0.75,0.62,0.62,0.0,,,0.5,,
050US53037,7.0,5.0,5.0,0.0,,,7.0,5.0,4.0,9.63,27.05,84.05,58.9,,,10.69,30.53,94.19,0.88,0.62,0.62,0.0,,,0.88,0.62,0.5
050US53043,3.0,2.0,2.0,0.0,,,0.0,0.0,,17.8,53.42,150.22,79.97,,,72.32,272.91,,0.75,0.5,0.5,0.0,,,0.0,0.0,
050US12077,1.0,0.0,0.0,0.0,,,0.0,0.0,,28.36,118.93,340.03,65.67,,,47.82,193.95,,0.5,0.0,0.0,0.0,,,0.0,0.0,
