HEROP_ID,PcpPer100k,SpPer100k
050US21161,93.28,157.41
050US21163,21.18,0.0
050US21165,31.23,0.0
050US21167,55.77,41.83
050US21169,19.99,19.99
050US21171,37.62,112.85
050US21173,61.24,57.64
050US21175,45.16,0.0
050US21177,41.83,54.7
050US21179,39.66,96.94
050US21181,28.17,56.34
050US21183,24.93,54.01
050US21185,50.48,65.78
050US21187,46.55,0.0
050US21189,22.41,0.0
050US21191,20.66,20.66
050US21193,159.75,178.33
050US21195,92.59,162.03
050US21197,24.35,16.23
050US21199,70.15,126.28
050US21201,0.0,0.0
050US21203,47.54,11.89
050US21205,122.45,163.27
050US21207,56.31,28.15
050US21209,41.11,50.45
050US21211,34.2,36.34
050US21213,44.29,38.75
050US21215,5.48,0.0
050US21217,78.43,86.27
050US21219,16.19,0.0
050US21221,20.91,34.86
050US21223,23.16,11.58
050US21225,33.78,40.54
050US21227,65.65,132.88
050US21229,49.92,24.96
050US21231,92.19,33.97
050US21233,22.81,0.0
050US21235,66.5,96.98
050US21237,27.69,0.0
050US21239,49.81,68.97
050US22001,41.55,27.17
050US22003,35.07,19.48
050US22005,43.74,39.61
050US22007,22.01,13.21
050US22009,51.37,24.46
050US22011,51.67,46.23
050US22013,14.63,0.0
050US22015,35.68,59.46
050US22017,116.77,293.52
050US22019,58.45,106.9
050US22021,50.02,20.01
050US22023,14.56,14.56
050US22025,40.43,0.0
050US22027,43.34,18.57
050US22029,34.96,19.98
050US22031,14.7,11.02
050US22033,82.64,196.35
050US22035,83.04,0.0
050US22037,35.9,10.26
050US22039,65.41,47.57
050US22041,29.52,14.76
050US22043,4.47,0.0
050US22045,60.53,86.67
050US22047,36.41,36.41
050US22049,18.84,12.56
050US22051,84.54,235.24
050US22053,73.09,38.14
050US22055,89.55,185.35
050US22057,36.65,93.67
050US22059,33.45,26.76
050US22061,84.47,116.14
050US22063,16.65,6.52
050US22065,43.58,8.72
050US22067,50.02,65.4
050US22069,43.63,46.2
050US22071,81.36,234.06
050US22073,80.73,128.78
050US22075,21.39,29.95
050US22077,13.54,9.03
050US22079,96.54,163.44
050US22081,58.02,0.0
050US22083,58.61,58.61
050US22085,16.61,12.45
050US22087,13.13,19.7
050US22089,26.55,20.86
050US22091,48.03,0.0
050US22093,37.46,4.68
050US22095,46.03,69.05
050US22097,68.31,97.07
050US22099,22.32,11.16
050US22101,52.19,77.32
050US22103,65.85,174.94
050US22105,45.21,72.03
050US22107,0.0,0.0
050US22109,46.19,104.81
050US22111,4.45,8.9
050US22113,33.41,26.73
050US22115,41.17,58.82
050US22117,43.05,79.64
050US22119,52.99,47.94
050US22121,7.73,7.73
050US22123,44.72,0.0
050US22125,78.04,32.52
050US22127,20.7,34.5
050US23001,95.86,182.42
050US23003,112.79,123.04
050US23005,142.64,244.03
050US23007,119.92,103.27
050US23009,117.34,100.84
050US23011,129.99,157.97
050US23013,92.91,158.2
050US23015,120.35,93.93
050US23017,59.31,50.59
050US23019,124.55,210.22
050US23021,76.98,100.67
050US23023,62.36,45.36
050US23025,100.57,69.02
050US23027,55.81,96.4
050US23029,66.26,75.72
050US23031,74.35,97.49
050US24001,65.3,166.72
050US24003,75.74,113.62
050US24005,99.44,186.07
050US24009,55.99,87.83
050US24011,42.59,3.04
050US24013,66.86,96.7
050US24015,45.85,91.69
050US24017,55.81,67.86
050US24019,58.89,139.49
050US24021,55.54,107.86
050US24023,54.47,54.47
050US24025,66.53,82.86
050US24027,79.6,139.54
050US24029,61.25,132.7
050US24031,120.08,270.25
050US24033,56.94,85.85
050US24035,52.68,91.18
050US24037,41.24,58.28
050US24039,42.74,46.63
050US24041,110.18,282.17
050US24043,67.42,123.49
050US24045,67.53,184.98
050US24047,71.76,89.21
050US24510,143.16,406.7
050US25001,94.53,141.79
050US25003,104.45,197.13
050US25005,58.51,106.64
050US25007,92.42,75.09
050US25009,76.82,117.41
050US25011,69.08,108.55
050US25013,94.65,183.11
050US25015,111.69,124.1
050US25017,93.03,176.97
050US25019,45.04,36.03
050US25021,94.09,185.61
050US25023,65.8,96.85
050US25025,197.28,583.76
050US25027,103.61,154.94
050US26001,28.95,0.0
050US26003,54.38,0.0
050US26005,45.12,45.12
050US26007,94.37,178.25
050US26009,47.46,12.94
050US26011,65.94,19.78
050US26013,94.04,0.0
050US26015,28.31,29.97
050US26017,69.67,108.79
050US26019,39.88,22.79
050US26021,76.87,99.48
050US26023,48.18,61.95
050US26025,72.13,111.55
050US26027,33.04,21.38
050US26029,102.98,64.84
050US26031,62.85,86.42
050US26033,74.01,60.79
050US26035,35.93,19.6
050US26037,26.96,41.08
050US26039,108.41,144.55
050US26041,80.13,74.61
050US26043,121.24,203.36
050US26045,43.97,31.15
050US26047,133.18,323.86
050US26049,95.76,109.19
050US26051,35.59,27.68
050US26053,103.8,97.31
050US26055,146.06,248.51
050US26057,63.31,92.53
050US26059,37.09,32.73
050US26061,88.01,107.26
050US26063,76.09,88.77
050US26065,106.71,176.82
050US26067,32.72,24.93
050US26069,55.45,83.18
050US26071,53.51,71.35
050US26073,56.52,76.3
050US26075,62.3,103.2
050US26077,94.81,171.65
050US26079,51.54,131.71
050US26081,83.19,157.82
050US26083,0.0,46.95
050US26085,17.0,17.0
050US26087,43.08,54.42
050US26089,36.97,27.73
050US26091,42.65,76.16
050US26093,49.87,43.51
050US26095,125.71,47.14
050US26097,73.96,18.49
050US26099,75.63,103.83
050US26101,49.09,90.0
050US26103,119.51,213.63
050US26105,62.32,103.86
050US26107,43.92,53.16
050US26109,12.91,4.3
050US26111,77.95,119.92
050US26113,13.33,0.0
050US26115,34.74,47.43
050US26117,55.37,55.37
050US26119,53.99,21.6
050US26121,79.17,101.13
050US26123,49.85,72.7
050US26125,107.93,205.38
050US26127,45.43,15.14
050US26129,81.23,81.23
050US26131,67.02,33.51
050US26133,47.35,25.83
050US26135,0.0,0.0
050US26137,65.58,98.37
050US26139,40.84,61.26
050US26141,54.7,0.0
050US26143,29.32,25.13
050US26145,93.89,157.18
050US26147,55.15,99.02
050US26149,44.34,98.53
050US26151,41.09,50.75
050US26153,74.36,12.39
050US26155,46.72,46.72
050US26157,46.95,50.7
050US26159,59.78,42.51
050US26161,142.36,395.12
050US26163,81.75,138.75
050US26165,105.71,87.58
050US27001,107.36,18.95
050US27003,59.0,88.36
050US27005,85.87,47.38
050US27007,91.07,88.9
050US27009,5.03,5.03
050US27011,159.49,19.94
050US27013,90.47,155.3
050US27015,103.13,79.33
050US27017,84.41,25.32
050US27019,89.63,62.74
050US27021,58.58,6.89
050US27023,74.94,24.98
050US27025,84.05,74.92
050US27027,17.52,9.55
050US27029,68.09,11.35
050US27031,75.32,18.83
050US27033,70.35,26.38
050US27035,101.79,128.42
050US27037,62.17,56.43
050US27039,14.58,0.0
050US27041,83.33,91.39
050US27043,35.98,21.59
050US27045,9.57,0.0
050US27047,68.79,81.9
050US27049,86.55,56.26
050US27051,16.84,0.0
050US27053,111.29,222.02
050US27055,58.94,21.43
050US27057,71.9,28.76
050US27059,76.97,51.32
050US27061,92.91,46.46
050US27063,49.77,59.72
050US27065,74.98,12.5
050US27067,114.87,114.87
050US27069,0.0,0.0
050US27071,63.27,15.82
050US27073,44.29,29.53
050US27075,75.69,9.46
050US27077,52.51,0.0
050US27079,35.74,0.0
050US27081,52.57,17.52
050US27083,61.92,61.92
050US27085,100.49,64.2
050US27087,36.32,0.0
050US27089,10.65,0.0
050US27091,90.16,105.19
050US27093,52.0,17.33
050US27095,116.6,15.55
050US27097,48.56,33.38
050US27099,60.6,58.08
050US27101,47.89,11.97
050US27103,76.96,26.64
050US27105,54.95,82.42
050US27107,15.25,15.25
050US27109,238.46,931.63
050US27111,81.05,60.35
050US27113,77.55,91.65
050US27115,44.63,17.17
050US27117,43.55,32.66
050US27119,69.64,15.83
050US27121,81.97,9.11
050US27123,97.14,153.28
050US27125,24.95,0.0
050US27127,71.75,13.05
050US27129,61.14,6.79
050US27131,74.51,41.06
050US27133,116.86,63.74
050US27135,77.61,12.93
050US27137,126.95,194.92
050US27139,47.43,37.66
050US27141,31.11,10.73
050US27143,33.53,0.0
050US27145,110.32,169.62
050US27147,103.61,57.26
050US27149,81.77,61.32
050US27151,42.5,0.0
050US27153,36.82,4.09
050US27155,29.97,0.0
050US27157,41.86,18.6
050US27159,175.88,73.28
050US27161,31.9,0.0
050US27163,78.95,85.66
050US27165,82.02,27.34
050US27167,47.3,15.77
050US27169,55.07,57.03
050US27171,48.21,41.43
050US27173,111.47,20.27
050US28001,69.74,82.42
050US28003,40.34,121.03
050US28005,16.04,0.0
050US28007,48.44,16.15
050US28009,0.0,12.12
050US28011,55.23,61.36
050US28013,34.31,0.0
050US28015,9.87,0.0
050US28017,57.87,5.79
050US28019,24.04,12.02
050US28021,43.86,10.96
050US28023,25.11,18.83
050US28025,40.39,50.48
050US28027,79.83,96.63
050US28029,41.78,6.96
050US28031,36.67,5.24
050US28033,31.23,73.24
050US28035,104.61,229.09
050US28037,64.46,0.0
050US28039,37.96,80.13
050US28041,0.0,0.0
050US28043,79.89,103.39
050US28045,30.01,30.01
050US28047,67.61,163.85
050US28049,104.64,301.11
050US28051,33.2,16.6
050US28053,58.55,23.42
050US28055,0.0,150.6
050US28057,25.55,0.0
050US28059,50.0,114.07
050US28061,18.15,0.0
050US28063,40.84,13.61
050US28065,17.4,0.0
050US28067,56.97,84.73
050US28069,19.79,9.89
050US28071,59.86,108.49
050US28073,60.43,161.7
050US28075,100.88,204.34
050US28077,71.26,31.67
050US28079,13.12,8.75
050US28081,82.44,189.6
050US28083,67.11,134.21
050US28085,37.76,69.7
050US28087,47.11,126.18
050US28089,56.04,81.16
050US28091,31.74,27.78
050US28093,8.38,8.38
050US28095,72.54,100.45
050US28097,68.64,0.0
050US28099,61.27,13.62
050US28101,55.75,13.94
050US28103,27.71,18.47
050US28105,34.36,64.67
050US28107,29.2,32.12
050US28109,34.45,25.39
050US28111,16.63,0.0
050US28113,62.91,145.96
050US28115,28.74,12.77
050US28117,51.26,23.66
050US28119,13.56,13.56
050US28121,58.19,132.9
050US28123,35.19,14.08
050US28125,66.5,22.17
050US28127,55.41,7.39
050US28129,18.68,24.9
050US28131,27.21,5.44
050US28133,33.92,11.31
050US28135,20.89,20.89
050US28137,38.61,14.04
050US28139,27.29,31.83
050US28141,61.61,10.27
050US28143,39.33,0.0
050US28145,59.95,49.37
050US28147,47.94,41.09
050US28149,63.73,93.47
050US28151,57.34,95.57
050US28153,34.28,34.28
050US28155,61.05,20.35
050US28157,44.49,44.49
050US28159,32.68,10.89
050US28161,16.1,16.1
050US28163,21.45,17.87
050US29001,138.2,138.2
050US29003,22.98,86.19
050US29005,37.95,0.0
050US29007,93.26,85.49
050US29009,76.07,22.54
050US29011,25.32,33.76
050US29013,24.43,0.0
050US29015,31.6,0.0
050US29017,0.0,0.0
050US29019,103.11,296.29
050US29021,65.11,144.82
050US29023,121.69,149.77
050US29025,0.0,0.0
050US29027,40.14,28.99
050US29029,57.65,104.22
050US29031,91.93,270.67
050US29033,45.23,45.23
050US29035,16.14,0.0
050US29037,30.19,68.17
050US29039,43.05,57.4
050US29041,13.25,0.0
050US29043,30.85,4.75
050US29045,44.12,0.0
050US29047,64.81,123.76
050US29049,68.38,19.54
050US29051,84.7,200.68
050US29053,22.7,5.67
050US29055,41.19,37.07
050US29057,39.53,0.0
050US29059,12.12,0.0
050US29061,12.05,12.05
050US29063,15.92,15.92
050US29065,45.15,6.45
050US29067,14.95,14.95
050US29069,59.16,49.3
050US29071,55.46,81.73
050US29073,74.6,6.78
050US29075,90.02,45.01
050US29077,100.89,206.64
050US29079,69.73,49.81
050US29081,58.45,11.69
050US29083,68.92,82.7
050US29085,0.0,10.67
050US29087,44.88,0.0
050US29089,29.66,9.89
050US29091,79.8,99.75
050US29093,19.57,19.57
050US29095,79.62,160.4
050US29097,45.29,109.86
050US29099,24.18,24.18
050US29101,55.88,46.56
050US29103,50.62,0.0
050US29105,73.22,47.88
050US29107,33.75,18.41
050US29109,70.8,41.96
050US29111,29.92,0.0
050US29113,21.6,14.4
050US29115,65.65,32.82
050US29117,59.7,39.8
050US29119,21.9,0.0
050US29121,32.78,0.0
050US29123,32.77,49.16
050US29125,56.28,11.26
050US29127,13.95,27.9
050US29129,27.29,0.0
050US29131,47.91,0.0
050US29133,29.1,7.27
050US29135,25.07,0.0
050US29137,23.11,0.0
050US29139,34.65,0.0
050US29141,24.83,0.0
050US29143,16.84,0.0
050US29145,103.09,201.02
050US29147,70.96,88.7
050US29149,9.35,0.0
050US29151,14.69,0.0
050US29153,10.83,0.0
050US29155,52.84,35.23
050US29157,52.23,52.23
050US29159,49.56,82.6
050US29161,89.31,91.54
050US29163,32.45,10.82
050US29165,42.5,63.75
050US29167,63.39,69.73
050US29169,45.64,22.82
050US29171,0.0,0.0
050US29173,234.9,401.29
050US29175,68.15,44.1
050US29177,39.43,17.52
050US29179,31.67,0.0
050US29181,58.42,7.3
050US29183,53.08,87.7
050US29185,63.95,0.0
050US29186,39.17,33.57
050US29187,85.92,91.95
050US29189,98.93,211.08
050US29195,69.26,30.3
050US29197,22.21,0.0
050US29199,81.67,122.5
050US29201,61.97,108.45
050US29203,24.25,12.13
050US29205,33.0,0.0
050US29207,67.77,10.17
050US29209,34.89,3.17
050US29211,31.66,31.66
050US29213,71.27,109.65
050US29215,23.37,23.37
050US29217,53.16,58.0
050US29219,8.85,5.9
050US29221,36.1,4.01
050US29223,30.06,7.51
050US29225,26.26,2.63
050US29227,0.0,0.0
050US29229,27.33,5.47
050US29510,110.51,359.81
050US30001,74.52,42.58
050US30003,89.71,29.9
050US30005,59.46,0.0
050US30007,34.28,51.42
050US30009,28.45,18.96
050US30011,0.0,0.0
050US30013,74.62,184.72
050US30015,0.0,0.0
050US30017,135.08,42.21
050US30019,57.05,0.0
050US30021,54.4,87.04
050US30023,87.91,76.92
050US30025,105.71,0.0
050US30027,106.45,88.71
050US30029,72.39,150.89
050US30031,73.52,115.54
050US30033,0.0,0.0
050US30035,73.0,14.6
050US30037,138.12,0.0
050US30039,30.59,61.18
050US30041,66.91,121.66
050US30043,16.98,67.92
050US30045,0.0,0.0
050US30047,87.32,50.38
050US30049,107.34,152.06
050US30051,131.58,0.0
050US30053,72.32,46.49
050US30055,0.0,0.0
050US30057,36.51,12.17
050US30059,50.81,0.0
050US30061,47.49,23.75
050US30063,89.67,194.86
050US30065,0.0,0.0
050US30067,73.86,61.55
050US30069,0.0,0.0
050US30071,24.25,0.0
050US30073,82.73,16.55
050US30075,0.0,0.0
050US30077,102.03,43.73
050US30079,0.0,0.0
050US30081,57.28,76.37
050US30083,52.82,52.82
050US30085,26.72,0.0
050US30087,43.24,0.0
050US30089,60.76,17.36
050US30091,55.96,0.0
050US30093,80.43,100.53
050US30095,31.88,10.63
050US30097,27.37,0.0
050US30099,0.0,0.0
050US30101,100.48,0.0
050US30103,0.0,0.0
050US30105,53.11,106.21
050US30107,0.0,0.0
050US30109,0.0,0.0
050US30111,81.11,224.95
050US31001,91.82,110.82
050US31003,78.47,0.0
050US31005,0.0,0.0
050US31007,0.0,0.0
050US31009,0.0,0.0
050US31011,131.75,0.0
050US31013,45.09,9.02
050US31015,146.91,0.0
050US31017,33.47,0.0
050US31019,85.66,173.36
050US31021,91.91,0.0
050US31023,49.58,0.0
050US31025,23.34,15.56
050US31027,23.47,0.0
050US31029,53.56,26.78
050US31031,69.08,17.27
050US31033,30.45,60.9
050US31035,0.0,0.0
050US31037,9.29,9.29
050US31039,44.49,11.12
050US31041,55.4,0.0
050US31043,19.69,19.69
050US31045,56.21,22.48
050US31047,54.61,21.0
050US31049,0.0,52.8
050US31051,0.0,0.0
050US31053,62.7,92.69
050US31055,90.99,214.06
050US31057,98.86,0.0
050US31059,89.7,0.0
050US31061,66.53,0.0
050US31063,38.33,0.0
050US31065,20.89,0.0
050US31067,74.09,41.68
050US31069,0.0,0.0
050US31071,50.63,0.0
050US31073,148.88,0.0
050US31075,0.0,0.0
050US31077,0.0,0.0
050US31079,70.1,96.18
050US31081,65.37,10.9
050US31083,0.0,0.0
050US31085,0.0,0.0
050US31087,0.0,0.0
050US31089,97.61,19.52
050US31091,144.72,0.0
050US31093,62.45,0.0
050US31095,69.56,0.0
050US31097,76.97,0.0
050US31099,76.31,0.0
050US31101,86.43,49.39
050US31103,0.0,0.0
050US31105,27.27,0.0
050US31107,47.28,0.0
050US31109,70.95,119.0
050US31111,67.73,138.29
050US31113,0.0,0.0
050US31115,0.0,0.0
050US31117,0.0,0.0
050US31119,68.25,164.94
050US31121,25.63,0.0
050US31123,20.66,0.0
050US31125,28.14,0.0
050US31127,71.39,42.83
050US31129,70.18,0.0
050US31131,56.62,0.0
050US31133,74.74,0.0
050US31135,172.0,34.4
050US31137,98.68,0.0
050US31139,55.89,13.97
050US31141,36.29,90.74
050US31143,38.06,0.0
050US31145,64.78,18.51
050US31147,62.43,0.0
050US31149,74.07,0.0
050US31151,55.99,7.0
050US31153,48.22,37.57
050US31155,23.78,4.76
050US31157,74.47,176.53
050US31159,58.39,58.39
050US31161,76.42,38.21
050US31163,32.87,0.0
050US31165,0.0,0.0
050US31167,0.0,0.0
050US31169,78.46,0.0
050US31171,0.0,0.0
050US31173,42.02,56.02
050US31175,23.67,47.35
050US31177,29.68,9.89
050US31179,32.03,85.41
050US31181,112.01,28.0
050US31183,0.0,0.0
050US31185,72.47,36.23
050US32001,83.3,54.14
050US32003,51.74,95.44
050US32005,66.91,110.81
050US32007,49.76,86.12
050US32009,0.0,0.0
050US32011,0.0,0.0
050US32013,76.9,41.41
050US32015,17.4,0.0
050US32017,38.65,0.0
050US32019,24.46,9.41
050US32021,89.93,0.0
050US32023,48.05,20.59
050US32027,0.0,0.0
050US32029,202.99,431.36
050US32031,65.93,147.84
050US32033,71.89,92.43
050US32510,78.95,196.45
050US33001,61.02,138.52
050US33003,66.89,121.24
050US33005,74.74,110.15
050US33007,131.09,127.97
050US33009,208.22,497.71
050US33011,98.52,145.71
050US33013,110.4,161.26
050US33015,71.45,112.41
050US33017,76.42,127.11
050US33019,55.65,67.25
050US34001,74.85,167.2
050US34003,87.74,218.71
050US34005,78.41,138.45
050US34007,94.41,190.59
050US34009,60.83,85.37
050US34011,58.02,97.13
050US34013,87.2,206.66
050US34015,69.79,114.49
050US34017,63.26,83.6
050US34019,103.16,134.35
050US34021,99.79,209.89
050US34023,84.19,167.78
050US34025,92.72,185.28
050US34027,92.03,196.61
050US34029,59.3,110.99
050US34031,71.03,126.18
050US34033,64.73,101.05
050US34035,95.71,163.55
050US34037,50.6,78.01
050US34039,72.5,147.54
050US34041,71.5,120.42
050US35001,99.01,190.65
050US35003,56.51,0.0
050US35005,71.8,100.83
050US35006,55.6,18.53
050US35007,56.67,56.67
050US35009,63.75,59.76
050US35011,0.0,0.0
050US35013,55.73,83.59
050US35015,62.68,59.2
050US35017,89.09,117.6
050US35019,68.46,0.0
050US35021,0.0,0.0
050US35023,22.88,22.88
050US35025,42.78,39.93
050US35027,51.33,128.32
050US35028,174.33,141.64
050US35029,37.09,57.7
050US35031,104.33,107.07
050US35033,0.0,0.0
050US35035,56.28,54.76
050US35037,71.66,23.89
050US35039,61.06,50.88
050US35041,26.15,26.15
050US35043,56.83,34.81
050US35045,57.28,87.09
050US35047,107.01,89.18
050US35049,108.11,180.64
050US35051,80.83,62.86
050US35053,58.82,47.06
050US35055,88.18,76.02
050US35057,0.0,0.0
050US35059,71.86,71.86
050US35061,23.7,5.27
050US36001,109.62,294.38
050US36003,31.9,27.64
050US36005,81.37,127.76
050US36007,84.36,146.6
050US36009,56.64,93.97
050US36011,35.96,79.62
050US36013,57.85,71.73
050US36015,72.31,192.44
050US36017,57.91,51.71
050US36019,70.55,157.19
050US36021,60.74,105.06
050US36023,60.26,74.81
050US36025,54.94,30.77
050US36027,80.3,160.26
050US36029,78.92,162.41
050US36031,47.68,39.73
050US36033,82.85,63.13
050US36035,52.1,63.26
050US36037,44.74,77.44
050US36039,44.1,39.9
050US36041,43.72,0.0
050US36043,67.19,49.6
050US36045,55.05,113.59
050US36047,81.02,122.16
050US36049,63.63,44.91
050US36051,51.64,50.07
050US36053,50.45,70.07
050US36055,101.44,185.02
050US36057,74.86,103.18
050US36059,104.82,255.94
050US36061,155.96,543.59
050US36063,51.96,77.94
050US36065,69.76,124.79
050US36067,88.32,213.04
050US36069,81.3,169.91
050US36071,81.96,150.97
050US36073,24.29,36.43
050US36075,41.98,50.38
050US36077,126.15,327.0
050US36079,71.67,137.28
050US36081,71.57,102.98
050US36083,61.47,90.95
050US36085,79.52,153.34
050US36087,81.25,159.72
050US36089,61.15,92.19
050US36091,62.01,99.39
050US36093,72.96,118.15
050US36095,38.26,22.32
050US36097,77.81,55.58
050US36099,43.34,8.67
050US36101,78.41,87.69
050US36103,73.73,175.68
050US36105,49.19,82.43
050US36107,30.58,16.31
050US36109,82.55,126.26
050US36111,78.08,95.37
050US36113,110.11,218.67
050US36115,46.9,9.7
050US36117,48.43,31.92
050US36119,102.91,247.31
050US36121,49.3,39.44
050US36123,63.98,51.98
050US37001,59.16,74.73
050US37003,24.25,16.16
050US37005,109.36,36.45
050US37007,51.37,27.66
050US37009,48.53,22.4
050US37011,45.71,22.86
050US37013,65.62,78.32
050US37015,30.54,10.18
050US37017,41.45,14.8
050US37019,44.14,50.45
050US37021,121.82,226.35
050US37023,62.42,122.61
050US37025,85.88,119.14
050US37027,42.8,63.59
050US37029,0.0,19.14
050US37031,72.55,108.82
050US37033,13.19,8.79
050US37035,68.91,153.13
050US37037,55.88,80.24
050US37039,57.83,54.21
050US37041,84.48,98.56
050US37043,18.5,27.74
050US37045,62.78,85.43
050US37047,42.63,55.07
050US37049,77.61,164.92
050US37051,89.43,124.36
050US37053,7.75,15.51
050US37055,50.36,95.13
050US37057,37.65,43.12
050US37059,35.72,38.1
050US37061,35.56,10.16
050US37063,105.07,294.66
050US37065,41.25,41.25
050US37067,90.7,235.75
050US37069,16.95,21.57
050US37071,64.64,102.96
050US37073,8.65,0.0
050US37075,35.06,0.0
050US37077,49.26,84.93
050US37079,19.04,0.0
050US37081,69.14,135.41
050US37083,57.99,75.38
050US37085,26.08,29.15
050US37087,74.46,109.21
050US37089,79.21,113.53
050US37091,62.1,78.67
050US37093,24.42,18.78
050US37095,18.54,18.54
050US37097,66.08,107.23
050US37099,87.56,104.13
050US37101,31.91,26.68
050US37103,61.89,61.89
050US37105,64.86,68.19
050US37107,54.17,94.36
050US37109,50.34,52.8
050US37111,39.9,50.99
050US37113,98.81,116.25
050US37115,42.05,0.0
050US37117,43.38,52.05
050US37119,75.97,146.92
050US37121,93.09,93.09
050US37123,29.26,87.79
050US37125,75.29,189.27
050US37127,65.96,113.83
050US37129,79.83,189.54
050US37131,9.91,4.95
050US37133,41.26,70.13
050US37135,152.51,491.12
050US37137,39.24,0.0
050US37139,65.86,167.18
050US37141,22.03,13.55
050US37143,7.43,14.86
050US37145,35.62,73.78
050US37147,82.31,234.54
050US37149,58.66,73.32
050US37151,49.66,43.37
050US37153,53.11,64.17
050US37155,47.21,59.95
050US37157,44.92,61.36
050US37159,63.03,103.15
050US37161,58.62,73.65
050US37163,59.79,47.2
050US37165,79.41,87.91
050US37167,54.0,70.36
050US37169,26.14,8.71
050US37171,84.61,91.54
050US37173,112.25,7.02
050US37175,65.65,56.69
050US37177,0.0,0.0
050US37179,35.29,35.29
050US37181,62.95,60.7
050US37183,68.41,124.98
050US37185,14.98,0.0
050US37187,57.58,8.23
050US37189,57.28,133.05
050US37191,51.61,87.1
050US37193,45.28,46.74
050US37195,50.41,79.92
050US37197,29.2,7.96
050US37199,79.24,5.66
050US38001,297.75,127.61
050US38003,101.51,73.83
050US38005,29.04,0.0
050US38007,0.0,0.0
050US38009,45.53,0.0
050US38011,31.3,0.0
050US38013,0.0,0.0
050US38015,83.21,219.76
050US38017,107.92,201.49
050US38019,78.45,0.0
050US38021,80.48,100.6
050US38023,84.42,0.0
050US38025,0.0,0.0
050US38027,0.0,0.0
050US38029,89.5,29.83
050US38031,91.19,0.0
050US38033,0.0,0.0
050US38035,92.33,186.08
050US38037,42.02,0.0
050US38039,44.13,0.0
050US38041,0.0,0.0
050US38043,40.65,0.0
050US38045,24.39,0.0
050US38047,0.0,0.0
050US38049,16.87,16.87
050US38051,150.72,75.36
050US38053,7.98,0.0
050US38055,10.41,0.0
050US38057,70.01,23.34
050US38059,36.01,9.82
050US38061,39.4,0.0
050US38063,34.25,0.0
050US38065,108.87,0.0
050US38067,57.01,28.51
050US38069,71.26,23.75
050US38071,121.14,43.26
050US38073,18.65,37.31
050US38075,0.0,0.0
050US38077,67.53,61.39
050US38079,68.48,13.7
050US38081,0.0,0.0
050US38083,0.0,0.0
050US38085,0.0,0.0
050US38087,0.0,0.0
050US38089,58.3,58.3
050US38091,0.0,0.0
050US38093,75.96,75.96
050US38095,0.0,0.0
050US38097,0.0,24.94
050US38099,74.06,9.26
050US38101,76.77,150.65
050US38103,49.32,24.66
050US38105,46.97,64.59
050US39001,28.7,21.52
050US39003,68.51,169.82
050US39005,52.36,56.1
050US39007,50.95,59.1
050US39009,75.83,94.03
050US39011,48.05,41.5
050US39013,64.26,64.26
050US39015,45.79,38.92
050US39017,56.83,96.49
050US39019,39.89,7.25
050US39021,30.88,74.62
050US39023,57.69,80.62
050US39025,47.73,38.87
050US39027,71.61,85.93
050US39029,64.42,88.46
050US39031,51.95,46.48
050US39033,54.73,66.63
050US39035,110.47,268.63
050US39037,56.06,67.65
050US39039,73.15,83.6
050US39041,50.25,94.41
050US39043,70.54,117.12
050US39045,55.59,69.32
050US39047,45.38,31.42
050US39049,90.96,172.27
050US39051,47.28,37.82
050US39053,105.98,125.85
050US39055,76.63,73.43
050US39057,97.7,134.49
050US39059,50.92,94.21
050US39061,104.31,243.09
050US39063,68.7,133.44
050US39065,34.87,22.19
050US39067,26.13,39.2
050US39069,36.61,18.3
050US39071,60.46,23.25
050US39073,52.64,38.6
050US39075,38.76,29.64
050US39077,65.01,71.85
050US39079,73.79,79.94
050US39081,53.82,94.19
050US39083,49.01,68.61
050US39085,62.59,92.59
050US39087,39.59,39.59
050US39089,43.53,61.52
050US39091,52.97,55.18
050US39093,56.73,95.86
050US39095,91.36,201.91
050US39097,47.74,29.55
050US39099,91.75,141.95
050US39101,47.44,111.72
050US39103,56.42,60.93
050US39105,8.64,4.32
050US39107,39.21,71.07
050US39109,44.85,67.75
050US39111,28.39,0.0
050US39113,91.91,188.9
050US39115,27.21,0.0
050US39117,25.73,34.31
050US39119,70.87,132.44
050US39121,34.62,6.92
050US39123,54.04,39.3
050US39125,58.29,10.6
050US39127,27.79,2.78
050US39129,57.47,60.95
050US39131,77.98,31.9
050US39133,42.42,51.65
050US39135,24.27,12.13
050US39137,29.44,2.94
050US39139,51.93,99.73
050US39141,98.64,147.95
050US39143,70.83,74.2
050US39145,62.85,111.29
050US39147,30.64,52.28
050US39149,47.13,53.28
050US39151,69.88,127.72
050US39153,97.08,167.03
050US39155,66.9,81.27
050US39157,54.04,69.17
050US39159,55.7,52.11
050US39161,56.58,56.58
050US39163,22.88,0.0
050US39165,68.85,58.7
050US39167,79.12,98.89
050US39169,51.63,78.31
050US39171,62.27,73.1
050US39173,55.41,56.18
050US39175,81.42,76.9
050US40001,58.79,27.13
050US40003,17.07,0.0
050US40005,14.42,0.0
050US40007,55.4,0.0
050US40009,70.73,75.15
050US40011,62.28,20.76
050US40013,39.34,41.52
050US40015,30.67,3.41
050US40017,34.38,24.14
050US40019,57.84,115.69
050US40021,88.48,86.42
050US40023,47.02,13.44
050US40025,45.68,0.0
050US40027,43.0,89.62
050US40029,17.8,0.0
050US40031,89.75,117.49
050US40033,16.87,0.0
