HEROP_ID,FqhcCtTmDr,FqhcAvTmDr,FqhcTmDrP,HospCtTmDr,HospAvTmDr,HospTmDrP,MhCtTmDr,MhAvTmDr,MhTmDrP,SutpCtTmDr,SutpAvTmDr,SutpTmDrP,OpRxRt,OdMortRt,OdMortRtAv
050US46037,0.0,64.98,0.0,3.0,15.08,1.0,3.0,15.08,1.0,0.0,55.78,0.0,4.0,7.6,10.14
050US47061,3.0,20.82,0.75,1.0,38.29,0.25,1.0,39.6,0.25,1.0,40.47,0.25,22.4,56.3,27.16
050US47069,5.0,16.15,0.83,5.0,16.98,0.83,5.0,16.89,0.83,5.0,16.98,0.83,32.4,18.7,16.12
050US47071,6.0,11.82,1.0,6.0,15.64,1.0,6.0,13.03,1.0,6.0,11.82,1.0,123.0,56.2,29.24
050US29097,22.0,16.26,1.0,20.0,15.33,0.91,22.0,10.75,1.0,22.0,9.63,1.0,95.8,19.7,14.54
050US32029,1.0,0.0,1.0,0.0,32.77,0.0,0.0,35.09,0.0,0.0,32.44,0.0,29.9,31.4,28.24
050US39027,9.0,14.29,1.0,9.0,15.42,1.0,9.0,15.27,1.0,2.0,30.85,0.22,44.4,53.8,39.84
050US21091,1.0,33.36,0.33,3.0,20.33,1.0,3.0,10.61,1.0,3.0,10.61,1.0,2.6,20.2,19.74
050US12081,79.0,6.96,1.0,77.0,10.82,0.99,77.0,11.76,0.97,77.0,11.52,0.97,36.6,33.7,34.42
050US41037,1.0,66.74,0.5,1.0,79.26,0.5,0.0,140.3,0.0,1.0,43.21,0.5,44.4,28.8,20.28
050US48121,128.0,20.54,0.93,136.0,8.15,0.99,136.0,10.26,0.99,136.0,9.16,0.99,30.7,9.0,8.5
050US48133,1.0,44.0,0.2,3.0,23.32,0.6,0.0,77.97,0.0,3.0,23.32,0.6,14.5,9.8,15.62
050US48269,0.0,134.44,0.0,0.0,48.13,0.0,0.0,74.22,0.0,0.0,89.2,0.0,-9.0,12.7,16.38
050US48327,1.0,0.0,1.0,0.0,44.89,0.0,0.0,86.4,0.0,0.0,86.4,0.0,1.6,14.9,13.9
050US28101,1.0,29.94,0.2,2.0,27.97,0.4,3.0,19.46,0.6,2.0,30.03,0.4,15.3,12.5,13.4
050US29117,5.0,7.88,1.0,5.0,7.88,1.0,5.0,7.88,1.0,0.0,37.63,0.0,21.1,21.9,20.88
050US29121,4.0,15.06,0.8,4.0,13.91,0.8,3.0,34.26,0.6,4.0,29.07,0.8,31.2,12.3,16.52
050US46027,2.0,26.47,0.67,3.0,8.99,1.0,0.0,38.5,0.0,0.0,38.5,0.0,25.6,6.9,9.38
050US17055,11.0,14.26,0.92,12.0,16.38,1.0,11.0,14.45,0.92,11.0,14.45,0.92,29.0,34.7,25.26
050US16081,0.0,88.27,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,43.53,0.0,21.3,14.3,16.44
050US05079,3.0,14.57,0.75,2.0,33.65,0.5,4.0,12.76,1.0,3.0,17.15,0.75,11.1,17.6,17.18
050US20201,0.0,82.24,0.0,2.0,12.64,1.0,1.0,34.36,0.5,0.0,40.58,0.0,47.0,8.5,10.68
050US20205,2.0,31.84,0.5,4.0,11.14,1.0,1.0,41.9,0.25,4.0,16.87,1.0,109.1,26.4,20.5
050US48447,0.0,53.83,0.0,1.0,0.0,1.0,0.0,47.39,0.0,0.0,47.39,0.0,18.5,18.1,19.34
050US29139,4.0,19.06,1.0,1.0,36.37,0.25,0.0,46.88,0.0,4.0,19.06,1.0,33.4,30.4,25.62
050US47103,2.0,38.2,0.22,7.0,21.51,0.78,7.0,21.37,0.78,2.0,36.31,0.22,28.4,27.9,19.28
050US31121,2.0,30.76,0.67,3.0,11.75,1.0,1.0,30.71,0.33,1.0,30.71,0.33,39.0,13.0,10.56
050US31125,0.0,43.93,0.0,1.0,0.0,1.0,0.0,43.93,0.0,0.0,43.65,0.0,4.5,8.1,9.84
050US46135,5.0,8.14,1.0,5.0,6.1,1.0,5.0,8.2,1.0,5.0,6.1,1.0,50.0,10.7,10.42
050US05127,3.0,9.59,1.0,3.0,9.59,1.0,3.0,9.59,1.0,3.0,9.59,1.0,62.0,25.8,23.36
050US13199,3.0,12.52,0.75,3.0,19.72,0.75,3.0,20.65,0.75,4.0,20.74,1.0,35.0,20.4,16.46
050US21211,9.0,11.83,1.0,9.0,12.59,1.0,9.0,14.01,1.0,9.0,9.74,1.0,25.5,27.0,22.32
050US40091,6.0,9.95,1.0,1.0,36.69,0.17,6.0,9.95,1.0,6.0,15.54,1.0,10.7,30.3,28.74
050US19037,0.0,48.97,0.0,4.0,14.5,1.0,3.0,18.27,0.75,4.0,18.64,1.0,6.0,8.2,10.1
050US55141,8.0,23.77,0.47,16.0,10.12,0.94,17.0,7.53,1.0,9.0,23.69,0.53,47.4,20.2,12.56
050US30079,0.0,46.52,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,48.18,0.0,18.6,13.4,16.1
050US38019,0.0,71.74,0.0,2.0,3.92,1.0,0.0,71.74,0.0,0.0,63.42,0.0,31.0,9.5,12.2
050US38021,0.0,69.61,0.0,1.0,31.21,0.33,0.0,73.05,0.0,0.0,73.05,0.0,32.2,6.3,9.62
050US47027,2.0,13.43,1.0,2.0,13.43,1.0,1.0,26.64,0.5,0.0,31.7,0.0,32.5,53.7,38.88
050US47047,6.0,26.7,0.55,3.0,31.28,0.27,10.0,21.03,0.91,10.0,19.82,0.91,31.9,18.7,15.64
050US55027,13.0,23.21,0.65,19.0,14.65,0.95,18.0,12.7,0.9,18.0,14.14,0.9,29.7,30.3,20.64
050US21015,21.0,12.86,0.95,21.0,14.61,0.95,21.0,12.99,0.95,21.0,11.77,0.95,40.4,42.4,33.64
050US21087,4.0,14.0,1.0,4.0,14.0,1.0,4.0,14.0,1.0,4.0,14.0,1.0,24.7,17.2,23.44
050US20167,0.0,49.62,0.0,2.0,14.55,1.0,0.0,45.92,0.0,0.0,45.92,0.0,84.6,14.7,13.92
050US27035,0.0,153.89,0.0,11.0,21.24,0.69,11.0,20.18,0.69,11.0,18.75,0.69,33.3,15.8,13.32
050US18033,2.0,34.17,0.22,9.0,12.3,1.0,9.0,9.12,1.0,9.0,11.38,1.0,19.1,26.1,15.58
050US18039,36.0,8.54,1.0,36.0,9.57,1.0,36.0,10.78,1.0,36.0,8.1,1.0,41.2,15.1,13.54
050US36015,0.0,40.68,0.0,22.0,8.6,1.0,22.0,7.0,1.0,22.0,8.77,1.0,67.5,29.7,21.42
050US48305,2.0,26.7,0.67,3.0,12.38,1.0,3.0,26.64,1.0,1.0,31.63,0.33,11.9,13.0,14.9
050US13091,5.0,18.42,0.83,5.0,18.93,0.83,4.0,20.5,0.67,4.0,20.5,0.67,28.4,26.2,16.92
050US46033,0.0,68.47,0.0,2.0,14.91,1.0,0.0,48.18,0.0,2.0,14.91,1.0,29.9,13.6,15.02
050US36109,5.0,31.54,0.22,23.0,14.11,1.0,23.0,8.86,1.0,23.0,9.6,1.0,49.8,19.9,15.4
050US40085,2.0,31.1,0.67,3.0,10.22,1.0,2.0,31.1,0.67,2.0,31.1,0.67,126.2,36.4,27.56
050US37071,65.0,8.11,1.0,65.0,12.38,1.0,65.0,12.76,1.0,65.0,11.93,1.0,65.9,27.6,24.12
050US21019,13.0,12.07,1.0,13.0,9.02,1.0,13.0,5.56,1.0,13.0,3.86,1.0,93.7,74.2,51.22
050US12011,361.0,9.72,1.0,360.0,6.8,1.0,361.0,7.32,1.0,361.0,6.28,1.0,32.7,36.1,23.96
050US13119,4.0,19.96,0.8,5.0,16.58,1.0,2.0,30.34,0.4,5.0,16.58,1.0,37.5,33.1,26.34
050US19149,2.0,36.16,0.33,4.0,17.12,0.67,4.0,17.13,0.67,5.0,16.52,0.83,19.4,7.4,9.86
050US47023,3.0,7.25,1.0,1.0,31.52,0.33,3.0,7.25,1.0,3.0,7.25,1.0,43.5,20.5,19.5
050US08007,0.0,86.36,0.0,3.0,22.51,0.75,3.0,22.38,0.75,3.0,22.38,0.75,37.3,21.0,24.8
050US38083,1.0,0.0,1.0,0.0,83.38,0.0,0.0,110.87,0.0,0.0,103.07,0.0,3.0,7.8,10.06
050US20127,0.0,60.76,0.0,1.0,16.58,0.5,1.0,16.58,0.5,0.0,57.53,0.0,11.3,11.1,13.18
050US20129,0.0,71.25,0.0,1.0,0.0,1.0,0.0,71.25,0.0,0.0,80.28,0.0,102.8,15.6,18.36
050US20133,4.0,8.44,0.8,3.0,16.23,0.6,3.0,15.71,0.6,3.0,15.71,0.6,81.4,18.7,19.46
050US17013,0.0,62.42,0.0,0.0,48.47,0.0,0.0,64.18,0.0,0.0,62.8,0.0,5.6,22.7,20.28
050US12015,38.0,12.75,0.97,33.0,15.71,0.87,35.0,14.6,0.9,34.0,15.55,0.87,61.8,15.0,10.78
050US27017,4.0,26.77,0.57,6.0,14.45,0.86,5.0,20.62,0.71,5.0,14.72,0.71,26.5,21.3,15.78
050US31163,0.0,35.34,0.0,0.0,35.75,0.0,0.0,36.73,0.0,0.0,52.98,0.0,3.4,7.3,9.9
050US29141,4.0,9.84,0.8,0.0,51.13,0.0,2.0,31.73,0.4,2.0,31.73,0.4,6.3,15.8,17.66
050US29145,11.0,12.7,0.92,11.0,11.72,0.92,11.0,11.62,0.92,11.0,10.84,0.92,17.8,18.9,15.98
050US46031,1.0,63.51,0.5,1.0,59.05,0.5,0.0,153.1,0.0,1.0,59.05,0.5,4.6,14.6,13.42
050US36039,10.0,30.15,0.67,8.0,31.61,0.53,12.0,24.95,0.8,11.0,24.21,0.73,18.3,29.4,19.78
050US47083,0.0,43.89,0.0,3.0,8.7,1.0,0.0,50.56,0.0,3.0,8.7,1.0,57.8,60.8,28.02
050US55133,84.0,14.68,0.98,86.0,9.35,1.0,86.0,7.34,1.0,86.0,8.79,1.0,41.1,23.5,15.86
050US21009,10.0,3.48,1.0,10.0,12.89,1.0,10.0,11.73,1.0,10.0,11.04,1.0,78.3,20.5,18.26
050US29205,1.0,37.11,0.33,1.0,36.52,0.33,0.0,59.43,0.0,0.0,57.81,0.0,5.3,16.1,17.56
050US29211,3.0,10.68,1.0,3.0,10.68,1.0,3.0,10.68,1.0,0.0,42.16,0.0,63.2,16.7,16.56
050US48331,6.0,22.59,0.86,7.0,11.66,1.0,6.0,21.63,0.86,0.0,49.11,0.0,24.1,12.3,11.58
050US48363,0.0,56.26,0.0,7.0,14.6,0.78,7.0,14.6,0.78,7.0,17.59,0.78,25.6,19.8,17.64
050US36041,1.0,45.18,0.25,0.0,75.69,0.0,0.0,76.03,0.0,0.0,74.64,0.0,27.6,13.3,12.24
050US36093,43.0,6.86,1.0,43.0,7.86,1.0,43.0,6.5,1.0,43.0,6.43,1.0,29.2,20.2,15.52
050US28077,3.0,8.07,1.0,3.0,15.85,1.0,0.0,42.26,0.0,0.0,42.26,0.0,44.3,19.3,17.72
050US22089,13.0,8.03,1.0,13.0,16.56,1.0,13.0,15.04,1.0,13.0,15.04,1.0,12.0,35.5,23.26
050US22093,6.0,16.29,0.86,6.0,17.51,0.86,6.0,17.92,0.86,3.0,31.6,0.43,53.4,15.5,18.14
050US20187,0.0,30.66,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,105.8,12.3,16.58
050US23009,8.0,30.46,0.44,10.0,24.31,0.59,8.0,32.24,0.44,13.0,22.18,0.72,36.3,26.4,19.52
050US27049,1.0,52.25,0.1,10.0,12.05,1.0,8.0,20.65,0.8,10.0,14.51,1.0,20.2,12.2,10.28
050US13129,0.0,39.48,0.0,9.0,11.19,1.0,4.0,32.8,0.44,9.0,13.61,1.0,68.9,16.4,17.8
050US29007,7.0,12.44,1.0,5.0,15.4,0.71,6.0,15.11,0.86,6.0,13.58,0.86,26.4,16.6,16.98
050US42015,1.0,51.58,0.07,14.0,15.21,1.0,13.0,16.81,0.93,11.0,17.21,0.79,50.2,19.3,19.06
050US46029,0.0,61.03,0.0,7.0,8.09,1.0,7.0,7.19,1.0,7.0,7.64,1.0,37.2,7.6,10.52
050US28097,3.0,8.22,1.0,3.0,15.82,1.0,3.0,15.82,1.0,0.0,37.87,0.0,18.6,17.5,14.3
050US38009,0.0,58.49,0.0,2.0,19.95,0.67,0.0,50.26,0.0,0.0,50.29,0.0,17.0,9.1,12.2
050US38011,0.0,132.06,0.0,2.0,2.94,1.0,0.0,76.49,0.0,0.0,76.49,0.0,12.9,9.9,12.96
050US29215,3.0,8.62,0.75,1.0,27.39,0.25,0.0,61.9,0.0,2.0,23.28,0.5,26.6,33.1,19.5
050US29219,4.0,15.38,0.8,3.0,27.73,0.6,2.0,30.01,0.4,4.0,15.38,0.8,8.6,36.0,27.3
050US18045,2.0,34.68,0.4,4.0,23.84,0.8,3.0,21.93,0.6,2.0,33.07,0.4,18.6,25.2,19.84
050US27065,0.0,79.16,0.0,4.0,15.29,1.0,0.0,42.16,0.0,4.0,11.84,1.0,32.3,15.8,13.3
050US21035,9.0,10.13,1.0,9.0,10.13,1.0,9.0,11.8,1.0,9.0,7.64,1.0,50.0,23.0,17.14
050US21053,3.0,2.81,1.0,3.0,7.83,1.0,3.0,7.94,1.0,3.0,2.8,1.0,62.0,72.2,42.86
050US28111,1.0,20.92,0.33,2.0,22.5,0.67,2.0,22.5,0.67,2.0,22.5,0.67,35.8,19.5,17.36
050US29045,3.0,9.79,1.0,2.0,29.3,0.67,1.0,31.44,0.33,3.0,9.79,1.0,39.2,14.2,14.86
050US29073,2.0,24.93,0.4,2.0,28.09,0.4,2.0,33.48,0.4,3.0,19.06,0.6,30.9,40.5,25.48
050US54077,6.0,16.76,0.75,5.0,22.78,0.62,5.0,23.11,0.62,5.0,22.9,0.62,32.6,27.0,21.24
050US35041,5.0,6.27,1.0,5.0,8.71,1.0,5.0,8.04,1.0,5.0,8.04,1.0,27.4,22.1,21.44
050US44005,23.0,6.92,1.0,23.0,7.96,1.0,23.0,5.93,1.0,23.0,5.73,1.0,26.8,32.0,22.56
050US37073,3.0,15.05,1.0,1.0,35.19,0.33,1.0,35.53,0.33,1.0,34.84,0.33,2.7,18.7,18.02
050US38013,1.0,0.0,1.0,0.0,79.59,0.0,0.0,130.75,0.0,0.0,129.61,0.0,1.1,9.4,12.66
050US19051,0.0,38.98,0.0,2.0,12.76,1.0,0.0,38.98,0.0,2.0,12.84,1.0,35.9,9.4,12.76
050US05035,20.0,8.12,1.0,18.0,11.32,0.9,19.0,7.92,0.95,18.0,10.37,0.9,59.6,18.8,15.98
050US51760,66.0,4.89,1.0,66.0,4.8,1.0,66.0,3.81,1.0,66.0,5.65,1.0,55.2,58.9,30.46
050US53023,0.0,38.81,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,71.3,20.0,16.58
050US20003,0.0,37.77,0.0,2.0,13.19,1.0,2.0,13.19,1.0,2.0,13.19,1.0,7.9,14.4,17.64
050US20047,0.0,39.24,0.0,2.0,7.42,1.0,0.0,39.24,0.0,0.0,51.92,0.0,54.6,11.6,13.6
050US20119,0.0,55.68,0.0,2.0,3.72,1.0,0.0,56.08,0.0,0.0,52.57,0.0,26.5,10.3,14.26
050US20157,,,,3.0,9.86,1.0,3.0,9.86,1.0,1.0,30.62,0.33,13.9,9.9,11.0
050US50015,6.0,16.61,0.86,6.0,20.13,0.86,7.0,14.95,1.0,6.0,20.13,0.86,36.2,20.2,16.04
050US40059,0.0,114.12,0.0,1.0,19.49,0.5,0.0,58.1,0.0,0.0,58.1,0.0,205.1,13.4,16.84
050US31063,0.0,134.09,0.0,0.0,46.12,0.0,0.0,56.03,0.0,0.0,56.03,0.0,5.0,7.7,11.88
050US41029,38.0,6.46,0.93,35.0,14.84,0.85,36.0,12.11,0.88,37.0,10.78,0.9,82.8,19.0,17.7
050US16011,7.0,10.97,0.88,6.0,16.64,0.75,6.0,16.47,0.75,6.0,17.3,0.75,58.1,15.6,14.8
050US38069,0.0,66.1,0.0,2.0,14.47,1.0,0.0,86.35,0.0,0.0,85.29,0.0,43.2,8.6,10.84
050US39005,11.0,11.0,1.0,11.0,11.87,1.0,11.0,12.77,1.0,11.0,11.34,1.0,18.5,26.0,16.42
050US17095,14.0,14.18,0.88,14.0,12.28,0.88,14.0,13.33,0.88,14.0,13.33,0.88,63.3,19.6,15.3
050US21157,4.0,27.29,0.67,6.0,14.17,1.0,4.0,28.24,0.67,6.0,12.96,1.0,37.1,23.5,22.28
050US40139,3.0,15.22,0.6,3.0,15.83,0.6,3.0,15.83,0.6,1.0,55.43,0.2,14.3,17.9,17.54
050US48137,0.0,76.38,0.0,0.0,82.4,0.0,0.0,106.0,0.0,0.0,99.69,0.0,0.6,8.9,11.18
050US48217,0.0,46.32,0.0,8.0,19.99,0.73,9.0,19.38,0.82,8.0,19.75,0.73,34.6,20.2,13.38
050US48299,2.0,35.23,0.33,4.0,20.81,0.67,2.0,39.45,0.33,3.0,33.16,0.5,20.8,23.6,15.8
050US18011,10.0,13.63,1.0,10.0,12.32,1.0,10.0,13.22,1.0,10.0,11.51,1.0,39.9,29.9,20.44
050US20121,8.0,18.86,1.0,6.0,17.98,0.75,8.0,16.41,1.0,8.0,12.65,1.0,23.3,15.9,15.66
050US31143,0.0,37.86,0.0,2.0,6.19,1.0,1.0,28.92,0.5,1.0,28.92,0.5,8.7,7.9,9.52
050US32005,6.0,32.35,0.35,16.0,15.53,0.94,16.0,14.65,0.94,16.0,13.32,0.94,43.2,27.3,22.72
050US31087,0.0,116.75,0.0,0.0,30.39,0.0,1.0,29.78,1.0,1.0,29.78,1.0,17.4,12.0,13.88
050US31117,,,,0.0,51.03,0.0,0.0,47.99,0.0,0.0,47.99,0.0,-9.0,9.0,12.26
050US42109,0.0,44.09,0.0,5.0,26.5,0.62,5.0,27.33,0.62,8.0,13.98,1.0,34.9,13.4,14.22
050US23005,58.0,14.04,0.87,62.0,30.36,0.94,63.0,27.32,0.94,65.0,24.58,0.97,45.3,30.4,25.36
050US17035,2.0,16.56,0.67,0.0,36.13,0.0,3.0,14.51,1.0,3.0,14.51,1.0,19.2,12.8,16.04
050US17039,3.0,34.34,0.6,4.0,14.43,0.8,5.0,14.04,1.0,5.0,14.04,1.0,23.5,27.7,18.32
050US20041,1.0,35.73,0.17,6.0,12.21,1.0,4.0,19.2,0.67,4.0,19.73,0.67,48.7,12.3,13.02
050US20137,0.0,74.94,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,70.1,10.0,12.72
050US42025,10.0,19.1,0.83,10.0,15.82,0.83,10.0,17.17,0.83,10.0,19.98,0.83,25.5,40.4,32.74
050US20179,2.0,0.0,1.0,2.0,2.86,1.0,0.0,40.9,0.0,0.0,40.9,0.0,19.0,9.0,12.7
050US26151,1.0,49.52,0.08,5.0,24.1,0.42,1.0,50.7,0.08,5.0,30.96,0.38,17.7,20.8,17.5
050US17079,2.0,30.01,0.67,1.0,36.21,0.33,3.0,8.24,1.0,3.0,8.24,1.0,19.9,15.9,17.28
050US51021,2.0,0.0,1.0,0.0,42.92,0.0,0.0,42.92,0.0,0.0,43.18,0.0,84.1,48.6,38.4
050US40109,240.0,7.49,1.0,240.0,6.1,1.0,241.0,6.48,1.0,241.0,6.97,1.0,97.3,22.9,20.06
050US40083,7.0,19.92,0.88,8.0,13.03,1.0,8.0,12.54,1.0,8.0,8.76,1.0,7.0,14.7,15.84
050US40137,10.0,16.95,0.91,10.0,11.1,0.91,11.0,9.7,1.0,0.0,44.82,0.0,52.8,23.3,23.74
050US29123,2.0,37.75,0.67,2.0,13.59,0.67,2.0,34.63,0.67,2.0,13.59,0.67,38.8,42.7,26.94
050US29187,10.0,15.53,0.91,11.0,14.63,1.0,9.0,16.77,0.82,10.0,16.66,0.91,99.5,43.0,34.76
050US41041,17.0,8.51,0.94,16.0,15.46,0.89,16.0,13.78,0.89,17.0,8.81,0.94,38.1,26.0,20.24
050US17155,0.0,50.25,0.0,2.0,22.65,1.0,2.0,23.8,1.0,2.0,28.22,1.0,36.5,24.7,20.0
050US18023,7.0,18.39,0.88,8.0,10.71,1.0,8.0,11.01,1.0,8.0,11.01,1.0,14.3,31.8,21.12
050US18063,19.0,19.05,0.9,20.0,12.55,0.95,20.0,11.12,0.95,21.0,7.92,1.0,41.9,27.9,16.26
050US18145,10.0,8.77,1.0,8.0,27.48,0.8,10.0,8.53,1.0,10.0,7.93,1.0,26.1,33.1,22.7
050US26161,97.0,9.5,0.97,100.0,9.69,1.0,100.0,10.69,1.0,100.0,7.27,1.0,70.2,20.2,18.42
050US38041,0.0,127.4,0.0,0.0,54.49,0.0,0.0,119.55,0.0,0.0,53.42,0.0,1.4,8.3,11.6
050US40063,4.0,16.39,0.8,4.0,15.98,0.8,4.0,15.98,0.8,4.0,15.98,0.8,7.3,22.4,28.0
050US35023,2.0,0.0,1.0,0.0,77.13,0.0,1.0,22.76,0.5,0.0,89.36,0.0,14.2,31.7,21.46
050US37157,18.0,19.77,0.86,18.0,15.7,0.86,18.0,14.14,0.86,19.0,13.1,0.9,51.4,55.5,25.44
050US37195,19.0,9.17,1.0,19.0,9.81,1.0,19.0,9.17,1.0,19.0,7.44,1.0,32.9,24.7,15.46
050US31181,0.0,75.56,0.0,2.0,10.62,1.0,1.0,38.6,0.5,1.0,38.6,0.5,2.0,8.8,11.28
050US37151,27.0,13.13,0.96,26.0,16.64,0.93,28.0,11.71,1.0,28.0,11.56,1.0,31.0,52.1,28.14
050US17101,4.0,24.13,0.8,5.0,8.72,1.0,5.0,9.14,1.0,4.0,14.64,0.8,42.5,21.0,18.82
050US12003,0.0,41.88,0.0,3.0,11.38,0.75,3.0,14.62,0.75,0.0,40.22,0.0,13.0,33.9,22.4
050US53003,6.0,6.04,1.0,6.0,5.36,1.0,6.0,5.36,1.0,6.0,4.82,1.0,59.9,20.4,18.9
050US19011,5.0,23.88,0.71,6.0,18.27,0.86,5.0,23.32,0.71,3.0,30.86,0.43,16.8,8.4,10.6
050US31007,1.0,25.2,1.0,0.0,30.88,0.0,0.0,30.88,0.0,1.0,25.2,1.0,-9.0,14.1,15.56
050US40025,0.0,74.81,0.0,2.0,4.7,1.0,0.0,67.28,0.0,0.0,67.28,0.0,15.9,19.1,20.5
050US40147,8.0,27.58,0.62,13.0,10.41,1.0,13.0,6.79,1.0,13.0,8.55,1.0,40.7,20.5,19.44
050US41053,11.0,12.75,0.92,11.0,12.96,0.92,11.0,20.92,0.92,11.0,8.75,0.92,20.9,13.9,11.38
050US51840,5.0,5.47,1.0,5.0,2.96,1.0,5.0,1.43,1.0,5.0,1.63,1.0,219.0,47.5,26.28
050US13175,12.0,15.17,0.92,12.0,15.55,0.92,12.0,15.55,0.92,12.0,12.67,0.92,96.3,19.0,14.78
050US08123,76.0,11.07,0.99,74.0,14.61,0.96,76.0,8.88,0.99,76.0,9.25,0.99,22.3,-9.0,-9.0
050US27009,0.0,78.39,0.0,8.0,16.45,0.89,8.0,12.59,0.89,8.0,13.11,0.89,2.3,15.4,12.12
050US27057,0.0,177.03,0.0,5.0,20.9,0.71,1.0,53.72,0.14,6.0,14.7,0.86,29.5,13.8,13.76
050US26069,7.0,19.26,0.7,5.0,27.78,0.56,7.0,18.51,0.7,0.0,64.02,0.0,53.9,34.5,22.92
050US18135,4.0,29.06,0.5,7.0,18.1,0.88,7.0,14.74,0.88,7.0,17.93,0.88,54.2,38.9,31.22
050US31027,1.0,27.18,0.5,1.0,28.1,0.5,1.0,35.72,0.5,1.0,35.72,0.5,14.9,6.5,9.58
050US31043,4.0,6.11,1.0,4.0,9.41,1.0,4.0,8.3,1.0,4.0,7.69,1.0,21.4,6.7,11.08
050US55045,0.0,47.56,0.0,7.0,14.56,0.88,8.0,9.48,1.0,7.0,18.25,0.88,41.4,16.4,15.48
050US46025,0.0,93.45,0.0,0.0,61.01,0.0,0.0,58.52,0.0,0.0,58.77,0.0,15.2,8.1,10.34
050US17117,11.0,14.45,0.85,10.0,19.42,0.77,11.0,18.6,0.85,10.0,18.77,0.77,22.2,24.2,17.7
050US56009,1.0,54.55,0.25,2.0,18.16,0.5,3.0,10.39,0.75,3.0,10.39,0.75,26.9,17.1,17.3
050US42077,75.0,10.0,0.99,76.0,7.37,1.0,75.0,7.72,0.99,76.0,7.78,1.0,39.9,32.0,25.02
050US49053,21.0,9.55,1.0,19.0,16.67,0.9,20.0,6.62,0.95,20.0,7.45,0.95,67.2,22.4,21.18
050US18153,2.0,29.11,0.4,5.0,13.5,1.0,5.0,13.5,1.0,5.0,13.5,1.0,52.2,27.8,21.18
050US19123,6.0,11.01,0.86,7.0,10.46,1.0,6.0,11.06,0.86,7.0,8.72,1.0,40.9,14.2,12.54
050US21117,41.0,5.97,1.0,41.0,8.14,1.0,41.0,10.64,1.0,41.0,6.67,1.0,79.4,58.4,57.6
050US29186,0.0,36.73,0.0,3.0,18.27,0.75,0.0,36.8,0.0,3.0,19.41,0.75,15.2,31.7,25.86
050US31099,0.0,57.14,0.0,2.0,3.91,1.0,2.0,27.46,1.0,2.0,27.46,1.0,28.3,8.8,10.72
050US21105,1.0,26.9,1.0,0.0,37.75,0.0,0.0,37.26,0.0,0.0,37.26,0.0,48.3,16.1,19.04
050US13247,15.0,10.72,1.0,15.0,10.37,1.0,15.0,10.72,1.0,15.0,6.87,1.0,50.6,20.1,14.6
050US17077,14.0,8.38,1.0,14.0,11.45,1.0,12.0,14.06,0.86,14.0,8.74,1.0,98.3,21.0,18.76
050US18183,2.0,34.25,0.29,7.0,12.89,1.0,7.0,12.89,1.0,7.0,11.55,1.0,21.2,16.5,13.82
050US27007,0.0,129.18,0.0,7.0,18.86,0.7,7.0,18.92,0.7,7.0,14.68,0.7,29.5,32.1,15.6
050US19015,5.0,26.91,0.71,7.0,11.66,1.0,7.0,11.66,1.0,7.0,11.67,1.0,25.6,10.8,10.64
050US31045,2.0,12.68,1.0,2.0,12.68,1.0,2.0,12.68,1.0,2.0,12.68,1.0,35.9,14.3,15.68
050US29229,2.0,19.35,0.5,0.0,58.0,0.0,0.0,60.04,0.0,2.0,29.92,0.5,65.3,15.2,18.2
050US30041,4.0,27.24,0.67,4.0,29.32,0.67,4.0,27.24,0.67,5.0,15.83,0.83,30.2,20.1,19.3
050US31005,,,,0.0,44.99,0.0,0.0,45.98,0.0,0.0,45.98,0.0,-9.0,9.9,13.04
050US12043,4.0,14.3,1.0,1.0,34.9,0.25,1.0,38.95,0.25,1.0,41.87,0.25,-9.0,27.7,20.94
050US39015,9.0,11.91,1.0,3.0,30.47,0.33,9.0,11.99,1.0,9.0,15.08,1.0,42.1,51.0,46.04
050US35025,16.0,16.37,0.89,16.0,12.76,0.89,15.0,17.44,0.83,16.0,14.04,0.89,35.1,28.2,21.06
050US38031,0.0,102.39,0.0,1.0,0.0,1.0,0.0,69.41,0.0,1.0,0.0,1.0,79.2,5.9,9.24
050US13147,5.0,13.56,1.0,3.0,26.19,0.6,5.0,16.19,1.0,5.0,13.55,1.0,34.0,23.8,19.14
050US05097,2.0,22.29,0.67,0.0,63.64,0.0,2.0,19.87,0.67,0.0,61.92,0.0,80.6,21.1,21.72
050US06105,1.0,62.59,0.2,2.0,54.71,0.4,3.0,41.85,0.6,2.0,56.44,0.4,31.7,32.7,27.16
050US08107,6.0,19.9,0.75,4.0,27.57,0.5,5.0,28.72,0.62,5.0,25.51,0.62,37.8,18.2,18.48
050US12103,246.0,7.78,1.0,245.0,7.14,1.0,246.0,7.42,1.0,246.0,6.11,1.0,65.2,50.8,29.28
050US13017,5.0,8.24,1.0,5.0,8.24,1.0,0.0,49.9,0.0,0.0,47.75,0.0,70.0,15.0,14.5
050US51183,5.0,10.92,1.0,2.0,31.97,0.4,5.0,10.49,1.0,5.0,15.19,1.0,4.7,15.0,16.1
