HEROP_ID,Age15_24P,ForDqP,ForDqTot,TotPcp,TotSp
140US12103026910,13.55,15.3,167.0,6.0,3.0
140US12103026911,6.65,14.8,106.0,0.0,1.0
140US12103026912,2.57,,,2.0,0.0
140US12103026913,4.48,,,1.0,5.0
140US12103027000,9.41,15.2,143.0,7.0,1.0
140US12103027101,1.19,16.0,79.0,9.0,38.0
140US12103027105,9.03,15.8,140.0,2.0,6.0
140US12103027106,6.99,,,7.0,7.0
140US12103027202,7.53,14.2,188.0,8.0,5.0
140US12103027204,12.23,14.9,127.0,2.0,1.0
140US12103027205,12.04,14.7,245.0,3.0,7.0
140US12103027206,13.94,15.3,243.0,1.0,9.0
140US12103027207,11.07,15.2,168.0,0.0,1.0
140US12103027208,11.52,14.5,229.0,11.0,1.0
140US12103027209,3.0,,,0.0,0.0
140US12103027210,10.37,,,0.0,0.0
140US12103027308,16.28,14.6,112.0,3.0,11.0
140US12103027309,5.14,11.4,42.0,0.0,1.0
140US12103027310,9.36,12.2,233.0,1.0,3.0
140US12103027314,14.99,14.2,72.0,0.0,0.0
140US12103027315,6.89,15.1,127.0,4.0,11.0
140US12103027316,4.25,12.9,95.0,4.0,9.0
140US12103027317,7.99,15.9,193.0,11.0,17.0
140US12103027318,10.71,15.9,123.0,0.0,0.0
140US12103027319,15.24,17.1,193.0,1.0,0.0
140US12103027320,7.73,16.5,138.0,5.0,10.0
140US12103027321,11.74,,,0.0,1.0
140US12103027322,9.79,,,13.0,21.0
140US12103027323,15.98,,,0.0,1.0
140US12103027324,10.74,,,0.0,1.0
140US12103027325,11.92,,,0.0,0.0
140US12103027326,7.47,,,4.0,12.0
140US12103027327,17.36,,,2.0,6.0
140US12103027401,7.71,17.4,81.0,0.0,0.0
140US12103027402,10.62,16.3,126.0,8.0,22.0
140US12103027403,9.31,15.1,56.0,1.0,3.0
140US12103027501,12.55,14.9,163.0,7.0,4.0
140US12103027502,8.69,16.6,245.0,3.0,3.0
140US12103027603,4.5,,,1.0,1.0
140US12103027604,0.69,,,0.0,0.0
140US12103027605,6.43,,,0.0,1.0
140US12103027606,3.23,,,0.0,2.0
140US12103027701,4.89,11.7,84.0,0.0,0.0
140US12103027703,3.3,,,1.0,1.0
140US12103027704,5.82,,,0.0,1.0
140US12103027801,1.88,,,0.0,1.0
140US12103027802,6.78,,,6.0,5.0
140US12103027901,1.06,12.5,104.0,0.0,0.0
140US12103027903,4.35,,,0.0,0.0
140US12103027904,3.48,,,0.0,1.0
140US12103028002,6.66,12.2,98.0,1.0,3.0
140US12103028003,2.79,,,0.0,2.0
140US12103028004,10.11,,,7.0,5.0
140US12103028102,5.31,13.2,108.0,0.0,3.0
140US12103028103,6.03,,,12.0,30.0
140US12103028104,2.66,,,6.0,14.0
140US12103028200,8.51,16.3,88.0,0.0,1.0
140US12103028300,8.07,19.0,174.0,0.0,0.0
140US12103028401,0.0,12.0,29.0,0.0,0.0
140US12103028402,5.9,15.5,42.0,0.0,0.0
140US12103028500,8.73,16.5,84.0,0.0,0.0
140US12103028600,12.63,,,68.0,204.0
140US12103028700,14.63,,,7.0,0.0
140US12105010300,11.69,18.1,125.0,0.0,1.0
140US12105010401,9.13,,,2.0,6.0
140US12105010402,42.89,,,0.0,6.0
140US12105010501,13.67,,,0.0,1.0
140US12105010502,9.64,,,4.0,4.0
140US12105010601,12.05,15.8,103.0,8.0,4.0
140US12105010603,11.32,,,0.0,0.0
140US12105010604,13.7,,,0.0,1.0
140US12105010701,9.79,16.4,97.0,9.0,18.0
140US12105010702,8.09,13.4,58.0,11.0,4.0
140US12105010800,12.98,16.0,79.0,1.0,2.0
140US12105010900,13.3,23.0,77.0,0.0,0.0
140US12105011000,12.76,25.1,61.0,0.0,0.0
140US12105011100,21.86,24.6,85.0,0.0,0.0
140US12105011202,9.79,24.5,50.0,1.0,0.0
140US12105011203,17.82,,,0.0,3.0
140US12105011204,13.59,,,0.0,0.0
140US12105011300,9.32,18.4,58.0,74.0,186.0
140US12105011400,9.94,21.0,75.0,5.0,15.0
140US12105011501,17.87,,,0.0,0.0
140US12105011502,12.02,,,0.0,12.0
140US12105011603,8.2,,,0.0,0.0
140US12105011604,10.32,,,0.0,0.0
140US12105011605,6.52,,,0.0,0.0
140US12105011606,11.37,,,0.0,2.0
140US12105011704,14.88,20.6,111.0,0.0,0.0
140US12105011721,8.69,16.1,58.0,1.0,0.0
140US12105011722,8.97,18.6,43.0,0.0,0.0
140US12105011731,36.22,21.3,131.0,0.0,0.0
140US12105011732,20.19,20.1,97.0,0.0,1.0
140US12105011821,9.09,12.1,88.0,0.0,0.0
140US12105011822,13.36,13.9,126.0,0.0,0.0
140US12105011832,13.28,15.7,110.0,0.0,2.0
140US12105011833,13.82,,,0.0,1.0
140US12105011834,13.56,,,13.0,10.0
140US12105011835,10.29,,,6.0,3.0
140US12105011836,9.71,,,7.0,9.0
140US12105011901,13.14,15.4,104.0,2.0,6.0
140US12105011902,12.38,16.2,146.0,3.0,1.0
140US12105011908,12.58,,,0.0,0.0
140US12105011909,14.18,,,0.0,0.0
140US12105011910,12.02,,,0.0,0.0
140US12105011911,10.94,,,0.0,0.0
140US12105011912,9.16,,,0.0,1.0
140US12105011913,10.09,,,0.0,0.0
140US12105012001,15.08,20.6,160.0,0.0,0.0
140US12105012002,6.92,20.0,39.0,0.0,0.0
140US12105012003,14.0,13.7,72.0,0.0,4.0
140US12105012004,4.53,11.4,42.0,0.0,0.0
140US12105012111,9.45,16.9,117.0,0.0,3.0
140US12105012113,11.44,14.2,175.0,0.0,0.0
140US12105012124,12.02,,,0.0,0.0
140US12105012125,16.77,,,0.0,0.0
140US12105012126,11.18,,,2.0,0.0
140US12105012127,10.17,,,0.0,0.0
140US12105012128,11.01,,,0.0,0.0
140US12105012129,10.94,,,1.0,0.0
140US12105012203,9.23,,,0.0,0.0
140US12105012204,9.47,,,1.0,1.0
140US12105012205,12.2,,,0.0,0.0
140US12105012206,8.14,,,3.0,0.0
140US12105012303,17.0,,,0.0,0.0
140US12105012304,13.48,,,0.0,0.0
140US12105012305,11.86,,,0.0,0.0
140US12105012306,7.53,,,0.0,1.0
140US12105012307,14.34,,,0.0,0.0
140US12105012309,9.31,,,0.0,0.0
140US12105012403,10.97,,,2.0,2.0
140US12105012404,9.9,,,0.0,0.0
140US12105012405,9.0,,,0.0,0.0
140US12105012406,7.9,,,0.0,0.0
140US12105012407,4.5,,,1.0,0.0
140US12105012408,9.13,,,0.0,0.0
140US12105012409,11.63,,,0.0,0.0
140US12105012410,13.74,,,0.0,0.0
140US12105012411,13.48,,,0.0,0.0
140US12105012502,14.9,18.2,137.0,1.0,0.0
140US12105012503,8.05,18.6,,0.0,0.0
140US12105012504,6.74,,,2.0,13.0
140US12105012506,14.29,,,4.0,3.0
140US12105012507,7.76,,,6.0,18.0
140US12105012601,12.26,16.6,111.0,0.0,0.0
140US12105012602,14.28,20.9,109.0,5.0,0.0
140US12105012700,12.72,19.2,176.0,2.0,1.0
140US12105012802,10.47,,,2.0,5.0
140US12105012803,0.0,,,0.0,0.0
140US12105012804,5.84,,,2.0,0.0
140US12105012900,12.09,18.2,152.0,0.0,0.0
140US12105013001,11.95,,,0.0,0.0
140US12105013002,11.51,,,1.0,0.0
140US12105013101,12.53,14.1,97.0,0.0,0.0
140US12105013102,16.78,17.9,113.0,0.0,1.0
140US12105013103,11.12,16.0,11.0,0.0,0.0
140US12105013200,14.93,22.8,43.0,0.0,0.0
140US12105013300,14.49,21.8,54.0,1.0,1.0
140US12105013400,15.64,22.1,168.0,0.0,0.0
140US12105013500,12.47,15.1,83.0,4.0,0.0
140US12105013600,12.31,21.1,125.0,1.0,0.0
140US12105013701,18.33,16.4,25.0,9.0,45.0
140US12105013702,14.95,19.0,187.0,40.0,56.0
140US12105013801,8.96,20.0,120.0,0.0,1.0
140US12105013802,13.91,19.4,289.0,0.0,0.0
140US12105013901,14.15,19.2,51.0,5.0,25.0
140US12105013902,9.13,14.8,139.0,1.0,1.0
140US12105014001,12.66,14.4,163.0,0.0,0.0
140US12105014003,11.92,,,3.0,0.0
140US12105014005,14.09,,,0.0,0.0
140US12105014006,10.58,,,2.0,4.0
140US12105014103,16.67,,,0.0,0.0
140US12105014104,7.83,,,0.0,0.0
140US12105014105,10.56,,,2.0,2.0
140US12105014121,17.78,16.6,68.0,0.0,0.0
140US12105014123,12.48,14.1,162.0,3.0,1.0
140US12105014124,6.52,,,0.0,0.0
140US12105014125,11.98,,,3.0,0.0
140US12105014201,11.01,17.1,99.0,2.0,0.0
140US12105014202,8.76,14.6,53.0,0.0,0.0
140US12105014203,7.3,16.6,51.0,1.0,0.0
140US12105014301,15.23,18.5,36.0,0.0,0.0
140US12105014302,8.09,17.1,166.0,6.0,14.0
140US12105014400,12.63,13.9,136.0,4.0,4.0
140US12105014501,12.71,16.6,174.0,0.0,1.0
140US12105014502,15.08,23.2,58.0,0.0,0.0
140US12105014600,14.7,17.5,90.0,0.0,0.0
140US12105014701,8.5,17.4,146.0,1.0,1.0
140US12105014702,12.87,16.9,274.0,4.0,2.0
140US12105014802,9.18,17.3,79.0,0.0,0.0
140US12105014803,12.04,,,0.0,0.0
140US12105014804,11.16,,,4.0,6.0
140US12105014901,11.21,15.4,231.0,0.0,0.0
140US12105014902,15.2,17.9,152.0,0.0,0.0
140US12105015000,15.86,18.9,103.0,5.0,3.0
140US12105015101,16.06,,,0.0,0.0
140US12105015102,12.27,,,0.0,1.0
140US12105015200,10.86,20.4,96.0,14.0,12.0
140US12105015301,11.6,19.3,90.0,0.0,0.0
140US12105015302,7.37,15.5,44.0,0.0,0.0
140US12105015401,14.58,18.8,68.0,0.0,1.0
140US12105015402,22.31,16.7,75.0,0.0,0.0
140US12105015404,9.75,,,0.0,0.0
140US12105015405,19.21,,,0.0,0.0
140US12105015500,10.18,20.0,85.0,10.0,12.0
140US12105015600,3.51,15.5,61.0,0.0,0.0
140US12105015701,16.51,,,2.0,1.0
140US12105015702,13.01,,,0.0,0.0
140US12105015801,7.59,,,1.0,0.0
140US12105015802,18.29,,,0.0,0.0
140US12105015900,13.76,17.6,47.0,0.0,0.0
140US12105016001,10.52,17.5,68.0,2.0,0.0
140US12105016002,19.96,21.4,53.0,0.0,0.0
140US12105016003,10.35,20.4,29.0,0.0,0.0
140US12105016100,8.9,17.3,30.0,0.0,0.0
140US12105016400,10.06,,,2.0,0.0
140US12107950100,10.41,15.0,74.0,3.0,3.0
140US12107950201,10.29,,,0.0,0.0
140US12107950202,8.68,,,0.0,0.0
140US12107950300,14.84,15.8,91.0,0.0,2.0
140US12107950400,2.61,15.2,47.0,0.0,0.0
140US12107950500,11.85,15.2,81.0,1.0,2.0
140US12107950600,9.27,16.0,105.0,17.0,32.0
140US12107950700,12.67,19.0,76.0,6.0,4.0
140US12107950800,14.36,19.8,73.0,2.0,0.0
140US12107950900,9.22,17.0,159.0,0.0,0.0
140US12107951000,8.43,13.9,78.0,0.0,0.0
140US12107951100,12.6,17.2,90.0,0.0,0.0
140US12107951200,9.13,16.3,73.0,0.0,0.0
140US12107951300,11.47,14.4,51.0,0.0,0.0
140US12107951401,8.24,,,6.0,1.0
140US12107951402,15.51,,,0.0,0.0
140US12109020200,12.07,8.4,57.0,1.0,1.0
140US12109020300,10.84,13.9,108.0,0.0,2.0
140US12109020400,48.06,12.1,40.0,0.0,0.0
140US12109020500,13.31,7.1,45.0,4.0,3.0
140US12109020601,9.2,,,0.0,4.0
140US12109020602,10.73,,,4.0,2.0
140US12109020704,12.03,,,2.0,3.0
140US12109020705,9.16,,,21.0,3.0
140US12109020706,16.06,,,1.0,6.0
140US12109020707,8.48,,,3.0,9.0
140US12109020708,7.0,,,2.0,1.0
140US12109020710,10.5,,,0.0,0.0
140US12109020711,11.97,,,0.0,4.0
140US12109020801,12.51,,,4.0,0.0
140US12109020802,14.5,,,0.0,0.0
140US12109020803,13.19,,,1.0,3.0
140US12109020804,15.23,,,0.0,0.0
140US12109020805,13.56,,,1.0,0.0
140US12109020806,9.05,,,9.0,9.0
140US12109020807,8.67,,,0.0,1.0
140US12109020901,12.7,,,0.0,4.0
140US12109020902,6.27,,,10.0,9.0
140US12109021002,11.38,10.7,118.0,0.0,0.0
140US12109021003,14.64,,,0.0,2.0
140US12109021004,13.85,,,0.0,0.0
140US12109021101,13.27,,,0.0,0.0
140US12109021102,13.06,,,0.0,0.0
140US12109021103,8.89,,,0.0,0.0
140US12109021203,10.61,,,6.0,0.0
140US12109021204,3.16,,,6.0,9.0
140US12109021205,10.1,,,0.0,0.0
140US12109021206,9.86,,,0.0,0.0
140US12109021301,13.56,7.9,79.0,17.0,27.0
140US12109021302,12.07,10.2,128.0,23.0,69.0
140US12109021403,4.54,,,1.0,2.0
140US12109021404,6.72,,,4.0,6.0
140US12109021405,16.0,,,0.0,3.0
140US12109021406,11.57,,,10.0,6.0
140US12109021407,11.18,,,0.0,0.0
140US12111380100,8.6,,,6.0,12.0
140US12111380200,10.71,,,1.0,0.0
140US12111380300,11.81,,,0.0,0.0
140US12111380400,16.47,,,22.0,57.0
140US12111380500,16.03,,,4.0,8.0
140US12111380600,22.73,,,1.0,1.0
140US12111380700,15.41,,,0.0,1.0
140US12111380800,13.76,,,1.0,0.0
140US12111380901,17.22,,,0.0,0.0
140US12111380902,14.24,,,0.0,1.0
140US12111381000,8.07,,,0.0,2.0
140US12111381101,14.96,,,0.0,0.0
140US12111381102,6.76,,,0.0,0.0
140US12111381204,1.39,,,1.0,3.0
140US12111381300,6.03,,,0.0,1.0
140US12111381401,9.54,,,0.0,3.0
140US12111381402,9.41,,,4.0,6.0
140US12111381502,11.49,,,1.0,0.0
140US12111381503,8.18,,,6.0,1.0
140US12111381601,5.42,,,1.0,3.0
140US12111381602,8.55,,,2.0,6.0
140US12111381603,6.5,,,0.0,0.0
140US12111381701,2.78,,,0.0,0.0
140US12111381702,1.97,,,0.0,0.0
140US12111381802,10.1,,,39.0,73.0
140US12111381803,11.84,,,3.0,8.0
140US12111381804,8.57,,,0.0,0.0
140US12111381900,8.29,,,2.0,3.0
140US12111382002,11.84,,,0.0,0.0
140US12111382003,10.99,,,0.0,1.0
140US12111382006,10.42,,,3.0,1.0
140US12111382007,9.95,,,1.0,0.0
140US12111382008,13.18,,,2.0,1.0
140US12111382009,15.37,,,2.0,12.0
140US12111382010,7.34,,,7.0,4.0
140US12111382106,15.92,,,1.0,2.0
140US12111382108,9.53,,,17.0,35.0
140US12111382109,6.26,,,0.0,3.0
140US12111382110,14.6,,,1.0,1.0
140US12111382111,12.96,,,0.0,0.0
140US12111382112,13.07,,,0.0,0.0
140US12111382113,11.98,,,0.0,3.0
140US12111382200,5.36,,,0.0,1.0
140US12111980000,,,,0.0,0.0
140US12113010100,10.01,13.3,46.0,4.0,1.0
140US12113010200,9.69,14.0,64.0,4.0,0.0
140US12113010300,14.1,10.4,175.0,1.0,0.0
140US12113010400,11.15,12.7,36.0,0.0,0.0
140US12113010502,13.94,12.7,157.0,0.0,0.0
140US12113010503,15.54,,,4.0,8.0
140US12113010504,11.79,,,7.0,9.0
140US12113010600,12.58,16.5,116.0,2.0,4.0
140US12113010702,14.55,10.8,141.0,2.0,2.0
140US12113010704,11.52,11.9,101.0,0.0,2.0
140US12113010705,14.84,13.3,67.0,3.0,0.0
140US12113010706,12.78,12.6,177.0,2.0,1.0
140US12113010707,16.16,,,7.0,2.0
140US12113010708,16.45,,,10.0,14.0
140US12113010802,15.47,9.8,90.0,3.0,3.0
140US12113010808,8.71,,,3.0,0.0
140US12113010809,10.22,,,0.0,0.0
140US12113010811,13.45,,,4.0,0.0
140US12113010812,10.95,,,5.0,5.0
140US12113010813,9.46,,,6.0,12.0
140US12113010814,9.51,,,7.0,8.0
140US12113010815,11.77,,,0.0,0.0
140US12113010817,10.44,,,0.0,1.0
140US12113010819,9.98,,,4.0,4.0
140US12113010900,9.71,8.7,102.0,15.0,31.0
140US12115000101,5.54,15.6,198.0,1.0,6.0
140US12115000102,7.95,19.0,114.0,5.0,17.0
140US12115000200,15.5,22.0,139.0,4.0,2.0
140US12115000300,17.18,27.6,127.0,0.0,0.0
140US12115000401,10.05,19.5,186.0,2.0,10.0
140US12115000404,1.32,18.0,44.0,0.0,0.0
140US12115000405,8.12,18.0,115.0,0.0,0.0
140US12115000406,6.31,,,2.0,6.0
140US12115000407,13.54,,,2.0,0.0
140US12115000501,4.81,15.3,71.0,38.0,167.0
140US12115000502,10.08,19.0,141.0,11.0,40.0
140US12115000503,9.88,19.5,122.0,23.0,18.0
140US12115000601,7.76,15.1,78.0,2.0,31.0
140US12115000602,6.95,17.7,152.0,1.0,15.0
140US12115000700,0.47,14.9,134.0,4.0,6.0
140US12115000801,0.39,14.6,77.0,0.0,2.0
140US12115000802,0.0,15.4,117.0,1.0,5.0
140US12115000900,12.26,16.3,88.0,0.0,1.0
140US12115001000,25.95,20.2,107.0,0.0,0.0
140US12115001101,9.16,21.5,110.0,1.0,8.0
140US12115001102,12.0,26.6,220.0,0.0,0.0
140US12115001201,13.37,18.4,289.0,0.0,0.0
140US12115001202,13.09,22.0,212.0,0.0,0.0
140US12115001203,4.51,15.7,138.0,0.0,2.0
140US12115001204,7.82,17.6,203.0,0.0,3.0
140US12115001301,14.91,19.1,112.0,1.0,1.0
140US12115001302,9.32,18.7,139.0,2.0,8.0
140US12115001303,9.44,17.5,127.0,4.0,4.0
140US12115001304,3.78,16.3,75.0,0.0,1.0
140US12115001401,10.8,15.7,257.0,0.0,0.0
140US12115001402,14.62,18.4,190.0,0.0,0.0
140US12115001403,10.57,15.6,197.0,0.0,1.0
140US12115001503,11.02,19.1,163.0,0.0,0.0
140US12115001504,13.84,19.2,159.0,0.0,2.0
140US12115001505,14.14,21.2,237.0,20.0,61.0
140US12115001506,9.66,17.6,218.0,4.0,13.0
140US12115001507,10.8,17.4,206.0,8.0,7.0
140US12115001601,10.31,16.5,117.0,3.0,0.0
140US12115001602,5.88,17.0,121.0,0.0,4.0
140US12115001702,10.09,17.7,218.0,5.0,28.0
140US12115001703,8.32,18.8,131.0,3.0,1.0
140US12115001704,11.67,19.4,122.0,0.0,4.0
140US12115001801,6.17,15.2,112.0,3.0,6.0
140US12115001803,7.2,18.6,122.0,0.0,1.0
140US12115001804,10.14,19.6,93.0,1.0,0.0
140US12115001805,11.23,18.3,60.0,3.0,7.0
140US12115001903,2.87,14.0,67.0,0.0,2.0
140US12115001904,11.45,15.3,145.0,0.0,0.0
140US12115001905,2.57,,,4.0,1.0
140US12115001907,3.71,,,0.0,1.0
140US12115001908,3.35,,,0.0,1.0
140US12115002003,5.05,17.9,158.0,0.0,1.0
140US12115002004,7.15,18.2,121.0,2.0,7.0
140US12115002005,7.33,16.3,150.0,1.0,2.0
140US12115002007,3.53,,,0.0,0.0
140US12115002008,13.4,,,6.0,1.0
140US12115002009,6.42,,,8.0,17.0
140US12115002010,4.62,,,3.0,5.0
140US12115002100,7.51,16.0,224.0,6.0,11.0
140US12115002201,6.41,16.0,84.0,2.0,9.0
140US12115002202,10.32,15.6,135.0,1.0,0.0
140US12115002203,10.62,18.5,160.0,0.0,0.0
140US12115002302,7.37,19.7,86.0,0.0,7.0
140US12115002303,3.0,15.4,126.0,1.0,13.0
140US12115002304,4.76,,,1.0,1.0
140US12115002305,6.93,,,1.0,0.0
140US12115002401,5.43,15.3,99.0,11.0,54.0
140US12115002402,8.3,18.8,119.0,8.0,6.0
140US12115002504,5.88,18.3,121.0,0.0,0.0
140US12115002505,5.81,20.0,113.0,3.0,5.0
140US12115002507,9.76,19.0,267.0,0.0,0.0
140US12115002508,8.09,19.6,147.0,0.0,0.0
140US12115002509,5.64,19.6,219.0,0.0,0.0
140US12115002510,8.69,,,3.0,5.0
140US12115002511,9.37,,,0.0,0.0
140US12115002601,10.91,17.5,86.0,0.0,0.0
140US12115002602,2.51,16.3,87.0,0.0,0.0
140US12115002603,4.24,17.2,60.0,0.0,0.0
140US12115002604,3.28,17.6,75.0,11.0,4.0
140US12115002605,6.72,20.8,81.0,0.0,2.0
140US12115002710,6.25,21.9,140.0,4.0,5.0
140US12115002711,5.89,19.6,498.0,3.0,4.0
140US12115002712,11.66,21.5,,7.0,2.0
140US12115002713,4.6,16.2,263.0,5.0,9.0
140US12115002714,10.42,16.1,167.0,0.0,0.0
140US12115002715,1.59,16.6,193.0,31.0,42.0
140US12115002716,6.56,14.8,168.0,4.0,3.0
140US12115002718,3.78,14.8,151.0,7.0,17.0
140US12115002719,2.76,,,0.0,0.0
140US12115002720,2.73,,,0.0,0.0
140US12115002721,13.9,,,2.0,0.0
140US12115002722,8.58,,,5.0,2.0
140US12115002723,5.03,,,0.0,0.0
140US12115002724,0.0,,,0.0,0.0
140US12117020101,8.94,14.0,18.0,1.0,1.0
140US12117020102,10.11,15.5,43.0,0.0,0.0
140US12117020201,8.75,18.8,54.0,6.0,10.0
140US12117020202,11.78,19.5,189.0,0.0,0.0
140US12117020301,8.04,16.0,89.0,2.0,0.0
140US12117020302,13.73,21.7,75.0,1.0,0.0
140US12117020401,13.58,22.7,69.0,0.0,0.0
140US12117020402,10.21,17.5,122.0,1.0,0.0
140US12117020500,15.57,21.2,51.0,12.0,17.0
140US12117020600,11.32,13.2,324.0,1.0,4.0
140US12117020701,11.13,11.5,387.0,0.0,1.0
140US12117020703,13.76,9.9,129.0,1.0,2.0
140US12117020704,10.25,10.7,147.0,1.0,4.0
140US12117020705,9.25,17.1,93.0,0.0,0.0
140US12117020803,13.34,12.3,169.0,10.0,6.0
140US12117020805,8.6,11.9,179.0,10.0,22.0
140US12117020806,11.12,13.5,182.0,0.0,0.0
140US12117020807,10.53,16.7,263.0,0.0,0.0
140US12117020808,14.26,12.2,126.0,19.0,29.0
140US12117020810,13.56,13.0,110.0,0.0,0.0
140US12117020811,15.01,,,2.0,1.0
140US12117020812,11.5,,,11.0,17.0
140US12117020901,13.92,18.4,110.0,2.0,0.0
140US12117020902,8.99,19.6,110.0,0.0,0.0
140US12117020903,13.37,17.8,245.0,0.0,0.0
140US12117021000,9.88,13.9,160.0,0.0,1.0
140US12117021100,11.94,15.8,76.0,4.0,0.0
140US12117021201,14.31,13.8,131.0,0.0,1.0
140US12117021203,14.81,,,0.0,0.0
140US12117021204,14.45,,,1.0,3.0
140US12117021306,11.0,11.1,217.0,0.0,1.0
140US12117021307,11.16,13.2,241.0,16.0,16.0
140US12117021311,12.84,14.8,131.0,4.0,2.0
140US12117021312,18.95,11.5,82.0,2.0,0.0
140US12117021313,13.51,,,0.0,1.0
140US12117021314,11.67,,,17.0,8.0
140US12117021315,28.99,,,0.0,0.0
140US12117021316,27.58,,,1.0,1.0
140US12117021317,18.69,,,8.0,8.0
140US12117021318,12.55,,,0.0,0.0
140US12117021319,16.13,,,0.0,0.0
140US12117021320,20.69,,,5.0,0.0
140US12117021321,18.73,,,2.0,1.0
140US12117021401,15.46,15.8,230.0,2.0,0.0
140US12117021403,11.18,12.0,220.0,1.0,7.0
140US12117021404,11.77,15.8,213.0,0.0,0.0
140US12117021502,17.72,17.2,166.0,2.0,3.0
140US12117021503,9.05,12.9,39.0,4.0,6.0
140US12117021504,10.35,13.0,83.0,10.0,4.0
140US12117021505,7.47,13.7,155.0,1.0,1.0
140US12117021506,7.17,13.7,126.0,16.0,28.0
140US12117021604,10.22,12.2,134.0,0.0,0.0
140US12117021606,10.0,16.1,196.0,3.0,0.0
140US12117021608,11.58,15.3,135.0,30.0,27.0
140US12117021609,12.46,12.0,114.0,5.0,8.0
140US12117021611,12.52,12.6,153.0,0.0,1.0
140US12117021612,10.09,13.1,140.0,1.0,2.0
140US12117021613,15.07,16.2,83.0,1.0,0.0
140US12117021614,12.52,14.7,175.0,4.0,4.0
140US12117021615,10.42,,,0.0,0.0
140US12117021616,11.79,,,3.0,1.0
140US12117021704,10.56,15.0,157.0,10.0,0.0
140US12117021705,12.9,18.0,165.0,1.0,0.0
140US12117021706,7.6,15.7,106.0,0.0,0.0
140US12117021707,8.66,,,0.0,0.0
140US12117021708,14.68,,,1.0,0.0
140US12117021802,10.1,13.9,96.0,7.0,25.0
140US12117021803,11.63,16.9,82.0,0.0,0.0
140US12117021805,12.79,,,0.0,0.0
140US12117021806,12.7,,,6.0,29.0
140US12117021901,7.64,15.8,139.0,5.0,9.0
140US12117021902,10.41,16.2,124.0,12.0,46.0
140US12117022001,11.37,17.4,70.0,0.0,0.0
140US12117022002,9.79,15.1,115.0,3.0,0.0
140US12117022004,8.69,12.9,49.0,8.0,4.0
140US12117022005,11.21,13.3,172.0,3.0,1.0
140US12117022101,9.9,18.1,176.0,0.0,0.0
140US12117022104,13.58,14.4,250.0,2.0,0.0
140US12117022105,8.22,13.0,121.0,0.0,0.0
140US12117022106,10.02,13.4,265.0,4.0,1.0
140US12117022201,14.22,14.3,166.0,15.0,7.0
140US12117022205,11.17,13.4,110.0,0.0,0.0
140US12117022206,10.85,13.5,151.0,0.0,0.0
140US12117022207,11.42,13.3,115.0,1.0,3.0
140US12117022208,13.42,,,0.0,1.0
140US12117022209,10.35,,,0.0,1.0
140US12119910100,12.15,,,0.0,0.0
140US12119910300,16.0,,,1.0,1.0
140US12119910401,6.35,,,1.0,0.0
140US12119910402,9.11,,,0.0,0.0
140US12119910500,14.05,,,4.0,1.0
140US12119910601,12.19,,,1.0,0.0
140US12119910602,12.58,,,0.0,0.0
140US12119910700,9.4,,,0.0,0.0
140US12119910800,0.0,,,9.0,12.0
140US12119910900,2.75,,,0.0,0.0
140US12119911000,25.17,,,0.0,0.0
140US12119911200,0.76,,,0.0,0.0
140US12119911301,8.35,,,1.0,0.0
140US12119911302,8.84,,,0.0,0.0
140US12119911400,1.37,,,1.0,0.0
140US12119911500,9.74,,,0.0,0.0
140US12119911701,2.51,,,24.0,34.0
140US12119911702,0.52,,,1.0,21.0
140US12119980000,0.0,,,0.0,0.0
140US12121970100,6.4,16.5,78.0,4.0,0.0
140US12121970200,9.55,18.7,41.0,1.0,0.0
140US12121970301,8.08,,,0.0,0.0
140US12121970302,14.17,,,0.0,1.0
140US12121970400,12.39,16.2,77.0,4.0,1.0
140US12121970500,11.14,15.7,93.0,0.0,0.0
140US12121970600,12.77,14.7,162.0,1.0,0.0
140US12123950100,11.58,14.6,43.0,5.0,3.0
140US12123950200,12.82,16.6,67.0,2.0,4.0
140US12123950300,9.94,17.5,99.0,1.0,0.0
140US12123950400,9.98,14.2,66.0,1.0,1.0
140US12125960100,8.07,22.3,20.0,2.0,4.0
140US12125960200,12.74,14.5,72.0,3.0,6.0
140US12125960300,9.52,12.4,33.0,0.0,0.0
140US12127080100,5.77,13.5,240.0,0.0,0.0
140US12127080201,2.49,,,0.0,1.0
140US12127080202,6.88,,,2.0,3.0
140US12127080300,8.27,14.6,136.0,4.0,0.0
140US12127080400,8.79,13.8,86.0,1.0,0.0
140US12127080500,12.19,15.8,75.0,2.0,4.0
140US12127080600,9.47,17.7,111.0,5.0,3.0
140US12127080700,10.61,16.2,185.0,0.0,0.0
140US12127080803,7.81,17.6,213.0,7.0,1.0
140US12127080804,11.18,18.4,113.0,35.0,54.0
140US12127080805,8.63,21.4,229.0,5.0,13.0
140US12127080806,10.9,,,5.0,0.0
140US12127080807,9.82,,,14.0,39.0
140US12127080901,10.0,,,0.0,0.0
140US12127080902,14.67,,,0.0,0.0
140US12127081000,4.34,18.3,123.0,6.0,3.0
140US12127081101,11.37,,,0.0,0.0
140US12127081102,7.54,,,1.0,1.0
140US12127081200,6.69,19.4,215.0,2.0,3.0
140US12127081300,3.52,18.1,96.0,0.0,6.0
140US12127081500,11.51,21.4,39.0,0.0,0.0
140US12127081600,13.72,23.4,91.0,0.0,0.0
140US12127081700,12.46,24.0,261.0,2.0,12.0
